Charge / Procedure Number,CPT / HCPCS Code,Billing Description,CDM Price
661602,,CT Sinus with Contrast - Report,562.00
661604,,CT Sinus without Contrast - Report,442.00
661685,,zzUS Paracentesis - Report,332.00
661687,,zzUS Thoracentesis - Report,255.00
661693,,XR Arthrogram TMJ Left - Report,180.00
661695,,XR Arthrogram TMJ Right - Report,180.00
661702,,ZzXR Cholecystography (GB) Oral Repeat - Report,44.00
661706,,XR Drainage - Abscess or Cyst - Report,375.00
675667,,MRA Chest with or without Contrast - Report,705.00
675669,,MRA Lower Extremity w or wo Cont Left - Report,727.00
675682,,MRA Lower Extremity w or wo Cont Right - Report,727.00
675688,,MRA Pelvis with or without Contrast - Report,798.00
675843,94070,Spirometry,"2,193.00"
689607,71046,XR Chest 2 Views,692.00
750365,97533,OT Sensory Integration,176.00
750901,97110,OT Therapeutic Exercise Charges,192.00
750903,97530,OT Therapeutic Activities Charges,233.00
750907,97760,Orthotics Charge,171.00
750912,97124,PT Massage Charge Units,130.00
750915,97035,Ultrasound Charges,174.00
750917,97018,OT Paraffin Bath Charge,168.00
750924,97033,OT Iontophoresis Charges,106.00
750928,97542,PT Wheelchair Training Charges,167.00
750930,97761,PT Prosthetic Training Charges,167.00
752336,97150,PT Group Therapy Activity,239.00
752345,97140,PT Manual Therapy Charge Units,235.00
752348,97112,PT Neuromuscular Reeducation Charges,224.00
752350,97116,Gait Training Charges,291.00
752352,97760,PT Orthotic Fitting/Training Charges,171.00
752354,97530,PT Therapeutic Activities Charge,233.00
752356,97110,PT Therapeutic Exercise Charges,192.00
752359,,PT Evaluation Charge,378.00
753735,,Cognitive Skills Development Charges ST,203.00
753739,97533,Sensory Integration Charges ST,176.00
753741,,Therapeutic Exercise Charges ST,106.00
780278,97535,Self Care,243.00
790005,,Shoes,309.00
835994,,XR Chest Decubitus Left - Report,47.00
845813,,30 Minutes Critical Care,"4,242.00"
845814,99292,Add'l 30 Min Increments CC > 74,"1,049.00"
853454,82731,Fetal Fibronectin,"1,133.00"
853459,,Iron Profile,95.00
853635,,Epstein Barr Virus Panel,207.00
853784,83050,Methemoglobin Quantitative,145.00
853821,82145,Amphetamine Confirm,277.00
853837,87001,Botulism Toxin Assay-Direct(serum),117.00
853887,81161,DMD/BMD DNA Deletion,"1,035.00"
854024,82962,POC Glucose,58.00
854062,81335,TPMT Genetic Assessment,676.00
854081,77081,BD Bone Density DEXA App Skeleton,594.00
854083,77080,BD Bone Density DEXA Axial Skeleton,604.00
854093,74160,CT Abdomen with Contrast,"3,278.00"
854095,74150,CT Abdomen without Contrast,"2,705.00"
854097,74170,CT Abdomen wo + with Contrast,"4,051.00"
854099,73701,CT Ankle with Contrast Left,"2,982.00"
854101,73701,CT Ankle with Contrast Right,"2,982.00"
854103,73700,CT Ankle without Contrast Left,"2,556.00"
854105,73700,CT Ankle without Contrast Right,"2,556.00"
854107,73702,CT Ankle wo + with Contrast Left,"3,446.00"
854109,73702,CT Ankle wo + with Contrast Right,"3,446.00"
854111,77012,CT Aspiration,"3,185.00"
854113,77012,CT Aspiration Abdomen,"3,185.00"
854115,,CT Aspiration Abdomen - Report,747.00
854116,77012,CT Aspiration Pelvis,"3,185.00"
854118,,CT Aspiration Pelvis - Report,747.00
854119,77012,CT Biopsy,"3,185.00"
854121,77012,CT Biopsy Bone,"3,185.00"
854123,77012,CT Biopsy Liver,"3,185.00"
854125,77012,CT Biopsy Lung Left,"3,185.00"
854127,77012,CT Biopsy Lung Right,"3,185.00"
854129,77012,CT Biopsy Pancreas,"3,185.00"
854131,77012,CT Biopsy Renal Left,"3,185.00"
854133,77012,CT Biopsy Renal Right,"3,185.00"
854144,75989,CT Drainage - Abscess or Cyst,"7,604.00"
854146,73201,CT Elbow with Contrast Left,"2,606.00"
854148,73201,CT Elbow with Contrast Right,"2,606.00"
854150,73200,CT Elbow without Contrast Left,"2,332.00"
854152,73200,CT Elbow without Contrast Right,"2,332.00"
854154,73202,CT Elbow wo + with Contrast Left,"3,699.00"
854156,73202,CT Elbow wo + with Contrast Right,"3,699.00"
854158,73701,CT Femur with Contrast Left,"2,982.00"
854160,73701,CT Femur with Contrast Right,"2,982.00"
854162,73700,CT Femur without Contrast Left,"2,556.00"
854164,73700,CT Femur without Contrast Right,"2,556.00"
854166,73702,CT Femur wo + with Contrast Left,"3,446.00"
854168,73702,CT Femur wo + with Contrast Right,"3,446.00"
854172,73701,CT Foot with Contrast Left,"2,982.00"
854174,73701,CT Foot with Contrast Right,"2,982.00"
854176,73700,CT Foot without Contrast Left,"2,556.00"
854178,73700,CT Foot without Contrast Right,"2,556.00"
854180,73702,CT Foot wo + with Contrast Left,"3,446.00"
854182,73702,CT Foot wo + with Contrast Right,"3,446.00"
854184,73201,CT Forearm with Contrast Left,"2,606.00"
854186,73201,CT Forearm with Contrast Right,"2,606.00"
854188,73200,CT Forearm without Contrast Left,"2,332.00"
854190,73200,CT Forearm without Contrast Right,"2,332.00"
854192,73202,CT Forearm wo + with Contrast Left,"3,699.00"
854194,73202,CT Forearm wo + with Contrast Right,"3,699.00"
854196,77013,CT Guidance Tissue Ablation,"1,886.00"
854198,75989,CT Guide-Perc Drainage with Cath Place,"7,604.00"
854200,,CT Guide-Perc Drainage with Cath Place - Report,375.00
854201,73201,CT Hand with Contrast Left,"2,606.00"
854203,73201,CT Hand with Contrast Right,"2,606.00"
854205,73200,CT Hand without Contrast Left,"2,332.00"
854207,73200,CT Hand without Contrast Right,"2,332.00"
854209,73202,CT Hand wo + with Contrast Left,"3,699.00"
854211,73202,CT Hand wo + with Contrast Right,"3,699.00"
854213,70460,CT Head or Brain with Contrast,"3,193.00"
854215,70450,CT Head or Brain without Contrast,"2,814.00"
854217,70470,CT Head or Brain wo + with Contrast,"4,087.00"
854219,75572,CT Heart - Cardiac Structure w Contrast,"1,195.00"
854221,,CT Heart - Cardiac Structure w Contrast - Report,584.00
854222,75573,CT Heart - Congenital Heart w Contrast,462.00
854224,,CT Heart - Congenital Heart w Contrast - Report,567.00
854225,75571,CT Heart - Coronary Calcium wo Contrast,418.00
854227,,CT Heart - Coronary Calcium wo Contrast - Report,190.00
854228,73701,CT Hip with Contrast Left,"2,982.00"
854230,73701,CT Hip with Contrast Right,"2,982.00"
854232,73700,CT Hip without Contrast Left,"2,556.00"
854234,73700,CT Hip without Contrast Right,"2,556.00"
854236,73702,CT Hip wo + with Contrast Left,"3,446.00"
854238,73702,CT Hip wo + with Contrast Right,"3,446.00"
854240,73201,CT Humerus with Contrast Left,"2,606.00"
854242,73201,CT Humerus with Contrast Right,"2,606.00"
854244,73200,CT Humerus without Contrast Left,"2,332.00"
854246,73200,CT Humerus without Contrast Right,"2,332.00"
854248,73202,CT Humerus wo + with Contrast Left,"3,699.00"
854250,73202,CT Humerus wo + with Contrast Right,"3,699.00"
854252,77012,CT Injection,"3,185.00"
854254,,CT Injection - Report,747.00
854255,73701,CT Knee with Contrast Left,"2,982.00"
854257,73701,CT Knee with Contrast Right,"2,982.00"
854259,73700,CT Knee without Contrast Left,"2,556.00"
854261,73700,CT Knee without Contrast Right,"2,556.00"
854263,73702,CT Knee wo + with Contrast Left,"3,446.00"
854265,73702,CT Knee wo + with Contrast Right,"3,446.00"
854267,76380,CT Limited or Localized Follow Up Study,"1,436.00"
854269,70481,CT Mastoid or Temporal Bone w Contrast,"2,856.00"
854271,,CT Mastoid or Temporal Bone w Contrast - Report,495.00
854272,70482,CT Mastoid or Temporal Bone wo + w Cont,"3,142.00"
854274,,CT Mastoid or Temporal Bone wo + w Cont - Report,518.00
854275,70480,CT Mastoid or Temporal Bone wo Contrast,"2,730.00"
854277,,CT Mastoid or Temporal Bone wo Contrast - Report,436.00
854278,70487,CT Maxillofacial with Contrast,"3,101.00"
854280,70486,CT Maxillofacial without Contrast,"2,841.00"
854282,70488,CT Maxillofacial wo + with Contrast,"3,411.00"
854284,70481,CT Orbits with Contrast,"2,856.00"
854286,,CT Orbits with Contrast - Report,495.00
854287,70480,CT Orbits without Contrast,"2,730.00"
854289,,CT Orbits without Contrast - Report,436.00
854290,70482,CT Orbits wo + with Contrast,"3,142.00"
854292,,CT Orbits wo + with Contrast - Report,518.00
854293,72193,CT Pelvis with Contrast,"3,367.00"
854295,72192,CT Pelvis without Contrast,"3,036.00"
854297,72194,CT Pelvis wo + with Contrast,"3,283.00"
854299,73201,CT Shoulder with Contrast Left,"2,606.00"
854301,73201,CT Shoulder with Contrast Right,"2,606.00"
854303,73200,CT Shoulder without Contrast Left,"2,332.00"
854305,73200,CT Shoulder without Contrast Right,"2,332.00"
854307,73202,CT Shoulder wo + with Contrast Left,"3,699.00"
854309,73202,CT Shoulder wo + with Contrast Right,"3,699.00"
854311,70487,CT Sinus with Contrast,"3,101.00"
854313,70486,CT Sinus without Contrast,"2,841.00"
854315,70488,CT Sinus wo + with Contrast,"3,411.00"
854317,70491,CT Soft Tissue Neck with Contrast,"3,252.00"
854319,70490,CT Soft Tissue Neck without Contrast,"2,983.00"
854321,70492,CT Soft Tissue Neck wo + with Contrast,"4,284.00"
854323,72126,CT Spine Cervical with Contrast,"2,973.00"
854325,72125,CT Spine Cervical without Contrast,"2,856.00"
854327,72127,CT Spine Cervical wo + with Contrast,"4,328.00"
854329,72132,CT Spine Lumbar with Contrast,"3,333.00"
854331,72131,CT Spine Lumbar without Contrast,"2,882.00"
854333,72133,CT Spine Lumbar wo + with Contrast,"3,479.00"
854335,72129,CT Spine Thoracic with Contrast,"3,525.00"
854337,72128,CT Spine Thoracic without Contrast,"2,813.00"
854339,72130,CT Spine Thoracic wo + with Contrast,"4,740.00"
854341,71250,CT Sternoclavicular Joints wo Contrast,"2,982.00"
854343,,CT Sternoclavicular Joints wo Contrast - Report,444.00
854344,71260,CT Thorax with Contrast,"3,267.00"
854346,71250,CT Thorax without Contrast,"2,982.00"
854348,71270,CT Thorax wo + with Contrast,"3,871.00"
854350,73702,CT Tibia- Fibula wo + w Contrast Left,"3,446.00"
854352,73701,CT Tibia-Fibula with Contrast Left,"2,982.00"
854354,73701,CT Tibia-Fibula with Contrast Right,"2,982.00"
854356,73700,CT Tibia-Fibula without Contrast Left,"2,556.00"
854358,73700,CT Tibia-Fibula without Contrast Right,"2,556.00"
854360,73702,CT Tibia-Fibula wo + w Contrast Right,"3,446.00"
854362,73201,CT Wrist with Contrast Left,"2,606.00"
854364,73201,CT Wrist with Contrast Right,"2,606.00"
854366,73200,CT Wrist without Contrast Left,"2,332.00"
854368,73200,CT Wrist without Contrast Right,"2,332.00"
854370,73202,CT Wrist wo + with Contrast Left,"3,699.00"
854372,73202,CT Wrist wo + with Contrast Right,"3,699.00"
854374,75635,CTA Abd Aorta + Bilat Iliofemoral w Cont,"5,690.00"
854376,,CTA Abdominal Aorta + Iliofemoral LE Runoff Bilateral - Report,"1,051.00"
854377,74175,CTA Abdomen w Contrast wo if performed,"5,542.00"
854379,,CTA Abdomen w Contrast wo if performed - Report,729.00
854380,71275,CTA Chest w Contrast wo if performed,"5,156.00"
854382,70496,CTA Head with Contrast,"5,338.00"
854384,,CTA Head with Contrast - Report,815.00
854385,75574,CTA Heart- Coronary Arteries w Contrast,"1,627.00"
854387,,CTA Heart- Coronary Arteries w Contrast - Report,865.00
854388,73706,CTA Lower Extremity Left,"9,289.00"
854390,73706,CTA Lower Extremity Right,"9,289.00"
854392,70498,CTA Neck with Contrast,"5,159.00"
854394,,CTA Neck with Contrast - Report,778.00
854395,72191,CTA Pelvis with Contrast wo if performed,"1,696.00"
854397,73206,CTA Upper Extremity Left,"9,289.00"
854399,73206,CTA Upper Extremity Right,"9,289.00"
854468,,MA Breast Needle Loc Placement Left,771.00
854470,,MA Breast Needle Loc Placement Right,771.00
854472,76098,MA Breast Tissue Specimen Left,339.00
854474,,MA Breast Tissue Specimen Left - Report,70.00
854475,76098,MA Breast Tissue Specimen Right,339.00
854477,,MA Breast Tissue Specimen Right - Report,70.00
854484,77054,MA Ductogram Multiple Ducts Left,683.00
854486,77054,MA Ductogram Multiple Ducts Right,683.00
854488,77053,MA Ductogram Single Duct Left,763.00
854490,77053,MA Ductogram Single Duct Right,763.00
854496,77065,MA Mammography Additional View(s) Left,341.00
854498,77065,MA Mammography Additional View(s) Right,341.00
854500,77066,MA Mammography Diagnostic Bilateral,422.00
854502,77065,MA Mammography Diagnostic Left,341.00
854504,,MA Mammogram Diagnostic Left - Report,340.00
854505,77065,MA Mammography Diagnostic Right,341.00
854507,,MA Mammogram Diagnostic Right - Report,340.00
854517,77067,MA Mammography Screening Bilateral,414.00
854519,,MA Stereotactic Localization Left,"1,632.00"
854521,,MA Stereotactic Localization Right,"1,632.00"
854523,74185,MRA Abdomen with or without Contrast,"4,847.00"
854525,,MRA Abdomen with or without Contrast - Report,710.00
854526,71555,MRA Chest with or without Contrast,"5,287.00"
854528,70545,MRA Head with Contrast,"5,566.00"
854530,70544,MRA Head without Contrast,"4,698.00"
854532,70546,MRA Head wo + with Contrast,"6,122.00"
854534,73725,MRA Lower Extremity w or wo Cont Left,"3,200.00"
854536,73725,MRA Lower Extremity w or wo Cont Right,"3,200.00"
854538,70548,MRA Neck with Contrast,"4,759.00"
854540,70547,MRA Neck without Contrast,"4,326.00"
854542,70549,MRA Neck wo + with Contrast,"5,234.00"
854544,72198,MRA Pelvis with or without Contrast,"3,825.00"
854549,73225,MRA Upper Extremity w or wo Cont Left,"2,910.00"
854551,73225,MRA Upper Extremity w or wo Cont Right,"2,910.00"
854553,,MRA Upper Extremity w or wo Cont Right - Report,693.00
854554,74182,MRI Abdomen with Contrast,"4,212.00"
854558,74183,MRI Abdomen wo + with Contrast,"4,700.00"
854560,73722,MRI Ankle with Contrast Left,"4,528.00"
854562,73722,MRI Ankle with Contrast Right,"4,528.00"
854564,73721,MRI Ankle without Contrast Left,"4,313.00"
854566,73721,MRI Ankle without Contrast Right,"4,313.00"
854568,73723,MRI Ankle wo + with Contrast Left,"4,773.00"
854570,73723,MRI Ankle wo + with Contrast Right,"4,773.00"
854572,70552,MRI Brain with Contrast,"5,177.00"
854574,70551,MRI Brain without Contrast,"4,350.00"
854576,70553,MRI Brain wo + with Contrast,"5,626.00"
854584,71551,MRI Chest with Contrast,"4,707.00"
854586,71550,MRI Chest without Contrast,"3,148.00"
854588,71552,MRI Chest wo + with Contrast,"3,603.00"
854590,73222,MRI Elbow with Contrast Left,"4,734.00"
854592,73222,MRI Elbow with Contrast Right,"4,734.00"
854594,73221,MRI Elbow without Contrast Left,"4,508.00"
854596,73221,MRI Elbow without Contrast Right,"4,508.00"
854598,73223,MRI Elbow wo + with Contrast Left,"4,971.00"
854600,73223,MRI Elbow wo + with Contrast Right,"4,971.00"
854602,70542,MRI Face Neck Orbit with Contrast,"5,471.00"
854604,70540,MRI Face Neck Orbit without Contrast,"3,216.00"
854606,70543,MRI Face Neck Orbit wo + with Contrast,"6,018.00"
854608,73719,MRI Femur with Contrast Left,"4,046.00"
854610,73719,MRI Femur with Contrast Right,"4,046.00"
854612,73718,MRI Femur without Contrast Left,"3,853.00"
854614,73718,MRI Femur without Contrast Right,"3,853.00"
854616,73720,MRI Femur wo + with Contrast Left,"4,700.00"
854618,73720,MRI Femur wo + with Contrast Right,"4,700.00"
854620,73719,MRI Foot with Contrast Left,"4,046.00"
854622,73719,MRI Foot with Contrast Right,"4,046.00"
854624,73718,MRI Foot without Contrast Left,"3,853.00"
854626,73718,MRI Foot without Contrast Right,"3,853.00"
854628,73720,MRI Foot wo + with Contrast Left,"4,700.00"
854630,73720,MRI Foot wo + with Contrast Right,"4,700.00"
854632,73219,MRI Forearm with Contrast Left,"6,424.00"
854634,73219,MRI Forearm with Contrast Right,"6,424.00"
854636,73218,MRI Forearm without Contrast Left,"6,118.00"
854638,73218,MRI Forearm without Contrast Right,"6,118.00"
854640,73220,MRI Forearm wo + with Contrast Left,"6,745.00"
854642,73220,MRI Forearm wo + with Contrast Right,"6,745.00"
854644,77022,MRI Guidance Tissue Ablation,"5,400.00"
854646,77021,MRI Guidance for Injection,"2,424.00"
854648,73219,MRI Hand with Contrast Left,"6,424.00"
854650,73219,MRI Hand with Contrast Right,"6,424.00"
854652,73218,MRI Hand without Contrast Left,"6,118.00"
854654,73218,MRI Hand without Contrast Right,"6,118.00"
854656,73220,MRI Hand wo + with Contrast Left,"6,745.00"
854658,73220,MRI Hand wo + with Contrast Right,"6,745.00"
854660,73722,MRI Hip with Contrast Left,"4,528.00"
854662,73722,MRI Hip with Contrast Right,"4,528.00"
854664,73721,MRI Hip without Contrast Left,"4,313.00"
854666,73721,MRI Hip without Contrast Right,"4,313.00"
854668,73723,MRI Hip wo + with Contrast Left,"4,773.00"
854670,73723,MRI Hip wo + with Contrast Right,"4,773.00"
854672,73219,MRI Humerus with Contrast Left,"6,424.00"
854674,73219,MRI Humerus with Contrast Right,"6,424.00"
854676,73218,MRI Humerus without Contrast Left,"6,118.00"
854678,73218,MRI Humerus without Contrast Right,"6,118.00"
854680,73220,MRI Humerus wo + with Contrast Left,"6,745.00"
854682,73220,MRI Humerus wo + with Contrast Right,"6,745.00"
