CHG #,CHARGE DESCRIPTION,,REV,,CPT,,PRICE,
 3000661,VAGINAL IRRIGATION SET 2000CC BAG,,270,,,,11.23,
 3000665,DRAINAGE POUCH NEW IMAGE 2 1/4,,270,,,,20.30,
 3000666,SUR-FIT DISPOSABLE CONVEX INSERT,,270,,,,19.64,
 3000667,T-U-R SYSTEM WITH FLOW PUCH RESEVOIR,,270,,,,37.13,
 3000670,BONGORT EXPENDABLE STOMA BAG,,270,,,,9.78,
 3000672,FLIP TOP TUBE FEEDING BAG,,270,,,,36.19,
 3000673,SALEM SUMP TUBE 14 FR,,270,,,,12.17,
 3000686,EPSOM SALT,,270,,,,26.52,
 3000693,THERMOMETER DIGITAL RECTAL (TAKE HOME),,270,,,,28.08,
 3000735,GLUTOSE 15 TUBE / GLUCOSE GEL,,270,,,,28.55,
 3000799,DIAPERS NEWBORN HUGGIES 24 PK,,270,,,,10.89,
 3000801,RESTON FOAM PAD THIN,,270,,,,19.30,
 3000803,ANKLE SUPPORT ELASTIC EXTRA SMALL,,270,,,,25.63,
 3000808,ENTERAL PUMP SET PLUM SET,,270,,,,56.21,
 3000812,LECTRO-PADS,,270,,,,32.66,
 3000820,PRECISION 400 URINE METER,,270,,,,47.63,
 3000827,GERIGLOVE ONE SIZE FITS ALL GERITRIC ARM,,270,,,,40.39,
 3000828,GERILEG LEG ONE SIZE FITS ALL,,270,,,,103.74,
 3000862,ANKLE SUPPORT ELASTIC LG,,270,,,,26.89,
 3000863,ANKLE SUPPORT ELASTIC XL,,270,,,,26.89,
 3000864,ANKLE SUPPORT ELASTIC MEDIUM,,270,,,,26.89,
 3000865,ANKLE SUPPORT ELASTIC SMALL,,270,,,,26.89,
 3000890,DERMAL WOUND CLEANSER,,270,,,,27.12,
 3000896,THERAPEUTIC SUSPENSORY W/LEG STRAP SMALL,,270,,,,40.87,
 3000970,THERMOMETER ORAL DIGITAL (TAKE HOME),,270,,,,27.04,
 3001007,COBAN 4,,270,,,,16.94,
 3001016,OSTOMY SYSTEM KIT,,270,,,,58.81,
 3001019,OSTOMY PREMIUM POWDER,,270,,,,34.89,
 3001022,OSTOMY CLIP,,270,,,,17.13,
 3001076,FOGERTY CATH 5FR,,270,,,,188.32,
 3001079,UNNAS BOOT BANDAGE,,270,,,,28.70,
 3001086,E-Z WRAP SOFT FOAM TUBE PREVENTS EAR CHA,,270,,,,6.86,
 3001090,TELFA PAD 2x3,,270,,,,2.60,
 3001091,TELFA PAD 3X4,,270,,,,2.60,
 3001102,TEGASORB 2 3/4x 3 1/2,,270,,,,22.28,
 3001104,POLYMEM 4x4,,270,,,,22.54,
 3001114,LOPEZ VALVE,,270,,,,18.25,
 3001151,ANTI-EMBOLISM STOCKING THIGH SM-REGULAR,,270,,,,33.90,
 3001163,TRUFIT OXY TIP SENSOR INFANT TO ADULT,,270,,,,88.03,
 3001167,ADHERANT SPRAY QUICK DRY,,270,,,,28.76,
 3001201,STOPCOCK 3-WAY,,270,,,,15.72,
 3001211,ACE WRAP VELCRO 3IN,,270,,,,6.14,
 3001328,CROUP TENT CANOPY ZIPPER 37,,270,,,,235.00,
 3001412,BIOFREEZE SPRAY/ ROLL-ON/TUBE 4oz.,,270,,,,36.85,
 3001457,DIAPERS HUGGIES SIZE 3,,270,,,,22.47,
 3001471,LINERS WHITE SIMPLICITY,,270,,,,5.42,
 3001484,PAMPERS SIZE 3,,270,,,,73.10,
 3001499,BRIEFS XXLG  PACK 20,,270,,,,16.01,
 3001500,LINERS ATTENDS PK 12,,270,,,,37.60,
 3001504,STAXI-STAT,,270,,,,33.85,
 3001512,LAVAGE TUBE CODE BLUE,,270,,,,170.66,
 3001587,COBAN 1,,270,,,,5.80,
 3001588,ACE WRAP VELCRO 2IN,,270,,,,8.90,
 3001604,PADS CAPRI ULTRA PK 14,,270,,,,2.60,
 3001605,PADS MINI CAPRI PLUS PK 28,,270,,,,3.97,
 3001610,PADS MIDI CAPRI PLUS PK 28,,270,,,,4.27,
 3001665,VAGINAL SPECULUM DISPOSABLE SM,,270,,,,3.54,
 3001666,VAGINAL SPECULUM DISPOSABLE MED,,270,,,,11.88,
 3001690,ANTI-EMBOLISM STOCKING KNEE XL-REGULAR,,270,,,,19.08,
 3001691,ANTI-EMBOLISM STOCKING KNEE XL-LONG,,270,,,,19.08,
 3001692,ANTI-EMBOLISM STOCKING THIGH SM-LONG,,270,,,,27.72,
 3001693,ANTI-EMBOLISM STOCKING THIGH MED-REGULAR,,270,,,,27.65,
 3001694,ANTI-EMBOLISM STOCKING THIGH MED-LONG,,270,,,,27.72,
 3001695,ANTI-EMBOLISM STOCKING THIGH LG-REGULAR,,270,,,,23.70,
 3001696,ANTI-EMBOLISM STOCKING THIGH LG-LONG,,270,,,,27.02,
 3001697,ANTI-EMBOLISM STOCKING THIGH XL-REGULAR,,270,,,,25.30,
 3001698,ANTI-EMBOLISM STOCKING THIGH XL-LONG,,270,,,,33.90,
 3001718,VAGINAL SPECULUM DISPOSABLE LG,,270,,,,16.74,
 3001727,TELEMETRY POUCH,,270,,,,27.46,
 3001803,TUBE RESTRAINT STRAP TRACHEOSTOMY,,270,,,,6.97,
 3001804,JOBST STOCKINGS,,270,,,,147.48,
 3001831,COMBITUBE SMALL,,270,,,,189.35,
 3001832,COMBITUBE REGULAR,,270,,,,189.32,
 3001836,OXIBAND SENSOR (NEO & ADULT),,270,,,,61.50,
 3001837,OXIBAND SENSOR (PED & INFANT),,270,,,,61.50,
 3001883,ACTIVATED LIQUID CHARCOAL ACTIDOSE,,270,,,,43.42,
 3001903,LAVAGE KIT COMPLETE TUM-E-VAC,,270,,,,160.98,
 3001911,ANTI-EMBOLISM STOCKING KNEE LG-LONG,,270,,,,17.84,
 3001915,RESTON FOAM PAD THICK,,270,,,,23.73,
 3001916,WOUND IRRIGATION SHIELD FOR IV BAGS,,270,,,,28.61,
 3001960,DERMABOND SKIN ADHESIVE,,270,,,,98.80,
 3001965,BARRIER CREAM DURABLE 3.25oz,,270,,,,25.90,
 3001967,ELECTRODE PEDIATRIC ER HEART MONITOR,,270,,,,4.16,
 3001968,GROUNDING PADS PEDIATRIC PREMIE,,270,,,,62.09,
 3001969,PULL-UPS XL 14 PACK,,270,,,,9.26,
 3001973,COLOSTOMY SEAL W/ SKIN BARRIER 57mm,,270,,,,26.50,
 3001974,COLOSTOMY DRAINABLE BAG 57mm,,270,,,,22.71,
 3001986,WASHCLOTHS COMFORT CLEAN & SHIELD,,270,,,,3.29,
 3001987,BLANKET UPPER BODY BAIR HUGGER,,270,,,,51.90,
 3001988,LINER PKG XL - BLUE,,270,,,,26.02,
 3001989,LINER PKG XXL - GREEN,,270,,,,26.02,
 3001990,LINER PKG MED - YELLOW,,270,,,,26.02,
 3002038,MASTISOL LIQUID ADHESIVE,,270,,,,14.31,
 3002039,CERVICAL TRACTION KIT,,270,,,,86.63,
 3002042,HEMI-SLING RIGHT SMALL,,270,,,,124.80,
 3002047,ULNAR NERVE PROTECTOR,,270,,,,13.57,
 3004044,PAMPERS SIZE 4,,270,,,,5.51,
 3004052,HEELIFT BOOT,,270,,,,135.00,
 3004053,DIAPERS HUGGIES SIZE 5,,270,,,,21.21,
 3004092,BLANKET TORSO BAIR HUGGER,,270,,,,47.50,
 3004094,MRSA KIT CHILD,,270,,,,94.75,
 3004112,CALMOSEPTINE,,270,,,,28.86,
 3004113,COLOSTOMY CONVATEC ONEPIECE DRAINABLE,,270,,,,37.15,
 3004119,ANTI-EMBOLISM WAIST HI LARGE REG,,270,,,,84.92,
 3004132,BARRIER STRIPS ADAPT,,270,,,,22.68,
 3004133,COLOSTOMY FLANGE 2 1/4 NEW IMAGE,,270,,,,27.86,
 3004134,COLOSTOMY BARRIER RINGS 1 9/16,,270,,,,22.68,
 3004135,SKIN BARRIER 8x8 SHEET,,270,,,,33.45,
 3004136,KARAYA PASTE 4.5 OZ,,270,,,,34.45,
 3004137,POUCH DRAINABLE KARAYA 5,,270,,,,16.72,
 3004146,BLANKET FULLBODY MULTI-ACCESS HUGGER,,270,,,,30.12,
 3004174,PADS MAXI CAPRI PLUS PK 28,,270,,,,6.83,
 3004205,BAZA PROTECT MOIST BARRIER CREAM,,270,,,,38.25,
 3004207,REMEDY ANTIFUNGAL CREAM 4oz.,,270,,,,26.82,
 3004210,CRITIC AID CLEAR MOISTURE BARRIER,,270,,,,45.10,
 3004223,COMPRILAN STRETCH BANDAGE,,270,,,,32.55,
 3004243,ANTI-EMBOLISM STOCKING KNEE XXLG-REG,,270,,,,25.95,
 3004249,INTERDRY AG SILVER COMPLEX,,270,,,,159.78,
 3004266,ANTI-EMBOLISM STOCKING THIGH MD SHT,,270,,,,25.85,
 3004267,ANTI-EMBOLISM STOCKING THIGH LG SHT,,270,,,,25.85,
 3004268,ANTI-EMBOLISM STOCKING THIGH XL SHT,,270,,,,48.05,
 3004269,ANTI-EMBOLISM STOCKING THIGH  2XL SHT,,270,,,,97.96,
 3004284,SETOPRESS COMPRESSION BANDAGE,,270,,,,42.35,
 3004296,COMPRESSION FIRM STOCKING KNEE X-LG,,270,,,,131.12,
 3004334,CRITIC AID THICK MOISTURE BARRIER,,270,,,,45.10,
 3004346,KODIAK / KNEE POLAR CARE COOLER,,270,,,,276.22,
 3004352,TOE CAPS MED,,270,,,,62.50,
 3004371,SKINSLEEVE W/ GEL PAD LARGE,,270,,,,96.68,
 3004372,SKINSLEEVE W/ GEL PAD MED,,270,,,,96.68,
 3004373,SKINSLEEVE W/ GEL PAD SM,,270,,,,96.68,
 3004376,CENTERPOINT LOCK DRAINABLE POUCH,,270,,,,8.20,
 3004377,CENTERPOINT LOCK FLANGE,,270,,,,14.70,
 3004396,Z-GUARD SKIN PROTECTANT PASTE 2oz,,270,,,,22.96,
 3004397,KODIAK COOLER/ SHOULDER LARGE,,270,,,,279.00,
 3004398,KODIAK / SHOULDER P.C . COOLER XLG,,270,,,,237.00,
 3004399,HEAD RESTRAINT ALLEN UNIVERSAL,,270,,,,88.00,
 3004429,SUCTION CANISTER 3000cc,,270,,,,25.68,
 3004445,PATELLA STRAP MATT LG,,270,,,,58.70,
 3004446,PATELLA STRAP MATT MD,,270,,,,58.70,
 3004456,ANTI-EMBOLISM STOCKING THIGH XXL LONG,,270,,,,21.77,
 3004457,ANTI-EMBOLISM STOCKING THIGH XXL REG,,270,,,,21.77,
 3004466,ANTI-EMBOLISM STOCKING THIGH SMALL SHT,,270,,,,58.70,
 3004467,HYDRAGUARD BARRIER CREAM,,270,,,,22.90,
 3004468,DERMASAVER ARM SLEEVE X-LG,,270,,,,84.68,
 3004469,DERMASAVER ARM SLEEVE LG,,270,,,,84.68,
 3004473,REMEDY NOURISHING SKIN CREAM,,270,,,,16.72,
 3004474,AIRWAY 120MM,,270,,,,4.50,
 3004477,LEUKOTAPE P STRAP TAPE,,270,,,,33.15,
 3004487,POUCH DRAINABLE NATURA 2 1/4,,270,,,,16.48,
 3004488,FLANGE MOLDABLE DURAHESIVE NATURA 2 1/4,,270,,,,11.97,
 3004492,ANTI-EMBOLISM STOCKING XXLG LONG,,270,,,,28.95,
 3004493,ANTI-EMBOLISM STOCKING XXLG SHORT,,270,,,,28.95,
 3004497,POUCH UROSTOMY SURFIT,,270,,,,11.25,
 3004501,CALAZIME PROTECTANT PASTE 4oz,,270,,,,27.93,
 3004531,PULL-UPS XXL 12 PACK,,270,,,,10.90,
 3004535,PURACYN PLUS 250ml,,270,,,,75.00,
 3004542,ALOE VESTA CLEANSING FOAM 8 OZ,,270,,,,27.65,
 3004543,ALOE VESTA PERINEAL/SKIN 8oz,,270,,,,12.42,
 3004545,REMEDY ANTIFUNGAL CLEAR 2.5oz,,270,,,,18.32,
 3004552,NEWPORT AIRWAY KIT FLOW SENSOR,,270,,,,99.52,
 3004553,NEWPORT AIR INLET FILTER,,270,,,,28.08,
 3004554,NEWPORT INLINE FILTER,,270,,,,43.05,
 3004555,NEWPORT BREATHING FILTER,,270,,,,10.10,
 3004559,ANTI-EMBELISM STOCKING PETITE SMALL,,270,,,,111.80,
 3004573,BRIEFS XXXLG ADULT  8PK,,270,,,,15.47,
 3004579,REMEDY ANTIFUNGAL POWDER 3oz,,270,,,,22.47,
 3004580,FINGER SPLINT OVAL asst. SIZES,,270,,,,48.90,
 3004584,FLANGE FLOATING NEW IMAGE 2 3/4,,270,,,,27.90,
 3004585,POUCH DRAINABLE NEW IMAGE 2.3/4,,270,,,,23.28,
 3004587,BLANKET SMALL LOWER BODY,,270,,,,40.00,
 3004589,Z FLEX HEEL BOOT,,270,,,,138.30,
 3004590,Z FLOW POSITIONER,,270,,,,153.87,
 3004595,CIRCAID JUXTA LITE LOWER LEG MED.,,270,,,,156.80,
 3004611,ANTI-EMBOLISM STOCKING KNEE XL -SHORT,,270,,,,27.30,
 3004617,PERINEAL CATHETER CLOTH,,270,,,,12.42,
 3004622,ANTI-EMBOLISM STOCKING KNEE MED-SHORT,,270,,,,77.50,
 3004623,PURE & CLEAN WOUND SOLUTION SPRAY  2 OZ,,270,,,,45.00,
 3004631,PURE & CLEAN HYDROGEL SPRAY  2 OZ,,270,,,,50.35,
 3004644,CPAP FACE MASK AF541 LARGE,,270,,,,98.00,
 3004645,CPAP FACE MASK AF541 MED,,270,,,,98.00,
 3004646,CPAP FACE MASK AF541 SMALL,,270,,,,98.00,
 3004647,CPAP Under Nose Cushion A,,270,,,,47.50,
 3004648,CPAP Under Nose Cushion B,,270,,,,47.50,
 3004649,CPAP Under Nose Cushion C,,270,,,,47.50,
 3004651,CPAP BREATHING CIRCUIT FEP w/o Filter,,270,,,,33.95,
 3004652,CPAP BACTERIA FILTER,,270,,,,21.52,
 3004656,HUMIDIFICATION CHAMBER,,270,,,,42.40,
 3004657,HUMIDIFICATION 18  GREY HOSE,,270,,,,21.91,
 3004661,ANASEP WOUND CLEANSER,,270,,,,25.80,
 3004671,HIP PROTECTOR PANTS SMALL,,270,,,,45.50,
 3004672,HIP PROTECTOR PANTS MED,,270,,,,45.50,
 3004673,HIP PROTECTOR PANTS LG,,270,,,,45.50,
 3010001,TELEMETRY UNIT POUCH,,270,,,,26.58,
 3065298,PKU SCREENING KIT DOUBLE,,270,,,,49.92,
 3099007,BREAST PUMP (SNELLS),,270,,,,59.75,
 3400327,FULL FINGER GLOVE LEFT HAND,,270,,,,24.39,
 3401204,THERA-PUTTY FIRM (BLUE),,270,,,,24.10,
 3401205,THERA-PUTTY MEDIUM SOFT (RED),,270,,,,24.10,
 3401374,HIP KIT,,270,,,,109.03,
 3401375,SOCK AID,,270,,,,37.44,
 3401451,LATERAL STABILIZER RIGHT LARGE,,270,,,,149.76,
 3401452,RANGEMASTER OVERHEAD PULLEY,,270,,,,82.45,
 3401886,THERA-PUTTY EXTRA SOFT (TAN),,270,,,,24.10,
 3401887,THERA-PUTTY SOFT (YELLOW),,270,,,,24.10,
 3401933,TENS ELECTRODES,,270,,,,47.50,
 3402041,THERA-PUTTY MEDIUM (GREEN),,270,,,,26.26,
 3404042,OVER DOOR TRACTION SET,,270,,,,62.30,
 3404051,ION ELECTRODE KIT MED SQUARE,,270,,,,20.80,
 3404059,EXERCISE CABLE PURPLE R-2,,270,,,,75.09,
 3404340,EDEMA GLOVE VARIOUS SIZES,,270,,,,30.75,
 3404776,COVER-ROLL STRETCH BANDAGE,,270,,,,43.70,
 3499070,ELECTRODES DISPOSABLE - PHYSICAL THERAPY,,270,,99070,,11.70,
 3800064,"HUMIDIFIER,2 GAL",,270,,,,90.08,
 3800657,FALCON SPUTUM COLLECTION SYSTEM,,270,,,,17.78,
 3800953,MASK REBREATHER ADULT  W/7FT TUBING,,270,,,,8.94,
 3804479,ADULT MED. RESUSITATOR,,270,,,,39.30,
 3804570,PEEP VALVE ADJUSTABLE 19 & 30mm,,270,,,,19.84,
 3804603,NASAL CANNULA HI-FLOW 14',,270,,,,22.47,
 3850011,OXYGEN SET UP,,270,,,,14.27,
 3850030,WATER PURIFIED 5ML,,270,,,,13.40,
 3850035,WATER NS 5ML,,270,,,,13.40,
 3850044,MIST SET UP,,270,,,,8.15,
 3850046,AUXILLARY MIST,,270,,,,8.15,
 3850360,INCENTIVE SPIROMETER,,270,,,,42.40,
 3850741,EMERGENCY SERVICE LIFE PAK 5,,270,,,,282.86,
 3850763,OXYGEN TANK,,270,,,,13.00,
 4601766,WHEEL CHAIR SEAT POMEL,,270,,,,189.45,
 4601767,WHEEL CHAIR SEAT DUOGEL PAD,,270,,,,239.80,
 4690006,BATH,,270,,,,7.50,
 5010090,BABY ADMIT KIT,,270,,,,186.13,
 5011418,ISOLETTE PER DAY,,270,,,,14.35,
  500393,PLASTIBELL CIRCUMSION DEVICE,,272,,,,29.52,
  500813,INFANT FEEDING TUBE 5FR,,272,,,,6.97,
  501118,EAR & ULCER SYRINGE BLUE 2OZ,,272,,,,6.83,
  501628,CIRCUMCISION DEVICE 1.1 PLASTIBELL,,272,,,,23.21,
  501629,CIRCUMCISION DEVICE 1.2 PLASTIBELL,,272,,,,23.21,
  501630,CIRCUMCISION DEVICE 1.3 PLASTIBELL,,272,,,,23.21,
  501631,CIRCUMCISION DEVICE 1.5 PLASTIBELL,,272,,,,23.21,
  501632,CIRCUMCISION DEVICE 1.7 PLASTIBELL,,272,,,,23.21,
  501633,INFANT FEEDING TUBE 8FR,,272,,,,6.97,
  501634,BILI-MASK,,272,,,,13.48,
  510642,CORD CLAMP,,272,,,,23.59,
  700083,OBSTETRICAL PACK,,272,,,,70.88,
  700892,CUP DISPOSABLE FOR VACUUM ASSISTED DELIV,,272,,,,116.56,
  700893,SPIRAL ELECTRODE DISP FETAL SCALP MONITO,,272,,,,22.50,
  700894,AMNIHOOK AMNIOTIC MEMBRANE PERFORATOR,,272,,,,18.55,
  700905,DEFOGGER,,272,,,,29.54,
  701679,ATTACHMENT FOR FETAL MONITOR,,272,,,,2.50,
  701936,VACUUM DELIVERY KIT PINK/BLUE,,272,,,,84.60,
 1200001,K-WIRE .062 x 6in.,,272,,,,14.79,
 1200002,PINHEAD ORTHOPEDIC PIN PROTECTORS,,272,,,,13.67,
 1200012,SUTURE ETHILON 8-0,,272,,,,114.51,
 1200015,SUTURE VICRYL 0 UR-6 NEEDLE,,272,,,,28.68,
 1200017,SUTURE DERMALON 7-0 PRE-1,,272,,,,30.45,
 1200019,SUTURE DERMALON 7-0 PRE-1,,272,,,,29.95,
 1200023,SUTURE PLAIN GUT 3-0,,272,,,,29.89,
 1200024,SUTURE CHROMIC GUT 2-0 12 STR/PER PK,,272,,,,29.58,
 1200026,SUTURE PLAIN GUT 2-0 SH NEEDLE,,272,,,,25.02,
 1200032,SUTURE 2-0 PDS II 27  CT-2 TAPER,,272,,,,26.08,
 1200036,SUTURE PROLENE 4-0 FS-2,,272,,,,17.36,
 1200037,SUTURE 5-0 PDS II 30  RB-1 TAPER,,272,,,,56.37,
 1200042,SUTURE PLAIN GUT 4-0 FS-2 NEEDLE,,272,,,,26.72,
 1200067,SUCTION IRRIGATOR,,272,,,,326.64,
 1200069,EZ PREP TRAY SURGICAL,,272,,,,29.20,
 1200077,SCALPELS #11,,272,,,,6.20,
 1200078,SCALPELS #12,,272,,,,7.70,
 1200080,SURGICAL BLADE 15,,272,,,,2.60,
 1200081,SURGICAL BLADE #11,,272,,,,3.00,
 1200084,SHEILD CYSTO PACK,,272,,,,38.48,
 1200085,GAUZE SPONGE 4x4 XRAY DETECT STERILE,,272,,,,8.80,
 1200086,TONSIL SPONGES 1  LARGE DOUBLE STRING,,272,,,,16.29,
 1200088,TONSIL SPONGES 7/8 MEDIUM,,272,,,,23.73,
 1200089,TONSIL SPONGES 5/8 SMALL,,272,,,,24.68,
 1200090,LAP SPONGE 8X11 XRAY DETECTABLE STERILE,,272,,,,23.51,
 1200091,DRAPE UTILITY FENESTRATED,,272,,,,17.10,
 1200095,PERI GYN PACK,,272,,,,34.06,
 1200097,BIOPSY FORCEPS DISPOSABLE,,272,,,,195.55,
 1200098,DRAIN PENROSE 12X1/2,,272,,,,6.15,
 1200100,LAP SPONGE 18x18 XRAY DECTABLE STERILE,,272,,,,14.23,
 1200101,LAPAROSCOPIC INSAFLATION TUBING SET,,272,,,,33.85,
 1200105,LAP PELVISCOPY PACK,,272,,,,58.85,
 1200106,CATHETER KIT TROCAR 28FR,,272,,,,115.11,
 1200107,CATHETER KIT TROCAR 20FR,,272,,,,115.11,
 1200108,DRAINAGE UNIT PLEUR EVAC ADULT CHEST,,272,,,,90.81,
 1200112,BIFURCATED SUCTION DRAIN  JACKSON PRATT,,272,,,,60.49,
 1200113,STERI DRAPE IOBAND 23 X 17,,272,,,,25.75,
 1200114,UNDER BUTTOCKS DRAPE,,272,,,,13.14,
 1200115,VEIN STRIPPER DISPOSABLE,,272,,,,110.48,
 1200140,SPINAL NEEDLE 20 X 3,,272,,,,16.38,
 1200142,SPINAL NEEDLE 20 X 3 1/2,,272,,,,12.36,
 1200154,SUTURE SILK 2-0 SH,,272,,,,21.96,
 1200158,ABD PAD ABDOMINAL 7.5 x 8,,272,,,,2.50,
 1200176,DISSECTORS K 9/16 x 1/4,,272,,,,26.46,
 1200199,UTILITY DRAPE SMALL,,272,,,,7.18,
 1200231,INTRADUCER PERITONEAL CATHETER,,272,,,,88.00,
 1200240,MULTIFIRE ENDO GIA STAPLER,,272,,,,738.13,
 1200281,DRAPE PEDIATRIC W/ ARMBOARD COVER,,272,,,,55.64,
 1200301,SPINAL NEEDLE 30GX1IN,,272,,,,13.66,
 1200302,SPINAL NEEDLE 22 X 3 1/2,,272,,,,12.36,
 1200340,CATHETER NOVEE,,272,,,,78.99,
 1200348,BIOPSY PUNCH 2MM,,272,,,,9.64,
 1200354,INFUSION NEEDLE COOK,,272,,,,4.48,
 1200356,SPINAL NEEDLE 22 X 7,,272,,,,26.02,
 1200357,SPINAL NEEDLE 22 X 5,,272,,,,26.02,
 1200358,SUBCLAV JUGULAR CATH SET 16GX12  NEEDLE,,272,,,,7.49,
 1200400,SUTURE SILK 0 KS,,272,,,,9.99,
 1200415,MULTIFIRE ENDO G/A 30-2.5,,272,,,,278.00,
 1200428,DRAPE CESAREAN 3M W/PCH STERI,,272,,,,100.88,
 1200444,HAND SWITCHING PENCIL W/HOLSTER,,272,,,,28.70,
 1200448,SPINAL NEEDLE 22 X 4 1/2,,272,,,,16.38,
 1200449,SPINAL NEEDLE 27 X 3 1/2,,272,,,,16.38,
 1200450,SPINAL NEEDLE 22 X 6,,272,,,,26.94,
 1200452,UTILITY DRAPE MEDIUM,,272,,,,16.94,
 1200462,POOLE SUCTION INSTR DISPOSABLE,,272,,,,9.36,
 1200463,DUO-TRACH KIT,,272,,,,90.19,
 1200464,FISH VISCERA RETAINER STERILE RADIOPAQUE,,272,,,,103.95,
 1200465,IRRIGATION SPLASH SHEILD,,272,,,,14.40,
 1200466,IRRIGATION TRAY BARD PISTON 750301,,272,,,,11.89,
 1200467,BLADE EXTENDED 6,,272,,,,26.16,
 1200487,SPINAL NEEDLE 18 X 3 1/2,,272,,,,16.38,
 1200515,SKIN STAPLER DS-15,,272,,,,28.50,
 1200518,CESAREAN BIRTH PACK C SECTION,,272,,,,138.96,
 1200545,SURGICAL BLADE CARBON STEEL 10,,272,,,,2.90,
 1200549,SUTURE DERMALON 5-0 P-12,,272,,,,18.35,
 1200553,PERIPHERAL BALLOON DILATATION CATH,,272,,,,761.84,
 1200560,SUTURE CHROMIC GUT 2-0 CT-2 NEEDLE,,272,,,,23.30,
 1200566,STAPLER MULTIFIRE TA 55-3 1/2 SINGLE USE,,272,,,,583.48,
 1200570,STAPLES MULTIFIRE TA REFILL,,272,,,,286.35,
 1200571,TAUT OPERATIVE CHOLANGIOGRAM CATHETER,,272,,,,168.75,
 1200576,SUTURE PROLENE 0 CT-2,,272,,,,28.50,
 1200579,SUTURE SILK 2-0 SH TAPPER,,272,,,,27.01,
 1200580,SUCTION IRRIGATION ENDOSCOPY TRAY STRYKE,,272,,,,251.26,
 1200588,BIOGEL SURGICAL GLOVE SIZE 8 1/2,,272,,,,16.29,
 1200592,SUTURE PROLENE 4-0 P-3,,272,,,,43.47,
 1200593,SUTURE VICRYL 4-0 SH NEEDLE CR/8 STR,,272,,,,87.69,
 1200597,SUTURE POLYSORB RELOADER,,272,,,,340.29,
 1200658,SUTURE SILK 2-0 12 STR/ PER PK,,272,,,,25.46,
 1200659,SUTURE SILK 6-0 FS-3,,272,,,,78.36,
 1200664,BILE BAG REGULAR 19OZ W/T,,272,,,,29.02,
 1200668,CLOSED SYSTEM DRAINAGE BAG 4000ML,,272,,,,26.64,
 1200684,SUTURE PROLENE 4.0 P-3,,272,,,,39.84,
 1200689,SUTURE SILK 3-0 SH,,272,,,,9.20,
 1200690,SUTURE PROLENE 4-0 FS-1,,272,,,,17.76,
 1200691,SUTURE VICRYL 4-0 PS-4 NEEDLE,,272,,,,53.00,
 1200736,PERITONEAL DIALYSIS CATHETER,,272,,,,103.90,
 1200739,SUTURE VICRYL 5-0,,272,,,,35.72,
 1200757,ENDO CLIP AUTO SUTURE CLIP APLIER 5MM,,272,,,,842.63,
 1200791,SURGICAL BLADE 21,,272,,,,2.80,
 1200792,BASIC PACK V,,272,,,,65.20,
 1200873,BIOGEL SURGICAL GLOVE SIZE 7 1/2,,272,,,,17.14,
 1200881,YELLOW BAG INFLATABLE SPECIMEN BAG,,272,,,,197.62,
 1200884,VERSAPORT AUTO SUTURE TROCAR,,272,,,,247.20,
 1200901,LAPAROTOMY PACK #4,,272,,,,58.30,
 1200902,DRAPE LAPAROTOMY  ONLY DRAPE 104x76x120,,272,,,,25.90,
 1200917,SUCTION CANISTER 2000CC,,272,,,,20.40,
 1200918,SUTURE VICRYL 4-0 FS-2 NEEDLE,,272,,,,27.08,
 1201057,NEEDLE EPIDURAL TOUHY 18G,,272,,,,27.64,
 1201067,HUI-FLEX HARRIS UTERINE INJECTOR,,272,,,,10.11,
 1201070,DRAIN SILICONE FLAT JACKSON PRATT  10X4,,272,,,,48.98,
 1201075,T TUBE 14FR DRAIN,,272,,,,38.90,
 1201078,T TUBE 12FR DRAIN,,272,,,,38.95,
 1201095,SUTURE VICRYL 0 UR-6 NEEDLE J603H,,272,,,,28.61,
 1201121,SUTURE VICRYL 3-0 SH-1 NEEDLE J311H,,272,,,,27.08,
 1201122,EPILATION NEEDLE,,272,,,,65.00,
 1201138,SUTURE CHROMIC GUT 2-0 LIGAPAK,,272,,,,28.68,
 1201139,SUTURE PROLENE 5-0 FS-2,,272,,,,25.08,
 1201140,SUTURE ETHILON 5-0 FS-2,,272,,,,24.29,
 1201160,SUTURE ETHILON 3-0 FS-1,,272,,,,39.25,
 1201164,SUTURE DERMALON 6-0 CE-3,,272,,,,26.31,
 1201174,SUTURE CHROMIC GUT 3-0 SH-1 NEEDLE,,272,,,,26.86,
 1201175,SUTURE CHROMIC GUT 1 CT NEEDLE,,272,,,,26.94,
 1201178,SLEEVE & VALVE REPOSABLE 5mm FOR  STEP,,272,,,,168.81,
 1201179,SLEEVE & VALVE 10/12mm w/REDUCER CAP,,272,,,,172.12,
 1201180,REPOSABLE TRAY FOR  STEP,,272,,,,213.16,
 1201181,HASSON W/12MM CANNULA AND DILATOR W/ RED,,272,,,,143.52,
 1201192,SUTURE VICRYL 4-0 SH-1 NEEDLE,,272,,,,23.66,
 1201212,RUMI SYS UTERINE MANIPULATOR DISP 6 7/10,,272,,,,126.98,
 1201231,SUTURE PROLENE 6-0 P-3,,272,,,,40.61,
 1201232,SUTURE PROLENE 2-0 CT-2 TAPER 30,,272,,,,17.91,
 1201234,VERTEBROPLASTY KIT,,272,,,,616.20,
 1201236,SUTURE ETHIBOND EXCELL 0,,272,,,,25.02,
