Hospital Name:  AHMC GARFIELD MEDICAL CENTER,,,,
OSHPD Facility No: 106190315,,,,
"Effective Date of Charges: June 1, 2018",,,,
,,,,
,,,,
CDM,CHARGE DESCRIPTION , PRICE ,,
379,NF-CENTRUM SILVER ORAL TABLET,$0.00,,
380,NF-SYMBICORT INH AER LIQ 80MCG-4.5MCG,$0.00,,
381,NF-PATADAY OPHTHALMIC SOLUTION 0.2%,$0.00,,
382,NF-MYTAB GAS CHEWABLE TAB 80MG,$0.00,,
383,NF-PATADAY OPHTH SOLN 0.2%,$0.00,,
384,NF-VALACYCLOVIR HCL ORAL TABLET 1GM,$0.00,,
385,NF-CALCIUM 600 TABLET 600MG,$0.00,,
386,NF-OMEGA-3 CAPSULE,$0.00,,
387,NF-VIGAMOX OPHTHALMIC SOLUTION 0.5%,$0.00,,
388,NF-LOTEMAX OPHTH SUSP 0.5%,$0.00,,
389,NF-TRILIPIX CAP DR 45MG,$0.00,,
390,NF-ONGLYZA TAB 5MG,$0.00,,
391,NF-VERAPAMIL HCL CAP ER 200MG,$0.00,,
392,NF-NASONEX NASAL SPRAY 0.05MG/ACT,$0.00,,
393,NF-NASONEX NASAL SPRAY 0.05MG/ACT,$0.00,,
394,NF-VOLTAREN GEL 1%,$0.00,,
395,NF-STALEVO 100 TAB 25MG-200MG-100MG,$0.00,,
396,NF-DAILY VITE TABLET,$0.00,,
397,NF-ROBAFEN COUGH ORAL LIQUID CAPSULE 15M,$0.00,,
398,NF-STALEVO 125 TAB,$0.00,,
399,NF-EXCEDRIN MIGRAINE TABLET,$0.00,,
400,NF-BEPREVE OPHTH SOLN 15MG/1ML,$0.00,,
401,NF-CAMPHENE POWDER,$0.00,,
402,NF-LUNESTA ORAL TABLET 3MG,$0.00,,
403,NF-AVAPRO ORAL TABLET 300MG,$0.00,,
404,NF-TENEX TAB 1MG,$0.00,,
405,NF-ZEMAIRA IV POWDER FOR SOLUTION 1MG,$0.00,,
406,NF-PRINZIDE TABLET 12.5MG-20MG,$0.00,,
407,NF-CALVITE P&D ORAL TABLET 120IU-105MG-8,$0.00,,
408,NF-PATANASE NASAL SPRAY 0.6%,$0.00,,
409,NF-QUALITY CHOICE INFANTS' DROPS SUSP 80,$0.00,,
410,NF-VOLTAREN GEL TOPICAL GEL 1%,$0.00,,
411,NF-LOVASTATIN ORAL TABLET 20MG,$0.00,,
412,NF-AVALIDE TABLET 12.5MG-150MG,$0.00,,
413,NF-PATANOL OPHTH SOLUTION 0.1%,$0.00,,
414,NF-CARDIZEM LA ORAL TAB ER 180MG,$0.00,,
415,NF-FUROSEMIDE      TAB  40MG,$0.00,,
416,NF-VALTREX TAB 1GM,$0.00,,
417,NF-GLYSET TAB 50MG,$0.00,,
418,NF-BONIVA ORAL TABLET 150MG,$0.00,,
419,NF-XEROFORM GAUZE DRESSING 3%,$0.00,,
420,NF-BYSTOLIC ORAL TABLET 5MG,$0.00,,
421,NF-TRICOR ORAL TABLET 145MG,$0.00,,
422,NF-LOVAZA LIQ CAP 1GM,$0.00,,
423,NF-ADVAIR HFA INH AER 115MCG-30.45MCG/1,$0.00,,
424,NF-PREDNISOLONE ACETATE OPHTH SUSP 1%,$0.00,,
425,NF-RIFAXIMIN TAB 550MG,$0.00,,
426,NF-CALVITE P&D ORAL TABLET 120IU-105MG-8,$0.00,,
427,NF-VIMOVO TAB DR 20MG-500MG,$0.00,,
428,NF-CALTRATE 600 TABLET 600MG,$0.00,,
429,"NF-2,4-DINITROCHLOROBENZENE CRYSTAL",$0.00,,
430,NF-COREG CR ORAL CAPSULE ER 10MG,$0.00,,
431,NF-AZOR TAB 10MG-40MG,$0.00,,
432,NF-DIOVAN HCT ORAL TABLET 160MG-12.5MG,$0.00,,
433,NF-CARTIA XT 24 HR CAP 120MG,$0.00,,
434,NF-MAGNESIUM & B6 TABLET,$0.00,,
435,NF-ERGOCALCIFEROL CAP 50000IU,$0.00,,
436,NF-TRAVATAN OPHTH SOLN 0.004%,$0.00,,
437,NF-CARNITOR TAB 330MG,$0.00,,
438,NF-PROAIR HFA INH AER PWD 0.09MG/1 INH,$0.00,,
439,NF-TRIAMTERENE AND HCTZ TABLET 75MG-50MG,$0.00,,
440,NF-ATROPEN IM SOLN 1MG/0.7ML,$0.00,,
441,NF-REVATIO TAB 20MG,$0.00,,
442,NF-ULORIC ORAL TABLET 40MG,$0.00,,
443,NF-ZENPEP CAP DR,$0.00,,
444,NF-CALCITRATE ORAL TABLET 200IU-315MG,$0.00,,
445,NF-MOBIC ORAL TABLET 15MG,$0.00,,
446,NF-CALVITE P&D ORAL TABLET 120IU-105MG-8,$0.00,,
447,NF-WELLBUTRIN XL 24 HR TAB ER 150MG,$0.00,,
448,NF-ANGELIQ TAB 0.5MG-1MG,$0.00,,
449,NF-RILUTEK TAB 50MG,$0.00,,
450,NF-LOVAZA LIQ CAP 1GM,$0.00,,
451,NF-COA BUTTA POWDER,$0.00,,
452,NF-CO-Q-10 ORAL LIQUID CAPSULE 200MG,$0.00,,
453,NF-MEGACE ES SUSP 625MG/5ML,$0.00,,
454,NF-ACTONEL ORAL TABLET 150MG,$0.00,,
455,NF-CALCIUM 600MG+D ORAL TABLET 600MG-200,$0.00,,
456,NF-CALCIUM 600 TABLET 600MG,$0.00,,
457,NF-NEW LIFE HAIR TABLET,$0.00,,
458,NF-CALCAREA SULPH TABLET,$0.00,,
459,NF-CALCIUM 600/VITAMIN D CAPSULE,$0.00,,
460,NF-CALCIUM 500 + D TABLET,$0.00,,
461,NF-BYSTOLIC ORAL TABLET 20MG,$0.00,,
462,NF-LOVAZA LIQ CAP 1GM,$0.00,,
463,NF-MULTAQ TAB 400MG,$0.00,,
464,NF-MULTAQ TAB 400MG,$0.00,,
465,NF-PERCOCET ORAL TABLET 10MG-325MG,$0.00,,
466,NF-MUCINEX D ORAL TABLET ER 600MG-60MG,$0.00,,
467,NF-SAVELLA TAB 50MG,$0.00,,
468,NF-RISACAL-D ORAL TABLET 120IU-105MG-81M,$0.00,,
469,NF-SANCTURA TAB 20MG,$0.00,,
470,NF-RISACAL-D ORAL TABLET 120IU-105MG-81M,$0.00,,
471,NF-RAPAFLO CAP 8MG,$0.00,,
472,NF-MVI PEDIATRIC INTRAVENOUS PWD FOR SOL,$0.00,,
473,NF-QUALAQUIN CAP 324MG,$0.00,,
474,NF-AZOR ORAL TABLET 10MG-40MG,$0.00,,
475,NF-METANX ORAL TABLET 2.8MG-2MG-25MG,$0.00,,
476,NF-VYTORIN TAB 10MG-10MG,$0.00,,
477,NF-LOFIBRA CAPSULE 134MG,$0.00,,
478,NF-LOVAZA LIQ CAP 1GM,$0.00,,
479,NF-BYSTOLIC TAB 2.5MG,$0.00,,
480,NF-TRILIPIX DELAYED RELEASE CAPSULE 135M,$0.00,,
481,NF-ZEGERID ORAL CAPSULE 40MG-1100MG,$0.00,,
482,NF-AZATHIOPRINE POWDER,$0.00,,
483,NF-AZELASTINE HCL NASAL SPRAY 137MCG/1IN,$0.00,,
484,NF-12 HOUR DECONGESTANT ORAL TAB ER 120M,$0.00,,
485,NF- FELODIPINE TABLET ER 5MG,$0.00,,
486,NF-NOVOLIN 70/30 INJECTION,$0.00,,
487,NF-INSULIN HUMAN ISOPHANE (NPH) SUBQ SUS,$0.00,,
488,NF-VIVELLE TRANSDERM PATCH 0.1MG/24HRS,$0.00,,
489,NF-AMBIEN CR EXTENDED RELEASE TABLET 12.,$0.00,,
490,NF-CITRACAL PLUS TABLET,$0.00,,
491,NF-LOTEMAX OPHTH SUSP 0.5%,$0.00,,
492,NF-ADVAIR DISKUS 100/50 0.1MG-0.05MG/1AC,$0.00,,
493,NF-TEMODAR CAP 100MG,$0.00,,
494,NF-TRILIPIX CAP DR 135MG,$0.00,,
495,NF-CALCIUM CARBONATE CHEWABLE TAB 600MG,$0.00,,
496,NF-VESICARE ORAL TABLET 10MG,$0.00,,
497,NF-CARDIZEM LA ORAL TAB ER 120MG,$0.00,,
498,NF-ULORIC ORAL TABLET 80MG,$0.00,,
499,NF-MULTIVITAMIN AND MINERALS TAB,$0.00,,
500,NF-VITAMIN D3 LIQUID-FILLED CAPSULE 2000,$0.00,,
501,NF-VITAMIN D ORAL TABLET 2000IU,$0.00,,
502,NF-ACTONEL TAB 150MG,$0.00,,
503,NF-OMNIPRED OPHTH SUSP 1%,$0.00,,
504,NF-VIGAMOX OPHTH SOLN 0.5%,$0.00,,
505,NF-NORCO TAB 325MG-10MG,$0.00,,
506,NF-ANTARA CAP 130MG,$0.00,,
507,NF-MOBIC TAB 15MG,$0.00,,
508,NF-NORMAL SALINE FLUSH INJECTION 0.9%,$0.00,,
509,NF-RISACAL-D ORAL TABLET 120IU-105MG-81M,$0.00,,
510,NF-SYSTANE LUBRICANT EYE DROPS 0.4%-0.3%,$0.00,,
511,NF-CALVITE P&D ORAL TABLET 120IU-105MG-8,$0.00,,
512,NF-ONGLYZA ORAL TABLET 5MG,$0.00,,
513,NF-SOLARAZE GEL 3%,$0.00,,
514,NF-ELESTAT OPHTH SOLN 0.05%,$0.00,,
515,NF-AMBIEN CR EXTENDED-RELEASE TABLET 12.,$0.00,,
516,NF-STALEVO 75 TAB,$0.00,,
517,NF-VYTORIN TAB 10MG-20MG,$0.00,,
518,NF-XOPENEX HFA INH/NEB AER PWD 0.045MG/1,$0.00,,
519,NF-NASONEX SPRAY 0.05MG/INH,$0.00,,
520,NF-BYSTOLIC TAB 5MG,$0.00,,
521,NF-MELOXICAM ORAL TABLET 15MG,$0.00,,
522,NF-STALEVO 100 TAB 25MG-200MG-100MG,$0.00,,
523,NF-ONE-TIME FINE POINT TISSUE SCISSORS,$0.00,,
524,NF-RESTASIS OPHTH EMULSION 0.05%,$0.00,,
525,NF-CALCIUM 600 TABLET 600MG,$0.00,,
526,NF-MASANTI SUSPENSION 200MG-200MG-20MG/5,$0.00,,
527,NF-LUNESTA TAB 1MG,$0.00,,
528,NF-LOVAZA LIQ CAP 1GM,$0.00,,
529,NF-PATADAY OPHTHALMIC SOLUTION 0.2%,$0.00,,
531,NF- FELODIPINE TABLET ER 5MG,$0.00,,
532,NF-FENOFIBRATE MICRO ORAL CAPSULE 134MG,$0.00,,
533,NF-ALLEGRA-D 12 HOUR TAB ER 60MG-120MG,$0.00,,
534,NF-ALLEGRA-D 24 HOUR 24 HR TAB ER 180MG-,$0.00,,
535,NF-ALLEGRA-D 24 HOUR 24 HR TAB ER 180MG-,$0.00,,
536,NF-VESICARE ORAL TABLET 10MG,$0.00,,
537,NF-NOVOLOG MIX 70/30 INJECTION,$0.00,,
538,NF-NOVOLOG MIX 70/30 INJECTION,$0.00,,
539,NF-SYMBICORT INH AER LIQ 160MCG-4.5MCG/1,$0.00,,
540,NF-UROXATRAL TAB ER 10MG,$0.00,,
541,NF-CALVITE P&D ORAL TABLET 120IU-105MG-8,$0.00,,
542,NF-EXCEDRIN MIGRAINE TABLET,$0.00,,
543,NF-EXCEDRIN MIGRAINE TABLET,$0.00,,
544,NF-RENVELA PWD FOR SUSP 2.4GM/1 PACKET,$0.00,,
545,NF-ATACAND HCT TAB 32MG-25MG,$0.00,,
546,NF-TRICOR TAB 160MG,$0.00,,
547,NF-LUNESTA TAB 2MG,$0.00,,
548,NF-MAGNESIUM GLUCONATE TABLET 500MG,$0.00,,
549,NF-FISH OIL CAPSULE 500MG,$0.00,,
550,NF-GARLIC TABLET 1250MG,$0.00,,
551,NF-MAGNESIUM ASPARTATE TABLET,$0.00,,
552,NF-MAGNESIUM GLUCONATE TABLET 500MG,$0.00,,
553,NF-SYMBICORT INH AER LIQ 160MCG-4.5MCG,$0.00,,
554,NF-AZOR ORAL TABLET 10MG-40MG,$0.00,,
555,NF-EXEMESTANE TAB 25MG,$0.00,,
556,NF-EXEMESTANE TAB 25MG,$0.00,,
557,NF-CADUET TAB 10MG-20MG,$0.00,,
558,"NF-2,4-DINITROCHLOROBENZENE CRYSTAL",$0.00,,
559,NF-VALIUM TABLET 2MG,$0.00,,
560,NF-PROTONIX ORAL ENTERIC-COATED TABLET 4,$0.00,,
561,NF-ASPIRIN        TAB  325MG,$0.00,,
562,NF-PRADAXA ORAL CAPSULE 75MG,$0.00,,
563,NF-CADUET ORAL TABLET 5MG-10MG,$0.00,,
564,NF-FERRALET 90 ORAL TABLET,$0.00,,
565,NF-LEVORA-28 TABLET,$0.00,,
566,NF-OXYCONTIN EXT-RELEASE TABLET 20MG,$0.00,,
567,NF-ALPHANATE IV PWD FOR SOLN 1IU,$0.00,,
568,NF-ALPHANATE IV PWD FOR SOLN 1IU,$0.00,,
569,NF-XIFAXAN TAB 550MG,$0.00,,
570,NF-XIFAXAN TAB 550MG,$0.00,,
571,NF-TRIBENZOR ORAL TABLET 10-25-40MG,$0.00,,
572,NF-VERELAN PM CAPSULE 100MG,$0.00,,
573,NF-BONIVA TAB 150MG,$0.00,,
574,NF-BONIVA TAB 150MG,$0.00,,
575,NF-DILANTIN CAP ER 30MG,$0.00,,
576,NF-KEPPRA XR TAB ER 750MG,$0.00,,
577,NF-KEPPRA XR TAB ER 750MG,$0.00,,
578,NF-ABILIFY TAB 10MG,$0.00,,
579,NF-AROMASIN TAB 25MG,$0.00,,
580,NF-MAPAP TAB 325MG,$0.00,,
581,NF-RENATABS TAB,$0.00,,
582,NF-VERAPAMIL HCL CAP ER 200MG,$0.00,,
583,NF-CALCIUM 600 TABLET 600MG,$0.00,,
584,NF-FEMINTROL TABLET,$0.00,,
585,NF-FEMARA TABLET 2.5MG,$0.00,,
586,NF-NIFEDIAC CC EXTENDED-RELEASE TABLET 9,$0.00,,
587,NF-ATELVIA TAB DR 35MG,$0.00,,
588,NF-CALCIUM 600 CAPSULE 600MG,$0.00,,
589,NF-VITAMIN D3 TABLET 1000IU,$0.00,,
590,NF-DEXILANT CAP DR 60MG,$0.00,,
591,NF-VITAMIN D ORAL TABLET 2000IU,$0.00,,
592,NF-ESZOPICLONE TAB 1MG,$0.00,,
593,NF-METFORMIN ER ORAL TABLET ER 500MG,$0.00,,
594,NF-ARAVA TAB 20MG,$0.00,,
595,NF-PROGRAF CAP 1MG,$0.00,,
596,NF-PROGRAF CAPSULE 1MG,$0.00,,
597,NF-AZOR ORAL TABLET 5MG-40MG,$0.00,,
598,NF-ADVAIR DISKUS 100/50 DISK,$0.00,,
599,NF-ACCUPRIL TABLET 10MG,$0.00,,
600,NF-CLARITHROMYCIN ORAL TABLET 250MG,$0.00,,
601,NF-TRACLEER TABLET 125MG,$0.00,,
602,NF-XOPENEX HFA INH/NEB AER PWD 0.045MG/1,$0.00,,
603,NF-SYMBICORT INH AER LIQ 160MCG-4.5MCG,$0.00,,
604,NF-BYETTA SUBCUTANEOUS SOLUTION 250MCG/1,$0.00,,
605,NF-FERROUS SULFATE ORAL ELIXIR 220MG/5ML,$0.00,,
606,NF-NASONEX NASAL SPRAY 0.05MG/1ACT,$0.00,,
607,NF- FELODIPINE TABLET ER 5MG,$0.00,,
608,NF- FELODIPINE TABLET ER 5MG,$0.00,,
609,NF-ARANESP INJ SOLN 0.06MG/0.3ML,$0.00,,
610,NF-NASONEX SPRAY 0.05MG/INH,$0.00,,
611,NF-GLYBURIDE-METFORMIN TAB 1.25MG-250MG,$0.00,,
612,NF-PAXIL CR TAB ER 37.5MG,$0.00,,
613,NF-ZOVIRAX TAB 400MG,$0.00,,
614,NF-VYTORIN TAB 10MG-20MG,$0.00,,
615,NF-LIPITOR ORAL TABLET 80MG,$0.00,,
616,NF-TIAZAC 24 HR CAP 300MG,$0.00,,
617,NF-TIAZAC 24 HR CAP 360MG,$0.00,,
618,NF-DICLOFENAC NA ORAL TAB EC 25MG,$0.00,,
619,NF-VOLTAREN        TAB  75MG,$0.00,,
620,NF-BISOPROLOL FUMARATE TAB 10MG,$0.00,,
621,NF-GLIPIZIDE ORAL TAB ER 10MG,$0.00,,
622,NF-WELCHOL TABLET 625MG,$0.00,,
623,NF-ROBAFEN DM SYRUP,$0.00,,
624,NF-ROBAFEN DM SYRUP,$0.00,,
625,NF-BUMEX TABLET 1MG,$0.00,,
626,NF-METOPROLOL ORAL TABLET 100MG,$0.00,,
627,NF-LASIX TABLET 40MG,$0.00,,
628,NF-FRAGMIN SUBCUTANEOUS SOLN 5000IU/0.2M,$0.00,,
629,NF-CALCIUM CARBONATE TABLET 1250MG,$0.00,,
630,NF-CAPOZIDE 25/15 TABLET,$0.00,,
631,NF-MYFORTIC TAB EC 180MG,$0.00,,
632,NF-FOSAMAX PLUS D TAB 70MG-2800IU,$0.00,,
633,NF-DEMADEX TAB 20MG,$0.00,,
634,NF-TOLAZAMIDE TAB 250MG,$0.00,,
635,NF-RAPAFLO ORAL CAPSULE 8MG,$0.00,,
636,NF-GLUCOSAMINE CHONDROITIN ORAL TABLET,$0.00,,
637,NF-GLUCOSAMINE CHONDROITIN ORAL TABLET,$0.00,,
638,NF-ATELVIA TAB DR 35MG,$0.00,,
639,NF-ENABLEX TAB ER 15MG,$0.00,,
640,NF-ELESTAT OPHTH SOLN 0.05%,$0.00,,
641,NF-FENOFIBRATE MICRO ORAL CAPSULE 134MG,$0.00,,
642,NF-NASONEX NASAL SPRAY 0.05MG/1ACT,$0.00,,
643,NF-SPRYCEL TAB 50MG,$0.00,,
644,NF-PATANOL OPHTH SOLUTION 0.1%,$0.00,,
645,NF-POTASSIUM CHLORIDE ORAL TAB ER 8MEQ,$0.00,,
646,NF-RELAFEN TABLET 500MG,$0.00,,
647,NF-OCUVITE TABLET,$0.00,,
648,NF-DEXILANT CAP DR 60MG,$0.00,,
649,NF-VERAMYST NASAL SPRAY 27.5MCG/1ACT,$0.00,,
650,NF-LOVAZA LIQUID FILLED CAPSULE 1GM,$0.00,,
651,NF-CALCIUM PHOSPHATE DIBASIC PWD,$0.00,,
652,NF-FLECTOR PATCH ER 1.3%,$0.00,,
653,NF-MOEXIPRIL HCL TAB 7.5MG,$0.00,,
654,NF-MOEXIPRIL HCL TAB 7.5MG,$0.00,,
655,NF-ISENTRESS TAB 400MG,$0.00,,
656,NF-COMBIVIR TAB 150MG-300MG,$0.00,,
657,NF-TERBINAFINE HCL TAB 250MG,$0.00,,
658,NF-OXYCONTIN EXT-RELEASE TABLET 80MG,$0.00,,
659,NF-COMBIGAN OPHTH SOLN 0.2%-0.5%,$0.00,,
660,NF-ZYRTEC ORAL TABLET 10MG,$0.00,,
661,NF-COPPER GLUCONATE PWD,$0.00,,
662,NF-BONIVA ORAL TABLET 150MG,$0.00,,
663,NF-ACTOPLUS MET ORAL TABLET 850MG-15MG,$0.00,,
664,NF-VALCYTE TAB 450MG,$0.00,,
665,NF-VOLTAREN-XR TABLET 100MG,$0.00,,
666,"NF-2,3 DIMERCAPTOSUCCINIC ACID PWD",$0.00,,
667,NF-TITRALAC CHEWABLE TAB 420MG,$0.00,,
668,NF-FANAPT TAB 12MG,$0.00,,
669,NF-ENABLEX TAB ER 7.5MG,$0.00,,
670,NF-ENABLEX TABLET EXTENDED-RELEASE 7.5MG,$0.00,,
671,NF-ALPHANATE IV PWD FOR SOLN 1IU,$0.00,,
672,NF-LUNESTA ORAL TABLET 1MG,$0.00,,
673,NF-SOLU-CORTEF INJ PWD FOR SOLN 100MG,$0.00,,
674,NF-LUNESTA TAB 2MG,$0.00,,
675,NF-PAROXETINE HCL TAB 10MG,$0.00,,
676,NF-NIASPAN EXTENDED-RELEASE TABLET 1000M,$0.00,,
677,NF-CALCIUM ANTACID EXTRA CHEWABLE TAB 75,$0.00,,
678,NF-LEVEMIR  SUBQ SOLN 100U/1ML,$0.00,,
679,NF-ZENPEP CAP DR,$0.00,,
680,NF-ZENPEP CAP DR,$0.00,,
681,NF-ROZEREM TAB 8MG,$0.00,,
682,NF-MURO-128 OPHTH SOLUTION 2%,$0.00,,
683,NF-MURO-128 OPHTH SOLUTION 5%,$0.00,,
684,NF-VITAMIN D ORAL TABLET 1000IU,$0.00,,
685,NF-FERREX 150 CAPSULE 150MG,$0.00,,
686,NF-OXAPROZIN TAB 600MG,$0.00,,
687,NF-NORCO TABLET,$0.00,,
688,NF-SENNA PLUS ORAL TABLET 8.6MG-50MG,$0.00,,
689,NF-SENNA PLUS TABLET 8.6MG-50MG,$0.00,,
690,NF-LEVOCETIRIZINE DIHYDROCHLORIDE TAB 5M,$0.00,,
691,NF-LUMIGAN OPHTH SOLUTION 0.01%,$0.00,,
692,NF-ALREX OPHTH SUSPENSION 0.2%,$0.00,,
693,NF-ADVAIR DISKUS 100/50 DISK,$0.00,,
694,NF-MULTAQ TAB 400MG,$0.00,,
695,NF-FENOFIBRATE CAP 150MG,$0.00,,
696,NF-PRADAXA CAP 75MG,$0.00,,
697,NF-JANUMET TAB 1000MG-50MG,$0.00,,
698,NF-VYTORIN ORAL TABLET 10MG-40MG,$0.00,,
699,NF-MELOXICAM ORAL TAB 15MG,$0.00,,
700,NF-NIACINAMIDE TABLET 100MG,$0.00,,
701,NF-LUNESTA ORAL TABLET 3MG,$0.00,,
702,NF-PRAVASTATIN ORAL TABLET 40MG,$0.00,,
703,NF-PRAVASTATIN ORAL TABLET 20MG,$0.00,,
704,NF-ONGLYZA TAB 2.5MG,$0.00,,
705,NF-DICLOFENAC SOD ORAL TAB EC 50MG,$0.00,,
706,NF-LOVASTATIN ORAL TABLET 40MG,$0.00,,
707,NF-ZONEGRAN CAP 100MG,$0.00,,
708,NF-LAMISIL ORAL TABLET 250MG,$0.00,,
709,NF-PROTONIX ORAL ENTERIC-COATED TABLET 2,$0.00,,
710,NF-ZENPEP ORAL DELAYED RELEASE CAPSULE,$0.00,,
711,NF-MULTIVITAMIN WITH MINERALS TAB,$0.00,,
712,NF-LUNESTA ORAL TABLET 2MG,$0.00,,
713,NF-TEKTURNA HCT TAB 300MG-12.5MG,$0.00,,
714,NF-2-DEOXY-D-GLUCOSE CRYSTAL,$0.00,,
715,NF-LIPITOR ORAL TABLET 40MG,$0.00,,
716,NF-EFFEXOR XR ORAL CAP ER 150MG,$0.00,,
717,NF- POTASSIUM BROMIDE CRYSTAL,$0.00,,
718,NF-RAPAMUNE TAB 2MG,$0.00,,
719,NF-ONGLYZA ORAL TABLET 5MG,$0.00,,
720,NF-BONIVA ORAL TABLET 150MG,$0.00,,
721,NF-APRODINE TABLET,$0.00,,
722,NF-VESICARE ORAL TABLET 5MG,$0.00,,
723,NF-PRENATAL MULTIVITAMIN + DHA ORAL KIT,$0.00,,
724,NF-AZITHROMYCIN IV PWD FOR SOLN 500MG,$0.00,,
725,NF-AZILECT TAB 1MG,$0.00,,
726,NF-ZENPEP CAP DR,$0.00,,
727,NF-LOVAZA LIQ CAP 1GM,$0.00,,
728,NF-FOSRENOL ORAL CHEWABLE TABLET 500MG,$0.00,,
729,NF-TICLID ORAL TABLET 250MG,$0.00,,
730,NF-SYMBICORT INH AER LIQ 160MCG-4.5MCG/1,$0.00,,
731,NF-LIPOFLAVONOID TABLET,$0.00,,
732,NF-GLIMEPIRIDE ORAL TABLET 1MG,$0.00,,
733,NF-TEKTURNA ORAL TABLET 150MG,$0.00,,
734,NF-FOSRENOL CHEW TAB 500MG,$0.00,,
735,NF-BYETTA SUBQ SOLN 250MCG/1ML,$0.00,,
736,NF-SYMBICORT INH AER LIQ 80MCG-4.5MCG/1,$0.00,,
737,NF-LOVAZA LIQ CAP 1GM,$0.00,,
738,NF-ATORVASTATIN CALCIUM TAB 40MG,$0.00,,
739,NF-CLARITHROMYCIN ORAL TAB ER 500MG,$0.00,,
740,NF-OMEPRAZOLE CAP DR 40MG,$0.00,,
741,NF-LIVALO ORAL TABLET 2MG,$0.00,,
742,NF-XIBROM OPHTH SOLN 0.09%,$0.00,,
743,NF-JOLIVETTE KIT 0.35MG;NO STRENGTH,$0.00,,
744,NF-TRIBENZOR ORAL TABLET 5-12.5-40MG,$0.00,,
745,NF-ENBREL SUBCUTANEOUS SOLUTION 50MG/1ML,$0.00,,
746,NF-ARTHROTEC 75 ORAL TABLET 75MG-200MCG,$0.00,,
747,NF-AVELOX ORAL TABLET 400MG,$0.00,,
748,NF-JALYN CAP 0.5MG-0.4MG,$0.00,,
749,NF-NIASPAN TAB ER 500MG,$0.00,,
750,NF-OMEGA 3 CAPSULE 1000MG,$0.00,,
751,NF-AMPHETAMINE SALT COMBO ORAL TABLET 30,$0.00,,
752,NF-METAXALONE ORAL TABLET 800MG,$0.00,,
753,NF-LOVAZA LIQ CAP 1GM,$0.00,,
754,NF-DALIRESP ORAL TABLET 500MCG,$0.00,,
755,NF-OPTIVAR OPHTH SOLN 0.05%,$0.00,,
756,NF-FORADIL AEROLIZER CAPSULE 0.012MG,$0.00,,
757,NF-AVAPRO ORAL TABLET 300MG,$0.00,,
758,NF-CETIRIZINE HCL CHEW TAB 10MG,$0.00,,
759,NF-CEFDINIR ORAL CAPSULE 300MG,$0.00,,
760,NF-LUNESTA ORAL TABLET 2MG,$0.00,,
761,NF-AMPHETAMINE AND DEXTROAMPHETAMINE COM,$0.00,,
762,NF-MEGACE ES SUSP 625MG/5ML,$0.00,,
763,NF-MOBIC ORAL TABLET 7.5MG,$0.00,,
764,NF- ALTAVERA TAB 30MCG-0.15MG-NA,$0.00,,
765,NF-AFINITOR ORAL TABLET 10MG,$0.00,,
766,NF-ETODOLAC CAP 200MG,$0.00,,
767,NF-PATANOL OPHTH SOLUTION 0.1%,$0.00,,
768,NF-VYTORIN TAB 10MG-40MG,$0.00,,
769,NF-VYTORIN TAB 10MG-20MG,$0.00,,
770,NF-VITAMIN D3 LIQUID-FILLED CAPSULE 2000,$0.00,,
771,NF-XIFAXAN ORAL TABLET 550MG,$0.00,,
772,NF-XIFAXAN ORAL TABLET 550MG,$0.00,,
773,NF-AMITIZA LIQ CAP 8MCG,$0.00,,
774,NF-FELODIPINE ORAL TAB ER 5MG,$0.00,,
775,NF-ALPHANATE IV PWD FOR SOLN 1IU,$0.00,,
776,NF-THIOTHIXENE CAP 10MG,$0.00,,
777,NF-METFORMIN HCL EXTENDED-RELEASE TAB 75,$0.00,,
778,NF-IVERMECTIN TAB 3MG,$0.00,,
779,NF-ANAPROX DS TAB 550MG,$0.00,,
780,NF-HUMIRA SUBCUTANEOUS KIT,$0.00,,
781,NF-L-METHYLFOLATE TAB 7.5MG,$0.00,,
782,NF-PROMETRIUM CAPSULE 100MG,$0.00,,
783,NF-PROMETRIUM CAPSULE 100MG,$0.00,,
784,NF-OMEGA-3 FISH OIL LIQ CAP 1200MG,$0.00,,
785,NF-DRONEDARONE HYDROCHLORIDE TAB 400MG,$0.00,,
786,NF-COLESTIPOL HCL TAB 1GM,$0.00,,
787,NF-LOVAZA LIQ CAP 1GM,$0.00,,
788,NF-FOSRENOL CHEW TAB 1000MG,$0.00,,
789,NF-SYSTANE LUBRICANT EYE DROPS 0.4%-0.3%,$0.00,,
790,NF-NEPHROCAPS CAPSULE,$0.00,,
791,NF-DIALYVITE TABLET,$0.00,,
792,NF-LIPITOR ORAL TABLET 80MG,$0.00,,
793,NF-ARIXTRA INJECTION 2.5MG/0.5ML,$0.00,,
794,NF-FONDAPARINUX SODIUM SUBQ SOLN 7.5MG/0,$0.00,,
795,NF-BUDEPRION SR 12 HR TAB ER 150MG,$0.00,,
796,NF-BUDEPRION SR TAB ER 150MG,$0.00,,
797,NF-BUDEPRION XL TAB ER 150MG,$0.00,,
798,NF-DILANTIN INFATABS CHEWABLE TAB 50MG,$0.00,,
799,NF-COQ10 IN OIL LIQUID FILLED CAPSULE,$0.00,,
800,NF-FOLIC ACID ORAL TABLET 0.4MG,$0.00,,
801,NF-RENA-VITE RX TAB,$0.00,,
802,NF-OMEGA-3-ACID ETHYL ESTERS LIQ CAP 1GM,$0.00,,
803,NF-DAYPRO ORAL  TABLET 600MG,$0.00,,
