Charge Number,Description,Charge
5050104,ANTI-CENTROMERE B AB 164814,144
5091082,ANTICHROMATIN ANTIBODY 012580,127
5050100,ANTI-DNASE B STREP 096289,150
5082078,ANTIGEN SCREEN 2-4 UNITS,212.75
5082077,ANTIGEN SCREEN EACH UNIT/ANTIGEN,120
5092511,ANTIGLIADIN AB 163402,42
5092512,ANTIGLIADIN IGA ABS,100
5050178,ANTIGLOMERULAR BASEMENT MEMBRANE ANTIBOD,120
5082067,ANTIHEMOPHILIC FACTOR 086264,94
5092209,ANTIHISTONE ANTIBODIES 012518,97
1510146,ANTILIRIUM {PHYSOSTIGMINE} INJ 2MG/2ML,38
5084062,ANTI-MITOCHONDRIAL ANTIBODIES 006650,102
5050343,ANTIMYELOPEROXIDASE (MPO) ABS 163840,192
5092308,ANTIMYOCARDIAL ABS  085910,94
5092319,ANTINEUTROPHIL CYTOPLASM AB(ANCA)162388,113
5084306,ANTIPANCREATIC ISLET CELLS 160721,110
5094015,ANTIPHOSPHOLIPID 250555,298
5050342,ANTIPROTEINASE 3 (PR3) ABS 163857,192
5050270,ANTI-RI ABS. 808978,312
5005142,ANTIRIBOSOMAL P ABS 012700,120
5092028,ANTI-RNP (SLE),33
5092141,ANTI-RNP 006338,128
5092128,ANTI-SMITH (SLE),72
5092135,ANTI-SMOOTH MUSCLE AB 006643,120
5089052,ANTI-SSA/SSB  012708,40
5050278,ANTITHROMBIN DEFICIENCY PROFILE 015594,120
5084136,ANTI-THROMBIN III 015040,198
1510151,ANTIVERT {MECLIZINE 12.5MG} TAB,10
1510152,ANTIVERT {MECLIZINe 25MG} TAB,10
1510154,ANUSOL HC CREAM 2.5% 30 GM,36
1510128,ANUSOL HC SUPP {HYDROCORTISONE},15
1510129,ANUSOL SUPPOSITORY,8
70174255,Any Primary Reverse Shoulder,15000
70174254,Any PRIMARY SHOULDER SYS REVERSE STEM,9000
70185049,APEX TRANSFIX 4X200 PIN 5X50THR,227
70174338,APEX TRANSFIX 4X250 PIN 5X50THR,227
70131490,APLIGRAF 44 SQ CM,2596
5084278,APOLIPOPROTEIN A/B 216010,107
5094017,APOLIPOPROTEIN B 167015,107
7007094,APPL SKIN SUB <=100/ 1ST 25SQCM FEET/TOE,4799.17
7007090,APPL SKIN SUB <=100/ 1ST SQ CM LEG/ANKLE,4799.17
7007103,APPL SKIN SUB LOW<=100/1ST 25SQCM FT/TOE,1432.94
7007099,APPL SKIN SUB LOW<=100/1ST SQ CM LG/AKLE,1432.94
6006056,APPLICATION OF ON-BODY INJECTOR NEULASTA,79
7007098,APPLICATION RIGID TOTAL CONTACT LEG CAST,594.51
70172371,APPLICATOR EVICIL 3908,277.85
70170563,APPLIED TROCAR 11MM BLADED,66.3
70170558,APPLIED TROCAR 12MM BLADELESS SMOOTH,78.19
70170568,APPLIED TROCAR 12MM BLADELESS THREADED,78.19
70170560,APPLIED TROCAR 5MM BLADELESS SMOOTH,60.13
70170559,APPLIED TROCAR 5MM SLEEVE,30.58
70172638,APPLIED TROCAR 8MM,78.19
1512246,APRESOLINE {hydraALAZINE 50MG} TAB,12
1510160,APRESOLINE {hydrALAZINE 10MG} TAB,10
1510161,APRESOLINE {hydrALAZINE 25MG} TAB,10
1511673,APRESOLINE {hydrALAZINE} INJ 20MG/1ML,35
1500521,APRISO {MESALAMINE 0.375} GRAM ER CAP,10
1512758,AQUA-MEPHYTON{PHYTONADIONE} INJ 10MG/1ML,35
1510418,AQUA-MEPHYTON{PHYTONADIONE}INJ 1MG/0.5ML,43
40484,AQUAPAK 760ML W/ADAPTER 3728,0
1500471,AQUAPHOR LIP REPAIR 10ML,20
70170286,AQUASONIC TRANSMISSION GEL,5.5
6564219,AQUATIC EXERCISE,62
70173493,AQUILEX INFLOW TUBING AQL-110,262.5
70173492,AQUILEX INFLOW/OUTFLOW TUBING AQL-112,312.5
70173494,AQUILEX OUTFLOW TUBING AQL-111,50
1521557,ARANESP 300MCG,4179
1514283,ARAVA {LEFLUNOMIDE 20MG} TAB (S),24
70173295,ARCOM XL 44-36 STD HMRL BRNG,1700
70173991,ARCOMXL 32MM RINGLOC XL-105933,2402
1515276,ARGATROBAN INJ 250MG/2.5ML(S),2270
1101271,ARGON PROBE,581.25
1101162,ARGYLE STERILE SPECIMEN TRAPS,5.79
1514578,ARICEPT {DONEPEZIL 10MG} TAB (S),18
1514002,ARICEPT {DONEPEZIL} 5MG TAB,17
1514646,ARIMIDEX {ANASTROZOLE 1MG} TAB,28
70180008,ARISTA 1 GM,262.5
70180009,ARISTA 3 GM,525.5
61661685,ARISTA 3GM  SM0002,525.5
70180006,ARISTA FLEXITIP XL -R APPLICATOR RIGID,79.2
1510172,ARISTOCORT A 0.1% CREAM:15GM (S),49
1500012,ARISTOCORT CR. (TRIAMCIN) 0.5%:15GM (N),43
1515411,ARIXTRA {FONDAPARINUX 10MG/0.8ML} INJ(S),170.58
1515299,ARIXTRA INJ 2.5MG/0.5ML,170
1515283,ARIXTRA INJ:7.5MG/0.6ML (S),290
70173346,ARMBOARD BENDABLE ADULT LARGE,41.89
2502939,ARMBOARD WRIST 9X3.5 ADU,22.45
5094019,ARSENIC BLOOD,127
5092030,ARSENIC EXPOSURE PANEL 007039,146
5092391,ARSENIC URINE,66
1510189,ARTANE {TRIHEXYPHENIDYL 2MG},12
70172612,ARTHOCARE PROCISE EZ WAND,538
70171503,ARTHREX 2 FIBER WIRE AR-7200,62
70171495,ARTHREX BIO CORKSCREW TT 5.5,152.5
70171498,ARTHREX BIO SUTURE TAK,116.5
70173484,ARTHREX BURR 4.08 FLUTE OVAL AR-8400OBE,120
70171492,ARTHREX CANNULA TWIST IN 7CM YELLOW,13.2
70171500,ARTHREX CORKSCREW LEFT,285
70173483,ARTHREX DISSECTOR 4.0MM AR-8400DS,120
70171499,ARTHREX FIBER STICK #2,101
70170297,ARTHREX SCORPION NEEDLE,61.5
70171502,ARTHREX SUTURE LASSO 90 DEG,285
70170315,ARTHREX TIGHTROPE SYNDESMOSIS REPAIR KIT,1237.5
70171534,ARTHRO BLADE 4.5 TURBO TRIMMER,467.75
9009099,ARTHROCENTESIS ASPIRATION/INJ MAJ JOINT,350
70170149,ARTHROSCOPIC KNEE HOLDER KENDALL,45
70170303,ARTHROSCOPY PUMP TUBING,155
1500259,ARTIFICIAL TEARS (N),50
1514030,ARTIFICIAL TEARS OPHTH DROPS 15ML (S),23
1515488,ASACOL HD {MESALMINE 800MG} TAB,27
5050447,ASCA (LABCORP),271
1514187,ASCORBIC ACID {VIT C} 1000MG/2ML INJ,45
70180136,ASNIASNIS III SS CANNULATED SCR 6.5X85mm,493.9
70180021,ASNIS ASNIS III SS CANNULATED SCR 4X46mm,316.8
70173467,ASNIS III CANNULATED 6.5mm TWIST DRILL,726
70175220,ASNIS III SS CANN SCR 4X36MM,316.79
70173281,ASNIS III SS CANNULATED SCR 4X30mm,316.8
70180022,ASNIS III SS CANNULATED SCR 4X44mm,316.79
70185085,ASNIS III SS CANNULATED SCR 6.5X100mm,493.9
70185087,ASNIS III SS CANNULATED SCR 6.5X105mm,493.9
70185178,ASNIS III SS CANNULATED SCR 6.5X110mm,493.9
70185241,ASNIS III SS CANNULATED SCR 6.5X115mm,493.9
70173926,ASNIS III SS CANNULATED SCR 6.5X65mm,493.9
70173925,ASNIS III SS CANNULATED SCR 6.5X70mm,493.9
70180148,ASNIS III SS CANNULATED SCR 6.5X75mm,493.9
70173465,ASNIS III SS CANNULATED SCR 6.5X80mm,493.9
70180075,ASNIS III SS CANNULATED SCR 6.5X90mm,493.9
70185086,ASNIS III SS CANNULATED SCR 6.5X95mm,493.9
70180076,ASNIS III SS CANNULATED SCR 6.5X95mm,493.9
70175221,ASNIS III SSASNIS III SS CANN SCR 4X38MM,316.79
70174592,ASNIS III THREADED GUIDE WIRE DIA 1.4 X,126
70180023,ASNIS III THREADED GUIDE WIRE DIA 3.2 X,214
70173466,ASNIS III THREADED K WIRE STRYKER 702462,94.8
5091047,ASO SCREEN/TITER,71
5005584,ASO SCREEN/TITER MMCN,71
5092229,ASPERGILLUS ANTIBODIES 164285,130
5005117,ASPERGILLUS GALACTOMANNAN AG,228
431534,ASPIRATION OF ABCESS,139
1514444,ASPIRIN 325MG TAB,0
1513853,ASPIRIN CHEWABLE 81MG,0
1510008,ASPIRIN ENTERIC COATED 325MG TAB,0
1513717,ASPIRIN ENTERIC COATED 81MG TAB,0
1510197,ASPIRIN SUPP:300MG,14
1514017,ASTELIN NASAL SPRAY {AZELASTINE} 137 MCG,117
1510208,ATARAX {hydrOXYzine HCL 10MG} TAB,12
1500016,ATIVAN (LORazepam) TAB: 2MG (N),12
1510205,ATIVAN {LORazepam 0.5MG} TAB,12
1510216,ATIVAN {LORazepam 1MG} TAB,12
1500015,ATIVAN {LORazepam} DRIP 1MG/ML,200
1500578,ATIVAN {LORazepam} INJ 20MG/10ML VIAL,59
1510213,ATIVAN {LORazepam} INJ 2MG/1ML VIAL,59
1510540,ATROPINE  INJ:0.4MG/ML 20ML VIAL PER 1ML,36
1513650,ATROPINE SULFATE INJ 0.4MG/1ML VIAL,36
1510533,ATROPINE SULFATE INJ SYRINGE 1MG/10ML,41
1510220,ATROPINE SULFATE INJ:0.4MG/0.5ML VIAL,59
1510221,ATROPINE SULFATE INJ:1MG/1ML VIAL(S),47
1514630,ATROPINE SULFATE OPTH SOLN 1% 5ML,21
1510222,ATROPINE SULFATE SYRINGE:0.5MG/5ML (S),30
1514091,ATROVENT {IPRATROPIUM}NEBULE 0.5MG/2.5ML,0
1500017,ATROVENT 0.03% NASAL SPRAY (N),136
1513872,ATROVENT 0.06% NASAL SPRAY (N),91
70174487,AUGMENT POST TIBIAL 5MM 5543-A-600,2939.63
1514628,AUGMENTIN ES SUSP 600MG 5ML 75ML(S),93
5100416,AUGMENTIN SUSP 250MG/5ML ED DOSE,15
1500261,AUGMENTIN TAB (AMOXIL/CLAV) 500MG (N),16
1513123,AUGMENTIN TAB 500MG(S),17
1513873,AUGMENTIN TAB 875MG (S),24
1500260,AUGMENTIN(AMOXIL/CLAV)250MG/5ML (N),133
5092173,AUTOIMMUNE PROFILE (C-3) 006981,97
1101230,AUTOTOME 39-20MM/.025GW,942.5
70173861,AVITENE 1 GRAM 1010020,350.25
61661680,AVITENE 1 GRAM 1010020,350.25
1514847,AVODART {DUTASTERIDE 0.5MG} CAP,15
7007080,AVULSION OF NAIL PLATE,193.79
7007088,AVULSION OF NAIL PLATE EACH ADDTL PLATE,193.79
431535,AVULSION-SIMPLE,62
1513184,AZACTAM {AZTREONAM} INJ 1GM VIAL,95
1513371,AZACTAM {AZTREONAM} INJ 2GM VIAL,110
1515510,AZILECT {RASAGILINE} 0.5MG TAB (S),120
1514396,AZOPT {BRINZOLAMIDE} OPHTH SOLN 1%:10ML,67
1510242,AZULFIDINE {sulfaSALAzine 500MG} TAB,15
5005270,B CELL IGH GENE REARRANGEMENT,600
5005367,B CELL IGK GENE REARRANGEMENT,600
1510243,B&O SUPP NO.15-A 30MG,15
1513576,B&O SUPP NO.16-A 60MG(S),17
1500241,B-12 (CYANOCOBALAMIN) TAB 500MCG (N),8
1500456,B-12 (CYANOCOBALAMIN) TAB: 2500MCG,8
5092001,B12 (VITAMIN B12),67
5005561,B12 (VITAMIN B12) MMCN,67
5092231,B12/FOLATE,0
5005608,B12/FOLATE MMCN,0
1514589,BABYLAX RECTAL APPLICATORS 4ML(S),15
1512846,"BACITRACIN INJ 50,000 UNITS",59
1510251,BACITRACIN OINTMENT 30GM,20
5091070,BACTERIAL ANTIGENS-CSF,56
5005585,BACTERIAL ANTIGENS-CSF MMCN,56
5084170,BACTERIAL ANTIGENS-UR (MENINGITIS-URINE),56
1514480,BACTROBAN  NASAL OINT 1GM(S),22
1514355,BACTROBAN {MUPIROCIN 2%} CREAM 15GM(S),78
1513105,BACTROBAN {MUPIROCIN 2%} OINTMENT 22GM,104
70170419,BAG A JET,0.9
2040497,BAG AMBU NEONATE 6/CS,45
2502937,BAG BREATHING 2L VARIETY,17.69
2053579,BAG CLOSED URINARY DRAINAGE 20/CS 136035,37
2030911,BAG COLOSTOMY,10
70172501,BAG CYSTO,52
70174053,BAG DRAIN UROLOGY W/HOSE C000-0593,329.53
2052486,BAG ENEMA FLIP TOP 48/CS DYND70102,14.5
2040795,BAG ICE NON4420 50MIN,8
70170834,BAG LEG,4
58256,BAG RESUS AMBU  10MIN  PTX8506,46
70173931,BAG RESUS AMBU PTX8506,42.5
70170565,BAG SPECI 10MM CD001,150
70173572,BAG SPECI 12/15MM CD004,375
70170835,BAG URINARY DRAINAGE,185
2051938,BAG URINARY LEG 48/CS DYND12574,39.75
70130841,BAG URINE DRAIN,41
2051674,BAG URINE METER 153314A 10MIN,78.75
70170869,BAG URO DRAIN,25.83
70173349,BAG UROLOGY DRAIN,79
40742,BAGS HYPERINFLATION,30
51555,BALL COTTON,0
4765100,BALLARD DAILY CHARGE,113
70170800,BALLOON 15FR 10CM UROMAX (225-116),596.25
70170799,BALLOON 18FR 10CM UROMAX (225-117),609.5
70170798,BALLOON 18FR 4CM UROMAX (225-102),637.5
61661616,BALLOON BAKVI POSTPARTUM,572.55
70172647,BALLOON CRE,576
70174283,BALLOON ENTELLUS 5MM/8MM ULF-205,2800
70174282,BALLOON ENTELLUS 6MM/20MM ULF-106,2800
1101273,BALLOON LINEAR EUS,84.8
70173594,BALLOON LOW PROFILE EXPRESS LPLF-106,3578
1101188,BALLOON MAJ-1351,41.66
69995,BALLOON PANTERA LEO 3.25X15,0
1101276,BALLOON RADIAL EUS,84.8
70172648,BALLOON RETRIEVAL,422
70172743,BALLOON SEPS,784
70131225,BALLOON TROCAR,319
70173919,BALLOON URS 5MM BURS0504,525
2030134,BANDAGE ACE 2,16.5
2030135,BANDAGE ACE 3,35
2030136,BANDAGE ACE 4,33.75
2030658,BANDAGE ACE 6,41
2052065,BANDAGE CONFORM 2  96/CS STER NON25496,14.75
2052064,BANDAGE CONFORM 3   12/BX STER NON25497,22.5
2052812,BANDAGE CONFORM 4  12/BX STR NON25498,21.25
2051657,BANDAGE CONFORM 6   48/CS  STER NON25499,26
2050905,BANDAGE ELASTIC 2  10/BX,9.25
2053022,BANDAGE ELASTIC 3  ACE 10/BX,8.25
2053023,BANDAGE ELASTIC 4  ACE 10/BX,19
2053024,BANDAGE ELASTIC 6,32.75
70171280,BANDAID,0.56
51291,BANDAID    1 X 3 NON25500  1200MIN,0
2030880,BANDAID EXTRA-LARGE,3.5
50641,BANDAID X-LARGE 4X2 50/BX LF NON25504,5
5005108,BANZEL 284191,210
1520711,BARACLUDE (ENTECAVIR) ORAL TABLET 0.5MG,68
5005600,BARBITURATE URINE CONFIRMATION,55
3370007,BARIUM ENEMA,455
3370008,BARIUM ENEMA AIR CONTRAST,638
3370010,BARIUM SWALLOW,377
3303403,BARIUM SWALLOW AND UGI W/O AIR,348
3370744,BARIUM SWALLOW WITH VIDEO,429
431536,BARTHOLINS GLAND ABCESS,165
5094042,BARTONELLA AB PROFILE 163162,65
5050474,BASIC (BMP) PANEL MMCN,42
5570742,BASIC RAD DOSE CALC,475
2051091,BASIN EMESIS 300MIN,6.25
2030409,BASIN STERILE CS,16.75
70170804,BASKET GEMINI HELICAL (330-104),483.75
70170805,BASKET GEMINI HELICAL (330-208),483.75
70170806,BASKET GEMINI HELICAL 4WIR(330-108),483.75
70170808,BASKET GEMINI HELICAL 5CM(330-109),483.75
70173921,BASKET OLYMPUS 5710002,312.5
70174230,BASKET RETRIEVAL ZERO TIP STONE M0063910,498.75
70130965,BASKET SEGURA,756
70170814,BASKET SEGURA (380-112),483.75
70170816,BASKET SEGURA 16MM (380-102),483.75
70170817,BASKET SEGURA 2.4FR (380-106),483.75
70131442,BASKET STONE RETRIVER MICRO 390-101,400
70174229,BASKET WIRE DAKOTA NITINOL STONE M006390,535.58
70170812,BASKET ZERO TIP (390-102),506.25
70170813,BASKET ZERO TIP (390-103),506.25
70170811,BASKET ZERO TIP 120CM (390-101),506.25
70170810,BASKET ZERO TIP 90CM (390-100),506.25
70174231,BASKETGEMINI 3 WIRE M0063301060,448.88
70173834,BB-Tak                            BB-Tak,125
5005233,BCR/ABL1 MINOR BREAKPOINT,494
5050228,BCR-ABL1 CML/ALL PCR  480481,559
70170341,BEAVER MINI BLADE 376900,14.25
70170340,BEAVER MINI BLADES 376400,4.05
70170339,BEAVER TYMPANOPLASTY BLADE 377200,38.97
2030898,BED KIN-AIR SPECIAL DAILEY RENTAL,173.25
2043277,BED PAD (ALARM SYSTEM) 10/BX GMP,107
2055022,BED PAN 50MIN,17.25
2055102,BED PAN FRACTURE 24/CS DYNC8522,17.25
400488,BEDSIDE US ABDOMEN (LIMITED),305
400493,BEDSIDE US EXTREMITIES LIMITED,193
400494,BEDSIDE US FETAL LIMITED,323
400495,BEDSIDE US RENAL LIMITED,386
1512651,BEER PER CAN 1EA,0
2050582,BELT PELVIC TRACTION X-LARGE,87
51037,BELTING MONITOR OB 50/CS 130PB,4.5
1512388,BEN GAY (METHYL SALICYLATE) OINT:37.5GM,20
1510266,BENADRYL {diphenhydrAMINE 2% 30GM} CREAM,3
1510271,BENADRYL {diphenhydrAMINE 25MG} CAP/TAB,12
1510269,BENADRYL {diphenhydrAMINE 50MG} CAP,14
1510268,BENADRYL {diphenhydrAMINE} INJ 50MG/1ML,37
9009069,BENADRYL 50MG ING,24
1513561,BENADRYL ELIX {diphenhyd} 25MG/10ML U.D.,14
1515312,BENADRYL{diphenhydrAMINE}MDV 50MG/ML (S),37
1510276,BENEMID {PROBENECID 500MG} TAB,13
1510277,BENTYL {DICYCLOMINE 10MG} CAP,12
1510602,BENTYL {DICYCLOMINE 20MG} TAB,16
1510279,BENTYL {DICYCLOMINE} INJ 20MG/2ML AMPULE,154
70171290,BENZION TINCTURE,1.02
5005460,BENZODIAZEPINE SCREEN WHOLE BLOOD 791540,150
5084182,BENZODIAZEPINES URINE 071308,97
5092589,BETA 2 GLYCOPROTEIN 163915,113
5005122,BETA 2 TRANSFERRIN BF MAYO,532
5084161,BETA-2 MICROGLOBULIN 010181,137
1517067,BETADINE {POVI/IOD} 10% SOLUTION 1ML (S),1
70173540,BETADINE BOTTLE,3.6
5084047,BETA-HYDROXYBUTYRATE,66
1510663,BETAMETHASONE   CREAM 0.05% 15GM,60
1513417,BETAPACE {SOTALOL 80MG} TAB,15
5005395,BHB KETONE,66
1513412,BIAXIN {CLARITHROMYCIN 500MG} TAB,25
1510301,BICILLIN C-R INJ 1.2 MUNITS/2ML (S),125
1510608,BICILLIN LA INJ {PED} 0.6 MIL UNITS/1ML,121
1510305,BICILLIN LA INJ 1.2 MIL UNITS/2ML,158
1513372,BICITRA {SODIUM CITRATE} SOLN 30ML,14
5050122,BILE ACIDS  010330,35
5092034,BILE ACIDS 010330,113
5094026,BILI NEO (FRAC),49
5094027,BILI NEO TOTAL,42
5084003,BILIRUBIN DIRECT,42
5094029,BILIRUBIN FRACTIONATED,49
5084005,BILIRUBIN TOTAL,44
2042129,BINDER ABD UNIV 9   ORT21110LXL,46
2050444,BINDER ABDOMINAL MEDIUM 10,37
2050445,BINDER ABDOMINAL UNIVERSAL 10,293.5
2047038,BINDER ABDOMINAL X LARGE,49.5
70172306,BIO COMPOSITE ANCHOR,715
70171496,BIOCOMPOSITE PUSARTHREX BIO PUSHLOCK 4.5,1037.5
70174190,BIOMET MINI HUMERAL STEM 113631,9090
67151,BIOPATCH PICC CENTRAL LINE,26.5
67152,BIOPATCH PICC CENTRAL LINE,26.87
70174373,BIOPATCH PICC CENTRAL LINE,28.55
1101101,BIOPSY FORCEPS,196
70170908,BIOPSY NEEDLE TRU-CUT,136
7007016,BIOPSY OF SKIN SUBQ SINGLE LESION,330.79
70170515,BIOPSY PUNCH 2MM,2.84
70170516,BIOPSY PUNCH 3MM,3.96
4765003,BIPAP CPAP EQUIPMENT CHECK,0
4765143,BIPAP CPAP INITIAL DAY,446
4765160,BIPAP CPAP SUBSEQUENT DAYS,283
4765161,BIPAP/CPAP SUPPLY,142
70174251,BIPOLAR / ENDOPROSTHESIS - CEMENTED STEM,5000
70130782,BIPOLAR / ENDOPROSTHESIS - POROUS STEM,6000
70170928,BIPOLAR CORD (135166),18.02
70171954,BIPOLAR DISP CORD (8065129001),180.75
70171364,BIPOLAR HEAD STRYKER 44 (UH1-44-28),2512
70171366,BIPOLAR HEAD STRYKER 46 (UH1-46-28),2174.25
70172031,BIT DRILL,32
70172028,BIT DRILL 2.0 ACUMED,110
70172029,BIT DRILL 2.0 ACUMED,110
70172032,BIT DRILL 2.0MM ACUMED,110
70174596,BIT DRILL 2.8 165MM 310.288,217.88
70172033,BIT DRILL 2.8 ACUMED,114
70172034,BIT DRILL 2.8 ACUMED,172.5
70173291,BIT SCREW DRILL 2.7 PERIPHERAL,552.5
5005227,BK VIRUS QUANT URINE 138880,450
5050357,BK VIRUS QUANTITATION PCR 138962,720
65480,BLADE  LARYNG MAC 3 GREENLINE DISP,20.05
65478,BLADE  LARYNG MAC 4 GREENLINE DISP,21.5
65481,BLADE  LARYNG MIL 3 GREENLINE DISP,21.5
65479,BLADE  LARYNG MIL 4 GREENLINE DISP,21.5
70171632,BLADE 10,2.41
70171633,BLADE 11,2.41
70171634,BLADE 12,5.02
70171631,BLADE 15,2.41
70171635,BLADE 20,1.04
70173582,BLADE 5023-144,44
70173795,BLADE ACL 5023-183,187.5
70173227,BLADE ANGLED TOMCAT STRYKER,118.8
70173663,BLADE AVERAGE MEDIUM 2296-3-111,71.7
70172650,BLADE BEAVER KNEE,48
70174659,BLADE CASSETTE QLICKSMART,14.75
2031031,BLADE CLIPPER,11.5
2053583,BLADE CLIPPER SINGLE USE 3M 50/CS 9680,13.25
70170170,BLADE DERMATOME ZIMMER,72
70173688,BLADE FUSION QUADCUT 4.3X13CM 1884380EM,790
70171359,BLADE GIGLI SAW,37.5
70171483,BLADE HALL (5053-234),166
70170327,BLADE INF TURB AND TUBING,467.04
70171482,BLADE MICRO OSCILLATOR (5023-171),107.5
70171481,BLADE MICRO SAGITTAL (5023-138),132
70174087,BLADE MINI BEAVER 64 125300,4.12
70174088,BLADE MINI BEAVER ES BVSBEAV6700,4.97
50726,BLADE NO 20 150/CS,10
50723,BLADE NO. 11 50/BX 371151,0
2030656,BLADE OSCILLATING SAW (EACH),151.75
70174437,BLADE QUADCUT 3.4 1883480HRE,513.6
70174060,BLADE RAD 40 4MM TOTATABLE 1884006EM,830
70171470,BLADE RECIPROCATING (277-96-275),134.75
70171480,BLADE SAGITTAL (5071-553),160
70171965,BLADE SAGITTAL (6118-127-90),154.38
70174562,BLADE SAW 0277-096-325,112
70173823,BLADE SINUS 4MM 1884380HR,635
70172636,BLADE SINUS 60 CRV,321
46522,BLADE SURGICAL #10 DR VINYARD,18.75
44808,BLADE SURGICAL #15 DR VINYARD,18.75
70173196,BLADE TOMCAT STRYKER,266.5
70131433,BLADE XOMED,128
57103,BLADES #10  371150,0
2502953,BLANKET BAIR HUGGER UNDER BODY FULL,27.67
70430851,BLANKET BEAR HUGGER WARMING,156
5050263,"BLASTOMYCES ABS, QUANT.",120
5005500,BLASTOMYCES ANTIGEN 914280,185
5088003,BLEEDING TIME,52
1510311,BLEPH-10 OPTH SOL 15ML,33
70172268,BLOCK BITE OMNI DISPOSABLE,5
5082003,BLOOD ADMINISTRATION,385
70431501,BLOOD PATCH,708
2031037,BLOOD SUGAR ONE TOUCH STRIP,19.75
300308,BLOOD TRANSFUSION SERVICE,0
2030123,BLOOD WARMER,28.25
5050293,BMP WITH IONIZED CALCIUM,47
5050337,BNP (B-NATRIURETIC PEPTIDE),203
2051024,BODY ALIGNER  1MIN,111.25
5050398,BODY FLUID ALBUMIN 315780,16
5005209,BODY FLUID LIPASE 829034,56
5050408,BODY FLUID URIC ACID 019505,20
70172423,BONBONE SCREW T10 3.5X22mmSCREW 40-35022,151.8
3370211,BONE AGE (BOTH WRISTS),267
70171227,BONE CANCELLOUS CUBES,830
70171228,BONE CANCELLOUS GROUND,1112.5
70174449,BONE FENESTRATION PERFORATOR P99-100-200,479.38
3370338,BONE LENGTH STUDY,121
6006048,BONE MARROW ASPIRATE & BIOPSY,114
6031522,BONE MARROW ASPIRATION DIAGNOSTIC,625
6006001,BONE MARROW BIOPSY(IES) DIAGNOSTIC,625
70172655,BONE PUTTY 1ML,450
70171231,BONE PUTTY 5CC,1487.5
70174589,BONE SCREW T10 3.5X10SCREW 10MM 40-35010,151.8
70172526,BONE SCREW T10 3.5X12mm,151.8
70172422,BONE SCREW T10 3.5X16mm,151.8
70174293,BONE SCREW T10 3.5X18mm,151.8
70172527,BONE SCREW T10 3.5X26mmSCREW 26MM,151.8
70185303,BONE SCREW T10 3.5X30mm,151.8
70180169,BONE SCREW T10 3.5X42mm,151.8
70185275,BONE SCREW T10 3.5X44mm,151.8
70180111,BONE SCREW T10 3.5X55mm,151.8
70185092,BONE SCREW T10 3.5X60mm,151.8
70180002,BONE SCREW T10 3.BONE SCREW T10 3.5X14mm,151.8
70172395,BONE SCREW T10 3.BONE SCREW T10 3.5X14mm,151.8
70185020,BONE SCREW T10 3.BONE SCREW T10 3.5X16mm,151.8
70173892,BONE SCREW T10 3.BONE SCREW T10 3.5X20mm,151.8
70180110,BONE SCREW T10 3.BONE SCREW T10 3.5X48mm,151.8
70180112,BONE SCREW T10 3.BONE SCREW T10 3.5X50mm,151.8
70174233,"BONE SCREW, T10, 2.7X14MMSCREW 614714",161.7
70180130,"BONE SCREW, T10, 2.7X16MM",161.7
70174173,"BONE SCREW, T10, 2.7X22MM",242.54
70185067,"BONE SCREW, T10, 2.7X24MM",161.69
70173870,"BONE SCREW, T10, 3.5X14MM",161.7
70174144,"BONE SCREW, T10, 3.5X16MM",161.7
70174041,"BONE SCREW, T10, 3.5X18MM",161.7
70174040,"BONE SCREW, T10, 3.5X20MM",161.7
70180230,"BONE SCREW, T10, 3.5X22MM",161.7
70174176,"BONE SCREW, T10, 3.5X26MM",161.7
70174413,"BONE SCREW, T1SCREW BONE 3.5X70MM 614870",161.7
3370011,BONE SURVEY,547
70170165,BONE WAX,16
1500005,BOOSTRIX (TETANUS/DIPTH/PERT) VACINE (N),127
1515253,BOOSTRIX{TETAN DIPTH PERT} INJ 0.5ML (S),184
2050450,BOOT CAST LARGE,33.25
2050449,BOOT CAST MEDIUM,56.75
70172017,BOOT WALKER,114
2050989,BOOT WALKER LARGE,148
2058707,BOOT WALKER MEDUIM,148
2052257,BOOT WALKER SMALL,148
2057930,BOOT WALKER XLARGE,33.25
5050351,BORDETELLA PARAPERTUSSIS DNA PCR,246
5050350,BORDETELLA PERTUSSIS DNA PCR 138677,246
5084230,BORDETELLA PERTUSSIS IGG/IGM 163030,161
5084231,BORDETELLA PERTUSSIS IGM 161752,161
45098,BOTOX COSMETIC 100 UNITS,1330
1513828,BOTOX INJ 100UNITS,1000
51504,BOTTLE STOOL SPECIMEN    500/CS,0
2031022,BOTTLE VACCUM STERILE 1000ML,11.5
2055207,BOTTLE VACCUUM STERIL 1000ML,11.5
2502998,BOUGIE TTI-C10,26
70171678,BOVI FINE TIP (BATTERY),180.75
70172656,BOVIE ELECTRODE,85
70171320,BOVIE EXTENDER,180.75
70171319,BOVIE PENCIL,180.75
70170329,BOVIE TIP INSULATED,13.65
70171322,BOVIE TIP NEEDLE,5.75
70171321,BOVIE TIP TEFLON COATED,11.88
70131468,BOWL STERIL UTILITY,7
70171316,BOWL STERILE 1232,3.7
1101186,BOWL STERILE UTILITY 1232,3.7
70171961,BOWL TRANSPEC XRAY,8.5
2053240,BOWL UTILITY STERILE 50MIN 61200,9.25
70173521,BRA COMPRESSION 32,89.37
70173522,BRA COMPRESSION 34,83.07
