Hospital Service, Price ,,,,,,,,
CEREBRAL SEIZURE MONITOR+VIDEO  ," $7,301.00 ",,,,,,,,
CEREBRAL SEIZURE MONI-WO VIDEO  ," $5,521.00 ",,,,,,,,
CERV SPIN W/ CNTR," $4,948.00 ",,,,,,,,
CERV.SPIN W/O CNTR              ," $4,306.00 ",,,,,,,,
CERVICOCEREBRAL (ARCH)," $10,742.00 ",,,,,,,,
CESSJ THERAPY CATH REMOVAL," $8,567.00 ",,,,,,,,
CESSJ THERAPY CATH REMOVAL      ," $7,160.00 ",,,,,,,,
Chang ext/int stent w fluro," $5,645.00 ",,,,,,,,
CHANGE CYSTO TUBE COMPLEX       ," $2,696.00 ",,,,,,,,
CHANGE GASTROSTOMY TUBE         ," $1,268.00 ",,,,,,,,
CHANGE OF CYSTOSTOMY TUBE; SIM  , $886.00 ,,,,,,,,
CHANGE OF URETER TUBE/STENT," $5,101.00 ",,,,,,,,
Charge for Delay/hour, $288.00 ,,,,,,,,
CHEMO ADM MAIN SRV IV PUSH <15, $710.00 ,,,,,,,,
"CHEMO ADM, O/T IV, SQ/IM, ONCE  ", $574.00 ,,,,,,,,
CHEMO ADMIN EA ADDTL SEQ INF    ," $1,005.00 ",,,,,,,,
CHEMO ADMIN INTRA-ARTERIAL, $667.00 ,,,,,,,,
"CHEMO ADMIN, INFUS, > 8 HRS     "," $1,102.00 ",,,,,,,,
CHEMO ANTI-NEOPL SQ/IM          , $574.00 ,,,,,,,,
CHEMO CNS WITH LUMBAR PUNCTURE  ," $6,218.00 ",,,,,,,,
CHEMO HORMON ANTINEOPL SQ/IM    , $462.00 ,,,,,,,,
CHEMO IA INFUSION UP TO 1 HR    ," $1,086.00 ",,,,,,,,
CHEMO IA PUSH TECNIQUE          , $667.00 ,,,,,,,,
CHEMO IA; INFUSION; > 8 HRS     ," $1,010.00 ",,,,,,,,
CHEMO INJ VIA SQ RESERVOIR      ," $2,629.00 ",,,,,,,,
CHEMO INTRALESIONAL UP TO 7     , $532.00 ,,,,,,,,
CHEMO IV INFUS EACH ADDL SEQ =," $1,005.00 ",,,,,,,,
CHEMO IV INFUSION 1 HR          , $933.00 ,,,,,,,,
CHEMO IV INFUSION ADDL HR, $933.00 ,,,,,,,,
CHEMO IV PUSH ADDL DRUG         ," $2,098.00 ",,,,,,,,
CHEMO IV PUSH SNGL DRUG         , $710.00 ,,,,,,,,
CHEMO PROC IN OR                ," $6,218.00 ",,,,,,,,
"CHEMO, INTRA-ART, 1-8 HRS, EA   "," $1,010.00 ",,,,,,,,
"CHEMO, IV INFUS, + HR UP TO 8   ", $933.00 ,,,,,,,,
CHEMOTX ADMN PRTL CAVITY        , $853.00 ,,,,,,,,
CHEST 1 VIEW                    , $401.00 ,,,,,,,,
CHEST 2 VIEWS                   , $495.00 ,,,,,,,,
CHEST 4 VIEWS                   , $749.00 ,,,,,,,,
CHEST AND ABDOMEN               , $401.00 ,,,,,,,,
CHEST APICAL LORDOTIC PROJECT   , $667.00 ,,,,,,,,
"CHEST COMP.W/FLUORO, MIN 4 VIE  "," $1,173.00 ",,,,,,,,
"CHEST OBLIQUE PROJECTION, 2 VI  ", $685.00 ,,,,,,,,
CHEST PT; INIT OR EVAL, $311.00 ,,,,,,,,
CHEST PT; SUBSEQUENT, $255.00 ,,,,,,,,
"CHEST THERAPY, INITIAL          ", $311.00 ,,,,,,,,
"CHEST THERAPY, SUBSEQUENT       ", $255.00 ,,,,,,,,
CHEST TUBE INSERTION," $1,431.00 ",,,,,,,,
"CHEST, DECUBITUS & BUCKY,", $495.00 ,,,,,,,,
"CHEST, DECUBITUS & BUCKY,       ", $495.00 ,,,,,,,,
CHOLANGIO OR," $1,012.00 ",,,,,,,,
"CHOLANGIOGRAM IN OR, ADD SET", $461.00 ,,,,,,,,
CHOLANGIOGRAM W/FLUORO          ," $1,472.00 ",,,,,,,,
CHOLECYSTOGRAPHY ORAL, $486.00 ,,,,,,,,
CHORIONIC VILLUS SMPLG ANY MTH  ," $3,571.00 ",,,,,,,,
CIRCUMCISION NEONATE <=28 DAYS  ," $11,208.00 ",,,,,,,,
CIRCUMCISION W/REGIONL BLOCK    ," $11,208.00 ",,,,,,,,
CL TX CARPL BONE FX 2/MANIP EA  ," $4,544.00 ",,,,,,,,
CL TX DISTAL FIB FX W MANIP     ," $6,355.00 ",,,,,,,,
CL TX DISTAL FIB FX WO MANIP    ," $4,242.00 ",,,,,,,,
CL TX FX PHLNX N/GR TOE W/MANI  ," $1,540.00 ",,,,,,,,
CL TX FX/DISLOC THUMB W/MAN     ," $4,646.00 ",,,,,,,,
CL TX HIP ARTHRPL DISLC W/ANES  ," $9,094.00 ",,,,,,,,
CL TX HIP ARTHRPL DISLC WO ANS  ," $6,611.00 ",,,,,,,,
CL TX HIP DISLC TRAUMA W/ANES   ," $7,585.00 ",,,,,,,,
CL TX HIP DISLC TRAUMA WO ANES  ," $5,416.00 ",,,,,,,,
CL TX IP JT DISLC W/MAN W/ANES  ," $8,741.00 ",,,,,,,,
CL TX IP JT DISLC W/MAN WO ANE  ," $1,924.00 ",,,,,,,,
CL TX MED MALLEOLUS FX W MANI   ," $6,629.00 ",,,,,,,,
CL TX METACARP FX 1 W/MANIP EA  ," $4,521.00 ",,,,,,,,
CL TX POST ANKLE FX W/MNPJ      , $608.00 ,,,,,,,,
CL TX RAD&ULNA SHFT FX W/MANI   ," $9,753.00 ",,,,,,,,
CL TX SC/TC FEMUR FX W MANIP    , $765.00 ,,,,,,,,
CL TX TALUS FX W/ MANIPULATION  , $723.00 ,,,,,,,,
CL TX TIBIAL FX PROX W MANIP    ," $7,509.00 ",,,,,,,,
CL TX TIBIAL SHFT FX W MANIP    ," $10,687.00 ",,,,,,,,
CL TX ULNAR STYLOID FX          ," $5,180.00 ",,,,,,,,
CL. TX FEMUR W/MANIP            ," $12,109.00 ",,,,,,,,
CLAVICLE, $585.00 ,,,,,,,,
CLAVICLE LT                     , $585.00 ,,,,,,,,
CLAVICLE RT                     , $585.00 ,,,,,,,,
"CLAVICLE, COMPLETE, BILAT       ", $585.00 ,,,,,,,,
CLINIC ESTAB PT COMPLEX, $223.00 ,,,,,,,,
CLINIC ESTAB PT COMPREHENS      , $223.00 ,,,,,,,,
CLINIC ESTAB PT DETAILED        , $223.00 ,,,,,,,,
CLINIC ESTAB PT EXPANDED, $223.00 ,,,,,,,,
CLINIC ESTAB PT FOCUSED, $223.00 ,,,,,,,,
CLINIC NEW PATIENT EXPANDED     , $223.00 ,,,,,,,,
CLINIC NEW PT COMPLEX, $223.00 ,,,,,,,,
CLINIC NEW PT COMPREHENSIVE     , $223.00 ,,,,,,,,
CLINIC NEW PT DETAILED, $223.00 ,,,,,,,,
CLINIC NEW PT FOCUSED           , $223.00 ,,,,,,,,
CLINIC VISIT EXAM               , $223.00 ,,,,,,,,
CLINICAL ORAL EXAM - INITIAL    , $96.00 ,,,,,,,,
CLINICAL ORAL EXAM - PERIODIC   , $75.00 ,,,,,,,,
CLINICAL ORAL EXAM - PROBLEM    , $72.00 ,,,,,,,,
CLO LACERATION MOUTH 2.5CM/LES  ," $1,249.00 ",,,,,,,,
CLO TX ANK DISLOC WO ANES       ," $3,904.00 ",,,,,,,,
CLO TX ARTIC FX MCP/IP JT WO M  ," $2,890.00 ",,,,,,,,
CLO TX BIMALLEOLAR ANK FX W M   ," $10,110.00 ",,,,,,,,
CLO TX DISLO THUMB W/MANIP      ," $1,927.00 ",,,,,,,,
CLO TX DIST PHALNGL FX W/MANIP  ," $2,744.00 ",,,,,,,,
CLO TX DIST RAD FX W/MANIP      ," $6,795.00 ",,,,,,,,
CLO TX FEM DIST END W/MANIP     ," $10,418.00 ",,,,,,,,
CLO TX FX ARTIC-DIST TIB W TRA  ," $11,553.00 ",,,,,,,,
CLO TX GRT TOE PHALANX W/MANIP  ," $2,680.00 ",,,,,,,,
CLO TX HUMER CONDYL FX W MAN    ," $5,940.00 ",,,,,,,,
CLO TX HUMRL FX W/MANP W/WO TR  ," $7,424.00 ",,,,,,,,
CLO TX MANDBLR FX W INTER FIX   ," $15,006.00 ",,,,,,,,
CLO TX MANDBLR FX WO MANIP      ," $5,746.00 ",,,,,,,,
CLO TX MCP DISL-1 W/MAN WO ANE  ," $2,744.00 ",,,,,,,,
CLO TX MONTEG FX ELBOW W/MANIP  ," $8,095.00 ",,,,,,,,
CLO TX NASAL BONE FX WO STABIL  ," $2,605.00 ",,,,,,,,
CLO TX PATELLAR DISLOC WO ANES  ," $3,035.00 ",,,,,,,,
CLO TX PHALANGL FX W/WO TRACT   ," $3,569.00 ",,,,,,,,
CLO TX RAD HEAD SUBLUXA CHILD   ," $1,465.00 ",,,,,,,,
CLO TX RAD HEAD/NECK FX W/MNP   ," $5,534.00 ",,,,,,,,
CLO TX RADIAL SHAFT FX W/MANIP  ," $6,545.00 ",,,,,,,,
CLO TX SHLDR DIS W/MNP W/ANES   ," $6,544.00 ",,,,,,,,
CLO TX SHLDR DIS W/MNP WO ANES  ," $4,363.00 ",,,,,,,,
CLO TX TM DISLOC INIT/SUBSQT    ," $2,486.00 ",,,,,,,,
CLO TX TRIMALLEOLAR ANK FX W/M  ," $11,553.00 ",,,,,,,,
CLOSED REDUC DISLOC             , $832.00 ,,,,,,,,
CLOSED TREATMENT FEMORAL FX     ," $9,912.00 ",,,,,,,,
CLOSURE EYELID BY SUTURE        ," $1,194.00 ",,,,,,,,
CLOSURE WOUND 2.6CM TO 7.5CM," $2,716.00 ",,,,,,,,
CLSD RED SIMPL MANDIBLE FX      , $671.00 ,,,,,,,,
CLSD TX PALAT MAXILA FX         ," $12,109.00 ",,,,,,,,
CLTX DSTL RDL FX/EPI SEP W MNP  ," $6,795.00 ",,,,,,,,
CNS MONITOR RECORDING           ," $1,977.00 ",,,,,,,,
CNTRL POST EPISTAX INIT         ," $3,342.00 ",,,,,,,,
COCHLEAR IMPLT F/UP EXAM < 7    , $820.00 ,,,,,,,,
Cognitive Skills Development, $230.00 ,,,,,,,,
COGNITIVE SKILLS DEVELOPMENT    , $230.00 ,,,,,,,,
COLLECT BLOOD FROM PICC         , $60.00 ,,,,,,,,
COLLECTION OF BLD FROM VAD, $826.00 ,,,,,,,,
COLON BARIUM ENEMA              ," $1,511.00 ",,,,,,,,
COLPOSCOPY OF CERVIX            ," $1,947.00 ",,,,,,,,
COLPOSCOPY OF VAGINA            ," $1,145.00 ",,,,,,,,
"COM ILIAC CONTRAL EA 2,3 ORD E", $762.00 ,,,,,,,,
COMA STIMULATION BY PT          , $245.00 ,,,,,,,,
COMA STMULATION BY OT           , $245.00 ,,,,,,,,
COMMUNITY WORK REINTEG 15 MIN   , $256.00 ,,,,,,,,
COMMUNITY/WORK REINTEGRATION    , $256.00 ,,,,,,,,
COMP AUDIOLOGY EVAL ADULT, $481.00 ,,,,,,,,
COMPL FETAL DOPPLER ECHOCARGIO, $885.00 ,,,,,,,,
COMPLETE DENTURE - MAND         ," $1,692.00 ",,,,,,,,
COMPLETE DENTURE - MAX          ," $1,692.00 ",,,,,,,,
COMPLEX CARE MANAGEMENT, $106.00 ,,,,,,,,
COMPLEX CYSTOMETROGRAM          ," $4,301.00 ",,,,,,,,
COMPLEX DRAINAGE WOUND          ," $3,792.00 ",,,,,,,,
COMPLEX UROFLOWMETRY            ," $1,210.00 ",,,,,,,,
COMPLEXITY ADD ON - REHAB, $124.00 ,,,,,,,,
COMPOSITE - FOUR SURFACES       , $252.00 ,,,,,,,,
COMPOSITE - ONE SURFACE         , $141.00 ,,,,,,,,
COMPOSITE - THREE SURFACES      , $252.00 ,,,,,,,,
COMPOSITE - TWO SURFACES        , $198.00 ,,,,,,,,
COMPOSITE (1 SURFACE)           , $141.00 ,,,,,,,,
COMPOSITE (2 SURFACES)          , $198.00 ,,,,,,,,
COMPOSITE CROWN - ANTERIOR      , $675.00 ,,,,,,,,
COMPOSITE I - POST              , $168.00 ,,,,,,,,
COMPOSITE II - POST             , $237.00 ,,,,,,,,
COMPOSITE III - POST            , $252.00 ,,,,,,,,
COMPOSITE SKIN GRAFT            ," $5,655.00 ",,,,,,,,
COMPREHENSIVE ORAL EVALUATION   , $96.00 ,,,,,,,,
CONDITIONING PLAY AUDIOMETRY, $358.00 ,,,,,,,,
CONE BEAM CT                    , $125.00 ,,,,,,,,
CONGENITAL  ECHO COMPLETE       ," $2,794.00 ",,,,,,,,
CONGENITAL ECHO LIMITED         ," $1,404.00 ",,,,,,,,
CONSULT- I/P-BRIEF DIABETES ED, $254.00 ,,,,,,,,
CONSULT-I/P DIABETES ED F/U-30, $252.00 ,,,,,,,,
CONT GLUC MNTR ANALYSIS I&R, $110.00 ,,,,,,,,
CONT GLUC MNTR PHYS/QHP EQP, $594.00 ,,,,,,,,
CONTROL NASAL HEMORRH ANT SIMP  ," $1,085.00 ",,,,,,,,
CONVERSION EXT BIL DRG CATH     ," $3,495.00 ",,,,,,,,
CONVERT NEPHROSTOMY CATHETER," $3,956.00 ",,,,,,,,
CORE BUILD-UP                   , $204.00 ,,,,,,,,
CORNEAL TISSUE PROCESSING       ," $3,216.00 ",,,,,,,,
CORONARY ARTERY 1ST ORD," $13,026.00 ",,,,,,,,
CORTICAL MAPPING 1ST HOUR       ," $1,400.00 ",,,,,,,,
CORTICAL STIM GRID              ," $1,400.00 ",,,,,,,,
COVER EYE W/MEMBRANE            ," $2,916.00 ",,,,,,,,
CPAP                            ," $1,001.00 ",,,,,,,,
"CPAP, LESS THAN 6 HRS           "," $7,747.00 ",,,,,,,,
CPR                             ," $1,325.00 ",,,,,,,,
CRIS INTERVENTION PER DIEM-SED," $3,401.00 ",,,,,,,,
CRISIS INTERV PER HR-TH/SED," $1,089.00 ",,,,,,,,
CRISIS INTERVENTION PER 15 MIN  , $298.00 ,,,,,,,,
CRISIS INTERVENTION PER DIEM," $3,401.00 ",,,,,,,,
CRISIS INTERVENTION PER HOUR," $1,089.00 ",,,,,,,,
CRISIS INTERVENTIONPER15MIN-TH, $298.00 ,,,,,,,,
CRITICAL CARE 1ST HOUR          ," $6,105.00 ",,,,,,,,
CRITICAL CARE ADDL 30 MIN       , $614.00 ,,,,,,,,
CROWN BUILD-UP -PIN RET         , $204.00 ,,,,,,,,
CROWN FULL CAST - BASE METAL    , $882.00 ,,,,,,,,
CROWN FULL CAST- GOLD           ," $1,104.00 ",,,,,,,,
CROWN LENGTHENING               , $417.00 ,,,,,,,,
CROWN PORCELAIN                 ," $1,524.00 ",,,,,,,,
CROWN PORCELAIN - NOBLE METAL   ," $1,116.00 ",,,,,,,,
CROWN PORCELAIN (NP)            , $918.00 ,,,,,,,,
CROWN RESIN - PREFAB            , $215.00 ,,,,,,,,
CROWN-PORCELAIN (S.P.)          ," $1,116.00 ",,,,,,,,
CRYOPRESERVE STEM CELLS         ," $3,658.00 ",,,,,,,,
"CRYOTHERAPY, PERCUTANEOUS,TUMO  "," $22,500.00 ",,,,,,,,
CSF FLOW; CISTEROGRAM           ," $3,125.00 ",,,,,,,,
CSF LEAKAGE IMAGING             ," $2,895.00 ",,,,,,,,
CSF; SPECT                      ," $4,552.00 ",,,,,,,,
C-SPINE SINGLE VIEW, $486.00 ,,,,,,,,
CSPINE W&WO CONTRST             ," $5,941.00 ",,,,,,,,
CT - LIMITED OR FOLLOW-UP STUD," $1,297.00 ",,,,,,,,
CT ABD & PELV 1/> REGNS," $10,210.00 ",,,,,,,,
CT ABD & PELV W/CONTRAST," $7,452.00 ",,,,,,,,
CT ABD & PELVIS                 ," $6,315.00 ",,,,,,,,
CT ABD & PELVIS 1/> REGNS       ," $10,210.00 ",,,,,,,,
CT ABD & PELVIS W/ CONTRAST     ," $7,452.00 ",,,,,,,,
CT ABD W AND WO CONTRAST," $6,233.00 ",,,,,,,,
CT ABD W CONTRAST," $5,195.00 ",,,,,,,,
CT ABD WO CONTRAST," $4,516.00 ",,,,,,,,
CT ANGIO ABD AORTA & RUNOFF     ," $16,395.00 ",,,,,,,,
CT ANGIO ABD&PELV W/O&W/DYE," $5,666.00 ",,,,,,,,
CT ANGIO ABDOM W/O &W/DYE       ," $7,728.00 ",,,,,,,,
CT ANGIO LOWEXT BILAT C+/C-/3D  ," $2,923.00 ",,,,,,,,
CT ANGIO LOWEXT RT C+/C-/3D     ," $2,923.00 ",,,,,,,,
CT ANGIO LWR EXTR W/O&W/DYE," $2,923.00 ",,,,,,,,
CT ANGIO PELVIS C+/C-," $2,834.00 ",,,,,,,,
CT ANGIO THORAX C+/ C-          ," $2,834.00 ",,,,,,,,
CT ANGIO UPEXT BILAT C+/C-/3D   ," $2,923.00 ",,,,,,,,
CT ANGIO UPEXT LT C+/C-/3D      ," $2,923.00 ",,,,,,,,
CT ANGIOGRAPHY FULL WITH 3D     ," $3,140.00 ",,,,,,,,
CT CHEST SCREENING," $4,147.00 ",,,,,,,,
CT FINE NEEDLE ASP 1ST LESION, $840.00 ,,,,,,,,
CT GUIDANCE DRAIN ABCESS        ," $3,026.00 ",,,,,,,,
CT GUIDANCE FOR STEREOTAC LOCA  ," $2,256.00 ",,,,,,,,
CT GUIDANCE TISSUE ABLAT        ," $2,262.00 ",,,,,,,,
CT GUIDE FOR NEEDLE BIOPSY      ," $6,874.00 ",,,,,,,,
CT GUIDE FOR TISSUE ABLATION," $2,262.00 ",,,,,,,,
CT HRT W/3D IMAGE               ," $3,140.00 ",,,,,,,,
CT HRT W/3D IMAGE CONGEN        ," $2,882.00 ",,,,,,,,
CT INJ FACET LUMBAR," $2,644.00 ",,,,,,,,
CT L EXTR W AND WO CONTRAST," $2,640.00 ",,,,,,,,
CT L EXTR W CONTRAST," $2,273.00 ",,,,,,,,
CT L EXTR WO CONTRAST," $1,716.00 ",,,,,,,,
CT LEG LENGTH SCANOGRAM, $816.00 ,,,,,,,,
CT LIMITED OR LOCAL F/U STUDY   ," $1,297.00 ",,,,,,,,
CT PERFUSION W/CONTRAST CBF     , $818.00 ,,,,,,,,
CT S/P INJECTION/ASPIRATION PR  ," $1,059.00 ",,,,,,,,
CT S/P NEEDLE LOCALIZATION      ," $8,676.00 ",,,,,,,,
CT SCAN FOR LOCALIZATION," $2,256.00 ",,,,,,,,
CT SCAN FOR NEEDLE BIOPSY," $6,874.00 ",,,,,,,,
"CTA ANGIO, HEAD, W/O & W CTN"," $6,096.00 ",,,,,,,,
"CTA, ANGIO, NECK, W/O & W CTN   "," $6,507.00 ",,,,,,,,
CTRL OROPHARYNG HEMORR SIMPL    ," $2,794.00 ",,,,,,,,
CUTTING RAMUS OPEN W/GRAFT      ," $5,169.00 ",,,,,,,,
CVA MAINT. FIBRIN STRIP," $1,918.00 ",,,,,,,,
CVA MAINT. THRU LUMEN," $1,257.00 ",,,,,,,,
CVSLR STRESS TEST; TRACING      ," $1,218.00 ",,,,,,,,
CYSTO REM FB/STONE/STENT        ," $1,720.00 ",,,,,,,,
CYSTO W DIL OF URETHRAL STRICT  ," $4,003.00 ",,,,,,,,
CYSTO W REMOVAL FB/STENT; SIMP  ," $1,720.00 ",,,,,,,,
CYSTO W/URETERAL CATH           ," $1,342.00 ",,,,,,,,
CYSTOGRAPHY                     , $891.00 ,,,,,,,,
CYSTOMETROGRAM W/UP             ," $3,370.00 ",,,,,,,,
CYSTOMETROGRAM W/VP             ," $1,954.00 ",,,,,,,,
CYSTOMETROGRAM W/VP&UP          ," $1,329.00 ",,,,,,,,
CYSTOSCOPY AND TREATMENT        ," $1,720.00 ",,,,,,,,
CYSTOSCOPY W/BIOPSY(S)          ," $4,226.00 ",,,,,,,,
CYSTOURETHROSCOPY               ," $2,453.00 ",,,,,,,,
DEB BONE 20 SQ CM/<             ," $2,963.00 ",,,,,,,,
DEBR SK/MSL/BONE ADDL 20SQ CM," $1,632.00 ",,,,,,,,
DEBRD & BURNS I  PR12, $150.00 ,,,,,,,,
DEBRD & BURNS II PR13, $252.00 ,,,,,,,,
DEBRD & BURNS III PR14, $401.00 ,,,,,,,,
DEBRD & BURNS IV PR 15, $476.00 ,,,,,,,,
DEBRIDE INFECTED SKIN           , $428.00 ,,,,,,,,
DEBRIDE NAIL 1-5                , $231.00 ,,,,,,,,
DEBRIDE SKIN  FX                ," $2,834.00 ",,,,,,,,
DEBRIDE SKIN/MSL ADDL 20SQ CM," $1,089.00 ",,,,,,,,
DEBRIDE SKIN/TISSUE             ," $2,075.00 ",,,,,,,,
DEBRIDE SUB CU EA ADDL 20SQ CM," $1,089.00 ",,,,,,,,
DEBRIDEMENT LEVEL 5 PR16, $881.00 ,,,,,,,,
DECLOT THROM AGENT/IMPL VASDEV," $6,767.00 ",,,,,,,,
DECLOT VASCULAR DEVICE," $6,767.00 ",,,,,,,,
DEEP SEDATI GEN ANES EACH 15MI  , $60.00 ,,,,,,,,
DELIVERY OF PLACENTA            ," $12,816.00 ",,,,,,,,
DENTAL CONSULT EXPANDED         , $316.00 ,,,,,,,,
DENTAL FULL MOUTH DEBRIDEMENT   , $168.00 ,,,,,,,,
DENTAL ONLAY PORC 4/MORE SUR    , $921.00 ,,,,,,,,
DENTAL OTHER MEDICATIONS        , $39.00 ,,,,,,,,
DENTAL PROC IN OR               ," $6,218.00 ",,,,,,,,
DENTAL SURGERY TIME CHARGE      ," $5,233.00 ",,,,,,,,
DENTAL SURGERY TIME CHARGE      ," $3,848.00 ",,,,,,,,
DENTURE ADJ - OVER 3 MOS        , $111.00 ,,,,,,,,
DENTURE ADJ >3 MOS POST INSERT  , $111.00 ,,,,,,,,
DEPLETION PROCEDURE BY CD34 SE  ," $25,701.00 ",,,,,,,,
DESCENDING THORACIC AORTA GRAF," $13,644.00 ",,,,,,,,
DESEN AGENT - PER TOOTH         , $43.00 ,,,,,,,,
DESIGN MLC DEVICE FOR IMRT      ," $1,620.00 ",,,,,,,,
DEVELOPING TESTING LIMITED      ," $1,114.00 ",,,,,,,,
DEXA BONE DENSITY STUDY," $1,562.00 ",,,,,,,,
"Dexa Radius, Wrist, Heel", $246.00 ,,,,,,,,
DIABETES EDUCATION IP, $258.00 ,,,,,,,,
DIAG ANGIO PERCUTAN MECHAN," $1,612.00 ",,,,,,,,
DIAG COCHLEAR IMP >7YRS         , $426.00 ,,,,,,,,
DIAGNOSTIC ANOSCOPY SPX         , $404.00 ,,,,,,,,
DIAGNOSTIC LARYNGOSCOPY         , $967.00 ,,,,,,,,
DIALYSIS CIRCUIT EMBOLJ, $840.00 ,,,,,,,,
"DIL URETH STRICT, SOUND;MALE,   ", $508.00 ,,,,,,,,
DILATE ESOPHAGUS OVER GUIDE WI," $1,398.00 ",,,,,,,,
DILATE NEPHROSTOMY TRACT PERC," $5,174.00 ",,,,,,,,
DILATE URETHRA STRICTURE        , $508.00 ,,,,,,,,
DILATION URETERS W STENT PLACE," $5,567.00 ",,,,,,,,
DISKOGRAPHY CERVICAL (EA LEV)," $2,256.00 ",,,,,,,,
DISKOGRAPHY LUMBAR (EA LEV)," $2,130.00 ",,,,,,,,
DLYD PLMT PROSTH 1ST VSL," $3,166.00 ",,,,,,,,
DONOR LYMPHO ACQUIS INTERNATIO  ," $40,289.00 ",,,,,,,,
DOPP ADDON STRESS OR CONG," $2,744.00 ",,,,,,,,
DOPPLER ADD ON FOR LIMITED TTE  ," $1,546.00 ",,,,,,,,
DOPPLER COLOR FLOW              ," $1,546.00 ",,,,,,,,
DOPPLER COLOR FLOW ADD ON       ," $1,546.00 ",,,,,,,,
DOPPLER ECHO LIMITED/FLLW UP    ," $1,546.00 ",,,,,,,,
DOPPLER FETAL CV                , $885.00 ,,,,,,,,
DOPPLER STUDIES CEREB ARTERY    , $765.00 ,,,,,,,,
DOPPLER STUDY UMBILICAL ARTERY  , $765.00 ,,,,,,,,
DOPPLER TCD LTD OR +VWS         , $845.00 ,,,,,,,,
DOPPLER ULTRASOUND KIDNEY       ," $1,630.00 ",,,,,,,,
DOPPLERECHO LIMITED/F-UP ADDON  ," $1,546.00 ",,,,,,,,
DOSE - 100UCII-123, $138.00 ,,,,,,,,
DOSE - 12MCI, $117.00 ,,,,,,,,
DOSE - 6MCI GA67, $117.00 ,,,,,,,,
DOSE - CERETEC," $2,560.00 ",,,,,,,,
DOSE - I-131 DIAG CAP 4MCI," $4,591.00 ",,,,,,,,
DOSE - I-131-CAPSULE 1MCI, $338.00 ,,,,,,,,
DOSE - IN111 - WBC," $1,688.00 ",,,,,,,,
DOSE - IN111 DTPA," $6,600.00 ",,,,,,,,
DOSE - IN-111-ONCOSCINT," $5,046.00 ",,,,,,,,
DOSE - NEUROLITE," $2,432.00 ",,,,,,,,
DOSE - SR-89," $34,500.00 ",,,,,,,,
DOSE - TC-99M - HSA," $4,591.00 ",,,,,,,,
DOSE - TC-99M - MDP, $47.00 ,,,,,,,,
DOSE - TC-99M - MICROLITE," $4,591.00 ",,,,,,,,
DOSE - TC-99M - PYP, $132.00 ,,,,,,,,
DOSE - TC-99M-DTPA UP TO 25MCI, $102.00 ,,,,,,,,
DOSE - TC-99M-DTPA UP TO 75MCI, $91.00 ,,,,,,,,
DOSE - XE133 GAS, $73.00 ,,,,,,,,
DOSE #2 TC99M SESTAMIBI, $122.00 ,,,,,,,,
DOSE 1 TETROFOSMIN, $166.00 ,,,,,,,,
DOSE 1 THALLIUM TL201, $44.00 ,,,,,,,,
DOSE 1-131 THERAPY ADD'L MCI, $35.00 ,,,,,,,,
DOSE 2 TETROFOSMIN, $166.00 ,,,,,,,,
DOSE 2 THALLIUM TL201, $44.00 ,,,,,,,,
DOSE CERETEC WBC," $5,153.00 ",,,,,,,,
DOSE OCTREOSCAN," $7,239.00 ",,,,,,,,
DOSE TAGGED RBC, $522.00 ,,,,,,,,
DOSE TC 99M SULFUR COLLOID, $204.00 ,,,,,,,,
DOSE TC99M, $3.00 ,,,,,,,,
DOSE TC99M SESTAMIBI, $122.00 ,,,,,,,,
DOSE TCMAG3, $586.00 ,,,,,,,,
DOSE-IN111 CAPROMAB," $4,635.00 ",,,,,,,,
DPLX AV FISTULA / GRAPH         ," $1,299.00 ",,,,,,,,
DPLX EXCRAN ART F/U OR LIM      ," $1,301.00 ",,,,,,,,
"DPLX FEM+POP VEINS, COMPLETE B  "," $1,642.00 ",,,,,,,,
DPLX HEP AND/OR SPLEN ART       ," $1,915.00 ",,,,,,,,
DPLX LOW EXT GRAFT              ," $1,036.00 ",,,,,,,,
DR  ABSC/HEMATOMA NASAL SEPTUM  ," $1,009.00 ",,,,,,,,
DR ABSC CYST HEMAT-MOUTH; COMP  ," $3,690.00 ",,,,,,,,
DR ABSC CYST HEMAT-MOUTH; SIMP  , $994.00 ,,,,,,,,
DR ABSC/HEMATOMA NASAL INT      , $861.00 ,,,,,,,,
DR LN ABSCESS/INFECTION; SIMPL, $659.00 ,,,,,,,,
DR OVARIAN ABSCESS; ABDOMINAL," $9,440.00 ",,,,,,,,
DRAIN ABSCESS DENTOALVEOLAR ST  ," $1,958.00 ",,,,,,,,
DRAIN BL W/CATH INSERTION," $7,773.00 ",,,,,,,,
DRAIN BLADDER BY TROCAR/CATH," $2,230.00 ",,,,,,,,
DRAIN EXT EAR ABSCESS SIMPL     ," $1,086.00 ",,,,,,,,
DRAIN EXTERNAL AUDITORY CANAL   ," $1,091.00 ",,,,,,,,
"DRAIN FINGER ABSCESS, COMPL     "," $3,753.00 ",,,,,,,,
"DRAIN FINGER ABSCESS, SIMP      "," $1,228.00 ",,,,,,,,
DRAIN INJ MAJOR JOINT BURSA US  , $949.00 ,,,,,,,,
Drain leg," $4,053.00 ",,,,,,,,
DRAIN PERIVESIC OR PREVESIC SP," $7,091.00 ",,,,,,,,
DRAINAGE MOUTH ROLESION         , $847.00 ,,,,,,,,
DRAINAGE OF EYE                 ," $6,625.00 ",,,,,,,,
