Hospital Name:  Mercy St Marys SF,,,,,
OSHPD Facility No: 10630965,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator,,
1098854,EQ OTHER DIAG-ALLERGY TST, -   ,2,,
1098862,EQ ANESTH INCIDENT TO RAD, -   ,2,,
1098912,EQ OB CIRCUMCISION       , -   ,2,,
1098920,EQ TRAUMA RESPONSE LEVIII, -   ,2,,
1098938,EQ PREVENTIVE CARE       , -   ,2,,
1098953,EQ PHYSICAL THER FUNCCODE, -   ,2,,
1098961,EQ OCCUP THER FUNC CODE  , -   ,2,,
1098979,EQ SPEECH PATH FUNC CODE , -   ,2,,
1098987,EQ ROOM PRIVATE M/S/GYN  , -   ,2,,
1098995,EQ ROOM PRIVATE PEDS     , -   ,2,,
1099001,EQ ROOM PRIVATE PSYCH    , -   ,2,,
1099019,EQ ROOM PRIVATE REHAB    , -   ,2,,
1099027,EQ ROOM SEMI DETOX       , -   ,2,,
1099035,EQ ROOM SEMI PEDS 3/4    , -   ,2,,
1099043,EQ ROOM SEMI PSYCH 3/4   , -   ,2,,
1099050,EQ ROOM SEMI REHAB 3/4   , -   ,2,,
1099068,EQ ROOM PRIVATE DLX GEN  , -   ,2,,
1099076,EQ ROOM PRIVATE DLX M/S/G, -   ,2,,
1099084,EQ ROOM ICU PEDS         , -   ,2,,
1099092,EQ ROOM ICU PSYCH        , -   ,2,,
1099100,EQ EMERGENCY URGENT CARE , -   ,2,,
1099118,EQ EMERGENCY OTHER       , -   ,2,,
1099134,EQ TRAUMA RESPONSE LEV I , -   ,2,,
1099142,EQ OB LABOR RM/DELIVERY  , -   ,2,,
1099159,EQ DIALYS IP PERITONEAL  , -   ,2,,
1099167,EQ BH ELECTROSHOCK       , -   ,2,,
1099175,EQ BH ACTIVITY THERAPY   , -   ,2,,
1099183,EQ BH PARTIAL HOSPITAL   , -   ,2,,
1099191,EQ BH PARTIAL HOSPITL INT, -   ,2,,
1099209,EQ PAP SMEAR             , -   ,2,,
1099217,EQ ORGAN ACQUISITION     , -   ,2,,
1099664,DESENSITIZAT RAPID EA HR , 958.00 ,,,
1099911,EQ IP/OBSV PSYCH SITTER  , -   ,2,,
1099977,EQ PHARM W HCPCS NON-COV , -   ,2,,
1099995,EQ ACUPUNCTURE           , -   ,2,,
1110006,EEG DEPARTMENT           , -   ,2,,
1112069,EEG AWAKE & DROWSY       ," 1,588.00 ",,,
1112119,EEG COMA OR SLEEP ONLY   ," 1,682.00 ",,,
1112267,EEG CEREBRAL SILENCE     ," 1,376.00 ",,,
1200005,RESPIRATORY DEPT         , -   ,2,,
1210053,MANIPULAT CHEST WALL INIT, 517.00 ,,,
1210301,VENT INIT DAY INVASIVE   ," 14,264.00 ",,,
1210509,PULSE OX SINGLE DETERMIN , 187.00 ,,,
1210699,ACT POC                  , 125.00 ,,,
1210707,BLOOD GAS PH PCO2 PO2 POC, 670.00 ,,,
1210715,ARTERIAL PUNCTURE        , 275.00 ,,,
1210855,PULMONARY COMPLIANC STUDY, 268.00 ,,,
1211101,PULSE OX CONTIN OVERNIGHT," 1,446.00 ",,,
1211440,BLAND AERO TX INIT EA DAY, 554.00 ,,,
1211465,BLAND AERO TX SUBSEQUENT , 495.00 ,,,
1211655,CPR                      ," 2,689.00 ",,,
1211689,RESP EKG 12LD STATISTC NC, -   ,1,,
1211697,CPAP/BIPAP VENT INIT/DAY ," 13,062.00 ",,,
1211705,AEROSOL INH PENTAMIDIN TX, 371.00 ,,,
1211713,BLOOD GAS W O2 SAT POC   , 813.00 ,,,
1211721,BLOOD GAS O2 SAT ONLY POC, 249.00 ,,,
1211739,BRONCH THER ASPIRATE INIT," 1,694.00 ",,,
1211747,BRONCH ALVEOLAR LAVAGE   ," 2,202.00 ",,,
1211754,BRONCH BRONCHOSCOPY DX   ," 2,202.00 ",,,
1211762,BRONCH BRUSHING/PROTECTED," 1,694.00 ",,,
1211770,BRNCH W TRNSBR BX SNG LBE," 3,116.00 ",,,
1211788,BRNCH W ENDOBR BX SNG/MUL," 2,532.00 ",,,
1211796,CARBON MONOXIDE QN POC   , 38.00 ,,,
1211804,CPAP/BIPAP OSA INIT/DAY  ," 6,139.00 ",,,
1211812,DEMO/EVAL INHALATION TX  , 287.00 ,,,
1211820,INH TX EA SUBSEQ TX/DAY  , 596.00 ,,,
1211838,INH TX INIT W VENT/DAY   , 668.00 ,,,
1211846,INH TX INITIAL EA DAY    , 668.00 ,,,
1211853,INH TX SUBSEQUENT W VENT , 596.00 ,,,
1211861,MANIPULAT CHEST WALL SUB , 517.00 ,,,
1211879,METHEMOGLOBIN QN POC     , 38.00 ,,,
1211887,PULSE OX MULTI W EXERCISE, 292.00 ,,,
1211895,BRONCH W REMOVAL FB      ," 1,694.00 ",,,
1211903,TOBACCO COUNSELING >10MIN, 233.00 ,,,
1211911,SPIROMETRY               , 731.00 ,,,
1211929,TRACH TUBE CHG NO FISTULA, 748.00 ,,,
1211945,VENT SUBSEQ DAY INVASIVE ," 11,887.00 ",,,
1211952,VITAL CAPACITY TOTAL     , 228.00 ,,,
1211960,TOBACCO COUNSELING 3-10MN, 112.00 ,,,
1211978,INH TX CONTINOUS 1ST HR  , 420.00 ,,,
1211986,INH TX CONT EA ADD HR    , 420.00 ,,,
1220003,AIRWAY MANAGEMENT NC     , -   ,1,,
1220011,ARTERIAL LINE DRAW NC    , -   ,1,,
1220029,CLINICAL ROUNDS EA 20M NC, -   ,1,,
1220037,CPAP/BIPAP OSA SUB 12H NC, -   ,1,,
1220045,CPR NC                   , -   ,1,,
1220052,PEAK FLOW MEASUREMENT NC , -   ,1,,
1220060,RT ASSESSMENT COMPLETE NC, -   ,1,,
1220078,RT ASSESSMENT LIMITED NC , -   ,1,,
1220086,VENT INITIAL 12HR NC     , -   ,1,,
1220094,VENT SUBSEQUENT 12HR NC  , -   ,1,,
1220102,FLUTTER NC               , -   ,1,,
1220110,ACAPELLA NC              , -   ,1,,
1220137,MECHANIC CHEST WALL OSCIL, 320.00 ,,,
1220144,CPAP/BIPAP VNT SUB 12H NC, -   ,1,,
1231703,TRACH BUTTON             , 358.00 ,,,
1231778,BRONCH CYTO BRUSH 10MM   , 38.00 ,,,
1231794,COMBICATH                , 150.00 ,,,
1240266,BRONCH BRONCHOSCOPY DX NC, -   ,1,,
1240274,BRONCH ALVEOLAR LAVAGE NC, -   ,1,,
1240282,BRONCH BRONCHOSCOPY DX NC, -   ,1,,
1240290,BRONCH W BX NEEDLE ASP NC, -   ,1,,
1250084,VIBRATORY PEP DEVICE NC  , -   ,1,,
1300003,PULMONARY FUNCTION       , -   ,1,,
1310150,BRNCHSPASM EVAL PRE/POST ," 1,426.00 ",,,
1310200,SPIROMETRY               , 731.00 ,,,
1310267,PULM STRESS TEST COMPLEX ," 2,784.00 ",,,
1310408,BRNCHOSPASM PROVOCAT EVAL," 1,383.00 ",,,
1310705,MAXIMUM BREATHING CAP MVV, 228.00 ,,,
1310804,PULSE OX SINGLE DETERMIN , 187.00 ,,,
1310853,O2 UPTAKE EXP GAS REST/EX, 479.00 ,,,
1310903,O2 UPTAKE EXPIRED GAS CO2, 723.00 ,,,
1311109,RESP FLOW VOLUME LOOP    , 465.00 ,,,
1311117,PLETHYSMOGRAPHY LUNG VOL ," 1,323.00 ",,,
1311125,GAS DILUTION LUNG VOLUME ," 1,058.00 ",,,
1311133,AIRWY RES PLSE OSCILLMTRY, 979.00 ,,,
1311141,DIFFUSING CAPACITY       , 812.00 ,,,
1311158,ARTERIAL PUNCTURE        , 275.00 ,,,
1311257,BLOOD GAS PH PCO2 PO2 POC, 670.00 ,,,
1311265,AEROSOL INH PENTAMIDIN TX, 371.00 ,,,
1311299,EXPIRED GAS COLLECT QUANT, 228.00 ,,,
1311307,HAST W O2 TITRATION      , 348.00 ,,,
1311315,HIGH ALTITUDE SIMULATION , 348.00 ,,,
1311349,O2 UPTAKE REST INDIRECT  , 804.00 ,,,
1311356,PULSE OX MULTI W EXERCISE, 292.00 ,,,
1311364,TOBACCO COUNSELING >10MIN, 233.00 ,,,
1311380,VITAL CAPACITY TOTAL     , 228.00 ,,,
1311398,TOBACCO COUNSELING 3-10MN, 112.00 ,,,
1320001,PEAK FLOW MEASUREMENT NC , -   ,1,,
1339994,TEST PULMONARY STRESS    ," 1,446.00 ",,,
1520006,DIALYSIS DEPARTMENT      , -   ,1,,
1521004,HEMODIALY IP/NON ESRD OP ," 9,028.00 ",,,
1521061,APHERESIS PLATELETS      ," 7,441.00 ",,,
1521079,APHERESIS PLASM THERAPEUT," 7,739.00 ",,,
1521087,DIAYL CONT AMB PERIT CAPD," 3,023.00 ",,,
1522002,NDL AV FISTULA           , 140.00 ,,,
1522051,DIALYZER MEMBRANE        , 733.00 ,,,
1522119,DIALYSIS OP ESRD EMER    ," 9,765.00 ",,,
1610005,NURSING OBSERVATION DEPT , -   ,1,,
1620004,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620012,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620020,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620038,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620046,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620053,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620061,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1620079,IP/OBSV PSYCH SITTR/HR NC, -   ,1,,
1633056,OBSERVATION PER HOUR     , 278.00 ,,,
1634054,OBSERVATION PER HOUR     , 285.00 ,,,
1637057,OBSERVATION PER HOUR     , 278.00 ,,,
1638055,OBSERVATION PER HOUR     , 278.00 ,,,
1650100,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1650118,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1650126,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1650167,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1650175,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1661008,DIRECT ADMISSION FOR OBSV, 801.00 ,,,
1661032,DIRECT ADMISSION FOR OBSV, 801.00 ,,,
1661057,DIRECT ADMISSION FOR OBSV, 801.00 ,,,
1661065,DIRECT ADMISSION FOR OBSV, 801.00 ,,,
1675024,ADMIN IMMUN ORAL/NASL ONE, 212.00 ,,,
1675032,ADMN IMMUN ORAL/NASAL ADD, 212.00 ,,,
1675057,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1675073,INF IV HYDRA INIT 31-60MN," 1,817.00 ",,,
1675081,INF IV HYDRAT EA ADD HR  , 491.00 ,,,
1675099,INF TX/DX/PRO INIT 1ST HR," 2,180.00 ",,,
1675107,INF TX/DX/PRO EA ADD HR  , 599.00 ,,,
1675115,INF TX/DX/PRO SEQ 1HR    , 948.00 ,,,
1675123,INF TX/DX CONCURRENT     , 324.00 ,,,
1675131,INJ TX/DX/PROPH SUBQ/IM  , 325.00 ,,,
1675149,INJ TX/DX/PRO IVPUSH INIT, 325.00 ,,,
1675156,INJ TX/DX/PRO IV PUSH SEQ, 325.00 ,,,
1675164,INJ TX/PRO/DX IVP SME DRG, 325.00 ,,,
1675172,INSERT CATH BLADDER      , 526.00 ,,,
1676022,ADMIN IMMUN ORAL/NASL ONE, 212.00 ,,,
1676030,ADMN IMMUN ORAL/NASAL ADD, 212.00 ,,,
1676055,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1676071,INF IV HYDRA INIT 31-60MN," 1,817.00 ",,,
1676089,INF IV HYDRAT EA ADD HR  , 491.00 ,,,
1676097,INF TX/DX/PRO INIT 1ST HR," 2,180.00 ",,,
1676105,INF TX/DX/PRO EA ADD HR  , 599.00 ,,,
1676113,INF TX/DX/PRO SEQ 1HR    , 948.00 ,,,
1676121,INF TX/DX CONCURRENT     , 324.00 ,,,
1676139,INJ TX/DX/PROPH SUBQ/IM  , 325.00 ,,,
1676147,INJ TX/DX/PRO IVPUSH INIT, 325.00 ,,,
1676154,INJ TX/DX/PRO IV PUSH SEQ, 325.00 ,,,
1676162,INJ TX/PRO/DX IVP SME DRG, 325.00 ,,,
1676170,INSERT CATH BLADDER      , 526.00 ,,,
1677020,ADMIN IMMUN ORAL/NASL ONE, 212.00 ,,,
1677038,ADMN IMMUN ORAL/NASAL ADD, 212.00 ,,,
1677053,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1677079,INF IV HYDRA INIT 31-60MN," 1,817.00 ",,,
1677087,INF IV HYDRAT EA ADD HR  , 491.00 ,,,
1677095,INF TX/DX/PRO INIT 1ST HR," 2,180.00 ",,,
1677103,INF TX/DX/PRO EA ADD HR  , 599.00 ,,,
1677111,INF TX/DX/PRO SEQ 1HR    , 948.00 ,,,
1677112,NON OBV OIB HR NC        , -   ,1,,
1677113,NON OBV OIB HR NC        , -   ,1,,
1677114,NON OBV OIB HR NC        , -   ,1,,
1677115,NON OBV OIB HR NC        , -   ,1,,
1677129,INF TX/DX CONCURRENT     , 324.00 ,,,
1677137,INJ TX/DX/PROPH SUBQ/IM  , 325.00 ,,,
1677145,INJ TX/DX/PRO IVPUSH INIT, 325.00 ,,,
1677152,INJ TX/DX/PRO IV PUSH SEQ, 325.00 ,,,
1677160,INJ TX/PRO/DX IVP SME DRG, 325.00 ,,,
1677178,INSERT CATH BLADDER      , 526.00 ,,,
1678028,ADMIN IMMUN ORAL/NASL ONE, 212.00 ,,,
1678036,ADMN IMMUN ORAL/NASAL ADD, 212.00 ,,,
1678051,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1678077,INF IV HYDRA INIT 31-60MN," 1,817.00 ",,,
1678085,INF IV HYDRAT EA ADD HR  , 491.00 ,,,
1678093,INF TX/DX/PRO INIT 1ST HR," 2,180.00 ",,,
1678101,INF TX/DX/PRO EA ADD HR  , 599.00 ,,,
1678119,INF TX/DX/PRO SEQ 1HR    , 948.00 ,,,
1678127,INF TX/DX CONCURRENT     , 324.00 ,,,
1678135,INJ TX/DX/PROPH SUBQ/IM  , 325.00 ,,,
1678143,INJ TX/DX/PRO IVPUSH INIT, 325.00 ,,,
1678150,INJ TX/DX/PRO IV PUSH SEQ, 325.00 ,,,
1678168,INJ TX/PRO/DX IVP SME DRG, 325.00 ,,,
1678176,INSERT CATH BLADDER      , 526.00 ,,,
1678200,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1678218,DIRECT ADMISSION FOR OBSV, 801.00 ,,,
1678226,OBSERVATION PER HOUR     , 285.00 ,,,
1678234,TRANSFUS BLD/BLD COMP    ," 2,104.00 ",,,
1678259,OBSERVATION PER HOUR     , 285.00 ,,,
1678286,ADMIN PNEUMO VACCINE     , 176.00 ,,,
1678287,OBSERVATION PER HOUR     , 285.00 ,,,
1678288,NON OBV OIB HR NC        , -   ,1,,
1678290,I&D ABSCESS COMPLEX      , 752.00 ,,,
1678291,RESIDUAL UA POST US WO   , 163.00 ,,,
1678292,INSERT CATH BLADDER SMPL , 449.00 ,,,
1710003,NURSING UNIT CHGS DEPT   , -   ,1,,
1900000,CARDIAC CATH DEPARTMENT  , -   ,1,,
1901305,CATH LAB RECOVERY HRS    , 482.00 ,,,
1901370,PACU NOBILL OTH DEPT EA15, -   ,1,,
1903012,PACK HEAD/NECK           , 594.00 ,,,
1903020,PACK MINOR               , 519.00 ,,,
1903095,SUTURE W/NEEDLE          , 91.00 ,,,
1903160,ARTERIAL LINE            , 606.00 ,,,
1903194,CATH PIGTAIL             , 297.00 ,,,
1903202,CATH JUDKINS             , 297.00 ,,,
1903210,CATH AMPLATZ             , 297.00 ,,,
1903228,CATH INTERNAL MAMMARY    , 297.00 ,,,
1903244,CATH MULTI PURPOSE       , 297.00 ,,,
1903335,CATH EPS                 ," 1,940.00 ",,,
1903350,TRANSDUCER EPS           , 265.00 ,,,
1903392,TRAY ABLATION SETUP      ," 1,771.00 ",,,
1903400,CATH ABLATION            ," 3,685.00 ",,,
1903418,CABLE ABLATION           , 598.00 ,,,
1903491,INTRODUCER SET           , 297.00 ,,,
1903509,DILATOR VESSEL           , 128.00 ,,,
1903517,GUIDEWIRE .035           , 183.00 ,,,
1903525,NDL PUNCTURE             , 111.00 ,,,
1903574,WIRE W/RES .014          , 598.00 ,,,
1903582,GUIDEWIRE EXCHANGE       , 736.00 ,,,
1903590,EXTENSION                , 581.00 ,,,
1903624,GUIDE CATH INTRODUCER    , 429.00 ,,,
1903640,TORQUE DEVICE ACS        , 128.00 ,,,
1903657,VALVE ROTATING           , 358.00 ,,,
1903665,INFLATION DEVICE         , 581.00 ,,,
1903715,CATH 5-7FR               , 429.00 ,,,
1903723,CATH PACING 4FR          , 344.00 ,,,
1903731,WIRE TERMO PLAIN         , 249.00 ,,,
1903780,FEMOSTOP                 , 286.00 ,,,
1903822,PERCLOSE DEVICE 6FR      , 730.00 ,,,
1903897,PUMP SET THROMBECTOMY    , 856.00 ,,,
1903905,CATH LOCK EP             , 267.00 ,,,
1903939,LIVEWIRE EP 5-5          ," 3,781.00 ",,,
1903947,CATH EP RESPONSE         ," 1,557.00 ",,,
1903954,CABLE EP RESPONSE        , 400.00 ,,,
1903996,WIRE TERMO STIFF         , 381.00 ,,,
1904002,IMP PACER ACCESSORY      , 879.00 ,,,
1904101,IMP PACER DUAL CHAMBER   ," 33,040.00 ",,,
1904200,IMP PACER SINGLE CHAMBER ," 26,973.00 ",,,
1905108,CATH TCSF/TFCF           , 189.00 ,,,
1905165,HOCM 300-349MG/ML IODINE , 1.25 ,,,
1905173,HOCM 350-399MG/ML IODINE , 1.90 ,,,
1905231,ANGIOSEAL                , 618.00 ,,,
1905264,PACK CATH STERILE        , 214.00 ,,,
1905280,IMP ST JUDE LT V LEAD/CS ," 15,080.00 ",,,
1905314,LOCM 300-399MG/ML IODINE , 2.04 ,,,
1905322,LOCM 300-399MG/ML IODINE , 0.76 ,,,
1905330,LOCM 300-399MG/ML IODINE , 0.46 ,,,
1905331,CATH ATHR ROT 730X-949   ," 3,719.00 ",,,
1905332,CATH EP DX>=20 1605X-2087," 8,178.00 ",,,
1905333,CATH GUIDING 88X-115     , 450.00 ,,,
1905334,CATH GUIDING 150X-195    , 765.00 ,,,
1905335,CATH GUIDING 2714X-3529  ," 13,829.00 ",,,
1905336,CATH INFUSION <10        , 23.00 ,,,
1905337,CATH OTHER 17X-23        , 89.00 ,,,
1905338,CATH OTHER 949X-1234     ," 4,836.00 ",,,
1905339,CATH OTHER 2714X-3529    ," 13,829.00 ",,,
1905340,CATH PTA NLASR 254X-331  ," 1,296.00 ",,,
1905341,CLOSURE IMPLNT 431X-561  ," 2,198.00 ",,,
1905342,GUIDEWIRE 23X-30         , 118.00 ,,,
1905343,GUIDEWIRE 331X-431       ," 1,688.00 ",,,
1905344,ICD DUAL 13419X-14761    ," 62,419.00 ",,,
1905345,INST/SUPP STERL 13X-17   , 67.00 ,,,
1905346,INTRO EP FC NPL 195X-254 , 995.00 ,,,
1905347,INTRO SHTH OTH 23X-30    , 118.00 ,,,
1905348,INTRO SHTH OTH 67X-88    , 344.00 ,,,
1905349,LEAD PMKR NO VDD 730X-949," 3,719.00 ",,,
1905350,STENT NCOV W 1234X-1605  ," 6,289.00 ",,,
1905351,VASC CLOSE DVC 195X-254  , 995.00 ,,,
1911015,THORACOSTOMY TUBE        ," 1,478.00 ",,,
1911023,PERICARDIOCENTES INITIAL ," 2,739.00 ",,,
1911031,PERICARDIOCENT SUBSEQ    ," 1,055.00 ",,,
1911049,PACEMAKER INS/REPL ATRIAL," 27,524.00 ",,,
1911056,PACEMAKER INS/REPL VENT  ," 29,104.00 ",,,
1911072,PACEMAKER INS/REPL A/V   ," 31,636.00 ",,,
1911080,PACEMKER INS TEMP SNGL   ," 10,897.00 ",,,
1911098,PACEMKR INS EXIS SNG LEAD," 21,092.00 ",,,
1911106,PACEMK INS EXIS DUAL LEAD," 21,092.00 ",,,
1911114,PACEMAKER UPGR SNGL-DUAL ," 25,310.00 ",,,
1911122,LEAD INS PACE/DEF IMP 1TV," 10,474.00 ",,,
1911130,LEAD INS PACE/DEF IMP 2TV," 10,474.00 ",,,
1911148,LEAD REP PACE/DEF IMP 1TV," 5,272.00 ",,,
1911155,LEAD REP PACE/DEF IMP 2TV," 5,272.00 ",,,
1911163,PACEMKR SKIN POCK RELOCAT," 3,164.00 ",,,
1911171,PACEMK GENERATOR REM ONLY," 5,272.00 ",,,
1911189,PACEMAKER LEAD REM SINGLE," 4,218.00 ",,,
1911197,PACEMAKER LEAD REM DUAL  ," 4,218.00 ",,,
1911205,EVL CV DVCE WFLUOR INJ   , 694.00 ,,,
1911221,DEFIB IMP REM GEN ONLY   ," 5,272.00 ",,,
1911247,DEFIB IMP LEAD REM TRANSV," 5,272.00 ",,,
1911304,INSERT IAB DEVICE PERC   ," 5,484.00 ",,,
1911338,LOOP RECORDER IMPLANT    ," 12,697.00 ",,,
1911353,PSEUDOANEURY TX EXTRM INJ," 1,055.00 ",,,
1911361,VENOGRAM EXTREMTY INJ    , 632.00 ,,,
1911379,VENA CAVA INTRO CATH     , 632.00 ,,,
1911395,CATH PLACE RT HRT/PUL ART, 632.00 ,,,
1911437,CARDIAC CATH CPR         ," 2,366.00 ",,,
1911445,PACING TRANSCUTANEOUS    ," 1,721.00 ",,,
1911452,CARDIOVERSION ELCTIVE EXT," 2,948.00 ",,,
1911460,THROMBECTOMY CORON MECHAN," 6,188.00 ",,,
1911486,THROMBOLYSIS CORONARY IC ," 6,824.00 ",,,
1911494,THROMBOLYSIS CORONARY IV ," 1,948.00 ",,,
1911502,ENDOLUM COR VESS IVUS INI," 9,232.00 ",,,
1911510,ENDOLUM COR VESS IVUS ADD," 7,386.00 ",,,
1911569,VALVULOPLASTY AORTIC     ," 23,401.00 ",,,
1911627,ECG 12 LEAD TRACING ONLY , 623.00 ,,,
1911676,SWAN GANZ INSERTION      ," 3,900.00 ",,,
1911684,ENDOMYOCARDIAL BIOPSY    ," 4,874.00 ",,,
1911767,RT HRT CTH COGEN ANOMAL  ," 7,800.00 ",,,
1911775,RT/RETRO LT HRT COGN ANOM," 15,598.00 ",,,
1911791,RT&LT HC SEPTAL OPEN ANOM," 15,598.00 ",,,
1911817,CARD OUTPUT IND DIL SUBQ , 195.00 ,,,
1911825,COR DOPL VEL/PRESS INITAL," 5,761.00 ",,,
1911833,COR DOPL VEL/PRESS ADDL  ," 1,325.00 ",,,
1911841,BUNDLE OF HIS RECORDING  ," 11,465.00 ",,,
1911858,INTRA-ATRIAL RECORDING   ," 11,465.00 ",,,
1911866,RIGHT VENTRICULAR RECORD ," 11,465.00 ",,,
1911874,MAPPNG TACHYCARDIA SITES ," 5,732.00 ",,,
1911882,INTRA-ATRIAL PACING      ," 11,465.00 ",,,
1911890,INTRAVENTRICULAR PACING  ," 11,465.00 ",,,
1911908,INDUCT ARRHYTHMIA W PACE ," 8,025.00 ",,,
1911916,COMP EP EVAL W RT ATR PCE," 8,172.00 ",,,
1911924,COMP EP EVAL INDUC RT A/V," 11,465.00 ",,,
1911932,COMP EP EVAL INDUC LT ATR," 2,064.00 ",,,
1911940,COMP EP EVAL INDUC LT VEN," 3,096.00 ",,,
1911957,PROG STIM & PACE IV DRUG ," 6,878.00 ",,,
1911965,EP F/U PACING & RECORDING," 8,910.00 ",,,
1911973,EP EVAL PACING LEADS INIT," 10,319.00 ",,,
1911981,EP EVAL LEADS & GEN INIT ," 17,199.00 ",,,
1911999,EP EVAL DEFIB TRANSV PROG," 23,391.00 ",,,
1912005,A/V NODE ABLATION        ," 18,347.00 ",,,
1912007,CATH EP NCOOL 115X-150   , 587.00 ,,,
1912187,TILT TABLE EVALUATION    ," 1,788.00 ",,,
1912195,STNT PLC EC VERT ART INI ," 22,691.00 ",,,
1912203,STNT PLC EC VERT ART ADD ," 16,871.00 ",,,
1912211,CAROTID STNT TRANSCATH W ," 22,144.00 ",,,
1912229,CAROTID STNT TRANSCATH WO," 16,871.00 ",,,
1912237,INTRCARDIAC EP 3D MAP ADD," 10,449.00 ",,,
1912245,ART RECHANNEL AXIL/BRACH ," 6,026.00 ",,,
1912260,PERC LT ATR APP LIGATION ," 21,019.00 ",,,
1912278,TRANSLUM ATHER RENAL ART ," 19,329.00 ",,,
1912286,TRANSLUM ATHR VISCERAL EA," 19,329.00 ",,,
1912294,TRANSLUM ATHER ABD AORTA ," 19,329.00 ",,,
1912302,TRANSLUM ATHEREC BRACH EA," 19,329.00 ",,,
1912310,TRANSLUM ATHEREC ILIAC EA," 22,852.00 ",,,
1912328,REVAS ILIAC TRNS ANG INI ," 36,608.00 ",,,
1912336,REVAS ILIAC STENT INI VES," 45,194.00 ",,,
1912344,REVAS IPSIL ILI ANGIO ADD," 16,721.00 ",,,
1912351,REVAS IPSIL ILI STENT ADD," 18,982.00 ",,,
1912369,REVAS FEM POP TRANS ANGIO," 41,860.00 ",,,
1912377,REVAS FEM POP ATHERECTOMY," 57,344.00 ",,,
1912385,REVAS FEMORAL POPLT STENT," 49,889.00 ",,,
1912393,REVAS FEM POP STENT ATHER," 68,812.00 ",,,
1912401,REVAS TIBIAL PERN ANG INI," 9,540.00 ",,,
1912419,REVAS TIB PERON ATHER INI," 22,852.00 ",,,
1912427,REVAS TIB PERON STENT INI," 22,852.00 ",,,
1912435,REVAS TIB PR STNT ATH INI," 22,852.00 ",,,
1912443,REVAS TIB PERON ANGIO ADD," 5,890.00 ",,,
1912450,REVAS TIB PERON ATHER ADD," 12,672.00 ",,,
1912468,REVAS TIB PERON STENT ADD," 5,890.00 ",,,
1912476,REVAS TIB PR STNT ATH ADD," 6,965.00 ",,,
1912484,RIGHT HEART CATH         ," 11,025.00 ",,,
1912492,LT HRT CTH VENTRICULGRPHY," 14,774.00 ",,,
1912500,RT LT HRT CTH LT VNTRICUL," 22,050.00 ",,,
1912518,COR ANGIO CATH PLACE     ," 17,782.00 ",,,
1912526,COR ANG CTH PLC BYPS GRFT," 20,627.00 ",,,
1912534,RT HRT CATH COR ANGIO    ," 31,844.00 ",,,
1912542,RT HRT CTH COR ANG BYP GR," 36,130.00 ",,,
1912559,LT HRT CTH COR ANG VNTRCU," 30,619.00 ",,,
1912567,LT HRT CTH ANG VNT BYP GR," 33,681.00 ",,,
1912575,RT LT HRT CTH COR ANG VNT," 36,130.00 ",,,
1912583,RT LT HRT CTH ANG VNT BYP," 41,336.00 ",,,
1912591,ANGIO INJ CONG CR CRD CTH," 16,670.00 ",,,
1912609,ANGIO INJ CNG BYP CRD CTH," 17,414.00 ",,,
1912617,ANGIO IN L VNT/AT CRD CTH," 13,247.00 ",,,
1912625,ANGIO IN R VNT/AT CRD CTH," 13,247.00 ",,,
1912633,ANGIO IN SUPR AORT CD CTH," 14,884.00 ",,,
1912641,ANGIO IN PULM AORT CD CTH," 13,396.00 ",,,
1912658,DRUG ADMIN HEMODYN MEAS  , 634.00 ,,,
1912666,EXERCSE STDY HEMODYN MEAS, 196.00 ,,,
1912674,LEFT HEART CATH TRANSSEPT," 7,559.00 ",,,
1912682,LEAD PACE/DEFIB IMP REPOS," 6,864.00 ",,,
1912708,PACEMKER INS TEMP DUAL   ," 11,116.00 ",,,
1914019,CL AORTOGRAM THOR WO SER ," 5,014.00 ",,,
1914027,CL AORTOGRAM THORAC W SER," 6,558.00 ",,,
1914035,CL AORTOGRAM ABD W SERIAL," 5,595.00 ",,,
1914043,CL AORTOGRM ABD W ILIOFEM," 6,937.00 ",,,
1914175,CL ANGIO EXTREMITY LT    ," 6,078.00 ",,,
1914183,CL ANGIO EXTREMITY RT    ," 6,078.00 ",,,
1914191,CL ANGIO EXTREMITY BIL   ," 7,050.00 ",,,
1914233,CL ANGIO EA ADD VESSEL   ," 3,009.00 ",,,
