Procedure Code,Procedure Description,Price
605100199,IVP ADDL DIFF DRUG THERAP,$404.00 
605100203,OB/ANTEPART PRIV ROOM/BOARD,"$2,490.40 "
605100224,BLADDER SCAN,$341.70 
605100228,EXT CEPHALIC VERSION W/WO TOCO,"$2,686.70 "
605100231,US PREG 2ND/3RD TRIMESTER,"$1,487.75 "
605100236,ULTRASOUND OB LIMITED,$753.40 
605100237,US OB FOLLOW-UP INITIAL FETUS,$759.60 
605100239,TRANSVAGINAL ULTRASOUND PREGNANCY,"$1,017.00 "
605100240,BIOPHYSICAL PROFILE W/NST INITIAL,"$1,562.00 "
605100252,US GUIDE AMINOCENTESIS,"$1,048.10 "
605100254,IV INFUSN HYDRATION EA ADDL HR,$311.75 
605100255,IV INFUSION THERAP EA ADDL HR,$404.00 
605100256,INJECTION IM/SC THERAPEUTIC,$123.20 
605100258,CARDIOPULMONARY RESUSCITATION,"$2,701.75 "
605100259,L&D NON-DELIVERY PROC PER MIN,$60.10 
605100267,SPINAL TRAY,$142.50 
605100274,INTRAUTERINE KIT,$405.05 
605100412,IV INFUSION THERAP CONCURRENT,$314.85 
605100413,IVP ADDL SAME DRUG THERAPEUTIC,$404.00 
605100581,DELIVERY-PLACENTA ONLY,"$4,845.55 "
605100609,MINOR PROCEDURE,$368.80 
605100634,OBSERVATION DIRECT ADMIT,$574.30 
605102870,BIOPHYSICAL PROFILE W/NST ADDL,"$1,562.00 "
605102914,US OB FOLLOW-UP EA ADDL FETUS,$759.60 
605103598,L&D ANESTHESIA LEVEL 1,$555.15 
605103599,L&D ANESTHESIA LEVEL 2,$850.45 
605103600,L&D ANESTHESIA LEVEL 3,"$1,035.05 "
605103643,PLACENTA ALPHA MICRO (AMNISURE) IG C/V,$230.00 
605105717,C-SECTION,"$15,628.30 "
605105718,VAGINAL DELIVERY,"$8,301.75 "
605105719,L&D OP ASSESSMENT EACH ADDITIONAL HOUR,$388.35 
605106005,L&D OP INITIAL HOUR ASSESSMENT,$718.30 
605120000,BLOOD WARMING,$111.45 
605120005,L&D EPIDURAL TRAY,$132.15 
605120009,L&D-VACUUM DELIVERY SUPPLIES,$299.80 
605120011,DERMABOND,$157.55 
605120014,GS/LM SURGICEL FIBRILLAR,$410.35 
605120016,GS/LM ADHSESION BARRIER,"$1,231.00 "
605120023,BALLOON CERVICAL RIPENING,$191.25 
605120031,SPIRAL ELECTRODE,$69.25 
605120032,COOK BAKRI BALLOON,"$1,063.30 "
605122985,POWDER HEMOSTATIC 3GM ARISTA,$906.40 
605123231,DRESSING WOUND VAC PICO,$867.15 
605127368,SURGIFOAM (J/J),$106.15 
605128079,SURGICEL 4 X 8 IN,$259.60 
605128080,SURGICEL 2 X 3 IN,$141.35 
721100014,ADMIN BLOOD TRANSFUSION DAILY,"$2,558.55 "
721100140,OR PROCEDURE LEVEL 1 PER MIN,$83.30 
721100145,OR PROCEDURE LEVEL 2 PER MIN,$100.60 
721100147,OR PROCEDURE LEVEL 4 PER MIN,$136.90 
721100309,ULTRASOUND GUIDE VASCULAR ACC,$635.90 
721100353,EMG CRAN NERVE UNILAT,$418.80 
721100354,NEEDLE EMG CRANL NERV BILAT,$697.95 
721100361,SOMATOSENSORY EVOK POT UP EXTR,$703.00 
721100362,SOMATOSENSORY EVOK POT LWR EXTR,$703.00 
721100384,ULTRASOUND INTRAOPERATIVE,"$1,458.25 "
721100390,CENTRL MOTR EVOK POT UPR EXTR,"$1,060.10 "
721100391,CENTRL MOTR EVOK POT LWR EXTR,"$1,060.10 "
721100405,OR PROCEDURE LEVEL 3 PER MIN,$118.85 
721100406,OR PROCEDURE LEVEL 5 PER MIN,$155.60 
721102957,GUIDE NERV DESTR NEEDLE EMG,$808.45 
721103124,SLPS-EPS PERIPH NRV TRUN/HD,$688.80 
721103126,NDL EMG ANAL/URETHRL SPINCTER,$319.25 
721103135,CYSTO BEDSIDE PREP TIME,$588.25 
721103440,ANALYSIS NS GENTR W/O REPG,$395.60 
721103441,ANALYS NEURSTM BRAIN 1STHR,$539.25 
721103442,ANALYS NS BRAIN EA ADD 30M,$539.25 
721103443,FUNCTN CORTICAL MAP 1ST HR,"$1,041.30 "
721103444,FUNCT CORTCL MAP EA ADD HR,"$1,041.30 "
721104245,PAIN MANAGEMENT-UNILATERAL,"$5,183.15 "
721104246,PAIN MANAGEMENT-BILATERAL,"$5,434.50 "
721105213,NRV CNDJ TST 1-2 STUDIES,$200.15 
721105214,NRV CNDJ TST 3-4 STUDIES,$279.30 
721105215,NRV CNDJ TST 5-6 STUDIES,$413.90 
721105216,NRV CNDJ TEST 7-8 STUDIES,$532.10 
721105217,NRV CNDJ TEST 9-10 STUDIES,$650.35 
721105218,NRV CNDJ TEST 11-12 STUDIES,$768.65 
721105219,NRV CNDJ TEST 13/> STUDIES,$886.85 
721400014,ADMIN BLOOD TRANSFUSION DAILY,"$2,558.55 "
721400020,INJ EPIDURAL BLOOD OR CLOT PATCH,"$2,225.05 "
721400150,PACU 1 RN TO 1 PT,$27.30 
721400151,PACU 1 RN TO 2 PTS,$20.50 
721400402,PACU 3 RN TO 1 PT,$54.35 
721400403,PACU 4 RN TO 1 PT,$69.30 
721400418,SECOND PHASE PACU 1 RN TO 3 PTS,$13.95 
721400427,PACU 2 RN TO 1 PT,$40.65 
721402704,MINOR PROCEDURE 0-30 MIN,"$1,210.65 "
721402705,MINOR PROCEDURE 31-60 MIN,"$2,421.35 "
721402706,MINOR PROCEDURE >60 MIN,"$3,812.80 "
721404245,PAIN MANAGEMENT-UNILATERAL,"$5,183.15 "
721404246,PAIN MANAGEMENT-BILATERAL,"$5,434.50 "
721500014,ADMIN BLOOD TRANSFUSION DAILY,"$2,558.55 "
721500070,IV INFUSN HYDRATION INITIAL HR,$740.45 
721500071,IV INFUSION THERAP INITIAL HR,$738.80 
721500072,IVP INITIAL THERAPEUTIC,$738.80 
721500150,PACU 1 RN TO 1 PT,$27.30 
721500151,PACU 1 RN TO 2 PTS,$20.50 
721500198,IV INFUSION THERAP SEQ 1 HR,$292.40 
721500199,IVP ADDL DIFF DRUG THERAP,$404.00 
721500254,IV INFUSN HYDRATION EA ADDL HR,$311.75 
721500255,IV INFUSION THERAP EA ADDL HR,$404.00 
721500311,CARDIOVERSION,"$2,942.50 "
721500408,FEMOSTOP,$452.60 
721500412,IV INFUSION THERAP CONCURRENT,$314.85 
721500413,IVP ADDL SAME DRUG THERAPEUTIC,$404.00 
721500418,SECOND PHASE PACU 1RN 3PTS,$13.95 
721502534,TILT TABLE CV EVALUATION,"$3,369.30 "
721502704,MINOR PROCEDURE 0-30 MIN,"$1,210.65 "
721502705,MINOR PROCEDURE 31-60 MIN,"$2,421.35 "
721502706,MINOR PROCEDURE >60 MIN,"$3,812.80 "
721520038,PARACENTESIS TRAY,$179.75 
721520039,ERCP TUBING - 815336,$66.50 
721520040,BLOOD TUBING - 818220,$118.55 
720003598,ANESTHESIA PER MINUTE LEVEL 1,$4.90 
720003599,ANESTHESIA PER MINUTE LEVEL 2,$7.80 
720003600,ANESTHESIA PER MINUTE LEVEL 3,$8.75 
720003601,ANESTHESIA PER MINUTE LEVEL 4,$12.30 
727020123,PREFAB CUS LSO SAGITL CONTRL RIGID L0631,"$4,840.40 "
727020252,PREFAB CUS LO SAG CONT RIGD ANT/POS L0627,"$1,804.45 "
727020254,PREFAB FIT & ADJ TLSO ANT HYPTXT L0472,"$1,638.30 "
727020257,PREFAB CUS LO SAG RIGD L0627,"$1,804.45 "
727020261,ADD TO SPINAL ORTH L0999,"$3,783.55 "
727020276,CUS TLSO 2SHELLS LINR L0486,"$9,205.80 "
727020278,PREFAB FIT & ADJ HUMERAL FRAC ORTHOSIS L3980,"$1,225.95 "
727020288,CUS TLSO POST FRAME L0460,"$3,731.75 "
727020305,PREFAB CERV COLLAR SEM-RGD OTS,"$1,028.75 "
727020307,PREFAB CUS LSO SAG CORONAL RGD L0637,"$4,880.55 "
727037719,FEMOSTOP FEMORAL COMPRESSION,"$1,027.95 "
727038064,KIT PERICARDIOCENTESIS,"$2,075.00 "
727038068,LEAD PACING TEMPORARY 5FR,"$1,342.15 "
727038069,CATH SWAN-GANZ CCO 8FR,"$2,693.35 "
727038073,CATH HOHN SGL VCF 5FR,"$10,583.40 "
727038074,CATH HOHN DUAL VCF 7FR,"$13,318.15 "
727038076,SET PERCUTANEOUS TRACHEOSTOMY,"$3,661.70 "
727038097,TRACH ADULT TTS ADJUSTABLE 8.0,"$2,467.90 "
727038099,TRACH ADULT TTS ADJUSTABLE 7.0,"$2,523.55 "
727038146,TUBE ESOPHOGEAL NASAL MINN 18F,"$4,804.60 "
727038444,SET PNEUMOTHORAX,"$2,134.95 "
727038532,CATH PICC POWER DUAL 5FR FULL,"$1,903.70 "
727038533,EXTERNAL DRAINAGE SETS,"$2,510.70 "
727038542,CATH PICC POWER TRIPL 6FR FULL,"$2,218.70 "
727038633,DIALYSIS CATH TEMP 3-LUM 12F 16CM,"$1,415.00 "
727038657,UROLOGY FILLIFORM FOLLOWER 10F,"$1,474.15 "
727038658,UROLOGY FILLIFORM FOLLOWER 12F,"$1,112.90 "
727038659,UROLOGY FILLIFORM FOLLOWER 14F,"$1,474.15 "
727038660,UROLOGY FILLIFORM FOLLOWER 16F,"$1,203.70 "
727038661,UROLOGY FILLIFORM FOLLOWER 18F,"$1,474.15 "
727038662,UROLOGY FILLIFORM FOLLOWER 20F,"$1,474.15 "
727038663,UROLOGY FILLIFORM FOLLOWER 22F,"$1,474.15 "
727038664,UROLOGY FILLIFORM FOLLOWER 24F,"$1,474.15 "
727038665,UROLOGY FILLIFORM FOLLOWER 8F,"$1,474.15 "
727038712,ICP DRAINAGE EXT.VENTR.CATH.SET,"$1,520.80 "
727038772,ICP LUMBAR CATHETER KIT,"$1,986.95 "
727038773,ICP CRANIAL ACCESS  KIT,"$3,390.95 "
727038774,INCONT FECAL MANAGEMENT SYSTEM,"$2,485.35 "
727038775,ICP NEURO MONITOR BASIC KIT,"$6,954.55 "
727038776,KIT PNEUMOTHORAX AK01500,"$1,294.55 "
727038781,LEAD PACING TEMPORARY 6FR,"$1,342.15 "
727038784,ICP MICROSENSOR W/SKULL BOLT KIT,"$7,024.30 "
727038785,ICP MICROSENSOR VENTRICU CATH KIT,"$6,749.65 "
727038805,DIALYSIS PRISMA PRE-DILUT SET,"$2,505.75 "
727038892,RESP TRACH INTRO PERCUT CIAGLIA,"$4,311.95 "
727038893,RESP TRACH PER FIT PERC 7 PORTEX,"$1,739.75 "
727038894,RESP TRACH PER FIT PERC 8.0 PORTEX,"$1,527.00 "
727038895,RESP TRACH PER FIT PERC 9.0 PORTEX,"$1,773.70 "
727039064,NEEDLE SET ADULT EZIO,"$1,711.95 "
727039066,NEEDLE SET PEDIATRIC EZIO,"$1,711.95 "
727039067,NEEDLE SET LARGE ADULT EZIO,"$1,711.95 "
727039077,DRESSING ABTHERA OPEN ABDOMEN,"$4,100.80 "
727039125,TRACH MR AIRCUF 7.0MM,"$2,498.60 "
727039126,TRACH MR AIRCUF 8.0MM,"$2,623.50 "
727039153,TUBE FEEDING JEJUNAL W/BAL 14F,"$1,625.20 "
727039174,PREFAB CUS SAG CON RIG ANT PST PANELS L0631,"$8,629.40 "
727039175,PREFAB CERV COLLAR THOR SEMI RIGID OTS,"$3,296.05 "
727039176,PREFAB CUS LSO SAG COR RIG ANT/POST PANEL L0637,"$8,709.30 "
727039177,PREFAB CUS SAG-COR CONTROL ANT/POST PANEL L0637,"$9,087.50 "
727039188,TRACH MR AIRCUFF 6.0MM,"$2,523.55 "
727039191,TRACH MR AIRCUFF 9.0MM,"$2,523.55 "
727039240,CATH IAB 8F 40CC IAB-04840-U,"$8,227.65 "
727039316,BALLOON TAMPNADE BAKRI,"$2,339.50 "
727039349,CIRCUIT HEATED NEPTUNE INF,"$1,657.50 "
727039371,FORCEP GRASPING 3 NAIL FG-52D,"$4,448.65 "
727039372,FORCEP GRASPING 3 NAIL FG-54D,"$3,617.65 "
727039381,HEMOSTAT ABSORBNT SRGICEL 2X4,"$1,378.30 "
727039387,KIT ARTICGEL SUN COOLING LG,"$7,949.00 "
727039388,KIT ARTICGEL SUN COOLING MED,"$7,949.00 "
727039389,KIT ARTICGEL SUN COOLING SM,"$7,949.00 "
727039397,KIT PORT EVAC SUBDURAL SEPS,"$11,337.60 "
727039431,PUMP ON-Q PAIN SILVER 270MLX4,"$2,330.95 "
727039433,SENSOR CCO 84IN FLOTRAC,"$3,631.55 "
727039437,SET BELLOW & WATERTRAP,"$1,055.15 "
727039441,SET INTUBATION COOK 11F 202780,"$1,893.25 "
727039447,SYSTEM DIGNACARE STOOL MGMNT,"$2,425.40 "
727039527,DILATOR CRE W/O BALON 12-15 58,"$2,422.60 "
727039528,DILATOR CRE BALON 15-18 5849,"$2,422.60 "
727039529,DILATOR CRE W/O BALON 10-12 58,"$2,422.60 "
727039531,DILATOR CRE BALON 6-8 5833,"$2,565.70 "
727039537,DILATOR CRE W/O BALON 6-8 5845,"$2,422.60 "
727039538,KIT PEG SAFETY,"$1,301.00 "
727039542,PROBE GOLD 7F,"$1,755.50 "
727039546,DEVICE LIGATING POLYLOOP,"$1,254.85 "
727039548,CATH BALON BILI HURRICANE 4X4,"$2,757.75 "
727039549,NET RETRIEVAL ROTH 00715050,"$1,369.55 "
727039550,LIGATOR SUPER 7 SPEEDBAND,"$1,998.35 "
727039553,SNARE ISNARE INJ & POLYP SYSTEM,"$1,095.70 "
727039554,DILATRO CRE W/O BALON 8-10 5846,"$2,422.60 "
727039555,CLIP RESOLUTION 235CM 2.8MM 22,"$2,363.15 "
727039556,CATH INJCTIN GOLD PROBE 7FR,"$2,382.05 "
727039557,STENT BILIARY FLEXIMA 7FRX7CM,"$1,232.05 "
727039558,DILATOR CRE W/O BALON 18-20 58,"$2,422.60 "
727039559,STENT BILIARY FLEXIMA 7FRX5CM,"$1,232.05 "
727039571,CATH HYSTRSNGFY & SALPINGFY 5F,"$3,390.20 "
727039574,DEVICE BREAST BIOP CELERO DISP,"$2,697.00 "
727039575,HANDPIECE ATEC 9GX12CM 12MM,"$2,496.80 "
727039576,HANDPIECE BIOP 9G 13X20 EVIVA,"$2,466.05 "
727039578,CATH BAL DIL HURRICANE 10X4,"$2,757.75 "
727039579,CATH BAL DIL HURRICANE 8X4,"$2,757.75 "
727039583,DILATOR ESOP/PYLORIC 10-12,"$2,472.00 "
727039584,DILATOR ESOPH/PYLORIC 8-10MM,"$2,422.60 "
727039585,JAGWIRE MICROVASIVE .035,"$1,526.05 "
727039587,PROBE HESTC 10FR STER DISP,"$2,102.50 "
727039588,SET DECOMPRESSION CDSG-14-175,"$2,328.20 "
727039669,DIALYSIS PRISMA SET,"$2,694.80 "
727039702,KIT PRES MONITR POST-CRANI,"$8,107.65 "
727039756,PEG PULL SAFETY 20F XYLO KIT,"$1,211.15 "
727039790,CATH CVC TL 7FX20 CDC45703XP1A,"$1,530.25 "
727039818,PAD ARCTICGEL COOLING UNIV,"$3,953.80 "
727039920,MUCOSECTOMY MULTI-BAND 5F DUET,"$3,903.90 "
727039922,STENT NAVIFLEX DEL SYS 10F,"$1,093.60 "
727039923,SPHINCTEROTOME HYDRATOME 5X20,"$4,482.60 "
727039924,SPHINCTEROTOME JAGTOME RX 39,"$3,429.35 "
727039925,NEEDLE ENDO ULTRASOUND 25G,"$2,468.75 "
727039926,CATH ACHALASIA BAL 30MM 5450,"$7,013.35 "
727039927,STENT WALLFLEX 23X28MMX12CM,"$15,102.45 "
727039930,PROBE ENDO 231CM SPYGLASS,"$18,930.05 "
727039931,CATH SPYSCOPE ENDO 10FX230CM,"$6,615.15 "
727039932,FORCEP BIOP 286CM SPYBITE,"$5,961.25 "
727039936,NEEDLE ASPIR EUS 22GA EXPECT,"$2,468.75 "
727039937,NEEDLE ENDO ULTRASOUND 19G,"$2,503.80 "
727039939,STENT WALLFLEX 18X25 12CM,"$15,102.45 "
727039967,CATH POWERGLIDE 10CM FULL,"$1,027.30 "
727039968,CATH POWERGLIDE 8CM FULL,"$1,027.30 "
727039993,TRAY POWERPICC 5F TL MAX TPS,"$2,925.60 "
727039994,TRAY POWERPICC CATH 4F SL MAX,"$2,444.05 "
727039995,TRAY POWERPICC 5F DL MAX 3CG,"$2,523.75 "
727039999,CATH POWERGLIDE 18G 8CM FULL,"$1,067.00 "
727040000,CATH POWERGLIDE 18G 10CM FULL,"$1,067.00 "
727040003,CATH POWERGLIDE 8CM FULL KIT,"$1,067.00 "
727040004,CATH POWERGLIDE 10CM FULL KIT,"$1,067.00 "
727040008,KIT TRIALYSIS CATH STR 20CM,"$1,366.30 "
727040012,KIT CATH CVC 4L 8.5F 20,"$1,754.05 "
727040018,KIT VENTRICULOSTOMY,"$4,038.00 "
727040082,TRACH TU CUF SHILEY #8.0,$517.15 
727040094,TRAY THORA PARACENTES,$339.35 
760100046,BASIC METABOLIC PANEL,$418.10 
760100047,ELECTROLYTE PANEL,$389.60 
760100048,HEPATITIS ACUTE PROFILE,$956.30 
760100050,URINALYSIS W/MICROSCOPY,$167.15 
760100051,N-AUTOM URINALYS WO MICRO,$25.90 
760100053,ALBUMIN SERUM,$84.45 
760100054,"ALBUMIN; QUANTITATIVE OTHER SOURCE, EA SPECIMEN",$84.45 
760100058,CALCIUM IONIZED,$189.50 
760100059,ARTERIAL BLOOD GASES WO 02 SAT,$487.90 
760100060,GLUCOSE; QUAN BLOOD,$186.60 
760100062,IRON,$167.75 
760100310,COAGULATION TIME ACTIVATED,$222.20 
760101578,PROTHROMBIN TIME,$154.75 
760101579,PARTIAL THROMBOPLASTIN TIME,$192.75 
760101583,COMPREHENSIVE METABOLIC PANEL,$465.80 
760101584,LIPID PANEL,$538.15 
760101585,RENAL FUNCTION PANEL,$370.45 
760101586,HEPATIC FUNCTION PANEL,$370.45 
760101604,CARBAMAZEPINE TOTAL,$305.10 
760101607,DIGOXIN; TOTAL,$370.45 
760101608,VALPROIC ACID; TOTAL,$368.10 
760101611,GENTAMICIN,$208.60 
760101614,LIDOCAIN LEVEL,$220.70 
760101615,LITHIUM,$239.85 
760101617,PHENOBARBITAL,$440.15 
760101618,PHENYTOIN TOTAL,$509.90 
760101623,QUINIDINE,$354.25 
760101625,TACROLIMUS,$340.75 
760101626,THEOPHYLLINE,$340.75 
760101627,TOBRAMYCIN,$208.60 
760101628,VANCOMYCIN,$219.55 
760101648,URINALYSIS W/O MICRO AUTOMATED,$81.85 
760101649,URINALYSIS MICROSCOPY ONLY,$81.85 
760101650,TIMED URINE VOLUME MEASUREMENT,$25.90 
760101652,ACETONE SERUM,$128.30 
760101653,ACTH HORMONE,$668.75 
760101657,ALPHA-1-ANTITRYPSIN,$212.45 
760101659,ALUMINUM BLOOD,$662.90 
760101663,AMMONIA,$261.30 
760101665,AMYLASE,$568.20 
760101672,BILIRUBIN TOTAL,$186.60 
760101673,BILIRUBIN DIRECT,$110.35 
760101675,VITAMIN D 25 HYDROXY,$88.45 
760101677,CALCIUM; TOTAL,$186.60 
760101678,CALCIUM; URINE QUAN TIMED,$186.60 
760101680,CARBON DIOXIDE,$186.60 
760101681,CARBON MONOXIDE,$355.70 
760101682,CARDIONEMBRONIC ANTIGEN (CEA),$504.35 
760101687,CERULOPLASMIN,$305.10 
760101689,CHLORIDE; BLOOD,$186.60 
760101690,CHLORIDE; URINE,$186.60 
760101691,CHOLESTEROL,$195.10 
760101707,CORTISOL TOTAL,$471.40 
760101709,CPK CREATINE PHOSPHOKINASE,$254.50 
760101710,CK MB FRACTION,$418.10 
760101711,CREATININE BLOOD,$186.60 
760101712,CREATININE; OTHER SOURCE,$186.60 
760101713,CREATININE CLEARANCE,$438.75 
760101717,VITAMIN B-12,$453.75 
760101730,FERRITIN,$404.35 
760101731,FETAL FIBRONECTION CV SEMIQUAN,$701.75 
760101732,FOLIC ACID; SERUM,$419.90 
760101740,IMMUNOGLOBULIN A,$252.15 
760101742,IMMUNOGLOBULIN G,$252.15 
760101743,IMMUNOGLOBULIN M,$246.60 
760101749,BLOOD GAS PH ONLY,$254.50 
760101750,BLOOD GASES W/02 SATURATION,$348.70 
760101751,OXYGEN SATURATION,$254.50 
760101753,GLUCOSE; OTHER BODY FLUID,$186.60 
760101754,GLUCOSE; POST GLUCOSE DOSE,$186.60 
760101755,GLUCOSE TOLERANCE 3 SPEC,$305.10 
760101756,GLUCOSE TOLERANCE EA ADDL,$94.15 
760101758,GAMMA GLUTAMYL TRANSFERASE,$254.50 
760101762,HAPTOGLOBIN,$419.90 
760101765,"FETAL HEMOGLOBIN, GASTRIC",$140.30 
760101767,HEMOGLOBIN A1C,$240.10 
760101768,METHEMOGLOBIN,$252.15 
760101772,HOMOCYSTEINE PLASMA,$298.40 
760101786,IRON BINDING CAPACITY,$233.00 
760101789,LACTIC ACID,$348.70 
760101790,LACTATE DEHYDROGENASE,$186.60 
760101794,FETAL LUNG - FLUORESC POLARIZ,$313.05 
760101795,LIPASE,$284.85 
760101797,HIGH DENSITY LIPOPROTEIN,$210.40 
760101798,LDL DIRECT MEASURE,$55.35 
760101799,MAGNESIUM,$254.50 
760101805,MYOGLOBIN,$409.30 
760101806,NATRIURETIC PEPTIDE,$407.50 
760101825,OSMOLALITY; BLOOD,$265.70 
760101826,OSMOLALITY URINE,$145.65 
760101829,PARATHORMONE; PTH,$646.15 
760101830,PH; BODY FLUID,$145.65 
760101834,ALKALINE PHOSPHATASE SERUM,$186.60 
760101837,PHOSPHORUS,$186.60 
760101838,PHOSPHORUS; URINE,$186.60 
760101841,POTASSIUM; SERUM,$186.60 
760101842,POTASSIUM; URINE,$186.60 
760101843,PREALBUMIN,$338.10 
760101846,PROLACTIN,$429.05 
760101848,PROSTATIC SPECIFIC ANTIGEN TOTAL,$215.40 
760101850,PROTEIN TOTAL SERUM,$186.60 
760101851,TOTAL PROTEIN; URINE,$204.55 
760101852,TOTAL PROTEIN; OTHER BODY FLUID,$233.00 
760101854,PROTEIN; EP FRACT & QUAN,$355.45 
760101855,PROTEIN ELECTROPHORESIS; OTHER FLUID,$355.45 
760101862,SODIUM; SERUM,$186.60 
760101863,SODIUM URINE,$186.60 
760101865,SPECIFIC GRAVITY BODY FLUID,$24.70 
760101872,THYROXINE TOTAL T4,$141.85 
760101873,FREE THYROXINE,$171.55 
760101875,THYROID STIMULATING HORMONE,$504.35 
760101878,TRANSAMINASE AST/SGOT,$186.60 
760101879,TRANSAMINASE ALT/SGPT,$170.40 
760101880,TRANSFERRIN LEVEL,$284.85 
760101881,TRIGLYCERIDES,$370.45 
760101882,THYROID HORMONE UPTAKE/BIND RATIO,$231.85 
760101883,TRIIODOTHYRONINE TOTAL,$368.10 
760101884,TRIIODOTHYRONINE FREE,$324.55 
760101885,TROPONIN,$160.95 
760101887,UREA NITROGEN BLOOD,$186.60 
760101888,UREA NITROGEN URINE,$195.10 
760101889,URIC ACID SERUM,$186.60 
760101890,URIC ACID; OTHER SOURCE,$186.60 
760101899,HUMAN CHORIONIC GONADOTROPIN QUANT,$374.90 
760101900,PREGNANCY TEST QUALITATIVE,$230.40 
760101901,DIFFERENTIAL MANUAL,$83.00 
760101902,SMEAR FOR SHISTOCYTE,$77.55 
760101903,HEMATOCRIT SPUN,$63.20 
760101904,HEMATOCRIT,$80.25 
760101905,HEMOGLOBIN,$90.65 
760101906,CBC/PLT  AUTO DIFFERENTIAL,$212.45 
760101907,CBC W/O DIFFERENTIAL,$170.20 
760101908,RBC-RED BLOOD COUNT,$52.05 
760101909,RETICULOCYTE COUNT AUTOMATED,$114.00 
760101910,ABSOLUTE NEUTROPHIL COUNT,$27.70 
760101911,URINE SMEAR FOR EOSINOPHILS,$57.10 
760101912,EOSINOPHIL COUNT-ABSOLUTE,$95.15 
760101914,WHITE BLOOD CELL COUNT,$57.70 
760101915,PLATELET COUNT,$78.75 
760101928,ANTITHROMBIN III,$330.75 
760101937,FIBRIN SPLIT PRODUCTS,$367.50 
760101938,D-DIMER SEMI-QUANTITATIVE,$240.80 
760101939,D-DIMER (THROMBOSIS),$122.15 
760101940,FIBRINOGEN,$178.70 
760101942,KLEIHAUER FETAL ELUTION,$275.70 
760101944,HEPARIN ASSAY,$449.00 
760101946,LEUKOCYTE ALKALINE PHOSPHATASE,$275.70 
760101956,PHOSPHOLIPID NEUTRALIZATION; PLTLT,$446.25 
760101957,PROTHROMBIN TIME CORRECTION,$154.75 
760101959,SED RATE ERYTHROCYTE NONAUTO,$91.55 
760101960,THROMBIN TIME,$161.40 
760101961,PTT W/FNP,$154.75 
760101969,C-REACTIVE PROTEIN,$116.00 
760101970,CRP-HIGH SENSITIVITY,$118.60 
760101978,COMPLEMENT C3,$302.45 
760101979,COMPLEMENT C4,$265.70 
760102009,CANCER ANTIGEN 125,$389.60 
760102016,IMMUNOELECTROPHORESIS,$348.10 
760102019,IMMUNOGLOBULIN REFLEX,$380.15 
760102020,BENCE JONES PROT ELEC URINE,$540.85 
760102036,RHEUMATOID FACTOR QUANT,$88.55 
760102093,HIV-1/2 ANTIBODY DIAGNOSTIC,$284.85 
760102094,HEPATITIS B CORE IGM ANTIBODY,$332.50 
760102095,HEPATITIS B SURFACE ANTIBODY,$246.60 
760102097,HEPATITIS A ANTIBODY IGM,$235.70 
760102125,HCV TEST,$279.25 
760102197,SMEAR MALRIA/BORRELIA,$289.65 
760102216,HBSAG HEPATITIS TESTING,$175.55 
760102220,INFLUENZA A/B ANTIGEN,$261.30 
760102303,CELL COUNT SPINAL FLUID W/DIF,$186.60 
760102304,CRYSTALS FLUID,$98.00 
760102305,FAT QUALITATIVE URINE,$69.70 
760102307,NASAL SMEAR FOR EOSINOPHILS,$57.10 
760102308,SPERM COUNT POST-VASECTOMY,$129.45 
760102309,SEMEN ANALYSIS  COMPLETE,$214.80 
760102644,BLOOD PARASITE THIN SMEAR,$465.00 
760102645,BLOOD PARASITE THICK SMEAR,$465.00 
760102646,MALARIA ANTIGEN SCREEN,$572.15 
760102647,MALARIA CONCENTRATION,$443.25 
760102807,PREGNANCY TEST URINE,$253.95 
760102952,PTTCOR CHG,$154.75 
760103059,SICKLE CELL SCREEN,$148.05 
760103060,OSMOLALITY STOOL,$344.85 
760103091,PERITONEAL LAVAGE,$211.25 
760103092,BODY FLUID CELL COUNT,$249.20 
760103198,PROCALCITONIN,$158.25 
760103200,ANTIBODY TREPONEMA PALLIDUM,$206.70 
760103253,AB; HIV-1 DIAGNOSTIC,$155.40 
760103255,AUTOM ERYTHROCYTE SED RATE,$95.80 
760103265,"PROSTATE SPECIFIC ANTIGEN,SCREEN",$218.00 
760103395,HEXAGONAL PHOSPHOLIPID; PLTLT,$468.75 
760103413,RAPID HIV 1/2 ASSAY AB DIAGNOSTIC,$155.40 
760103942,D DIMER QUAN,$122.15 
760104061,OCCULT BLD FECES 1-3 TESTS,$12.80 
760104163,QUANT SERUM ACETONES/KETONES,$111.80 
760104236,IA INFECTIOUS AGENT AB QUAN NOS,$44.45 
760104269,GENERAL HEALTH PANEL,"$1,212.90 "
760104499,RETICYTE/HGB CONCENTRATE,$119.90 
760104516,LAMELLAR BODY DENSITY,$63.25 
760104822,MANUAL RETICULOCYTE COUNT,$21.80 
760106130,INFECTIOUS AG AB (ELISA) HIV-1/HIV-2 RAPID SCREENING,$278.40 
760106144,HEP C SCREEN HIGH RISK/OTHER,$321.15 
760106461,CONCENTRATION FOR INFECT AGNT,$148.25 
760106552,BENZODIAZEPINES; 1-12,$425.80 
760106554,DRUG SCREEN QUANT ALCOHOLS,$469.35 
760106580,"ANALGESICS, NON-OPIOD; 1 OR 2",$356.10 
760106696,OBSTETRIC PANEL W HIV TESTING,$383.40 
760106700,HIV ANTIGEN W/HIV ANTIBODIES,$111.10 
