BarCdmID,Name,BillDescription,Amount,Category,CPT Modifier Code 1,CPT Modifier Code 2,CPT Multiplier,EffectiveDate,Expression 1,Expression 2,Expression 3,Expression 4,Expression 5,Expression 6,HCPCS Modifier Code 1,HCPCS Modifier Code 2,HCPCS Multiplier,MC Indicator,NDC,OD 1,OD 2,OD 3,OD 4,OD 5,OD 6,OD Value 1,OD Value 2,OD Value 3,OD Value 4,OD Value 5,OD Value 6,Override Expression 1,Override Expression 2,Override Expression 3,Override Expression 4,Override Expression 5,Override Expression 6,Professional GL Override
76972153,Fluorouracil 500MG,Fluorouracil 500MG,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970210,OP Visit Estab Patient Lvl5,,480.00,051x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972019,HYDRALAZINE 20 MG/ML,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972351,Vad Blood Draw,,887.00,076x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972030,OXYCODONE 5MG/APAP 325MG TAB,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972509,Folic Acid ea 1mg,,6.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972151,EPINEPHRINE 0.1 MG,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972130,Cladribine/Leustatin Ea 1 Mg,,73.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970255,Sequential Infusion,,493.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972363,FLEBOGAMMA IG 5%%DIF 500MG INJ,,162.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972126,Dexrazoxane/Zinecard 250 Mg,,522.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972026,METOCLOPRPAMIDE 10MG/2ML INJ,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972364,Fentanyl 100mcg/2Ml Inj SDV,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972149,Lorazepam Ea 2mg,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970130,Chemo Intrathecal W LP,,1364.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972120,Carf Ilzomib/kyprolis 1MG Inj,Carf Ilzomib/kyprolis 1MG Inj,132.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972219,ELELYSO EA 10 UNITS,,156.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972282,HYDROCORTISONE NONCHEMO10MGTAB,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972275,GANCICLOVIR 500MG PWVL,,320.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972079,CYTARABINE 100 MG,,25.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972230,OXALIPLATIN INJ 0.5 MG,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972198,RITUXAN EA 100 MG INJ,,3614.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972022,ISOVUE EA 1ML,,1.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970195,Established Patient 2,,250.00,051x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972140,ONDANSETRON TABLET EA 1 MG,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972020,TUBERCULIN VL 5TU/0.1ML,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972225,BENDAMUSTINE/TREANDA EA 1 MG,,119.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972057,HYDROMORPHONE 4 MG,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972236,MG SULFATE 500 MG,Mg Sulfate 500Mg,18.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972216,FLUZONE VACCINE V4,IIV4 VACC NOPRSV 3YRS++ IM,73.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972286,SUSTOL INJ 10MG/0.4ML INJ,,2030.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972269,ARRANON INJ EA 50MG,,562.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972296,"ELOSULFASEALFA,VIMIZIM INJ 1MG",,917.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972117,Solumedrol Up to 125 MG,METHYLPREDNISOLONE INJ TO125MG,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972121,DECITABINE/DACOGEN Inj EA 1MG,,57.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972048,NACL 0.45% 1000ML,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972061,ALBUTEROL HFA MDI 60INH 8GM,,77.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972084,Pneumococcal 23 Vac Conj 0.5ml,PPSV23 VACC 2 YRS++ SUBQ/IM,356.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972208,DESMOPRESSIN ACETATE 1 MCG,,45.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972226,Etoposide/Toposar 10 MG,Etoposide/Toposar 10 Mg,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972047,SODIUM BICARB 8.4% VIAL,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972266,CIPROFLOXACIN 200MG IV INJ,,10.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972196,Neulasta/Pegfilgramsim 6MG Inj,Neulasta / Pegfilgramsim 6 MG,16100.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972502,Amikacin Sulfate 100mg,,53.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972161,Carboplatin Ea 50MG,Carboplatin Ea 50MG,53.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972097,CORTROSYN 0.25 MG,,76.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972185,IXABEPILONE 1 MG,,300.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972063,LACTATED RINGERS 500 ML,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972177,ERIBULIN MESYLATE 0.1 MG INJ,,435.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972054,TDAP VACCINE,TDAP VACCINE >7 IM,162.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970155,Chemo Infuse 8+Hrs - Pump,,847.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76970115,Non-Chemo Inj  Sq/Im,,413.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972245,Trabectedin/Yondelis 0.1MG INJ,,1124.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972281,PEGINTERFERON ALFA2A 180MCG/ML,,3888.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972116,Ipilimumab Ea 1 Mg,,459.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972036,SOD. THIOSULFATE 25% 50ML VIAL,,14.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972280,Bleomycin 15 Un Inj (Imported),,578.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972113,BAVENCIO 200 MG/10 ML VIAL,,1549.46,063x,,,,10/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972511,Magnesium Oxide 400mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972182,Azacitidine Ea 1 Mg,,23.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972064,LACTATED RINGERS 1000 ML,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972244,"ZARXIO,FILGRSTM(G-CSF) BS 1MCG",,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972645,Ea Sequential IV  Push /New Dr,,354.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972367,"CARIMUNE NF,IG 500MG INJ",,116.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972366,DURVALUMAB/IMFINZI INJ 10MG,,228.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972358,"CARPUJET,MORPH SULF 4MG/ML INJ",,73.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970425,"Meningococcal (A,C,Y&W-135)Pol",Meningococcal(ACY&W135)Pol SQ,604.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972223,TRANSDERM-SCOP 1PATCH,,82.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972264,Chemo Admin:Intralesnl<=7Lesns,,120.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972049,HYDROCORTISONE NA SUC 100MGINJ,,37.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972045,PREVNAR 13 SYRINGE,PCV13 VACCINE IM,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970270,Bone Marrow Biopsy,,376.00,036x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972172,DOXORUBICIN HCL 10 MG,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972194,InjectAFer EA 1 MG,InjectAFer EA 1 MG,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972424,"Magnesium Cl 10,000mg/50 ml vl",,12.19,025x,,,,08/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972078,DEFEROXAMINE 500 MG INJ,,53.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76971045,Therapuetic Phlebotomy,,401.00,094x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972183,DARBEPOETIN ALFA EA 1 MCG,DARBEPOETIN ALFA 1MCG INJ NON,28.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972243,Mycafungin - Micamine ea 1MG,,3.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972262,Amlodipine 5MG Oral Tab,,3.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972139,LORAZEPAM TABLET 0.5mg Tab,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972360,Sustol Inj ea 0.1mg,,2131.00,063x,,,,04/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972167,DACARBAZINE/DTIC 100 MG   LCRP,,28.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972273,Leuprolide Acet/Eligard 7.5Mg,Leuprolide Acetate Ea 7.5Mg,1751.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972256,Ertapenem Na Inj 500 mg,,2449.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972237,LEUCOVORIN CALCIUM INJ EA 50MG,Leucovorin Calcium Ea 50Mg,27.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972148,TOPOTECAN EA 0.1 MG       LCRP,,13.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972293,HYQVIA IMMUNGLOBULIN INJ 100MG,,8720.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972146,PERTUZUMAB/PERJETA EA 1 MG,,46.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972290,ALBUTEROL HFA MDI 200INH 18GM,,174.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972092,IDARUBICIN EA 5 MG,,176.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972232,TESTOSTERONE CYPIONATE 1MG,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972239,HEPARIN PER 1000 UNITS INJ,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972181,Bortizomib / Velcade Ea 0.1MG,Bortizomib / Velcade Ea 0.1MG,183.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972210,FERUMOXYTOL 1 MG,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972345,Filgrastim-Neupogen Inj 1Mcg,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972029,OXYCODONE 5MG TAB,,4.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972504,Cerezyme (Imiglucerase) 10Unit,,159.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972087,LEUPROLIDE ACETATE INJ 3.75MG,LUPRON DEPOT INJ PER 3.75 MG,4661.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76971009,PPV Admin,,49.00,077x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972206,KCL 20 MEQ /15 ML ORAL,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972370,AMLODIPENE BESYLATE 10MG TAB,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972038,LORATADINE 10MG TAB,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972163,Cisplatin EA 10 MG Inj,Cisplatin EA 10 MG,12.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972098,DACTINOMYCIN 0.5 MG,,2475.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972227,PRIVIGEN EA 500 MG,Privigen Ea 500 Mg,158.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972517,ADDAMEL N INJ10ML AMP (TRA ME),,61.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972074,D5W 1000 ML,,53.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972072,"ASPARAGINASE 10,000 UNITS",,397.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972024,LOPERAMIDE 2 MG CAPSULE,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972069,FUROSEMIDE 20 MG TAB,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972150,DEXTROSE 5%/0.45% NACL 500ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972369,GEMTUZUMAB OZOGAMICIN IN 0.1MG,,728.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972508,Vitamin K (Mephyton) ea 5mg,,224.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972105,Heparin Flush Lock Inj 10Units,Heparin Flush Lock Inj 10Units,1.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972171,DOCETAXEL 1 MG INJ,,11.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972128,GAMUNEX INJ EA 500 MG,,174.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972288,Infanrix DTAP Peds 0.5ml Syr,DTAP Vaccine <7yrs IM Inj,88.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972242,Keytruda Inj 1mg,Pembrolizumab/Keytruda Inj 1mg,183.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972053,HepB Vac 20mcg/1ml,EngerixB Immunosup pt 20mcg,92.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972235,"MANNITOL 25%, 50ml VIAL",,18.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970120,Onc Central Line Dressing,,67.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972201,IFOSFAMIDE/IFEX 1 GM,,126.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972233,BICNU 100 MG,Bicnu 100 Mg,686.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972501,Amifostine 500mg,,1409.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972246,Pentostatin/Nipent Inj 10MG,,7878.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972251,Gammaplex Inj 500mg,GAMMAPLEX INJECTION 500MG,151.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972322,DEPO_MEDROL 40 MG INJ,,27.00,063x,,,,04/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972505,Methylprednisolone 40MG Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972193,GEMCITABINE Inj EA 200 MG,,166.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972204,MITOXANTRONE HCL 5 MG,,78.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972254,Iron Sucrose Comp Inj 1mg,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972240,ZIV-AFLIBERCEPT/ZALTRAP EA 1MG,,87.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972075,D5W/NACL 0.9%% 500ML,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970240,Non-Chemo IV  Push Initial,Non-Chemo Iv Push,399.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76970145,Chemo: IV  Push Initial,Chemo: IV Push Ini Subst,782.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972234,MITOMYCIN 5 MG,,524.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972184,Mesna ea 200 MG LCRP,,25.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972095,VISTIDE 375 MG,,2713.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970180,Declot VAD/Picc Line,,680.00,036x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972123,Vincristine Ea 1 Mg,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970105,Non-Chemo IV  Infusin Ea Add H,,673.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972295,Hydralazine 25Mg Tab,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972257,ISTODAX/RomiDEPsin pwdr 1mg,,1173.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972158,Bleomycin Sulfate 15Units Inj,,133.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972212,TRASTUZUMAB/HERCE MDV 10 MGINJ,,323.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972187,Methotrexate Ea 50 MG,Methotrexate Ea 50 MG,10.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972259,IMLYGIC/TalLah 1M PFU/ml Inj,,186.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972180,OCTREOTIDE DEPOT IM INJ EA 1MG,,555.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972035,SODIUM POLYSTYRENE SULF ORAL,,24.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76979467,RITUXIMAB/HYALURONIDASE,RITIX/HYLAUR 1400 MG/11.7ML,6576.58,063x,,,,12/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972046,PROMETHAZINE UP TO 50 MG,,51.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972103,KETOROLAC TROMETHAMINE 15MG LC,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972156,ATROPINE SULFATE 0.01 MG,,5.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972247,Pegaspargase Inj SDV 3750IU5ml,,53900.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972270,CYCLOPHOSPHAMIDE CAP EA 25MG,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972066,Hydrocodon/Aceto10mg/325mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972255,BENDAMUSTINE/BENDEKA 1MG MDV,,92.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972359,OLARATUMAB INJ 10MG,,193.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972173,FOSAPREPITANT EA 1MG,,9.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76971023,Implanted Pump Refill/Main,Implanted Pump Refill/Maint,637.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972143,BRENTUXIMAB/ADCETRIS EA 1 MG,,461.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76977537,Lidocaine 1%% 30Ml Vial,,1.78,063x,,,,07/02/2018,,,,,,,,,30.00,N,,,,,,,,,,,,,,,,,,,,
76972170,Diphenhydramine HCL Up To 50MG,Diphenhydramine HCL Up To 50MG,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972300,Chemo-Pump/Refill/Dc - Port,,693.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76970185,Blood Administration - 1 Unit,,1188.00,039x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972348,Chemo IV  Push Add'L Drug,,412.00,033x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972175,CETUXIMAB 10 MG INJ,,231.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972132,ZOLEDRONIC ACID IV-ea 1mg,,878.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972031,PROBENECID 500MG TAB,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972157,Bevacizumab 10MG Inj LCRP,Bevacizumab 10MG Inj,311.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972174,EPIRUBICIN HCL 2 MG,,14.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76972357,Levoleucovorin Calcm Inj 0.5mg,,8.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
76970251,Hydration First Hour,IV Infusn Hydration 31-60min,1071.00,026x,,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
76972238,INFED/IRON DEXTRAN EA 50 MG,,76.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
0131,Digi Mam Diag Uni RT W/CAD&Mag,,392.00,040x,RT,,,07/02/2018,PROCED,,,,,,RT,,,N,,D,,,,,,1,,,,,,,,,,,,
0128,LOCALIZATION BI MAMMO GUIDED,PERC DEVICE BREAST 1ST IMAG,1824.00,036x,50,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,4,,,,,,,,,,,,
2115,Digi Mammo Diag Uni Lt w/CAD,,367.00,040x,LT,,,07/02/2018,PROCED,,,,,,LT,,,N,,D,,,,,,1,,,,,,,,,,,,
0236,Breast Bx US Guided LT,BX BREAST 1ST LESION US IMAG,3857.00,036x,LT,,,07/02/2018,PROCED,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
