HC BIOTINDASE EA SPEC-NB, 15.55 ,
HC CARB.DEFICIENT TRNASF-ISOELECT, 193.45 ,
HC CARBOHYDRATE DEF TRANSFERIN-NG, 154.71 ,
HC CARNITINE QT EA SPEC, 48.03 ,
HC CARNITINE TOT & FREE QUANT, 87.20 ,
HC CARNITINE-TOT&FREE;QT EACH-CP, 74.85 ,
HC CARN (TOT & FREE) QUANT EA-NB, 15.55 ,
HC CATECHOLAMINES-FRACT, 72.00 ,
HC CATECHOLAMINES;TOTAL UR-FRACT, 71.90 ,
HC CHEMILUMINESCENT ASSAY-PTH, 422.50 ,
HC CHEMILUMIN ASSAY-IMFLIXIMAB, 259.14 ,
HC CHEMILUMINESCENT ASSAY-IBD SGI, 120.65 ,
HC CHLORIDE;UR-SRP, 31.93 ,
HC CHLORIDE;URINE, 14.80 ,
HC CHLORIDE;URINE, 15.00 ,
HC CHLORIDE;OTHER SOURCE-STOOL, 22.93 ,
HC CHLORIDE;OTHER SOURCE-BF, 14.23 ,
HC CITRATE URINE, 66.00 ,
HC CITRATE-SRP, 138.24 ,
HC COLLAGEN CROSS LINKS;ANY METH, 53.28 ,
HC COLLAGEN CROSS LINKS, 84.55 ,
HC COLLAGEN CROSS LINK-PYD & DPD, 206.43 ,
HC COPPER, 35.34 ,
HC COPPER LIVER, 152.20 ,
HC COPPER (RBC), 88.45 ,
HC CREATINE, 13.81 ,
HC CREATINE URINE, 86.36 ,
HC CREATINE-CDU, 31.85 ,
HC CREATINE-CR/GUAN, 13.20 ,
HC CC/MS NON DRUG NES QT SNG-ACYL, 748.51 ,
HC CC/MS NON DRUG NES QT EACH-EFA, 584.45 ,
HC CC/MS NON DRUG NES QT SNG-T&N, 255.95 ,
HC CC/MS NON DRG NES QT SNG-18OHC, 173.80 ,
HC CC/MS NON DRUG NES QT SNG-7DHC, 197.85 ,
HC CC/MS NON DRUG NES;SING QT-PPC, 318.73 ,
HC HPLC SINGLE (6TGN/6MMP), 200.00 ,
HC CHROM QUANT-CO ENZYME Q 10, 64.70 ,
HC CC/MS NON DRUG NES QT SNG-GALT, 229.19 ,
HC CC/MS NON DRUG NES QT-PYR5PHOS, 243.45 ,
HC CC/MS NON DRUG NES QT-SUCCINYL, 243.45 ,
HC CC/MS NON DRG NES QT SNG-CLOB, 99.26 ,
HC CC/MS NON DRUG NES QT HYDROBUT, 249.70 ,
HC CC/MS NON DRG NES QT EA-NMHIN, 337.95 ,
HC CC/MS NON DRUG NES QT SNG-TPMT, 64.01 ,
HC ENZ ACT NON-RADIOACT EA-TPMT, 100.06 ,
HC CC/MS NON DRUG NES QT METHTETR, 243.45 ,
HC CC/MS ND NES DIL SNG QT-CR/GUA, 102.87 ,
HC CC/MS NON DRG NES QT SNG-SCANN, 170.00 ,
HC CC/MS NON DRUG NES QT SNG-NTM, 114.74 ,
HC CC/MS NON DRUG NES-ACYLCLYCINE, 214.70 ,
HC CK CPK;TOTAL, 18.54 ,
HC CREATINE KINASE;TOTAL, 19.04 ,
HC CREATININE OTHER SOURCE, 14.73 ,
HC CREATININE;OTHER SOURCE, 15.14 ,
HC CREATININE;OTHER SOURCE-URMF, 37.83 ,
HC CREATININE;OTHER SOURCE-SRP, 30.61 ,
HC CREATININE;OTHER SOURCE-UDS, 10.60 ,
HC CREATININE;OTHER SOURCE-BF, 14.73 ,
HC CREATININE OTHER SOURCE-CDU, 35.45 ,
HC ENZ.ACTIVITY NES EA-METH RED, 559.50 ,
HC ENZ ACT;NES;NONRADIOACT-GSD2, 121.25 ,
HC ENZ ACT EA SPEC-RBCEE, 393.30 ,
HC ENZ ACT EACH (DHPR), 153.45 ,
HC ENZ ACT NES NONRADIOACT (LES), 503.11 ,
HC ENZ.ACT NONRADIOACT EA-GAUCHE, 234.98 ,
HC ENZ ACT;NES;NONRADIOACT-MPS3," 1,255.95 ",
HC ENZ ACT;NES;NONRADIOACT-MRCE, 689.38 ,
HC ENZ ACT NES NONRADIOACT-LES, 863.77 ,
HC ENZ ACT BLD CELLS NES EA-MRCE, 540.63 ,
HC ENZ ACT NES NONRADACT EA-HAEVP, 306.88 ,
HC ENZ ACT NES NON-RADIOACT-FDAG, 137.45 ,
HC ENZ ACT NES NONRADIOACT-LYSOM, 280.95 ,
HC VERY LONG CHAIN FATTY ACIDS, 212.48 ,
HC VLCFA-PHYTANIC ACID, 212.20 ,
HC GALACTOSE-1-PUT QUANT, 63.73 ,
HC GALT;QUANT-NB, 16.46 ,
HC GLUCOSE;BODY FLUID, 13.94 ,
HC GLUCOSE BF OTHER THAN BLOOD-BF, 15.14 ,
HC GLUCOSE BF OTHER THAN BLOOD, 12.65 ,
HC G6PD QUANTITATIVE, 30.20 ,
HC G6PC QUANT-RBCEE, 211.41 ,
HC G6PC QUANT-HAEVP, 169.76 ,
HC GLUTATHIONE-RBCEE, 310.96 ,
HC GLUTATHIONE, 291.95 ,
HC HEAVY METAL;QUANT-BISMUTH, 62.36 ,
HC HEAVY METAL;QUANT EA-IODINE, 152.05 ,
HC HGB FRACT/QT ELECTROPHOR-AGS, 37.00 ,
HC HGB FRACT & QT ELECTROPHOR-BGS, 38.00 ,
HC HGB FRACT/QUANT;ELECT-HAEVP, 267.70 ,
HC HGB FRACTION/QUANT ELECTRO-SUV, 38.00 ,
HC HGB FRACT/QUANT;CHROM-NB, 16.60 ,
HC HGB FRACT & QT CHROM-AGS, 52.00 ,
HC HGB FRACT & QT CHROM-BGS, 53.00 ,
HC HGB FRACT/QUANT;CHROM-HAEVP, 306.88 ,
HC HGB FRACT/QUANT CHROM-SUV, 53.00 ,
HC HGB;UNSTABLE SCREEN-HAEVP, 143.64 ,
HC HISTAMINE, 66.21 ,
HC HOMOVANILLIC ACID, 55.16 ,
HC HOMOVANILLIC ACID-NTM, 58.49 ,
HC 5-HIAA, 36.72 ,
HC 5-HIAA-NTM, 82.74 ,
HC HYDROXYPROGESTERONE 17D, 66.18 ,
HC 17-D(CAH)-NB, 21.75 ,
HC IMA FOR ANALYTE-ANTI-MULLERN, 55.59 ,
HC IMA FOR NON-INF, 32.88 ,
HC IMA FOR NON-INF TRANSGLUT IGG, 32.88 ,
HC IMA;FECAL PANCREATIC ELACTASE, 99.70 ,
HC IMA;CITRULLINE ANTIBODY, 36.89 ,
HC IMA FOR NON-INF AGENT;ANTI-NMO, 193.45 ,
HC IMA QUANT;BY RIA-GAD, 54.70 ,
HC IMA FOR NON-INF AGENT;LIVER AB, 32.85 ,
HC IMMUNO ASY CHEM QL SQL MS, 39.39 ,
HC IMA NONINF ANALYTE-CENTROMERE, 32.85 ,
HC IMA FOR NON-INF-HIST AB, 32.85 ,
HC IMA NON-INF QUAL/SEMI QT-ABB, 41.21 ,
HC IMA FOR NON-INF AGENT-DESMOG, 250.90 ,
HC IMA FOR NON-INF AGENT-AMA, 32.85 ,
HC IMA FOR NON-INF AGENT-MYOSITIS, 337.35 ,
HC IMA FOR NON-INF AGENT-F ACTIN, 32.85 ,
HC IMA FOR NON-INF AGENT-LC1 IGG, 156.26 ,
HC IMA FOR NON-INF AGENT-MYOS, 253.49 ,
HC IMA NON INF MULTI-PAP, 196.40 ,
HC IMA NON INF AGENT-ANTI CHROMAT, 60.33 ,
HC IMMUNOASY QT ANALYTE BY R, 58.07 ,
HC IMA QUANT;BY RIA-IGFBP-1, 41.25 ,
HC IMA QUANT;BY RIA-TSH AB, 212.51 ,
HC IMA QUANT BY RIA-TRYPSINOGEN, 36.41 ,
HC IMA QUANT;BY RIA-IGFBP-3, 45.73 ,
HC IMA QUANT RIA-ACID LABILE SUB, 98.76 ,
HC IMA QUANT-ACETYLCHOLINE ABY, 50.56 ,
HC IMA QUANT;21-HYDROXLASE AB, 71.61 ,
HC IMA QUANT;BY RIA-LEPTIN, 45.11 ,
HC IMA QUANT BY RIA-VW2B, 129.68 ,
HC IMA QUANT;BY RIA-PPA, 582.11 ,
HC IMA NON-INF QUANT-ABB, 51.65 ,
"HC IMA,QUANT;BY RIA-MUSK"," 1,306.23 ",
HC IMA QUANT BY RIA-ARMO, 394.10 ,
HC IMA QUANT BY RIA-MGETH, 384.35 ,
HC IMA QUANT BY RIA-MGP3, 597.85 ,
HC IMA QUANT BY RIA-ADE, 776.61 ,
HC IMA NON INF QT NOS-NEOPTERIN, 125.00 ,
HC IMA QUANT BY RIA-SRP, 92.20 ,
HC IMA FOR NON INF QT BY RIA-MP, 399.64 ,
HC IMA QUANT NOS-TUMOR NECROSIS, 118.45 ,
HC IMA QT NOS-MANNOSE BIND LECTIN, 105.95 ,
HC IMA QUANT NOS-GQIB, 374.98 ,
HC IMA;ANALYTE;TRYPTASE, 36.89 ,
HC IMA QUANT NOS (SOLUBLE IL-2RA), 392.48 ,
HC IMA ANALYTE QT;NOS-INHIBIN B, 117.24 ,
HC IMA ANALYTE QUANT;NOS-BAFF, 560.00 ,
HC IMA QUANT STOOL CALPROTECTIN, 118.45 ,
HC IMA QUANT;BY RIA-CYTOKINASE, 280.50 ,
HC IMA QUANT;BY RIA-INTERLUKIN, 112.20 ,
HC IMA FOR NON-INF QT NES-TSH AB, 48.51 ,
HC IMA QUANT NOS-PPA, 114.11 ,
HC IMA QUANT NOS-FOLATE RECEPT AB, 318.45 ,
HC IMA;QUANT NES-CF-NB, 12.08 ,
HC IMA QUANT;NOS-PHOSPHOLIPID PAN, 331.83 ,
HC IMA QUANT NOS-HEP AUTOIMMUNE, 34.71 ,
HC IMA;QUANT NOS-CELIA PLUS, 131.29 ,
HC IMA;QUANT NOS-AUTO AB C1-INH, 97.39 ,
HC IMF NON-INF QUANT NOS-CP, 395.76 ,
HC IMA QUANT NOS-STR, 241.60 ,
HC IMA QUANT NOS-METHOTREXATE, 172.85 ,
HC IMA QT NOS-CP, 43.59 ,
HC IMA QUANT NES-MGETH, 138.95 ,
"HC IMA,QT,NOS-IBD SGI", 294.96 ,
HC IMA QUANT NOS-VWF PROPEPTIDE, 224.70 ,
HC IMA NON INF QUANT NOS-NEOPT, 211.26 ,
HC IMA QUANT NES-ADE, 224.29 ,
HC IMA FOR NON-INF QT NOS-MP, 145.41 ,
HC LACTATE (LACTIC ACID), 143.45 ,
HC LACTATE (LACTIC ACID)-URINE, 400.00 ,
HC LACTIC ACID-CSF, 31.22 ,
HC LEAD, 104.40 ,
HC LEAD, 34.47 ,
HC LEAD-RBC, 96.26 ,
HC LEAD-BLOOD, 34.47 ,
HC LEAD-BLOOD HMP, 34.47 ,
HC LIPASE-BF, 19.64 ,
HC LIPOPROTEIN, 36.87 ,
HC MAGNESIUM-RBC, 30.95 ,
HC MAGNESIUM-SRP, 42.43 ,
HC MS BILE ACIDS; CHOLYLGLYCINE, 164.08 ,
HC MASS SPECT;QUANT EA-BILE ACID," 1,473.00 ",
HC MASS SPECT;QUANT EA-PUR/PYR, 609.20 ,
HC MASS SPECT;QUANT EA-TMA, 318.45 ,
HC MS NES;QUANT EA-CORTISONE-CR, 51.44 ,
HC MS/MS NES QUANT-CDU, 118.55 ,
HC MS NON DRUG NES EA-LEUKOTRIENE, 281.58 ,
HC MS NON DRUG NES QT EA-NG, 154.71 ,
HC MERCURY QUANTITATIVE, 46.29 ,
HC MERCURY QUANT-BLOOD, 46.29 ,
HC MUCOPOLYSAC. ACID QT, 280.09 ,
HC MUCOPOLYSACCHARIDES;QT UR, 212.36 ,
HC NEPHELOMETRY EA ANALYTE, 50.30 ,
HC NEPHELOMETRY KAPPA/LAMBDA QT., 98.80 ,
HC NEPHELOMETRY EA-URINE RETINOL, 38.72 ,
HC 5-NUCLEOTIDASE, 31.77 ,
HC NUCLEOTIDASE-RBC ENZYMES, 724.70 ,
HC OXALATE, 36.66 ,
HC PLASMA OXALATE, 146.25 ,
HC OXALATE-SRP, 77.75 ,
HC PH;BODY FLUID NOS-SRP, 17.49 ,
HC PH;BF NES, 15.41 ,
HC PHENCYCLIDINE, 62.58 ,
HC PCP CONF MECONIUM, 118.45 ,
HC PHOSPHOHEXOSE ISOMERAS-RBCEE, 224.93 ,
HC PHI-HAVEP, 176.29 ,
HC PROTEIN TOTAL-LES, 176.28 ,
HC PROT TOT SERUM-FDAG, 29.71 ,
HC PROT;TOT NOT REFRACT;OTHER, 11.00 ,
HC PROT TOT EXCEPT BY REF;OTH-BF, 15.29 ,
HC PROT TOT BY REFRACT ANY SOURCE, 11.10 ,
HC PROT TOT BY REFRACT-IMMUNOFIX, 13.31 ,
HC WHOLE MITO GENOME-WHOLEMTDNA," 1,377.35 ",
HC PROTEIN;ELECT FRACT/QT-GSD2, 72.50 ,
HC PROT;ELECT FRACT/QT;SERUM, 11.10 ,
HC PROT FRACT/QUANT;SER-IMMUNOFIX, 27.83 ,
HC WHOLE MITO GENE DEL-WHOLEMTDNA," 1,377.35 ",
HC WESTERN BLOT EA-PROTEIN 70, 207.76 ,
HC WESTERN BLOT EA-CRMWS, 374.48 ,
HC WESTERN BLOT-MGETH, 193.39 ,
HC WESTERN BLOT EA-MP, 200.09 ,
HC PYRUVATE, 143.45 ,
HC PYRUVATE-CSF, 30.90 ,
HC PYRUVATE KINASE, 71.26 ,
HC PYRUVATE KINASE-RBCEE, 94.65 ,
HC PYRUVATE KINASE-HAEVP, 182.82 ,
HC RECEPTOR ASSAY ACETYLCHOLINE, 45.55 ,
HC RECEPTOR ASSAY;SOL.TRANSFERRIN, 86.79 ,
HC RECEPTOR NON ENDO-TRANSFERRIN, 69.50 ,
HC SHBG, 115.39 ,
HC SEX HORMONE BIND GLOB-BIOAVAIL, 61.97 ,
HC SODIUM;OTHER SOURCE-STOOL, 22.00 ,
HC SODIUM;OTHER SOURCE-BF, 15.04 ,
HC SPECTROPHOMETRY;DISACCHARIDASE, 81.88 ,
HC SPECT ANALYTE NES-UR TOT PORPH, 30.23 ,
HC SPECT ANALYTE NES-ADEN DEAMIN, 93.76 ,
HC SPECT ANALYTE NES-MRCE, 254.38 ,
HC SPECT ANALYTE NES-LES, 315.95 ,
HC SPECT ANALYTES-MRCE, 210.50 ,
HC SPECT ANALYTE NES-FDAG, 51.60 ,
HC SPECT ALALYTE NES-PORPH TOT, 218.96 ,
HC SUGARS CHROMATOGRAPHY TLC, 138.65 ,
HC SUGARS CHROM TLC OR PAPER-NG, 167.84 ,
HC THIAMINE (VIT B1)-PLASMA, 60.45 ,
HC THIAMINE (VIT B1)-WHOLE BLOOD, 60.50 ,
HC TRIGLYCERIDES, 64.98 ,
HC TRIGLYCERIDES-BF, 16.37 ,
HC URIC ACID;OTHER SOURCE-SRP, 29.96 ,
HC URIC ACID OTHER SOURCE, 15.14 ,
HC VASOACTIVE INTES. PEPTIDE, 83.86 ,
HC VASOACTIVE INTESTINAL PEPTIDE, 475.13 ,
HC VITAMIN;BIOTIN, 137.20 ,
HC VITAMIN B3 (NIACIN), 105.95 ,
HC ZINC, 32.43 ,
HC ZINC (RBC), 96.26 ,
HC GONADOTROPIN CHORIONIC;QUANT, 25.98 ,
HC HCG TUMOR MARKER CSF, 27.70 ,
HC MISC CHEMISTRY SENDOUT, -   ,
HC ANABOLIC STERIOD SCREEN, 77.81 ,
HC CLOTTING;FACT VIII 1 STAGE, 51.00 ,
HC CLOTTING;FACT VIII AHG W/REFLX, 51.00 ,
HC CLOTTING;FACT VIII-VWP, 51.00 ,
HC CLOT FACT VIII ONE STAGE-VWD, 84.14 ,
HC CLOTTING;FACT VIII VWFACT-VWP, 65.33 ,
HC CLOT FACT VIII RISTOCETIN-VWD, 108.24 ,
HC CLOTTING;FACTOR 8 VW FACTOR AG, 65.33 ,
HC CLOTTING;FACT VIII VW AG-VWP, 65.33 ,
HC CLOT FACT VIII WV AG-VWD, 216.07 ,
HC CLOTTING;FACTOR 8 MULTIMERS, 189.70 ,
HC CLOTTING;FACTOR 8 MULT-VW2B, 328.78 ,
HC CLOTTING FACT VIII VW FACTOR, 189.70 ,
HC CLOTTING INHIBIT;PROT S FREE, 53.58 ,
HC PROTEIN S FREE, 76.68 ,
HC FACTOR INHIBITOR TEST-ADAMTS13, 185.95 ,
HC FACTOR INHIBITOR TEST-FACT 8, 135.85 ,
HC RUSSELL VIPER VENOM TIME;DIL, 27.30 ,
HC RUSSELL VIPER VENOM;DIL MIX, 27.30 ,
HC RUSSELL VIPER VENOM;DIL CONF, 27.30 ,
HC RUSSELL VIPER VENOM;DIL-AP, 28.00 ,
HC PTT;PLASMA OR WB, 17.12 ,
HC HEPARIN NEUTRALIZATION, 20.73 ,
HC PTT-AP, 18.00 ,
HC ALLERGEN SPEC IGE EA, 131.26 ,
HC ALLERGEN SPECIFIC IGE, 92.90 ,
HC ALLERGEN SPECIFIC IGE (RAST), 6.25 ,
HC ALLERGEN SPEC IGE;ALPHA-GAL, 53.14 ,
HC ALLERGEN SPECIFIC IGE (RAST), -   ,
HC ALLERGEN SPECIFIC IGE (RAST)-B, -   ,
HC ALLERGEN SPECIFIC IGE (RAST)-C, -   ,
HC ALLERGEN SPEC IGG-EGG, 174.70 ,
HC ANTIBODY IDENT LEUK ANTI., 95.24 ,
HC AB ID;LEUKOCYTES-NHLA, 209.51 ,
HC AB ID;LEUKOCYTES-HEP AUTOIMM., 40.88 ,
HC ANTIBODY ID;NEUTROPHIL, 173.45 ,
HC ANTIBODY ID-PLT AB SCREEN, 470.25 ,
HC ANTIBODY ID;PLATELET ABY, 135.74 ,
HC ANTINUCLEAR ANTIBODIES (ANA), 34.43 ,
HC ANA-HEPATITIS AUTO IMMUNE, 32.78 ,
HC ANA, 35.34 ,
HC BETA 2 GLYCOPROTEIN 1 AB EA, 217.31 ,
HC BETA 2 GLYCOPROTEIN 1 ABY IGA, 72.44 ,
HC BETA 2 GLYCOPROTEIN IGG & IGM, 144.87 ,
HC BETA 2 GLYCOPROTI AB EA-AP, 73.00 ,
HC CARDIOLIPIN AB EACH IG CLASS, 217.31 ,
HC CARDIOLIPIN AB EA IG CLASS-AP, 73.00 ,
HC ANTI-PHOSPHATIDYLSERINE AB, 99.32 ,
HC ANTI-PHOSPHOLIPID ANTIBODY, 101.93 ,
HC COMPLEMENT; ANTIGEN EA COMP, 34.17 ,
HC COMPLEMENT;ANTIGEN EACH-C2, 48.55 ,
HC COMPLEMENT;ANTIGEN EACH, 67.00 ,
HC COMPLEMENT; FUNCT EA AB, 37.36 ,
HC COMPLEMENT;FUNCTIONAL AG EACH, 105.36 ,
HC COMPLEMENT;FUNCT EA-CEICHR, 75.14 ,
HC COMP TOTAL HEMOLYTIC (AH50), 86.46 ,
HC COMP TOTAL HEMOLYTIC (CH 50), 57.86 ,
HC EXTRACTABLE NUCLEAR AB;EA ABY, 51.08 ,
HC ANTIBODY TO ENA EACH, 51.08 ,
HC ANTIBODY TO ENA EACH-PM-SCL, 96.25 ,
HC ANTIBODY TO ENA EA-MYOSITIS, 157.32 ,
HC ENA AB ANY METHOD-MYOS, 58.71 ,
HC ENA ANTBODY ANY METHOD, 52.44 ,
HC FLUOR NON-INF ABY SCRN ENDOMY, 89.00 ,
HC FLUOR NONINF AB SCRN;RETICULIN, 70.04 ,
HC FLOURESCENT AB SCRN EA, 34.32 ,
HC FLUOR NONINF AB SCRN;NMDA, 181.11 ,
HC FLUOR NONINF AB SCRN EA-CSFNMO, 586.63 ,
HC FLUOR NONINF AB SCREEN EA-CNA, 34.32 ,
HC FLUOR NON-INF SCREEN-MGP3, 267.75 ,
HC FLUOR NON-INF ABY TITER ENDOMY, 116.05 ,
HC FLUOR NON-INF AB TITER EA-ENDO, 39.70 ,
HC FLUOR NON-INF AB TITER EA-EMA, 62.05 ,
HC FLUOR NON-INF AB TITER EA-PPA, 934.74 ,
HC FLUOR NON INF TITER EA-NMDA, 166.66 ,
HC FLUOR NON-INF AB TITER EA-HEP, 32.78 ,
HC FLUOR NON-INF AB TITR EA-PNEOE," 1,130.95 ",
HC FLUOR NON-INF AB TITER EA-ADE, 208.81 ,
HC FLUOR NON-INF AB TITER EA-SM, 52.36 ,
HC IMA INF AGENT ABY QUANT-PNEUMO, 299.00 ,
HC IMMUNO ASSAY INF AB QUANT NOS, 42.69 ,
HC IMMUNASY INF.AGNT:QUANT;NOS, 42.69 ,
HC IMA FOR INF ABY QT-INFLU B AB, 42.69 ,
HC IMA FOR IFA;QUANT NES-RUBGM, 42.69 ,
HC IMA FOR IFA AB QUANT-PNEUMO, 981.87 ,
HC IMA IFA AB QUANT TETANUS IGG, 42.69 ,
HC ISLET CELL ANTIBODY, 57.86 ,
HC IMA QUANT;BY RIA-GAD65 AUTOAB, 77.39 ,
HC ISLET CELL ANTIBODY (IA-2), 140.68 ,
HC ISLET CELL ANTIBODY-GAD65, 330.95 ,
HC ISLET CELL AB ZN TRANSPORT 8AB, 374.70 ,
HC ISLET CELL AB-MGETH, 211.84 ,
HC ISLET CELL AB-ADE, 343.41 ,
HC ISLET CELL ANTIBODY-MP, 220.24 ,
HC CELLULAR FUNCTION ASSAY-UIA, 214.94 ,
HC CELLULAR FUNCTION ASSAY-CUI, 215.15 ,
HC CELLULAR FUNCTION ASSAY-IMMUKN, 237.51 ,
HC CELLULAR FUNCTION ASSAY-NKF, 456.50 ,
HC CELLULAR FUNCTION ASSAY-CD107A, 286.30 ,
HC CELLULAR FUNCTION ASSAY-CP, 515.45 ,
HC B CELLS;TOT CT.-LYMPH SUBSETS, 148.68 ,
HC B CELLS TOTAL COUNT-LS7, 89.53 ,
HC B CELLS TOTAL COUNT-LS5, 89.53 ,
HC MONONUC CELL AG QT NES EA-TLR, 313.64 ,
HC MC AG QUANT NOS EA AG-PNH, 214.70 ,
HC MONONUCLEAR CELL AG QT EA-LS7, 286.65 ,
HC MONONUC CELL AG NES EA-PNH RBC, 89.85 ,
HC MONONUCLEAR CELL AG QT-PNHWBC, 64.19 ,
HC MONONUCLEAR CELL AG QT-PNH HS, 69.60 ,
HC NK CELLS;TOTAL COUNT-NKF, 247.25 ,
HC NK CELLS;TOT CT.-LYMPH SUBSETS, 148.68 ,
HC NK CELLS TOTAL COUNT-LS5, 89.53 ,
HC T CELLS;TOT CT.-LYMPH SUBSETS, 185.60 ,
HC T CELLS TOTAL COUNT-LS7, 89.53 ,
HC T CELLS TOTAL COUNT-LS5, 89.53 ,
HC T CELLS;ABSOLUTE CD4/CD8, 50.56 ,
HC T CELL ABS CD4/CD8 W RATIO-LS7, 95.53 ,
HC T CELL ABS CD4/CD8 W RATIO-LS5, 89.53 ,
HC MICROSOMAL ANTIBODIES EACH, 41.43 ,
HC MICROSOMAL ABY EA-HEP AUTOIMM, 76.49 ,
HC MICROSOMAL AB EA (ANTI-TPO), 41.43 ,
HC PARTICLE AGGL;SCREEN (CMV), 26.02 ,
HC PARTICLE AGGL;SCREEN-STZR, 29.80 ,
HC PARTICLE AGGL;TITER EA ABY-TP, 361.09 ,
HC PARTICLE AGGL;TITER STZR, 37.73 ,
HC VDRL, 16.00 ,
HC RPR, 11.01 ,
HC ANTIBODY;ASPERGILLUS, 85.74 ,
HC ASPERGILLUS, 42.87 ,
HC LYME DISEASE WESTERN BLOT, 44.12 ,
HC B.BURGDORFEI CONF (IGG OR IGM), 44.12 ,
HC LYME DISEASE-AB, 48.51 ,
HC BORRELIA BURDGORFERI-CSF, 48.51 ,
HC ANTIBODY;BRUCELLA, 25.44 ,
HC BRUCELLA, 151.91 ,
4VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE, 218.31 ,
HC ANTIBODY;CYTOMEGA (CSF), 47.99 ,
HC CMV IGM, 48.00 ,
HC ANTIBODY;ENCEPHALITIS CAL, 37.56 ,
HC ANTIBODY;ENCEP CALIF(CSF), 37.56 ,
HC CALIF ENCEPHALITIS AB-ARBO, 37.56 ,
HC ANTIBODY;ENCEPH.E EQUINE (CSF), 37.56 ,
HC EASTERN EQUINE ENCEPHAL AB-ARB, 37.56 ,
HC ANTBDY;ENCEPHALITIS ST.LOUIS, 37.56 ,
HC ANTBDY:ENCEPHA ST.LUS(CSF), 37.56 ,
HC ST. LOUIS ENCEPHAL AB-ARBO, 37.56 ,
HC ANTBDY;ENCEPH W.EQ (CSF), 37.56 ,
HC WESTERN EQUINE ENCEPHAL AB-ARB, 37.56 ,
HC ANTIBODY;ENTEROVIRUS (POLIO), 146.08 ,
HC ANTIBODY;ENTEROVIRUS, 38.09 ,
HC ANTIBODY;ENTEROVIRUS(CSF), 38.09 ,
HC ANTIBODY;ECHOVIRUS, 185.48 ,
HC ANTIBODY;FUNGUS NES-IBD7, 36.74 ,
HC ANTIBODY FUNGUS (SPOROTHRIX), 247.58 ,
HC ANTIBODY FUNGUS NES-SC, 69.81 ,
HC HELMINTH NES SCHISTOMA IGG, 84.65 ,
HC HIV ANTIBODY CONFIRMATORY, 71.26 ,
HC HTLV ANTIBODY CONFIRMATORY, 108.39 ,
HC ANTIBODY HSV NON-SPEC IGG/IGM, 81.93 ,
HC ANTBDY;HRPS SMPLX NON-SPE, 40.97 ,
HC ANTIBODY;HRPS SIMP NOS(CSF), 40.97 ,
HC ANTIBODY;HSV NON-SPECIFIC, 40.97 ,
HC RICKETTISA, 55.11 ,
HC ANTIBODY;RICKETTSIA, 55.11 ,
HC TOXOPLASMA, 170.00 ,
HC ANTIBODY;TOXOPLASMA-TOXPAN, 276.73 ,
HC ANTIBODY;TOXOPLASMA-TP, 249.94 ,
HC TOXOPLASMA IGM, 170.00 ,
HC ANTIBODY;TOXOPLASMA IGM, 41.00 ,
HC ANTIBODY;TOXOPLASMA IGM, 276.73 ,
HC ANTIBODY;TOXOPLASMA IGM-TP, 249.94 ,
HC TREPONEMA PALLIDUM, 37.61 ,
HC FTA-ABS, 37.61 ,
HC WEST NILE VIRUS IGM, 48.03 ,
HC WEST NILE VIRUS AB IGM-ARBO, 48.00 ,
HC WEST NILE VIRUS, 41.04 ,
HC WEST NILE VIRUS AB-ARBO, 40.96 ,
HC ANTIBODY;VIRUS NOS, 36.68 ,
HC VIRUS NES-HEPATITIS E IGG/IGM, 76.10 ,
HC ANTIBODY;VIRUS-DENGUE FEVER, 36.68 ,
HC ANTIBODY;VIRUS NES-HTLV, 36.68 ,
HC HLA FLOW HD PANEL CLASS I-UAMS, 633.85 ,
HC HLA FLOW HD PAN CLASS II-UAMS, 559.75 ,
HC HLA XM FLOW;FIRST SAMPLE-UXMD, 204.34 ,
HC HLA XM FLOW FIRST SAMPLE-DDU, 186.74 ,
HC HLA XM FLOW 1ST SAMPLE OR DIL, 198.98 ,
HC HLA XM FLOW EA ADD SAMPLE-UXMD, 270.95 ,
HC HLA XM FLOW EA ADD SAMPLE-DDU, 246.00 ,
HC HLA XM FLOW EA ADD'L SAMP/DIL, 119.31 ,
HC HLA FLOW;HLA CLASS I-UHR, 501.93 ,
HC HLA PRA-CLASS I-FLOW, 361.01 ,
HC HLA FLOW;HLA CLASS II-UHR, 441.93 ,
HC HLA PRA-CLASS II-FLOW, 363.29 ,
HC ANTIBODY SCREEN RBC EACH, 91.60 ,
HC ANTIBODY SCREEN RBC EA, 118.05 ,
HC ANTIBODY SCREEN, 13.92 ,
HC ANTIBODY ID RBC EACH PANEL, 159.80 ,
HC ANTIBODY ID;EACH PANEL, 161.40 ,
HC DAT EACH ANTISERA, 52.35 ,
HC AHG TEST (COOMBS TEST);DIRECT, 123.25 ,
HC BLOOD TYPING;ABO, 69.95 ,
HC BLOOD TYPING ABO-A1 TYPING, 99.15 ,
HC BLOOD TYPING;ABO, 102.90 ,
HC BLOOD TYPING;ABO (UNIT), 78.00 ,
HC BLOOD TYPING;ABO (RETYPE), 28.95 ,
HC BLOOD TYPING SEROLOGIC;ABO, 7.62 ,
HC BLOOD TYPING;RH (D), 69.95 ,
HC BLOOD TYPING;RH(D) PATIENT, 99.20 ,
HC BLOOD TYPING;RH(D) (RETYPE), 84.55 ,
HC BLOOD TYPE;AG SPEC-AG1, 75.95 ,
