HC EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM,"2,942.00",,,
HC EXCISON TUMOR SOFT TISSUE THIGH/KNEE SUBQ 3 CM/>,"3,159.00",,,
HC INJECTION KNEE ARTHROGRAPHY,393,,,
HC REMOVAL FOREIGN BODY DEEP THIGH/KNEE,"3,043.00",,,
HC CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,"3,597.00",,,
HC CLTX SPRCNDYLR/TRNSCNDYLR FEM FX W/O MANJ,"3,754.00",,,
HC CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRACJ,"5,840.00",,,
HC CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/O MANJ,"3,714.00",,,
HC CLOSED TX PATELLAR FRACTURE W/O MANIPULATION,"2,229.00",,,
HC CLTX TIBIAL FX PROXIMAL W/O MANIPULATION,"2,114.00",,,
HC CLTX TIBIAL FX PROXIMAL W/WO MANJ W/SKEL TRACJ,"4,347.00",,,
HC CLTX INTERCONDYLAR SPI&/TUBRST FX KNE W/WO MAN,"3,341.00",,,
HC CLOSED TX KNEE DISLOCATION W/O ANESTHESIA,"3,457.00",,,
HC CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,"2,656.00",,,
HC TENOTOMY PRQ ACHILLES TENDON SPX LOCAL ANES,"2,852.00",,,
HC EXC TUMOR SOFT TISSUE LEG/ANKLE SUBQ <3CM,"2,296.00",,,
HC EXCISION TUMOR SOFT TISSUE LEG/ANKLE SUBQ 3 CM/>,"29,705.00",,,
HC CLTX TIBIAL SHAFT FX W/O MANIPULATION,"2,397.00",,,
HC CLTX TIBIAL SHAFT FX W/MANJ W/WO SKEL TRACJ,"3,749.00",,,
HC CLTX MEDIAL MALLEOLUS FX W/O MANIPULATION,"2,302.00",,,
HC CLTX MEDIAL MALLS FX W/MANJ W/WO SKN/SKEL TRACJ,"3,311.00",,,
HC CLOSED TREATMENT PST MALLEOLUS FRACTURE W/O MANJ,"2,147.00",,,
HC CLOSED TREATMENT PST MALLEOLUS FRACTURE W/MANJ,"3,307.00",,,
HC CLTX PROX FIBULA/SHFT FX W/O MANJ,"2,103.00",,,
HC CLTX PROX FIBULA/SHFT FX W/MANJ,"2,984.00",,,
HC CLTX DSTL FIBULAR FX LAT MALLS W/O MANJ,"2,162.00",,,
HC CLTX DSTL FIBULAR FX LAT MALLS W/MANJ,"2,920.00",,,
HC CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/O MANJ,"2,267.00",,,
HC CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/MANJ,"3,236.00",,,
HC CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION,"2,160.00",,,
HC CLTX TRIMALLEOLAR ANKLE FX W/MANIPULATION,"3,287.00",,,
HC CLTX FX W8 BRG ARTCLR PRTN DSTL TIBIA W/O MANJ,"2,290.00",,,
HC CLTX FX W8 BRG ARTCLR PRTN DSTL TIB W/SKEL TRACJ,"3,732.00",,,
HC CLTX PROX TIBFIB JT DISLC W/O ANES,"2,472.00",,,
HC CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA,"2,771.00",,,
HC TENOTOMY PERCUTANEOUS TOE SINGLE TENDON,"2,852.00",,,
HC EXCISION TUMOR SOFT TIS FOOT/TOE SUBQ 1.5 CM/>,"2,682.00",,,
HC EXCISION TUMOR SOFT TISSUE FOOT/TOE SUBQ <1.5CM,"1,978.00",,,
HC REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,"1,007.00",,,
HC REMOVAL FOREIGN BODY FOOT DEEP,"2,371.00",,,
HC TENOLYSIS FLEXOR FOOT SINGLE TENDON,"2,795.00",,,
HC TX OPN TENDON FLEXOR FOOT SINGLE/MULT TENDON SPX,"2,852.00",,,
HC TX OPEN TENDON FLEXOR TOE 1 TENDON SPX,"2,852.00",,,
HC TENOTOMY OPEN EXTENSOR FOOT/TOE EACH TENDON,"2,852.00",,,
HC CORRECTION HAMMERTOE,"2,818.00",,,
HC OSTEOT W/WO LNGTH SHRT/CORRJ METAR XCP 1ST EA,"2,818.00",,,
HC CLOSED TX CALCANEAL FRACTURE W/O MANIPULATION,"1,717.00",,,
HC CLOSED TX CALCANEAL FRACTURE W/MANIPULATION,"2,620.00",,,
HC CLOSED TX TALUS FRACTURE W/O MANIPULATION,"1,579.00",,,
HC CLOSED TX TALUS FRACTURE W/MANIPULATION,"1,889.00",,,
HC TX TARSAL BONE FX XCP TALUS&CALCN W/O MANJ,"1,458.00",,,
HC TX TARSAL BONE FX XCP TALUS&CALCN W/MANJ,"1,959.00",,,
HC CLOSED TX METATARSAL FRACTURE W/O MANIPULATION,"1,446.00",,,
HC CLTX METAR FX W/MANJ,"1,728.00",,,
HC CLTX FX GRT TOE PHLX/PHLG W/O MANJ,945,,,
HC CLTX FX GRT TOE PHLX/PHLG W/MANJ,"1,141.00",,,
HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/O MANJ,900,,,
HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,"1,067.00",,,
HC CLTX TARSAL DISLC OTH/THN TALOTARSAL W/O ANES,"1,385.00",,,
HC CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,"1,409.00",,,
HC APPLICATION CAST SHOULDER HAND LONG ARM,519,,,
HC APPLICATION CAST ELBOW FINGER SHORT ARM,473,,,
HC APPLICATION CAST HAND & LOWER FOREARM GAUNTLET,508,,,
HC APPLICATION LONG ARM SPLINT SHOULDER HAND,452,,,
HC APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,299,,,
HC APPLICATION SHORT ARM SPLINT DYNAMIC,367,,,
HC APPLICATION FINGER SPLINT STATIC,214,,,
HC APPLICATION FINGER SPLINT DYNAMIC,256,,,
HC STRAPPING THORAX,297,,,
HC STRAPPING SHOULDER,324,,,
HC APPLICATION LONG LEG CAST THIGH-TOE,764,,,
HC APPLICATION CYLINDER CAST THIGH ANKLE,665,,,
HC APPLICATION SHORT LEG CAST BELOW KNEE-TOE,452,,,
HC APPLICATION SHORT LEG CAST WALKING/AMBULATORY,428,,,
HC APPL CLUBFOOT CAST MOLDING/MANJ LONG/SHORT LEG,853,,,
HC APPLICATION LONG LEG SPLINT THIGH ANKLE/TOES,372,,,
HC APPLICATION SHORT LEG SPLINT CALF FOOT,372,,,
HC STRAPPING HIP,270,,,
HC STRAPPING KNEE,283,,,
HC STRAPPING TOES,142,,,
HC STRAPPING UNNA BOOT,323,,,
HC APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,171,,,
HC REMOVAL/BIVALVING GAUNTLET BOOT/BODY CAST,258,,,
HC DRAINAGE ABSCESS/HEMATOMA NASAL SEPTUM,919,,,
HC EXCISION NASAL POLYP SIMPLE,"1,007.00",,,
HC EXCISION/DESTRUCTION INTRANASAL LESION INT APPR,"2,606.00",,,
HC INSERTION NASAL SEPTAL PROSTHESIS BUTTON,"2,063.00",,,
HC REMOVAL FOREIGN BODY INTRANASAL OFFICE PROCEDURE,978,,,
HC REPAIR NASAL VESTIBULAR STENOSIS,"7,544.00",,,
HC ABLTJ SOFT TIS INFERIOR TURBINATES UNI/BI SUPFC,"1,060.00",,,
HC ABLTJ SOF TISS INF TURBS UNI/BI SUPFC INTRAMURAL,"2,063.00",,,
HC CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,428,,,
HC CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX,611,,,
HC CTRL NSL HEMRRG PST NASAL PACKS&/CAUTERY 1ST,769,,,
HC NASAL ENDOSCOPY DIAGNOSTIC UNI/BI SPX,589,,,
HC NASAL/SINUS NDSC SURG W/BX POLYPECT/DBRDMT SPX,"2,060.00",,,
HC NASAL/SINUS NDSC SURG W/CONTROL NASAL HEMRRG,"2,060.00",,,
HC INTUBATION ENDOTRACHEAL EMERGENCY PROCEDURE,827,,,
HC TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT,266,,,
HC LARYNGOSCOPY INDIRECT DIAGNOSTIC SPX,377,,,
HC LARYNGOSCOPY W/WO TRACHEOSCOPY DX EXCEPT NEWBORN,"2,060.00",,,
HC LARGSC W/NJX VOCAL CORD THER W/MICRO/TELESCOPE,"3,185.00",,,
HC LARYNGOSCOPY FLEXIBLE ABLATJ DESTJ LESION(S) UNI,"3,185.00",,,
HC LARYNGOSCOPY FLEXIBLE DIAGNOSTIC,586,,,
HC LARYNGOSCOPY FLEXIBLE W/BIOPSY(IES),"2,060.00",,,
HC LARYNGOSCOPY FLX RMVL FOREIGN BODY(S),"1,138.00",,,
HC LARYNGOSCOPY FLEXIBLE RMVL LESION(S) NON-LASER,"2,060.00",,,
HC LARYNGOSCOPY FLX/RGD TELESCOPIC W/STROBOSCOPY,"1,086.00",,,
HC LAS PHOTOANGIOLYSIS,"2,920.00",,,
HC CONSTJ TRACHEOESOPHGL FSTL&INSJ SP PROSTH,"4,179.00",,,
HC TRACHEOSTOMA REVJ SMPL W/O FLAP ROTATION,"3,149.00",,,
HC TRACHEOBRNCHSC THRU EST TRACHS INC,983,,,
HC BRNCHSC INCL FLUOR GDNCE DX W/CELL WASHG SPX,"1,612.00",,,
HC BRNCHSC BRUSHING/PROTECTED BRUSHINGS,"1,612.00",,,
HC BRNCHSC W/BRNCL ALVEOLAR LAVAGE,"1,612.00",,,
HC BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES,"1,612.00",,,
HC BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX 1 LOBE,"1,427.00",,,
HC BRONCHOSCOPY NEEDLE BX TRACHEA MAIN STEM&/BRON,"3,388.00",,,
HC BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX EACH LOBE,372,,,
HC BRONCHOSCOPY W/REMOVAL FOREIGN BODY,"1,423.00",,,
HC BRNCHSC W/THER ASPIR TRACHEOBRNCL TREE 1ST,"1,612.00",,,
HC BRNCHSC W/THER ASPIR TRACHEOBRNCL TREE SBSQ,"1,612.00",,,
HC CATHETER ASPIRATION NASOTRACHEAL SPX,385,,,
HC THORACOTOMY W/CARDIAC MASSAGE,"5,973.00",,,
HC BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS NEEDLE,"1,194.00",,,
HC INSERTION INDWELLING TUNNELED PLEURAL CATHETER,"4,092.00",,,
HC TUBE THORACOSTOMY INCLUDES WATER SEAL,"1,279.00",,,
HC PERQ DRAINAGE PLEURA INSERT CATH W/O IMAGING,823,,,
HC PERQ DRAINAGE PLEURA INSERT CATH W/IMAGING,816,,,
"HC PLACE GUIDE DEV,OTH,1/+",758,,,
HC PERICARDIOCENTESIS INITIAL,885,,,
HC TUBE PERICARDIOSTOMY,"3,793.00",,,
HC INS NEW/RPLCMT PRM PACEMAKR W/TRANS ELTRD ATRIAL,"10,512.00",,,
HC INS NEW/RPLC PRM PACEMAKER W/TRANSV ELTRD VENTR,"10,512.00",,,
HC INS NEW/RPLCMT PRM PM W/TRANSV ELTRD ATRIAL&VENT,"10,512.00",,,
HC INSJ/RPLCMT TEMP TRANSVNS 1CHMBR ELTRD/PM CATH,"7,248.00",,,
HC UPG PACEMAKER SYS CONVERT 1CHMBR SYS 2CHMBR SYS,"10,512.00",,,
HC INSJ 1 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB,"7,248.00",,,
HC RELOCATION OF SKIN POCKET FOR PACEMAKER,"2,555.00",,,
HC RELOCATE SKIN POCKET IMPLANTABLE DEFIBRILLATOR,"3,043.00",,,
HC INSJ ELTRD CAR VEN SYS ATTCH PREV PM/DFB PLS GEN,"10,512.00",,,
HC INSJ ELTRD CAR VEN SYS TM INSJ DFB/PM PLS GEN,"3,357.00",,,
HC RPSG PREV IMPLTED CAR VEN SYS L VENTR ELTRD,"3,600.00",,,
HC REMVL PERM PM PLSE GEN W/REPL PLSE GEN SNGL LEAD,"7,248.00",,,
HC REMVL PERM PM PLS GEN W/REPL PLSE GEN 2 LEAD SYS,"10,512.00",,,
HC REMVL PERM PM PLS GEN W/REPL PLSE GEN MULT LEAD,"18,168.00",,,
HC REMOVAL PERMANENT PACEMAKER PULSE GENERATOR ONLY,"7,248.00",,,
HC RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR,"3,580.00",,,
HC RMVL TRANSVNS PM ELTRD DUAL LEAD SYS,"4,685.00",,,
HC REMOVAL IMPLANTABLE DEFIB PULSE GENERATOR ONLY,"3,925.00",,,
HC RMVL1/DUAL CHMBR IMPLTBL DFB ELTRD TRANSVNS XTRJ,"6,277.00",,,
HC INSJ/RPLCMT PERM DFB W/TRNSVNS LDS 1/DUAL CHMBR,"34,124.00",,,
HC RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD,"25,376.00",,,
HC RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD,"25,376.00",,,
HC EXCHNG ICD GEN MULTI SYST,"34,124.00",,,
HC INS/REP SUBQ DEFIB,"52,898.00",,,
HC INS SUBQ IMPL DFB ELCTRD,"11,236.00",,,
HC IMP PT_ACT EVENT RECORDER,"7,248.00",,,
HC REM PT_ACT EVENT RECORDER,"1,684.00",,,
HC INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY,"4,041.00",,,
HC INJECTION PX PRQ TX EXTREMITY PSEUDOANEURYSM,805,,,
HC NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH,360,,,
HC SLCTV CATH PLMT VEN SYS 1ST ORDER BRANCH,"1,105.00",,,
HC SLCTV CATHETER PLMT LEFT/RIGHT PULMONARY ARTERY,"1,039.00",,,
HC SLCTV CATH PLMT SEGMENTAL/SUBSEGMENTAL PULM ART,"1,201.00",,,
HC INTRODUCTION CATHETER AORTA,"1,083.00",,,
HC SLCTV CATHJ EA 1ST ORD THRC/BRCH/CPHLC BRNCH,"1,700.00",,,
HC SLCTV CATHJ 1ST 2ND ORD THRC/BRCH/CPHLC BRNCH,"1,931.00",,,
HC SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH,"2,303.00",,,
HC NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,"4,058.00",,,
HC SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART,"4,058.00",,,
HC SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH,"1,898.00",,,
HC SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH,"2,262.00",,,
HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UN,"4,058.00",,,
HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL,"4,058.00",,,
HC COLLECTION CAPILLARY BLOOD SPECIMEN,21,,,
HC TRANSFUSION BLOOD/BLOOD COMPONENTS,914,,,
HC NJX SCLEROSING SOLUTION MULTIPLE VEINS SAME LEG,771,,,
HC ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,"3,370.00",,,
HC THERAPEUTIC APHERESIS RED BLOOD CELLS,"1,839.00",,,
HC THERAPEUTIC APHERESIS PLATELETS,"1,839.00",,,
HC THERAPEUTIC APHERESIS PLASMA PHERESIS,"1,839.00",,,
HC PHOTOPHERESIS EXTRACORPOREAL,"6,988.00",,,
HC INSJ NON-TUNNELED CENTRAL VENOUS CATH AGE 5 YR/>,"1,439.00",,,
HC INSJ TUNNELED CVC W/O SUBQ PORT/PMP AGE 5 YR/>,"3,259.00",,,
HC INSJ TUNNELED CTR VAD W/SUBQ PORT AGE 5 YR/>,"3,974.00",,,
HC INSJ PRPH CVC W/O SUBQ PORT/PMP AGE 5 YR/>,"1,439.00",,,
HC RPLCMT COMPL TUN CVC W/O SUBQ PORT/PMP,"3,259.00",,,
HC RPLCMT COMPL PRPH CVC W/O SUBQ PORT/PMP,"1,439.00",,,
HC RMVL TUN CVC W/O SUBQ PORT/PMP,"1,056.00",,,
HC COLLECT BLOOD FROM IMPLANT VENOUS ACCESS DEVICE,189,,,
HC COLLECT BLOOD FROM CATHETER VENOUS NOS,193,,,
HC DECLOT BY THROMBOLYTIC AGENT IMPLANT DEVICE/CATH,484,,,
HC ARTERIAL PUNCTURE WITHDRAWAL BLOOD DX,168,,,
HC PLACEMENT NEEDLE INTRAOSSEOUS INFUSION,447,,,
HC INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP,"7,200.00",,,
HC PERQ THRMBC/NFS DIAL CIRCUIT TRLUML BALO ANGIOP,"14,544.00",,,
HC TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I,"11,022.00",,,
HC INS INTRVAS VC FILTR W/WO VAS ACS VSL SELXN RS&I,"4,483.00",,,
HC RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,"3,696.00",,,
HC CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL,"3,031.00",,,
HC REVSC OPN/PRQ ILIAC ART W/STNT PLMT & ANGIOPLSTY,"14,362.00",,,
HC REVSC OPN/PRG FEM/POP W/ANGIOPLASTY UNI,"6,946.00",,,
HC REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIOP SM VSL,"14,362.00",,,
HC REVSC OPN/PRQ FEM/POP W/STNT/ANGIOP SM VSL,"14,362.00",,,
HC REVSC OPN/PRQ FEM/POP W/STNT/ATHRC/ANGIOP SM VSL,"24,423.00",,,
HC REVSC OPN/PRQ TIB/PERO W/STNT/ATHR/ANGIOP SM VSL,"24,423.00",,,
HC OPEN/PERQ PLACEMENT INTRAVASCULAR STENT INITIAL,"14,362.00",,,
HC TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART,"7,740.00",,,
HC TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART,"3,870.00",,,
HC TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN,"7,200.00",,,
HC TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN,"3,600.00",,,
HC BLD-DRV HEMATOP PROGEN CELL HRVG TRNSPLJ AUTOL,"1,718.00",,,
HC TRNSPL PREPJ HEMATOP PROGEN CELLS CRYOPRSRV STOR,329,,,
HC TRNSPL PREP HEMATOP PROGEN THAW PREV HRV PER DNR,"14,020.00",,,
HC MARROW ASPIRATION ONLY,"1,086.00",,,
HC BONE MARROW BIOPSY NEEDLE/TROCAR,"1,086.00",,,
HC TRNSPLJ AUTOLOGOUS HEMATOPOIETIC CELLS PER DONOR,"5,191.00",,,
HC DRG LYMPH NODE ABSC/LYMPHADENITIS SMPL,"1,413.00",,,
HC BX/EXC LYMPH NODE NEEDLE SUPERFICIAL,"1,191.00",,,
HC BIOPSY OF LIP,564,,,
HC EXC LIP TRANSVRS WEDGE EXC W/PRIM CLSR,"2,745.00",,,
HC DRG ABSC CST HMTMA VESTIBULE MOUTH SMPL,"1,011.00",,,
HC DRG ABSC CST HMTMA VESTIBULE MOUTH COMP,"1,697.00",,,
HC BIOPSY VESTIBULE MOUTH,835,,,
HC EXC LES MUCOSA & SBMCSL VESTIBULE MOUTH W/O RPR,"2,063.00",,,
HC EXC LESION MUCOSA & SBMCSL VESTIBULE SMPL RPR,"2,063.00",,,
HC EXC LESION MUCOSA&SBMCSL VESTIBULE CPLX EXC MUSC,"3,149.00",,,
HC EXC FRENUM LABIAL/BUCCAL,"1,808.00",,,
HC INCISION LINGUAL FRENUM FRENOTOMY,857,,,
HC BIOPSY TONGUE ANTERIOR TWO-THIRDS,839,,,
HC BIOPSY FLOOR MOUTH,"1,086.00",,,
HC EXCISION LESION TONGUE W/O CLOSURE,"2,063.00",,,
HC EXC LESION TONGUE W/CLSR ANTERIOR TWO-THIRDS,"1,956.00",,,
HC EXCISION LINGUAL FRENUM FRENECTOMY,"1,146.00",,,
HC EXCISION LESION FLOOR MOUTH,"3,149.00",,,
HC RLAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG,"1,181.00",,,
HC REMOVAL FOREIGN BODY PHARYNX,951,,,
HC EXC LESION PALATE UVULA W/O CLOSURE,"2,063.00",,,
HC EXC LESION PALATE UVULA W/SMPL PRIM CLOSURE,"2,063.00",,,
HC UVULECTOMY EXCISION UVULA,"2,583.00",,,
HC SIALOT SUBMNDBLR SUBLNGL/PRTD UNCOMP INTRAORAL,"2,063.00",,,
HC BIOPSY SALIVARY GLAND NEEDLE,"1,191.00",,,
HC BIOPSY SALIVARY GLAND INCISIONAL,"3,149.00",,,
HC BIOPSY OROPHARYNX,"2,063.00",,,
HC BIOPSY NASOPHARYNX VISIBLE LESION SIMPLE,"2,063.00",,,
HC EXCISION/DESTRUCTION LESION PHARYNX ANY METHOD,"3,149.00",,,
HC REMOVAL FOREIGN BODY PHARYNX,"1,023.00",,,
HC EXC BRANCHIAL CLEFT CYST CONFINED SKN&SUBQ TIS,"3,149.00",,,
HC TONSILLECTOMY PRIMARY/SECONDARY AGE 12/>,"3,149.00",,,
HC CONTROL OROPHARYNGEAL HEMORRHAGE SIMPLE,"1,314.00",,,
HC ESOPHAGOSCOPY FLEXIBLE TRANSNASAL DIAGNOSTIC,"1,136.00",,,
HC ESOPHAGOSCOPY FLEXIBLE TRANSNASAL WITH BIOPSY,"1,136.00",,,
HC ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC,"1,136.00",,,
HC ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH BIOPSY,"1,136.00",,,
HC ESOPHAGOSCOPY TRANSORAL STENT PLACEMENT,"4,016.00",,,
HC ESOPHAGOSCOPY FLEX TRANSORAL LESION ABLATION,"3,334.00",,,
HC ESOPHAGOSCOPY FLEXIBLE TRANSORAL ULTRASOUND EXAM,"1,449.00",,,
HC ESOPHAGOSCOPY INTRA/TRANSMURAL NEEDLE ASPIRAT/BX,"1,974.00",,,
HC ESOPHAGOGASTRODUODENOSCOPY TRANSORAL DIAGNOSTIC,"1,106.00",,,
HC ESOPHAGOGASTRODUODENOSCOPY SUBMUCOSAL INJECTION,"1,327.00",,,
HC ESOPHAGOGASTRODUODENOSCOPY US SCOPE W/ADJ STRXRS,"1,770.00",,,
HC EGD INTRMURAL US NEEDLE ASPIRATE/BIOPSY ESOPHAGS,"2,210.00",,,
HC EGD TRANSORAL BIOPSY SINGLE/MULTIPLE,"1,302.00",,,
HC EGD TRANSORAL TRANSMURAL DRAINAGE PSEUDOCYST,"3,002.00",,,
HC EGD INTRALUMINAL TUBE/CATHETER INSERTION,"1,184.00",,,
HC EGD INTRMURAL NEEDLE ASPIR/BIOP ALTERED ANATOMY,"3,203.00",,,
HC EGD INJECTION SCLEROSIS ESOPHGL/GASTRIC VARICES,"2,025.00",,,
HC EGD BAND LIGATION ESOPHGEAL/GASTRIC VARICES,"2,233.00",,,
HC EGD DILATION GASTRIC/DUODENAL STRICTURE,"1,427.00",,,
HC EGD PERCUTANEOUS PLACEMENT GASTROSTOMY TUBE,"1,908.00",,,
HC EGD FLEXIBLE FOREIGN BODY REMOVAL,"1,522.00",,,
HC EGD INSERT GUIDE WIRE DILATOR PASSAGE ESOPHAGUS,"1,427.00",,,
HC EGD BALLOON DILATION ESOPHAGUS <30 MM DIAM,"1,717.00",,,
HC EGD FLEX REMOVAL LESION(S) BY HOT BIOPSY FORCEPS,"1,437.00",,,
HC EGD REMOVAL TUMOR POLYP/OTHER LESION SNARE TECH,"1,656.00",,,
HC EGD TRANSORAL ENDOSCOPIC MUCOSAL RESECTION,"2,067.00",,,
HC EGD TRANSORAL CONTROL BLEEDING ANY METHOD,"2,137.00",,,
HC EGD DELIVER THERMAL ENERGY SPHNCTR/CARDIA GERD,"3,101.00",,,
HC EDG US EXAM SURGICAL ALTER STOM DUODENUM/JEJUNUM,"2,298.00",,,
HC ERCP DX COLLECTION SPECIMEN BRUSHING/WASHING,"2,620.00",,,
HC ERCP W/BIOPSY SINGLE/MULTIPLE,"2,752.00",,,
HC ERCP W/SPHINCTEROTOMY/PAPILLOTOMY,"3,236.00",,,
HC ERCP REMOVE CALCULI/DEBRIS BILIARY/PANCREAS DUCT,"3,878.00",,,
HC ERCP DESTRUCTION/LITHOTRIPSY CALCULI ANY METHOD,"4,349.00",,,
HC EGD ENDOSCOPIC STENT PLACEMENT W/WIRE& DILATION,"4,016.00",,,
HC EGD ABLATE TUMOR POLYP/LESION W/DILATION& WIRE,"1,797.00",,,
HC ENDOSCOPIC PAPILLA CANNULATION BILE/PANCREATIC,954,,,
HC ERCP STENT PLACEMENT BILIARY/PANCREATIC DUCT,"3,538.00",,,
HC ERCP REMOVE FOREIGN BODY/STENT BILIARY/PANC DUCT,"2,919.00",,,
HC ERCP BILIARY/PANC DUCT STENT EXCHANGE W/DIL&WIRE,"3,680.00",,,
HC ERCP BALLOON DILATE BILIARY/PANC DUCT/AMPULLA EA,"2,935.00",,,
HC NASO/ORO-GASTRIC TUBE PLMT REQ PHYS&FLUOR GDNCE,301,,,
HC GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE,155,,,
HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GDNCE,365,,,
HC REPOS NASO/ORO GASTRIC FEEDING TUBE THRU DUO,"1,136.00",,,
HC PEG TUBE REMOVAL,"1,191.00",,,
HC ENDOSCOPY UPPER SMALL INTESTINE,"1,193.00",,,
HC ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY,"1,312.00",,,
HC ENTEROSCOPY > 2ND PRTN W/RMVL FOREIGN BODY,"1,574.00",,,
HC ENTEROSCOPY > 2ND PRTN W/CONTROL BLEEDING,"1,968.00",,,
HC ENTEROSC >2ND PRTN W/ILEUM W/WO COLLJ SPEC SPX,"2,302.00",,,
HC ENTEROSC >2ND PRTN W/ILEUM W/BX SINGLE/MULTIPLE,"2,432.00",,,
HC ENTEROSCOPY > 2ND PRTN ILEUM CONTROL BLEEDING,"3,118.00",,,
HC ILEOSCOPY THRU STOMA DX W/COLLJ SPEC WHEN PRFMD,"1,419.00",,,
HC ILEOSCOPY STOMA W/BALLOON DILATION,"1,465.00",,,
HC ILEOSCOPY STOMA W/BX SINGLE/MULTIPLE,"1,419.00",,,
HC NDSC EVAL INTSTINAL POUCH DX W/COLLJ SPEC SPX,"1,249.00",,,
HC NDSC EVAL INTSTINAL POUCH W/BX SINGLE/MULTIPLE,"1,249.00",,,
HC COLONOSCOPY STOMA DX INCLUDING COLLJ SPEC SPX,"1,265.00",,,
HC COLONOSCOPY STOMA W/BIOPSY SINGLE/MULTIPLE,"1,407.00",,,
HC COLONOSCOPY STOMA W/RMVL TUM POLYP/OTH LES SNARE,"1,941.00",,,
HC COLONOSCOPY STOMA W/SUBMUCOSAL INJECTION,"1,357.00",,,
HC COLONOSCOPY STOMA W/BALLOON DILATION,"1,357.00",,,
HC COLONOSCOPY STOMA W/ENDOSCOPIC ULTRASOUND EXAM,"2,478.00",,,
HC PREPARE FECAL MICROBIOTA FOR INSTILLATION,256,,,
HC REPLACE J TUBE,"3,110.00",,,
HC LAPAROSCOPIC APPENDECTOMY,"5,746.00",,,
HC PROCTOSGMDSC RGD DX W/WO COLLJ SPEC BR/WA SPX,782,,,
HC PROCTOSGMDSC RIGID W/BX SINGLE/MULTIPLE,"1,321.00",,,
HC SIGMOIDOSCOPY FLX DX W/COLLJ SPEC BR/WA IF PFRMD,782,,,
HC SIGMOIDOSCOPY FLX W/BIOPSY SINGLE/MULTIPLE,782,,,
HC SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY,"1,321.00",,,
HC SIGMOIDOSCOPY FLX CONTROL BLEEDING,"1,243.00",,,
HC SGMDSC FLX DIRED SBMCSL NJX ANY SBST,704,,,
HC SGMDSC FLX W/DCMPRN W/PLMT DCMPRN TUBE,"1,082.00",,,
