MEMORIAL SLOAN KETTERING CANCER CENTER - Pricing as of 01/01/2019,,
"Hospitals are required by law to make available information about their standard charges for the items and services they provide. These standard charges do not represent what a person will actually pay for medical care at Memorial Sloan Kettering Cancer Center. They also do not reflect or represent the actual payment the hospital will receive from insurance or from patients for those services. Therefore, referring to these standard charges to determine out-of-pocket costs is misleading.",,
,,
"We can provide you with an estimate of your out-of-pocket costs before you begin treatment, so you can make the right decision for you and your family. Services or items rendered to each patient and their cost may vary because of treatment decisions, unforeseen complications, additional tests or services ordered by a doctor, and the individual’s needs. In addition, estimates may change based on a person’s contracted insurance benefits, insurance policy exclusions, maximum benefits, pending financial assistance, or pending state/federal or other aid. ",,
,,
Please note that any information that you receive is for informational purposes only and is not an offer or representation of actual pricing for services at MSK. This information is not meant to be nor should it be considered financial or medical advice. This document also may not be altered or edited in any way once downloaded.,,
,,
Code,Description,Std-Fee
AMB000571,ABD PARACENTESIS W/,3532
AMB000572,PERITONEAL LAVAGE- A,2202
AMB000573,CLSD INTR-ABDMNL MAS,2296
AMB000574,EXCISION OF UMBILICU,4800
AMB000575,LAP REVISION PERM IP,6148
AMB000576,RMVL TUNNLD PERITONE,4533
AMB000577,REMOVAL OF SHUNT,5182
AMB000578,UNLSTD PROCDR ABDOMN,653
AMB000580,ASP/INJ RENAL CYST/P,1521
AMB000581,INSTILL RX AGNT INTO,1311
AMB000582,CREATE PASSAGE TO KI,4293
AMB000584,CHANGE KIDNEY TUBE,3169
AMB000585,ANTEGRADE NEPHROSTOG,957
AMB000586,REP/CHG URETEROSTOMY,532
AMB000587,INJECTION FOR BLADDE,246
AMB000588,INSERTN OF NON-INDWL,282
AMB000589,INJECTION OF CYSTOGR,1217
AMB000590,INJ RETRO URETHROCYS,1222
AMB000591,BLADDER IRRIGATION-,1307
AMB000592,INSRTN OF TEMP INDWE,270
AMB000593,"CATHERZATN, URETHRA:",560
AMB000594,CYSTOSTOMY TUBE CHAN,1222
AMB000596,CYSTOMETROGRAM (SIMP,1357
AMB000597,CYSTOMETROGRAM (COMP,1338
AMB000598,CMPLX CYSTOMETRGRM W,1353
AMB000599,UROFLOMETRY SIMPLE,266
AMB000600,ELECTRO UROFLOMETRY,303
AMB000601,URETHRAL PRESSURE PR,1353
AMB000602,URINARY MUSCLE STUDY,647
AMB000603,URINARY REFLEX STUDY,647
AMB000604,URINE VOID PRCSS W/V,1338
AMB000605,INTRAABDOMINAL PRESS,1338
AMB000606,BLADDER SCAN,214
AMB000607,CYSTOURETHROSCOPY- A,1630
AMB000608,CYSTOURETHROSC W/BIO,2828
AMB000609,CYSTO W FULGRATION,4833
AMB000610,CYSTOURETHROSCOPY;W/,2828
AMB000611,CYSTO WITH FULGURATI,4830
AMB000612,CYSTOSCOPY & TRTMNT,4098
AMB000613,"CYSTOURETHROSCOPY,CA",3824
AMB000614,CYSTO CHEMODENERVATI,2828
AMB000615,CYSTO AND TREATMNT,4113
AMB000616,URETEROSCOPY,4282
AMB000617,BIOPSY OF URETHRA,4371
AMB000618,DILATION URETH STRIC,1222
AMB000619,"DILAT URETH STRIC, S",1222
AMB000620,DIL FEMALE URETHRA I,1222
AMB000621,DILAT OF FEMALE URET,1186
AMB000622,INSERT PROST URETHRA,331
AMB000623,UROLOGY SURGICAL PRO,276
AMB000624,DEST OF CONDYLOMA SI,631
AMB000625,"CRYOSURGERY, PENIS L",165
AMB000626,BIOPSY OF PENIS;CUTA,1516
AMB000627,LYSIS PENILE POST CI,4159
AMB000628,TREATMENT OF PENIS L,538
AMB000629,INJECT CAVERNOSOGRAP,46
AMB000631,INJ OF CORPOR CAVERN,508
AMB000632,PENILE PLETHYSMOGRAP,235
AMB000633,PM PENILE TUMNCE RGD,235
AMB000634,BPSY TESTIS INCISION,4824
AMB000635,DRAINAGE OF HYDROCEL,772
AMB000636,SCROTAL EXPLORATION,3835
AMB000637,BIOPSY OF PROSTATE,2828
AMB000639,GENERAL SURGERY PROC,304
AMB000640,I & D OF VULVA/PERIN,683
AMB000641,I&D BARTHOLIN'S GLAN,670
AMB000642,"MARSUPIALIZATION, GL",4184
AMB000643,LYSIS OF LABIAL LESI,3133
AMB000644,DESTRUCT OF LESION;,2455
AMB000645,DSTRY VULVA LESN(S),3054
AMB000646,BX OF VULVA OR PERIN,1208
AMB000647,"BX VULVA, PERIN;ADD'",920
AMB000648,"VULVECTOMY, SIMPLE P",3699
AMB000649,TRIM NAILS,74
AMB000650,VAGINOSCOPY W/SCOPE,267
AMB000651,COLPOSCPY OF VULVA W,350
AMB000652,EXC VAGINAL CYST,3585
AMB000653,DRAINAGE OF PELVIC F,1184
AMB000654,DESTR OF VAGINAL LES,4100
AMB000655,"BX, VAGINAL MUCOSA,",1202
AMB000656,"BX, VAGINAL MUCOSA,",1222
AMB000657,PESSARY FITTING,1209
AMB000658,DIAPHRAGM FITTING,1222
AMB000659,INTRO HEMOSTATIC AGE,1222
AMB000660,PELVIC EXAM UNDER AN,3340
AMB000661,COLPOSCOPY OF VAGINA,1186
AMB000662,COLPOSCOPY VAG W/BX,1213
AMB000663,COLPOSCOPY (VAGINOSC,1205
AMB000664,COLPOSCOPY CERVIX W/,1203
AMB000665,COLPOSCOPY W/ BX OF,2052
AMB000666,ENDOCERV CURETTAGE W,1202
AMB000667,COLPOSCOPY LOOP ELEC,3585
AMB000668,"CONZ CERVIX W/SCOPE,",3585
AMB000669,BIOPSY OF CERVIX,2052
AMB000670,ENDOCERVICAL CURETTA,1203
AMB000671,CONIZATION OF CERVIX,3225
AMB000672,CONIZ CERVIX; LEEP,4290
AMB000673,DILATION OF CERVICAL,3585
AMB000674,BX ENDOMETRIAL/ENDOC,1328
AMB000675,BX ENDOMETRIAL W/ CO,260
AMB000676,DILATION AND CURETTA,3505
AMB000677,MYOMECTOMY; VAGI,1222
AMB000678,INSERTION OF IUD,1186
AMB000679,REMOVAL OF IUD,1213
AMB000680,HYSTEROSCOPY DX,3625
AMB000681,HYSTEROSCOPY W/ BX,4608
AMB000683,"BIOPSY OF OVARY,UNIL",5073
AMB000684,NEEDLE BX THYROID- A,707
AMB000685,BRAIN CANAL SHUNT PR,882
AMB000686,CNS RESEVOIR TAP,1222
AMB000687,OMMAYA TAP WITH CHEM,1663
AMB000688,TREAT SPINAL CANAL L,1502
AMB000689,CSF SHUNT REPROGRAM,709
AMB000690,LUMBAR PUNCTURE FOR,1708
AMB000691,SPINAL PNCTRE THRPTI,1506
AMB000692,"INJECT NEURO SUBS, C",1684
AMB000693,INJ WO NEURO SUB W/W,1405
AMB000694,INJ WO NEURO SUB W/W,1394
AMB000695,EPIDURAL LUMBAR- AMB,1502
AMB000696,ELEC ANALYSIS INTRPM,1477
AMB000697,"ANALYZE INFUS PUMP,",1683
AMB000698,ANL SP INF PMP W/MDR,435
AMB000699,REMOVE SPINE ELTRD P,3133
AMB000700,"N BLOCK INJ, BRACHIA",1502
AMB000701,"N. BLOCK, SUPRASCAPU",1070
AMB000702,N. BLOCK INJ SCIATIC,1070
AMB000703,"N BLOCK INJ FEM, SIN",1070
AMB000704,"N BLOCK INJ, PLANTAR",464
AMB000705,PARAVERB BLK THOR SN,1396
AMB000706,PARAVERB BLK THOR 2+,1396
AMB000707,PARAVERB BLK THOR CO,1396
AMB000708,CERV MED BRNCH BLCK,1374
AMB000709,CERV MED BRNCH BLCK,798
AMB000710,INJ ANES STERIOD PAR,1374
AMB000711,"INJ ANES/STER, PARAV",1391
AMB000712,INJ ANES/STER TRANS,4177
AMB000713,INJ ANES/STER TRAN E,2090
AMB000714,INJ ANES/STER TRANS,4177
AMB000715,INJ FORAMEN EPIDURAL,2090
AMB000716,"N BLOCK INJ, HYPOGAS",1338
AMB000717,TENS APPLICATION,501
AMB000718,IMPLANT NEUROELECTRO,9480
AMB000719,NEUROLYSIS TRIG NRV,2726
AMB000720,DESTR NEURO AGT FACI,1222
AMB000721,"DESTROY NERVE, NECK",1096
AMB000722,"N BLOCK INJ, COMMON",464
AMB000723,DESTRY CERV/THR FACE,1177
AMB000724,DSTROY CRV/THR FACET,412
AMB000725,DESTROY LUMB/SAC FAC,2688
AMB000726,DSTROY LUM/SAC FACET,1177
AMB000727,DEST NEURO AGNT SYMP,2820
AMB000728,SUP HYPOGAST PLEX NE,2726
AMB000730,INSERT OCULAR IMPLAN,4846
AMB000731,"REM FOREIGN BODY, CO",235
AMB000732,REM FB CORNEA W/LAMP,541
AMB000733,REMOVAL OF EYE LESIO,1273
AMB000734,TREATMENT OF CORNEAL,373
AMB000735,DRAINAGE OF EYE,3190
AMB000736,"EXCISION, LESION SCL",5283
AMB000737,FOLLOW UP SURG OF EY,3356
AMB000738,"YAG LASER, POST CAP",1217
AMB000739,INJECTION EYE DRUG,797
AMB000740,"LASER SURGERY, EYE S",1029
AMB000741,REPAIR DETACHED RETI,877
AMB000742,DESTR. RETINA LES;CR,1251
AMB000743,DEST. RETINA LES; PH,1186
AMB000744,"DEST CHOROID LES, LA",1251
AMB000745,OCULAR PHOTODYNAMIC,805
AMB000746,"DEST RETINAL LES, CR",1251
AMB000747,"DEST RETINAL LES,LAS",1186
AMB000748,"CHEMODENERV, EXTRAOC",1222
AMB000749,EXPLORE/BIOPSY EYE S,3232
AMB000750,"ASPIRATION, ORBITAL",3352
AMB000751,RETROBULBAR INJECTIO,541
AMB000752,INJECT TO TENON'S CA,1512
AMB000753,CYSTOURETHROSCOPY; S,2841
AMB000754,OPTIC NERVE DECOMPRE,5790
AMB000755,DRAINAGE OF EYELID A,476
AMB000756,INCISION OF EYELID,1473
AMB000757,CANTHOTOMY(SEP PROC),4291
AMB000758,REMOVE EYELID LESION,525
AMB000759,"EXC. CHALAZ;MULT,SAM",1512
AMB000760,EYELID BIOPSY,636
AMB000761,"CORR. TRICHIA; EPIL,",235
AMB000762,TREAT EYELID LESION,1431
AMB000763,TARSORRHAPHY-TEMP CL,1512
AMB000764,TARSORRHAPHY-CONSTR,1384
AMB000765,REPAIR BROW PTOSIS,1222
AMB000766,"RE BLEPH; LEV RES, I",4291
AMB000767,REPAIR OF BLEPHAROPT,1222
AMB000768,CANTHOPLASTY,3141
AMB000769,REVISION OF EYELID,2969
AMB000770,BIOPSY CONJUNCTIVA,1209
AMB000771,REMOVE EYELID LINING,2697
AMB000772,REMOVE EYELID LINING,2560
AMB000773,REMOVE EYELID LINING,2926
AMB000774,SUBCONJUNCTIVAL INJE,235
AMB000775,REVSE/GRAFT EYELID L,2939
AMB000776,INCISE TEAR DUCT OPE,572
AMB000777,BIOPSY OF TEAR GLAND,2560
AMB000778,CLOSE TEAR DUCT OPEN,583
AMB000779,DILATE TEAR DUCT OPE,193
AMB000780,PROBE NASOLACRIMAL D,476
AMB000781,TEAR DUCT SYSTEM SUR,525
AMB000782,DRAIN EXT EAR LSION,270
AMB000783,EAR PIERCING SINGLE,38
AMB000784,EAR BIOPSY EXTERNAL,933
AMB000785,BIOPSY EXTRENAL EAR,2669
AMB000786,EXCISION; EXTERNAL E,2105
AMB000787,"REM FRN BODY, AUDITO",156
AMB000788,RMVL EAR WAX W/INSTR,246
AMB000789,MYRINGOTOMY,640
AMB000790,VENTILATING TUBE REM,1566
AMB000791,TYMPANOSTOMY,1477
AMB000792,HIP ARTHROGRAPHY BIL,1391
AMB000793,UROGRAPHY RETROGRADE,2290
AMB000794,X-RAY EXAM OF PENIS,490
AMB000795,URETHROCYSTOGRPHY RE,933
AMB000796,URETHROCYST RETRO VO,1000
AMB000797,ICG ANALYSIS (LYMPH,647
AMB000798,ICG ANLYSIS BILAT(LY,1431
AMB000799,RAD GUID FOR CATH PL,3128
AMB000800,XRAY ABSCESS DRAINAG,4400
AMB000801,FLUOROSCOPY UP TO 1,1384
AMB000802,OPHTHUS BIOMICROSCOP,398
AMB000803,OPHTH US(B-SCAN)UNI,398
AMB000804,OPHTH US (B & A SCAN,193
AMB000805,OPHTH US; CORN PACHY,258
AMB000806,OPHTH US(A-SCAN ONLY,398
AMB000807,US EXAM OF HEAD & NE,1148
AMB000808,OPHTH US (B-SCAN) BI,773
AMB000809,"OPHTH US, BIOMICROSC",773
AMB000810,"ULTRASOUND EXAM, CHE",177
AMB000811,"ULTRASOUND, TRANSREC",1384
AMB000812,U/S GUID NEEDLE BIOP,2660
AMB000813,ECHO GUIDANCE RADIOT,426
AMB000814,FLUOROGUIDE FOR SPIN,2766
AMB000815,COSM:ACNE SURGERY (M,525
AMB000816,COSM: REMVL SKIN TAG,400
AMB000817,"COSM:REMVL SKIN TGS,",518
AMB000818,COSM: PREMAL LES DES,264
AMB000819,COSM: PREMAL LES 2-1,133
AMB000820,COSM DEST BENIGN LES,263
AMB000821,COSM: DES BENIGN FLT,400
AMB000822,"COSM:CHEM PEEL, FACI",181
AMB000823,"COSM:CHEM PEEL, FACI",1222
AMB000824,"COSM:CHEM PEEL,NONFA",310
AMB000825,"COSM:CHEM PEEL,NONFA",1222
AMB000826,"COSM:DERMABRSN, TOTA",1222
AMB000827,"COSM:DERMABRSN, SEGM",1222
AMB000828,"COSM:DERMABRSN, SUPR",1222
AMB000829,"COSM:DERMABRSN, SING",358
AMB000830,COSM: BOTOX INJECTIO,416
AMB000831,COSM:PNCH GRFT HAIR,2274
AMB000832,COSM:PNCH GRFT HAIR,2274
AMB000833,COSM:INJCTN (COLLAGE,847
AMB000834,COSM:INJCTN(COLLAGEN,1052
AMB000835,COSM: INTRADERML SKI,211
AMB000836,COSM:INJECTN SCLERSN,448
AMB000837,COSM LASER VASC LES,520
AMB000838,COSM:LASER VASC LESI,1222
AMB000839,COSM:LASER VASC LESI,1222
AMB000840,COSM: SURG PLAN OF N,1222
AMB000841,"COSM:EXCSN EXT EAR,S",2105
AMB000842,COSM:SHAVNG EPI/DERM,631
AMB000843,COSM:SHAVNG EPI/DERM,631
AMB000844,COSM:SHVNG EPI/DERM,631
AMB000845,COSM:SHAVNG EPI/DERM,631
AMB000846,COSM:SHAVNG EPI/DERM,631
AMB000847,COSM:SHAVNG EPI/DERM,631
AMB000848,COSM:SHAVNG EPI/DRM,631
AMB000849,COSM:SHAVNG EPI/DERM,631
AMB000850,COSM:SHAVNG EPI/DERM,631
AMB000851,COSM:SHAVNG EPI/DERM,631
AMB000852,COSM:SHVNG EPI/DERM,631
AMB000853,COSM:SHVNG EPI/DERM,631
AMB000854,COSM:EXCSN BENGN LES,919
AMB000855,COSM:EXCSN BENGN LES,1222
AMB000856,COSM:EXCSN BENGN LSN,1328
AMB000857,COSM:EXCSN BENGN LSN,1516
AMB000858,COSM:EXCSN BENGN LSN,1516
AMB000859,COSM:EXCSN BENGN LES,1516
AMB000860,COSM:EXCSN BENGN LES,1429
AMB000861,COSM:EXCSN BENGN LSN,1222
AMB000862,COSM:EXCSN BNGN LSN,1222
AMB000863,COSM:EXCSN BNGN LSN,1820
AMB000864,COSM:EXCSN BNGN LSN,2105
AMB000865,COSM:EXCSN BENGN LES,2911
AMB000866,COSM:EXCSN BENGN LES,1222
AMB000867,COSM:EXCSN BENGN LES,1222
AMB000868,COSM:EXCSN BENGN LSN,1222
AMB000869,COSM:EXCSN BNGN LESN,2105
AMB000870,COSM:EXCSN BNGN LESN,2105
AMB000871,COSM:EXCSN BENGN LES,3243
AMB000872,COSM: MISC COSMETIC,416
AMB000873,BONE MARROW ASPIRATI,2126
AMB000874,BONE MARROW BIOPSY,2126
AMB000875,TB INTRADERMAL TEST,17
AMB000876,WET MNT INFECTIOUS A,75
AMB000877,FINE NEEDLE ASP W/O,1405
AMB000878,"PATH CONSULT,SURG,FR",1147
AMB000879,TRACHEOSTOMA RVSN; S,5337
AMB000880,FAMILY PSYTX W/O PAT,379
AMB000881,FAMILY PSYTX W/PATIE,379
AMB000882,MULTIPLE FAMILY GROU,151
AMB000883,GROUP PSYCHOTHERAPY,151
AMB000884,ESOPHAGEAL MOTILITY,1045
AMB000885,"ACID REFLUX TEST,PRO",1074
AMB000886,ANORECTAL MANOMETRY,909
AMB000887,FIBROSCAN,258
AMB000888,NEW EYE EXAM; TREAT;,545
AMB000889,EYE EXAM AND TREATME,2911
AMB000890,GONIOSCOPY W/MED DX,186
AMB000891,VISUAL FIELD- EXAM L,186
AMB000892,VISUAL FIELD- INTERM,235
AMB000893,VISUAL FIELD- EXTEND,235
AMB000894,SCN CMPTR OPH DX IMG,100
AMB000895,"SCN OPH DX IMG,PST,I",106
AMB000896,"SCN OPH DC IMG, PST",106
AMB000898,CORNEAL HYSTERESIS (,100
AMB000899,INIT INDIR OPHTHAL U,235
AMB000900,SUBS INDIR OPHTHAL U,235
AMB000903,FLUORESCEIN ANGIO UN,545
AMB000905,ICG ANALYSIS (OPHTHO,601
AMB000908,"FUNDUS PHOTOGRAPHY,",375
AMB000909,ELECTRORETINOGRAPHY,432
AMB000910,EXT OCULAR PHOTOGRAP,162
AMB000911,COLOR VISION EXAM,100
AMB000912,DARK ADAPTOMETRY,158
AMB000914,"INIT INDIR OPHTHAL,",270
AMB000915,"SUBS INDIR OPHTHAL,",270
AMB000916,FLUORESCEIN ANGIO BI,635
AMB000917,EYE SERVICE OR PROCE,112
AMB000918,NASOPHARYNGOSCOPY W/,638
AMB000919,AUDITOR EVKD POTENTI,1363
AMB000920,UPR/LXTR ART STDY 3+,1036
AMB000921,US DUPLEX SCAN/PENIL,601
AMB000922,SPIROMETRY/BREATH CA,776
AMB000923,INTRADERMAL TEST DTH,211
AMB000924,PATCH TESTING,211
AMB000925,EEG AWAKE AND DROWSY,532
AMB000926,EEG W/REC AWAKE AND,936
AMB000927,EMG 1 LIMB,303
AMB000928,EMG 2 LIMBS,398
AMB000929,EMG 3 LIMBS,529
AMB000930,EMG 4 LIMBS,588
AMB000931,NEEDLE EMG LARYNX- A,229
AMB000932,NEEDLE EMG HEMIDIAPH,229
AMB000933,CRANIAL N. UNILATERA,229
AMB000934,CRANIAL N. BILATERAL,229
AMB000935,"MUSCLE TEST, THORACI",193
AMB000936,"EMG, CERVICAL OR LIM",225
AMB000937,"MUSCLE TEST, SINGLE",224
AMB000938,ESTIM GD W/ CHEMODEN,123
AMB000939,NEEDLE EMG GD W/CHEM,123
AMB000940,MUSC TST DONE W/NERV,191
AMB000941,MUSC TEST DONE W/N T,191
AMB000942,MUSC TST DONE W/N TS,101
AMB000943,SSEP STD UPR LIMBS-,444
AMB000944,SSEP STD LWR LIMBS-,444
AMB000945,VISUAL EVOKED POTENT,599
AMB000946,BLINK REFLEX TEST- A,123
AMB000947,NEUROMUSCULAR JUNCTI,432
AMB000949,AMB LONG TERM EEG W/,3275
AMB000950,MNTR F/LCL CERE SZ P,2327
AMB000951,AMB TM EEG W/O VID S,3275
AMB000952,Analysis NPGT w/o p,191
AMB000953,Anlys simpl NPGT w/,194
AMB000954,DYNAMIC SURFACE EMG,212
AMB000955,NEUROPSYCH TST BY PS,375
AMB000956,NEUROPSYCH TESTING B,706
AMB000958,PHOTODYNAMIC TX-EXT,541
AMB000962,"CONFOCAL MICRO, 1ST",74
AMB000963,"CONFOCAL MICRO, EA A",37
AMB000964,TOTAL BODY PHOTOGRAP,635
AMB000965,DEBRIDE DERMIS 20 CM,171
AMB000966,DEBRIDE DERMIS EA AD,242
AMB000967,NONSELECTIVE DEBRID,1153
AMB000968,NEG PRESS WOUND TX G,272
AMB000969,ACUPNCT W/O ELC STIM,23
AMB000970,ACUPNCT W/O ELC STIM,18
AMB000971,"ACUPNCT W/ ELC STIM,",30
AMB000972,"ACUPNCT W/ ELC STIM,",23
AMB000973,OSTEOPATH MANIPUL 1-,303
AMB000974,OSTEOPATH MANIPUL 3-,398
AMB000975,OSTEOPATH MANIPUL 5-,529
AMB000976,OSTEOPATH MANIPUL 7-,588
AMB000977,OSTEOPATH MANIPUL 9-,679
AMB000978,INJ TFRML W/US LUM/S,2454
AMB000979,INJ TFRML W/US CER/T,1255
AMB000980,INJ TFRML W/US CER/T,2454
AMB000981,INJ TFRML W/US CER/T,1225
AMB000982,INJ TFRML W/US CER/T,629
AMB000983,INJ TFRML W/US LUM/S,1225
AMB000984,INJ TFRML W/US LUM/S,629
AMB000985,INJ TFRML W/US LUM/S,1255
AMB000986,PUNT ASPIR-CYST BREA,1854
AMB000987,ADDTNL ASPIRTN OF CY,1005
AMB000988,MASTTMY W/EXPL/DRAIN,6045
AMB000989,"BPSY OF BRST, PRCTNS",4872
AMB000990,EXCSN CYST M/F 1 OR,8596
AMB000991,REMOVAL MAMMARY IMPL,11587
AMB000992,CORRECTION OF INVERT,10642
AMB000993,REM BREAST CAPSULE B,11587
AMB000994,"INJ,TNDN SHEATH LIGM",1379
AMB000995,ARTHCTSS SMLL JNT BI,2373
AMB000996,ARTHCTSS INTMD JNT B,2658
AMB000997,DRN/INJ SMALL JT/BUR,6148
AMB000998,DRN/INJ SMALL JT/BUR,3074
AMB000999,DRN/INJ INTRM JT/BUR,3990
AMB001000,DRN/INJ INTRM JT/BUR,7599
AMB001001,ASP/INJ LG JNT/BRS B,3120
AMB001002,DRN/INJ MAJOR JT/BUR,4220
AMB001003,DRN/INJ MAJOR JT/BUR,8037
AMB001004,SCALP COOLING,552
AMB001005,NEUROELTRD STIM PST,430
AMB001006,NEUROELTRD STIM POST,865
AMB001007,"BOTULINUM TXN INJ, F",2445
AMB001008,CHEMODENERV MUSC MIG,2445
AMB001009,CHEMODENER MUSCLE LA,872
AMB001010,CHEMODENERV 1 EXTREM,872
AMB001011,CHEMODENERV 1 EXTREM,361
AMB001012,CHEMODENERV 1 EXTREM,872
AMB001013,CHEMODENERV 1 EXTREM,361
AMB001014,CHEMODENERV TRUNK MU,872
AMB001015,CHEMODENERV TRUNK MU,872
AMB001016,URO LOOPGRM W/INTERP,1203
AMB001017,URO CYSTOGRAPHY MIN,933
AMB001018,Echo Exam of Eye,104
AMB001019,"ULTRASOUND, EXTREMIT",264
AMB001020,"US EXTRMTY, NONVASC",167
AMB001021,EXT OCULAR PHOTOGRAP,323
AMB001022,EEG EXTENDED MONITOR,465
AMB001023,ROUTINE EEG GRTR THN,673
AMB001024,C MOTOR EVOKED UPPR,1486
AMB001025,SSEP STD UPR & LWR L,888
AMB001027,C MOTOR EVOKED UPR&L,1486
AMB001028,EEG - MONITOR/SEIZ/F,714
AMB001029,DIGITAL ANALYSIS OF,425
AMB001030,C MOTOR EVOKED LWR L,419
AMB001031,CORTCL MAP W/ELECTRD,1486
AMB001032,CORTCL MAP W/ELCTRD,534
AMB001033,CRANIAL NEUROSTIM CM,252
AMB001034,SPIN/BRAIN PUMP REFI,396
AMB001035,NEG PRESS WOUND TX L,263
AMB001036,CONT INTRAOP NEURO M,826
AMB001037,CULT SKIN GRAFT F/N/,4304
AMB001038,BX BREAST 1ST LESION,6229
AMB001039,PARTIAL MASECTOMY,4294
AMB001040,APPLY MULTLAY COMPRS,216
AMB001041,INSERT PICVAD CATH,4056
AMB001042,DRAINAGE OF SALIVARY,761
AMB001043,NJX INTERLAMINAR CRV,4170
AMB001044,REM FB CORNEA WO LAM,453
AMB001045,INCISE/DRAIN EYELID,1331
AMB001046,EEG RECORDING IN COM,399
AMB001047,EEG - BRAIN DEATH AM,714
AMB001048,SKIN FULL GRFT FACE/,2453
AMB001049,GUIDE CATH FLUID DRN,925
AMB001050,BRST BX US GUID 1ST,7618
AMB001051,EXC OF BONE LOWER JA,7097
AMB001052,NASAL/SINUS ENDOSCOP,2183
AMB001053,LARYNGSCPY W/THER IN,2183
AMB001054,BRONCHOSCOPY CLEAR A,2183
AMB001055,INSERT NON-TUNN CV C,3914
AMB001056,BONE MARROW BX AND A,2178
AMB001057,"ESOPHAGOSCOPY, FLEX",1202
AMB001058,REVISION OF COLOSTOM,4304
AMB001059,TONGUE & MOUTH SURGE,304
AMB001060,SIGMOIDSCP W/ BALL D,1640
AMB001061,ANAL/ URINARY MUSCLE,218
AMB001062,CYSTO WITH TRTMNT ME,4368
AMB001063,CYSTO W/ DIL STRCTRE,2826
AMB001064,PAXMAN SCALP COOLING,65
AMB001065,PAXMAN SCALP COOLING,65
AMB001066,PAXMAN SCALP COOLING,65
AMB001067,EPI STEROID INJ LUMB,4159
AMB001068,N BLOCK INJ AXILLARY,1098
AMB001069,TAP BLOCK / RECTUS B,1317
AMB001070,"INJ ANES/STER, PARAV",458
AMB001071,REMOVAL OF INNER EYE,807
AMB001072,REMOVE EYELID LESION,1330
AMB001073,PROBE NASOLACRIMAL D,2923
AMB001074,VENIPUNCTURE - NURSI,68
AMB001075,BONE MARROW BX AND A,3267
AMB001076,BONE MARROW ASPIRATI,3267
AMB001077,"BONE MARROW BIOPSY,",3267
AMB001078,Tx contour defects 1,1052
AMB001079,Inj trigger point 1-,1412
AMB001080,Lymph node bx/exc: D,8815
AMB001081,Injection for Lympha,492
AMB001082,INS PICC W/O SB PRT/,2925
AMB001083,LYMPHOCTYE INFUSION,3245
AMB001084,TRANSPLT ALLO HCT/DO,5508
AMB001085,Excise excess skin &,3757
AMB001086,Test for blood flow,533
AMB001087,Exc face les sbq 2 c,2178
AMB001088,Largsc w/laser dstrj,4228
AMB001089,Salivary surgery pro,288
AMB001090,Njx interlaminar lmb,1087
AMB001091,Tap Block/Rectus Uni,1070
AMB001092,SACROILAC JNT INJ- B,3367
AMB001093,Ophthalmoscopy/dynam,51
AMB001094,PDT dest pre-malig l,273
AMB001095,Njx paravert w/us lu,1087
AMB001096,Njx paravert w/us lu,544
AMB001097,Njx paravert w/us lu,363
AMB001098,"Nas Endos, Surg w/Bx",8285
AMB001099,Dest Mal les T/A/L .,1242
AMB001100,"Inj Anest Agent, Fac",829
AMB001101,INJ ANES/STER TRANS,8355
AMB001102,Inj paravert f jnt l,2748
AMB001103,Inj paravert f jnt l,2781
AMB001104,Inj paravert f jnt l,916
AMB001105,INJ ANES AGNT;PARAVE,2701
AMB001106,CLOSE TEAR DUCT OPEN,1166
AMB001107,INCISE TEAR DUCT OPE,1145
AMB001108,OPHTH US (B & A SCAN,386
AMB001109,Implant neuroelectro,9785
AMBS00000,"NORMAL SALINE, 500ML",2
AMBS00001,"AQUAGUARD, 10X12, BO",42
AMBS00002,"AQUAGUARD, 7X7, SING",3
AMBS00003,"AQUAGUARD, 7X7, BOX",31
AMBS00004,TELFA DRESSING 3X4 (,5
AMBS00005,TELFA DRESSING 3X8 (,63
AMBS00006,"PAPER TAPE WHITE 1""",8
AMBS00007,"PAPER TAPE WHITE 2""",8
AMBS00008,PAPER TAPE BROWN 1/2,18
AMBS00009,PRIMPRE DRSNG 6X3 1/,1
AMBS00010,"ACE WRAP 6"" ROLL",32
AMBS00011,STERILE GAUZE PAD 4X,6
AMBS00012,COMFEEL-COLOPLAST 4X,59
AMBS00013,KERLIX ROLL,12
AMBS00015,AQUACEL 4X4,194
AMBS00016,AQUACEL 6X4,194
AMBS00017,DEROYAL POLYDRM FOAM,281
AMBS00018,PROSTHETIC NIPPLES,45
AMBS00019,PHOTO CD- FIRST 15 P,4
AMBS00020,PHOTO CD- EACH ADD'L,2
AMBS00021,ASPIRA DRAINAGE KIT,62
AMBS00022,ASPIRA DRESSING KIT,21
AMBS00023,CATH TUBE FASTNER UC,45
AMBS00024,CATH FOLEY COUDE RUB,23
AMBS00025,CATH FOLEY COUDE RUB,23
AMBS00026,TRACHEOSTOMY TUBE CU,88
AMBS00027,BELTS OSTOMY- AMB,6
AMBS00028,CENTRAL VENOUS CATHE,21
AMBS00029,ADHESIVE REMOVER,4
AMBS00030,"MICROPORE TAPE 1""- A",1
AMBS00031,"MICROPORE TAPE 2""- A",1
AMBS00032,RADIACARE GEL SHEET,64
AMBS00033,RADIACARE GEL- AMB,6
AMBS00034,UROSTOMY POUCH 1 3/4,26
AMBS00035,STOMAHESIVE WAFER-SU,30
AMBS00036,NON ADH DRESS TELFA,1
