CODE,DESCRIPTION,CHARGE AMOUNT
5800669,IV HYDRATION INITIAL HOUR,249.00
5533729,IV INF ADD'L HR(S) MEDICATED,54.00
5601291,IV INF ADD'S HR(S)MEDICATED,54.00
5601267,IV INF CONCURRENT DRUG,28.00
5533791,IV INF MED CONCURRENT DRUG,28.00
5533752,IV INF MEDICATED SEQ HOUR(S),54.00
5601362,IV INF MEDICATED SEQ HOUR(S),54.00
3900267,IV INFUS MED. CONCURRENT DRUG,29.00
3500893,IV INFUS MED. CONCURRENT DRUG,27.00
3600893,IV INFUS MED. CONCURRENT DRUG,27.00
3400893,IV INFUS MED. CONCURRENT DRUG,29.00
3300697,IV INFUS MED. CONCURRENT DRUG,28.00
5308978,IV INFUS MED. CONCURRENT DRUG,36.00
5800657,IV INFUS MED. CONCURRENT DRUG,29.00
5300687,IV INFUSION INITIAL HOUR MEDIC,332.00
3300254,IV INFUSION INITIAL HOUR MEDIC,313.00
3400521,IV INFUSION INITIAL HOUR MEDIC,313.00
3500521,IV INFUSION INITIAL HOUR MEDIC,312.00
3600521,IV INFUSION INITIAL HOUR MEDIC,236.00
3900576,IV INFUSION INITIAL HOUR MEDIC,312.00
5800025,IV INFUSION INITIAL HOUR MEDIC,249.00
5601258,IV INFUSION INITIAL HR MEDICAT,236.00
5533798,IV INFUSION INITIAL HR MEDICAT,236.00
3900875,IV INFUSION MEDICATED SEQ 1 HR,70.00
3600982,IV INFUSION MEDICATED SEQ 1 HR,53.00
3500982,IV INFUSION MEDICATED SEQ 1 HR,70.00
3400982,IV INFUSION MEDICATED SEQ 1 HR,70.00
3300521,IV INFUSION MEDICATED SEQ 1 HR,70.00
5302879,IV INFUSION MEDICATED SEQ 1 HR,70.00
5800632,IV INFUSION MEDICATED SEQ 1 HR,70.00
5800587,IV INFUSION PER ADD'L HOUR MED,70.00
5301287,IV INFUSION PER ADD'L HOUR MED,70.00
3300021,IV INFUSION PER ADD'L HOUR MED,70.00
3400697,IV INFUSION PER ADD'L HOUR MED,70.00
3500697,IV INFUSION PER ADD'L HOUR MED,70.00
3900579,IV INFUSION PER ADD'L HOUR MED,70.00
3600697,IV INFUSION PER ADD'L HOUR MED,70.00
6790281,IV OP SITE,8.00
5800754,IV PUSH INITIAL DRUG,195.00
3700036,IV PUSH INITIAL DRUG,195.00
3900597,IV PUSH INITIAL DRUG,195.00
3500587,IV PUSH INITIAL DRUG,195.00
3600587,IV PUSH INITIAL DRUG,195.00
3400587,IV PUSH INITIAL DRUG,195.00
3300279,IV PUSH INITIAL DRUG,195.00
5300587,IV PUSH INITIAL DRUG,195.00
5533782,IV PUSH SAME DRUG,55.00
5602215,IV PUSH SAME DRUG,55.00
5602810,IV PUSH SEQUENTIAL NEW DRUG,107.00
5300698,IV PUSH SEQUENTIAL NEW DRUG,141.00
3300531,IV PUSH SEQUENTIAL NEW DRUG,141.00
3400524,IV PUSH SEQUENTIAL NEW DRUG,141.00
3500524,IV PUSH SEQUENTIAL NEW DRUG,141.00
3600524,IV PUSH SEQUENTIAL NEW DRUG,107.00
3900879,IV PUSH SEQUENTIAL NEW DRUG,141.00
3700524,IV PUSH SEQUENTIAL NEW DRUG,107.00
5800569,IV PUSH SEQUENTIAL NEW DRUG,141.00
5533755,IV PUSH SEQUENTIAL NEW DRUG(S),107.00
6790067,IV SEC MED SET,10.00
5800065,IV SECONDARY SET,12.00
5301817,IV SET,48.00
7008303,IV SITE CULTURE,46.00
6602531,IV START ONLY,0.00
6302157,IV START ONLY,0.00
6402375,IV START ONLY,0.00
6502975,IV START ONLY,0.00
6704803,IV START SUPPLIES,130.00
5800073,IV START SUPPLIES,144.00
6790224,IV SUP/SEC LINE,43.00
5301825,IV SUPPLIES,179.00
6310257,IV SUPPLIES FOR CT,0.00
6601639,IV SUPPLIES FOR MRI,0.00
6500493,IV SUPPLIES FOR NUCLEAR MEDICI,0.00
6799993,IV THERAPY CONVERSION DEFAULT,33.00
5800040,IV TUBING CHANGE,40.00
6812574,IVIG-PRE ADMIN. ACQUISTION,113.00
5533799,IVP INITIAL DRUG,195.00
3904505,IVPC,160.00
7004537,JAK2 V617 MUTATION ANALYSIS,302.00
6817928,JANUVIA 100MG TABLET,17.00
6819833,JANUVIA 50MG TAB,57.00
5706890,JEDMED EYE TEST KIT,843.00
7100159,"JEL, CARRA SMART 3OZ TUBE",40.00
5012224,"JEL, LUBRICATING PKG",9.00
5012216,"JEL, LUBRICATING TUBE",9.00
9421298,JOINT BLOCKER,19.00
9421306,JOINT JACK,60.00
9400292,JOINT MOBIL/W HOT OR ICE,119.00
9400211,JOINT MOBIL/W HOT OR ICE,119.00
9400229,JOINT MOBIL/W HOT OR ICE,119.00
7104755,JOINT MOBIL/W/HOT OR ICE,119.00
7104575,JOINT MOBIL/W/HOT OR ICE,119.00
7114101,JOINT MOBILIZATION,79.00
7114110,JOINT MOBILIZATION,79.00
9421751,JOINT MOBILIZATION,79.00
9421715,JOINT MOBILIZATION,79.00
9421314,JOINT SPRING,49.00
5533948,JONES COMP. DRG/ORTHO,353.00
6803472,K ACETATE,24.00
5700752,K&W EXTERNAL FIXATOR TRAY,0.00
6812937,K-DUR 20MEQ TABLET SA,4.00
6807010,KAON 60ML 20MEQ/15ML,20.00
6807028,KAOPECTATE 90 ML,8.00
5014303,KARAYA RING,13.00
6807804,KAYEXALATE 15 GM/60 ML,19.00
6819478,KCENTRA 500 UNIT VIAL,"2,581.00"
6817258,KCL 10 MEQ 100ML,44.00
6807036,KCL LIQUID  20MEQ/15ML,14.00
6807044,KENALOG IN ORABASE 5 G,50.00
6811012,KENALOG LOT 60 ML,38.00
6812549,KENALOG-40 40MG/ML VIAL,36.00
7059124,KEPPRA,94.00
6817902,KEPPRA 250MG TABLET,25.00
6818231,KEPPRA 500 MG TAB,19.00
6813687,KERI UNSCENTED LOTION,10.00
6803480,KETAMINE 10 MG/ML 1ML,52.00
6803498,KETAMINE 100 MG/ML 1ML,50.00
6818934,KETOCONAZOLE 2% SHAMPOO,81.00
6848934,Ketoconazole 2% shampoo,81.00
7049505,KETONE URINE DIPSTICK,25.00
6819973,KETOROLAC 15MG/ML INJ,18.00
6505871,KINEVAC 1 VIAL,171.00
5519202,KIT JEJUNOSTOMY,132.00
5506670,"KIT, ACL",927.00
5014402,"KIT, ADMISSION",13.00
5014428,"KIT, BABY CARE",76.00
5510052,"KIT, BIOMET OPTIVAC MIX",436.00
5526306,"KIT, BLADDER SUSP","1,763.00"
5528302,"KIT, BLOOD PROCESSING",500.00
5014436,"KIT, BONE MARROW",72.00
5014444,"KIT, CATH FEMALE",36.00
5704507,"KIT, CHEST TUBE",294.00
5014451,"KIT, CLEAN CATCH",24.00
5504303,"KIT, COLOSTOMY",162.00
5014469,"KIT, DENTURE",18.00
5014493,"KIT, GASTRIC LAVAGE",29.00
5509708,"KIT, GRAHAM CATH.",206.00
3901014,"KIT, GYN",22.00
5014501,"KIT, MATERNITY",106.00
5020201,"KIT, NASAL CATH",178.00
5023502,"KIT, OSTOMY 2 3/4",36.00
5023403,"KIT, OSTOMY 2"""" STERILE",41.00
5023601,"KIT, OSTOMY 4""""",37.00
5023304,"KIT, OSTOMY 4"""" STERILE",41.00
5012190,"KIT, PEDIATRIC ADMISSION",21.00
5509500,"KIT, POST-OP COLOSTOMY",179.00
5014550,"KIT, QUAD LUMEN",290.00
5010376,"KIT, SPUTUM",13.00
5534060,"KIT, STABILAZATION SHOULDER",159.00
5014535,"KIT, TOOTHETTE",9.00
5014543,"KIT, TRANSDUCER",62.00
5023700,"KIT, UROSTOMY 2 3/4",46.00
5534292,"KIT, VAG SLING","3,198.00"
7060197,KLEIHAUER-BETKE STAIN,72.00
6807051,KLONOPIN 0.5MG,5.00
5800058,KNEE IMMOBILIZER,137.00
9300096,KNEE IMMOBILIZER,68.00
9300351,KNEE SUPPORT,48.00
9300344,"KNEE SUPPORT, PADDED",52.00
7017809,KOH PREP,25.00
6810220,KONAKION 1 MG /0.5ML,63.00
6818892,KRISTALOSE 20GM PACKET,17.00
6811020,KWELL LOT 2 OZ,17.00
6811038,KWELL SHAMPOO 2 OZ,36.00
6816870,KYTRIL,21.00
3701528,L-F TEMP SENSING 16 FR TRAY,116.00
7017817,LAB OPEN CODE,0.00
7000538,LABCORP TRACKING,0.00
6807069,LABETALOL 100 MG,4.00
6803506,LABETALOL 5 MG/1 ML,17.00
3904703,LABOR ROOM 1ST HOUR,216.00
3905304,LABOR ROOM 4 HOURS,308.00
6811046,LAC-HYDRIN 12%,105.00
7006581,LACOSAMIDE,212.00
6818751,LACRI-LUBE,12.00
6801260,LACRI-LUBE UD,10.00
7021603,LACTATE,75.00
6807077,LACTINEX PACKETS (EA),4.00
6820245,LACTOBACILLUS CAPSULE,4.00
5500221,LACTOSCREW ANCHOR,914.00
6803142,LACTULOSE 10G/15ML,12.00
6807085,LACTULOSE 30 ML,8.00
7000789,LAMICTAL,296.00
6817936,LAMICTAL 100 MG TAB,29.00
6818843,LAMICTAL 25MG,28.00
6813231,LAMIVUDINE ZIDOVUDINE 150/300M,56.00
6310897,LANDMARX RECON-SURG.GUIDANCE,539.00
6807093,LANOXICAP 0.1MG,4.00
6807119,LANOXIN ELIX 60ML,96.00
6815849,LANTUS INSULIN,7.00
6900102,LARYNGOSCOPE BLADE,27.00
6900103,LARYNGOSCOPE HANDLE,33.00
6806400,LASIX 20 MG,4.00
6806418,LASIX 40 MG,4.00
9300336,LATERAL STABILIZER,112.00
7007545,LATEX SENSITIVITY,34.00
7100975,LAVAGE DEBRIDEMENT,173.00
7100902,LAVAGE/DEBRIDEMENT,173.00
7100209,LAVAGE/DEBRIDEMENT,60.00
5534383,LCP PLATE 10 HOLES,697.00
5534391,LCP PLATE 12 HOLES,773.00
5534409,LCP PLATE 14 HOLES,"1,155.00"
5534417,LCP PLATE 5 HOLES,557.00
5534425,LCP PLATE 6 HOLES,597.00
5534433,LCP PLATE 8 HOLES,652.00
5534441,LCP PLATE 9 HOLES,679.00
6302511,LDCT LUNG SCREENING,231.00
7032808,LDH,28.00
7021702,LDH BF/CSF,28.00
7003601,LDH ISOENZYMES,79.00
7057128,LEAD,72.00
7020308,LEAD BLOOD-ADULT,63.00
7036734,LEAD BLOOD-PEDIATRIC,63.00
7022007,LEGIONELLA CULTURE,84.00
7007131,LEGIONELLA TITER,119.00
7050933,LEGIONELLA URINE AG,97.00
7058993,LEISHMANIASIS,54.00
7059009,LEISHMANIASIS-A,54.00
7059017,LEISHMANIASIS-B,54.00
7059025,LEISHMANIASIS-C,54.00
7059033,LEISHMANIASIS-D,54.00
7059041,LEISHMANIASIS-E,54.00
7059058,LEISHMANIASIS-F,54.00
7059066,LEISHMANIASIS-G,54.00
5020300,"LENS, MORGAN",62.00
6810097,LENTE INSULIN,30.00
6802185,LEUCOVORIN 50 MG,184.00
6807127,LEUKERAN 2 MG,6.00
6816581,LEUKINE 50MG,63.00
7004286,LEUKO. ALK. PHOSPHATASE,37.00
6816177,LEVAQUIN 250MG IV,44.00
6814750,LEVAQUIN 250MG TABLET,18.00
6805469,LEVAQUIN 500 MG,19.00
6808927,LEVAQUIN 500MG/D5W 100 ML,157.00
6817555,LEVAQUIN 750MG/150ML BAG,143.00
5800701,LEVEL 1 BRIEF VISIT,148.00
5800800,LEVEL 2-LOW LEVEL VISIT,160.00
5810106,LEVEL 3 MID LEVEL VISIT,280.00
6819957,LEVETIRACETAM LIQ 100MG/ML 5ML,7.00
6819221,LEVETIRACTAM 500MG/5ML INJ,158.00
6803514,LEVOPHED 4 ML,29.00
6818702,LEVOTHYROXINE 200MCG INJECTION,97.00
6815401,LEVSIN(HYOSCYAMINE 0.125MG,5.00
6816698,LEXAPRO 10MG,17.00
6816649,LEXAPRO 20MG,17.00
6818066,LEXISCAN 0.4MG/5ML SYRINGE,469.00
5800564,LG ARM ADULT FIBERGLASS,43.00
7009400,LH (SERUM),111.00
6807192,LIBRAX,6.00
6811053,LIDEX CR 0.5% 15 G,58.00
6811061,LIDEX OINTMENT,83.00
6803522,LIDOCAINE 0.4%/D5W 500,101.00
6800502,LIDOCAINE 0.5% 50ML LOC,50.00
6817647,"LIDOCAINE 0.5% EPI 1:200,000",21.00
6803530,LIDOCAINE 1% 2 ML LOCAL,16.00
6800528,LIDOCAINE 1% 20 ML,25.00
6802201,LIDOCAINE 1% C EPI 50 ML,15.00
6818298,LIDOCAINE 1% PF 5ML AMPU 1,12.00
6803548,LIDOCAINE 100MG/5ML SYR.,36.00
6800775,LIDOCAINE 2 G IV,27.00
6802227,LIDOCAINE 2% 20 ML,25.00
6802219,LIDOCAINE 2% C EPI 50 ML,15.00
6819635,LIDOCAINE 2% PF INJECTION 5ML,18.00
6811087,LIDOCAINE 4% TOP,36.00
6811095,LIDOCAINE 5% OINT,30.00
6818124,LIDOCAINE PATCH 5%,18.00
6800510,LIDOCAINE UROJET,37.00
6811079,LIDOCAINE VISC 20ML,10.00
6817691,LIDOCAINE W/EPI 1.5%,34.00
6807200,LIMBITROL (5-12.5),5.00
6802235,LINCOCIN INJ 600 MG/2 ML,32.00
5500286,"LINER, BIPOLAR ORTHO",0.00
6820286,LINEZOLID 600MG TAB,460.00
7033202,LIPASE,34.00
7033905,LIPID PROFILE,108.00
6814727,LIPITOR 10MG TABLET,10.00
7010259,LIPOPROTEIN FRACTIONATION,235.00
7001359,LIPOPROTEIN PHOSPHOLIPASE,142.00
6811905,LIPOSYN II 20% IV FAT EMUL,246.00
6812358,LIQUI-CHAR W/SORBITOL 50GM,44.00
6807218,LISINOPRIL 10 MG,5.00
6817688,LISINOPRIL 2.5MG,7.00
6815955,LISINOPRIL 5MG,9.00
6807226,LITHIUM CARBONATE 300,4.00
7009509,LITHIUM LEVEL,54.00
6816243,LITHOBID 300,6.00
5533278,LITHOCLAST PROBE,557.00
5306758,"LIVER BIOPSY, PERC",872.00
7033707,LIVER PROFILE,47.00
5900410,"LMA, DISP",55.00
3902301,LOCAL ANES,107.00
6100958,LOCALIZATION CLIP EACH,295.00
6807234,LODINE 200,6.00
6807242,LODINE 300 MG,6.00
6807259,LOMOTIL LIQUID 60ML,32.00
6807267,LOMOTIL TAB,4.00
5800496,LONG ARM PEDS FIBERGLASS,24.00
7103310,LONG ARM SPLINT DYNAMIC,142.00
9400110,LONG ARM SPLINT DYNAMIC,142.00
9400254,LONG ARM SPLINT DYNAMIC,142.00
9300138,LONG FINGER SPLINT FABRICATION,49.00
9400755,LONG HANDLE DRESSING STICK,25.00
9400748,LONG HANDLE SHOEHORN,25.00
9400540,LONG HANDLED BATH SPONGE,15.00
5821812,LONG LEG ADULT PLASTER CAST,323.00
5821809,LONG LEG PEDS PLASTER CAST,323.00
5800357,LONG LEG SPLINT FIBERGLASS,130.00
6807275,LOPID 600MG CAP,6.00
6802243,LOPRESSON 5 MG/5 ML,31.00
6807283,LOPRESSOR 50 MG,4.00
6807291,LORAZEPAM 0.5 MG,4.00
6807309,LORAZEPAM 1 MG,4.00
6819338,LORAZEPAM 30MG 10ML MDV,12.00
6800503,LORAZEPAM 4MG/ML INJECTION,17.00
6806657,LORTAB 10/500 MG TABLET,7.00
6816417,LORTAB ELIXIR 1ML,14.00
6807317,LORTAB ELIXIR 5ML UDC,13.00
6819783,LOSARTAN 25MG TAB,13.00
6807325,LOTENSIN 10 MG,5.00
5010210,"LOTION, BABY",11.00
6816482,LOTREL 5-10,16.00
6816532,LOTREL 5-20,17.00
6811103,LOTRIMIN CR 15 G,62.00
6811111,LOTRISONE CREAM,51.00
6817324,LOVENOX 100 MG SYR,137.00
6819601,LOVENOX 120MG/0.8ML SYRINGE,306.00
6819650,LOVENOX 150MG/1ML SYRINGE,306.00
6817175,LOVENOX 30 MG SYR,143.00
6817126,LOVENOX 40 MG SYR,143.00
6817225,LOVENOX 60 MG SYR,143.00
6817274,LOVENOX 80 MG SYRINGE,137.00
6807333,LOXITANE 10 MG,6.00
9421850,LOZIER/S&H TRANSPO PRE-JOB SCN,49.00
7100364,LOZIER/S&H TRANSPORT JOB SCN,49.00
6807341,LOZOL 2.5 MG,5.00
7060007,LP-PLA2,253.00
7015407,LPRC FILTER,107.00
6700264,LR 1000ML,68.00
6700272,LR 250ML,53.00
6700280,LR 500ML,53.00
5305602,LT EYE Y AG LASER,968.00
6807358,LUDIOMIL 50 MG,4.00
5306766,LUMBAR PUNCTURE,415.00
3700184,LUMBAR PUNCTURE,415.00
3600210,LUMBAR PUNCTURE,415.00
3500212,LUMBAR PUNCTURE,415.00
3400207,LUMBAR PUNCTURE,420.00
3300191,LUMBAR PUNCTURE,415.00
5800545,LUMBAR PUNCTURE,382.00
7100597,LUMBAR ROLL,48.00
5800404,LVL 4 COMPREHENSIVE VISIT,446.00
5800503,LVL 5 HIGH LEVEL VISIT,587.00
7060155,LYME DIS BY WESTBLOT,199.00
7022403,LYME DISEASE  ANTIBODY,164.00
7060023,"LYME DISEASE,WESTERN BLOT",199.00
6816573,LYMPHAZURIN,255.00
6817985,LYRICA 100 MG CAP CR,15.00
6818033,LYRICA 25 MG CAP CR,15.00
6804156,LYRICA 50MG CAPSULE,52.00
7000537,"LYSOZYME, SERUM",80.00
7001274,LYTES AR,31.00
6807366,M S CONTIN 15MG,5.00
6807374,M S CONTIN 30 MG,13.00
6807382,M S CONTIN 60 MG,14.00
6802250,M.M.R.,118.00
6814446,MAALOX 30 ML UDC,8.00
5904438,MAC ANES SUPPLIES,111.00
6807416,MACROBID,7.00
6807424,MACRODANTIN 50 MG,5.00
6807432,MAG CITRATE 10 OZ,8.00
6801062,MAG SULFATE 20 GM/500 ML,42.00
6803555,MAG SULFATE 500 MG 50% 2 ML,21.00
6807440,MAG TAB SR,4.00
6819676,MAGIC MOUTHWASH-BLM 237ML SUSP,111.00
7009806,MAGNESIUM (SERUM),33.00
7021306,MAGNESIUM (U),43.00
6817712,MAGNESIUM 4GM/100ML BAG,44.00
6818488,MAGNESIUM SULFATE 2GM/50ML BAG,44.00
8800013,MAINT/ WAKEFULNESS TEST,"1,334.00"
7000664,MALARIA SMEAR,55.00
6904908,MALDISTRIBUTION OF INSPI,154.00
6803571,MANNITOL 25% 50 ML,21.00
7002702,MANUAL DIFFERENTIAL,16.00
7104946,MANUAL LYMPHATIC DRAINAGE,90.00
7104964,MANUAL LYMPHATIC DRAINAGE,90.00
6905462,MANUAL RESPIRATOR,235.00
7102007,MANUAL THERAPY,90.00
7102070,MANUAL THERAPY,90.00
9400257,MANUAL THERAPY,109.00
9400267,MANUAL THERAPY,102.00
9400276,MANUAL THERAPY,109.00
9400342,MANUAL THPY W/HOT OR ICE,119.00
9400355,MANUAL THPY W/HOT OR ICE,119.00
7104763,MANUAL THPY W/HOT OR ICE,119.00
7104736,MANUAL THPY W/HOT OR ICE,119.00
7100259,MAPLES FITNESS FOR DUTY,49.00
9400259,MAPLES FITNESS FOR DUTY,49.00
6814206,MARCAINE SPINAL AMPUL,12.00
5012232,"MARKER, SURGICAL SKIN",8.00
6908941,MASK CPAP,211.00
3800406,MASK INFANT,10.00
5014709,MASK PHOTO,36.00
5532874,"MASK, EYE",42.00
5532700,"MASK, SWISS THERAPY",95.00
5800438,MASON ALLAN ALUM. SPLINT,89.00
7101405,MASSAGE,79.00
7101450,MASSAGE,79.00
9421769,MASSAGE,79.00
6817357,MASTISOL,16.00
6807457,MATERNA,4.00
6909006,MAXIMAL VOLUNTARY VENTILATION,68.00
6815989,MAXIPIME 1GM,40.00
6817290,MAXIPIME 2GM,94.00
6801278,MAXITROL OPHTH SOLN 5 ML,85.00
6807465,MAXZIDE,5.00
6807473,MECLIZINE 12.5MG UD,4.00
6807481,MECLIZINE 25MG UD,4.00
6807499,MECLOMEN 50 MG,14.00
3901105,MECONIUM ASPIRATOR,54.00
6400162,MED INJ W FLURO HIP,656.00
5014311,MED-PORT VAD ACCESS KIT,31.00
6400166,MEDICATED INJ W/FLURO HIP,0.00
6807515,MEDROL 4 MG,5.00
6807507,MEDROL ADT PACK,33.00
6803589,MEFOXIN 1 GM  *AV,70.00
6811707,MEFOXIN 1GM VIAL,49.00
6803597,MEFOXIN 2 GM  *AV,72.00
6811723,MEFOXIN 2GM VIAL,52.00
6807523,MEGACE 40 MG,6.00
6815468,MEGACE ORAL SUSP,107.00
6817803,MEGESTROL LIQUID 400MG/10ML UD,56.00
7047202,MELLARIL,95.00
6807531,MELLARIL 10 MG UD,4.00
6807549,MELLARIL 100 MG UD,4.00
6807556,MELLARIL 15MG TABLETS,4.00
6807564,MELLARIL 25 MG,4.00
6807580,MELLARIL 50 MG,4.00
5500128,MENESCUS ARROW DEVICE,363.00
5503594,MENISCAL ARROW,339.00
5533997,MENISCAL CANNULA/ARTHREX,155.00
5504840,MENISCECTOMY ELECTNOLE,184.00
6803605,MEPERDINE 100MG/ML,21.00
6803613,MEPERDINE 25 MG/0.5ML,24.00
6807598,MEPERGAN FORTIS,9.00
6812861,MEPERIDINE 10MG/ML PCA,56.00
6807606,MEPERIDINE 50MG TAB,4.00
6815799,MEPHYTON 5 MG TAB,7.00
6807614,MEPROBAMATE 400 MG UD,4.00
7059777,MERCURY,124.00
7004211,MERCURY,99.00
5526801,MEROGEL (TAMPONS),40.00
5506647,MEROGEL INJECTION,350.00
5500756,MEROGEL PACKING,276.00
6819940,MEROPENEM 1GM INJ,122.00
6820088,MEROPENEM 500MG INJ,106.00
6848936,MEROPENEM/NX 1GM/50ML BAG,75.00
5500483,MESH,0.00
5504261,MESH PANTIES,16.00
5534557,"MESH PARIETEX 6""x4""",278.00
5505425,"MESH, BARO VIS/DULEX","1,063.00"
5534243,"MESH, POLYESTER 13X9",266.00
5534250,"MESH, POLYESTER 15X15",366.00
5534268,"MESH, POLYESTER 20X20",428.00
5534235,"MESH, POLYESTER 30X30",475.00
6900211,MET HGB,195.00
5800453,METAL METACARPAL SPLINT,56.00
6807622,METAMUCIL INSTANT MIX,5.00
7045602,METANEPHRINES,198.00
7049406,METANEPHRINES 24 HR URINE,171.00
6814347,METAPROTERENOL 5% SOLUTION,12.00
6817977,METFORMIN ER 500MG TABLET,7.00
7000312,METHADONE,60.00
6818009,METHADONE 10MG TABLET,6.00
6814289,METHADONE HCL 5MG TABLET,7.00
7000313,METHAMPHETAMINE,60.00
7004641,"METHANOL, BLOOD",111.00
7038904,METHEMOGLOBIN,37.00
6802268,METHERGINE 0.2 MG INJ,31.00
6807630,METHERGINE 0.2 MG P O,6.00
6819247,METHOHEXITAL SODIUM 500MG VIAL,112.00
7059710,METHOTREXATE,58.00
6807648,METHOTREXATE 2.5 MG,12.00
6803670,METHOTREXATE 50MG INJ,44.00
6811509,METHYLENE BLUE 10 ML,58.00
7058860,METHYLMALONIC ACID,294.00
6817183,METOPROCOL 25MG. TAB,5.00
6800791,METRONIDAZOLE 500 MG IV,122.00
6818017,METRONIDAZOLE 500MG TABLET,8.00
6818942,METRONIDAZOLE 70GM 0.75% VAG/G,102.00
6807689,MEVACOR 20MG,9.00
6816409,MG SO4 1GM/100ML,44.00
6803563,MG SULFATE 50%/10ML/40MEQ,29.00
6813844,MIACALCIN 200U NASAL SPRAY,137.00
5505029,MIC-KEY G-TUBE,339.00
6818496,MICARDIS 40 MG TABLET,18.00
7040801,MICRO EXAM ABNORMAL 88304,425.00
7040702,MICRO EXAM NORMAL 88302,117.00
7057508,MICROALBUMIN 24 HR URINE,62.00
7059082,"MICROALBUMIN, RANDOM UA",34.00
7100134,MICROKIENZ 8OZ SPRAY,37.00
7006782,"MICROPOLY, FAENI AB, EA",52.00
6814735,MIDAZOLAM 50MG/10ML MDV,11.00
6819320,MIDAZOLAM 5MG 1ML VIAL,12.00
6819304,MIDAZOLAM 5MG/5ML,11.00
6807697,MIDRIN,4.00
6818736,MILRINONE 20MG/D5W 100MLS,63.00
6807705,MINERAL OIL 30 ML,7.00
6811137,MINERAL OIL STERILE,9.00
9421371,MINI SOFT THUMB,31.00
9421389,MINI VIBRATOR (SCAR),31.00
6807713,MINIPRES  1MG,5.00
6816292,MINOXIOIL 2.5MG,5.00
6815658,MIRALAX,13.00
6818322,MIRAPEX 0.25MG TABLET,9.00
3699998,MISC,0.00
6908693,MISC. FILTER,22.00
7018203,MISCELLANEOUS CULTURE,43.00
7023104,MISCELLANEOUS SENSITIVITY,38.00
7050958,MISCELLANOUS SMEAR,79.00
7000573,MITOCHONDRIAL AB,91.00
6803688,MITOMYCIN 20MG,643.00
6800809,MITOXANTRONE 20 MG/10 ML,"1,240.00"
6803696,MIVACRON 10 ML,21.00
1200039,MNT GROUP 30 MINUTES,14.00
1200013,MNT INITIAL ASSESSMNT 15M,25.00
1200021,MNT RE-ASSESSMENT 15MIN,25.00
1200054,MNT SUBSEQUENT REASS/15MIN,25.00
1200047,MNT-SUBSEQUENT GRP 30 MIN,14.00
6818181,MOBIC 7.5 TAB,21.00
9500174,MOD./TRAIN VOICE PROSTH,160.00
9500147,MOD./TRAIN VOICE PROSTH,160.00
5504493,MOD/SED/TECH COMP 1/4 HR,167.00
6807721,MODANE UD,4.00
7000953,MODULATING AB,266.00
6812747,MODURETIC 5/50,4.00
6807739,MOM 30 ML,4.00
6811574,MONISTAT 3 SUPP,95.00
6811582,MONISTAT 7 VAG CREAM 4,60.00
6811566,MONISTAT SUPP 7,58.00
6811145,MONISTAT-DERM 2% 15G,17.00
7023609,MONO TEST,52.00
6805584,MONOPRIL 10 MG,5.00
6802276,MORPHINE 10 MG/ML,13.00
6812853,MORPHINE 1MG/ML PCA,73.00
6817587,MORPHINE 5MG 1ML SYRINGE,17.00
6802292,MORPHINE 8 MG INJ,51.00
6800508,MORPHINE PCA 150MG/30ML,112.00
6819775,MORPHINE SULFATE 10MG/5ML ORAL,7.00
6818538,MORPHINE SULFATE 2MG/ML INJ,13.00
6818801,MORPHINE SULFATE 4MG/ML INJ,13.00
7026897,"MORPHOMETRIC ANALYSIS, IN SITU",399.00
7004524,"MORPHOMETRIC ANALYSIS,COMPUTER",165.00
6814172,MOTRIN 100MG/5ML 60ML,10.00
5012158,MOUTHWASH,9.00
6602381,MRA ABDOMEN W/CONTRAST,"1,776.00"
6602369,MRA ABDOMEN WO/CONTRAST,"1,596.00"
6602304,MRA ABDOMEN WO/W CONTRAST,"1,966.00"
6600506,MRA CHEST,"1,639.00"
6600514,MRA HEAD W CON,"1,873.00"
6600118,MRA HEAD W/WO CON,"1,989.00"
6601207,MRA HEAD WO CON,"1,722.00"
6602106,MRA LOWER EXTREMITY,"1,698.00"
6600134,MRA NECK W CON,"1,966.00"
6600142,MRA NECK W/WO CON,"2,090.00"
6600126,MRA NECK WO CON,"1,722.00"
6601504,MRA PELVIS,"1,698.00"
6601306,MRA SPINAL CANAL,"1,639.00"
6601801,MRA UPPER EXTREMITY,"1,698.00"
6600431,MRI ABDOMEN W CON,"1,873.00"
6600423,MRI ABDOMEN W/WO CON,"2,090.00"
6602205,MRI ABDOMEN WO CON,"1,906.00"
6600415,MRI ADDL. REC. VIEWS,353.00
6600190,MRI ARTHROGRAM LEFT SHOULDER,0.00
6600188,MRI ARTHROGRAM RIGHT SHOULDER,0.00
6602809,MRI BILATERAL BREAST,"1,639.00"
6602135,MRI BRAIN & IAC'S W/WO CONTRAS,0.00
6602782,MRI BRAIN & MRA WO CONTRAST,0.00
6602798,MRI BRAIN & MRA WO CONTRAST,0.00
6602876,MRI BRAIN & ORBIT W/WO CONTRAS,"1,838.00"
6602983,MRI BRAIN & PITUITARY W/WO CON,0.00
6600191,MRI BRAIN W CONTRAST,"1,757.00"
6600100,MRI BRAIN W/O CONTRAST,"1,449.00"
6603088,MRI BRAIN W/O CONTRAST-LIMITED,"1,054.00"
6600209,MRI BRAIN W/WO CONTRAST,"2,308.00"
6603062,MRI C-SPINE LIMITED,"1,054.00"
