Facility,Description,Unit Price,
Cooper University Hospital,BRACHYTHERAPY ISODOSE 1-4 VRT, $647.00 ,
Cooper University Hospital,BRACHYTHERAPY ISODOSE 5-10," $1,798.00 ",
Cooper University Hospital,BRAF GENE ANALYSIS," $1,482.00 ",
Cooper University Hospital,"BRAF, MELANOMA"," $1,943.00 ",
Cooper University Hospital,BRAIN IMAGE 4 VIEWS W VASC FLW," $5,003.00 ",
Cooper University Hospital,"BRCA1/BRCA2 GENE ANALYSIS,COMM"," $4,410.00 ",
Cooper University Hospital,"BRCA1/BRCA2 GENE ANALYSIS,UNCO"," $4,410.00 ",
Cooper University Hospital,BRNCHSC W/THER ASPIR TRACHEOBRNCL TREE 1ST," $5,653.00 ",
Cooper University Hospital,BRNCHSC W/TRACHEAL/BRONCHIAL DILAT/CLSD RDCTJ FX," $12,331.00 ",
Cooper University Hospital,BRONCH EBUS SAMP 1-2 NODES," $7,983.00 ",
Cooper University Hospital,BRONCH EBUS SAMP 3 OR MORE NOD," $8,770.00 ",
Cooper University Hospital,BRONCH EBUSW/TRANSENDO, $334.00 ,
Cooper University Hospital,BRONCHIAL BIOPSY," $3,346.00 ",
Cooper University Hospital,BRONCHIAL VALVE ADDL INSERT," $6,839.00 ",
Cooper University Hospital,BRONCHIAL VALVE INIT INSERT," $6,839.00 ",
Cooper University Hospital,BRONCHIAL VALVE REMOV ADDL," $3,324.00 ",
Cooper University Hospital,BRONCHIAL VALVE REMOV INIT," $6,839.00 ",
Cooper University Hospital,BRONCHOSCOPY BALLOON OCCLUSION," $5,457.00 ",
Cooper University Hospital,BRONCHOSCOPY BRONCH STENT INIT," $9,835.00 ",
Cooper University Hospital,BRONCHOSCOPY W FIDUCIAL PLACEM," $9,815.00 ",
Cooper University Hospital,BRONCHOSCOPY W/REMOVAL FOREIGN BODY," $5,825.00 ",
Cooper University Hospital,BRONCHOSCOPY WITH BIOPSY," $4,409.00 ",
Cooper University Hospital,BRONCHOSCOPY/ENDOSCOPY," $3,782.00 ",
Cooper University Hospital,BRUCELLA ANTIBODY, $137.00 ,
Cooper University Hospital,B-TYPE NATRIURETIC PEPTIDE, $437.00 ,
Cooper University Hospital,BUN, $40.00 ,
Cooper University Hospital,BUNDLE OF HIS RECORDING," $12,297.00 ",
Cooper University Hospital,BUPIVACAINE 0.5% PF 30ML INJ, $9.00 ,
Cooper University Hospital,BUPIVICAINE MPF 0.5% INJ 30ML, $23.00 ,
Cooper University Hospital,BUPRENORPHINE SCREEN, $192.00 ,
Cooper University Hospital,"BUPRENORPHINE,CONFIRM", $219.00 ,
Cooper University Hospital,BX ABD/RETROPERITONEAL MASS," $3,776.00 ",
Cooper University Hospital,BX BONE DEEP," $5,438.00 ",
Cooper University Hospital,BX BONE SUPERFICIAL," $2,307.00 ",
Cooper University Hospital,BX LUNG OR MEDIASTINUM PERC," $4,098.00 ",
Cooper University Hospital,BX OF BONE DEEP PERCUT," $5,438.00 ",
Cooper University Hospital,BX PANCREAS PERC NEEDLE," $3,352.00 ",
Cooper University Hospital,BX PROSTATE ANY APPROACH," $8,168.00 ",
Cooper University Hospital,BX SKIN SQ&/OR MUCOUS MEMB INC, $905.00 ,
Cooper University Hospital,BX THYROID PERC CORE NEE," $1,399.00 ",
Cooper University Hospital,BX VAGINAL MUCOSA SIMPLE," $3,304.00 ",
Cooper University Hospital,BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE," $12,336.00 ",
Cooper University Hospital,C DIFF TOXIN/027 STRAIN PCR, $270.00 ,
Cooper University Hospital,C PEPTIDE, $269.00 ,
Cooper University Hospital,C. DIFFICLE TOXIN A/B, $210.00 ,
Cooper University Hospital,C1 ESTERASE INHIBIT., $227.00 ,
Cooper University Hospital,"C3, C4 COMPLEMENT EACH", $159.00 ,
Cooper University Hospital,C4B BINDING PROTEIN, $397.00 ,
Cooper University Hospital,CA 125 CS, $72.00 ,
Cooper University Hospital,CA SCREEN  PELVIC/BREAST EXAM, $314.00 ,
Cooper University Hospital,CA-125, $118.00 ,
Cooper University Hospital,CAD DIAGNOSTIC MAMMO, $82.00 ,
Cooper University Hospital,CAFFEINE LEVEL, $374.00 ,
Cooper University Hospital,CALCITONIN, $325.00 ,
Cooper University Hospital,CALCIUM, $115.00 ,
Cooper University Hospital,CALCIUM FOR PTH ASSAY, $115.00 ,
Cooper University Hospital,CALCIUM*, $115.00 ,
Cooper University Hospital,"CALCIUM, URINE*", $67.00 ,
Cooper University Hospital,CALPROTECTIN, $680.00 ,
Cooper University Hospital,CALRETICULIN (CALR)MUTATION AN," $1,700.00 ",
Cooper University Hospital,CAMRN HLTH GEN PULSE SQ-RX ICD," $86,213.00 ",
Cooper University Hospital,CANCER AG 15-3, $258.00 ,
Cooper University Hospital,CANCER AG 2729, $258.00 ,
Cooper University Hospital,"CANCER AG,19-9", $615.00 ,
Cooper University Hospital,CANDIDA ANTIBODY, $89.00 ,
Cooper University Hospital,CANDIDA DNA PROBE, $397.00 ,
Cooper University Hospital,CANNULA GUIDE SOFTIP," $6,615.00 ",
Cooper University Hospital,CARBAMAZEPINE, $150.00 ,
Cooper University Hospital,"CARBAMAZEPINE,FREE", $189.00 ,
Cooper University Hospital,CARBOHYDRATE-DEFICIENT TRANSFE, $461.00 ,
Cooper University Hospital,CARBOXYHEMOGLOBIN, $84.00 ,
Cooper University Hospital,CARBOXYHEMOGLOBIN CS, $152.00 ,
Cooper University Hospital,CARDIAC MONITOR INITIAL HOUR, $536.00 ,
Cooper University Hospital,CARDIAC MRI FOR VELOCITY FLOW MAPPING," $2,340.00 ",
Cooper University Hospital,CARDIOLIPIN AB SCREENING, $345.00 ,
Cooper University Hospital,CARDIOLIPIN AB*, $345.00 ,
Cooper University Hospital,CARDIOVERSION INTERNAL," $2,219.00 ",
Cooper University Hospital,CARNITINE LEVELS, $647.00 ,
Cooper University Hospital,CAROTENE, $241.00 ,
Cooper University Hospital,CAROTID STENT," $12,142.00 ",
Cooper University Hospital,CARRY CURRENT STATUS, $2.00 ,
Cooper University Hospital,CARRY D/C STATUS, $2.00 ,
Cooper University Hospital,CARRY GOAL STATUS, $2.00 ,
Cooper University Hospital,CASR EVALUATION," $8,909.00 ",
Cooper University Hospital,CATARACTS PANEL," $6,615.00 ",
Cooper University Hospital,"CATECHOL.FRAC,PLASMA", $312.00 ,
Cooper University Hospital,CATECHOLAMINE*, $312.00 ,
Cooper University Hospital,CATECHOLAMINES FRAC URINE, $132.00 ,
Cooper University Hospital,CATH 2.O OTW TURBO ELITE," $9,540.00 ",
Cooper University Hospital,CATH ABL AV NODE," $14,196.00 ",
Cooper University Hospital,CATH ASPIRATION/NASOTRACH, $331.00 ,
Cooper University Hospital,CATH ATHERECTOMY ORBITAL 360," $15,422.00 ",
Cooper University Hospital,CATH DILITATION OTW1.2X12150CM," $1,764.00 ",
Cooper University Hospital,CATH ELECTRODE QUICK COMBO, $139.00 ,
Cooper University Hospital,CATH PLACE RENAL 2ND+ UNILAT," $11,115.00 ",
Cooper University Hospital,CATH PLACE RENAL ART 1ST BILAT," $12,819.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE -S&I +LHC"," $11,387.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE -S&I +RHC"," $14,549.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+GRAFT"," $11,387.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+LHC+G"," $11,387.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+R/LHC"," $11,387.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMAGE-S&I+RHC&L"," $11,387.00 ",
Cooper University Hospital,"CATH PLACE,INJ,IMG-S&I+GRF+RHC"," $14,549.00 ",
Cooper University Hospital,"CATH PLACEMENT,INJ,IMAGE - S&I"," $11,387.00 ",
Cooper University Hospital,CATH QUICK CROSS .035 X 135, $814.00 ,
Cooper University Hospital,CATH RESCUENET RETRIEVAL 30MM BS #419992, $375.00 ,
Cooper University Hospital,CATHETER 5F JACKY RADIAL OPTI, $245.00 ,
Cooper University Hospital,CATHETER ABLATION EPT," $5,027.00 ",
Cooper University Hospital,CATHETER AORTIC FRON 28MM," $20,719.00 ",
Cooper University Hospital,CATHETER ASPIRATION EXPORT," $3,668.00 ",
Cooper University Hospital,CATHETER EKOS M4," $14,972.00 ",
Cooper University Hospital,CATHETER EP LASSO," $8,030.00 ",
Cooper University Hospital,CATHETER EP STEERABLE DIAGNOST," $2,595.00 ",
Cooper University Hospital,CATHETER GUIDE PERIPHERAL 55CM, $686.00 ,
Cooper University Hospital,CATHETER JOSEPH/QUAD," $1,972.00 ",
Cooper University Hospital,CATHETER NEURONMAX," $1,742.00 ",
Cooper University Hospital,CATHETER PENTARAY," $8,093.00 ",
Cooper University Hospital,CATHETER PERIPHERAL 5F-CORDIS, $115.00 ,
Cooper University Hospital,CATHETER RESPONSE 65CM," $2,142.00 ",
Cooper University Hospital,CATHETER TIP CULTURE, $202.00 ,
Cooper University Hospital,CATHETER TORQR 6F 110CM, $538.00 ,
Cooper University Hospital,"CATHETER, HALO"," $3,384.00 ",
Cooper University Hospital,CATHETHER FLEX ADV 12FR SHEATH," $4,851.00 ",
Cooper University Hospital,CAUTERY CERVIX ELECTRO/THERMAL," $6,841.00 ",
Cooper University Hospital,CBC & DIFFERENTIAL, $65.00 ,
Cooper University Hospital,CBC & DIFFERENTIAL LH, $65.00 ,
Cooper University Hospital,CBC WITHOUT DIFF, $62.00 ,
Cooper University Hospital,"CBFB/MYH11 QT,PCR"," $1,050.00 ",
Cooper University Hospital,CD4/CD8 ABSOLUTE CT WITH RATIO, $283.00 ,
Cooper University Hospital,CEA, $237.00 ,
Cooper University Hospital,CEA MEDICARE ONLY, $116.00 ,
Cooper University Hospital,"CEA, FLUID", $36.00 ,
Cooper University Hospital,CEBPA MUTATION ANALYSIS," $1,522.00 ",
Cooper University Hospital,CEBPA MUTATION ANALYSIS LS," $1,368.00 ",
Cooper University Hospital,CEFAZOLIN 1GM/50ML D5 DUPLEXBG, $16.00 ,
Cooper University Hospital,CEFTRIAXONE 250MG INJ, $11.00 ,
Cooper University Hospital,CELL BLOCK LAB CYTOLOGY, $326.00 ,
Cooper University Hospital,CENT AUDITORY EVAL EACH 15 MIN, $107.00 ,
Cooper University Hospital,CENT AUDITORY EVAL INIT 60 MIN, $646.00 ,
Cooper University Hospital,CENTROMERE B ANTIBODY, $51.00 ,
Cooper University Hospital,CERCLAGE," $6,714.00 ",
Cooper University Hospital,CEREBROSPINAL FLUID FLOW W/O MATL CISTERNOGRAPHY," $2,347.00 ",
Cooper University Hospital,CERULOPLASMIN, $195.00 ,
Cooper University Hospital,CERVICAL BIOPSY," $3,304.00 ",
Cooper University Hospital,CERVICAL COMP W OBL&FLEX &EXT, $381.00 ,
Cooper University Hospital,CERVICAL SPINE 2 OR 3 VIEWS, $755.00 ,
Cooper University Hospital,CERVICAL SPINE MIN 4 VIEWS, $798.00 ,
Cooper University Hospital,CESARERAN SECTION," $2,851.00 ",
Cooper University Hospital,CESSJ THERAPY CATH REMOVAL," $7,359.00 ",
Cooper University Hospital,CFTR FULL GENE SEQUENCE," $3,528.00 ",
Cooper University Hospital,CFW EACH ADD VESSEL," $7,389.00 ",
Cooper University Hospital,"CHANGE CYSTOSTOMY TUBE, COMP"," $2,554.00 ",
Cooper University Hospital,CHANGE GASTROSTOMY TUBE PERC, $958.00 ,
Cooper University Hospital,CHANGE OF URETEROSTOMY TUBE," $6,064.00 ",
Cooper University Hospital,CHEMICAL CAUTERIZATION GRANULATION TISSUE, $796.00 ,
Cooper University Hospital,CHEMO ADMIN INTO CNS," $1,306.00 ",
Cooper University Hospital,CHEMO ADMIN INTRA-ARTERI, $472.00 ,
Cooper University Hospital,CHEMO ADMIN SQ/IM HORMONAL, $223.00 ,
Cooper University Hospital,CHEMO ADMIN SQ/IM NONHORMONAL, $246.00 ,
Cooper University Hospital,CHEMODENERV 1 EXTREM 1-4MUSCLE," $1,577.00 ",
Cooper University Hospital,CHEMODENERV SALVI GLANDS, $893.00 ,
Cooper University Hospital,CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES," $2,561.00 ",
Cooper University Hospital,CHEMODENERVATION 1 EXTREMITY EA ADDL 5/> MUSCLES," $2,561.00 ",
Cooper University Hospital,CHEMODERNERV 1EXTRM EA ADD 1-4," $1,122.00 ",
Cooper University Hospital,CHEMODERNERV TRUNK MUSCLE 1-5," $1,577.00 ",
Cooper University Hospital,CHEMODERVATE FACIAL/TRIGEM/CERV MUSC MIGRAINE," $1,153.00 ",
Cooper University Hospital,CHEMOTHERAPY INJECTION, $216.00 ,
Cooper University Hospital,CHEST 1 VIEW, $598.00 ,
Cooper University Hospital,CHEST 2 VIEWS, $654.00 ,
Cooper University Hospital,CHEST 4 VIEWS, $569.00 ,
Cooper University Hospital,CHEST PHYSICAL THERAPY INITIAL, $215.00 ,
Cooper University Hospital,CHEST PT SUBSEQUENT, $118.00 ,
Cooper University Hospital,CHEST SPECIAL VIEWS, $259.00 ,
Cooper University Hospital,CHEST W APICAL LORDOTIC VIEW, $244.00 ,
Cooper University Hospital,CHEST WITH OBLIQUES, $618.00 ,
Cooper University Hospital,CHEST X-RAY SPECIAL VIEWS, $269.00 ,
Cooper University Hospital,CHG BILI DRAIN CATH," $10,116.00 ",
Cooper University Hospital,CHG OF NEPH OR PYELSTOMY TUBE," $6,141.00 ",
Cooper University Hospital,CHIKUNGUNYA AB, $141.00 ,
Cooper University Hospital,CHILD 1 VIEW NOSE TO RECTUM FB, $243.00 ,
Cooper University Hospital,CHITOTRIOSIDASE," $1,058.00 ",
Cooper University Hospital,CHLAMYDIA ANTIBODY, $122.00 ,
Cooper University Hospital,CHLAMYDIA PNEUMO AMP PROBE, $431.00 ,
Cooper University Hospital,"CHLAMYDIA, AMPLIFIED PROBE", $276.00 ,
Cooper University Hospital,"CHLMD TRACH,DNA,AMP PROBE", $276.00 ,
Cooper University Hospital,CHLORIDE, $49.00 ,
Cooper University Hospital,CHLORIDE FECES *, $61.00 ,
Cooper University Hospital,CHLORIDE LC, $41.00 ,
Cooper University Hospital,"CHLORIDE, CSF", $61.00 ,
Cooper University Hospital,"CHLORIDE, FLUID", $61.00 ,
Cooper University Hospital,"CHLORIDE, FLUID *", $61.00 ,
Cooper University Hospital,"CHLORIDE, URINE 82436*", $31.00 ,
Cooper University Hospital,"CHLORIDE,RANDOM URINE", $41.00 ,
Cooper University Hospital,CHLOROPROCAINE 2% INJ 20ML, $44.00 ,
Cooper University Hospital,CHOLANGIOGRAM INTRAOPERATIVE," $1,582.00 ",
Cooper University Hospital,CHOLANGIOGRAM T-TUBE," $2,252.00 ",
Cooper University Hospital,CHOLECYSTOSTOMY PERC," $11,156.00 ",
Cooper University Hospital,CHOLESTEROL, $53.00 ,
Cooper University Hospital,"CHOLESTEROL, TOTAL", $53.00 ,
Cooper University Hospital,CHOLINESTERASE SERUM*, $139.00 ,
Cooper University Hospital,CHROM ANAL ADDL KARYOTYPE EACH, $184.00 ,
Cooper University Hospital,CHROM ANAL CELL COUNT W BANDIN, $915.00 ,
Cooper University Hospital,CHROM ANAL COUNT AND BANDING*," $1,032.00 ",
Cooper University Hospital,CHROMATIN AB, $241.00 ,
Cooper University Hospital,CHROMIUM," $1,038.00 ",
Cooper University Hospital,CHROMOGRANIN A, $466.00 ,
Cooper University Hospital,CHROMOSOME ADD HIGH/RES STUDY," $1,328.00 ",
Cooper University Hospital,CHROMOSOME ANALYSIS CONCEPTION, $905.00 ,
Cooper University Hospital,"CHROMOSOME ANALYSIS, ADD'L CELLS", $133.00 ,
Cooper University Hospital,CHROMOSOME ANLYS COUNT 5 CELL," $1,291.00 ",
Cooper University Hospital,"CI INHIBITOR,FUNCTIONAL", $46.00 ,
Cooper University Hospital,"CIRCUMCISION/CLAMP,OTHER DEVIC"," $7,537.00 ",
Cooper University Hospital,CISATRACURIUM 10MG/ML 20ML INJ," $1,069.00 ",
Cooper University Hospital,CISATRACURIUM 200MG/200MLIVDRP, $700.00 ,
Cooper University Hospital,CISATRACURIUM 2MG/ML 10ML, $95.00 ,
Cooper University Hospital,CISATRACURIUM 2MG/ML 5ML, $104.00 ,
Cooper University Hospital,CITRATE*, $234.00 ,
Cooper University Hospital,"CITRATE, URINE", $234.00 ,
Cooper University Hospital,CK, $63.00 ,
Cooper University Hospital,CK ISOENZYMES, $51.00 ,
Cooper University Hospital,C-KIT MUTATION ANALYSIS," $1,378.00 ",
Cooper University Hospital,CKMB MASS, $46.00 ,
Cooper University Hospital,CLEROTHERP FLUID COL PER," $4,886.00 ",
Cooper University Hospital,CLINICAL BRACHYTHERAPY 77799," $1,830.00 ",
Cooper University Hospital,CLINICAL BRACHYTHERAPY 77799 RP," $1,830.00 ",
Cooper University Hospital,CLOMIPRAMINE AND METABOLITES, $440.00 ,
Cooper University Hospital,CLONAZEPAM, $395.00 ,
Cooper University Hospital,CLONIDINE LEVEL," $1,054.00 ",
Cooper University Hospital,CLOPIDOGREL 300MG TABLET, $100.00 ,
Cooper University Hospital,CLOPIDOGREL 75MG TABLET, $47.00 ,
Cooper University Hospital,CLORAZEPATE (TRANXENE), $71.00 ,
Cooper University Hospital,CLOSE LAC VEST OF MOUTH, $608.00 ,
Cooper University Hospital,CLOSED TREAT OF METATARSAL FX, $511.00 ,
Cooper University Hospital,CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION," $10,363.00 ",
Cooper University Hospital,CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA, $954.00 ,
Cooper University Hospital,CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/MANJ," $6,383.00 ",
Cooper University Hospital,CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/O MANJ," $1,013.00 ",
Cooper University Hospital,CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ," $5,803.00 ",
Cooper University Hospital,CLOSED TX FX PHALANX W/MANIPUL, $521.00 ,
Cooper University Hospital,CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION," $5,445.00 ",
Cooper University Hospital,CLOSED TX MANDIBULAR FRACTURE W/O MANIPULATION," $2,110.00 ",
Cooper University Hospital,CLOSED TX MANDIBULAR FX W/INTERDENTAL FIXATION," $21,656.00 ",
Cooper University Hospital,CLOSED TX MONTEGGIA FX DISLOCATION ELBOW W/MANJ," $5,803.00 ",
Cooper University Hospital,CLOSED TX NASAL FRACTURE W/O STABILIZATION," $5,307.00 ",
Cooper University Hospital,CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION," $10,363.00 ",
Cooper University Hospital,CLOSED TX PALATAL/MAXILLARY FX W/FIXATION/SPLINT," $10,363.00 ",
Cooper University Hospital,CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA," $1,025.00 ",
Cooper University Hospital,CLOSED TX RADIAL SHAFT FRACTURE W/MANIPULATION," $6,225.00 ",
Cooper University Hospital,CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION," $1,049.00 ",
Cooper University Hospital,CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ," $6,383.00 ",
Cooper University Hospital,CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/O MAN," $1,021.00 ",
Cooper University Hospital,CLOSED TX TALUS FRACTURE W/MANIPULATION," $5,803.00 ",
Cooper University Hospital,CLOSED TX TALUS FRACTURE W/O MANIPULATION, $858.00 ,
Cooper University Hospital,CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ," $1,017.00 ",
Cooper University Hospital,CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ," $5,803.00 ",
Cooper University Hospital,CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION," $1,049.00 ",
Cooper University Hospital,CLOSURE DEVICE 6F/7F MYNX," $1,073.00 ",
Cooper University Hospital,CLOSURE DEVICE PLACEMENT," $1,375.00 ",
Cooper University Hospital,CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM/CPL," $2,268.00 ",
Cooper University Hospital,CLOSURE PARAVALVULAR LEAK," $10,793.00 ",
Cooper University Hospital,"CLOTTING ASSAY,WHOLE BLOOD", $441.00 ,
Cooper University Hospital,CLOZAPINE, $65.00 ,
Cooper University Hospital,CLSD HEAD/NECK FRACTURE W/MANI," $1,515.00 ",
Cooper University Hospital,CLSD TREAT METACARPAL FRACTURE, $624.00 ,
Cooper University Hospital,CLSD TRMNT RADIAL HEAD SUBLUXA, $750.00 ,
Cooper University Hospital,CLSD TX CARPOMETACARP FX DISLO," $1,515.00 ",
Cooper University Hospital,CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION," $2,384.00 ",
Cooper University Hospital,CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION, $858.00 ,
Cooper University Hospital,CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES," $6,223.00 ",
Cooper University Hospital,CLSD TXMT CLAVICLE FX WO MANIP, $681.00 ,
Cooper University Hospital,CLTX ACETABULM HIP/SOCKT FX MANJ W/WO SKEL TRACJ," $4,248.00 ",
Cooper University Hospital,CLTX ANKLE DISLC REQ ANES W/WO PRQ SKEL FIXJ," $6,361.00 ",
Cooper University Hospital,CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ," $1,034.00 ",
Cooper University Hospital,CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES, $954.00 ,
Cooper University Hospital,CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA," $1,017.00 ",
Cooper University Hospital,CLTX DSTL PHLNGL FX FNGR/THMB W/O MANJ EA," $1,022.00 ",
Cooper University Hospital,CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ," $1,017.00 ",
Cooper University Hospital,CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF," $4,932.00 ",
Cooper University Hospital,CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANJ," $6,361.00 ",
Cooper University Hospital,CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ, $954.00 ,
Cooper University Hospital,CLTX FX PHLX/PHLG OTH/THN GRT TOE W/O MANJ, $858.00 ,
Cooper University Hospital,CLTX FX W8 BRG ARTCLR PRTN DSTL TIBIA W/O MANJ, $954.00 ,
Cooper University Hospital,CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ," $1,013.00 ",
Cooper University Hospital,CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA," $5,222.00 ",
Cooper University Hospital,CLTX HIP DISLOCATION TRAUMATIC W/O ANESTHESIA, $858.00 ,
Cooper University Hospital,CLTX HUMERAL CONDYLAR FX MEDIAL/LATERAL W/MANJ," $5,803.00 ",
Cooper University Hospital,CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/MANJ," $5,803.00 ",
Cooper University Hospital,CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/O MANJ, $954.00 ,
Cooper University Hospital,CLTX HUMERAL SHFT FX W/MANJ W/WO SKELETAL TRACJ," $5,222.00 ",
Cooper University Hospital,CLTX INTERPHALANGEAL JOINT DISLOCATION W/O ANES, $954.00 ,
Cooper University Hospital,CLTX INTR/PERI/SBTRCHNTC FEMORAL FX W/MANJ," $4,639.00 ",
Cooper University Hospital,CLTX IPHAL JT DISLC W/MANJ W/O ANES, $816.00 ,
Cooper University Hospital,CLTX MANDIBULAR/MAXILLARY ALVEOLAR RIDGE FX SPX," $10,363.00 ",
Cooper University Hospital,CLTX METACARPAL FX W/MANIPULATION EACH BONE," $1,018.00 ",
Cooper University Hospital,CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES," $5,803.00 ",
Cooper University Hospital,CLTX METATARSOPHLNGL JT DISLC REQ ANES," $5,725.00 ",
Cooper University Hospital,CLTX METATARSOPHLNGL JT DISLC W/O ANES, $954.00 ,
Cooper University Hospital,CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA," $1,017.00 ",
Cooper University Hospital,CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/O MANJ EA," $1,023.00 ",
Cooper University Hospital,CLTX POST HIP ARTHRP DISLC REQ ANES," $6,361.00 ",
Cooper University Hospital,CLTX POST HIP ARTHRP DISLC W/O ANES, $858.00 ,
Cooper University Hospital,CLTX PROX FIBULA/SHFT FX W/O MANJ," $1,013.00 ",
Cooper University Hospital,CLTX PROX HUMRL FX W/MANJ W/WO SKELETAL TRACJ," $6,223.00 ",
Cooper University Hospital,CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION," $1,021.00 ",
Cooper University Hospital,CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ, $954.00 ,
Cooper University Hospital,CLTX SCAPULAR FX W/MANJ W/WO SKELETAL TRACTION," $6,361.00 ",
Cooper University Hospital,CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/MANJ," $5,222.00 ",
Cooper University Hospital,CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/WO MANJ, $954.00 ,
Cooper University Hospital,CLTX TIBIAL FX PROXIMAL W/WO MANJ W/SKEL TRACJ," $11,621.00 ",
Cooper University Hospital,CLTX TRIMALLEOLAR ANKLE FX W/MANIPULATION," $5,803.00 ",
Cooper University Hospital,CLTX TRIMALLEOLAR ANKLE FX W/O MANIPULATION, $954.00 ,
Cooper University Hospital,CMV AB IGM, $212.00 ,
Cooper University Hospital,CMV DNA QUAL PCR, $467.00 ,
