Description,2019 Price
AMITRIPTYLINE HCL TAB 50 MG,$4.00
AMITRIPTYLINE HCL TAB 75 MG,$4.00
AMLODIPINE BESYLATE 10 MG PO TABS,$4.00
AMLODIPINE BESYLATE TAB 10 MG (BASE EQUIVALENT),$4.00
AMLODIPINE BESYLATE TAB 2.5 MG,$4.00
AMLODIPINE BESYLATE TAB 2.5 MG (BASE EQUIVALENT),$4.00
AMLODIPINE BESYLATE TAB 5 MG (BASE EQUIVALENT),$4.00
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 10-10 MG,$25.91
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 10-20 MG,$35.44
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 10-40 MG,$35.44
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 10-80 MG,$35.44
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 2.5-10 MG,$25.91
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 2.5-20 MG,$70.78
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 2.5-40 MG,$70.78
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 5-10 MG,$25.91
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 5-20 MG,$35.44
AMLODIPINE BESYLATE-ATORVASTATIN CALCIUM TAB 5-80 MG,$35.44
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 10-20 MG,$12.75
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 2.5-10 MG,$10.20
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 2.5-10 MG,$4.00
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-10 MG,$10.40
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-10 MG,$4.00
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-20 MG,$45.40
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-20 MG,$10.98
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-20 MG,$10.81
AMLODIPINE BESYLATE-BENAZEPRIL HCL CAP 5-20 MG,$4.00
AMMONIA AROMATIC INHALATION,$4.00
AMOBARBITAL SODIUM FOR INJ 500 MG,$309.35
AMOXAPINE TAB 100 MG,$4.00
AMOXAPINE TAB 25 MG,$4.00
AMOXAPINE TAB 50 MG,$4.00
AMOXICILLIN & K CLAVULANATE CHEW TAB 400-57 MG,$15.53
AMOXICILLIN & K CLAVULANATE CHEW TAB 400-57 MG,$19.41
AMOXICILLIN & K CLAVULANATE FOR SUSP 125-31.25 MG/5ML,$130.82
AMOXICILLIN & K CLAVULANATE FOR SUSP 200-28.5 MG/5ML,$4.00
AMOXICILLIN & K CLAVULANATE FOR SUSP 200-28.5 MG/5ML,$6.50
AMOXICILLIN & K CLAVULANATE FOR SUSP 250-62.5 MG/5ML,$16.58
AMOXICILLIN & K CLAVULANATE FOR SUSP 250-62.5 MG/5ML,$28.99
AMOXICILLIN & K CLAVULANATE FOR SUSP 400-57 MG/5ML,$12.65
AMOXICILLIN & K CLAVULANATE FOR SUSP 400-57 MG/5ML,$12.41
AMOXICILLIN & K CLAVULANATE FOR SUSP 400-57 MG/5ML,$5.18
AMOXICILLIN & K CLAVULANATE FOR SUSP 400-57 MG/5ML,$4.68
AMOXICILLIN & K CLAVULANATE FOR SUSP 600-42.9 MG/5ML,$8.86
AMOXICILLIN & K CLAVULANATE FOR SUSP 600-42.9 MG/5ML,$9.22
AMOXICILLIN & K CLAVULANATE FOR SUSP 600-42.9 MG/5ML,$6.91
AMOXICILLIN & K CLAVULANATE TAB 250-125 MG,$22.78
AMOXICILLIN & K CLAVULANATE TAB 500-125 MG,$6.77
AMOXICILLIN & K CLAVULANATE TAB 500-125 MG,$6.17
AMOXICILLIN & K CLAVULANATE TAB 875-125 MG,$7.78
AMOXICILLIN & K CLAVULANATE TAB 875-125 MG,$7.23
AMOXICILLIN & K CLAVULANATE TAB ER 12HR 1000-62.5 MG,$26.81
AMOXICILLIN & K CLAVULANATE TAB ER 12HR 1000-62.5 MG,$32.16
AMOXICILLIN (TRIHYDRATE) CAP 250 MG,$4.00
AMOXICILLIN (TRIHYDRATE) CAP 500 MG,$4.00
AMOXICILLIN (TRIHYDRATE) CHEW TAB 125 MG,$4.00
AMOXICILLIN (TRIHYDRATE) CHEW TAB 250 MG,$4.00
AMOXICILLIN (TRIHYDRATE) FOR SUSP 125 MG/5ML,$4.00
AMOXICILLIN (TRIHYDRATE) FOR SUSP 250 MG/5ML,$4.00
AMOXICILLIN (TRIHYDRATE) FOR SUSP 400 MG/5ML,$4.00
AMOXICILLIN (TRIHYDRATE) TAB 875 MG,$4.00
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 10 MG,$34.19
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 10 MG,$23.54
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 15 MG,$22.79
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 15 MG,$15.70
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 20 MG,$17.10
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 20 MG,$11.77
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 25 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 30 MG,$11.40
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 30 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 5 MG,$34.19
AMPHETAMINE-DEXTROAMPHETAMINE CAP ER 24HR 5 MG,$23.54
AMPHETAMINE-DEXTROAMPHETAMINE TAB 10 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE TAB 15 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE TAB 20 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE TAB 30 MG,$10.00
AMPHETAMINE-DEXTROAMPHETAMINE TAB 5 MG,$10.00
AMPHOTERICIN B FOR INJ 50 MG,$160.36
AMPHOTERICIN B FOR INJ 50 MG,$45.00
AMPHOTERICIN B LIPID INJ SUSP (FOR IV INFUSION) 5 MG/ML,$480.00
AMPHOTERICIN B LIPOSOME IV FOR SUSP 50 MG,"$1,042.93"
AMPICILLIN & SULBACTAM SODIUM FOR INJ 1.5 (1-0.5) GM,$45.00
AMPICILLIN & SULBACTAM SODIUM FOR INJ 1-0.5 GM,$45.00
AMPICILLIN & SULBACTAM SODIUM FOR INJ 15 (10-5) GM,$236.32
AMPICILLIN & SULBACTAM SODIUM FOR INJ 2-1 GM,$45.00
AMPICILLIN & SULBACTAM SODIUM FOR INJ 3 (2-1) GM,$68.86
AMPICILLIN & SULBACTAM SODIUM FOR INJ 3 (2-1) GM,$45.00
AMPICILLIN CAP 500 MG,$4.00
AMPICILLIN SODIUM FOR INJ 1 GM,$45.00
AMPICILLIN SODIUM FOR INJ 125 MG,$45.00
AMPICILLIN SODIUM FOR INJ 2 GM,$64.33
AMPICILLIN SODIUM FOR INJ 2 GM,$64.32
AMPICILLIN SODIUM FOR INJ 250 MG,$45.00
AMPICILLIN SODIUM FOR INJ 500 MG,$45.00
ANAGRELIDE HCL CAP 0.5 MG,$4.00
ANAGRELIDE HCL CAP 1 MG,$4.30
ANAKINRA SUBCUTANEOUS SOLN PREFILLED SYRINGE 100 MG/0.67ML,$548.84
ANAKINRA SUBCUTANEOUS SOLN PREFILLED SYRINGE 100 MG/0.67ML,$589.94
ANASTOMOTIC DEVICE MICROVASC 1.0MM,538.00
ANASTOMOTIC DEVICE MICROVASC 1.5MM,538.00
ANASTOMOTIC DEVICE U-CLIP HALF CIRCLE NDL S60SFHN2,93.00
ANASTOMOTIC DEVICE U-CLIP S105,116.00
ANASTOMOTIC DEVICE U-CLIP S90,52.00
ANASTOMOTIC DEVICE U-CLIP SM NDL S60SFN2,130.00
ANASTROZOLE TAB 1 MG,$10.00
ANCHOR,716.00
ANCHOR ACCESSORY KIT 3550-16,108.00
ANCHOR HEALICOIL 5.5MM,878.00
ANCHOR TWINFIX 5.5MM TWO SUTURES,632.00
ANCHOR-3.0 BIO SUTURETAK,"1,090.00"
ANCHOR-4.75MM BIOCOMPOSITE SWIVELOCK DOUBLE LOADED,"1,043.00"
ANCHOR-5.5 BIOCOMPOSITE SWIVELLOCK,"1,430.00"
ANCHOR-5.5MM BIOCOMPOSITE SWIVELOCK,"1,000.00"
ANCHOR-BIO CORKSCREW 5.5 X 14.7MM,"1,233.00"
ANCHOR-BIOCOMPOSITE SWIVELOCK 3.5 X 17.8MM,"1,430.00"
ANCHOR-BIOCOMPOSITE SWIVELOCK 4.75,950.00
ANCHOR-BIOCOMPOSITE SWIVELOCK 4.75 DOUBLE LOADED,"1,490.00"
ANCHOR-BIORAPTOR CVD 2.3,875.00
ANCHOR-FOOTPRINT ULTRA 5.5,818.00
ANCHOR-JUGGERKNOT SOFT 1.4MM SINGLE,663.00
ANCHOR-MINI SUTURETAK,813.00
ANCHOR-STATLOCK PICC,14.00
ANCHOR-TWINFIX AB 5.0 W/NEEDLE,813.00
ANCHOR-TWINFIX METAL 3.5MM,551.00
ANCHOR-TWINFIX METAL 5.0MM,556.00
ANCHOR-TWINFIX ULTRA 6.5,713.00
ANGEL BONE MARROW PROCESSING KIT,"2,450.00"
ANGEL BONE MARROW PROCESSING KIT,"2,450.00"
ANGEL CPRP PROCESSING SET,"1,055.00"
ANGIOTENSIN II ACETATE IV SOLN 2.5 MG/ML (BASE EQUIVALENT),"$5,565.00"
ANIDULAFUNGIN FOR IV SOLN 100 MG,$379.80
ANIDULAFUNGIN FOR IV SOLN 50 MG,$379.80
ANKLE DISTRACTION STRAP,113.00
ANKLE DISTRACTION STRAP,161.00
ANNULOPLASTY RING ATS 25MM 700FC25,"3,125.00"
ANNULOPLASTY RING ATS 27MM 700FC27,"3,125.00"
ANNULOPLASTY RING COSGROVE 26MM 4600-26,"5,000.00"
ANNULOPLASTY RING COSGROVE 28MM 4600-28,"5,000.00"
ANNULOPLASTY RING COSGROVE 30MM 4600-30,"5,000.00"
ANNULOPLASTY RING COSGROVE 32MM 4600-32,"5,000.00"
ANNULOPLASTY RING COSGROVE 34MM 4600-34,"5,000.00"
ANNULOPLASTY RING COSGROVE 36MM 4600-36,"5,000.00"
ANNULOPLASTY RING COSGROVE 38MM 4600-38,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 24MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 26MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 28MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 30MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 32MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 34MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 36MM,"5,000.00"
ANNULOPLASTY RING COSGROVE FUTURE 38MM,"5,000.00"
ANNULOPLASTY RING COSGROVE PHYSIO 24MM 4450-24,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 26MM 4450-26,"5,022.00"
ANNULOPLASTY RING COSGROVE PHYSIO 28MM 4450-28,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 30MM 4450-30,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 32MM 4450-32,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 34MM 4450-34,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 36MM 4450-36,"7,238.00"
ANNULOPLASTY RING COSGROVE PHYSIO 38MM 4450-38,"7,600.00"
ANNULOPLASTY RING COSGROVE PHYSIO 40MM 4450-40,"7,298.00"
ANNULOPLASTY RING DURAN 23MM,"4,750.00"
ANNULOPLASTY RING DURAN 25MM,"3,125.00"
ANNULOPLASTY RING DURAN 35MM,"4,750.00"
ANNULOPLASTY RING DURAN ANCORE CHORDAL 27MM,"3,125.00"
ANNULOPLASTY RING DURAN ANCORE CHORDAL 29MM,"3,125.00"
ANNULOPLASTY RING DURAN ANCORE CHORDAL 31MM,"3,125.00"
ANNULOPLASTY RING DURAN ANCORE CHORDAL 33MM,"3,125.00"
ANNULOPLASTY RING DURAN ANCORE CHORDAL 35MM,"3,125.00"
ANNULOPLASTY RING EDWARDS 26MM,"8,075.00"
ANNULOPLASTY RING EDWARDS 28MM,"8,075.00"
ANNULOPLASTY RING MC3 TRICUSPID 26MM 4900T26,"7,488.00"
ANNULOPLASTY RING MC3 TRICUSPID 28MM 4900T28,"8,750.00"
ANNULOPLASTY RING MC3 TRICUSPID 30MM 4900T30,"7,488.00"
ANNULOPLASTY RING MC3 TRICUSPID 32MM 4900T32,"7,488.00"
ANNULOPLASTY RING MC3 TRICUSPID 34MM 4900T34,"7,488.00"
ANNULOPLASTY RING MC3 TRICUSPID 36MM 4900T36,"7,488.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 24MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 26MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 28MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 30MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 32MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 34MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 36MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 38MM,"5,000.00"
ANNULOPLASTY RING SIMULUS SEMI-RIGID 40MM,"5,000.00"
ANNULOPLASTY RING SULZER 26MM,"4,970.00"
ANNULOPLASTY RING SULZER 28MM,"4,970.00"
ANNULOPLASTY RING SULZER 30MM,"4,970.00"
ANNULOPLASTY RING SULZER 32MM,"4,970.00"
ANNULOPLASTY RING SULZER 34MM,"4,970.00"
ANNULOPLASTY RING SULZER 36MM,"4,970.00"
ANSPACH OIL LUBE KIT,33.00
ANTENNA MEDTRONIC RSTR 37092,200.00
ANTENNA MICROWAVE ABLATION (MWA) PERC 12X3.7CM,"4,996.00"
ANTENNA MICROWAVE ABLATION (MWA) PERC 17X3.7CM,"4,996.00"
ANTENNA MICROWAVE ABLATION (MWA) PERC 22X2.0CM,"4,996.00"
ANTENNA MICROWAVE ABLATION (MWA) PERC 22X3.7CM,"5,000.00"
ANTENNA MICROWAVE ABLATION (MWA) SURG 17X3.7CM,"4,996.00"
ANTICOAGULANT CITRATE DEXTROSE SOLUTION A,$45.00
ANTICOAGULANT CITRATE PHOSPHATE DEXTROSE SOLN,$100.80
ANTIHEMOPHILIC FACT RCMB SINGLE CHAIN FOR INJ KIT 1000 UNIT,$45.00
ANTIHEMOPHILIC FACT RCMB SINGLE CHAIN FOR INJ KIT 2000 UNIT,$45.00
ANTIHEMOPHILIC FACT RCMB SINGLE CHAIN FOR INJ KIT 250 UNIT,$45.00
ANTIHEMOPHILIC FACT RCMB SINGLE CHAIN FOR INJ KIT 3000 UNIT,$45.00
ANTIHEMOPHILIC FACT RCMB SINGLE CHAIN FOR INJ KIT 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ KIT 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ KIT 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (BDD-RFVIII) FOR INJ KIT 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (HUMAN) FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (HUMAN) FOR INJ 220-400 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (HUMAN) FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (HUMAN) FOR INJ KIT 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB PORC) RPFVIII FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 1500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 4000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMB) RFVIIIFC FOR INJ 750 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ 801-1240 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ KIT 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ KIT 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ KIT 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR (RECOMBINANT) FOR INJ KIT 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RAHF-PFM FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RAHF-PFM FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RAHF-PFM FOR INJ 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RAHF-PFM FOR INJ 4000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RAHF-PFM FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOM PEGYLATED-AUCL FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOM PEGYLATED-AUCL FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOM PEGYLATED-AUCL FOR INJ 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOM PEGYLATED-AUCL FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMB PEGYLATED FOR INJ 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMB PEGYLATED FOR INJ 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMB PEGYLATED FOR INJ 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMB PEGYLATED FOR INJ 500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMBINANT PAF FOR INJ KIT 1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMBINANT PAF FOR INJ KIT 2000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMBINANT PAF FOR INJ KIT 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR RECOMBINANT PAF FOR INJ KIT 3000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000 UNIT,$45.00
"ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 500 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 250 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1500 UNIT",$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000-1000 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000-1000 UNIT KIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000-2400 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1500 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 250 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 250-600 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 500 UNIT,$45.00
"ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 500 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1500 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 250 UNIT,ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 1000 UNIT",$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 500-1200 UNIT,$45.00
ANTIHEMOPHILIC FACTOR/VWF (HUMAN) FOR INJ 500-500 UNIT KIT,$45.00
ANTIINHIBITOR COAGULANT COMPLEX FOR INJ,"$10,176.00"
ANTIINHIBITOR COAGULANT COMPLEX FOR INJ,$45.00
ANTIPYRINE-BENZOCAINE OTIC SOLN 54-14 MG/ML (5.4-1.4%),$46.13
ANTIPYRINE-BENZOCAINE OTIC SOLN 54-14 MG/ML (5.4-1.4%),$49.54
ANTITHROMBIN III (HUMAN) FOR INJ 500 UNIT,$45.00
ANTI-THYMOCYTE GLOBULIN FOR IV SOLN 25 MG (LYMPHOCYTE IG),"$3,368.83"
ANTIVENIN LATRODECTUS MACTANS INJ KIT,$116.94
APALUTAMIDE TAB 60 MG,"$1,536.08"
APEX HOLE ELIMINATOR-PS,100.00
APIXABAN TAB 2.5 MG,$33.52
APIXABAN TAB 5 MG,$16.76
APOMORPHINE HCL SOLN CARTRIDGE 30 MG/3ML,"$4,464.76"
APPLICATOR ERBEJET W/SUCTION 20150-230,988.00
APPLICATOR EVICEL FLEX TIP 45CM 3909,57.00
APPLICATOR EVICEL RIGID TIP 35CM 3908,89.00
APPLICATOR EXTENDED TIP DURASEAL 8CM 20-5108,578.00
APPLICATOR KIT ATF GPS II SPRAY 800-0200,88.00
APPLICATOR NEXSTAT PLUS 2GM 9430014,300.00
"APPLICATOR SILVER NITRATE 6""",72.00
APPLICATOR SPRAY TIP PROGEL PGEN005-1,231.00
APPLICATOR SYS BLOOD GAS SAMPLING GEL W/10CM TIP ABS-10050,138.00
APPLICATOR TIP ASSEMBLY KIT FIBRIJET,50.00
APPLICATOR TIP ATF GPS II DUAL SPRAY 800-0201,65.00
"APPLICATOR TIP ATF GPS II MAL DUAL CANNULA 20GAX4"" 800-0202",65.00
APPLICATOR TIP AUTOLOGOUS THROMBIN MIXER GPS ATM100,100.00
"APPLICATOR TIP FIBRIJET 20GAX2.5""",488.00
"APPLICATOR TIP FIBRIJET 26GAX3""",488.00
APPLICATOR TIPS BIOGLUE 10CM BGAT-10-SY,98.00
APPLICATOR TIPS BIOGLUE 27CM BGAT-27-SY,144.00
APPLICATOR TIPS BIOGLUE STD 6CM BGAT-US,94.00
APPLIER CLIP ENDOSYSTEM APTUS 12FR 86CM SA-85,"10,688.00"
APPLIER ENDOGRAFT HELI-FX CASSETTE 12FR 114CM HA-18-114,"15,540.00"
APPLIER MENISCAL 228000,418.00
APRACLONIDINE HCL OPHTH SOLN 0.5% (BASE EQUIVALENT),$308.40
APRACLONIDINE HCL OPHTH SOLN 1% (BASE EQUIVALENT),$58.51
APREMILAST TAB 30 MG,$230.91
APREPITANT CAPSULE 125 MG,$461.61
APREPITANT CAPSULE 40 MG,$498.13
APREPITANT CAPSULE 80 MG,$461.60
APREPITANT FOR ORAL SUSP 125 MG (125 MG/5ML),$923.21
AQUABASE,$74.09
"ARCH BAR ERICH 36"" 01-0299",175.00
"ARCH BAR ERICH 5""",29.00
"ARCH BAR ERICH 5"" 01-0295",195.00
ARFORMOTEROL TARTRATE SOLN NEBU 15 MCG/2ML (BASE EQUIV),$77.66
ARGATROBAN IN SODIUM CHLORIDE 0.9% IV SOLN 125 MG/125ML,"$2,723.40"
ARGATROBAN INJ 250 MG/2.5ML (CONCENTRATE FOR IV INFUSION),"$5,542.97"
ARGATROBAN IV SOLN 50 MG/50ML (1 MG/ML),"$1,089.60"
"ARGATROBAN IV SOLN 50 MG/50ML (1 MG/ML),ARGATROBAN IN SODIUM CHLORIDE 0.9% IV SOLN 125 MG/125ML","$1,089.60"
ARGININE HCL INJ 10%,$45.00
ARGININE HCL INJ 10%,$178.56
ARGININE TAB 1000 MG,$4.00
ARGININE TAB 500 MG,$4.00
ARIPIPRAZOLE IM FOR ER SUSP PREFILLED SYRINGE 300 MG,"$3,214.96"
ARIPIPRAZOLE IM FOR ER SUSP PREFILLED SYRINGE 400 MG,"$3,214.95"
ARIPIPRAZOLE IM FOR EXTENDED RELEASE SUSP 300 MG,"$3,214.96"
ARIPIPRAZOLE IM FOR EXTENDED RELEASE SUSP 400 MG,"$3,214.95"
ARIPIPRAZOLE IM INJ 9.75 MG/1.3ML (7.5 MG/ML),$63.26
ARIPIPRAZOLE LAUROXIL IM ER SUSP PREFILLED SYR 441 MG/1.6ML,"$5,154.52"
ARIPIPRAZOLE LAUROXIL IM ER SUSP PREFILLED SYR 662 MG/2.4ML,"$7,737.58"
ARIPIPRAZOLE LAUROXIL IM ER SUSP PREFILLED SYR 882 MG/3.2ML,"$10,308.99"
ARIPIPRAZOLE ORAL SOLUTION 1 MG/ML,$54.28
ARIPIPRAZOLE ORALLY DISINTEGRATING TAB 10 MG,$149.34
ARIPIPRAZOLE ORALLY DISINTEGRATING TAB 15 MG,$99.56
ARIPIPRAZOLE TAB 10 MG,$21.68
ARIPIPRAZOLE TAB 10 MG,$4.00
ARIPIPRAZOLE TAB 15 MG,$14.45
ARIPIPRAZOLE TAB 15 MG,$4.00
ARIPIPRAZOLE TAB 15 MG,$28.91
ARIPIPRAZOLE TAB 2 MG,$7.14
ARIPIPRAZOLE TAB 2 MG,$108.41
ARIPIPRAZOLE TAB 2 MG,$8.30
ARIPIPRAZOLE TAB 2 MG,$15.12
ARIPIPRAZOLE TAB 20 MG,$15.33
ARIPIPRAZOLE TAB 20 MG,$4.00
ARIPIPRAZOLE TAB 30 MG,$10.22
ARIPIPRAZOLE TAB 30 MG,$4.00
ARIPIPRAZOLE TAB 5 MG,$4.00
ARIPIPRAZOLE TAB 5 MG,$43.36
ARMODAFINIL TAB 150 MG,$10.00
ARMODAFINIL TAB 200 MG,$10.00
ARMODAFINIL TAB 250 MG,$10.00
ARMODAFINIL TAB 50 MG,$10.00
ARSENIC TRIOXIDE INJ 10 MG/10ML (1 MG/ML),"$2,864.11"
ARSENIC TRIOXIDE IV SOLN 12 MG/6ML (2 MG/ML),"$3,760.02"
ART SURF YEL 14MM,"1,750.00"
ARTHREX PASSPORT BUTTON CANNULA,0.00
ARTHROBROSTROM LATERAL ANKLE REPAIR SYSTEM,"3,625.00"
ARTHROSCOPIC CANNULA 5.0X55MM KIT CLEAR,79.00
ARTHROSCOPIC CANNULA 5.0X76MM BLUE 012405,66.00
