Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,25000002,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLUTION [128328],114.43,1  x 4 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLUTION [128328],114.43,1  x 4 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 10 MG/ML INJECTION SOLUTION [4236],114.30,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 50 MCG/ML INTRANASAL SOLUTION (ASAP PEDIATRIC OSM) [603037],113.03,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 50 MCG/ML INTRANASAL SOLUTION (ASAP PEDIATRIC OSM) [603037],113.03,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VALPROATE SODIUM 500 MG/5 ML (100 MG/ML) INTRAVENOUS SOLUTION [20887],109.76,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION [11635],107.95,1 each
HEALTH ALLIANCE/CLINTON,25000002,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION [123049],106.94,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION [123049],106.94,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ACETIC ACID (BULK) 5 % LIQUID [14702],104.78,1  x 500 mL Bottle
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 10 MG/ML INJECTION SOLUTION [4236],104.78,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 10 MG/ML INJECTION SOLUTION [4236],104.78,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 30 MG/30 ML (1 MG/ML) IN 0.9 % NACL IV PCA SYRINGE [128183],102.87,1  x 30 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,ATRACURIUM 10 MG/ML INTRAVENOUS SOLUTION [119142],101.60,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FAT EMULSION 20 % INTRAVENOUS [10014],100.02,1  x 250 mL Flex Cont
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 2 %-1:200,000 INJECTION SOLUTION [10431]",99.83,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NAFCILLIN 1 GRAM SOLUTION FOR INJECTION [5333],94.54,1 each
HEALTH ALLIANCE/CLINTON,25000002,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML INTRAVENOUS SOLUTION [127665],94.05,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM PHOSPHATE 3 MMOL/ML INTRAVENOUS SOLUTION [7351],94.05,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 30 MG/30 ML (1 MG/ML) IN 0.9 % NACL IV PCA SYRINGE [128183],93.54,1  x 30 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML INTRAVENOUS SOLUTION [127665],92.49,1  x 15 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM PHOSPHATE 3 MMOL/ML INTRAVENOUS SOLUTION [7351],92.49,1  x 15 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION [119135],92.07,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NEOSTIGMINE METHYLSULFATE 1 MG/ML INJECTION SOLUTION [5490],90.24,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NEOSTIGMINE METHYLSULFATE 1 MG/ML INJECTION SOLUTION [5490],90.24,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 10 MEQ/10 ML (8.4 %) INTRAVENOUS SYRINGE [131063],89.22,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [30851],88.90,1  x 100 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 20 MCG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [122558],88.90,1  x 100 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 1.5 %-1:200,000 INJECTION SOLUTION [10429]",86.30,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,MESALAMINE 4 GRAM/60 ML ENEMA [10535],84.97,1  x 60 mL SQUEEZ BTL
HEALTH ALLIANCE/CLINTON,25000002,MESALAMINE 4 GRAM/60 ML ENEMA [10535],84.97,1  x 60 mL SQUEEZ BTL
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION [11635],83.76,1 each
HEALTH ALLIANCE/CLINTON,25000002,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION [119135],82.55,1  x 1 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION [119135],82.55,1  x 1 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HETASTARCH 6 % IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION [25174],82.55,1  x 500 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION [119135],82.55,1  x 1 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NITROGLYCERIN 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION [5599],82.55,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION [123049],82.55,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DEXMEDETOMIDINE 100 MCG/ML INTRAVENOUS SOLUTION [123049],82.55,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"POLYMYXIN B SULFATE 500,000 UNIT SOLUTION FOR INJECTION [6393]",80.65,1 each
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION [106363],80.01,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML INTRAVENOUS SOLUTION [7556],79.63,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML INTRAVENOUS SOLUTION [7556],79.63,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION [82085],77.22,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DILTIAZEM 100 MG INTRAVENOUS SOLUTION [22156],76.78,1 each
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],76.20,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,OXYTOCIN 30 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [125361],76.20,1  x 500 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,VANCOMYCIN 750 MG IVPB IN NS 250 ML (BATCH) [640304],76.20,1  x 250 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,NAFCILLIN 1 GRAM SOLUTION FOR INJECTION [5333],74.16,1 each
HEALTH ALLIANCE/CLINTON,25000002,"POLYMYXIN B SULFATE 500,000 UNIT SOLUTION FOR INJECTION [6393]",71.44,1 each
HEALTH ALLIANCE/CLINTON,25000002,MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [30851],71.12,1  x 100 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION [1223],71.12,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,MORPHINE 1 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [30851],71.12,1  x 100 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,"CEFOXITIN 1 GRAM/50 ML IN DEXTROSE, ISO-OSMOTIC INTRAVENOUS PIGGYBACK [91039]",70.87,1 each
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 50 MCG/ML INTRANASAL SOLUTION (ASAP PEDIATRIC OSM) [603037],69.85,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,NAFCILLIN 1 GRAM SOLUTION FOR INJECTION [5333],69.85,1 each
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION [10372],69.85,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,OXYTOCIN 30 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [125361],69.85,1  x 500 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 20 MG INTRAVENOUS SOLUTION [11635],69.85,1 each
HEALTH ALLIANCE/CLINTON,25000002,OXYTOCIN 30 UNIT/500 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS [125361],69.85,1  x 500 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],69.22,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],69.22,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 4.2 % (0.5 MEQ/ML) INTRAVENOUS SYRINGE [7306],68.65,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 6 MG/30 ML (0.2 MG/ML) IN 0.9 % NACL IV PCA SYRINGE [130349],67.06,1  x 30 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE [7309],67.00,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,EPHEDRINE SULFATE 50 MG/ML INJECTION SOLUTION [2833],66.13,1  x 1 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 50 MG/100 ML NS (BATCHED) [640268],66.04,1  x 100 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 1 %-1:200,000 INJECTION SOLUTION [10428]",65.35,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION [104207],65.16,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 50 MG/250 ML NS (BATCHED) [640267],65.09,1  x 250 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 1 %-1:200,000 INJECTION SOLUTION [10428]",64.58,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE [123410],63.50,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SYRINGE [7309],63.50,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE [123410],63.50,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 100 MG/ML INJECTION SOLUTION [4237],62.71,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,PHENYLEPHRINE 0.4 MG/10 ML (40 MCG/ML) IN 0.9 %SOD.CHLORIDE IV SYRINGE [129789],61.92,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 1 MEQ/ML (8.4 %) INTRAVENOUS SOLUTION [121858],61.60,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION [104207],60.20,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM HYPOCHLORITE 0.125 % SOLUTION [76720],60.08,1  x 473 mL Bottle
HEALTH ALLIANCE/CLINTON,25000002,SODIUM HYPOCHLORITE 0.25 % SOLUTION [15950],60.08,1  x 473 mL Bottle
HEALTH ALLIANCE/CLINTON,25000002,SODIUM HYPOCHLORITE 0.5 % SOLUTION [2110],60.08,1  x 473 mL Bottle
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 10 MCG/2 ML (5 MCG/ML) IN 0.9 % NACL INTRAVENOUS SYRINGE (PEDIATRIC) [129487],57.92,1  x 2 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE 100 MG/5 ML (2 %) INJECTION SYRINGE [130499],57.15,1  x 5 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRINGE [1306],57.15,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION (25 ML VIAL) [640328],56.52,1  x 25 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE [130644],56.39,1  x 4 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,ENOXAPARIN 100 MG/5 ML (PED/NEO) INJECTION [670151],55.88,1 mL
HEALTH ALLIANCE/CLINTON,25000002,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLUTION [128328],55.58,1  x 4 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],55.44,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,GELATIN ABSORBABLE 12 MM-7 MM TOPICAL SPONGE [28018],54.58,1 each
HEALTH ALLIANCE/CLINTON,25000002,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRINGE [1306],54.17,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION [11634],53.98,1 each
HEALTH ALLIANCE/CLINTON,25000002,DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE [2361],53.09,1  x 10 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION [105634]",52.58,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION [124735],52.49,1  x 15 mL Bottle
HEALTH ALLIANCE/CLINTON,25000002,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE [123410],52.07,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 100 MG/ML INJECTION SOLUTION [4237],51.76,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 100 MG/ML INJECTION SOLUTION [4237],50.80,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 100 MG/ML INJECTION SOLUTION [4237],50.80,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE [123410],50.80,1  x 50 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,TRACE ELEMENTS CR-CU-MN-ZN 10 MCG-1 MG-0.5 MG-5 MG/ML INTRAVENOUS SOLN [18262],50.80,1  x 1 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE 1 %-EPINEPHRINE 1:100,000 INJECTION SOLUTION [10427]",50.17,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,SODIUM BICARBONATE 4 % INTRAVENOUS SOLUTION [11400],48.46,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],47.79,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],47.63,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION [105640],47.06,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 1 %-1:200,000 INJECTION SOLUTION [10428]",46.87,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION [11634],45.92,1 each
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE 20 MG/ML (2 %)-EPINEPHRINE 1:100,000 INJECTION SOLUTION [10430]",45.09,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],45.03,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION [82085],44.45,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION [82085],44.45,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],44.45,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],44.45,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION [1222],43.82,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION [10372],43.18,1  x 40 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION [39744],43.06,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE [130644],42.93,1  x 4 mL Cartridge
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],42.68,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VALPROATE SODIUM 500 MG/5 ML (100 MG/ML) INTRAVENOUS SOLUTION [20887],42.55,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION [10372],42.42,1  x 40 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION [403],41.66,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION [403],41.66,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLUTION [122185],41.53,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION [39744],41.28,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],40.64,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 50 MCG/ML INTRANASAL SOLUTION (ASAP PEDIATRIC OSM) [603037],40.39,1  x 20 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 50 MCG/ML INTRANASAL SOLUTION (ASAP PEDIATRIC OSM) [603037],40.39,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION [11634],40.01,1 each
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION [105640],40.01,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],39.50,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION [9929],39.37,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE 20 MG/ML (2 %) INJECTION SOLUTION [4454],39.37,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION [10372],38.10,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION [1222],38.10,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 50 MG/ML INJECTION SOLUTION [4238],38.10,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION (25 ML VIAL) [640328],36.83,1  x 25 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION (25 ML VIAL) [640328],36.83,1  x 25 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION [20472],35.31,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION [9929],34.90,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION [9929],34.90,1  x 2 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,POTASSIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION [6420],34.29,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJECTION SOLUTION [9317]",33.98,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,KETAMINE 50 MG/ML INJECTION SOLUTION [4238],33.66,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION [1222],33.22,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION [104207],32.83,1  x 10 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE 1 %-EPINEPHRINE 1:100,000 INJECTION SOLUTION [10427]",32.20,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION [1223],32.07,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION [9308],31.75,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION [11634],31.75,1 each
HEALTH ALLIANCE/CLINTON,25000002,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION [11634],31.75,1 each
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE 10 MG/ML (1 %) INJECTION SOLUTION [4452],31.44,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION [82301],31.13,1  x 6 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,HYDROMORPHONE 1 MG/ML (1 ML) IN 0.9 % SODUM CHLORIDE IV SYRINGE [129878],30.93,1  x 1 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJECTION SOLUTION [105633]",30.93,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION [95811],30.80,1  x 5 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FAMOTIDINE (PF) 20 MG/50 ML IN 0.9 % NACL (ISO) INTRAVENOUS PIGGYBACK [12735],30.48,1  x 50 mL Bag
HEALTH ALLIANCE/CLINTON,25000002,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION (6 ML VIAL) [640281],30.18,1  x 6 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,PANCURONIUM 1 MG/ML INTRAVENOUS SOLUTION [6013],30.10,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION [105634]",29.34,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJECTION SOLUTION [105634]",29.34,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTION [105640],28.96,1  x 10 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE-EPINEPHRINE (PF) 2 %-1:200,000 INJECTION SOLUTION [10431]",28.71,1  x 20 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,FENTANYL (PF) 10 MCG/2 ML (5 MCG/ML) IN 0.9 % NACL INTRAVENOUS SYRINGE (PEDIATRIC) [129487],28.64,1  x 2 mL Syringe
HEALTH ALLIANCE/CLINTON,25000002,SUFENTANIL CITRATE 50 MCG/ML INTRAVENOUS SOLUTION [11443],28.48,1  x 1 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXTROSE INJECTION [9316],28.36,1  x 2 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXTROSE INJECTION [9316],28.36,1  x 2 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE 20 MG/ML (2 %)-EPINEPHRINE 1:100,000 INJECTION SOLUTION [10430]",28.26,1  x 50 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 40 MG/ML (4 %) INJECTION SOLUTION [4455],27.50,1  x 5 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,LIDOCAINE (PF) 40 MG/ML (4 %) INJECTION SOLUTION [4455],27.50,1  x 5 mL AMPUL
HEALTH ALLIANCE/CLINTON,25000002,"LIDOCAINE 20 MG/ML (2 %)-EPINEPHRINE 1:100,000 INJECTION SOLUTION [10430]",27.25,1  x 30 mL Vial
HEALTH ALLIANCE/CLINTON,25000002,VASOPRESSIN 20 UNIT/ML INJECTION SOLUTION [8478],27.13,1  x 1 mL Vial
