Hospital Name:  French Medical Center,,,,,,,
OSHPD Facility No: 106400480,,,,,,,
"Effective Date of Charges: July 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
0701583,CLOSURE IMPLNT 150X-195  , 779.00 ,,,,,
0701584,CLOSURE IMPLNT 254X-331  , 0.09 ,,,,,
0701585,CLOSURE IMPLNT 150X-195  , 0.09 ,,,,,
1090001,EQ CLINIC VISIT LEVEL    , -   ,2,,,,
1090002,EQ TREATMT ROOM VISIT LEV, -   ,2,,,,
1090029,EQ RENAL DIALYSIS CRRT   , -   ,2,,,,
1090030,EQ RENAL DIALYSIS CAPD   , -   ,2,,,,
1090032,EQ ROOM LEAVE OF ABSENCE , -   ,2,,,,
1090033,EQ ROOM SUBACUTE CARE I  , -   ,2,,,,
1090034,EQ ROOM SUBACUTE CARE III, -   ,2,,,,
1090035,EQ ROOM SUBACUTE CARE IV , -   ,2,,,,
1090036,EQ ROOM SUBACUTE CARE OTH, -   ,2,,,,
1090037,EQ ROOM STERILE ENVIR    , -   ,2,,,,
1090038,EQ ROOM WARD GENERAL     , -   ,2,,,,
1090039,EQ ROOM WARD PEDS        , -   ,2,,,,
1090040,EQ ROOM SUBACUTE PEDS I  , -   ,2,,,,
1090041,EQ ROOM SUBACUTE PEDS II , -   ,2,,,,
1091111,EQ PHARM SELF ADMIN & 636, -   ,2,,,,
1091112,EQ PHARM W HCPCS & 250 MC, -   ,2,,,,
1091113,EQ ORGAN ACQU CADAVER DON, -   ,2,,,,
1091114,EQ EMERGENCY MED SCREEN  , -   ,2,,,,
1096916,EQ ROOM PVT GENERAL      , -   ,2,,,,
1096924,EQ ROOM SEMI GENERAL     , -   ,2,,,,
1096932,EQ ROOM SEMI M/S/GYN     , -   ,2,,,,
1096940,EQ ROOM SEMI PVT OB      , -   ,2,,,,
1096957,EQ ROOM SEMI PVT PED     , -   ,2,,,,
1096965,EQ ROOM SEMI PVT PSYCH   , -   ,2,,,,
1096973,EQ ROOM SEMI ONCOLOGY    , -   ,2,,,,
1096981,EQ ROOM SEMI PVT REHAB   , -   ,2,,,,
1096999,EQ ROOM NEWBORN LEVEL 1  , -   ,2,,,,
1097005,EQ ROOM NEWBORN NICU II  , -   ,2,,,,
1097013,EQ ROOM NEWBORN NICU III , -   ,2,,,,
1097021,EQ ROOM NEWBORN NICU IV  , -   ,2,,,,
1097039,EQ ROOM SUBACUTE CARE    , -   ,2,,,,
1097047,EQ ROOM ICU GENERAL      , -   ,2,,,,
1097054,EQ ROOM INTER ICU/TEL    , -   ,2,,,,
1097062,EQ ROOM ICU TRAUMA       , -   ,2,,,,
1097070,EQ ROOM CCU GENERAL      , -   ,2,,,,
1097088,EQ ROOM INTER CCU/TEL    , -   ,2,,,,
1097096,EQ PHARM GENERAL         , -   ,2,,,,
1097104,EQ PHARM W HCPCS         , -   ,2,,,,
1097112,EQ PHARM SELF ADMIN      , -   ,2,,,,
1097120,EQ PHARM TAKE HOME       , -   ,2,,,,
1097138,EQ PHARM REL TO RAD      , -   ,2,,,,
1097161,EQ PHARM IV SOLUTION     , -   ,2,,,,
1097187,EQ INFUSION/IV THERAPY   , -   ,2,,,,
1097203,EQ SUPPLY NONSTERILE     , -   ,2,,,,
1097211,EQ SUPPLY STERILE        , -   ,2,,,,
1097229,EQ SUPPLY PROST/ORTHOTIC , -   ,2,,,,
1097237,EQ SUPPY PACEMAKER/LEADS , -   ,2,,,,
1097245,EQ SUPPLY IMPLANT EYE LNS, -   ,2,,,,
1097252,EQ SUPPLY IMPLANT        , -   ,2,,,,
1097260,EQ LAB GENERAL           , -   ,2,,,,
1097278,EQ LAB CHEMISTRY         , -   ,2,,,,
1097286,EQ LAB IMMUNOLOGY        , -   ,2,,,,
1097294,EQ LAB HEMATOLOGY        , -   ,2,,,,
1097302,EQ LAB BACTERIOLOGY      , -   ,2,,,,
1097310,EQ LAB UROLOGY           , -   ,2,,,,
1097328,EQ LAB PATH CYTOLOGY     , -   ,2,,,,
1097336,EQ LAB PATH HISTOLOGY    , -   ,2,,,,
1097344,EQ LAB PATH BIOPSY       , -   ,2,,,,
1097351,EQ RADIOLOGY GENERAL     , -   ,2,,,,
1097369,EQ RADIOLOGY ARTHROGRAPHY, -   ,2,,,,
1097377,EQ RADIOLOGY ARTERIOGRAPH, -   ,2,,,,
1097385,EQ RADIOLOGY CHEST XRAY  , -   ,2,,,,
1097393,EQ RAD THERAP CHEMO ADM  , -   ,2,,,,
1097401,EQ RAD THERAP RADIATION  , -   ,2,,,,
1097419,EQ RAD THERAP CHEMO IV   , -   ,2,,,,
1097427,EQ NUC MED PROC DIAGNOS  , -   ,2,,,,
1097435,EQ NUC MED PROC THERAPEU , -   ,2,,,,
1097443,EQ NUC MED RADIOPHARM DX , -   ,2,,,,
1097450,EQ NUC MED RADIOPHARM TX , -   ,2,,,,
1097468,EQ CT SCAN GENERAL       , -   ,2,,,,
1097476,EQ CT SCAN HEAD          , -   ,2,,,,
1097484,EQ CT SCAN BODY          , -   ,2,,,,
1097492,EQ CT SCAN OTHER         , -   ,2,,,,
1097500,EQ SURGERY GEN           , -   ,2,,,,
1097518,EQ SURGERY MINOR         , -   ,2,,,,
1097526,EQ ANESTH GENERAL        , -   ,2,,,,
1097534,EQ BLOOD COMPONENT GEN   , -   ,2,,,,
1097542,EQ BLOOD ADMINISTRATION  , -   ,2,,,,
1097559,EQ MAMMOGRAPHY DIAGNOSTIC, -   ,2,,,,
1097567,EQ ULTRASOUND            , -   ,2,,,,
1097575,EQ MAMMOGRAPHY SCREENING , -   ,2,,,,
1097583,EQ PET SCAN              , -   ,2,,,,
1097591,EQ RESPIRATORY GENERAL   , -   ,2,,,,
1097609,EQ RESPIRATORY INHAL     , -   ,2,,,,
1097617,EQ HBO HYPERBARIC O2     , -   ,2,,,,
1097625,EQ RESPIRATORY STREN/ENDR, -   ,2,,,,
1097633,EQ PHYSICAL THER GENERAL , -   ,2,,,,
1097641,EQ PHYSICAL THER GEN-OTH , -   ,2,,,,
1097666,EQ PHYSICAL THER GEN-MCAL, -   ,2,,,,
1097674,EQ PHYSICAL THER GROUP   , -   ,2,,,,
1097682,EQ PHYSICAL THER GRP-OTH , -   ,2,,,,
1097708,EQ PHYSICAL THER EVAL    , -   ,2,,,,
1097716,EQ PHYSICAL THER EVAL-OTH, -   ,2,,,,
1097732,EQ PHYSICAL THER EVALMCAL, -   ,2,,,,
1097740,EQ OCCUP THER GENERAL    , -   ,2,,,,
1097757,EQ OCCUP THER GEN-OTH    , -   ,2,,,,
1097773,EQ OCCUP THER GEN - MCAL , -   ,2,,,,
1097781,EQ OCCUP THER GROUP      , -   ,2,,,,
1097799,EQ OCCUP THER GRP - OTH  , -   ,2,,,,
1097815,EQ OCCUP THER EVAL       , -   ,2,,,,
1097823,EQ OCCUP THER EVAL - OTH , -   ,2,,,,
1097849,EQ OCCUP THER EVAL - MCAL, -   ,2,,,,
1097856,EQ SPEECH PATH GENERAL   , -   ,2,,,,
1097864,EQ SPEECH PATH GROUP RATE, -   ,2,,,,
1097872,EQ SPEECH PATH EVAL      , -   ,2,,,,
1097880,EQ SPEECH PATH EVAL-OTH  , -   ,2,,,,
1097898,EQ EMERGENCY DEPARTMENT  , -   ,2,,,,
1097906,EQ PULMONARY FUNCTION GEN, -   ,2,,,,
1097914,EQ AUDIOLOGY DIAGNOSTIC  , -   ,2,,,,
1097915,EQ AUDIOLOGY GENERAL     , -   ,2,,,,
1097922,EQ CARDIO GEN-NON CATHLAB, -   ,2,,,,
1097930,EQ CARDIO CATH LAB/EP LAB, -   ,2,,,,
1097948,EQ CARDIAC STRESS TEST   , -   ,2,,,,
1097955,EQ ECHOCARDIOLOGY        , -   ,2,,,,
1097971,EQ CLINIC                , -   ,2,,,,
1097989,EQ MRI GENERAL           , -   ,2,,,,
1097997,EQ MRI BRAIN             , -   ,2,,,,
1098003,EQ MRI SPINAL CORD       , -   ,2,,,,
1098004,EQ OB DIAGNOSTIC         , -   ,2,,,,
1098011,EQ MRA HEAD AND NECK     , -   ,2,,,,
1098029,EQ MRA LOWER EXTREMITIES , -   ,2,,,,
1098037,EQ MRA NON HEAD/NCK/EXTRM, -   ,2,,,,
1098045,EQ SUPPLY FDA IDE 272    , -   ,2,,,,
1098052,EQ TRAUMA RESPONSE LEV II, -   ,2,,,,
1098060,EQ RECOVERY ROOM GENERAL , -   ,2,,,,
1098078,EQ OB PROCEDURE          , -   ,2,,,,
1098086,EQ EKG/ECG GENERAL       , -   ,2,,,,
1098094,EQ EKG/ECG HOLTER MONITOR, -   ,2,,,,
1098102,EQ EEG GENERAL           , -   ,2,,,,
1098110,EQ ENDOSCOPY/GI          , -   ,2,,,,
1098128,EQ TREATMENT ROOM        , -   ,2,,,,
1098144,EQ OBSERVATION ROOM      , -   ,2,,,,
1098151,EQ VACCINE ADMIN PREVENT , -   ,2,,,,
1098177,EQ OB DELIVERY           , -   ,2,,,,
1098193,EQ RENAL HEMODIALYSIS    , -   ,2,,,,
1098201,EQ RENAL CCPD            , -   ,2,,,,
1098219,EQ BEHAV HLTH TX GENERAL , -   ,2,,,,
1098227,EQ BEHAV HLTH INDIVID RX , -   ,2,,,,
1098235,EQ BEHAV HLTH GROUP RX   , -   ,2,,,,
1098243,EQ BEHAV HLTH TESTING    , -   ,2,,,,
1098250,EQ DIAGNOSTIC SVC OTHER  , -   ,2,,,,
1098268,EQ PERIPHERAL VASCLR LAB , -   ,2,,,,
1098276,EQ ELECTROMYELOGRAM      , -   ,2,,,,
1098284,EQ THERAPEUTIC SVC OTHER , -   ,2,,,,
1098292,EQ EDUCATION/TRAINING    , -   ,2,,,,
1098300,EQ CARDIAC REHAB         , -   ,2,,,,
1098318,EQ STATISTICAL           , -   ,2,,,,
1098326,EQ BEHAV HLTH FAMILY RX  , -   ,2,,,,
1098524,EQ ROOM SUBACUTE/SNF I   , -   ,2,,,,
1098532,EQ ROOM ICU SURGICAL     , -   ,2,,,,
1098540,EQ ROOM ICU MEDICAL      , -   ,2,,,,
1098557,EQ PHARM REL TO DX TEST  , -   ,2,,,,
1098599,EQ SUPPLY IMP W RX HCPCS , -   ,2,,,,
1098623,EQ PHARM OTHER           , -   ,2,,,,
1098649,EQ SUPPLY FDA IDE 275    , -   ,2,,,,
1098656,EQ SUPPLY FDA IDE 278    , -   ,2,,,,
1098664,EQ LAB OTHER             , -   ,2,,,,
1098672,EQ PULMONARY REHAB       , -   ,2,,,,
1098680,EQ IP INFANT AUDIOLOGY DX, -   ,2,,,,
1098698,EQ PHARM VACCINE PREVENT , -   ,2,,,,
1098706,EQ VACCINE ADMIN OTHER   , -   ,2,,,,
1098714,EQ SPEECH PATH EVAL-MCAL , -   ,2,,,,
1098722,EQ MRI OTHER             , -   ,2,,,,
1098730,EQ LAB PATH GENERAL      , -   ,2,,,,
1098748,EQ SPEECH PATH GEN - OTH , -   ,2,,,,
1098755,EQ SUPPLY IMPLANT FDA DEF, -   ,2,,,,
1098763,EQ PHARM EPO UNDER 10000 , -   ,2,,,,
1098771,EQ PHARM EPO OVER 10000  , -   ,2,,,,
1098805,EQ CATH/EP LAB PROCEDURES, -   ,2,,,,
1098813,EQ CATH/EP LAB RAD 320   , -   ,2,,,,
1098821,EQ CATH/EP LAB RAD 323   , -   ,2,,,,
1098847,EQ RENAL DIALYSIS NON HD , -   ,2,,,,
1098854,EQ OTHER DIAG-ALLERGY TST, -   ,2,,,,
1098862,EQ ANESTH INCIDENT TO RAD, -   ,2,,,,
1098912,EQ OB CIRCUMCISION       , -   ,2,,,,
1098920,EQ TRAUMA RESPONSE LEVIII, -   ,2,,,,
1098938,EQ PREVENTIVE CARE       , -   ,2,,,,
1098953,EQ PHYSICAL THER FUNCCODE, -   ,2,,,,
1098961,EQ OCCUP THER FUNC CODE  , -   ,2,,,,
1098979,EQ SPEECH PATH FUNC CODE , -   ,2,,,,
1098987,EQ ROOM PRIVATE M/S/GYN  , -   ,2,,,,
1098995,EQ ROOM PRIVATE PEDS     , -   ,2,,,,
1099001,EQ ROOM PRIVATE PSYCH    , -   ,2,,,,
1099019,EQ ROOM PRIVATE REHAB    , -   ,2,,,,
1099027,EQ ROOM SEMI DETOX       , -   ,2,,,,
1099035,EQ ROOM SEMI PEDS 3/4    , -   ,2,,,,
1099043,EQ ROOM SEMI PSYCH 3/4   , -   ,2,,,,
1099050,EQ ROOM SEMI REHAB 3/4   , -   ,2,,,,
1099068,EQ ROOM PRIVATE DLX GEN  , -   ,2,,,,
1099076,EQ ROOM PRIVATE DLX M/S/G, -   ,2,,,,
1099084,EQ ROOM ICU PEDS         , -   ,2,,,,
1099092,EQ ROOM ICU PSYCH        , -   ,2,,,,
1099100,EQ EMERGENCY URGENT CARE , -   ,2,,,,
1099118,EQ EMERGENCY OTHER       , -   ,2,,,,
1099134,EQ TRAUMA RESPONSE LEV I , -   ,2,,,,
1099142,EQ OB LABOR RM/DELIVERY  , -   ,2,,,,
1099159,EQ DIALYS IP PERITONEAL  , -   ,2,,,,
1099167,EQ BH ELECTROSHOCK       , -   ,2,,,,
1099175,EQ BH ACTIVITY THERAPY   , -   ,2,,,,
1099183,EQ BH PARTIAL HOSPITAL   , -   ,2,,,,
1099191,EQ BH PARTIAL HOSPITL INT, -   ,2,,,,
1099209,EQ PAP SMEAR             , -   ,2,,,,
1099217,EQ ORGAN ACQUISITION     , -   ,2,,,,
1099910,EQ ROOM STERILE ENVIRONMT, -   ,2,,,,
1099911,EQ IP/OBSV PSYCH SITTER  , -   ,2,,,,
1099928,EQ ROOM NEWBORN GENERAL  , -   ,2,,,,
1099977,EQ PHARM W HCPCS NON-COV , -   ,2,,,,
1099985,EQ SURGERY TRANSPLANT OTK, -   ,2,,,,
1099995,EQ ACUPUNCTURE           , -   ,2,,,,
2001003,PT BIOFEEDBACK 15        , 91.00 ,,,,,
2001004,PT BIOFEEDBACK 30        , 181.00 ,,,,,
2001005,PT BIOFEEDBACK 45        , 271.00 ,,,,,
2001006,PT BIOFEEDBACK 60        , 361.00 ,,,,,
2001007,PT REPOSTNG CANALITH PROC, 194.00 ,,,,,
2001009,PT TRN/REINT CM/WRK EA 15, 143.00 ,,,,,
2001011,PT CONTRAST BATH EA 15   , 124.00 ,,,,,
2001013,PT DEBR SL SESSION 1ST 20, 551.00 ,,,,,
2001014,PT DEBR SL SESS EA 15 NC , -   ,1,,,,
2001015,PT DEBR SL SESSION ADD 20, 368.00 ,,,,,
2001017,PT E-STIM ATTEND EA 15   , 148.00 ,,,,,
2001018,PT E-STIM UNATTENDED OTHR, 60.00 ,,,,,
2001019,PT E-STIM UNATTENDED ULCR, 124.00 ,,,,,
2001026,PT EXERCISE THR EA 15    , 149.00 ,,,,,
2001027,PT TRAINING GAIT EA 15   , 132.00 ,,,,,
2001029,PT HUBBARD TANK EA 15    , 284.00 ,,,,,
2001030,PT IONTOPHORESIS EA 15   , 166.00 ,,,,,
2001031,PT THERAPY MANUAL EA 15  , 132.00 ,,,,,
2001032,PT MASSAGE EA 15         , 124.00 ,,,,,
2001033,PT RE-ED NEUROMSCL EA 15 , 159.00 ,,,,,
2001034,PT NON-CPT CLNT SRV 15 NC, -   ,1,,,,
2001036,PT MGT/TRN ORTHO INI EA15, 49.00 ,,,,,
2001037,PT PARAFFIN BATH         , 124.00 ,,,,,
2001038,PT TRAIN PROSTH INI EA 15, 132.00 ,,,,,
2001043,PT ROM EXTR OR TRUNK     , 67.00 ,,,,,
2001044,PT TRN SLF CARE/HME EA 15, 91.00 ,,,,,
2001045,PT STRAP ANKLE &/OR FOOT , 563.00 ,,,,,
2001046,PT STRAP ELBOW OR WRIST  , 285.00 ,,,,,
2001047,PT STRAP HAND OR FINGER  , 285.00 ,,,,,
2001048,PT STRAPPING HIP         , 285.00 ,,,,,
2001049,PT STRAPPING KNEE        , 285.00 ,,,,,
2001050,PT STRAPPING SHOULDER    , 285.00 ,,,,,
2001051,PT STRAPPING UNNA BOOT   , 285.00 ,,,,,
2001052,PT STRAP UNNA BOOT BIL   , 284.00 ,,,,,
2001053,PT STUDENT PRODUCT/DAY NC, -   ,1,,,,
2001054,PT THERAPY GROUP 15      , 93.00 ,,,,,
2001055,PT THERAPY GROUP 30      , 186.00 ,,,,,
2001056,PT THERAPY GROUP 45      , 278.00 ,,,,,
2001057,PT THERAPY GROUP 60      , 371.00 ,,,,,
2001058,PT THERAPY GROUP 75      , 463.00 ,,,,,
2001059,PT THERAPY GROUP 90      , 556.00 ,,,,,
2001060,PT THR ACTIVITY EA 15    , 124.00 ,,,,,
2001061,PT TRACTION MECHANICAL   , 256.00 ,,,,,
2001062,PT ULTRASOUND EA 15      , 106.00 ,,,,,
2001063,PT VASOPNEUMATIC DEVICE  , 136.00 ,,,,,
2001064,PT MNGMT WHEELCHAIR EA 15, 75.00 ,,,,,
2001065,PT WHIRLPOOL ONE EXTRMITY, 179.00 ,,,,,
2001066,PT WHIRLPOOL WHOLE BODY  , 240.00 ,,,,,
2001067,PT WND VAC DME >50CM 75  , 368.00 ,,,,,
2001068,PT HARDENING WORK ADD HR , 271.00 ,,,,,
2001069,PT HARDENING WORK INI 2HR, 541.00 ,,,,,
2003001,PT MC COM/WK REINT ADD 15, 131.00 ,,,,,
2003002,PT MC COM/WK REINT INI 30, 262.00 ,,,,,
2003003,PT MC CONFERENCE ADD 15  , 91.00 ,,,,,
2003004,PT MC CONFERENCE INI 30  , 181.00 ,,,,,
2003005,PT MC CONTRST BATH ADD 15, 114.00 ,,,,,
2003006,PT MC CONTRST BATH INI 30, 227.00 ,,,,,
2003007,PT MC DEBR WO ANES ADD 15, 55.00 ,,,,,
2003008,PT MC DEBR WO ANES INI 30, 315.00 ,,,,,
2003009,PT MC E-STIM ATTND ADD 15, 149.00 ,,,,,
2003010,PT MC E-STIM ATTND INI 30, 296.00 ,,,,,
2003011,PT MC E-STIM UNATT ADD 15, 60.00 ,,,,,
2003012,PT MC E-STIM UNATT INI 30, 120.00 ,,,,,
2003013,PT MC EVALUATION ADD 15  , 123.00 ,,,,,
2003014,PT MC EVALUATION INI 30  , 491.00 ,,,,,
2003015,PT MC EXERCISE THR ADD 15, 153.00 ,,,,,
2003016,PT MC EXERCISE THR INI 30, 306.00 ,,,,,
2003017,PT MC GAIT TRAIN ADD 15  , 133.00 ,,,,,
2003018,PT MC GAIT TRAIN INI 30  , 264.00 ,,,,,
2003019,PT MC HOT/COLD PCK ADD 15, 91.00 ,,,,,
2003020,PT MC HOT/COLD PCK INI 30, 79.00 ,,,,,
2003021,PT MC IONTOPHORES ADD 15 , 166.00 ,,,,,
2003022,PT MC IONTOPHORES INI 30 , 332.00 ,,,,,
2003023,PT MC MANUAL THR ADD 15  , 133.00 ,,,,,
2003024,PT MC MANUAL THR INI 30  , 264.00 ,,,,,
2003025,PT MC MASSAGE ADD 15     , 114.00 ,,,,,
2003026,PT MC MASSAGE INI 30     , 227.00 ,,,,,
2003027,PT MC NEUROMSCL ED ADD 15, 159.00 ,,,,,
2003028,PT MC NEUROMSCL ED INI 30, 317.00 ,,,,,
2003029,PT MC ORTH FIT/TRN ADD 15, 49.00 ,,,,,
2003030,PT MC ORTH FIT/TRN INI 30, 97.00 ,,,,,
2003031,PT MC ORTH/PROS CK ADD 15, 114.00 ,,,,,
2003032,PT MC ORTH/PROS CK INI 30, 227.00 ,,,,,
2003033,PT MC PARAFFIN THR ADD 15, 114.00 ,,,,,
2003034,PT MC PARAFFIN THR INI 30, 227.00 ,,,,,
2003035,PT MC PHYS PRF TST ADD 15, 91.00 ,,,,,
2003036,PT MC PHYS PRF TST INI 30, 181.00 ,,,,,
2003037,PT MC PROSTHTC TRN ADD 15, 133.00 ,,,,,
2003038,PT MC PROSTHTC TRN INI 30, 264.00 ,,,,,
2003039,PT MC RE-EVAL ADD 15     , 112.00 ,,,,,
2003040,PT MC RE-EVAL INI 30     , 354.00 ,,,,,
2003041,PT MC SLF CARE/HME ADD 15, 91.00 ,,,,,
2003042,PT MC SLF CARE/HME INI 30, 181.00 ,,,,,
2003043,PT MC THERAPY COMBO ADD15, 162.00 ,,,,,
2003044,PT MC THERAPY COMBO INI30, 323.00 ,,,,,
2003045,PT MC THR ACTIVITY ADD 15, 126.00 ,,,,,
2003046,PT MC THR ACTVTY INI 30  , 249.00 ,,,,,
2003047,PT MC TRACTION MEC ADD 15, 257.00 ,,,,,
2003048,PT MC TRACTION MEC INI 30, 512.00 ,,,,,
2003049,PT MC ULTRASOUND ADD 15  , 107.00 ,,,,,
2003050,PT MC ULTRASOUND INI 30  , 214.00 ,,,,,
2003051,PT MC VASOPN TX ADD 15   , 136.00 ,,,,,
2003052,PT MC VASOPN TX INI 30   , 271.00 ,,,,,
2003053,PT MC WHEELCHR TRN ADD 15, 75.00 ,,,,,
2003054,PT MC WHEELCHR TRN INI 30, 150.00 ,,,,,
2003055,PT MC WHRLPL THR ADD 15  , 60.00 ,,,,,
2003056,PT MC WHRLPL THR INI 30  , 120.00 ,,,,,
2003057,PT MC WORK HARDNNG ADD 15, 68.00 ,,,,,
2003058,PT MC WORK HARDNNG INI 30, 136.00 ,,,,,
2003059,PT ATTEN CURRENT CH      , 0.01 ,,,,,
2003060,PT ATTEN CURRENT CI      , 0.01 ,,,,,
2003061,PT ATTEN CURRENT CJ      , 0.01 ,,,,,
2003062,PT ATTEN CURRENT CK      , 0.01 ,,,,,
2003063,PT ATTEN CURRENT CL      , 0.01 ,,,,,
2003064,PT ATTEN CURRENT CM      , 0.01 ,,,,,
2003065,PT ATTEN CURRENT CN      , 0.01 ,,,,,
2003066,PT ATTEN D/C STATUS CH   , 0.01 ,,,,,
2003067,PT ATTEN D/C STATUS CI   , 0.01 ,,,,,
2003068,PT ATTEN D/C STATUS CJ   , 0.01 ,,,,,
2003069,PT ATTEN D/C STATUS CK   , 0.01 ,,,,,
2003070,PT ATTEN D/C STATUS CL   , 0.01 ,,,,,
2003071,PT ATTEN D/C STATUS CM   , 0.01 ,,,,,
2003072,PT ATTEN D/C STATUS CN   , 0.01 ,,,,,
2003073,PT ATTEN GOAL STATUS CH  , 0.01 ,,,,,
2003074,PT ATTEN GOAL STATUS CI  , 0.01 ,,,,,
2003075,PT ATTEN GOAL STATUS CJ  , 0.01 ,,,,,
2003076,PT ATTEN GOAL STATUS CK  , 0.01 ,,,,,
2003077,PT ATTEN GOAL STATUS CL  , 0.01 ,,,,,
2003078,PT ATTEN GOAL STATUS CM  , 0.01 ,,,,,
2003079,PT ATTEN GOAL STATUS CN  , 0.01 ,,,,,
2003080,PT BODY POS CURRENT CH   , 0.01 ,,,,,
2003081,PT BODY POS CURRENT CI   , 0.01 ,,,,,
2003082,PT BODY POS CURRENT CJ   , 0.01 ,,,,,
2003083,PT BODY POS CURRENT CK   , 0.01 ,,,,,
2003084,PT BODY POS CURRENT CL   , 0.01 ,,,,,
2003085,PT BODY POS CURRENT CM   , 0.01 ,,,,,
2003086,PT BODY POS CURRENT CN   , 0.01 ,,,,,
2003087,PT BODY POS D/C STATUS CH, 0.01 ,,,,,
2003088,PT BODY POS D/C STATUS CI, 0.01 ,,,,,
2003089,PT BODY POS D/C STATUS CJ, 0.01 ,,,,,
2003090,PT BODY POS D/C STATUS CK, 0.01 ,,,,,
2003091,PT BODY POS D/C STATUS CL, 0.01 ,,,,,
2003092,PT BODY POS D/C STATUS CM, 0.01 ,,,,,
2003093,PT BODY POS D/C STATUS CN, 0.01 ,,,,,
2003094,PT BODY POS GOAL CH      , 0.01 ,,,,,
2003095,PT BODY POS GOAL CI      , 0.01 ,,,,,
2003096,PT BODY POS GOAL CJ      , 0.01 ,,,,,
2003097,PT BODY POS GOAL CK      , 0.01 ,,,,,
2003098,PT BODY POS GOAL CL      , 0.01 ,,,,,
2003099,PT BODY POS GOAL CM      , 0.01 ,,,,,
2003100,PT BODY POS GOAL CN      , 0.01 ,,,,,
2003101,PT CARRY CURRENT CH      , 0.01 ,,,,,
2003102,PT CARRY CURRENT CI      , 0.01 ,,,,,
2003103,PT CARRY CURRENT CJ      , 0.01 ,,,,,
2003104,PT CARRY CURRENT CK      , 0.01 ,,,,,
2003105,PT CARRY CURRENT CL      , 0.01 ,,,,,
2003106,PT CARRY CURRENT CM      , 0.01 ,,,,,
2003107,PT CARRY CURRENT CN      , 0.01 ,,,,,
2003108,PT CARRY D/C STATUS CH   , 0.01 ,,,,,
2003109,PT CARRY D/C STATUS CI   , 0.01 ,,,,,
2003110,PT CARRY D/C STATUS CJ   , 0.01 ,,,,,
2003111,PT CARRY D/C STATUS CK   , 0.01 ,,,,,
2003112,PT CARRY D/C STATUS CL   , 0.01 ,,,,,
2003113,PT CARRY D/C STATUS CM   , 0.01 ,,,,,
2003114,PT CARRY D/C STATUS CN   , 0.01 ,,,,,
2003115,PT CARRY GOAL STATUS CH  , 0.01 ,,,,,
2003116,PT CARRY GOAL STATUS CI  , 0.01 ,,,,,
2003117,PT CARRY GOAL STATUS CJ  , 0.01 ,,,,,
2003118,PT CARRY GOAL STATUS CL  , 0.01 ,,,,,
2003119,PT CARRY GOAL STATUS CM  , 0.01 ,,,,,
2003120,PT CARRY GOAL STATUS CN  , 0.01 ,,,,,
2003121,PT MEMORY CURRENT CH     , 0.01 ,,,,,
2003122,PT MEMORY CURRENT CJ     , 0.01 ,,,,,
2003123,PT MEMORY CURRENT CI     , 0.01 ,,,,,
2003124,PT MEMORY CURRENT CK     , 0.01 ,,,,,
2003125,PT MEMORY CURRENT CL     , 0.01 ,,,,,
2003126,PT MEMORY CURRENT CM     , 0.01 ,,,,,
2003127,PT MEMORY CURRENT CN     , 0.01 ,,,,,
2003128,PT MEMORY D/C STATUS CH  , 0.01 ,,,,,
2003129,PT MEMORY D/C STATUS CI  , 0.01 ,,,,,
2003130,PT MEMORY D/C STATUS CJ  , 0.01 ,,,,,
2003131,PT MEMORY D/C STATUS CK  , 0.01 ,,,,,
2003132,PT MEMORY D/C STATUS CL  , 0.01 ,,,,,
2003133,PT MEMORY D/C STATUS CM  , 0.01 ,,,,,
2003134,PT MEMORY D/C STATUS CN  , 0.01 ,,,,,
2003135,PT MEMORY GOAL STATUS CH , 0.01 ,,,,,
2003136,PT MEMORY GOAL STATUS CI , 0.01 ,,,,,
2003137,PT MEMORY GOAL STATUS CJ , 0.01 ,,,,,
2003138,PT MEMORY GOAL STATUS CK , 0.01 ,,,,,
2003139,PT MEMORY GOAL STATUS CL , 0.01 ,,,,,
2003140,PT MEMORY GOAL STATUS CM , 0.01 ,,,,,
2003141,PT MEMORY GOAL STATUS CN , 0.01 ,,,,,
2003142,PT MOBILITY CURRENT CH   , 0.01 ,,,,,
2003143,PT MOBILITY CURRENT CI   , 0.01 ,,,,,
2003144,PT MOBILITY CURRENT CJ   , 0.01 ,,,,,
2003145,PT MOBILITY CURRENT CK   , 0.01 ,,,,,
2003146,PT MOBILITY CURRENT CL   , 0.01 ,,,,,
2003147,PT MOBILITY CURRENT CM   , 0.01 ,,,,,
2003148,PT MOBILITY CURRENT CN   , 0.01 ,,,,,
2003149,PT MOBILITY D/C STATUS CH, 0.01 ,,,,,
2003150,PT MOBILITY D/C STATUS CI, 0.01 ,,,,,
2003151,PT MOBILITY D/C STATUS CJ, 0.01 ,,,,,
2003152,PT MOBILITY D/C STATUS CK, 0.01 ,,,,,
2003153,PT MOBILITY D/C STATUS CL, 0.01 ,,,,,
2003154,PT MOBILITY D/C STATUS CM, 0.01 ,,,,,
2003155,PT MOBILITY D/C STATUS CN, 0.01 ,,,,,
2003156,PT MOBILITY GOAL CH      , 0.01 ,,,,,
2003157,PT MOBILITY GOAL CI      , 0.01 ,,,,,
2003158,PT MOBILITY GOAL CJ      , 0.01 ,,,,,
