Bayhealth Medical Center ,,,
Kent General Hospital,,,
,,,
Charge Code,Charge Description,Charge,**Charge is variable and based on type of drug / supply and variabe cost
36100119,HC DRAINAGE OF KIDNEY LESION," $2,617.00 ",
36100120,HC PLMT NEPHROSTOMY CATHETER," $5,148.00 ",
36100121,HC INSERT URETERAL TUBE," $3,125.00 ",
36100122,HC INJECTION FOR KIDNEY X-RAY, $106.00 ,
36100123,HC CHANGE KIDNEY TUBE," $1,938.00 ",
36100124,HC PERC CRYO ABLATE RENAL TUM," $18,590.00 ",
36100125,HC CHANGE OF URETER TUBE/STENT," $3,467.00 ",
36100126,HC INJECTION FOR BLADDER X-RAY; CYSTOGRAPHY OR VOIDING, $126.00 ,
36100127,HC INJECTION FOR BLADDER X-RAY; RETROGRADE, $365.00 ,
36100128,HC CIRCUMCISION USING CLAMP OR OTHER W REGIONAL BLOCK," $3,160.00 ",
36100129,HC CATHETER FOR HYSTEROGRAPHY, $461.00 ,
36100130,HC DELIVERY OF PLACENTA," $5,236.00 ",
36100131,HC BIOPSY OF THYROID, $509.00 ,
36100132,HC ASPIR/INJ THYROID CYST," $1,186.00 ",
36100133,HC INJECTION INTO BRAIN CANAL," $1,106.00 ",
36100134,HC SPINAL FLUID TAP DIAGNOSTIC, $724.00 ,
36100135,HC INJECT EPIDURAL PATCH," $1,933.00 ",
36100136,HC INJECTION FOR MYELOGRAM," $1,055.00 ",
36100137,"HC MYELOGRAPHY LUMBAR INJECTION, THORACIC"," $2,541.00 ",
36100138,"HC MYELOGRAPHY LUMBAR INJECTION, LUMBOSACRAL"," $2,541.00 ",
36100139,"HC MYELOGRAPHY LUMBAR INJECTION, 2 OR MORE REGIONS"," $2,541.00 ",
36100140,HC INJECT SPINE CERV/THORACIC," $1,933.00 ",
36100141,HC INJECT SPINE LUMBAR/SACRAL," $1,933.00 ",
36100142,HC INJECT SPINE W/CATH CERVICAL/THORACIC," $2,644.00 ",
36100143,HC INJECT SPINE W/CATH E LUMBAR/SACRAL," $4,561.00 ",
36100144,HC N BLOCK SUPRACLAVICULAR INJ," $1,017.00 ",
36100145,HC N BLOCK CONT INFUSE BRACHIAL PLEX / SUPRACLAVICULAR," $1,945.00 ",
36100146,HC N BLOCK INJ AXILLARY," $1,017.00 ",
36100147,HC N BLOCK INJ SCIATIC SINGLE / POPLITEAL SINGLE," $1,945.00 ",
36100148,HC N BLOCK INJ FEMORAL SINGLE," $1,017.00 ",
36100149,HC N BLOCK INJ FEMORAL CONT INFUSION," $1,945.00 ",
36100150,HC N BLOCK OTHER PERIPHERAL /ANKLE/WRIST," $1,160.00 ",
36100151,HC INJ FORAMEN EPIDURAL C/T," $1,933.00 ",
36100152,HC INJ FORAMEN EPIDURAL L/S," $1,933.00 ",
36100153,HC INJ PARAVERTEBRAL FACET JNT C/T 1 LEV," $1,884.00 ",
36100154,HC INJ PARAVERT F JNT L/S 1 LEV," $1,933.00 ",
36100155,HC INJ PARAVERT F JNT L/S 2 LEV," $1,447.00 ",
36100156,HC CT GUIDE FOR TISSUE ABLATION," $2,291.00 ",
36100157,"HC DEBRIDEMENT SELECTIVE ,<20 SQ CM", $532.00 ,
36100158,HC DEBRIDEMENT OPN WND EA ADD 20SQCM, $532.00 ,
36100159,HC SKIN SUB TRNK ETC 1ST 25 LOW MCR," $1,559.00 ",
36100160,HC SKIN SUB TRNK ETC +25 LOW MCR, $532.00 ,
36100161,HC SKIN SUB TRNK ETC 1ST 100 LOW MCR," $5,222.00 ",
36100162,HC SKIN SUB TRNK ETC +100 LOW MCR," $3,337.00 ",
36100163,HC SKIN SUB FEET ETC 1ST 25 LOW MCR," $1,818.00 ",
36100164,HC SKIN SUB FEET ETC +25 LOW MCR, $532.00 ,
36100165,HC INJ FOR SACROILIAC JT ANESTH," $1,848.00 ",
36100166,HC BONE MARRAOW ASP W BIOPSY, $920.00 ,
36100167,HC BI STEREOTACTIC NEEDLE LOCALIZATION, $444.00 ,
36100168,HC BI STEREO WIRE LOC ADDITIONAL, $444.00 ,
36100169,HC US INJECT TENDON, $874.00 ,
36100170,HC US GUIDE SMALL JOINT INJECTION, $874.00 ,
36100171,HC US GUIDE MEDIUM JOINT INJECTION, $874.00 ,
36100172,HC US ASP/INJ GANGLION CYST, $583.00 ,
36100173,HC CT NL UNLISTED SPINE," $9,068.00 ",
36100174,HC FL INJECT ANKLE ARTHROGRAM, $240.00 ,
36100175,HC CT RF ABLATION TUMOR LUNG," $18,590.00 ",
36100176,HC SC PTA AORTA," $5,611.00 ",
36100177,HC SC SELECT VENOUS 2ND," $1,277.00 ",
36100178,HC PLACE CATHETER IN ARTERY 3RD ORDER," $1,931.00 ",
36100179,HC PLACE CATHETER IN ARTERY ADDITIONAL, $208.00 ,
36100180,HC INS CATH REN ART 2ND+ UNILAT," $6,839.00 ",
36100181,HC SC PORTAL VEIN," $2,431.00 ",
36100182,HC SEL ORGAN BLOOD SAMPLE, $782.00 ,
36100183,HC REPLACE TUNNEL CVC PORT," $9,953.00 ",
36100184,HC IVC FILTER REPOSITION," $6,222.00 ",
36100185,HC IVC FILTER RETRIEVAL," $6,911.00 ",
36100186,HC PTA ILIAC ART ADDITIONAL IPSI," $9,618.00 ",
36100187,HC PTA/ATHEREC FEM-POP," $20,424.00 ",
36100188,HC PTA/ST/ATH FEM/POP," $35,370.00 ",
36100189,HC PTA/ATHER TIB/PER INITIAL," $23,159.00 ",
36100190,HC PTA/STENT/ATH TIB/PER," $35,370.00 ",
36100191,HC PTA/ATH ADDITIONAL TIB/PERONEAL," $19,762.00 ",
36100192,HC PTA/STENT ADDITIONAL TIB," $9,618.00 ",
36100193,HC OPEN/PERQ PLACE STENT SAME," $42,146.00 ",
36100194,HC OPEN/PERQ PLACE STENT EA ADD," $20,382.00 ",
36100195,HC VASC EMBOLIZE/OCCLUDE VENOUS," $40,033.00 ",
36100196,HC US UNLISTED PROCEDURE LYMPH," $1,163.00 ",
36100197,HC SC INTRO LONG GI TUBE," $1,346.00 ",
36100198,HC CT RF ABLATION TUMOR LIVER," $18,590.00 ",
36100199,HC BILIARY TUBE CHG COMP," $7,440.00 ",
36100200,HC NEEDLE BIOPSY PANCREAS," $1,255.00 ",
36100201,HC SC ABSCESS TUBE CHANGE," $3,467.00 ",
36100202,HC PLACEMENT J TUBE," $2,518.00 ",
36100203,HC CT CECOSTOMY TUBE," $2,269.00 ",
36100204,HC US PRE-OP WIRE ABDOMEN," $4,650.00 ",
36100205,HC URETER STENT REMOVE/REPLACE," $3,501.00 ",
36100206,HC CT RF ABLATE TUMOR RENAL," $18,590.00 ",
36100207,HC BIOPSY OF PROSTATE," $3,459.00 ",
36100208,HC CT NL CYST ASPIRATION SPINE," $2,994.00 ",
36100209,HC NEEDLE BIOPSY SPINAL CORD," $2,186.00 ",
36100210,HC SC DISCOGRAM LUMBAR," $1,059.00 ",
36100211,HC SC DISCOGRAM CERV/THOR," $1,225.00 ",
36100212,HC FL MYELOGRAM CERVICAL," $2,541.00 ",
36100213,HC FACET INJ 2ND CERV/THOR," $1,234.00 ",
36100214,HC CT FACET INJ 3RD CERV/THOR, $393.00 ,
36100215,HC CLIP PLACEMENT SOFT TISSUE INITIAL," $1,642.00 ",
36100216,HC CLIP PLACEMENT SOFT TISSUE ADDTIONAL, $823.00 ,
36100217,HC CONVERSION EXT BIL DRG CATH," $7,440.00 ",
36100218,HC REMOVAL BILIARY DRG CATH," $1,650.00 ",
36100219,HC BILIARY STENT EACH EXIST ACC," $14,074.00 ",
36100220,HC BILIARY STENT NEW ACC WO CATH," $14,074.00 ",
36100221,HC BILIARY STENT NEW ACC W CATH," $14,074.00 ",
36100222,HC BILIARY ACCESS TO SM BW," $7,440.00 ",
36100223,HC BILIARY DUCT DILATION," $4,938.00 ",
36100224,HC BILIARY DUCT BIOPSY," $4,938.00 ",
36100225,HC SCLEROTX FLUID COLLECTION," $3,219.00 ",
36100226,HC NEPROSTOGRAM NEW ACC," $1,793.00 ",
36100227,HC NEPHROSTOGRAM," $1,793.00 ",
36100228,HC CONVERT NEPHROSTOMY CATHETER," $1,793.00 ",
36100229,HC PERC NEPH TUBE CHANGE," $1,793.00 ",
36100230,HC ENDOLUMINAL BX URTR RNL PLVS," $4,938.00 ",
36100231,HC URETER STENT VIA EXIST ACC," $7,668.00 ",
36100232,HC URETER STENT NEW ACC W/O CATH," $7,668.00 ",
36100233,HC URETER STENT NEW ACC W CATH," $7,668.00 ",
36100234,HC BALLOON DILATE URTRL STRIX," $4,938.00 ",
36100235,HC N BLK SUPRACLAVICULAR CONT INFUSE," $1,945.00 ",
36100236,HC N BLOCK INJ SCIATIC CONT / POPLITEAL INFUSION," $1,945.00 ",
36100237,HC N BLOCK INJ CONT FORAMEN / LUMBAR PLEXUS," $1,945.00 ",
36100238,HC N BLOCK INJ FORAMEN / LUMBAR PLEXUS EPIDURAL L/S," $1,957.00 ",
36100239,HC N BLOCK LMBR/THOR/PARAVEREBRAL," $1,478.00 ",
36100240,HC N BLOCK INJ EPIDURAL LUMBAR," $4,561.00 ",
36100241,HC N BLOCK EPIDURL CERVICAL/THOR INJ," $2,644.00 ",
36100242,HC N BLOCK INJ ILIO-ING/HYPOGI," $1,015.00 ",
36100243,HC N BLOCK INJ CERVICAL PLEXUS," $1,423.00 ",
36100244,HC N BLOCK INJ INTERCOSTAL," $1,348.00 ",
36100245,HC N BLOCK INTERCOSTAL CONT INFUSE," $2,586.00 ",
36100246,HC N BLOCK INJ FASCIA ILIACA SINGLE," $1,017.00 ",
36100247,HC N BLOCK ADDUCTOR FEMORAL CONT INFUSE," $1,945.00 ",
36100248,HC N BLOCK INJ ABDOMEN(TAP)," $1,017.00 ",
36100249,HC N BLOCK INJ RECTUS SHEATH," $1,017.00 ",
36100250,HC N BLOCK ABDOMEN (TAP) CONT INFUSE," $1,945.00 ",
36100251,HC N BLOCK RECTUS SHEATH CONT INFUSE," $1,945.00 ",
36100252,HC N BLOCK INJ BILAT (TAP)ABDOMEN," $2,034.00 ",
36100253,HC N BLOCK INJ RECTUS SHEATH- BILAT," $2,034.00 ",
36100254,HC N BLOCK ABD TAP BILAT CONT INFUSE," $3,890.00 ",
36100255,HC N BLK RECT SHTH BILAT CONT INFUSE," $3,890.00 ",
36100256,HC N BLOCK INJ ADDUCTOR," $1,017.00 ",
36100257,HC N BLOCK INTERSCALENE INJ," $1,017.00 ",
36100258,"HC N BLOCK INTERSCALE, CONT INFUSE"," $1,945.00 ",
36100259,HC N BLOCK AXILLARY CONT INFUSE," $1,945.00 ",
36100260,HC PLMT NEPHROURETERAL CATHETER," $5,796.00 ",
36100261,HC ENDOMETRIAL BIOPSY, $547.00 ,
36100262,HC DIALYSIS AV SHUNT WITH ANGIOPLASTY," $16,199.00 ",
36100263,HC DIALYSIS AV SHUNT WITH STENT," $32,740.00 ",
36100264,HC DIALYSIS AV SHUNT DECLOT," $16,199.00 ",
36100265,HC DIALYSIS AV SHUNT DECLOTWITH ANGIOPLASTY," $32,740.00 ",
36100266,HC DIALYSIS AV SHUNT DECLOT/STENT," $49,625.00 ",
36100267,HC DIALYSIS AV CENTRAL SEGMENT PTA," $24,813.00 ",
36100268,HC DIALYSIS AV CENTRAL SEGMENT STENT," $24,813.00 ",
36100269,HC DIALYSIS AV SHUNT EMBOLIZATION," $24,813.00 ",
36100270,HC PERCUTANEOUS ANGIOPLASTY INITIAL ARTERY," $16,199.00 ",
36100271,HC PERCUTANEOUS ANGIOPLASTY ADDIT ARTERY," $8,100.00 ",
36100272,HC PERCUTANEOUS ANGIOPLASTY INITIAL VEIN," $16,199.00 ",
36100273,HC PERCUTANEOUS ANGIOPLASTY ADDITVEIN," $8,100.00 ",
36100274,HC NJX DX/THER SBST INTRLMNR CRV/THRC W/O IMG GDN," $2,101.00 ",
36100275,HC NJX DX/THER SBST INTRLMNR LMBR/SAC W/O IMG GDN," $2,101.00 ",
36100276,HC MIDLINE INSERTION," $2,563.00 ",
36100277,HC  IR TUNNEL PERITONEAL CATHETER," $9,419.00 ",
36100278,HC PRQ ASPIR PULPOSUS/INTERVERTEBRAL DISC/PVRT TISS," $1,773.00 ",
36100279,HC BIOPSY SALIVARY GLAND NEEDLE," $3,219.00 ",
36100280,HC TENOTOMY PERCUTANEOUS TOE SINGLE TENDON," $4,006.00 ",
36100281,HC IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ," $5,538.00 ",
36100282,HC CT DRAIN PERITONEAL/RETROPERITONEAL TRANS VAGINAL OR RECTUM," $4,747.00 ",
36100283,HC DSTRJ NEUROLYTIC W/WO RAD MONITOR CELIAC PLEXUS," $2,452.00 ",
36100284,HC NEG PRESSURE WOUND THERAPY NON DME &LT;/= 50 SQ CM, $919.00 ,
36100285,HC NEG PRESSURE WOUND THERAPY NON DME >50 SQ CM, $919.00 ,
36100286,HC DIAGNOSTIC BONE MARROW BIOPSIES & ASPIRATIONS," $5,059.00 ",
36100287,HC RPR CTR VAD W/SUBQ PORT/PMP CTR/PRPH INSJ SIT," $3,162.00 ",
36100288,HC REMOVE INT DWELL URETERAL STENT TRANSURETHRAL," $5,455.00 ",
36100289,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE," $1,038.00 ",
36100290,HC CT GUIDED BREAST BIOPSY," $8,776.00 ",
36100291,HC RPLCMT COMPL PRPH CVC W/O SUBQ PORT/PMP," $2,819.00 ",
36100292,HC FINE NEEDLE ASPIRATION BX W/O IMG GDN EA ADDL, $652.00 ,
36100293,HC FINE NEEDLE ASPIRATION BX W/US GDN 1ST LESION," $1,854.00 ",
36100294,HC FINE NEEDLE ASPIRATION BX W/US GDN EA ADDL," $1,186.00 ",
36100295,HC FINE NEEDLE ASPIRATION BX W/FLUOR GDN 1ST LESION," $1,854.00 ",
36100296,HC FINE NEEDLE ASPIRATION BX W/FLUOR GDN EA ADDL," $1,854.00 ",
36100297,HC FINE NEEDLE ASPIRATION BX W/CT GDN 1ST LESION," $1,854.00 ",
36100298,HC FINE NEEDLE ASPIRATION BX W/CT GDN EA ADDL," $1,854.00 ",
36100299,HC FINE NEEDLE ASPIRATION BX W/MR GDN 1ST LESION," $1,854.00 ",
36100300,HC FINE NEEDLE ASPIRATION BX W/MR GDN EA ADDL," $1,205.00 ",
36100301,HC NJX PX CNTRST KNE ARTHG CNTRST ENHNCD CT/MRI KNE, $226.00 ,
36100302,HC PERQ DILATION XST TRC ENDOUROLOGIC PX W/IMG," $5,567.00 ",
36100303,HC PERQ DILATION XST TRC NEW ACCESS RENAL COLTJ SYS," $9,366.00 ",
37000000,HC CARDIAC ANESTHESIA PER MIN, $8.00 ,
37000001,HC GENERAL ANESTHESIA PER MIN, $4.00 ,
37000002,HC MAJOR GENERAL ANESTHESIA PER MIN, $6.00 ,
37000003,HC REGIONAL ANESTHESIA PER MIN, $4.00 ,
37000004,HC SEDATION ANESTHESIA PER MIN, $1.00 ,
37000005,HC MOD SEDAT PHYS/QHP 5YRS/>, $643.00 ,
37100000,HC INJ FORAMEN EPIDURAL; LUMBAR OR SACRAL ADD-ON," $1,796.00 ",
39000000,HC ARC RARE UNIT IMPORT - CHRG ONLY," $2,693.00 ",
39000001,HC BLOOD SPLIT UNIT, $293.00 ,
39000002,HC CRYOPRECIPITATE EACH UNIT, $189.00 ,
39000003,HC RBC LEUKOCYTES REDUCED, $550.00 ,
39000004,HC PLASMA 1 DONOR FRZ W/IN 8 HR, $119.00 ,
39000005,HC PLATELET PHERES LEUKOREDUCED," $1,441.00 ",
39000006,HC PLATE PHERES LEUKOREDU IRRAD," $1,933.00 ",
39000007,HC RBC LEUKOREDUCED IRRADIATED, $803.00 ,
39000008,"HC PLATELETS, HLA-M, L/R, UNIT"," $2,908.00 ",
39000009,"HC PLASMA, FRZ BETWEEN 8-24HOUR", $201.00 ,
39100000,HC ADMINISTRATION OF BLOOD, $823.00 ,
40100000,HC CAD W/DIAGNOSTIC MAMMO ADD, $21.00 ,
40100001,HC MAMMOGRAPHY UNILATERAL, $208.00 ,
40100002,HC MAMMO DIAGNOSTIC BILATERAL, $613.00 ,
40100004,HC MAMMO DIAGNOSTIC UNILATERAL, $416.00 ,
40100006,HC DIAGNOSTIC BREAST TOMOSYNTHESIS UNILATERAL, $40.00 ,
40100007,HC DIAGNOSTIC BREAST TOMOSYNTHESIS BILATERAL, $40.00 ,
40200000,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US, $583.00 ,
40200001,HC DRAIN/INJ MAJOR JOINT/BURSA W/O US, $583.00 ,
40200002,HC GUIDE DRAINAGE ABSCESS," $1,509.00 ",
40200003,HC X-RAY EXAM SURGICAL SPECIMEN, $918.00 ,
40200004,HC ECHOENPHARLOGRAPHY EXAM OF HEAD, $446.00 ,
40200005,HC US HEAD & NECK SOFT TISSUE, $398.00 ,
40200006,HC US EXAM CHEST, $389.00 ,
40200007,HC US BREAST COMPLETE, $379.00 ,
40200008,HC US BREAST LIMITED, $379.00 ,
40200010,HC ABDOMINAL COMPLETE, $698.00 ,
40200011,HC ECHO EXAM OF ABDOMEN LIMITED, $698.00 ,
40200012,HC RETROPERITONEAL COMPLETE, $698.00 ,
40200013,HC RETROPERITONEAL LIMITED, $698.00 ,
40200014,HC KIDNEY TRANSPLANT W/DOPPLER, $698.00 ,
40200015,HC SPINAL CORD, $559.00 ,
40200016,HC OB FETAL <14 WKS, $389.00 ,
40200017,HC OB FETAL <14 WKS ADDITIONAL, $226.00 ,
40200018,HC OB FETAL >= 14 WKS SINGLE, $599.00 ,
40200019,HC OB FETAL >=14 WKS ADDITIONAL, $698.00 ,
40200020,"HC OB FETAL, LIMITED", $389.00 ,
40200021,HC OB US FETAL FOLLOW-UP PER FETUS, $339.00 ,
40200022,HC OB FETAL TRANSVAGINAL, $438.00 ,
40200023,HC FETAL BIOPHYSICAL W/NST, $698.00 ,
40200024,HC FETAL BIOPROFILE W/O NST, $698.00 ,
40200025,HC KUS UMBILICAL ARTERY ECHO, $414.00 ,
40200026,HC US TRANSVAGINAL, $698.00 ,
40200027,HC SONOHYSTEROSONGRAPHY, $890.00 ,
40200028,HC US PELVIC COMPLETE, $698.00 ,
40200029,HC US PELVIC LIMITED, $446.00 ,
40200030,HC US SCROTUM, $698.00 ,
40200031,HC US NONVASCULAR EXTREMITY LIMITED, $445.00 ,
40200032,"HC US HIPS INFANT, DYNAMIC", $446.00 ,
40200033,HC US VASCULAR ACCESS, $987.00 ,
40200034,HC ECHO GUIDE FOR BIOPSY, $990.00 ,
40200035,HC ECHO EXAMINATION PROCEDURE, $194.00 ,
40200036,HC US AAA SCREENING, $457.00 ,
40200037,HC US TRANSRECTAL, $389.00 ,
40200038,HC US EXAM INFANT HIPS STATIC, $446.00 ,
40200039,HC ECHO GUIDE FOR ARTERY REPAIR, $570.00 ,
40200040,HC US GUIDED TISSUE ABLATION, $527.00 ,
40200041,HC ECHO GUIDE FOR AMNIOCENTESIS, $571.00 ,
40200042,HC ULTRASONIC GUIDANCE RADIOELEMENT, $369.00 ,
40200043,HC US AAA SCREENING, $371.00 ,
40200044,HC ECHO FETAL CARDIOVASC W/WO M-MODE RECORDING, $863.00 ,
40200045,HC ECHO FETAL CARDIOVASC W/WO M-MODE REPEAT STD, $710.00 ,
40200046,HC DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE, $710.00 ,
40200047,HC DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT, $354.00 ,
40200048,HC US GUIDANCE CHORIONIC VILLUS SAMPLING IMG S&I, $507.00 ,
40200049,HC US PREG UTERUS W/DETAIL FETAL ANAT 1ST GESTATION, $354.00 ,
40200050,HC US PREG UTERUS DETAIL FETAL ANAT EXAM EA ADDL GESTAT, $354.00 ,
40200051,HC US FETAL NUCHAL TRANSLUCENCY 1ST GESTATION, $354.00 ,
40200052,HC US FETAL NUCHAL TRANSLUCENCY EA ADDL GESTATION, $225.00 ,
40200053,HC DOPPLER VELOCIMETRY FETAL MIDDLE CEREBRAL ART, $354.00 ,
40300000,HC CAD W/SCREENING MAMMO ADD, $21.00 ,
40300001,HC MAMMO SCREENING BILATERAL, $527.00 ,
40300003,HC SCREENING BREAST TOMOSYNTHESIS BILATERAL, $40.00 ,
40400000,HC PET BRAIN METABOLIC," $5,225.00 ",
40400001,HC PET IMAGE W/CT LMTD," $7,167.00 ",
40400002,HC PET IMAGE W/CT SKULL-THIGH," $7,167.00 ",
40400003,HC PET IMAGE W/CT FULL BODY," $7,167.00 ",
41000000,HC NICU RESPIRATORY THERAPY PER HR, $78.00 ,
41000001,HC ENDOTRACHEAL INTUBATION, $489.00 ,
41000002,HC SUCTION NASOTRACHEAL, $233.00 ,
41000003,"HC 	MECH VENT INITIAL DAY IP", $700.00 ,
41000004,"HC 	MECH VENT SUBSEQ DAY IP", $700.00 ,
41000005,HC VITAL CAPACITY TEST, $265.00 ,
41000006,HC EXPIRED GAS COLLECTION, $255.00 ,
41000007,HC RESPIRATORY FLOW VOLUME LOOP, $531.00 ,
41000008,HC SURFACTANT ADMIN THRU TUBE, $340.00 ,
41000009,HC ANTIBIOTIC NEBULIZER TREATMENT, $233.00 ,
41000010,HC CONTINOUS MEDICATION NEB 1ST HR, $216.00 ,
41000011,HC CONTINOUS MEDICATION NEB EA ADD'L HR, $144.00 ,
41000012,HC CPAP THERAPY, $275.00 ,
41000013,HC AEROSOL NEB/MDI/IPPB DEMO/EVAL, $233.00 ,
41000014,HC CHEST PHYSIOTHERAPY INITIAL, $233.00 ,
41000015,HC CHEST PHYSIOTHERAPY SUBSEQUENT, $78.00 ,
41000016,HC MECHANICAL CHEST WALL OSCILL, $263.00 ,
41000017,"HC OTH RESP PROC, GROUP", $253.00 ,
41000018,HC PENTAMADINE TREATMENT, $233.00 ,
41000047,HC BIPAP INITIAL DAY, $700.00 ,
41000048,HC BIPAP SUBSQUENT DAY IP, $700.00 ,
41000049,HC ER HAND HELD NEBULIZER, $233.00 ,
41000050,HC HAND HELD NEBULIZER, $233.00 ,
41000051,HC MDI WITH SPACER TREATMENT, $233.00 ,
41000052,HC SPUTUM INDUCTION, $233.00 ,
41000053,HC ULTRA SONIC NEBULIZER TREATMENT, $233.00 ,
41000054,HC ER CPAP/BIPAP THERAPY, $275.00 ,
41000055,HC MDI WITH SPACER INITIAL, $233.00 ,
41000056,HC PATIENT ASSESSMENT COMPREHENSIVE, $233.00 ,
41000057,HC PEP THERAPY INITIAL, $233.00 ,
41000058,HC PEP THERAPY SUBSEQUENT, $78.00 ,
41300000,HC HYPERBARIC OXYGEN," $2,050.00 ",
41300001,HC HYPERBARIC OXYGEN THERAPY 30 MIN, $511.00 ,
42000001,HC SHORT ARM SPLINT, $263.00 ,
42000002,HC FINGER SPLINT, $156.00 ,
42000003,"HC FINGER SPLINT , DYNAMIC", $174.00 ,
42000004,HC STRAPPING THORAX, $270.00 ,
42000005,HC SHOULDER STRAPPING, $392.00 ,
42000006,HC STRAPPING OF HIP, $261.00 ,
42000007,HC KNEE STRAPPING, $328.00 ,
42000008,HC ANKLE STRAPPING, $288.00 ,
42000009,HC APPLICATION OF SURFACE NEUROSTIMULATOR, $216.00 ,
42000010,HC BIOFEEDBACK TRAINING BY ANY MODALITY, $147.00 ,
42000011,HC HAND MUSCLE TESTING MANUAL, $106.00 ,
42000012,HC VESTIBULAR CANALITH REPOSITIONING, $135.00 ,
42000013,HC NEUROBEHAVIORAL STATUS, $344.00 ,
42000014,HC HOT OR COLD PACKS THERAPY, $48.00 ,
42000015,HC MECHANICAL TRACTION THERAPY, $128.00 ,
42000016,HC VASOPNEUMATIC DEVICE THERAPY, $63.00 ,
42000017,HC PARAFFIN BATH THERAPY, $91.00 ,
42000018,HC WHIRLPOOL THERAPY, $150.00 ,
42000019,HC PT FUNCTION ELECTRIC STIMULATION 15 MIN, $126.00 ,
42000020,HC IONTOPHORESIS EACH 15 MIN, $139.00 ,
42000021,HC ULTRASOUND THERAPY, $59.00 ,
42000022,HC THERAPEUTIC EXERCISES, $85.00 ,
42000023,HC NEUROMUSCULAR REEDUCATION, $100.00 ,
42000024,HC AQUATIC THERAPY/EXERCISES, $148.00 ,
42000025,HC GAIT TRAINING THERAPY, $86.00 ,
42000026,HC MASSAGE THERAPY, $74.00 ,
42000027,HC MANUAL THERAPY 1/> REGIONS, $136.00 ,
42000028,HC GROUP THERAPEUTIC PROCEDURES, $48.00 ,
42000029,HC THERAPEUTIC ACTIVITIES EACH 15 MIN, $91.00 ,
42000030,HC SELF CARE MNGMENT TRAINING, $66.00 ,
42000031,HC COMMUNITY/WORK REINTEGRATIONEACH 15 MIN, $66.00 ,
42000032,HC WHEELCHAIR MNGMENT TRAINING, $70.00 ,
42000033,HC WORK HARDENING INITIAL, $250.00 ,
42000034,HC WORK HARDENING ADDITIONAL, $275.00 ,
42000035,HC PHYSICAL PERFORMANCE TEST, $94.00 ,
42000036,HC ORTHOTICS FIT AND TRAIN, $95.00 ,
42000037,HC PROSTHETIC TRAINING, $109.00 ,
42000038,HC ELEC STIM OTHER THAN WOUND, $79.00 ,
42000057,HC STRAPPING LOW BACK, $222.00 ,
42000058,HC STRAPPING ELBOW, $338.00 ,
42000059,HC STRAPPING HAND, $338.00 ,
42000060,HC STRAPPING TOE, $366.00 ,
42000061,HC APPLICATION LONG ARM SPLINT, $347.00 ,
42000062,HC APPLICATION DYNAMIC ARM SPLINT, $270.00 ,
42000063,HC E-STIM(UNATTENDED), $79.00 ,
42000064,"HC TRACTION, MECHANICAL", $128.00 ,
42000065,HC PARAFFIN BATH, $91.00 ,
42000066,HC FLUIDOTHERAPY, $150.00 ,
42000067,HC BIOFEEDBACK FOR INCONTINENCE, $443.00 ,
42000072,HC HAND ROM, $107.00 ,
42000073,HC ROM EA EXTREMITY OR SPINAL, $162.00 ,
42000074,HC APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT, $444.00 ,
42000075,HC APPL MLTLAYR COMPRES SYS UPARM LWARM HAND&FING, $444.00 ,
42400000,HC NO SHOW / WORKWELL EVALUATION, $316.00 ,
42400001,HC PT EVALUATION, $232.00 ,
42400002,HC PT RE-EVALUATION, $129.00 ,
42400003,HC PT EVAL LOW COMPLEX 20 MIN, $224.00 ,
42400004,HC PT EVAL HIGH COMPLEX 45 MIN, $224.00 ,
42400005,HC PT RE-EVAL EST PLAN CARE, $151.00 ,
42400006,HC PT EVAL MOD COMPLEX 30 MIN, $224.00 ,
42900000,HC SELF CARE MNGMENT TRAINING, $81.00 ,
43000000,HC APPLY LONG ARM SPLINT, $347.00 ,
43000001,HC SHORT ARM SPLINT, $263.00 ,
43000002,"HC SHORT ARM SPLINT , DYNAMIC", $270.00 ,
43000003,HC FINGER SPLINT, $156.00 ,
43000004,"HC FINGER SPLINT , DYNAMIC", $174.00 ,
43000005,HC SHOULDER STRAPPING, $392.00 ,
43000006,HC ELBOW OR WRIST STRAPPING, $338.00 ,
43000007,HC HAND OR FINGER STRAPPING, $338.00 ,
43000008,HC APPLICATION OF SURFACE NEUROSTIMULATOR, $216.00 ,
43000009,HC ROM EA EXTREMITY OR SPINAL, $162.00 ,
43000010,HC DEVELOPMENTAL TESTING, $188.00 ,
43000011,HC OT EVALUATION, $232.00 ,
43000012,HC HOT OR COLD PACKS THERAPY, $48.00 ,
43000013,HC PARAFFIN BATH THERAPY, $91.00 ,
43000014,HC WHIRLPOOL THERAPY, $150.00 ,
43000015,HC IONTOPHORESIS EACH 15 MIN, $139.00 ,
43000016,HC CONTRAST BATH THERAPY, $83.00 ,
43000017,HC ULTRASOUND THERAPY, $59.00 ,
43000018,HC THERAPEUTIC EXERCISES, $85.00 ,
43000019,HC NEUROMUSCULAR REEDUCATION, $100.00 ,
43000020,HC AQUATIC THERAPY/EXERCISES, $148.00 ,
