Department - Charge Category,Item Number - Charge ID,Description,Price
Other,5198,LACTASE (LACTAID TAB) 3000 UNITS = 1 TAB (Dosage Form = CAPLET),1
Other,1108,Lithium,44
Other,13213,Drug Screen Confirm SMMM - Urine-R,298
Other,1610,Neutralization Test - R,598
Other,4583,DOXEPIN HCL (SINEQUAN CAP (GEN EQUIV)) 100 MG = 1 CAP (Dosage Form = CAP),3.25
Other,7799,Cult Type IF Each Add Sera 2,37
Other,11788,Drill Bit Bryan,1615
Other,11091,Anchor 4.75 Swivelock w/Fiber 92239540*,1727
Other,1855,"Cryptococcus Ag, Serum - R",140
Other,9825,Dilator Set Cook Endograft,539
Other,2766,Cath Crossing / Re-entry,4772
Other,3541,CODEINE PHOSPHATE/APAP (TYLENOL #4 TAB (GEN EQUIV)) 1 TAB = 1 TAB (Dosage Form = TAB),2.15
Other,11161,Semitendinosus *,1977
Other,10790,Needle Vizishot EBUS 92236769*,453
Other,11282,Connector Cath Nylon Neuro,333
Other,10343,Fluorescence Imaging Kit 92270999*,1792
Other,1350,Metanephrine - Plasma - R,377
Other,11059,ICD Implant Single or Dual ADJ,78322
Other,6468,Tube Endo Lanz 8.5,114
Other,1436,Acet/Recp Blocking Ab - R,499
Other,11318,Cement Palacos R+G 92237908*,1671
Other,4757,Excision Lesions Of Skin,238
Other,4646,ERYTHROMYCIN ETHYLSUCCINATE 200MG/5ML 100ML (E.E.S) SUSP,766.25
Other,6840,VITAMIN E (VITAMIN E CAPSULE) 100 UNITS = 1 CAP (Dosage Form = CAP),1
Other,2960,TESTOSTERONE CYPIONATE (DEPO-TESTOSTERONE INJ) 200 MG = 1 ML (Dosage Form = VIAL),53.1
Other,10128,LIDOCAINE HCL (XYLOCAINE 2% 10ML) 200 MG = 10 ML (Dosage Form = VIAL),9.4
Other,6956,Room Charge 3 West Semi,1757
Other,6900,EZETIMIBE (ZETIA TAB) 10 MG = 1 TAB (Dosage Form = TAB),26.9
Other,187,Cath Place add'l 2nd/3rd Order above Diaphragm,573
Other,2413,Prev Med Counsel Indiv 45 Min,169
Other,3874,Blade Sagittal 2108115,344
Other,2002,Gastric Intub&Aspir Lavage,525
Other,12262,Cast Saw*,1653
Other,12160,Reload Echelon 35mm Vasc,1980
Other,12977,Transverse Abdominal Plane Block Unilatel w Guidance,668
Other,735,XR-Gi Up-Air Contrast W/Kub,657
Other,1354,"Methadone, Serum - R",187
Other,2691,Prosthesis Penile Inflatable,
Other,5728,KETOPROFEN (ORUDIS CAP) 75 MG = 1 CAP (Dosage Form = CAP),4.1
Other,10067,Basket Stone Retrieval Escape (P) 92267632*,1134
Other,6459,CARBAMAZEPINE (TEGRETOL XR TAB) 400 MG = 1 TAB (Dosage Form = T SR 12),8.7
Other,3898,TERBUTALINE SULFATE (BRETHINE TAB) 5 MG = 1 TAB (Dosage Form = TAB),1.65
Other,11061,Implant Spine Infusion Pump ADJ,26060
Other,12137,Screw Cranial 1.65 x 5 HT SD X - DR,319
Other,8370,"MULTIVITAMINS,THERAPEUTIC (THERAVITE LIQUID (4 0Z.)) 118 ML = 118 ML (Dosage Form = LIQUID)",17.8
Other,5707,OLANZAPINE (ZYPREXA) 2.5 MG = 1 TAB (Dosage Form = TAB),15.6
Other,2639,"Guidewire,Sfna3590",61
Other,4753,Ev3 Spiderx Net,3378
Other,9534,PTA Iliac,10651
Other,11987,Virus - not elseware specified Add - R,260
Other,8909,Schistosoma Ab IgG - R,130
Other,615,CT Guidance Arthrogram,976
Other,11826,CARBOXYMETHYLCELLULOSE SODIUM (THERA TEARS (30ML) (P/F)) 1 DROPS = 1 DROPS (Dosage Form = DROPS),33.65
Other,937,Dexa Bone Density Study,373
Other,10411,TMS 4 Extremity,1922
Other,10894,Insertion of ICD only with existing single lead,43100
Other,6565,CLORAZEPATE DIPOTASSIUM (TRANXENE TAB (GEN EQIV)) 7.5 MG = 1 TAB (Dosage Form = TAB),5.15
Other,9595,Lens MA60MA (P) 92250208*,1096
Other,5338,Labor Room,1022
Other,4241,CLONIDINE HCL (CATAPRES TAB) 0.1 MG = 1 TAB (Dosage Form = TAB),1
Other,9792,"Free K+L Lt Chains Qn, Ur - R",69
Other,4350,"Css Sof Roll 3"" Sterile",
Other,7884,Integra TRK/EXTREM 1ST 100 SQCM,1386
Other,11570,Cage Pyramesh 17x22x50 92019553*,11964
Other,5028,"Injec Anes Agen&/Or Ster,Para",730
Other,114,Strap Hand/Finger,151
Other,8136,Cast Wrist Bilateral,768
Other,13189,KETAMINE HCL (KETALAR) 50 MG = 5 ML (Dosage Form = VIAL),15.6
Other,6789,VANCOMYCIN OPTH SOLN (VANCOMYCIN 1MG/0.1ML OPTH SOL) 1 MG = 0.1 ML (Dosage Form = DROP),45.65
Other,6701,Tube Trach Cuff 5.5,
Other,6802,PENICILLIN V POTASSIUM (VEETIDS ORAL LIQ 100ML(GEN EQ)) 250 MG = 5 ML (Dosage Form = SUS REC),7.1
Other,2590,Guide Catheter,210
Other,6809,VERAPAMIL HCL (CALAN SR TAB) 180 MG = 1 TAB (Dosage Form = SR TAB),4.5
Other,9820,Endograft Cook AAA Renu Main Body Ext,11092
Other,1438,Renin Activity Plasma - R,48
Other,9591,Anterior Vitrectomy Pack (P) 92197409*,563
Other,85,Injection for Wrist Arthrogram Right,322
Other,5587,"Needle,Biopsy",223
Other,6723,"Tube,T Type Vent,Touma",84
Other,8895,"Cysticercosis Ab, IgG CSF - R",130
Other,1938,Consult.Referred Slds,316
Other,3750,COLLOIDAL OATMEAL (AVEENO BATH REGULAR PACKET) 1 EACH = 1 EACH (Dosage Form = PACKET),2.05
Other,3403,CLADRIBINE (LEUSTATIN/CLADRIBINE) 10 MG = 10 ML (Dosage Form = VIAL),986.6
Other,2884,AMPICILLIN SODIUM/SULBACTAM NA (UNASYN ADV/AMPICILLIN/SULBACTA) 1.5 GM = 1 VIAL (Dosage Form = VIAL),26.7
Other,6836,VITAMIN E (VITAMIN E CAP) 1000 UNITS = 1 CAP (Dosage Form = CAP),1
Other,3766,BACLOFEN (LIORESAL TAB (GEN EQ.)) 10 MG = 1 TAB (Dosage Form = TAB),1.6
Other,130,Bx Pluera Percut Ndl,2468
Other,8302,Select Debridement each Additional 20 SQCM,332
Other,6862,BUPROPION HCL (WELLBUTRIN TAB) 100 MG = 1 TAB (Dosage Form = TAB),3.35
Other,6121,RITONAVIR (NORVIR CAP) 100 MG = 1 CAP (Dosage Form = CAP),32.15
Other,2409,Prev Med Couns Indiv 45 Min,140
Other,9325,TEP Puncture Dilator,
Other,11328,Kyphon Bone Cement HV-R 92219013*,490
Other,11727,Epifix 4x4cm per SQCM 92274864,654
Other,496,MRI Thoracic W/Contrast,2808
Other,10470,Mesh Ventralex ST Large Circle,2481
Other,8334,Insert INDW Voice Prosthesis 20/12 * 92222363,547
Other,329,Reticulocyte Ct.,27
Other,12242,Cable Multilead Trial STJ 92276718*,602
Other,11028,Venous Sinus Venography,3730
Other,1041,"Kidney Imaging,Spect",1468
Other,3617,AMIODARONE HCL (CORDARONE TAB) 200 MG = 1 TAB (Dosage Form = TAB),10.6
Other,11169,LEVONORGESTREL (PLAN B ONE-STEP TABLET) 1.5 MG = 1 TAB (Dosage Form = TAB),121.7
Other,4110,Cath Thermodilution 8.0,516
Other,467,CT Chest Scan W/O Contrast,2565
Other,11707,Massage Therapy each 15 Minutes,84.33
Other,8620,RHO(D) IMMUNE GLOBULIN (RHOPHYLAC) 300 MCG = 2 ML (Dosage Form = SYRING),445.1
Other,8427,Arteriogram Pack 54072,447
Other,4529,PROPOFOL (DIPRIVAN 200 MG-20ML INJ) 200 MG = 20 ML (Dosage Form = VIAL),41.7
Other,8129,Wound Dehiscence Simple,545
Other,10192,Surgical Procedure 1400 OHS,17659
Other,1137,Urine Auto Without Microscopic,15
Other,8519,Aerobic Isolate Definitive 4,122
Other,4931,Drain Hemovac 58115*,198
Other,13047,VANCOMYCIN ENEMA 2500 MG/100 ML PR,62.4
Other,4547,Disp Supplies Eye,
Other,11320,Kyphon Cement & Mixer Kit 92103761*,584
Other,11993,Brachytherapy Intermediate 2-12 Channel Includes Calculations,617
Other,958,Photon Surg Delv/Lesion,11171
Other,2128,Arterial Scan L.E. Limited,267
Other,6353,Stripper Vein,134
Other,2564,Merci Microcath,1857
Other,3219,ALTEPLASE (ACTIVASE/ALTEPLASE) 50 MG = 50 ML (Dosage Form = VIAL),5873.5
Other,12147,Grafix Prime per SQCM 16mm,1816
Other,11322,Kyphon 1st Fracture 20/3 One Step 92224260*,6951
Other,12980,MEROPENEM (MERREM) 1 GM NACL 50 ML PM (Dosage Form = PIGGYBACK),82.4
Other,10350,Inj. For Visualization of Ileal Conduit,332
Other,278,Change of Abscess Drain Catheter,2155
Other,762,Dilation Nephrostomy S&I,2229
Other,1656,Hepatitis B Core Ab IgM,79
Other,4326,Coumadin Sliding Scale,0
Other,12637,FG Watchman Access Sys Single Curve,2458
Other,10030,METRONIDAZOLE IN NACL (ISO-OS) (METRONIDAZOLE 500MG (IV-ADD)) 500 MG = 100 ML (Dosage Form = PB),6.75
Other,1036,NM Cisternogram,1435
Other,12955,Pump Prometra II Flowonix,20730
Other,4497,DIDANOSINE (VIDEX EC CAP) 400 MG = 1 CAP (Dosage Form = CAP EC),33.4
Other,10309,CTA Abdomen/Pelvis W/O Fol W/Con,2785
Other,4316,NEOMY SULF/POLYMYX B SULF/HC (CORTISPORIN OTIC SOL (GEN EQ)) = 10ML 1 DROPS = 1 DROPS (Dosage Form = SOLN),74.9
Other,897,U/S Guidance Needle,1263
Other,520,Forearm 2 ViewsRT,249
Other,1262,Immunoglobulin D - R,61
Other,299,Complex Uroflometry,327
Other,12015,US Right Breast Unilateral Including Axilla  Complete,605
Other,10608,Reticulin IgA Antibodies - R,175
Other,5703,ESTROPIPATE (OGEN TAB 0.625(0.75 MG)) 0.75 MG = 1 TAB (Dosage Form = TAB),2.55
Other,9188,OXYMORPHONE ER HCL (OPANA ER TAB) 7.5 MG = 1 TAB (Dosage Form = ERTAB),9.4
Other,13200,Benchmark 95cm MP Tip,2029
Other,12290,Lens Intraocular SA60WF Series*,1267
Other,8442,Cath Lab Miscellaneous,
Other,857,Drain Perirenal/Renl Absc Perq,1148
Other,3265,MAGNESIUM SULFATE (MAGNESIUM SULFATE INJ) 5 GM = 10 ML (Dosage Form = VIAL),4.15
Other,1492,HCG Serum Cash Only,20
Other,12902,Isolator Pen Atricure MAX1*,2702
Other,132,Pneumocent Punc Lung Aspir,2950
Other,4230,ESTRADIOL (CLIMARA PATCH) 0.1 MG = 1 PATCH (Dosage Form = PAT TDW),97.3
Other,4656,FLUOROURACIL (EFUDEX 5% CREAM   (40GM)) 1 APP = 1 APP (Dosage Form = CREAM),399.95
Other,3805,Bari Bed Trapeze,
Other,10997,Morcellator Tissue Morcellex *,3073
Other,12770,BALANCED SALT COMB1 (BSS PLUS IOC IRRIG SOLN 500 ML) (Dosage Form = IRRIG SOLN),249.6
Other,2456,In 111 Oxyquinoline Per 5Mci,1357
Other,10637,Jag Wire Stiff Straight 92272009*,537
Other,12475,TROLAMINE SALICYLATE/ALOE VERA (ASPERCREME ANALGESIC (85GM)) 1 APP = 1 APP (Dosage Form = CREAM),15.35
Other,5734,Other,79
Other,4154,CEFDINIR (OMNICEF CAP) 300 MG = 1 CAP (Dosage Form = CAP),16.95
Other,2039,Mechanical Coronary Thrombectomy,5925
Other,11795,Medtronic Centerpiece 16 x 17mm,15297
Other,11898,Screw Polyaxial Depuy 5 x 30-50mm,3498
Other,957,Special Physics Consult,398
Other,11251,Nephromax Cath Assembly 10 x 15cm 92273559*,1200
Other,12400,L1 COPD Clinic,306
Other,7709,Splint Scotchcast 4x30* 26634,58
Other,6683,Tube Rein Trach 6.0,185
Other,11956,Applicator Micromyst Duraseal,673
Other,9593,Lens SN6AD1 (P) Corrective Lens 92250554*,1200
Other,408,TMJ  Open-Clos Mouth UniLT,279
Other,552,CT Upper Ext W/O Cont,2565
Other,4091,Cath Recovery,0
Other,6403,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 175 MCG = 1 TAB (Dosage Form = TAB),1.5
Other,9237,SERTRALINE HCL (ZOLOFT) 25 MG = 1 TAB (Dosage Form = TAB),1.25
Other,2924,CEFTRIAXONE SODIUM (ROCEPHIN ADV/CEFTRIAXONE) 2 GM = 1 VIAL (Dosage Form = VIAL),46.35
Other,6667,Tube Rae Ora Uncuf 3.5,54
Other,12990,Occluder PFO Amplatzer,13309
Other,1276,O2 Sat. (Co-Ox),58
Other,12982,"Lidocaine 2% hcl/Epinephrine PF 1:200,000 20 ML (Dosage Form = VIAL)",58.85
Other,11607,Botox 1 Unit,19
Other,1507,Factor VII,33
Other,6261,Sleeve Scd Thigh Sm,289
Other,10689,Mesh Prolene 92215250*,3219
Other,6935,Late Rm.Priv.Med. Surg.,
Other,3967,CALCIUM CARBONATE (CALCIUM CARBONATE SUSP (U/D)) 1250 MG = 5 ML (Dosage Form = SUSP),1.7
Other,4729,ESTRADIOL (ESTRACE TAB) 2 MG = 1 TAB (Dosage Form = TAB),2.4
Other,9387,Balance Therapeutic Activity - OT,73
Other,2155,MDI / Inhalation Treatment,335
Other,8321,Fiducial Marker Vial *92195403,370
Other,10628,Graft Ring SW 91960690*,2508
Other,11362,CLONIDINE HCL (CATAPRES 0.1MG/ML ORAL SOL-3ML) 0.3 MG = 3 ML (Dosage Form = SOLUTION),6.25
Other,9850,ADENOSINE (ADENOSINE) 6 MG = 2 ML (Dosage Form = VIAL),22.5
Other,2186,"EEG, Extended,Over 1 Hr.",3712
Other,3545,RISEDRONATE SODIUM 5 MG TAB (Actonel) (Dosage Form = TAB),27.65
Other,1604,Insulin AutoAntibody - R,84
Other,10329,IGH Variable Mutation Analysis - R,789
Other,12287,ALBUTEROL SULFATE (PROAIR HFA (8.5GM)) 90 MCG = 1 PUFF (Dosage Form = HFA AER AD),187.3
Other,10974,Electrophoretic Fract. Other Fld,119
Other,7904,Bacterial Antigens - R,128
Other,7986,POTASSIUM PHOSPHATE (POTASSIUM PHOSPHATE (MMOL) INJ) 45 MMOL = 15 ML (Dosage Form = VIAL),75.85
Other,2730,"Stent,Arterial",4144
Other,11815,Medtronic Centerpiece 19 X 47 mm,18703
Other,2279,Massage OT Ea 15 Min,72
Other,12251,Loop Recorder Tool,418
Other,810,Inferior Venacavagram S&I,3385
Other,8426,AZITHROMYCIN (ZITHROMAX INJ PEDS/AZITHROMYCI) 500 MG = 5 ML (Dosage Form = VIAL),78.6
Other,9599,Lens SN6AT3 Corrective (P) 92248749*,666
Other,1412,Potassium Serum,30
Other,6965,Room Charge-MICU,3722
Other,10943,In situ Hybrid each probe(FISH) - R,386
Other,6720,"Tube,Connect Hi-Pres",98
Other,3753,AZTREONAM (AZACTAM/AZTREONAM) 2000 MG = 1 VIAL (Dosage Form = VIAL),112
Other,12270,Mesh Prolene Hernia System LG,1861
Other,4832,FOSFOMYCIN TROMETHAMINE (MONUROL 3 GM SACHET) 3 GM = 1 EACH (Dosage Form = PACKET),86.9
Other,4302,Connectors All Sizes,39
Other,3821,Bedside Procedure,484
Other,5203,LAMOTRIGINE (LAMICTAL TAB) 100 MG = 1 TAB (Dosage Form = TAB),6.85
Other,2633,Guidewire Fasdaser 14,962
Other,6592,TRAZODONE HCL (DESYREL TAB) 50 MG = 1 TAB (Dosage Form = TAB),1.35
Other,10252,ROPIVACAINE HCL (NAROPIN 0.5% INJ (30ML)) 150 MG = 30 ML (Dosage Form = VIAL),68.3
Other,4841,FUROSEMIDE (LASIX ORAL SOLN (GEN EQUIV)U/D) 40 MG = 5 ML (Dosage Form = SOLN),5.1
Other,2289,Cognitive Skills Speech per 15 minutes,53
Other,2113,Duplex Scan,263
Other,9990,In Situ Hybrid Manual Each,631
Other,2403,Code Trauma/Critical Care,1895
Other,69,Biopsy Of Neck/Chest,2086
Other,12253,Column Chromatography non specified - R,188
Other,4074,Cath Foley 5Cc 30FR,55
Other,12206,Glucose Tolerance 1 Hr,31
Other,4488,DIAZEPAM (VALIUM TAB (GEN EQUIV)) 2 MG = 1 TAB (Dosage Form = TAB),1
Other,12437,FILGRASTIM-SNDZ (ZARXIO) 480 MCG = 0.8 ML (Dosage Form = SYRINGE),995.65
Other,10753,Bone Biopsy Open,4133
Other,5515,ETHAMBUTOL HCL (MYAMBUTOL TAB (GEN EQUIV.)) 400 MG = 1 TAB (Dosage Form = TAB),5.6
Other,122,Strap Unna Boot,301
Other,11452,DBM Orthoblend Grafton LG 15ml,3355
Other,2059,Stress Echocardiogram,762
Other,9499,Xibrom 0.09% eye drops 2.5ml (Bromfenac sod),0
Other,4126,Cath Trocar 24FR,105
Other,1003,"Milk Scan,Peds.",1468
Other,9572,SODIUM CHLORIDE (SODIUM CHLORIDE 14.6% CONC INJ) 2.5 MEQ = 1 ML (Dosage Form = VIAL),3
Other,3782,Bag Resuscitat Pediat Blue,128
Other,9529,PTA Tibial/Peroneal each Add'l,10651
Other,5716,OPIUM/BELLADONNA ALKALOIDS (B & O SUPPRETTES NO.16-A) 60 MG = 1 SUPP (Dosage Form = SUPP),87.9
Other,13027,CYCLOPENTOLATE HCL (CYCLOGYL 1% OPTH DROPS (15ML)),126.4
Other,2480,Screws Neuro,
Other,1005,Schilling Test,1039
Other,6896,ROCURONIUM BROMIDE (ZEMURON INJ) 50 MG = 5 ML (Dosage Form = VIAL),63.85
Other,2050,Percutaneous Balloon Aortic Valvuloplasty,10952
Other,8460,AFP Open Spina Bifida - R,43
Other,232,Bx Lymph Node,4844
Other,11740,BUPRENORPHINE HCL/NALOXONE HCL (SUBOXONE 12MG/3MG FILM) 1 EACH = 1 EACH (Dosage Form = FILM),52.7
Other,5973,FLUPHENAZINE HCL (PROLIXIN 5 MG TAB (GEN EQUIV)) 5 MG = 1 TAB (Dosage Form = TAB),4.15
Other,12457,Expander Tissue 133SV Tab 200-375cc,2614
Other,3819,Bed Matt Scales S/G,
Other,3981,Cann Nasal 1312,
Other,1402,PTH - Intact,276
Other,12703,METHYLENE BLUE (PROVAYBLUE) 50 MG 10 ML VIAL,139.65
Other,9777,Trial Product / Device (P),1
Other,4306,CARVEDILOL (COREG TAB) 12.5 MG = 1 TAB (Dosage Form = TAB),5.4
Other,8945,Cement Mixer 56036*,198
Other,8787,Aerobic Isolate Definitive 20,122
Other,11905,Baha Implant BI300 3/4mm 92275694*,4471
Other,1000,NM Spect Liver,2174
Other,4969,HYDROCORTISONE VALERATE (WESTCORT 0.2% OINT 45GM) 1 APP = 1 APP (Dosage Form = OINT),440.4
Other,13187,BUTORPHANOL TARTRATE (STADOL INJ (GEN EQUIV)) 1 MG = 1 ML (Dosage Form = VIAL),14.95
Other,1522,D - Dimer,69
Other,9761,"NPH, HUMAN INSULIN ISOPHANE (HUMULIN N) 100 UNITS = 1 ML (Dosage Form = VIAL)",60.9
Other,2306,Selective Debridement Pt,506
Other,10294,Kit Accy Lead Rev 1x8 30-75cm 92242429*,1586
Other,11038,Durata Dual Coil SJ4,18584
Other,6903,ZINC OXIDE (ZINC OXIDE 20% OINT (30GM)) 1 APP = 1 APP (Dosage Form = OINT),5
Other,2304,Work Condit Init 2 Hrs,272
Other,2388,Estab Outpt E/M Visit Lvl 5,339
Other,12803,BC Filmarray 9,54
Other,6177,Right or Left Renal PTA and Stent,
Other,13026,Optiray Contrast 300 150ml per ML,3
Other,6328,STAVUDINE (ZERIT CAP) 40 MG = 1 CAP (Dosage Form = CAP),19.5
Other,645,Foot Complete 3 ViewsRT,279
Other,12139,Panel 1.5 Small 85 x 53 x 0.6,2420
Other,5494,MOXIFLOXACIN HCL (VIGAMOX 0.5% EYE DROPS) 1 DROPS = 1 DROPS (Dosage Form = DROPS),200.65
Other,4611,"Drain,Biliary Coop Loop",456
Other,12309,Hips Bilateral w Pelvis 3-4 Views,314
Other,2952,Epogen 4000U/Ml Vial,173
Other,5530,PRIMIDONE (MYSOLINE TAB) 250 MG = 1 TAB (Dosage Form = TAB),3.1
Other,8218,Arm Sling X Small 13524*,10
Other,1821,Dilution multiantimicrobial Sensi,222
Other,9437,E-Stim (unattended) other than Wound Care OT,48
Other,5889,"Pouch Uros 2 3/4"" 3904",266
Other,8310,EMG w/Guide Chemodegenervation,59
Other,346,Inj Suprascapular Nerve,1313
Other,8992,"Agglutinins, Febrile each Antigen 2 - R",68
Other,13004,TALC STERILE POWDER 4 GM (STERITALC W NEBULIZER) INTRAPLEULRA Dosage Form = VIAL,310.8
Other,6889,ZALEPLON (SONATA CAP) 5 MG = 1 CAP (Dosage Form = CAP),8.1
Other,6419,CIMETIDINE HCL (TAGAMET LIQ (GEN EQUIV) (4OZ)) 300 MG = 5 ML (Dosage Form = LIQUID),136.3
Other,9232,THEOPHYLLINE 400MG/500ML D5W (THEOPHYLLINE 400MG/D5W 500ML) 400 MG = 500 ML (Dosage Form = IV SOLN.),29.25
Other,6641,Tube Endo Uncuff 5.5,
Other,2381,Estab Outpt E/M Visit Lvl 4,339
Other,6729,Tubing Hydroflex Arth,427
Other,4334,LOSARTAN POTASSIUM (COZAAR) 25 MG = 1 TAB (Dosage Form = TAB),3.9
Other,12103,MINOCYCLINE HCL (MINOCIN INJECTION) 100 MG = 1 VIAL (Dosage Form = VIAL),312.45
Other,1018,NM Myocardial Perfmulti Study,2488
Other,9961,Lead Blood Level,80
Other,1491,HCG (Preg. Test) Serum,64
Other,1474,Uric Acid,30
Other,10934,Cath Place Carotid/INOM Intracranial Arterial,5504
Other,8386,Drainage Kit Aspira *92194984,2763
Other,11446,DBM Strip Grafton 8x1x10,2784
Other,3197,RANITIDINE 50MG/50ML (ZANTAC/RANITIDINE 50MG PM) 50 MG = 50 ML (Dosage Form = PB),18.45
Other,137,Pericardiocentesis,2117
Other,3431,OXALIPLATIN (ELOXATIN/OXALIPLATIN) 50 MG = 10 ML (Dosage Form = VIAL),508.05
Other,2857,Pre-Op Rehab 10-15 Visits,1280
Other,464,MRI Chest,3220
Other,12101,Anchor Spartan 5.5mm Peek,1019
Other,2670,Mesh 6X6 Pmh,579
Other,6877,ALPRAZOLAM (XANAX TAB (GEN EQUIV)) 1 MG = 1 TAB (Dosage Form = TAB),3.2
Other,5176,Kit Vivonex Jejunostomy,488
Other,8290,ES Visit L1 w/o Procedure,148
Other,2493,Mt Dual Chamber Icd Pacer,38626
Other,12361,MINERAL OIL (MINERAL OIL (473ML)) 473 ML = 473 ML (Dosage Form = OIL),6.15
Other,10038,Alloderm 8x16 XThick per SQCM  92219914*,120
Other,13116,Catheter Balloon Coda Cook 120-32,1143
Other,8144,Cast Foot,539
Other,13161,Catheter MultiCross,2309
Other,12121,Drill Twist 1.1 x 38 / 7mm Stop,513
Other,3222,STREPTOMYCIN SULFATE (STREPTOMYCIN SULFATE INJ) 1000 MG = 1 VIAL (Dosage Form = VIAL),18.35
Other,9942,"Glidescope/Laryngoscope Blade 0,1,2 (P)*",85
Other,9088,FAMOTIDINE (PEPCID INJ) 20 MG = 2 ML (Dosage Form = VIAL),2.75
Other,2283,Mobil/Manual Ther Pt Ea 15 Min,95
Other,8380,Delivery Room Use,1074
Other,6141,ROSUVASTATIN CALCIUM (CRESTOR TAB) 20 MG = 1 TAB (Dosage form = TAB),1.45
Other,9001,DRONEDARONE HYDROCHLORIDE (MULTAQ) 400 MG = 1 TAB (Dosage Form = TAB),13.5
Other,654,MRI Femur WO Contrast Left,3408
Other,8157,Central Line Less Than 5 Years,1794
Other,1303,"Iron,Total Serum",55
Other,6870,Wound Debrid & Dress Small,551
Other,4498,FLUCONAZOLE (DIFLUCAN) 150 MG = 1 TAB (Dosage Form = TAB),37.1
Other,8745,Complete Echo w/ Doppler and Colorflow,1243
Other,10165,Adenovirus Detection EIA - R,107
Other,391,Destruction by Neurolytic wwo S&I Celiac Plexus,1892
Other,9495,"Carnitine, Total and Free - R",35
Other,2416,Prev Med Couns Grp 30 Min,34
Other,10721,Shunt Assembly Strata II 92215995*,7791
Other,11088,Harmonic Wave 18S 92212448*,1242
Other,6783,Valve Suct Rlv2100,147
Other,3136,NALBUPHINE HCL (NUBAIN INJ) 200 MG = 10 ML (Dosage Form = INJ),70.95
Other,10593,Clsd TX FX Care Complex Bilateral,1112
Other,4746,ETHYL ALCOHOL (DEHYDRATED ALCOHOL 98% (5ML)) 5 ML = 1 AMP (Dosage Form = INJ),144.3
Other,12112,Plate Cranial 1.5 Reg Str 6 Hole,513
Other,2174,Oximeter/Day,292
Other,5258,FLUOCINONIDE (LIDEX 0.05% GEL (GEN EQ) 60 GM) 1 APP = 1 APP (Dosage Form = GEL),143.6
Other,10318,Insert Cath Ren Art 2nd + Bilateral,5345
Other,1907,Analyze 20-25 Cells - R,340
Other,8484,Cath Hexapolar All Curves,2850
Other,11551,Thyroid Imaging with Uptakes and Measurements,1943
Other,10671,Spectra Laser Fiber 92272051*,364
Other,8486,"Histamine Determination, Ur - R",84
Other,1863,Herpes Simplex Virus PCR - R,286
Other,6561,Transep Needle Daig Brk-1,759
Other,4440,DESOXIMETASONE (TOPICORT LP 0.05% CREAM (60GM)) 1 APP = 1 APP (Dosage Form = CREAM),525.05
Other,12900,Anti-IGE Receptor Ab-R,251
Other,13167,Catheter Cat RX Indigo,2733
Other,2216,"EMG ,Nerve Cond,Rep,Stim,Eac",390
Other,11285,Monitoring of Interstitial Fluid Pressure,1078
Other,11598,Screw TI Cranial SD 1.6 x 4.0 92238948*,224
Other,6901,ZINC CHLORIDE (ZINC CHLORIDE INJ) 10 MG = 10 ML (Dosage Form = VIAL),14.05
Other,2502,Peripheral Compliant Balloon,650
Other,719,XR-Abd Single Ap View,279
Other,6275,SODIUM BICARBONATE (NA BICARB 4.25% INJ  10ML) 5 MEQ = 10 ML (Dosage Form = SYRING),49.2
Other,12999,DOXORUBICIN HCL LIPOSOMAL (DOXIL/DOXORUBICIN LIPOSOMAL) 50 MG = 25 ML (Dosage Form = VIAL),5494.35
Other,9874,CLINIMIX (PLAIN) 5%-15% (CLINIMIX (PLAIN) 5%-15%) 2000 ML = 2000 ML (Dosage Form = BOTTLE),333.7
Other,2198,Infrared,48
Other,9329,AMPHET ASP/AMPHET/D-AMPHET (ADDERALL TAB) 30 MG = 1 TAB (Dosage Form = TABLET),4.35
Other,11852,Duragen Plus 1 x 1 92275405*,1002
Other,116,Long Leg Splint-OT,227
Other,3889,Bndg Esmark 4In,69
Other,5654,KETOCONAZOLE (NIZORAL 2% SHAMPOO (120ML) 1 APP = 1 APP (Dosage Form = SHAMPO),67.3
Other,1905,Chrom 2 Karyo With Banding - R,637
Other,4731,ESTRADIOL (ESTRACE VAG CR.) 1 GM = 1 GM (Dosage Form = CRM),349.7
Other,8671,Beta-2 Glycoprotein 1Ab IgM - R,75
Other,3772,Bag Ambu Infant,223
Other,1044,NM Tumor Local Mult,1435
Other,9623,Durepair 4x5 (P) 92251990*,2809
Other,9310,COLLAGENASE CLOSTRIDIUM HIST. (SANTYL OINMENT (30GM)) 1 APP = 1 APP (Dosage Form = OINT.(GM)),280.8
Other,10563,EGraft Elogix Limb Extension,5892
Other,6409,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 200 MCG = 1 TAB (Dosage Form = TAB),1.6
Other,8707,Estrogen Total - R,80
Other,4904,Guide Mammo Probe G014F,61
Other,13122,PRIVIGEN/IVIG 10% VIAL 40GM/400ML,12337.95
Other,11807,Medtronic Centerpiece 22 X 21 mm,17936
Other,662,MRI LE Non Joint WO Contrast RT,3128
Other,4921,Head Cutting Dermatome 3295,98
Other,463,CT Chest W/Contrast,1876
Other,7888,Integra Head / Toe Ea Addl 100 SQCM,527
