ITEM #,ITEM DESCRIPTION,ITEM PRICE
26070920,"HEPARIN (HEPARIN) INJ:10,000UNITS/ML",12.08 
26070922,GLUCOSAMINE CHONDROITIN CAP: 1.5GM/1.2GM,3.15 
26070923,LOVENOX 150MG (ENOXAPARIN NA):IN,168.30 
26070924,NAMENDA (MEMANTINE HCL)TAB: 10MG,61.04 
26070925,DEPAKOTE-ER(DIVALPROEX)TAB:250MG,7.86 
26070926,NOVOLOG 70/30 (ASPARTAIN/PROTOMINE)MIX,4.99 
26070927,HUMULIN-N (INSULIN-HUMAN N)INJ:1ML,4.99 
26070928,HUMULIN-R (INSULIN-HUMAN R)INJ:1ML,4.99 
26070929,ALCAINE (PROPARACAINE) OPTH: .5%,54.20 
26070930,NIZORAL (KETOCONAZOLE)SHAMPOO: 2%,34.44 
26070931,MIDOL COMPLETE TAB:24 CAPLETS,16.79 
26070932,LET SOLUTION (LID/EPI/TETRA)INJ:5 ML,9.98 
26070933,RYTHMOL SR (PROPAFENONE HCL)CAP: 425MG,24.37 
26070934,DEMEROL 500MG/50ML BAG PCA:10MG/ML,159.58 
26070935,VICOPROFEN (HYDROCOD/IBUPROF)TAB:7.5-200,6.04 
26070936,HCTZ TAB:25MG,3.83 
26070937,HCTZ TAB:50MG,3.83 
26070938,HYCROCORTISO (HYDROCORTISONE .5%):1OZ,8.93 
26070939,HYDROCORTISONE CREAM:1% 30GM,15.80 
26070940,DILAUDID     (HYDROMORPHONE HCL)INJ:2MG,12.08 
26070941,SPIRIVA(TIOTROPIUM):HANDIHALER 6 CAPS,73.49 
26070942,LIDODERM 5% PATCH (LIDOCAINE): 5%,20.42 
26070943,KETEK (TELITHROMYCIN)TAB:  400MG,21.21 
26070944,VISTARIL (HYDROXYZINE 1ML VL)INJ:50MG/ML,12.08 
26070950,ICAR-C PLUS SR (VIT C/FA/B12/FE): CAP,16.17 
26070951,SYNTHROID TAB:  175MCG,3.68 
26070952,INFED (IRON DEXTRAN) INJ:100MG/2ML,96.02 
26070953,IMIPRAMINE (IMIPRAMINE HCL)TAB:10MG,3.89 
26070954,IMIPRAMINE (IMIPRAMINE HCL) TAB:25MG,4.78 
26070955,IMIPRAMINE (IMIPAMINE HCL) TAB:50MG,5.72 
26070956,IMODIUM (LOPERAMIDE HCL) CAP:2MG,5.09 
26070957,INDERAL (PROPRANOLOL HCL) INJ:1MG/ML,70.93 
26070958,INDERAL (PROPRANOLOL HCL) TAB:10MG,3.83 
26070960,ACTONEL (RISEDRONATE NA)TAB:  35MG,58.83 
26070961,MONSEL'S PASTE,31.75 
26070962,INDERAL LA (PROPRANOLOL HCL)CAP:80MG,7.35 
26070963,INDERAL LA (PROPRANOLOL HCL LA)CAP:120MG,7.67 
26070964,SYMBYAX (OLANZ/FLUOX)CAP:  12/25,40.82 
26070965,ACTOS(PIOGLITAZONE)TAB:45MG,24.14 
26070966,INDIGO CARM (INDIGOSULF).8% INJ:40MG/5ML,40.11 
26070967,INDOCIN (INDOMETHACIN) CAP: 25MG,4.62 
26070968,CYMBALTA(DULOXETINE)CAP:30MG,13.08 
26070982,INSULIN DOSE,36.07 
26070986,IPECAC SYRUP : 30ML DOSE,7.35 
26070992,ISONIAZID (ISONIAZID) TAB:100MG,3.83 
26070994,VERAPAMIL DRIP 100ME/250ML NS,12.08 
26070999,ISORDIL (ISOSORBIDE DINITRATE) TAB:10MG,3.83 
26071000,ISORDIL (ISOSORBIDE DINITRAT) TAB:20MG,3.83 
26071002,ISORDIL (ISOSORBIDE DINITRATE):5MG,3.83 
26071003,ISORDIL TEMB (ISOSORB DINIT CR)TAB:40MG,5.09 
26071011,URECHOLINE (BETHANECHOL CHLOR)TAB:25MG,7.35 
26071013,URISED (METHENAMINE/BELL/MB/P)TAB,4.15 
26071014,URISPAS (FLAVOXATE HCL) TAB:100MG,7.35 
26071017,UROQUID (UROQUID ACID NO 2)TAB,3.83 
26071018,MAALOX SUSP/MAALOX PLUS(AL/MG HYDRO)30ML,4.57 
26071021,MACRODANTIN (NITROFURANTOIN) CAP:50MG,5.41 
26071024,MAG SULFATE (MAGNESIUM SULF)INJ:1GM/2ML,12.08 
26071025,MAG SULFATE (MAG SULF 5GM) INJ:10ML,12.08 
26071029,MANNITOL INJ:0.25GM/ML 50ML,12.08 
26071033,MARCAINE (BUPIVACAINE HCL)INJ:.25%/30ML,22.52 
26071034,MARCAINE (BUPIVACAINE HCL)INJ:O.5% 30ML,23.89 
26071044,MEDROL (METHYLPREDNISOLONE) TAB:4MG,4.78 
26071048,MELLARIL (THIORIDAZINE HCL) TAB: 10MG,3.83 
26071050,MELLARIL (THIORIDAZINE HCL) TAB:25MG,5.25 
26071053,MEPERGAN FORTIS (MEPERIDINE/PROMETH)CAP,5.09 
26071055,FLAGYL (METRONIDAZOLE) TAB:250MG,4.15 
26071056,FLEXERIL (CYCLOBENZAPRINE HCL) TAB:10MG,6.67 
26071058,FLEET (FLEE PHOSPHO SODA)LIQ:90ML,11.55 
26071061,FLUOR-I-STRI (FLUOR-I-STRIPS),3.83 
26071062,FOLIC ACID (FOLIC ACID) TAB:1MG,3.89 
26071072,TALWIN (PENTAZOCINE LACTATE)INJ:30MG/1ML,21.74 
26071075,TALWIN NX (PENTAZOCINE/NALOXONE) TAB,6.67 
26071082,TEGRETOL (CARBAMAZEPINE) TAB:200MG,4.04 
26071085,TENORMIN (ATENOLOL) TAB:50MG,6.09 
26071088,TESSALON (BENZONATATE) CAP:100MG,5.78 
26071090,TET/DIP (TETANUS-DIPHTH TOXOID) INJ:.5ML,93.47 
26071091,TETANUS (TETANUS IMMUNE GL SYN)INJ:250U,388.03 
26071092,TETANUS (TETAN TOX ADSORB 5ML)INJ:.5ML,42.00 
26071093,TETRACYCLINE (TETRACYCLINE HCL)CAP:250MG,3.83 
26071094,TETRACYCLINE (TETRACYCLINE HCL)CAP:500MG,3.83 
26071096,SLO-BID (THEOPHYLLINE) CAP:100MG,3.83 
26071099,THEO-DUR SPR (THEOPHYLLINE) CAP:125MG,3.83 
26071103,THERAGRAN M (MULTIVITAMIN/MIN) TAB,3.83 
26071104,THIAMINE INJ(THIAMINE HCL):100MG/1ML 2ML,12.08 
26071105,THORAZINE (CHLORPROMAZ 25MG/ML)INJ:1ML,15.70 
26071109,THORAZINE (CHLORPROMAZINE) TAB:25MG,3.83 
26071111,THYROID (THYROID) TAB:60MG,3.83 
26071112,TIGAN 100MG/ML (TRIMETHOBENZAM HCL)2ML,22.21 
26071115,TIGAN(TRIMETHOBENZ)PED SUPP:100MG,7.34 
26071116,TIGAN (TRIMETHOBENZAMIDE HCL)SUPP:200MG,6.67 
26071118,TIMOPTIC (TIMOLOL MAL)OPTH DRPS:.25% 5CC,58.43 
26071119,TIMOPTIC (TIMOLOL MALEATE)DRPS:0.5% 10CC,67.20 
26071120,TINACTIN (TOLNAFTATE 15GM) CREAM:1%,10.71 
26071125,TOLECTIN-DS (TOLMETIN NA) TAB:400MG,7.35 
26071129,TOPICORT (DESOXIMETASONE 15GM)CR:.25%,76.18 
26071131,TRANSDERM NTG PATCH:0.1MG/HR,7.35 
26071132,TRANSDERM-NI  PATCH:0.2MG/HR,7.67 
26071133,TRANSDERM NTG PATCH:0.4MG/HR,7.67 
26071134,TRANSDERM-SC (SCOPOLAMINE BASE 1.5MG),21.63 
26071135,TRANXENE T (CLORAZEPATE 3.75 MG),6.98 
26071136,TRANXENE (CLORAZEPATE DIPOTASS)TAB:7.5MG,7.35 
26071158,TUSSI-ORG (COD/GUAIFENISIN):5ML,3.83 
26071159,TUSSI-ORG (COD/GUAIFENISIN):10ML,3.83 
26071163,TYLENOL(ACETAMINOPHEN)DROPS:BOTTLE CHAR.,15.23 
26071164,TYLENOL ELIX (ACETAMIN):32MG/ML 10ML,1.84 
26071165,TYLENOL(ACETAMINOPHEN)DROPS:1ML DOSE,0.95 
26071166,TYLENOL TAB:325MG,0.32 
26071167,TYLENOL(2X325MG)TAB:650MG,0.74 
26071169,TYLENOL TAB:500MG,0.37 
26071170,TYL/COD (APAP/COD ELX 5ML),4.78 
26071173,TYLENOL #3 (APAP/CODEINE)TAB:300/30MG,3.83 
26071175,TYLOX (OXYCODONE/APAP) CAP,6.30 
26071176,PROLIXIN (FLUPHENAZINE HCL) TAB:1MG,5.41 
26071177,PROLIXIN (FLUPHENAZINE HCL) TAB:5MG,4.46 
26071178,PHENERGAN (PROMETH):25MG/ML INJ,12.08 
26071179,PHENERGAN AMP(PROMETHAZINE HCL):50MG/ML,23.15 
26071186,PROSTIGMIN (NEOSTIG METH)INJ:1/1000 10ML,22.26 
26071188,PROSTIN E-2 (PROSTIN E-2) SUPP,"1,485.80 "
26071189,PROTAMINE SU (PROTAMINE SO4)INJ:50MG/5ML,18.59 
26071190,PROVENTIL-HFA (ALBUTEROL MDI 17GM)INH,66.14 
26071195,PYRIDIUM (PHENAZOPYRIDINE) TAB:100MG,4.15 
26071197,VALISONE (BETAMETHAS VALERAT 15GM)CR:.1%,20.32 
26071199,VALIUM INJ(DIAZEPAM):5MG/ML 2ML,12.08 
26071200,VALIUM (DIAZEPAM) TAB:2MG,3.83 
26071201,VALIUM (DIAZEPAM) TAB:5MG,3.83 
26071215,VIBRAMYCIN (DOXYCYCLINE HYCLATE)CAP:50MG,5.72 
26071221,VICON FORTE (MULTIPLE VITAMIN) CAP,3.83 
26071228,VIT E (VITAMIN E) CAP:400IU,3.83 
26071232,VISINE (VISINE).059% DROPS : 15ML,15.07 
26071235,VISTARIL (HYDROX PAM)CAP:25MG,3.83 
26071236,VISTARIL (HYDROXYZINE PAMOATE) CAP:50MG,3.83 
26071238,VISTARIL (HYDROXY PAMOA)SUSP: 25MG/5ML,97.25 
26071250,WATER FOR INJ/STERILE:20ML,12.08 
26071255,DEMEROL (MEPERIDINE TUBEX) INJ:25MG,12.08 
26071256,DEMEROL (MEPERIDINE TUBEX) INJ:50MG,12.08 
26071257,DEMEROL TUBEX(MEPERIDINE):75MG,12.08 
26071258,DEMEROL (MEPERIDINE TUBEX) INJ:100MG,12.08 
26071259,DEMEROL (MEPERIDINE) TAB:50MG,5.09 
26071263,METAMUCIL (PSYLLIUM INDIVIDUAL PAK),3.83 
26071264,METHERGINE (METHYLERGONOVINE) INJ:.2MG,17.33 
26071265,METHERGINE (METHYLERGONOV MALE)TAB:.2MG,5.72 
26071268,MICRONASE (GLYBURIDE) TAB: 2.5MG,3.83 
26071269,MICRONASE (GLYBURIDE) TAB:5MG,6.04 
26071270,MILK OF MAGN (MAGNESIUM HYD):30ML,4.15 
26071278,MINERAL OIL (MIN OIL) LIQ : 30ML,3.83 
26071279,MINIPRESS (PRAZOSIN HCL) CAP:1MG,3.83 
26071281,MINIPRESS (PRAZOSIN HCL) CAP:5MG,5.09 
26071287,MONISTAT 7 (MICONAZ NITR 45GM W/APP)CR,41.95 
26071288,MONISTAT 7 (MICONAZ NITR) SUPP:100MG,7.35 
26071290,MORPHINE TUBEX(MORPHINE SO4)INJ:10MG,12.08 
26071291,MORPHINE (MORPHINE SO4 TUBEX) INJ:15MG,12.08 
26071292,MOTRIN (IBUPROFEN) TAB:200MG,3.83 
26071293,MOTRIN (IBUPROFEN) TAB:400MG,3.83 
26071294,MOTRIN (IBUPROFEN) TAB:600MG,3.83 
26071296,MYAMBUTOL (ETHAMBUTOL HCL) TAB:400MG,5.09 
26071298,MYCOLOG (NYSTATIN/TRIAM) OINT : 15GM,66.31 
26071301,MYCOSTATIN (NYSTATIN 500000) TAB,5.41 
26071307,MYLICON-80 (SIMETHICONE) TAB:80MG,3.83 
26071309,MYSOLINE (PRIMIDONE) TAB:250MG,5.72 
26071312,CALCIUM CHLO (CALCIUM CHLORIDE)SYR:1 GM,19.64 
26071313,CALCIUM GLUC (CALCIUM GLUC 10%)INJ:50ML,18.01 
26071314,CALCIUM GLUC (CALCIUM GLUCON)TAB:500MG,3.83 
26071319,CAFFEINE (CAFFEINE AND SODIUM)INJ:500MG,81.74 
26071320,CALAMINE (CALAMINE) LOTION:40Z,10.71 
26071327,CAPOTEN (CAPTOPRIL) TAB:25MG,5.51 
26071330,CARAFATE (SUCRALFATE) TAB:1GM,6.98 
26071335,CATAPRES (CLONIDINE HCL) TAB: 0.1MG,5.25 
26071336,CATAPRES (CLONIDINE HCL) TAB: 0.2MG,6.35 
26071337,CATAPRES (CLONIDINE HCL) TAB: 0.3MG,5.09 
26071338,CECLOR (CEFACLOR):125MG/5ML 75ML,53.87 
26071339,CECLOR (CEFACLOR) CAP:250MG,10.03 
26071341,CELESTONE INJ(BETA-METHASONE):60MG/10ML,131.99 
26071342,CELESTONE DOSE (BETAMETH) 6MG/ML),9.98 
26071347,CEPACOL (CEPACOL LOZENG   BOX),10.92 
26071348,CEPASTAT (LOZENGES 8/PK LOZ'S),7.67 
26071351,CEPHULAC 10GM/15ML (LACTULOSE: 30ML DOSE,13.39 
26071353,CETACAINE (BUTAMBEN/TETRACAIN/BE)SPRAY,257.25 
26071357,CHLOR-TRIMET (CHLORPHENIR. MALE)TAB:4MG,0.63 
26071359,CHLOR-TRIM (CHLORPHENIR MALE)TAB:8MG CR,0.63 
26071362,CHLOR HYDRATE LIQ: 500MG/5ML UD,3.83 
26071363,CHLORASEPTIC LOZENGE (VICKS C & T):IND,0.63 
26071364,CHLORASEPTIC SPRAY:180ML,16.54 
26071365,LIBRIUM (CDP) CAP:5MG,3.83 
26071378,MAG CITRATE (CITRATE OF MAG)LIQ:  10OZ,7.35 
26071380,CLEOCIN (CLINDAMYCIN HCL) CAP:150MG,8.03 
26071382,CLINORIL (SULINDAC) TAB:150MG,6.67 
26071383,CLINORIL (SULINDAC) TAB:200MG,7.35 
26071387,COGENTIN (BENZTROPINE MESYL)INJ:2MG/2ML,34.91 
26071388,COGENTIN (BENZTROPINE MESYLATE)TAB:2MG,3.83 
26071391,COLCHICINE (COLCHICINE) TAB:.6MG,3.83 
26071398,COMPAZINE  5MG/ML)INJ:2ML,21.11 
26071402,COMPAZINE TAB:5MG,5.09 
26071403,COMPAZINE (PROCHLORPER MAL) TAB:10MG,6.35 
26071406,COMPAZINE SUPP:25MG,16.43 
26071417,CORTISP (BACI/POLYMYX/NEOMY HC)OINT:45GM,134.51 
26071418,CORTISPORIN (BACI/POLY/NEO/HC)OINT:3.5GM,25.46 
26071419,CORTISP (NEO/POLYM/BAC HC)OPTH SOL:7.5ML,149.42 
26071420,CORTISP (NEO/POLY/HC)OTIC DROP:1% 10ML,71.30 
26071423,COUMADIN (WARFARIN NA) TAB:5MG,5.72 
26071424,COUMADIN (WARFARIN NA) TAB:7.5MG,6.98 
26071426,VIT B-12 (CYANOCOBALAMIN) INJ:1MG,12.08 
26071435,PAMELOR (NORTRIPTYLINE HCL) CAP:10MG,4.15 
26071436,PAMELOR (NORTRIPTYLINE HCL) CAP:25MG,6.04 
26071443,PARLODEL (BROMOCRIPTINE MESYL)TAB:2.5MG,7.67 
26071446,PEN-VEE-K (PENICILLIN V K) TAB:250MG,3.83 
26071447,PEN-VEE-K (PEN V K 125MG/5ML)SUSP:5ML,3.83 
26071448,PEN-VEE-K (PENICIL V K 250/5M)SUSP:5ML,3.83 
26071450,PERCOCET (APAP/OXYCODONE 5-325) TAB,6.93 
26071454,PERIACTIN (CYPROHEPTADINE HCL) TAB:4MG,4.04 
26071455,PERSANTINE (DIPYRIDAMOLE) TAB:25MG,3.83 
26071456,PERSANTINE (DIPYRIDAMOLE) TAB:50MG,3.83 
26071464,PHENERGAN (PROMETHAZINE HCL) TAB:50MG,3.83 
26071465,PHENERGAN (PROMETH)SYR:6.25MG/5ML,3.83 
26071466,PHENERGAN/COD (PROMETH/COD)SYR:5ML DOSE,3.83 
26071467,PHENERGAN (PROMETH) SUPP:12.5MG,16.85 
26071468,PHENERGAN (PROMETH) SUPP:25MG,18.38 
26071469,PHENERGAN (PROMETH) SUPP:50MG,17.59 
26071470,PHENERGAN (PROMETH) TAB:25MG,4.15 
26071471,PHENERGAN (PROMETH/PHENYL)SYR:6.25MG/5ML,3.83 
26071473,PHENOBARBITAL  INJ:65MG,12.08 
26071474,PHENOBARBITAL  :20MG/5ML,3.83 
26071476,PHENOBARBITAL  TAB:30MG,3.83 
26071477,PHENOBARB (PHENOBARBITAL) TAB:60MG,3.83 
26071479,PILOCARPINE OPTH 1% DROPS,28.98 
26071480,PILOCARPINE OPTH 2% DROPS,39.01 
26071481,PILOCAR OPTH (PILOCARPINE HCL 3% DROPS),30.03 
26071482,PILOCARPINE OPTH 4% DROPS,38.75 
26071484,PITOCIN (OXYTOCIN) INJ:10U/ML 1ML,12.08 
26071487,PLAQUENIL (HYDROXYCHLOROQUIN)TAB: 200MG,7.35 
26071489,"BACITRACIN INJ 50,000U:10ML DOSE",37.07 
26071490,POLY VI SOL (POLY VI SOL)DROPS: 50ML,20.53 
26071492,PONTOCAINE OPTH SOL(TETRACAINE):.5% 15ML,20.27 
26071493,PONTOCAINE TOP SOL(TETRACAINE):2% 30 ML,52.24 
26071497,PPD(TUBERCULIN PPD)INJ:.1ML DOSE    10ML,30.22 
26071501,PREDNISONE TAB: 10MG (1 MG),3.83 
26071503,PREMARIN (ESTROGENS CONJUGATED)TAB:.3MG,4.46 
26071504,PREMARIN (ESTROGENS CONJ) TAB:0.625MG,5.78 
26071505,PREMARIN (ESTROGENS CONJ) TAB:1.25MG,6.35 
26071507,PREMAR VAG (ESTROG CONJ)CR:.625MG 45GM,113.72 
26071508,PREMARIN (ESTROG CONJ 5ML) INJ:25MG,110.83 
26071509,PRO-BANTHINE (PROPANTHELINE BRO)TAB:15MG,4.78 
26071512,PROCAN SR (PROCAINAMIDE HCL) TAB:500MG,6.35 
26071514,PROCARDIA (NIFEDIPINE) CAP:10MG,4.78 
26071516,PROCTOFOAM (HYDROCORT/PRAMOX 10GM)CR:1%,116.24 
26071521,WYCILLIN 600MU (PENICIL G PROCAINE):1ML,31.61 
26071522,WYCILLIN 1.2MU (PENICIL G PROCAINE):2ML,55.60 
26071524,WYDASE (HYALURONIDASE 1ML) INJ:150U,168.00 
26071532,NAPROSYN (NAPROXEN) TAB: 250MG,5.72 
26071534,NAPROSYN EC (NAPROXEN) : 500MG,7.35 
26071535,NARCAN (NALOXONE HCL) INJ:0.4MG/ML,26.57 
26071538,NAVANE (THIOTHIXENE) CAP:2MG,3.83 
26071539,NAVANE (THIOTHIXENE) CAP:5MG,5.25 
26071552,NEO-SYNEPHRINE AMP(PHENYLEP):10MG/ML,12.08 
26071554,NEO-SYNEPH (NEO-SYN NAS).25% SPY:1.3 OZ,14.86 
26071555,NEO-SYNEPHRINE NAS SPY(PHENYLEPHR):0.5%,15.59 
26071558,NEOMYCIN (NEOMYCIN SO4) TAB:500MG,12.76 
26071561,NEOSPORIN(NEOM/POLY/GRM)OPTH SOL : 10ML,72.19 
26071562,NEOSPORIN OINT:15GM,13.02 
26071564,NEOSPOR GU(NOEM/POLY B IRR AMP10)SOL:1ML,48.20 
26071567,NIACIN (NIACIN) TAB:100MG,3.83 
26071571,NICORETTE (NIC)GUM:4MG,39.96 
26071575,NIPRIDE INJ(SODIUM NITROPRU):50MG/2ML,12.08 
26071576,NITRO-DUR II (NITROGLYCERIN).2MG/HR,7.67 
26071582,NITROL (NITROGLYCERIN) OINT:2%,5.09 
26071584,NIZORAL (KETOCONAZOLE) TAB:200MG,14.02 
26071585,NOLVADEX (TAMOXIFEN CITRATE) TAB:10MG,7.67 
26071586,NORFLEX (ORPHENADRINE CITRATE) INJ:60MG,68.20 
26071587,NORFLEX (ORPHENADRINE CITRATE) TAB:100MG,7.67 
26071590,NORPACE (DISOPYRAMIDE PHOS CAP)TAB:100MG,5.09 
26071591,NORPACE (DISOPYRAMIDE PHOS    )TAB:150MG,5.41 
26071592,NORPACE (DISOPYRAMIDE PHOS CR) CAP:100MG,6.35 
26071593,NORPACE (DISOPYRAMIDE PHOS CR) CAP:150MG,6.35 
26071600,NUBAIN (NALBUPHINE HCL) INJ:20MG/ML,12.60 
26071605,NUPERCAINAL (NUPERCAINAL)OINT: 1OZ,8.93 
26071608,GI COCKTAIL(GI COCKTAIL)COMPND ITEM:30CC,7.67 
26071612,INDOCIN SR (INDOMETHACIN) CAP:75MG,7.67 
26071619,OS-CAL-500 (CALCIUM CARBONATE) TAB:,3.83 
26071622,MAXZIDE (HCTZ/TRIAMTERENE) TAB:75/50MG,6.35 
26071623,AUGMENTIN (AMOXICILLIN/CLAV) TAB:250MG,11.71 
26071624,AUGMENTIN (AMOXICILLIN/CLAVULA)TAB:500MG,14.44 
26071625,AUGMENTIN SUSP:250MG/5ML UD,10.92 
26071626,AUGMENTIN SUSP:125ME/5ML 75ML,65.84 
26071628,ISOPTO HOMATROP(HOMATROP HBR)5%DRP: 5ML,64.10 
26071631,IV ADMIXTURE (IV ADMIXTURE),25.46 
26071632,TAGAMET (CIMETIDINE) TAB:400MG,7.35 
26071633,(ERYTH OPHTH) OINTMENT,18.59 
26071636,DEXTROSE (DEXTROSE 50%) INJ:500ML,118.13 
26071637,POT PHOSPH(POTASS PHOSPH 3MM/ML)INJ:15ML,12.08 
26071638,TRACE METALS (TRACE MET{CR/MN/Z})INJ:5ML,12.08 
26071640,LIPOSYN 10% (FAT EMULSION)INJ:500ML,124.16 
26071644,TRENTAL (PENTOXIFYLLINE) TAB:400MG,5.67 
26071645,PERI-COLACE (CASANTHRANOL/DSS) CAP,3.83 
26071646,FIORICET (APAP/CAFF/BUTAL)TAB,3.83 
26071648,PRIMAXIN (IMIPENEM/CIL) INJ:500MG,92.24 
26071652,TIMENTIN ADV (TICAR/CLAV ADDV) INJ:3.1GM,57.70 
26071653,NITROSTAT SL TAB(NITROGLYCE):0.4MG X25,21.74 
26071654,BACITRACIN (BACITRACIN) OINT UD,3.83 
26071655,SILVADENE CRM (SILVER SULFAD):1% UD,3.83 
26071657,NEOSPORIN OINT---APPLICATION ONLY!!!,3.83 
26071659,GOLYTELY (PEG/E-YTE 4000CC) LIQ:4 LITER,64.84 
26071660,DELESTROGE(ESTRAD VALERA20MG/ML):100MG,139.44 
26071663,SLOW FE (SLOW FE) TAB,3.83 
26071664,TAMBOCOR (FLECAINIDE):100MG TAB,12.29 
26071665,LORCET PLUS (APAP/HYDROCODONE):7.5/650,5.72 
26071669,METHYLENE BLUE 10ML AMP:1%,31.19 
26071671,CORTISPORIN(NEOM/POLY/HC)DRP OTIC:1%,12.50 
26071672,CORTISPORI(NEO/POL/HC)SUS OPTH APPLICATI,21.42 
26071674,INOCOR(INAMRINONE LACTATE):5MG/ML 20ML,174.62 
26071691,PITRESSIN (VASOPRESSIN 20U/ML)AMP:1ML,37.43 
26071692,AMINOSYN (AMINO ACID SOL8.5%) INJ: 500ML,118.13 
26071693,LIPOSYN 20% (FAT EMULSION) INJ:500ML,134.98 
26071694,SOD CL (SODIUM CL) INJ:23.4% 1ML,12.08 
26071696,SLO-BID GYRO (THEOPHYLLINE) CAP:200MG,4.46 
26071697,SLO-BID GYRO (THEOPHYLLINE) CAP:300MG,3.83 
26071698,THROBINAR (THROMBIN) VIAL:5000U,282.09 
26071699,THROMBINAR (THROMBIN) VIAL:10000U,241.79 
26071700,THROMBINAR (THROMBIN) VIAL:20000U,483.67 
26071705,FORTAZ 1 GRAM,56.18 
26071707,GELFOAM (GELATIN) 12-7MM,32.87 
26071710,CARDIZEM (DILTIAZEM HCL) TAB:30MG,7.56 
26071711,VASOTEC (ENALAPRIL MALEATE) TAB:5MG,6.98 
26071713,BEROCCA-PLUS (MULTI VITAMINS/MI) TAB,4.46 
26071717,VIT-B6 (PYRIDOXINE HCL) TAB:50MG,3.83 
26071723,MUCOMYST (ACETYLCYSTEINE 20%)INH:30ML,28.71 
26071724,MUCOMYST (ACETYCYSTEINE)10% INH: 10ML,7.35 
26071725,ROCEPHIN INJ:1GM (IM),117.86 
26071726,ROCEPHIN(CEFTRIAXONE):2GM VIAL ADV.,73.49 
26071729,AMIKIN 500MG/2ML,19.99 
26071740,BICITRA LIQUID(BICITRA):15ML UD,3.83 
26071743,NORCO 5(APAP/HYDROCODONE) TAB:5/325,5.09 
26071745,LOTRISONE CRM(CLOTRIM/BETAMETH):15GM,80.17 
26071747,PEDIAZOLE(ERYTH/SULF 200/600) :5ML,5.41 
26071748,BUPRENEX (BUPRENORPHINE HCL) AMP:.3MG,12.50 
26071760,CECLOR (CEFACLOR):125MG/5ML UD,6.67 
26071763,TRANDATE (LABETALOL HCL)5MG/ML-2ML DOSE,11.03 
26071764,NORMODYNE (LABETALOL HCL) TAB:200MG,5.41 
26071765,AZACTAM (AZTREONAM) INJ:1GM,68.72 
26071768,IBUPROFEN (IBUPROFEN) TAB:200MG,3.83 
26071769,MONISTAT 3(MICONAZ NITRAT)SUPP VAG:200MG,31.03 
26071774,IMURAN (AZATHIOPRINE) TAB: 50MG,7.35 
26071775,HESPAN (HETASTARCH)INJ: 500ML,67.83 
26071777,ENGERIX-B HEPATITIS VACCINE VFC,14.97 
26071780,OGEN (ESTROPIPATE) TAB: 1.25MG,5.09 
26071781,OGEN (ESTROPIPATE) TAB:.625MG,4.46 
26071782,NASALIDE (FLUNISOLIDE) .025% SPRAY: 25ML,116.13 
26071784,ZOVIRAX (ACYCLOVIR) CAP: 200MG,6.98 
26071786,GELFOAM (GELATIN 100 SQ CM SPN),111.04 
26071788,INAPSINE (DROPERIDOL) INJ: 2.5MG/1 ML,33.92 
26071790,ISOPTO-HOMATROPINE (HOMATROPINE):2% 5ML,65.26 
26071794,URIMAR T (URIMAR T) TAB:,4.46 
26071796,GARAMYCIN (GENTAMYCIN)OINT:0.1%(15GM),65.05 
26071803,NAVANE (THIOTHIXENE) CAP: 10MG,5.09 
26071804,PRONESTYL(PROCAINAMIDE HCL)INJ:100MG/ML,44.36 
26071809,SODIUM CHLOR (SODIUM CL)TAB: 1GM,3.83 
26071812,TRIDIL(NTG) 50MG/250ML INFUSION,56.96 
26071813,HALCION (TRIAZOLAM) TAB: .125MG,5.41 
26071814,MOTRIN (IBUPROFEN) TAB: 800MG,3.83 
26071815,ZINC OXIDE (ZN OXIDE)PASTE:1OZ,7.67 
26071820,DIPROL (AUG BETAMTH DP)OINT: 0.05% 15GM,66.05 
26071821,ALFENTA 2ML INJ(ALFENTANYL 500MCG/ML,32.87 
26071824,PAVULON (PANCURONIUM) INJ:1MG/ML 10ML,53.50 
26071825,NORCURON(VECURONIUM BROMIDE)INJ:10MG,60.43 
26071827,LITHIUM(LITHIUM CARBONATE) CAP: 300MG,3.83 
26071828,TUCKS (WITCH HAZEL/GLY) PADS:100'S,14.23 
26071831,EX LAX (EX LAX) TAB:,3.83 
26071835,ESTRADERM (ESTRADIOL) PATCH: .05MG/24H,11.87 
26071836,PREMARIN (ESTROGENS CONJUG) TAB:.9MG,6.04 
26071838,MYLICON (SIMETHICONE LIQ ) DROPS:30ML,12.86 
26071843,DILANTIN (PHENYTOIN) INJ: 250MG,28.98 
26071844,TEGRETOL(CARBAMAZEPINE CHEW)TAB: 100MG,3.83 
26071845,VERSED (MIDAZOLAM) INJ : 10MG/2ML,12.08 
26071846,SYR CALCIUM CHLO(CALCIUM CL)INJ: 1GM,32.50 
26071858,PV TUSSIN(CPM/HYDROCOD/PSEUDO)LIQ: 5ML,3.83 
26071862,PRED FORTE(PREDNISOLONE ACET)DROPS:1%5ML,33.81 
26071868,LANOXIN (LANOXIN ELIX): .05MG/ML-1ML,3.83 
26071873,FUNGIZONE(AMPHOTERICIN) INJ: 50ME,69.04 
26071878,ACTIDOSE AQU(ACTIV CHARCOAL H20 1X120ML,26.62 
26071880,CATAPRES TTS1 (CLONIDINE) PATCH: 0.1MG,44.26 
26071882,FLAGYL 500MG/NACL 100ML PREMIX,31.87 
