PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC
33102158,TRAY FOLEY SURESTEP LUBDRN16FR,28314537331,270, $46.50 ,,
33102159,PCH HIGH OUTPUT NATFILT2-1/4IN,28314537331,270, $11.50 ,,
33102162,BRACE KNEE HINGED EXTRA SMALL,28314537331,270, $264.00 ,,
33102163,BRACE KNEE HINGED SMALL,28314537331,270, $264.00 ,,
33102164,BRACE KNEE HINGED MEDIUM,28314537331,270, $264.00 ,,
33102165,BRACE KNEE HINGED LARGE,28314537331,270, $264.00 ,,
33102166,BRACE KNEE HINGED EXTRA LARGE,28314537331,270, $264.00 ,,
33102167,SPLINT HAND WRIST FNG ADLTNAVY,28314537331,270, $191.50 ,,
33102168,SPLINT FINGER COT FOAMLINED SM,28314537331,270, $8.00 ,,
33102169,SPLINT FINGER COT FOAMLINED MD,28314537331,270, $8.00 ,,
33102171,KIT CATH PLNDRMPRECRV19CMX36CM,28314537331,270," $1,690.50 ",,
33102172,BRACE WRIST W/BOA LEFT SMALL,28314537331,270, $225.50 ,,
33102173,BRACE WRIST W/BOA LEFT MEDIUM,28314537331,270, $225.50 ,,
33102174,BRACE WRIST W/BOA LEFT LARGE,28314537331,270, $225.50 ,,
33102175,BRACE WRIST W/BOA RIGHT SMALL,28314537331,270, $225.50 ,,
33102178,BRACE WRIST W/BOA RIGHT MEDIUM,28314537331,270, $225.50 ,,
33102179,BRACE WRIST W/BOA RIGHT LARGE,28314537331,270, $225.50 ,,
33102181,SUPPORT POSTURE CORRECTOR MD,28314537331,270, $71.50 ,,
33102182,SUPPORT POSTURE CORRECTOR M/L,28314537331,270, $71.50 ,,
33102183,SUPPORT POSTURE CORRECTOR LG,28314537331,270, $71.50 ,,
33102184,ORTHSIS KNEE COMFY BLU AD,28314537331,270, $410.50 ,,
33102185,ORTHOSIS KNEE SOFT ROM COMP MD,28314537331,270, $515.00 ,,
33102187,BRACE KNEE REDDIE X-LARGE,28314537331,270, $125.00 ,,
33102190,SPLINT FINGER COT FOAMLINED LG,28314537331,270, $8.00 ,,
33102199,SUPPORT POSTURE CORRECTOR SML,28314537331,270, $71.50 ,,
33102204,MASK MULTI VENTI,28314537331,270, $8.00 ,,
33102242,CATH SWAN GANZ VEN WO HEP7.5FR,28314537331,270, $112.00 ,,
33102244,TRAY CATH PWRTRIALYSIS SLM20CM,28314537331,270, $671.50 ,,
33102245,KIT COBAN 2LAYER LITE COMP STD,28314537331,270, $34.00 ,,
33102246,BARRIER SENS NONCONVX 3/8-2.5,28314537331,270, $8.00 ,,
33102248,BARR NEWIMAGE GRN FLT FLNG,28314537331,270, $8.00 ,,
33102250,SYSTEM COMP COBAN 2 LAYER STD,28314537331,270, $34.00 ,,
33102253,SLING JOSLIN ER CHILD,28314537331,270, $164.50 ,,
33102256,SLING JOSLIN ER ADULT,28314537331,270, $164.50 ,,
33102261,SOLN NACL .9% 1000ML IRRIG.,28314537331,258, $8.00 ,,
33102262,SLING JOSLIN ER TRIPLE X,28314537331,270, $164.50 ,,
33102265,SKIN BARRIER W/FLANGE 2.25IN,28314537331,270, $8.00 ,,
33102266,"DRSG DERMNENT LYRWNDCNTCT6X72""",28314537331,270, $10.50 ,,
33102268,SUP KNEE MUEL ADJ LTX 12-21 BK,28314537331,270, $39.50 ,,
33102269,WRAP OPN KNEE STAB THERMSKN LG,28314537331,270, $64.50 ,,
33102278,CASTING SPLINT FIBERGLASS 3X12,28314537331,270, $239.00 ,,
33102279,CASTING SPLINT FIBERGLASS 4X15,28314537331,270, $287.00 ,,
33102310,SUT VIC 3-0 CTD VIL BR CR/CT1,28314537331,272, $35.00 ,,
33102312,KIT CENT VEN CATH 4 LUM 8.5FR,28314537331,272, $310.00 ,,
33102315,STAPLER SKIN  PRR35,28314537331,272, $273.00 ,,
33102326,STAPLR GIA 60-3.6 SGL USE RELD,28314537331,270," $1,047.50 ",,
33102327,STAPLER EEA 28 111757,28314537331,272," $3,337.50 ",,
33102328,STAPLER PLDS,28314537331,270," $1,205.00 ",,
33102342,DRSG OASIS WND MATRIX FEN3X3.5,28314537331,270, $342.50 ,,
33102343,BLADE MAC DISP GREEN SIZE 4,28314537331,270, $14.00 ,,
33102344,BLADE MAC DISP GREEN SIZE 3,28314537331,270, $14.00 ,,
33102345,KIT SRGFLO MATRIXHEMO THROMBIN,28314537331,270, $599.00 ,,
33102346,SPLINT HAND/THMB ORTHO NAVY SM,28314537331,270, $144.50 ,,
33102352,SLEEVE ARM GERI SMALL,28314537331,270, $33.00 ,,
33102353,SLEEVE ARM GERI MEDIUM,28314537331,270, $33.00 ,,
33102354,SLEEVE ARM GERI LARGE,28314537331,270, $33.00 ,,
33102372,PCH DRN ESTEEM PLUS 1PIECE,28314537331,270, $8.00 ,,
33102373,SPLINT WRIST EPX REG LT SMALL,28314537331,270, $59.00 ,,
33102374,SPLINT WRIST EPX REG LT MEDIUM,28314537331,270, $59.00 ,,
33102381,STOCKINETTE ROLL,28314537331,272, $63.00 ,,
33102382,SPLINT WRIST EPX REG LT LARGE,28314537331,270, $59.00 ,,
33102387,KIT DRSG NPWT BLACK FOAM LARGE,28314537331,270, $101.50 ,,
33102393,SPLINT WRIST EPX REG RT SMALL,28314537331,270, $59.00 ,,
33102395,SPLINT WRIST EPX REG RT MEDIUM,28314537331,270, $59.00 ,,
33102396,SPLINT WRIST EPX REG RT LARGE,28314537331,270, $59.00 ,,
33102397,SPLINT WRIST EPX REG LT XL,28314537331,270, $59.00 ,,
33102400,SPLINT WRIST EPX REG RT XL,28314537331,270, $59.00 ,,
33102401,BRACE KNEE WRAPARND REDDIE SML,28314537331,270, $125.00 ,,
33102406,BRACE KNEE WRAPARND REDDIE MED,28314537331,270, $125.00 ,,
33102407,BRACE KNEE WRAPARND REDDIE LG,28314537331,270, $125.00 ,,
33102410,BRACE KNEE WRAPARND REDDIE XL,28314537331,270, $125.00 ,,
33102412,BRACE KNEE WRAPARND REDDIE XXL,28314537331,270, $125.00 ,,
33102418,"KIT, BAXTER PRESSURE MONITORNG",28314537331,270, $52.00 ,,
33102426,BRACE KNEE WRAPARND REDDIE 3XL,28314537331,270, $125.00 ,,
33102434,WEDGE ORTHO SMALL,28314537331,270, $52.00 ,,
33102437,SUTURE ROUTINE,28314537331,272, $55.00 ,,
33102439,BOOT HEEL LIFT SUSP CULV FOAM,28314537331,270, $80.50 ,,
33102440,DRESSING COMP BAND LF 8CMX5M,28314537331,270, $21.50 ,,
33102441,DRESSING ELAS TUB CAL THIGH LF,28314537331,270, $84.50 ,,
33102442,DRESSING ELAS TUB ELBOW KNEE L,28314537331,270, $71.00 ,,
33102443,MOBILIZER KNEE SHORT LNGTH XL,28314537331,270, $134.00 ,,
33102444,SPLINT 3 PANEL KNEE UNIV 22IN,28314537331,270, $56.00 ,,
33102445,SUPPORT PAD AMPUTEE LG,28314537331,270, $397.50 ,,
33102450,PROTECT HEEL PROLX POSEY,28314537331,270, $128.50 ,,
33102453,PCH FLNG MIOCONVX TRANS1PC CTF,28314537331,270, $9.00 ,,
33102454,AIRWAY AIREASY GUEDEL 80MMGRN,28314537331,270, $8.00 ,,
33102455,AIRWAY AIREASY GUEDEL 90MMYLW,28314537331,270, $8.00 ,,
33102458,AIRWAY AIREASY GUEDEL 100MMRED,28314537331,270, $8.00 ,,
33102465,BARR SENSURMIOFLEX CNVX2PC70MM,28314537331,270, $8.00 ,,
33102466,PCH SENSUR MIOCNVX MAXI1PC CTF,28314537331,270, $9.00 ,,
33102469,CUSHION WHLCHR VISCOELAS16X2IN,28314537331,270, $156.50 ,,
33102470,CUSHION AIR LIFT 17X17IN BLUE,28314537331,270, $114.50 ,,
33102488,RING ADAMP BARRIER SLIM 2IN,28314537331,270, $8.00 ,,
33102490,KIT POSTOP UROSTOMY NATURA45ML,28314537331,270, $12.00 ,,
33102491,GLOVE COMPRESS OPENFGR XL REG,28314537331,270, $66.00 ,,
33102494,"PCH URO 2PC ULTRACLR 2.25""FLNG",28314537331,270, $8.00 ,,
33102503,PAD REPLACE UNIV XTW CERV COLR,28314537331,270, $29.00 ,,
33102504,SUPPORT CLAVICLE POSTURE,28314537331,270, $44.50 ,,
33102512,KIT DRSG NPWT BLACK FOAM LARGE,28314537331,270, $101.50 ,,
33102513,KIT DRSG NPWT BLACK FOAM MED,28314537331,270, $98.50 ,,
33102514,KIT DRSG NPWT BLACK FOAM MED,28314537331,270, $98.50 ,,
33102516,KIT DRSG NPWT BLACK FOAM SMALL,28314537331,270, $93.50 ,,
33102517,KIT DRSG NPWT BLACK FOAM SMALL,28314537331,270, $93.50 ,,
33102518,KIT DRSG NPWT BLACK FOAM XL,28314537331,270, $282.50 ,,
33102523,DRESSING NPWT WHITE FOAM,28314537331,270, $73.00 ,,
33102529,SPLINT CARPAL LIFT LEFT MED,28314537331,270, $99.50 ,,
33102530,WEDGE VALU-FORM 10X20/22,28314537331,270, $365.00 ,,
33102531,GLOVEFLEXION RIGHT XL,28314537331,270, $47.00 ,,
33102532,GLOVE FLEXION LEFT XL,28314537331,270, $47.00 ,,
33102533,SPLINT THUMB RIGHT LONG,28314537331,270, $89.00 ,,
33102534,SPLINT DRSL CARPAL TNL LT XSML,28314537331,270, $143.00 ,,
33102545,TRAY PNEUMOTHORAX 8FRX3.5IN,28314537331,270, $296.50 ,,
33102547,SPLINT DRSL CARPAL TNL LT SML,28314537331,270, $143.00 ,,
33102548,SPLINT DRSL CARPAL TNL LT MED,28314537331,270, $143.00 ,,
33102550,SPLINT DRSL CARPAL TNL LT XL,28314537331,270, $143.00 ,,
33102554,SPLINT DRSL CARPAL TNL RT XSML,28314537331,270, $143.00 ,,
33102555,SPLINT DRSL CARPAL TNL RT SML,28314537331,270, $143.00 ,,
33102557,SPLINT DRSL CARPAL TNL RT MED,28314537331,270, $143.00 ,,
33102560,TUBE TRACH DIC 7MM,28314537331,270, $89.00 ,,
33102563,TUBE TRACH PED SHILEY #1,28314537331,270, $94.50 ,,
33102565,TUBE TRACH SHILEY #2,28314537331,270, $94.50 ,,
33102566,TUBE TRACH PED SHILEY # 3,28314537331,270, $94.50 ,,
33102567,TUBE TRACH 4LPC,28314537331,272, $130.00 ,,
33102568,TUBE TRACH PED SHILEY #4,28314537331,270, $94.50 ,,
33102569,TUBE TRACH CUFF 9MM FLEXISET,28314537331,272, $14.00 ,,
33102570,TUBE TRACH CUFF 7MM FLEXISET,28314537331,272, $14.00 ,,
33102571,SPLINT DRSL CARPAL TNL RT LG,28314537331,270, $143.00 ,,
33102572,SPLINT DRSL CARPAL TNL RTXL,28314537331,270, $143.00 ,,
33102573,COLLAR CERV XTW ADULT SHORT,28314537331,270, $83.00 ,,
33102576,TUBE TRACH 6LPC,28314537331,272, $130.00 ,,
33102578,TUBE TRACH 8LPC,28314537331,272, $132.50 ,,
33102582,ORTHO COMFYAIR HAND AMBIDEX,28314537331,270, $319.00 ,,
33102583,TRAY MAHURKAR DL CRV125FRx13CM,28314537331,270, $277.50 ,,
33102586,CATH HEMODIALYSIS 55CM,28314537331,270, $280.50 ,,
33102591,TUBE LARYNGECTOMYUNCUFSHILY8.0,28314537331,270, $129.50 ,,
33102592,POUCH UROSTOMY 13/4,28314537331,270, $8.00 ,,
33102605,WAFER SUR-FIT 1 3/4,28314537331,270, $11.50 ,,
33102630,PAD VISTA T REPLACEMENT,28314537331,270, $145.50 ,,
33102631,TRAY CATH MAHURKER 12FR 20CM,28314537331,270, $697.00 ,,
33102637,PCH DRN PREM1PC CNVX BARR 51MM,28314537331,270, $9.50 ,,
33102638,PCH DRN PREM 1PC OSTOMY 64MM,28314537331,270, $8.00 ,,
33102640,POSITIONER BODY FOAM 10x8x28IN,28314537331,270, $89.50 ,,
33102641,TRAY PARA/THORACENTESIS SFR NV,28314537331,270, $93.50 ,,
33102642,STOCKING SUPP SMIKNEEHIGHBEIGE,28314537331,270, $68.00 ,,
33102644,POUCH OSTOMY ONE-PIECE 13-64MM,28314537331,270, $8.00 ,,
33102645,STRIPS BARRIER BRAVA Y-SHAPE,28314537331,270, $8.00 ,,
33102649,SKIN BARR FLT FLANGE 57MMX38MM,28314537331,270, $8.00 ,,
33102650,GLVOE EXER TRACTION LG/XL LEFT,28314537331,270, $47.00 ,,
33102652,GLOVE EXER TRACTION LG/XL RT,28314537331,270, $47.00 ,,
33102654,CATH FOLEY 3WAY 26FR 5CC,28314537331,270, $26.00 ,,
33102656,GLOVE EXER TRACTION SM/MED LT,28314537331,270, $47.00 ,,
33102659,GLOVE EXER TRACTION SM/MED RT,28314537331,270, $47.00 ,,
33102660,SPLINT WRIST ZIP AQUAFORM LG,28314537331,270, $63.00 ,,
33102661,DEVICE FOLEY ANCHOR,28314537331,270, $10.00 ,,
33102662,HELMET HARD SHELL BLUE XSMALL,28314537331,270, $471.50 ,,
33102663,ORTHOSIS ELBOW TURNBUCKLE MED,28314537331,270, $429.00 ,,
33102664,ORTHOSIS ELBOW TURNBUCKLE SM,28314537331,270, $397.50 ,,
33102665,KIT DRSG KCI GAUZE NPWT LG ROL,28314537331,270, $101.00 ,,
33102666,KIT DRSG VAC GRANUFOAM RND,28314537331,270, $155.50 ,,
33102667,KIT DRSG VAC SIMPLACE SML,28314537331,270, $142.50 ,,
33102668,AIRWAY GUEDEL 100 MM SIZE 5,28314537331,270, $8.00 ,,
33102669,AIRWAY GUEDEL 80 MM SIZE 3,28314537331,270, $8.00 ,,
33102670,AIRWAY GUEDEL 90 MM SIZE 4,28314537331,270, $8.00 ,,
33102672,KIT CATH HEMSPLTAIRGRD29CM16FR,28314537331,270, $893.00 ,,
33102673,KIT CATH HEMSPLTAIRGRD25CM16FR,28314537331,270, $893.00 ,,
33102674,CATH DIAL HEMOSTRSTR42CM14.5FR,28314537331,270, $780.00 ,,
33102675,FILTER VENA CAVA TRAPEASE 55CM,28314537331,270," $2,685.00 ",,
33102676,TRAY ADVANCE COMPLETE CARE16FR,28314537331,270, $89.00 ,,
33102678,CATH URINARY,28314537331,272, $8.00 ,,
33102681,BARR CERAPLUS CTF 1.75INFLANGE,28314537331,270, $8.00 ,,
33102695,SUTURE 2.0,28314537331,272, $52.50 ,,
33102696,AIRWAY COLOR CODED 100MM,28314537331,270, $8.00 ,,
33102699,SPLINT POSTERIOR LEAF LG LEFT,28314537331,270, $68.00 ,,
33102707,BAG DRAIN URN ANTIREFLX 2000ML,28314537331,270, $8.00 ,,
33102709,SLING SHOULDER HEMI RIGHT XSML,28314537331,270, $125.50 ,,
33102712,SLING SHOULDER HEMI LEFT XSML,28314537331,270, $125.50 ,,
33102714,SLING SHOULDER HEMI RIGHT SM,28314537331,270, $125.50 ,,
33102715,SLING SHOULDER HEMI LEFT SM,28314537331,270, $125.50 ,,
33102721,TUBE NG FEEDING 8FR,28314537331,272, $25.50 ,,
33102722,SLING SHOULDER HEMI RIGHT MED,28314537331,270, $125.50 ,,
33102723,SLING SHOULDER HEMI LEFT MED,28314537331,270, $125.50 ,,
33102727,SLING SHOULDER HEMI RIGHT LG,28314537331,270, $125.50 ,,
33102730,SLING SHOULDER HEMI LEFT LG,28314537331,270, $125.50 ,,
33102732,PCH DRN W FILTER 2 1/8IN,28314537331,270, $9.50 ,,
33102733,STOCKING TED THIGH XL REGULAR,28314537331,270, $56.00 ,,
33102734,SUTURE POSII TP1 VIL MONO 60IN,28314537331,270, $18.50 ,,
33102735,TRAY FOLEY SURESTEP 18FR,28314537331,270, $48.00 ,,
33102736,BARRIER BRAVA SKIN PRO 6X6IN,28314537331,270, $12.00 ,,
33102737,AIRWAY BERMAN 100MM BULK,28314537331,270, $8.00 ,,
33102738,AIRWAY BERMAN 100MM BULK,28314537331,270, $8.00 ,,
33102739,AIRWAY BERMAN 60MM,28314537331,270, $8.00 ,,
33102760,KIT CATH MIDLINE SL MXBARR4FR,28314537331,270, $399.00 ,,
33102761,KIT CATH PWRGLD PRO 18Gx8CM,28314537331,270, $285.00 ,,
33102763,KIT CATH PWRGLD PRO 18Gx10CM,28314537331,270, $285.00 ,,
33102764,KIT CATH PWRGLD PRO 20Gx8CM,28314537331,270, $285.00 ,,
33102765,KIT CATH PWRGLD PRO 20Gx10CM,28314537331,270, $285.00 ,,
33102766,KIT DRSG VAC SIMP EX GRNFM MED,28314537331,270, $279.50 ,,
33102767,KIT DRSG VAC SIMP EX GRNFM SM,28314537331,270, $221.50 ,,
33102768,CONNECTOR TEGO NDLELESS SYSTEM,28314537331,270, $8.50 ,,
33102773,SUTURE 2-0 8X18 VIC PLUS CT-2,28314537331,270, $37.00 ,,
33102786,TRAY FOLEY SURESTEP 14FR,28314537331,270, $48.00 ,,
33102787,TRAY FOLEY SURESTEP COMP 16FR,28314537331,270, $93.50 ,,
33102788,BIPAP MASK PILLOWGEAR OPTILIFE,28314537331,270, $449.00 ,,
33102789,KIT INTRO MIC KEY GASTRO 16FR,28314537331,270, $593.00 ,,
33102790,POSITIONER W COVER GEL 9X15IN,28314537331,270, $92.50 ,,
33102791,KIT TRACH TUBE CUF BLUELINE6.0,28314537331,270, $136.00 ,,
33102796,PCH DRN CTF FILT ULTRACLR1.5IN,28314537331,270, $9.00 ,,
33102797,SUPPORT KNEE STAYS STRAPS SM,28314537331,270, $72.00 ,,
33102798,GUIDEWIRE  VASC.035X175CM JTIP,28314537331,270, $78.00 ,,
33102802,NEEDLE SCLEROTHERPY,28314537331,270, $118.00 ,,
33102804,DRSG MAXORB AG+SILVER 12X8IN,28314537331,270, $70.00 ,,
33102807,CATHETER FOLEY 3WAY 24FR,28314537331,270, $25.00 ,,
33102808,STRAP KNEE PATELLA,28314537331,270, $21.00 ,,
33102809,WRAP KNEEGARD FABRIFOAM,28314537331,270, $69.50 ,,
33102811,TRAY PEG 000331,28314537331,270, $492.00 ,,
33102816,ADAPT CERARING w/FILTER 44MM,28314537331,270, $8.00 ,,
33102822,TUBE GASTROSTOMY 154,28314537331,270, $135.50 ,,
33102823,TUBE JEJUNAL MICROVASIVE,28314537331,270, $182.00 ,,
33102831,TUBE SALEMSUMP ANTIRFLXVLV12FR,28314537331,270, $13.50 ,,
33102832,BRACE KNEE HINGED WRAPARND REG,28314537331,270, $76.50 ,,
33102842,SOLN WATER 1000ML IRRIG.,28314537331,270, $46.00 ,,
33102845,DRSG HEMOSTAT SURGICEL,28314537331,270, $175.50 ,,
33102862,KIT DRSG CHANGE PORTACATH,28314537331,270, $53.00 ,,
33102863,KIT DRSG CHANGE CENT/PICC/IJ,28314537331,270, $48.00 ,,
33102864,KIT DRSG CHANGE DIALYSIS CATH,28314537331,270, $51.00 ,,
33102865,DRSG TEGADERM CHANGE IV PORT,28314537331,270, $22.00 ,,
33102866,TRAY CVC TL CHLOR NO LID 7F 20,28314537331,270, $115.50 ,,
33102867,"KIT NEWIMAGE DRN PCHLOCKROLL4""",28314537331,270, $15.00 ,,
33102868,POUCH URO ASSURA 1PC NONCONVEX,28314537331,270, $8.00 ,,
33102869,POUCH URO CUT-TO-FIT 10.75IN,28314537331,270, $9.00 ,,
33102870,POUCH OSTOMY CTF POSTOP .375X4,28314537331,270, $18.50 ,,
33102871,SLEEEVE KNEE COMP ESS L/XL BLK,28314537331,270, $46.00 ,,
33102872,SPLINT ORTHO HAND M/L 7.25+IN,28314537331,270, $124.00 ,,
33102873,KIT CATH MAHURKER 12FR 13CM,28314537331,270, $697.00 ,,
33102874,KIT CATH MAHURKER 12.5FR 16CM,28314537331,270, $697.00 ,,
33102875,TRAY CHESTTB CTPTSY1400 14FR,28314537331,270, $539.50 ,,
33102876,"BELT BRAVAF/SENSMIOBELTGREY40""",28314537331,270, $8.00 ,,
33102877,"BELT BRAVA TABF/SENSMIOGREY61""",28314537331,270, $9.00 ,,
33102878,PCH OST 1PCEASICLOSEWIDEOUTLET,28314537331,270, $9.00 ,,
33102879,DEOD BRAVA LUB SACHET 0.27OZ,28314537331,270, $8.00 ,,
33102880,PCH 1PCSENS URO SOFTCONVEX CTF,28314537331,270, $10.50 ,,
33102881,KIT FILTER VENACAVA FEM DENALI,28314537331,270," $4,500.00 ",,
33102882,SOCK JOBST5-20MMHG BLK/GRSML,28314537331,270, $122.50 ,,
33102883,SOCK  JOBST15-20MMHG BLK/GRMED,28314537331,270, $121.50 ,,
33102884,SOCK  JOBST15-20MMHG BLK/GR LG,28314537331,270, $121.50 ,,
33102885,SOCK  JOBST15-20MMHG WHT/GRSML,28314537331,270, $121.50 ,,
33102886,SOCK  JOBST15-20MMHG WHT/GRMED,28314537331,270, $121.50 ,,
33102887,SOCK  JOBST15-20MMHG WHT/GR LG,28314537331,270, $121.50 ,,
33102888,SOCK  JOBST20-30MMHG WHT/GRSML,28314537331,270, $210.50 ,,
33102889,SOCK  JOBST20-30MMHG WHT/GRMED,28314537331,270, $210.50 ,,
33102890,SOCK  JOBST20-30MMHG WHT/GR LG,28314537331,270, $210.50 ,,
33102891,SOCK  JOBST20-30MMHG WHT/GRXLG,28314537331,270, $210.50 ,,
33102892,SOCK  JOBST20-30MMHG BLK/GRSML,28314537331,270, $210.50 ,,
33102893,SOCK  JOBST20-30MMHG BLK/GRMED,28314537331,270, $210.50 ,,
33102894,SOCK  JOBST20-30MMHG BLK/GR LG,28314537331,270, $210.50 ,,
33102895,"SUPPORT LUMBSAC REVERE 10"" XXL",28314537331,270, $66.00 ,,
33102896,"SUPPORT LUMBSAC REVERE 10""XXXL",28314537331,270, $66.00 ,,
33102897,ORTHO HANDSUPRT COMFYCONE ADLT,28314537331,270, $196.00 ,,
33102898,KIT VASCULAR ACCESS,28314537331,270, $135.00 ,,
33102899,TRAY DEBRIDEMENT,28314537331,270, $53.00 ,,
33102905,HELMET SOFTSHELL FULL COVG MED,28314537331,270, $300.00 ,,
33102906,PROTECTOR HEEL/ELBOW XX5PAN LG,28314537331,270, $13.50 ,,
33102907,DRESSING LYOFOAM MAX 4X4,28314537331,270, $8.00 ,,
33102908,KIT BRIDEL NG TUBE 14FR,28314537331,270, $344.00 ,,
33102909,AIRWAY NASOPHARYN PVC 12FR STL,28314537331,270, $12.50 ,,
33102910,AIRWAY NASOPHARYN PVC 28FR STL,28314537331,270, $9.00 ,,
33102911,BELT SOFT W/PELVIC SUPPORT,28314537331,270, $34.50 ,,
33102912,CANN INNTER BLUELN TRACH6.0MMI,28314537331,270, $12.50 ,,
33102913,CANN FOLEY 2WAY 16FR-30CC SIL,28314537331,270, $19.50 ,,
33102914,CATH FOLEY 2WAY 16FR-5CC LTX,28314537331,270, $20.50 ,,
33102915,CATH FOLEY 18FR-10CC SIL,28314537331,270, $9.50 ,,
33102916,CATH FOLEY 2WAY 18FR-30CC SIL,28314537331,270, $10.50 ,,
33102917,CATH FOLEY 2WAY A8FR-5CC LTX,28314537331,270, $20.50 ,,
33102918,CATH FOLEY 2SAY 20FR-30CC SIL,28314537331,270, $19.50 ,,
33102919,CATH FOLEY 2WAY 20FR-5CC SIL,28314537331,270, $9.50 ,,
33102920,CATH FOLEY 2WAY 22FR-5CC SIL,28314537331,270, $9.50 ,,
33102921,CATH FOLEY 2WAY 24FR-30CC SIL,28314537331,270, $10.50 ,,
33102922,CATH FOLEY 2WAY 24FR-5CC SIL,28314537331,270, $57.50 ,,
33102923,CATH FOLEY 2WAY 26FR-30CC SIL,28314537331,270, $10.50 ,,
33102924,CATH FOLEY 2WAY 26FR-5CC SIL,28314537331,270, $18.00 ,,
33102925,CATH FOL IRRIG 18FR-30CC LATES,28314537331,270, $18.50 ,,
33102926,"BINDER ABD ELAS 9""XXXL 82-100""",28314537331,270, $28.50 ,,
33102927,CATH FOLEY SIL LTX CTD 18FR5CC,28314537331,270, $8.00 ,,
33102928,CATH MALE EXT FRDM CLR LF 28MM,28314537331,270, $8.00 ,,
33102929,CATH MALE EXT FRDM 23MM SM,28314537331,270, $8.00 ,,
33102930,CATH MALE EXT FRDM CLR LF SM,28314537331,270, $8.00 ,,
33102931,CATH MALE EXT FRDM LF28MM MED,28314537331,270, $8.00 ,,
33102932,CATH MALE EXT SIL LG,28314537331,270, $8.00 ,,
33102933,DEVICE MONITORING IAP ABVISER,28314537331,270, $297.50 ,,
33102934,DRESSING MEPILEX FOAM 6X6,28314537331,270, $21.00 ,,
33102935,FOAM CUSHION 16X16X3,28314537331,270, $37.50 ,,
33102936,FOOT WAFFLE HEEL ELEVATOR,28314537331,270, $156.50 ,,
33102937,"BINDER ABD ELAS 10"" LG 36-42IN",28314537331,270, $38.00 ,,
33102938,INTRO BOUGIE STL 15FRX60CM,28314537331,270, $20.50 ,,
33102939,KIT PARA/THROACENT 8FR18G60ML,28314537331,270, $74.50 ,,
33102940,KIT PORT PWRLOC SFTY 30GX.75IN,28314537331,270, $74.50 ,,
33102941,KIT RADIAL ARTERY CATH 20G 4FR,28314537331,270, $52.50 ,,
33102942,SUT CTD VIC2-0 UND BR3-18,28314537331,270, $8.00 ,,
33102943,ORTHOSISFOOTMPO2000 ACTIVEMED,28314537331,270, $187.50 ,,
33102944,POSIT WEDGE LG FOAM 18X20X18LF,28314537331,270, $115.50 ,,
33102945,PROTECTOR HEEL/ELBOW KNIT MED,28314537331,270, $14.00 ,,
33102946,AQUAPLAST PRODRAPE-T18X24X1/8,28314537331,270, $129.00 ,,
33102947,STCKG ANTIEMB KNEEHI REGXXXL,28314537331,270, $30.00 ,,
33102948,TRAY FOL ANTREFLX NDLSPROT14FR,28314537331,270, $13.00 ,,
33102949,TRAY LUMBAR PUNC SAFET PLUS20G,28314537331,270, $48.50 ,,
33102979,DRSG TEGADERM ADVSECUR 4X6.125,28314537331,270, $8.00 ,,
33102980,DRESSING COVADERM PLUS 4X4,28314537331,270, $8.00 ,,
33102981,BAG INFUSER PRESSURE 1000CC,28314537331,270, $24.00 ,,
33102982,POUCH DRAINABLE 1PIECE 12IN,28314537331,270, $8.00 ,,
33102983,CATH ANGIO ULTRAVRS 8X40MM75CM,28314537331,270, $690.00 ,,
33102984,CATH ANGIO ULTRAVRS12X40MM75CM,28314537331,270, $690.00 ,,
33102985,TRAY CATH MAHURKAR 3L 12F 20CM,28314537331,270, $360.00 ,,
33102986,SPLINT ANK FOOT LEAF MALE LTLG,28314537331,270, $68.00 ,,
33102987,SPLINT ANK FOOT LEAF FML LT MD,28314537331,270, $68.00 ,,
33102988,SPLINT ANK FOOT LEAF FML RT MD,28314537331,270, $68.00 ,,
33102989,TRAY CVC HCKMN PWRLN 9.5FR2LUM,28314537331,270," $1,494.00 ",,
33102990,NDL INTRO TEMNO COAX 18GX11CM,28314537331,270, $160.00 ,,
33102991,NDL INTRO TEMNO COAX 18GX15CM,28314537331,270, $160.00 ,,
33102992,NDL INTRO TEMNO COAX 18GX20CM,28314537331,270, $160.00 ,,
33102993,GUIDEWIRE I/STRT.035 STNLS STL,28314537331,270, $43.00 ,,
33102994,CANNULA INTERTRACH DISP SZ4,28314537331,270, $8.00 ,,
33102995,BRACE TLSO ULTRAALIGN XX-LARGE,28314537331,270," $1,053.00 ",,
33102996,MASK NASAL FULLBLUEHEADGEAR MD,28314537331,270, $789.00 ,,
33102997,MASK AF421 NIV X-LARGE,28314537331,270, $71.00 ,,
33102998,INTRO SHEATH BRITETIP 7FR 11CM,28314537331,270, $58.50 ,,
33102999,INTRO SHEATH BRITETIP 6FR 11CM,28314537331,270, $58.50 ,,
33103003,INTRO SHEATH BRITETIP 7FR 23CM,28314537331,270, $75.00 ,,
33103006,INTRO SHEATH BRITETIP 6FR 23CM,28314537331,270, $75.00 ,,
33103007,BAG LEG SECURITY LEVERED 50CM,28314537331,270, $13.50 ,,
33103008,DILATOR STANDARD 20CM 8FR,28314537331,270, $45.00 ,,
33103009,KIT FEEDINGTUBE MICPULLPEG20FR,28314537331,270, $277.50 ,,
