Arrowhead Regional Medical Center,,,, Effective on 01/01/2019 ,,
10050070,270,1.447,INSULATED DIALATOR TUBE,"$1,320.00 ",,Z7610
10052704,278,1.447,IMPLANT TOTAL ELBOW X-SMALL,"$14,070.00 ",,Z7610
10055278,278,1.447,IMPLANT OC PLATE ADJUSTABLE,"$9,849.00 ",,Z7610
10061001,278,1.4421,MEDIAL OCCIPITAL PLATE 50MM,"$12,209.00 ",,Z7610
10070006,278,1.4421,6 HOLE ULNA SHORTENING PLATE,"$5,519.00 ",,Z7610
10070298,278,1.447,NRW PROF CLAVICLE PLATE 8 HOLE,"$5,892.00 ",,Z7610
10080210,278,1.4421,PLATE BUR HOLE SMALL,"$1,192.00 ",,Z7610
10080211,278,1.4421,PLATE BUR HOLE LARGE,"$1,262.00 ",,Z7610
10080274,278,1.4421,ACU-LOC EX T GUIDE NARROW,"$3,765.00 ",,Z7610
10080868,270,1.4421,1.7MM QUICK COUPLER DRILL BIT,"$1,080.00 ",,Z7610
10101010,276,1.447,ALCON INTRAOCULAR LENS SN6AT7,"$2,970.00 ",,V2632
10495469,274,1.4421,CAGE PEEK TI OBLONG 17MMX52MM,"$13,154.00 ",,Z7610
10504302,278,1.447,IMPLANT TOTAL ELBOW ULNAR,"$13,623.00 ",,Z7610
10731116,278,1.4421,CATHETER PASSIVE INTRODUCER,"$2,942.00 ",,Z7610
11000011,762,1.4061,CRISIS STABILZATION - CSU,$120.00 ,,Z5462
11000012,762,1.423,OBSERVATION ROOM - HOURLY,$97.00 ,,Z7514
11000013,910,1.4061,CRISIS STABL - OBSER PER HR.,$235.00 ,,S9484
11000014,762,1.4061,BH CRISIS STABL ER HR.,$235.00 ,S9484,S9484
11000015,910,1.4061,PLACEMENT SERVICES (541),$9.00 ,,T1017
11000016,910,1.4061,LINKAGE & CONSULTATION (561),$9.00 ,,T1017
11000017,910,1.4061,PLAN DEVELOPMENT CM (571),$9.00 ,,T1017
12100004,113,1.329,ROOM & CARE - PEDIATRICS,"$2,285.00 ",,
12100005,112,1.338,RM & CARE OBS (3N),"$2,285.00 ",,
12100006,170,1.3532,RM & CARE NBN (3N),"$1,195.00 ",,
16000044,112,1.338,RM&CARE OBS(PP)-L,"$2,285.00 ",,
17200015,170,1.3532,ROOM & CARE - NURSERY,"$1,195.00 ",,
21000161,720,1.44,VAGINAL DELIVERY ONLY,"$3,800.00 ",59409,59409
21000286,720,1.44,OXYTOCIN CHALLENGE W/FTL MNTRG,$517.00 ,59020,59020
21000583,402,1.44,LIMITD ULTRASOUND W/IMG DOC-LD,$409.00 ,76815,76815
21000609,720,1.44,OBSERVATION HOURLY,$87.00 ,,Z7500
21000612,360,1.44,RETAINING OF PLACENTA 59414,"$4,193.00 ",59414,59414
21000641,729,1.44,MAG SULF W/MONITORING,$48.00 ,59899,59899
21110549,720,1.44,EXAM/TREATMENT ROOM,$160.00 ,99211,Z7500
21110550,260,1.44,"IV INFUSION INITL DRUG, 1ST HR",$611.00 ,96365,96365
21110551,260,1.44,"IV INFUS INTL DRUG, EA ADDL HR",$123.00 ,96366,96366
21110552,260,1.44,"IV INFUSION ADDL DRUG, 1ST HR",$169.00 ,96367,96367
21110580,720,1.44,FETAL MONITORING NST SINGLE,$370.00 ,59025,59025
21110581,510,1.4403,FETAL MONITORING NST SINGLE,$370.00 ,59025,59025
22100048,360,1.4421,CESAREAN DELIVERY,"$3,744.00 ",,Z7506
22100049,360,1.4421,CESAREAN DELIVERY ADTL 30 MIN,"$1,873.00 ",,Z7508
22100090,360,1.4421,O/R LEVEL I - FIRST HOUR,"$4,191.00 ",,Z7506
22100091,360,1.4421,O/R LEVEL I - EA ADDL 30 MIN,"$2,096.00 ",,Z7508
22100092,360,1.4421,O/R LEVEL II - FIRST HOUR,"$5,625.00 ",,Z7506
22100093,360,1.4421,O/R LEVEL II - EA ADDL 30 MIN,"$2,813.00 ",,Z7508
22100094,360,1.4421,O/R LEVEL III - FIRST HOUR,"$6,669.00 ",,Z7506
22100095,360,1.4421,O/R LEVEL III - EA ADDL 30 MIN,"$3,336.00 ",,Z7508
22100096,360,1.4421,O/R LEVEL IV - FIRST HOUR,"$9,438.00 ",,Z7506
22100097,360,1.4421,O/R LEVEL IV - EA ADDL 30 MIN,"$4,719.00 ",,Z7508
24100020,111,1.4428,ROOM&CARE-MED/SURG/OB (PACU),"$2,285.00 ",,
24100022,201,1.4428,ROOM&CARE-SICU (PACU),"$6,952.00 ",,
24100200,710,1.4427,RECOV RM STD - FIRST HOUR,"$1,181.00 ",,Z7512
24100201,710,1.4427,RECOV RM STD - EA ADDL 30 MIN,$591.00 ,,Z7512
24100202,710,1.4427,RECOV RM CPX - FIRST HOUR,"$1,460.00 ",,Z7512
24100203,710,1.4427,RECOV RM CPX - EA ADDL 30 MIN,$731.00 ,,Z7512
26100010,300,1.45,VENIPUNCTURE BLD COLLECT FEE,$31.00 ,36415,36415
26100011,309,1.45,VENIPUNCTRE CHG-RESEARCH 36415,$31.00 ,36415,36415
26100012,300,1.45,CAPILLARY BLOOD COLLECT  36416,$33.00 ,36416,36416
26110403,305,1.45,BLD CT; MAN DIFFERENTIAL 85007,$50.00 ,85007,85007
26110437,305,1.45,"BLD SMEAR; MICRO,NO DIFF 85008",$50.00 ,85008,85008
26110502,305,1.45,BLEEDING TIME            85002,$64.00 ,85002,85002
26110569,305,1.45,CBC + AUTO DIFF          85025,$109.00 ,85025,85025
26110601,305,1.45,"COMPLETE CBC, AUTOMATED  85027",$92.00 ,85027,85027
26110718,305,1.45,BLOOD COUNT; WBC         85048,$36.00 ,85048,85048
26110817,305,1.45,BLOOD COUNT; HEMOGLOBIN  85018,$33.00 ,85018,85018
26110866,305,1.45,BLOOD COUNT; HEMATOCRIT  85014,$33.00 ,85014,85014
26110890,305,1.45,BLD CNT; SPUN HEMATOCRIT 85013,$33.00 ,85013,85013
26111054,305,1.45,CLOTTING; FACTOR VIII $214,$251.00 ,85240,85240
26111062,305,1.45,CLOTTING; FACTOR IX      85250,$268.00 ,85250,85250
26111153,305,1.45,CLOTTING; FACTOR XIII    85291,$126.00 ,85291,85291
26111187,305,1.45,INHIBITOR SCREEN         85732,$92.00 ,85732,85732
26111203,309,1.45,FACTOR INHIBITOR TEST $64.55,$77.00 ,85335,85335
26111245,305,1.45,THROMBOPLSTN INH; TISSUE 85705,$136.00 ,85705,85705
26111302,305,1.45,FIBRINOGEN; ACTIVITY     85384,$121.00 ,85384,85384
26111351,305,1.45,LEUKO ALK PHOS (LAP)     85540,$123.00 ,85540,85540
26111419,305,1.45,PLATELET; AUTOMATED CNT  85049,$63.00 ,85049,85049
26111422,305,1.45,PLATELET FUNCTION        85576,$301.00 ,85576,85576
26111424,309,1.4509,Lp-PLA2 83698,$51.25 ,83698,83698
26111450,305,1.45,PROTHROMBIN TIME         85610,$57.00 ,85610,85610
26111559,305,1.45,"RETIC COUNT, MANUAL      85044",$61.00 ,85044,85044
26111567,305,1.45,"RETICULOCYTE, AUTOMATED  85045",$58.00 ,85045,85045
26111569,305,1.45,RETIC INC CELL PARAMETRS 85046,$81.00 ,85046,85046
26111609,305,1.45,SEDIMENTATION RATE       85651,$52.00 ,85651,85651
26111658,305,1.45,"SICKLING, RBC, REDUCTION 85660",$79.00 ,85660,85660
26111757,305,1.45,PTT  $72.00,$86.00 ,85730,85730
26111815,305,1.45,"D-DIMER, FDP, SEMI-QUANT 85378",$101.00 ,85378,85378
26111831,305,1.45,"D-DIMER, FDP, QUANT      85379",$143.00 ,85379,85379
26111898,300,1.45,"CELL CT W/DIFF, BODY FLD 89051",$79.00 ,89051,89051
26111910,300,1.45,LAMELLAR BODY COUNT      83664,$242.00 ,83664,83664
26111955,300,1.45,BRONCHIAL LAVAGE SMEAR   89051,$79.00 ,89051,89051
26111995,309,1.4509,"APT TEST, $26.91",$26.91 ,85460,85460
26111997,305,1.45,KLEIHAUER BETKE FOR FMH  85460,$109.00 ,85460,85460
26112011,301,1.45,"GASTROCCULT; BLD,OCCULT  82273",$48.00 ,82271,82271
26112094,302,1.45,NITROBLUE TETRA DYE TEST 86384,$161.00 ,86384,86384
26220509,306,1.45,"SMEAR, PRIMARY SOURCE    87205",$61.00 ,87205,87205
26220533,306,1.45,"SMEAR,FLUOR OR ACID FAST 87206",$75.00 ,87206,87206
26220558,306,1.45,"SMEAR, WET MOUNT         87210",$61.00 ,87210,87210
26220657,306,1.45,CULTURE; BLOOD           87040,$146.00 ,87040,87040
26220673,306,1.45,CULTURE; FECES/STOOL     87045,$134.00 ,87045,87045
26220707,306,1.45,ANTIGEN; ROTAVIRUS (RVS) 87425,$131.00 ,87425,87425
26220756,306,1.45,"CULTURE, THROAT SCREEN   87081",$94.00 ,87081,87081
26220764,306,1.45,"CULTURE, CSF             87070",$123.00 ,87070,87070
26220772,306,1.45,"CULTURE, WOUND/FLD/TISS  87070",$123.00 ,87070,87070
26220780,306,1.45,"CULTURE, SPUTUM          87070",$123.00 ,87070,87070
26220798,306,1.45,"CULTURE, LEGIONELLA      87070",$123.00 ,87070,87070
26220814,306,1.45,"CULTURE,GASTRIC ASPIRATE 87070",$123.00 ,87070,87070
26220863,306,1.45,"CULTURE, BURN            87070",$123.00 ,87070,87070
26220913,306,1.45,"CULTURE, ANAEROBIC       87075",$134.00 ,87075,87075
26220939,306,1.45,"CULTURE,ANAEROBE ISOLATE 87076",$114.00 ,87076,87076
26220947,306,1.45,"CULTURE, TUBERCLE/AFB    87116",$151.00 ,87116,87116
26220954,306,1.45,CONCENTRATION (ANY TYPE) 87015,$95.00 ,87015,87015
26220970,306,1.45,"CULTURE, GC SCREEN       87081",$94.00 ,87081,87081
26220973,306,1.45,"CULTURE, MRSA SURVEIL    87081",$94.00 ,87081,87081
26220988,306,1.45,"TB ID, NUCL ACID PROBE   87149",$282.00 ,87149,87149
26220996,306,1.45,"CULTURE, TB ISOLATE ID   87118",$154.00 ,87118,87118
26221002,306,1.45,"CULTURE,QNT COL CT,URINE 87086",$114.00 ,87086,87086
26221176,306,1.45,"CULTURE TYPING, AGGL GRP 87147",$73.00 ,87147,87147
26221259,306,1.45,"SUSCEPTIBILITY, AFB      87190",$82.00 ,87190,87190
26221317,306,1.45,"HOMOGENIZATION,TISS CULT 87176",$84.00 ,87176,87176
26221408,306,1.45,"SUSCEPTIBILITY,ENZ DETEC 87185",$42.00 ,87185,87185
26221630,306,1.45,"CULT,FUNGI-SKIN,NAIL,HAIR-IH",$108.00 ,87101,87101
26221632,309,1.4509,"CULTURE,FUNGUS,SKIN,HAIR,NAILS",$29.00 ,87101,87101
26221634,309,1.4509,"KOH, FUNGAL STAIN $17.93",$17.93 ,87220,87220
26221655,306,1.45,"CULTURE, FUNGI, OTH SRC  87102",$120.00 ,87102,87102
26221660,309,1.4509,"CULT, FUNGI, OTH SRC",$30.81 ,87102,87102
26221689,306,1.45,"CULTURE, FUNGI, BLOOD    87103",$128.00 ,87103,87103
26221705,306,1.45,"FUNGUS, ISOLATE ID YEAST 87106",$146.00 ,87106,87106
26221730,306,1.45,"C.DIFF TOXIN GENE(S),PCR 87493",$450.00 ,87493,87493
26221739,306,1.45,C. DIFF TOXIN AG BY EIA  87324,$131.00 ,87324,87324
26221754,306,1.45,CSF AGGLUTINATION        87147,$73.00 ,87147,87147
26221804,306,1.45,"AG BY EIA, RVS, 1 STEP   87450",$106.00 ,87450,87450
26221879,306,1.45,"AGID-IF,LEG.PNEUMOPHILIA 87278",$131.00 ,87278,87278
26221900,309,1.4509,"CHLAMYDIA TRACHOMATIS AG,DFA",$50.04 ,87270,87270
26221911,306,1.45,"AGID-IF,CHL. TRACHOMATIS 87270",$131.00 ,87270,87270
26221929,306,1.45,"VIRUS ISOL, TISS CULTURE $312",$366.00 ,87252,87252
26221937,306,1.45,"AGID-IF, RESP SYNC VIRUS 87280",$131.00 ,87280,87280
26221940,306,1.45,"AGID-EIA, INFLUENZA A/B    GRP",$268.00 ,,
26221942,306,1.45,"AGID-EIA, INFLUENZA A    87400",$131.00 ,87400,87400
26221944,306,1.45,"AGID-EIA, INFLUENZA B    87400",$131.00 ,87400,87400
26221945,306,1.45,"AGID-EIA,RESP SYNC VIRUS 87420",$131.00 ,87420,87420
26221946,306,1.45,DETECT AGENT RSV-DNA   87798,$477.00 ,87798,87798
26221947,306,1.45,RESP VIRUS 3-5 TARGETS   87631,"$1,428.00 ",87631,87631
26221956,306,1.45,INFLUENZA A AG W/OPTIC   87804,$131.00 ,87804,87804
26221958,306,1.45,INFLUENZA B AG W/OPTIC   87804,$131.00 ,87804-59,87804
26221959,306,1.45,INFLUENZA DNA AMP PROBE  87502,$953.00 ,87502,87502
26221960,306,1.45,"VIRUS ISOL, SHELL VIAL   87254",$275.00 ,87254,87254
26221978,306,1.45,"AGID-IF, B. PERTUSSIS    87265",$131.00 ,87265,87265
26221994,306,1.45,VIRUS ISOL; ADDL STUDIES 87253,$130.00 ,87253,87253
26222030,306,1.45,C. TRACHOMATIS AMP PROBE 87491,$315.00 ,87491,87491
26222035,306,1.45,GC AMPLIFIED DIR PROBE   87591,$315.00 ,87591,87591
26222513,306,1.45,"STOOL, ADDL PATHOGENS    87046",$33.00 ,87046,87046
26222521,306,1.45,AEROBIC ISOLATE ID       87077,$112.00 ,87077,87077
26222523,306,1.45,URINE ISOLATE ID         87088,$114.00 ,87088,87088
26222539,306,1.45,"FUNGUS, ISOLATE ID MOLD  87107",$146.00 ,87107,87107
26222547,306,1.45,"CULTURE, NASAL SCREEN    87081",$94.00 ,87081,87081
26222554,306,1.45,"CULTURE, ORAL SCREEN     87081",$94.00 ,87081,87081
26222562,306,1.45,"CULTURE, PERTUSSIS       87070",$123.00 ,87070,87070
26222570,306,1.45,"CULTURE, DECUBITIS       87070",$123.00 ,87070,87070
26222588,306,1.45,"CULTURE, DIALYSATE       87070",$123.00 ,87070,87070
26222596,306,1.45,"CULTURE, EAR             87070",$123.00 ,87070,87070
26222604,306,1.45,"CULTURE, EYE             87070",$123.00 ,87070,87070
26222612,306,1.45,"CULTURE,SKIN/SUPERFICIAL 87070",$123.00 ,87070,87070
26222620,306,1.45,"CULTURE, GENITAL         87070",$123.00 ,87070,87070
26222638,306,1.45,"CULTURE, BETA STREP SCRN 87081",$94.00 ,87081,87081
26222646,306,1.45,SMEAR;COMPLEX SPEC STAIN 87209,$252.00 ,87209,87209
26222653,306,1.45,"SMEAR,INC BODY/PARASITES 87207",$86.00 ,87207,87207
26222661,306,1.45,PINWORM EXAM-SCOTCH TAPE 87172,$61.00 ,87172,87172
26222703,312,1.45,"SPEC STAIN; GRP I, GMS   88312",$192.00 ,88312,88312
26223008,306,1.45,"SUSCEPTIBILITY, MIC  $103",$123.00 ,87186,87186
26223321,306,1.45,"SUSCEPTIBILITY,DISC-KB   87184",$98.00 ,87184,87184
26226165,306,1.45,OVA & PARASITES            GRP,$372.00 ,,
26226167,306,1.45,OVA & PARASITES          87177,$126.00 ,87177,87177
26330019,301,1.45,BASIC METABOLIC PANEL    80048,$120.00 ,80048,80048
26330027,301,1.45,RENAL FUNCTION PANEL     80069,$124.00 ,80069,80069
26330035,301,1.45,HEPATIC FUNCTION PANEL   80076,$116.00 ,80076,80076
26330332,301,1.45,COMP METAB PANEL (14)    80053,$148.00 ,80053,80053
26330506,301,1.45,"ACETONE, SERUM",$116.00 ,82010,82010
26330530,301,1.45,PREALBUMIN               84134,$205.00 ,84134,84134
26330563,301,1.45,ALBUMIN; SERUM           82040,$70.00 ,82040,82040
26330589,301,1.45,ALBUMIN; URN OR OTH SRC  82042,$73.00 ,82042,82042
26330605,301,1.45,ALCOHOL (ETHANOL)  80307,$151.00 ,80307,80307
26330703,301,1.45,URINE DRUG SCREENING,$420.00 ,80307,80307
26330732,301,1.45,LYTES+BUN+CREAT            GRP,$220.00 ,,
26330734,301,1.45,LYTES+BUN+CRE+CALC         GRP,$292.00 ,,
26330736,301,1.45,LYTES+BCRG+LIVER           GRP,$387.00 ,,
26330738,301,1.45,ELECTROLYTES+GLUCOSE       GRP,$151.00 ,,
26330740,301,1.45,P1+PO4+LIVER               GRP,$451.00 ,,
26330746,301,1.45,ELECTROLYTE PANEL        80051,$99.00 ,80051,80051
26330852,301,1.45,AMMONIA                  82140,$205.00 ,82140,84140
26330951,301,1.45,AMYLASE                  82150,$93.00 ,82150,82150
26331157,301,1.45,A-1-ANTITRYPSIN; TOTAL   82103,$189.00 ,82103,82103
26331207,301,1.45,ALPHA-FETOPROTEIN;SERUM  82105,$237.00 ,82105,82105
26331355,301,1.45,BETA HYDROXYBUTYRATE     84311,$99.00 ,84311,84311
26331357,309,1.4509,ALT (HCV FIBROSURE),$71.00 ,84460,84460
26331359,309,1.4509,GGT (HCV FIBROSURE),$71.00 ,82977,82977
26331361,309,1.4509,"BILIRUBIN,TOTAL(HCV FIBROSURE)",$71.85 ,82247,82247
26331363,301,1.45,BILIRUBIN; TOTAL         82247,$71.00 ,82247,82247
26331371,301,1.45,BILIRUBIN; TOTAL (BABY)  82247,$71.00 ,82247,82247
26331405,301,1.45,NATRIURETIC PEPTIDE(BNP) 83880,$476.00 ,83880,83880
26331413,301,1.45,BILIRUBIN; DIRECT        82248,$71.00 ,82248,82248
26331650,302,1.45,CA 125                   86304,$292.00 ,86304,86304
26331660,301,1.45,CALCIUM; TOTAL           82310,$73.00 ,82310,82310
26331751,301,1.45,"CALCIUM; URN QUANT,TIMED 82340",$86.00 ,82340,82340
26331801,301,1.45,CERULOPLASMIN            82390,$151.00 ,82390,82390
26331926,301,1.45,CARCINOEMBRYONIC AG(CEA) 82378,$267.00 ,82378,82378
26331967,301,1.45,CHLORIDE; BLOOD          82435,$65.00 ,82435,82435
26332056,301,1.45,CHLORIDE; URINE          82436,$71.00 ,82436,82436
26332163,301,1.45,"CHOLESTEROL, TOTAL       82465",$62.00 ,82465,82465
26332304,301,1.45,CREATINE KINASE (CK/CPK) 82550,$93.00 ,82550,82550
26332320,301,1.45,CPK ISOENZYMES           82552,$187.00 ,82552,82552
26332342,302,1.45,C REACTIVE PROTEIN (CRP) 86140,$73.00 ,86140,86140
26332343,302,1.45,CRP (CLINICAL TRIALS)  86140,$8.00 ,86140,86140
26332345,302,1.45,"CRP, HI SENS-CARDIO      86141",$182.00 ,86141,86141
26332353,301,1.45,C-PEPTIDE                84681,$257.00 ,84681,84681
26332361,301,1.45,CREATININE; BLOOD        82565,$72.00 ,82565,82565
26332379,301,1.45,CREATININE; OTHER SOURCE 82570,$73.00 ,82570,82570
26332452,301,1.45,CREATININE CLEARANCE     82575,$134.00 ,82575,82575
26332502,301,1.45,CYCLOSPORINE             80158,$253.00 ,80158,80158
26332601,301,1.45,DIGOXIN                  80162,$186.00 ,80162,80162
26332650,301,1.45,PHENYTOIN;TOTAL-DILANTIN 80185,$186.00 ,80185,80185
26332668,301,1.45,PHENOBARBITAL            80184,$162.00 ,80184,80184
26332908,301,1.45,FOLIC ACID; SERUM        82746,$207.00 ,82746,82746
26332965,301,1.45,CARBON DIOXIDE           82374,$69.00 ,82374,82374
26332966,309,1.4509,"CARBOYHEMOGLOBIN, BLOOD $33.06",$33.06 ,82375,82375
26333005,301,1.45,"GENTAMICIN, PRE/TROUGH   80170",$230.00 ,80170,80170
26333054,301,1.45,"GENTAMICIN, POST/PEAK    80170",$230.00 ,80170,80170
26333200,301,1.45,LIPID PANEL/PROFILE        GRP,$318.00 ,,
26333203,301,1.45,LIPID PANEL/PROFILE      80061,$187.00 ,80061,80061
26333204,301,1.45,"LDL CHOLESTEROL, DIRECT  83721",$135.00 ,83721-59,83721
26333252,301,1.45,HGB ELECTROPHORESIS      83020,$181.00 ,83020,83020
26333336,301,1.45,GLYCOSYLATED HEMOGLOBIN  83036,$137.00 ,83036,83036
26333340,309,1.4509,HEMOGLOBIN A1C <7.0%     3044F,$0.01 ,3044F,3044F
26333350,309,1.4509,HEMOGLOBIN A1C 7.0-9.0%  3045F,$0.01 ,3045F,3045F
26333360,309,1.4509,HEMOGLOBIN A1C >9.0%     3046F,$0.01 ,3046F,3046F
26333963,301,1.45,THYROXINE (T4); FREE T4  84439,$128.00 ,84439,84439
26333965,301,1.45,THYROXINE (T4); TOTAL    84436,$99.00 ,84436,84436
26333968,301,1.45,T3; TOTAL                84480,$201.00 ,84480,84480
26333973,301,1.45,T3; FREE                 84481,$239.00 ,84481,84481
26334052,301,1.45,THYROID STIMULATING HORM 84443,$237.00 ,84443,84443
26334078,301,1.45,FERRITIN                 82728,$192.00 ,82728,82728
26334086,301,1.45,FOLLICLE STIM HORM (FSH) 83001,$260.00 ,83001,83001
26334094,301,1.45,LUTEINIZING HORMONE (LH) 83002,$260.00 ,83002,83002
26334100,301,1.45,INSULIN; TOTAL           83525,$162.00 ,83525,83525
26334102,301,1.45,IRON                     83540,$93.00 ,83540,83540
26334201,301,1.45,IRON BINDING CAPACITY    83550,$104.00 ,83550,83550
26334250,301,1.45,LACTATE (LACTIC ACID)    83605,$150.00 ,83605,83605
26334318,301,1.45,LDH                      83615,$86.00 ,83615,83615
26334607,301,1.45,LIPASE                   83690,$97.00 ,83690,83690
26334706,301,1.45,LITHIUM                  80178,$94.00 ,80178,80178
26334805,301,1.45,MAGNESIUM                83735,$95.00 ,83735,83735
26334938,301,1.45,MICROALBUMIN; URINE      82043,$83.00 ,82043,82043
26335208,301,1.45,OSMOLALITY; BLOOD        83930,$94.00 ,83930,83930
26335257,301,1.45,OSMOLALITY; URINE        83935,$97.00 ,83935,83935
26335400,301,1.45,PARATHYROID HORMONE-PTH  83970,$578.00 ,83970,83970
26335414,301,1.45,"PHOSPHATASE, ALKALINE    84075",$73.00 ,84075,84075
26335463,301,1.45,PHOSPHORUS INORGANIC     84100,$68.00 ,84100,84100
26335505,301,1.45,PHOSPHORUS; URINE        84105,$73.00 ,84105,84105
26335604,301,1.45,"PREG TEST, SERUM (hCG)   84702",$212.00 ,84702,84702
26335711,301,1.45,POTASSIUM; SERUM         84132,$65.00 ,84132,84132
26335752,301,1.45,POTASSIUM; URINE         84133,$61.00 ,84133,84133
26335778,301,1.45,PROLACTIN                84146,$272.00 ,84146,84146
26335794,301,1.45,PROSTATE SPEC AG (PSA)   84153,$258.00 ,84153,84153
26335810,301,1.45,"PROTEIN, TOTAL; SERUM    84155",$53.00 ,84155,84155
26335814,301,1.45,"PROTEIN, TOTAL; URINE $44",$53.00 ,84156,84156
26335818,301,1.45,"PROTEIN, TOTAL; OTH SRC  84157",$53.00 ,84157,84157
26335901,301,1.45,PROTEIN; ELECTROPHORETIC 84165,$151.00 ,84165,84165
26336100,302,1.45,"RHEUMATOID FACTOR,QNT $68",$82.00 ,86431,86431
26336105,302,1.45,RF (CLINICAL TRIAL)      86431,$9.00 ,86431,86431
26336354,301,1.45,SALICYLATE  80307,$101.00 ,80307,80307
26336560,301,1.45,SODIUM; SERUM            84295,$69.00 ,84295,84295
26336602,301,1.45,SODIUM; URINE            84300,$69.00 ,84300,84300
26336605,301,1.45,SODIUM; OTHER SOURCE  $58.00,$69.00 ,84302,84302
26336669,301,1.45,"GLUCOSE; QUANT, BLOOD    82947",$57.00 ,82947,82947
26336680,300,1.45,GLUCOSE; BLOOD RGT STRIP 82948,$42.00 ,82948,82948
26336693,301,1.45,GLUCOSE; POST GLUC DOSE  82950,$68.00 ,82950,82950
26336701,301,1.45,"GLUCOSE;BODY FLD,NOT BLD 82945",$57.00 ,82945,82945
26336710,309,1.4509,"GLUCOSE, AMNIOTIC FLUID 82945",$12.85 ,82945,82945
26336768,301,1.45,"GLUCOSE;TOLERANCE, 3 SPC 82951",$181.00 ,82951,82951
26336800,301,1.45,"GLUCOSE;TOLERNCE, EA ADD 82952",$57.00 ,82952,82952
26336917,301,1.45,TACROLIMUS (PROGRAF)     80197,$193.00 ,80197,80197
26336925,301,1.45,CARBAMAZEPINE (TEGRETOL) 80156,$48.00 ,80156,80156
26336958,301,1.45,THEOPHYLLINE             80198,$200.00 ,80198,80198
26336982,301,1.45,"TOBRAMYCIN, PRE/TROUGH   80200",$226.00 ,80200,80200
26337006,301,1.45,"TOBRAMYCIN, POST/PEAK    80200",$226.00 ,80200,80200
26337063,301,1.45,TRANSFERASE; AST/SGOT    84450,$73.00 ,84450,84450
26337113,301,1.45,TRANSFERASE; ALT/SGPT    84460,$74.00 ,84460,84460
26337154,301,1.45,TRIGLYCERIDES            84478,$83.00 ,84478,84478
26337188,301,1.45,TROPONIN; QUANTITATIVE   84484,$139.00 ,84484,84484
26337196,301,1.45,TRANSFERRIN              84466,$180.00 ,84466,84466
26337204,301,1.45,TYLENOL/ACETAMINOPHEN    80307,$284.00 ,80307,80307
26337261,301,1.45,UREA NITROGEN; QUANT     84520,$57.00 ,84520,84520
26337303,301,1.45,UREA NITROGEN; URINE     84540,$68.00 ,84540,84540
26337360,301,1.45,URIC ACID; BLOOD         84550,$64.00 ,84550,84550
26337402,301,1.45,URIC ACID; OTHER SOURCE  84560,$68.00 ,84560,84560
26337501,301,1.45,VALPROIC ACID            80164,$191.00 ,80164,80164
26337626,309,1.45,SWEAT COLLECTION         89230,$407.00 ,89230,89230
26337709,301,1.45,GGT                      82977,$102.00 ,82977,82977
26337766,301,1.45,CORTISOL; TOTAL          82533,$229.00 ,82533,82533
26337865,301,1.45,VITAMIN B-12             82607,$212.00 ,82607,82607
26337866,309,1.4509,"VIT B12 BINDING,UNSAT",$39.50 ,82608,82608
26337907,301,1.45,VANCOMYCIN; PRE          80202,$191.00 ,80202,80202
26337910,301,1.45,VANCOMYCIN; RANDOM       80202,$191.00 ,80202,80202
26337931,301,1.45,AMNIOSTAT-PHSPHTDLGLYCRL 84081,$233.00 ,84081,84081
26337941,301,1.45,FETAL FIBRONECTIN        82731,$494.00 ,82731,82731
26337956,301,1.45,VANCOMYCIN; POST         80202,$191.00 ,80202,80202
26440200,309,1.4509,SENSORY NEUROPATHY AB PANEL,$769.50 ,,
26440206,301,1.45,"CRYOGLOBULIN, QUAL $77",$92.00 ,82595,82595
26440207,309,1.4509,ASSAY OF CRYOGLOBULIN,$17.50 ,82595,82595
26440208,309,1.4509,ASSAY OF CRYOGLOBULIN $23.34,$23.34 ,82595,82595
26440750,302,1.45,ANTINUCLEAR ANTIBODIES $145,$171.00 ,86038,86038
26440752,309,1.4509,"ANTINUCLEAR AB, RIA $29.09",$27.50 ,86038,86038
26440776,302,1.45,"DNA AB, NATIVE/DBL STRND 86225",$193.00 ,86225,86225
26440958,302,1.45,COLD AGGLUTININ; TITER   86157,$113.00 ,86157,86157
26441055,302,1.45,"IMMUNODIFFUSION, COCCI   86331",$169.00 ,86331,86331
26441204,302,1.45,HETEROPHILE AB;SCRN MONO 86308,$73.00 ,86308,86308
26441205,302,1.4509,"P.FALCIPARIUM,IFA        86750",$100.00 ,86750,86750
26441238,302,1.45,ANTIBODY; H PYLORI       86677,$205.00 ,86677,86677
26441250,302,1.45,"HIV-1, EIA SUPPL TESTING 86701",$116.00 ,86701,86701
26441251,309,1.4509,"HIV-1, EIA MULTISPOT   86701",$25.00 ,86701,86701
26441252,309,1.4509,"HIV-1, EIA MULTISPOT GILEAD",$25.00 ,86701,86701
26441253,302,1.45,ANTIBODY; HIV-1          86701,$126.00 ,86701,86701
26441254,302,1.45,"HIV-1, EIA SUPPL GILEAD  86701",$116.00 ,86701,86701
26441255,302,1.45,ANTIBODY;HIV-1 RAPID SCR 86701,$126.00 ,86701,86701
26441257,302,1.45,AB; HIV 1+2              86703,$193.00 ,86703,86703
26441258,302,1.45,"HIV 1+2 AG/AB,4TH GEN GILEAD",$308.00 ,87389,87389
26441259,302,1.45,"HIV 1+2 Ag/Ab,4th Gen.   87389",$308.00 ,87389,87389
26441300,302,1.45,ANTIBODY; MUMPS IGG      86735,$183.00 ,86735,86735
