HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,447003415,BLADE; PEAK PLASMA (4.O),"$3,583.66"
EMC,447003416,BONE CEMENT BIOMET COBALT G,"$4,230.06"
EMC,447003509,CATH SWAN NECK CURL LEFT,"$4,036.94"
EMC,447003510,CATH SWAN NECK PRESTERNAL,"$7,194.28"
EMC,447003524,ECLIPSE FEMORAL BILIARY KIT OR,"$15,392.89"
EMC,447003526,ELECTRODE VAPR PREMIERE 50,"$4,082.10"
EMC,447003527,ELECTRODE VAPR PREMIERE 90,"$4,082.10"
EMC,447003529,ENDO-RETRACTOR,"$2,969.70"
EMC,447003531,FILSHIE CLIP,"$1,101.76"
EMC,447003540,FOGARTY BILIARY BALLOON 5 FR,"$1,004.70"
EMC,447003541,FOGARTY BILIARY BALLOON 6 FR,$851.86
EMC,447003550,GUIDEWIRE 14 .014/190 SPARTACO,"$1,186.79"
EMC,447003568,LIGASURE 5MM BLUNT TIP LAP,"$8,454.69"
EMC,447003569,LIGASURE DEVICE IMPACT,"$9,896.08"
EMC,447003570,MESH STRATTICE 10X10 STOMA,"$19,596.03"
EMC,447003571,MESH STRATTICE FIRM 16X20,"$66,702.56"
EMC,447003572,MESH; PHYSIO 10X15CM OVAL,"$8,486.59"
EMC,447003575,MESH; STRAATICE 10X16 FIRM,"$35,017.92"
EMC,447003577,MICROPUNCTURE INTR SET STIFF 5,$764.71
EMC,447003579,MINI QUICK ANCHOR  MITEK/DEPUY,"$5,071.84"
EMC,447003580,MONARCH INFLATION DEVICE,$770.91
EMC,447003587,PREVENA INCISION MGMT SYSTEM,"$6,294.00"
EMC,447003588,PROGEL PLEURAL AIR LEAK SEALAN,"$9,452.22"
EMC,447003591,SAFESHEATH 8FR 13CM,$901.35
EMC,447003604,SHOULDER STABILIZATION KIT,$920.51
EMC,447003605,SHUNT; CAROTID SUNDT 3MMX4MM,"$5,848.27"
EMC,447003606,SHUNT; CROTID SUNDT 3.5X5,"$5,848.27"
EMC,447003607,STAPLER; ECHELON,"$6,803.40"
EMC,447003608,STAPLER; ECHELON RELD BLUE 45,"$1,927.29"
EMC,447003609,STAPLER; ECHELON RELD GREEN 45,"$2,227.17"
EMC,447003610,STAPLER; ECHELON RELD GREY 45,"$2,392.16"
EMC,447003611,STAPLER; ECHELON RELD WHTE 45,"$1,927.29"
EMC,447003662,URO; TUIP KNIFE 24 FR,"$2,446.52"
EMC,447003675,DRILL BIT 2.5 MM  110/85MM,$982.50
EMC,447003676,DRILL BIT 3.2MM,"$1,294.21"
EMC,447003680,DRILL BIT CANNULATED 2.7MM,"$7,032.08"
EMC,447003681,DRILL BIT; QUICK CON 3.5MM,"$1,400.02"
EMC,447003685,WASHER 65MM FOR CANCELLO SCRE,$426.74
EMC,447003686,WIRE; 1.25MM THREADED GUIDE,$467.42
EMC,447003687,WIRE; KIRSCHNER 1.6MM X 150MM,$135.50
EMC,447003690,OPEN COMPRESSOR,"$5,639.56"
EMC,447003694,LINEAR 7.5FR 34CC IABC,"$11,131.17"
EMC,447003695,MEGA 8FR 50CC IABC,"$11,131.17"
EMC,447003697,ENDO VASC HARVESTING KIT,"$14,145.98"
EMC,447003698,CHEST DRAINAGE; ATRIUM,$517.54
EMC,447003699,CABLES; STERNAL,"$3,099.34"
EMC,447003701,SHUNT; 1.0MM  MAQUET,"$1,660.94"
EMC,447003702,BLOWER/MISTER,"$1,001.43"
EMC,447003703,KIT;OFF-PUMP STABLIZER/POSITIO,"$18,906.32"
EMC,447003704,DRAPE; SLUSH/WARMER DISC,$690.54
EMC,447003705,PUNCH; AORTIC 5.0MM,$470.95
EMC,447003706,PUNCH; AORTIC 4.0MM,$470.95
EMC,447003707,PUNCH; AORTIC 3.0MM,$609.39
EMC,447003708,VASOVIEW ACCESSORY PK MAQUET,"$1,998.14"
EMC,447003718,CATH; RETRO CARDIO 14FX28CM,"$1,091.67"
EMC,447003719,CANNULA; AORTIC 22FR 23CM,$385.46
EMC,447003722,CANNULA; DUAL STAGE 32/40X40,$385.46
EMC,447003726,PACK; OPEN HEART 1&2,"$7,195.64"
EMC,447003727,PUNCH; AORTIC 4.4MM,$489.04
EMC,447003728,CANNULA; DUAL STAGE 29/37 FR,$412.41
EMC,447003731,BLADE; STERNAL SAW REDO,$541.99
EMC,447003732,BRAT RESERVOIR,$563.36
EMC,447003733,BRAT 2 PROCEDURE SET,"$1,772.29"
EMC,447003734,SHUNT SENSORS,"$1,721.08"
EMC,447003735,PACER WIRE; TEMPORARY,$473.46
EMC,447003737,FELT; PTFE 6X6,"$2,523.08"
EMC,447003738,KIT; INSERTION 7.5 IAB 34/40,"$1,594.84"
EMC,447003739,KIT; INSERTION MEGA 8FR/50CC,"$1,521.64"
EMC,447003740,CANNULAE/DLP FEMORAL KIT,"$5,566.35"
EMC,447003742,CATH; SWAN GANZ SVO2 & EDV 8F,"$5,722.55"
EMC,447003745,PACK; HEMOCONCENTRATOR,"$1,218.71"
EMC,447003747,KIT; TRIPLE TRANSDUCER W/VAMP+,$757.44
EMC,447003788,GRAFT; HEMASHIELD 28X30,"$10,033.17"
EMC,447003789,GRAFT; HEMASHIELD 30X30,"$10,033.17"
EMC,447003790,GRAFT; HEMASHIELD 32X30,"$10,033.17"
EMC,447003802,SOMASENSOR ADULT,"$1,797.89"
EMC,447003803,ENDO 12MM UNIVERSAL,$552.31
EMC,447003804,ENDO UNIV TROCAR SLEEVE 5MM,$425.42
EMC,447003815,LINEAR 40CC IABC,"$11,853.83"
EMC,447003816,CATH; RETRO CARDIOPLEGIA 12FR,"$1,453.10"
EMC,447003817,CATH; RETRO CARDIOPLEGIA 14FR,"$1,404.84"
EMC,447003819,TUBING SET THREE CARDIOPLEGIA,$392.55
EMC,447003820,STYLET; MALLEABLE & PVC CATH,$497.37
EMC,447003821,ENDO; 5MM BLDLESS TROCAR OPTIV,$840.59
EMC,447003825,MESH; STRATTICE 20X25,"$109,413.11"
EMC,447003826,SECURESTRAP,"$6,647.11"
EMC,447003827,DRAIN; BLAKE 24FR ROUND,$633.89
EMC,447003828,STAPLER; RELOAD ESCHELON 60 GR,"$2,144.63"
EMC,447003831,STAPLER; ESCHELON (COMPACT) 45,"$5,497.83"
EMC,447003833,PLEURX PLEURAL CATH KIT,"$7,064.91"
EMC,447003834,PLEURX PT. STARTER KIT 1000ML,"$3,857.49"
EMC,447003847,CABLE W/CRIMP 1.7MMX750MM,"$7,334.07"
EMC,447003867,DRILL BIT 2.0X140MM,"$2,337.76"
EMC,447003869,SCREW; 2.7MM LOCKING 10MM,"$1,816.00"
EMC,447003870,SCREW; 2.7MM LOCKING 12MM,"$1,816.00"
EMC,447003871,SCREW; 2.7MM LOCKING 14MM,"$1,816.00"
EMC,447003879,LAP IRRIGATOR STRYKEFLO 2,$833.07
EMC,447003882,GUIDEWIRE SPADEPOINT 2.0X230,$711.27
EMC,447003883,GUIDEWIRE DRILL TIP 2.5X200,"$1,135.38"
EMC,447003941,SCREW CANNULATED LOCKING 5X70,"$3,413.95"
EMC,447003957,SCREW CANN CONICAL 5.0X40,"$2,998.11"
EMC,447003958,SCREW CANN CONICAL 5.0X45,"$2,998.11"
EMC,447003959,SCREW CANN CONICAL 5.0X50,"$2,998.11"
EMC,447003960,SCREW CANN CONICAL 5.0X55,"$2,998.11"
EMC,447003980,SCREW CANN LOCKING 7.3X70MM,"$5,046.17"
EMC,447004018,SCREW CANN THRED 7.3 16X30MM,"$4,167.77"
EMC,447004019,SCREW CAN THRED 7.3 16X35MM,"$4,167.77"
EMC,447004020,SCREW CANN THRED 7.3 16X40MM,"$4,167.77"
EMC,447004021,SCREW CANN THRED 7.3 16X45MM,"$4,437.20"
EMC,447004022,SCREW CANN THRED 7.3 16X50MM,"$4,437.20"
EMC,447004023,SCREW CANN THRED 7.3 16X55MM,"$4,437.20"
EMC,447004024,SCREW CANN THRED 7.3 16X60MM,"$4,437.20"
EMC,447004025,SCREW CANN THRED 7.3 16X65MM,"$4,437.20"
EMC,447004026,SCREW CANN THRED 7.3 16X70MM,"$4,437.20"
EMC,447004027,SCREW CANN THRED 7.3 16X75MM,"$4,437.20"
EMC,447004028,SCREW CANN THRED 7.3 16X80,"$4,437.20"
EMC,447004029,SCREW CANN THRED 7.3 16X85MM,"$4,437.20"
EMC,447004030,SCREW CANN THRED 7.3 16X90MM,"$4,437.20"
EMC,447004031,SCREW CANN THRED 7.3 16X95MM,"$4,437.20"
EMC,447004032,SCREW CANN THRED 7.3 16X100MM,"$4,437.20"
EMC,447004033,SCREW CANN THRED 7.3 16X105MM,"$4,437.20"
EMC,447004034,SCREW CANN THRED 7.3 16X110MM,"$4,437.20"
EMC,447004035,SCREW CANN THRED 7.3 16X115MM,"$4,437.20"
EMC,447004036,SCREW CANN THRED 7.3 16X120MM,"$4,437.20"
EMC,447004037,SCREW CANN THRED 7.3 16X125MM,"$4,437.20"
EMC,447004038,SCREW CANN THRED 7.3 16X130MM,"$4,437.20"
EMC,447004039,SCREW CANN THRED 7.3 16X135MM,"$4,437.20"
EMC,447004040,SCREW CANN THRED 7.3 16X140MM,"$4,437.20"
EMC,447004041,SCREW CANN THRED 7.3 16X145MM,"$4,437.20"
EMC,447004042,SCREW CANN THRED 7.3 16X150MM,"$4,437.20"
EMC,447004043,SCREW CANN THRED 7.3 32X45MM,"$4,437.20"
EMC,447004044,SCREW CANN THRED 7.3 32X50MM,"$4,437.20"
EMC,447004045,SCREW CANN THRED 7.3 32X55MM,"$4,437.20"
EMC,447004047,SCREW CANN THRED 7.3 32X65MM,"$4,167.77"
EMC,447004048,SCREW CANN THRED 7.3 32X70MM,"$4,437.20"
EMC,447004049,SCREW CANN THRED 7.3 32X75MM,"$4,167.77"
EMC,447004050,SCREW CANN THRED 7.3 32X80MM,"$4,437.20"
EMC,447004051,SCREW CANN THRED 7.3 32X85MM,"$4,437.20"
EMC,447004052,SCREW CANN THRED 7.3 32X90MM,"$4,437.20"
EMC,447004053,SCREW CANN THRED 7.3 32X95MM,"$4,437.20"
EMC,447004055,SCREW CANN THRED 7.3 32X105MM,"$4,437.20"
EMC,447004056,SCREW CANN THRED 7.3 32X110MM,"$4,437.20"
EMC,447004057,SCREW CANN THRED 7.3 32X115MM,"$4,437.20"
EMC,447004058,SCREW CANN THRED 7.3 32X120MM,"$4,437.20"
EMC,447004059,SCREW CANN THRED 7.3 32X125MM,"$4,437.20"
EMC,447004060,SCREW CANN THRED 7.3 32X130MM,"$4,437.20"
EMC,447004061,SCREW CANN THRED 7.3 32X135MM,"$4,437.20"
EMC,447004062,SCREW CANN THRED 7.3 32X140MM,"$4,437.20"
EMC,447004063,SCREW CANN THRED 7.3 32X145MM,"$4,437.20"
EMC,447004064,SCREW CANN THRED 7.3 32X150MM,"$4,437.20"
EMC,447004065,GUIDEWIRE THREAD 2.8 X 300MM,$830.97
EMC,447004066,DRILL BIT 7.3 CANN LG 300MM,"$7,614.42"
EMC,447004067,DRILL BIT 5.0 LG 300MM,"$7,510.07"
EMC,447004068,PLATE CONDYLAR 6H 4.5X170MM RT,"$16,680.39"
EMC,447004150,GUIDEWIRE 3.2MM 400MM,"$1,442.21"
EMC,447004268,SCREW CANN SHRT THRD 4.0X20MM,"$3,368.78"
EMC,447004269,SCREW CANN SHRT THRD 4.0X22MM,"$3,368.78"
EMC,447004270,SCREW CANN SHRT THRD 4.0X24,"$1,969.20"
EMC,447004271,SCREW CANN SHRT THRD 4.0X26MM,"$3,368.78"
EMC,447004272,SCREW CANN SHRT THRD 4.0X28MM,"$3,119.24"
EMC,447004273,SCREW CANN SHRT THRD 4.0X30MM,"$3,368.78"
EMC,447004274,SCREW CANN SHRT THRD 4.0X32MM,"$3,368.78"
EMC,447004275,SCREW CANN SHRT THRD 4.0X34MM,"$3,368.78"
EMC,447004276,SCREW CANN SHRT THRD 4.0X36MM,"$3,368.78"
EMC,447004277,SCREW CANN SHRT THRD 4.0X38MM,"$3,368.78"
EMC,447004278,SCREW CANN SHRT THRD 4.0X40MM,"$3,368.78"
EMC,447004279,SCREW CANN SHRT THRD 4.0X42MM,"$3,368.78"
EMC,447004280,SCREW CANN SHRT THRD 4.0X44MM,"$3,368.78"
EMC,447004281,SCREW CANN SHRT THRD 4.0X46MM,"$3,368.78"
EMC,447004282,SCREW CANN SHRT THRD 4.0X48MM,"$3,368.78"
EMC,447004283,SCREW CANN SHRT THRD 4.0X50MM,"$3,368.78"
EMC,447004284,PLATE 5H LCP 3.5X72MM,"$5,120.92"
EMC,447004285,PLATE 6H LCP 3.5X85MM,"$5,462.03"
EMC,447004287,PLATE 9H LCP 3.5X124MM,"$6,234.49"
EMC,447004288,PLATE 10H LCP 3.5X163MM,"$6,412.07"
EMC,447004289,PLATE 12H LCP 3.5X163MM,"$7,064.63"
EMC,447004290,PLATE 14H LCP 3.5X189MM,"$10,612.52"
EMC,447004291,PLATE T LCP OBLIQUE 3.5X52 RT,"$6,204.91"
EMC,447004292,PLATE T LCP OBLIQUE 3.5X63 RT,"$6,486.82"
EMC,447004293,PLATE T LCP OBLIQUE 3.5X74 RT,"$6,768.72"
EMC,447004294,PLATE T LCP OBLIQUE 3.5X96 RT,"$7,362.10"
EMC,447004295,PLATE T 3.5X50MM ANGLE RIGHT,"$5,477.59"
EMC,447004297,PLATE T 3.5X67MM ANGLE RIGHT,"$6,248.53"
EMC,447004299,PLATE T 3.5X87MM ANGLE RIGHT,"$9,128.27"
EMC,447004300,PLATE TUBULAR W/COLLAR 5H 57MM,"$2,952.95"
EMC,447004301,PLATE TUBULAR W/COLLAR 6H 69MM,"$2,952.95"
EMC,447004302,PLATE TUBULAR W/COLLAR 7H 81MM,"$3,013.68"
EMC,447004303,PLATE TUBULAR W/COLLAR 8H 93MM,"$3,161.64"
EMC,447004304,PLATE TUBULAR W/COLR 10H 117MM,"$3,161.64"
EMC,447004305,PLATE TUBULAR W/COLR 12H 141MM,"$3,280.01"
EMC,447004306,PLATE PROX HUMER STD 3H 90MM,"$16,680.39"
EMC,447004307,PLATE PROX HUMER STD 5H 114MM,"$16,680.39"
EMC,447004308,PLATE T OBLIQUE 3.5X52MM LT,"$6,218.93"
EMC,447004309,PLATE T OBLIQUE 3.5X63MM LT,"$6,516.42"
EMC,447004310,PLATE T OBLIQUE 3.5X74MM LT,"$6,798.31"
EMC,447004311,PLATE T OBLIQUE 3.5X96MM LT,"$7,376.14"
EMC,447004312,PLATE 3.5X70 5H RECONSTRUCTION,"$7,569.24"
EMC,447004313,PLATE 3.5X84 6H RECONSTRUCTION,"$8,757.59"
EMC,447004314,PLATE 3.5X98 7H RECONSTRUCTION,"$9,203.03"
EMC,447004315,PLATE 3.5X11 8H RECONSTRUCTION,"$9,603.30"
EMC,447004316,PLATE 3.5X140 10H RECONSTRUCTN,"$9,944.38"
EMC,447004317,PLATE 3.5X168 12H RECONSTRUCTN,"$10,805.66"
EMC,447004318,WIRE KIRSCH 5X150MM,"$2,834.57"
EMC,447004319,DRILL BIT 2.0X125MM,"$1,219.71"
EMC,447004320,DRILL BIT 2.8X165MM,"$1,403.27"
EMC,447004321,SCREW CORTEX 2.7X10MM,$556.01
EMC,447004322,SCREW CORTEX 2.7X12MM,$556.01
EMC,447004323,SCREW CORTEX 2.7X14MM,$556.01
EMC,447004324,SCREW CORTEX 2.7X16MM,$534.21
EMC,447004325,SCREW CORTEX 2.7X18MM,$556.01
EMC,447004326,SCREW CORTEX 2.7X20MM,$556.01
EMC,447004327,SCREW CORTEX 2.7X22MM,$556.01
EMC,447004328,SCREW CORTEX 2.7X24MM,$556.01
EMC,447004329,SCREW CORTEX 2.7X28MM,$556.01
EMC,447004330,SCREW CORTEX 2.7X28MM,$556.01
EMC,447004331,SCREW CORTEX 2.7X30MM,$556.01
EMC,447004332,SCREW CORTEX 2.7X32MM,$556.01
EMC,447004333,SCREW CORTEX 2.7X34MM,$556.01
EMC,447004334,SCREW CORTEX 2.7X36MM,$556.01
EMC,447004335,SCREW CORTEX 2.7X38MM,$556.01
EMC,447004336,SCREW CORTEX 2.7X40MM,$556.01
EMC,447004337,SCREW CORTEX 2.7X45MM,$556.01
EMC,447004338,SCREW CORTEX 2.7X50MM,$556.01
EMC,447004339,SCREW CORTEX 2.7X55MM,$556.01
EMC,447004340,SCREW CORTEX 3.5X42MM,$362.88
EMC,447004341,SCREW CORTEX 3.5X44MM,$362.88
EMC,447004342,SCREW CORTEX 3.5X46MM,$362.88
EMC,447004343,SCREW CORTEX 3.5X48MM,$362.88
EMC,447004344,SCREW CANCELLOUS 4.0X35,$292.81
EMC,447004345,SCREW LOCKING 3.5X10MM,"$2,122.82"
EMC,447004346,SCREW LOCKING 3.5X12MM,"$2,122.82"
EMC,447004349,SCREW CANN 4.0X52MM SHORT,"$3,368.78"
EMC,447004350,SCREW CANN 4.0X56MM SHORT,"$3,368.78"
EMC,447004351,SCREW CANN 4.0X58MM SHORT,"$3,368.78"
EMC,447004352,SCREW CANN 4.0X60MM SHORT,"$3,119.24"
EMC,447004353,SCREW CANN 4.0X64MM SHORT,"$3,368.78"
EMC,447004354,SCREW CANN 4.0X68MM SHORT,"$3,119.24"
EMC,447004355,SCREW CANN 4.0X72MM SHORT,"$3,119.24"
EMC,447004356,SCREW LOCKING 3.5X14MM,"$1,911.01"
EMC,447004357,SCREW LOCKING 3.5X16MM,"$1,911.01"
EMC,447004358,SCREW LOCKING 3.5X18MM,"$2,122.82"
EMC,447004359,SCREW LOCKING 3.5X20MM,"$2,122.82"
EMC,447004360,SCREW LOCKING 3.5X22MM,"$2,122.82"
EMC,447004361,SCREW LOCKING 3.5X24MM,"$2,122.82"
EMC,447004362,SCREW LOCKING 3.5X26MM,"$2,122.82"
EMC,447004363,SCREW LOCKING 3.5X28MM,"$2,122.82"
EMC,447004364,SCREW LOCKING 3.5X30MM,"$2,122.82"
EMC,447004365,SCREW LOCKING 3.5X32MM,"$2,122.82"
EMC,447004366,SCREW LOCKING 3.5X34MM,"$2,122.82"
EMC,447004367,SCREW LOCKING 3.5X36MM,"$2,122.82"
EMC,447004368,SCREW LOCKING 3.5X38MM,"$2,122.82"
EMC,447004369,SCREW LOCKING 3.5X40MM,"$2,122.82"
EMC,447004370,SCREW LOCKING 3.5X50MM,"$2,122.82"
EMC,447004371,SCREW LOCKING 3.5X60MM,"$2,122.82"
EMC,447004372,SCREW LOCKING 3.5X42MM,"$2,122.82"
EMC,447004375,SCREW LOCKING 3.5X48MM,"$2,122.82"
EMC,447004376,SCREW LOCKING 3.5X52MM,"$2,122.82"
EMC,447004377,SCREW LOCKING 3.5X54MM,"$2,136.84"
EMC,447004378,SCREW LOCKING 3.5X56MM,"$2,136.84"
EMC,447004379,SCREW LOCKING 3.5X58MM,"$2,136.84"
EMC,447004380,SCREW CANN 4.0X54MM SHORT,"$3,368.78"
EMC,447004382,SCREW TI LOCKING 5.0X28MM,"$2,778.50"
EMC,447004383,SCREW TI LOCKING 5.0X30MM,"$2,778.50"
EMC,447004384,SCREW TI LOCKING 5.0X32MM,"$2,778.50"
EMC,447004385,SCREW TI LOCKING 5.0X34MM,"$2,778.50"
EMC,447004386,SCREW TI LOCKING 5.0X36MM,"$2,778.50"
EMC,447004387,SCREW TI LOCKING 5.0X38MM,"$2,778.50"
EMC,447004388,SCREW TI LOCKING 5.0X40MM,"$2,778.50"
EMC,447004389,SCREW TI LOCKING 5.0X42MM,"$2,778.50"
EMC,447004390,SCREW TI LOCKING 5.0X44MM,"$2,778.50"
EMC,447004391,SCREW TI LOCKING 5.0X46MM,"$2,778.50"
EMC,447004392,SCREW TI LOCKING 5.0X48MM,"$2,778.50"
EMC,447004393,SCREW TI LOCKING 5.0X50MM,"$2,778.50"
EMC,447004394,SCREW TI LOCKING 5.0X52MM,"$2,778.50"
EMC,447004395,SCREW TI LOCKING 5.0X54MM,"$2,778.50"
EMC,447004396,SCREW TI LOCKING 5.0X56MM,"$2,778.50"
EMC,447004397,SCREW TI LOCKING 5.0X58MM,"$2,778.50"
EMC,447004398,SCREW TI LOCKING 5.0X60MM,"$2,778.50"
EMC,447004399,SCREW TI LOCKING 5.0X64MM,"$2,778.50"
EMC,447004400,SCREW TI LOCKING 5.0X68MM,"$2,778.50"
EMC,447004408,END CAP TI TROCAN FIX NAIL 0MM,"$2,417.18"
EMC,447004409,END CAP TI TROCAN FIX NAIL 5MM,"$2,417.18"
EMC,447004410,END CAP TI TROCAN FIX NAIL 10M,"$2,417.18"
EMC,447004411,ROD REAMING 2.5X950MM,"$1,750.57"
EMC,447004477,STAPLER; ESCHELON RELD 60 WHIT,"$2,144.63"
EMC,447004501,GRAFT; GORTEX PROPER 6X40,"$10,440.75"
EMC,447004502,GRAFT; GORTEX PROPEN 6X10,"$4,571.14"
EMC,447004503,GRAFT; GORETEX PROPEN 8X40,"$11,276.01"
EMC,447004504,GRAFT; GORETEX PROPEN 7X80,"$22,992.78"
EMC,447004505,GRAFT; GORETEX PROPEN 4-7X45,"$12,386.13"
EMC,447004511,STAPLER; HEMORRHOIDOPEXY,"$5,773.76"
EMC,447004512,LENS; INTRAOCULAR TECNIS 16.5,"$2,211.59"
EMC,447004513,LENS; INTRAOCULAR TECNIS 17.0,"$2,211.59"
EMC,447004514,LENS; INTRAOCULAR TECNIS 15.0,"$2,211.59"
EMC,447004515,LENS; INTRAOCULAR TECNIS 15.5,"$2,211.59"
EMC,447004516,LENS; INTRAOCULAR TECNIS 16.0,"$2,211.59"
EMC,447004517,LENS; INTRAOCULAR TECNIS 18.0,"$2,211.59"
EMC,447004518,LENS; INTRAOCULAR TECNIS 18.5,"$2,211.59"
EMC,447004519,LENS; INTRAOCULAR TECNIS 19.5,"$2,211.59"
EMC,447004520,LENS; INTRAOCULAR TECNIS 20.5,"$2,211.59"
EMC,447004521,LENS; INTRAOCULAR TECNIS 21.0,"$2,211.59"
EMC,447004522,LENS; INTRAOCULAR TECNIS 21.5,"$2,047.78"
EMC,447004523,LENS; INTRAOCULAR TECNIS 22.0,"$2,211.59"
EMC,447004524,LENS; INTRAOCULAR TECNIS 22.5,"$2,211.59"
EMC,447004525,LENS; INTRAOCULAR TECNIS 23.0,"$2,211.59"
EMC,447004526,LENS; INTRAOCULAR TECNIS 23.5,"$2,211.59"
EMC,447004527,LENS; INTRAOCULAR TECNIS 24.0,"$2,211.59"
EMC,447004528,LENS; INTRAOCULAR TECNIS 24.5,"$2,047.78"
EMC,447004529,LENS; INTRAOCULAR TECNIS 25.0,"$2,211.59"
EMC,447004531,BLADE; TITANIUM HELICAL,"$9,631.34"
EMC,447004535,BLADE; TITANIUM HELICAL,"$10,541.27"
EMC,447004536,BLADE; TITANIUM HELICAL,"$10,541.27"
EMC,447004537,BLADE; TITANIUM HELICAL,"$10,971.85"
EMC,447004538,BLADE; TITANIUM HELICAL,"$10,971.85"
EMC,447004539,BLADE; TITANIUM HELICAL,"$9,631.34"
EMC,447004540,BLADE; TITANIUM HELICAL,"$9,631.34"
EMC,447004541,BLADE; TITANIUM HELICAL,"$9,631.34"
EMC,447004542,BLADE; TITANIUM HELICAL,"$10,971.85"
EMC,447004543,MYOSURE DEVICE,"$9,622.94"
EMC,447004544,AQUILEX FLUID DEVICE,"$1,605.17"
EMC,447004559,SCISSOR TIPS,$443.88
EMC,447004585,SCREW CORTEX 2.0X18MM SLF TAP,$554.45
EMC,447004631,DRILL BIT 1.5 MINI QC 65MM,"$1,188.34"
EMC,447004646,"DRILL BIT, QUICK CON 2.0MM","$1,400.02"
EMC,447004661,DRILL BIT 2.7THREE FLUTED 125,"$1,815.42"
EMC,447004668,DRILL BIT 4.0 THREE FLUTED/195,"$2,284.79"
EMC,447004678,REAMER CORING 11MM,"$3,347.37"
EMC,447004679,REAMER CORING 10MM,"$3,347.37"
EMC,447004680,REAMER CORING SZ 8,"$3,043.27"
EMC,447004681,REAMER CORING SZ 12,"$3,347.37"
EMC,447004720,BONE CEMENT PALACOS GENTAMICIN,"$5,977.47"
EMC,447004721,LOOP LG FOR 12 TELESCOPES OLYM,"$7,429.52"
EMC,447004723,CATH PRESTERNAL PERITON DIALYS,"$7,485.90"
EMC,447004724,VAC VIA 7DAY THERAPY KIT,"$9,299.48"
EMC,447004736,GLAUCOMA SHUNT EX-PRESS R-50,"$11,064.19"
EMC,447004745,NAIL TROCH 10MM/125/170,"$16,323.73"
EMC,447004746,NAIL TROCH 10MM/130/170MM,"$16,323.73"
EMC,447004747,NAIL TROCH 10MM/135/170,"$16,323.73"
EMC,447004748,NAIL TROCH 11MM/125/170,"$16,323.73"
EMC,447004749,NAIL TROCH 11MM/130/170,"$16,323.73"
EMC,447004750,NAIL TROCH 11MM/135/170,"$16,323.73"
EMC,447004751,NAIL TROCH 12MM/125/170,"$16,323.73"
EMC,447004752,NAIL TROCH 12MM/130/170,"$16,323.73"
EMC,447004753,NAIL TROCH 12MM/135/170,"$16,323.73"
EMC,447004755,NAIL TROCH 11MM/130/300 RT,"$18,454.26"
EMC,447004757,NAIL TROCH 11MM/130/320 RT,"$18,454.26"
EMC,447004759,NAIL TROCH 11MM/130/340 RT,"$18,357.13"
EMC,447004760,NAIL TROCH 11MM/130/340 LT,"$16,702.20"
EMC,447004761,NAIL TROCH 11MM/130/360 RT,"$19,109.71"
EMC,447004763,NAIL TROCH 11MM/130/380 RT,"$19,109.71"
EMC,447004765,NAIL TROCH 11MM/130/400 RT,"$19,109.71"
EMC,447004767,NAIL TROCH 11MM/130/420 RT,"$18,454.26"
EMC,447004769,NAIL TROCH 11MM/130/440 RT,"$18,454.26"
EMC,447004782,TROCAR BLADELESS 5MM,$728.26
EMC,447004783,TROCAR 5MM XCEL,$513.49
EMC,447004784,TROCAR 7/8  TRISTAR,$796.52
EMC,447004787,TROCAR BLADELESS 10/12MM,$900.30
EMC,447004791,TROCAR 10/12MM TRISTAR,$844.79
EMC,447004792,CANNULA; EZ GLIDE,$827.38
EMC,447004794,TROCAR 10/12MM BLUNT,"$1,369.03"
EMC,447004796,HARMONIC ACE 36 RECYCLED,"$3,673.94"
EMC,447004801,HARMONIC FOCUS 9CM,"$7,098.61"
EMC,447004802,ENDO TROCAR BLADELESS 15MM,"$2,120.27"
EMC,447004804,CELERO BIOPSY DEVICE/ VACUUM,"$4,018.02"
EMC,447004809,PORT; BIOFLO,"$6,642.04"
EMC,447004810,TOURNIQUET CUFF 24,$376.38
EMC,447004811,TOURNIQUET CUFF 30,$406.89
EMC,447004812,TOURNIQUET CUFF 34,$467.85
EMC,447004813,TOURNIQUET CUFF 44,$477.85
EMC,447004814,HTA ABLATION KIT,"$15,034.24"
EMC,447004815,PACK; PERFUSION TERUMO,"$5,909.87"
EMC,447009793,GI POLYFLEX ESOPH 23/18MMX90,"$19,311.11"
EMC,447009794,GI WALLFLEX BILIARY COV 10X60,"$24,505.07"
EMC,447009795,GI WALLFLEX BILIARY UNC 10X60,"$15,127.61"
EMC,447009803,GI WF PC ESOP STNT 18/23X12,"$19,449.56"
EMC,447009804,GI ADVNX PRELD RX STENT 10X12,"$2,152.42"
EMC,447009809,GI ADVNX PRELD RX STENT 10X9,"$1,992.98"
EMC,447009820,GI ADVNX PRELD RX STENT 8.5X7,"$1,992.98"
EMC,447009821,GI ADVNX PRELD RX STENT 8.5X9,"$1,992.98"
EMC,447009842,STERILMED ENDO SCISSORS,$557.64
EMC,447009843,2.5mm AGGRESSIVE CUTTER,$677.46
EMC,447009844,STERILMED LIGASURE,"$4,966.59"
EMC,447009845,CHIA SUTURE PASSER,"$2,014.94"
EMC,447009846,STERILMED ENDO 12mm TROCAR,$383.63
EMC,447009847,HIPGRID TEARDROP VECTOR,"$5,579.84"
EMC,447009848,CAPIO SLIM CAPTURE DEVICE,"$6,701.86"
EMC,447009849,SUTURE CAPIO PROLENE,$466.29
