MNEMONIC,DESCRIPTION, STD.CHARGE 
401027220,ER FX TX HIP SOCKET, $910.00 
401027230,ER FX FEMORAL CLSD WO MAN, $588.00 
401027250,ER RED HIP DISL W/O ANES, $574.00 
401027252,ER RED HIP DISL W/ANES," $3,237.00 "
401027265,ER RED PROS HIP W/O A, $786.00 
401027266,ER RED PROS HIP DISL W/ANES," $7,897.00 "
401027327,ER EXCSN TUMOR THIGH <3CM," $5,856.00 "
401027502,ER FX FEMORAL CLSD TX W/MAN," $4,224.00 "
401027508,ER FX FEMORAL CLSD WO MAN, $588.00 
401027510,ER FX FEMORAL CLSD W/MANIP," $3,884.00 "
401027520,ER FX PATELLAR CLSD WO MAN, $588.00 
401027530,ER FX TIBIAL CLSD, $588.00 
401027550,ER CLSD TX KNEE DISLOC WO A, $703.00 
401027552,ER RED KNEE DISL W/ANES," $3,237.00 "
401027560,ER TX PATELLA DISLOC WO A, $510.00 
401027562,ER RED PATELLAR DISL W/ANE," $1,913.00 "
401027750,ER TIB SHAFT FX CARE W/O M, $574.00 
401027752,ER FX TIB/FIB wMAN," $3,625.00 "
401027760,ER FX CARE DISTAL TIB, $574.00 
401027762,ER FX MED ANKLE CLSD W/M," $3,915.00 "
401027767,ER FX TX CLOSED POST MALLEOLUS, $449.00 
401027780,ER FIB PROX/SHAFT FX CARE, $574.00 
401027781,ER FX PROX FIBULA CLSD W/MAN," $3,237.00 "
401027786,ER FX CARE DISTAL FIB, $703.00 
401027788,ER FX ANKLE CLOSED TX W/ MANIP, $703.00 
401027808,ER FX ANKLE CLSD BIMAL W/O MAN, $588.00 
401027810,ER FX ANKLE CLOSED W/MANIP," $3,237.00 "
401027816,ER FX TRIMALLEOLAR CLSD, $588.00 
401027818,ER FX ANKLE," $3,237.00 "
401027824,ER FX DISTL TIBIAL CLSD WO MAN, $588.00 
401027825,ER FX DISTAL TIBIA W/MAN," $3,625.00 "
401027840,ER RED ANKLE DISL W/O ANESTH, $786.00 
401027842,ER RED ANKLE DISL W/ANES," $3,237.00 "
401028190,ER REM SQ FB FOOT," $2,783.00 "
401028192,ER REMVL FB FOOT DEEP," $4,175.00 "
401028193,ER REMVL FB FOOT COMPLICATED," $4,175.00 "
401028400,ER FX TX CLOSED CALCANEAL, $703.00 
401028430,ER FX TALUS CLSD, $510.00 
401028435,ER ANKLE FX TREATMENT," $3,237.00 "
401028450,ER FX TX TARSAL BONE, $703.00 
401028470,ER FX CARE METATARSAL, $574.00 
401028475,ER METATARS FX CARE W/MAN E, $574.00 
401028490,ER FX CARE GREAT TOE, $574.00 
401028495,ER GREAT TOE FX CARE W/MAN, $574.00 
401028510,ER FX CARE TOE, $574.00 
401028515,ER TOE FX CARE W/MAN EA, $574.00 
401028540,ER RED TARSAL DISL W/O ANES, $574.00 
401028545,ER RED TARSAL DISL W/ANESTH," $7,070.00 "
401028570,ER RED TALOTARSA DISL W/O ANES, $574.00 
401028575,ER RED TALOTARSAL DISL W/ANEST," $3,237.00 "
401028600,ER RED TARSOMET DISL W/O ANEST, $574.00 
401028605,ER RED TARSOMET DISL W/ANESTH, $574.00 
401028630,ER RED METATARPHAL DIS W/O, $574.00 
401028635,ER RED METATARPHAL DISL W/ANES," $3,237.00 "
401028660,ER DISLOC TOE CLSD, $510.00 
401028665,ER RED IP DISL TOE W/ANESTH," $1,913.00 "
401029065,ER CAST LONG ARM, $574.00 
401029075,ER CAST SHORT ARM, $574.00 
401029085,ER CAST HAND, $574.00 
401029105,ER SPLINT LONG ARM, $574.00 
401029125,ER SPLINT SHORT ARM, $415.00 
401029130,ER SPLINT FINGER, $574.00 
401029345,ER CAST LONG LEG, $574.00 
401029355,ER CAST LL WALK, $574.00 
401029365,ER CAST CYLINDER, $574.00 
401029405,ER CAST SHORT LEG, $574.00 
401029425,ER CAST SL WALK, $574.00 
401029505,ER SPLINT LONG LEG, $574.00 
401029515,ER SPLINT SHORT LEG, $574.00 
401029700,ER CAST REM/BIV GAUNT/BOOT, $355.00 
401029705,ER CAST REMOVE/BIV ARM/LEG, $355.00 
401029730,ER CAST WINDOW, $355.00 
401030000,ER I&D NASAL ABS/HEM INTER, $786.00 
401030020,ER I&D NASAL ABS/HEM SEPTUM, $786.00 
401030300,ER REM FB NASAL, $786.00 
401030310,ER REM NASAL FB W/ANESTH," $4,773.00 "
401030901,ER EPISTAXIS SIMPLE/CAUTERY," $1,177.00 "
401030903,ER EPISTAXIS COMP/CAUTE/PA," $1,177.00 "
401030905,ER EPISTAXIS PST CAUT/PACK," $1,177.00 "
401030906,ER EPISTAXIS P SUB," $1,177.00 "
401031500,ER INTUBATION," $1,755.00 "
401031502,TRACH TUBE CHG B4 EST FISTULA, $625.00 
401031505,ER LARYNGOSCOPY, $574.00 
401031511,ER LAYNGOSCOPY W/ REMVL FB, $574.00 
401031515,ER LARYNGOSCPY DIRECT ASPIRATE," $1,477.00 "
401031575,ER FIBER LARYNG DIAG, $786.00 
401031577,ER FIBER LARYNG W/FB REM, $786.00 
401031603,ER TRACH EMERGENCY," $1,764.00 "
401031605,ER TRACH/CRICH," $1,764.00 "
401032110,ER THORACOTOMY W/CONTRL HEM, $786.00 
401032160,ER THORACOTOMY W/CARD MASS, $786.00 
401032550,ER INSERTION PLEURAL CATH W/CF," $3,675.00 "
401032551,ER CHEST TUBE INSERT WTR SEAL," $1,755.00 "
401032554,ER ASPIRATE PLEURA," $1,438.00 "
401032555,ED THORACENTESIS US GUIDED," $1,438.00 "
401033010,ER PERICARDIOC," $1,177.00 "
401033210,ER TEMPORARY PACER," $8,000.00 "
401035206,ER RPR BLOOD VESSEL LESION," $7,483.00 "
401036011,ER CATH PLACMNT VENOUS, $399.00 
401036400,ER VENIPUNCTURE <3YRS, $355.00 
401036405,ER VENIPUNCTURE <3YRS SCALP, $355.00 
401036406,ER VENIPUNCTURE <3 OTHER VEIN, $355.00 
401036410,ER VENIPUNCTURE CMPLX, $355.00 
401036420,ER CUTDOWN <1YR, $355.00 
401036425,ER VENI CUTDOWN >1YR, $355.00 
401036555,ER INSERT NON-T CVC <5YRS," $2,644.00 "
401036556,ER INSERT NON-T CVC >5," $2,644.00 "
401036568,PICC LINE INSERTION <5 YRS," $2,767.00 "
401036569,PICC LINE INSERTION >5YRS," $3,500.00 "
401036600,ER ABG DRAW, $355.00 
401036620,ER ARTLINE, $355.00 
401036625,ER ARTLINE CUTDOWN," $1,177.00 "
401036680,ER INTRAOSSEOUS INFUSION, $355.00 
401040650,ER REPAIR LIP VERMILLION," $2,038.00 "
401040652,ER RPR LIP FULL THICKNESS," $1,059.00 "
401040654,ER REPAIR LIP COMPLEX," $1,739.00 "
401040799,ER UNLISTED PROCEDURES LIPS, $369.00 
401040800,ER DRAIN ABSC/CYST MOUTH, $616.00 
401040804,ER FB MOUTH EMBED SMPL, $286.00 
401040830,ER LAC MOUTH <2.5/SMPL, $804.00 
401040831,ER LAC MOUTH >2.5/CMPLX," $1,787.00 "
401041250,ER TONGUE LAC REPAIR <2.5, $786.00 
401041252,ER TONGUE LAC REPAIR >2.5," $2,035.00 "
401041800,ER DRAIN GUM LESION, $341.00 
401041899,ER UNLISTD DENTOAVEOLAR PROC, $620.00 
401042700,ER I&D PERITONEAL ABSCESS, $924.00 
401042809,ER FB RMVL THROAT, $543.00 
401042960,ER OROPHAR HEMOR, $786.00 
401043200,ER ESPOPHAGOSCOPY," $2,202.00 "
401043215,ER ESOPHAGOSCOPY W/FB REMVL," $2,696.00 "
401043752,NG TUBE PLACEMENT, $568.00 
401043754,GASTRIC INTUB DX SINGLE SPEC, $653.00 
401043760,ER GASTROSTOMY TUBE CHANGE, $786.00 
401044799,REPLACE J TUBE," $7,710.00 "
401045005,ER DRAIN RECTAL ABCESS," $2,722.00 "
401045900,ER RED RECT PROLAPS W/ANESTH, $786.00 
401045915,ER REMVL FECAL IMPACT/FB," $3,528.00 "
401045999,ER UNLISTED PROC RECTUM," $1,281.00 "
401046040,ER I&D RECTAL ABCESS," $4,439.00 "
401046050,ER I&D PERIANAL," $2,206.00 "
401046083,ER INCISE THROMB HEMMORR, $610.00 
401046320,ER HEMORR ENUC," $4,905.00 "
401046600,ER ANOSCOPY DX, $786.00 
401046900,ER DESTRUCT LESION ANUS SI, $786.00 
401046910,ER DESTRUCT LES ANUS ELECT," $4,165.00 "
401049082,ER ABD PARACENTESIS WO IMAG," $1,761.00 "
401049083,ER ABD PARACENTESIS US GUIDED," $1,916.00 "
401049084,ER PERITONEAL LAVAGE," $1,268.00 "
401051100,ER BLADDER NDL ASPIRATION," $1,548.00 "
401051101,ER BLADDER ASP TROCAR/CATH," $2,528.00 "
401051102,ER BLADDER SUPRAPUBIC CATH," $4,445.00 "
401051600,ER BLADDER INJ FOR IMAGING, $786.00 
401051700,ER BLADDER IRRIG, $786.00 
401051701,ER INSERT BLADDER CATH, $355.00 
401051702,ER CATH SIMPLE, $355.00 
401051703,ER CATH COMPLX, $574.00 
401051705,ER CYSTO TUBE CHANGE SMPL, $786.00 
401051710,ER CYSTO TUBE CHANGE COMPLX," $1,430.00 "
401051711,ER CYSTO TUBE REQ'D SUPPLY, $4.00 
401053600,ER DIL URETH STRIC SND/DIL, $786.00 
401053620,ER DIL URETH STRIC FIL/FOL," $2,500.00 "
401054001,ER SLIT PERPUCE NONNB," $2,940.00 "
401054050,ER DESTRUCT LESION(S) PENIS, $786.00 
401054220,ER TX PRIAPISM, $633.00 
401054235,ER INJ CORP CAVERN W/PHARM, $786.00 
401054450,ER FORESKIN MANIP, $612.00 
401054700,ER DRAINAGE SCROTUM *P," $5,024.00 "
401055000,ER PUNCT ASPIR HYDROCELE," $1,031.00 "
401055100,ER I&D SCROTAL WALL ABSCESS," $1,471.00 "
401056405,ER I&D VULVA/PERINEAL ABSCESS, $743.00 
401056420,ER I&D BARTH GLAND ABSCESS, $786.00 
401057000,ER COLPOTOMY W EXPLRTN," $7,301.00 "
401057010,ER COLPOTOMY W DRNG," $3,980.00 "
401057410,ER PELVIC EXAM W/ANESTH," $2,354.00 "
401057415,ER REM VAG FB W/ANESTH," $3,528.00 "
401058301,ER REMOVAL IUD, $786.00 
401059300,ER EPISIOTOMY," $2,354.00 "
401059409,ER VAG DELIVERY ONLY," $5,145.00 "
401062270,ER LUMBAR PUNCTURE, $727.00 
401064400,ER INJ ANES TRIGEM NERVE, $786.00 
401064402,ER NERVE BLOCK FACIAL, $654.00 
401064405,ER INJ BLOCK OCCIPITAL, $858.00 
401064413,ER NRV BLK CERV PLEXUS," $2,239.00 "
401064420,ER NERVE BLOCK ICT, $786.00 
401064447,ER INJ BLK ANESTH FEM SNGL *P," $1,775.00 "
401064450,ER PERIPHERAL NERVE BLOCK, $793.00 
401065205,ER REMVL FB CONJ SIMPLE, $574.00 
401065210,ER REMVL FB CONJ COMPLEX, $786.00 
401065220,ER REMVL FB CORNEA SIMPLE, $574.00 
401065222,ER REMVL FB CORNEA COMPLEX, $786.00 
401065435,ER RUST RING REMOVAL," $1,764.00 "
401067700,BLEPHAROTOMY (TC), $796.00 
401068400,ER DRAIN LACRIMAL GLND," $1,921.00 "
401069000,ER I&D EXT EAR ABS/HEM SIMPLE, $675.00 
401069005,ER I&D EXT EAR ABS/HEM COMPLX," $2,354.00 "
401069020,ER I&D EXT AUD CANAL ABS/HE, $786.00 
401069200,ER REMOVAL FB EAR, $574.00 
401069205,ER REMOVAL FB EXT EAR W/ANESTH," $4,954.00 "
401069209,ER RMV IMPACT WAX IRRIG, $129.00 
401069210,ER RMV IMPACT WAX INSTRMNT, $223.00 
401076705,ED US ABD LTD, $464.00 
401076775,ED US RETROPERITONEAL, $464.00 
401076815,ER US PREG UTERUS LTD," $2,911.00 "
401076930,ED US PERICARDIOCENTESIS, $138.00 
401076937,ER US GUIDANCE VASC ACCESS, $62.00 
401081003,ER LAB - UA AUTO W/O MICRO, $38.00 
401081025,ER LAB - URINE PREG TEST, $35.00 
401085610,ER LAB - PT/INR, $30.00 
401087400,ER LAB - FLU A/B, $30.00 
401087807,ER LAB - RSV, $25.00 
401087880,ER LAB - RAPID STREP, $60.00 
401092960,ER CARDIOVERSION," $2,943.00 "
401093000,ECG TRACING ONLY (ED ), $415.00 
401096360,HYDRATION INITIAL 31M>1HR ER, $350.00 
401096361,HYDRATION IV EA ADDL HR ER, $162.00 
401096365,INFUSION INITIAL 16-90MIN (ER)," $1,017.00 "
401096366,INFUSION EA ADDL HR -ER, $398.00 
401096367,INFUSION ADDL SEQNTL >1HR ER, $239.00 
401096368,INFUSION ADDL CONCURRENT - ER, $100.00 
401096372,INJ/ADMIN IN/SQ TX-DX-PRO -ER, $75.00 
401096374,IVP INITIAL DOSE - ER, $250.00 
401096375,IVP EA ADDL SEQ NEW RX -ER, $141.00 
401096376,EA ADDL SEQL PUSH SAME RX -ER, $100.00 
401096401,ER CHEMO ANTI-NEOPL SQ/IM, $141.00 
401097597,ER RMV  DEVITLZD TISS <20CM, $798.00 
401099143,ER MOD SEDATAION <5YRS 1ST 30M, $162.00 
401099144,ER MOD SEDATION>5YRS 1ST 30M, $162.00 
401099145,ER MOD SEDATION EA ADDL 15 MIN, $83.00 
401099148,ER MOD SED ASST <5YR 1ST 30M, $162.00 
401099149,ER MOD SED ASST >5YR 1ST 30M, $162.00 
401099150,ER MOD SED ASST EA ADDL 15M, $83.00 
401099406,ER SMOKING CESSATION, $71.00 
401305198,TRAUMA ACT MINOR," $12,561.00 "
401305298,TRAUMA ACT MODERATE," $33,107.00 "
401305398,TRAUMA ACT MAJOR," $49,237.00 "
401307420,ORTHO CAST/SPLINT SIMPLE, $228.00 
401307440,ORTHO CAST/SPLINT COMPLEX, $498.00 
401399212,ORTHOPEDIC VISIT SIMPLE, $71.00 
401399213,ORTHOPEDIC VISIT EXTENDED, $86.00 
401500135,REPAIR COMPLEX >10<15CM PANEL, $972.00 
401501001,DEBRIDE EACH ADD, $22.00 
401501042,DR-DEBRIDE SQ, $74.00 
401501051,PAR/CUR 2-4 BENIGN LES, $71.00 
401501052,PAR/SUR 5+ BE, $81.00 
401501731,"DR-AVULS, NB 2ND", $43.00 
401502021,ED DR-WOUND DEHISCENCE W PACK, $108.00 
401502035,ED DR-SUTDBLS/A/T/E 12.6-20.0, $337.00 
401502036,ED DR-SUTDBLSATE 20.1-30 NF, $389.00 
401502037,ED DR SUTURE >30CM INTERMED, $405.00 
401502045,ED DR-SUT DBL NHFG 12.6-20.0, $296.00 
401502046,ED DR-SUT DBL NHFG 20.1-30.0, $423.00 
401506406,ED DR-OTH VENIP < AGE 3, $13.00 
401506490,ED DR-CUTDOWN < 5, $161.00 
401506491,ED DR-CUTDOWN > 5, $165.00 
401510040,ED DR-ACNE SURGERY, $66.00 
401510042,ED DR-SUT DBL NHFG 2.6-7.5, $245.00 
401510051,ED DR-SUT DBL FACE 2.5, $228.00 
401510052,ED DR-SUT DBL FACE 2.6-5.0, $245.00 
401510053,ED DR-SUT DBL FACE 5.1-7.5, $281.00 
401510054,ED DR-SUT DBL FACE 7.6-12.5, $351.00 
401510058,ED DR I&D ABSC/CYST CMPLX, $234.00 
401510059,ED DR I&D ABSC/CYST SMPL, $126.00 
401510075,ED DR I&D PILONDIAL CYST CX, $237.00 
401510079,ED DR I&D PILONDIAL CYST SMPL, $138.00 
401510101,"ED DR-PEN WOUND EXP, CHEST", $251.00 
401510102,"PEN WOUND EXP, ABD/FLAN/BAC", $307.00 
401510103,"PEN WOUND EXP, EXTREMITY", $413.00 
401510118,ED DR-I&D FB SQ COM, $276.00 
401510119,ED DR-REM FB SQ, $99.00 
401510120,ED DR-REM FB SQ (PANEL), $631.00 
401510121,ED DR-I&D FB SQ COM (PANEL)," $1,966.00 "
401510139,ED DR-I&D HEMATOMA, $88.00 
401510140,ED DR-I&D HEMATOMA (PANEL), $620.00 
401510159,ED DR-PUNCTURE ABSC, $101.00 
401510160,ED DR-PUNCTURE ABSC (PANEL), $633.00 
401510179,ED DR-I&D POST-OP WOUND COMP, $170.00 
401510180,EDP-I&D POST-OP WND CMP(PANEL), $702.00 
401510906,ED DR-EPITX P SUB, $219.00 
401510999,ED DR-DEBRIDE UP TO, $42.00 
401511000,ED DR-DEBRIDE UP TO (PANEL), $429.00 
401511001,ED DR-DEBRIDE EA AD (PANEL), $410.00 
401511005,ED DR-SUT SINGLE NF 12.6-20.0, $247.00 
401511006,ED DR-SUT SINGLE NF 20.1-30.0, $314.00 
401511007,"SUTURE, >30 CM REPAIR SIMPLE", $324.00 
401511014,ED DR SUT S/G 5.1-7.5, $213.00 
401511015,ED DR SUT S/F 7.6-12.5, $270.00 
401511016,ED DR SUT S/F 12.6-20.0, $351.00 
401511017,SUTURE 20.1-30CM REPAIR SIMPLE, $459.00 
401511018,SUTURE >30 CM REPAIR SIMPLE, $594.00 
401511032,ED DR-SUT DBL S/A/T/E 2.6-7.5, $255.00 
401511040,EDP DEBRIDE PART THICK (PANEL), $576.00 
401511042,ED DR-DEBRIDE SQ (PANEL), $606.00 
401511047,SUTURE > 30CM REP INTERMED, $457.00 
401511049,ED DR-PAR/CUR 1 LESION, $49.00 
401511051,PAR/CUR 2-4 BENIGN LES (PANEL), $458.00 
401511052,ED DR-PAR/SUR 5+ BE (PANEL), $614.00 
401511055,ED DR-SUT DBL FACE 12.6-20.0, $399.00 
401511056,SUTURE 20.1-30.0 REP INTERMED, $531.00 
401511057,SUTURE >30 REPAIR INTERMED, $601.00 
401511091,ED DR-SUT SING. NF 2.6-7.5, $168.00 
401511101,ED DR-SUT C/TRNK 2.6-7.5, $251.00 
401511102,ED DR-SUT C/TRNK ADD 5 CM, $216.00 
401511121,ED DR-SUT C/SCP/ARM/LG 2.6-7, $394.00 
401511122,ED DR SUT C/SCP/ARM/LG ADD 5CM, $216.00 
401511132,ED DR-SUT C/NHFG 2.6-7.5, $539.00 
401511151,ED DR-SUT C/EYE/NOSE/EAR, $444.00 
401511152,SUT 2.5-7.6 C/EYE/NOSE/EAR, $609.00 
401511160,SECOND CLOSE DEHI EXT-COMPL, $699.00 
401511199,ED DR-REMOVAL OF SKIN TAGS, $50.00 
401511200,EDP-REMOV SKIN TAGS (PANEL), $438.00 
401511729,ED DR-AVULSION NAIL, $94.00 
401511730,ED DR-AVULSION NAIL (PANEL), $333.00 
401511731,"ED DR-AVULS, NB 2ND (PANEL)", $43.00 
401511732,ED DR AVULSE NAIL PLT EA AD *P, $35.00 
401511739,ED DR-EVAC SUBUNGUAL HEMA, $33.00 
401511740,EDP-EVAC SUBUNG HEMA (PANEL), $272.00 
401511749,ED DR EXCISE NAIL PERMANENT, $162.00 
401511750,ED DR EXCISE NAIL PERMANENT *P, $401.00 
401511759,ED DR-REPAIR NAIL BED, $170.00 
401511760,ED DR-REPAIR NAIL BED (PANEL), $558.00 
401512000,ED DR-SUT SING. NONFACE 2.5, $132.00 
401512001,EDP-SUT SING NONFACE2.5(PANEL), $520.00 
401512002,EDP-SUT SING NF2.6-7.5(PANEL), $556.00 
401512003,ED DR-SUT SINGLE NF 7.5-12.5, $198.00 
401512004,EDP-SUT SING NF7.5-12.5(PANEL), $586.00 
401512005,SUT SING NF 12.6-20.0 (PANEL), $634.00 
401512006,EDP-SUT SING NF20.1-30(PANEL), $701.00 
401512007,SUT>30 CM REPAIR SIMP(PANEL), $712.00 
401512010,ED DR-SUT S/F 2.5, $141.00 
401512011,ED DR-SUT S/F 2.5 (PANEL), $529.00 
401512012,ED DR SUT S/F 2.6-5, $179.00 
401512014,ED DR SUT S/G 5.1-7.5 (PANEL), $601.00 
401512015,ED DR SUT S/F 7.6-12.5 (PANEL), $658.00 
401512016,EDP SUT S/F 12.6-20.0 (PANEL), $739.00 
401512017,SUT20.1-30CM REP SIMP(PANEL), $847.00 
401512018,SUT>30 CM REP SIMPLE(PANEL), $982.00 
401512019,ED DR-WOUND DEHISCENCE SIMPLE, $196.00 
401512020,EDP-WND DEHIS SIMPLE (PANEL), $584.00 
401512021,EDP-WND DEHIS W/PACK (PANEL), $496.00 
401512030,ED DR-SUT DBL S/A/T/E 2, $178.00 
401512031,EDP-SUT DBL S/A/T/E 2 (PANEL), $565.00 
401512032,SUT DBL S/A/T/E 2.6-7.5(PANEL), $643.00 
401512033,ED DR-SUT DBL S/A/T/E 7.6-12.5, $260.00 
401512034,SUT DBL S/A/T/E7.6-12.5(PANEL), $647.00 
401512035,SUT DBL S/A/T/E/12.6-20(PANEL), $725.00 
401512036,SUT DBL SATE20.1-30 NF(PANEL), $922.00 
401512037,SUT>30CM INTERMED (PANEL)," $3,360.00 "
401512040,ED DR-SUT DBL N/HN/FT GYN 2.5, $195.00 
401512041,SUT DBL N/HN/FT GYN (PANEL), $583.00 
401512042,SUT DBL NHFG 2.6-7.5 (PANEL), $632.00 
401512043,ED DR-SUT DBL NHFC 7.6-12.5, $282.00 
401512044,SUT DBL NHFC7.6-12.5 (PANEL), $670.00 
401512045,SUT DBL NHFG 12.6-20.0(PANEL), $684.00 
401512046,SUT DBL NHFC 20.1-30.0(PANEL), $955.00 
401512047,SUTURE>30CM REP INTERM(PANEL), $845.00 
401512050,ED DR-SUT DBL FACE 2.5, $228.00 
401512051,ED DR-SUT DBL FACE 2.5 (PANEL), $616.00 
401512052,SUT DBL FACE 2.6-5.0 (PANEL), $632.00 
401512053,SUT DBL FACE 5.1-7.5 (PANEL), $669.00 
401512054,SUT DBL FACE 7.6-12.5 (PANEL), $739.00 
401512055,SUT DBL FACE 12.6-20.0 (PANEL), $931.00 
401512056,SUT 20.1-30 REP INTERM (PANEL)," $1,722.00 "
401512057,SUT>30 REPAIR INTERM (PANEL)," $1,792.00 "
401513099,ED DR-SUT C/TRNK 1.1-2.5, $184.00 
401513100,SUT C/TRNK 1.1-2.5 (PANEL), $572.00 
401513101,SUT C/TRNK 2.6-7.5 (PANEL), $639.00 
401513102,SUT C/TRNK ADD 5 CM (PANEL), $749.00 
401513119,ED DR-SUT C/SCP/ARM/LG 1.1-2, $306.00 
401513120,SUT C/SCP/ARM/LG 1.1-2 (PANEL), $839.00 
401513121,SUT C/SCP/ARM/LG 2.6-7 (PANEL)," $1,192.00 "
401513122,SUT C/SCP/ARM/LG ADD5CM, $216.00 
401513130,ED DR-SUT C.NHFG 1.1-2, $353.00 
401513131,ED DR-SUT C.NHFG 1.1-2 (PANEL)," $1,151.00 "
401513132,SUT C/NHFG 2.6-7.5 (PANEL)," $1,338.00 "
401513133,ED DR RPR CMPLX EA ADDL <5CM, $644.00 
401513150,SUT C/EYELID/NOSE/E (PANEL)," $3,339.00 "
401513151,SUT C/EYE/NOSE/EAR (PANEL), $977.00 
401513152,SUT2.5-7.6C/EYE/NSE/EAR(PANEL," $1,407.00 "
401513159,2ND CLSE DEHI EXT-COMPL(PANEL), $699.00 
401513160,2ND CLSE DEHI EXT-COMPL(PANEL)," $1,232.00 "
401515999,ED DR-BURN TNIT T, $53.00 
401516000,ED DR-BURN TNIT T (PANEL), $441.00 
401516011,"ED DR-I&D FING ABSC, COMPLEX", $196.00 
401516019,ED DR-BURN DRG/DE SMALL, $85.00 
401516020,BURN DRG/DE SMALL (PANEL), $323.00 
401516024,ED DR-BURN DRG/DE MEDIUM, $102.00 
401516025,BURN DRG/DE MEDIUM (PANEL), $490.00 
401516029,ED DR-BURN LARGE, $130.00 
401516030,ED DR-BURN LARGE (PANEL), $663.00 
401516556,ED DR-CVP PERC > 5, $189.00 
401517266,RED PROS HIP DISL W/ANES, $621.00 
401518999,ED DR-PUNC/ASP BREAST CYST, $98.00 
401519000,PUNC/ASP BREAST CYST (PANEL), $586.00 
401520004,"ED DR-I&D SOFT TISS ABSCESS, C", $272.00 
401520099,ED DR-PENETRATING WOUND EXPLOR, $788.00 
401520100,PENETRATING WUND EXPL (PANEL)," $3,743.00 "
401520101,PEN WOUND EXP/CHEST (PANEL)," $3,206.00 "
401520102,PEN WOUND EXP ABD/FLAN (PANEL)," $3,262.00 "
401520103,PEN WOUND EXP EXTREM (PANEL)," $3,368.00 "
401520519,ED DR-REM FB/MUSCLE SIMPLE, $111.00 
401520520,REM FB/MUSC SIMPLE (PANEL), $643.00 
401520524,ED DR-REM FB/MUSCLE COMPLEX, $299.00 
401520525,REM FB/MUSCLE COMPLEX (PANEL)," $1,490.00 "
401520549,ED DR-TRIGGER PT, $53.00 
401520550,ED DR-TRIGGER PT (PANEL), $586.00 
401520552,ED DR TRIGGER PNT INJ 1-2 MSCL, $88.00 
401520599,ED DR-AS/INJ JNT SM JOINT, $62.00 
401520600,AS/INJ JNT SM JOINT (PANEL), $594.00 
401520604,ED DR-AS/INJ JNT INTER. JOINT, $65.00 
401520605,AS/INJ JNT INTER JOINT (PANEL), $598.00 
401520609,ED DR-ASP/INJ MAJOR JOINT, $76.00 
401520610,ASP/INJ MAJ JOINT (PANEL), $609.00 
401521309,ED DR-FX CARE NAS, $65.00 
401521314,ED DR-NASAL BONE FX CARE-W/STA, $169.00 
401521315,NASL BONE FX W/STAB (PANEL), $557.00 
401521336,ED DR-NASAL SEPTAL FX CARE, $294.00 
401521337,NASAL SEPTAL FX CARE (PANEL), $827.00 
401521480,MANDIBLE REDUCTION (PANEL), $614.00 
401521799,ED DR-FX CARE RIB, $141.00 
401521800,ED DR-FX CARE RIB (PANEL), $141.00 
401521819,ED DR-STERNUM FX CARE, $141.00 
401521820,ED DR-STERNUM FX CARE (PANEL), $529.00 
401522304,ED DR-VERT PROC FX CARE, $233.00 
401522305,VERT PROC FX CARE (PANEL), $620.00 
401523499,ED DR-FX CARE CLAVICLE, $281.00 
401523500,ED DR-FX CARE CLAVICLE (PANEL), $669.00 
401523504,ED DR-FX CARE CLAVICLE W/M, $328.00 
401523505,FX CARE CLAVICLE W/M (PANEL), $715.00 
401523519,ED DR-RED STERNOCLAV DIS. W/O, $184.00 
401523520,RED STERNOCLAV W/O ANES(PANEL), $717.00 
401523524,ED DR-RED STERNOCLAV DIS. W/MA, $288.00 
401523525,RED STERNOCLAV W/MA (PANEL), $820.00 
401523539,"ED DR-RED A/C DIS, W/O MAN", $283.00 
401523540,RED A/C DIS W/O MAN (PANEL), $816.00 
401523544,"ED DR-RED A/C DIS, W/MAN", $272.00 
401523545,RED A/C DIS W/MAN (PANEL), $804.00 
401523569,"ED DR-SCAP FX CARE, W/O MAN", $207.00 
401523570,SCAP FX CARE W/O MAN (PANEL), $739.00 
401523574,"ED DR-SCAP FX CARE, W/MAN", $357.00 
401523575,SCAP FX CARE W/MAN (PANEL), $889.00 
401523599,ED DR-FX CARE HUMERUS, $410.00 
401523600,ED DR-FX CARE HUMERUS (PANEL), $798.00 
401523604,"ED DR-HUM FX CARE, W/MAN", $515.00 
401523605,HUM FX CARE W/MAN (PANEL), $902.00 
401523649,ED DR-REDUC SHLDR, $376.00 
401523650,ED DR REDUC SHLDR (PANEL), $909.00 
401523654,ED DR-RED SHLDR DISLOC W/ANES, $529.00 
401523665,EDDR CLSD SHLDR DIS/FX W/MAN, $836.00 
401524499,"ED DR-HUM SHAFT FX CARE, W/O M", $414.00 
401524500,HUM SHFT FX CRE W/O M (PANEL), $802.00 
401524504,"ED DR-HUM SHAFT FX CARE, W/MAN", $513.00 
401524505,HUM SHFT FX  W/MAN (PANEL), $901.00 
401524599,"ED DR-RED, DISL ELB", $316.00 
401524600,"ED DR-RED, DISL ELB (PANEL)", $848.00 
401524604,"ED DR-RED ELBOW DISLOC, W/ANES", $395.00 
401524605,RED ELBW DISLOC W/ANES (PANEL), $927.00 
401524639,ED DR-REDUC/RAD/S, $135.00 
401524640,ED DR-REDUC/RAD/S (PANEL), $668.00 
401524649,ED DR-FX CARE RADIAL HEA, $175.00 
401524650,FX CARE RADIAL HEAD (PANEL), $708.00 
401524654,"ED DR-PROX RADIUS FX CARE, W/M", $388.00 
