CDM Number,GENL-DESC,Price-1
340395,OPEN/PERQ PLACE STENT EA ADD,"9,188.00"
340396,OPEN/PERQ PLACE STENT SAME,"18,999.00"
340398,VASC EMBOLIZE/OCCLUDE VENOUS,"19,371.00"
340399,VASC EMBOLIZE/OCCLUDE ARTERY,"19,371.00"
340402,VASC EMBOLIZE/OCCLUDE BLEED,"19,371.00"
340404,IVUS-ULTRACROSS 2.9 30-MHZ 3.2,"1,871.00"
340405,PERQ TRANSCATH CLOSURE PDA,"16,891.00"
340406,CATH PTA BAL VALV,"2,100.00"
340407,CATH PTA BAL DORADO %,315.00
340409,FILTER VENA CAVA FEMORAL,"1,663.00"
340410,FILTER VENA CAVA JUGULAR,"1,663.00"
340411,"ABLA-LIVE WIRE TC-402132,33,34","1,480.00"
340412,DAIG CATH-402135 THRU 402156,"1,480.00"
340413,INS/REP DEFIB SYS W/SUBQ EL,"37,509.00"
340414,EP EVAL DEFIB W/PROG PARAM,"10,246.00"
340420,CATH PTA ADMIRAL XTREME %,250.00
340421,CATH PTA BAL REEF %,298.00
340422,CATH PTA XTREME 150X130 %,315.00
340423,CATH PTA XTREME 250X130 %,350.00
340424,CATH PTA BAL  PX %,394.00
340425,CATH PTA BAL PX 130 %,430.00
340426,CATH PTA XTREME 130 %,438.00
340427,CATH PTA BAL PX 4.0 %,438.00
340428,CATH PTA BAL  PX 5.0 %,438.00
340429,CATH PTA BAL PX 6.0 %,438.00
340430,CATH PTA PACIFIC %,438.00
340431,CATH PTA AMPHIRION OTW %,543.00
340432,CATH PTA AMPHIRION OTW 2.0 %,595.00
340433,CATH PTA AMPHIRION OTW 2.5 %,595.00
340434,CATH PTA AMPHIRION OTW 3.0 %,595.00
340435,CATH PTA AMPHIRION OTW 4.0 %,595.00
340436,STENT NC W/DS VASCULAR COMP %,"1,663.00"
340438,STENT NC W/DS BILI ASSURANT %,"1,750.00"
340439,CATH PTA BAL PACIFIC %,438.00
340441,VALVE HEART PULM 16MM BVJ,"44,625.00"
340442,VALVE HEART PULM 18MM BVJ,"44,625.00"
340443,VALVE HEART DEL SYS 18MM,"11,375.00"
340444,VALVE HEART DEL SYS 20MM,"11,375.00"
340445,VALVE HEART DEL SYS 22MM,"11,375.00"
340446,IMPL CATH-DELIV PULM VALVE,"72,672.00"
340447,PTC W/IMPLNT ATRIAL CONGENT,"16,891.00"
340448,TAVR/TAVI W/PROS VALVE PERC FE,"20,522.00"
340449,INJ CONGENITAL HRT ART/ GRAFT,"1,869.00"
340450,THROMB VEIN VC/IV/FP LEG INCIS,"6,815.00"
340451,CATH GUIDE CHRONIC 3 X 135CM,"1,566.00"
340452,GUIDEWIRE STINGRAY .014X300CM,481.00
340454,INTRO/SHEATH CHECK FLO SET%,248.00
340455,GUIDEWIRE LUNDERQUEST CRV,250.00
340456,INTRO/SHEATH CHECK FLO 14F,123.00
340457,CATH PIGTAIL 5F %,163.00
340458,DILATOR VESSEL STD%,43.00
340459,DILATOR VASCULAR COONS 22F,63.00
340460,INTRO/SHEATH CHECK FLO MULLIN%,223.00
340461,INTRO/SHEATH CHECK FLO 7-9FR%,180.00
340462,CATH GUIDE CORSAIR%,"1,488.00"
340463,CATH ANGIO PIGTAIL%,368.00
340465,STENT NC W/O DS PALMAZ,"2,056.00"
340466,CATH MULTI-TRACK 6F,130.00
340467,CATH BAL DIL MULLINS%,"1,335.00"
340468,CATH PTA BAL ZMED %,850.00
340469,CATH PTA BAL BIB %,"1,313.00"
340470,CATH BALLOON SIZING PTS,406.00
340471,CATH PTA BAL ATLAS %,630.00
340472,CATH PTA BAL 18-20 ATLAS%,709.00
340473,CATH PTA BAL 22 ATLAS%,831.00
340474,STENT NC W/O DS MAX LD%,"2,363.00"
340476,INTRO/SHEATH BRITE TIP 23CM %,250.00
340477,INSERTABLE CARDIAC MONITOR,"9,266.00"
340478,INTRO/SHEATH CHECKFLO 12X85CM,223.00
340480,PACK CLOSUREFAST,224.00
340485,STENT NC VISION RX 2.75X8MM,"1,838.00"
340486,INTRO/SHEATH FLEXOR 7X70CM,175.00
340487,CATH TRANS DIAMONBACK,"6,816.00"
340488,GUIDEWIRE VIPERWIRE .014,"1,741.00"
340490,GUIDEWIRE ASAHI FIELDER%,691.00
340491,GUIDEWIRE ASAHI 0.14X30CM,263.00
340492,COIL EMBOL CONCERTO%,"1,006.00"
340493,CATH GUIDE INFUSION MICRO 14,"1,038.00"
340497,CATH GUIDE RENEGADE STC 18,564.00
340499,COIL EMB FIBERED IDC VORTX%,660.00
340504,INSERT/REPLACE LEADS-NONTHORAC,"7,919.00"
340505,SINGLE CHAMB SYS W/LD ICD/CRT-,"41,432.00"
340506,CATH PACEL RC 5F 110CM,233.00
340507,REMOVAL OF IABP,652.00
340509,BAL.-SYSTEMATIC VEIN,"4,691.00"
340510,CONTRAST INJECTION F/VENOGRAPH,809.00
340513,ANGIO-THORACIC ARTER-II ORDE-I,"2,619.00"
340514,ANGIO-COLLATERAL INJECTION,"1,332.00"
340516,ARTERIAL LINE PLACEMEENT,308.00
340517,CATH-TRANSCATH.RX-RETRIEVAL,"5,826.00"
340520,"ANGIO-AORTOGRAPHY, ABDO. S & I","3,957.00"
340522,ANGIO-PULM. ANGIO-UNIL S & I,"3,482.00"
340523,ANGIO-PULM. ANGIO-BILAT S & I,"4,298.00"
340524,ANGIO-PULM.-NONSELECTIVE S & I,"2,719.00"
340525,"VENOGRAPHY, EXTREM SUPERV/INTE","1,030.00"
340526,ANGIO-VENOGRAPHY-IVC,"4,408.00"
340527,ANGIO-VENOGRAPHY-SVC,"3,215.00"
340528,"VENOGRAPHY, CS, SUPERV/INTERP","2,719.00"
340530,TRANSCATHETER EMBOLIZATION,"6,395.00"
340532,TRANSCATHETER RETRIEVAL,"5,826.00"
340533,BAL.-PERIPHERAL ARTERY- S & I,"4,626.00"
340534,BAL-PERIPHERAL ARTERY-ADDL-S&L,"1,847.00"
340535,BAL.-VISCERAL ARTERY- S & L,"4,626.00"
340536,BAL-VISCERAL ARTERY-ADDL-S&I,"2,429.00"
340537,BAL.-VENOUS-S & I,"3,075.00"
340538,CARDIOPULM RESUSCITATION,425.00
340539,CARDIOVERSION INTERNAL,"2,670.00"
340540,"THROMBOLYSIS, I/V INFUSION",565.00
340541,CORONARY IVUS/OCT HEART EA ADD,"3,918.00"
340543,BAL.-PULMONARY VALVE,"13,053.00"
340544,CATH-ATRIAL SEPTOSTOMY,"4,059.00"
340545,CATH-TRANSSEPTAL BLADE,"4,271.00"
340546,BAL.-PA-FIRST,"11,585.00"
340547,BAL.-PA-ADDITIONAL,"4,745.00"
340549,TEE PLACEMENT/STUDY CONGENITAL,699.00
340554,BUNDLE OF HIS RECORDING,"6,798.00"
340555,INTRA-ATRIAL RECORDING,"5,438.00"
340556,R V RECORDING,"3,183.00"
340558,INTRA/VENTRICULAR/ATRIAL MAPP,"4,133.00"
340559,INTRAVENTRICULAR PACING,"6,798.00"
340560,ESOPHAGEAL OF RA ELECTO,"4,000.00"
340561,EKG-ESOPH. RECORDING + PACING,"4,000.00"
340562,STENT C/C W/DS ZILVER PTX%,"3,141.00"
340563,LEFT VENT PACING AND RECORDING,"5,516.00"
340564,DFTS & PACE SENCE FUNC AT IMPL,"2,476.00"
340565,CATH W/DRUG/BALLON OCCLUSION T,"2,903.00"
340566,UNLISTED CV PROCEDURE,"2,903.00"
340567,OXYGEN SAT OXIMETER SINGLE,141.00
340568,"PERICARDIOCENTESIS, SUBSEQUENT",879.00
340571,INSERT PACEMKR GEN DUAL,"11,124.00"
340577,RELOCATE SKN PCKET PACEMAKE,"2,602.00"
340578,RELOCATE SKN POCKET FOR DEFIB,"6,900.00"
340579,REMOVAL OF PPM,"9,690.00"
340583,REMOVAL SINGLE/DUAL AICD,"5,691.00"
340585,IMPLANT EVENT RECORDER,"7,018.00"
340586,REMOVAL IMPLANT EVENT RECORD,"1,433.00"
340588,BRACH. EMBOLECT. BY ARM INCISO,"6,772.00"
340589,RADIAL/ULNAR EMBOLECT BY INCIS,"6,755.00"
340590,TIBIAL UNI INIT.VESSEL PTA,"14,254.00"
340592,"PTCA, AORTIC","4,691.00"
340593,"ILIAC, UNILATERAL PTA","7,707.00"
340594,FEM/POP UNILATERAL PTA,"6,421.00"
340595,"PTCA, BRACHIOCEPHALIC TRUNK","4,691.00"
340596,"CENTRAL VENOUS LINE, PERC > 5Y","1,405.00"
340597,"CENTRAL VENOUS LINE, PERC <5YR","1,654.00"
340598,STENT C/C W/DS ZIL 80-100 PTX%,"3,141.00"
340599,INFUS. FOR PERIPH. THROMBOLYSI,"4,566.00"
340603,PERI. INTRAV. ULTRASOUND,"1,834.00"
340604,"PERI. INTRAV. ULTRASOUND, ADD","2,728.00"
340605,"STENT PLACEMENT, ADD. VESS","13,788.00"
340606,"ATHERECT/ROTOBLADD, ADD VESS.","8,793.00"
340607,SWAN INSERTION,"3,180.00"
340608,TRANSSEPTAL PROCEDURE,"5,296.00"
340611,"R/LHC, LV ANGIO","16,008.00"
340612,RHC FOR CONGENTIAL HEART,"3,805.00"
340613,RHC & RETRO. LHC FOR CONG. HEA,"2,767.00"
340617,CORONARY ANGIOS,"16,008.00"
340618,INTRAVASCULAR BLOOD FLOW VELOC,"4,146.00"
340619,INTRA/BLOOD FLOW VELOC/ADD/VES,905.00
340620,INDUCTION ELECTRICAL PACE.,"2,765.00"
340621,EP COMPREHENSIVE W/ARRHYTHMIA,"6,448.00"
340622,EP COMPREHENSIVE W/LT ATRIUM,"3,776.00"
340623,STIMULATION POST DRUG,"6,049.00"
340624,EP FOLLOW UP,"6,936.00"
340625,EPS EVAL OF DEFIB,"2,851.00"
340626,EPS AFIB ABL W/TRANSEPTAL,"22,393.00"
340627,EPS W/VT ABLATION,"21,940.00"
340630,STENT C/CVD W DS VIABAHN 10X5,"4,820.00"
340631,CATH ELEC DIAG/ABLA 3D VE MPG,"4,375.00"
340632,STENT NC/NCVRD W DS REBEL%,963.00
340633,INST VENT ASST DEVICE PERC ART,"12,338.00"
340634,CATH PTA BAL TORNUS 2.6F,"1,286.00"
340635,CATH PTA BAL VIDA A%,700.00
340636,CATH PTA BAL VIDA B%,875.00
340637,CATH PTA BAL VIDA C%,910.00
340638,MYNX CLOSURE DEVICE 5-7F%,418.00
340640,CATH GUIDE PROWLER 45 DEG,"1,051.00"
340645,CATH GUIDE DAC%,"1,713.00"
340646,COIL DETACH 360SFT 2X4CM,"3,141.00"
340647,ECHO DOPPLER CMPL,"1,211.00"
340650,STENT GRAFTMASTER JOSTENT%,"4,191.00"
340651,ECHO COLOR FLOW MAPPING,840.00
340652,US 3D REND W/INTERP W/O IND,687.00
340653,US 3D RNDR W/POSTPRO,924.00
340654,ICD SNGL CHAM  VR36/VR40 CONN%,"22,491.00"
340655,ICD DUAL CHAM DR-36,"24,570.00"
340656,LEAD ICD ENDO SNGL COIL DUR 58,"6,125.00"
340657,LEAD LT CORONARY VENT SYS 86CM,"2,975.00"
340658,INTRO CPS DIRECT SL II DS2C0%,866.00
340660,EMBOLIZATION PROT SYS SPIDERFX,"2,100.00"
340661,CATH PTA BAL LUTONIX%,"2,888.00"
340662,CLOSURE DEVICE VASC EXOSEAL%,266.00
340663,VASCULAR PLUG 10-22MM%,"1,456.00"
340664,VASCULAR PLUG IV 1-8MM%,"1,663.00"
340665,RETR DEVICE ENSNARE MERIT%,621.00
340666,GUIDEWIRE CHOICE PT ES .014,630.00
340667,VENA CAVA FILTER FEM,"1,471.00"
340669,VASC GRAFT 10X70MM,553.00
340675,EMBOL PRO SYS FILTERWIRE,"2,266.00"
340677,CATH TRAN CROWN STEALTH%,"6,116.00"
340678,CATH TRAN DIAMONDBACK%,"6,816.00"
340679,GUIDEWIRE VIPERWIRE ADV%,"1,575.00"
340683,GUIDEWIRE ASAHI TREASURE%,"1,575.00"
340687,CATH PTA BAL CHOCOLATE OTW%,"1,575.00"
340688,CATH PTA BAL CHOCOL 120 OTW%,"1,575.00"
340692,CATH TRANS ATHER ROT STEALTH%,"6,116.00"
340694,GUIDEWIRE PRESTIGE 185 CM,"1,020.00"
340695,REVASC OCCLU ACUTE MI SGL DES,"19,596.00"
340696,PRQ TRLUML CORONRY TOT OCCLUS,"12,708.00"
340697,REVASC OCCLUSN CHRONIC SGL DES,"19,596.00"
340698,PRQ TRLUML CORONRY CHRONIC OCC,"12,708.00"
340699,"WALL STENT, 7MM X 40 MM","2,507.00"
340700,REVAS COR BYP GRAF ANY SGL DES,"12,708.00"
340701,PRQ TRLUML CORONARY BYP GRFT,"12,708.00"
340702,ATHERECT COR STNT W/PL SGL DES,"19,596.00"
340703,PRQ TRLUML CORONARY ANGIO/ATHE,"19,596.00"
340704,ATHERECT COR STNT W/PL ADD DES,"17,306.00"
340706,REVASC OCCLUSN CHRONIC ADD DES,"16,408.00"
340707,PRQ CARD REVASC CHRONIC ADDL,"15,868.00"
340708,REVAS COR BYP GRAF ANY ADD DES,"18,670.00"
340709,PRQ TRLUML CORON BYP GRFT ADL,"16,532.00"
340711,NONSLCTV CATH THOR AORTA ANGIO,"6,576.00"
340713,FLEXTOME CB MR%,"1,295.00"
340716,CATH PTA BAL APEX 40X2,"1,216.00"
340717,CATH IV US EAGLE EYE 150CM,"1,415.00"
340718,FLEXTOME CB MR 2.0X6,"1,295.00"
340720,GUIDEWIRE ROSEN CRVD 025X260,47.00
340723,CATH THROM/EMBO 6F 90CM,"3,334.00"
340724,CATH THROM/EMBO  6F 120CM,"3,509.00"
340725,CATH GUIDE FINECROSS 150CM,744.00
340727,SELEC/CATH PLACE-1ST & 3RD ORD,"3,529.00"
340728,SELEC/CATH PLACE-ADD 2ND&3RD O,"1,039.00"
340729,ANGIO/EXTRE/UNILATERAL RADIO S,"4,509.00"
340731,ANGIO/RENAL/UNILATERAL RADIO S,"4,428.00"
340732,ANGIO/RENAL/BILATERAL RADIO SU,"3,502.00"
340734,CATH TRANS ATHER ROT 30GR%,"6,116.00"
340739,PACEMAKER-DDDR 289314 W/LDS ST,"16,949.00"
340741,"PM,DUAL CH,RATE RESPONSIVE IMP","13,990.00"
340744,"LD,CAR/VERTER-DEFI ENDO SGL CO","14,462.00"
340745,RENAL BIOPSY,"1,293.00"
340752,9F HICKMAN LUMEN CATH #0600600,868.00
340753,FILTER WIRE EX 190CM #19503-19,"2,493.00"
340756,STENT NC/NCRVD W/DS 2.25X12,963.00
340761,7F MARINR STEERABLE CATH 07530,"1,098.00"
340762,NAVX PATCH KIT- EN0010,"1,829.00"
340764,7F MULLIN AD TRANSP C-INT 0085,204.00
340772,CATH ELEC DIAG BIDIRECTIONAL%,"6,402.00"
340773,CATH ELEC DIAG UNDIRECTIONAL%,"6,036.00"
340775,CATH TRANS ANGIO TURBO %,"5,241.00"
340776,CATH TRANS ANGIO ELCA%,"4,279.00"
340777,CATH GUIDE  EXT ST%,"1,724.00"
340778,CATH GUIDE QUICK CROSS%,"1,461.00"
340779,CATH THROM/EMBO%,"1,138.00"
340780,RETR DVCE QUICK CROSS%,963.00
340786,GUIDEWIRE HYDROASAHI 04X190,691.00
340790,AMP DEL SYS - 9DEL(7F-12F)45/8,897.00
340791,AMP EXCH SYS- 9EXCH(7F/12F)45/,897.00
340795,ATTAIN SHEATH,"1,538.00"
340797,GUIDEWIRE .035-260CM EXCH,117.00
340799,REPOSITION LT VENT LEAD,"2,333.00"
340803,INTRO/SHEATH NL SLENDER,820.00
340809,DEFRIB DUAL CHAMBER TIER 1,"25,813.00"
340811,DEFIB BIVENT TIER 1,"35,875.00"
340812,DEFIB SINGLE CHAMBER TIER 1,"21,817.00"
340818,"CATH,EP,DX,O/T 3D MAP(DECAPOLA",818.00
340819,"CATH,EP,DX,O/T 3DMAP(20+ELECTR","2,676.00"
340821,"CATH,EP,DX/ABLA,O/T VECT MAP T","1,480.00"
340823,"CATH,PERFUSION CAPABI EX-TRANS",503.00
340824,CHILLER CATHETER,"2,330.00"
340826,REMOVAL OF VENA CAVA FILTER,"4,532.00"
340830,"CATHETER,INTRAVASCULAR ULTRASO","4,812.00"
340831,"CATHETER, OCCLUSION",767.00
340832,CATH GUIDE ATTAIN 6250-MB2,607.00
340833,CUTTING BALLOON,"7,534.00"
340836,"CATH,TRANSLU ATHERECTOMY, DIRE","6,130.00"
340837,"CATH,TRANSLU ATHERECTOMY,ROTAT","2,433.00"
340839,"CLOSURE DEVICE,VCULAR(IMPL/INS",438.00
340843,INTRO NDL/CATH AV SHUNT IST AC,"1,729.00"
340844,"EVENT RECORDER,CARDIAC(IMPLANT","7,582.00"
340848,IMPELLA RP US HDE PUMP SET,"43,750.00"
340849,INTRO/SHEATH 23FR SET,"1,225.00"
340850,JOSTENT GRAFTMASTER OTW %,"4,191.00"
340854,TRANSSEPTAL SHEATH,"14,789.00"
340856,IODIXANOL VL 320MG/150ML,141.00
340857,LEAD ENDO DUAL COIL,"7,000.00"
340858,"LD,CVERTER-DEF,ENDOCARL SGL CO","17,923.00"
340859,"LD,CVERTE-DEF,ENDOC SG/DL COIL","2,691.00"
340860,"LEAD,LEFT CORONARY SINUS SYSTE","3,150.00"
340862,"LEAD,PACEMAKER S VDD SNGL PASS",875.00
340863,"LD,PM,TRANSVENOUS VDD SINGL PA","2,691.00"
340864,"LD,PM/C-VERTER-DEF COMB (IMPLA","15,303.00"
340866,TRANSCATH THRAPY ART INITL,"3,796.00"
340867,TRANSCATH THERAPY VENOUS INIT,"1,687.00"
340868,CATH THERMOCOOL SF BI-DIR 7.5,"5,486.00"
340869,CATH PENTARAY 7FR D 2-6-2,"3,649.00"
340870,"PM,DUAL CH,NON RATE-RESPON(IMP","12,308.00"
340871,PACER DUAL RR T1,"7,146.00"
340872,CATH ELECTROPHYSIO D CRV 7FR,"2,104.00"
340874,PACER SINGLE RR T1,"7,058.00"
340875,PM O/T SINGLE/DUAL CHAMBER IMP,"12,600.00"
340876,CATH CRYOABLATION ARC FRONT%,"7,875.00"
340877,CATH-ABLATION 8MM CARTO,"4,871.00"
340878,CATH ABLATIO-NAVISTAR8MM,"3,600.00"
340880,FREEZOR MAX CRYO 23MM CATHETER,"2,975.00"
340882,FREEZOR CARDIAC CATHETER 4MM,"2,538.00"
340883,FREEZOR XTRA CATHETER 6MM,"2,713.00"
340884,FLEXCATH ADV STEER SHEATH-12FR,"2,013.00"
340888,"STENT,COATED/COVERED W/DELI SY","1,400.00"
340889,"STENT,COATED/COVERED,W/O DEL S","1,884.00"
340891,"STENT,NON-CONAR,TEMP,W/O DEL S","3,161.00"
340892,"STENT,NON-CTED/NON-CVD,W/DEL S","4,366.00"
340893,"CORON,STENT,N-CTED/CVD,W/DEL S","5,186.00"
340894,"CATHETER, BALLOOM PUMP","2,318.00"
340897,"CATH,EP,DX/ABLA,O/T 3DMAP TEMP","1,345.00"
340899,PCI BALLOON,"1,575.00"
340901,"CATHETER, CARTO","4,574.00"
340903,"CATH,TRANSLUMINAL ANGIO,NONLAS","1,863.00"
340907,STENT ILIAC ZILVER V6%,"2,056.00"
340908,STENT ILIAC ZILVER PTXD%,"2,616.00"
340909,SEPTAL DEFECT IMPLANT SYSTEM,"7,687.00"
340910,DUAL CHAMBER SYS W/LDS ICD/CRT,"41,432.00"
340911,DUAL CHAMBER GENERATOR ICD/CRT,"36,143.00"
340912,STENT C/C W/DS ZILVER DES%,"3,141.00"
340915,"PERIPHERAL BALLOON, MAXI","1,863.00"
340916,STENT ILIAC ZILVER PTX6%,"3,491.00"
340917,"PERIPHERAL STENT, PRECISE","1,863.00"
340918,"PERIPHERAL STENT, SMART CONTRO","2,049.00"
340920,ABLATION CABLE C6 MR,"1,480.00"
340923,LIVEWIRE 115CM,"1,829.00"
340925,7/8 F RF CONDUCTR MC 110,"1,323.00"
340926,D610FR252RT INTERFACE CABLE,794.00
340927,D7-DL-252RT 7F,"1,480.00"
340939,CATHETER DIREXION,"1,330.00"
340940,CANNULA PROTEK DUO VENO VENOUS,"34,126.00"
340943,CATH REFLEXION SPIRAL,"2,975.00"
340944,"CATHETER, THROMBECTOMY/EMBOLEC","2,888.00"
340945,TETRA  2.5 X 8-23MM,"2,118.00"
340947,MULTI-LINK VISION (ALL SIZES),"1,050.00"
340948,RX PIXEL 2.25X8MM(ALL SIZES),"2,330.00"
340952,CRSRL BLN 3.0 X 20MM(ALL SIZES,582.00
340956,"CATHETER, CARTO (NAVI-STAR)","3,272.00"
340957,FREEZOR1 CRYOCATH SHORT 7F 207,"6,342.00"
340958,FREEZOR3 CRYOCATH MEDIU 7F 207,"5,765.00"
340959,AERIS W/AGILE TIP TECH WIRE,"1,050.00"
340960,FREEZORXTRA1 CRYODEV SH 7F 227,"5,958.00"
340961,FREEZORXTRA3 CRYODEV MD 7F 227,"5,958.00"
340962,FREEZORXTRA5 CRYODEV LG 7F 227,"6,554.00"
340964,PACEMAKER TRANSCATH PACE MICRA,"18,813.00"
340967,ENSITE ARRAY BALLOON CATH EC10,"6,171.00"
340970,PICC LINE INSERN >5 YRS,"1,687.00"
340971,INTRODCR GUIDING FAST-CATH SL1,"1,050.00"
340974,STNT CP CVD  CP8Z16,"9,625.00"
340975,STNT CP CVD CP8Z39,"9,975.00"
340976,STNT  MTD CVD 2.8 16%,"11,725.00"
340977,STNT  MTD CVD 3.9 16%,"12,075.00"
340978,TRNSCTH INS/REPL LDLSS PM VENT,"21,614.00"
340979,TRNSCTH RMVL PERM LDLES PM VEN,"3,324.00"
340980,PROG DVC EVAL LDLESS PACEMAKER,50.00
340981,PERI-PROC EVAL INPERS LEDLS PM,50.00
340982,INTERROG EVAL LDLS PM INPERSON,50.00
340986,ECHO GUIDE FOR BIOPSY,"1,154.00"
340987,RENAL BIOPSY PERQ,"2,092.00"
340988,SYST FILTERWIRE EZ%,"2,226.00"
340989,DVC VASC CLSR VASCADE%,341.00
340992,PREGNANCY TEST (URINE),64.00
340993,STNT BIFUR TRYTON%,"2,275.00"
340995,CATHETER ABLIATION 45MM CURVE,"1,199.00"
340996,CATH EP 2-8-2MM CSL CRV 5,735.00
340998,CATH EP 2-5-2MM SPC 40MM REACH,"1,260.00"
340999,CATH EP 2-8-2MM 115CM 5FR,937.00
341000,PER AO BALLOON INS W CATH,"1,968.00"
341001,COR DILATATION W CATH,"16,157.00"
341002,COR DILATATION W CATH ADD,"16,157.00"
341003,PER AO BALL- INS W/O CATH,"1,571.00"
341004,CATH ABLATION 2-5-2MM 115CM 6F,858.00
341005,CATH ABLT 110CM 6FR EPXT 5MM,"1,363.00"
341006,CATH EP 2-5-2MM SPC 7FR 110CM,"1,068.00"
341007,SYS ATHRCM 135CM ROTABLATOR,"2,164.00"
341009,CATH DAC .044IN 136CM,"2,118.00"
341010,INTRACORONARY THROMBOLYSIS,"2,110.00"
341011,CATH PERF VALVU TRUE FLOW%,"2,100.00"
341012,HEAD TILT,"2,878.00"
341013,FLUORO MORE THAN 1 HR,"1,139.00"
341014,CAPSURE LEAD,875.00
341015,CATEHTER FINE CROSS MG 130CM,744.00
341016,CATH ANGIO 25X165CM 2.7FR,959.00
341017,CATH ANGIO BLLN 26-42MM 18FR,"1,157.00"
341018,CATH ART LASR ELCA ECC 1.7X130,"6,116.00"
341019,CATH BLLN OCCL C 4X10MM 150CM,"1,960.00"
341021,CATH DMNDBCK 360 125 145 MICRO,"6,816.00"
341022,CATH ELCA 1.7MMX135CM,"6,116.00"
341023,CATH FLEX 12FR,"2,013.00"
341024,CATH IVUS PLAT ST DGTL EGL EYE,"1,415.00"
341025,CATH KIT ANGIO GUID SUREVALVE,"1,636.00"
341026,CATH MARKSMAN 60CM,"1,794.00"
341027,CATH THROMBECTOMY .035INX105CM,"5,950.00"
341028,CATH VITESSE POINT 9 X-80,"4,716.00"
341029,CATH XC BLLN XTRA 4X11MM 150CM,"2,380.00"
341030,COIL .035 INTERLCK 2D 6MMX20CM,"1,544.00"
341031,COIL TARGET HELULTRA 1MMX1CM,"2,625.00"
341032,CRTD GEN AMPLIA MRI DF1,"36,587.00"
341033,CRTD GEN AMPLIA MRI DF4,"31,754.00"
341034,CRTD GEN ASSURA 40 DF4,"29,750.00"
341035,CRTD SYS AMPLIA MRI,"49,718.00"
341036,CRTD SYS INOGEN X4 DF4,"37,949.00"
341037,DEFIB CRTD BIV QUADRA ASSURA,"29,750.00"
341038,DEVICE SOLITARE PLATINIUM 4 X,"11,419.00"
341041,ELECTRODE ICD EMBLEM S,"7,875.00"
341042,FILTER VENA CAVA JUGULAR 7FR,"1,453.00"
341043,GRAFT VASC HEMAGARD 22X11MMX50,"1,076.00"
341044,GRAFT VASC STR 10MMX40CM,726.00
341045,GW FATHOM .016 180X35CM,521.00
341046,ICD GEN INOGEN EL VR,"19,250.00"
341047,ICD GEN INOGEN EL DR DF4,"21,000.00"
341048,ICD GEN VISIA AF VR,"21,210.00"
341049,ICD DEFIB ELLIPSE VR 1 CHAMBER,"22,491.00"
341050,ICD GEN EVERA XT DR DF1,"23,739.00"
341051,ICD SYS INOGEN EL VR,"24,106.00"
341052,ICD GEN VISIA VR MRI DF1,"25,240.00"
341053,ICD SYS INOGEN EL DR,"26,653.00"
341054,ICD GEN EVERA MRI XT DR,"27,974.00"
341056,ICD GEN EVERA MRI XT VR,"28,683.00"
341057,ICD GEN VISIA VR MRI DF4,"28,683.00"
341058,ICD GEN EVERA DR MRI XT,"31,789.00"
341059,ICD SYS EVERA MRI XT DR,"34,274.00"
341061,ICD GEN EMBLEM MRI S,"36,750.00"
341062,LEAD CAPSURE EPI 4968 25,875.00
341063,LEAD SPRT QUATTRO SECURE S,"6,125.00"
341064,PACEMAKER DUAL ACCOLADE DR EL,"7,613.00"
341065,PACEMAKER GEN ESSENTIO DR,"6,615.00"
341066,PACER GEN ADVISA MRI DR,"7,875.00"
341067,PACER GEN REPLY DR V2,"6,825.00"
341068,PACER SYS ADAPTA DR LONG,"7,284.00"
341069,PACER SYS ADVISA DR MRI,"9,433.00"
341070,SNARE VASC 120CM 10MM 4FR AGN,560.00
341071,SNARE VASC 175CM 4MM 2.3-3FR,"1,120.00"
341072,STENT VASC 6X100MMX130CM,"1,857.00"
341073,STENT VASC 6X150MMX130CM,"2,538.00"
341074,ZILVER PTX 35 DRUG-ELUTING STE,"3,141.00"
341075,ICD DEFIB HYBRID,"28,350.00"
341076,LEAD RV,"6,291.00"
341077,LEAD INGEVITY MRI 52 CM,875.00
341078,LEAD PACEMAKER INGEVITY 45CM,875.00
341079,LEAD ICD RELIANCE GRE DF4 0292,"6,125.00"
341084,LEAD PCING 45 CM 6.2FR 10MM SP,875.00
341085,LEAD ICD 1 COIL 3 POLAR 4 CONN,"6,125.00"
341086,CRTD SYS CLARIA MRI QUAD,"46,970.00"
341087,LEAD ICD 1 COIL 3 PLAR 4 CONN,"6,125.00"
341088,PACER GEN ASSURITY DR MRI IS1,"8,138.00"
341090,DEV BX 60 CM 5.2FR MYOCRD ELNG,"1,341.00"
341091,CATH ACHIEVE MAPPING,"1,575.00"
341092,CATH ATHRCM .018IN,"5,066.00"
341093,CATH CRYO BLLN STL,"7,875.00"
341094,CATH IABP FIBEROPTIC,"1,811.00"
341095,CATH STEALTH SL CR,"6,116.00"
341096,COIL 3D DETACH,"1,820.00"
341097,COIL PRIME 3D S SOFT,"1,750.00"
341098,COIL SMART SOFT,"3,036.00"
341099,COIL 3D DETACH XSOFT,"3,150.00"
341102,COIL TARGET,"3,763.00"
341103,COIL TARGET XLDT 360SFT,"4,178.00"
341105,CRTD GEN INOGEN,"29,094.00"
341106,FILTER SPIDER,"2,100.00"
341107,GRAFTMASTER US RX,"4,191.00"
341108,ICD GEN ELLIPSE DR,"24,570.00"
341109,ICD SYS EVERA MRI XT VR,"30,739.00"
341110,CRTD GEN VIVA XT DF1,"35,791.00"
341111,LEAD 1458Q-86,"2,975.00"
