Item #,Item Description,Price
 1500426,IV PUSH SAME DRUG AT INTERVALS W/ XU,25.00
 1500427,ER NEB TX (INITIAL),112.00
 1500428,ER NEB TX (SUBSEQ),112.00
 1500429,BIOPSY SKIN LESION,598.00
 1500430,ED TELEHEALTH FACLITY FEE-ACTIVATE ROBOT,103.00
 1500431,JEJUNOSTOMY TUBE CHANGE,978.50
 1500432,CAST LONG LEG APPLICATION,589.00
 1600000,MAJOR SURGERY EA ADDL 15 MIN,450.00
 1600001,MAJOR SURGERY INITIAL HOUR,2747.50
 1600002,MINOR SURGERY EA ADDL 15 MIN,343.00
 1600003,MINOR SURGERY INITIAL HOUR,1803.50
 1600004,SURGERY MISCELLANEOUS,0.00
 1600005,BLOOD ADMINISTRATION - OR,1043.00
 1600006,BLOOD ADMINISTRATION - OR,1043.00
 1700001,SPLASHIELD ZEROWET,8.00
 1700002,PERF AMNI MEMBRANE,0.00
 1700003,PACK MAJOR ABDOMINAL,293.00
 1700004,CANNULA NASL ADULT,0.00
 1700005,CLAMP STOMA POUCH,5.50
 1700006,PACK EXTREMITY,383.50
 1700007,PACK ARTHROSCOPY,413.00
 1700008,KIT CVP LUMEN TRIPLE 7FR 20CM,143.00
 1700009,DRESSING XEROFORM 1X8,0.00
 1700010,DRESSING XEROFORM 5X9,0.00
 1700011,CATH UMBIL ART 3.5F,74.50
 1700012,CATH UMBIL ART 5FR,74.50
 1700013,AIRWAY NASOPHARYNGEAL 34FR,14.50
 1700014,AIRWAY NASOPHARYNGEAL 28FR,14.50
 1700015,AIRWAY NASOPHARYNGEAL 30FR,14.50
 1700016,DRESSING NON ADHESIVE 3X4,0.00
 1700017,TRAP SPECIMEN,6.00
 1700018,SPLINT WRIST RT UNIV,43.50
 1700019,SPLINT WRIST LT UNIV,43.50
 1700020,STAPLE REMOVER SKIN PSX,0.00
 1700021,2B7117 STER H2O 3000ML,46.50
 1700022,2B7127 0.9% NACL IRR 3000ML,46.50
 1700023,2B7317 1.5% GLYCINE IRR 3000ML,139.50
 1700024,0.9% NACL IRR 1000ML,15.00
 1700025,CATH FOLEY 20F/ 30CC 3WAY,41.50
 1700026,CATH FOLEY 18FR 5CC,38.00
 1700027,CATH FOLEY 18FR 30CC 2 WAY,38.00
 1700028,CATH FOLEY 16FR/5CC BALLOON,0.00
 1700029,CATH FOLEY 16F 30CC,38.00
 1700030,CATH FOLEY 14FR 5CC,7.50
 1700031,CATH FOLEY 14F 30CC,38.00
 1700032,CATH FOLEY 12FR 5CC,38.00
 1700033,CATH FOLEY 12F 30CC 2-WAY,38.00
 1700034,CATH COUDE 18FR,38.00
 1700035,CATH COUDE 16FR,76.50
 1700036,CATH COUDE 14FR,41.00
 1700037,BELT RIB FEMALE,18.00
 1700038,BELT RIB MALE,18.00
 1700039,COLLAR PHIL SMALL,49.50
 1700040,DRAIN PENROSE 1X12,12.00
 1700041,SPONGE X-RAY DETECT,3.50
 1700042,DRESSING OPSITE 2X3,3.00
 1700043,DRESSING OPSITE 4X5 1/2,7.50
 1700044,PLUG CATHETER,0.00
 1700045,SPLINT FINGER FROG LARGE,6.00
 1700046,SPLINT FINGER FROG SMALL,6.00
 1700047,SPLINT FINGER FROG MEDIUM,6.00
 1700048,CLAMP CORD,0.00
 1700049,ARMBOARD IV 9,8.50
 1700050,ARMBOARD IV 18,6.00
 1700051,BANDAGE KLING 6,4.00
 1700052,DRAIN PENROSE 1/4X12,3.50
 1700053,ELECTRODE ADULT EKG,6.00
 1700054,PAD OB,7.50
 1700055,PAD GROUNDING ADULT,15.00
 1700056,ARMBOARD IV WRIST,6.00
 1700057,PAD EYE OVAL,2.50
 1700058,IMMOBILIZER ARM SMALL,28.50
 1700059,IMMOBILIZER ARM LARGE,28.50
 1700060,IMMOBILIZER ARM MEDIUM,28.50
 1700061,CLIP HEMO MEDIUM,45.00
 1700062,CLIP LIGATING LARGE,28.00
 1700063,BAG BILE,40.00
 1700064,TRAY SKIN PREP,15.50
 1700065,BANDAGE ELASTIC ACE 2,0.00
 1700066,BANDAGE ELASTIC ACE 4,0.00
 1700067,BANDAGE ELASTIC ACE 6,0.00
 1700068,BANDAGE TUBE GUAZE #02 1,112.50
 1700069,DRAINAGE WOUND MEDIUM,48.50
 1700070,DRAINAGE WOUND LARGE,45.00
 1700071,KIT PRES MON TRANSDUCE,77.00
 1700072,SET ENEMA,16.50
 1700073,CATH SUCTION 18FR CATH N,0.00
 1700074,CATH SUCTION 14FR CATH N,0.00
 1700075,CATH SUCTION 10FR CATH N,0.00
 1700076,CATH SUCTION 8FR CATH N,0.00
 1700077,CATH ROBINSON 18FR,7.00
 1700078,CATH ROBINSON 14FR,7.00
 1700079,CATH ROBINSON 12FR,7.00
 1700080,CATH ROBINSON 10FR,7.00
 1700081,CATH ROBINSON 8FR,7.00
 1700082,CATH FOLEY 20FR 5CC,38.00
 1700083,CATH FOLEY 22F 30CC 3-WAY,7.00
 1700084,BLADE SURG #10,3.50
 1700085,BLADE SURG #11,3.50
 1700086,BLADE SURG #15,3.50
 1700087,BLADE SURG #20,3.50
 1700088,BEDPAN FRACTURE,0.00
 1700089,GRADUATES DISPOSABLE,0.00
 1700090,DIAPERS NEWBORN PAMPERS,0.00
 1700091,SPLINT PLASTER GYPSONA 2,4.00
 1700092,CATH TROCAR 24FR,87.00
 1700093,1700200CATH TROCAR 16FR,85.50
 1700094,PUMP BREAST MANUELECTRIC,53.00
 1700095,CATH UMBIL ART 8FR,74.50
 1700096,BANDAGE HI BULK KERLIX,0.00
 1700097,CATH FOLEY 10FR 3CC,38.00
 1700098,CATH FOLEY 8FR 3CC,38.00
 1700099,CATH FOLEY 20FR 30CC 2-WAY,38.00
 1700100,CATH FOLEY 16FR 30CC 3WAY,38.00
 1700101,CATH FOLEY 26FR 30CC BALLOON,45.50
 1700102,CATH FOLEY 24FR 30CC 3WAY,43.50
 1700103,CATH FOLEY 18F 30CC 3-WAY IRR,45.00
 1700104,SITE INTER INJECTION,6.50
 1700105,SET INTER EXTENSION,15.00
 1700106,DIAPERS PREMIE PAMPER,0.00
 1700107,SPLINT WRIST PEDI LT,26.50
 1700108,NEEDLE FILTER 19GA 1 1/2,1.50
 1700109,PENCIL SKIN MARKING,0.00
 1700110,OXYSENSOR INFANT LNCS-INF,0.00
 1700112,DRAINAGE BAG LEG LARGE,0.00
 1700113,CATH TROCAR 32FR,78.00
 1700114,CATH TROCAR 28FR,78.00
 1700115,CATH TROCAR 20FR,89.00
 1700116,STOCKING EMBOLISM LARGE,40.00
 1700117,STOCKING EMBOLISM SMALL,30.00
 1700118,STOCKING EMBOLISM MEDIUM,40.00
 1700119,DRESSING ABD 8x10,0.00
 1700120,DRESSING STERI STRIP 1/8,0.00
 1700121,DRESSING STERI STRIP 1/4,0.00
 1700122,DRESSING STERI STRIP 1/2,5.50
 1700123,SUCTION DELEE INFANT 10FR,0.00
 1700124,SUCTION DELEE INFANT 8FR,0.00
 1700125,TUBING PRIM IV ADMIN,0.00
 1700126,INFUSION SET 23GA,0.00
 1700127,HYPAQUE ISOVUE 300 10X50 ML,33.00
 1700128,SET CHEST DRAINAGE DRY,159.00
 1700129,IMMOB KNEE MEDIUM 22,81.00
 1700130,INFUSION SET 25GA,0.00
 1700131,INFUSION SET 21GA,9.00
 1700132,TUBE TRACH SZ 6,181.00
 1700133,TUBE TRACH SZ 10,181.00
 1700134,TRACH PEDI SZ 3.5NEO,135.00
 1700135,PUMP BREAST HARMONY MANUAL,146.00
 1700136,URINE COLLECT PEDIATRIC,0.00
 1700137,TUBING SUCTION W/POOLE,10.00
 1700138,TUBING ANES ADULT,50.50
 1700139,TUBE SALEM SUMP 18FR,0.00
 1700140,TUBE SALEM SUMP 16FR,0.00
 1700141,TUBE SALEM SUMP 14FR,0.00
 1700142,TUBE LAVAC 32FR,76.00
 1700143,TUBE FEEDING 8FR,0.00
 1700144,TUBE FEEDING 5FR,0.00
 1700145,TUBE ENDO UNCUFFED 4.5MM,0.00
 1700146,PACKING IODAFORM 1/2,19.50
 1700147,PACKING IODAFORM 1/4,18.50
 1700149,PACKING IODAFORM 1,22.50
 1700150,PACKING PLAIN 1/2,16.50
 1700151,SUT ETHILON 5-0 PS-2 1666G,24.00
 1700152,SUT SILK 3-0 PS-1 1684G,15.50
 1700154,SUT SILK 4-0 SH K831H,7.50
 1700155,SUT PROLENE 3-0 RB-2 DBL 8558H,28.00
 1700156,SUT ETHILON 3-0 PS-1 1663H,16.50
 1700157,SUT ETHILON 6-0 PS-3 1665G,16.50
 1700158,SUT ETHILON 4-0 PS-2 1667H,16.50
 1700159,SUT PROLENE 6-0 P-1 8697G,21.00
 1700160,SUT PROLENE 5-0 P-3 8698G,21.50
 1700161,SUT PROLENE 4-0 P-3 8699G,27.00
 1700162,TUBE ENDO CUFFED 8.5MM,9.50
 1700163,SUT VICRYL 0 CT-1 J260H,9.00
 1700164,TRAY LUMBAR PUNCTURE PEDI,68.50
 1700165,TRAY LUMBAR PUNCTURE ADULT,68.50
 1700166,TRAY BIOPSY SOFT TISSUE,7.50
 1700167,TRAY CATH FOLEY 18FR,46.50
 1700168,TRAY CATH FOLEY 16FR,33.50
 1700169,ALCOHOL,10.50
 1700170,DRESSING IV JR VENIGARD,0.00
 1700171,TRAY THORACENTESIS,88.00
 1700172,TRAY LUMBAR PUNCTURE NEONATAL,0.00
 1700173,TRAY SPINAL ANESTHESIA,75.50
 1700174,TAPE PLASTIC 1,39.50
 1700175,TAPE MICROFOAM 2,13.00
 1700176,SYRINGE BULB ASEPTO,8.00
 1700177,SYRINGE EAR,0.00
 1700178,SUCTION YANKAUER WITH VENT,0.00
 1700179,SPONGE LAP LARGE,2.00
 1700180,SPONGE ABD PEANUT,5.50
 1700181,TUBING ANES PEDIATRIC,30.00
 1700182,TUBE TRACH SZ 8,181.00
 1700183,TUBE TRACH SZ 4.0,181.00
 1700184,TUBE TRACH SZ 5,135.00
 1700185,SOLUTION BETADINE 4 OZ,11.00
 1700186,UNDERPAD SOAKER SOLID LARGE,0.00
 1700187,SUT CHROMIC 1 CT 915H,10.00
 1700188,SUT CHROMIC 3-0 TIE L112G,9.50
 1700189,SUT CHROMIC 2-0 TIE L113G,9.00
 1700190,SUT CHROMIC 3-O SH G122H,9.00
 1700191,SUT CHROMIC 2-0 SH G123H,8.50
 1700192,SUT CHROMIC 3-0 CT-1 810H,8.50
 1700193,SUT CHROMIC GUT 2-0 CT-1 811H,8.50
 1700194,SUT CHROMIC 0 CT-1 812H,8.50
 1700195,SUT SILK 3-0 A184H,7.00
 1700196,DRESSING STRAP MONTGOMERY,9.00
 1700197,DIAPERS INFANT SZ 1,18.50
 1700198,SET KANGAROO PUMP FEEDING,28.00
 1700199,CATH THORACIC 36FR,36.50
 1700200,CATH TROCAR 40FR,31.50
 1700201,CONNECTOR 5 IN 1,0.00
 1700202,SHEATH INTRO PERCUT 7FR X8,129.00
 1700203,KIT FEMALE CATHETER,22.00
 1700204,DRAINAGE URINE LEG BAG MEDIUM,5.00
 1700205,COTTON BALLS MEDIUM,4.00
 1700206,COTTON BALLS LARGE,7.50
 1700207,TOOTHETTES,7.50
 1700208,IRRIGATOR SIMPLE SUCTION,135.50
 1700209,BANDAGE COBAN 4,0.00
 1700210,NEEDLE SPINAL 25GX5,26.50
 1700211,SUT ETHIBOND 2-0 LR DBL X997G,59.00
 1700212,SUT SILK 0 FSL 678G,0.00
 1700213,SUT SILK 3-0 SH K832H,7.50
 1700214,SUT RETENTION BUTTON D2843,189.50
 1700215,DIAPERS WALKER LARGE #4,0.00
 1700216,BANDAGE HONEYCOMB 4,0.00
 1700217,1700081CATH ROBINSON 16FR,0.00
 1700218,CATH URETERAL ROUND TIP 4FR,37.00
 1700219,STAPLER SURG SKIN 35 REG,23.00
 1700220,CATH FOLEY 22FR 5CC,38.00
 1700221,CATH FOLEY 30F 30CC,38.00
 1700222,CATH FOLEY 24F 30CC 2 WAY,38.00
 1700223,0.9% SOLCHOLIDE IRRIG 500ML,6.50
 1700224,CATH FOLEY 24FR 5CC,38.00
 1700225,PACKING PLAIN 2,32.00
 1700226,PACKING IODAFORM 2,28.00
 1700227,BANDAGE ESMARK 4,20.50
 1700228,CATH FOGARTY BILIARY 5FR/23CM,369.50
 1700229,BANDAGE ESMARK 6,21.50
 1700230,TENDERFOOT,0.00
 1700231,NEEDLE JAMSHIDI 11 GA DJ4011X,111.50
 1700232,CANNULA NASAL INFANT,0.00
 1700233,BANDAGE COBAN 6,20.50
 1700234,SET WARMING FLUID HOT LINE,0.00
 1700235,SUT ETHIBOND O CTX CR/8 CX31D,49.50
 1700236,PAD GROUNDING PEDIATRIC,26.00
 1700237,STAPLER SKIN 35W PROXIMATE,38.00
 1700238,AIRWAY NASOPHARYNGEAL 22FR,14.50
 1700239,AIRWAY NASO TRUMPET 24FR,14.50
 1700240,AIRWAY NASOPHARYNGEAL 26FR,14.50
 1700241,AIRWAY NASOPHARYNGEAL 32FR,14.50
 1700242,AIRWAY NASOPHARYNGEAL 20FR,14.50
 1700243,2B1614 D5 .2% NACL 20 KCL 1000,7.50
 1700244,TUBING EXTENSION OXYGEN,0.00
 1700245,TUBING OXYGEN CONNCTOR,3.00
 1700246,NEBULIZER,0.00
 1700247,MASK OXYGEN PED,0.00
 1700248,MASK AERO PEDIATRIC,0.00
 1700249,KIT TRAY PERITONEAL LAVAGE,13.00
 1700250,SLING ARM MEDIUM,0.00
 1700251,PACK CYSTOSCOPY,42.00
 1700252,IOBAN ANTI 6640,24.00
 1700253,IOBAN 6650,30.00
 1700254,ANGIOCATH IV 18GA RAD,5.50
 1700255,KIT HUMIDIFIER AIR LIFE,0.00
 1700256,SURGICEL ABSORBALE HEMOSTAT,368.50
 1700257,ELECTRODE EKG TAB AG1000 CARDO,3.50
 1700258,MOUTHPIECE SPIRO PAPER W/CK VL,3.00
 1700259,MASK NRB CARDIO ADULT,6.00
 1700260,MASK AEROSOL ADULT #01083,3.00
 1700261,SUT PROLENE 4-0 PC-3 8634G,22.50
 1700262,SUT PROLENE 5-0 PC-3 8635G,23.00
 1700263,CAST ELEVATOR FOAM,71.00
 1700264,ELECTRODE NEONATAL,6.00
 1700265,ARMBOARD PEDI 1 X4,14.50
 1700266,VOLUMETRIC EXERCISON 2500 ADUL,0.00
 1700267,SUT VICRYL 2-0 SH J417H,9.00
 1700268,SPONGE STER 4X4 TRAY,0.00
 1700269,SPONGE FLUFF STER,0.00
 1700270,COTTON BALLS STER LARGE,3.00
 1700271,ELECTRODE PACING DEFIB ADULT,105.00
 1700272,ICE PACKS W/TIE,0.00
 1700273,SALEM SUMP VALVE ANTI REFLEX,0.00
 1700274,PACK SHOULDER FLUID CONTROL,462.00
 1700275,STOCKINETTE IMPERVIOUS MEDIUM,25.50
 1700276,DRESSING TEGADERM 4X4,0.00
 1700277,SPONGE DRAIN 4X4,0.00
 1700278,DRESSING OPTIFOAM NON ADHESIVE,0.00
 1700279,TAPE HYPOFIX RETENTION 4 X2YDS,0.00
 1700280,CATH PROTECT IV 24GAX5/8,10.50
 1700281,SUT VICRYL 3-0 FS-2 J423H,10.00
 1700282,SUT PROLENE 3-0 FS-1 8684G,10.50
 1700283,SUT SILK 2-0 SH K833H,7.50
 1700284,MATT SURGICAL YELLOW,43.00
 1700285,SUT VICRYL 0 0S-8 CR/3 J756T,67.50
 1700286,SCALPEL W/HANDLE #11,5.00
 1700287,SCALPEL W/HANDLE DISP #15,5.00
 1700288,MASK FACE BUBBLE GUM SCENT #2,11.50
 1700289,MASK FACE BUBBLE GUM SCENT #3,18.50
 1700290,MASK FACE BUBBLE GUM SCENT #4,12.50
 1700291,KIT ANTI FOG FRED 2,56.00
 1700292,TUBE ENDO CUFFED 9.0MM,32.50
 1700293,SUT SILK 2-O TIE SA75H,9.50
 1700294,SUT VICRYL 4-O SH J415H,9.00
 1700295,SUT CHROMIC 4-0 SH G121H,9.50
 1700296,BLADE SAGITTAL FINE 038,23.00
 1700297,ENDO CLIPS 10MM ENDOSCOPIC,274.50
 1700298,SUT CHROMIC 5-O RB-1 U202H,9.00
 1700299,SUT VICRYL 0 CT-2 J727J,73.50
 1700300,CAST TAPE 5X4 YDS,27.00
 1700301,CAST TAPE 2X4 YD,12.00
 1700302,CAST TAPE 3X4 YD,16.50
 1700303,CAST TAPE 4X4 YD,22.00
 1700304,GUIDE PIN W/SUTURE EYE 2.4MM,312.50
 1700305,BLADE SAGITTAL COARSE 032,23.50
 1700306,CAUTERY TIP CLEANER PAD,5.50
 1700307,RADIAL ARTERIAL CATH SET,79.00
 1700308,TRACH CARE SUCTION 14FR CLOSED,68.50
 1700309,SUT ETHIBOND 5 B499T,16.50
 1700310,CATH IV 18G 1 1/4  PROTECT PLS,10.50
 1700311,CATH IV 20G 1 1/4  PROTECT PLS,10.00
 1700312,CATH IV 22G 1 1/4  PROTECT PLS,10.50
 1700313,DRL TIP GUIDE PIN 2.4MM,160.50
 1700314,DRESSING MAXORB EXTRA 4X4,15.00
 1700315,NEEDLE COUNTER SHARP DISP,7.00
 1700316,CATH IV 16G 1 1/4  PROTECT PLS,10.50
 1700317,CATH IV 24GA 3/4  PROTECT PLUS,10.50
 1700318,SUT ETHILON 5-0 PC-3 1865G,20.00
 1700319,SUT ETHILON 4-0 PC-3 1864G,20.50
 1700320,CATH EMBOLECTOMY ARTERIAL 4FR,349.00
 1700321,CATH EMBOLECTOMY ARTERIAL 5FR,349.00
 1700322,CATH EMBOLECTOMY ARTERIAL 6FR,349.00
 1700323,DRESSING ALLDRESS 4X4,0.00
 1700324,DRESSING ALLDRESS 6X6,0.00
 1700325,DRESSING DUODERM 4X4,0.00
 1700326,SLING ENVELOP ARM LARGE,0.00
 1700327,SUT PDS*II 2-0 Z997G,63.50
 1700328,STRAP STIRRUP,13.00
 1700329,TUBE AIR WARMING,42.00
 1700330,WIRE K .062 X 9,13.50
 1700331,WIRE K .045 X 9,13.50
 1700332,ACCUGRIDS 4.65,112.00
 1700333,SUT RETRIEVER MEDIUM 9893,185.50
 1700334,NIT G-PIN 2.0MM W/25 & 30MM DEPTH MARK,107.50
 1700335,TAPE UMBILICAL U10T,5.50
 1700336,ENDO CLIPS 5MM ENDOSCOPIC,779.00
 1700337,BLADE AGGRES TOOTH THICK LONG,117.50
 1700338,SCREW CORTEX TITAN 2.0X6MM S/T,180.50
 1700339,SCREW CORTEX TITAN 2.7X24M S/T,253.00
 1700340,BLADE SAGITTAL COARSE 037,23.50
 1700341,CATH SECURE DUAL TAB,0.00
 1700342,DRILL BIT 2.0MMX85MM,247.00
 1700343,SUT RETRIEVER LARGE 9894,117.00
 1700344,SUT SILK 3-O TIE SA74H,9.50
 1700345,SUT VICRYL O CTX J698H,21.50
 1700346,WIRE GUIDE 1.25X150MM THREAD,141.00
 1700347,DRILL BIT 3.5MM/195MM QC,433.50
 1700348,WIRE K TI 1.60MMX150MM,29.00
 1700349,CATHETER ADAPTOR,5.00
 1700350,PREP-IM TOTAL HIP BONE,1207.50
 1700351,ADHESIVE LIQUID MATISOL,0.00
 1700352,BUR ROUND CARBIDE 4.0MMX51.0MM,49.00
 1700353,DRILL BIT 2.5MM Q/C,259.50
 1700354,PIN BALL JURGAN 3/8  3/32,28.00
 1700355,KNIFE ACL GRAFT 10MM,489.50
 1700356,KNIFE ACL GRAFT 9MM,284.00
 1700357,GROHONG CATH 9.5FR DUAL LUMEN,1021.50
 1700358,DRILL BIT 3.5MM X110MM/85MM QC,259.50
 1700359,NEEDLE STIMUPLEX 22GAX2,42.00
 1700360,BLADE SAGITTAL FINE TOOTH 039,23.50
 1700361,STETHOSCOPE ISOLATION DISP,0.00
 1700362,COOL-MIST NEB 95% LONG TUBE,23.00
 1700363,SET ADM IV MINI/DP 60CC BURTOL,0.00
 1700364,BLADE AGGRES TOOTH MEDIUM WIDE,117.50
 1700365,BLADE AGGRES TOOTH WIDE LONG,117.50
 1700366,BLADE AGGRES TOOTH FLARED LONG,107.50
 1700367,MASK RESUSCITATION ADULT,9.00
 1700368,CIRCUIT VENT LSP,38.00
 1700369,NEBULIZER CONT MED W/RESERVOIR,1554.50
 1700370,PIN BALL JURGAN 3/8 .035,46.00
 1700371,PIN BALL JURGAN 3/8 .045,28.50
 1700372,STOCKING EMBOLISM XLG,40.00
 1700373,ELECTRODE FETAL SPIRAL,0.00
 1700374,CATH INTRAUTERINE TRANSDUCER,158.00
 1700375,CREAM PURLAN 3CC,7.50
 1700376,SCREW CORTEX TITAN 1.5X7MM S/T,236.00
 1700377,SCREW CORTEX TITAN 2.0X12M S/T,227.00
 1700378,SCREW CORTEX TITAN 1.5X6MM S/T,160.50
 1700379,DRESSING TEGADERM 2 3/8X 2 3/4,0.00
 1700380,PEAK FLOW METER TRUZONE,0.00
 1700381,PIN BALL JURGAN 3/8X.062,28.00
 1700382,PIN BALL JURGAN 3/8X5/64,28.50
 1700383,BLADE AGGRESSIVE,96.50
 1700384,BLADE AGGRESSIVE TOOTH NARROW,248.50
 1700385,BLADE AGGRES TOOTH WIDE LONG,112.50
 1700386,RESTRAINT LIMB HOLDER,0.00
 1700387,DRILL BIT 3.2MX 130M/115M NC,264.00
 1700388,SCREW CORTEX TITAN 2.0X16M S/T,171.00
 1700389,SCREW CORTEX TITAN 2.0X14M S/T,171.00
 1700390,PADDING CAST 2,5.00
 1700391,SURGINEEDLE 120MM,90.50
 1700392,SCREW CORTEX TITAN 2.7X18M S/T,164.50
 1700393,MASK OXYGEN ADULT,0.00
 1700394,AMBU BAG RESUSCITATOR ADULT DP,35.00
 1700395,AMBU BAG RESUSCITATOR CHILD,0.00
 1700396,BOOTIES SUTURE AID PINK,10.50
 1700397,VESSEL LOOP MAXI-RED,6.00
 1700398,8.25 X 9 BLUE,128.50
 1700399,DRILL BIT 1.1MM QC,258.50
 1700400,DRILL BIT 2.7MM Q/C,260.50
 1700401,8.25 X 7 YELLOW,128.50
 1700402,NEEDLE WHITACRE 25X3 1/2,23.50
 1700403,BLADE AGGRES TOOTH NARROW THIN,117.50
 1700404,GROSHONG CATH 7X19.7FR SINGLE,925.00
 1700405,SUT SILK O CT-1 424H,10.50
 1700406,BLADE SHORT MED(11.5MX9.0M),188.00
 1700407,WIRE K TI 0.8MM/70MM,28.50
 1700408,WIRE K TI 1.0MM/150MM,28.50
 1700409,SCREW CORTEX TITAN 2.0X10M S/T,180.50
 1700410,MASK VENTURI CARDIO ADULT,0.00
 1700411,DRESSING MEPLIEX BORDER 6X6,0.00
 1700412,DEORDORANT ANTIPERSPIRANT,2.50
 1700413,CUP URINE SPECIMEN STER,3.50
 1700414,ATHLETIC SUPPORTER SPEC SZ,68.50
 1700415,SUTURING SET PROTECTOR MENISCUS,432.50
 1700416,ENDOPOUCH RETREIVER 10MM,327.00
 1700417,SUT VICRYL O TIE J912G,34.00
 1700418,SUT CHROMIC 4-0 PS-4 1643G,26.00
 1700419,WAX BONE,19.00
 1700420,WIRE KIRSCHNER 2.0MMX150MM,33.00
 1700421, AEROCHAMBER ADULT STAMDARD,0.00
 1700422,NEEDLE SPINAL 22GX5  BLOCK,7.00
 1700423,SUT VICRYL O UR-6 J603H,11.00
 1700424,BAG SPONGE COUNTER,4.00
 1700425,SCREW CORTEX TITAN 2.7X6MM S/T,162.00
 1700426,MASK FACE NEONATE,15.50
 1700427,MASK FACE INFANT,0.00
 1700428,TRAY LACERATION,33.50
 1700429,SCREW CORTEX TITAN 2.7X22M S/T,196.50
 1700430,SHEET BILATERAL LIMB,38.00
 1700431,DRILL BIT 3.2MM/QC/ 145MM,264.00
 1700432,DRILL BIT 1.5MM QC,258.50
 1700433,FAST-FIX MENISCAL KNOT PUSHER,410.50
 1700434,BLADE PREP SHAVE 3MM,0.00
 1700435,WIRE KIRSCHNER 1.25MMX150MM,33.00
 1700436,SCREW CORTEX TITAN 2.7X12M S/T,210.50
 1700437,KIT MICROINTRODUCER 4FR,485.50
 1700438,PAD DEFIB,20.50
 1700439,AMBU BAG RESUCITATOR INFANT,0.00
 1700440,OUTSIDE-IN MENISCAL RPR,507.00
 1700441,BAG HYPERINFLATION INFANT,0.00
 1700442,TUBING NITRO,22.00
 1700443,SUT ETHILON 5-0 P-3 G698H,16.00
 1700444,ELECTRODE LOOP 2.0CM WX0.8CM,54.00
 1700445,ELECTRODE LOOP 2.0CM WX1.0CM,54.00
 1700446,TUBE DOBBHOFF 10FR W/STYLET,0.00
 1700447,THERA PEP PRESSURE SYSTEM,66.50
 1700448,BLANKET BAIR HUGGER UPPER BODY,34.00
 1700449,BLANKET BAIR HUGGER LOWER BODY,34.00
 1700450,SUT VICRYL 4-O CT-1 J337H,9.00
 1700451,SUT VICRYL 2-0 CT-2 J269H,9.50
 1700452,SUT VICRYL 4-O J522H,9.50
 1700453,CURETTE VACUUM 10MM,9.50
 1700454,CURETTE VACUMM 9MM,13.00
 1700455,CURETTE VACUUM 8MM,9.50
 1700456,CURETTE VACUUM 7MM,9.50
 1700457,SAW CRESENTIC OSCILLATING,68.00
 1700458,SUT VICRYL 0 ENDO LOOP EJ10G,63.50
 1700459,PIN STEINMANN 5.0MMX175MM,420.00
 1700460,SWAB BENSOIN AMPULES,0.00
 1700461, PIN BALL JURGAN 1/4 .035,28.50
 1700462,BLADE OSCILLATING SAW 25.5MM,68.00
 1700463,CIRCUIT BIPAP DISP COMPONENT,80.50
 1700464,CIRCUIT VENT VOL BREATHING,60.00
 1700465,SCREW CORTEX TITAN 2.0X8MM S/T,171.00
 1700466,SCREW CORTEX TITAN 1.5X12M S/T,144.50
 1700467,NIT G-PIN. BIO-INTERF SCRW 1.1MM,107.50
 1700468,NEEDLE STIMUPLEX 21GAX4,42.00
 1700469,SUT ETHILON 6-0 PC-1 1856G,21.00
 1700470,SCREW CORTEX TITAN 2.7X14M S/T,196.50
 1700471,TRAY PERICARDIOCENTESIS,538.50
 1700472,BLANKET BAIR HUGGER PEDI LONG,40.00
 1700473,BUR ROUND CARBIDE 6.5MMX51.0MM,70.00
 1700474,SUT ETHILON 6-0 P-3 1665G,16.00
 1700475,CATH IV 14G 1 1/4  PROTECTIVE,10.00
 1700476,SET CRICO EMERGENCY CATH,726.50
 1700477,DERMABOND SKIN ADHESIVE TOPIC,147.00
 1700478,FAST-FIX ASSEMBLY STRAIGHT,892.00
 1700479,CATH PACING ELECTRODE,477.50
 1700480,SCREW CORTEX TITAN 1.5X16M S/T,149.50
 1700481,KIT CATH INFANT BARD,45.00
 1700482,BRIEF MATERNITY PANTY XL,0.00
 1700483,CATH 22FR/30CC/3WAY,45.50
 1700484,BUR OVAL CARBIDE 4.0MMX48.0MM,60.50
 1700485,BASKET FLATWIRE 2.4FR SEGURA,811.50
 1700486,CATH ADAPTER 24FR,1.50
 1700487,TENT FACE RESPIRATORY,0.00
 1700488,TUBING SUCTION W\O POOLE,6.50
 1700489,SET TUR-Y-TYPE IRRIGATION,16.50
 1700490,2B7114 STER H2O 1000ML,11.50
 1700491,MASK ANESTHESIA SMALL CHILD,10.00
 1700492,SCRUB BRUSH SURG DRY PLAIN,2.00
 1700493,SPLINT ANKLE KIT SMALL/MEDIUM,128.50
 1700494,SPLINT ANKLE KIT LARGE,128.50
 1700495,ELECTRODE LLETZ BALL 5MM,69.50
 1700496,WIRE GUIDE M 3CMX150CM,166.50
 1700497,GLIDEWIRE STAIGHT .035,191.00
 1700498,SPLINT PLASTER FLAT 5X30 YDS,2.00
 1700499,LOOP CUTTING 24FR ANGLED,384.50
 1700500,LOOP CUTTING 24FR STRAIGHT,392.50
 1700501,KNIFE COLD DISP,461.00
 1700502,ELECTRODE ROLLER 3MM YELLOW,796.50
 1700503,TRAP TISSUE UTERINE SAFETOUCH,36.00
 1700504,SUT CHROMIC 2-O UR-5 U245H,15.50
