Washington Hospital Healthcare System - 106010987,,"Price 1 = Inpatient, Emergency and Surgery patients",,
270002691,HC STOPCOCK TRIPLE INJECTION MX701, 105.62 , 105.62 ,
270002701,HC TUBE 21 INCH LUER LOCK FITTINGS, 32.69 , 32.69 ,
270002711,HC ISOLATION AFB, 105.62 , 105.62 ,
270002721,HC ISOLATION BLD/BDY FLUID, 105.62 , 105.62 ,
270002731,HC COMPRESSAR DISC 5187, 76.66 , 76.66 ,
270002741,HC FEED STARTER SNS 80ML BOTTLE, 259.68 , 259.68 ,
270002751,HC LINE CLEAR PRESSURE MONITOR 36 IN, 103.02 , 103.02 ,
270002761,HC STOPCOCK 4-WAY MX 434-1L, 93.61 , 93.61 ,
270002771,HC CO2 DETECTOR PEDI CAP INFANT, 467.51 , 467.51 ,
270002781,HC TRANSDUCER ART LINE TRIPLE, 856.56 , 856.56 ,
270002791,HC OXYSENSOR ADULT, 173.05 , 173.05 ,
270002801,HC ASPIRATOR MECONIUM, 138.67 , 138.67 ,
270002811,HC BAG URINE INFANT, 42.39 , 42.39 ,
270002821,HC FILTER 0.22 MICRON LATEX FREE, 101.52 , 101.52 ,
270002831,HC AIRWAY NASOPHARYNGEAL 4.5MM, 119.20 , 119.20 ,
270002841,HC AIRWAY NASOPHARYNGEAL 5.0MM, 119.20 , 119.20 ,
270002851,HC AIRWAY NASOPHARYNGEAL 6.0MM, 119.20 , 119.20 ,
270002861,HC TAPE BRASELOW, 513.83 , 513.83 ,
270002871,HC TAPE WEIGHT ESTIMATING, 78.38 , 78.38 ,
270002881,HC HOLDER FLEXI-TRAK URINE CATH, 42.97 , 42.97 ,
270002891,HC BAG A JET DECANTER, 38.21 , 38.21 ,
270002901,HC WOUND SILVER ARGLAES POWDER, 299.27 , 299.27 ,
270002911,HC WOUND SILVERSORB GEL, 422.13 , 422.13 ,
270002921,HC WOUND SILVERSORB SHEET 4 X 4, 242.95 , 242.95 ,
270002931,HC WOUND SILVERSORB CAVITY STRAND, 244.27 , 244.27 ,
270002941,HC WOUND SILVER ALGINATE 4 X 4.75, 241.85 , 241.85 ,
270002951,HC UNIT DOSE NORMAL SALINE, 9.46 , 9.46 ,
270003091,HC KIT SITE RITE NDL GUIDE 18GA, 415.07 , 415.07 ,
270003101,HC SYRINGE HEPARINIZED 1CC, 40.25 , 40.25 ,
270003111,HC SYRINGE HEPARINIZED 3CC, 46.57 , 46.57 ,
270003121,HC NEEDLE SPINAL 18X4 IN, 218.21 , 218.21 ,
270003131,HC DISP NDL GUIDE 18G 10.2X147, 414.58 , 414.58 ,
270003141,HC BIOPSY INSTRUMENT 20GA BARD, 730.95 , 730.95 ,
270003151,HC BIOPSY INSTRUMENT 18GA BARD, 683.72 , 683.72 ,
270003161,HC NEEDLE BIOPSY J BONE MARROW, 509.92 , 509.92 ,
270003171,HC NEEDLE HUBER 22X1 W/Y, 225.37 , 225.37 ,
270003181,HC NEEDLE HUBER 20G X 5/8, 212.53 , 212.53 ,
270003191,HC NEEDLE HUBER 20X1 W/Y, 257.60 , 257.60 ,
270003201,HC NEEDLE HUBER 22X1 1/4 W/Y, 168.26 , 168.26 ,
270003211,HC NEEDLE HUBER 20X3/4 W/Y, 224.90 , 224.90 ,
270003221,HC NEEDLE HUBER 22X3/4 W/Y, 224.90 , 224.90 ,
270003231,HC NEEDLE MYELOGRAPHY 8276, 386.88 , 386.88 ,
270003241,HC NEEDLE ARTERIAL 8273, 351.78 , 351.78 ,
270003251,HC NEEDLE AMPLATZ ARTERIAL, 307.42 , 307.42 ,
270003261,HC SUPPORT LUMBOSACRAL 2X LARGE, 475.35 , 475.35 ,
270003271,HC ORT IPOS SHOE UNLOADER L2999," 1,281.17 "," 1,281.17 ",
270003281,HC ATHLETIC SUPPORT LARGE, 157.61 , 157.61 ,
270003291,HC ATHLETIC SUPPORT SMALL, 157.61 , 157.61 ,
270003301,HC ATHLETIC SUPPORT MEDIUM, 157.61 , 157.61 ,
270003311,HC BOOT FLEECE, 206.66 , 206.66 ,
270003321,HC SQUEEZE BALL HAND EXERCISER, 41.36 , 41.36 ,
270003331,HC ORT ANKLE-FOOT ORTHOSIS L1932," 8,925.22 "," 8,925.22 ",
270003341,HC ORT BACK ORTHOSIS L0267," 4,111.20 "," 4,111.20 ",
270003351,HC BINDER ABDOMINAL X LARGE 12 IN, 655.13 , 655.13 ,
270003361,HC ORT PLATE FOOT CUSTOM," 1,305.51 "," 1,305.51 ",
270003371,HC STOCKINETTE TUBULAR, 61.85 , 61.85 ,
270003381,HC FIBERGLASS CASTING TAPE 4 IN, 280.35 , 280.35 ,
270003391,HC FIBERGLASS CASTING TAPE 2 IN, 199.72 , 199.72 ,
270003401,HC WEBRIL ROLL, 66.59 , 66.59 ,
270003411,HC IMMOBILIZER KNEE 24 IN, 659.04 , 659.04 ,
270003421,HC SPLINT FIBERGLASS 4 IN, 75.06 , 75.06 ,
270003431,HC SPLINT FIBERGLASS 3 IN, 75.06 , 75.06 ,
270003441,HC SPLINT FIBERGLASS 5 IN, 75.06 , 75.06 ,
270003451,HC  IMMOBILIZER KNEE 20 IN, 659.04 , 659.04 ,
270003461,HC SPLINT FIBERGLASS 2 IN, 938.62 , 938.62 ,
270003471,HC FIBERGLASS CASTING TAPE 5 IN, 274.93 , 274.93 ,
270003481,HC SPLINT ANKLE SUPPORT LEFT, 523.88 , 523.88 ,
270003491,HC SPLINT ANKLE SUPPORT RIGHT, 523.88 , 523.88 ,
270003501,HC SPLINT ANKLE SUPPORT UNIVERSAL, 597.71 , 597.71 ,
270003511,HC FIBERGLASS CASTING TAPE 3 IN, 238.90 , 238.90 ,
270003521,HC BRACE KNEE POST-OP LONG," 1,973.06 "," 1,973.06 ",
270003531,HC BRACE KNEE POST-OP STANDARD," 1,973.06 "," 1,973.06 ",
270003541,HC SPLINT WRIST LARGE RIGHT, 326.96 , 326.96 ,
270003551,HC SPLINT WRIST MEDIUM LEFT, 326.96 , 326.96 ,
270003561,HC SPLINT WRIST MEDIUM RIGHT, 326.96 , 326.96 ,
270003571,HC SPLINT WRIST SMALL LEFT, 326.96 , 326.96 ,
270003581,HC SPLINT WRIST SMALL RIGHT, 326.96 , 326.96 ,
270003591,HC SPLINT WRIST X LARGE LEFT, 326.96 , 326.96 ,
270003601,HC SPLINT WRIST X LARGE RIGHT, 322.15 , 322.15 ,
270003611,HC SPLINT HAND UNIVERSAL LARGE, 542.28 , 542.28 ,
270003621,HC SPLINT HAND UNIVERSAL SMALL, 542.28 , 542.28 ,
270003631,HC SPLINT COLLES, 123.76 , 123.76 ,
270003641,HC COT FINGER, 25.88 , 25.88 ,
270003651,HC PROTECTOR FINGER, 22.51 , 22.51 ,
270003661,HC MOLESKIN, 12.84 , 12.84 ,
270003671,HC BELT RIB MENS X LARGE, 225.85 , 225.85 ,
270003681,HC BELT RIB WOMENS X LARGE, 225.85 , 225.85 ,
270003691,HC SHOULDER IMMOBILIZER X LARGE, 274.66 , 274.66 ,
270003701,HC BINDER ABDOMINAL SMALL 9 IN, 380.28 , 380.28 ,
270003711,HC BELT RIB WOMENS X SMALL, 302.16 , 302.16 ,
270003721,HC BELT RIB MENS X SMALL, 302.16 , 302.16 ,
270003731,HC SUPPORT LUMBOSACRAL X LARGE, 546.51 , 546.51 ,
270003741,HC SHOULDER IMMOBILIZER LARGE, 317.06 , 317.06 ,
270003751,HC SHOULDER IMMOBILIZER MEDIUM, 317.06 , 317.06 ,
270003761,HC CERVICAL COLLAR EXTRA LARGE, 161.29 , 161.29 ,
270003771,HC CERVICAL COLLAR SMALL, 161.29 , 161.29 ,
270003781,HC CERVICAL COLLAR LARGE, 161.29 , 161.29 ,
270003791,HC BELT RIB FEMALE UNIVERSAL, 245.14 , 245.14 ,
270003801,HC SHOULDER IMMOBILIZER X SMALL, 317.06 , 317.06 ,
270003811,HC STRAP CLAVICLE LARGE, 328.56 , 328.56 ,
270003821,HC SPLINT WRIST LARGE LEFT, 326.96 , 326.96 ,
270003831,HC CERVICAL COLLAR MEDIUM, 161.29 , 161.29 ,
270003841,HC SHOULDER IMMOBILIZER SMALL, 317.06 , 317.06 ,
270003851,HC SLING TRIANGLE MUSLIN, 87.31 , 87.31 ,
270003861,HC BELT RIB MALE UNIVERSAL, 245.14 , 245.14 ,
270003871,HC PILLOW ABDUCTION LARGE, 598.08 , 598.08 ,
270003881,HC PILLOW ABDUCTION MEDIUM, 598.08 , 598.08 ,
270003891,HC PILLOW ABDUCTION SMALL, 596.74 , 596.74 ,
270003901,HC PILLOW CERVICAL, 340.32 , 340.32 ,
270003911,HC STRAP CLAVICLE XLG, 264.37 , 264.37 ,
270003921,HC STRAP CLAVICLE XSM, 264.37 , 264.37 ,
270003931,HC STRAP CLAVICLE MED, 334.17 , 334.17 ,
270003941,HC STRAP CLAVICLE SM, 264.37 , 264.37 ,
270003951,HC SHOE CAST LARGE, 314.35 , 314.35 ,
270003961,HC SHOE CAST MEDIUM, 349.43 , 349.43 ,
270003971,HC SHOE CAST SMALL, 349.43 , 349.43 ,
270003981,HC SUPPORT LUMBOSACRAL MEDIUM, 564.05 , 564.05 ,
270003991,HC SUPPORT LUMBOSACRAL SMALL, 546.51 , 546.51 ,
270004001,HC SHOULDER IMMOBILIZER UNIVERSAL, 426.13 , 426.13 ,
270004011,HC SUPPORT LUMBOSACRAL LARGE, 531.36 , 531.36 ,
270004021,HC BOOT BUCK'S TRACTION MEDIUM, 481.89 , 481.89 ,
270004031,HC BOOT BUCK'S TRACTION LARGE, 481.89 , 481.89 ,
270004041,HC BOOT BUCK'S TRACTION X LARGE, 481.89 , 481.89 ,
270004051,HC BINDER ABDOMINAL LARGE 12 IN, 404.69 , 404.69 ,
270004061,HC BOOT BUCK'S TRACTION SMALL, 481.89 , 481.89 ,
270004071,HC WALKER MEDIUM PNEUM CAST BOOT," 1,946.85 "," 1,946.85 ",
270004081,HC WALKER LARGE PNEUM CAST BOOT," 1,946.85 "," 1,946.85 ",
270004091,HC WALKER SMALL PNEUM CAST BOOT," 1,946.85 "," 1,946.85 ",
270004101,HC PILLOW SHOULDER ABD BERG," 1,189.93 "," 1,189.93 ",
270004111,HC WALKER PRO WALKER LARGE, 404.93 , 404.93 ,
270004121,HC SPLINT A-C UNIVERSAL, 554.20 , 554.20 ,
270004131,HC WALKER PRO WALKER MEDIUM, 404.93 , 404.93 ,
270004141,HC STOCKINETTE TUBULAR 3 IN, 918.89 , 918.89 ,
270004151,HC IMMOBILIZER KNEE 16 IN, 547.57 , 547.57 ,
270004161,HC WALKER PRO WALKER SMALL, 404.93 , 404.93 ,
270004171,HC BINDER ABDOMINAL MEDIUM 12IN, 204.97 , 204.97 ,
270004181,HC PELVIC SLING, 475.94 , 475.94 ,
270004191,HC PELVIC BELT SMALL, 498.23 , 498.23 ,
270004201,HC PELVIC BELT LARGE, 498.23 , 498.23 ,
270004211,HC LIFT KIT ORTHOLOGIC, 340.46 , 340.46 ,
270004221,HC ACE HALO COMP VEST," 15,368.05 "," 15,368.05 ",
270004231,HC SUPPORT ANKLE, 391.34 , 391.34 ,
270004241,HC BANDAGE ACE 2 IN, 61.59 , 61.59 ,
270004251,HC SUPPORT LUMBOSACRAL INSERT, 561.39 , 561.39 ,
270004261,HC BANDAGE ACE 3 IN, 65.77 , 65.77 ,
270004271,HC BANDAGE ACE 4 IN, 83.83 , 83.83 ,
270004281,HC BANDAGE ACE 6 IN, 120.46 , 120.46 ,
270004291,HC HALO OPEN RING ASSEMBLY SMALL," 11,626.71 "," 11,626.71 ",
270004301,HC HALO OPEN RING ASSEMBLY LG," 11,626.71 "," 11,626.71 ",
270004311,HC HALO OPEN RING ASSEMBLY MED," 11,626.71 "," 11,626.71 ",
270004321,HC COMPART PRES SYRINGE 600110, 869.73 , 869.73 ,
270004331,HC SHOE POST-OP MAN LARGE, 442.06 , 442.06 ,
270004341,HC SHOE POST-OP MAN MEDIUM, 442.06 , 442.06 ,
270004351,HC SHOE POST-OP MAN SMALL, 442.06 , 442.06 ,
270004361,HC SHOE POST-OP WOMAN LARGE, 442.06 , 442.06 ,
270004371,HC SHOE POST-OP WOMAN SMALL, 442.06 , 442.06 ,
270004381,HC SHOE POST-OP WOMAN MEDIUM, 442.06 , 442.06 ,
270004391,HC BANDAGE ACE 6 IN LATEX FREE, 159.01 , 159.01 ,
270004401,HC JEWETT BRACE, 827.55 , 827.55 ,
270004411,HC KNIGHT-TAYLOR BRC, 697.81 , 697.81 ,
270004421,HC TAYLOR BRACE, 592.61 , 592.61 ,
270004431,HC ANKLE CNTRL BRACE, 997.62 , 997.62 ,
270004441,HC LS SUPPORT ELASTIC, 227.93 , 227.93 ,
270004451,HC LUMBO-SACRAL SUPT, 296.31 , 296.31 ,
270004461,HC DORSO-LUMBR SUPRT, 389.24 , 389.24 ,
270004471,HC CHAIR BACK BRACE, 908.20 , 908.20 ,
270004481,HC MOLDED BODY JACKT, 1.76 , 1.76 ,
270004491,HC LUMBAR FLEX JACKT, 1.76 , 1.76 ,
270004511,HC STOCKINETTE BIAS 4 IN, 97.38 , 97.38 ,
270004521,HC STOCKINETTE BIAS 3 IN, 80.45 , 80.45 ,
270004531,HC STOCKINETTE BIAS 6 IN, 120.46 , 120.46 ,
270004541,HC STOCKINETTE TUBULAR 6 IN, 95.19 , 95.19 ,
270004551,HC BANDAGE ACE 4 INCH LATEX FREE, 124.91 , 124.91 ,
270004561,HC BANDAGE ACE 2 INCH LATEX FREE, 96.06 , 96.06 ,
270004571,HC STIMULATOR BONE," 33,988.48 "," 33,988.48 ",
270004581,HC SPANDAGE PER FT, 21.42 , 21.42 ,
270004591,HC COLLAR STIFF NECK, 324.17 , 324.17 ,
270004601,HC STIMULATOR BONE GROWTH," 19,019.36 "," 19,019.36 ",
270004611,HC ORT CORRECTION STRAP, 915.70 , 915.70 ,
270004621,HC ORT AFO," 6,151.79 "," 6,151.79 ",
270004631,HC ORT HIP ORTHOSIS," 11,346.92 "," 11,346.92 ",
270004641,HC ORT CHEST BRACE L0486," 20,034.34 "," 20,034.34 ",
270004651,HC EAKIN SEAL SKIN BARRIER RING 2 SM, 96.17 , 96.17 ,
270004661,HC OSTOMY STOMA ADHESIVE POWDER, 226.72 , 226.72 ,
270004671,HC COMPRESSION BANDAGING SYSTEM, 288.64 , 288.64 ,
270004681,HC COLLECTOR FECAL INCONTINENCE, 177.22 , 177.22 ,
270004691,HC OSTOMY WAFER 4 IN (L), 111.34 , 111.34 ,
270004701,HC DISP SURG SYS STOOL MANAGE," 3,784.57 "," 3,784.57 ",
270004711,HC DISP SURG BAG STOOL COLL, 121.97 , 121.97 ,
270004721,HC OSTOMY POUCH 4 IN (L), 49.74 , 49.74 ,
270004731,HC OSTOMY STOMA ADHESIVE PASTE, 231.59 , 231.59 ,
270004741,HC OSTOMY WOUND POUCH SMALL, 191.17 , 191.17 ,
270004751,HC OSTOMY WOUND POUCH MEDIUM, 206.53 , 206.53 ,
270004761,HC OSTOMY CLAMP, 56.09 , 56.09 ,
270004771,HC OSTOMY BELT, 187.46 , 187.46 ,
270004781,HC STOMA ADHESIVE BARRIER, 105.27 , 105.27 ,
270004791,HC OSTOMY POUCH 2 1/2 IN, 56.69 , 56.69 ,
270004801,HC OSTOMY 2PC POUCH UROSTOMY SIZE J, 78.79 , 78.79 ,
270004811,HC OSTOMY 2PC POUCH SIZE K, 55.51 , 55.51 ,
270004821,HC OSTOMY 2PC POUCH SIZE J, 55.51 , 55.51 ,
270004831,HC OSTOMY 2PC WAFER SIZE 2 1/4 K, 102.76 , 102.76 ,
270004841,HC OSTOMY 2PC WAFER SIZE 1 3/4 J, 102.76 , 102.76 ,
270004851,HC OSTOMY CREAM, 187.87 , 187.87 ,
270004861,HC OSTOMY URINARY POUCH 1 1/2 IN, 125.07 , 125.07 ,
270004871,HC OSTOMY URINARY ADAPTER, 82.23 , 82.23 ,
270004881,HC OSTOMY IRRIGATION KIT, 457.26 , 457.26 ,
270004891,HC OSTOMY ACCESS PORT, 309.90 , 309.90 ,
270004901,HC MEDI-TECH VSC LOOP12/35 20-306," 1,886.94 "," 1,886.94 ",
270004911,HC J LOOP CONNECTOR, 52.39 , 52.39 ,
270004921,HC TRACH SHILEY XLT CANNULA 5MM, 167.79 , 167.79 ,
270004931,HC TRACH SHILEY XLT CANNULA 6MM, 167.79 , 167.79 ,
270004941,HC TRACH SHILEY XLT CANNULA 7MM, 167.79 , 167.79 ,
270004951,HC TRACH SHILEY XLT CANNULA 8MM, 167.79 , 167.79 ,
270004961,HC TRACH SHILEY XLT 5MM PROXIMAL," 1,091.53 "," 1,091.53 ",
270004971,HC TRACH SHILEY XLT 5MM DISTAL," 1,091.53 "," 1,091.53 ",
270004981,HC TRACH SHILEY XLT 6MM PROXIMAL," 1,091.53 "," 1,091.53 ",
270004991,HC TRACH SHILEY XLT 6MM DISTAL," 1,091.53 "," 1,091.53 ",
270005001,HC TRACH SHILEY XLT 7MM PROXIMAL," 1,091.53 "," 1,091.53 ",
270005011,HC TRACH SUCTION CLOSED 14FR 12 IN, 297.77 , 297.77 ,
270005021,HC TRACH SHILEY XLT 7MM DISTAL," 1,091.53 "," 1,091.53 ",
270005031,HC TRACH SHILEY XLT 8MM PROXIMAL," 1,091.53 "," 1,091.53 ",
270005041,HC TRACH SHILEY XLT 8MM DISTAL," 1,091.53 "," 1,091.53 ",
270005051,HC KIT SUCTION CATH 14FR, 416.64 , 416.64 ,
270005061,HC ET INTRODUCER W COUDE TIP, 194.40 , 194.40 ,
270005071,HC TRACH SUCTION CLOSED 14FR 22 IN, 466.08 , 466.08 ,
270005081,HC TRACH TIE PAIR, 162.01 , 162.01 ,
270005091,HC TRACH TUBE TALKING 7MM, 854.27 , 854.27 ,
270005101,HC TRACH TUBE SHILEY 4 LPC," 1,195.89 "," 1,195.89 ",
270005111,HC TRACH TUBE TALKING 9MM, 889.96 , 889.96 ,
270005121,HC ENDOTROL TRACHEAL TUBE 7.0MM, 330.56 , 330.56 ,
270005131,HC ENDOTROL TRACHEAL TUBE 8.0MM, 330.56 , 330.56 ,
270005141,HC ENDOTROL TRACHEAL TUBE 6.0MM, 330.56 , 330.56 ,
270005151,HC TRACH TUBE SHILEY 6 DCT, 864.53 , 864.53 ,
270005161,HC ENDOTRACHEAL TUBE 2.5 PORTEX, 179.87 , 179.87 ,
270005171,HC TRACH TUBE SHILEY 10 DCT, 864.53 , 864.53 ,
270005181,HC TRACH TUBE SHILEY 8 DCT, 864.53 , 864.53 ,
270005191,HC TRACH TUBE SHILEY 4 DCT, 864.53 , 864.53 ,
270005201,HC ENDOTRACHEAL TUBE 5.5MM, 119.50 , 119.50 ,
270005211,HC ENDOTRACHEAL TUBE 7.5MM, 281.79 , 281.79 ,
270005221,HC PASSEY-MUIR VALVE 23MM OD, 857.36 , 857.36 ,
270005231,HC PASSEY-MUIR VALVE 22MM OD, 857.36 , 857.36 ,
270005241,HC TRACH TUBE SHILEY 4 DCFS, 502.05 , 502.05 ,
270005251,HC TRACH TUBE SHILEY 6 DCFS, 502.05 , 502.05 ,
270005261,HC TRACH TUBE SHILEY 8 DCFS, 502.05 , 502.05 ,
270005271,HC TRACH TUBE SHILEY 10 DCFS, 502.05 , 502.05 ,
270005281,HC TRACH TUBE BIVONA," 2,591.66 "," 2,591.66 ",
270005291,HC ENDOTRACHAEL TUBE RUSCH, 412.43 , 412.43 ,
270005301,HC TRACH TUBE PORTEX #6 503060, 758.07 , 758.07 ,
270005311,HC ENDOTRACHAEL TUBE 3.0 PORTEX, 179.87 , 179.87 ,
270005321,HC ENDOTRACHEAL TUBE 3.5 PORTEX, 179.87 , 179.87 ,
270005331,HC ENDOTRACHAEL TUBE 4.0 PORTEX, 179.87 , 179.87 ,
270005341,HC ENDOTRACHAEL TUBE 4.5 PORTEX, 179.87 , 179.87 ,
270005351,HC ENDOTRACHAEL TUBE 5MM, 179.87 , 179.87 ,
270005361,HC ENDOTRACHAEL TUBE 6MM, 179.87 , 179.87 ,
270005371,HC ENDOTRACHEAL TUBE 7.5MM/1, 179.87 , 179.87 ,
270005381,HC ENDOTRACHAEL TUBE 7.0MM, 179.87 , 179.87 ,
270005391,HC ENDOTRACHAEL TUBE 8MM, 179.87 , 179.87 ,
270005401,HC ENDOTRACHAEL TUBE 9MM, 179.87 , 179.87 ,
270005411,HC RUSCH ENDOTRACHAEL TUBE 38FR, 412.43 , 412.43 ,
270005421,HC TRACH TUBE SHILEY PED 4.0, 801.63 , 801.63 ,
270005431,HC TRACH TUBE SHILEY 10 DFEN, 801.63 , 801.63 ,
270005441,HC TRACH TUBE SHILEY PED 4.5, 801.63 , 801.63 ,
270005451,HC TRACH TUBE SHILEY PED 5.0, 801.63 , 801.63 ,
270005461,HC TRACH TUBE SHILEY 4 DFEN, 801.63 , 801.63 ,
270005471,HC TRACH TUBE SHILEY 6 DFEN, 801.63 , 801.63 ,
270005481,HC TRACH TUBE SHILEY PED 3.5, 801.63 , 801.63 ,
270005491,HC TRACH TUBE JACKSON SHORT SZ 4, 819.56 , 819.56 ,
270005501,HC TRACH TUBE JACKSON SHORT SZ 5, 819.56 , 819.56 ,
270005511,HC TRACH TUBE JACKSON SHORT SZ 6, 819.56 , 819.56 ,
270005521,HC TRACH TUBE JACKSON SHORT SZ 7, 963.99 , 963.99 ,
270005531,HC TRACH TUBE JACKSON SHORT SZ 8, 963.99 , 963.99 ,
270005541,HC TRACH TUBE JACKSON SHORT SZ 9," 1,223.32 "," 1,223.32 ",
270005551,HC TRACH TUBE JACKSON SHORT SZ 10," 1,223.32 "," 1,223.32 ",
270005561,HC TRACH PORTEX INNER CANNULA 6, 109.31 , 109.31 ,
270005571,HC TRACH TUBE PORTEX 8 503080, 758.07 , 758.07 ,
270005581,HC TRACH TUBE PORTEX 7 503070, 758.07 , 758.07 ,
270005591,HC TRACH TUBE PORTEX 10 503100, 758.07 , 758.07 ,
270005601,HC TRACH TUBE PORTEX 9 503090, 758.07 , 758.07 ,
270005611,HC TRACH TUBE SHILEY PED 3.0, 801.63 , 801.63 ,
270005621,HC TRACH TUBE SHILEY 8 DFEN," 1,094.05 "," 1,094.05 ",
270005631,HC ENDOTRACHEAL TUBE 6.5MM, 114.86 , 114.86 ,
270005641,HC ENDOTRACHEAL TUBE 7.5MM/2, 134.71 , 134.71 ,
270005651,HC SUCTION CATH REGU VAC 5/6FR, 44.36 , 44.36 ,
270005661,HC SUCTION CATH REGU VAC 18FR, 44.36 , 44.36 ,
270005671,HC SUCTION CATH REGU VAC 10FR, 44.36 , 44.36 ,
270005681,HC SUCTION CATH REGU VAC 8FR, 44.36 , 44.36 ,
270005691,HC STRONGHOLD ANTI-DISCONNECT, 81.41 , 81.41 ,
270005701,HC ETAD ENDOTRACH TUBE ATTACHMENT, 198.77 , 198.77 ,
270005711,HC TRACH PLUG 10, 163.93 , 163.93 ,
270005721,HC TRACH SHILEY INNER CANNULA 4, 146.61 , 146.61 ,
270005731,HC DISP SURG CANNULA BLNT, 12.07 , 12.07 ,
270005741,HC DISP SURG CANNULA BLNT W HLDR, 36.68 , 36.68 ,
270005751,HC TRACH SHILEY INNER CANNULA 10, 146.61 , 146.61 ,
270005761,HC TRACH SHILEY INNER CANNULA 6, 146.61 , 146.61 ,
270005771,HC TRACH SHILEY INNER CANNULA 8, 146.61 , 146.61 ,
270005781,HC TRACH PLUG 4, 163.93 , 163.93 ,
270005791,HC TRACH PLUG 5, 163.93 , 163.93 ,
270005801,HC TRACH PLUG 6, 163.93 , 163.93 ,
270005811,HC TRACH PLUG 7, 163.93 , 163.93 ,
270005821,HC TRACH PLUG 8, 163.93 , 163.93 ,
270005831,HC TRACH PLUG 9, 163.93 , 163.93 ,
270005841,HC TRACH PLUG SHILEY DDCP, 156.37 , 156.37 ,
270005851,HC AMBU BAG ADULT, 640.13 , 640.13 ,
270005861,HC TRANSTRACHEAL SCOOP-1 11 CM," 2,147.71 "," 2,147.71 ",
270005871,HC TRANSTRACHEAL SCOOP-2 11 CM," 4,072.53 "," 4,072.53 ",
270005881,HC TRACH PORTEX INNER CANNULA 10, 109.31 , 109.31 ,
270005891,HC TRACH PORTEX INNER CANNULA 9, 109.31 , 109.31 ,
270005901,HC TRACH PORTEX INNER CANNULA 8, 109.31 , 109.31 ,
270005911,HC TRACH PORTEX INNER CANNULA 7, 109.31 , 109.31 ,
270005921,HC TRANSTRACHEAL OXYGEN HOSE, 423.49 , 423.49 ,
270005931,HC TRANSTRACHEAL CLEANING KIT, 685.53 , 685.53 ,
270005941,HC CANNULA NASAL, 27.54 , 27.54 ,
270005951,HC DISP SURG NC W TUBING CAPNO ADULT, 278.57 , 278.57 ,
270005961,HC DISP SURG NC W TUBING CAPNO PED, 261.51 , 261.51 ,
270005971,HC SKIN STAPLER DS-15, 381.82 , 381.82 ,
270005981,HC DERMABOND SKIN ADHESIVE, 369.09 , 369.09 ,
270005991,HC SUTURE 2.0 CHROMIC, 82.41 , 82.41 ,
270006001,HC SUTURE SILK 2.0KS W/KEITH 623H, 60.82 , 60.82 ,
270006011,HC SUTURE 5-0 VIRYL, 75.06 , 75.06 ,
270006021,HC SUTURE ETHILON 3-0 W/NEEDLE, 75.06 , 75.06 ,
270006031,HC SUTURE ETHILON 3-0 W/FS-3, 75.06 , 75.06 ,
270006041,HC SUTURE ETHILON 4-0 W/FS 2, 75.06 , 75.06 ,
270006051,HC SUTURE ETHILON 5-0 W/FS-2, 75.06 , 75.06 ,
270006061,HC SUTURE SILK W/FS-1, 75.06 , 75.06 ,
270006071,HC SUTURE VIRYL VLT 3-0 S4, 75.06 , 75.06 ,
270006081,HC STAPLER SKIN WECK, 293.95 , 293.95 ,
270006091,HC SUTURE SILK 3-0, 63.31 , 63.31 ,
270006101,HC SUTURE PROLENE KEITH NDL 3.0, 86.61 , 86.61 ,
270006111,HC SUTURE NYLON KEITH NDL 3.0, 64.36 , 64.36 ,
270006121,HC ELECTRODE SPIRAL QWIK CONNECT, 137.48 , 137.48 ,
270006131,HC STATLOCK FOLEY STABILI DEVICE, 95.47 , 95.47 ,
270006141,HC SUPPORT ARTERIAL LINE, 141.96 , 141.96 ,
270006151,HC PNEUMOTHORAX SET C-TPT-100," 1,581.37 "," 1,581.37 ",
270006161,HC SUCTION CATH 10FR MUCUS TRAP, 128.63 , 128.63 ,
270006171,HC I/A PERCOR STAT INSERTION KIT," 1,290.33 "," 1,290.33 ",
270006181,HC KIT (L) FEMORAL 11.5FR 13.5MM," 1,907.41 "," 1,907.41 ",
270006191,HC CATH ANESTHESIA 8FR, 38.51 , 38.51 ,
270006201,HC CATH ANESTHESIA 6FR, 40.60 , 40.60 ,
270006211,HC HOT FORCEP BIOPSY 1276," 1,248.37 "," 1,248.37 ",
270006221,HC PENROSE DRAIN 1/2X12 IN, 60.90 , 60.90 ,
270006231,HC PENROSE DRAIN 1/4X12, 60.90 , 60.90 ,
270006241,HC PENROSE DRAIN 3/4X12, 60.90 , 60.90 ,
270006251,HC PENROSE DRAIN 7/8X36, 60.90 , 60.90 ,
270006261,HC BAG COLLECTION ICP CODMAN, 527.32 , 527.32 ,
270006271,HC DISP SURG KIT CRANIAL ACCESS," 3,812.98 "," 3,812.98 ",
270006281,HC DISP SURG BAG CSF DRAINAGE SYS," 2,730.95 "," 2,730.95 ",
270006291,HC DELETED/100, 518.35 , 518.35 ,
270006301,HC BAG WASTE ORTHOPAT 1300, 261.56 , 261.56 ,
270006311,HC BAG ORTHOPAT 1200, 185.63 , 185.63 ,
270006321,HC STETHOSCOPE ESOPHAGEAL, 281.34 , 281.34 ,
270006331,HC CIRCUIT ANESTHESIA - OB, 161.81 , 161.81 ,
270006341,HC TAPE GLO N TELL LEMAITRE, 318.24 , 318.24 ,
