BATON ROUGE GENERAL HOSPITAL CHARGES,,
"Federal reporting rules require hospitals to maintain a catalog of thousands of procedure codes, code descriptions and list prices in a complex accounting tool, known as the hospital chargemaster. The prices listed on the chargemaster do not reflect what patients will ultimately pay as insurance companies negotiate discounts on the list prices. In addition, co-pays, co-insurance and deductibles can also bring additional discounts before a final charge is determined.                                                                                                                                                                                               ",,
"To get an accurate estimate of what your out of pocket expenses will be, contact us at (225) 381-6276, Monday through Friday, from 8 a.m. – 4:30 p.m.",,
,,
Chg Code,Description,Chg Amt
26030809,SUP TETRAGRIP D PER FOOT,$2.00
26030817,SUP TETRAGRIP E PER FOOT,$2.35
26030825,SUP TETRAGRIP F PER FOOT,$2.70
26030866,COMMUNITY/WORK MANAGEMENT,$67.50
26030874,ADL SELF/HOME MANAGEMENT,$74.85
26031096,PT MOBILITY CURRENT 0%,$0.01
26031104,PT MOBILITY CURRENT 1-20%,$0.01
26031112,PT MOBILITY CURRENT 20-40%,$0.01
26031120,PT MOBILITY CURRENT 40-60%,$0.01
26031138,PT MOBILITY CURRENT 60-80%,$0.01
26031146,PT MOBILITY CURRENT 80-100%,$0.01
26031153,PT MOBILITY CURRENT 100%,$0.01
26031161,PT MOBILITY GOAL 0%,$0.01
26031179,PT MOBILITY GOAL 1-20%,$0.01
26031187,PT MOBILITY GOAL 20-40%,$0.01
26031195,PT MOBILITY GOAL 40-60%,$0.01
26031203,PT MOBILITY GOAL 60-80%,$0.01
26031211,PT MOBILITY GOAL 80-100%,$0.01
26031229,PT MOBILITY GOAL 100%,$0.01
26031237,PT MOBILITY D/C 0%,$0.01
26031245,PT MOBILITY D/C 1-20%,$0.01
26031252,PT MOBILITY D/C 20-40%,$0.01
26031260,PT MOBILITY D/C 40-60%,$0.01
26031278,PT MOBILITY D/C 60-80%,$0.01
26031286,PT MOBILITY D/C 80-100%,$0.01
26031294,PT MOBILITY D/C 100%,$0.01
26031302,PT BODY POSITION CURR 0%,$0.01
26031310,PT BODY POSITION CURR 1-20%,$0.01
26031328,PT BODY POSITION CURR 20-40%,$0.01
26031336,PT BODY POSITION CURR 40-60%,$0.01
26031344,PT BODY POSITION CURR 60-80%,$0.01
26031351,PT BODY POSITION CURR 80-100%,$0.01
26031369,PT BODY POSITION CURR 100%,$0.01
26031377,PT BODY POSITION GOAL 0%,$0.01
26031385,PT BODY POSITION GOAL 1-20%,$0.01
26031393,PT BODY POSITION GOAL 20-40%,$0.01
26031401,PT BODY POSITION GOAL 40-60%,$0.01
26031419,PT BODY POSITION GOAL 60-80%,$0.01
26031427,PT BODY POSITION GOAL 80-100%,$0.01
26031435,PT BODY POSITION GOAL 100%,$0.01
26031443,PT BODY POSITION D/C 0%,$0.01
26031450,PT BODY POSITION D/C 1-20%,$0.01
26031468,PT BODY POSITION D/C 20-40%,$0.01
26031476,PT BODY POSITION D/C 40-60%,$0.01
26031484,PT BODY POSITION D/C 60-80%,$0.01
26031492,PT BODY POSITION D/C 80-100%,$0.01
26031500,PT BODY POSITION D/C 100%,$0.01
26031518,PT HANDLE OBJECTS CURR 0%,$0.01
26031526,PT HANDLE OBJECTS CURR 1-20%,$0.01
26031534,PT HANDLE OBJECTS CURR 20-40%,$0.01
26031542,PT HANDLE OBJECTS CURR 40-60%,$0.01
26031559,PT HANDLE OBJECTS CURR 60-80%,$0.01
26031567,PT HANDLE OBJECTS CURR 80-100%,$0.01
26031575,PT HANDLE OBJECTS CURR 100%,$0.01
26031583,PT HANDLE OBJECTS GOAL 0%,$0.01
26031591,PT HANDLE OBJECTS GOAL 20-40%,$0.01
26031609,PT HANDLE OBJECTS GOAL 40-60%,$0.01
26031617,PT HANDLE OBJECTS GOAL 60-80%,$0.01
26031625,PT HANDLE OBJECTS GOAL 80-100%,$0.01
26031633,PT HANDLE OBJECTS GOAL 100%,$0.01
26031641,PT HANDLE OBJECTS D/C 0%,$0.01
26031658,PT HANDLE OBJECTS D/C 1-20%,$0.01
26031666,PT HANDLE OBJECTS D/C 20-40%,$0.01
26031674,PT HANDLE OBJECTS D/C 40-60%,$0.01
26031682,PT HANDLE OBJECTS D/C 60-80%,$0.01
26031690,PT HANDLE OBJECTS D/C 80-100%,$0.01
26031708,PT HANDLE OBJECTS D/C 100%,$0.01
26031716,PT SELF CARE CURRENT 0%,$0.01
26031724,PT SELF CARE CURRENT 1-20%,$0.01
26031732,PT SELF CARE CURRENT 20-40%,$0.01
26031740,PT SELF CARE CURRENT 40-60%,$0.01
26031757,PT SELF CARE CURRENT 60-80%,$0.01
26031765,PT SELF CARE CURRENT 80-100%,$0.01
26031773,PT SELF CARE CURRENT 100%,$0.01
26031781,PT SELF CARE GOAL 0%,$0.01
26031799,PT SELF CARE GOAL 1-20%,$0.01
26031807,PT SELF CARE GOAL 20-40%,$0.01
26031815,PT SELF CARE GOAL 40-60%,$0.01
26031823,PT SELF CARE GOAL 60-80%,$0.01
26031831,PT SELF CARE GOAL 80-100%,$0.01
26031849,PT SELF CARE GOAL 100%,$0.01
26031856,PT SELF CARE D/C 0%,$0.01
26031864,PT SELF CARE D/C 1-20%,$0.01
26031872,PT SELF CARE D/C 20-40%,$0.01
26031880,PT SELF CARE D/C 40-60%,$0.01
26031898,PT SELF CARE D/C 60-80%,$0.01
26031906,PT SELF CARE D/C 80-100%,$0.01
26031914,PT SELF CARE D/C 100%,$0.01
26031922,PT OTHER PRIMARY CURR 0%,$0.01
26031930,PT OTHER PRIMARY CURR 1-20%,$0.01
26031948,PT OTHER PRIMARY CURR 20-40%,$0.01
26031955,PT OTHER PRIMARY CURR 40-60%,$0.01
26031963,PT OTHER PRIMARY CURR 60-80%,$0.01
26031971,PT OTHER PRIMARY CURR 80-100%,$0.01
26031989,PT OTHER PRIMARY CURR 100%,$0.01
26031997,PT OTHER PRIMARY GOAL 0%,$0.01
26032003,PT OTHER PRIMARY GOAL 1-20%,$0.01
26032011,PT OTHER PRIMARY GOAL 20-40%,$0.01
26032029,PT OTHER PRIMARY GOAL 40-60%,$0.01
26032037,PT OTHER PRIMARY GOAL 60-80%,$0.01
26032045,PT OTHER PRIMARY GOAL 80-100%,$0.01
26032052,PT OTHER PRIMARY GOAL 100%,$0.01
26032060,PT OTHER PRIMARY D/C 0%,$0.01
26032078,PT OTHER PRIMARY D/C 1-20%,$0.01
26032086,PT OTHER PRIMARY D/C 40-60%,$0.01
26032094,PT OTHER PRIMARY D/C 60-80%,$0.01
26032102,PT OTHER PRIMARY D/C 80-100%,$0.01
26032110,PT OTHER PRIMARY D/C 100%,$0.01
26032128,PT OTHER SUBSEQNT CURR 0%,$0.01
26032136,PT OTHER SUBSEQNT CURR 1-20%,$0.01
26032144,PT OTHER SUBSEQNT CURR 20-40%,$0.01
26032151,PT OTHER SUBSEQNT CURR 40-60%,$0.01
26032169,PT OTHER SUBSEQNT CURR 60-80%,$0.01
26032177,PT OTHER SUBSEQNT CURR 80-100%,$0.01
26032185,PT OTHER SUBSEQNT CURR 100%,$0.01
26032193,PT OTHER SUBSEQNT GOAL 0%,$0.01
26032201,PT OTHER SUBSEQNT GOAL 1-20%,$0.01
26032219,PT OTHER SUBSEQNT GOAL 20-40%,$0.01
26032227,PT OTHER SUBSEQNT GOAL 40-60%,$0.01
26032235,PT OTHER SUBSEQNT GOAL 60-80%,$0.01
26032243,PT OTHER SUBSEQNT GOAL 80-100%,$0.01
26032250,PT OTHER SUBSEQNT GOAL 100%,$0.01
26032268,PT OTHER SUBSEQNT D/C 0%,$0.01
26032276,PT OTHER SUBSEQNT D/C 1-20%,$0.01
26032284,PT OTHER SUBSEQNT D/C 20-40%,$0.01
26032292,PT OTHER SUBSEQNT D/C 40-60%,$0.01
26032300,PT OTHER SUBSEQNT D/C 60-80%,$0.01
26032318,PT OTHER SUBSEQNT D/C 80-100%,$0.01
26032326,PT OTHER SUBSEQNT D/C 100%,$0.01
26032334,PT HANDLE OBJECTS GOAL 1-20%,$0.01
26032342,PT OTHER PRIMARY D/C 20-40%,$0.01
26032359,DEBRISOFT,$154.50
26032375,PT EVAL MOD COMPLEX 30 MIN,$239.60
26032383,PT EVAL HIGH COMPLEX 45 MIN,$239.60
26032391,PT RE-EVAL EST PLAN CARE,$145.75
26032409,DRESSING MEPILEX AG 4X4,$161.65
26032417,DRESSING MEDIPORE PAD SOFT CLOTH 3.5X6,$32.35
26032425,DRESSING FIXOMUL 10CMX10M,$130.60
26032433,DRESSING KERRAMAXCARE 4X4,$46.20
26032441,APPLY MULTLAY COMPRS LWR LEG,$297.80
26032458,APPLY MULTLAY COMPRS LWER LEG BIL,$521.15
26032466,APPLY MULTLAY COMPRS WHOLE LEG,$370.95
26032474,APPLY MULTLAY COMPRS WHOLE LEG BIL,$556.45
26032508,APPLY MULTLAY COMPRS ARM/HAND,$306.20
26032516,APPLY MULTLAY COMPRS ARM/HAND BIL,$459.30
26032524,"XTRASORB CLASSIC DRESSING 4""X5""",$53.15
26032557,TG SHAPE L BELOW KNEE,$49.25
26032565,TG SHAPE XL FULL LEG,$72.45
26032573,TG SHAPE L FULL LEG,$49.25
26103002,APPL SPLINT HAND DYNAMIC,$267.60
26103069,PARAFFIN BATH,$64.80
26103085,THERAPEUTIC ACTIVITY PER 15MIN,$96.25
26103093,COMMUNITY MGMT/TRAIN PER 15MIN,$67.50
26103119,SELF CARE/HOME TRAIN PER 15MIN,$74.85
26103127,ORTHOTIC FIT/CHECK PER 15 MIN,$82.80
26103135,DEV OF COGNITIVE SKLS PR 15MIN,$57.00
26103168,SUPPLIES OT,$0.00
26103176,TRIGGER STATISTICAL PER 15 MIN,$0.00
26103184,HOT/COLD PACK PR SESS 1/MORE,$76.00
26103259,GROUP 2 OR MORE PER SESS OT,$62.80
26103267,SENSORY INTEGRATION/15 MIN,$67.50
26103317,APPL SPLINT LONG ARM STATIC,$242.00
26103325,APPL SPLINT HAND STATIC,$232.00
26103333,APPL SPLINT FINGER STATIC,$209.15
26103390,ULTRASOUND PER 15 MIN,$73.75
26103408,ELECT STIM ATTENDED PR 15MIN,$85.30
26103416,E STIM UNATTD NONWOUND/15 MIN,$83.90
26103424,VASOPNEUMATIC/SESSION,$84.00
26103432,MANUAL THERAPY PER 15 MIN,$94.00
26103440,PROSTHETIC TRAINING PER 15MIN,$72.65
26103457,ORTHOTIC FIT/TRAIN PER 15MIN,$104.05
26103473,NEUROMUSCULAR RE-ED/15 MIN,$75.00
26103499,PRESS GRMNT BRN-FULL BODY,$0.00
26103507,PRESS GRMNT BRN-CHIN STRAP,$0.00
26103515,PRESS GRMNT BRN-FACIAL HOOD,$0.00
26103523,PRESS GRMNT BRN-GLOVE TO WRIST,$0.00
26103531,PRESS GRMNT BRN-GLOVE TO ELBOW,$0.00
26103549,PRESS GRMNT BRN-GLOVE TO AXILA,$0.00
26103556,PRESS GRMNT BRN-FOOT TO KNEE,$0.00
26103564,PRESS GRMNT BRN-FOOT TO THIGH,$0.00
26103572,PRESS GRMNT BRN-VEST,$0.00
26103580,PRESS GRMNT BRN-LEOTARD,$0.00
26103598,PRESS GRMNT BRN-PANTY,$0.00
26103606,PRESS GRMNT BRN-OTHER,$0.00
26103614,JOB SITE ANALYSIS/ 15 MIN,$67.50
26103622,WHIRLPOOL SUPERVISED PER SES,$103.90
26103853,SUP BANDAGE COMPRILAN,$22.35
26103895,SUP FOAM EXERCISE BLOCK,$2.50
26103903,SUP HAND HELPER EXERCISER,$16.90
26103929,SUP PUTTY PER 3OZ,$9.95
26103945,SUP T-BAND PER 3FT,$7.85
26103978,SUP TETRAGRIP G PER FOOT,$3.40
26103986,SUP TETRAGRIP B PER FOOT,$1.80
26103994,SUP TETRAGRIP C PER FOOT,$1.90
26104000,SUP TETRAGRIP D PER FOOT,$2.00
26104018,SUP TETRAGRIP E PER FOOT,$2.35
26104026,SUP TETRAGRIP F PER FOOT,$2.70
26104141,DEBRIDEMENT NON-SELECT/SESS,$168.20
26104158,E STIM UNATTD WOUND PER 15 MIN,$58.60
26104166,ELEC STIM UNATTEND OTHER WND,$95.45
26104307,OT MOBILITY CURRENT 0%,$0.01
26104315,OT MOBILITY CURRENT 1-20%,$0.01
26104323,OT MOBILITY CURRENT 20-40%,$0.01
26104331,OT MOBILITY CURRENT 40-60%,$0.01
26104349,OT MOBILITY CURRENT 60-80%,$0.01
26104356,OT MOBILITY CURRENT 80-100%,$0.01
26104364,OT MOBILITY CURRENT 100%,$0.01
26104372,OT MOBILITY GOAL 0%,$0.01
26104380,OT MOBILITY GOAL 1-20%,$0.01
26104398,OT MOBILITY GOAL 20-40%,$0.01
26104406,OT MOBILITY GOAL 40-60%,$0.01
26104414,OT MOBILITY GOAL 60-80%,$0.01
26104422,OT MOBILITY GOAL 80-100%,$0.01
26104430,OT MOBILITY GOAL 100%,$0.01
26104448,OT MOBILITY D/C 0%,$0.01
26104455,OT MOBILITY D/C 1-20%,$0.01
26104463,OT MOBILITY D/C 20-40%,$0.01
26104471,OT MOBILITY D/C 40-60%,$0.01
26104489,OT MOBILITY D/C 60-80%,$0.01
26104497,OT MOBILITY D/C 80-100%,$0.01
26104505,OT MOBILITY D/C 100%,$0.01
26104513,OT BODY POSITION CURR 0%,$0.01
26104521,OT BODY POSITION CURR 1-20%,$0.01
26104539,OT BODY POSITION CURR 20-40%,$0.01
26104547,OT BODY POSITION CURR 40-60%,$0.01
26104554,OT BODY POSITION CURR 60-80%,$0.01
26104562,OT BODY POSITION CURR 80-100%,$0.01
26104570,OT BODY POSITION CURR 100%,$0.01
26104588,OT BODY POSITION GOAL 0%,$0.01
26104596,OT BODY POSITION GOAL 1-20%,$0.01
26104604,OT BODY POSITION GOAL 20-40%,$0.01
26104612,OT BODY POSITION GOAL 40-60%,$0.01
26104620,OT BODY POSITION GOAL 60-80%,$0.01
26104638,OT BODY POSITION GOAL 80-100%,$0.01
26104646,OT BODY POSITION GOAL 100%,$0.01
26104653,OT BODY POSITION D/C 0%,$0.01
26104661,OT BODY POSITION D/C 1-20%,$0.01
26104679,OT BODY POSITION D/C 20-40%,$0.01
26104687,OT BODY POSITION D/C 40-60%,$0.01
26104695,OT BODY POSITION D/C 60-80%,$0.01
26104703,OT BODY POSITION D/C 80-100%,$0.01
26104711,OT BODY POSITION D/C 100%,$0.01
26104729,OT HANDLE OBJECTS CURR 0%,$0.01
26104737,OT HANDLE OBJECTS CURR 1-20%,$0.01
26104745,OT HANDLE OBJECTS CURR 20-40%,$0.01
26104752,OT HANDLE OBJECTS CURR 40-60%,$0.01
26104760,OT HANDLE OBJECTS CURR 60-80%,$0.01
26104778,OT HANDLE OBJECTS CURR 80-100%,$0.01
26104786,OT HANDLE OBJECTS CURR 100%,$0.01
26104794,OT HANDLE OBJECTS GOAL 0%,$0.01
26104802,OT HANDLE OBJECTS GOAL 1-20%,$0.01
26104810,OT HANDLE OBJECTS GOAL 20-40%,$0.01
26104828,OT HANDLE OBJECTS GOAL 40-60%,$0.01
26104836,OT HANDLE OBJECTS GOAL 60-80%,$0.01
26104844,OT HANDLE OBJECTS GOAL 80-100%,$0.01
26104851,OT HANDLE OBJECTS GOAL 100%,$0.01
26104869,OT HANDLE OBJECTS D/C 0%,$0.01
26104877,OT HANDLE OBJECTS D/C 1-20%,$0.01
26104885,OT HANDLE OBJECTS D/C 20-40%,$0.01
26104893,OT HANDLE OBJECTS D/C 40-60%,$0.01
26104901,OT HANDLE OBJECTS D/C 60-80%,$0.01
26104919,OT HANDLE OBJECTS D/C 80-100%,$0.01
26104927,OT HANDLE OBJECTS D/C 100%,$0.01
26104935,OT SELF CARE CURRENT 0%,$0.01
26104943,OT SELF CARE CURRENT 1-20%,$0.01
26104950,OT SELF CARE CURRENT 20-40%,$0.01
26104968,OT SELF CARE CURRENT 40-60%,$0.01
26104976,OT SELF CARE CURRENT 60-80%,$0.01
26104984,OT SELF CARE CURRENT 80-100%,$0.01
26104992,OT SELF CARE CURRENT 100%,$0.01
26105007,OT SELF CARE GOAL 0%,$0.01
26105015,OT SELF CARE GOAL 1-20%,$0.01
26105023,OT SELF CARE GOAL 20-40%,$0.01
26105031,OT SELF CARE GOAL 40-60%,$0.01
26105049,OT SELF CARE GOAL 60-80%,$0.01
26105056,OT SELF CARE GOAL 80-100%,$0.01
26105064,OT SELF CARE GOAL 100%,$0.01
26105072,OT SELF CARE D/C 0%,$0.01
26105080,OT SELF CARE D/C 1-20%,$0.01
26105098,OT SELF CARE D/C 20-40%,$0.01
26105106,OT SELF CARE D/C 40-60%,$0.01
26105114,OT SELF CARE D/C 60-80%,$0.01
26105122,OT SELF CARE D/C 80-100%,$0.01
26105130,OT SELF CARE D/C 100%,$0.01
26105148,OT OTHER PRIMARY CURR 0%,$0.01
26105155,OT OTHER PRIMARY CURR 1-20%,$0.01
26105163,OT OTHER PRIMARY CURR 20-40%,$0.01
26105171,OT OTHER PRIMARY CURR 40-60%,$0.01
26105189,OT OTHER PRIMARY CURR 60-80%,$0.01
26105197,OT OTHER PRIMARY CURR 80-100%,$0.01
26105205,OT OTHER PRIMARY CURR 100%,$0.01
26105213,OT OTHER PRIMARY GOAL 0%,$0.01
26105221,OT OTHER PRIMARY GOAL 1-20%,$0.01
26105239,OT OTHER PRIMARY GOAL 20-40%,$0.01
26105247,OT OTHER PRIMARY GOAL 40-60%,$0.01
26105254,OT OTHER PRIMARY GOAL 60-80%,$0.01
26105262,OT OTHER PRIMARY GOAL 80-100%,$0.01
26105270,OT OTHER PRIMARY GOAL 100%,$0.01
26105288,OT OTHER PRIMARY D/C 0%,$0.01
26105296,OT OTHER PRIMARY D/C 1-20%,$0.01
26105304,OT OTHER PRIMARY D/C 20-40%,$0.01
26105312,OT OTHER PRIMARY D/C 40-60%,$0.01
26105320,OT OTHER PRIMARY D/C 60-80%,$0.01
26105338,OT OTHER PRIMARY D/C 80-100%,$0.01
26105346,OT OTHER PRIMARY D/C 100%,$0.01
26105353,OT OTHER SUBSEQNT CURR 0%,$0.01
26105361,OT OTHER SUBSEQNT CURR 1-20%,$0.01
26105379,OT OTHER SUBSEQNT CURR 20-40%,$0.01
26105387,OT OTHER SUBSEQNT CURR 40-60%,$0.01
26105395,OT OTHER SUBSEQNT CURR 60-80%,$0.01
26105403,OT OTHER SUBSEQNT CURR 80-100%,$0.01
26105411,OT OTHER SUBSEQNT CURR 100%,$0.01
26105429,OT OTHER SUBSEQNT GOAL 0%,$0.01
26105437,OT OTHER SUBSEQNT GOAL 1-20%,$0.01
26105445,OT OTHER SUBSEQNT GOAL 20-40%,$0.01
26105452,OT OTHER SUBSEQNT GOAL 40-60%,$0.01
26105460,OT OTHER SUBSEQNT GOAL 60-80%,$0.01
26105478,OT OTHER SUBSEQNT GOAL 80-100%,$0.01
26105486,OT OTHER SUBSEQNT GOAL 100%,$0.01
26105494,OT OTHER SUBSEQNT D/C 0%,$0.01
26105502,OT OTHER SUBSEQNT D/C 1-20%,$0.01
26105510,OT OTHER SUBSEQNT D/C 20-40%,$0.01
26105528,OT OTHER SUBSEQNT D/C 40-60%,$0.01
26105536,OT OTHER SUBSEQNT D/C 60-80%,$0.01
26105544,OT OTHER SUBSEQNT D/C 80-100%,$0.01
26105551,OT OTHER SUBSEQNT D/C 100%,$0.01
26105569,OT EVAL LOW COMPLEX 30 MIN,$247.00
26105577,OT EVAL MOD COMPLEX 45 MIN,$247.00
26105585,OT EVAL HIGH COMPLEX 60 MIN,$247.00
26105593,OT RE-EVAL EST PLAN CARE,$149.00
26105619,APPLY MULTLAY COOMPRS LWR LEG,$297.80
26105627,APPLY MULTLAY COMPRS LWER LEG BIL,$521.15
26105676,APPLY MULTLAY COMPRS ARM/HAND,$306.20
26105684,APPLY MULTLAY COMPRS ARM/HAND BIL,$459.30
26105692,THER INTVNT W/FOCUS ON COGNITIVE FUNCT,$228.00
26500017,EXERCISE MONITOR STAT,$0.00
26500801,EDUCATION PHASE I,$0.00
26600114,PHASE 2 MONITORED,$235.85
26600155,INITIAL EVALUATION,$273.60
26600171,PHASE 3 VISIT STAT,$0.00
26600189,PHASE 3 MONTHLY MAINTENANCE FEE,$25.00
26600197,SMOKING CESS 3-10 MIN SYMPT,$47.75
26600205,SMOKING CESS >10 MIN SYMPT,$57.00
26600239,PHASE 2 NON-MONITORED,$197.40
26600247,DIETITIAN VISIT,$0.00
26600254,COUNSELOR VISIT,$0.00
26600262,NURSE VISIT,$0.00
26700013,PULMONARY REHAB,$221.70
27300029,CARDIOVERSION,$683.65
27300821,TILT TABLE,$912.50
27300953,CVRA RECOVERY ROUTINE/QTR,$120.00
27300961,CVRA RECOVERY INTERMEDIATE/QTR,$150.00
27300979,ACT,$180.55
27300987,LITHOTRIPSY,"$11,203.15"
27300995,CVRA STAT HOLD/OTHER,$0.00
27301001,PREGNANCY TEST URINE CVRA,$75.30
27301019,CVRA TEE PRODUCTIVITY STAT,$0.00
27301027,CVRA PRE OP TIME STATISTIC,$0.00
27301035,CVRA POST OP TIME STATISTIC,$0.00
27301043,CVRA PRE-OP VISIT STAT,$0.00
27301050,CVRA POST-OP VISIT STAT,$0.00
27301068,CVRA RECOVERY INTENSIVE/QTR,$180.00
27301084,MOD SED SAME PHYS/QHP 5/> YRS,$87.65
27301092,MOD SED SAME PHYS/QHP EA ADDL 15 MIN,$36.00
27301100,MOD SED DIFF PROV INITIAL 15 MIN 5/>YRS,$87.65
27301118,MOD SED DIFF PROV EA ADDL 15 MIN,$36.00
27400084,ONLINE BLOOD GAS MONITORING,$568.50
27400175,CELLSAVER INITIAL,$327.25
27400621,CENTRIFUGAL PUMP,$240.90
27400662,BLOOD CARDIO DEL SYS,$629.75
27400811,PACK PERFUSION CUSTOM,"$2,343.25"
27400845,KIT PRESSURE MONITORING I,$164.75
27400878,CELL SAVER PACK COMPLETE,$802.20
27400886,KIT PRESSURE MONITORING II,$204.05
27400894,ANTICOAGULANT CPD,$97.65
27400936,INTRA AORTIC BALLOON INSERTION,"$1,748.00"
27400944,A C T,$180.55
27401041,CELL SAVER SUCTION,$206.00
27401066,HEMOCONCENTRATOR,$599.80
27402114,CDI SENSOR,$499.70
27402122,PALL CARDIOPLEGIA FILTER,$212.25
27402130,CELL SAVER RESERVOIR,$281.20
27402148,PROBE TEMP,$59.00
27402155,LOOP CUSTOM ART & VEN,$295.25
27402163,ADAPTOR 1/4 MALE SWIVEL,$30.90
27402171,CTA HEAD PERFUSION W/ IV CONTRAST STAT,$0.00
27402189,CTA CODE FAST PERFSN W/IV CONTRAST STAT,$0.00
27500032,CATHETER KIT,$374.85
27500065,CATH EP,"$1,097.00"
27500073,EP BASELINE W INDUCING ARRHYTHMIA,"$10,684.10"
27500149,PERICARDIAL CENT,"$1,091.70"
27500156,ELECTRODE PACING BARD,$825.00
27500206,RT HEART CATHETER,$518.95
27500354,CARDIOVERSION,$683.65
27500404,WIRE WHOLEY,$487.30
27500495,50CC OPTIRAY 320,$246.00
27500560,INTRODUCER SPLIT VALVE,$388.05
27500651,TRANSDUCER DISP,$133.50
27500800,CATH DIAG LT/RT/PIGTAIL,$144.10
27500941,A C T,$180.55
27500958,CARDIAC SUPPLIES,$0.00
27501030,INTRAAORTIC BALLOON CATHETER,"$2,938.10"
27501493,NEEDLE PE,$97.65
27501501,DILATOR,$52.10
27501550,INDEFLATOR,$474.40
27501568,ANGIOPACK,$385.00
27501626,PACEMAKER TEMPORARY INSERTION,"$1,632.20"
27502087,WIRE GUIDE THSFNB,$187.55
27502103,HEMODYNAMIC MONITOR KIT,$255.50
27503028,PACING CABLE,$169.95
27503192,IABP INSERTION,"$1,748.00"
27561075,ROTO ADVANCER,"$1,073.00"
27561083,ROTOBURR,"$4,055.60"
27561190,WIRE GUIDE TERUMO GR,$481.50
27561208,WIRE GUIDE DOC EXT,$429.25
27561216,WIRE CHOICE,$445.50
27561299,WIRE GUIDE  J,$103.25
27561307,WIRE GUIDE AMPLATZ STIFF,$337.00
27561315,WIRE GUIDE ROTA FLOPPY,$763.00
27561323,WIRE GUIDE GUIDANT 100,$450.00
27561364,INTRACARDIAC ABLATION ATRIOVENTRICULAR,"$10,917.95"
27561398,DRUG STUDY,"$5,650.30"
27561455,AORTO ABD FLD W RO WO HRT CATH,"$2,623.80"
27561471,ANGIOGRAPHY EXTEMITY UNI RT,"$2,195.50"
27561489,ANGIOGRAPHY EXTREMITY UNI LT,"$2,195.50"
27561497,ANGIOGRAPHY EXTREMITY BIL,"$2,587.65"
27561570,CLOSURE DEVICE PRODUCT,"$1,199.00"
27561745,ARTERIAL PRESSURE TUBING,$21.45
27561752,LINE PRESSURE MONITOR,$19.50
27561760,LINE PRESSURE INJ W/ ADAPTER,$33.00
27561778,SYVEK PATCH,$368.50
27561786,THERMOSET INJECTION SYS,$81.60
27561828,TORQUE DEVICE MALLIN,$95.00
27561836,TORQUE DEVICE .035 WIRE,$51.50
27561901,VALVE MERIT HEMOVALVE,$174.20
27561927,PTC THROMBECTOMY,$556.00
27561935,EP STUDY W LEFT ATRIAL PACING,"$6,459.90"
27561943,EP STUDY W LEFT VENTRICAL PACING,"$6,497.35"
27561984,INTRODUCER LONG,$232.00
27561992,SHEATH PINNACLE CORONARY,$87.30
27562008,WIRE SHINOBI,$368.75
27562032,EP EVAL ICD SGL/DUAL INIT IMPL,"$1,395.60"
27562040,INTRO CATH AORTA,"$1,757.15"
27562081,SEL CATH ART 1ST ABD,"$1,596.80"
27562164,SEL 2ND ORD LEFT IMA PLACEMENT,"$1,807.45"
27562172,PACEMAKER POCKET REVISION,"$1,872.05"
27562180,CLOSURE DEVICE INSERT,$553.20
27562198,DRUG-ELUTING STENT,"$9,873.00"
27562289,EP STUDY MAPPING TACHYCARDIA,"$3,348.75"
27562297,EP BASELINE WO INDUCING ARRHYTHMIA,"$10,276.30"
27562420,INSERT BIV LEAD,"$3,491.75"
27562446,STENT BARE METAL,"$4,501.50"
27562461,STENT GUIDANT MINI VISION,"$4,206.75"
27562511,INSERT ICD GEN ONLY SING LEAD,"$4,549.80"
27562529,INSERT ICD GEN ONLY DUAL LEAD,"$4,712.55"
27562537,INSERT SINGLE ICD W/O VENOGRAM,"$4,667.05"
27562545,INSERT DUAL ICD W/O VENOGRAM,"$5,504.25"
27562552,BALLOON MEDTRONIC,"$1,081.50"
27562560,BALLOON SCIMED,"$1,121.00"
27562578,BALLOON SCIMED CUTTING,"$2,783.50"
27562594,GUIDER MEDTRONIC,$454.00
27562610,AORTIC ARCH-THORACIC,"$2,629.55"
27562644,ADAPTOR BIVENTRICULAR SHEATH,$294.80
27562685,INSERT PM GEN ONLY SING LEAD,"$3,479.40"
27562693,INSERT PM GEN ONLY DUAL LEAD,"$3,597.50"
27562701,REMOVE PM GENERATOR ONLY,"$1,690.00"
27562719,REPOSITION RT LEAD ICD/PM,"$1,974.70"
27562727,CATH PRONTO EXTR,"$1,712.00"
27562743,ICD POCKET REVISION,"$1,872.05"
27562750,SEL CATH ART 2ND ABD,"$1,676.65"
27562768,SEL CATH ART 3RD ABD,"$1,760.50"
27562784,REPOS LEFT VENTRIC LEAD ICD/PM,"$2,024.30"
27562792,REMOVE LEAD ICD SING/DUAL,"$2,424.60"
27562800,LEAD RPLMT PM/ICD 2 LEADS,"$2,537.25"
27562818,LEAD REVISION,"$1,937.90"
27562826,SEL CATH 2ND 3RD ABD EA ADDTL,"$1,144.65"
27562909,REMOVE ICD GENERATOR ONLY,"$2,402.70"
27562917,LEAD RPLMT PM/ICD 1 LEAD,"$2,537.25"
27562982,CATH LAB MISC PROCEDURE,$0.00
27563006,INS BI-V LEAD TO EXIST PM/ICD,"$3,491.75"
27563014,REMOVE LEAD PM SINGLE,"$2,143.70"
27563022,REMOVE LEAD PM DUAL,"$2,424.60"
27563048,PACEMAKER UPGRADE,"$4,283.65"
27563063,STAPLER SKIN DS-15,$43.60
