Charge Code Description,"Rev
Code","Proc
 Code","Rate 
Exception",,,,,,,,,
11402FL,EXC BEN LES TRNK/ARM/LEB; (MC FACIL)-GS,HCGS,A,510,11402,,,,,605,N,N
11402P,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-FMC,FMC,A,960,11402,,,,,403,N,Y
11402PL,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-GS,HCGS,A,960,11402,,,,,403,N,Y
11402T,EXC BEN LES TRNK/ARM/LEG;-FMC,FMC,A,960,11402,,,,,"1,007.00",N,N
11402TL,EXC BEN LES TRNK/ARM/LEG;-GS,HCGS,A,960,11402,,,,,"1,008.00",N,N
11402WF,EXCISION BENIGN LESION 1.1-2.0 CM FAC,WND,A,761,11402,,,,,731,N,N
11402WP,EXCISION BENIGN LESION 1.1-2.0 CM PROF,WND,A,960,11402,,,,,487,N,Y
11402WT,EXCISION BENIGN LESION 1.1-2.0 CM TOT,WND,A,960,11402,,,,,"1,218.00",N,N
11403F,EXC BEN LES TRNK/ARM/LEB; (MC FACIL)-FMC,FMC,A,510,11403,,,,,634,N,N
11403FL,EXC BEN LES TRNK/ARM/LEB; (MC FACIL)-GS,HCGS,A,510,11403,,,,,634,N,N
11403P,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-FMC,FMC,A,960,11403,,,,,423,N,Y
11403PL,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-GS,HCGS,A,960,11403,,,,,423,N,Y
11403R,EXC - BENIGN LESION 2.1-3.0CM - RWC,RWC,A,960,11403,,,,,332,N,Y
11403T,EXC BEN LES TRNK/ARM/LEG;-FMC,FMC,A,960,11403,,,,,"1,058.00",N,N
11403TL,EXC BEN LES TRNK/ARM/LEG;-GS,HCGS,A,960,11403,,,,,"1,057.00",N,N
11404F,EXC BEN LES TRNK/ARM/LEB; (MC FACIL)-FMC,FMC,A,510,11404,,,,,"1,415.00",N,N
11404FL,EXC BEN LES TRNK/ARM/LEB; (MC FACIL)-GS,HCGS,A,510,11404,,,,,"1,380.00",N,N
11404P,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-FMC,FMC,A,960,11404,,,,,944,N,Y
11404PL,EXC BEN LES TRNK/ARM/LEB; (MC PRO)-GS,HCGS,A,960,11404,,,,,920,N,Y
11404T,EXC BEN LES TRNK/ARM/LEG;-FMC,FMC,A,960,11404,,,,,"2,359.00",N,N
11404TL,EXC BEN LES TRNK/ARM/LEG;-GS,HCGS,A,960,11404,,,,,"2,300.00",N,N
11406F,EXC BEN LES TRNK/ARM/LEG; (MC FACIL)-FMC,FMC,A,510,11406,,,,,"1,374.00",N,N
11406FL,EXC BEN LES TRNK/ARM/LEG; (MC FACIL)-GS,HCGS,A,510,11406,,,,,"1,380.00",N,N
11406P,EXC BEN LES TRNK/ARM/LEG; (MC PRO)-FMC,FMC,A,960,11406,,,,,917,N,Y
11406PL,EXC BEN LES TRNK/ARM/LEG; (MC PRO)-GS,HCGS,A,960,11406,,,,,920,N,Y
11406T,EXC BEN LES TRNK/ARM/LEG;-FMC,FMC,A,960,11406,,,,,"2,291.00",N,N
11406TL,EXC BEN LES TRNK/ARM/LEG;-GS,HCGS,A,960,11406,,,,,"2,300.00",N,N
11420F,EXC BEN LES SCLP HND FT G (MC FACIL)-FMC,FMC,A,510,11420,,,,,"1,459.00",N,N
11420FL,EXC BEN LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11420,,,,,"1,380.00",N,N
11420P,EXC BEN LES SCLP HND FT G (MC PRO)-FMC,FMC,A,960,11420,,,,,973,N,Y
11420PL,EXC BEN LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11420,,,,,920,N,Y
11420R,EXC BEN LES SSCLP HND FT G-RWC,RWC,A,960,11420,,,,,314,N,Y
11420T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11420,,,,,"2,432.00",N,N
11420TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11420,,,,,"2,300.00",N,N
11421F,EXC BEN LES SCLP HND FT G (MC FACIL)-FMC,FMC,A,510,11421,,,,,642,N,N
11421FL,EXC BEN LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11421,,,,,600,N,N
11421P,EXC BEN LES SCLP HND FT G (MC PRO)-FMC,FMC,A,960,11421,,,,,427,N,Y
11421PL,EXC BEN LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11421,,,,,401,N,Y
11421R,EXC BEN LES SCLP HND FT G - RWC,RWC,A,960,11421,,,,,385,N,Y
11421T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11421,,,,,"1,069.00",N,N
11421TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11421,,,,,"1,001.00",N,N
11422F,EXC BEN LES SCLP HAND FT (MC FACIL)-FMC,FMC,A,510,11422,,,,,"1,380.00",N,N
11422FL,EXC BEN LES SCLP HAND FT (MC FACIL)-GS,HCGS,A,510,11422,,,,,"1,380.00",N,N
11422P,EXC BEN LES SCLP HAND FT (MC PRO)-FMC,FMC,A,960,11422,,,,,920,N,Y
11422PL,EXC BEN LES SCLP HAND FT (MC PRO)-GS,HCGS,A,960,11422,,,,,920,N,Y
11422R,EXC BEN LES SCLP HND FT G-RWC,RWC,A,960,11422,,,,,433,N,Y
11422T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11422,,,,,"2,300.00",N,N
11422TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11422,,,,,"2,300.00",N,N
11423F,EXC BEN LES SCLP HND FT G (MC FACIL)-FMC,FMC,A,510,11423,,,,,"1,380.00",N,N
11423FL,EXC BEN LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11423,,,,,"1,380.00",N,N
11423P,EXC BEN LES SCLP HND FT G (MC PRO)-FMC,FMC,A,960,11423,,,,,920,N,Y
11423PL,EXC BEN LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11423,,,,,920,N,Y
11423R,"EXC BEN LES SCLP,HD,FT,GENITALIA 2.1-3CM",RWC,A,960,11423,,,,,347,N,Y
11423T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11423,,,,,"2,300.00",N,N
11423TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11423,,,,,"2,300.00",N,N
11424F,EXC BEN LES SCLP HAND FT (MC FACIL)-FMC,FMC,A,510,11424,,,,,"1,380.00",N,N
11424FL,EXC BEN LES SCLP HAND FT (MC FACIL)-GS,HCGS,A,510,11424,,,,,"1,380.00",N,N
11424P,EXC BEN LES SCLP HAND FT (MC PRO)-FMC,FMC,A,960,11424,,,,,920,N,Y
11424PL,EXC BEN LES SCLP HAND FT (MC PRO)-GS,HCGS,A,960,11424,,,,,920,N,Y
11424T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11424,,,,,"2,300.00",N,N
11424TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11424,,,,,"2,300.00",N,N
11426F,EXC BEN LES SCLP HND FT G (MC FACIL)-FMC,FMC,A,510,11426,,,,,"2,667.00",N,N
11426FL,EXC BEN LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11426,,,,,"2,340.00",N,N
11426P,EXC BEN LES SCLP HND FT G (MC PRO)-FMC,FMC,A,960,11426,,,,,"1,778.00",N,Y
11426PL,EXC BEN LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11426,,,,,"1,560.00",N,Y
11426T,EXC BEN LES SCLP HND FT G-FMC,FMC,A,960,11426,,,,,"4,445.00",N,N
11426TL,EXC BEN LES SCLP HND FT G-GS,HCGS,A,960,11426,,,,,"3,900.00",N,N
11440F,EXC BEN LES FCE ERS EYLD (MC FACIL)-FMC,FMC,A,510,11440,,,,,592,N,N
11440FL,EXC BEN LES FCE ERS EYLD (MC FACIL)-GS,HCGS,A,510,11440,,,,,592,N,N
11440P,EXC BEN LES FCE ERS EYLD (MC PRO)-FMC,FMC,A,960,11440,,,,,396,N,Y
11440PL,EXC BEN LES FCE ERS EYLD (MC PRO)-GS,HCGS,A,960,11440,,,,,396,N,Y
11440T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11440,,,,,988,N,N
11440TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11440,,,,,988,N,N
11441F,EXC BEN LES FCE ERS EYLD (MC FACIL)-FMC,FMC,A,510,11441,,,,,619,N,N
11441FL,EXC BEN LES FCE ERS EYLD (MC FACIL)-GS,HCGS,A,510,11441,,,,,619,N,N
11441P,EXC BEN LES FCE ERS EYLD (MC PRO)-FMC,FMC,A,960,11441,,,,,413,N,Y
11441PL,EXC BEN LES FCE ERS EYLD (MC PRO)-GS,HCGS,A,960,11441,,,,,413,N,Y
11441T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11441,,,,,"1,032.00",N,N
11441TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11441,,,,,"1,032.00",N,N
11442F,EXC BEN LES FCE ERS EYELD (MC FACIL)-FMC,FMC,A,510,11442,,,,,632,N,N
11442FL,EXC BEN LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11442,,,,,632,N,N
11442P,EXC BEN LES FCE ERS EYELD (MC PRO)-FMC,FMC,A,960,11442,,,,,421,N,Y
11442PL,EXC BEN LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11442,,,,,421,N,Y
11442T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11442,,,,,"1,054.00",N,N
11442TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11442,,,,,"1,054.00",N,N
11443F,EXC BEN LES FCE ERS EYELD (MC FACIL)-FMC,FMC,A,510,11443,,,,,"1,380.00",N,N
11443FL,EXC BEN LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11443,,,,,"1,380.00",N,N
11443P,EXC BEN LES FCE ERS EYELD (MC PRO)-FMC,FMC,A,960,11443,,,,,920,N,Y
11443PL,EXC BEN LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11443,,,,,920,N,Y
11443T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11443,,,,,"2,300.00",N,N
11443TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11443,,,,,"2,300.00",N,N
11444F,EXC BEN LES FCE ERS EYELD (MC FACIL)-FMC,FMC,A,510,11444,,,,,"1,380.00",N,N
11444FL,EXC BEN LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11444,,,,,"1,380.00",N,N
11444P,EXC BEN LES FCE ERS EYELD (MC PRO)-FMC,FMC,A,960,11444,,,,,920,N,Y
11444PL,EXC BEN LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11444,,,,,920,N,Y
11444T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11444,,,,,"2,300.00",N,N
11444TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11444,,,,,"2,300.00",N,N
11446F,EXC BEN LES FCE ERS EYELD (MC FACIL)-FMC,FMC,A,510,11446,,,,,"2,667.00",N,N
11446FL,EXC BEN LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11446,,,,,"2,340.00",N,N
11446P,EXC BEN LES FCE ERS EYELD (MC PRO)-FMC,FMC,A,960,11446,,,,,"1,778.00",N,Y
11446PL,EXC BEN LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11446,,,,,"1,560.00",N,Y
11446T,EXC BEN LES FCE ERS EYELD-FMC,FMC,A,960,11446,,,,,"4,445.00",N,N
11446TL,EXC BEN LES FCE ERS EYELD-GS,HCGS,A,960,11446,,,,,"3,900.00",N,N
11450L,EXC R AXILLA HYDRANDENITIS SUPURATIIV-GS,HCGS,A,960,11450,,,,,451,N,Y
11462FL,EXC HIDRAD ING;S/I REP (MC FACIL)-GS,HCGS,A,510,11462,,,,,"2,340.00",N,N
11462PL,EXC HIDRAD ING;S/I REP (MC PRO)-GS,HCGS,A,960,11462,,,,,"1,560.00",N,Y
11462TL,EXC HIDRAD ING; S/I REP-GS,HCGS,A,960,11462,,,,,"3,900.00",N,N
11600FL,EXC MAL LES TRNK ARM LEG; (MC FACIL)-GS,HCGS,A,510,11600,,,,,610,N,N
11600PL,EXC MAL LES TRNK ARM LEG; (MC PRO)-GS,HCGS,A,960,11600,,,,,406,N,Y
11600TL,EXC MAL LES TRNK ARM LEG;-GS,HCGS,A,960,11600,,,,,"1,016.00",N,N
11601FL,EXC MAL LES TRNK ARM LEG; (MC FACIL)-GS,HCGS,A,510,11601,,,,,638,N,N
11601PL,EXC MAL LES TRNK ARM LEG; (MC PRO)-GS,HCGS,A,960,11601,,,,,424,N,Y
11601TL,EXC MAL LES TRNK ARM LEG;-GS,HCGS,A,960,11601,,,,,"1,062.00",N,N
11602FL,EXC MAL LES TRNK ARM LEG; (MC FACIL)-GS,HCGS,A,510,11602,,,,,422,N,N
11602PL,EXC MAL LES TRNK ARM LEG; (MC PRO)-GS,HCGS,A,960,11602,,,,,281,N,Y
11602TL,EXC MAL LES TRNK ARM LEG;-GS,HCGS,A,960,11602,,,,,703,N,N
11603FL,EXC MAL LES TRNK ARM LEG; (MC FACIL)-GS,HCGS,A,510,11603,,,,,681,N,N
11603PL,EXC MAL LES TRNK ARM LEG; (MC PRO)-GS,HCGS,A,960,11603,,,,,454,N,Y
11603TL,EXC MAL LES TRNK ARM LEG;-GS,HCGS,A,960,11603,,,,,"1,135.00",N,N
11604FL,EXC MAL LES TRNK ARMS/LEG (MC FACIL)-GS,HCGS,A,510,11604,,,,,699,N,N
11604PL,EXC MAL LES TRNK ARMS/LEG (MC PRO)-GS,HCGS,A,960,11604,,,,,467,N,Y
11604TL,EXC MAL LES TRNK ARMS/LEG-GS,HCGS,A,960,11604,,,,,"1,166.00",N,N
11606FL,EXC MAL LES TRNK ARMS/LEG (MC FACIL)-GS,HCGS,A,510,11606,,,,,"1,445.00",N,N
11606PL,EXC MAL LES TRNK ARMS/LEG (MC PRO)-GS,HCGS,A,960,11606,,,,,963,N,Y
11606TL,EXC MAL LES TRNK ARMS/LEG-GS,HCGS,A,960,11606,,,,,"2,408.00",N,N
11620FL,EXC MAL LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11620,,,,,"1,380.00",N,N
11620PL,EXC MAL LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11620,,,,,920,N,Y
11620TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11620,,,,,"2,300.00",N,N
11621FL,EXC MAL LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11621,,,,,639,N,N
11621PL,EXC MAL LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11621,,,,,425,N,Y
11621TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11621,,,,,"1,064.00",N,N
11622FL,EXC MAL LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11622,,,,,659,N,N
11622PL,EXC MAL LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11622,,,,,440,N,Y
11622TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11622,,,,,"1,099.00",N,N
11623FL,EXC MAL LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11623,,,,,"1,380.00",N,N
11623PL,EXC MAL LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11623,,,,,920,N,Y
11623TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11623,,,,,"2,300.00",N,N
11624FL,EXC MAL LES SCLP HND FT G (MC FACIL)-GS,HCGS,A,510,11624,,,,,"1,380.00",N,N
11624PL,EXC MAL LES SCLP HND FT G (MC PRO)-GS,HCGS,A,960,11624,,,,,920,N,Y
11624TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11624,,,,,"2,300.00",N,N
11626FL,EXC MAL LES SCLP HAND FT (MC FACIL)-GS,HCGS,A,510,11626,,,,,"2,340.00",N,N
11626PL,EXC MAL LES SCLP HAND FT (MC PRO)-GS,HCGS,A,960,11626,,,,,"1,560.00",N,Y
11626TL,EXC MAL LES SCLP HND FT G-GS,HCGS,A,960,11626,,,,,"3,900.00",N,N
11640FL,EXC MAL LES FCE ERS EYELI (MC FACIL)-GS,HCGS,A,510,11640,,,,,615,N,N
11640PL,EXC MAL LES FCE ERS EYELI (MC PRO)-GS,HCGS,A,960,11640,,,,,410,N,Y
11640TL,EXC MAL LES FCE ERS EYELI-GS,HCGS,A,960,11640,,,,,"1,025.00",N,N
11641FL,EXC MAL LES FCE ERS EYELI (MC FACIL)-GS,HCGS,A,510,11641,,,,,644,N,N
11641PL,EXC MAL LES FCE ERS EYELI (MC PRO)-GS,HCGS,A,960,11641,,,,,430,N,Y
11641TL,EXC MAL LES FCE ERS EYELI-GS,HCGS,A,960,11641,,,,,"1,074.00",N,N
11642FL,EXC MAL LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11642,,,,,670,N,N
11642PL,EXC MAL LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11642,,,,,447,N,Y
11642TL,EXC MAL LES FCE ERS EYELD-GS,HCGS,A,960,11642,,,,,"1,117.00",N,N
11643FL,EXC MAL LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11643,,,,,"1,380.00",N,N
11643PL,EXC MAL LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11643,,,,,920,N,Y
11643TL,EXC MAL LES FCE ERS EYELD-GS,HCGS,A,960,11643,,,,,"2,300.00",N,N
11644FL,EXC MAL LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11644,,,,,"1,380.00",N,N
11644PL,EXC MAL LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11644,,,,,920,N,Y
11644TL,EXC MAL LES FCE ERS EYELD-GS,HCGS,A,960,11644,,,,,"2,300.00",N,N
11646FL,EXC MAL LES FCE ERS EYELD (MC FACIL)-GS,HCGS,A,510,11646,,,,,"2,340.00",N,N
11646PL,EXC MAL LES FCE ERS EYELD (MC PRO)-GS,HCGS,A,960,11646,,,,,"1,560.00",N,Y
11646TL,EXC MAL LES FCE ERS EYELD-GS,HCGS,A,960,11646,,,,,"3,900.00",N,N
11720WF,DEBRIDE NAIL 1-5 FAC,WND,A,761,11720,,,,,78,N,N
11720WP,DEBRIDE NAIL 1-5 PROF,WND,A,960,11720,,,,,53,N,Y
11720WT,DEBRIDE NAIL 1-5 TOT,WND,A,960,11720,,,,,131,N,N
11721PA,DEBRIDE OF NAILS BY ANY METHOD; 6 OR MOR,SCS,A,960,11721,,,,,44,N,N
11721WF,DEBRIDE NAIL > 6 FAC,WND,A,761,11721,,,,,90,N,N
11721WP,DEBRIDE NAIL > 6 PROF,WND,A,960,11721,,,,,60,N,Y
11721WT,DEBRIDE NAIL > 6 TOT,WND,A,960,11721,,,,,150,N,N
11730F,1 AVUL PLAT PART/CMPL SMP (MC FACIL)-FMC,FMC,A,510,11730,,,,,194,N,N
11730P,1 AVUL PLAT PART/CMPL SMP (MC PRO)-FMC,FMC,A,960,11730,,,,,129,N,Y
11730T,1 AVUL PLAT PART/CMPL SMP-FMC,FMC,A,960,11730,,,,,322,N,N
11732F,EA ADD AVUL PLAT PART/COM (MC FACIL)-FMC,FMC,A,510,11732,,,,,113,N,N
11732P,EA ADD AVUL PLAT PART/COM (MC PRO)-FMC,FMC,A,960,11732,,,,,63,N,Y
11732T,EA ADD AVUL PLAT PART/COM-FMC,FMC,A,960,11732,,,,,176,N,N
11750F,EXC NAIL&MATRIX PART/CMPL (MC FACIL)-FMC,FMC,A,510,11750,,,,,375,N,N
11750FL,EXC NAIL&MATRIX PART/CMPL (MC FACIL)-GS,HCGS,A,510,11750,,,,,375,N,N
11750IF,EXC NAIL+NAIL MATRX PERM REMOVAL-FAC,HCIM,A,510,11750,,,,,550,N,N
11750IP,EXC NAIL+NAIL MATRX PERM REMOVAL PROF,HCIM,A,960,11750,,,,,178,N,Y
11750IT,EXC NAIL+NAIL MATRX PERM REMOVAL,HCIM,A,960,11750,,,,,728,N,N
11750P,EXC NAIL&MATRIX PART/CMPL (MC PRO)-FMC,FMC,A,960,11750,,,,,250,N,Y
11750PL,EXC NAIL&MATRIX PART/CMPL (MC PRO)-GS,HCGS,A,960,11750,,,,,250,N,Y
11750T,EXC NAIL & MATRIX PART/CM-FMC,FMC,A,960,11750,,,,,625,N,N
11750TL,EXC NAIL & MATRIX PART/CM-GS,HCGS,A,960,11750,,,,,625,N,N
11765F,WEDGE EXC NAIL FOLD -(MC FAC) FMC,FMC,A,960,11765,,,,,357,N,N
11765P,WEDGE EXC NAIL FOLD(MC PRO) FMC,FMC,A,960,11765,,,,,238,N,Y
11765T,WEDGE EXC NAIL FOLD - FMC,FMC,A,960,11765,,,,,595,N,N
11770F,EXC PILONID CYST;SMPL (MC FACIL)-FMC,FMC,A,510,11770,,,,,"2,667.00",N,N
11770FL,EXC PILONID CYST;SMPL (MC FACIL)-GS,HCGS,A,510,11770,,,,,"2,340.00",N,N
11770P,EXC PILONID CYST;SMPL (MC PRO)-FMC,FMC,A,960,11770,,,,,"1,778.00",N,Y
11770PL,EXC PILONID CYST;SMPL (MC PRO)-GS,HCGS,A,960,11770,,,,,"1,560.00",N,Y
11770T,EXC PILONID CYST;SMPL-FMC,FMC,A,960,11770,,,,,"4,445.00",N,N
11770TL,EXC PILONID CYST;SMPL-GS,HCGS,A,960,11770,,,,,"3,900.00",N,N
11981R,INSERT DRUG IMPLANT - RWC,RWC,A,960,11981,,,,,446,N,Y
11982R,REMOVE DRUG IMPLANT - RWC,RWC,A,960,11982,,,,,460,N,Y
11983R,REMOVAL WITH REINSERTION DRUG IMPLANT,RWC,A,960,11983,,,,,646,N,Y
12001FL,SIMPL REP SCLP&TRNK;<2.5C (MC FACIL)-GS,HCGS,A,510,12001,,,,,183,N,N
12001PL,SIMPL REP SCLP&TRNK;<2.5C (MC PRO)-GS,HCGS,A,960,12001,,,,,123,N,Y
12001TL,SIMPL REPR SCLP & TRUNK;-GS,HCGS,A,960,12001,,,,,306,N,N
12002FL,SIMPL REP SCLP&TRNK;2.6-7 (MC FACIL)-GS,HCGS,A,510,12002,,,,,197,N,N
12002PL,SIMPL REP SCLP&TRNK;2.6-7 (MC PRO)-GS,HCGS,A,960,12002,,,,,131,N,Y
12002TL,SIMPL REPR SCLP & TRUNK;-GS,HCGS,A,960,12002,,,,,328,N,N
12005FL,SREP S/N/A/G/TR/E;12.6-20 (MC FACIL)-GS,HCGS,A,510,12005,,,,,361,N,N
12005PL,SREP S/N/A/G/TR/E;12.6-20 (MC PRO)-GS,HCGS,A,960,12005,,,,,241,N,Y
12005TL,S REP S/N/A/G/TR/E12.6-20-GS,HCGS,A,960,12005,,,,,602,N,N
12011FL,SIMPL REP FACE&MUCOUS;<2. (MC FACIL)-GS,HCGS,A,510,12011,,,,,194,N,N
12011PL,SIMPL REP FACE&MUCOUS;<2. (MC PRO)-GS,HCGS,A,960,12011,,,,,129,N,Y
12011TL,SIMPL REPR FACE & MUCOUS:-GS,HCGS,A,960,12011,,,,,323,N,N
12013FL,SIMPL REP FACE&MUCOUS;2.6 (MC FACIL)-GS,HCGS,A,510,12013,,,,,197,N,N
12013PL,SIMPL REP FACE&MUCOUS;2.6 (MC PRO)-GS,HCGS,A,960,12013,,,,,131,N,Y
12013TL,SIMPL REPR FACE & MUCOUS:-GS,HCGS,A,960,12013,,,,,328,N,N
12031FL,INTMD WND RPR S/TR/EXT =< (MC FACIL)-GS,HCGS,A,510,12031,,,,,412,N,N
12031PL,INTMD WND RPR S/TR/EXT =< (MC PRO)-GS,HCGS,A,960,12031,,,,,275,N,Y
12031TL,INT WND S/TR/EXT =<2.5CM-GS,HCGS,A,960,12031,,,,,687,N,N
12032FL,INTMD WND REP S/TR/EX 2.6 (MC FACIL)-GS,HCGS,A,510,12032,,,,,412,N,N
12032PL,INTMD WND REP S/TR/EX 2.6 (MC PRO)-GS,HCGS,A,960,12032,,,,,275,N,Y
12032TL,INT WNDREP S/TR/EX2.6-7.5-GS,HCGS,A,960,12032,,,,,687,N,N
12041R,"REPAIR, INTERM N/H/F/XTRNL GENT 2.5CM<",RWC,A,960,12041,,,,,645,N,Y
12042PA,REP INTER WND NECK/HAND/FEET/GEN 2.6-7.5,SCS,A,960,12042,,,,,350,N,N
12052FL,"REP,INT,WOUND NOSE2.6-5CM (MC FACIL)-GS",HCGS,A,510,12052,,,,,460,N,N
12052PL,"REP,INT,WOUND NOSE2.6-5CM (MC PRO)-GS",HCGS,A,960,12052,,,,,307,N,Y
12052TL,"REP,INT, WND NOSE 2.6-5CM-GS",HCGS,A,960,12052,,,,,767,N,N
12054FL,INT WND REP FACE/MM 7.6-1 (MC FACIL)-GS,HCGS,A,510,12054,,,,,478,N,N
12054PL,INT WND REP FACE/MM 7.6-1 (MC PRO)-GS,HCGS,A,960,12054,,,,,318,N,Y
12054TL,INT WND RPR FACE/MM 7.6--GS,HCGS,A,960,12054,,,,,796,N,N
13120WF,"REP, COMPL, SCALP/ARM/LEGS 1.1CM-2.5CM",WND,A,761,13120,,,,,855,N,N
13121L,CREP S/A/L ; 2.6-7.5CM-GS,HCGS,A,960,13121,,,,,483,N,Y
13132PA,REPAIR COMPL F/C/C/M/N/AX/G/H/F 2.6-7.5C,SCS,A,960,13132,,,,,836.5,N,N
13160L,"LCL SURG WND/DEH,EXT-GS",HCGS,A,960,13160,,,,,"1,446.00",N,Y
14040PA,"ADJT TIS FLAP, HNDS, HD, FT 10 SQ CM<",SCS,A,960,14040,,,,,"1,102.00",N,N
15002FL,OPEN WND TRUNK/ARM/LEG 1ST SQ CM,HCGS,A,510,15002,,,,,"1,620.00",N,N
15002PL,OPEN WND TRUNK/ARM/LEG 1ST 100 SQ CM,HCGS,A,960,15002,,,,,"1,080.00",N,Y
15002TL,OPEN WND TRUNK/ARM/LEG 1ST 100 SQ CM,HCGS,A,960,15002,,,,,"2,700.00",N,N
15240L,SKIN FULL GRAF FACE/GE/HF-GS,HCGS,A,960,15240,,,,,"1,435.00",N,Y
15271WF,APPLY SKIN SUB 1ST 25 SQ CM LEGS FAC,WND,A,761,15271,,,,,"1,698.00",N,N
15271WP,APPLY SKIN SUB 1ST 25 SQ CM LEGS PROF,WND,A,960,15271,,,,,"1,132.00",N,Y
15271WT,APPLY SKIN SUB 1ST 25 SQ CM LEGS TOT,WND,A,960,15271,,,,,"2,830.00",N,N
15272WF,APPLY SKIN SUB ADD 25 SQ CM LEGS FAC,WND,A,761,15272,,,,,224,N,N
15272WP,APPLY SKIN SUB ADD 25 SQ CM LEGS PROF,WND,A,960,15272,,,,,149,N,Y
15272WT,APPLY SKIN SUB ADD 25 SQ CM LEGS TOT,WND,A,960,15272,,,,,373,N,N
15275WF,APPLY SKIN SUB 1ST 25 SQ CM FEET FAC,WND,A,761,15275,,,,,"1,712.00",N,N
15275WP,APPLY SKIN SUB 1ST 25 SQ CM FEET PROF,WND,A,960,15275,,,,,"1,141.00",N,Y
15275WT,APPLY SKIN SUB 1ST 25 SQ CM FEET TOT,WND,A,960,15275,,,,,"2,853.00",N,N
15276WF,APPLY SKIN SUB ADD 25 SQ CM FEET FAC,WND,A,761,15276,,,,,234,N,N
15276WP,APPLY SKIN SUB ADD 25 SQ CM FEET PROF,WND,A,960,15276,,,,,156,N,Y
15276WT,APPLY SKIN SUB ADD 25 SQ CM FEET TOT,WND,A,960,15276,,,,,390,N,N
15839R,EXCISE EXCESS SKIN TISSUE OTHER - RWC,RWC,A,960,15839,,,,,"2,372.00",N,Y
16020FL,DSG&DEBRID INIT/SUBSQT;SM (MC FACIL)-GS,HCGS,A,510,16020,,,,,192,N,N
