Hospital Name: Earl & Lorraine Miller Children's Hospital,,
OSHPD Facility ID#: 106196168,,
,,
OSHPD Year: 06/01/17- 05/31/18,,
,,
Charge Code,Description,Price
HC23001548,INJ FACIAL NERVE BLOCK BI,"$1,175.00"
HC23001555,INJ GRTR OCCIP NERVE BLOCK RT,$757.00
HC23001563,INJ GRTR OCCIP NERVE BLOCK LT,$757.00
HC23001571,INJ GRTR OCCIP NERVE BLOCK BI,"$1,525.00"
HC23001589,INJ CERVICAL PLEXUS BLOCK RT,"$1,075.00"
HC23001597,INJ CERVICAL PLEXUS BLOCK LT,"$1,075.00"
HC23001605,INJ CERVICAL PLEXUS BLOCK BIL,"$2,115.00"
HC23001613,INJ ANESTH BRACHIAL PLEXUS RT,"$1,115.00"
HC23001621,INJ ANESTH BRACHIAL PLEXUS LT,"$1,115.00"
HC23001639,INJ ANESTH BRACHIAL PLEXUS BI,"$2,225.00"
HC23001647,INJ INTERCOSTL NERVES MULTI RT,"$2,285.00"
HC23001654,INJ INTERCOSTL NERVES MULTI LT,"$2,285.00"
HC23001662,INJ INTERCOSTL NERVES MULTI BI,"$4,050.00"
HC23001670,INJ ANESTH  ILIOING/ILIOHYP RT,$855.00
HC23001688,INJ ANESTH  ILIOING/ILIOHYP LT,$855.00
HC23001696,INJ ANESTH  ILIOING/ILIOHYP BI,"$1,675.00"
HC23001704,EXAM CSF PUMP (MISC PROC),$955.00
HC23001712,N BLOCK INJ PLANTAR DIGIT (MOTONS) BIL,"$1,425.00"
HC23001720,N BLOCK INJ PLANTAR DIGIT (MOTONS) LT,$775.00
HC23001738,N BLOCK INJ PLANTAR DIGIT (MOTONS) RT,$775.00
HC23001746,ASP/INJ JOINT SM W/UTZ GUIDE-BILAT,"$2,280.00"
HC23001753,ASP/INJ JOINT SM W/UTZ GUIDE-LT,"$1,752.00"
HC23001761,ASP/INJ JOINT SM W/UTZ GUIDE-RT,"$1,752.00"
HC23001779,ASP/INJ JOINT MED W/UTZ GUIDE-BILAT,"$3,825.00"
HC23001787,ASP/INJ JOINT MED W/UTZ GUIDE-LT,"$2,125.00"
HC23001795,ASP/INJ JOINT MED W/UTZ GUIDE-RT,"$2,125.00"
HC23001803,ASP/INJ JOINT LRG W/UTZ GUIDE-BILAT,"$3,958.00"
HC23001811,ASP/INJ JOINT LRG W/UTZ GUIDE-LT,"$2,199.00"
HC23001829,ASP/INJ JOINT LRG W/UTZ GUIDE-RT,"$2,199.00"
HC23001837,INJ DX/THER CERVICAL/THORACIC W/IMAG,"$3,625.00"
HC23001845,INJ SINGLE LUMBAR/SACRAL W/IMAG,"$2,725.00"
HC23001852,INJ W/CATH PLCMT EPI CERV/THOR W/IMAG,"$2,750.00"
HC23001860,INJ W/CATH PLCMT EPI LUMBAR W/IMAG,"$2,626.00"
HC24000010,HBO TX EA 1/2 HR BASIC/M,$659.00
HC24000028,HBO FIRST 15MIN BASIC/C,$330.00
HC24000036,HBO EA SUBSEQUNT 15MIN BASIC/C,$325.00
HC24000093,HBO TX EA 1/2 HR COMPLEX/M,$912.00
HC24000101,HBO TX EA 1/2 HR INTERMEDIAT/M,$768.00
HC24000119,HBO EA SUBSEQNT 15MIN INTERM/C,$336.00
HC24000127,HBO EA SUBSEQUNT 15MIN CMPLX/C,$385.00
HC24000135,HBO FIRST 15MIN COMPLEX/C,$450.00
HC24000143,HBO FIRST 15MIN INTERMEDIATE/C,$350.00
HC25000001,ED LEVEL I-BRIEF,$364.00
HC25000019,ED LEVEL II - LIMITED,$735.00
HC25000027,ED LEVEL III - INTERMEDIATE,"$1,146.00"
HC25000035,ED LEVEL IV - EXTENDED,"$1,906.00"
HC25000043,ED LEVEL V - COMPREHENSIVE,"$2,635.00"
HC25000050,ED LEVEL VI - CRITICAL,"$3,595.00"
HC25000068,CRITICAL CARE EA ADDL 30 MIN,"$1,524.00"
HC25000084,ASPIRATION OF BLADDER TROCAR,$860.00
HC25000092,CPR,"$1,573.00"
HC25000100,CRICOTHYROIDOSTOMY,$906.00
HC25000118,REMOV IMPACTD EAR WAX(INSTRUMENT) BI           (NO MOD50),$180.00
HC25000134,EVACUATE SUBUNGUAL HEMATOMA,$299.00
HC25000142,EXCISE NAIL FOLD INGROWN,$380.00
HC25000159,FB REMOVAL EAR,$187.00
HC25000167,FB REMOVAL NASAL,$316.00
HC25000175,FB REMOVAL SQ SIMPLE,"$1,020.00"
HC25000183,FB REMOVAL SQ COMPLEX,"$1,984.00"
HC25000191,INSERT NEEDLE INTRAOSSEOUS INF,$690.00
HC25000209,INSERT/REPLAC TEMP PACER; SNGL,"$5,705.00"
HC25000217,REPAIR NAIL BED,$664.00
HC25000225,TRACHEOSTOMY,"$1,225.00"
HC25000233,BURNS LOCAL TREATMENT LG 36%,$416.00
HC25000241,BURNS LOCAL TREATMENT MED 18%,$335.00
HC25000258,BURNS LOCAL TREATMENT SM 9%,$257.00
HC25000266,I&D HEMATOMA,$403.00
HC25000274,LAC REPAIR TO 2.5 CM(SMALL),$219.00
HC25000282,LAC REPAIR 20.1-30CM(LARGE),$428.00
HC25000290,LAC REPAIR 12.6-20CM,$371.00
HC25000308,LAC REPAIR 2.6-7 5CM,$281.00
HC25000316,LAC REPAIR 7.6-12 5CM(MEDIUM),$332.00
HC25000324,THORACOTOMY,"$2,425.00"
HC25000332,ANOSCOPY W/PROCEDURE,$295.00
HC25000357,EXPLORE WOUND,$903.00
HC25000365,FB REMOVAL EYE,$683.00
HC25000373,I&D ABSCESS,$480.00
HC25000399,LAC REPAIR 30.0+CM,$525.00
HC25000407,NASAL EPISTAXIS,$456.00
HC25000415,LARYNGOSCOPY FIBEROPTIC DX,$571.00
HC25000423,LARYNGOSCOPY FIBEROP W/FB REM,$691.00
HC25000431,MANIPULATION MAJOR JOINT,$733.00
HC25000449,MANIPULATION MINOR JOINT,$629.00
HC25000456,FRACTURE TX FINGER/TOE,$579.00
HC25000464,FRACTURE TX  LONG BONE,$734.00
HC25000472,FRACTURE TX  RIBS,$410.00
HC25000480,FRACTURE TX  NASAL,$279.00
HC25000506,REMOVAL/BIVALVE CAST ARM OR LEG,$304.00
HC25000514,SPLINT FINGER STATIC,$294.00
HC25000522,SPLINT LONG ARM,$383.00
HC25000530,SPLINT LONG LEG,$412.00
HC25000548,SPLINT SHORT ARM,$317.00
HC25000555,SPLINT SHORT LEG,$328.00
HC25000563,WINDOW CAST,$243.00
HC25000571,BLADDER IRRIGATION SIMPLE,$356.00
HC25000597,EMERGENCY DELIVERY VAGINAL,"$2,555.00"
HC25000605,GASTRIC INTUB ASP THER' LAVAGE,$411.00
HC25000639,PARACENTESIS ABD W/O IMAGING,$930.00
HC25000654,LUMBAR PUNCTURE DIAGNOSTIC,$815.00
HC25000746,ASPIRATION OF ABCESS/CYST,$656.00
HC25000761,"AVULSION OF NAIL, SIMPLE:1",$338.00
HC25000779,"AVULSION OF NAIL, EA ADDL'",$204.00
HC25000837,ASP/INJ SMALL JOINT-BILAT,$595.00
HC25000845,ASP/INJ SMALL JOINT-LT,$362.00
HC25000852,ASP/INJ SMALL JOINT-RT,$362.00
HC25000860,ASP/INJ MED JOINT-BILAT,$747.00
HC25000878,ASP/INJ MED JOINT-LT,$415.00
HC25000886,ASP/INJ MED JOINT-RT,$415.00
HC25000894,ASP/INJ LARGE JOINT-BILAT,"$1,060.00"
HC25000902,ASP/INJ LARGE JOINT-LT,$556.00
HC25000910,ASP/INJ LARGE JOINT-RT,$556.00
HC25000928,ANOSCOPY DIAGNOSTIC,$470.00
HC25000936,CHANGE GT TUBE W/O IMAGE/ENDO,$832.00
HC25000944,I&D PERIANAL ABSCESS,"$1,555.00"
HC25000951,INCISION EXTERNAL HEMORRHOID,$791.00
HC25000969,INHALATION TREATMENT INITIAL,$247.00
HC25000977,INHALATION TX SUBSQ SAME DAY,$240.00
HC25000985,INTUBATION,$792.00
HC25001017,CARDIOVERSION EXTERNAL,"$1,246.00"
HC25001025,PERICARDIOCENTESIS INIT,$958.00
HC25001041,THROMBOLYSIS CORONARY IV INFUSION,"$1,364.00"
HC25001058,ASP BLADDER W/INSERT SUPRAPUB,"$1,955.00"
HC25001066,BLOOD PATCH (INJ EPIDURAL),"$1,290.00"
HC25001074,INSERT CT(OPEN) W/DRAIN SYSTEM BIL,"$1,893.00"
HC25001082,INSERT CT(OPEN) W/DRAIN SYSTEM LT,$926.00
HC25001090,INSERT CT(OPEN) W/DRAIN SYSTEM RT,$927.00
HC25001108,INSERT PICC <5 YR AGE,"$1,262.00"
HC25001116,INSERT PICC >5 YR AGE,"$2,453.00"
HC25001124,INSRT BLADDER CATH-NON INDWELL,$262.00
HC25001132,INSRT BLADDER CATH-TEMP FOLEY,$305.00
HC25001140,INSRT BLADDER CATH-TEMP-COMPLX,$381.00
HC25001157,PLCMNT CENTRAL VEN CATH<5 YR,"$2,392.00"
HC25001165,PLCMNT CENTRAL VEN CATH>5 YR,"$2,661.00"
HC25001173,THORACENTESIS ASP W/O IMG GUID-BIL,"$1,557.00"
HC25001181,THORACENTESIS ASP W/O IMG GUID-LT,$865.00
HC25001199,THORACENTESIS ASP W/O IMG GUID-RT,$865.00
HC25001207,THORACENTESIS W/TUBE W/O IMAG BI,"$1,436.00"
HC25001215,THORACENTESIS W/TUBE W/O IMAG LT,$798.00
HC25001223,THORACENTESIS W/TUBE W/O IMAG RT,$798.00
HC25001264,MOD CS BY MD  ADD'L 15 MIN,$148.00
HC25001298,CS DIFF MD ADD'L 15 MIN,$148.00
HC25001322,BURNS 1ST DEGREE INITIAL TX,$408.00
HC25001330,M: ED MISC PROCEDURE,$700.00
HC25001348,DEBRIDE OPN WND 1ST 20SQCM OR<,$508.00
HC25001355,DEBRID OPN WOUND EA ADD 20CM/<,$372.00
HC25001389,INJ(S);TRIGGER POINT 1-2MUSCLES,$469.00
HC25001397,I&D POSTOP WOUND,$376.00
HC25001405,ADMIN VACCINE HEPATITIS B,$78.00
HC25001413,TRAUMA ACTVTN I CMPREN,"$17,123.00"
HC25001421,TRAUMA ACTVTN II INTRM,"$9,874.00"
HC25001439,TRAUMA ACTVTN III LMTD,"$6,609.00"
HC25001447,ED - B LEVEL I,$279.00
HC25001454,ED - B LEVEL II,$350.00
HC25001462,ED - B LEVEL III,$650.00
HC25001470,ED - B LEVEL IV,"$1,092.00"
HC25001488,ED - B LEVEL V,"$1,820.00"
HC25001496,REMOV IMPACTD EAR WAX(INSTRUMENT) LT,$112.00
HC25001504,REMOV IMPACTD EAR WAX(INSTRUMENT) RT,$112.00
HC25001512,PARACENTESIS ABD W/ IMAGING,"$1,074.00"
HC25001520,REMOV IMPACTD EAR WAX IRRIG/LAVG BI,$209.00
HC25001538,REMOV IMPACTD EAR WAX IRRIG/LAVG LT,$125.00
HC25001546,REMOV IMPACTD EAR WAX IRRIG/LAVG RT,$125.00
HC25001553,MOD CS SAME PHYS/QHP<5YR INIT'L 15MIN,$178.00
HC25001561,MOD CS SAME PHYS/QHP 5/>YR INIT'L 15MIN,$179.00
HC25001579,MOD CS DIFF PHYS/QHP <5 YR INIT'L 15MIN,$180.00
HC25001587,MOD CS DIFF PHYS/QHP 5/>YR INIT'L 15MIN,$192.00
HC25002643,TRAUMA ACT' I W/O P-H ALERT//CC,"$16,953.00"
HC25002650,TRAUMA ACT' II W/O P-H ALERT//CC,"$9,205.00"
HC25002668,TRAUMA ACT' III W/O P-H ALERT//CC,"$6,349.00"
HC25002676,TRAUMA ACT' I W/O CC SERVICE,"$15,000.00"
HC25002684,TRAUMA ACT' II W/O CC SERVICE,"$8,000.00"
HC25002692,TRAUMA ACT' III W/O CC SERVICE,"$6,000.00"
HC25002700,TRAUMA ACT' I W/O P-H ALERT,"$14,000.00"
HC25002718,TRAUMA ACT' II W/O P-H ALERT,"$7,000.00"
HC25002726,TRAUMA ACT' III W/O P-H ALERT,"$5,000.00"
HC26000000,AMNIOCENTESIS,"$2,185.00"
HC26000018,AMNIOCENTESIS FLUID REDUCTION,"$2,541.00"
HC26000026,BREECH VERSION EXTERNAL MANIP,"$2,830.00"
HC26000034,DELIVERY OF PLACENTA,"$2,583.00"
HC26000042,DELIVERY VAGINAL,"$5,510.00"
HC26000059,DELIVERY VAGINAL TWINS,"$9,704.00"
HC26000075,FETAL CONTRACT/NIPPLE STIM,$823.00
HC26000083,FETAL CONTRACTION STRESS TEST,$823.00
HC26000091,FETAL NON-STRESS TEST,$642.00
HC26000109,INSERTION CERVICAL DILATOR,$843.00
HC26000117,POSTPARTUM CARE,"$1,381.00"
HC26000125,TRANSABDOMINAL AMNIOINFUSION,"$1,688.00"
HC26000158,L&D EVAL LEVEL I - BRIEF,$330.00
HC26000166,L&D EVAL LEVEL II - LIMITED,$657.00
HC26000174,L&D EVAL LEVEL III - INTERMED,$878.00
HC26000182,L&D EVAL LEVEL IV - EXTENDED,$977.00
HC26000190,L&D EVAL LEVEL V - COMPREHENSV,"$1,405.00"
HC27000009,ANORECTAL MANOMETRY,"$2,322.00"
HC27000017,"ANORECTAL WALL BX,ANAL APPROAC","$4,082.00"
HC27000025,ANOSCOPY DX (INCL COLLECTION),$862.00
HC27000033,ANOSCOPY W/ABLATION,"$4,125.00"
HC27000041,ANOSCOPY W/BIOPSY,"$3,075.00"
HC27000058,ANOSCOPY W/BLEED CONTROL,"$2,125.00"
HC27000066,ANOSCOPY W/DILATION,"$2,995.00"
HC27000074,ANOSCOPY W/FB REMOVAL,"$2,550.00"
HC27000082,ANOSCOPY W/HOT BIOPSY,"$3,355.00"
HC27000090,ANOSCOPY W/SNARE SINGLE REMVL,"$2,675.00"
HC27000108,ANOSCOPY W/SNARE MULTI REMVL,"$3,650.00"
HC27000116,ANTRODUODENAL MOTILITY,"$1,953.00"
HC27000124,BIOFEEDBACK TRNG ANAL SPHINCT,$536.00
HC27000140,BREATH HYDROGEN TEST,$867.00
HC27000157,CHANGE GT TUBE W/O IMAGE/ENDO,"$1,233.00"
HC27000165,COLONIC MOTILITY,"$1,953.00"
HC27000173,COLONOSCOPY DX (INCL COLLECTION),"$3,481.00"
HC27000181,COLONOSCOPY DIAGNOSTIC DC'D,"$1,177.00"
HC27000207,COLONOSCOPY STOMA W/BIOPSY,"$3,341.00"
HC27000215,COLONOSCOPY STOMA W/BLEED CONT,"$3,290.00"
HC27000223,COLONOSCOPY STOMA W/FRN BDY(S)REMOV,"$3,260.00"
HC27000231,COLONOSCOPY STOMA W/HOT BIOPSY,"$3,415.00"
HC27000249,COLONOSCOPY STOMA W/SNARE TECH,"$3,514.00"
HC27000256,COLONOSCOPY THRU STOMA INCL COLLECTN,"$3,317.00"
HC27000272,COLONOSCOPY W/BIOPSY,"$3,660.00"
HC27000280,COLONOSCOPY W/BLEED CONTROL,"$3,719.00"
HC27000298,COLONOSCOPY W/DILATION/BALLOON,"$4,025.00"
HC27000306,COLONOSCOPY W/FB(S) REMOVAL,"$3,607.00"
HC27000314,COLONOSCOPY W/HOT BIOPSY,"$3,339.00"
HC27000322,COLONOSCOPY W/INJ SUBMUCOSAL,"$3,442.00"
HC27000330,COLONOSCOPY W/SNARE TECH,"$3,532.00"
HC27000355,EGD COMPLETE DX W/ BRUSH/SPEC ~FO,"$3,513.00"
HC27000363,EGD DIAGNOSTIC DISCONTINUED PROC,"$1,054.00"
HC27000397,EGD W/BALLOON DILATION <30MM  ~FO,"$4,308.00"
HC27000405,EGD W/BANDING  ESOPH/GASTRIC ~FO,"$4,363.00"
HC27000413,EGD W/BIOPSY(S) ~FO,"$3,376.00"
HC27000421,EGD W/CONTOL BLEED ~FO,"$4,425.00"
HC27000439,EGD W/DIL OVER GUIDEWIRE ~FO,"$4,146.00"
HC27000447,EGD W/DILATION GASTRIC OUTLET ~FO,"$4,190.00"
HC27000454,EGD W/FOREIGN BODY(S) REMOVAL ~FO,"$4,196.00"
HC27000462,EGD W/TUMR/LES REMOV HOT BX~FO,"$3,555.00"
HC27000470,EGD W/INJ SUBMUCOSAL ~FO,"$3,961.00"
HC27000488,EGD W/PEG PLACEMENT ~FO,"$4,460.00"
HC27000496,EGD W/SCLEROTHERAPY ~FO,"$4,069.00"
HC27000512,EGD W/TRANSENDO TUBE/CATH PLC ~FO,"$3,510.00"
HC27000520,EGD W/TRANS DRAIN/STENT CYST(EUS) ~FO,"$4,748.00"
HC27000538,EGD W/TUMR/LES REMOV W/SNARE~FO,"$3,593.00"
HC27000546,ENDO SM INTST POUCH(KOCK)DX INCL COLLECT,"$2,875.00"
HC27000553,ENDO SM INTEST POUCH (KOCK) W/BX(S),"$3,621.00"
HC27000561,ENTEROSCPY (NOT ILEUM)INCL COLLECTN,"$3,761.00"
HC27000579,ENTEROSCOPY TO ILEUM,"$3,875.00"
HC27000587,ENTEROSCOPY TO ILEUM W/BIOPSY,"$3,750.00"
HC27000595,ENTEROSCOPY W/ PERC JEJUN TUBE,"$4,025.00"
HC27000603,ENTEROSCOPY W/ABLATION,"$4,492.00"
HC27000611,ENTEROSCOPY W/BIOPSY,"$4,096.00"
HC27000629,ENTEROSCOPY W/BLEED CONTROL,"$4,180.00"
HC27000637,ENTEROSCOPY W/CONVRT PEG>JEJUN,"$3,950.00"
HC27000645,ENTEROSCOPY W/FRN BDY(S) REMOVAL,"$3,555.00"
HC27000652,ENTEROSCOPY W/HOT BIOPSY,"$3,375.00"
HC27000660,ENTEROSCOPY W/REMOV BY SNARE,"$3,555.00"
HC27000678,ENTEROSCOPY(ILEUM) W/BLEED CON,"$3,750.00"
HC27000686,ERCP DIAGNOSTIC (W/SPEC),"$5,513.00"
HC27000694,ERCP DIAGNOSTIC DC'D PROC,"$2,935.00"
HC27000728,ERCP W/BIOPSY,"$5,573.00"
HC27000744,ERCP W/LITHOTRIPSY,"$5,802.00"
HC27000751,ERCP W/PRES MEAS SPHINC(ODDI),"$5,650.00"
HC27000777,ERCP W/SPHINCTER/PAPILLOTOMY,"$5,703.00"
HC27000793,ERCP W/STONE(S) REMOVAL,"$5,733.00"
HC27000801,ESOPH DILATION OVER GUIDE WIRE,"$2,950.00"
HC27000819,ESOPH DILATION UNGUIDED,"$2,525.00"
HC27000835,ESOPH MOTILITY/MANO' DISCONT'D,$782.00
HC27000843,ESOPH RFLUX PH STDY-LNG DISCTD,$788.00
HC27000850,ESOPH RFLUX W/PH ELECTR DISCTD,$760.00
HC27000868,ESOPHAG REFLUX W/NASAL ELEC>1H,"$2,875.00"
HC27000884,ESOPH MOTILTY/MANO STDY/I&R;2D,"$2,031.00"
HC27000892,ESOPH GASTROESOPH REFLUX PH STDY-LONG,"$2,296.00"
HC27000900,ESOPHAGEAL REFLUX W/NASAL ELEC,"$1,681.00"
HC27000918,ESOPHAGEAL REFLUX W/PH ELECTR,"$3,622.00"
HC27000926,ESOPHSCPY DX- BRUSH/WASH ~FO,"$3,163.00"
HC27000959,GASTRIC INTUB ASP THER' LAVAGE,$585.00
HC27000983,GI TRACT CAPSULE ENDO ESOPHOGS,"$5,278.00"
HC27000991,GI TRACT CAPSULE ENDOSCOPY,"$6,171.00"
HC27001007,HEMORRHOIDECTOMY/BANDING,"$2,260.00"
HC27001023,ILEOSCOPY THRU STOMA INCL COLLECTN,"$3,548.00"
HC27001031,ILEOSCOPY THRU STOMA W/BIOPSY(S),"$3,827.00"
HC27001056,INJ SCLEROTHERAPY HEMORRHOIDS,"$2,000.00"
HC27001064,REPOSIT GASTRO FEED TUBE(PEG),"$2,318.00"
HC27001072,SIGMOIDOSCOPY DX DISCONT PROC,$801.00
HC27001080,SIGMOIDOSCOPY FLEX BLEED CONT,"$3,978.00"
HC27001098,SIGMOIDOSCOPY FL W/DECOMP&PLAC TUBE,"$3,139.00"
HC27001106,SIGMOIDOSCOPY FLEX DIAGNOSTIC,"$3,025.00"
HC27001114,SIGMOIDOSCOPY FLEX INJ SUBMCSL,"$3,215.00"
HC27001130,SIGMOIDOSCOPY FLEX W/BIOPSY,"$3,248.00"
HC27001148,SIGMOIDSCPY FLEX W/DILAT 1+/>STRICT,"$3,635.00"
HC27001155,SIGMOIDOSCOPY FLEX W/FB(S) REMOV,"$3,436.00"
HC27001163,SIGMOIDOSCOPY FLEX W/HOT BX,"$3,250.00"
HC27001171,SIGMOIDOSCOPY FLEX W/SNARE,"$3,411.00"
HC27001189,"M: UNLISTED PROCEDURE, ESOPH","$1,500.00"
HC27001205,M:GI LAB MISC PROCEDURE,"$1,363.00"
HC27001221,SIGMOIDOSCOPY FLEX SCRN (Q48MO),"$2,146.00"
HC27001239,COLONOS' SCREEN HI RISK (Q48MO),"$2,774.00"
HC27001247,ESOPH MOTILTY STDY/STIM/PERF2D,"$1,558.00"
HC27001254,GASTRIC INTUB ASP DX;SNGL SPEC,$677.00
HC27001262,GASTRIC INTUB ASP DX;MULT SPEC,$825.00
HC27001288,ENDO PANCREATOSCOPY DUCT(S) +,"$3,677.00"
HC27001296,ANORECTAL MANOMETRY DISCON'D,$631.00
HC27001320,ERCP W/STENT REMV&XCH BILI/PANC DUCT,"$7,362.00"
HC27001338,ERCP W/STENT PLACE BILI/PANC DUCT EA,"$6,752.00"
HC27001346,ERCP W/ABLAT TUMR/POLYP/LESN GUIDEWIRE,"$5,750.00"
HC27001353,ERCP W/BALLN DIL BILI/PANC DUCT/AMP EA,"$5,536.00"
HC27001361,ERCP W/STENT/FB REMOV BILI/PANC DUCT,"$5,658.00"
HC27001379,EGD W/RESECT SUBMUCOSAL ~FO,"$3,475.00"
HC27001387,ESOPHSCPY W/DILAT ESOPH RETROGR ~FO,"$4,490.00"
HC27001395,ESOPHSCPY W/RESECT MUCOSAL ~FO,"$3,620.00"
HC27001403,EGD W/ABLAT TUMR/POLYP/LESN(DIL&GIDEWR)~FO,"$4,464.00"
HC27001411,EGD HEAT ESO SPHINC/GASTRIC CARDIA~FO,"$5,690.00"
HC27001429,EGD W/DIL BALLN =30MM (FLUORO) ~FO,"$3,728.00"
HC27001437,EGD W/STENT (DIL&GUIDEWIRE),"$5,477.00"
HC27001445,EGD W/EUS ESOPH/STOMCH/DUOD ~FO,"$4,251.00"
HC27001452,ESOPHSCPY W/ABLAT TUMR/LESN(S(DILATE)~FO,"$6,075.00"
HC27001460,ESOPHSCPY W/BALLN DIL=30MM (W-FLUOR) ~FO,"$4,055.00"
HC27001478,ESOPHSCPY W/STENT (DIL PRE-POST) ~FO,"$5,550.00"
HC27001486,ESOPHSCPY W/CONTROL BLEED  ~FO,"$4,016.00"
HC27001494,ESOPHSCPY W/TUMR/LES REMOV W/SNARE  ~FO,"$3,907.00"
HC27001502,ESOPHSCPY W/BAND VARICES ~FO,"$4,107.00"
HC27001510,ESOPHSCPY W/FRN BDY(S)REMOVAL ~FO,"$3,600.00"
HC27001528,ESOPHSCPY W/INJ SCLERO VARICES ~FO,"$3,425.00"
HC27001536,ESOPHSCPY W/LES(S) REMOV HOT BX ~FO,"$5,480.00"
HC27001544,ESOPHSCPY W/OPTICAL ENDOMICRO ~FO,"$4,525.00"
HC27001551,ESOPHSCPY W/DIL OVER GUIDEWIRE ~FO,"$3,894.00"
HC27001569,ESOPHSCPY W/BALLOON DILATION <30MM ~FO,"$3,725.00"
HC27001577,ESOPHSCPY W/BIOPSY(S) ~FO,"$3,243.00"
HC27001585,ESOPHSCPY W/INJ SUBMUCOSAL ~FO,"$4,264.00"
HC27001593,ILEOSCOPY THRU STOMA DILATN BALLOON,"$3,725.00"
HC27001601,ILEOSCOPY STOMA W/STENT(W/DILATE),"$4,250.00"
HC27001619,COLONOSCOPY STOMA W/ABLAT LESN GUIDEWIRE,"$3,400.00"
HC27001627,COLONOSCOPY STOMA W/PLCMNT STENT,"$3,650.00"
HC27001635,COLONOSCOPY STOMA W/RESECT MUCOSL,"$3,650.00"
HC27001643,COLONOSCOPY STOMA W/INJ SUBMUCOSL,"$3,150.00"
HC27001650,COLONOSCOPY STOMA W/DILATN BALLOON,"$3,275.00"
HC27001668,COLONOSCOPY STOMA W/EXAM US COLON,"$3,220.00"
HC27001676,COLONOSCOPY STOMA W/EUS FNA/BX COLON,"$3,285.00"
HC27001684,COLONOSCOPY STOMA W/DECOMP&PLACE TUBE,"$3,285.00"
HC27001692,SIGMOIDSCPY FL W/ABLAT LESN(S)GUIDEWIRE,"$3,837.00"
HC27001700,SIGMOIDOSCOPY FLEX  W/PLACE STENT,"$3,949.00"
HC27001718,SIGMOIDOSCOPY FLEX  W/RESECT MUCOSL,"$3,942.00"
HC27001726,SIGMOIDOSCOPY FLEX  W/LIGATION BAND,"$3,670.00"
HC27001734,COLONOSCOPY FLEX ABLAT TUMR/POLYP/LESN GUIDEWIRE,"$3,907.00"
HC27001742,COLONOSCOPY FLEX W/PLACE STENT,"$4,161.00"
HC27001759,COLONOSCOPY FLEX W/RESECTN MUCOSL,"$3,581.00"
HC27001767,COLONOSCOPY FLEX W/DECOMP&PLACE TUBE,"$3,713.00"
HC27001775,COLONOSCOPY FLEX  W/LIGATION BAND,"$3,414.00"
HC27001783,"M: UNLISTED PROCEDURE, COLON","$3,050.00"
HC27001791,ESOPHSCPY DX- BRSH/WSH~FO DISCONT'D,"$1,165.00"
HC27001809,ESOPHSCPY W/EUS FNA/BX ~FO,"$3,939.00"
HC27001817,EGD W/EUS FNA/BX ESOPH/STOMCH/DUOD~FO,"$4,379.00"
HC27001825,EGD W/EUS FNA/BX ESOPH->DUOD/SURG ALT STOMCH JEJUN~FO,"$4,341.00"
HC27001833,EGD W/EUS ESOPH->DUOD/SURG ALT STOMCH JEJUN ~FO,"$4,977.00"
HC27001841,SIGMOIDOSCOPY FLEX W/EUS&FNA/BX,"$3,850.00"
HC27001858,COLONOSCOPY FLEX W/EUS FNA/BX,"$3,504.00"
HC27001866,COLONOSCOPY FLEX W/EUS,"$3,595.00"
HC27001874,SIGMOIDOSCOPY FLEX W/EUS,"$3,725.00"
HC27001882,CHEMODENERVATION ANAL MUSCLE,"$2,650.00"
HC27001890,EGD PARTIAL/COMPL EG FUNDOPLASTY,"$14,555.00"
HC27002377,COLONOS' SCREEN NOT HI RISK (Q120MO),"$2,776.00"
HC28000008,CR REHAB PHASE III MONTHLYNTH,$65.00
HC28000016,CR REHAB CARDIAC IP SESSION PHASE I,$400.00
HC28000024,CR REHAB CARDIAC W/ ECG SESSION (II),$400.00
HC28000032,CR REHAB CARDIAC W/O ECG SESSION (II),$337.00
HC28000156,EXTERNAL COUNTERPULSATION/TX,$820.00
HC28000222,CR REHAB PAD PERIPHERAL PER SESSION,$175.00
HC29000106,HEPATITIS A (ADULT) VACC INJ,$372.00
HC29000114,HEPATITIS A(PED/ADOLS) VAC INJ,$170.00
HC29000122,HEP A-HEP B VACC INJ,$450.00
HC29000130,INFLUENZA VACC TRIVAL PF INJ,$100.00
HC29000148,RABIES-HDCV VACC INJ,"$1,009.00"
HC29000155,RABIES-PCEC VACC INJ,$940.00
HC29000163,TYPHOID (VICPS) VACC INJ,$285.00
HC29000171,MEASLES MUMPS RUBELLA VACC INJ,$288.00
HC29000189,POLIO INACTIVATED(IPV) VAC INJ,$144.00
HC29000197,TET/DIPHT/PERT(TDAP)>7 VAC INJ,$210.00
HC29000205,"YELLOW FEVER, LIVE, VACC SQ",$346.00
HC29000221,PNEUMOCOCCAL VACC INJ,$201.00
HC29000239,MENINGOCOCCAL CONJ VACC INJ,$585.00
HC29000247,MENINGOCOCCAL POLYSAC VAC INJ,$597.00
HC29000262,JAPANESE ENCEPHAL' IXIARO INJ,"$1,100.00"
HC29000270,HEPATITIS B PED/ADOL VACC INJ,$139.00
HC29000288,HEPATITIS B ADULT PF VACC INJ,$341.00
HC29000296,TB TEST (PPD) PROCEDURE,$106.00
HC29000304,AUDIOMETRY,$170.00
HC29000312,TREADMILL STRESS TEST,"$1,158.00"
HC29000320,STEP TEST,$163.00
HC29000338,TONOMETRY,$135.00
