Procedure Description,CPT(R)/HCPCS Code, Unit Price 
HC DESTRUCTION PREMALIGNANT LESION 2-14 EA,17003, 62.00 
HC DESTRUCTION PREMALIGNANT LESION 15/>,17004, 456.00 
HC DESTRUCTION CUTANEOUS VASC PROLIFERATIVE <10CM,17106, 456.00 
HC DSTRJ CUTANEOUS VASCULAR LESIONS 10.0-50.0 SQ CM,17107, 488.00 
HC DSTRJ CUTANEOUS VASCULAR LESIONS >50.0 SQ CM,17108," 1,568.00 "
HC DESTRUCTION BENIGN LESIONS UP TO 14,17110, 169.00 
HC DESTRUCTION BENIGN LESIONS 15/>,17111, 271.00 
HC CHEMICAL CAUTERIZATION OF GRANULATION TISSUE,17250, 319.00 
HC DESTRUCTION MALIGNANT LESION T/A/L 0.5 CM/<,17260, 271.00 
HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,17261, 287.00 
HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,17262, 302.00 
HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 2.1-3.0CM,17263, 319.00 
HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 3.1-4.0CM,17264, 336.00 
HC DESTRUCTION MAL LESION TRUNK/ARM/LEG > 4.0 CM,17266, 416.00 
HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.5 CM/>,17270, 271.00 
HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.6-1.0CM,17271, 287.00 
HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 1.1-2.0CM,17272, 302.00 
HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 2.1-3.0CM,17273, 376.00 
HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 3.1-4.0CM,17274, 432.00 
HC DSTRJ MAL LESION S/N/H/F/G LESION DIAM > 4.0 CM,17276, 448.00 
HC DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,17280, 255.00 
HC DESTRUCTION MAL LESION F/E/E/N/L/M 0.6-1.0CM,17281, 415.00 
HC DESTRUCTION MAL LESION F/E/E/N/L/M 1.1-2.0CM,17282, 447.00 
HC DESTRUCTION MAL LESION F/E/E/N/L/M 2.1-3.0CM,17283, 481.00 
HC DESTRUCTION MAL LESION F/E/E/N/L/M 3.1-4.0CM,17284, 509.00 
HC DESTRUCTION MAL LESION F/E/E/N/L/M >4.0 CM,17286, 539.00 
HC MOHS MICROGRAPHIC H/N/H/F/G 1ST STAGE 5 BLOCKS,17311, 815.00 
HC MOHS MICROGRAPHIC H/N/H/F/G EACH ADDL STAGE,17312, 781.00 
HC MOHS TRUNK/ARM/LEG 1ST STAGE 5 BLOCKS,17313, 815.00 
HC MOHS TRUNK/ARM/LEG EA STAGE AFTER 1ST STAGE,17314, 781.00 
HC MOHS TRUNK/ARM/LEG EA ADDL BLOCK ANY STAGE,17315, 781.00 
HC CRYOTHERAPY CO2 SLUSH LIQUID N2 ACNE,17340, 109.00 
HC CHEMICAL EXFOLIATION ACNE,17360, 245.00 
HC UNLISTED PX SKIN MUC MEMBRANE & SUBQ TISSUE,17999, 686.00 
HC PUNCTURE ASPIRATION CYST BREAST,19000," 1,057.00 "
HC PUNCTURE ASPIRATION BREAST EACH ADDITIONAL CYST,19001, 480.00 
HC MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP,19020," 4,508.00 "
HC MASTOTOMY W/EXPLORATION/DRAINAGE ABSCESS DEEP (PRO FEE),19020," 4,251.00 "
HC BX BREAST W/DEVICE 1ST LESION STEREOTACTIC GUID,19081," 3,186.00 "
HC BX BREAST W/DEVICE ADDL LESION STEREOTACT GUID,19082," 2,931.00 "
HC BX BREAST W/DEVICE 1ST LESION ULTRASOUND GUID,19083," 3,859.00 "
HC BX BREAST W/DEVICE ADDL LESION ULTRASOUND GUID,19084," 1,398.00 "
HC BX BREAST W/DEVICE 1ST LESION MAGNETIC RES GUID,19085," 3,859.00 "
HC BX BREAST W/DEVICE ADDL LESION MAGNET RES GUID,19086," 1,398.00 "
HC BX BREAST NEEDLE CORE W/O IMAGING GUIDANCE SPX,19100," 1,348.00 "
HC NIPPLE EXPLORATION,19110," 4,186.00 "
HC EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LESION,19120," 5,761.00 "
HC PERQ DEVICE PLACEMENT BREAST LOC 1ST LES W/GDNCE,19281," 1,306.00 "
HC PERQ DEVICE PLACEMT BREAST LOC EA LESION W/GDNCE,19282," 1,306.00 "
HC PERQ BREAST LOC DEVICE PLACEMT 1ST LESIO US IMAG,19285," 1,233.00 "
HC PERQ BREAST LOC DEVICE PLACEMT EACH LES US IMAGE,19286," 1,233.00 "
HC PERQ BREAST LOC DEVICE PLACEMT 1ST LESIO MR GUID,19287," 1,306.00 "
HC PERQ BREAST LOC DEVICE PLACEMT ADD LESIO MR GUID,19288," 1,306.00 "
HC PLMT EXPANDABLE CATH BRST FOLLOWING PRTL MAST,19296," 16,508.00 "
HC UNLISTED PROCEDURE BREAST,19499," 2,840.00 "
HC I&D SOFT TISSUE ABSCESS SUBFASC,20005," 2,897.00 "
HC I&D SOFT TISSUE ABSCESS SUBFASC (PRO FEE),20005," 2,897.00 "
HC BIOPSY MUSCLE DEEP,20205," 2,760.00 "
HC BIOPSY MUSCLE PERCUTANEOUS NEEDLE,20206," 3,068.00 "
HC BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,20220," 2,121.00 "
HC BIOPSY BONE TROCAR/NEEDLE DEEP,20225," 3,068.00 "
HC INJECTION SINUS TRACT DIAGNOSTIC,20501, 489.00 
HC REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE,20520, 756.00 
HC REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE,20520," 1,825.00 "
HC REMOVAL FOREIGN BODY MUSCLE/TENDON SHEATH SIMPLE (PRO FEE),20520," 1,348.00 "
HC RMVL FOREIGN BODY MUSCLE/TENDON SHEATH DEEP/COMP,20525," 5,034.00 "
HC RMVL FOREIGN BODY MUSCLE/TENDON SHEATH DEEP/COMP (PRO FEE),20525," 5,034.00 "
HC INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS,20550, 757.00 
HC INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS (PRO FEE),20550, 717.00 
HC INJECTION SINGLE TENDON ORIGIN/INSERTION,20551, 666.00 
HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,20552, 410.00 
HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,20552, 715.00 
HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES (PRO FEE),20552, 717.00 
HC INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES,20553, 867.00 
HC INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES (PRO FEE),20553, 245.00 
HC ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US,20600, 386.00 
HC ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US (PRO FEE),20600, 245.00 
HC ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT,20604, 578.00 
HC ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT,20604, 612.00 
HC ARTHROCNT ASPIR&/INJ SMALL JT/BURSAW/US REC RPRT (PRO FEE),20604, 541.00 
HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US,20605, 518.00 
HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US (PRO FEE),20605, 717.00 
HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US,20606, 578.00 
HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US,20606, 612.00 
HC ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/US (PRO FEE),20606," 1,188.00 "
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US,20610, 801.00 
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US (PRO FEE),20610, 717.00 
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,20611, 578.00 
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,20611, 612.00 
HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US (PRO FEE),20611, 541.00 
HC ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ,20612, 621.00 
HC ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ,20612, 657.00 
HC ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ (PRO FEE),20612, 541.00 
HC INSERTION WIRE/PIN W/APPL SKELETAL TRACTION SPX,20650," 5,712.00 "
HC INSERTION WIRE/PIN W/APPL SKELETAL TRACTION SPX (PRO FEE),20650," 5,712.00 "
HC APPL CRANIAL TONG/STRTCTC FRAME W/REMOVAL SPX,20660," 2,852.00 "
HC APPL CRANIAL TONG/STRTCTC FRAME W/REMOVAL SPX (PRO FEE),20660," 2,852.00 "
HC REMOVAL IMPLANT DEEP,20680," 4,642.00 "
HC ABLATION BONE TUMOR RF PERQ W/IMG GDN WHEN DONE,20982," 12,775.00 "
HC UNLISTED PROCEDURE MUSCSKELETAL SYSTEM GENERAL,20999," 5,744.00 "
HC APPL INTERDENTAL FIXATION DEVICE NON-FX/DISLC,21110," 1,644.00 "
HC GRAFT EAR CRTLG AUTOGENOUS NOSE/EAR,21235," 4,339.00 "
HC CLOSED TREATMENT NASAL FRACTURE W/O MANIPULATION,21310, 215.00 
HC CLOSED TREATMENT NASAL FRACTURE W/O MANIPULATION (PRO FEE),21310, 215.00 
HC CLOSED TX NASAL FRACTURE W/O STABILIZATION,21315," 1,551.00 "
HC CLOSED TX NASAL FRACTURE W/O STABILIZATION (PRO FEE),21315," 1,138.00 "
HC CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION,21320," 5,092.00 "
HC CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION (PRO FEE),21320," 5,092.00 "
HC CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION,21337," 5,092.00 "
HC CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION (PRO FEE),21337," 5,092.00 "
HC CLOSED TX NASOMAXILLARY COMPLEX FRACTURE,21345," 2,433.00 "
HC CLOSED TX NASOMAXILLARY COMPLEX FRACTURE (PRO FEE),21345," 2,433.00 "
HC CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION,21400," 1,551.00 "
HC CLSD TX FX ORBIT EXCEPT BLOWOUT W/O MANIPULATION (PRO FEE),21400, 467.00 
HC CLOSED TX PALATAL/MAXILLARY FX W/FIXATION/SPLINT,21421," 7,466.00 "
HC CLTX MANDIBULAR/MAXILLARY ALVEOLAR RIDGE FX SPX,21440," 5,291.00 "
HC CLOSED TX MANDIBULAR FRACTURE W/O MANIPULATION,21450, 791.00 
HC CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION,21451," 2,433.00 "
HC CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION (PRO FEE),21451," 2,433.00 "
HC CLOSED TX MANDIBULAR FX W/INTERDENTAL FIXATION,21453," 10,754.00 "
HC CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ,21480, 255.00 
HC CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ (PRO FEE),21480, 355.00 
HC CLOSED TX TEMPOROMANDIBULAR DISLC COMP 1ST/SBSQ,21485," 5,608.00 "
HC I&D DEEP ABSC/HMTMA SOFT TISSUE NECK/THORAX,21501," 5,034.00 "
HC I&D DEEP ABSC/HMTMA SOFT TISSUE NECK/THORAX (PRO FEE),21501," 5,034.00 "
HC EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM,21555," 2,480.00 "
HC CLOSED TREATMENT STERNUM FRACTURE,21820, 309.00 
HC CLOSED TREATMENT STERNUM FRACTURE (PRO FEE),21820, 269.00 
"HC FX-VERT PROCESS,CLO TX(PRO-FEE)",22305, 458.00 
HC CLTX VRT BDY FX W/O MANJ REQ&W/CSTING/BRACING,22310, 496.00 
HC CLTX VRT BDY FX W/O MANJ REQ&W/CSTING/BRACING (PRO FEE),22310, 662.00 
HC CLTX VRT FX&/DISLC CSTING/BRACING MANJ/TRCJ,22315," 2,852.00 "
HC CLTX VRT FX&/DISLC CSTING/BRACING MANJ/TRCJ (PRO FEE),22315," 2,852.00 "
HC PERQ VERTEBROPLASTY UNI/BI INJX CERVICOTHORACIC,22510," 7,526.00 "
HC PERQ VERTEBROPLASTY UNI/BI INJECTION LUMBOSACRAL,22511," 7,526.00 "
HC VERTEBROPLASTY EACH ADDL CERVICOTHOR/LUMBOSACRAL,22512," 7,526.00 "
HC I&D SHOULDER DEEP ABSCESS/HEMATOMA,23030," 5,034.00 "
HC I&D SHOULDER DEEP ABSCESS/HEMATOMA (PRO FEE),23030," 5,034.00 "
HC REMOVAL FOREIGN BODY SHOULDER SUBCUTANEOUS,23330," 1,825.00 "
HC REMOVAL FOREIGN BODY SHOULDER SUBCUTANEOUS (PRO FEE),23330, 593.00 
HC REMOVAL SHOULDER FOREIGN BODY DEEP SUBFASCIAL/IM,23333," 2,897.00 "
HC REMOVAL SHOULDER FOREIGN BODY DEEP SUBFASCIAL/IM (PRO FEE),23333," 2,897.00 "
HC INJECTION SHOULDER ARTHROGRAPHY/ CT/MRI ARTHG,23350, 463.00 
HC CLSD TX CLAVICULAR FRACTURE W/O MANIPULATION,23500, 328.00 
HC CLSD TX CLAVICULAR FRACTURE W/O MANIPULATION (PRO FEE),23500, 500.00 
HC CLSD TX CLAVICULAR FRACTURE W/MANIPULATION,23505," 2,852.00 "
HC CLSD TX CLAVICULAR FRACTURE W/MANIPULATION (PRO FEE),23505," 2,852.00 "
HC CLSD TX STERNOCLAVICULAR DISLC W/O MANIPULATION,23520," 3,778.00 "
HC CLSD TX STERNOCLAVICULAR DISLC W/O MANIPULATION (PRO FEE),23520," 1,350.00 "
HC CLOSED TX STERNOCLAVICULAR DISLC W/MANIPULATION,23525, 468.00 
HC CLOSED TX STERNOCLAVICULAR DISLC W/MANIPULATION (PRO FEE),23525, 468.00 
HC CLSD TX ACROMIOCLAVICULAR DISLC W/O MANIPULATION,23540, 468.00 
HC CLSD TX ACROMIOCLAVICULAR DISLC W/O MANIPULATION (PRO FEE),23540, 468.00 
HC CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION,23545, 524.00 
HC CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION (PRO FEE),23545, 978.00 
HC CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,23570, 328.00 
HC CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION (PRO FEE),23570, 498.00 
HC CLTX SCAPULAR FX W/MANJ W/WO SKELETAL TRACTION,23575," 2,852.00 "
HC CLTX SCAPULAR FX W/MANJ W/WO SKELETAL TRACTION (PRO FEE),23575," 2,852.00 "
HC CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION,23600, 524.00 
HC CLTX PROXIMAL HUMERAL FRACTURE W/O MANIPULATION (PRO FEE),23600, 664.00 
HC CLTX PROX HUMRL FX W/MANJ W/WO SKELETAL TRACJ,23605," 3,778.00 "
HC CLTX PROX HUMRL FX W/MANJ W/WO SKELETAL TRACJ (PRO FEE),23605," 1,350.00 "
HC CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ,23620, 328.00 
HC CLTX GREATER HUMERAL TUBEROSITY FX W/O MANJ (PRO FEE),23620, 586.00 
HC CLTX GRTER HUMERAL TUBEROSITY FX W/MANIPULATION,23625," 3,778.00 "
HC CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,23650, 300.00 
HC CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,23650, 524.00 
HC CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES (PRO FEE),23650, 721.00 
HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,23655," 3,484.00 "
HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES (PRO FEE),23655," 1,472.00 "
HC CLTX SHOULDER DISLC W/FX HUMERAL TUBRST W/MANJ,23665," 1,355.00 "
HC CLTX SHOULDER DISLC W/FX HUMERAL TUBRST W/MANJ (PRO FEE),23665," 1,734.00 "
HC I&D UPPER ARM/ELBOW DEEP ABSCESS/HEMATOMA,23930," 4,323.00 "
HC I&D UPPER ARM/ELBOW DEEP ABSCESS/HEMATOMA (PRO FEE),23930," 2,897.00 "
HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA,23931," 4,717.00 "
HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA (PRO FEE),23931," 2,897.00 "
HC EXC TUMOR SOFT TISS UPR ARM/ELBOW SUBFASC <5CM,24076," 2,480.00 "
HC RMVL FOREIGN BODY UPPER ARM/ELBOW SUBCUTANEOUS,24200," 1,934.00 "
HC RMVL FOREIGN BODY UPPER ARM/ELBOW SUBCUTANEOUS (PRO FEE),24200," 1,348.00 "
HC REMOVAL FOREIGN BODY UPPER ARM/ELBOW DEEP,24201," 3,458.00 "
HC INJECTION ELBOW ARTHROGRAPHY,24220," 2,405.00 "
HC REPAIR TENDON/MUSCLE UPPER ARM/ELBOW EA,24341," 12,231.00 "
HC REPAIR TENDON/MUSCLE UPPER ARM/ELBOW EA (PRO FEE),24341," 12,231.00 "
HC CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION,24500, 524.00 
HC CLSD TX HUMERAL SHAFT FRACTURE W/O MANIPULATION (PRO FEE),24500, 657.00 
HC CLTX HUMERAL SHFT FX W/MANJ W/WO SKELETAL TRACJ,24505," 1,350.00 "
HC CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/WO MANJ,24530, 524.00 
HC CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/WO MANJ (PRO FEE),24530," 1,141.00 "
HC CLTX SPRCNDYLR/TRANSCNDYLR HUMERAL FX W/MANJ,24535," 1,350.00 "
HC CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/O MANJ,24560, 468.00 
HC CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/O MANJ (PRO FEE),24560, 468.00 
HC CLTX HUMERAL EPICONDYLAR FX MEDIAL/LAT W/MANJ,24565," 1,350.00 "
HC CLTX HUMERAL CONDYLAR FX MEDIAL/LAT W/O MANJ,24576, 524.00 
HC CLTX HUMERAL CONDYLAR FX MEDIAL/LAT W/O MANJ (PRO FEE),24576," 1,001.00 "
HC CLTX HUMERAL CONDYLAR FX MEDIAL/LATERAL W/MANJ,24577," 1,350.00 "
HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES,24600, 524.00 
HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES (PRO FEE),24600," 1,129.00 "
HC TREATMENT CLOSED ELBOW DISLOCATION REQ ANES,24605," 3,484.00 "
HC TREATMENT CLOSED ELBOW DISLOCATION REQ ANES (PRO FEE),24605," 1,609.00 "
HC CLOSED TX MONTEGGIA FX DISLOCATION ELBOW W/MANJ,24620," 3,778.00 "
HC CLOSED TX MONTEGGIA FX DISLOCATION ELBOW W/MANJ (PRO FEE),24620," 1,746.00 "
HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,24640, 524.00 
HC CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ (PRO FEE),24640, 292.00 
HC CLOSED TX RADIAL HEAD/NECK FX W/O MANIPULATION,24650, 495.00 
HC CLOSED TX RADIAL HEAD/NECK FX W/O MANIPULATION (PRO FEE),24650, 714.00 
HC CLOSED TX RADIAL HEAD/NECK FX W/MANIPULATION,24655," 1,350.00 "
HC CLOSED TX ULNAR FRACTURE PROXIMAL END W/O MANJ,24670, 328.00 
HC CLOSED TX ULNAR FRACTURE PROXIMAL END W/O MANJ (PRO FEE),24670, 853.00 
HC CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ,24675," 1,350.00 "
HC CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ (PRO FEE),24675," 1,448.00 "
HC I&D FOREARM&/WRIST DEEP ABSCESS/HEMATOMA,25028," 3,862.00 "
HC I&D FOREARM&/WRIST DEEP ABSCESS/HEMATOMA (PRO FEE),25028," 5,712.00 "
HC INCISION & DRAINAGE FOREARM&/WRIST BURSA,25031," 3,862.00 "
HC INCISION & DRAINAGE FOREARM&/WRIST BURSA (PRO FEE),25031," 2,852.00 "
HC EXC TUMOR SOFT TISSUE FOREARM &/WRIST SUBQ <3CM,25075," 2,480.00 "
HC INJECTION WRIST ARTHROGRAPHY,25246," 2,298.00 "
HC EXPL W/REMOVAL DEEP FOREIGN BODY FOREARM/WRIST,25248," 4,946.00 "
HC EXPL W/REMOVAL DEEP FOREIGN BODY FOREARM/WRIST (PRO FEE),25248," 1,717.00 "
HC RPR TDN/MUSC FLXR F/ARM&/WRST PRIM 1 EA TDN/MU,25260," 7,771.00 "
HC RPR TDN/MUSC FLXR F/ARM&/WRST PRIM 1 EA TDN/MU (PRO FEE),25260," 3,149.00 "
HC RPR TDN/MUSC XTNSR F/ARM&/WRIST PRIM 1 EA TDN,25270," 5,712.00 "
HC RPR TDN/MUSC XTNSR F/ARM&/WRIST PRIM 1 EA TDN (PRO FEE),25270," 5,712.00 "
HC CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION,25500, 328.00 
HC CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION (PRO FEE),25500, 687.00 
HC CLOSED TX RADIAL SHAFT FRACTURE W/MANIPULATION,25505," 1,355.00 "
HC CLOSED TX RADIAL SHAFT FRACTURE W/MANIPULATION (PRO FEE),25505," 1,422.00 "
HC CLTX RDL SHFT FX&CLTX DISLC DSTL RAD/ULN JT,25520," 2,852.00 "
HC CLTX RDL SHFT FX&CLTX DISLC DSTL RAD/ULN JT (PRO FEE),25520," 2,852.00 "
HC CLOSED TX ULNAR SHAFT FRACTURE W/O MANIPULATION,25530, 309.00 
HC CLOSED TX ULNAR SHAFT FRACTURE W/O MANIPULATION (PRO FEE),25530, 625.00 
HC CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION,25535, 524.00 
HC CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/O MAN,25560, 309.00 
HC CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/O MAN (PRO FEE),25560, 629.00 
HC CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ,25565," 1,350.00 "
HC CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ,25600, 559.00 
HC CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ (PRO FEE),25600, 837.00 
HC CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF,25605," 1,350.00 "
HC CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF (PRO FEE),25605," 1,612.00 "
HC CLOSED TX CARPAL SCAPHOID FRACTURE W/O MANJ,25622, 524.00 
HC CLOSED TX CARPAL SCAPHOID FRACTURE W/O MANJ (PRO FEE),25622, 762.00 
HC CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ,25624," 1,355.00 "
HC CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ (PRO FEE),25624," 1,350.00 "
HC CLTX CARPAL BONE FX W/O MANJ EACH BONE,25630, 524.00 
HC CLTX CARPAL BONE FX W/O MANJ EACH BONE (PRO FEE),25630, 778.00 
HC CLTX CARPAL BONE FX W/MANJ EACH BONE,25635," 1,350.00 "
HC CLOSED TREATMENT ULNAR STYLOID FRACTURE,25650, 524.00 
HC CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ,25660, 468.00 
HC CLTX RDCRPL/INTERCARPL DISLC 1/> BONES W/MANJ (PRO FEE),25660, 468.00 
HC CLOSED TX DISTAL RADIOULNAR DISLOCATION W/MANJ,25675, 495.00 
HC CLOSED TX DISTAL RADIOULNAR DISLOCATION W/MANJ (PRO FEE),25675," 1,094.00 "
HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MANJ,25680, 468.00 
HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MANJ (PRO FEE),25680, 468.00 
HC DRAINAGE FINGER ABSCESS SIMPLE,26010, 482.00 
HC DRAINAGE FINGER ABSCESS SIMPLE (PRO FEE),26010, 486.00 
HC DRAINAGE FINGER ABSCESS COMPLICATED,26011," 2,548.00 "
HC DRAINAGE FINGER ABSCESS COMPLICATED (PRO FEE),26011," 1,348.00 "
HC REPAIR EXTENSOR TENDON FINGER W/O GRAFT EACH,26418," 3,773.00 "
HC REPAIR EXTENSOR TENDON FINGER W/O GRAFT EACH (PRO FEE),26418," 2,207.00 "
HC CLTX METACARPAL FX W/O MANIPULATION EACH BONE,26600, 328.00 
HC CLTX METACARPAL FX W/O MANIPULATION EACH BONE (PRO FEE),26600, 480.00 
HC CLTX METACARPAL FX W/MANIPULATION EACH BONE,26605, 420.00 
HC CLTX METACARPAL FX W/MANIPULATION EACH BONE,26605, 524.00 
HC CLTX METACARPAL FX W/MANIPULATION EACH BONE (PRO FEE),26605, 726.00 
HC CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ,26641, 524.00 
HC CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ (PRO FEE),26641," 1,143.00 "
HC CLTX CARPO/METACARPAL FX DISLC THUMB W/MANJ,26645," 1,429.00 "
HC CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES,26670, 328.00 
HC CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES (PRO FEE),26670," 1,287.00 "
HC CLTX CARPO/MTCRPL DISLC THUMB MANJ EA JT W/ANES,26675," 2,852.00 "
HC CLTX CARPO/MTCRPL DISLC THUMB MANJ EA JT W/ANES (PRO FEE),26675," 2,852.00 "
HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/O ANES,26700, 524.00 
HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/O ANES (PRO FEE),26700, 654.00 
HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES,26705," 1,350.00 "
HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/O MANJ EA,26720, 309.00 
HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/O MANJ EA (PRO FEE),26720, 315.00 
HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA,26725, 524.00 
HC CLTX PHLNGL FX PROX/MIDDLE PX/F/T W/MANJ EA (PRO FEE),26725, 660.00 
HC CLTX ARTCLR FX INVG MTCRPHLNGL/IPHAL JT W/O MANJ,26740, 495.00 
HC CLTX ARTCLR FX INVG MTCRPHLNGL/IPHAL JT W/O MANJ (PRO FEE),26740, 694.00 
HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ,26742," 1,350.00 "
HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ (PRO FEE),26742," 1,378.00 "
HC CLTX DSTL PHLNGL FX FNGR/THMB W/O MANJ EA,26750, 309.00 
HC CLTX DSTL PHLNGL FX FNGR/THMB W/O MANJ EA (PRO FEE),26750, 381.00 
HC CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA,26755, 524.00 
HC CLTX IPHAL JT DISLC W/MANJ W/O ANES,26770, 328.00 
HC CLTX IPHAL JT DISLC W/MANJ W/O ANES (PRO FEE),26770, 559.00 
HC CLTX IPHAL JT DISLC W/MANJ REQ ANES,26775, 517.00 
HC CLTX IPHAL JT DISLC W/MANJ REQ ANES (PRO FEE),26775, 517.00 
