Highland Hospital,,,,
Charge Description Master: June 2018,,,,
CDM Code,Description,Price,,
21360,MALAR FRACT SIMPL DEP OP," $6,225 ",,
21365,MALAR AREA CMPLX FX W/INT," $6,225 ",,
21386,ORBIT FLR BLOWOUT-PERIORB," $6,225 ",,
21390,ORBIT FLR BLOWOUT-PERIORB W/ IMPLANT," $6,225 ",,
21407,ORBIT FX OPEN TX W/IMPL," $6,225 ",,
21408,OPEN TX ORBIT FX EXCEPT BO W/ BONE GRAFT," $7,421 ",,
21421,LEFORT I FX CLOSED TX+FIX," $6,225 ",,
21422,LEFORT I FX OPEN TX," $2,108 ",,
21423,"OPEN TX PALATAL/MAXILARY FX, COMPLICATED"," $1,403 ",,
21431,"CLSD TX CRANIOFACIAL SEP, ID WIRE/SPLINT"," $1,306 ",,
21436,"OPEN TX CRANIOFACIAL SEPARATION,BONE GRT"," $2,502 ",,
21440,"CLOSED TX, MAND/MAXILL ALVEOLAR RIDGE FX"," $4,283 ",,
21445,OPEN TX MANDIB/MAXILL ALVEOLAR RIDGE FX," $7,339 ",,
21450,"MANDIBLE, CLSD TX REDUC W/O MANIP"," $2,203 ",,
21451,Clsd Tx Mandibular Fx w/ Manipulation," $2,769 ",,
21452,MANDIB FX PERC TX W/EX FI," $3,469 ",,
21453,"Clsd Tx, Mandibular Fx W/Interdental Fix"," $6,447 ",,
21461,MANDIB FX OPEN WO/MMF," $8,890 ",,
21462,MANDIB FX OPEN W/ INTERDENTAL FIX," $8,489 ",,
21465,MANDIB CONDYLR FX SCPE TX," $6,225 ",,
21470,MANDIB FX CMPLX OPEN MULT," $6,225 ",,
21480,Closed Treatment Tmj Dislocation, $654 ,,
21497,IDL WIRING FOR OTHER THAN FX," $1,498 ",,
21501,Abscess Drn Soft Tis Neck Thor," $3,453 ",,
21550,BIOPSY SOFT TISS NECK/THO," $2,021 ",,
21552,EXC NECK LES SC 3+ CM," $3,035 ",,
21554,"EXCISION, TUMOR, NECK, 5 CM OR GREATER"," $3,334 ",,
21555,EXCIS SOFT TISS NCK/THOR-," $3,035 ",,
21556,"EXCISION, TUMOR, NECK, LESS THAN 5 CM"," $3,014 ",,
21600,RIB PARTIAL EXCISION," $3,770 ",,
21620,"OSTECTOMY OF STERNUM, PARTIAL", $839 ,,
21627,STERNAL DEBRIDEMENT," $1,672 ",,
21750,CLOSURE OF MEDIAN STERNUM SEPARATION," $1,106 ",,
21899,UNLISTED PROCEDURE NECK/THORAX, $728 ,,
21920,"BIOPSY - SOFT TISSUE BACK/FLANK, SUPERFICIAL"," $1,875 ",,
21930,EXC BACK LES SC < 3 CM," $2,676 ",,
21931,"EXC, BACK TUMOR,SFT TISSUE, 3 CM OR MORE"," $2,676 ",,
21932,EXC BACK TUM DEEP < 5 CM," $4,943 ",,
21933,EXCISION BACK/FLANK TUMOR DEEP > 5CM," $2,529 ",,
22010,I&D P-SPINE C/T/CERV-THOR," $1,573 ",,
22305,FXSD TX VERTEBRAL PROCESS FX, $515 ,,
22310,Cl Tx Vertebral Body Fx w/o Manip, $963 ,,
22315,CL TX VERTEBR FX/DISLOC W CAST/BRACE," $3,149 ",,
22318,ODONTOID FRACTURE OPN RDU W/O GRAFTING," $1,927 ",,
22325,VERTEBRAL BDY FX OPN RDU," $1,726 ",,
22326,VERTERBRAL BODY FX CERVIC," $4,658 ",,
22327,THORAX SPINE FRACTURE," $1,798 ",,
22328,THORAX SPINE FRACTURE EACH ADDITIONAL, $862 ,,
22551,SPINE FUSE/RMV CERV <C2," $16,582 ",,
22552,"SPINE FUSE&REMV CERV BELOW C2, EA ADD'L"," $1,220 ",,
22554,SPINE FUSION W/O DECOMPRESSION - CERVICAL BELOW C2," $17,330 ",,
22556,THORACIC SPINE FUSION," $1,986 ",,
22558,LUMBAR SPINE FUSION ANTERIOR," $1,845 ",,
22585,ADDITIONAL SPINAL FUSION," $1,015 ",,
22586,ARTHRODESIS PRESCRL FUSE W/ INSTR L5/S1," $2,206 ",,
22595,NECK SPINAL FUSION ATLAS-," $4,729 ",,
22600,NECK SPINE FUSION BELOW C," $4,026 ",,
22610,ARTHRODESIS POST SING LVL," $1,519 ",,
22612,"LUMBAR SPINE FUSION, SING"," $11,116 ",,
22614,SPINE FUSION EXTRA SEGMEN, $624 ,,
22630,LUMBAR SPINE FUSION POSTERIOR," $4,892 ",,
22632,SPINE FUSION XTRA SEGMENT, $982 ,,
22633,LUMBAR SPINE FUSION COMBINED," $2,203 ",,
22634,"SPINE FUSION, EXTRA SEGMENT", $792 ,,
22840,INSERT SPINE FIX DEV PST NONSEG 1 INTRSP," $2,328 ",,
22842,INSERT SPINE FIX DEV PST SEG 2-3 VERTBRL," $1,218 ",,
22843,INSERT SPINE FIXATION DEVICE 7-12 SGMNTS," $1,304 ",,
22845,INSERT SPINE FIX DEV ANT 2 OR 3 VERTBRL," $1,160 ",,
22848,INSERT PELVIC FIXATION DEVICE, $579 ,,
22851,APPLY SPINE PROSTH DEVICE, $650 ,,
22856,"TTL DISC ARTHROPLASTY, CERV, ANT APPRCH"," $17,757 ",,
22857,LUMBAR ARTIFICIAL DISKECTOMY," $2,292 ",,
22858,"TOTAL DISC ARTHROPLASTY, 2ND LEVEL CX"," $1,586 ",,
22900,EXC ABDOM WALL TUMOR SUBF," $3,035 ",,
22901,"EXC, TUMOR, SOFT TISSUE, ABD WALL > 5 CM"," $3,215 ",,
22902,EXC ABD LES SC < 3 CM," $2,676 ",,
22903,EXC ABD LES SC 3 CM/>," $4,650 ",,
22904,RADICAL RESECTION ABDOMINAL TUMOR < 5 CM," $3,379 ",,
23030,I&D ABCESS/HEMA DEEP SHOU," $3,035 ",,
23031,"I&D INFECTED BURSA, SHOULDER"," $2,893 ",,
23040,"ARTHROTOMY, GLENOHUMERAL JOINT FOR INFECTION"," $4,808 ",,
23044,"ARTHROTOMY, ACL/SCL JOINT"," $4,555 ",,
23065,BIOPSY MUSCL SHOULDER SUP," $3,035 ",,
23071,"EXCISION TUMOR, SHOULDER LES SUBQ 3CM >"," $2,822 ",,
23073,"EXC, TUMOR, SOFT TISSUE, SHLDR, >  5 CM"," $3,273 ",,
23075,EXC SHOULDER LES SC < 3 CM," $2,676 ",,
23120,CLAVICULECTOMY PARTIAL," $3,770 ",,
23395,"MUSCLE TRANSFER, SHOULDER/UPRARM, SINGLE"," $12,186 ",,
23405,TENOMYOTOMY SHOULDER SINGLE," $3,770 ",,
23412,REPAIR ROTATOR CUFF CHRNC," $7,819 ",,
23430,TENODESIS RUPT TENDON OF," $7,819 ",,
23455,CAPSULORHAPHY ANT BANKART," $7,819 ",,
23466,"CAPSULORRHAPHY,GLENOHUMERAL JT, ANY TYPE"," $8,842 ",,
23470,ARTHROPLASTY W/IMPLANT," $16,582 ",,
23472,ARTHROPLASTY W/REPLACEMEN," $4,518 ",,
23491,"PROPHYLACTIC TX, N/P/PL/W PROX. HUMERUS"," $11,848 ",,
23500,CLOSED TX CLAVICULAR FX W/O MANIP, $260 ,,
23505,CLSD TX CLAVICULAR FX WITH MANIPULATION," $2,256 ",,
23515,CLAVICULAR FX OPEN TX," $7,819 ",,
23540,CLSD TX ACROMIOCLAVICLR DISLOC W/O MANIP, $649 ,,
23545,CL TX ACLAV DISLOC; W MANIP, $371 ,,
23550,ACROMIOCLAVICULAR DISL AC," $7,819 ",,
23570,CLSED TX SCAPULAR  FX W/O MANIP, $703 ,,
23575,CLSD TX SCAPULAR FX W/ MANIP," $2,353 ",,
23585,SCAPULAR FX.JUXTA-ARTICUL," $11,116 ",,
23600,CLSD TX PROXIMAL HUMERAL FX W/O MANIP, $419 ,,
23605,Chemo Admin CNS Requiring Spinal Punct," $6,961 ",,
23615,HUMER FX OPN W/ OR W/O SK," $11,116 ",,
23616,"OPEN TX PROX HUMERAL FX,  PROSTH RPLCMNT"," $17,344 ",,
23630,GREAT TUBERSTY FX OPEN SK," $7,819 ",,
23650,Closed Tx Shldr Disl W/Manip; W/O Anesth, $805 ,,
23655,Closed Tx Shldr Disl W/Manip; W/ Anesth," $1,756 ",,
23665,SHOULDER DISLOC W/FX TUBE," $1,756 ",,
23670,OPEN TX SHOULDER DIS W/HUMERAL FX," $8,932 ",,
23930,I & D UPPER ARM/ELBOW," $2,747 ",,
23931,"I & D BURSA, UPPER ARM OR ELBOW AREA"," $2,433 ",,
24000,"ARTHROTOMY, ELBOW - EXPL INFECTION/REMOVAL FB"," $4,407 ",,
24065,BIOPSY UPPR ARM/ELBOW SUP," $3,035 ",,
24071,EXC ARM/ELBOW LES SC 3 CM/>," $4,650 ",,
24073,EXCISION ARM/ELBOW TUMOR DEEP 5CM/>," $3,272 ",,
24075,EXC ARM/ELBOW LES SC < 3 CM," $2,676 ",,
24101,"ARTHROTOMY, ELBOW W/ JOINT EXPLORATION"," $4,448 ",,
24105,OLECRANON BURSA EXCISION," $3,123 ",,
24120,EXCISION  BONE CYST/ BNGNTUMOR OF RADIUS," $3,082 ",,
24130,RADIAL HEAD EXCISION," $3,770 ",,
24147,"PARTIAL EXC, BONE, OLECRANON PROCESS"," $4,653 ",,
24149,RADICAL RESECT ELBOW CAPS/SR BONE W/ RELEASE," $5,049 ",,
24200,"Rmvl FB, Upper Arm/Elbow; Subq"," $1,855 ",,
24300,MANIP ELBOW W ANESTH," $2,353 ",,
24340,TENODESIS OF BICEPS TENDON AT ELBOW," $8,498 ",,
24341,MUSCL/TNDN RPR UPPR ARM/," $3,770 ",,
24342,REINSERT RUPTURED BICEPS/TRICEPS TENDON," $4,900 ",,
24343,RPR ELBOW LAT LIGAMENT W/ LOCAL TISSUE," $4,795 ",,
24344,RECONSTRUCT ELBOW W/ TENDON GRAFT," $8,810 ",,
24365,RADIAL HEAD ARTHROPLASTY," $11,116 ",,
24366,RADIAL HD ARTHROPLSTY IMP," $16,971 ",,
24400,"OSTEOTOMY, HUMERUS"," $8,834 ",,
24430,RPR NONMALUNION HUMERUS W," $11,116 ",,
24435,REPAIR HUMERUS W/AUTO BON," $16,582 ",,
24498,"PROPHYLACTIC TX, PIN OR WIRE, HUMERUS"," $12,059 ",,
24500,CLSD TX HUMERAL SHAFT FX W/O MANIP, $419 ,,
24505,HUMERAL FX CLSD W MANIPUL," $2,507 ",,
24515,HUMERAL FX CLSD OPEN W/WO," $11,116 ",,
24516,TX HUMERUS SH FX W IMLANT," $11,116 ",,
24535,CLSD TX HUMERAL SHAFT W/ MANIP," $2,697 ",,
24545,SUPRACONDYLAR FX OPEN RED," $16,582 ",,
24560,CLSD TX EC HUMERUS FX W/O MANIP," $1,112 ",,
24565,CL TX EC HUMERUS FX W MANIP," $1,961 ",,
24575,HUMERUS FRACTURE OPEN TX," $11,116 ",,
24579,CONDYLAR FX OPEN REDUCTIO," $11,116 ",,
24586,OP ELBW PA FX /OR DISLCTN," $11,936 ",,
24587,OPEN TX PA ELBOW FX/DISLOC W/ IMPLANT," $17,153 ",,
24600,Treatment Clsd Elbow Disl; W/O Anesth," $1,456 ",,
24605,Treatment Clsd Elbow Disl; W/ Anesth," $3,394 ",,
24620,MONTEGGIA FX DISLOC AT EL," $2,790 ",,
24635,MONTEGGIA FX DISLOC CLSD/," $11,748 ",,
24640,"CLSD TX ""NURSEMAID ELBOW"" W/MANIP", $475 ,,
24650,CLSD TX RADIAL HEAD/NECK FX W/O MANIP, $419 ,,
24665,FX/DISLCTN SKEL FIX/RAD," $8,569 ",,
24666,RADIAL FX WITH IMPLANT," $11,116 ",,
24670,ULNAR FX CLOSED/NO REDUCT, $976 ,,
24675,ULNAR FX CLOSED/MANPLTV R," $2,353 ",,
24685,ULNAR FX W/ OR W/O SKEL F," $7,819 ",,
24920,"AMPUTATION, RADIUS/ULNA, OPEN, CIRCULAR"," $1,057 ",,
25000,"INCISION, EXTENSOR TENDON SHEALTH, WRIST"," $2,770 ",,
25020,"DECOMPRESS, FOREARM/WRIST, 1 COMPARTMENT"," $3,183 ",,
25028,"INCISION & DRAINAGE - FOREARM/WRIST, DEEP ABS/HEMATOMA"," $3,093 ",,
25040,"ARTHROTOMY, RADIOCARPAL/MIDCARPAL JOINT"," $4,549 ",,
25071,"EXCISION, TUMOR, FOREARM/WRIST,  > 3 CM"," $3,035 ",,
25075,EXC FOREARM LES SC < 3 CM," $2,676 ",,
25101,WRIST JOINT EXPLORATION," $3,123 ",,
25107,"REPAIR WRIST JOINT CARTILAGE, COMPLEX"," $4,647 ",,
25110,"EXCISION, TENDON SHEATH LES - FOREARM AND/OR WRIST"," $2,771 ",,
25111,"EXCISION OF GANGLION, WRIST, PRIMARY"," $3,955 ",,
25112,EXC GANGLION WRIST RECURR," $3,123 ",,
25116,RADICAL EXC WRIST/FOREARM EXTENSORS," $3,207 ",,
25215,CARPCTMY ALL BONES PRX RW," $3,770 ",,
25230,RADIAL STYLOIDECTOMY," $4,335 ",,
25240,"EXCISION DISTAL ULNA, PARTIAL OR COMP"," $4,329 ",,
25260,"REPAIR TENDN/MSCLE, FOREARM/WRIST, EACH"," $5,532 ",,
25270,RPR EXTNSR MUSC/TENDN ARM PRIMARY EA," $4,432 ",,
25274,"REPAIR TEND/MSCLE, FOREARM/WRIST W/GRAFT"," $4,718 ",,
25295,"TENOLYSIS, FLEX/EXT TNDN, FA/W, EA TNDN"," $3,074 ",,
25310,TENDON TRANSPLANT OR TRAN," $3,770 ",,
25312,TENDON TRANSPLANTATION FLEX/EXT W/GRAFT," $3,770 ",,
25320,OPEN REPAIR WRIST JOINT," $3,770 ",,
25332,WRIST ARTHROPLASTY," $3,770 ",,
25337,RECONSTRUCTION ULNA/RADIOULNAR JOINT," $5,104 ",,
25360,"OSTEOTOMY, ULNA"," $8,567 ",,
25390,OSTEOPLASTY RADIUS/ULNA SHORTENING," $7,819 ",,
25400,RPR UNION RAD/ULNA WO GPT," $7,819 ",,
25405,REPAIR ULNA W/ AUTOGENOUS," $11,116 ",,
25420,RPR NONUNION RADIUS & ULNA W/AUTOGRAFT," $12,034 ",,
25431,"REPAIR OF NONUNION CARPAL BONE, EA BONE"," $8,783 ",,
25440,REPAIR CARPAL SCAPHOID RA," $7,819 ",,
25442,"ARTHROPLASTY W/PROSTH RPLCE, DISTAL ULNA"," $17,187 ",,
25443,"ARTHROPLASTY W/ PROSTHETIC REPLACEMENT, SCAPHOID CARPAL"," $8,774 ",,
25447,INTERPOSITION ARTHROPLASTY IC/CM JOINTS," $3,770 ",,
25500,CLSED TXMT RADIAL SHFT FX W/O MANIP, $737 ,,
25505,CLSD TX RADIAL SHAFT FX W/MANIP," $1,600 ",,
25515,RADIAL SHAFT FX OPEN W/ FIX WHEN PERF," $7,819 ",,
25530,CLSD TX ULNAR SHAFT FX W/O MANIP, $260 ,,
25535,CLSD TX ULNAR SHAFT FX WITH MANIPULATION," $1,199 ",,
25545,ULNAR SHAFT FX W/SKEL FIX," $7,819 ",,
25560,CLSD RADIAL/ULNAR SHFT FX, $910 ,,
25565,CLSD TX RADIAL/ULNAR SHAFT FX W/MANIP, $419 ,,
25575,RADIAL&ULNAR FX OPEN W/ FIX WHEN PERF," $11,116 ",,
25600,CLSD TX DISTAL RADIAL FX W/O MANIP, $419 ,,
25605,Clsd Tx Distal Radial Fx w/Manip," $1,756 ",,
25606,DISTAL RADIAL FRACTURE," $3,770 ",,
25607,DISTAL RADIAL FX EXTRA-AR," $7,819 ",,
25608,DISTAL RADIAL FX INTRA," $7,819 ",,
25609,TREAT FX RADIAL 3+ FRAG," $7,819 ",,
25622,CLSD TX CARPAL SCAPHOID FX W/O MANIP, $419 ,,
25624,CLO TX CS FX W/MANIP," $2,353 ",,
25628,TREAT WRIST BONE FRACTURE," $3,770 ",,
25630,CLO TX CARPAL BONE FX W/O MANIP EA BONE," $1,045 ",,
25635,CLTX CARPL BONE FX W MNP EA BONE," $2,633 ",,
25645,CARPAL BONE FX OPEN TX EA BONE," $3,770 ",,
25650,CLSD TX ULNAR STYLOID FRACTURE, $914 ,,
25652,OPRN TX ULNAR STY FX," $7,819 ",,
25660,Clsd Tx Rad/Inter Carpal Disl 1+ W/Manip, $466 ,,
25690,CLOSED TX LUNATE DISLOCATION W/MANIP," $2,790 ",,
25695,LUNATE DISLOC OPEN TX," $4,662 ",,
25800,FUSION OF WRIST JOINT W/O GRAFT," $11,843 ",,
25810,FUSION WRIST JOINT W/ AUTOGRAFT," $12,072 ",,
25825,"ARTHRODESIS, WRIST WITH AUTOGRAFT"," $8,752 ",,
25830,RADIOULNAR JOINT FUSION W/ULNA RESECTION," $9,092 ",,
25931,"TRANSMETACARPAL AMPUTATION, RE-AMPUTATN"," $3,302 ",,
26010,"Drainage Finger Abscess, Simple", $654 ,,
26011,"DRAINAGE OF FINGER ABSCESS, COMPLICATED",   ,,
26020,I & D TENDON SHEATH FINGE," $3,123 ",,
26034,INCISION W/ OPENING CORTE," $3,123 ",,
26045,"FASCIOTOMY, PALMAR, OPEN, PARTIAL"," $2,983 ",,
26055,TENDON SHEATH INCISION," $3,310 ",,
26060,"TENOTOMY, PERCUTANEOUS, SINGLE, EA DIGIT"," $3,019 ",,
26070,"EXPLORATION/REMOVAL FB, CMC JOINT"," $2,724 ",,
26075,"ARTHROTOMY W/EXPLOR FB REMVL, MCP JNT EA"," $2,756 ",,
26080,ARTHROTOMY INTERPHALANGEA," $3,123 ",,
26110,ARTHROTOMY W/BIOPSY INTERPHALANGEAL JNT," $2,738 ",,
26111,EXCISION HAND LESION 1.5 CM OR GREATER," $4,190 ",,
26115,EXCISION HAND LESION SUBQ < 1.5 CM," $3,488 ",,
26116,EXCISION HAND LESION LESS THAN 1.5 CM," $2,767 ",,
26123,PALMAR FASCIECTOMY PARTIAL W/REL SINGLE," $3,770 ",,
26135,"SYNOVECTOMY, MCP JOINT, EACH DIGIT",   ,,
26145,"SYNOVECTOMY, TNDN SHLTH, RADICAL,EA TNDN"," $3,054 ",,
26160,"EXCISION TENDN SHEATH LESION, HND/FINGER"," $3,310 ",,
26170,REMOVAL OF PALM TENDON EACH,   ,,
26210,EXCISION CYST/TUMOR  FINGER PHALANX," $2,941 ",,
26230,PARTIAL EXCISION METACARPAL BONE," $3,032 ",,
26236,"PARTIAL EXC, DISTAL PHALANX OF FINGER"," $3,152 ",,
26320,REMOVAL OF IMPLANT FROM FINGER OR HAND," $2,719 ",,
26350,REPAIR FINGER/HAND TENDON," $4,700 ",,
26356,RPR FLEX TEND PRIM EA," $3,770 ",,
26357,RPR FLEX TEND SCND EA," $3,770 ",,
26370,Rpr Prof Tend Prim Ea," $4,700 ",,
26390,"EXC FLEXOR TNDN W/ROD IMPLANT, EACH ROD"," $8,883 ",,
26392,"REMOVAL ROD & INSERT GRAFT HAND/FINGER, EA ROD"," $9,112 ",,
26410,"RPR EXT HAND; W/O FG, EA TENDON"," $3,123 ",,
26412,EXTENSOR TENDON REPAIR W/," $3,770 ",,
26415,"EXCISION EXT TENDON W/ ROD - HAND/FINGER, EACH"," $2,602 ",,
26418,"EXTENSOR TENDON REPAIR, EA TENDON"," $3,517 ",,
26420,"RPR EXTENSOR TNDN, FINGER W/ FREE GRAFT"," $4,817 ",,
26426,"RPR EXTENSOR TNDON, SECONDARY, EA FINGER"," $4,449 ",,
26433,"REPAIR ""MALLET FINGER"" WO GRAFT"," $3,123 ",,
26437,"REALIGNMENT, EXTENSOR TNDN, HAND EA TNDN"," $3,260 ",,
26440,TENOLYSIS FLEX TENDON-FIN," $3,123 ",,
26442,"RELEASE FLEXOR TENDON, PALM & FINGER"," $3,843 ",,
26445,HAND/FING EA TENLYSIS TEN," $3,123 ",,
26450,"TENOTOMY, FLEXOR, PALM, OPEN EACH TENDON"," $4,305 ",,
26455,"TENOTOMY FINGER, SINGLE"," $3,123 ",,
26460,OP INC HAND/FINGER EXTENSOR," $3,123 ",,
26471,"TENODESIS, PROXIMAL IP JOINT, EACH JOINT"," $4,659 ",,
26474,"TENODESIS OF DISTAL JOINT, EACH JOINT"," $3,226 ",,
26479,"SHORTENING FLEXOR TENDON, EA TENDON"," $3,247 ",,
26480,"CMC TENDON TRANSFER/TRANSPLANT, EA TNDN",   ,,
26483,TRANSFER/TRANSPLANT CMP TENDON W/ GRAFT," $5,047 ",,
26485,"TRNSFR/TRNSPLNT TNDN, PLMR, W/O GRAFT"," $3,578 ",,
26489,"TRANSFER/TRANSPLANT, TNDN W/GRT EA TNDN"," $5,163 ",,
26490,SUBLIMIS TENDON TRANSFER," $4,941 ",,
26497,"TENDON TRANSFER, RING & SMALL FINGER"," $5,067 ",,
26498,"FINGER TENDON TRANSFER, ALL 4 FINGERS"," $5,005 ",,
26502,"RECONSTRUCT TENDON PULLEY, EACH  W/GRAFT"," $4,796 ",,
26520,CAPSULECTOMY SINGLE JOINT," $3,123 ",,
26525,CAPSULECTOMY INTERPHALANG," $3,123 ",,
26530,"ARTHROPLASTY, MCP JOINT, EACH JOINT"," $4,509 ",,
26531,"ARTHROPLASTY, MCP JOINT W/ IMPLANT, EA JOINT"," $8,522 ",,
26535,"ARTHROPLASTY, IP JOINT, EACH JOINT",   ,,
26536,IP JNT ARTHORPLASTY WITH IMPLANT EACH," $8,701 ",,
26540,"RECONSTRUCT, COLLATERAL L"," $3,770 ",,
26541,"RECONST. MCP JT, COLLAT LIGAMENT W/GRAFT"," $4,963 ",,
26546,REPAIR NONUNION HAND WITH BONE GRAFT," $3,770 ",,
26548,"REPAIR/RECONSTRUCT, FINGER, VP IP JOINT"," $4,896 ",,
26587,RECONS EXTRA FINGER," $3,770 ",,
26600,CLSD TX METACARPAL FX W/O MANIP EA BONE, $260 ,,
26605,"CLSD TX MC FX, SINGLE, W/MANIP, EA BONE", $603 ,,
26608,PERCUT FIXA META FX," $3,123 ",,
26615,METACARPAL FX OPEN SINGLE EA BONE," $4,581 ",,
26641,"CLSD TX CMC DISLOCATION THUMB, W/MANIP", $633 ,,
26645,CARPOMETACARPAL FX/DISLOC," $2,353 ",,
26650,CARPOMETACARPAL FX W/SKEL," $3,123 ",,
26665,CARPOMET FX OPEN REDUCTIO," $4,669 ",,
26670,CLSD TX CARPOMETACARPAL DISLOC W/MANIP, $360 ,,
26675,Carpmetacarpal Disloc Req," $1,756 ",,
26676,CARPOMETACARPAL DISLOCATION," $3,123 ",,
26700,"Clsd Tx MCP Dislocation, Single, w/Manip", $654 ,,
26705,Clo Tx Mcp W/Anes," $2,379 ",,
26706,PERC SK FIX MCP DISL W MANIP," $2,353 ",,
26715,OPEN TX METACARPOPHALANGEAL DISLOCATION," $4,575 ",,
26720,Clsd Tx Phalangeal Shaft Fx w/o Manip, $288 ,,
26725,CLSD TX PHALANGEAL SHAFT FX W/MANIP, $419 ,,
26727,PERCUT FIXATION SHAFT FRA," $3,123 ",,
26735,PHALNGL FX W/ORW/O SKEL F," $3,770 ",,
26742,CL TX ARTICULAR FX MCP/IP JNT; W MANIP," $2,352 ",,
26746,OPEN TX OF ARTIC FX," $3,770 ",,
26750,FX DISTAL PHALANX CLSD W/, $482 ,,
26755,CLSD TX DISTAL PHALANGEAL FX W/MANIP, $419 ,,
26765,PHALANGEAL FX OPEN W/FIX WHN PERF EA," $3,123 ",,
26770,Clsd Tx Ip Jnt Disl W/Manip; W/O Anesth, $772 ,,
26775,"CLSD TX IP JOINT DIS W/MANIP, W/ANESTH", $446 ,,
26785,INTERPHALANGEAL DISLOC W/," $3,770 ",,
26843,"ARTHRODESIS, CMC JOINT,  DIGIT, EACH"," $8,724 ",,
26844,"ARTHRODESIS, CMC JNT, NOT THUMB W/GRAFT"," $8,850 ",,
26850,METACARPOPHALANGEAL ARTHR," $3,770 ",,
26852,"ARTHRODESIS, MCP JOINT WITH AUTOGRAFT"," $4,954 ",,
26860,ARTHRODESIS IP JT W/WO IN," $3,770 ",,
26910,AMPUTATION METACARPAL FING/THUMB SGL," $3,770 ",,
26951,Amputate Finger/Thumb Sin," $6,645 ",,
26990,Abscess Drn Hip Pelvic Joint," $5,868 ",,
26991,I&D PELV/HIP JOINT; INFECT BURSA," $5,140 ",,
27019,SHEATH PERFORMER GUIDING 9F, $53 ,,
27025,FASCIOTOMY HIP/THIGH ANY," $2,833 ",,
27030,ARTHROTOMY/HIP FOR DRAINA," $2,909 ",,
27033,"ARTHROTOMY, HIP, REMOVAL FOREIGN BODY"," $4,787 ",,
27036,CAPSULECTOMY W/RELEASE HIP FLEXOR MUSCLE," $1,239 ",,
27041,BX TISSUE PELVIS/HIP DEEP," $1,684 ",,
27043,EXC HIP PELVIS LES SC 3 CM/>," $4,650 ",,
27045,"EXC, TUMOR, SOFT TISSUE, PELVIS, < 5 CM"," $3,364 ",,
27047,EXC HIP/PELVIS LES SC < 3 CM," $2,928 ",,
27059,RESECT HIP/PELVIC TUMOR 5 CM OR GREATER," $4,308 ",,
27080,"COCCYGECTOMY, PRIMARY"," $4,457 ",,
27091,"REMOVAL HIP PROSTHESIS, COMPLICATED"," $1,944 ",,
27093,Inject Arthrogm Hip +/- Local," $2,044 ",,
27096,"INJ. SACROILIAC JOINT, W/ IMAGE GUIDANCE",   ,,
27120,"ACETABULOPLASTY, RESECTION FEMORAL HEAD"," $1,344 ",,
27130,ARTHROPLASTY ACETABULAR/P," $1,650 ",,
27132,CONVERSION TO TOTAL HIP ARTHROPLASTY," $2,037 ",,
27134,REVISE TOTAL HIP ARTHROP," $5,940 ",,
27138,REVISE TOTAL HIP ARTHROP FEMORAL," $4,746 ",,
27170,BONE GRFT FEMORAL HEAD/NE," $3,650 ",,
27187,"PROPHYLACTIC TX, FEMUR NK/PROXIMAL FEMUR"," $1,215 ",,
27193,PELV RNG FX WO MANIP," $1,679 ",,
27194,CLSD TX PELV RING FX/DISLCTN/MANIP," $2,756 ",,
27215,OPEN TX PELVIC FRACTURE(S)," $1,931 ",,
27216,OP TXTMT PELVIC FRACTURE," $2,863 ",,
27217,OP TX ANT RING FX/DISL," $2,686 ",,
27218,OP TX POST RING FX/DSTL," $3,715 ",,
27220,CLSD TX ACETABULUM W/O MANIP, $360 ,,
27222,ACETABULUM FX CLSD W/-W/O MANIP," $4,079 ",,
27226,ACETAB WALL FX W INT FIX," $1,291 ",,
27227,PELVIS/HIP FX DISLOCATN," $2,016 ",,
27228,ACET FX A/P 2 COL ANT/PST," $5,876 ",,
27230,Clsed Femoral Fx Proximal End," $1,840 ",,
27232,"CLOSED TX FEM FX, PROX END, NECK W/ MANIPULATION"," $1,244 ",,
27235,FEM FX SITU PINNING UNDSP," $8,983 ",,
27236,FEMUR FX INTRNL FIX/PRSTH," $3,722 ",,
27240,CLD TX INTRA/PERI/SUBTROCHANTERIC FEM FX," $1,597 ",,
27244,FEMUR FX CLSD/OPEN INTRNL," $3,835 ",,
27245,TX FEM FX W IMPLANT/SCREW," $3,834 ",,
27246,CLSD TX GREATER TROCHANTERIC FX W/O MANIPULATION," $1,010 ",,
27248,FEMUR FX W/-WO SKELETAL F," $2,308 ",,
27250,CLSED TX HIP DISLOCATN W/O ANESTH, $470 ,,
27252,CL TX TRAUMA HIP DISLOC W/ANESTH," $2,352 ",,
27265,CL TX POST HIP DISLOC WO ANESTH," $1,389 ",,
27266,Tx Pstp Hip Disloc W Anes," $6,418 ",,
27267,"CLOSED TX FEMORAL FX, PROX END, HEAD W/O MANIPULATION"," $2,385 ",,
27268,CLOSED TX FEMORAL FX WITH MANIPULATION, $898 ,,
27269,OP TX FEM FX PROXIMAL," $3,855 ",,
27275,"MANIPULATION, HIP JOINT, WITH ANESTHESIA"," $1,956 ",,
27301,DEEP I&D THIGH/KNEE," $3,100 ",,
27303,DEEP INCISION W/ OPEN BONE; FEMUR/KNEE," $1,072 ",,
27305,ILIO-TIBIAL FASCIOTOMY OP," $3,770 ",,
27310,ARTHROTOMY KNEE W/EXPLORA," $3,770 ",,
