Charge Item,CHARGE,Price
714619,US Biopsy Liver,490.5
714621,US Biopsy Lung/Mediastinum Bilat,560
714623,US Biopsy Lung/Mediastium Left,490.5
714625,US Biopsy Lung/Mediastium Right,490.5
714627,US Biopsy Pleura Bilateral,560
714629,US Biopsy Pleura Left,490.5
714631,US Biopsy Pleura Right,490.5
714633,US Biopsy Renal Bilateral,560
714635,US Biopsy Renal Left,421
714637,US Biopsy Renal Right,421
714639,US Breast Bilateral,357
714641,US Breast Left,350.5
714643,US Breast Right,350.5
714645,US Carotid Doppler Bilateral,1259
714647,US Carotid Duplex Bilateral,1286.5
714649,US Carotid Duplex Left,1196.5
714651,US Carotid Duplex Right,1196.5
714653,US Chest,527.5
714657,US Drainage Abscess or Cyst,506.5
714659,US Drainage Liver,490.5
714661,US Drainage Lung Bilateral,560
714663,US Drainage Lung Left,490.5
714665,US Drainage Lung Right,490.5
714667,US Drainage Pancreas,490.5
714669,US Drainage Peritoneal,490.5
714671,US Drainage Renal Bilateral,560
714673,US Drainage Renal Left,490.5
714675,US Drainage Renal Right,490.5
714677,US Drainage Retroperitoneal Abscess,490.5
714679,US Drainage Subdiaphragm/Subphrenic,490.5
714681,US Duplex Hemodialysis Access Flow,565
714683,US Duplex Penile Art/Veins Complete,644
714685,US Duplex Penile Art/Veins Limited,644
714687,US Encephalogram,849
714689,US Extremity Non-Vascular Bilateral,379
714691,US Extremity Non-Vascular Left,357
714693,US Extremity Non-Vascular Right,357
714695,US Fetal Biophysical Profile w/ Non-Str,339
714697,US Fetal Biophysical Profile w/o N-Str,263.5
714699,US Fetal Doppler Echo,245
714701,US Fetal Doppler Echo Follow Up,245
714703,US Fetal Echo 2D,245
714705,US Fetal Echo Follow Up,245
714707,US Follow Up Study,245
714709,US Gallbladder,358
714711,US Guided Amniocentesis,490.5
714713,US Guided Intraoperative,509
714715,US Guided Needle Placement S&I,482
714717,US Guided Ova Aspiration,490.5
714719,US Guided Pericardiocentesis,490.5
714721,US Head/Neck Soft Tissue,527.5
714723,US Hips Infant Dynamic,421
714725,US Hips Infant Static Limited,350.5
714727,US Hysterosonogram,392.5
714729,US Iliac Vasculature Duplex Comp Bilat,630
714731,US Iliac Vasculature Duplex Left,560
714733,US Iliac Vasculature Duplex Right,560
714735,US Inferior Vena Cava Duplex Complete,630
714737,US Inferior Vena Cava Duplex Limited,560
714739,US Intravascular Initial Vessel,665.5
714741,US Kidney Transplant Bilateral,396.5
714743,US Kidney Transplant Left,350.5
714745,US Kidney Transplant Right,350.5
714747,US LE Arterial Doppler Multi Lvl Bilat,560
714749,US LE Arterial Doppler Single Lvl Bilat,448
714751,US LE Arterial Duplex Bilateral,579
714753,US LE Arterial Duplex Left,340
714755,US LE Arterial Duplex Right,340
714757,US LE Doppler w/ Stress Test,448
714761,US LE Venous Duplex Bilateral,638
714763,US LE Venous Duplex Left,559
714765,US LE Venous Duplex Right,559
714767,US Needle Placement Renal Bilateral,560
714769,US Needle Placement Renal Left,490.5
714771,US Needle Placement Renal Right,490.5
714773,US Paracentesis,506.5
714775,US Parathyroid,490.5
714777,US Parotid,490.5
714779,US Pelvis Non-OB Complete,392.5
714781,US Pelvis Non-OB Limited,364
714789,US Preg Uterus F/u Ea Addl Fetus,176.5
714792,US Preg Uterus W/fetal Anatomy Single Ge,437.5
714795,US Preg Uterus<14 Wks Each Additional Ge,339
714798,US Preg Uterus>14 Week Each Additional G,339
714801,US Pregnancy 1st Trimester,418.5
714803,US Pregnancy After 1st Trimester,418.5
714805,US Pregnancy Complete w/ Detail,368.5
714807,US Pregnancy Follow Up,219.5
714809,US Pregnancy Limited,364
714811,US Pregnancy Transvaginal,406.5
714813,US Prostate Transrectal,392.5
714815,US Prostate Volume,392.5
714817,US Retroperitoneal Complete,380
714819,US Retroperitoneal Limited,364
714821,US Scrotum (Contents),380
714823,US Spinal Canal,396.5
714825,US Thoracentesis,490.5
714827,US Thyroid,490.5
714829,US Transcranial Doppler Complete,630
714831,US Transcranial Doppler Limited,560
714833,US Transvaginal Non-OB,406.5
714835,US UE Arterial Doppler Multi Lvl Bilat,448
714837,US UE Arterial Doppler Single Lvl Bilat,630
714839,US UE Arterial Duplex Bilateral,579
714841,US UE Arterial Duplex Left,393.5
714843,US UE Arterial Duplex Right,393.5
714845,US UE Venous Duplex Bilateral,560
714847,US UE Venous Duplex Left,490.5
714849,US UE Venous Duplex Right,490.5
714853,US Urinary Bladder Ret Scan,104.5
714865,XR AC Joints Bilateral w/ + w/o wts,280.5
714869,XR Abdomen AP,172.5
714871,XR Abdomen Complete w/ Decub/Erect,226
714873,XR Abdomen Series w/ Chest 1 View,305.5
714875,XR Ankle 2 Views Bilateral,225
714877,XR Ankle 2 Views Left,160.5
714879,XR Ankle 2 Views Right,160.5
714881,XR Ankle Complete Bilateral,252
714883,XR Ankle Complete Left,206
714885,XR Ankle Complete Right,206
714889,XR Arthrogram Ankle Bilateral,560
714891,XR Arthrogram Ankle Left,446.5
714893,XR Arthrogram Ankle Right,446.5
714895,XR Arthrogram Elbow Bilateral,560
714897,XR Arthrogram Elbow Left,446.5
714899,XR Arthrogram Elbow Right,446.5
714901,XR Arthrogram Hip Bilateral,560
714903,XR Arthrogram Hip Left,586.5
714905,XR Arthrogram Hip Right,586.5
714909,XR Arthrogram Knee Bilateral,560
714911,XR Arthrogram Knee Left,480
714913,XR Arthrogram Knee Right,480
714915,XR Arthrogram Sacroiliac Joint,446.5
714917,XR Arthrogram Shoulder Bilateral,560
714919,XR Arthrogram Shoulder Left,356.5
714921,XR Arthrogram Shoulder Right,356.5
714923,XR Arthrogram Wrist Bilateral,560
714925,XR Arthrogram Wrist Left,446.5
714927,XR Arthrogram Wrist Right,446.5
714929,XR Barium Enema Complete,401.5
714931,XR Barium Enema Therapeutic,421
714933,XR Barium Enema w/ Air Complete,605.5
714935,XR Bone Age Studies,128
714937,XR Bone Length Studies Scanograms,350.5
714939,XR Bone Survey Complete (Mets),759
714941,XR Bone Survey Infant,323.5
714943,XR Bone Survey Limited (Mets),350.5
714945,XR Calcaneous Bilateral,225
714947,XR Calcaneous Left,157
714949,XR Calcaneous Right,157
714951,XR Chest 1 View Frontal,154.5
714954,XR Chest 1 View KCHD,60
714956,XR Chest 2 Views,246
714958,XR Chest 2 Views w/ Apical Lordotic,259
714960,XR Chest 2 Views w/ Fluoroscopy,252
714962,XR Chest 2 Views w/ Obliques,252
714964,XR Chest Decubitus Bilateral,252
714967,XR Chest Decubitus Left,144.5
714969,XR Chest Decubitus Right,144.5
714971,XR Chest Minimum 4 Views,289
714973,XR Chest Minimum 4 Views w/ Fluoroscopy,308.5
714975,XR Chest Special Views,144.5
714977,XR Cholangiogram OR w/ Existing Catheter,383.5
714979,XR Cholangiogram Perc Transhepatic,515.5
714981,XR Cholangiogram in OR,468
714983,XR Clavicle Bilateral,225
714985,XR Clavicle Left,175
714987,XR Clavicle Right,175
714989,XR Coccyx,225
714993,XR Cystography,459
714995,XR Diskography Cervical,770
714997,XR Diskography Lumbar,770
714999,XR Diskography Thoracic,770
715001,XR Drainage - Abscess or Cyst,1224
715003,XR Drainage Peritoneal,560
715005,XR Drainage Retroperitoneal Abscess,560
715007,XR Elbow 2 Views Bilateral,207.5
715009,XR Elbow 2 Views Left,164.5
715011,XR Elbow 2 Views Right,164.5
715013,XR Elbow Complete Bilateral,225
715015,XR Elbow Complete Left,213.5
715017,XR Elbow Complete Right,213.5
715019,XR Esophagus,312
715021,XR Facial Bones < 3 Views,246.5
715023,XR Facial Bones Minimum 3 Views,377.5
715025,XR Femur Bilateral,280.5
715027,XR Femur Left,224.5
715029,XR Femur Right,224.5
715031,XR Finger 2nd Digit Left,129.5
715033,XR Finger 2nd Digit Right,129.5
715035,XR Finger 3rd Digit Left,129.5
715037,XR Finger 3rd Digit Right,129.5
715039,XR Finger 4th Digit Left,129.5
715041,XR Finger 4th Digit Right,129.5
715043,XR Finger 5th Digit Left,129.5
715045,XR Finger 5th Digit Right,129.5
715047,XR Finger Thumb Left,129.5
715049,XR Finger Thumb Right,129.5
715051,XR Fistula or Sinus Tract Abscess Study,506.5
715053,XR Fluoro Guidance Needle Loc Spine,560
715055,XR Fluoro Guidance Needle Placement,560
715058,Fluoroscopy Over 1 Hour Non-Rad,602
715061,XR Fluoroscopy Up to 1 Hour,331
715062,Fluoroscopy Up to 1 Hour,330
715063,XR Foot 2 Views Bilateral,225
715065,XR Foot 2 Views Left,154.5
715067,XR Foot 2 Views Right,154.5
715069,XR Foot Complete Bilateral,252
715071,XR Foot Complete Left,200.5
715073,XR Foot Complete Right,200.5
715075,XR Forearm 2 Views Bilateral,225
715077,XR Forearm 2 Views Left,170.5
715079,XR Forearm 2 Views Right,170.5
715081,XR Foreign Body Loc Eye Bilateral,225
715083,XR Foreign Body Loc Eye Left,145.5
715085,XR Foreign Body Loc Eye Right,145.5
715087,XR Foreign Body Loc Nose/Rectum Child,164
715089,XR Gastrografin Enema,506.5
715091,XR Gastrografin Swallow,290
715093,XR Hand 2 Views Bilateral,207.5
715095,XR Hand 2 Views Left,154.5
715097,XR Hand 2 Views Right,154.5
715099,XR Hand Complete Bilateral,225
715101,XR Hand Complete Left,207.5
715103,XR Hand Complete Right,207.5
715105,XR Hip 1 View Left,184.5
715107,XR Hip 1 View Right,184.5
715109,XR Hip Bilateral w/Pelvis,343.5
715111,XR Hip Complete Bilateral,280.5
715113,XR Hip Complete Left,232
715115,XR Hip Complete Right,232
715117,XR Hip Operative Bilateral,560
715119,XR Hip Operative Left,566.5
715121,XR Hip Operative Right,566.5
715123,XR Humerus Bilateral,182.5
715125,XR Humerus Left,172.5
715127,XR Humerus Right,172.5
715129,XR Hysterosalpingography,345
715131,XR IVP,505.5
715133,XR Joint Survey Single View,164
715135,XR Knee 1 or 2 Views Bilateral,196.5
715137,XR Knee 1 or 2 Views Left,157
715139,XR Knee 1 or 2 Views Right,157
715141,XR Knee 3 Views Bilateral,252
715143,XR Knee 3 Views Left,237
715145,XR Knee 3 Views Right,237
715147,XR Knee Complete Bilateral,280.5
715149,XR Knee Complete Left,232
715151,XR Knee Complete Right,232
715153,XR Knee Standing AP Bilateral,196.5
715155,XR Larynogram,135
715157,XR Lower Extremity Infant Bilateral,252
715159,XR Lower Extremity Infant Left,211.5
715161,XR Lower Extremity Infant Right,211.5
715163,XR Mandible Complete Minimum 4 Views,359.5
715165,XR Mandible Partial Less Than 4 Views,224.5
715167,XR Manual Stress Application to Joint,127
715169,XR Mastoids < 3 Views Bilateral,421
715171,XR Mastoids < 3 Views Left,350.5
715173,XR Mastoids < 3 Views Right,350.5
715175,XR Mastoids Complete Bilateral,422
715177,XR Mastoids Complete Left,392
715179,XR Mastoids Complete Right,392
715181,XR Myelography Cervical Spine,770
715183,XR Myelography Lumbosacral,770
715185,XR Myelography Spine 2 or More Areas,849
715187,XR Myelography Thoracic Spine,770
715189,XR Nasal Bones Minimum 3 Views,226
715191,XR Neck Soft Tissue,160.5
715193,XR Optic Foramina Left,211
715195,XR Optic Foramina Right,145.5
715197,XR Orbits Complete Bilateral,318.5
715199,XR Orbits Complete Left,211.5
715201,XR Orbits Complete Right,211.5
715203,XR Pacemaker Insertion,1286.5
715207,XR Pelvimetry,169
715209,XR Pelvis + Hips Infant/Child,204
715211,XR Pelvis 1 or 2 Views,184.5
715213,XR Pelvis Complete Minimum 3 Views,217.5
715215,XR Pharynx or Cervical Esophagus,290
715217,XR Pharynx or Larynx w/ Fluroscopy,290
715219,XR Placement Of Gastro Tube,567
715222,XR Pre Employ Lumbar Spine,154.5
715225,XR Ribs 2 Views Left,246.5
715227,XR Ribs 2 Views Right,246.5
715229,XR Ribs 3 Views Bilateral,332
715231,XR Ribs w/ PA Chest Bilateral,387
715233,XR Ribs w/ PA Chest Left,340
715235,XR Ribs w/ PA Chest Right,340
715239,XR Sacroiliac Joints 1 or 2 Views,171.5
715241,XR Sacroiliac Joints Minimum 3 Views,293
715243,XR Sacrum,222
715245,XR Sacrum/Coccyx Minimum 2 Views,238
715247,XR Scapula Bilateral,225
715249,XR Scapula Left,224.5
715251,XR Scapula Right,224.5
715253,XR Sella Turcica,297.5
715257,XR Shoulder 1 View Left,160.5
715259,XR Shoulder 1 View Right,160.5
715261,XR Shoulder Complete Bilateral,280.5
715263,XR Shoulder Complete Left,224.5
715265,XR Shoulder Complete Right,224.5
715267,XR Shuntogram Non-Vascular,470.5
715269,XR Sialogram,448
715271,XR Sinuses Paranasal < 3 Views,158.5
715273,XR Sinuses Paranasal Complete,346
715275,XR Skull < 4 Views,224.5
715277,XR Skull Complete,395.5
715279,XR Small Bowel via Enteroclysis Tube,433
715281,XR Small Bowel w/ Serial Films,466
715283,XR Speech Evaluation Dyname Pharyngeal,280.5
715285,XR Spine 1 View Cervical,135
715287,XR Spine 1 View Lumbar,135
715289,XR Spine 1 View Thoracic,135
715291,XR Spine Cervical 2 or 3 Views,224.5
715293,XR Spine Cervical Comp w/ Obliques,350.5
715295,XR Spine Cervical Cross-Table Lateral,135
715297,XR Spine Cervical Minimum 4 Views,350.5
715299,XR Spine Cervical w/ Flext and/or Ext,406.5
715301,XR Spine Entire Survey AP/Lat,553.5
715303,XR Spine Lumbosacral 2 or 3 Views,246.5
715305,XR Spine Lumbosacral Bending Only,228.5
715307,XR Spine Lumbosacral Complete w/ Bending,509.5
715309,XR Spine Lumbosacral Minimum 4 Views,474
715311,XR Spine Scoliosis Study Standing,228.5
715313,XR Spine Scoliosis Supine + Standing,230
715315,XR Spine Single View Specify Level,145.5
715317,XR Spine Thoracic 2 Views,246.5
715319,XR Spine Thoracic 3 Views,228.5
715321,XR Spine Thoracic Minimum 4 Views,421
715323,XR Spine Thoracolumbar 2 Views,246.5
715325,XR Sternoclavicular Joint(s),138
715327,XR Sternum Minimum 2 Views,224.5
715329,XR Swallowing Function w/ Video,226
715331,XR TMJ Open and Closed Bilateral,359.5
715333,XR TMJ Open and Closed Left,196.5
715335,XR TMJ Open and Closed Right,196.5
715337,XR Tibia/Fibula Bilateral,196.5
715339,XR Tibia/Fibula Left,172.5
715341,XR Tibia/Fibula Right,172.5
715343,XR Toes 2nd Digit Left,172.5
715345,XR Toes 2nd Digit Right,172.5
715347,XR Toes 3rd Digit Left,172.5
715349,XR Toes 3rd Digit Right,172.5
715351,XR Toes 4th Digit Left,172.5
715353,XR Toes 4th Digit Right,172.5
715355,XR Toes 5th Digit Left,172.5
715357,XR Toes 5th Digit Right,172.5
715359,XR Toes Great Left,172.5
715361,XR Toes Great Right,172.5
715368,XR Upper Extremity Infant Bilateral,252
715370,XR Upper Extremity Infant Left,211.5
715372,XR Upper Extremity Infant Right,211.5
715374,XR Upper GI,421
715376,XR Upper GI + KUB,490.5
715378,XR Upper GI w/ Air Contrast,518
715380,XR Upper GI w/ Air Contrast + KUB,553.5
715382,XR Upper GI w/ Air w/ Small Bowel,605.5
715384,XR Upper GI w/ Gastrografin,456.5
715386,XR Upper GI w/ Small Bowel,562.5
715388,XR Upper GI w/ Small Bowel Gastrografin,562.5
715390,XR Urethrocystography Retrograde,327.5
715392,XR Urethrocystography Voiding,503.5
715394,XR Urography Retrograde,474
715396,XR IVP w/ Tomography,725.5
715402,XR Venogram Lower Extremity Bilateral,1304
715404,XR Venogram Lower Extremity Left,1117.5
715406,XR Venogram Lower Extremity Right,1117.5
715408,XR Venogram Upper Extremity Bilateral,1119
715410,XR Venogram Upper Extremity Left,1039
715412,XR Venogram Upper Extremity Right,1039
715416,XR Wrist 2 Views Bilateral,196.5
715418,XR Wrist 2 Views Left,154.5
715420,XR Wrist 2 Views Right,154.5
715422,XR Wrist Complete Bilateral,252
715424,XR Wrist Complete Left,213.5
715426,XR Wrist Complete Right,213.5
715689,Pathology Billing Cytopath Smears Any Source Preparation,63
715690,Pathology Billing Bone Marrow Consult,322.5
719704,Cardiac Monitor-Charge,49
719706,Bronchoscopy Kit,178.5
719708,Abduction Splint Shoulder,2095
719712,Biopsy Vagina Simple,444
721701,Injection Of Meds,130.5
721980,For 30-74 Minutes-Critical Care Services Evaluation And Treatment,497.5
721981,For Each Additional 30 Minutes-Critical CareServices Evaluation And Treatment,250
721983,Speaking Valve Aqua Vent-Charge,360.5
721994,Cystotome Irrigation,28
723786,Abbocath 16 Gauge,17.5
723788,Abbocath 16 Gauge X 5 1/2 inch,24
723789,Abbocath 18 Gauge X 1 1/4 inch,17.5
723790,Abbocath 18 Gauge X 2 inch,17.5
723791,Abbocath 20 Gauge,17.5
723792,Abbocath 22 Gauge,17.5
723793,Abbocath 24 Gauge X 3/4 inch,21
723794,Abduction Pillow,301.5
723795,Genesys HTA Kit,3125
723796,Accelerator Recip. Handpiece,365
723797,Accessory Kit Oasis,248
723798,Ace Bandage 2 Inch,7.5
723799,Ace Bandage 3 Inch,11.5
723800,Ace Bandage 4 Inch,12.5
723801,Ace Bandage 6 Inch,16.5
723802,Ace Bandage Elastic 3inch Latex Free,22.5
723803,Ace Bandage Elastic 4 inch Latex Free,28.5
723804,Ace Bandage Elastic 6 inch Latex Free,37.5
723805,Ace Wrap Sterile Dbl Lng 6 Inch,115.5
723806,Acetabular Shell Cup,2097
723807,Acromioplasty Electrode Kit,381.5
723808,Adapter Angelwing 23G Luer,15
723918,CT Additional Slices >21,488
723919,CT Additional Slices 11-20,468
723920,CT Biopsy Gun,80.5
723921,CT Liver Biopsy Needle Percu,61.5
723922,CT Biopsy Tray,80.5
723923,CT Guidance For Needle Biopsy,674
723924,Aft Hrs Surchg/Cat Scan,195
723925,Non Ionic Contrast up to149mg/ml,195
723926,Non Ionic Contrast 150 -199 mg/ml,2.5
723927,Non Ionic Contrast 200-249 mg/ml,2.5
723928,Non Ionic Contrast 250-299 mg/ml,2.5
723929,CT Duplication,154.5
723930,CT Biopsy Abd Mass Percu Needle,61.5
723931,CT Cor/Sag/Obg/3D Reconstruction,484.5
723932,Ionic Contrast up to149mg/ml,215.5
723933,Ionic Contrast 150-199 mg/ml,2.5
723934,Ionic Contrast 200-249 mg/ml,2.5
723935,Ionic Contrast 250-299 mg/ml,2.5
723936,EH Doppler Pw Cw Spec Display,783
723937,Doppler Echo Interpret & Report,196.5
723938,Echo Doppler Color Flow,261
723939,Echocardiogram Interpretation,196.5
723940,Mammo Localization Needle/Wire,88.5
723941,Needle Localization/Biopsy,396.5
723942,Surgical Specimen Radiography,200.5
723943,Gadolinium Based MRI Contrast,427.5
723944,Aft Hrs Surchg/Nuc. Med.,160.5
723945,Injection For Sentinel Node,738.5
723946,Inject Of Radiopharm By Physician,139.5
723947,Stat Delivery Isotope,126
723948,124 I Sodium Iodide 200Mci Ca,319
723949,"Gallium Ga-67 Citrate, Dx, PER MCI",123.5
723950,Kinevac,250
723951,Tc 99M Cardiolite,792.5
723952,Tc 99M Disofenin/Hepa Ea Addl Mci,46.5
723953,Tc 99M Disofenin/Hepa Up To 8 Mci,223
723954,Tc99M Dtpa Up To 25Mci,223
723955,Tc 99M Hdp Ea Addl Mci,9
723956,Tc 99M Hdp Up To 30Mci,194.5
723957,Tc 99M Mag 3 Up To 15Mci,575.5
723958,Tc 99M Pertechnetate Up To 10 Mci,167.5
723959,Tc 99M Pertechnetate Ea Addl Mci,19.5
723960,Tc 99M Pulmolite Up To 10 Mci,250
723961,Tc 99M Source Ea,39.5
723962,Tc 99M Sulfer Colloid Filtered 2 Mci,224.5
723963,Tc 99M Sulfer Colloid Up To 5Mci,199.5
723964,Tc 99M Sulfer Colloid Ea Addl Mci,42
723965,Ultratag Rbc Kit,279.5
723966,Gen Auto Data Complex Manipulex,345
723967,Gen Auto Data Under 30 Min,230
723968,Myocard Perf E/Ejection Fraction,390.5
723969,Myocard Perf W/Wall Motion Multi S & R,410.5
723970,Gastrografin,52
723971,Hypaque Contrast 250ml,398.5
723972,Copies/Duplication,25.5
723973,Placement Of Enteroclysis,567
723974,Aft Hrs Surghg/X-Ray,96.5
723976,Biopsy Tray,104.5
723977,Hysterosalpinogram Tray,171
723978,Lumbar Puncture Tray,184.5
723979,Aft Hrs Surghg/Ultrasound,154.5
723980,Nephrostomy Tray,830.5
723981,Chiba Needle,54.5
723982,MA Preop Needl Loc Ea Add Lesi,293
723983,Adapter Dble Malell,17.5
723985,MA Preop Needl Loc Wire Breast,585.5
723986,Adapter Laparascopic,295
723988,MA Preop SurNeedle/wire Breast,1027
723989,Adapter Lfsd Connector 19,22
723990,Adapter Lfsd Extension Un,25.5
723991,Adapter Luer Lock,7
723992,Adapter Straight Set,33.5
723993,Adapter Urolock,130
723994,Adaptic 3X16,14.5
723995,Adaptic 3X3,7.5
723996,Adaptic 3X8,17.5
723997,Adjustable Knee Joint,174
723998,Ae Stockings Lg Long,61.5
723999,Ae Stockings Lg Reg,61.5
724000,Ae Stockings Lg Shrt,61.5
724001,Ae Stockings Md Long,61.5
724002,Ae Stockings Md Reg,61.5
724003,Ae Stockings Md Shrt,61.5
724004,Ae Stockings Sm Long,61.5
724005,Ae Stockings Sm Reg,61.5
724006,Ae Stockings Sm Shrt,63
724007,Aerosol Sclerosol Intrapleural,623
724008,Air Express Mattress,297
724009,Airway 100mm Red,15
724010,Airway 50 Blue,15
724011,Airway 60 mm Blk,15
724012,Airway 70 mm Wht,15
724013,Airway 80 mm Grn,15
724014,Airway 90 mm Yel,15
724015,Airway Adult Large 100 mm Lf,17.5
724016,Airway Adult Medium 90 mm Lf,17.5
724017,Airway Adult Small 80 mm Lf,17.5
724018,Airway Device Er Nutrake,780
724019,Airway Infant 50 mm Lf,17.5
724020,Airway Ovassapian 85Mm,61.5
724021,Airways,15
724022,Alloderm 4X12,4691
724023,Allograft Fibular Stick 3,1308.5
724024,Alloderm 4X16,6051.5
724025,Amnihook,23.5
724026,Amniocentesis Tray,66
724027,Anastomotic Dilator 25Mm,716.5
724028,Anastomotic Tts 20Mm 60Fr,1075
724029,Anderson Tube,69
724030,Angiocath 14G,24
724031,Angiocath 16G,24
724032,Angiocath 18G,24
724033,Angiocath 20G,24
724034,Apnea Monitor Supply,37
