EAP,EAP Description, Avg Chg 
76001644,HC REPAIR ENTROPION EXCISION TARSAL WEDGE, 2258.00 
76001645,HC SUTR WND EYELID/MARGIN/TARSUS/CONJUNC PRTL THICK, 2349.00 
76001646,HC SUTR WND EYELID/MARGIN/TARSUS/CONJUNC FULL THICK, 2349.00 
76001647,HC REMOVAL EMBEDDED FOREIGN BODY EYELID, 296.00 
76001648,HC EXCISION & REPAIR EYELID > ONE-FOURTH LID MARGIN, 2336.00 
76001649,HC EXCISION & REPAIR EYELID ONE-FOURTH LID MARGIN, 2336.00 
76001650,HC BIOPSY CONJUNCTIVA, 1037.00 
76001651,HC EXCISION LESION CONJUNCTIVA </1 CM, 1927.00 
76001652,HC EXCISION LESION CONJUNCTIVA > 1 CM, 2259.00 
76001653,HC DESTRUCTION LESION CONJUNCTIVA, 1037.00 
76001654,HC INCISION DRAINAGE LACRIMAL SAC, 2336.00 
76001655,HC SNIP INCISION LACRIMAL PUNCTUM, 916.00 
76001656,HC RMVL FB/DACRYOLITH LACRIMAL PASSAGES, 1623.00 
76001657,HC CLSR LACRIMAL PUNCTUM PLUG EACH, 415.00 
76001658,HC PROBE NASOLACRIMAL DUCT W/WO IRRIGATION, 415.00 
76001659,HC PROBE LACRIMAL CANALICULI W/WO IRRIGATION, 296.00 
76001660,HC DRAINAGE EXTERNAL EAR ABSCESS/HEMATOMA SIMPLE, 260.00 
76001661,HC DRAINAGE EXTERNAL EAR ABSCESS/HEMATOMA CMPLX, 2114.00 
76001662,HC DRAINAGE EXTERNAL AUDITORY CANAL ABSCESS, 260.00 
76001663,HC BIOPSY EXTERNAL EAR, 916.00 
76001664,HC EXCISION EXTERNAL EAR PARTIAL SIMPLE REPAIR, 1787.00 
76001665,HC EXCISION SOFT TIS LES EXTERNAL AUDITORY CANAL, 1623.00 
76001666,HC RMVL FB XTRNL AUDITORY CANAL W/O ANES, 87.00 
76001668,HC RMVL IMPACTED CERUMEN SPX UNILATERAL, 85.00 
76001669,HC OTOPLASTY PROTRUDING EAR W/WO SIZE RDCTJ, 3012.00 
76001670,HC MYRINGOTOMY ASPIR&/EUSTACHIAN TUBE NFLTJ, 423.00 
76001671,HC TYMPANOSTOMY LOCAL/TOPICAL ANESTHESIA, 879.00 
76001672,HC MICROSURG TQS REQ USE OPERATING MICROSCOPE, 297.00 
98300415,HCPR SPINAL PUNCTURE LUMBAR DIAGNOSTIC, 530.00 
98300465,HCPR CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL, 679.00 
98300484,HCPR RMVL FB XTRNL AUDITORY CANAL W/O ANES, 371.00 
98300485,HCPR RMVL IMPACTED CERUMEN SPX UNILATERAL, 212.00 
30000003,HC COLLECTION VENOUS BLOOD VENIPUNCTURE, 5.00 
30000008,HC ELECTROLYTE PANEL, 113.00 
30000010,HC HEPATIC FUNCTION PANEL, 236.00 
30000011,HC DRUG SCR QUAL MLT DRUG CLASSES CHROM EA PX, 144.00 
30000021,HC DRUG SCREEN QUALITATIVE CYCLOSPORINE, 170.00 
30000035,HC DRUG SCREEN QUALITATIVE SIROLIMUS, 149.00 
30000036,HC DRUG SCREEN QUALITATIVE TACROLIMUS, 32.00 
30000111,HC CELL COUNT MISCELLANEOUS BODY FLUIDS, 109.00 
30000158,HC HANDLG&/OR CONVEY OF SPEC FOR TR FROM PT TO LAB, 115.00 
30000171,HC BASIC METABOLIC PANEL CALCIUM TOTAL, 315.00 
30000172,HC COMPREHENSIVE METABOLIC PANEL, 488.00 
30000173,HC LIPID PANEL, 241.00 
30000185,HC DRUG SCREEN QUALITATIVE LITHIUM, 149.00 
30000192,HC ASSAY OF VANCOMYCIN, 204.00 
30000274,HC KETONE BODIES SERUM QUALITATIVE, 98.00 
30000281,HC ALBUMIN SERUM PLASMA/WHOLE BLOOD, 25.00 
30000291,HC ALPHA-1-ANTITRYPSIN TOTAL, 196.00 
30000293,HC ALPHA-FETOPROTEIN SERUM, 156.00 
30000315,HC ANGIOTENSIN I-CONVERTING ENZYME, 189.00 
30000318,HC ASSAY OF ASCORBIC ACID BLOOD, 208.00 
30000321,HC BETA-2 MICROGLOBULIN, 123.00 
30000324,HC BILIRUBIN TOTAL, 24.00 
30000325,HC BILIRUBIN DIRECT, 63.00 
30000328,HC BLOOD OCCULT PEROXIDASE ACTV QUAL FECES 1 DETER, 67.00 
30000334,HC 25 HYDROXY INCLUDES FRACTIONS IF PERFORMED, 759.00 
30000335,HC CALCITONIN, 482.00 
30000336,HC CALCIUM TOTAL, 58.00 
30000339,HC CALCIUM URINE QUANTITATIVE TIMED SPECIMEN, 108.00 
30000345,HC CARBON DIOXIDE BICARBONATE, 26.00 
30000348,HC CARCINOEMBRYONIC ANTIGEN CEA, 152.00 
30000349,HC CARNITINE QUANTITATIVE EACH SPECIMEN, 350.00 
30000352,HC CATECHOLAMINES BLOOD, 159.00 
30000353,HC CATECHOLAMINES FRACTIONATED, 161.00 
30000355,HC CERULOPLASMIN, 152.00 
30000356,HC CHEMILUMINESCENT ASSAY, 182.00 
30000359,HC CHLORIDE BLD, 24.00 
30000360,HC CHLORIDE URINE, 90.00 
30000364,HC CHOLESTEROL SERUM/WHOLE BLOOD TOTAL, 26.00 
30000372,HC CHROMATOGRAPHY QUAN COLUMN 1 ANALYTE NES, 60.00 
30000380,HC ASSAY OF COPPER, 236.00 
30000383,HC CORTISOL TOTAL, 144.00 
30000389,HC CREATINE KINASE TOTAL, 98.00 
30000393,HC CREATININE BLOOD, 58.00 
30000394,HC CREATININE OTHER SOURCE, 90.00 
30000398,HC CRYOGLOBULIN QUALITATIVE/SEMI-QUANTITATIVE, 96.00 
30000400,HC CYANOCOBALAMIN VITAMIN B-12, 220.00 
30000408,HC ASSAY OF DIBUCAINE NUMBER, 217.00 
30000412,HC 1 25 DIHYDROXY INCLUDES FRACTIONS IF PERFORMED, 295.00 
30000423,HC ASSAY OF ESTROGENS FRACTIONATED, 978.00 
30000434,HC VERY LONG CHAIN FATTY ACIDS, 400.00 
30000435,HC ASSAY OF FERRITIN, 149.00 
30000440,HC ASSAY OF FOLIC ACID SERUM, 196.00 
30000441,HC ASSAY OF FOLIC ACID RBC, 181.00 
30000447,HC ASSAY OF GAMMAGLOBULIN IGA IGD IGG IGM EACH, 113.00 
30000449,HC ASSAY OF GAMMAGLOBULIN IGE, 149.00 
30000450,HC GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES, 358.00 
30000453,HC BLOOD GASES ANY COMBINATION PH PCO2 PO2 CO2 HCO3, 686.00 
30000461,HC GLUCOSE BODY FLUID OTHER THAN BLOOD, 40.00 
30000463,HC GLUCOSE QUANTITATIVE BLOOD XCPT REAGENT STRIP, 40.00 
30000470,HC GLUC-6-PHOSPHATE DEHYDROGENASE QUANTITATIVE, 123.00 
30000472,HC GLUC BLD GLUC MNTR DEV CLEARED FDA SPEC HOME USE, 35.00 
30000476,HC ASSAY OF GLUTAMYLTRASE GAMMA, 25.00 
30000483,HC ASSAY OF GROWTH HORMONE HUMAN, 138.00 
30000486,HC ASSAY OF HAPTOGLOBIN QUANTITATIVE, 178.00 
30000492,HC HEMOGLOBIN FRACTJ/QUANTJ ELECTROPHORESIS, 226.00 
30000497,HC HEMOGLOBIN GLYCOSYLATED A1C, 136.00 
30000513,HC ASSAY OF HOMOCYSTEINE, 182.00 
30000514,HC ASSAY OF HOMOVANILLIC ACID, 171.00 
30000524,HC IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY, 347.00 
30000526,HC IMMUNOASSAY ANALYTE QUANTITATIVE NOS, 57.00 
30000531,HC ASSAY OF IRON, 24.00 
30000532,HC IRON BINDING CAPACITY, 136.00 
30000538,HC LACTATE DEHYDROGENASE LDH, 66.00 
30000545,HC ASSAY OF LEAD, 171.00 
30000559,HC LIPOPROTEIN DIR MEAS HIGH DENSITY CHOLESTEROL, 135.00 
30000561,HC LIPOPROTEIN DIRECT MEASUREMENT LDL CHOLESTEROL, 64.00 
30000563,HC ASSAY OF MAGNESIUM, 149.00 
30000572,HC METANEPHRINES, 84.00 
30000576,HC MICROFLUIDIC ANALYSIS TEAR OSMOLARITY, 33.00 
30000584,HC ASSAY OF NEPHELOMETRY EACH ANALYTE NES, 186.00 
30000589,HC OLIGOCLONAL IMMUNE, 344.00 
30000590,HC ORGANIC ACIDS TOTAL QUANTITATIVE EACH SPECIMEN, 105.00 
30000594,HC ASSAY OF OSMOLALITY BLOOD, 220.00 
30000600,HC ASSAY OF PARATHORMONE, 447.00 
30000613,HC ASSAY OF PHOSPHATASE ALKALINE, 25.00 
30000619,HC ASSAY OF PHOSPHORUS INORGANIC, 24.00 
30000625,HC PORPHYRINS URINE QUANTITATION & FRACTIONATION, 184.00 
30000628,HC POTASSIUM SERUM PLASMA/WHOLE BLOOD, 47.00 
30000629,HC POTASSIUM URINE, 72.00 
30000630,HC PREALBUMIN, 66.00 
30000636,HC PROCALCITONIN (PCT), 280.00 
30000637,HC ASSAY OF PROLACTIN, 388.00 
30000640,HC ASSAY OF PROSTATE SPECIFIC ANTIGEN COMPLEXED, 103.00 
30000643,HC PROTEIN XCPT REFRACTOMETRY SERUM PLASMA/WHL BLD, 26.00 
30000645,HC PROTEIN TOTAL XCPT REFRACTOMETRY URINE, 59.00 
30000646,HC PROTEIN TOTAL XCPT REFRACTOMETRY OTH SRC, 25.00 
30000659,HC ASSAY OF PYRIDOXAL PHOSPHATE, 482.00 
30000666,HC RECEPTOR ASSAY NON-ENDOCRINE SPECIFY RECEPTOR, 287.00 
30000669,HC ASSAY OF SELENIUM, 169.00 
30000674,HC SODIUM SERUM PLASMA OR WHOLE BLOOD, 25.00 
30000675,HC ASSAY OF URINE SODIUM, 72.00 
30000679,HC SPECTROPHOTOMETRY ANALYT NOT ELSEWHERE SPECIFIED, 196.00 
30000681,HC SPECIFIC GRAVITY EXCEPT URINE, 8.00 
30000691,HC ASSAY OF TESTOSTERONE TOTAL, 16.00 
30000693,HC ASSAY OF THIAMINE-VITAMIN B-1, 90.00 
30000697,HC ASSAY OF THYROXINE TOTAL, 100.00 
30000699,HC ASSAY OF FREE THYROXINE, 108.00 
30000700,HC ASSAY OF THYROXINE BINDING GLOBULIN, 244.00 
30000701,HC ASSAY OF THYROID STIMULATING HORMONE TSH, 186.00 
30000702,HC THYROID STIMULATING IMMUNE GLOBULINS TSI, 174.00 
30000703,HC ASSAY OF TOCOPHEROL ALPHA VITAMIN E, 262.00 
30000705,HC TRANSFERASE ASPARTATE AMINO AST SGOT, 25.00 
30000706,HC TRANSFERASE ALANINE AMINO ALT SGPT, 51.00 
30000707,HC ASSAY OF L7383TRANSFERRIN, 190.00 
30000708,HC ASSAY OF TRIGLYCERIDES, 81.00 
30000710,HC THYROID HORM UPTK/THYROID HORMONE BINDING RATIO, 100.00 
30000711,HC ASSAY OF TRIIODOTHYRONINE T3 TOTAL TT3, 86.00 
30000714,HC ASSAY OF TROPONIN QUANTITATIVE, 225.00 
30000721,HC ASSAY OF UREA NITROGEN QUANTITATIVE, 42.00 
30000725,HC ASSAY OF BLOOD/URIC ACID, 24.00 
30000734,HC ASSAY OF VITAMIN A, 214.00 
30000741,HC GONADOTROPIN CHORIONIC QUANTITATIVE, 59.00 
30000743,HC GONADOTROPIN CHORIONIC QUALITATIVE, 156.00 
30000760,HC HLA CLASS I TYPING LOW RESOLUTION COMPLETE, 835.00 
30000761,HC HLA CLASS I TYPING LOW RESOLUTION ONE LOCUS EACH, 132.00 
30000764,HC HLA CLASS II TYPING LOW RESOLUTION ONE LOCUS EA, 696.00 
30000768,HC HLA CLASS I TYPING HIGH RESOLUTION ONE LOCUS EA, 263.00 
30000770,HC HLA CLASS II TYPING HIGH RESOLUTION ONE LOCUS EA, 123.00 
30000772,HC AGGLUTININS FEBRILE EACH ANTIGEN, 129.00 
30000775,HC ALLERGEN SPECIFIC IGE QUAN/SEMIQUAN EA ALLERGEN, 59.00 
30000783,HC ANTINUCLEAR ANTIBODIES ANA, 171.00 
30000784,HC ANTINUCLEAR ANTIBODIES ANA TITER, 179.00 
30000785,HC ANTISTREPTOLYSIN O TITER, 86.00 
30000787,HC C-REACTIVE PROTEIN, 93.00 
30000788,HC C-REACTIVE PROTEIN HIGH SENSITIVITY, 186.00 
30000791,HC CARDIOLIPIN ANTIBODY EACH IG CLASS, 119.00 
30000793,HC ANTI-PHOSPHATIDYLSERINE ANTIBODY, 115.00 
30000798,HC COMPLEMENT ANTIGEN EACH COMPONENT, 152.00 
30000799,HC COMPLEMENT FUNCTIONAL ACTIVITY EACH COMPONENT, 293.00 
30000800,HC COMPLEMENT TOTAL HEMOLYTIC, 203.00 
30000804,HC CYCLIC CITRULLINATED PEPTIDE ANTIBODY, 250.00 
30000805,HC DEOXYRIBONUCLEASE ANTIBODY, 182.00 
30000807,HC DNA ANTIBODY SINGLE STRANDED, 162.00 
30000808,HC EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD, 368.00 
30000822,HC HETEROPHILE ANTIBODIES SCREEN, 136.00 
30000827,HC IMMUNOASSAY INFECTIOUS AGENT ANTIBODY QUAN NOS, 187.00 
30000856,HC MICROSOMAL ANTIBODIES EACH, 83.00 
30000867,HC RHEUMATOID FACTOR QUANTITATIVE, 66.00 
30000869,HC TB CELL MEDIATED ANTIGN RESPNSE GAMMA INTERFERON, 314.00 
30000870,HC TB ANTIGEN RESPONSE GAMMA INTERFERON T-CELL SUSP, 138.00 
30000877,HC SYPHILIS TEST NON TREPONEMAL ANTIBODY QUAL, 79.00 
30000880,HC ANTIBODY ADENOVIRUS, 431.00 
30000885,HC ANTIBODY BARTONELLA, 66.00 
30000887,HC ANTIBODY BLASTOMYCES, 75.00 
30000889,HC ANTIBODY BORDETELLA, 125.00 
30000891,HC ANTIBODY BORRELIA BURGDORFERI CONFIRMATORY TST, 221.00 
30000896,HC ANTIBODY BRUCELLA, 79.00 
30000901,HC ANTIBODY CHLAMYDIA, 223.00 
30000903,HC ANTIBODY CHLAMYDIA IGM, 223.00 
30000907,HC ANTIBODY COXIELLA BURNETII Q FEVER, 108.00 
30000910,HC ANTIBODY CYTOMEGALOVIRUS CMV, 129.00 
30000912,HC ANTIBODY CYTOMEGALOVIRUS CMV IGM, 129.00 
30000913,HC ANTIBODY DIPHTHERIA, 98.00 
30000922,HC ANTIBODY ENTEROVIRUS, 34.00 
30000924,HC ANTIBODY EPSTEIN-BARR EB VIRUS EARLY ANTIGEN EA, 70.00 
30000925,HC ANTIBODY EPSTEIN-BARR EB VIRUS NUCLEAR AG EBNA, 70.00 
30000927,HC ANTIBODY EPSTEIN-BARR EB VIRUS VIRAL CAPSID VCA, 66.00 
30000929,HC ANTIBODY EHRLICHIA, 242.00 
30000938,HC ANTIBODY HAEMOPHILUS INFLUENZA, 412.00 
30000946,HC ANTIBODY HERPES SMPLX TYPE 1, 254.00 
30000952,HC ANTIBODY HIV-1, 220.00 
30000953,HC ANTIBODY HIV-2, 44.00 
30000954,HC ANTIBODY HIV-1&HIV-2 SINGLE RESULT, 33.00 
30000955,HC HEPATITIS B CORE ANTIBODY HBCAB TOTAL, 188.00 
30000957,HC HEPATITIS B SURF ANTIBODY HBSAB, 67.00 
30000959,HC HEPATITIS ANTIBODY HAAB TOTAL, 64.00 
30000960,HC HEPATITIS ANTIBODY HAAB IGM ANTIBODY, 73.00 
30000961,HC ANTIBODY INFLUENZA VIRUS, 103.00 
30000963,HC ANTIBODY LEGIONELLA, 286.00 
30000973,HC ANTIBODY MUMPS, 73.00 
30000975,HC ANTIBODY MYCOPLSM, 67.00 
30000980,HC ANTIBODY PARVOVIRUS, 39.00 
30000984,HC ANTIBODY PROTOZOA NES, 122.00 
30000988,HC ANTIBODY RICKETTSIA, 242.00 
30000991,HC ANTIBODY RUBELLA, 186.00 
30000993,HC ANTIBODY RUBEOLA, 186.00 
30000998,HC ANTIBODY TETANUS, 119.00 
30000999,HC ANTIBODY TOXOPLASMA, 245.00 
30001001,HC ANTIBODY TOXOPLASMA IGM, 125.00 
30001005,HC ANTIBODY VARICELLA-ZOSTER, 171.00 
30001009,HC ANTIBODY VIRUS NOT ELSEWHERE SPECIFIFED, 103.00 
30001013,HC THYROGLOBULIN ANTIBODY, 314.00 
30001014,HC HEPATITIS C ANTIBODY, 171.00 
30001020,HC HLA TYPING A/B/C SINGLE ANTIGEN, 120.00 
30001031,HC BLOOD COUNT SMEAR MCRSCP W/MNL DIFRNTL WBC COUNT, 49.00 
30001035,HC BLOOD COUNT HEMATOCRIT, 22.00 
30001036,HC BLOOD COUNT HEMOGLOBIN, 22.00 
30001037,HC BLOOD COUNT COMPLETE AUTO&AUTO DIFRNTL WBC, 82.00 
30001038,HC BLOOD COUNT COMPLETE AUTOMATED, 98.00 
30001041,HC BLOOD COUNT RETICULOCYTE MANUAL, 82.00 
30001044,HC BLOOD COUNT LEUKOCYTE WBC AUTOMATED, 96.00 
30001045,HC BLOOD COUNT PLATELET AUTOMATED, 26.00 
30001055,HC CLOTTING FACTOR VIII AHG 1 STAGE, 366.00 
30001058,HC CLOTTING FACTOR VIII VW FACTOR RISTOCETIN COFACT, 403.00 
30001059,HC CLOTTING FACTOR VIII VW FACTOR ANTIGEN, 942.00 
30001071,HC CLOTTING INHIBITORS ANTITHROMBIN III ACTIVITY, 310.00 
30001088,HC FIBRIN DGRADJ PRODUCTS D-DIMER QUANTITATIVE, 109.00 
30001111,HC MURAMIDASE, 229.00 
30001118,HC PROTHROMBIN TIME, 52.00 
30001121,HC RUSSELL VIPER VENOM TIME DILUTED, 60.00 
30001124,HC SEDIMENTATION RATE RBC AUTOMATED, 52.00 
30001126,HC THROMBIN TIME PLASMA, 300.00 
30001129,HC THROMBOPLASTIN TIME PARTIAL PLASMA/WHOLE BLOOD, 52.00 
30001138,HC CONCENTRATION INFECTIOUS AGENTS, 40.00 
30001140,HC CULTURE BACTERIAL BLOOD AEROBIC W/ID ISOLATES, 156.00 
30001142,HC CUL BACT STOOL AEROBIC ADDL PATHOGENS&ID EA, 263.00 
30001144,HC CUL BACT XCPT URINE BLOOD/STOOL AEROBIC ISOL, 125.00 
30001147,HC CULTURE BACTERIAL ANY SOURCE ANAEROBIC ISO&ID, 127.00 
30001148,HC CUL BACT ANAEROBIC ADDL METHS DEFINITIVE EA ISOL, 135.00 
30001149,HC CUL BACT ANAEROBIC ADDL METHS DEFINITIVE EA ISOL (91), 135.00 
30001150,HC CUL BACT AEROBIC ADDL METHS DEFINITIVE EA ISOL, 135.00 
30001151,HC CUL BACT AEROBIC ADDL METHS DEFINITIVE EA ISOL (91), 135.00 
30001152,HC CUL PRSMPTV PTHGNC ORGANISM SCRN W/COLONY ESTIMJ, 104.00 
30001154,HC CULTURE BACTERIAL QUANTTATIVE COLONY COUNT URINE, 156.00 
30001157,HC CULTURE FNGI MOLD/YEAST PRSMPTV OTH XCPT BLOOD, 194.00 
30001159,HC CULTURE FUNGI DEFINITIVE ID EACH ORGANISM YEAST, 92.00 
30001161,HC CULTURE FUNGI DEFINITIVE ID EACH ORGANISM MOLD, 311.00 
30001163,HC CULTURE MYCOPLASMA ANY SOURCE, 42.00 
30001166,HC CULTURE TUBERCLE/OTH ACID-FAST BACILLI ANY ISOL, 40.00 
30001170,HC CULTURE TYPING IMMUNOLOGIC OTH/THN IMMUNOFLUORES, 156.00 
30001179,HC MACROSCOPIC EXAMINATION PARASITE, 361.00 
30001182,HC OVA&PARASITES DIRECT SMEARS CONCENTRATION&, 141.00 
30001186,HC SUSCEPTIBLTY STDY ANTIMICRBIAL MICRO/AGAR DILUTJ, 208.00 
30001187,HC SUSCEPTIBLTY STDY ANTMCRB MICRO/AGAR DILUTJ EA, 84.00 
30001188,HC SC STD ANTMCRB AGT MACROBROTH DIL METH EA AGT, 262.00 
30001192,HC SMR PRIM SRC GRAM/GIEMSA STAIN BCT FUNGI/CELL, 100.00 
30001193,HC SMR PRIM SRC FLUORESCENT&/AFS BCT FNGI PARASIT, 198.00 
30001198,HC TOXIN/ANTITOXIN ASSAY TISSUE CULTURE, 193.00 
30001200,HC VIRUS TISS CUL INOCULATION CYTOPATHIC EFFECT, 371.00 
30001204,HC VIRUS CENTRIFUGE ENHNCD ID IMFLUOR STAIN EA, 34.00 
30001205,HC VIRUS ID NON-IMMUNOLOGIC OTH/THN CYTOPATHIC, 72.00 
30001210,HC IAADI CHLAMYDIA TRACHOMATIS, 115.00 
30001224,HC IAADI TREPONEMA PALLIDUM, 156.00 
30001230,HC IAAD EIA ADENOVIRUS ENTERIC TYP 40/41, 72.00 
30001234,HC IAAD EIA CRYPTOCOCCUS NEOFORMANS, 47.00 
30001241,HC IAAD EIA HPYLORI STOOL, 146.00 
30001243,HC IAAD EIA HEPATITIS B SURFACE ANTIGEN, 178.00 
30001247,HC IAAD EIA HISTOPLASM CAPSULATUM, 149.00 
30001249,HC IAAD EIA HIV-1, 260.00 
30001257,HC IAAD EIA MULT STEP METHOD NOS EACH ORGANISM, 238.00 
30001280,HC IADNA CYTOMEGALOVIRUS AMPLIFIED PROBE TQ, 418.00 
30001281,HC IADNA CYTOMEGALOVIRUS QUANTIFICATION, 562.00 
30001294,HC IADNA HEPATITIS C AMPLIFIED PROBE&REVRSE TRANSCR, 270.00 
30001295,HC IADNA HEPATITIS C QUANT & REVERSE TRANSCRIPTION, 482.00 
30001302,HC IADNA HERPES SOMPLX VIRUS QUANTIFICATION, 545.00 
30001309,HC IADNA HIV-1 QUANT & REVERSE TRANSCRIPTION, 570.00 
30001320,HC IADNA MYCOBACTERIA TUBERCULOSIS AMP PRB, 308.00 
30001333,HC IADNA PAPILLOMAVIRUS HUMAN AMPLIFIED PROBE TQ, 33.00 
30001343,HC IADNA NOS DIRECT PROBE TQ EACH ORGANISM, 314.00 
30001350,HC IAADIADOO INFLUENZA, 75.00 
30001374,HC URNLS DIP STICK/TABLET REAGENT AUTO MICROSCOPY, 30.00 
30001376,HC URNLS DIP STICK/TABLET RGNT AUTO W/O MICROSCOPY, 10.00 
30001379,HC URINALYSIS MICROSCOPIC ONLY, 32.00 
30001381,HC URINE PREGNANCY TEST VISUAL COLOR CMPRSN METHS, 79.00 
30001382,HC VOLUME MEASUREMENT TIMED COLLECTION EACH, 30.00 
31000003,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 2, 530.00 
31000005,HC MOLECULAR PATHOLOGY PROCEDURE LEVEL 4, 530.00 
31000028,HC SPECIAL STAIN I&R HISTOCHEMICAL W/FROZEN TISSU, 199.00 
31000034,HC PATHOLOGY CONSULTATION DURING SURGERY, 126.00 
31000035,HC PATH CONSLTJ SURG EA ADDL BLK FROZEN SECTION, 159.00 
31000156,HC SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT, 87.00 
31000157,HC PATH CONSLTJ SURG 1ST BLK FROZEN SCTJ 1 SPEC, 481.00 
32000001,HC RADIOLOGIC EXAMINATION EYE DETECT FOREIGN BODY (RT), 522.00 
32000002,HC RADIOLOGIC EXAMINATION EYE DETECT FOREIGN BODY (LT), 522.00 
32000003,HC RADIOLOGIC EXAMINATION EYE DETECT FOREIGN BODY, 522.00 
32000005,HC RADIOLOG EXAM MANDIBLE COMPL MINIMUM 4 VIEWS, 564.00 
32000006,HC RADIOLOGIC EXAM MASTOIDS < 3 VIEWS PER SIDE, 302.00 
32000007,HC RADEX MASTOIDS COMPL MINIMUM 3 VIEWS PR SIDE, 426.00 
32000010,HC RADEX INTERNAL AUDITORY MEATI COMPLETE, 119.00 
32000011,HC RADEX FACIAL BONES < 3 VIEWS, 114.00 
32000013,HC RADEX NASAL BONES COMPLETE MINIMUM 3 VIEWS, 570.00 
32000014,HC DACRYOCSTOGRAPY NASOLACRIMAL DUCT RS&I (RT), 1115.00 
32000015,HC DACRYOCSTOGRAPY NASOLACRIMAL DUCT RS&I (LT), 1115.00 
32000016,HC DACRYOCSTOGRAPY NASOLACRIMAL DUCT RS&I, 1115.00 
32000019,HC RADEX OPTIC FORAMINA, 116.00 
32000022,HC RADEX ORBITS COMPLETE MINIMUM 4 VIEWS, 479.00 
32000025,HC RADEX SINUSES PARANASAL <3 VIEWS, 215.00 
32000028,HC RADEX SINUSES PARANASAL COMPL MINIMUM 3 VIEWS, 644.00 
32000030,HC RADIOLOGIC EXAMINATION SKULL 4/> VIEWS, 479.00 
32000031,HC RADIOLOGIC EXAM SKULL COMPLETE MINIMUM 4 VIEWS, 793.00 
32000039,HC RADIOLOGIC EXAMINATION NECK SOFT TISSUE, 396.00 
32000040,HC RADEX PHARYNX/LARX W/FLUOR&/MAGNIFICATION TQ, 310.00 
32000041,HC CPLX DYNAMIC PHARYNGEAL&SP EVAL C/V REC, 1378.00 
32000043,HC RADIOLOGIC EXAMINATION SALIVARY GLAND CALCULUS, 114.00 
32000044,HC SIALOGRAPY RS&I, 756.00 
32000055,HC RADEX SPINE 1 VIEW SPECIFY LEVEL, 119.00 
32000056,HC RADEX SPINE CERVICAL 3 VIEWS OR LESS, 522.00 
32000057,HC RADEX SPINE CERVICAL 4 OR 5 VIEWS, 837.00 
32000060,HC RADEX SPINE THORACIC 2 VIEWS, 116.00 
32000065,HC RADEX SPINE LUMBOSACRAL 2/3 VIEWS, 116.00 
32000069,HC RADIOLOGIC EXAMINATION PELVIS 1/2 VIEWS, 114.00 
32000088,HC RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS (RT), 479.00 
32000089,HC RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS (LT), 479.00 
32000090,HC RADEX SHOULDER COMPLETE MINIMUM 2 VIEWS, 479.00 
32000103,HC RADEX ELBOW COMPLETE MINIMUM 3 VIEWS, 117.00 
32000108,HC RADEX FOREARM 2 VIEWS (LT), 465.00 
32000109,HC RADEX FOREARM 2 VIEWS, 465.00 
32000119,HC RADEX WRIST COMPLETE MINIMUM 3 VIEWS, 115.00 
32000128,HC RADEX HAND MINIMUM 3 VIEWS, 480.00 
32000135,HC RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS (RT), 451.00 
32000136,HC RADEX HIP UNILATERAL COMPLETE MINIMUM 2 VIEWS (LT), 451.00 
32000154,HC RADIOLOGIC EXAMINATION KNEE 1/2 VIEWS, 114.00 
32000165,HC RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS (RT), 479.00 
32000166,HC RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS (LT), 479.00 
32000167,HC RADIOLOGIC EXAMINATION TIBIA & FIBULA 2 VIEWS, 479.00 
32000174,HC RADIOLOGIC EXAMINATION ANKLE 2 VIEWS, 115.00 
32000176,HC RADEX ANKLE COMPLETE MINIMUM 3 VIEWS (LT), 553.00 
32000177,HC RADEX ANKLE COMPLETE MINIMUM 3 VIEWS, 553.00 
32000186,HC RADEX FOOT COMPLETE MINIMUM 3 VIEWS, 115.00 
32000193,HC RADEX ABDOMEN 1 ANTEROPOSTERIOR VIEW, 473.00 
32000195,HC RADEX ABDOMEN COMPL W/DCBTS&/ERC VIEWS, 553.00 
32000196,HC RADEX ABD COMPL AQT ABD W/S/E/D VIEWS 1 VIEW CH, 183.00 
32000198,HC RADEX ESOPHAGUS, 1395.00 
32000199,HC SWALLOWING FUNCJ W/CINERADIOGRAPY/VIDRADIOG, 1395.00 
32000202,HC RADEX GI TRACT UPR W/SM INT W/MULT SERIAL FLMS, 299.00 
32000220,HC INTRO LONG GI TUBE W/MULT FLUORO&FILMS RS&, 158.00 
32000255,HC 3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION, 278.00 
32000274,HC RADIOLOGIC EXAMINATION OSSEOUS SURVEY LIMITED, 325.00 
32000338,HC ANGIOGRAPHY ADRENAL BILATERAL SLCTV RS&I, 5208.00 
