Description, Price 
US INFANT HIPS, $441.00 
US GUIDE PERICARDIOCENTIS S&I, $644.00 
US GUIDANCE FOR VASCULAR ACESS- IR, $636.00 
US GUIDE PICC LINE- US, $384.00 
U/S GUIDE FOR NDL LOC- IR, $855.72 
US GUIDE ASPIRATION- US, $700.00 
US F/U LTD STUDY, $308.00 
US GUIDE OPERATING ROOM, $656.00 
FLUOR GUID CENTRAL VENOUS DVC PLACEMENT, $830.00 
FLUORO GUID FOR NEEDLE PLACEMENT- IR, $858.02 
FLUORO GUID FOR NEEDLE PLACEMENT- Radiology, $600.00 
FLUORO GUIDE SPINE INJ, $870.00 
CT GUIDANCE," $2,046.50 "
CT GUIDE FOR TISSUE ABLATION," $1,836.32 "
MAMMOGRAM SCREEN BILAT, $186.00 
MAMMO DIAG UNILATERAL INC CAD, $220.00 
DX MAMMO INCLUDING CAD BILATERAL, $295.00 
MAMMO IMPLANTS BIL SCREENING DIRECT DIGI, $295.00 
MAMMOGRAM SPECIAL INCLUDES CAD, $150.00 
BONE AGE, $268.61 
SCANOGRAM BONE LENGTH, $350.00 
BONE SURVEY COMPLETE, $684.75 
DEXA, $450.73 
NM THYROID UPTAKE & SCAN SINGLE, $634.90 
NM THRYROID UPTAKE AND SCAN MULTI, $743.40 
NM PARATHYROID SCAN, $707.00 
NM LYMPH/SENTINEL NODE STUDY, $875.00 
HEPATOBILIARY W PHARM," $1,019.90 "
NM GASTRIC EMPTY, $893.90 
NM ABDOMINAL BLOOD POOL, $819.00 
NM MECKLES DIVERTICULUM, $716.80 
NM BONE SCAN LTD ONE AREA, $661.50 
NM BONE SCAN WHOLE BODY," $1,007.30 "
NM BONE SCAN 3 PHASE," $1,063.30 "
NM BONE SPECT," $1,054.20 "
HT MUSCLE IMAGE SPECT SING," $2,800.00 "
NM CARDIAC PERFUSION IMAGING REST/STRESS," $2,510.90 "
NM CARDIAC EF, $436.10 
NM LUNG SCAN VENT/PERFUSION," $1,033.20 "
NM SHUNT EVALUATION," $1,015.00 "
NM RENAL & FLOW & FUNCTION, $982.80 
RADIOPHARMACEUTICAL THERAPY," $1,372.00 "
CHEM 8 PANEL, $80.50 
GEN HEALTH PANEL, $168.70 
ELECTROLYTE PANEL, $48.30 
CHEM 14 PANEL, $105.00 
LIPID PROFILE, $72.80 
RENAL PANEL, $102.03 
HEPATITIS ACUTE PANEL, $201.28 
HEPATIC/LIVER PROFILE, $75.25 
PRENATAL-COMPREHENSIVE, $248.00 
TEGRETOL, $81.55 
CYCLOSPORINE, $99.40 
DIGOXIN, $67.90 
VALPROIC ACID/DEPAKENE, $78.40 
ZARONTIN, $65.16 
EVEROLIMUS, $148.00 
GENTAMICIN PEAK, $85.48 
GENTAMICIN TROUGH, $85.48 
LITHIUM, $45.50 
PHENOBARBITOL, $75.60 
DILANTIN, $77.00 
MYSOLINE/PRIMIDONE, $52.50 
RAPAMYCIN (SIROLMUS), $107.91 
PROGRAF/TACROLIMUS/FK506, $103.68 
THEOPHYLLINE, $70.35 
TOPIRAMATE, $65.66 
VANCOMYCIN PEAK, $88.91 
VANCOMYCIN TROUGH, $88.91 
AMIODARONE, $64.40 
AZITHROMYCIN, $100.56 
LACOSAMIDE, $135.00 
LAMOTRIGINE, $66.72 
LEVETIRACETAM, $64.40 
MYCOPHENOLIC ACID, $115.50 
ZONISAMIDE, $64.40 
DRUG SCREEN UMBILICAL CORD, $200.15 
NICOTINE URINE, $25.00 
NICOTINE URINE BMH, $25.00 
DRUG SCREEN A URINE RANDOM, $48.93 
DRUG SCREEN CONFIRMATION SEND OUT, $30.00 
DRUG SCREEN ER  NO CHAIN OF CUSTODY, $95.17 
DRUG SCREEN MECONIUM, $140.11 
"DRUG SCREEN, SERUM \", $23.27 
"Drug Abuse 8 Profile , Urine", $71.83 
"DRUG SCREEN 10, SERUM", $120.00 
ETOH, $96.60 
NICOTINE AND METABOLITE, $137.52 
DIHYDROTESTOSTERONE DHT, $208.42 
ACETAMINOPHEN ASSAY, $166.80 
SALICYLATE, $88.25 
IMIPRAMINE, $76.50 
PALIPERIDONE, $117.45 
LAB PATHOLOGY CONSULTATION, $27.00 
URINALYSIS, $57.66 
URINE REDUCING SUBSTANCE, $59.97 
PREGNANCY URINE QUALITATIVE, $72.54 
URINE 24 HR, $24.16 
"EOSINOPHIL, URINE QUAL.", $35.42 
BCR/ABL GENE REARRANGEMENT, $395.00 
BCR/ABL GENE REARRANGEMENT RT-PCR, $162.09 
TIER 1 MOLECULAR PATHOLOGY PROCEDURE, $117.26 
BRAF GENE-Lung, $425.00 
CYSTIC FIBROSIS PROFILE, $290.00 
EGFR GENE COM VARIANTS," $3,831.00 "
PROTHROMBIN G20210A, $217.10 
FACTOR V LEIDEN ANALYSIS, $208.62 
HEMOCHROMOTOSIS DNA MUTATION, $309.90 
HEREDITARY HEMOCHROMOCYTOSIS MUTATION, $258.25 
IGVH MUTATIONAL ANALYSIS, $625.00 
JAK 2 LEVEL GENE MUTATION, $560.00 
JAK2 GENE, $525.00 
KRAS GENE," $1,210.00 "
KRAS GENE ADDL VARIANTS," $1,210.00 "
METHYLENETETRAHYDROFOLATE REDUCTASE, $410.24 
MICROSATELLITE INSTABILITY ANALYSIS, $642.00 
NRAS GENE VARIANTS EXON 2&3," $1,210.00 "
APL (PML-RAR) QUANT, $424.00 
HLA  DQB1 LOW RESOLUTION TYPING, $180.00 
HLA  II TYPE AG., $180.00 
HLA-B 5701 TYPING, $400.00 
HLA II TYPING ALLELE FOR CELIAC DISEASE, $210.00 
APO E CARDIOVASCULAR RISK, $307.69 
HUNTINGTON DISEASE MUTATION ANALYSIS, $316.25 
MPL, $694.00 
MOPATH PROCEDURE LEVEL 4, $140.00 
MOPATH PROCEDURE LEVEL 7, $785.00 
"informaSeq Prenatal Test With X,Y"," $1,144.00 "
"MaterniT21 Plus Core, No Gender", $885.00 
LUNG MOLECULAR PROFILE," $2,100.00 "
MYLOID MOLECULAR PROFILE," $2,289.00 "
"CALRETICULIN (CALR) , MUTATION ANALYSIS", $500.71 
SEQUENTIAL 1, $90.00 
ACETONE QUAL, $62.40 
ACTH, $240.00 
ALBUMIN, $32.40 
MICRO ALBUMIN TIMED, $73.20 
MICRO ALBUMIN URINE RANDOM, $73.20 
ETOH BREATH ANALYZER, $53.46 
ALDOLASE, $76.63 
ALDOSTERONE / RENIN ACTIVITY RATIO, $259.20 
ALDOSTERONE SERUM, $199.36 
URINE ALDOSTERONE, $199.36 
ALPHA 1 ANTI-TRYPSIN, $176.40 
ALPHA-FETO PROTEIN, $126.00 
ALPHA-FETO PROTEIN MATERNAL SCREEN, $126.00 
AMMONIA INHOUSE, $125.52 
AMYLASE, $91.20 
ANGIOTENSIN CONVERT, $109.20 
APOLIPOPROTEIN A, $70.56 
APOLIPOPROTEIN B, $70.56 
ARSENIC, $125.00 
VITAMIN C, $82.80 
BETA 2 MICROGLOBULIN, $156.31 
BILIRUBIN TOTAL, $48.00 
BILIRUBIN DIRECT, $49.20 
OCCULT BLOOD, $33.12 
OCCULT BLOOD SCREEN x3, $61.20 
GASTROCCULT, $44.94 
FECAL OCCULT BLOOD, $68.00 
VITAMIN D 25 HYDROXY, $162.00 
CALCITONIN, $155.52 
CALCIUM, $46.80 
CALCIUM IONIZED, $90.00 
URINE CALCIUM 24HR, $61.20 
URINE CALCIUM RANDOM, $55.20 
STONE ANALYSIS, $118.80 
CARBON MONOXIDE, $97.20 
CARBOXYHEMOGLOBIN, $27.91 
"CEA, PERITONEAL FLUID", $156.00 
URINE CATECHOLAMINES, $180.00 
CERULOPLASMIN, $85.20 
URINE CHLORIDE 24 HR, $54.00 
URINE CHLORIDE RANDOM, $54.00 
CHOLESTEROL, $40.80 
URINE CITRATE, $117.60 
N-TELOPEPTIDE, $200.62 
N-TELOPEPTIDE X-LINKS RANDOM URINE, $200.62 
COPPER, $85.64 
"URINE COPPER, 24 HR.", $85.64 
"CORTISOL, SALIVA", $99.00 
URINE CORTISOL FREE 24 HR., $122.69 
CORTISOL AM, $140.40 
CORTISOL POST, $140.40 
COENZYM E Q10, $208.80 
COENZYME Q10, $165.36 
"EPINEPHRINE, PLASMA", $180.00 
"FRACTIONATED PORPHYRINS, PLASMA", $166.67 
"NOREPINEPHRINE, PLASMA", $180.00 
OMEGA-3 & 6 FATTY ACIDS, $216.00 
"porphyrins, plasma", $210.00 
CK TOTAL, $68.40 
CK ISOENZYMES, $111.90 
CK-MB, $126.30 
CREATININE, $48.00 
URINE CREATININE (SPOT), $55.20 
URINE CREATININE 24 HR, $55.20 
CREATININE CLEARANCE, $138.00 
CRYOFIBRINOGEN, $186.08 
CRYOGLOBULIN, $125.00 
VITAMIN B12, $108.76 
CYSTATIN C, $132.60 
DHEA (SULFATE), $127.40 
11-DEOXYCORTISOL, $140.00 
"VITAMIN D 1,25 DIHYDROXY", $317.51 
"ELASTASE,PANCREATIC STOOL", $354.00 
THIOPURINEMETHYLTRANSFERASE LEVEL, $237.00 
LIPOPROTEIN ELECTROPHOREIS, $163.20 
ERYTHROPOIETIN, $167.75 
ESTRADIOL, $198.00 
ESTROGEN, $152.50 
ESTRIOL TTP, $103.20 
ESTRONE, $174.10 
FECAL FAT 72 HR, $128.40 
FERRITIN, $110.40 
FETAL FIBRONECTIN, $407.00 
FOLIC ACID, $103.50 
IMMUNOGLOBULIN A, $84.59 
IMMUNOGLOBULIN D, $84.59 
IMMUNOGLOBULIN G, $90.49 
IMMUNOGLOBULIN M, $84.59 
IMMUNOGLOBULIN E, $117.60 
IgG SUBCLASSES, $76.80 
IMMUNOGLOBULIN G SUBCLASS 4, $80.00 
PH VENOUS, $72.00 
CORD BLOOD GAS, $199.92 
GASTRIN SERUM, $121.99 
BODY FLUID GLUCOSE, $55.20 
CSF GLUCOSE, $37.20 
GLUCOSE FASTING, $37.20 
GLUCOSE NON FASTING, $37.20 
POC GLUCOSE, $37.20 
ONE TOUCH GLUCOSE-SUR, $37.20 
GLUCOSE TOLERANCE 1 HR, $54.00 
GLUCOSE FASTING-I, $37.20 
GLUCOSE FASTING-P, $110.40 
GLUCOSE 1 1/2 HR-I, $36.00 
GLUCOSE 1 HR-P, $36.00 
GLUCOSE 2 HR-P, $36.00 
GLUCOSE EA ADD SPECIMEN, $34.80 
GLUOCSE 2 HR-I, $36.00 
GGT, $49.80 
FRUCTOSAMINE, $77.93 
FSH, $133.87 
LUTEINIZING HORMONE (LH), $126.72 
GROWTH HORMONE, $110.56 
HAPTOGLOBIN, $94.80 
H. PYLORI BREATH TEST, $144.75 
COBALT, $162.00 
HEMOGLOBIN ELECTROPHORESIS, $104.40 
FETAL CELL QUANT. KLEINHAUER-BETKE, $92.77 
HBA1C, $79.68 
METHEMOGLOBIN, $62.27 
SULFHEMOGLOBIN, $29.00 
"HEMOSIDERIN STAIN, URINE", $60.00 
HISTAMINE, $188.20 
HOMOCYSTENE, $75.00 
HYDROXYINDOLEACETIC ACID URINE, $106.75 
"PROGESTERONE, 17HYDROXY", $108.02 
ANTI-MULLERIAN HORMONE, $200.40 
ANTI-RIBOSOMAL ANTIBODY, $73.70 
GLIADIN DEAMIDATED, $147.60 
Immunoassay analyte Qual/Semiqual Multi, $60.00 
SIGNAL RECOGNITION PARTICLE (SRP) AB., $168.00 
TTG IGA, $104.40 
TTG IGG, $104.40 
ACETYLCHOLINE RECEPTER BINDING AB., $260.40 
GAD Ab, $180.00 
GHRELIN TOTAL, $292.48 
IGF BINDING PROTEIN-1, $187.20 
IGF-BP3, $154.21 
PTH-RELATED PROTEIN, $269.41 
THYROTROPIN BINDING INHIBIT IMMUJNOGLOBU, $230.00 
TRYPSINOGEN SERUM, $157.20 
ADIPONECTIN, $222.75 
Anti-Neuronal P Antibodies, $78.85 
CYCLIC CITRULLINATED PEPTIDE CCP, $130.92 
ENDOMYSIAL ANTIBODY, $122.88 
"GLIADIN Ab IgG, IgA", $93.13 
Immunoassay analyte Quantitative NOS, $45.22 
Immunoassay analyte Quantitative NOS, $78.85 
INHIBIN B TUMOR MARKER, $195.71 
INTERLEUKIN 6, $135.00 
LIPOPROTEIN A, $122.88 
TRYPTASE, $152.40 
VON WILLEBRAND FACTOR ACTIVITY, $150.00 
VON WILLEBRAND FACTOR COLLAGEN ASSAY, $150.00 
INSULIN, $88.80 
INSULIN 1 1/2 HR-I, $72.00 
INSULIN 1 HR-I, $72.00 
INSULIN 1/2 HR-I, $72.00 
INSULIN 2 HR-I, $72.00 
IRON, $63.60 
TIBC, $75.60 
LACTIC ACID, $106.80 
LDH, $51.60 
WBC (STOOL) LACTOFERIN, $72.59 
LEAD WHOLE BLOOD, $102.61 
LEAD WHOLE BLOOD OSHA, $82.61 
LIPASE, $94.56 
CARDIO IQ LIPOPROTEIN FRACTIONATION, $116.60 
HDL CHOLESTEROL, $63.83 
"LDL DIRECT,SEND OUT", $68.40 
MAGNESIUM, $67.20 
URINE MAGNESIUM 24 HR, $67.20 
10-HYDROXYCARBAZEPINE, $153.60 
"BILE ACIDS, FRACTIONAED AND TOTAL, PREG", $154.80 
CLOZAPINE, $115.43 
"IODINE, SERUM/PLASMA", $132.62 
"IODINE, URINE", $132.62 
TPMT ACTIVITY, $278.40 
MERCURY, $115.00 
"METANEPHRINES, PLASMA", $251.44 
URINE METANEPHRINES 24HR, $157.20 
MYELIN BASIC PROTEIN, $117.60 
MYOGLOBIN, $129.60 
BNP, $200.60 
"Kappa/Lambda Light Chains, Free", $172.27 
NEPHELOMETRY, $50.00 
THIOPURINEMETHYLTRANSFERASE LEVEL, $348.00 
OLIGOCLONAL BANDS, $108.00 
METHYLMALONIC ACID (MMA), $212.22 
OSMOLALITY, $111.60 
URINE OSMOLALITY, $79.20 
URINE OXALATE, $85.14 
PTH-INTACT, $240.00 
CALPROTECTIN STOOL, $256.80 
ALKALINE PHOS BONE SPECIFIC, $92.54 
ALKALINE PHOSPHATASE, $49.20 
ALKALINE PHOS. ISO, $102.00 
PHOSPHORUS, $48.00 
URINE PHOPHORUS 24 HR, $48.00 
AMNISURE, $196.20 
POTASSIUM, $44.40 
URINE POTASSIUM RANDOM, $55.20 
URINE POTASSIUM-24HR, $55.20 
PRE-ALBUMIN, $97.20 
PREGNENOLONE, $133.04 
PROGESTERONE, $128.28 
PRO-CALCITONIN, $330.00 
PROLACTIN, $154.80 
PSA, $90.00 
PSA FREE, $111.83 
BODY FLUID PROTEIN, $59.72 
PROTEIN TOTAL SERUM, $43.20 
URINE PROTEIN (SPOT), $59.72 
URINE PROTEIN 24 HR., $61.00 
CSF PROTEIN, $61.37 
"FIRST TRIMESTER SCREEN, NUCHAL TRANSLUCE", $100.00 
INTEGRATED 1, $98.00 
PROTEIN ELECTRO (SERUM), $103.61 
URINE PROTEIN ELECT. RANDOM SAMPLE, $103.61 
URINE PROTEIN ELECTROPHOREIS 24 HR., $93.60 
PROTEIN ELECTOPHORECTIC FRAC, $96.00 
PROINSULIN, $268.14 
VITAMIN B6, $250.86 
THYROTROPIN-BINDING INHIBITORY IMMUNOG, $74.18 
ACETYLCHOLINE RECEPTER BLOCKING AB., $260.40 
ACETYLCHOLINE RECEPTER MODULATING AB., $260.40 
RENIN ACTIVITY, $135.78 
VITAMIN B2 (RIBOFLAVIN), $198.00 
SELENIUM, $172.00 
SEROTONIN SERUM, $163.20 
SEX HORMONE BINDING GLOBULIN, $100.08 
SODIUM, $33.60 
URINE SODIUM 24HR, $55.15 
URINE SODIUM RANDOM, $55.15 
IGF-I, $156.00 
"ADENOSINE DEAMINASE, PLEURAL FLUID", $148.00 
BETA-D GLUCAN ASSAY, $330.00 
TESTOSTERONE, $153.60 
VITAMIN B1 / THIAMINE, $129.78 
THYROGLOBULIN QUANT., $123.60 
T4 ONLY, $81.58 
FREE T4, $93.48 
THYROXINE BINDING GLOBULIN, $136.25 
TSH, $132.00 
THYROID STIMULATING IMMUNGLOBULIN, $185.53 
AST, $50.40 
ALT, $51.60 
TRANSFERRIN, $96.58 
TRIGLYCERIDES, $46.80 
TRIGLYCERIDES, $51.60 
T3 UPTAKE, $77.40 
T3 TOTAL, $128.40 
T3 FREE, $118.80 
T3 REVERSE, $180.00 
TROPONIN I, $140.70 
TROPONIN T, $143.37 
BUN, $43.20 
"UREA NITROGEN, URINE 24 HR.", $54.00 
URIC ACID, $50.40 
"URINE URIC ACID, 24 HR.", $67.20 
URINE VMA 24 HR, $116.40 
VASOACTIVE INTESTINAL POLYPEPTIDE, $159.60 
ANTIDIURETIC HORMONE, $163.20 
VITAMIN A, $130.80 
NIACIN, $234.00 
VITAMIN NOT OTHERWISE SPECIFIED, $150.00 
VITAMIN K, $280.80 
ZINC, $85.20 
"ZINC, RBC", $85.20 
C-PEPTIDE, $130.90 
HCG MATERNAL4, $147.60 
HCG QUANTITATIVE SERUM/PLASMA, $147.60 
"PREGNANCY, SERUM QUALITATIVE", $94.50 
STOOL OSMOLALITY, $144.00 
BLEEDING TIME, $80.00 
EOSINOPHIL COUNT, $40.00 
MAN DIFF CBC REFLEX, $32.00 
HEMATOCRIT, $28.00 
HEMOGLOBIN, $27.50 
AUTO DIFF CBC, $72.75 
RETIC COUNT, $46.00 
WBC COUNT, $29.00 
PLATELET COUNT, $44.00 
BLOOD SMEAR INTERP, $100.00 
BONE MARROW INTERP, $160.00 
"FACTOR VIII, ACTIVITY", $162.00 
VON WILLEBRAND FACTOR ANTIGEN, $207.56 
Von Willebrand Factor Multimers, $207.00 
FACTOR IX, $189.00 
ANTITHROMBIN III ACTIVITY, $134.00 
Antithrombin Antigen, $109.00 
PROTEIN C ACTIVITY, $173.00 
PROTEIN S ANTIGEN, $187.00 
PROTEIN SAG AND FREE, $187.00 
PROTEIN S ACTIVITY, $184.00 
Activated Protein C Resistance, $79.00 
ACTIVATED CLOT TIME, $108.00 
D-DIMER, $122.84 
FIBRINOGEN, $81.00 
VON WILLEBRAND FACTOR PROTEASE ACTIVITY, $240.00 
FETAL SCREEN, $163.00 
HEPARIN LOW MOLECULAR WEIGHT (Xa INHIBIT, $166.75 
LYSOZYME, $91.25 
ASPIRIN PLATELET AGGREGATION, $150.00 
P2Y12 PLATELET AGGREGATION, $150.00 
PLATELET FUNCTION, $165.96 
PT, $43.00 
Dilute Russell Viper Venom Time, $81.75 
ESR WESTERGREN, $39.00 
SICKLE CELL SCREEN, $68.00 
LUPUS ANTICOAGULANT SCREEN, $124.80 
PTT, $21.00 
THROMBOPLASTIN TIME PARTIAL, $41.00 
"VISCOSITY, SERUM", $81.00 
ALLERGEN ANIMAL PANEL #12, $31.45 
ALLERGEN EGG, $52.79 
ALLERGEN EGG YOLK (F75) IgE, $28.08 
ALLERGEN MILK IGE, $31.23 
ALLERGEN NUT PANEL #17, $28.08 
ALLERGEN PEANUT IgE, $49.28 
ALLERGEN SEAFOOD PANEL #18, $31.45 
ALLERGEN WHEAT IGE, $52.79 
"ALLERGEN, EACH", $38.84 
ALLERGY MAIZE/CORN IGE, $33.70 
Dermatophagoides farinae, $34.00 
Dermatophagoides microceras, $34.00 
Dermatophagoides pteronyssinus, $34.00 
NEUTROPHIL-ASSOICIATED ANTIBODIES, $143.31 
PROTEINASE 3 ANTIBODY, $123.60 
HEPARIN-INDUCED PLATELET ANTIBODY, $202.80 
PLATELET ANTIBODIES, $235.26 
PLATELET ANTIBODY, $41.00 
ANA A/REFLEX, $101.90 
CENTROMERE ANTIBODY, $153.22 
ASO SCREEN, $70.45 
TRANSFUSION REACTION, $173.61 
"CRP HIGH SENSITIVITY, BMH", $101.90 
BETA-2-GLYCOPROTEIN ANTIBODY EACH, $109.76 
CARDIOLIPIN ANTIBODIES, $125.24 
"PHOSPHATIDYLSERINE AB. (IGG, IGM, IGA)", $148.57 
COLD AGGLUTININS, $65.00 
"C1 ESTERASE INHIBTOR, PROTEIN", $111.90 
COMPLEMENT C1Q, $105.57 
COMPLEMENT C3, $105.57 
COMPLEMENT C4, $105.57 
COMPLEMENT TOTAL, $135.91 
"DNA, NATIVE DOUBLE STANDED", $110.58 
"DNA,SINGLE STANDED", $139.44 
ANTI-RNP ANTIBODY, $110.71 
ANTI-SMOOTH ANTIBODY, $110.71 
CHROMATIN ANTIBODY, $98.56 
ENA  EXTRACTABLE NUCLEAR ANTIGEN, $199.94 
JO-1 ANTIBODY, $110.71 
MI-2 AUTOANTIBODIES, $157.94 
SCLERODERMA ANTIBODIES, $110.71 
"SJOGRENS ANTIBODIES (SS-A,SS-B)", $110.71 
ADRENAL ANTIBODY SCREEN WITH REFLEX, $111.60 
ANCA, $205.17 
ANTI-GBM, $148.46 
LIVER/KIDNEY MICROSOME AB. IGG, $132.55 
MITOCHONDRIAL ANTIBODIES, $148.46 
PARIETAL CELL ANTIBODY, $148.46 
Smith and Sm/RNP ANTIBODIES, $223.93 
SMOOTH MUSCLE ANTIBODIES, $148.46 
STRIATED MUSCLE ANTIBODY, $126.06 
CA 19-9, $155.99 
MONO SCREEN, $74.22 
CA 15-3, $133.78 
CA ANTIGEN 27.29, $133.78 
CA-125, $149.22 
CHROMOGRANIN A, $193.93 
IMMUNOASSAY FOR INFECTIOUS AGENT QUAN, $39.20 
BETA 2 TRANSFERRIN, $241.17 
"IMMUNOFIXATION, SERUM", $176.13 
"IMMUNOFIXATION, URINE RANDOM", $157.26 
kappa/lamda light chain, $120.19 
INHIBIN A, $194.61 
INHIBIN A MATERNAL SCREEN, $91.84 
INSULIN AUTOANTIBODY, $179.72 
INTRINSIC FACTOR, $132.90 
IA-2 ANTIBODY, $260.42 
ISLET CELL Ab, $159.37 
CD4/CD8 T CELL COUNT, $197.98 
CD4 HELPER T-CELL, $120.00 
THYROID PEROXIDASE AB., $83.12 
THYROID PEROXIDASE AB., $93.09 
CRYPTOCCUS AG (CSF), $110.76 
STREP PNEUMONIAE ANTIGEN, $113.22 
RA, $64.16 
RA TITER, $69.19 
Rheumatoid Factor Quant, $49.16 
QUANTIFERON TB BLOOD, $327.10 
PPD/TB SKIN TEST, $47.17 
RPR SEROLOGY, $54.34 
ANTINOMYCES ANTIBODY, $61.00 
ASPERGILLUS ANTIBODIES IGE, $73.14 
ASPERGILLUS FUMIGATUS IgG ANTIBODIY, $100.00 
BACTERIUM ANTIBODY, $25.00 
BARTONELLA SPECIES, $56.16 
Bordetella pertusis Antibodies, $54.00 
LYME ANTIBODY IGG, $117.00 
LYME ANTIBODY IGM, $134.61 
CANDIDA ALBICANS IgG, $60.00 
CHLAMYDIA ANTIBODIES, $66.62 
CHLAMYDIA PNEUMONIAE ANTIBODIES, $22.40 
CHLAMYDIA IGM, $73.28 
CHLAMYDIA PNEUMONIAE ANTIBODIES, $22.40 
COCCIDIOIDES ANTIBODY CF, $123.91 
CMV AB IgG, $117.24 
CMV IGG LC, $58.00 
CMV IGM, $127.06 
DIPHTHERIA ANTIBODY, $68.99 
COXSACKIE VIRUS  ANTIBODY, $44.80 
EPSTEIN-BARR AB PANEL IGG IGM, $313.10 
"EPSTEIN-BARR VIRUS NUCLEAR ANTIGEN, AB.", $123.56 
ANAPLASMA PHOGOCYTOPHILUM ANTIBODY, $91.71 
EHRLICHIA CHAFFEENSIS ANTIBODY, $91.71 
FUNGUS ANTIBODY, $87.44 
IBD QUEST PANEL, $228.04 
H. PYLORI ANTIBODY SCREEN, $123.54 
STRONGILOIDES ANTIBODY, $158.54 
HAEMOPHILUS INFLUENZAE TYPE B IGG, $127.63 
HERPES SIMPLEX #1 IGM, $89.26 
HERPES SIMPLEX VIRUS 1/2 IgG WITH REFLEX, $113.63 
HSV 1 IGC, $119.52 
HERPES TYPE 1&2 IGG, $96.87 
HERPES SIMPLEX VIRUS 2 IGG, $103.16 
HISTOPLASMA ANTIBODY, $65.51 
HIV 1 Antibody, $52.00 
HIV 2 Antibody, $58.40 
"HTLV  I/II ANTIBODY, WESTERN BLOT", $180.17 
HEPATITIS B CORE TOTAL   REFLEX TO IGM, $98.76 
HEPATITIS B SURF AB (QUANT), $96.87 
HEPATITIS Be ANTIBODY, $74.00 
HEPATITIS A TOTAL AB, $93.41 
Leptospira IgM, $73.96 
MUMPS VIRUS IgG, $90.98 
MUMPS VIRUS IgG, $101.90 
MYCOPLASMA PNEUM. IGM, $103.25 
PARVOVIRUS B-19 ANTIBODY PANEL, $114.58 
AMOEBIC ANTIBODIES, $63.39 
PROTOZOA  ANTIBODY, $84.00 
RUBELLA ANTIBODY IGG, $85.55 
RUBELLA SCREEN, $85.55 
RUBEOLA IGG ANTIBODY, $107.78 
TETANUS ANTIBODY, $93.17 
TOXOPLASMA gondii IGG, $54.00 
TOXOPLASMA IgG ANTIBODY, $113.22 
"TOXOPLASMA gondii, IGM", $51.00 
TOXOPLASMA IgM ANTIBODY, $115.86 
FTA ANTIBODY, $61.28 
VARICELLA ANTIBODY IGG, $149.24 
WEST NILE VIRUS AB IGM, $106.94 
WEST NILE IGM/IGG SERUM, $120.14 
HANTA VIRUS SCREEN WITH REFLEX, $181.97 
VIRUS ANTIBODY, $89.60 
ZIKA VIRUS IgM, $308.00 
THYROGLOBULIN ANTIBODIES, $100.64 
HEPATITIS C AB, $135.89 
HLA B27, $179.91 
ANTIBODY SCREEN, $72.00 
ANTIBODY ID, $146.00 
COOMBS TEST DIRECT, $44.00 
ANTIBODY TITER, $97.00 
ABO-CORD, $39.00 
RH, $42.66 
ANTIGEN TYPING, $75.00 
RBC ANTIGENS, $88.00 
XM-ANTIGLOBULIN, $217.10 
FFP/CRYO PROCESSING, $42.24 
CULTURE BLOOD, $156.00 
CULTURE STOOL, $115.44 
CULTURE BODY FLUIDS, $121.20 
CULTURE CSF, $121.20 
CULTURE EAR, $121.20 
CULTURE NASAL, $121.20 
CULTURE SPUTUM, $121.20 
CULTURE VAGINAL, $121.20 
CULTURE WOUND, $121.20 
LEGIONELLA CULTURE, $95.00 
CULTURE THROAT, $118.80 
CULTURE ANAEROBES, $135.00 
ANAEROBE ID, $118.45 
BACTERIA ID, $61.19 
CLO TEST, $68.40 
CULTURE GROUP B STREP, $72.60 
CULTURE URINE, $82.80 
FUNGUS ID, $168.29 
CULTURE FUNGAL, $74.40 
MYCOPLASMA/UREAPLASMA CULTURE, $174.24 
CULTURE AFB, $133.80 
BACTERIA MIC, $87.60 
GRAM STAIN, $55.20 
AFB STAIN, $67.20 
WET PREP SALINE/KOH, $50.40 
CULTURE VIRAL CSF  PANEL, $180.00 
"VARICELLA-ZOSTER VIRUS, CULTURE", $150.00 
HERPES CULTURE WITH TYPING LABCORP, $42.40 
ASPERGILLUS ANTIGEN, $190.80 
C.DIFFICILE SCREEN, $120.00 
CRYPTOSPORIDUM ANTIGEN, $84.00 
GIARDIA ANTIGEN, $84.00 
H. PYLORI ANTIGEN (STOOL), $123.00 
H. PYLORI ANTIGEN STOOL SEND OUT, $123.00 
HEPATITIS B SURF AG, $87.60 
HEPATITIS Be ANTIGEN, $129.62 
HIV-1 AND HIV-2 ANITBODY, $103.00 
INFLUENZA A/B RAPID ANTIGEN, $44.46 
SHIGA TOXIN IN-HOUSE, $90.00 
LEGIONELLA URINE ANTIGEN, $180.46 
CANDIDA DNA PROBE, $55.20 
Candida DNA AMP Probe, $65.00 
Central Nervous System Disease Panel, $615.00 
CHLAMYDOPHILA PNEUMONIAE DNA AMP PROBE, $50.00 
CHLAMYDIA GEN PROBE, $141.90 
C. DIFFICLE PCR STOOL, $176.40 
"CMV DNA QUALITATIVE, PCR", $372.00 
INFLUENZA VIRUS 2 TYPES, $178.00 
GASTROINTESTINAL PANEL FILM ARRAY, $851.00 
GARDNERELLA DNA, $55.20 
HEPATITIS C RNA BY PCR QUANTITATIVE, $375.22 
HSV 1&2, $100.00 
HSV 1&2 IGG, $52.04 
HSV 1&2 IGM, $248.10 
HSV 1/2 PCR, $211.00 
