SVCCD,Description,PRICE1,As of Date
1314889,SMEAR FLUORES-ACI ST,1839.5,7/2/2019
1314890,"SMEAR,SPECIAL STAIN ",277,7/2/2019
1314891,SMEARWET MOUNT SAL-I,543,7/2/2019
1314895,VIRUS INOCULAT TISSU,189,7/2/2019
1314910,PNEUMOCYSTIS CAR AGI,87,7/2/2019
1314918,CLOSTRIDIUM DIF TOXN,1283.5,7/2/2019
1314925,"HPYLORI,STOOL,EIA   ",918.5,7/2/2019
1314927,HBSAG               ,116,7/2/2019
1314929,HBEAG               ,404.5,7/2/2019
1314936,"ROTAVIRUS AG,EIA    ",328,7/2/2019
1314937,"SHIGA-LIKE TOX AG,EI",94,7/2/2019
1314939,"AG DETEC NOS,EIA MUL",896.5,7/2/2019
1314955,CHLMYD TRACH DNA AMP,254.5,7/2/2019
1314958,CYTOMEG DNA AMP PROB,830,7/2/2019
1314959,CYTOMEG DNA QUANT   ,930,7/2/2019
1314967,"HEPATITIS C,RNA,AMPP",592.5,7/2/2019
1314968,"HEPATITIS C,RNA,QUAN",918.5,7/2/2019
1314973,"HSV, DNA, AMP PROBE ",615,7/2/2019
1314979,"HIV-1, DNA,AMP PROBE",937.5,7/2/2019
1314980,"HIV-1, DNA, QUANT   ",1562,7/2/2019
1315000,"N.GONORRHO,DNA,AMPPR",254.5,7/2/2019
1315009,"DETECT AGNTNOS,DNAAM",1977,7/2/2019
1315010,"DETECT AGNT NOS,DNAQ",654.5,7/2/2019
1315015,INFLU B ASSAY W-OP  ,548,7/2/2019
1315015,INFLUENZA ASSAY W-OP,548,7/2/2019
1315018,STREP A ASSAY W-OPTI,1690,7/2/2019
1315019,AGENT NOS ASSAY W-OP,309.5,7/2/2019
1315022,"UA, AUTO W-SCOPE    ",756.5,7/2/2019
1315024,"UA, AUTO, W-O SCOPE ",487,7/2/2019
1315029,URINE PREG TEST QL  ,768.5,7/2/2019
1315030,"URINALYSIS,VOL MEASU",36,7/2/2019
1315034,"GENOTYPE,DNA,HEPAT C",1867,7/2/2019
1315038,CELL CTW-DIF BODYFLU,768.5,7/2/2019
1315076,NATRIURETIC PEPTIDE ,415,7/2/2019
1315079,CBC-PLT AUTORP CDM  ,431.5,7/2/2019
1315081,VIRUS ISOLATION GEN ,280.5,7/2/2019
1315084,LEUKOCY ASSES FEC QL,246,7/2/2019
1315091,PROT TOTL RANDOM URI,351.5,7/2/2019
1315092,PROTEIN TOT OTHR SRC,487,7/2/2019
1315097,INFAGT DT QLSQT GIAR,181,7/2/2019
1315101,SWEAT COLLECT IONTOP,505.5,7/2/2019
1315122,SIROLIMUS           ,100,7/2/2019
1315133,CCP ANTIBODY        ,158,7/2/2019
1315134,TB TEST CELL IM MEAS,239.5,7/2/2019
1315137,SMEAR COMPLEX STN   ,170,7/2/2019
1315146,WEST NILE VIR AB IGM,284.5,7/2/2019
1315147,WEST NILE VIR AB    ,284.5,7/2/2019
1315148,ASPERGILLUS AG EIA  ,930,7/2/2019
1315149,"ENTEROVIRUS,DNA, PRO",729,7/2/2019
1315157,"VENIPUNCTURE,ROUTINE",195,7/2/2019
1315822,GENTAMICIN          ,1043.5,7/2/2019
1315826,VANCOMYCIN          ,759.5,7/2/2019
1315834,CHLORIDE URINE RAN  ,471.5,7/2/2019
1315863,AMIKACIN            ,668,7/2/2019
1315878,ARSENIC             ,1311,7/2/2019
1315881,COPPER SERUM        ,1683.5,7/2/2019
1315893,HEMOGLOBIN A1C      ,334.5,7/2/2019
1316323,BASIC META W-ION CA ,880.5,7/2/2019
1316342,BASIC METABO CA TOTA,1140,7/2/2019
1316359,ACETON-KETON SERM QT,38,7/2/2019
1316361,HCG QUANT           ,841,7/2/2019
1316362,"GLU,HOME USE DIAGNOS",110,7/2/2019
1316364,"CRYSTAL ID,TISSUE,FL",198,7/2/2019
1316382,PROCALCITONIN PCT   ,623.5,7/2/2019
1316386,PAMG-1 QUALITATIVE  ,467,7/2/2019
1316418,C DIFF AMPLI PROBE  ,259,7/2/2019
1316422,HEXAGONAL PHOSPHOLIP,71,7/2/2019
1316449,VALPROIC ACID TOTAL ,655,7/2/2019
1316450,BLD TYPE DONOR EA AG,303.5,7/2/2019
1316452,DIGOXIN TOTAL       ,432,7/2/2019
1316531,HIV1 AG 12 AB SCR OP,175,7/2/2019
1316531,HIV1 AG W HIV 1 2 AB,175,7/2/2019
1316536,LAMOTRIGINE QT      ,1627,7/2/2019
1316537,LEVETIRACETAM QT    ,1627,7/2/2019
1316538,MYCOPENOLATE QT     ,128.5,7/2/2019
1316539,OXCARBAEPINE QT     ,1627,7/2/2019
1316541,ZONISAMIDE QT       ,1627,7/2/2019
1316549,HIV-1 AB ELISA      ,153.5,7/2/2019
1316549,HIV1 AG HIV1 HIV2 AB,153.5,7/2/2019
1316549,HIV-2 AB ELISA      ,153.5,7/2/2019
1316600,PRS DRG IA ANAZ     ,3224.5,7/2/2019
1316611,ALCOHOLS MS         ,1181.5,7/2/2019
1316687,ANTIEPILP NOS MS 1-3,236,7/2/2019
1317002,BCR-ABL1 MAJOR QL-QN,520.5,7/2/2019
1317003,BCR-ABL1 MINOR QL-QN,520.5,7/2/2019
1317006,BRAF GENE ANALY V600,1436,7/2/2019
1317024,F2 GEN ANALY 20210GA,231,7/2/2019
1317025,F5 GENE ANALY LEID V,231,7/2/2019
1317033,HFE GENE ANALY CV   ,231,7/2/2019
1317044,JAK2 GEN ANALY V617F,520.5,7/2/2019
1317050,MTHFR GENE ANALY CV ,184,7/2/2019
1317081,HLA1 TYP LR 1 AG EA ,568.5,7/2/2019
1317094,MOLEC PATH LEV 4    ,520.5,7/2/2019
1317104,EGFR GENE COM VAR   ,6381.5,7/2/2019
1321004,BONE MARROW INTERPRE,362,7/2/2019
1321023,CYTOPATH CONCENT TEC,257.5,7/2/2019
1321037,CYTOP SMR OTHR SOURC,95,7/2/2019
1321045,"CYTOP EVAL,FNA,REPOR",1658.5,7/2/2019
1321046,CELL MRK STDY CY-DNA,203,7/2/2019
1321049,TISSUE CULT SKIN/BIO,1591.5,7/2/2019
1321051,TISSUE CULT BONEMARR,763.5,7/2/2019
1321059,CHROMOSOME ANAL15-20,1147.5,7/2/2019
1321064,CYTOGENETICS DNA-PRO,186,7/2/2019
1321068,CYTOGENETICS 100-300,518.5,7/2/2019
1321069,CHROMOSOME KARYOT ST,423,7/2/2019
1321074,CYTOGENETIC STUDY   ,61,7/2/2019
1321075,SURG PATH GROSS LVL1,377,7/2/2019
1321076,SURG PATH GROSS LVL2,814.5,7/2/2019
1321077,SURG PATH GROSS LVL3,1175,7/2/2019
1321078,SURG PATH GROSS LVL4,2362.5,7/2/2019
1321079,SURG PATH GROSS LVL5,3344,7/2/2019
1321080,SURG PATH GROSS LVL6,4863,7/2/2019
1321081,DECALCIFY TISSUE    ,408,7/2/2019
1321082,SPECIAL STAINS GRP 1,1379.5,7/2/2019
1321083,SPECIAL STAINS GRP 2,1200,7/2/2019
1321084,HISTOCHEMICAL STAIN ,1091,7/2/2019
1321086,ENZYME HISTOCHEMISTR,203,7/2/2019
1321091,PATH CONSULT INT-1BL,1242.5,7/2/2019
1321092,PATH CONSULT-INTRADD,1388,7/2/2019
1321096,ELECTRON MICROSCOPY ,495,7/2/2019
1321099,ANALYSIS NERVE      ,314,7/2/2019
1321114,CYTOPATH FLD NOT V-C,1425,7/2/2019
1321118,"FLOWCYTOMET-TC,1 MRK",583.5,7/2/2019
1321119,"FLOWCYTOMETRY-TC,ADD",583.5,7/2/2019
1321126,CYTOCELL ENH X CR-VG,203,7/2/2019
1321128,INOP CYTOPAT CNSLT 1,619.5,7/2/2019
1321157,CHROMOSOME ANAL20-25,1020,7/2/2019
1321159,MICROSLID CONSUL-W-P,292,7/2/2019
1321188,1ST SEP ID AB       ,1081,7/2/2019
1321189,ICC ADD AB PER SLIDE,1081,7/2/2019
1321193,ICC MLTPX AB ST     ,925,7/2/2019
1321194,TUMOR IHC QT MAN    ,545.5,7/2/2019
1321195,TUMOR IHC QT UTO    ,545.5,7/2/2019
1321196,TIS HYBRD SPEC INIT ,268,7/2/2019
1321197,TIS HYBRD AD SNG PRB,268,7/2/2019
1321201,INS HYBR AUT MUL PR ,173.5,7/2/2019
1321202,INS HYBRD MAN SP INI,643,7/2/2019
1321204,INS HYBR MAN MUL PR ,643,7/2/2019
1321205,IMF SPEC 1ST AB ST  ,176,7/2/2019
1331037,S-H CRYO EACH UNIT  ,618,7/2/2019
1331038,S-H RBC LEUKO REDU  ,1087.5,7/2/2019
1331049,S-H PLAT PHERE L-R  ,3006,7/2/2019
1331051,S-H PLAT A-P L-R IRR,3658.5,7/2/2019
1331054,S-H RBC L-R IRRAD   ,1383,7/2/2019
1331072,S-H FFP BTWN8-24HREA,408,7/2/2019
1410001,OTH STER SUPP LVL 1 ,38,7/2/2019
1410002,OTH STER SUPP LVL 2 ,183.5,7/2/2019
1410003,OTH STER SUPP LVL 3 ,344,7/2/2019
1410004,OTH STER SUPP LVL 4 ,256.5,7/2/2019
1410005,OTH STER SUPP LVL 5 ,329.5,7/2/2019
1410006,OTH STER SUPP LVL 6 ,402.5,7/2/2019
1410007,OTH STER SUPP LVL 7 ,476,7/2/2019
1410008,OTH STER SUPP LVL 8 ,549,7/2/2019
1410009,OTH STER SUPP LVL 9 ,729.5,7/2/2019
1410010,OTH STER SUPP LVL 10,1021.5,7/2/2019
1410011,OTH STER SUPP LVL 11,1313.5,7/2/2019
1410012,OTH STER SUPP LVL 12,3408,7/2/2019
1410013,OTH STER SUPP LVL 13,3647.5,7/2/2019
1410014,OTH STER SUPP LVL 14,6566,7/2/2019
1410015,OTH STER SUPP LVL 15,11672.5,7/2/2019
1410016,OTH STER SUPP LVL 16,21886,7/2/2019
1410022,TUBE DRAIN CATH 2   ,71.5,7/2/2019
1410023,TUBE DRAIN CATH 3   ,102,7/2/2019
1410024,TUBE DRAIN CATH 4   ,183.5,7/2/2019
1410025,TUBE DRAIN CATH 5   ,256.5,7/2/2019
1410026,TUBE DRAIN CATH 6   ,1604.5,7/2/2019
1410038,AICD DUAL CHAMBER L4,43770.5,7/2/2019
1410039,AICD DUAL CHAMBER L5,72951.5,7/2/2019
1410047,PMKR SINGL RATE-RSL2,8754,7/2/2019
1410048,PMKR SINGL RATE-RSL3,21886,7/2/2019
1410049,PMKR SINGL RATE-RSL4,43770.5,7/2/2019
1410052,LEAD PMKR NON-TRN L2,2188.5,7/2/2019
1410054,LEAD PMKR NON-TRN L4,10943,7/2/2019
1410055,LEAD PMKR NON-TRN L5,21886,7/2/2019
1410066,PMKR DUAL RATE-RS L2,8754,7/2/2019
1410067,PMKR DUAL RATE-RS L3,21886,7/2/2019
1410074,LEAD AICD END DUL L4,5107,7/2/2019
1410075,LEAD AICD END DUL L5,18237.5,7/2/2019
1410093,PMKR OTHR TH SNGL L3,21886,7/2/2019
1410105,CATH-ANGIO NONLSR L5,7927,7/2/2019
1411002,AICD OHR THN SGL/DU2,51066,7/2/2019
1411003,AICD OHR THN SGL/DU3,65656,7/2/2019
1411404,EMBOLIZATION COIL 4 ,5220,7/2/2019
1411431,IMPLANT OTHER LVL 1 ,146,7/2/2019
1411432,IMPLANT OTHER LVL 2 ,510.5,7/2/2019
1411433,IMPLANT OTHER LVL 3 ,1094,7/2/2019
1411434,IMPLANT OTHER LVL 4 ,2188.5,7/2/2019
1411435,IMPLANT OTHER LVL 5 ,2188.5,7/2/2019
1411436,IMPLANT OTHER LVL 6 ,10943,7/2/2019
1411437,IMPLANT OTHER LVL 7 ,21886,7/2/2019
1411702,IMPELLA DEVICE L2   ,81442.5,7/2/2019
1413001,ADHESION BARRIER1   ,320.5,7/2/2019
1413005,AICD SINGLE CHAMBER1,50820.5,7/2/2019
1413006,AICD SINGLE CHAMBER2,53166,7/2/2019
1413030,BRACHYTHERAPY NEEDLE,21.5,7/2/2019
1413038,CATH BAL DIL NONVAS1,802,7/2/2019
1413039,CATH BAL DIL NONVAS2,2109.5,7/2/2019
1413042,CATH EP 19 OR FEW 1 ,400.5,7/2/2019
1413067,CATH URETERAL 1     ,156.5,7/2/2019
1413115,DIALYSIS ACCESS SYS1,215.5,7/2/2019
1413121,EAR TUBES DRAINAGE 1,42,7/2/2019
1413124,EVENT RECRDR CARDIAC,10813.5,7/2/2019
1413143,CATH EP 19 OR FEW 2 ,1094,7/2/2019
1413209,PATIENT PROGR NEURO1,3816,7/2/2019
1413211,PATIENT PROGR NEURO2,4376.5,7/2/2019
1413230,PRSTHS URNARY SPHC 1,4008,7/2/2019
1413258,STNT NONCOR TM W/O 1,245.5,7/2/2019
1413259,STNT NONCOR TM W/O 2,876.5,7/2/2019
1413267,SYNTH IMP URIN2/1ML ,656.5,7/2/2019
1414001,ANCHOR/SCRW LEVEL 1 ,58,7/2/2019
1414002,ANCHOR/SCRW LEVEL 2 ,138,7/2/2019
1414003,ANCHOR/SCRW LEVEL 3 ,218.5,7/2/2019
1414004,ANCHOR/SCRW LEVEL 4 ,336.5,7/2/2019
1414005,ANCHOR/SCRW LEVEL 5 ,481,7/2/2019
1414006,ANCHOR/SCRW LEVEL 6 ,1003.5,7/2/2019
1414007,ANCHOR/SCRW LEVEL 7 ,961,7/2/2019
1414008,ANCHOR/SCRW LEVEL 8 ,1282,7/2/2019
1414009,ANCHOR/SCRW LEVEL 9 ,1683.5,7/2/2019
1414010,ANCHOR/SCRW LEVEL 10,2325,7/2/2019
1414011,ANCHOR/SCRW LEVEL 11,2965.5,7/2/2019
1414012,ANCHOR/SCRW LEVEL 12,4008,7/2/2019
1414013,ANCHOR/SCRW LEVEL 13,5611,7/2/2019
1414014,ANCHOR/SCRW LEVEL 14,8015.5,7/2/2019
1414015,ANCHOR/SCRW LEVEL 15,11221,7/2/2019
1414016,ANCHOR/SCRW LEVEL 16,14428.5,7/2/2019
1414017,ANCHOR/SCRW LEVEL 17,18436,7/2/2019
1414018,ANCHOR/SCRW LEVEL 18,23245.5,7/2/2019
1414020,ANCHOR/SCRW LEVEL 20,32098,7/2/2019
1414175,CATH HEMODIAL LT 1  ,641,7/2/2019
1414178,CATH HEMODIAL ST 2  ,335,7/2/2019
1414224,CATH OCCLUSION 1    ,2003,7/2/2019
1414249,CATH THRMB/EMBOL 1  ,320.5,7/2/2019
1414252,CATH THRMB/EMBOL 4  ,5546,7/2/2019
1414286,CATH TRNS ARTHR ROT2,8379,7/2/2019
1414325,CATH-ANGIO LEVEL 1  ,160.5,7/2/2019
1414326,CATH-ANGIO LEVEL 2  ,561.5,7/2/2019
1414328,CATH-ANGIO LEVEL 4  ,1603.5,7/2/2019
1414329,CATH-ANGIO LEVEL 5  ,2459,7/2/2019
1414350,CATH-DRAINAG LEVEL 1,42,7/2/2019
1414351,CATH-DRAINAG LEVEL 2,202.5,7/2/2019
1414352,CATH-DRAINAG LEVEL 3,561.5,7/2/2019
1414355,CATH-DRAINAG LEVEL 6,1824,7/2/2019
1414375,CATHETER GUIDING 1  ,160.5,7/2/2019
1414376,CATHETER GUIDING 2  ,802,7/2/2019
1414377,CATHETER GUIDING 3  ,2792.5,7/2/2019
1414401,CATH-INFUS PERIF 2  ,120.5,7/2/2019
1414402,CATH-INFUS PERIF 3  ,240.5,7/2/2019
1414403,CATH-INFUS PERIF 4  ,507,7/2/2019
1414404,CATH-INFUS PERIF 5  ,561.5,7/2/2019
1414410,CATH-INFUS PERIF 11 ,2724.5,7/2/2019
1414425,CATH-RETRIEVAL 1    ,1603.5,7/2/2019
1414450,CLOSURE DEVIC VASC 1,802,7/2/2019
1414475,CONN TISSUE HUMAN 1 ,641,7/2/2019
1414476,CONN TISSUE HUMAN 2 ,2565.5,7/2/2019
1414477,CONN TISSUE HUMAN 3 ,5130.5,7/2/2019
1414478,CONN TISSUE HUMAN 4 ,7695,7/2/2019
1414479,CONN TISSUE HUMAN 5 ,10260,7/2/2019
1414480,CONN TISSUE HUMAN 6 ,13786.5,7/2/2019
1414481,CONN TISSUE HUMAN 7 ,19237.5,7/2/2019
1414482,CONN TISSUE HUMAN 8 ,23344,7/2/2019
1414500,DRILL BIT/BLADE LVL1,42,7/2/2019
1414501,DRILL BIT/BLADE LVL2,121.5,7/2/2019
1414502,DRILL BIT/BLADE LVL3,240.5,7/2/2019
1414503,DRILL BIT/BLADE LVL4,481,7/2/2019
1414504,DRILL BIT/BLADE LVL5,802,7/2/2019
1414506,DRILL BIT/BLADE LVL7,1443,7/2/2019
1414507,DRILL BIT/BLADE LVL8,1983.5,7/2/2019
1414576,GENRATR NEUROSTM 2  ,40679,7/2/2019
1414600,GRAFT VASCULAR 1    ,802,7/2/2019
1414601,GRAFT VASCULAR 2    ,2404.5,7/2/2019
1414602,GRAFT VASCULAR 3    ,4809.5,7/2/2019
1414605,GRAFT VASCULAR 6    ,14428.5,7/2/2019
1414606,GRAFT VASCULAR 7    ,5909,7/2/2019
1414607,GRAFT VASCULAR 8    ,25994.5,7/2/2019
1414625,GUIDEWIRE LEVEL 1   ,80,7/2/2019
1414626,GUIDEWIRE LEVEL 2   ,240.5,7/2/2019
1414627,GUIDEWIRE LEVEL 3   ,481,7/2/2019
1414628,GUIDEWIRE LEVEL 4   ,802,7/2/2019
1414629,GUIDEWIRE LEVEL 5   ,1121.5,7/2/2019
1414630,GUIDEWIRE LEVEL 6   ,1443,7/2/2019
1414632,GUIDEWIRE LEVEL 8   ,2084.5,7/2/2019
1414635,GUIDEWIRE LEVEL 11  ,2772.5,7/2/2019
1414636,GUIDEWIRE LEVEL 12  ,4008,7/2/2019
1414675,INT SHTH FIX NO-PL 1,320.5,7/2/2019
1414700,JOINT DEVICE IMPLT 1,1603.5,7/2/2019
1414701,JOINT DEVICE IMPLT 2,4809.5,7/2/2019
1414702,JOINT DEVICE IMPLT 3,7214,7/2/2019
1414703,JOINT DEVICE IMPLT 4,10420.5,7/2/2019
1414704,JOINT DEVICE IMPLT 5,14428.5,7/2/2019
1414705,JOINT DEVICE IMPLT 6,18436,7/2/2019
1414706,JOINT DEVICE IMPLT 7,23245.5,7/2/2019
1414707,JOINT DEVICE IMPLT 8,28855.5,7/2/2019
1414750,MESH IMPLANTABLE 1  ,320.5,7/2/2019
1414751,MESH IMPLANTABLE 2  ,961,7/2/2019
1414752,MESH IMPLANTABLE 3  ,1603.5,7/2/2019
1414753,MESH IMPLANTABLE 4  ,2244.5,7/2/2019
1414754,MESH IMPLANTABLE 5  ,2885,7/2/2019
1414755,MESH IMPLANTABLE 6  ,3687,7/2/2019
1414800,PEEL-AWAY SHEATH 1  ,80,7/2/2019
1414801,PEEL-AWAY SHEATH 2  ,320.5,7/2/2019
1414826,PORT 2              ,961,7/2/2019
1414875,PRSTHS PENILE INFL 1,1603.5,7/2/2019
1414876,PRSTHS PENILE INFL 2,6411.5,7/2/2019
1414877,PRSTHS PENILE INFL 3,12824.5,7/2/2019
1414878,PRSTHS PENILE INFL 4,19786,7/2/2019
1414900,REP DEV URINRY W/SL1,1282,7/2/2019
1414901,REP DEV URINRY W/SL2,6091.5,7/2/2019
1414902,REP DEV URINRY W/SL3,14251.5,7/2/2019
1414924,SHEATH NON-LASR 1   ,320.5,7/2/2019
1414925,SHEATH NON-LASR 2   ,1121.5,7/2/2019
1414951,STNT COAT/COV W/DEL1,1603.5,7/2/2019
1414952,STNT COAT/COV W/DEL2,5611,7/2/2019
1414953,STNT COAT/COV W/DEL3,12023.5,7/2/2019
1414954,STNT COAT/COV W/DEL4,21886,7/2/2019
1414970,STNT NO COCV W/DEL 1,1603.5,7/2/2019
1414971,STNT NO COCV W/DEL 2,4809.5,7/2/2019
1414972,STNT NO COCV W/DEL 3,8015.5,7/2/2019
1414985,STNT NON-COR TM DL 1,240.5,7/2/2019
1414986,STNT NON-COR TM DL 2,2918,7/2/2019
1415232,PRSTHS URNARY SPHC 2,8657,7/2/2019
1417000,SUTURE LEVEL 1      ,9.7,7/2/2019
1417001,SUTURE LEVEL 2      ,42,7/2/2019
1417002,SUTURE LEVEL 3      ,112.5,7/2/2019
1417003,SUTURE LEVEL 4      ,240.5,7/2/2019
1417004,SUTURE LEVEL 5      ,635.5,7/2/2019
1417005,SUTURE LEVEL 6      ,729.5,7/2/2019
1417006,SUTURE LEVEL 7      ,1021.5,7/2/2019
1417026,TISSUE MARKR IMPLT 2,881,7/2/2019
1417032,BONE VOID PER 0.5CC3,1710.5,7/2/2019
1417049,TISSUE NON-HUMAN 1  ,802,7/2/2019
1417050,TISSUE NON-HUMAN 2  ,2404.5,7/2/2019
1417051,TISSUE NON-HUMAN 3  ,4489,7/2/2019
1417052,TISSUE NON-HUMAN 4  ,7053.5,7/2/2019
1417053,TISSUE NON-HUMAN 5  ,9298.5,7/2/2019
1417056,TISSUE NON-HUMAN 8  ,19237.5,7/2/2019
1417057,TISSUE NON-HUMAN 9  ,25650,7/2/2019
1417076,VENA CAVA FILTER 2  ,5434.5,7/2/2019
1417085,STAPLER/RELOAD 1    ,80,7/2/2019
1417086,STAPLER/RELOAD 2    ,240.5,7/2/2019
1417087,STAPLER/RELOAD 3    ,561.5,7/2/2019
1417088,STAPLER/RELOAD 4    ,1042,7/2/2019
1417089,STAPLER/RELOAD 5    ,1603.5,7/2/2019
1417090,STAPLER/RELOAD 6    ,2333.5,7/2/2019
1417110,FALLOPIAN BANDS     ,233,7/2/2019
1417111,HAND ASSIST DEVICE  ,187.5,7/2/2019
1417113,WOUND VAC           ,202.5,7/2/2019
1417120,NEEDLES 2           ,145,7/2/2019
1417121,NEEDLES 3           ,1529,7/2/2019
1417124,ADHESION BARRIER2   ,1392,7/2/2019
1417125,LEAD NEUROSTIMULAT 1,3206,7/2/2019
1417134,NEEDLES 4           ,1677.5,7/2/2019
1417226,LEAD NEUROSTIMULAT 3,12824.5,7/2/2019
1417227,LEAD NEUROSTIMULAT 4,17185.5,7/2/2019
145110,R&B M/S PRIVATE     ,4216,7/2/2019
145206,R&B PRIVATE TELEM   ,5503.5,7/2/2019
1510105,RT-RAD TX SIMU SIMP ,2419,7/2/2019
1510107,RT-RAD TX SIMU COMP ,3846.5,7/2/2019
1510108,RT-RAD TX SIMU 3D   ,10033,7/2/2019
1510110,RT-RAD TX DOSE PLAN ,3297.5,7/2/2019
1510111,RT-DOSE PLAN IMRT   ,10393,7/2/2019
1510114,RT-ISODOSE PLAN COMP,8563,7/2/2019
1510115,RT-SPEC PORT PLAN   ,2880,7/2/2019
1510118,RT-BRACHY ISO COMPLX,7628.5,7/2/2019
1510119,RT-SPECIAL DOSIMETRY,1916,7/2/2019
1510120,RT-TREATMENT AIDS SI,4383,7/2/2019
1510122,RT-TREATMENT AIDS CO,6160,7/2/2019
1510123,RT-MEDPHYS CONSULT  ,2747,7/2/2019
1510124,RT-MEDPHYS CONSLT SP,2886.5,7/2/2019
1510135,RT-RAD TRTMNT COMPLX,2739.5,7/2/2019
1510139,RT-RAD TX PORT FILMS,1658,7/2/2019
1510144,RT-RAD TX SPECIAL   ,2815,7/2/2019
1510161,RT-INTERSTITIAL COMP,4900.5,7/2/2019
1510174,LEVEL 1 N/P         ,213,7/2/2019
1510186,RT-LIN ACCEL RADSURG,19070.5,7/2/2019
1510192,RT-DESIGN MIC DEV   ,36070,7/2/2019
1510197,US-PROSTAT BRACHY PL,1314.5,7/2/2019
1510200,RT-SRS LINEAR       ,4367,7/2/2019
1510202,RT-IMRT SIMPLE      ,3493,7/2/2019
1510203,RT-IMRT COMPLEX     ,3493,7/2/2019
15110,R&B M/S PRIVATE     ,4216,7/2/2019
15120,R&B M/S SEMI PRIVATE,4216,7/2/2019
15206,R&B M/S PVT TELEM   ,5503.5,7/2/2019
1522115,THERAPEUTIC IV PUSH ,921.5,7/2/2019
1522134,DIAG BONE MARROW BX ,4408,7/2/2019
1522140,IMM ADM FLU VACCINE ,127.5,7/2/2019
1522141,IMM ADM PNEU VACCINE,127.5,7/2/2019
1522142,IMM ADM 1ST VACCINE ,574.5,7/2/2019
1522143,IMM ADM EA ADD VACC ,147.5,7/2/2019
1523147,BLOOD TRANSFUSION   ,1258,7/2/2019
1610002,HE-MANDIBLE LTD DR  ,1623,7/2/2019
1610003,HE-MANDIBLE 4VPLS DR,2454.5,7/2/2019
1610007,HE-FACIAL BNS LTD DR,1810.5,7/2/2019
1610008,HE-FACIAL BNES 3V DR,2442.5,7/2/2019
1610009,HE-NASAL BONES DR   ,1719,7/2/2019
1610012,HE-ORBITS 4V DR     ,2326,7/2/2019
1610014,HE-SINUSES 3VPLUS DR,2423.5,7/2/2019
1610017,HE-SKULL 4V PLUS DR ,2456,7/2/2019
1610026,SP-NECK SOFT TISS DR,1758,7/2/2019
1610027,CH-RIBS UNILAT DR   ,1155.5,7/2/2019
1610028,CH-RIB UNI PA CXR DR,2079,7/2/2019
1610029,CH-RIBS BILATERAL DR,1255.5,7/2/2019
1610030,CH-RIBS BI PA CXR DR,2257.5,7/2/2019
1610031,CH-STERNUM DR       ,1430.5,7/2/2019
1610033,SP-SPINE SNGL VW DR ,1340,7/2/2019
1610034,SP-CERV SP 2TO3VW DR,2012,7/2/2019
1610035,SP-CERV SP 4TO5VW DR,3139,7/2/2019
1610036,SP-CRV SPNE 6VPLS DR,3284,7/2/2019
1610037,SP-T SPINE 2 VIEW DR,1786,7/2/2019
1610038,SP-T SPINE 3 VIEW DR,2602,7/2/2019
1610039,SP-T SPNE 4PLUS V DR,1231.5,7/2/2019
1610040,SP-THORACOLMBR 2V DR,1786,7/2/2019
1610045,SP-LS SPN 2 TO 3V DR,1719,7/2/2019
1610046,SP-LS SPNE 4VPLUS DR,2291.5,7/2/2019
1610047,SP-LS SPINE W BND DR,2792.5,7/2/2019
1610048,SP-LS SPINE BND DR  ,2060.5,7/2/2019
1610049,LE-PELVIS DR        ,2704.5,7/2/2019
1610050,LE-PELVIS 3V PLUS DR,2259,7/2/2019
1610051,SP-SI JOINTS 2V DR  ,1319.5,7/2/2019
1610052,SP-SI JNTS 3VPLUS DR,1367,7/2/2019
1610053,SP-SCRM COCCYX 2V DR,3358.5,7/2/2019
1610055,UE-CLAVICLE BILAT DR,2799,7/2/2019
1610056,UE-CLAVICLE DR      ,1400.5,7/2/2019
1610058,UE-SCAPULA DR       ,1468,7/2/2019
1610059,UE-SHOULDER 1V DR   ,1546.5,7/2/2019
1610060,UE-SHLDR 2VW PLUS DR,2079,7/2/2019
1610061,IR-ARTHROGM SHLDR DR,5417.5,7/2/2019
1610063,UE-HUMERUS BILAT DR ,4156.5,7/2/2019
1610064,UE-HUMERUS DR       ,2079,7/2/2019
1610065,UE-ELBOW 2V DR      ,1429,7/2/2019
1610066,UE-ELBOW 3V DR      ,776,7/2/2019
1610067,UE-FOREARM 2V DR    ,1642,7/2/2019
1610068,UE-UP EXT INFANT DR ,1666,7/2/2019
1610069,UE-WRIST 2V DR      ,1320.5,7/2/2019
1610070,UE-WRIST 3V PLUS DR ,1642,7/2/2019
1610071,UE-HAND 2V DR       ,1319.5,7/2/2019
1610072,UE-HAND 3V DR       ,1629.5,7/2/2019
1610073,UE-FINGER S 2VPLS DR,1319.5,7/2/2019
1610074,LE-HIP UNILAT 1V DR ,943.5,7/2/2019
1610075,LE-HIP PV UN2OR3V DR,1010.5,7/2/2019
1610076,LE-HIP PV UNMIN4V DR,1516,7/2/2019
1610077,LE-HIP PLV BI 2V DR ,1104,7/2/2019
1610080,IR-ARTHROGRAM HIP DR,4168,7/2/2019
1610081,LE-FEMUR 1V DR      ,190.5,7/2/2019
1610082,LE-FEMUR 2V DR      ,1388,7/2/2019
1610083,LE-KNEE 1 TO 2V DR  ,1462.5,7/2/2019
1610084,LE-KNEE 3V DR       ,1629.5,7/2/2019
1610085,LE-KNEE 4V PLUS DR  ,1651.5,7/2/2019
1610087,LE-TIB FIB 2V DR    ,1919.5,7/2/2019
