CDM NO,DISPENSED DESCRIPTION,PRICE,TYPE,NOTE
38078820,CONNECTOR OFFSET 30MM,"1,395.00",0,
38078960,CEMENT BONE HV ANTIBIOTIC 40G,798.00,0,
38079554,ICD DYNGEN X4 DF-1 G156,"60,691.00",0,
38079885,SCREW LCK 2.7X20MM,574.00,0,
38079992,MESH STRATTICE 6X8CM,"3,622.00",0,
38080255,INSERT TIB 3 11MM,"3,509.00",0,
38080560,SCREW TITANEX 3X22MM,"1,902.00",0,
38080602,HEAD BIOLOX DELTA FEM 32MM,"3,158.00",0,
38080610,INSERT EVOLTN MP CS 7 LT 12MM,"3,158.00",0,
38080883,ANCHOR PEEK ADVANCE 4.5MM,"1,586.00",0,
38080917,CAGE EQUINOXE GLENOID CEM LT,"5,615.00",0,
38081048,STEM WAGNER SL REV 135D NK,"19,245.00",0,
38081360,PLATE RT LCK VA 2.7X64MM,"4,040.00",0,
38081378,PLATE RT LCK VA 2.7X58MM,"4,011.00",0,
38081444,PLATE BRIDGE MID FUSION XSLT,"11,479.00",0,
38081469,SCREW NO LCK 4X30,549.00,0,
38081717,SHELL G7 OSSEOTI MULTIH 60MM G,"12,932.00",0,
38081816,STENT SYNERGY RX 2.25X20,"4,825.00",0,
38081824,STENT SYNERGY RX 2.25X8,"4,825.00",0,
38081832,STENT SYNERGY RX 2.5X32,"4,825.00",0,
38081840,STENT SYNERGY RX 2.5X38,"4,825.00",0,
38081857,STENT SYNERGY RX 2.75X20,"4,825.00",0,
38081865,STENT SYNERGY RX 2.75X24,"4,825.00",0,
38081873,STENT SYNERGY RX 2.75X38,"4,825.00",0,
38081881,STENT SYNERGY RX 2.75X8,"4,825.00",0,
38081899,STENT SYNERGY RX 3.0X24,"4,825.00",0,
38081907,STENT SYNERGY RX 3.0X32,"4,825.00",0,
38081915,STENT SYNERGY RX 3.5X16,"4,825.00",0,
38081980,ANCHOR HEALIX ADVANCE 4.5,"1,684.00",0,
38081998,ANCHOR HEALIX ADVANCED 4.5,"1,684.00",0,
38082004,INSERT RSP HUMERAL SOCKET 36MM,"3,509.00",0,
38082103,SCREW RELINE O 6.5X35 POLYAX,"2,983.00",0,
38082111,ROD RELINE O 5.5X100 LORD TI,878.00,0,
38082129,ROD RELINE O 5.5X110 LORD TI,878.00,0,
38082137,ROD RELINE O 5.5X80 LORD TI,878.00,0,
38082210,INSERT 1/2 13MM PS XLPE,"11,738.00",0,
38082343,PLATE 0D RT 2.4X2.7 1ST MTP,"3,227.00",0,
38082467,SHELL G7 MULTIHOLE 62MM H,"9,797.00",0,
38082483,CATH PTA LO PRO 5-35-135-4-20,543.00,0,
38082491,INTRODUCER STIFF 10.0 SET,106.00,0,
38082624,COMPONENT FEM NO CEM 4,"7,580.00",0,
38082632,CAGE OBLIQUE TLIF 10X14X30MM,"10,527.00",0,
38082756,KEEL ADVNC PRESSFIT 1.5MM 2+3,"3,509.00",0,
38082988,COMPONENT UNITE BODY 10+5,"3,509.00",0,
38083176,HEAD BIOLX DELTA 32MM NEC,"3,158.00",0,
38083481,CATH BAL 2.75X20 EMERGE RX,404.00,0,
38083598,INSERT EVOLTN MP CS 2 RT 12MM,"3,101.00",0,
38083838,JW PURAPLY WASTE PER SQCM,0.01,0,
38083879,CATH EP BLAZER DX-20/7F/SUP,"3,684.00",0,
38084059,ICD DR DDMB1D1 EVERA MRI,"53,514.00",0,
38084075,SHEATH SWARTZ 8.5FX63CM 90D,583.00,0,
38084109,PLATE 13H RT FIB LAT DIS 2.7MM,"3,873.00",0,
38084315,ROD 300MM,613.00,0,
38084935,CATH GUIDE 7F AL3 VISTA BRITE,154.00,0,
38085320,SCREW TITANEX 2X17MM TI,"1,814.00",0,
38085551,DRESSING AQUACEL FOAM 4X4IN,17.00,0,
38086179,CONNECTOR AXIAL 30MM MM,"1,712.00",0,
38086187,GRAFT MATRIX AMNION THIN 4X4,"7,808.00",0,
38086294,ANCHOR SUTURE HEALIX 3.4,"1,709.00",0,
38086526,SHELL DYNASTY REV 56MM G,"1,930.00",0,
38086609,COMPONENT FEM SPHERE CEM LT 3+,"5,104.00",0,
38086617,INSERT TIB FIX SPHERE FLEX .3,"2,871.00",0,
38086625,TIBIAL TRAY FIXED CEM T4-I3 LT,"3,190.00",0,
38087102,DRESSING PROFORE 5.5X8IN,164.00,0,
38087169,COMPONENT ALLPOLY PAT VE 38MM,"1,675.00",0,
38087441,LINER HI-WALL G7 E1 36MM E,"3,461.00",0,
38087979,ICD VISIA SURESCAN VR DVFB1D1,"40,040.00",0,
38088001,INSERT EVOL MP CS 3+RT CS 14MM,"2,871.00",0,
38088381,INSERT 0.83 11MM XLPE PS,"10,671.00",0,
38088431,GWIRE FFR PRESSUREWIRE 170CM,"2,233.00",0,
38088605,SCREW NOHD COMPRS 2.4X27MM,"1,021.00",0,
38088670,ROD PRE CON 90MM,558.00,0,
38088712,SCREW 80X20MM,489.00,0,
38088779,LINER ACET ESCALADE 36/52MM,"1,979.00",0,
38089181,AUTOGRAFT GRAFTLINK CONV PACK,"2,169.00",0,
38089264,DRESSING JUMPSTART 1.5X10IN,133.00,0,
38089421,SCREW TITANEX 3X32MM TI,"1,862.00",0,
38089462,PLEDGET CV 1.2X10MM PTFE FELT,697.00,0,
38090296,DRESSING HELIX COMP LAYER  4X4,129.00,0,
38090338,MESH VENTRIO ST 19.6X24.6CM,"4,355.00",0,
38090460,ANCHOR HEALIX ADV 6.5,"1,442.00",0,
38090502,PLATE METATARSAL RT 24MM LONG,"7,178.00",0,
38090544,ENDCAP X-CORE 2 22X22X50MM,"4,430.00",0,
38090551,LINER R3 0D +4 XLPE 40MM .943,"2,393.00",0,
38090569,LINER R3 0D XLPE 40MM .943,"2,393.00",0,
38090643,NAIL CANN TFNA 10X300 130D LT,"7,575.00",0,
38090650,PLATE HUM PRX 3.5X163 6H RT,"4,972.00",0,
38090700,PLATE 6H 2.4X15MM FUSION,"2,714.00",0,
38090767,SCREW LAG 6.5X75MM TI,"2,003.00",0,
38090932,GRAFT BIODFENCE G3 4X8CM,"18,056.00",0,
38091039,X-CORE 2 TI CORE O22X28-41MM,"18,151.00",0,
38091492,NECK KINECTIV MODULAR DD,"1,144.00",0,
38091534,SCREW IF IFIX 8X20CM,"1,548.00",0,
38091542,SCREW IF IFIX 9X30CM,"1,548.00",0,
38093134,HEAD FEM BIOLOX DELTA 28MM,"2,871.00",0,
38093159,ALLODERM DUO RTM 10.7X21.5CM,"13,844.00",0,
38093480,VALVE TRIFECTA TFGT-19A,"19,125.00",0,
38093498,VALVE TRIFECTA TFGT-23A,"19,125.00",0,
38093514,VALVE TRIFECTA TFGT-27A,"19,125.00",0,
38093522,VALVE TRIFECTA TFGT-29A,"19,125.00",0,
38094082,SILESIAN BANDAGE AK/KD,306.00,0,
38094090,PROSTHETIC ANKLE SOCK,87.00,0,
38094660,SCREW 8.5X40MM,"1,952.00",0,
38095329,STEM FEM LAT O/S SIZE 6,"6,292.00",0,
38095568,SUTURE ETHIBOND 2 36IN SH-2,20.00,0,
38095576,SUTURE VICRYL+ 1 4-27IN VIO,80.00,0,
38095592,SUTURE ANCHOR 3X14.5MM,"1,550.00",0,
38096228,DRESSING OPTIFOAM AG 4X10,104.00,0,
38096236,SUTURE CV-5 36IN TH-22DA,122.00,0,
38096418,HAED HUM FLEX STB 48X16X1.5,"11,194.00",0,
38096749,DRESSING OPTIFOAM AG 4X8,81.00,0,
38098042,IMMOBILIZER SHOULDER CUTAWY,75.00,0,
38098109,HEAD FEM BIOLOX DELTA 32MM,"2,871.00",0,
38098174,LEAD PACER TENDRIL MRI 46CM,"1,276.00",0,
38098182,LEAD PACER TENDRIL MRI 52CM,"1,276.00",0,
38098190,PACER ASSURITY DR-RF PM2272,"13,239.00",0,
38098646,CATH NAVVUS RAPID EXCHANGE,"1,994.00",0,
38098950,LEAD PACER TENDRIL MRI 58CM,"1,276.00",0,
38099644,ANCHOR 5.5X14.7 CORKSCRW FT,"1,016.00",0,
38099701,STENT DES SYNERGY RX 2.25X16,"4,387.00",0,
38100475,CATH POWERPICC PROVENA 5FR KIT,671.00,0,
38100517,GRAFT BIOCOMP ACHILLES SYSTEM,"6,364.00",0,
38100699,"SHEATH TOURGUIDE 7F, 45CM 17MM","1,835.00",0,
38100707,INSERT EVOLUTION 7 LT CS 14MM,"2,871.00",0,
38100988,CATH EP NAVISTAR DS-J-7F 8X115,"8,668.00",0,
38101101,COMPONENT TIB CEM 2 LT GMK REV,"2,860.00",0,
38101135,INSERT TIB FIX FLEX 2/10MM LT,"2,574.00",0,
38101291,NAIL Z CPM 13MMX34CM 125D LT,"7,642.00",0,
38101473,PACER ASSURITY MRI PM1272,"11,963.00",0,
38102745,CATH ADVANCE 5FRX035X6MMX20CM,543.00,0,
38102752,CATH ADVANCE 5FRX035X7MMX20CM,543.00,0,
38102760,CATH ADVANCE 5FRX035X5MMX6CM,543.00,0,
38102836,LINER ACET 36X54MM LAT +4 MM,"2,145.00",0,
38103032,FEM SPHERE CEMENTED LT SZ5,"5,104.00",0,
38103107,EXPAND TISSU BREAST 133LV-11-T,"5,025.00",0,
38103115,EXPAND TISSU BREAST 133LV-12-T,"5,025.00",0,
38103123,EXPAND TISSU BREAST 133LV-13-T,"5,025.00",0,
38103131,EXPAND TISSU BREAST 133LV-14-T,"5,025.00",0,
38103354,WIRE 40CM  5FR SS ECHO REG,96.00,0,
38103362,WIRE 40CM 4FR SS ECHO STIFF,106.00,0,
38103370,WIRE 40CM  5FR  SS ECHO STIFF,96.00,0,
38103388,SUTURE SPIRAL 4-0 14CM  19MM,106.00,0,
38103768,SCREW CENTER 6.5X25MM,195.00,0,
38104410,LEAD PACING TENDRIL MRI 46CM,"1,144.00",0,
38104543,CAGE PC BATTALION 9X35MM,"7,576.00",0,
38104741,INSERT 1-2 13MM XLPE LEGION,"2,717.00",0,
38105086,NIKII REV CONS FEM NP LT 0 8MM,"7,465.00",0,
38105094,NIKII REV CON TIB INS LT5 13MM,"6,873.00",0,
38105284,GRAFT TRANZGRAFT 5X5CM,"3,988.00",0,
38106233,CATH PHOENIX 5FRX2.2MMX130CM,"9,152.00",0,
38106274,IMPLANT PROPEL 8MM,"3,493.00",0,
38106324,HEAD FEM 12/14 COCR 28MM +0,"1,117.00",0,
38106720,RELOAD BLACK GST45T,444.00,0,
38106738,RELOAD BLUE GST45B,444.00,0,
38106746,RELOAD GOLD GST45D,444.00,0,
38106753,RELOAD GREEN GST45G,444.00,0,
38106761,RELOAD WHITE GST45W,444.00,0,
38107496,ALLOMATRIX BONE PUTTY 5CC,"5,009.00",0,
38108049,STENT TRYTON 2.5-2.5X19MM RX,"4,147.00",0,
38108056,STENT TRYTON 2.5-3X19MM RX,"4,147.00",0,
38108064,STENT TRYTON 2.5-3.5X19MM RX,"4,147.00",0,
38108072,STENT TRYTON 3.0-3.5X19MM RX,"4,147.00",0,
38108080,STENT TRYTON 3.0-4X19MM RX,"4,147.00",0,
38110722,SCREW LO PRO T1 5.5X65MM,345.00,0,
38113486,OXINIUM FEMORAL 3N LEFT CR,"6,435.00",0,
38113742,TIGHTROPE ABS 14MM BUTTON,715.00,0,
38114278,PATELLAR LIGAMENT HEMI FRZN,"9,889.00",0,
38114542,CATH CV 3LUMEN 7FRX21CM,36.00,0,
38114666,THD IMESH TACKER 15 TACKS,"1,053.00",0,
38114930,NECK MOD KINECTIV J2,"1,276.00",0,
38115036,GEL DEFLUX 1ML DEFLUXGEL,"6,954.00",0,
38115135,CRT D DTMA1D4 CLARIA MRI,"55,770.00",0,
38115143,CRT D DTMA1Q1 CLARIA MRI QUAD,"56,485.00",0,
38115150,CRT D DTMA1QQ CLARIA MRI QUAD,"56,485.00",0,
38116646,SCREW HEX LO PRO 4.3X40MM,425.00,0,
38116661,SCREW HEX LO PRO 4.3X48MM,425.00,0,
38116968,SCREW HEX LO PRO 3.5X22MM,296.00,0,
38118428,CENTRALIZER DIST CEMENT10MM,319.00,0,
38119780,SCREW TFNA 75MM,"2,093.00",0,
38120556,IMPLANT NASAL SPIROX LATERA,"3,432.00",0,
38121646,STENT VIABAHNBX 8X29MMX135CM,"9,232.00",0,
38121661,LEAD SENTUS PROMRI OTW 85/49,"5,720.00",0,
38123014,CATH CVC 3L 8.5FX11 J-TIP TRAY,"1,671.00",0,
38123352,INSERT ARTIC 1-2 11MM GENESIS,"11,197.00",0,
38123402,NAIL CPM 13MMX42CM 125D RT,"6,071.00",0,
38123444,SHELL REV DYNASTY BIOFOAM 48MM,"4,147.00",0,
38123451,SHELL REV DYNASTY BIOFOAM 52MM,"4,147.00",0,
38123493,VANGUARD M UNI BRNG A4 LM RL,"3,350.00",0,
38123709,STENT INTEGRITY METAL 2.25X12,"1,595.00",0,
38123717,STENT INTEGRITY METAL 2.25X14,"1,595.00",0,
38123725,STENT INTEGRITY METAL 2.25X18,"1,595.00",0,
38123733,STENT INTEGRITY METAL 2.25X22,"1,595.00",0,
38123741,STENT INTEGRITY METAL 2.25X26,"1,595.00",0,
38123758,STENT INTEGRITY METAL 2.25X8MM,"1,595.00",0,
38123766,STENT INTEGRITY METAL 2.5X12MM,"1,595.00",0,
38123774,STENT INTEGRITY METAL 2.5X14MM,"1,595.00",0,
38123782,STENT INTEGRITY METAL 2.5X18MM,"1,595.00",0,
38123790,STENT INTEGRITY METAL 2.5X22MM,"1,595.00",0,
38123808,STENT INTEGRITY METAL 2.5X8MM,"1,595.00",0,
38123816,STENT INTEGRITY METAL 2.75X12,"1,595.00",0,
38123824,STENT INTEGRITY METAL 2.75X18,"1,595.00",0,
38123832,STENT INTEGRITY METAL 2.75X22,"1,595.00",0,
38123840,STENT INTEGRITY METAL 2.75X26,"1,595.00",0,
38123857,STENT INTEGRITY METAL 2.75X8,"1,595.00",0,
38123865,STENT INTEGRITY METAL 3X12MM,"1,595.00",0,
38123873,STENT INTEGRITY METAL 3X15MM,"1,595.00",0,
38123881,STENT INTEGRITY METAL 3X18MM,"1,595.00",0,
38123899,STENT INTEGRITY METAL 3X22MM,"1,595.00",0,
38123907,STENT INTEGRITY METAL 3X26MM,"1,595.00",0,
38123915,STENT INTEGRITY METAL 3X9MM,"1,595.00",0,
38123923,STENT INTEGRITY METAL 3.5X12MM,"1,595.00",0,
38123931,STENT INTEGRITY METAL 3.5X15MM,"1,595.00",0,
38123949,STENT INTEGRITY METAL 3.5X18MM,"1,595.00",0,
38123956,STENT INTEGRITY METAL 3.5X22MM,"1,595.00",0,
38123964,STENT INTEGRITY METAL 3.5X26MM,"1,595.00",0,
38123972,STENT INTEGRITY METAL 3.5X9MM,"1,595.00",0,
38123980,STENT INTEGRITY METAL 4X12MM,"1,595.00",0,
38123998,STENT INTEGRITY METAL 4X15MM,"1,595.00",0,
38124004,STENT INTEGRITY METAL 4X18MM,"1,595.00",0,
38124012,STENT INTEGRITY METAL 4X22MM,"1,595.00",0,
38124020,STENT INTEGRITY METAL 4X26MM,"1,595.00",0,
38124038,STENT INTEGRITY METAL 4X30MM,"1,595.00",0,
38124046,STENT INTEGRITY METAL 4X9MM,"1,595.00",0,
38124327,STENT DES RESOLTE ONYX 2.25X12,"2,574.00",0,
38124335,STENT DES RESOLTE ONYX 2.25X15,"2,574.00",0,
38124343,STENT DES RESOLTE ONYX 2.25X18,"2,574.00",0,
38124350,STENT DES RESOLTE ONYX 2.25X22,"2,574.00",0,
38124376,STENT DES RESOLTE ONYX 2.25X30,"2,574.00",0,
38124384,STENT DES RESOLTE ONYX 2.25X34,"2,574.00",0,
38124392,STENT DES RESOLTE ONYX 2.25X38,"2,574.00",0,
38124400,STENT DES RESOLTE ONYX 2.25X8,"2,574.00",0,
38124418,STENT DES RESOLTE ONYX 2.5X12,"2,574.00",0,
38124434,STENT DES RESOLTE ONYX 2.5X18,"2,574.00",0,
38124442,STENT DES RESOLTE ONYX 2.5X22,"2,574.00",0,
38124459,STENT DES RESOLTE ONYX 2.5X26,"2,574.00",0,
38124467,STENT DES RESOLTE ONYX 2.5X30,"2,574.00",0,
38124475,STENT DES RESOLTE ONYX 2.5X34,"2,574.00",0,
38124483,STENT DES RESOLTE ONYX 2.5X38,"2,574.00",0,
38124491,STENT DES RESOLTE ONYX 2.5X8,"2,574.00",0,
38124509,STENT DES RESOLTE ONYX 2.75X12,"2,574.00",0,
38124517,STENT DES RESOLTE ONYX 2.75X15,"2,574.00",0,
38124525,STENT DES RESOLTE ONYX 2.75X18,"2,574.00",0,
38124533,STENT DES RESOLTE ONYX 2.75X22,"2,574.00",0,
38124541,STENT DES RESOLTE ONYX 2.75X26,"2,574.00",0,
38124558,STENT DES RESOLTE ONYX 2.75X30,"2,574.00",0,
38124566,STENT DES RESOLTE ONYX 2.75X34,"2,574.00",0,
38124574,STENT DES RESOLTE ONYX 2.75X38,"2,574.00",0,
38124582,STENT DES RESOLTE ONYX 2.75X8,"2,574.00",0,
38124590,STENT DES RESOLTE ONYX 3X12,"2,574.00",0,
38124608,STENT DES RESOLTE ONYX 3X15,"2,574.00",0,
38124616,STENT DES RESOLTE ONYX 3X18,"2,574.00",0,
38124624,STENT DES RESOLTE ONYX 3X22,"2,574.00",0,
38124632,STENT DES RESOLTE ONYX 3X26,"2,574.00",0,
38124640,STENT DES RESOLTE ONYX 3X30,"2,574.00",0,
38124665,STENT DES RESOLTE ONYX 3X38,"2,574.00",0,
38124673,STENT DES RESOLTE ONYX 3X8,"2,574.00",0,
38124681,STENT DES RESOLTE ONYX 3.5X12,"2,574.00",0,
38124699,STENT DES RESOLTE ONYX 3.5X15,"2,574.00",0,
38124707,STENT DES RESOLTE ONYX 3.5X18,"2,574.00",0,
38124715,STENT DES RESOLTE ONYX 3.5X22,"2,574.00",0,
38124723,STENT DES RESOLTE ONYX 3.5X26,"2,574.00",0,
38124731,STENT DES RESOLTE ONYX 3.5X30,"2,574.00",0,
38124749,STENT DES RESOLTE ONYX 3.5X34,"2,574.00",0,
38124756,STENT DES RESOLTE ONYX 3.5X38,"2,574.00",0,
38124772,STENT DES RESOLTE ONYX 4X12,"2,574.00",0,
38124780,STENT DES RESOLTE ONYX 4X15,"2,574.00",0,
38124798,STENT DES RESOLTE ONYX 4X18,"2,574.00",0,
38124806,STENT DES RESOLTE ONYX 4X22,"2,574.00",0,
38124814,STENT DES RESOLTE ONYX 4X26,"2,574.00",0,
38124822,STENT DES RESOLTE ONYX 4X30,"2,574.00",0,
38124830,STENT DES RESOLTE ONYX 4X34,"2,574.00",0,
38124848,STENT DES RESOLTE ONYX 4X38,"2,574.00",0,
38124855,STENT DES RESOLTE ONYX 4X8,"2,574.00",0,
38125068,STENT RESOLUTE ONYX 2.25X26,"2,574.00",0,
38125076,STENT RESOLUTE ONYX 3.5X8,"2,574.00",0,
38125241,LINER G7 FREE CONST E1 36MM E,"8,117.00",0,
38125480,STEM ASCEND FLEX STD PTC 3A,"10,010.00",0,
38125506,KWIRE 2.5X150MM,125.00,0,
38125753,STENT RESOLUTE ONYX 4.50X12,"2,574.00",0,
38125761,STENT RESOLUTE ONYX 4.50X15,"2,574.00",0,
38125779,STENT RESOLUTE ONYX 4.50X18,"2,574.00",0,
38125787,STENT RESOLUTE ONYX 4.50X22,"2,574.00",0,
38125795,STENT RESOLUTE ONYX 4.50X26,"2,574.00",0,
38125803,STENT RESOLUTE ONYX 4.50X30,"2,574.00",0,
38125811,STENT RESOLUTE ONYX 5.00X12,"2,574.00",0,
38125829,STENT RESOLUTE ONYX 5.00X15,"2,574.00",0,
38125837,STENT RESOLUTE ONYX 5.00X18,"2,574.00",0,
38125845,STENT RESOLUTE ONYX 5.00X22,"2,574.00",0,
38125852,STENT RESOLUTE ONYX 5.00X26,"2,574.00",0,
38125860,STENT RESOLUTE ONYX 5.00X30,"2,574.00",0,
38126371,INTRODUCER OPTISEAL S/P 6FR,187.00,0,
38126751,LEAD PLEXA PROMRI SD 65/18,"2,860.00",0,
38128138,INTRODUCER AVANTI 10FX11CM,36.00,0,
38128146,INTRODUCER AVANTI 11FX11CM,36.00,0,
38128153,INTRODUCER AVANTI 10FX23CM,36.00,0,
38128161,INTRODUCER AVANTI 11FX23CM,36.00,0,
38128294,CATH TRACK TRANSRADIAL 100CM,137.00,0,
38128302,CATH TRAN 3.5 RADIAL 100CM,137.00,0,
38128310,CATH TRAN 4.0 RADIAL 100CM,137.00,0,
38128328,CATH TRAN 4.5 RADIAL 100CM,137.00,0,
38128336,CATH TRAP 3.5 RADIAL 100CM,137.00,0,
38128344,CATH TRAP 4.0 RADIAL 100CM,137.00,0,
38128500,GWIRE 035X150CM STIFF ANG,187.00,0,
38128856,ENDOGIA 60MM WHITE RELOADS,"1,031.00",0,
38128864,ENDOGIA LOADING UNIT,543.00,0,
38128872,ENDOGIA 60MM PURPLE RELOADS,"1,085.00",0,
38129144,ICD ILIVIA HF-T QP DF4 404621,"60,561.00",0,
38130266,SURGIFLO HEMOSTATIC KIT,522.00,0,
38130324,ICD ILIVIA VR-T DF4 PROMRI,"39,754.00",0,
38130845,STENT DES SYNERGY RX 3X20MM,"4,387.00",0,
38130886,INSERT TIB ROTATE PLAT 4-17MM,"4,243.00",0,
38130910,SHELL DYNASTY BIOFOAM REV 50MM,"4,147.00",0,
38131033,STEM HUM 2B STD 70MM 132.5D,"10,010.00",0,
38131181,HEAD FEM DELTA 28MM NCK SHORT,"2,574.00",0,
38131462,STENT LIFESTREAM COVERD 16X135,"7,007.00",0,
38131470,STENT LIFESTREAM COVERD 26X135,"7,007.00",0,
38131488,STENT LIFESTREAM COVERD 38X135,"7,007.00",0,
38132239,PACER SERENA MRI CRT-P,"18,590.00",0,
38132254,PACER EDORA DR-T PROMRI,"12,870.00",0,
38132452,ICD ILIVIA7 DR-T DF4 PROMRI,"41,470.00",0,
38133070,ALLODERM THICK 6X18CM,"9,561.00",0,
38133088,IMPLANT CANN TIGHTROPE SS,"6,109.00",0,
38133104,PACER EDORA 8 SR-T PROMRI,"11,798.00",0,
38133146,INTRODUCER AVANTI 23CM,36.00,0,
38133153,GWIRE ROADRUNNER STRGT 035X260,137.00,0,
38133211,CATH ATTAIN SELECT2 DELIV 2.4,715.00,0,
38133229,LEAD ATTAIN PERFORMA STRT,"6,699.00",0,
38133278,STEM PROFEM 2 PLASMA 4 121MM,"5,870.00",0,
38133435,CLIP LAA GILLINOV-COSGRV 45MM,"3,718.00",0,
38134540,SLEEVE TANDEN UNI CONVER 3MM,297.00,0,
38134672,GLENOSPHERE LAT 3X36MM,"7,722.00",0,
38134680,SCREW PERIPHERAL 30MM,286.00,0,
38134714,NECK MOD KINECTIV R2,"1,276.00",0,
38134722,STENT VALIANT CAPTIV 30X26X150,"56,608.00",0,
38134904,SHELL PRIME BIOFOAM 52MM C,"4,090.00",0,
38135133,PEGS 30MM 3.2MM,360.00,0,
38135141,PEGS 32MM 3.2MM,360.00,0,
38135158,PEGS 36MM 3.2MM,360.00,0,
38135166,PEGS 42MM 3.2MM,360.00,0,
38135174,PEGS 46MM 3.2MM,360.00,0,
38135182,SCREW T15 LP CORT 3.5X20MM NS,185.00,0,
38135190,SCREW T15 LP CORT 3.5X22MM NS,185.00,0,
38135281,CATH V8 AORTIC BALLOON 19MM,"2,712.00",0,
38135299,CATH V8 AORTIC BALLOON 21MM,"2,712.00",0,
38135364,SHELL BIOFOAM 54MM D,"4,147.00",0,
38135620,ADAPTER HEAD FEM UNI +0MM,"1,850.00",0,
38135711,SHELL G7 OSSEOTI MULTIH 52MM E,"9,798.00",0,
38136115,NAIL Z CPM 13MMX38CM 125 L,"6,071.00",0,
38136503,POST CENTRAL THD 6.5X35MM,"1,430.00",0,
38136537,SCREW PERIHERAL 26MM,286.00,0,
38136545,SCREW PERIHERAL 38MM,286.00,0,
38137022,LEAD ICD PLEXA PROMRI S65,"9,438.00",0,
38137592,WALLSTENT 20X55MMX75CM,"3,031.00",0,
38137659,INSERT EVOLUTION MP CS 7 RT,"2,871.00",0,
38137667,LINER PROCOTYL XLPE 32MM SC,"1,755.00",0,
38137675,LINER PROCOTYL XLPE 32MM SD,"1,595.00",0,
38137790,PLATE HUM PRX 8H 199MM RT,"4,407.00",0,
38137865,LINER HGP II LONGEVITY 32 L,"4,317.00",0,
38137907,NAIL Z 10.5X125 LAG SCREW,"1,467.00",0,
38138202,SCREW TITANEX 3X24MM,"1,550.00",0,
38138616,FEMUR SPHERE CEME LT SIZE 2,"4,576.00",0,
38139010,DEFIB AICD INTICA DX PROMRI,"41,470.00",0,
38139143,LEAD PLEXA PROMRI DF1 DX 65/15,"10,382.00",0,
38139655,STENT VASC CVRED 135CM 8X26MM,"7,007.00",0,
38139994,PUTTY BONE MONTAGE 2CC,"3,596.00",0,
38140299,INSERT EVOL MP CS 3/1 RT 20MM,"2,871.00",0,
38140372,SCREW LCK 2.4X12MM,703.00,0,
38140380,SCREW LCK 2.4X14MM,703.00,0,
38140398,SCREW STERNUM 2.4X16MM,703.00,0,
38140729,SCREW 6.5X30MM,"2,177.00",0,
38140778,LEAD PLEXA PROMRI DF-1S 65/17,"1,345.00",0,
38141222,LINER G7 ACETAB HI WALL 36MM D,"3,146.00",0,
38141677,CATH GUIDEZILLA2 GUIDE EXT 6F,"1,579.00",0,
38141685,CATH GUIDE XBR CA 6FR,139.00,0,
38141693,CATH GUIDE XBR CA 7FR,139.00,0,
38141701,CATH GUIDE XBR CA SH 6FR,139.00,0,
38142436,AMPLATZER TORQVUE 45D 9FX80CM,"2,770.00",0,
38142501,GRAFT 26X30CM STRGT VASCUTEK,"1,520.00",0,
38142519,KWIRE 635-65T,137.00,0,
38142527,KWIRE K150-14D,195.00,0,
38142535,KWIRE K150-20D,281.00,0,
38142543,KWIRE K250-25S,336.00,0,
38142550,SCREW LAG REG THD 105X20MM,"1,621.00",0,
38142568,SCREW LAG REG THD 95X20MM,"1,621.00",0,
38142576,SCREW LOCKING 20MM,"1,621.00",0,
38142592,SCREW LCK OP 4X36MM,960.00,0,
38142600,SCREW LCK OP 4X34MM,960.00,0,
38142618,SCREW OSTEOPENIC 4X34MM,549.00,0,
38142626,SCREW OSTEOPENIC 4X55MM,549.00,0,
38143806,INSERT SPHERE FLX RT 10MM S4,"2,871.00",0,
38143830,NECK KINECTIV MODULAR DD,"1,144.00",0,
38143939,COMPONENT G7 OSSEOTI 72MM I,"8,783.00",0,
38144150,SPHERE FEM CEM RT S5,"5,104.00",0,
38144218,SHELL PRME BIOFOAM 56MM,"4,147.00",0,
38144234,MESH PLATE 74X50,"4,684.00",0,
38144358,NAIL Z CPM 13MMX36CM 125D RT,"6,071.00",0,
38144390,STRATTICE PERFORATED 25X40,"69,447.00",0,
38145132,LINER DYNASTY ACLASS POLY 32MM,"1,755.00",0,
38147385,SUTURE 8-0 BV130-5 PROLENE,126.00,0,
38147724,STENT VALIANT 36X36X100 CAPTIV,"48,606.00",0,
38149175,DRESSING AP DIALYSIS BIOPATCH,76.00,0,
38149183,DRESSING PICC BIOPATCH FIXED,86.00,0,
38149191,DRESSING CVC BIOPATCH SYS,76.00,0,
38149209,DRESSING PICC BIOPATCH SLIDING,86.00,0,
38152005,SHEATH MICROPUNC 5FRX30CM,370.00,0,
38152203,SPHERE FEM CEM RT 4,"4,576.00",0,
38152674,IMPLANT BLADE IM TFNA 100MM,"1,968.00",0,
38154530,LINER PROCOTYL VIT-E STD 32 D,"1,755.00",0,
38154795,PLATE VA-LCK CALCANEAL 70MM LT,"3,192.00",0,
38154803,WIRE FIX CMPRS 2.8X200X35 SS,201.00,0,
38154811,WIRE FIX CMPRS 2.8X200X40 SS,201.00,0,
38156055,INSERT TIB 2 10MM LT EVOLUTION,"2,574.00",0,
38158135,CATH EMERGE BALLOON 3.5X20,362.00,0,
38158143,STENT SYNERGY RX 3.5X28,"4,326.00",0,
