Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
"WS SERVICE AREA|25010065|cisatracurium concentrate 10 mg/mL (ICU USE ONLY) intravenous solution||00781315395|2,247.46||"
"WS SERVICE AREA|25010065|cisatracurium concentrate 10 mg/mL (ICU USE ONLY) intravenous solution||00781903995|2,247.46||"
"WS SERVICE AREA|25010065|cisatracurium concentrate 10 mg/mL (ICU USE ONLY) intravenous solution||63323041820|1,779.89||"
"WS SERVICE AREA|25010065|acetic acid (bulk) 100 % liquid||38779058201|5,691.25||"
WS SERVICE AREA|25010065|sodium borate-boric acid-sodium chloride-water eye wash soln||00904537720|24.81||
WS SERVICE AREA|25010065|sodium glycerophosphate 1 mmol/mL intravenous solution||63323024120|104.91||
WS SERVICE AREA|25010065|dexMEDEtomidine 400 mcg/100 mL (4 mcg/mL) in 0.9 % sodium chloride IV||00409166010|677.88||
WS SERVICE AREA|25010065|dexMEDEtomidine 400 mcg/100 mL (4 mcg/mL) in 0.9 % sodium chloride IV||00338955712|645.60||
WS SERVICE AREA|25010065|ferric subsulfate 0.2 gram to 0.22 gram/mL topical soln and applicator||10481011208|104.98||
"WS SERVICE AREA|25010065|ethiodized oil 48 % injection solution||67684190101|1,391.01||"
WS SERVICE AREA|25010065|mupirocin 2 % nasal ointment||00029152603|123.77||
WS SERVICE AREA|25010065|mupirocin 2 % nasal ointment||00000005376|4.40||
WS SERVICE AREA|25010065|mupirocin 2 % nasal ointment||50268057211|37.16||
WS SERVICE AREA|25010065|mupirocin 2 % nasal ointment||17856011201|29.00||
"WS SERVICE AREA|25010065|dantrolene 250 mg intravenous suspension||42367054032|17,842.13||"
WS SERVICE AREA|25010065|vasopressin 20 unit/mL intravenous solution||42023016425|337.42||
WS SERVICE AREA|25010065|glycopyrrolate 0.4 mg/2 mL (0.2 mg/mL) intravenous syringe||61553032928|53.68||
"WS SERVICE AREA|25010065|idaruCIZUmab 2.5 gram/50 mL intravenous solution||00597019705|24,411.80||"
WS SERVICE AREA|25010065|compounding vehicle suspension sugar-free no.20 oral||00574030316|161.17||
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542302|804.90||
"WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542305|1,202.17||"
WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542312|804.90||
"WS SERVICE AREA|25010065|sugammadex 100 mg/mL intravenous solution||00006542315|1,202.17||"
WS SERVICE AREA|25010065|brivaracetam 50 mg/5 mL intravenous solution||50474097075|198.00||
WS SERVICE AREA|25010065|ePHEDrine sulfate 50 mg/mL intravenous solution||42023021601|234.35||
WS SERVICE AREA|25010065|ePHEDrine sulfate 50 mg/mL intravenous solution||00781326995|477.04||
"WS SERVICE AREA|25010065|cocaine 4 % topical solution||00527172874|1,617.62||"
WS SERVICE AREA|25010065|trace elements Cr-Cu-Mn-Se-Zn 10 mcg-1 mg-0.5 mg-60 mcg-5mg/mL IV soln||00517821025|179.56||
WS SERVICE AREA|25010065|trace element pedi Cr-Cu-Mn-Zn 1 mcg-0.1 mg-25 mcg-1 mg/mL intravenous||00517920325|86.74||
"WS SERVICE AREA|25010065|DOBUTamine 500 mg/250 mL (2,000 mcg/mL) in 5 % dextrose IV|J1250|00409234733|82.72||"
"WS SERVICE AREA|25010065|DOBUTamine 500 mg/250 mL (2,000 mcg/mL) in 5 % dextrose IV|J1250|00409234732|100.88||"
WS SERVICE AREA|25010065|remifentanil 1 mg intravenous solution||67457019803|494.62||
WS SERVICE AREA|25010065|remifentanil 2 mg intravenous solution||67457019899|806.58||
"WS SERVICE AREA|25010065|angiotensin II 2.5 mg/mL intravenous solution||68547050102|9,870.00||"
WS SERVICE AREA|25010065|levothyroxine 20 mcg/mL intravenous solution||63323088510|729.46||
WS SERVICE AREA|25010065|sodium nitroprusside 25 mg/mL intravenous solution||00409302401|385.26||
"WS SERVICE AREA|25010065|sodium nitroprusside 25 mg/mL intravenous solution||25021031002|1,974.00||"
"WS SERVICE AREA|25010065|dexAMETHasone 0.1 % eye drops,suspension||00998061505|546.72||"
"WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL nasal solution||42023010301|1,513.80||"
WS SERVICE AREA|25010065|phenylephrine 10 % eye drops||17478020510|129.63||
WS SERVICE AREA|25010065|carbachol 0.01 % intraocular solution||00065002315|256.36||
WS SERVICE AREA|25010065|diclofenac 0.1 % eye drops||16571010125|330.38||
WS SERVICE AREA|25010065|ketorolac 0.5 % eye drops||61314012605|764.88||
WS SERVICE AREA|25010065|ofloxacin 0.3 % eye drops||17478071310|4.40||
"WS SERVICE AREA|25010065|tobramycin 0.3 % eye ointment||00065064435|1,554.12||"
WS SERVICE AREA|25010065|cyclopentolate 1 % eye drops||24208073501|118.39||
WS SERVICE AREA|25010065|cyclopentolate 1 % eye drops||00065039605|346.99||
WS SERVICE AREA|25010065|etomidate 2 mg/mL intravenous solution||00143950601|50.20||
WS SERVICE AREA|25010065|etomidate 2 mg/mL intravenous solution||00409669512|51.65||
WS SERVICE AREA|25010065|etomidate 2 mg/mL intravenous solution||00143931001|22.60||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143978510|139.49||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143963701|19.93||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||00143963710|19.93||
WS SERVICE AREA|25010065|valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution||63323049405|54.07||
WS SERVICE AREA|25010065|sodium hypochlorite 0.5 % solution||00436094616|78.87||
WS SERVICE AREA|25010065|sodium hypochlorite 0.5 % solution||00000005151|19.14||
"WS SERVICE AREA|25010065|carmustine in polifeprosan 7.7 mg wafer for implant||24338005008|23,045.68||"
WS SERVICE AREA|25010065|dilTIAZem 100 mg intravenous solution||00409435003|97.57||
"WS SERVICE AREA|25010065|ofloxacin 0.3 % ear drops||50383002505|1,243.45||"
WS SERVICE AREA|25010065|dexAMETHasone 4 mg tablet||00054817525|4.40||
WS SERVICE AREA|25010065|dexAMETHasone 4 mg tablet||49884008701|4.40||
"WS SERVICE AREA|25010065|calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension||61938045603|2,748.98||"
"WS SERVICE AREA|25010065|calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension||61938045606|4,865.56||"
WS SERVICE AREA|25010065|dextrose 25 % in water (D25W) intravenous syringe||00409177510|67.47||
WS SERVICE AREA|25010065|dextrose 50 % in water (D50W) intravenous solution||00409664802|48.70||
"WS SERVICE AREA|25010065|mycophenolate 500 mg intravenous solution||00004029809|1,420.99||"
"WS SERVICE AREA|25010065|antivenin Latrodectus mactans 6,000 unit solution for injection||00006542402|223.62||"
WS SERVICE AREA|25010065|belladonna alkaloids-opium 16.2 mg-60 mg rectal suppository||00574704012|242.53||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||00378968144|48.63||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||43598041025|46.68||
WS SERVICE AREA|25010065|levalbuterol 0.63 mg/3 mL solution for nebulization||43598041005|46.68||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00591379760|8.94||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization|J7613|00487950101|5.81||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00487950103|5.81||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization|J7613|00487950125|5.81||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||00487950160|5.81||
WS SERVICE AREA|25010065|albuterol sulfate 2.5 mg/3 mL (0.083 %) solution for nebulization||04879050101|5.81||
"WS SERVICE AREA|25010065|allopurinol 500 mg intravenous solution||67457018750|12,592.73||"
WS SERVICE AREA|25010065|ethanol (ethyl alcohol) 98 % injection solution||17478050305|250.82||
WS SERVICE AREA|25010065|doxycycline hyclate 100 mg intravenous powder for solution||63323013011|212.48||
WS SERVICE AREA|25010065|doxycycline hyclate 100 mg intravenous powder for solution||63323013013|150.83||
"WS SERVICE AREA|25010065|poractant alfa 120 mg/1.5 mL intratracheal suspension||10122051001|3,718.30||"
"WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||24338030020|2,912.15||"
"WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||45802021001|1,627.40||"
"WS SERVICE AREA|25010065|nitroglycerin 400 mcg/spray translingual||45802021002|2,429.91||"
WS SERVICE AREA|25010065|dexMEDEtomidine 100 mcg/mL intravenous solution||00409163802|338.94||
WS SERVICE AREA|25010065|dexMEDEtomidine 100 mcg/mL intravenous solution||16729023930|184.87||
WS SERVICE AREA|25010065|dexMEDEtomidine 100 mcg/mL intravenous solution||16729043230|184.87||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781312892|155.38||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781922492|155.38||
WS SERVICE AREA|25010065|nafcillin 1 gram intravenous solution||00781312815|155.38||
WS SERVICE AREA|25010065|nafcillin 2 gram intravenous solution||00781922592|301.41||
WS SERVICE AREA|25010065|morphine 10 mg/mL intravenous solution||00641612701|17.80||
"WS SERVICE AREA|25010065|pentamidine 300 mg solution for injection||63323011310|1,098.14||"
"WS SERVICE AREA|25010065|dinoprostone ER 10 mg vaginal insert,controlled release||00456412363|2,220.46||"
WS SERVICE AREA|25010065|fluorescein 0.6 mg eye strips||17478040303|4.40||
WS SERVICE AREA|25010065|fluorescein 1 mg eye strips||17238090030|4.40||
WS SERVICE AREA|25010065|fluorescein 1 mg eye strips||17238090099|4.40||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||66758020858|135.76||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||10019055390|154.40||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||10019055304|154.40||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||66758020854|135.76||
WS SERVICE AREA|25010065|scopolamine 1 mg over 3 days transdermal patch||45802058001|166.75||
WS SERVICE AREA|25010065|silver nitrate 0.5 % topical solution||00093961413|612.48||
"WS SERVICE AREA|25010065|pentamidine 300 mg solution for inhalation|J2545|63323087715|1,209.95||"
WS SERVICE AREA|25010065|ePHEDrine sulfate 50 mg/mL injection solution||66758000801|105.04||
WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL injection solution|J0171|76329906100|476.21||
"WS SERVICE AREA|25010065|EPINEPHrine 1 mg/mL injection solution|J0171|42023016801|1,370.75||"
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00186198804|63.19||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||54868577400|56.59||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00093681573|68.25||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||00487960101|68.79||
WS SERVICE AREA|25010065|budesonide 0.25 mg/2 mL suspension for nebulization||69097031887|34.44||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00186198904|74.37||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00093681645|80.33||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00781751687|80.37||
WS SERVICE AREA|25010065|budesonide 0.5 mg/2 mL suspension for nebulization||00487970101|80.95||
WS SERVICE AREA|25010065|methyl salicylate topical liquid||00395166792|65.69||
WS SERVICE AREA|25010065|erythromycin 5 mg/gram (0.5 %) eye ointment||00574402435|130.20||
WS SERVICE AREA|25010065|sodium hyaluronate 10 mg/mL intraocular syringe||08544508381|759.00||
WS SERVICE AREA|25010065|sodium hyaluronate 10 mg/mL intraocular syringe||85446036971|725.00||
WS SERVICE AREA|25010065|chondroitin-sod hyaluron 4 %-3 % (40 mg-30 mg/mL) intraocular syringe||08065183905|992.86||
"WS SERVICE AREA|25010065|chondroitin-sod hyaluron 4 %-3 % (40 mg-30 mg/mL) intraocular syringe||08065183975|1,304.62||"
"WS SERVICE AREA|25010065|EPINEPHrine (Jr) 0.15 mg/0.3 mL injection,auto-injector||49502010102|987.00||"
WS SERVICE AREA|25010065|fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous||61553011302|421.66||
WS SERVICE AREA|25010065|fentaNYL (PF) 2 mcg/mL-bupivacaine 0.125 %-NaCl injection solution||00000005476|117.02||
WS SERVICE AREA|25010065|albuterol sulfate 1.25 mg/3 mL solution for nebulization|J7613|00487990425|12.03||
WS SERVICE AREA|25010065|albuterol sulfate 1.25 mg/3 mL solution for nebulization|J7613|00591346853|12.03||
"WS SERVICE AREA|25010065|fluorometholone 0.1 % eye drops,suspension||60758088005|618.14||"
"WS SERVICE AREA|25010065|fluorometholone 0.1 % eye drops,suspension||60758088015|1,612.44||"
WS SERVICE AREA|25010065|folic acid 5 mg/mL injection solution||63323018411|21.55||
WS SERVICE AREA|25010065|folic acid 5 mg/mL injection solution||63323018410|36.41||
WS SERVICE AREA|25010065|sterile talc 4 gram intrapleural aerosol powder||63256010030|121.80||
WS SERVICE AREA|25010065|imatinib 100 mg tablet||00078040134|678.88||
"WS SERVICE AREA|25010065|imatinib 100 mg tablet||60687019211|2,321.76||"
WS SERVICE AREA|25010065|gentamicin 0.3 % (3 mg/gram) eye ointment||17478028435|256.95||
WS SERVICE AREA|25010065|gentamicin 0.3 % eye drops||60758018805|139.06||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517460225|185.61||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517460525|355.08||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00517462025|841.06||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143968125|112.98||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143968025|242.10||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958410|322.80||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958625|45.19||
WS SERVICE AREA|25010065|glycopyrrolate 0.2 mg/mL injection solution||00143958725|22.60||
"WS SERVICE AREA|25010065|neomycin 3.5 mg-polymyxin 10,000 unit-hydrocort 10 mg/mL eye drop,susp||61314064175|1,234.31||"
"WS SERVICE AREA|25010065|esmolol 2,000 mg/100 mL (20 mg/mL) in sodium chloride (iso-osmotic) IV||10019007587|1,843.06||"
"WS SERVICE AREA|25010065|moxifloxacin 0.5 % eye drops||00065401303|1,262.37||"
WS SERVICE AREA|25010065|imatinib 400 mg tablet||00078043815|611.56||
WS SERVICE AREA|25010065|imatinib 400 mg tablet||60687020325|715.32||
WS SERVICE AREA|25010065|imatinib 400 mg tablet||60687020395|715.32||
"WS SERVICE AREA|25010065|ciprofloxacin 0.3 %-dexamethasone 0.1 % ear drops,suspension||00065853302|1,711.73||"
WS SERVICE AREA|25010065|homatropine 5 % eye drops||59390019205|138.33||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00002759701|90.18||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00781315972|334.91||
WS SERVICE AREA|25010065|OLANZapine 10 mg intramuscular solution||00517095501|69.24||
"WS SERVICE AREA|25010065|neomycin-bacitracin-polymyxn 3.5 mg-400 unit-10,000 unit/gram eye oint||24208078055|412.88||"
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||00093414719|48.58||
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||17478017130|61.91||
WS SERVICE AREA|25010065|levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization||00378699331|48.57||
WS SERVICE AREA|25010065|flumazenil 0.1 mg/mL intravenous solution||63323042405|54.71||
WS SERVICE AREA|25010065|flumazenil 0.1 mg/mL intravenous solution||00143968410|52.46||
WS SERVICE AREA|25010065|norflurane-pentafluoropropane topical spray||00386000803|4.40||
WS SERVICE AREA|25010065|gentamicin IV 5 mg/mL (neonate/PEDS)||00000005280|47.69||
WS SERVICE AREA|25010065|||00000005445|15.00||
WS SERVICE AREA|25010065|dexmedetomidine 4 mcg/mL IV injection||00000005585|17.80||
WS SERVICE AREA|25010065|morphine 30 mg/30 mL (1 mg/mL) in 0.9 % sodium chloride IV PCA syringe||61553017944|160.27||
WS SERVICE AREA|25010065|morphine 30 mg/30 mL (1 mg/mL) in 0.9 % sodium chloride IV PCA syringe||69374097930|68.51||
WS SERVICE AREA|25010065|||00000005444|14.87||
WS SERVICE AREA|25010065|sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) iv solution||60267070550|704.06||
WS SERVICE AREA|25010065|sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) iv solution||60267070550|704.06||
WS SERVICE AREA|25010065|penicillin g 3 MU/100 mL in 0.9% sodium chloride intravenous piggyback||00000005629|69.50||
WS SERVICE AREA|25010065|HYDROmorphone 3 mg/30 mL in 0.9 % sodium chloride PCA intravenous soln||61553067944|352.98||
WS SERVICE AREA|25010065|insulin 0.2 units/mL syringe (10kg or less)||00000005448|120.00||
WS SERVICE AREA|25010065|caffeine citrate 60 mg/3 mL oral syringe||00000005284|145.01||
WS SERVICE AREA|25010065|adenosine 6 mcg/mL||00000005224|85.00||
WS SERVICE AREA|25010065|adenosine 12 mcg/mL||00000005225|17.80||
WS SERVICE AREA|25010065|nitroglycerin 50 mg/250 mL (200 mcg/mL) in 5 % dextrose intravenous||00000005196|17.80||
WS SERVICE AREA|25010065|fentaNYL (PF) 5 mcg/mL in 0.9 % sodium chloride IV||61553031834|51.40||
WS SERVICE AREA|25010065|norepinephrine bitartrate 4 mg/250 mL (16 mcg/mL) in dextrose 5 % IV||00000005197|17.80||
WS SERVICE AREA|25010065|HYDROmorphone 50 mg/50 mL infusion||00000005340|380.10||
WS SERVICE AREA|25010065|niCARdipine 20 mg/ 200 mL in 0.9% sodium chloride infusion||10122031310|802.76||
"WS SERVICE AREA|25010065|vasopressin 20 units/mL injection,vasopressin 20 unit/mL intravenous solution||63323030209|17.80||"
"WS SERVICE AREA|25010065|vasopressin 20 units/mL injection,vasopressin 20 unit/mL intravenous solution||63323030201|298.59||"
WS SERVICE AREA|25010065|nitroglycerin 200 mcg/mL bolus from bottle||00338104902|17.80||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||00409469924|172.70||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||63323026950|121.05||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||25021060851|235.64||
WS SERVICE AREA|25010065|propofol 10 mg/mL intravenous emulsion||25021060820|47.13||
WS SERVICE AREA|25010065|promethazine 6.25 mg/25 mL in 0.9% sodium chloride intravenous piggyback||00000005480|30.75||
"WS SERVICE AREA|25010065|penicillin G potassium 250,000 units/mL injection|J2540|00000005583|101.68||"
"WS SERVICE AREA|25010065|penicillin G potassium 10,000 units/mL injection|J2540|00000005584|17.80||"
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488820|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488810|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||00409488802|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||63323018610|17.80||
WS SERVICE AREA|25010065|sodium chloride 0.9 % injection solution||63323018620|17.80||
WS SERVICE AREA|25010065|bupivacaine 0.125% 100 mL epidural||00000005257|104.50||
"WS SERVICE AREA|25010065|heparin (initial bolus) 1000 unit/mL-low dose CPG,heparin 1,000 units/mL|J1644|63323054057|21.63||"
"WS SERVICE AREA|25010065|heparin (initial bolus) 1000 unit/mL-low dose CPG,heparin 1,000 units/mL||25021040030|54.96||"
"WS SERVICE AREA|25010065|heparin (initial bolus) 1000 unit/mL-low dose CPG,heparin 1,000 units/mL||63323054001|31.23||"
"WS SERVICE AREA|25010065|heparin (initial bolus) 1000 unit/mL-low dose CPG,heparin 1,000 units/mL|J1644|63323054011|58.67||"
"WS SERVICE AREA|25010065|heparin (initial bolus) 1000 unit/mL-low dose CPG,heparin 1,000 units/mL||63323054031|57.62||"
