ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
0722306,K-PAD DUOTHERM-MED,ST ROSE HOSPITAL,$138.00 
0722355,K-PAD DUOTHERM-SM,ST ROSE HOSPITAL,$138.00 
0722405,K-PAD DUOTHERM-23X60,ST ROSE HOSPITAL,$787.00 
0722454,"K-PAD MODULE,PER DAY(W/O PAD)",ST ROSE HOSPITAL,$67.05 
0723601,LEG BAG,ST ROSE HOSPITAL,$131.00 
0724401,"CAST-SCOTCH TAPE(MM03)3"" ROLL",ST ROSE HOSPITAL,$339.00 
0724419,"CAST SCOTCH TAPE 2"" ROLL MM02",ST ROSE HOSPITAL,$270.00 
0724450,"CAST-SCOTCH TAPE(MM05)5"" ROLL",ST ROSE HOSPITAL,$394.00 
0724559,"CAST-SCOTCH WEB CRAW 2"" ROLL",ST ROSE HOSPITAL,$117.00 
0724609,"CAST-SCOTCH WEB WRAP 3"" ROLL",ST ROSE HOSPITAL,$142.00 
0724658,"CAST-SCOTCH WEB WRAP 4"" ROLL",ST ROSE HOSPITAL,$193.00 
0724708,SUCTION CANNISTER 1200CC,ST ROSE HOSPITAL,$102.04 
0724898,MALE EXTERNAL URINE CATH MED,ST ROSE HOSPITAL,$62.00 
0724914,"MAMMARY SUPPORT, JOBST, SM",ST ROSE HOSPITAL,"$1,566.00 "
0724922,"MAMMARY SUPPORT, JOBST, MED",ST ROSE HOSPITAL,"$1,566.00 "
0724948,"MAMMARY SUPPORT,X-LG",ST ROSE HOSPITAL,"$1,566.00 "
0725564,MITYVAC,ST ROSE HOSPITAL,$704.00 
0725911,MONITORING KIT (ARTER.SINGLE),ST ROSE HOSPITAL,$233.00 
0725937,MONITORING KIT(ARTER.DOUBLE),ST ROSE HOSPITAL,$550.00 
0726349,NEEDLE ANGIOGRAPHIC CV,ST ROSE HOSPITAL,$207.72 
0726422,NEEDLE COOK DISPOS DCM-18-7.0,ST ROSE HOSPITAL,$258.01 
0726711,NEEDLE HUBER 20X1 1/2,ST ROSE HOSPITAL,$69.00 
0726729,NEEDLE HUBER 20X1,ST ROSE HOSPITAL,$69.00 
0726737,"NEEDLE HUBER 22X1""",ST ROSE HOSPITAL,$57.00 
0726752,HAWKINS NEEDLES-RAD,ST ROSE HOSPITAL,$401.00 
0726794,MICROBORE EXTENSION SET,ST ROSE HOSPITAL,$21.87 
0726802,NEEDLE LONGDWELL 18G,ST ROSE HOSPITAL,$802.00 
0726901,NEEDLE PER CUT UMI,ST ROSE HOSPITAL,$232.00 
0726927,NEEDLE PNS DTN-18-15.0,ST ROSE HOSPITAL,$338.00 
0727008,NEEDLE SPINAL 18G X 3 1/2,ST ROSE HOSPITAL,$62.00 
0727057,NEEDLE SPINAL 20G X 1 1/2,ST ROSE HOSPITAL,$69.00 
0727156,NEEDLE SPINAL 20G X 3 1/2,ST ROSE HOSPITAL,$58.00 
0727206,NEEDLE SPIN 22X11/2,ST ROSE HOSPITAL,$55.00 
0727255,NEEDLE SPIN 22X31/2,ST ROSE HOSPITAL,$55.00 
0727404,CHIBA NEEDLE OCHN 22/10/15/20,ST ROSE HOSPITAL,$689.00 
0727503,NEEDLE BX TRUCUT,ST ROSE HOSPITAL,$550.00 
0727735,NEEDLE BIOPSY EZ-EM 20GX2.5M,ST ROSE HOSPITAL,$455.00 
0728204,DRESSING TEGADERM 8X12,ST ROSE HOSPITAL,$178.57 
0728303,OSTOMY BELT,ST ROSE HOSPITAL,$157.00 
0728501,"OSTOMY BAG 2 """,ST ROSE HOSPITAL,$117.00 
0728568,"OSTOMY WAFER, DURADHESIVE",ST ROSE HOSPITAL,$62.00 
0728709,OSTOMY LOOP DR POUCH,ST ROSE HOSPITAL,$106.00 
0728899,OSTOMY PASTE PREMTCON,ST ROSE HOSPITAL,$182.00 
0728907,OSTOMY POUCH CLAMP,ST ROSE HOSPITAL,$77.00 
0729145,PACING LEAD TMP PERVEN CORDIS,ST ROSE HOSPITAL,"$5,830.00 "
0729541,PAD PACE QUIK,ST ROSE HOSPITAL,"$1,137.00 "
0729707,PEDIATRIC U-BAG,ST ROSE HOSPITAL,$47.00 
0729954,"PENROSE DRAIN 1/2 X 18""",ST ROSE HOSPITAL,$22.00 
0730002,"PENROSE DRAIN 1/4 X 18""",ST ROSE HOSPITAL,$36.00 
0730200,PENEDRIL,ST ROSE HOSPITAL,$131.00 
0730259,PERCUTANEOUS INTRODUCER 6F,ST ROSE HOSPITAL,$192.00 
0730309,PERCUTANEOUS INTRODUCER 7F,ST ROSE HOSPITAL,$201.00 
0730853,PILLOW ABDUCTION,ST ROSE HOSPITAL,$842.00 
0730903,PLEURA-VAC DRAINAGE SYSTEM,ST ROSE HOSPITAL,$162.00 
0731158,POLYETHELENE 3.0 SUTURE,ST ROSE HOSPITAL,$50.00 
0731604,POWDER STOMADHESIVE,ST ROSE HOSPITAL,$196.77 
0731877,PROBE CHANDLER MODEL 98-100H,ST ROSE HOSPITAL,"$2,642.00 "
0732651,SCALPEL #11 DISP,ST ROSE HOSPITAL,$40.07 
0732701,SCALPEL #15 DISP,ST ROSE HOSPITAL,$40.07 
0732735,SEQUENTIAL COMP THIGH LGTH XSM,ST ROSE HOSPITAL,$157.00 
0732768,SEQUENTIAL COMP THIGH LENGTH,ST ROSE HOSPITAL,$157.00 
0732776,SEQUENTIAL COMP THIGH LGTH XLG,ST ROSE HOSPITAL,$157.00 
0732842,SHEATH KIT CV,ST ROSE HOSPITAL,$604.89 
0733352,SHOE POST OP M-L,ST ROSE HOSPITAL,$474.00 
0733402,SHOE POST OP M-M,ST ROSE HOSPITAL,$474.00 
0733451,SHOE POST OP M-S,ST ROSE HOSPITAL,$474.00 
0733501,SHOE POST OP W-L,ST ROSE HOSPITAL,$474.00 
0733550,SHOE POST OP W-M,ST ROSE HOSPITAL,$474.00 
0733600,SHOE POST OP W-S,ST ROSE HOSPITAL,$474.00 
0733857,SLING ARM COMPORT 5M,ST ROSE HOSPITAL,$87.00 
0733907,SLING ARM CONFT LARGE,ST ROSE HOSPITAL,$87.00 
0733956,SLING ARM CONFT SMALL,ST ROSE HOSPITAL,$87.00 
0734046,SLING ARM XLARGE,ST ROSE HOSPITAL,$87.00 
0734053,SLING ARM DANDYLION,ST ROSE HOSPITAL,$87.00 
0734202,SLING IMOB/VELP LARGE,ST ROSE HOSPITAL,$146.00 
0734251,SLING IMOB/VELP MED,ST ROSE HOSPITAL,$146.00 
0734277,SLING KNEE FLEXION ASSIST,ST ROSE HOSPITAL,$164.00 
0734855,SPLINT 4ARM PAD RIGHT,ST ROSE HOSPITAL,$193.00 
0736306,SPLINT 4X15 P/P,ST ROSE HOSPITAL,$82.00 
0736314,SPLINT 5 X 30 P/P (5),ST ROSE HOSPITAL,$193.00 
0736900,STAPLE EXTRACTOR,ST ROSE HOSPITAL,$335.00 
0737007,STEINMAN PIN PLAIN,ST ROSE HOSPITAL,$97.00 
0737106,"STERI STRIPS 1/4""",ST ROSE HOSPITAL,$51.03 
0737403,STOCKING KNEE-L-RED,ST ROSE HOSPITAL,$164.00 
0737452,STOCKING KNEE-L-XL,ST ROSE HOSPITAL,$164.00 
0737502,STOCKING KNEE-M-REG,ST ROSE HOSPITAL,$164.00 
0737551,STOCKING KNEE-M-XL,ST ROSE HOSPITAL,$164.00 
0737601,STOCKING KNEE-S-REG,ST ROSE HOSPITAL,$164.00 
0737650,STOCKING KNEE-S-XL,ST ROSE HOSPITAL,$153.00 
0737700,STOCKING KNEE-XLRG,ST ROSE HOSPITAL,$164.00 
0738153,STOCKING XL/XLNG/KNE,ST ROSE HOSPITAL,$153.00 
0738161,STOCKING THIGH LG,ST ROSE HOSPITAL,$394.00 
0738179,STOCKING THIGH MEDIUM,ST ROSE HOSPITAL,$394.00 
0738187,STOCKING THIGH SMALL,ST ROSE HOSPITAL,$394.00 
0738195,STOCKING THIGH XLARGE,ST ROSE HOSPITAL,$394.00 
0738609,STOMACH TUBE K-9,ST ROSE HOSPITAL,$40.00 
0738658,STOMAHESIVE 4X4,ST ROSE HOSPITAL,$138.00 
0738765,STOPCOCK MALE LEUR 3-WAY,ST ROSE HOSPITAL,$47.37 
0738831,STOPCOCK POWS-FLL-MLL,ST ROSE HOSPITAL,$61.95 
0738856,STOPCOCK MALE LL(K169),ST ROSE HOSPITAL,$61.95 
0739458,SUPPORTER LARGE,ST ROSE HOSPITAL,$332.00 
0739466,"SUPPORT ELBOW PROTECTOR,SM",ST ROSE HOSPITAL,$197.00 
0739474,SUPPORT ELBOW PROTECTOR MED,ST ROSE HOSPITAL,$197.00 
0739482,SUPPORT ELBOW LG,ST ROSE HOSPITAL,$197.00 
0739490,SUPPORT ELBOW TENNIS,ST ROSE HOSPITAL,$137.00 
0739508,MENS SCROTAL SUPPORT,ST ROSE HOSPITAL,$332.00 
0739516,SUPPORT PATELLAR SM,ST ROSE HOSPITAL,$485.00 
0739557,SUPPORTER SMALL,ST ROSE HOSPITAL,$287.00 
0740159,SURG STAPLE SKIN 12W,ST ROSE HOSPITAL,$623.00 
0741702,SUTURE SLK BL 685G,ST ROSE HOSPITAL,$66.00 
0741959,SWAB ACUDYNE EACH,ST ROSE HOSPITAL,$21.87 
0741975,SUTURE BASIC CV,ST ROSE HOSPITAL,$69.00 
0742056,SWAB TINCTURE BENZOIN EACH,ST ROSE HOSPITAL,$21.87 
0742205,SYRINGE EAR,ST ROSE HOSPITAL,$40.07 
0742247,SYRINGE CORONARY PALM CV,ST ROSE HOSPITAL,$251.45 
0742288,SYRINGE CONTROL MEDRAD CV,ST ROSE HOSPITAL,$233.19 
0742353,SYRINGE IRRIGATION,ST ROSE HOSPITAL,$21.87 
0742783,SMARK EVIVA MARKER,ST ROSE HOSPITAL,$30.00 
0742858,"TAPE MICRFOAM 4""",ST ROSE HOSPITAL,$98.39 
0743286,TENNIS ELBOW SUPPORT,ST ROSE HOSPITAL,$265.00 
0743658,TOWELS (STERILE),ST ROSE HOSPITAL,$45.91 
0743708,TRACH CUFFS,ST ROSE HOSPITAL,$90.00 
0743716,TRACH INNER CANNULA 4 DIC,ST ROSE HOSPITAL,$95.00 
0743724,TRACH INNER CANNULA 6 DIC,ST ROSE HOSPITAL,$95.00 
0743732,TRACH INNER CANNULA 8 DIC,ST ROSE HOSPITAL,$95.00 
0743740,TRACH INNER CANNULA 10 DIC,ST ROSE HOSPITAL,$95.00 
0744508,TRAY AMNIOCENTESIS,ST ROSE HOSPITAL,$442.00 
0745000,TRAY BASIC CATHETER,ST ROSE HOSPITAL,$73.00 
0745109,TRAY BONE MARROW DISP,ST ROSE HOSPITAL,$377.00 
0745273,TRAY CATH TRIPLE LUMEN 7FR,ST ROSE HOSPITAL,$89.00 
0745364,TRAY CV LAB,ST ROSE HOSPITAL,$291.51 
0745455,TRAY CHEST TUBE INSERTION,ST ROSE HOSPITAL,$645.71 
0745976,TRAY DISP BONE MARROW BIOPSY,ST ROSE HOSPITAL,"$1,021.00 "
0746107,TRAY EPIDURAL PHARM,ST ROSE HOSPITAL,$966.00 
0746305,TEMP SENSING FOLEY CATH W/ URIMETER 16FR,ST ROSE HOSPITAL,$69.00 
0746354,TRAY FOLEY #18 SILIC,ST ROSE HOSPITAL,$69.00 
0746545,HYSTERO SURGICAL TRAY,ST ROSE HOSPITAL,"$1,071.00 "
0746602,TRAY INCIS & DRAIN,ST ROSE HOSPITAL,$407.00 
0746628,TRAY INTUBATION,ST ROSE HOSPITAL,$554.00 
0746958,TRAY LUMBAR PUNCTURE ADULT,ST ROSE HOSPITAL,$404.00 
0747006,TRAY LUMBAR PUNC PED,ST ROSE HOSPITAL,$379.00 
0747410,TRAY PACEMAKER INSERTION,ST ROSE HOSPITAL,"$1,275.36 "
0748038,TRAY SADDLE BACK ANESTHESIA,ST ROSE HOSPITAL,$415.00 
0748467,TRAY THORACENT ARROW DISP,ST ROSE HOSPITAL,$751.00 
0748608,TRAY TRACH W/PACK,ST ROSE HOSPITAL,$642.00 
0748806,TRAY URETHRAL CATH,ST ROSE HOSPITAL,$144.00 
0749200,TRAY TPN/CNP DRSG,ST ROSE HOSPITAL,$185.85 
0750075,BIOPATCH,ST ROSE HOSPITAL,$46.00 
0750109,TUBE ENDOTRACH 2-5FR,ST ROSE HOSPITAL,$69.00 
0750307,TUBE ENDOTRACH 6.5 MM,ST ROSE HOSPITAL,$91.00 
0750356,TUBE ENDOTRACH 7.0 MM,ST ROSE HOSPITAL,$98.00 
0750406,TUBE ENDOTRACH 3-0FR,ST ROSE HOSPITAL,$73.00 
0750505,TUBE ENDOTRACH 7.5 MM,ST ROSE HOSPITAL,$98.00 
0750554,TUBE ENDOTRACH 8.0 MM,ST ROSE HOSPITAL,$98.00 
0750604,TUBE ENDOTRACH 8.5 MM,ST ROSE HOSPITAL,$91.00 
0750653,TUBE ENDOTRACH 9.0 MM,ST ROSE HOSPITAL,$98.00 
0750703,TUBE ENDOTRACH 9.5 MM,ST ROSE HOSPITAL,$257.00 
0750752,TUBE ENDOTRACH 4-0FR,ST ROSE HOSPITAL,$73.00 
0750802,TUBE ENDOTRACH 4-5 FR,ST ROSE HOSPITAL,$69.00 
0750851,TUBE ENDOTRACH 10.0 MM,ST ROSE HOSPITAL,$198.00 
0750877,TUBE ENDOTRACH NASAL 6.0 FR,ST ROSE HOSPITAL,"$1,460.00 "
0750885,TUBE ENDOTRACH NASAL 7.0 FR,ST ROSE HOSPITAL,"$1,460.00 "
0750893,TUBE ENDOTRACH NASAL 8.0 FR,ST ROSE HOSPITAL,"$1,460.00 "
0750968,TUBE FEEDING JEJUNAL,ST ROSE HOSPITAL,"$1,407.00 "
0750992,MCLEON FEEDING TUBE,ST ROSE HOSPITAL,"$2,084.00 "
0751008,TUBE FEEDING K30,ST ROSE HOSPITAL,$53.00 
0751057,TUBE FEEDING K31,ST ROSE HOSPITAL,$22.00 
0751107,TUBE FEEDING K32,ST ROSE HOSPITAL,$22.00 
0751297,TUBE GASTROSTOMY 16FR,ST ROSE HOSPITAL,"$1,146.00 "
0751313,TUBE GASTROSTOMY 18FR,ST ROSE HOSPITAL,"$1,146.00 "
0751321,TUBE GASTROSTOMY 14 FR,ST ROSE HOSPITAL,"$1,154.00 "
0751339,TUBE GASTROSTOMY 20 FR,ST ROSE HOSPITAL,"$1,164.00 "
0751347,TUBE GASTROSTOMY 24FR,ST ROSE HOSPITAL,"$1,237.00 "
0751958,TUBE MALECOT CHT #45,ST ROSE HOSPITAL,$528.00 
0752576,TUBE SALEM SUMP 16 FR,ST ROSE HOSPITAL,$69.00 
0752592,TUBE SALEM SUMP 18 FR,ST ROSE HOSPITAL,$69.00 
0752600,TUBE TRACH PORTEX 24FR 6MM,ST ROSE HOSPITAL,"$1,017.00 "
0752808,TUBE TRACH FENES 30FR,ST ROSE HOSPITAL,"$1,505.00 "
0752857,TUBE TRACH PORTEX 30FR 7MM,ST ROSE HOSPITAL,"$1,017.00 "
0752907,TUBE TRACH PORTEX 33FR 8MM,ST ROSE HOSPITAL,"$1,017.00 "
0752956,TUBE TRACH PORTEX 36FR 9MM,ST ROSE HOSPITAL,"$1,017.00 "
0753103,TUBE TRACH SHLY 6FR DCT,ST ROSE HOSPITAL,"$1,417.00 "
0753152,TUBE TRACH SHLT 8FR DCT,ST ROSE HOSPITAL,"$1,417.00 "
0753186,TUBE TRACH SHLY 6FR,ST ROSE HOSPITAL,"$1,662.00 "
0753194,TUBE TRACH SHLY 8FR,ST ROSE HOSPITAL,"$1,662.00 "
0753251,TUBE TRACH UNCUFFED 21FR52MM,ST ROSE HOSPITAL,$668.00 
0753350,TUBE/STOPCOCK EXTEN.,ST ROSE HOSPITAL,$85.28 
0753608,TUBING CONDUCTIVE,ST ROSE HOSPITAL,$51.03 
0753756,TUR IRRIGATION SET 4L,ST ROSE HOSPITAL,$353.00 
0753798,UNNA BOOT,ST ROSE HOSPITAL,$131.00 
0753806,UNDERPAD 30 X 30,ST ROSE HOSPITAL,$21.87 
0753905,URIDOME,ST ROSE HOSPITAL,$36.00 
0753954,URIMETER/COLLEC BAG,ST ROSE HOSPITAL,$429.00 
0754226,UROSTOMY SURFIT POUCH 1-1/4,ST ROSE HOSPITAL,$95.00 
0754465,VALVE KEITH ARV,ST ROSE HOSPITAL,$138.00 
0755207,SUCTION YANKAUER,ST ROSE HOSPITAL,$9.45 
0760124,HEPARIN 1000U/CC TOT 3CC,ST ROSE HOSPITAL,$13.00 
0760173,HEPARIN 1000U/CC TOTAL 3-5CC,ST ROSE HOSPITAL,$13.00 
0760306,PERM CATHETER,ST ROSE HOSPITAL,"$4,311.00 "
0765891,BAG FECAL MGMT FLEXI-SEAL,ST ROSE HOSPITAL,$17.00 
0768010,GASTROJEJOSTOMY TUBE MIC,ST ROSE HOSPITAL,$666.00 
0768085,MIC 20-6 INTRODUCER SET,ST ROSE HOSPITAL,$597.00 
0768283,AMPLOTZ WIRE 260 CM,ST ROSE HOSPITAL,$272.00 
0770511,PACK CV PROCEDURE,ST ROSE HOSPITAL,"$2,040.58 "
0781369,COAXIAL BONE BIOPSY TROCAR,ST ROSE HOSPITAL,$428.00 
0781450,EXCHANGE WIRE 130CM,ST ROSE HOSPITAL,$258.00 
0781534,PICC WING,ST ROSE HOSPITAL,$39.00 
0788646,BILARY DRAINAGE CATHETER,ST ROSE HOSPITAL,"$1,953.00 "
0788745,DRAINAGE CATH,ST ROSE HOSPITAL,"$1,156.00 "
0788844,AMPLATZ SUPER STIFF WIRE,ST ROSE HOSPITAL,"$1,107.00 "
0790048,PERCUSTAY,ST ROSE HOSPITAL,$230.00 
0790097,TRUCLOSE GRAVITY DRAINAGE,ST ROSE HOSPITAL,$486.00 
0791087,NEPHTRACK & DILATION,ST ROSE HOSPITAL,"$1,767.00 "
0791533,INTRODUCTION NEPHR CATHETER,ST ROSE HOSPITAL,"$1,950.00 "
0792085,ALOE VESTA PROTECTIVE OINTMENT,ST ROSE HOSPITAL,$6.89 
0792184,"VALVE, LOPEZ",ST ROSE HOSPITAL,$6.00 
0792234,DUO DERM HYDROACTIVE GEL,ST ROSE HOSPITAL,$10.00 
0792283,FECAL BAG FLEXI-SEAL,ST ROSE HOSPITAL,$14.00 
0792630,DRESSING AQUACEL AG 4X4,ST ROSE HOSPITAL,$62.00 
0792689,DRESSING AQUACEL AG ROPE,ST ROSE HOSPITAL,$22.00 
0792739,DRESSING AQUACEL 4X4,ST ROSE HOSPITAL,$22.00 
0792788,BAG HYPERINFLATION W/ TUBE/MSK,ST ROSE HOSPITAL,$23.00 
0792812,INTER V NEEDLE,ST ROSE HOSPITAL,"$1,213.00 "
0792846,NORMAL SALINE 0.9% 500ML,ST ROSE HOSPITAL,$40.00 
0792911,URESIL DRAINAGE CATH 8F/10F,ST ROSE HOSPITAL,"$1,156.00 "
0793034,YUETH CENTHESIS NEEDLE 10-15-20,ST ROSE HOSPITAL,$635.00 
0793083,THORACIC VENT PROCTAY,ST ROSE HOSPITAL,"$1,544.00 "
0793133,DOUBLE LUMEN PICC CATHETER,ST ROSE HOSPITAL,"$2,595.00 "
0793182,UNIVERSAL DRAINAGE BAG,ST ROSE HOSPITAL,$230.00 
0793281,COAXIAL BIOPSY 15/17/19G,ST ROSE HOSPITAL,$802.00 
0793299,MONOPTY BIOPSY NEEDLE,ST ROSE HOSPITAL,$129.00 
0793430,BASIC BIOPSY TRAY,ST ROSE HOSPITAL,$383.65 
0793489,MULTI CATH 12-14F LOCK LOOP,ST ROSE HOSPITAL,"$1,354.00 "
0793513,MICROPUNCTURE SET,ST ROSE HOSPITAL,$456.00 
0793588,TEGODERM 6 X 8,ST ROSE HOSPITAL,$120.00 
0793786,PARACENTESIS SET,ST ROSE HOSPITAL,$932.00 
0793836,THORACENTESIS TRAY,ST ROSE HOSPITAL,$149.00 
0793935,WIRE 40-45 CM,ST ROSE HOSPITAL,$297.00 
0793984,BARD INTRODUCER WIRE,ST ROSE HOSPITAL,$446.00 
0794008,PLEURAL CATHETER KIT,ST ROSE HOSPITAL,"$1,698.00 "
0794081,ABCESS DRAINAGE SYSTEM,ST ROSE HOSPITAL,$518.00 
0794180,HEMO DIALYSIS CATHETER SET,ST ROSE HOSPITAL,"$2,092.00 "
0794230,TRIPLE LUMEN,ST ROSE HOSPITAL,"$1,935.00 "
0794289,SUTURE REMOVAL,ST ROSE HOSPITAL,$58.00 
0794339,NEEDLE HUBER 20X1 1/2,ST ROSE HOSPITAL,$40.00 
0794487,SUTURE SURGI PRO,ST ROSE HOSPITAL,$69.00 
0794636,PICC TRAY,ST ROSE HOSPITAL,$516.00 
0794735,BONE MARROW BIOPSY,ST ROSE HOSPITAL,"$1,021.00 "
0794784,JEJUNAL FEEDING TUBE,ST ROSE HOSPITAL,$859.00 
0794883,KMP KUMPE CATHETER,ST ROSE HOSPITAL,$588.00 
0794958,GLIDEWIRE 35-150-3,ST ROSE HOSPITAL,"$1,303.00 "
0794982,STAT LOCK 6-8.5F,ST ROSE HOSPITAL,$89.00 
0795021,LONG DILATORS,ST ROSE HOSPITAL,$127.00 
0795120,PEEL AWAY SHEALTH,ST ROSE HOSPITAL,$343.00 
0795138,ANCHOR SUTURE,ST ROSE HOSPITAL,$492.00 
0795187,ROSEN WIRE,ST ROSE HOSPITAL,$198.00 
0795286,T FASTNER,ST ROSE HOSPITAL,$333.00 
0795336,CHECK FLO 11 INTRODUCER SED,ST ROSE HOSPITAL,$540.00 
0795385,POWER PICC,ST ROSE HOSPITAL,"$3,363.00 "
0795435,CATH HEMODIALYSIS SHORT TERM,ST ROSE HOSPITAL,"$2,164.00 "
0795484,SAFETY PEG KIT,ST ROSE HOSPITAL,"$1,048.00 "
0795534,MINI PIGTAIL 10F-12F,ST ROSE HOSPITAL,$558.00 
0795633,LIVER ABCESS BIOPSY SET,ST ROSE HOSPITAL,"$2,181.00 "
0795682,GLIDEWIRE 35-80CM,ST ROSE HOSPITAL,$321.00 
0795708,LUMBAR PUNCTURE TRAY,ST ROSE HOSPITAL,$352.00 
0795716,VAC SMALL DRESSING GRANUFOAM,ST ROSE HOSPITAL,$203.00 
0795724,VAC MEDIUM DRESSING GRANUFOAM,ST ROSE HOSPITAL,$254.00 
0795740,VAC LARGE DRESSING GRANUFOAM,ST ROSE HOSPITAL,$305.00 
0795765,VAC XLARGE GRANUFOAM DSG,ST ROSE HOSPITAL,$476.00 
0795781,GLIDEWIRE 150CM,ST ROSE HOSPITAL,$509.00 
0795799,VAC WHITE FOAM 10x15CM DRESS,ST ROSE HOSPITAL,$81.00 
0795807,VAC WOUND MACHINE DAILY,ST ROSE HOSPITAL,$399.75 
0795823,VAC CANISTER WITH GEL,ST ROSE HOSPITAL,$256.00 
0795864,TRAC PAD,ST ROSE HOSPITAL,$146.00 
0795880,"LIDOCAINE 1% W/ EPI 100,000U",ST ROSE HOSPITAL,$29.00 
0795989,NEEDLE 30G ENDPORT,ST ROSE HOSPITAL,$207.00 
0796003,VAC WHITEFOAM 10x7.5CM,ST ROSE HOSPITAL,$59.00 
0796086,5% DEXTROSE WATER 500CC,ST ROSE HOSPITAL,$68.00 
0796334,DRESSING MAXORB EXTRA ROPE,ST ROSE HOSPITAL,$68.00 
0796383,SKIN TEGRITY HYDROGEL,ST ROSE HOSPITAL,$16.00 
0796532,FLEX-SEAL KIT,ST ROSE HOSPITAL,"$1,115.00 "
0796581,WAFFLE CUSHION,ST ROSE HOSPITAL,$26.00 
0796615,WAFFLE FOOT LG,ST ROSE HOSPITAL,$42.00 
0796664,WAFFLE FOOT MED,ST ROSE HOSPITAL,$42.00 
0796714,DRESSING COLLAGEN,ST ROSE HOSPITAL,$4.00 
0796774,TUBE CULTURE CULTURETTE,ST ROSE HOSPITAL,$26.00 
0796938,CATH HOLDER DALE FOLEY,ST ROSE HOSPITAL,$35.00 
0797324,IODOSORB GEL 10GM TUBE,ST ROSE HOSPITAL,$27.00 
0797373,ACTICOAT FLX SILVR DRESS 4X4,ST ROSE HOSPITAL,$19.00 
0797423,ALLEVYN FOAM DRESSING 5X5,ST ROSE HOSPITAL,$10.00 
0797472,ALLEVYN FOAM DRESSING 7X7,ST ROSE HOSPITAL,$18.00 
0797522,ALLEVYN FOAM DRESSING 4X4,ST ROSE HOSPITAL,$8.00 
0797571,ALLVYN FOAM DRESSING 6X6,ST ROSE HOSPITAL,$18.00 
0798033,ALLEVYN FOAM DRESSING 7X7,ST ROSE HOSPITAL,$18.00 
0798082,ALLEVYN FOAM DRESSING 4X4,ST ROSE HOSPITAL,$8.00 
0798180,CLOTH 2% CHLORHEXDIN GLUCONATE,ST ROSE HOSPITAL,$17.00 
0798181,CLOTH 2% CHLORHEXIDIN GLUCONATE,ST ROSE HOSPITAL,$17.00 
0798223,CATH TRI LUMEN TRI FLOW TRAY 11.5X15CM,ST ROSE HOSPITAL,$245.00 
0798231,AB THERA KCI OPEN ABD DRESSING,ST ROSE HOSPITAL,"$1,659.00 "
0798272,CATH TRI LUMEN TRI FLOW TRAY 11.5X12CM,ST ROSE HOSPITAL,$245.00 
0798280,AB THERA KCI CANNISTER 1000ML,ST ROSE HOSPITAL,$54.00 
0798291,"OPTIFOAM AG DRESSING 10""",ST ROSE HOSPITAL,$79.40 
0798348,CATH TRI LUMEN TRI FLOW TRAY 11.5X20CM,ST ROSE HOSPITAL,$245.00 
0798349,TRIPLE LUMEN CVC INSERT BUN,ST ROSE HOSPITAL,$517.45 
0798350,THORACIC VENT 13FR TV13-13,Unassigned,"$1,140.00 "
0798351,ANTI-EMBOLISM ELASTIC STOCKING THIGH,Unassigned,$28.73 
0800001,"LABCORP - Coccidioides Abs, Qn, DID",ST ROSE HOSPITAL,$6.00 
0800002,LABCORP - Heparin Induced Platelet,ST ROSE HOSPITAL,$30.00 
0800003,"H. pylori, IgG Abs",ST ROSE HOSPITAL,$4.00 
0800004,LABCORP - Streptococcus pneumoniae Ag,ST ROSE HOSPITAL,$32.00 
0800005,LABCORP - Factor X Activity,ST ROSE HOSPITAL,$55.86 
0800006,"LABCORP - Levetiracetam (Keppra), S",ST ROSE HOSPITAL,$35.00 
0800007,LABCORP - Factor V Activity,ST ROSE HOSPITAL,$75.00 
0800008,"LABCORP - Lamotrigine (Lamictal), Serum",ST ROSE HOSPITAL,$30.66 
0800009,LABCORP - Factor VIII Inhibitor,ST ROSE HOSPITAL,$99.00 
0800010,LABCORP - Factor VII Activity,ST ROSE HOSPITAL,$55.00 
0800011,LABCORP - Procalcitonin,ST ROSE HOSPITAL,$106.00 
0800012,"LABCORP - Strongyloides Ab IgG, ELISA",ST ROSE HOSPITAL,$29.25 
0800013,ABCORP - Reptilase Time,ST ROSE HOSPITAL,$130.00 
0800014,"LABCORP - H. pylori Stool Ag, EIA",ST ROSE HOSPITAL,$32.00 
0800015,"LABCORP - Histoplasma Antigen, Urine",ST ROSE HOSPITAL,$61.75 
0800016,"LABCORP - Thyrotropin Receptor Ab, Serum",ST ROSE HOSPITAL,$17.00 
0800017,LABCORP - Thrombin Time,ST ROSE HOSPITAL,$20.00 
0800018,"LABCORP - Alpha-1-Antitrypsin, Serum",ST ROSE HOSPITAL,$5.00 
0800019,LABCORP - Antithrombin Antigen,ST ROSE HOSPITAL,$14.00 
0800020,LABCORP - Factor II Activity,ST ROSE HOSPITAL,$68.00 
0800021,LABCORP - Factor XI Activity,ST ROSE HOSPITAL,$75.00 
0800022,"LABCORP - Vitamin B1 (Thiamine), Blood",ST ROSE HOSPITAL,$17.15 
0800023,"C1 Esterase Inhibitor, Serum",ST ROSE HOSPITAL,$13.39 
0800024,"Zonisamide(Zonegran), Serum",ST ROSE HOSPITAL,$77.51 
0800025,"LABCORP - Adenosine Deaminase,Peritoneal",ST ROSE HOSPITAL,$45.00 
