Hospital Name:   Tahoe Forest Hospital District,,,
OSHPD Facility No:   291053,,,
"Effective Date of Charges: June 1, 2017",,,
Charge Code,Description,Primary Price,Zero Charge
350001963,HCHG OP VISIT LEVEL III NEW PT PF,154.00,
350001964,HCHG OP VISIT LEVEL IV NEW PT PF,236.00,
350001965,HCHG OP VISIT LEVEL V NEW PT PF,293.00,
350001966,HCHG OFFICE CONSULT LEVEL I PF,68.00,
350001967,HCHG OFFICE CONSULT LEVEL II PF,130.00,
350001968,HCHG OFFICE CONSULT LEVEL III PF,176.00,
350001969,HCHG OFFICE CONSULT LEVEL IV PF,259.00,
350001970,HCHG OFFICE CONSULT LEVEL V PF,318.00,
350001976,HCHG OP VISIT LEVEL I EST PT PF,28.00,
350001977,HCHG OP VISIT LEVEL II EST PT PF,63.00,
350001978,HCHG OP VISIT LEVEL III EST PT PF,103.00,
350001979,HCHG OP VISIT LEVEL IV EST PT PF,153.00,
350001980,HCHG OP VISIT LEVEL V EST PT PF,206.00,
350001981,HCHG RFB SUBQ TISSUE SIMPLE PF,284.00,
350001982,HCHG EVAC SUBUNGUAL HEMATOMA PF,98.00,
350001983,HCHG SIMP REP S/NK/TR/EXT 2.5/< PF,152.00,
350001984,HCHG ASP/INJ MAJOR JT WO US GUID PF,149.00,
350001985,HCHG SIMP REP S/NK/TR/EXT 2.6TO7.5 PF,198.00,
350001986,HCHG INJ SGL TEN SHEATH/LIG/APO PF,127.00,
350001989,HCHG ASP/INJ SMALL JT WO US GUID PF,115.00,
350001990,HCHG ASP/INJ INTERMED JT WO US GUID PF,115.00,
350001991,HCHG INJ SACROILIAC JOINT PF,260.00,
350001992,HCHG INJ TRIGGER PT 1 OR 2 MUSC PF,113.00,
350001994,HCHG INJ THERA CARPAL CANAL PF,172.00,
350001995,HCHG I&D FOREIGN BODY COMPLICATED PF,568.00,
350002002,HCHG I/D ABSCESS SIMPLE PF,288.00,
350002003,HCHG DEBRID EXTEN ECZEMA <10PCT PF,89.00,
350002006,HCHG INJ TRIGGER PT 3 OR > MUSC PF,129.00,
350002007,HCHG INTUBATION ENDOTRACHEAL EMERG PF,338.00,
350002010,HCHG TUBE THORACOSTOMY PF,526.00,
350002011,HCHG CVP CATH PLC NONTUNNEL >5YR PF,375.00,
350002012,HCHG INSERT TUNN VAD W PORT > 5 YRS PF,1106.00,
350002014,HCHG CHANGE GASTROSTOMY TUBE PF,151.00,
350002017,HCHG PUNCTURE SPINAL/LUMBAR DX PF,239.00,
350002018,HCHG CPR PF,599.00,
350002019,HCHG INITIAL HOSP CARE/DAY LOW PF,301.00,
350002020,HCHG SUBSEQ HOSP OBS CARE/DAY LOW PF,119.00,
350002021,HCHG SUBSEQ HOSP OBS CARE/DAY MOD PF,214.00,
350002022,HCHG SUBSEQ HOSP OBS CARE/DAY HIGH PF,249.00,
350002023,HCHG SUBSEQ HOSP CARE/DAY HIGH PF,307.00,
350002024,HCHG HOSP DISCH MGMT >30MIN PF,316.00,
350002025,HCHG IP CONSULT LEVEL I PF,145.00,
350002026,HCHG IP CONSULT LEVEL II PF,224.00,
350002027,HCHG IP CONSULT LEVEL III PF,339.00,
350002028,HCHG IP CONSULT LEVEL IV PF,489.00,
350002029,HCHG IP CONSULT LEVEL V PF,592.00,
350002030,HCHG CRITICAL CARE 1ST 30-74 MIN PF,665.00,
350002031,HCHG CRITICAL CARE ADDL 30 MIN PF,333.00,
350002032,HCHG SWING BED  ADMIT LOW PF,276.00,
350002033,HCHG SWING BED SUBSEQ VISIT LEVEL I PF,131.00,
350002034,HCHG SWING BED SUBSEQ VISIT LEVEL II PF,203.00,
350002035,HCHG SWING BED SUBSEQ VISIT LEVEL III PF,267.00,
350002036,HCHG SWING BED SUBSEQ VISIT LEVEL IV PF,395.00,
350002037,HCHG SWING BED DISCH 30MIN OR LESS PF,214.00,
350002038,HCHG SWING BED DISCH >30MIN PF,307.00,
350002039,HCHG PROLONGED PHYS SERV IP 1ST HR PF,130.00,
350002040,HCHG PROLONGED PHYS SERV IP EA ADD 30MIN PF,270.00,
350002041,HCHG FINE NEEDLE ASP WO IMAGING PF,215.00,
350002042,HCHG I/D ABSCESS COMPLICATED PF,530.00,
350002043,HCHG PUNCT ASP ABSCESS HEMATOMA PF,292.00,
350002046,HCHG INITIAL NEWBORN CARE/DAY PF,286.00,
350002047,HCHG SUBSEQ NEWBORN CARE/DAY PF,129.00,
350002048,HCHG BIL ASP/INJ SM JT WO US GUID PF,230.00,
350002049,HCHG BIL ASP/INJ INTERMED JT WO US GUID PF,230.00,
350002050,HCHG BIL ASP/INJ MAJOR JT WO US GUID PF,298.00,
350002051,HCHG APPL CAST SHORT ARM PF,191.00,
350002052,HCHG APPL SPLINT LONG ARM PF,182.00,
350002055,HCHG ATTEND DELIVERY/STABILIZATION NB PF,221.00,
350002056,HCHG INITIAL NEWBORN INTENSIVE CARE/DAY PF,1135.00,
350002059,HCHG DESTRUCT NEU FACET W IMAG GUID C/T SNGL,4847.00,
350002060,HCHG DESTRUCT NEU FACET W IMAG GUID C/T EA ADD,2085.00,
350002061,HCHG DESTRUCT NEU FACET W IMAG GUID L/S SNGL,4847.00,
350002062,HCHG DESTRUCT NEU FACET W IMAG GUID L/S EA ADD,2544.00,
350002063,HCHG BIL DESTRUCT NEU FACET W IMAG GUID C/T SNGL,9694.00,
350002064,HCHG BIL DESTRUCT NEU FACET W IMAG GUID C/T EA ADD,4170.00,
350002065,HCHG BIL DESTRUCT NEU FACET W IMAG GUID L/S SNGL,9694.00,
350002066,HCHG BIL DESTRUCT NEU FACET W IMAG GUID L/S EA ADD,5088.00,
350002067,HCHG DESTRUCTION LESION/S VULVA SMPL PF,356.00,
350002068,HCHG ENDOMETRIAL BIOPSY PF,273.00,
350002069,HCHG INJ ANES ILIOINGUINAL NERVE PF,303.00,
350002070,HCHG INJ ANES OTHER PERIPH NERVE PF,212.00,
350002071,HCHG INJ ANES PLANTAR NERVE PF,110.00,
350002073,HCHG PROLONGED PHYS SERV OP 1ST HR PF,141.00,
350002074,HCHG PROLONGED PHYS SERV OP EA ADD 30MIN PF,139.00,
350002075,HCHG PREVENT VISIT NEW 5 TO 11 YRS PF,171.00,
350002076,HCHG PREVENT VISIT NEW 40 TO 64 YRS PF,218.00,
350002077,HCHG PREVENT VISIT NEW 65 AND OLDER PF,237.00,
350002078,HCHG PREVENT VISIT EST 1 TO 4 YRS PF,151.00,
350002079,HCHG PREVENT VISIT EST 5 TO 11 YRS PF,151.00,
350002080,HCHG PREVENT VISIT EST 12 TO 17 YRS PF,164.00,
350002081,HCHG PREVENT VISIT EST 18 TO 39 YRS PF,168.00,
350002082,HCHG PREVENT VISIT EST 40 TO 64 YRS PF,180.00,
350002083,HCHG PREVENT VISIT EST 65+ YRS PF,193.00,
350002085,HCHG CAH OP VISIT LEVEL I NEW PT MLP,63.00,
350002086,HCHG CAH OP VISIT LEVEL II NEW PT MLP,107.00,
350002087,HCHG CAH OP VISIT LEVEL III NEW PT MLP,154.00,
350002088,HCHG CAH OP VISIT LEVEL IV NEW PT MLP,236.00,
350002089,HCHG CAH OP VISIT LEVEL V NEW PT MLP,293.00,
350002090,HCHG CAH OP VISIT LEVEL I EST PT MLP,28.00,
350002091,HCHG CAH OP VISIT LEVEL II EST PT MLP,63.00,
350002092,HCHG CAH OP VISIT LEVEL III EST PT MLP,103.00,
350002093,HCHG CAH OP VISIT LEVEL IV EST PT MLP,153.00,
350002094,HCHG CAH OP VISIT LEVEL V EST PT MLP,206.00,
350002095,HCHG REM CEN VEN CATH TUNNEL PF,446.00,
350002100,HCHG SLEEP STUDY ATTENDED <6 HRS,2330.00,
350002103,HCHG INT REP SC/AX/TR/EXT 2.5/< PF,500.00,
350002111,HCHG CAH SWING BED DISCHARGE <30MIN MLP,214.00,
350002112,HCHG CAH SWING BED ADMIT LOW MLP,276.00,
350002113,HCHG CAH SWING BED SUBSEQ VISIT LEVEL I MLP,131.00,
350002114,HCHG CAH SWING BED SUBSEQ VISIT LEVEL II MLP,203.00,
350002115,HCHG CAH SWING BED SUBSEQ VISIT LEVEL III MLP,267.00,
350002116,HCHG CAH SWING BED SUBSEQ VISIT LEVEL IV MLP,395.00,
350002117,HCHG CAH HOSP DISCH MGMT >30MIN MLP,316.00,
350002121,HCHG EXCISION LESION 1.1 TO 2.0 CM PF,556.00,
350002122,"HCHG EXC.MALIG.LES.TR,2.1 TO 3.0 CM PF",597.00,
350002123,HCHG EXC BEN LES EXT/TR 2.1TO 3.0 CM PF,446.00,
350002126,HCHG NDL EMG EA EXTRM W/REL PARASPIN W/NC LTD PF,176.00,
350002127,HCHG NDL EMG EA EXTRM W/REL PARASPIN W/NC CMP PF,139.00,
350002132,HCHG POSTOP FOLLOW UP VISIT STAT PF,0.00,Tracking Utilization
350002135,HCHG SHAV LES FACE/HD/1.1CM-2.0CM PF,225.00,
350002147,HCHG REPAIR NAIL BED PF,357.00,
350002148,HCHG BURN DRSG/DEBR WO ANES MED PF,347.00,
350002155,HCHG NERVE CONDUCT STUDIES 1-2 STUDIES,120.00,
350002156,HCHG NERVE CONDUCT STUDIES 3-4 STUDIES,147.00,
350002157,HCHG NERVE CONDUCT STUDIES 5-6 STUDIES,179.00,
350002158,HCHG NERVE CONDUCT STUDIES 7-8 STUDIES,229.00,
350002159,HCHG NERVE CONDUCT STUDIES 9-10 STUDIES,268.00,
350002160,HCHG NERVE CONDUCT STUDIES 11-12 STUDIES,306.00,
350002161,HCHG NERVE CONDUCT STUDIES 13 OR > STUDIES,340.00,
350002162,HCHG NERVE CONDUCT STUDIES 1-2 STUDIES PF,156.00,
350002163,HCHG NERVE CONDUCT STUDIES 3-4 STUDIES PF,194.00,
350002164,HCHG NERVE CONDUCT STUDIES 5-6 STUDIES PF,234.00,
350002165,HCHG NERVE CONDUCT STUDIES 7-8 STUDIES PF,311.00,
350002166,HCHG NERVE CONDUCT STUDIES 9-10 STUDIES PF,391.00,
350002167,HCHG NERVE CONDUCT STUDIES 11-12 STUDIES PF,467.00,
350002168,HCHG NERVE CONDUCT STUDIES 13 OR > STUDIES PF,554.00,
350002190,HCHG CAH INITIAL HOSP CARE/DAY LOW MLP,301.00,
350002191,HCHG CAH SUBSEQ HOSP OBS CARE/DAY LOW MLP,119.00,
350002192,HCHG CAH SUBSEQ HOSP OBS CARE/DAY MOD MLP,214.00,
350002193,HCHG CAH SUBSEQ HOSP OBS CARE/DAY HIGH MLP,249.00,
350002194,HCHG CAH SUBSEQ HOSP CARE/DAY HIGH MLP,307.00,
350002195,HCHG CAH SWING BED ADMIT MOD MLP,390.00,
350002196,HCHG CAH SWING BED ADMIT HIGH MLP,492.00,
350002197,HCHG CAH SWING BED DISCH >30MIN MLP,307.00,
350002211,HCHG SLEEP STUDY UNATTENDED PF,565.00,
350002221,HCHG CHEMODENERV MUSC NECK DYSTONIA,717.00,
350002229,HCHG CHEMODENERV MUSC NECK DYSTONIA PF,346.00,
350002233,HCHG TELEHEALTH ORIGIN SITE FAC FEE,91.00,
350002239,HCHG EXC BEN LES EXT/TR >4.0CM PF,743.00,
350002245,"HCHG  RX CMPL WND LID,NOS,EAR 1.1-2.5 CM PF",885.00,
350002257,"HCHG EXPLORE PENETRATING WOUND, EXTREMITY PF",1119.00,
350002259,HCHG EXC TUMOR SOFT TISS NECK/ANT TH  SQ < 3CM PF,991.00,
350002260,HCHG EXCISE TUMOR SOFT TISS BACK OR FLANK < 3CM PF,1172.00,
350002261,HCHG EXC TUMOR SOFT TISSUE ABD WALL SQ <3CM PF,1058.00,
350002262,HCHG EXC TUMOR SOFT TISS SHLD > 3CM PF,1302.00,
350002263,"HCHG EXCISION,OLECRANON BURSA PF",1059.00,
350002264,"HCHG  EXCIS GANGLION ,WRIST PRIMARY PF",975.00,
350002265,"HCHG  EXCIS TENDON SHEATH LESION, HAND /FING PF",1089.00,
350002267,HCHG AMPUTATION LOW LEG THRU TIB/FIB PF,2869.00,
350002268,"HCHG AMPUTATION METATARSAL W/TOE,SINGLE PF",1337.00,
350002269,"HCHG AMPUTATION TOE,MT-P JT PF",1225.00,
350002272,HCHG REMOV TUNN CV CATH W SUBQ PORT/PUMP PF,638.00,
350002273,"HCHG LIGATION OR BX, TEMPORAL ARTERY PF",1004.00,
350002274,"HCHG BX/EXCISION, LYMPH NODE(S) OPEN  PF",659.00,
350002275,"HCHG EXCIS MOUTH MUCOSA/SUB,SIMPL REP PF",659.00,
350002276,HCHG EGD W/ESOPHAGUS BALLOON DILATION PF,739.00,
350002278,HCHG EGD PERCUT PLACEMENT GASTR PF,784.00,
350002283,"HCHG LAP,SURG,COLECTOMY, PARTIAL, W/ANAS PF",4902.00,
350002285,HCHG APPENDECTOMY PF,2024.00,
350002290,"HCHG LAP,CHOLECYSTECTOMY PF",2276.00,
350002296,"HCHG  RX ING HERNIA,5+Y/O,REDUCIBL  PF",1579.00,
350002297,"HCHG  RX ING HERNIA,5+Y/O,STRANG PF",1786.00,
350002299,"HCHG RX UMBILICAL HERN,5+Y/O,REDU PF",1348.00,
350002300,"HCHG  RX UMBILICAL HERN,5+Y/O,STRA PF",1449.00,
350002301,"HCHG  LAP,RX INIT ING HERNIA PF",1298.00,
350002302,"HCHG LAP,RX RECURR INGUINAL HERNIA PF",2121.00,
350002304,HCHG NEUROPLAS/ TRANPOSIT; MEDIAN NERVE AT CARP TI,1301.00,
350002305,"HCHG  WOUND DEBRIDEMNT, NON-SELECTIVE, PF",475.00,
350002308,HCHG GI EGD W/SUBMUCOSAL INJ PF,547.00,
350002309,HCHG  GI  EGD W/BIOPSY PF,534.00,
350002310,HCHG  GI DILATION GASTRIC OUTLET PF,586.00,
350002311,HCHG  GI EGD W/REMOVAL F/B PF,624.00,
350002312,HCHG  GI  EGD GUIDE WIRE W/DILATION PF,587.00,
350002313,HCHG GI EGD W/DILATION <30MM PF,541.00,
350002314,HCHG  GI EGD REMOVAL SNARE TECH PF,679.00,
350002315,HCHG GI  EGD W/BLEEDING CONTROL PF,879.00,
350002316,HCHG  GI  SIGMOIDOSCOPY PF,197.00,
350002317,HCHG GI SIGMOIDOSCOPY W/BIOPSY PF,236.00,
350002319,HCHG  GI  SIGMOIDOSCOPY W/SNARE PF,396.00,
350002320,HCHG  GI COLONOSCOPY PF,675.00,
350002321,HCHG  GI  COLO BIOPSY COLD PF,809.00,
350002322,HCHG  GI COLO W/SUBMUCOSAL INJECT PF,767.00,
350002323,HCHG  GI  COLO W/BLEEDING CONTROL PF,1028.00,
350002325,HCHG  GI  COLO BIOPSY HOT PF,749.00,
350002326,HCHG  GI COLO BIOPSY SNARE PF,957.00,
350002328,HCHG COLORECTAL CA SCRN;COLONOSCOPY NON HR PF,675.00,
350002329,HCHG EXC MILGNT LES FACE EARS 0.6-3.0 CM PF,999.00,
350002330,HCHG INT REP F/EEN/LP/MUC 2.6TO5.0 PF,688.00,
350002332,"HCHG RX RECURR INGUIN HERN,ANY AGE;REDUCIBLE PF",1918.00,
350002333,HCHG COLON SCREEING FOR HIGH RISK PT,675.00,
350002334,HCHG BILAT CHEMODENERV MUSC NECK DYSTONIA,1434.00,
350002335,HCHG BILAT CHEMODENERV MUSC NECK DYSTONIA PF,346.00,
350002358,HCHG TX FEMORAL FX W INTRAMEDULARY IMPLANT PF,3791.00,
350002359,HCHG CAH I/D ABSCESS SIMPLE MLP,288.00,
350002360,HCHG CAH I/D ABSCESS COMPLICATED MLP,530.00,
350002361,HCHG CAH DEBRID SKIN AND SUBQ TISSUE MLP,183.00,
350002363,HCHG CAH DEBRID MUSC/FASC1ST20 SQCM OR LESS MLP,485.00,
350002364,HCHG CAH DEBRIDE BONE 1ST 20SQCM OR LESS MLP,712.00,
350002370,HCHG CAH DEBRID WOUND SELECT 1ST 20 SQCM< MLP,78.00,
350002372,HCHG NEG PRESS WOUND TX BY DME 50 SQCM/ < MLP,76.00,
350002378,HCHG DEBRID WOUND SELECT 1ST 20 SQCM< PF,78.00,
350002379,HCHG NEG PRESS WOUND TX BY DME 50 SQCM/ < PF,76.00,
350002382,HCHG REMOVAL IMPLANTABLE CONTRACEPTIVE CAPS PF,296.00,
350002383,HCHG EXC NAIL/MATRIX PERM REM PF,527.00,
350002384,HCHG SIMP REP F/EEN/LP/MM 2.5CM/<PF,176.00,
350002385,HCHG EXC TUM VASC MAL HD/FI SQ<1.5CM PF,1017.00,
350002389,HCHG DEBRID MUSC FASC EA ADD 20CM OR PART PF,169.00,
350002392,HCHG IMPL MESH/PROS OPEN INCIS/VENT HERNIA RX PF,817.00,
350002393,HCHG CHEMODENERV MUSC(S) INNRV FAC NRV BIL PF,377.00,
350002401,HCHG CAH DEBRIDE WOUND NONSELECT MLP,475.00,
350002404,HCHG REP RECUR INCIS/VENT HERNIA REDUCIBLE PF,2378.00,
350002410,HCHG MYRINGOTOMY W ASP AND/OR INFLAT,227.00,
350002416,HCHG INT REP SC/AX/TR/EXT 7.6 TO 12.5 PF,635.00,
350002417,"HCHG LAP,SURG;RECURR ING HERNIA PF",1727.00,
350002418,"HCHG LAP, SURG,RX,VENT,UMB,SPIGELIA/EPIGAST PF",2645.00,
350002423,HCHG TONSILLECT PRIMARY OR SEC;AGE 12 OR >PF,794.00,
350002424,HCHG CL TX DISTAL FIBULAR FX WO MAN,93.00,
350002427,HCHG INJ TRANSFORA EPI/CERV/THOR SNGL LVL PF,431.00,
350002428,HCHG INJ TRANSFORA EPI/CERV/THOR SNGL LVL BIL  PF,862.00,
350002429,HCHG TRANSFORAM EPID C/T EA LVL PF,205.00,
350002430,HCHG TRANSFORAM EPID C/T EA LVL BIL PF,410.00,
350002431,HCHG INJ PARAVERT F JNT C/T 1 LEV BIL PF,347.00,
350002432,HCHG INJ PARAVERT F JNT C/T 2 LEV BIL  PF,196.00,
350002433,HCHG INJ PARAVERT F JNT C/T 3 LEV BIL PF,198.00,
350002434,HCHG DEST NEU FACET W IMAG GUID C/T SGL PF,659.00,
350002435,HCHG DEST NEU FACET W IMAG GUID C/T BIL PF,738.00,
350002436,HCHG DEST NEU FACET W IMAG GUID C/T EA LVL PF,411.00,
350002437,HCHG DEST NEU FACET W IMAG GUID C/T EA LVL BIL PF,222.00,
350002440,HCHG INJ EPI/LUMB/SACRAL SNGL LEVEL BIL PF,366.00,
350002441,HCHG INJ EPI/LUM/SACRAL ADDL LEVEL BIL PF,169.00,
350002442,HCHG INJ PARAVERT F JNT L/S 1 LEV BIL PF,297.00,
350002443,HCHG INJ PARAVERT F JNT L/S 2 LEV BIL PF,169.00,
350002444,HCHG INJ PARAVERT F JNT L/S 3 LEV BIL PF,171.00,
350002445,HCHG DEST NEU FACET W IMAG GUID L/S SGL PF,654.00,
350002446,HCHG DEST NEU FACET W IMAG GUID L/S SGL BIL PF,728.00,
350002447,HCHG DEST NEU FACET W IMAG GUID L/S EA LVL PF,382.00,
350002448,HCHG DEST NEU FACET W IMAG GUID L/S EA LVL BIL PF,194.00,
350002449,HCHG INJ ANES GTR OCCIPITAL NERVE BIL PF,202.00,
350002452,HCHG INJ ANES INTERCOSTAL NERVE PF,220.00,
350002453,HCHG INJ ANES INTERCOSTAL MULT PF,299.00,
350002455,HCHG INJ ANES STELLATE GANGLION PF,240.00,
350002456,HCHG INJ ANES OTHER PERIPH NERVE BIL PF,148.00,
350002457,HCHG DESTR NEU OTHER PERIPH NRV PF,312.00,
350002458,HCHG DESTR NEU OTHER PERIPH NRV BIL PF,307.00,
350002465,HCHG PERCUT IMPLANT NEUROSTIM ARRAY EPID PF,1340.00,
350002466,"HCHG NERVE BLK FEMORAL,SINGLE PF",213.00,
350002473,HCHG CAH INJ TRIGGER PT 1 OR 2 MUSC MLP,113.00,
350002474,HCHG CAH INJ TRIGGER PT 3 OR > MUSC MLP,129.00,
350002478,"HCHG EXC TUMOR,SOFT TISS NCK/ANT THOR,SQ:3CM OR>PF",1318.00,
350002480,HCHG NEEDLE EMG FOR GUIDANCE W/CHEMODENERVATION PF,248.00,
350002483,HCHG BILAT INJ SGL TEN SHEATH/LIG/APO PF,254.00,
350002484,HCHG INJ SGL TEN ORIGIN/INSERT PF,130.00,
350002485,HCHG RX INIT INCISIONAL OR VENTRAL HERN;REDUC PF,2240.00,
350002492,"HCHG EGD FLEX TRANSORAL DX, INCL SPEC COLL PF",455.00,
350002520,"HCHG AMPUTATION,THIGH,THRU FEMUR,ANY LVL PF",5861.00,
350002521,HCHG I/D HEMATOMA FLUIDS PF,360.00,
350002541,HCHG COLONOSCOPY W/BAND LIGATION(S) PF,591.00,
350002543,HCHG REMOVE DRUG IMPLANT DEVICE PF,322.00,
350002545,"HCHG EXC TUMR,SFT TISS ABD WALL ,SQ 3CM OR >",1396.00,
350002550,HCHG EXC BACK TUM DEEP 5 CM/> PF,2342.00,
350002552,HCHG DIAGNOSTIC ANOSCOPY SPX PF,123.00,
350002556,HCHG EXC MAL LES S/N/H/F/G >4.0CM PF,910.00,
350002559,HCHG COLORECTAL CA SCRN; FLEX SIGMOIDOSCOPY PF,175.00,
350002561,HCHG AMPUT DIGIT ANY JT SGL W CLOS PF,1966.00,
350002562,"HCHG LAPAROS, SURGIC,APPENDECTOMY PF",1822.00,
350002563,HCHG DIAG LAPARO SEPARATE PROC PF,999.00,
350002569,HCHG RX INIT INCIS/VENT HERN;INCARC OR STRANG PF,2949.00,
350002570,HCHG INT REP NK/HDS/FT/EG 2.6TO7.5 CM PF,615.00,
350002580,HCHG PREVENT MED COUNSEL IND 30M MLP,151.00,
350002581,HCHG CAH PUNCT ASP ABCESS HEMATOMA MLP,292.00,
350002597,HCHG EXCISE TUMOR SOFT TISS BACK OR FLANK 3CM/> PF,1503.00,
350002639,HCHG OLOA INJ INTRALESIONAL MORE THAN 7,73.00,
350002641,HCHG NASAL ENDO DX UNILAT/BILAT,365.00,
350002647,HCHG I/D LOWER LEG DEEP ABSC HEMATOMA PF,1205.00,
350002649,HCHG I/D FOREARM/WRIST DEEP ABSC/HEMATOMA PF,1599.00,
350002651,HCHG HEMORRHOIDECTOMY INT/EXT SGL COLM/GRP PF,1071.00,
350002652,HCHG I&D ABSCES/HEMATOMA NK/THORAX PF,990.00,
350002657,HCHG REPAIR INIT FEMRL HERNIA INCARC/STRANGLD PF,1948.00,
350002661,HCHG EXC MAL LES TR/ARMS/LEGS 3.1 TO 4CM PF,657.00,
350002664,HCHG MASTOTOMY I/D ABS DEEP PF,987.00,
350002667,"HCHG AMPUTATION,LEG THRU TIB FIB;REAMP PF",2036.00,
350002669,HCHG EXC MALIG LES TR ARM LEG OVER 4.0CM PF,972.00,
350002670,HCHG EXC MALIG LES TR ARM LEG 2.1-3.CM PF,658.00,
350002671,HCHG I/D HEMATOMA FLUIDS MLP,360.00,
350002674,HCHG INT REP SC/AX/TR/EXT 12.6TO20CM PF,737.00,
350002684,HCHG EXC LEG/ANKLE TUM <3CM PF,999.00,
350002685,HCHG INJ DX/TX EPID/SUBARAC CRV/THOR WO IMAG,256.00,
350002687,HCHG INJ DX/TX EPID/SUBARACR LMBR/SAC WO IMAG,433.00,
350002689,HCHG INJ DX/TX EPID/SUBARAC CRV/THOR WO IMAG PF,336.00,
350002690,HCHG INJ ANES SUPRASCAPULAR NERVE PF,248.00,
350002691,HCHG INJ DX/TX EPID/SUBARACR LMBR/SAC WO IMAG PF,290.00,
350002701,HCHG INJECT INTERLAMINAR LUMBAR/SACRAL W IMAG PF,326.00,
350002702,HCHG BX/EXC LYMPH NODE OPEN DEEP AXILLARY PF,1321.00,
350002703,HCHG EXC PILONIDAL CYST COMP PF,1852.00,
350002704,HCHG LAP SURGICAL ENTEROLYSIS PF,2923.00,
350002707,"HCHG I/D POST OP WOUND INFECT, COMP PF",548.00,
350002716,HCHG LAP INCISIONAL HERNIA W MESH REDUCIBLE PF,2405.00,
350002717,HCHG EXP LAP CELIOTOMY W/W/O BIOP 1ST 30MIN PF,2435.00,
350002725,HCHG TFH PLC NDL MUS TISS FOR IST RAD PF,1010.00,
350002726,HCHG TFH PLC NDL PELV/GENIT SUBSQ IST PF,1336.00,
350002727,HCHG TFH INS UTER TAND VAG /OV CL BT PF,855.00,
350002728,HCHG TFH INS VAG RT DEV CL BRACHYTX PF,434.00,
350002729,HCHG TFH ECHO GUID IST RAD APPL PF,204.00,
350002730,HCHG TFH CT SCAN FOR ST LOC PF,183.00,
350002731,HCHG TFH CT SCAN PLACE RAD TX FLDS PF,129.00,
350002732,HCHG TFH  MRI FOR PE TISS ABLATION PF,641.00,
350002733,HCHG TFH DXA BONE DENS PERI 1OR>SIT PF,34.00,
350002734,HCHG TFH RAD TX PLAN SIMP PF,217.00,
350002735,HCHG TFH RAD TX PLAN INTERM PF,328.00,
350002736,HCHG TFH  RAD TX PLAN COMP PF,485.00,
350002737,HCHG TFH THER RAD SA FLD SET SIMP PF,138.00,
350002738,HCHG TFH THER RAD SA FLD SET INT PF,214.00,
350002739,HCHG TFH THER RAD SA FLD SET CMPL PF,290.00,
350002740,HCHG TFH RESP MOTION MGMT SIM PF,330.00,
350002741,HCHG TFH THER RAD SA FLD SET 3D PF,744.00,
350002742,HCHG TFH  BASIC RAD DOSI CALC PF,93.00,
350002743,HCHG TFH RAD DOSE VOL PLAN IMRT PF,1764.00,
350002744,HCHG TFH  TELETX ISOPLAN SIM PF,163.00,
350002745,HCHG TFH  TELETHER ISO PLAN CMPLX PF,505.00,
350002746,HCHG TFH BRACHYTX ISODOSE PLAN SIMP PF,250.00,
350002747,HCHG TFH BRACHYTX ISODOSE PLAN INT PF,265.00,
350002748,HCHG TFH BRACHYTX ISO PLN COMP PF,371.00,
350002749,HCHG TFH  TELETX PORT PLN SPEC PF,197.00,
350002750,HCHG TFH SPECIAL RAD DOSI PF,186.00,
350002751,HCHG TFH RAD TX AID SIMP PF,82.00,
350002752,HCHG TFH  RAD TX AID INTERM PF,126.00,
350002753,HCHG TFH  RAD TX AID COMP PF,248.00,
350002754,HCHG TFH RAD PHYS CNSLT CONT PF,127.00,
350002755,HCHG TFH  MLC DEV FOR IMRT PF,645.00,
350002756,HCHG TFH  RAD PHYSIC CNSLT SPEC PF,386.00,
350002757,HCHG TFH RAD TX MGMT X5 PF,542.00,
350002758,HCHG TFH  RAD TX MGMT COMP 1-2 FR PF,298.00,
350002759,HCHG TFH ST RAD TX MGNMT CRAN LES PF,1225.00,
350002760,HCHG TFH  SBRT TX MGMT NOT>5FR COR PF,1835.00,
350002761,HCHG TFH SPECIAL RAD TX PF,315.00,
350002762,HCHG TFH SURFACE RAD APPL PF,172.00,
350002763,HCHG TFH RAD HANDLING SUP PF,156.00,
350002764,HCHG TFH  GUID LCL TRGT VOL RAD TX DEL PF,88.00,
350002787,HCHG I/D VULVA/PERINEAL ABSCESS PF,337.00,
350002794,HCHG ADVANCE CARE PLAN 30MIN PF,237.00,
350002795,HCHG ADVANCE CARE PLAN ADDL 30MIN PF,223.00,
350002800,HCHG TFH RTL PT PRE PLACEMNT FIRE 2 >PERSON,120.00,
350002860,HCHG TFH RTL PT CONDITIONING CLASS,54.00,
350002901,HCHG PROLONGED PHYS SERV OP 1ST HR,204.00,
350002902,HCHG US GUIDE NEEDLE PLACEMENT PF,102.00,
350002903,HCHG US GUIDE NEEDLE PLACEMENT MLP,102.00,
350002904,HCHG FLUORO GUIDE CV ACCESS DEVICE PF,59.00,
350002905,HCHG FLUORO GUIDE CV ACCESS DEVICE MLP,59.00,
350002906,"HCHG PM DEVICE PROGR EVAL,DUAL PF",122.00,
350002907,"HCHG PM DEVICE PROGR EVAL,DUAL MLP",122.00,
350002908,HCHG PM DEVICE EVAL IN PERSON PF,68.00,
350002909,HCHG PM DEVICE EVAL IN PERSON MLP,68.00,
350002910,HCHG INTERROG DEVICE EVAL HEART PF,142.00,
