Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,SUTURE Y823G 4-0 MONOCRYL,$85.50,,
Northwestern Medicine Central DuPage Hospital,HERPES SIMPLEX TYPE 1 TEST,$85.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY TEST FOR BLOOD FECAL,$85.13,,
Northwestern Medicine Central DuPage Hospital,PASTE PROTECT BUTT MSC094544,$85.00,,
Northwestern Medicine Central DuPage Hospital,MRI BIOPSY PROBE GUIDE,$85.00,,
Northwestern Medicine Central DuPage Hospital,J-P DRAIN 10MM X 3/8 X 20CM,$85.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ECG EVENT REC-REPORT ONLY,$85.00,,
Northwestern Medicine Central DuPage Hospital,MED NUTRITION INDIV SUBSEQ,$85.00,,
Northwestern Medicine Central DuPage Hospital,RBC LEUKOREDUCED IRRADIATED,$849.38,,
Northwestern Medicine Central DuPage Hospital,HB-XRAY EXAM CHEST 3 VIEWS,$849.00,,
Northwestern Medicine Central DuPage Hospital,AIRCAST ANKLE BRACE,$846.75,,
Northwestern Medicine Central DuPage Hospital,HCPF INSERT ABDOM DRAIN- PERM,$841.75,,
Northwestern Medicine Central DuPage Hospital,TRANSVAGINAL US OBSTETRIC,$841.00,,
Northwestern Medicine Central DuPage Hospital,TC99M SESTAMIBI (MIBI),$840.25,,
Northwestern Medicine Central DuPage Hospital,IC_TETROFOSMIN DOSE (MYOVIEW),$840.25,,
Northwestern Medicine Central DuPage Hospital,ACUPUNCT W/O STIMUL ADDL 15M,$84.75,,
Northwestern Medicine Central DuPage Hospital,HCPF APPLY FOREARM SPLINT,$84.75,,
Northwestern Medicine Central DuPage Hospital,MANUAL RETICULOCYTE COUNT,$84.63,,
Northwestern Medicine Central DuPage Hospital,SLING ARM UNIVERSAL,$84.50,,
Northwestern Medicine Central DuPage Hospital,STAPLER/15 SHOT SKIN,$84.25,,
Northwestern Medicine Central DuPage Hospital,SZ. 2 MACINTOSH BLADE CHILD,$84.25,,
Northwestern Medicine Central DuPage Hospital,SYMPHONY MONTHLY RATE,$84.00,,
Northwestern Medicine Central DuPage Hospital,HCPF INPATIENT CONSULTATION LVL III,$84.00,,
Northwestern Medicine Central DuPage Hospital,"FRACTURE WRIST, ULNAR STYLOID",$839.00,,
Northwestern Medicine Central DuPage Hospital,HCPF TRANSLUMINAL BALLOON ANGIOPLAST INT VEIN,$839.00,,
Northwestern Medicine Central DuPage Hospital,BONE MARROW ASPIRATE &BIOPSY,$836.75,,
Northwestern Medicine Central DuPage Hospital,GENOTYPE DNA/RNA HEP C,$835.13,,
Northwestern Medicine Central DuPage Hospital,OR 272,"$6,882.98",,
Northwestern Medicine Central DuPage Hospital,INJECTION FOR URETER XRAY/URETEROPYELOGRAPHY,$832.00,,
Northwestern Medicine Central DuPage Hospital,CRASHCART-AIRWAY ONLY,$830.75,,
Northwestern Medicine Central DuPage Hospital,CVD NEEDLE 150MM20G10M,$830.75,,
Northwestern Medicine Central DuPage Hospital,EVALUATE SWALLOWING FUNCTION,$830.19,,
Northwestern Medicine Central DuPage Hospital,EPSTEIN-BARR ANTIBODY,$83.63,,
Northwestern Medicine Central DuPage Hospital,RBC OSMOTIC FRAGILITY RBC,$83.63,,
Northwestern Medicine Central DuPage Hospital,ADMIN HEPATITIS B VACCINE,$83.50,,
Northwestern Medicine Central DuPage Hospital,SAGE PREP CLOTH,$83.25,,
Northwestern Medicine Central DuPage Hospital,WARMING COVER MULTI ACCES,$83.25,,
Northwestern Medicine Central DuPage Hospital,CULT TYPING GAS/HIGH PRES LIQ CHROMATOGRAPHY,$83.00,,
Northwestern Medicine Central DuPage Hospital,INSRT PULSE GEN W/DUAL LEADS,"$83,889.25",,
Northwestern Medicine Central DuPage Hospital,OR 272,$581.78,,
Northwestern Medicine Central DuPage Hospital,NVR CNDJ TST 1-2 STUDIES,$829.75,,
Northwestern Medicine Central DuPage Hospital,OR 272,$517.25,,
Northwestern Medicine Central DuPage Hospital,"US GUIDANCE, AMNIOCENTESIS; S&I",$828.50,,
Northwestern Medicine Central DuPage Hospital,OR 278,$503.00,,
Northwestern Medicine Central DuPage Hospital,COAXIAL INTRODUCER,$828.25,,
Northwestern Medicine Central DuPage Hospital,TCRANIAL MAGN STIM TX PLAN,$828.00,,
Northwestern Medicine Central DuPage Hospital,TREAT HUMERUS FRACTURE WITHOUT MANIPULATION,$827.00,,
Northwestern Medicine Central DuPage Hospital,HCPF PERCUT KYPHOPLASTY- ADD,$826.75,,
Northwestern Medicine Central DuPage Hospital,INJ TRIGGER POINT 1/2 MUSCL,$826.00,,
Northwestern Medicine Central DuPage Hospital,DISCLOCATION PATELLAR; WITHOUT ANESTHESIA,$826.00,,
Northwestern Medicine Central DuPage Hospital,OR 636,"$5,535.68",,
Northwestern Medicine Central DuPage Hospital,HCPF INSERT PLEURAL CATH,$824.75,,
Northwestern Medicine Central DuPage Hospital,CONTRAST X-RAY ESOPHAGUS,$823.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM RIBS BIL 3 VIEWS,$821.25,,
Northwestern Medicine Central DuPage Hospital,CMPLX RPR S/A/L 1.1-2.5 CM,$821.25,,
Northwestern Medicine Central DuPage Hospital,MASK NIV AMBR ELB-HOME CPAP,$82.75,,
Northwestern Medicine Central DuPage Hospital,XM ARCHIVE TISSUE MOLEC ANAL,$82.75,,
Northwestern Medicine Central DuPage Hospital,DIAB MGMT PROG IP/RN/15MIN,$82.50,,
Northwestern Medicine Central DuPage Hospital,DIAB MGMT PROG IP/RD/15MIN,$82.50,,
Northwestern Medicine Central DuPage Hospital,HOSE TED TH LG REG LF,$82.00,,
Northwestern Medicine Central DuPage Hospital,HOSE TED TH MED REG LF,$82.00,,
Northwestern Medicine Central DuPage Hospital,HOSE TED TH SM REG LF,$82.00,,
Northwestern Medicine Central DuPage Hospital,COMPRESSED AIR DLY CHARGE,$82.00,,
Northwestern Medicine Central DuPage Hospital,HIV-1 PROBE&REVERSE TRNSCRPJ,$82.00,,
Northwestern Medicine Central DuPage Hospital,TEXTILE WIPE DRY AG W/SLV,$819.25,,
Northwestern Medicine Central DuPage Hospital,RPR F/E/E/N/L/M 2.6-5.0 CM,$818.25,,
Northwestern Medicine Central DuPage Hospital,DRAIN EXTERNAL EAR; SIMPLE,$817.75,,
Northwestern Medicine Central DuPage Hospital,REMOTE CARDIAC EVENT MONITOR/30 DAYS,$816.50,,
Northwestern Medicine Central DuPage Hospital,IDHFS EVALUATION OF SPEECH FLUENCY 15 MINÿ ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ,$816.00,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE THIGH LG/WESTRR,$815.75,,
Northwestern Medicine Central DuPage Hospital,THORACENTESIS KT 18GA 8FR,$815.00,,
Northwestern Medicine Central DuPage Hospital,"URETHROCYSTOGRAPHY, RETROGRADE; S&I",$813.00,,
Northwestern Medicine Central DuPage Hospital,CHEMODENERV MUSC MIGRAINE,$811.75,,
Northwestern Medicine Central DuPage Hospital,HCPF PLACE GASTROSTO TUBE PERC,$811.75,,
Northwestern Medicine Central DuPage Hospital,OR 272,"$5,202.50",,
Northwestern Medicine Central DuPage Hospital,OR 272,"$5,078.70",,
Northwestern Medicine Central DuPage Hospital,ALARIS TUBE,$81.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE Z844G 5-0 PDS,$81.50,,
Northwestern Medicine Central DuPage Hospital,SUTURE Z845G 4-0 PDS,$81.50,,
Northwestern Medicine Central DuPage Hospital,SYRINGE ANGIOGRAPHIC,$81.25,,
Northwestern Medicine Central DuPage Hospital,MEPILEX LITE 6X6,$81.25,,
Northwestern Medicine Central DuPage Hospital,OCCULT BLOOD FECES,$81.08,,
Northwestern Medicine Central DuPage Hospital,OR 275,"$5,078.70",,
Northwestern Medicine Central DuPage Hospital,IV CATH NEXIVA 18G 1.25IN,$81.00,,
Northwestern Medicine Central DuPage Hospital,POWER PORT ACCESS KIT,$81.00,,
Northwestern Medicine Central DuPage Hospital,EXERCISE W/HEMODYNAMIC MEAS,$809.50,,
Northwestern Medicine Central DuPage Hospital,TRG GENE REARRANGEMENT ANAL,$807.25,,
Northwestern Medicine Central DuPage Hospital,DISLOCATION KNEE; WITHOUT ANESTHESIA,$806.75,,
Northwestern Medicine Central DuPage Hospital,INTMD RPR N-HF/GENIT 2.5CM/<,$805.00,,
Northwestern Medicine Central DuPage Hospital,"DISLOCATION HAND, WITH MANIPULATION, EACH JOINT; WITHOUT ANESTHESIA",$804.50,,
Northwestern Medicine Central DuPage Hospital,OR 278,$489.47,,
Northwestern Medicine Central DuPage Hospital,MR CONDITIONAL LEADLOCK MRLL1,$80.75,,
Northwestern Medicine Central DuPage Hospital,CYSTO IRRIGATION,$80.50,,
Northwestern Medicine Central DuPage Hospital,POST OP SHOE,$80.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF URINE SULFATE,$80.38,,
Northwestern Medicine Central DuPage Hospital,AUTOMATED PLATELET COUNT,$80.38,,
Northwestern Medicine Central DuPage Hospital,BRUCELLA ANTIBODY,$80.38,,
Northwestern Medicine Central DuPage Hospital,STATLOCK IV MACROBORE 6IN,$80.25,,
Northwestern Medicine Central DuPage Hospital,STATLOCK IV MICROBORE 4IN,$80.25,,
Northwestern Medicine Central DuPage Hospital,WND EXT PROTEC CREAM W/ZINC,$80.25,,
Northwestern Medicine Central DuPage Hospital,BIOPSY PROBE GUIDE,$80.00,,
Northwestern Medicine Central DuPage Hospital,SLING ADULT,$80.00,,
Northwestern Medicine Central DuPage Hospital,AIRWY INTUB FBROPT OVAS 85M,$80.00,,
Northwestern Medicine Central DuPage Hospital,IV BAG 250ML OR LESS,$80.00,,
Northwestern Medicine Central DuPage Hospital,MASK PED O2 REBREATHER,$8.50,,
Northwestern Medicine Central DuPage Hospital,TC99M PERTECHNETATE PER MCI,$8.50,,
Northwestern Medicine Central DuPage Hospital,LABOR LEVEL 2 HIGH-RISK LABOR,"$8,993.00",,
Northwestern Medicine Central DuPage Hospital,PERCUTANEOUS VERTEBROPLASTY; LUMBAR,"$8,955.00",,
Northwestern Medicine Central DuPage Hospital,TREAT HAND BONE LESION,"$8,948.75",,
Northwestern Medicine Central DuPage Hospital,CERVICAL ALLOGRAFT,"$8,940.00",,
Northwestern Medicine Central DuPage Hospital,OR LEVEL 5 FIRST 15 MINUTES,"$8,911.00",,
Northwestern Medicine Central DuPage Hospital,PERQ STENT/CHEST VERT ART,"$8,873.75",,
Northwestern Medicine Central DuPage Hospital,PERCUT ABLATE LIVER RF,"$8,864.25",,
Northwestern Medicine Central DuPage Hospital,THRMBC/NFS DIALYSIS CIRCUIT; S&I,"$8,859.50",,
Northwestern Medicine Central DuPage Hospital,THRMBC/NFS DIALYS CIRCUIT W TRANSLU BALLO ANGIO; S&I,"$8,859.50",,
Northwestern Medicine Central DuPage Hospital,THRMBC/NFS DIALYS CIRCUIT W TRANSCA PLMT STENT; S&I,"$8,859.50",,
Northwestern Medicine Central DuPage Hospital,ENDOVASC TAA REPR INCL SUBCL,"$8,848.00",,
Northwestern Medicine Central DuPage Hospital,ENDOVASCULAR REPAIR OF DESCENDING THORACIC AORTA TO CELIAC ORIGIN,"$8,848.00",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$45,533.53",,
Northwestern Medicine Central DuPage Hospital,INSERTION CVA DEVICE,"$8,788.50",,
Northwestern Medicine Central DuPage Hospital,DIALYSIS CRRT IP ONE EVAL,"$8,767.75",,
Northwestern Medicine Central DuPage Hospital,DIALYSIS CRRT OP ONE EVAL,"$8,767.75",,
Northwestern Medicine Central DuPage Hospital,EGD ENDOSCOPIC STENT PLACE,"$8,745.00",,
Northwestern Medicine Central DuPage Hospital,ESOPHAGOSCOPY W/US NEEDLE BX,"$8,676.75",,
Northwestern Medicine Central DuPage Hospital,CATH EXCHANGE CENTRAL TUNNELED W/SUBQ PORT,"$8,600.75",,
Northwestern Medicine Central DuPage Hospital,OR 272,$448.33,,
Northwestern Medicine Central DuPage Hospital,PREPATELLAR BURSA,"$8,542.25",,
Northwestern Medicine Central DuPage Hospital,OR LEVEL 4 FIRST 15 MINUTES,"$8,517.00",,
Northwestern Medicine Central DuPage Hospital,BRAIN IMAGING (PET) METABOLIC EVAL,"$8,512.25",,
Northwestern Medicine Central DuPage Hospital,INTRO CATH DIALYS CIRCUIT W TRANSLU BALLO ANGIO; S&I,"$8,456.75",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$43,021.17",,
Northwestern Medicine Central DuPage Hospital,OR 250,$411.77,,
Northwestern Medicine Central DuPage Hospital,TUBAL LIGATION,"$8,407.25",,
Northwestern Medicine Central DuPage Hospital,PERC RF ABLATE RENAL TUMOR,"$8,404.25",,
Northwestern Medicine Central DuPage Hospital,EXCHANGE BILIARY DRG CATH,"$8,402.00",,
Northwestern Medicine Central DuPage Hospital,ABDOMEN PORT PLACEMENT,"$8,383.75",,
Northwestern Medicine Central DuPage Hospital,INSERT TUNNEL INTRAPERITONEAL CATHETER FOR DIALYSIS; OPEN,"$8,374.25",,
Northwestern Medicine Central DuPage Hospital,REPAIR OF FACIAL NERVE,"$8,335.00",,
Northwestern Medicine Central DuPage Hospital,ELECTROPHYSIOLOGY EVALUATION WITH INDUCTION; ADD-ON,"$8,324.75",,
Northwestern Medicine Central DuPage Hospital,LATE CLOSURE OF WOUND,"$8,303.75",,
Northwestern Medicine Central DuPage Hospital,APHERESIS SELECTIVE,"$8,291.50",,
Northwestern Medicine Central DuPage Hospital,PLMT BILIARY DRAINAGE CATH INT/EXT,"$8,288.00",,
Northwestern Medicine Central DuPage Hospital,OR 278,$405.85,,
Northwestern Medicine Central DuPage Hospital,TECHNETIUM TC-99M AUTO WBC,"$8,269.50",,
Northwestern Medicine Central DuPage Hospital,HT MUSCLE IMAGE SPECT MULT,"$8,261.00",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$40,320.00",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$4,847.72",,
Northwestern Medicine Central DuPage Hospital,INTRVASC US NONCORONARY 1ST,"$8,238.50",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$4,702.97",,
Northwestern Medicine Central DuPage Hospital,INSERT 1 ELECTRODE PM-DEFIB,"$8,188.50",,
Northwestern Medicine Central DuPage Hospital,HDR RDNCL NTRSTL/ICAV BRCHTX 2-12 CHAN,"$8,184.50",,
Northwestern Medicine Central DuPage Hospital,PLMT BILIARY DRAINAGE CATH,"$8,176.50",,
Northwestern Medicine Central DuPage Hospital,INSERT TUNNEL CV CATH; WITH PORT,"$8,151.25",,
Northwestern Medicine Central DuPage Hospital,REVISION TRACHEOSTOMY SCAR,"$8,092.00",,
Northwestern Medicine Central DuPage Hospital,RHC FOR CONG ANOMALY,"$8,081.75",,
Northwestern Medicine Central DuPage Hospital,SIGMOIDOSCOPY W/US GUIDE BX,"$8,075.00",,
Northwestern Medicine Central DuPage Hospital,PRQ CARDIAC ANGIO ADDL ART,"$8,068.50",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$4,497.93",,
Northwestern Medicine Central DuPage Hospital,INTRO CATH DIALYSIS CIRCUIT; S&I,"$8,054.25",,
Northwestern Medicine Central DuPage Hospital,TRANSLUMINAL BALLOON ANGIOPLASTY CTR DIALYSIS SEGMENT; S&I,"$8,054.00",,
Northwestern Medicine Central DuPage Hospital,TRANSCATHETER PLMT OF INTRAVA STENT CTR DIALYSIS SEGMENT; S&I,"$8,054.00",,
Northwestern Medicine Central DuPage Hospital,RIGHT VENTRICULAR RECORDING,"$8,010.25",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$4,493.75",,
Northwestern Medicine Central DuPage Hospital,HCPF INSRT TUNNLD IP CATH PERC,$798.50,,
Northwestern Medicine Central DuPage Hospital,SNRPN/UBE3A GENE,$796.25,,
Northwestern Medicine Central DuPage Hospital,REMOVAL FOREIGN BODY MUSCLE/TENDON; SIMPLE,$794.00,,
Northwestern Medicine Central DuPage Hospital,HCPF IMAGE CATH FLUID TRNS/VGNL,$793.50,,
Northwestern Medicine Central DuPage Hospital,NEUTRALIZATION TEST VIRAL,$793.25,,
Northwestern Medicine Central DuPage Hospital,CMPLX RPR S/A/L ADDL 5 CM/>,$793.13,,
Northwestern Medicine Central DuPage Hospital,REPAIR OF NAIL BED,$792.63,,
Northwestern Medicine Central DuPage Hospital,OR 278,"$4,484.95",,
Northwestern Medicine Central DuPage Hospital,SCD TUBING SET  #9528,$790.00,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2,$79.88,,
Northwestern Medicine Central DuPage Hospital,SUTURE Y495 5-0 MONOCRYL,$79.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE MONOCRYL PLUS 4-0 (MCP426),$79.75,,
Northwestern Medicine Central DuPage Hospital,HCPF DRAIN/INJECT JNT/BURSA M,$79.75,,
Northwestern Medicine Central DuPage Hospital,IMMUNE ADMIN ORAL/NASAL,$79.25,,
Northwestern Medicine Central DuPage Hospital,MEPITEL DRS SILIC MESH 3X4,$79.13,,
Northwestern Medicine Central DuPage Hospital,BAIR HUGGR ADULT FULL 40068,$79.00,,
Northwestern Medicine Central DuPage Hospital,SZ. 0 MILLER BLADE PREMATUR,$79.00,,
Northwestern Medicine Central DuPage Hospital,EPIDURAL,$788.75,,
Northwestern Medicine Central DuPage Hospital,"CYSTOGRAPHY, MINIMUM 3 VIEWS; S&I",$786.00,,
Northwestern Medicine Central DuPage Hospital,BEHAVRAL QUALIT ANALYS VOICE,$785.94,,
Northwestern Medicine Central DuPage Hospital,TISSUE EXAM BY PATHOLOGIST LEVEL V,$784.63,,
Northwestern Medicine Central DuPage Hospital,INJECTION FOR BREAST X-RAY,$784.25,,
Northwestern Medicine Central DuPage Hospital,REMOVE INTRAUTERINE DEVICE,$783.00,,
Northwestern Medicine Central DuPage Hospital,ELBOW DISLOCATION; WITHOUT ANESTHESIA,$781.13,,
Northwestern Medicine Central DuPage Hospital,HCPF FEMORAL ENDOVAS GRAFT ADD,$781.00,,
Northwestern Medicine Central DuPage Hospital,ENDOSCOPY SWALLOW TST (FEES) W/RECORDING,$781.00,,
Northwestern Medicine Central DuPage Hospital,HEAD IMMOBILIZER MULTI GRIP,$78.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF ALUMINUM,$78.75,,
Northwestern Medicine Central DuPage Hospital,OR 275,"$33,962.44",,
Northwestern Medicine Central DuPage Hospital,SPLINT TENNIS ELBOW,$78.38,,
Northwestern Medicine Central DuPage Hospital,DALE BRAS 1XL,$78.00,,
Northwestern Medicine Central DuPage Hospital,WOUND GEL,$78.00,,
Northwestern Medicine Central DuPage Hospital,HCPF X-RAY EXAM OF FISTULA,$78.00,,
Northwestern Medicine Central DuPage Hospital,INSERT EMERGENCY AIRWAY,$779.13,,
Northwestern Medicine Central DuPage Hospital,DRAIN CHEST EXPRESS BLOOD,$778.75,,
Northwestern Medicine Central DuPage Hospital,"FRACTURE FINGER, DISTAL; WITH MANIPULATION",$778.25,,
Northwestern Medicine Central DuPage Hospital,HCPF TRANSCATHETER BIOPSY,$777.50,,
Northwestern Medicine Central DuPage Hospital,ASPEN REPLACEMENT PADS,$777.25,,
Northwestern Medicine Central DuPage Hospital,CLTX MEDIAL ANKLE FX,$776.00,,
Northwestern Medicine Central DuPage Hospital,SPEECH SOUND LANG COMPREHEN,$774.57,,
Northwestern Medicine Central DuPage Hospital,OSCILLATORY PEP DEVICE,$770.25,,
Northwestern Medicine Central DuPage Hospital,FEED SET SPIKE W/FLUSH BAG,$77.50,,
Northwestern Medicine Central DuPage Hospital,REMOVE SKIN TAGS ADD-ON,$77.50,,
Northwestern Medicine Central DuPage Hospital,HCPF DRAIN/INJECT JNT/BURSA SM,$77.50,,
Northwestern Medicine Central DuPage Hospital,OR 272,"$33,104.14",,
Northwestern Medicine Central DuPage Hospital,CATH IV NXVA 20GX1/1PORT,$77.25,,
Northwestern Medicine Central DuPage Hospital,CATH IV NXVA 22GX1/1PORT,$77.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF HEMOSIDERIN QUAL,$77.25,,
Northwestern Medicine Central DuPage Hospital,AUTOMATED PLATELET COUNT,$77.25,,
Northwestern Medicine Central DuPage Hospital,ELASTOPLAST 4X5,$77.00,,
Northwestern Medicine Central DuPage Hospital,ULTRASOUND EXAM AAA SCREEN,$768.00,,
Northwestern Medicine Central DuPage Hospital,"BRONCHODILATION RESPONSIVENESS, PRE/POST BRONCHODILATOR",$766.75,,
Northwestern Medicine Central DuPage Hospital,REDUCT DISLOCATED JAW; INITIAL OR SUBSEQUENT,$766.50,,
Northwestern Medicine Central DuPage Hospital,HBB FULL GENE SEQUENCE,$764.38,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVAL TUNN CVC W/ PORT,$764.00,,
Northwestern Medicine Central DuPage Hospital,TREAT FRACTURE RADIUS & ULNA W/O MANIPULATION COLLES SMITH TYPE,$764.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM THORAC SPINE 3VWS,$761.00,,
Northwestern Medicine Central DuPage Hospital,"US PELVIC, NONOBSTETRIC, LIMITED OR FOLLOW-UP",$760.00,,
Northwestern Medicine Central DuPage Hospital,IMMUNOASSAY INFECTIOUS AGENT,$76.88,,
Northwestern Medicine Central DuPage Hospital,CIRCUMCISION KIT,$76.75,,
Northwestern Medicine Central DuPage Hospital,MULTI ACCESS ADULT BLANKET,$76.50,,
Northwestern Medicine Central DuPage Hospital,TUBE HOLDER 5-40 FR,$76.50,,
Northwestern Medicine Central DuPage Hospital,LEGIONELLA ANTIBODY,$76.38,,
Northwestern Medicine Central DuPage Hospital,NEBULIZER KIT AEROECLIPSE,$76.13,,
Northwestern Medicine Central DuPage Hospital,MDI SUPPLY,$76.00,,
Northwestern Medicine Central DuPage Hospital,PACIFIER NUK SIZE 2,$76.00,,
Northwestern Medicine Central DuPage Hospital,INTMD RPR S/A/T/EXT 2.5 CM/<,$759.88,,
Northwestern Medicine Central DuPage Hospital,"DXA BONE DENSITY STUDY, 1 OR MORE SITES, AXIAL SKELETON",$759.75,,
Northwestern Medicine Central DuPage Hospital,ELECTRODE FOR L DEX MEASRMT,$759.25,,
Northwestern Medicine Central DuPage Hospital,HORIZONTAL DRAIN/TUBE DEVICE,$759.25,,
Northwestern Medicine Central DuPage Hospital,BRAF GENE,$758.75,,
Northwestern Medicine Central DuPage Hospital,SHOULDER DISLOCATION; WITH MANIPULATION; W/O ANESTHESIA,$758.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM THORAC SPINE 2VWS,$757.50,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF JAW JOINTS,$756.25,,
Northwestern Medicine Central DuPage Hospital,"US OB, FETAL NUCHAL TRANSLUCENCY MEASUREMENT, EACH ADD'L GESTATION",$755.75,,
Northwestern Medicine Central DuPage Hospital,MOPATH PROCEDURE LEVEL 4,$754.00,,
Northwestern Medicine Central DuPage Hospital,HCPF WOUND PREP F/N/HF/G,$752.00,,
Northwestern Medicine Central DuPage Hospital,HCPF PERCUT VERTEBROPLASTY AD,$752.00,,
Northwestern Medicine Central DuPage Hospital,OR 272,$311.03,,
Northwestern Medicine Central DuPage Hospital,CHLAMYDIA IGM ANTIBODY,$75.38,,
