MNEMONIC,MNEM DESC,Cur Chg
7630000002,XR SCOLISOSIS 1 VIEW,$609.10
7630000003,XR SCOLIOSIS 2/3 VIEWS,$734.34
7630000004,XR HIP UNILAT 1 VIEW W/PELVIS,$550.28
7630000005,XR HIP UNILAT 2-3VW W/PELVIS,$836.81
7630000006,XR HIPS BILAT 2VWS EA W/PELVIS,$836.81
7630000007,"XR HIP&PELVIS,INFANT OR CHILD",$836.81
7630000008,XR HIP OPERATIVE,$836.81
7630000009,XR FEMUR 2 VIEW,$836.81
7630000011,XR CHOLANGIOGRAM T-TUBE,$884.23
7630000013,XR HIP UNI W/PELV 2-3 VWS,$836.81
7630000015,XR FEMUR 1VW,$550.28
14700,AWXR BONE DENSITY STUDY DXA,"$1,066.40"
50001,"AWXR ORBITS, MIN 4 VIEWS",$745.72
50003,AWXR MANDIBLE COMP 4 VIEWS,"$1,178.35"
50005,AWXR FACIAL BONES < 3 VIEWS,$728.64
50011,AWXR FACIAL BONES COMP 3 VIEWS,"$1,267.53"
50013,AWXR NASAL BONES MIN 3 VIEWS,$800.74
50019,AWXR SINUSES COMP MIN 3 VIEWS,"$1,147.99"
50021,AWXR SINUSES LIMITED < 3 VIEWS,$831.10
50025,AWXR SKULL LIMITED,$808.34
50026,AWXR SKULL COMP MIN 4 VIEWS,"$1,292.21"
50028,"AWXR TMJ, BILATERAL","$1,113.84"
50029,"AWXR NECK, SOFT TISSUE",$597.72
50037,AWXR RIBS UNILATERAL 2 VIEWS,$910.79
50039,AWXR STERNUM MIN 2 VIEWS,$774.17
50041,AWXR STERNOCLAVICULAR JNTS 3VW,$595.81
50044,"AWXR SPECIMEN, XRAY SURGICAL",$407.97
50046,AWXR CERVICAL SPINE 2 OR 3 VWS,$833.01
50047,"AWXR CERVICAL SPINE, 4 OR 5 VW","$1,235.28"
50048,"AWXR CERVICAL SPINE,6 OR 6+VWS",$960.13
50049,AWXR THORACIC SPINE 2 VIEWS,$711.58
50050,AWXR THORACO LUMBAR JUNCT 2VWS,$734.34
50051,AWXR LUMBAR SPINE 2 OR 3 VIEWS,$855.78
50052,AWXR LUMBAR SPINE COMP MIN 4VW,"$1,428.83"
50053,AWXR L-SPINE W/BENDING MIM 6VW,"$1,597.70"
50054,AWXR SACROILIAC JOINTS MIN 3VW,$857.66
50056,AWXR SPINE SINGLE VIEW,$250.47
50060,AWXR CLAVICLE,$554.07
50062,AWXR SHOULDER 1 VIEW,$518.03
50063,AWXR SHOULDER COMP MIN 2 VIEWS,$734.34
50065,AWXR HUMERUS MIN 2 VIEWS,$707.78
50066,AWXR ELBOW LIMITED 2 VIEWS,$523.71
50067,AWXR ELBOW COMP MIN 3 VIEWS,$781.76
50068,AWXR FOREARM COMP 2 VIEWS,$605.30
50069,AWXR WRIST 2 VIEWS,$527.50
50070,AWXR WRIST COMP MIN 3 VIEWS,$459.20
50073,AWXR FINGER(S),$459.20
50074,AWXR HIP UNILAT LIMITED 1 VIEW,$550.28
50079,AWXR PELVIS 1 OR 2 VIEWS,$597.72
50082,AWXR ANKLE LIMITED 2 VIEWS,$542.69
50086,AWXR TIBIA-FIBULA COMP 2 VWS,$681.20
50087,AWXR ANKLE COMP MIN 3 VIEWS,$690.69
50088,AWXR FOOT LIMITED 2 VIEWS,$533.21
50090,AWXR TOE(S),$447.81
50092,AWXR BONE AGE STUDY,$466.78
50093,AWXR METASTATIC BONE SURVEY,$624.28
50094,AWXR BONE SURVEY SPINE & EXTRE,"$1,979.08"
50097,AWXR ABDOMINAL SERIES,"$1,068.29"
50146,AWXR FOREIN BODY 1 VIEW CHILD,$204.93
50171,AWXR SACRUM AND COCCYX,$888.03
50219,AWXR HAND COMP MIN 3 VIEWS,$762.80
50261,AWXR HAND LIMITED 2 VIEWS,$525.62
50266,AWXR KNEE LIMITED,$569.26
50267,AWXR KNEE COMPLETE MIN 4 VIEWS,$950.64
50273,AWXR FOOT COMP MIN 3 VIEWS,$740.01
50316,AWXR SCAPULA,$538.88
53047,AWXR HEEL UNIL MIN 2 VIEW,$542.69
53052,AWXR KNEE 3 VIEWS,$605.30
53054,AWXR LEG INFANT 2 VIEWS < 2YRS,$491.46
53057,AWXR MANDIBLE LIMITED,$637.55
53059,AWXR PELVIS COMP MIN 3 VIEWS,$383.30
53064,AWXR RIBS BILATERAL W/PA CHEST,"$1,451.59"
53065,AWXR RIBS UNILATERAL W/PA CHES,"$1,166.97"
53069,AWXR THORACIC SPINE 3 VIEWS,$929.78
53070,"AWXR TMJ, UNILATERAL",$626.18
53086,"AWXR\MASTOIDS, COMPLETE","$1,612.87"
4632000000,CHEST 1 VIEW,$542.69
4632000001,CHEST 2 VIEWS,$690.69
4632000002,CHEST 3 VIEWS,$850.07
4632000003,ABDOMEN 1 VIEW,$574.96
4632000004,ABDOMEN 2 VIEWS,$844.40
4632000005,ABDOMEN 3/+ VIEWS,$844.40
7632000001,AWXR SPINE T/L 2VIEWS,$976.43
7632000002,AWXR SCOLIOSIS 1 VIEW,$609.10
7632000003,AWXR SCOLIOSIS 2VIEWS,$734.34
7632000004,AWXR HIP UNILAT 1VW W/PELVIS,$550.28
7632000005,AWXR HIP UNILAT 2-3VWS W/PELVI,$836.81
7632000006,AWXR HIP BILAT 2VWS EA W/PELVI,$836.81
7632000007,"AWXR HIP&PELVIS,INFANT OR CHLD",$836.81
7632000008,AWXR FEMUR 2 VIEWS,$836.81
7632000009,AWXR FEMUR 1 VIEW,$550.28
7632000013,AWXR HIP UNI W/PELV 2-3VWS,$836.81
16001,NM THYROID IMAGE W/UPTAKE MULT,"$1,851.95"
16010,NM BONE/JOINT LIMITED AREA,"$1,895.60"
16014,NM BONE/JOINT WHOLE BODY,"$3,332.00"
16015,NM MDP PER STUDY DOSE TO 30MCI,$791.26
16041,NM RENAL VASC FL/FUNC RENOGRAM,"$2,440.18"
16051,"NM PULM  PERFUSION, PARTICULAT","$2,996.15"
16056,NM DX I-123 CAPS PER 100 UMCI,$390.89
16085,NM PARATHYROID IMAGING,"$1,493.34"
16102,"NM BILIARY FUNC, W/GALLBLADDER","$3,305.43"
16200,NM INFECT LOCAL LTD AREA WBCS,"$2,294.07"
16201,NM INFECT LOCAL BODY WBCS,"$3,702.01"
16215,NM BONE/JOINT TRIPLE PHASE,"$2,643.22"
16335,NM CARDIOLITE/MIRALUMA 49 MCI,$779.89
16411,NM GASTRO EMPTYING STUDY,"$3,091.03"
16421,"NM BILIARY FUNC, W/GB, QUANT","$3,305.43"
16422,NM PULM VENT & PERFUSION IMG,"$3,077.74"
16438,NM THYROID IMAG W/UPTAKE SING,"$1,624.25"
16443,NM THYROID UPTAKE MULT,"$1,510.41"
16448,NM CHOLECTEC PER STUDY 15MCI,$347.25
16451,NM DTPA AEROSOL PER DOSE 75MCI,$244.78
16454,NM INDIUM IN-111 STUDY 0.5 MCI,"$3,538.83"
16455,"NM KINEVAC, 5MCG",$314.99
16456,NM MAA PER STUDY DOSE TO 10MCI,$106.26
16457,NM MAG-3 PER STUDY TO 75 MCI,"$1,193.53"
16461,NM SULFUR COLLOID DOS TO 20MCI,$134.73
17001,MRI ABDOMEN W/O CONTRAST,"$4,757.03"
17002,MRI ABDOMEN WITH CONTRAST,"$4,003.70"
17003,MRI ABDOMEN W & W/O CONTRAST,"$8,037.78"
17005,MRI LOWER EXT JOINT W/O CONT,"$5,180.16"
17007,MRI LOWER EXT JOINT W/WO CONT,"$6,738.00"
17011,MRI CERV SPINE W/O CONTRAST,"$6,060.59"
17013,MRI LUMBAR SPINE W/O CONTRAST,"$6,288.29"
17014,MRI UPPER EXT NONJOINT WO CONT,"$6,904.98"
17017,MRI BRAIN W/CONTRAST,"$6,455.27"
17018,MRI BRAIN W/O CONTRAST,"$6,829.08"
17019,MRI BRAIN W & W/O CONTRAST,"$10,014.97"
17021,MRI LOWER EXT NONJOINT WO/CONT,"$5,013.18"
17024,MRI CHEST W & W/O CONTRAST,"$7,322.43"
17025,MRI UPPER EXT JOINT W/O CONT,"$4,834.81"
17026,MRI UPPER EXTREM NON-JOINT W/O,"$4,461.01"
17029,MRI FACE/NECK W/O CONTRAST,"$4,003.70"
17030,MRI PELVIS W/O CONTRAST,"$4,599.53"
17036,MRI THORACIC SPINE W/O CONTRAS,"$6,109.93"
17037,MRI CHEST W/O CONTRAST,"$3,639.39"
17045,MRI LOWER EXT NONJOINT W/WO C,"$7,326.22"
17051,MRI CERVICAL SPINE W/CONTRAST,"$3,872.80"
17053,MRI THORACIC SPINE W/CONTRAST,"$3,872.80"
17055,MRI PELVIS W & W/O CONTRAST,"$8,037.78"
17061,MRA BRAIN W/O CONTRAST,"$4,527.41"
17065,MRA NECK W/O CONTRAST,"$4,267.47"
17070,MRA NECK W & W/O CONTRAST,"$6,954.32"
17075,MRA BRAIN W & W/O CONTRAST,"$7,161.14"
17076,MRI CERVICAL SPINE W & WO CONT,"$8,734.16"
17077,MRI LUMBAR SPINE W & W/O CONT,"$8,056.76"
17078,MRI THORACIC SPINE W & WO CONT,"$8,240.83"
17083,MRI UPPER EXT JOINT W/CONTRAST,"$4,747.53"
17084,MRI UPPER EXT JOINT W & WO CON,"$7,779.73"
17089,MRI FACE/NECK W & W/O CONTRAST,"$7,144.07"
18048,MRA OUTPT ABDOMEN W & W/O,"$5,119.44"
18061,MRI Gad contrast per ml,$11.39
15001,"US THYROID, PARATHRYOID, PAROT","$1,481.95"
15002,"US OB, FOLLOW-UP, TRANS-ABD",$470.57
15006,US ABDOMEN COMPLETE,"$1,910.79"
15007,US ABDOMEN LIMITED OR F/U,"$1,500.92"
15009,US RETROPERITONEAL,$616.69
15010,US RENAL (ONLY),"$1,432.61"
15013,US AORTA (ONLY),"$1,432.61"
15014,US BLADDER,"$1,574.91"
15015,"US OB-PREG, 2ND-3RD TRIMESTER","$1,233.37"
15018,US PELVIS COMP NON-OB,"$1,624.25"
15019,"US PELVIS, LTD OR F/U, NON-OB",$510.44
15020,"US BREAST UNILATERAL, COMPLETE","$1,089.16"
15024,US GUIDANCE FOR NEEDLE PLACEMN,"$1,098.66"
15026,US GUIDANCE FOR AMNIOCENTESIS,$455.40
15027,US VEN DOPP EXTREM UNILT /LTD,"$1,603.40"
15030,US SCROTUM,"$1,480.05"
15032,US ARTERIAL DOPP LEG OR LTD,"$1,500.92"
15034,US CAROTID LTD OR UNILAT,"$1,580.62"
15035,US CAROTID COMPLETE,"$1,941.15"
15040,US VENOUS DOPPLER BILAT EXTREM,"$2,155.54"
15045,"US TRANSVAG PELVIS, NON-OB","$1,149.89"
15060,US ART DOPP UPPER EXTREM BILAT,"$1,259.95"
15062,US OB-PREG MULT GEST >1ST TRIM,"$1,204.91"
15063,US AFI OR PREG UTERUS LIMITED,$814.03
15066,US FETAL BIOPHYS PROF W/STRESS,$804.55
15070,US BREAST NEEDLE CORE BX,"$4,174.49"
15080,"US BREAST UNILAT,LIMITED","$1,056.91"
15100,"US ABD OR RETROPERIT BX, CORE",$770.39
15102,"US\LYMPH NODE, NEEDLE BX","$2,846.24"
15104,"US LIVER BX, CORE",$969.63
15105,"US LUNG OR MEDIASTINUM BX,CORE",$574.96
15108,"US THYROID BIOPSY, CORE",$351.04
15110,"US PARACENTESIS, INITIAL","$1,125.22"
15112,US THORACENTESIS,"$1,221.98"
15118,US FNA ANY SITE,"$1,259.95"
15121,US OB-PREG MULT 1ST TRIMESTER,"$1,546.47"
15122,"US OB-PREG, 1ST TRIMESTER","$1,546.47"
15123,US TRANS ABDOMINAL,"$1,546.47"
15124,"US OB, TRANSVAGINAL","$1,538.89"
15125,US FETAL BIOPHYS PROF WO STRES,$850.07
15126,US TRANS ABDOMINAL NON-OB,"$1,838.68"
15127,US GUIDANCE FOR VASC ACCESS,"$1,314.97"
15128,US ART DOPP LWR EXTREM BILAT,"$1,464.86"
15129,US ART DOPP UPR EXT UNIL OR LT,"$1,060.70"
15130,US EACH ADDITIONAL GESTATION,$419.35
15131,US EACH ADDITIONAL GESTATION,$419.35
15133,US CHEST,"$1,193.53"
15134,US RENAL (ARTERIAL & VENOUS),"$1,144.19"
15135,US HEAD/NECK SOFT TISSUE,"$1,098.66"
4670000000,US XTR JOINT COMPLETE,"$1,223.90"
4670000001,US XTR JOINT LMTD,$836.81
27001,CT HEAD W/O CONT,"$4,151.72"
27002,CT HEAD W/CONT,"$4,254.18"
27003,CT HEAD W & W/O CONT,"$5,796.86"
27004,CT CERVICAL SPINE W/O CONT,"$2,899.37"
27005,CT CERVICAL SPINE W/CONT,"$4,552.09"
27006,CT CHEST W/O CONT,"$4,569.16"
27007,CT CHEST W/CONT,"$4,802.56"
27008,CT CHEST W & W/O CONT,"$5,720.96"
27009,CT ABDOMEN W/O CONT,"$4,662.14"
27010,CT ABDOMEN W/CONT,"$5,487.54"
27011,CT ABDOMEN W & WO CONT,"$6,419.22"
27012,CT PELVIS WO/ CONT,"$4,662.14"
27013,CT PELVIS W/ CONT,"$5,447.71"
27015,CT LUMBAR SPINE W/O CONT,"$2,899.37"
27016,CT LUMBAR SPINE W/ CONT,"$4,536.91"
27022,CT UPPER EXTREM WO/ CONT,"$2,434.48"
27023,CT LOWER EXTREM W/O CONT,"$2,438.29"
27024,CT LOWER EXTREM W/CONT,"$4,436.34"
27026,CT NECK SOFT TISS WO/ CONT,"$4,028.38"
27027,CT NECK SOFT TISS W/ CONT,"$4,802.56"
27028,CT NECK SOFT TISS W & WO CONT,"$5,030.27"
27029,CT CERVICAL SPINE W & WO CONT,"$5,565.35"
27030,CT LUMBAR SPINE W & WO CONT,"$5,698.17"
27031,CT THORACIC SPINE WO/ CONT,"$2,899.37"
27032,CT THORACIC SPINE W/ CONT,"$5,157.38"
27041,CT GUIDANCE NEEDLE PLACEMENT,"$6,172.56"
27042,CT GUIDE AND ABSCESS DRAIN,"$2,787.43"
27045,CT MAXILLOFACIAL WO/ CONT,"$2,318.74"
27046,CT MAXILLOFACIAL W/ CONT,"$3,918.32"
27047,CT MAXILLOFACIAL W & WO CONT,"$4,700.11"
27050,CT IAC OR ORBIT WO/ CONT,"$1,956.32"
27051,CT IAC OR ORBIT W/ CONT,"$3,013.22"
27052,CT IAC OR ORBIT W & WO CONT,"$4,324.39"
27053,CT UPPER EXTREM W & WO CONT,"$3,715.29"
27054,CT UPPER EXTREM W/ CONT,"$4,591.93"
27100,CT CORE BX ABD/RETROPERI MASS,"$2,191.61"
27103,CT CORE BX LIVER,"$2,958.20"
27104,CT CORE BX LUNG OR MEDIASTINUM,"$1,259.95"
27123,CT ABD & PELVIS WO/ CONT,"$5,364.22"
27124,CT ABD & PELVIS W/ CONT,"$6,267.43"
27125,CT ABD & PELVIS W & WO CONT,"$6,967.59"
27126,CT 3-D RECON NON-WORKSTATION,$707.78
27128,CT ISOVUE 300,$3.80
27129,CT ISOUVE 370,$3.80
27130,CT ISOVUE 300 M,$3.80
27131,CT CHEST ANGIO (FOR P.E.),"$4,802.56"
27132,CT ABD/PELVIS W/O CONTRAST,"$5,364.22"
27133,CT ABD PELV WITH CONTRAST,"$4,812.04"
27134,CT ABD/PELVIS W/WO CONTRAST,"$6,172.56"
27135,CT ANGIO HEAD/BRAIN,"$4,739.94"
27136,CT ANGIO NECK/CAROTIDS,"$4,739.94"
27138,CT ANGIO UPPER EXTREMITY,"$4,739.94"
27139,CT ANGIO LOWER EXTREMITY,"$4,739.94"
27140,CT ANGIO ABDOMEN,"$4,739.94"
27145,CT ANGIO ABDOMINAL AORTA/RUNOF,"$4,739.94"
27146,CT ANGIO ABD & PELVIS,"$2,846.24"
4680000100,CT LOCM ISOVUE 250 1ML,$3.80
MAR51,PH\MARCAINE SPINAL,$0.00
OCT54,PH\SANDOSTATIN 500Mcg/ML INJ,$0.00
OCT55,PH\SANDOSTATIN 50MCG\ML,$0.00
AUG02,PH\AUGMENTIN 500MG TAB,$0.00
4710000100,COLCHICINE 0.6MG TAB,$0.00
4710000101,TRIAMCINOLONE 40MG/ML VIAL,$0.00
4710000102,MORPHINE DRIP 100MG/100ML PRMX,$0.00
4710000103,NOREPINEPHRINE 8MG/500ML D5W,$0.00
4710000104,PHENYLEPHRINE 50MG/250ML NS,$0.00
4710000105,ARGATROBAN 250MG/2.5ML NONESRD,$0.00
4710000106,AMANTADINE 50MG/5ML SOL,$0.00
4710000107,MOXIFLOXACIN.5% 3ML OPHTH SOLN,$0.00
4710000108,HYDROMORPHONE 0.5MG INJ,$0.00
4710000109,APRIPIPRAZOLE 2MG TAB,$0.00
4710000110,KETAMINE 200MG/20ML INJ,$0.00
4710000111,MORPHINE 2MG/1ML,$0.00
4710000112,CLONIDINE 1000MCG/10ML IJ,$0.00
4710000113,FLUCAINE 0.5% OPHTHALMIC 5ML,$0.00
4710000114,FLUROX 0.25% OPHTH SOL 5ML,$0.00
4710000115,DEXMEDETOMIDINE 200MCG/2ML INJ,$0.00
4710000116,MITOMYCIN 0.2MG KT OS,$0.00
4710000117,KCL 40MEQ IN D5W/NS 1000ML,$0.00
4710000118,BUPIVACAINE 0.75 % 30 ML VIAL,$0.00
4710000119,REGADENOSON 0.4MG/5ML INJ,$0.00
4710000120,PROBENEC/COLC 500/.5 TB,$0.00
8390000000,EMTICIABINE 200MG/TENOF300MG,$115.94
8390000001,RALTEGRAVIR 400MG TAB,$50.91
8390000002,FLUCONAZOLE 200MG/100ML,$20.89
8390000003,TRIAMCINOLONE 40MG/ML VIAL,$0.00
8390000004,POT/D5.0-45NACL 40MEQ 1000ML,$0.00
8390000005,MORPHINE DRIP 100MG/100ML PRMX,$95.16
8390000006,NOREPINEPHRINE 8MG/500ML D5W,$0.00
8390000007,PHENYLEPHRINE 50MG/250ML NS,$0.00
ACE03,PH\ACETAMINOPHEN 500 MG,$0.00
ACE05,PH\ACETAZOLAMIDE 250 MG,$0.00
ACE0Z,PH\ACETAMINOPHEN 325 MG,$0.00
ACE12,PH\ACETAMINOPHEN 650MG/25ML UD,$0.00
ACE13,PH\ACETAMINOPHEN 80 MG/0.8ML,$0.00
ACE15,PH\TYLENOL 160MG/5ML ELIXIR 4Z,$0.00
ACE21,PH\ACETAMINOPHEN 120 MG SUPP,$0.00
ACE22,PH\TYLENOL 325MG SUPP,$0.00
ACE23,PH\ACETAMINOPHEN 650 MG SUPP,$0.00
ACE41,PH\ACETYLCYSTEINE 10% 4 ML,$0.00
ACE42,PH\ACETYLCYSTEINE 20% 30 ML,$0.00
ACE43,PH\MIOCHOL-E SYSTEM PAK,$0.00
ACE50,PH\ACETAZOLAMIDE 500 MG INJ,$0.00
ACE52,PH\ACETADOTE INJECT 200MG/ML,$0.00
ACE53,PH\ACETAMINOPHEN1000MG\100MLIV,$0.00
ACT14,PH\ACTIVATED CHARCOAL 50 GM,$0.00
ACY0Y,PH\ZOVIRAX 800MG TAB,$0.00
ACY0Z,PH\ZOVIRAX CAP 200 MG,$0.00
ACY70,IV\ACYCLOVIR 500 MG INJ,$0.00
ADE51,PH\ADENOCARD 6 MG/2 ML INJ,$0.00
AGG01,PH\AGGRENOX CAP,$0.00
ALB02,PH\ALBUTEROL 2 MG,$0.00
ALB03,PH\ALBUTEROL 4 MG,$0.00
ALB11,PH\PROVENTIL 2MG/5ML SYRUP,$0.00
ALB42,PH\PROVENTIL SOLN 3ML,$0.00
ALB44,PH\Albuterol 8g inhaler,$0.00
ALB50,PH\ALBUMIN 25% INJ 50 ML,$0.00
ALI01,PH\ALI01 TEKTURNA 150 MG TAB,$0.00
ALL01,PH\B-COMPLEX WITH C,$0.00
ALL02,PH\ALLOPURINOL 100 MG,$0.00
ALL03,PH\ALLOPURINOL 300 MG,$0.00
ALL09,PH\NEPHRO-VITE RX TABLET,$0.00
ALP01,PH\ALPRAZOLAM 0.25 MG,$0.00
ALP02,PH\ALPRAZOLAM 0.5 MG,$0.00
ALP03,PH\ALPRAZOLAM 1 MG,$0.00
ALT53,PH\CATHFLO ACTIVASE 2MG INJ,$0.00
AMA02,PH\AMANTADINE 100MG CAP,$0.00
AMER60,PH\AMERICAINE SPRAY 60 ML,$0.00
AMI01,PH\AMITRIPTYLINE 10 MG,$0.00
AMI02,PH\AMITRIPTYLINE 25 MG,$0.00
AMI03,PH\AMITRIPTYLINE 50 MG,$0.00
AMI04,PH\AMITRIPTYLINE 75 MG,$0.00
AMI05,PH\AMIODARONE 200MG,$0.00
AMI0W,PH\ELAVIL 100MG TAB,$0.00
AMI11,PH\PROSTAT AMINO DRINK,$0.00
AMI51,PH\AMIKACIN 500 MG/2 ML INJ,$0.00
AMI53,PH\CORDARONE 150MG INJ,$0.00
AMI54,PH\AMIDARONE 450MG INJ,$0.00
AML01,PH\NORVASC 5 MG TAB,$0.00
AML04,PH\NORVASC 10MG UD TAB,$0.00
AML0X,PH\NORVASC 2.5MG TAB,$0.00
AMO01,PH\AMOXICILLIN 250 MG,$0.00
AMO02,PH\AMOXICILLIN 500 MG,$0.00
AMO15,PH\AMOXICILLIN TRIHYDRATE250MG,$0.00
AMO1Y,PH\AMOXICILLIN 250MG/5ML,$0.00
AMP56,PH\AMPICILLIN 500 MG INJ,$0.00
AMP57,PH\AMPICILLIN 1 GM INJ,$0.00
AMP58,PH\AMPICILLIN 2 GM INJ,$0.00
ANA01,PH\ARIMIDEX 1MG TAB,$0.00
ANA31,PH\BEN-GAY OINT.,$0.00
ANT54,PH\CROFAB SNAKE ANTIVENIN VIAL,$0.00
ANU21,PH\HEMORRHOIDAL-HC SUPP,$0.00
ANU32,PH\ANUSOL OINT 30 GM,$0.00
APIX42,PH\ APIX42,$0.00
ARI02,PH\ARIPIPRAZOLE 5MG TAB,$0.00
ASC03,PH\ASCORBIC ACID 500 MG,$0.00
ASC11,PH\VITAMIN C LIZUID 5ML,$0.00
ASP01,PH\ASPIRIN CHILDREN'S 81 MG,$0.00
ASP04,PH\ASPIRIN 5 GR ENTERIC CTD,$0.00
ASP05,PH\ASPIRIN CHILDRENS,$0.00
ASP06,PH\ASPIRIN 325MG TAB,$0.00
ASP21,PH\ASPIRIN 300 MG SUPP,$0.00
ATE01,PH\ATENOLOL 50 MG,$0.00
ATE04,PH\ATENOLOL 25MG TAB,$0.00
ATE0X,PH\TENORMIN 100 MG TAB,$0.00
ATO01,PH\LIPITOR 80 MG TABLET,$0.00
ATO02,PH\ATORVASTATIN CALCIUM 10MGTB,$0.00
ATO03,PH\ATORVASTATIN CALCIUM 20MGTA,$0.00
ATR40,PH\ATROPINE 1% 15ML,$0.00
ATR50,PH\ATROPINE 0.4 MG INJ,$0.00
ATR51,PH\ATROPINE 1 MG INJ,$0.00
ATR52,PH\ATROPINE 1 MG INJ,$0.00
ATR56,PH\ATRACURIUM 10 MG/ML INJ,$0.00
ATR57,PH\ATROPINE 0.25MG/10ML INJ,$0.00
AUG1Z,PH\AUGMENTIN 250MG/5ML 75 ML S,$0.00
AUR40,PH\BENZOCAINE/ANTIPYRINE,$0.00
AZA01,PH\AZATHIOPRINE 50 MG,$0.00
AZI01,PH\ZITHROMAX 250MG TAB,$0.00
AZI10,PH\ZITHROMAX 200MG/5MLSUSP15ML,$0.00
AZI51,PH\ZITHROMAX 500MG INJ,$0.00
BAC03,PH\TRIMETHO/SULFISOXAZOLE DS,$0.00
BAC0V,PH\LIORESAL 20 MG TAB,$0.00
BAC0W,PH\LIORESAL 10 MG TAB,$0.00
BAC0Y,PH\BACTRIM/SEPTRA TAB,$0.00
BAC11,PH\TRIMETHO/SULFISOX 20 ML,$0.00
BAC30,PH\BACITRACIN TOPICAL,$0.00
BAC71,IV\TRIMETHO/SULFISOX INJ,$0.00
BEN01,PH\BENZONATATE 100 MG,$0.00
BEN02,PH\BENZTROPINE 1 MG,$0.00
BEN39,PH\BENZOCAINE 12GM GEL,$0.00
BEN40,PH\HURRICAINE 1 UNIT DOSE 0.5M,$0.00
BET05,PH\BETHANECOL 10MG TABLETS,$0.00
BET50,PH\BETAMETHASONE 30 MG/5 ML,$0.00
BIC01,PH\BICITRA SOLN 30 ML,$0.00
BIC52,PH\PEN G PROC/BENZ 1.2 MU,$0.00
BIO11,PH\SALIVA AGENTS 44.3ML,$0.00
BIS01,PH\BISACODYL 5 MG,$0.00
BIS02,PH\ZEBETA 5MG TAB,$0.00
BIS20,PH\BISACODYL SUPP 10 MG,$0.00
BOO01,PH\BOOST 237ML,$0.00
BOO02,PH\BOOST BREEZE 237ML,$0.00
BOO03,PH\BOOST PLUS 237ML,$0.00
BOO04,PH\BOOST GLUCOSE 237ML,$0.00
BOO05,PH\BOOST KID ESS. 237ML,$0.00
BRI40,PH\ALPHAGAN 15ML OPTH SOLN,$0.00
BRO01,PH\BROMOCRIPTINE MES 2.5 MG,$0.00
BSS40,PH\BALANCED SALT OPHTH,$0.00
BUD41,PH\PULMICORT 0.25MG RESPULES,$0.00
BUD42,PH\PULMICORT 0.5 MG/2ML RESPUL,$0.00
BUM01,PH\BUMEX 1MG TAB,$0.00
BUM50,PH\BUMETANIDE 1 MG/4 ML INJ,$0.00
BUP01,PH\WELLBUTRIN 75MG TAB,$0.00
BUP03,PH\WELLBUTRIN SR 150MG TAB,$0.00
BUP04,PH\WELLBUTRIN SR 100MG TAB,$0.00
BUP51,PH\BUPIVACAINE 0.25% INJ,$0.00
BUP52,PH\BUPIVACAINE 0.50% INJ,$0.00
BUP53,PH\BUPIVICAINE 0.75% INJ,$0.00
BUP54,PH\MARCAINE W/EPI 0.25% 10ML,$0.00
BUP55,PH\SENSORCAINE/EPI-MPF 0.5%INJ,$0.00
BUP56,PH\BUPIVACAINE 0.5% W/EPI 30ML,$0.00
BUP575,PH\BUPIVACAINE 0.25% 10ML VIAL,$0.00
BUS01,PH\BUSPIRONE 5 MG,$0.00
BUS02,PH\BUSPAR 10 MG TAB,$0.00
BUS03,PH\BUSPAR 15MG TAB,$0.00
CAL02,PH\CALCIUM CARBONATE 500 MG,$0.00
CAL03,PH\TUMS TABLET,$0.00
CAL05,PH\CALCIUM LACTATE 650 MG,$0.00
CAL07,PH\PHOSLO 667MG TAB,$0.00
CAL0A,PH\CALCITROL 0.25 MCG,$0.00
CAL30,PH\CALAMINE 4 OZ,$0.00
CAL35,PH\MENTHOL\ZINC OXIDE 113GM,$0.00
CAL36,PH\PRAMOXINE HCL\CALA 177ML LT,$0.00
CAL40,PH\MIACALCIN NASAL SPRAY,$0.00
CAL51,PH\CALCIUM CLORIDE JECT 10 1,$0.00
CAL53,PH\CALCIUM GLUCONATE 1 GM,$0.00
CAL73,IV\CALCIUM GLUCONATE 10% 50 ML,$0.00
CAP0X,PH\CAPOTEN 50MG TABLET,$0.00
CAP30,PH\ZOSTRIX CR 56GM,$0.00
CAR02,PH\CARISOPRODOL 350 MG,$0.00
CAR03,PH\CARBAMAZEPINE 200 MG,$0.00
CAR06,PH\COREG 6.25MG TAB,$0.00
CAR07,PH\COREG 25MG TAB,$0.00
CAR08,PH\COREG 3.125 MG TAB,$0.00
CAR09,PH\COREG 12.5 MG TAB,$0.00
CAR10,PH\CARAFATE 1GM/10ML UD SUSP,$0.00
CAR51,PH\HEMABATE 250 MCG INJ,$0.00
CAS51,PH\CANCIDAS 70MG VIAL,$0.00
CAS52,PH\CANCIDAS 50MG VIAL,$0.00
CEF06,PH\CEFTIN 500MG TAB,$0.00
CEF51,PH\CEFAZOLIN 1 GM INJ,$0.00
CEF56,PH\CEFTRIAXONE 250 MG INJ,$0.00
CEF57,PH\CEFTRIAXONE 1 GM INJ,$0.00
CEF58,PH\MAXIPIME 1GM INJ,$0.00
CEF59,PH\MAXIMPIME 2GM INJ,$0.00
CEF73,IV\CEFTAZIDIME 1 GM INJ,$0.00
CEL01,PH\CELEBREX 200MG CAP,$0.00
CEP01,PH\CEPHALEXIN 250 MG,$0.00
CEP02,PH\CEPHALEXIN 500 MG,$0.00
