Charge Code,Charge Desc,Charge Amt
4120357,CHARCOAL ACTIV LIQ 25GM,$49.05 
4120364,MORPHINE INJ 4MG/1ML UD,$91.50 
4120366,ANESTHESTIC THROAT SPRAY 180ML,$61.35 
4120369,MORPHINE INJ 2MG/1ML UD,$91.50 
4120380,CHLORPHENTR SR TAB 8MG,$36.25 
4120381,CHLORPHENIR SR TAB 12MG,$36.60 
4120382,CHLORPHENIR TAB 4MG UD,$36.20 
4120392,CLINDAMYCIN CAP 300MG,$36.40 
4120396,MAGNESIUM CITR SOLN 300ML,$37.10 
4120398,CLINDAMYCIN CAP 150MG UD,$36.45 
4120399,CLINDAMYCIN LIQ 75MG/5ML,$38.15 
4120402,SULINDAC TAB 150MG,$36.10 
4120403,SULINDAC TAB 200MG,$36.05 
4120411,CLONAZEPAM TAB 0.5MG UD,$44.95 
4120412,CLONAZEPAM TAB 1MG UD,$44.95 
4120414,CODEINE SO4 TAB 30MG UD,$45.45 
4120424,DOCUSATE NA CAP 100MG UD,$35.90 
4120425,DOCUSATE NA LIQ 100MG,$36.20 
4120427,COLCHICINE TAB 0.6MG,$43.05 
4120446,PROCHLORPERAZINE TAB  5MG,$35.95 
4120447,PROCHLORPERAZINE TAB 10MG,$35.95 
4120450,PROCHLORPERAZINE SUPP 25MG,$45.00 
4120456,DANTROLENE CAP 100 MG,$37.55 
4120478,HYDROCORTISONE TAB 5MG,$36.35 
4120479,HYDROCORTISONE TAB 10MG,$36.50 
4120480,HYDROCORTISONE TAB 20MG,$36.90 
4120493,CORTISPORIN CREAM 7.5GM,$147.35 
4120494,CORTISPORIN OPHTH OINT 3.5G,$77.60 
4120495,CORTISPORIN OPHTH SUSP 7.5ML,$156.05 
4120498,CORTISPORIN OTIC SOL 10ML,$151.50 
4120506,WARFARIN TAB  3MG,$36.20 
4120508,WARFARIN TAB  4MG,$36.20 
4120509,WARFARIN TAB  2.5MG,$36.20 
4120510,WARFARIN TAB  5MG,$36.20 
4120511,WARFARIN TAB  7.5MG,$36.20 
4120512,WARFARIN TAB 10MG,$36.20 
4120513,WARFARIN TAB   1MG,$0.05 
4120518,CYANOCOBALAMIN TAB 100MCG,$36.35 
4120521,CYANOCOBALAMIN TAB 500MCG,$36.20 
4120522,CYCLOPENT 1% OPT DPS 2ML,$65.10 
4120525,CYCLOPENT 2% OPT DPS 2ML,$77.55 
4120529,CYCLOMYDRIL 2% 2ML,$85.85 
4120535,CYTOMEL TAB 25MCG,$39.75 
4120540,CYCLOPHOSPHAMIDE INJ  500MG,"$1,665.45 "
4120540,CYCLOPHOSPHAMIDE INJ  500MG,$193.00 
4120542,FLURAZEPAM CAP 15MG UD,$45.35 
4120543,FLURAZEPAM CAP 30MG UD,$45.00 
4120544,DANTROLENE NA CAP 25MG UP,$36.90 
4120545,DANTROLENE INJ 20MG,$240.45 
4120560,DEBROX OTIC SOLN 15ML *NF*,$61.15 
4120562,DESAMETHASONE TAB 0.5MG,$35.95 
4120563,DEXAMETHASONE TAB 0.75MG,$35.95 
4120564,DEXAMETHASONE TAB 1MG UD,$36.20 
4120567,DEXAMETH 0.1% OPT SUS 5ML,$115.30 
4120572,DEXAMETHASONE TAB 2MG UD,$36.35 
4120573,DEXAMETHASONE TAB 6MG UD,$36.25 
4120579,DEMECLOCYCLINE CAP 150MG,$40.75 
4120586,DELESTROGEN INJ 40MG/1ML,$177.10 
4120587,DELESTROGEN INJ 20MG,$197.15 
4120591,MEPERIDINE TAB 50MG UD,$45.80 
4120592,MEDROXYPROG INJ 150/ML,$266.75 
4120613,DEXTROSE 50% INJ 50ML UD,$176.45 
4120619,ACETAZOLAMIDE SR CAP 500MG,$40.15 
4120620,ACETAZOLAMIDE TAB 250MG,$38.75 
4120621,ACETAZOLAMIDE INJ 500MG,$912.80 
4120629,PHENYTOIN CAP 100MG UD,$36.25 
4120631,HYDROMORPHONE TAB 2MG UD,$45.05 
4120632,HYDROMORPHONE TAB 4MG UD,$45.10 
4120633,HYDROMORPHONE SUPP 3MG UD,$53.85 
4120648,PHENYTOIN SUSP 100MG,$37.10 
4120652,PHENYTOIN TAB 50MG UD,$36.40 
4120674,DIMETAPP LIQ 5ML,$36.80 
4120675,BETAM DIG AUG 0.5% OI 45,$663.57 
4120676,BETAMETH DIP AUG 0.05% CR 15G,$63.55 
4120681,POLIO VIRUS INJ - KILLED,$202.90 
4120685,DIURIL TAB 250MG,$36.35 
4120686,CHLOROTHIZIDE SUSP 250MG,$36.95 
4120691,METHADONE TAB 5MG UD,$45.10 
4120692,METHADONE TAB 10MG UD,$45.10 
4120695,ALUMINUM ACETATE POWDER 4G,$36.75 
4120701,DONNATAL TAB UD,$36.30 
4120704,DONNATAL ELIXIR 5ML UD,$45.70 
4120711,DOXAPRAM INJ 400MG/20ML,$178.05 
4120716,DIMENHYDRINATE TAB 50MG,$36.20 
4120723,BISACODYL TAB 5MG,$35.85 
4120724,MORPHINE IVF 100MG/100ML SOLN,$102.65 
4120725,HYDROMORPHONE IVF 20MG/100ML SOLN,$102.65 
4120726,FENTANYL IVF 2500MCG/250ML SOLN,$124.85 
4120727,LORAZEPAM IVF 100MG/100ML SOLN,$132.95 
4120728,MIDAZOLAM 100MG/100ML NS DRIP SOLN,$103.55 
4120729,DYAZIDE CAP UD,$36.05 
4120730,NIHIODOTE INJ 60ML,$800.25 
4120733,FULVESTRANT INJ 125MG,"$1,805.30 "
4120734,IPRATROPIUM-ALBUTEROL 20-100MCG AERO,$120.25 
4120735,BUPIVACAINE 0.25% INJ 50ML SOLN,$172.10 
4120736,SILODOSIN CAP 4MG,$45.90 
4120738,ASPIRIN EC TAB 325MG,$5.20 
4120747,ERYTHROMYCIN ES SUS 2OO MG,$55.85 
4120748,ERYTHROMYCIN ES TAB 400MG,$42.40 
4120749,ERYTHROMYCIN ES SUS 400MG,$75.50 
4120750,ERYTHROMYCIN TAB 250MG UD,$45.95 
4120751,ERYTHROMYCIN TAB 500MG,$51.45 
4120754,HYOSCYAMINE TAB 0.15MG,$36.40 
4120758,AMITRIPTYLINE TAB  10MG,$36.30 
4120759,AMITRIPTYLINE TAB  25MG,$36.10 
4120760,AMITRIPTYLINE TAB  50MG,$36.45 
4120761,AMITRIPTYLINE TAB  75MG,$36.65 
4120762,AMITRIPTYLINE TAB 100MG,$36.90 
4120763,AMITRIPTYLINE TAB 150MG,$37.45 
4120793,EPHEDRINE INJ 50MG/1ML,$215.50 
4120806,MEPROBAMATE TAB 400MG UP,$46.40 
4120837,ETHYL CHLORIDE SPRAY 100G,$89.55 
4120857,FERROUS SO4 LIQ 300MG,$36.25 
4120866,FERROUS SUL DROPS 0.6ML,$59.90 
4120871,FERR SULF TAB 325 MG UD,$35.90 
4120880,METRONIDAZOLE TAB 250MG,$36.25 
4120881,SODIUM PHOS ENEMA ADULT,$36.80 
4120882,SODIUM PHOS ENEMA PED,$37.15 
4120883,MINERAL OIL ENEMA UD,$37.65 
4120884,CYCLOBENZAPRINE 10MG TAB,$35.90 
4120890,FLUOROURACIL INJ 500MG,$180.80 
4120891,FML 0.1% OPTH SUSP 5 ML,$149.50 
4120893,FOLIC ACID TAB 400MCG,$36.20 
4120894,FOLIC ACID TAB 1MG UD,$35.90 
4120895,FOLIC ACID INJ 5MG/1ML,$172.45 
4120896,FOLIC ACID INJ 1MG,$170.70 
4120912,NITROFURANTOIN SUSP 50MG,$53.00 
4120917,GABAPENTIN SOLN 250MG/5ML,$37.35 
4120918,GABAPENTIN CAP 300MG,$35.90 
4120919,GABAPENTIN CAP 400MG,$36.00 
4120920,SULFISOXAZOLE TAB 500MG,$39.10 
4120921,GABAPENTIN CAP 100MG,$35.95 
4120928,GENTAMICIN INJ 80MG,$171.00 
4120929,GENTAMICIN 0.1% OINT 15GM,$98.10 
4120930,GENTAMICIN 0.1% CRM 15GM,$98.10 
4120931,GENTAMICIN .3% OP OT 3.5G,$71.55 
4120933,GENTAMICIN 0.3% OPH SOLN 5ML,$67.80 
4120936,SURGIFOAM SPONGE SIZE 50,$49.75 
4120941,GELFOAM POWDER 1GM,$116.75 
4120957,CARBAMIDE PEROXIDE 10% 15ML,$64.30 
4120963,MICONAZOLE VAG SUPP 7'S,$60.15 
4120967,HALOPERIDOL TAB  5MG,$36.65 
4120968,HALOPERIDOL TAB  1MG,$35.95 
4120969,HALOPERIDOL TAB  2MG,$36.00 
4120970,HALOPERIDOL TAB  0.5MG,$36.10 
4120971,HALOPERIDOL TAB 10MG UD,$36.95 
4120982,"HEPARIN FLUSH INJ 1,000U",$171.80 
4120997,HIVID TAB 0.75MG,$38.15 
4120998,HOMATROPINE 5% OP SOL 5ML,$79.10 
4121001,DORZOLAMIDE-TIMOLOL OPH 0.2ML,$37.35 
4121002,IVABRADINE TAB 5MG,$45.40 
4121025,HYDROCORTISONE 2.5% OINT 30GM,$62.75 
4121026,HYDROCORTISONE CREAM 1% 30GM,$61.15 
4121027,HYDROCORT 1% OINT 30GM,$61.35 
4121028,HYDROCORTISONE 1% LOTION 118ML,$74.80 
4121029,HYDROCORT 0.5% CR 30GM,$61.90 
4121030,HYDROCORTISONE 0.5% OINT 30MG,$63.95 
4121040,HYDROCHLOROTHIAZIDE CP 12.5 MG,$36.00 
4121041,HYDROCHLOROTHIAZ TAB 25MG,$35.95 
4121042,HYDROCHLOROTHIAZ TAB 50MG,$35.90 
4121045,HYDROMORPHONE INJ 1 MG,$91.15 
4121052,CHLORTHALIDONE TAB 25MG,$36.95 
4121053,CHLORTHALIDONE TAB 50MG,$37.15 
4121054,PSEUDOEPHEDRINE LIQ 30MG/5ML,$36.80 
4121055,PSEUDOEPHEDRINE LIQ 15MG/5ML,$36.80 
4121056,PSEUDOEPHEDRINE TAB 30MG,$35.85 
4121057,DIAZOXIDE INJ 300MG/5ML,$613.70 
4121074,IRON DEXTRAN INJ 100MG,$195.35 
4121077,LOPERAMIDE LIQ 2MG/10ML,$37.45 
4121078,LOPERAMIDE CAP 2MG UD,$36.65 
4121084,PROPRANOLOL TAB 10MG,$36.05 
4121085,PROPRANOLOL TAB 20MG,$36.10 
4121086,PROPRANOLOL TAB 40MG,$36.20 
4121087,PROPRANOLOL TAB 80MG,$35.85 
4121089,INDOMETHACIN CAP 25MG UP,$36.10 
4121090,INDOMETHACIN CAP 50MG UP,$36.05 
4121091,FLU VACCINE 5ML,$60.35 
4121092,INFLUENZA QUADRIVALENT VACCINE 0.5ML SUS,$187.85 
4121092,INFLUENZA QUADRIVALENT VACCINE 0.5ML SUS,$187.25 
4121094,BENZOYL PEROXIDE 10% GEL 42.5 GM,$43.29 
4121095,BUPIVACAINE PF INJ 0.75% 10ML,$170.60 
4121096,CROMOLYN NEB. 20MG,$36.00 
4121097,CROMOLYN INHALER 8.1 GM,$123.85 
4121110,ISONIAZID TAB 100MG UD,$35.90 
4121111,ISONIAZID TAB 300MG UD,$36.40 
4121117,ATROPINE 1% OP DP 5ML,$126.25 
4121118,ATROPINE 1% OPH 15ML,$834.75 
4121123,MELATONIN TAB 3MG,$39.00 
4121124,DUTASTERIDE CAP 0.5MG,$39.35 
4121126,NITAZOXANIDE 500MG TAB,$115.50 
4121128,AMOXICILLIN LIQ 400/MG/5ML,$37.00 
4121133,SSKI LIQ 30ML,$71.10 
4121139,ISORDIL SL TAB 2.5MG,$36.25 
4121140,ISORDIL SUBLINGUAL 5MG,$36.20 
4121141,ISOSORBIDE TAB 5MG,$36.40 
4121142,ISOSORBIDE TAB 10MG,$36.60 
4121143,ISOSORBIDE TAB 20MG,$36.75 
4121144,ISOSORBIDE LA TAB 40MG UD,$36.70 
4121161,CEPHALEXIN CAP 250MG,$36.25 
4121162,CEPHALEXIN CAP 500MG,$35.95 
4121166,CEPHALEXIN SUSP 250MG,$37.55 
4121170,CEFTAROLINE 600MG/NS 250ML,$631.80 
4121172,POTASSIUM CL 20MEQ/50ML 1/2 NS,$173.15 
4121180,KENALOG 10 INJ 50MG/5ML,$182.15 
4121181,TRIAMCIN ACET INJ 40MG,$179.20 
4121186,ARISTOCORT 0.025% CREAM 15G,$62.70 
4121194,TRIAMCINOLONE ORABASE 5GM,$103.75 
4121198,KETAMINE INJ 50MG/ML,$170.50 
4121199,KETAMINE INJ 500MG/10ML,$172.95 
4121221,ARTIFICIAL TEARS OPH OIN 3.5G,$61.95 
4121222,LACTINEX GRANULES UD,$37.50 
4121223,LACTINEX TAB UD,$36.40 
4121225,AUGMENTIN XR TAB 1000MG,$41.45 
4121227,DIGOXIN TAB 0.125MG UD,$37.15 
4121228,DIGOXIN TAB 0.25 MG UD,$37.15 
4121230,FLUDROCORTISONE TAB 0.1MG,$37.00 
4121232,DIGOXIN ELIX 0.25MG,$38.90 
4121234,LACTULOSE SYRUP 30ML,$36.55 
4121235,DIGOXIN ELXI 0.125 MG,$36.90 
4121245,FUROSEMIDE TAB 20MG UD,$35.90 
4121246,FUROSEMIDE TAB 40MG UD,$35.90 
4121254,BEER 360ML,$36.95 
4121256,CHLORAMBUCIL TAB 2MG,$55.85 
4121258,ZETIA TABLET 10MG,$45.75 
4121259,NOREPINEPHRINE INJ 4MG,$173.50 
4121267,CLINDINIUM/CHLORDIAZ CAP,$38.40 
4121271,CHLORDIAZEPOXIDE CAP 5MG,$45.55 
4121272,CHLORDIAZEPOXIDE CAP 10MG,$45.40 
4121273,CHLORDIAZEPOXIDE CAP 25MG,$45.45 
4121278,PYRETHRIN-PIPERONYL SHAM.120ML,$65.45 
4121279,LIDOCAINE 2% INJ 100MG/5M,$172.90 
4121294,LITHIUM CARB CAP 300MG UD,$35.90 
4121298,DIPHENOXYLATE/ATR TAB,$45.20 
4121299,METOPROLOL TAB 50MG UD,$35.90 
4121301,AVASTIN INJ 100MG,"$2,139.65 "
4121304,MICONAZOLE 2% CREAM,$62.70 
4121305,CLOTRIMAZOLE 1% CR 15GM,$62.65 
4121308,LOXAPINE CAP 10MG UD,$36.50 
4121309,LOXAPINE CAP 25MG UD,$36.35 
4121310,LOXAPINE CAP 50MG UD,$36.35 
4121334,NITROFURANTOIN CAP 50MG,$37.05 
4121335,NITROFURANTOIN CAP 100MG,$37.35 
4121340,MAGNESIUM SYRINGE 45GM/10ML,$170.45 
4121341,MAGNESIUM S04 INJ 8MEQ,$171.10 
4121342,COLCHICINE CAP 0.6 MG,$40.80 
4121363,MAXITROL OPTH OINT 3.5GM,$65.15 
4121365,MAXITROL OPTH SUSP 5ML,$74.45 
4121378,METHYLPRED TAB 4MG UD,$38.05 
4121379,METHYLPRED TAB 16MG UD,$39.10 
4121382,MEGESTROL TAB 20MG,$45.20 
4121383,MEGESTROL TAB 40MG UD,$36.10 
4121384,THIORIDAZINE TAB 10MG,$35.95 
4121386,THIORIDAZINE TAB 25MG,$36.60 
4121387,THIORIDAZINE TAB 50MG,$36.55 
4121402,MEPERIDINE INJ 100MG,$90.80 
4121403,PHYTONADIONE TABLET 5MG,$97.60 
4121410,PRIMIDONE TAB 50MG,$36.75 
4121424,METHYLERGONOVIN TAB 0.2MG,$94.75 
4121426,METHOTREXATE TAB 2.5MG UD,$47.75 
4121428,METHOTREXATE INJ 50MG/2ML,$179.95 
4121431,MIDRIN CAP,$40.00 
4121434,MAGNESIUM HYDROXIDE TAB,$36.25 
4121436,MILK OF MAGNESIA 30ML,$37.35 
4121450,MINERAL OIL 30ML UD,$36.00 
4121451,PRAZOSIN CAP 1MG,$39.20 
4121452,PRAZOSIN CAP 2MG,$39.15 
4121453,PRAZOSIN CAP 5MG,$40.10 
4121455,MINOCIN CAP 100MG,$39.85 
4121471,MORPHINE INJ 10MG/ML UD,$90.70 
4121474,IBUPROFEN TAB 400MG UD,$35.90 
4121476,MUTAMYCIN INJ 5MG/10ML,"$8,413.90 "
4121477,MITOMYCIN INJ 20MG,"$2,317.30 "
4121480,ETHAMBUTOL TAB 100MG UP,$36.60 
4121481,ETHAMBUTOL TAB 400MG UD,$36.80 
4121482,ADENOSINE DIAG SOLN 30ML,$233.75 
4121489,NYSTATIN/TRIAMCIN OT 15GM,$124.80 
4121490,NYSTATIN/TRIAMCIN CR 15GM,$126.00 
4121495,"NYSTATIN SUSP 500,000U",$36.60 
4121496,NYSTATIN OINT 15GM,$68.45 
4121497,NYSTATIN CREAM 15GM,$66.50 
4121498,NYSTATIN TOPICAL POWDER,$67.10 
4121500,TROPICAMIDE 1% OPH SOLN 3ML,$62.35 
4121501,MYLANTA TAB UD,$36.20 
4121502,MYLANTA SUSP 30ML UD,$37.70 
4121504,MYLANTA DS SUSP 30ML,$36.05 
4121505,MYLERAN TAB 2MG UD,$44.90 
4121507,SIMETHICONE TAB 80MG,$35.90 
4121508,SIMETHICONE DROPS 40MG,$36.80 
4121532,THIOTHIXENE CAPSULE 1MG,$36.60 
4121533,THIOTHIXENE CAPSULE 2MG,$36.65 
4121534,THIOTHIXENE CAPSULE 5MG,$36.05 
4121535,THIOTHIXENE CAPSULE 10MG,$38.35 
4121566,NEOSYNEPH 2.5% OP DP 1.5ML,$91.75 
4121570,NEOMYCIN TAB 500MG UD,$36.40 
4121573,NEOSPORIN OINT 0.9GM,$36.00 
4121574,MITOMYCIN OPHTH INJ 0.2MG,"$1,678.05 "
4121575,NEOSPORIN OPT OINT 3.5GM,$87.45 
4121576,NEOSPORIN OPT SOLN 10ML,$99.70 
4121580,NEOSPORIN GU IRRIGANT 1ML,$176.60 
4121583,NIACIN TAB 50MG UD,$35.90 
4121584,NIACIN TAB 100MG UD,$35.85 
4121590,NITROGLY SR CAP 2.5MG UD,$36.20 
4121592,NITROGLY TAB 0.4MG 25'S,$60.45 
4121600,NORGESIC FORTE TAB,$37.20 
4121604,DISOPYRAMIDE CAP 100MG UD,$37.65 
4121605,DISOPYRAMIDE CAP 150MG UD,$37.65 
4121606,DESPRAMINE TAB 25 MG,$37.65 
4121620,DIBUCAINE 1% OINT 30MG,$66.10 
4121626,VINCRISTINE INJ 1MG/1ML,$183.40 
4121633,GUAIFENESIN TAB 200MG,$38.95 
4121634,OSCAL 500 + D TB,$36.25 
4121635,OSCAL TAB 250MG UD *NF*,$35.85 
4121646,NORTRIPTYLINE CAP 25MG UD,$36.25 
4121656,PAREGORIC TINCT 5ML,$45.55 
4121657,PAREGORIC LIQ 480ML,$106.80 
4121658,PAREGORIC ELIXIR 1ML,$45.00 
4121660,PAPAVERINE SR CAP 150MG,$39.00 
4121662,PANCURONIUM INJ 2MG/1ML,$172.50 
4121676,BISMUTH SUBSALICYLATE LIQ 30ML,$36.95 
4121677,PERCOCET TAB UD,$45.00 
4121678,PERCODAN TAB UD,$45.80 
4121679,BISMUTH SUBSALICYLATE TAB,$36.25 
4121680,PERCOCET TAB 7.5MG,$45.90 
4121681,CYPROHEPTADINE TAB 4MG UD,$36.40 
4121682,CYPROHEPTADINE LIQ 2MG,$37.35 
4121688,DIPYRIDAMOLE TAB 25MG UD,$36.20 
4121692,ACETAMINOPHEN TAB 325MG,$5.20 
4121693,BICITRA LIQ 30ML,$37.80 
4121699,PROMETHAZINE TAB 25MG,$36.30 
4121700,PHENERGAN TAB 50MG UD,$36.25 
4121701,PROMETHAZINE SUPP 25MG,$42.20 
4121702,PROMETHAZINE SUPP 50MG,$59.30 
4121704,PROMETHAZINE INJ 50MG,$171.95 
4121705,PROMETHAZINE SYR 6.25MG,$36.85 
4121711,HEXACHLOROPHENE LIQ 150ML,$87.55 
4121723,HYDROXYCHLOROQ TAB 200MG,$37.80 
4121724,DEPO-TESTOSTERONE INJ 10ML,$164.29 
4121728,POTASSIUM PHOS INJ 4.4MEQ,$171.55 
4121729,POTASSIUM PHOS INJ 15MM,$176.70 
4121730,MULTIVITAMIN DROP 30ML,$40.25 
4121731,MULTI-VITAMIN PED DROP 1ML,$36.85 
4121737,AMPICILLIN SUSP 250MG,$37.00 
4121739,AMPICILLIN SUSP 250MG 100ML,$36.80 
4121752,AMOXICILLIN SUSP 125MG,$36.80 
4121754,AMOXICILLIN SUSP 250MG,$36.90 
4121755,AMOXICILLIN SUSP 250MG 100ML,$39.45 
4121757,"POLYMYXIN B INJ 500,000U",$180.50 
4121758,POLYSPORIN OINT 15GM,$63.95 
4121759,POLYSPORIN OP OINT 3.5GM,$69.25 
4121760,POLYSPORIN POWDER 10GM,$68.10 
4121770,POTASSIUM CL PB 10MEQ/50ML,$173.00 
4121774,FML FORTE 0.25% OPH SOL 2ML,$78.40 
4121775,PREDNISOLONE ACE 1% OS 5 ML,$94.45 
4121776,PREDNISONE TAB 5MG UD,$36.00 
4121777,PREDNISONE TAB 10MG UD,$36.05 
4121778,PREDNISONE TAB 20MG UD,$36.00 
4121779,PREDNISONE TAB 50MG UD,$36.15 
4121780,ESTROGEN CONJ TAB 0.3MG,$41.15 
4121781,ESTROGEN CONJ TAB 0.625MG,$40.80 
4121782,ESTROGEN CONJ TAB 1.25MG,$40.40 
4121784,ESTROGEN CONJ INJ 25MG,"$1,276.10 "
4121785,ESTROGEN CONJ VG CR 42.5G,"$1,876.35 "
4121786,"ESTROGENS, CONJ TAB 0.9MG",$40.75 
4121789,FORMULATION R CREAM,$64.45 
4121797,PROPANTHELINE TAB 15MG,$36.40 
4121799,PROCAINAMIDE LIQ 500MG,$37.35 
4121802,FLUPHENAZINE TAB 1MG,$35.95 
4121803,FLUPHENAZINE TAB 2.5MG,$36.45 
4121804,FLUPHENAZINE TAB 5MG,$36.55 
4121805,FLUPHENAZINE INJ 2.5MG/ML,$83.40 
4121806,MOMETASONE ORAL INH 220MCG,$137.05 
4121811,PROCAINAMIDE CAP 500MG,$37.35 
4121814,PROPYLTHIOURACIL TAB 50MG,$37.00 
4121820,PROTAMINE INJ 250MG/25ML,$193.60 
4121821,PROTAMINE SULFATE INJ 50MG,$177.75 
4121822,PRALIDOXIME INJ 1000MG,$275.60 
4121823,MEDROXYPROG TAB 10MG,$36.35 
4121824,MEDROXYPROG TAB 2.5MG,$36.30 
4121834,PHENAZOPYRIDINE TAB 100MG,$37.00 
4121835,PHENAZOPYRIDINE TAB 200MG,$38.05 
4121836,PYRIDOXINE TAB 50MG,$36.20 
4121842,CHOLESTYRAMINE PWD 4GM UD,$37.60 
4121846,QUINIDINE GLUC TAB 324MG,$36.85 
4121847,QUININE TAB 260MG,$36.10 
4121850,QUINIDINE S04 TAB 200MG,$35.95 
4121852,QUININE CAP 325MG,$43.05 
4121867,RIFAMPIN CAP 150MG,$37.70 
4121868,RIFAMPIN CAP 300MG,$37.00 
4121872,METHYLPHENIDATE TAB 5MG,$45.35 
4121873,METHYLPHENIDATE TAB 10MG,$45.50 
4121874,CONCERTA SR TAB 36MG,$45.70 
4121875,METHOCARBAMOL TAB 500MG,$39.00 
4121876,METHOCARBAMOL TAB 750MG,$39.00 
4121879,GLYCOPYRROLATE TAB 1MG UD,$37.25 
4121880,GLYCOPYRROLATE INJ 0.2MG,$177.15 
4121882,GUAIFENESIN SYR 100MG/5ML,$36.40 
4121883,GUAIFENESIN SYR 200MG/10M,$36.45 
4121886,GUAIFENESIN DM SYRUP,$36.40 
4121887,GUAIFENESIN DM SYRUP 10ML,$36.50 
4121889,RONDEC DM SYRUP 5ML,$36.90 
4121906,SENOKOT TAB,$35.90 
4121907,SENNA LIQUID 5ML,$36.95 
4121909,COTRIMOXAZOLE SUSP 5ML,$36.85 
4121910,OXANDRIN TAB 2.5MG,$43.45 
4121911,OXAZEPAM CAP 10MG UD,$45.25 
4121912,OXAZEPAM CAP 15MG UD,$45.45 
4121919,RESERPINE TAB 0.25MG,$40.40 
4121920,RESERPINE TAB 0.1MG,$36.55 
4121922,SILVER SULFADIAZENE CREAM 25GM,$65.80 
4121923,SILVER SULFADIAZENE CREAM 400G,$95.45 
4121925,SINEMET TAB 25-250,$36.10 
4121926,DOXEPIN CAP 75MG UD,$36.85 
4121927,DOXEPIN CAP 100MG UD,$37.20 
4121929,DOXEPIN CAP 10MG UD,$36.00 
4121930,DOXEPIN CAP 25MG UD,$36.05 
4121931,DOXEPIN CAP 50MG UD,$36.10 
4121932,METOCLOPRAMIDE ORAL LIZ 1MG/ML,$35.95 
4121933,SOD CHLORIDE ORAL SOL 4MEQ/ML,$170.50 
4121934,SODIUM BICARB ORAL SOL 1MEQ/ML,$36.75 
4121936,SODIUM ACETATE INJ 2MEQ,$170.40 
4121937,SODIUM BICARBON TAB 650MG,$36.20 
4121938,SODIUM BIG 8.4% INJ 10MEQ,$181.80 
4121939,SODIUM BIC 8.4% INJ 50MEQ SYN,$178.90 
4121940,SODIUM BIC 8.4% INJ 50MEQ,$178.20 
4121954,METHYLPRED NA SU IN 125MG,$183.40 
4121955,METHYLPRED NA SUC INJ 2GM,$240.90 
4121956,METHYLPRED NA SU IN 500MG,$172.70 
4121957,METHYLPRED NA SU INJ 1GM,$196.20 
4121958,SOMA TAB 350MG,$45.00 
4121962,AMINOPHYLLINE LIQ  1ML,$37.85 
4121967,BUTORPHANOL INJ 1MG,$93.35 
4121971,STELAZINE TAB 2MG,$39.95 
4121972,TRIFLUOPERAZINE TAB 5MG,$36.90 
4121986,MULTIVITAMIN PRENATAL TAB,$36.20 
4121993,MACROBID CAP 100MG *NF*,$38.85 
4122004,AMANTADINE CAP 100MG,$38.75 
4122005,NEVIRAPINE SUSP 200MG.20ML,$45.75 
4122013,CIMETIDINE INJ 300 MG/2ML,$172.85 
4122014,TALWIN NX TAB 50MG,$46.90 
4122020,METHIMAZOLE TAB 10MG UD,$36.30 
4122028,CARBAMAZEPINE TAB 200MG,$36.65 
4122037,EDROPHONIUM INJ 10MG/1ML,$174.50 
4122049,TESSALON PERLES 100MG UD,$36.50 
4122050,BENZONATATE CAP 200MG,$39.35 
4122053,TETANUS DIP TOX INJ 0.5ML,"$1,294.95 "
4122055,TETRACAINE 0.5% OP DP 2ML,$122.90 
4122056,TETRACYCLINE CAP 250MG UD,$40.85 
4122057,TETRACYCLINE CAP 500MG,$35.95 
4122066,THEOPHYLLINE LA TAB 300MG,$38.40 
4122069,THEOPHYLLINE SYRUP 1ML,$36.25 
4122070,THEOPHYLLINE SOLN 26.65MG,$37.95 
4122071,THEOPHYLLINE SOLN 85MG,$42.05 
4122072,MULTIVITAMIN TAB UD,$35.90 
4122073,MULTIVITAMIN LIQ 5ML UP,$36.80 
4122074,MULTIVITAMIN W MIN TAB,$35.90 
4122075,BIMATOPROST 0.01% OPH DROP 2.5ML,$681.20 
4122076,MULTIVITAMIN WITH IRON,$36.20 
4122080,RESTASIS 0.05% OPH SOLN 0.4 ML,$46.30 
4122085,CHLORPROMAZINE TAB 10MG,$38.00 
4122086,CHLORPROMAZINE TAB 25MG,$38.90 
4122087,CHLORPROMAZINE TAB 50MG,$40.25 
4122088,CHLORPROMAZINE TAB 100MG,$42.10 
4122096,"THROMBIN POWDER 5,000 UNITS",$228.75 
4122102,TRIMETHOBENZAM SUPP 100MG,$36.05 
4122103,TRIMETHOBENZAM SUPP 200MG,$36.05 
4122110,CALCIUM CARBONATE TAB 648MG,$36.20 
4122113,SUMATRIPTAN TABLET 25MG,$36.90 
4122114,IMIPRAMINE TAB 25MG UD,$36.40 
4122115,IMIPRAMINE TAB 50MG UD,$36.35 
4122131,TRANXENE TAB 3.75MG,$44.95 
4122133,TRAVATAN 0.004% OPH SOLN 2.5ML,$680.70 
4122149,PERPHENAZ-AMITR TAB 2-10,$37.05 
4122150,PERPHENAZ-AMITR TAB 2-25,$37.35 
4122151,PERPHENAZ-AMITR TAB 4-10,$37.15 
4122152,PERPHENAZ-AMITR TAB 4-25,$37.55 
4122159,TRILAFON(GENERIC)TAB 4MG,$39.85 
4122174,TUCKS PAD 40,$61.70 
4122179,TUSSIONEX SR SUSP 5ML,$47.00 
4122180,CTM HYFROCODONE LIQ 1ML,$45.30 
4122184,ACETAMINOPHEN ELIXIR  325MG,$5.20 
