 Procedure  Code,Chargemaster Description, Standard Chargemaster Price 
1120002,PACU LEV 2 INI 15 MN,"1,419"
1120013,PACU LEV 3 EA ADD MN,62
1120003,PACU LEV 3 INI 15 MN,"1,895"
1120014,PACU LEV 4 EA ADD MN,74
1120004,PACU LEV 4 INI 15 MN,"2,369"
1110841,PAIN MGMT IN PROC L1,"2,003"
1212465,PALIPERID 1.5MG SRTB,67
7211489,PALIPERIDON 3MG SRTB,110
1211629,PALIPERIDONE 1MG INJ,87
1211630,PALIPERIDONE 1MG INJ,91
1316386,PAMG-1 QUALITATIVE  ,"1,005"
1210166,PAMIDRONATE 30MG IJ ,362
7211849,PAMIDRONATE 30MG IJ ,226
1314600,"PANCREA ELASTAS,FEC ",204
1210474,PANTOPRAZ 40MG PKT  ,36
7210530,PANTOPRAZO 20MG ECTB,4
1218147,PANTOPRAZO 40MG ECTB,14
7211805,PANTOPRAZOLE SOD VL ,146
1218149,PAPA/UREA/CHL OIN30G,521
1217191,PAPAVERIN 150MG CRCP,15
1812242,PARAFFIN BATH-VISIT ,69
1852242,PARAFFIN BATH-VISIT ,69
1314908,"PARAINFLUENZA AG,IF ",337
1314410,PARATHORMONE PTH    ,"1,446"
7210747,PARICALCITOL 1MCG CP,73
7212138,PARICALCITOL 1MCGINJ,73
1218152,PAROXETIN SR 12.5 TB,13
1218151,PAROXETINE 20MG TAB ,4
1314636,PART AGGLUT.SCREEN  ,344
1314713,PARVOVIRUS AB       ,510
1321091,PATH CONSULT INT-1BL,861
1321090,PATH CONSULT INTROP ,238
1321092,PATH CONSULT-INTRADD,248
1212133,PCN G BENZ/PROC 100K,61
7210687,PED MULTVIT W/FE CHW,3
1211312,PED MULTVIT/C&FA CHW,3
1414800,PEEL-AWAY SHEATH 1  ,253
1414801,PEEL-AWAY SHEATH 2  ,"1,011"
1414802,PEEL-AWAY SHEATH 3  ,"1,875"
1218183,PEG 3350 255GM      ,24
1211251,PEG-KCL-NAB/CL420G/4,118
1212135,PEN G BENZ INJ 100K ,111
1212136,PEN G BENZ INJ 100K ,64
7211751,PENCIL G NA 5MU INJ ,595
7212173,PENICI G POT .6MUINJ,169
7210482,PENICIL VK 250MG TAB,4
7211413,PENTOSAN 100MG CAP  ,32
1217121,PENTOTHAL 500MG INJ.,171
1217320,PENTOXIFYL 400MGCRTB,19
7211289,P-EPH30-BMP2-DM10/5M,5
1210613,P-EPHR/SHARK RECT 54,25
1213396,PERMETHRI 1%CRM 60ML,28
1219132,PERMETHRIN 5%CRM 60G,306
1218162,PERPHENAZINE 2MG TAB,7
1314899,"PERTUSSIS AG, IF    ",352
1213155,PETR-MIN OIL OIN 1GM,10
1219810,PETROLATUM GEL 30GM ,14
1219809,PETROLATUM GEL 5GM  ,11
1719018,PF TEST BY GAS      ,"1,370"
1719017,PF TST PLETHYSMOGRA ,"2,227"
7211850,PGFILGRASTIM 6MG IJ ,"57,026"
1315845,"PH FLUID,NOS        ",126
1213380,PHEN2.5-BPM1-DM5/5ML,3
1218165,PHENAZOPYRID 100MGTB,6
1212527,PHENOBARB 120MG INJ ,192
1217868,PHENOBARB 30MG TAB  ,3
1219494,PHENOBARB 4MG/1ML 5M,21
1218167,PHENOBARB 60MG TAB  ,22
1314041,PHENOBARBITAL       ,259
1218166,PHENOBARBITAL 15MGTB,3
7210546,PHENOL 1.4%SPR 177ML,66
1210588,PHEN-SHK-MO-PE OIN60,15
7212190,PHENTOLAMINE 5MG INJ,"4,093"
1314414,"PHENYLALANINE, BLOOD",243
1218168,PHENYLEPH 2.5%OS 2ML,116
1218027,PHENYLEPH.25%SPR 15M,29
1218028,PHENYLEPH.5% SPR 15M,11
7211392,PHENYLEPHR/GG TAB   ,33
7212022,PHENYLEPHRIN 1ML INJ,143
1314415,"PHENYLKETONES, QUAL ",243
7210297,PHENYTOI EX 100MG CP,6
1219918,PHENYTOIN 100MG/4ML ,21
1314043,PHENYTOIN FREE      ,309
1210206,PHENYTOIN NA 50MGINJ,21
7211995,PHENYTOIN NA 50MGINJ,61
1314042,PHENYTOIN TOTAL     ,289
1314000,PHLEBOTOMY THERAPEUT,564
1314416,"PHOSPHATASE,ACID,TOT",249
1314421,"PHOSPHATASE,ALK ISO ",517
1314419,"PHOSPHATASE,ALKALINE",181
1314422,PHOSPHATIDYLGLYCEROL,554
1314575,PHOSPHOLIPID AB     ,365
1314425,"PHOSPHORUS, BLOOD   ",143
1314426,"PHOSPHORUS, URINE   ",114
1812276,PHYSICAL PERF-15 MIN,171
1852276,PHYSICAL PERF-15 MIN,171
1219504,PHYSOSTIG 2MG/2M AMP,36
1213605,PHYTONADI 1MG/ML 1ML,11
1210552,PHYTONADIONE 1MG INJ,31
7212051,PHYTONADIONE 1MG INJ,155
1214756,PIMAVANSERIN 17MG TB,117
1061288,P-IMPLNT LOOP REC   ,"25,957"
1217872,PINDOLOL 5MG TAB    ,19
1061267,P-INS DUAL PAC SYS  ,"51,720"
1061265,P-INS GEN-LEAD ATR  ,"44,961"
1061266,P-INS GEN-LEAD VEN  ,"44,961"
1061275,P-INS LEAD DUAL     ,"25,795"
1061274,P-INS LEAD SNGL     ,"25,795"
1061280,P-INS LV LEAD EXIST ,"95,732"
1061268,P-INS TMP PAC LD SGL,"26,753"
1061271,P-INS-RPL GEN DUAL  ,"40,414"
1061270,P-INS-RPL GEN SNGL  ,"37,305"
1314875,PINWORM EXAM        ,145
1217873,PIOGLITAZONE 15MG TB,15
1218178,PIOGLITAZONE 30MG TB,22
1210294,PIPER/TAZOB 1G/.125G,40
7212024,PIPER/TAZOB 1G/.125G,149
7212334,PIPER/TAZOB 1G/.125G,40
1314803,PLASMINOGEN ACTIVATO,388
1314565,PLATELET AB         ,814
1314820,PLATELET AGGREGATION,698
1314566,PLT ASSOC IMMUNOGLOB,814
1413213,PMKR DUAL RATE-RS L1,"99,999"
1413214,PMKR DUL NON RAT LV1,"99,999"
1410093,PMKR OTHR TH SNGL L3,"18,690"
1413216,PMKR SINGL RATE-RSL1,"87,996"
1413217,PMKR SNGL NON RTE-RE,"87,996"
1211786,PN VIT/FE/FA 27-.8TB,3
1314910,PNEUMOCYSTIS CAR AGI,352
7212174,PNEUMO-VAC 2YR-ADULT,763
1219520,POLY10K-TRIM.1%OS10M,181
1218184,POLYETH GLY 3350 PKT,5
1218185,POLYMYXIN B 500000U ,159
2270113,POLYS-CPAP GT4 GE6YO,"5,914"
2270112,POLYSOMNO GT4 GE6YO ,"4,316"
1219522,POLYVINYL 1.4%OS 15M,15
1314428,"PORPHOBILINOGEN,QUAN",190
1314431,"PORPHYRINS,FEC,QUAN ",109
1314430,"PORPHYRINS,UR,QUAN  ",332
1414825,PORT 1              ,"1,694"
1414826,PORT 2              ,"5,282"
1414827,PORT 3              ,"8,801"
1218156,POT CL20MEQ MIC CRTB,4
1219526,POT IODID 1GM/ML 30M,134
1218905,POT PHOS MON 500MGTB,3
1218186,POTAS ACE 40MEQ/20ML,143
1218190,POTAS CHL 10MEQ CRTB,6
1217878,POTASS CHL 20MEQ/15M,22
1218838,POTASS CHL 8MEQ CRTB,4
1210569,POTASSI CHL 2MEQ INJ,7
1210738,POTASSI CHL 2MEQ INJ,7
1210739,POTASSI CHL 2MEQ INJ,7
1211034,POTASSI CHL 2MEQ INJ,7
1211116,POTASSI CHL 2MEQ INJ,6
1212657,POTASSI CHL 2MEQ INJ,20
7210840,POTASSIUM 99MG TAB  ,2
1314433,POTASSIUM SER PL WB ,161
1314434,"POTASSIUM, URINE    ",98
1218576,POV-IODIN 10%OIN 30G,12
7212223,PRALIDOXIME UPTO 1GM,765
1218200,PRAM/BALS/ZNOX/BENZL,40
1218515,PRAMIPEXOLE .125MGTB,24
1218201,PRAMIPEXOLE 1MG TAB ,11
1218202,PRAMOXINE 1%FOAM 15G,150
1211520,PRASUGREL 10MG TAB  ,36
1218204,PRAVASTATIN 20MG TAB,7
7211040,PRAZIQUANTEL 600MGTB,229
1218205,PRAZOSIN 1MG CAP    ,6
1314435,PREALBUMIN          ,499
1218208,PREDNIS ACE 1%OS 5ML,293
7212332,PREDNISOLON 15MG/5ML,16
1218207,PREDNISOLONE 5MG/5ML,5
1214283,PREDNISONE 1MG ORAL ,1
1214285,PREDNISONE 1MG ORAL ,0
1214286,PREDNISONE 1MG ORAL ,0
1214289,PREDNISONE 1MG ORAL ,1
7210366,PREGABALIN 25MG CAP ,18
7210361,PREGABALIN 50MG CAP ,17
7210367,PREGABALIN 75MG CAP ,12
1314439,"PREGNENOLONE,17-OH  ",517
1061286,P-REMOV ICD GEN     ,"8,814"
1061287,P-REMOV ICD LEAD    ,"8,784"
1061285,"P-REMOV LEAD, DUAL  ","26,195"
1061284,"P-REMOV LEAD, SNG   ","8,805"
1061289,P-REMOV LOOP REC    ,"3,193"
1061283,P-REMOV PACE GEN    ,"9,048"
1061273,P-REPOS RA-RV LEAD  ,"9,048"
1061278,P-REVSE POCKET PACE ,"5,766"
1210101,PRIMATRIX PER SQ CM ,389
1314044,PRIMIDONE           ,375
1217879,PRIMIDONE 250MG TAB ,15
1218211,PRIMIDONE 50MG TAB  ,7
1414851,PROBE CRYOABLATION 2,"18,795"
1414852,PROBE CRYOABLATION 3,"32,833"
1217880,PROBENECID 500MG TAB,3
1213739,PROBIOTIC TABLET    ,3
2070226,PROC WND CARE COMPLX,"8,516"
2070224,PROC WND CARE INTERM,"3,107"
2070225,PROC WND CARE MAJOR ,"8,516"
2070223,PROC WND CARE MINOR ,"2,104"
2070222,PROC WND CARE SIMPLE,912
7212176,PROCAINAMID UPTO 1GM,162
7212177,PROCAINAMID UPTO 1GM,787
1314045,PROCAINAMIDE        ,557
1218213,PROCAINAMIDE CR 500 ,22
1316382,PROCALCITONIN PCT   ,360
1522022,PROCEDURE INTERMEDIA,779
1522023,PROCEDURE MAJOR     ,"1,297"
1522021,PROCEDURE MINOR     ,196
7211989,PROCHLORPE UPTO 10MG,150
1218215,PROCHLORPER 25MG SUP,29
7212086,PROCHLORPERAZ 5MG PO,7
7212029,PROGESTERON 50MG INJ,389
1314440,PROGESTERONE        ,702
1314453,PROINSULIN          ,606
1314441,PROLACTIN           ,652
1217361,PROMET6.25-COD10/5ML,7
7212025,PROMETHAZI UPTO 50MG,118
7212244,PROMETHAZI UPTO 50MG,98
1218217,PROMETHAZINE 12.5 SP,14
1218216,PROMETHAZINE 25MG SP,62
7211065,PROMETHAZINE 25MG TB,15
1218218,PROMETHAZINE 6.25/5M,19
1218219,PROPAFENONE 150MG TB,21
1214008,PROPOFOL 10MG INJ   ,3
1214009,PROPOFOL 10MG INJ   ,6
1214010,PROPOFOL 10MG INJ   ,6
1217883,PROPRANOL 60MG SRCP ,7
1217884,PROPRANOLO 80MG SRCP,4
1218226,PROPRANOLOL 10MG TAB,5
1218225,PROPRANOLOL 1MG/ML  ,171
1218228,PROPYLTHIOURA 50MGTB,5
1812279,PROS TRAIN INI-15 MI,148
1852279,PROS TRAIN INI-15 MI,148
1852280,PROS-ORTH SUB-15 MIN,148
1314584,PROT E-PHOR-URIN-CSF,623
1315091,PROT TOTL RANDOM URI,128
7212031,PROTAMINE 10MG INJ  ,31
1314786,PROTEIN C ACTIVATED ,508
1314783,"PROTEIN C, ACTIVITY ",484
1314782,"PROTEIN C, AG       ",419
1314785,"PROTEIN S, FREE     ",342
1314784,"PROTEIN S, TOTAL    ",262
1315092,PROTEIN TOT OTHR SRC,128
1314446,PROTEIN TOT SER PLWB,129
1314448,PROTEINELECTR FR-QNT,360
1314822,PROTHROMBIN TIME    ,175
1314823,"PROTHROMBIN, SUBSTIT",88
1314451,"PROTOPORPH,RBC,QUAN ",373
1316600,PRS DRG IA ANAZ     ,344
1316456,PRS DRG IA MET      ,337
1316409,PRS DRG IA VIS      ,137
1414878,PRSTHS PENILE INFL 4,"89,294"
1314445,"PSA, FREE           ",594
1314560,"PSA, SCREENING      ",644
1314444,"PSA, TOTAL          ",814
1217678,P-SAC FE CMPLX 434CP,3
1219541,PSEUDOEPH 120MG SRTB,21
1218230,PSEUDOPHED 30MG TAB ,15
1217888,PSYLIUM PACK        ,3
2041007,PT ED RENAL DX 1HR  ,367
1811003,PT EVAL- HGH COMP   ,437
1811001,PT EVAL- LOW COMP   ,437
1811002,PT EVAL- MOD COMP   ,437
1812233,PT RE-EVAL-VISIT    ,263
7210828,PTOX/APAP 60/650    ,7
1314834,PTT SUBSTITUT       ,134
1040030,PULM REHAB W EXER   ,781
1710944,PULSE OX MULTI/EXERC,198
1710945,PULSE OX OVERNIGHT  ,496
1710943,PULSE OXIMTRY SINGLE,105
1913250,PULSE OXIMTRY SINGLE,105
282823,PULSE OXIMTRY SINGLE,107
1061272,P-UPGRD SNG TO DUAL ,"51,720"
1212537,PYRANTEL 250MG CHW  ,3
1218232,PYRAZINAMIDE 500MGTB,5
1218233,PYRIDOSTIGMI 60MG TB,15
1218234,PYRIDOXINE 50MG TAB ,4
1314455,PYRUVATE            ,99
1218235,QUETIAPINE 100MG TAB,17
1210056,QUETIAPINE 200MGSRTB,50
1218236,QUETIAPINE 25MG TAB ,10
1211362,QUETIAPINE 50MG SRTB,72
1217729,QUINAPRIL 10MG TAB  ,7
1217730,QUINAPRIL 20MG TAB  ,19
1211404,QUINIDINE SULF 300MG,5
425126,R&B CHEM DEP SEMI PR,"1,575"
635114,R&B GERO-PSYCH PRIV ,"1,663"
635124,R&B GERO-PSYCH SEMI ,"1,649"
247191,R&B HLTH BOARDER    ,"1,045"
125115,R&B HOSPICE PRIVATE ,"1,038"
125125,R&B HOSPICE SEMI PVT,"1,038"
315200,R&B ICU             ,"3,381"
125164,R&B ISOLATION       ,"1,615"
125110,R&B M/S PRIVATE     ,"1,321"
125120,R&B M/S SEMI PRIVATE,"1,308"
245171,R&B NURSERY LEVEL 1 ,738
245172,R&B NURSERY LEVEL 2 ,"1,045"
245173,R&B NURSERY LEVEL 3 ,"1,351"
215112,R&B OB PRIVATE      ,"1,320"
215122,R&B OB SEMI PRIVATE ,"1,307"
165113,R&B PEDIATRIC PVT   ,"1,321"
165123,R&B PEDIATRIC SEMI  ,"1,307"
125206,R&B PRIVATE TELEM   ,"1,668"
125207,R&B SEMI PVT TELEM  ,"1,652"
245191,R&B SICK BABY LVL 1 ,960
245192,R&B SICK BABY LVL 2 ,"1,267"
245193,R&B SICK BABY LVL 3 ,"1,575"
7210473,RABEPRAZO 20MG ECTB ,30
7211783,RABIES IG HEAT TX   ,"2,128"
1212742,RABIES IG IM/SC 150U,"3,002"
7211790,RABIES VAC IM       ,"2,815"
1217618,RACEPINEPH 2.25% .5M,14
1218244,RALOXIFENE 60MG TAB ,24
1218245,RAMIPRIL 1.25MG CAP ,24
1217891,RAMIPRIL 2.5MG CAP  ,8
7210080,RANITIDIN 15MG/ML 1M,27
1217892,RANITIDINE 150MG TAB,6
1210876,RANITIDINE 25MG INJ ,97
7210790,RANOLAZI 500MG SR TB,17
1314818,RBC OSMOTIC FRAG W-O,217
1314819,RBC OSMOTIC FRAGW-IN,435
1314461,"RECEPTOR, NON-ENDO  ",826
1210961,REGADENOSON 0.1MG IJ,541
1314113,RENAL FUNCTION PANEL,291
1314462,RENIN               ,740
1414901,REP DEV URINRY W/SL2,"16,925"
1040025,RESP FX TRAIN GROUP ,451
1040024,RESP FX TRN SGL 15MN,171
1314909,"RESP SYNCYTIAL AG,IF",352
1316444,RESP VIRUS 12-25 TAR,566
7211857,RETEPLASE 18.1MG IJ ,"8,710"
1314757,"RETIC COUNT, FLOW   ",75
1314756,"RETIC COUNT, MANUAL ",149
1314639,RHEUMATOID FACT QUAN,200
1314638,"RHEUMATOID FACT,QUAL",190
1210011,RHOPHYLAC 100UNT    ,94
1314717,RICKETTSIA AB       ,438
1218251,RIFAMPIN 300MG CAP  ,31
1211886,RIFAXIMIN 550MG TAB ,60
1221015,RINGER LAC UP TO 1L ,100
7212143,RINGER LAC UP TO 1L ,119
1211604,RISEDRONATE 150MG TB,535
7210038,RISEDRONATE 35MG TAB,120
7211438,RISPERDONE 0.5MG TAB,83
1219548,RISPERID 1MG/1ML 1ML,595
1219006,RISPERIDONE .25MG TB,10
1219993,RISPERIDONE .5MG ODT,24
1219994,RISPERIDONE 1MG ODT ,24
1218256,RISPERIDONE 1MG TAB ,12
1212086,RISPERIDONE LA 0.5MG,77
1212920,RISPERIDONE LA 0.5MG,67
7211808,RISPERIDONE LA 0.5MG,58
7212145,RISPERIDONE LA 0.5MG,77
1213666,RISPERIDONE.25MG ODT,12
1212283,RIVAROXABAN 10MG TAB,29
1212332,RIVAROXABAN 15MG TAB,29
1212333,RIVAROXABAN 20MG TAB,24
1212782,RIVASTIG 13.3MG PTCH,41
1210116,RIVASTIG 4.6MG PATCH,42
1210115,RIVASTIG 9.5MG PATCH,42
1218257,RIVASTIGMINE 1.5MGCP,20
1219551,ROCURONIUM 100MG/10M,304
1218259,ROCURONIUM 50MG/5ML ,174
1212286,ROFLUMILAS 500MCG TB,29
1218503,ROPINIROLE 0.25MG TB,51
1217897,ROPINIROLE 1MG TAB  ,2
1211093,ROPIVACAINE 1MG INJ ,1
1211139,ROPIVACAINE 1MG INJ ,2
7212034,ROPIVACAINE 1MG INJ ,5
1218263,ROSIGLITAZONE 4MG TB,60
7210352,ROSUVASTATIN 20MG TB,17
7210894,ROSUVASTATIN 40MG PO,5
7210349,ROSUVASTATIN 5MG PO ,17
1314936,"ROTAVIRUS AG,EIA    ",366
1210061,ROTIGOT 4MG/24HR PTC,65
1314594,RSV ASSAY W-OPTIC   ,367
1314719,RUBELLA AB          ,505
1314720,RUBEOLA AB          ,435
1314825,RUSSELL VIPER VEN DI,216
1061330,S-ABDOMEN 1ST ORDER ,"1,519"
1061331,S-ABDOMEN 2ND ORDER ,"1,643"
1061332,S-ABDOMEN 3RD ORDER ,"2,036"
2850069,S-ABDOMEN ADD ORDER ,326
1210021,SACCHAROM BO 250MGCP,5
1214154,SACUT24-VALSA26MG TB,18
1214159,SACUT49-VALSA51MG TB,17
1212772,SALICYLI AC 3% SHAMP,27
1219666,SALINE.65%NAS SP 45M,22
1314721,SALMONELLA AB       ,428
2811541,S-AMNIOCENTESIS     ,"1,229"
1211865,SAXAGLIPTIN 2.5MG TB,32
2852101,S-BALO ANGIOP DIAL  ,"32,121"
1218267,SCOPOLAMINE 1.5MG PT,71
2811362,S-CYSTOGRAM INJ     ,757
1314827,SED RATE NONAUTOMATE,157
1314464,SELENIUM            ,578
1219554,SELENIUM 1% SHAMPO  ,22
1812265,SELF CARE MGT-15 MIN,114
1852265,SELF CARE MGT-15 MIN,123
1316343,SEMEN ANYL COMP-WDIF,262
1316344,SEMEN ANYL PRES-M-S ,262
1218270,SENNA/DOCUS 8.6-50TB,4
1219558,SENNOSI 8.8MG/5ML 5M,3
1211890,SENNOSIDES 15MG TAB ,4
1219829,SENNOSIDES 8.6MG TAB,4
1852264,SENSORY INTEG-15 MIN,123
1872264,SENSORY INTEG-15 MIN,123
1314465,SEROTONIN           ,212
1317072,SERPINA1 GENE ANA CV,819
1217941,SERTRALINE 100MG TAB,3
1218272,SERTRALINE 50MG TAB ,12
1212430,SEVELAM CARB 800MGTB,15
1211706,SEVELAMER 0.8GM PWD ,24
1217899,SEVELAMER 800MG TAB ,12
1314466,SEX HORM BIND GLOB  ,732
1061518,S-FEM POP REVAS ATHR,"37,005"
1061519,S-FEM POP REVAS STNT,"44,408"
1061517,S-FEM POP REVAS TLA ,"33,306"
1061520,S-FEM POP STNT ATHR ,"48,108"
1331037,S-H CRYO EACH UNIT  ,597
1331072,S-H FFP BTWN8-24HREA,"1,127"
1331040,S-H PLAT EACH UNIT  ,822
1331031,S-H PLAT HLA-M L-R E,"9,337"
1331047,S-H PLAT L-R IRRAD  ,"2,312"
1331049,S-H PLAT PHERE L-R  ,"7,218"
1331038,S-H RBC LEUKO REDU  ,"2,675"
1331043,S-H WASHED RBC-UNIT ,"4,002"
1414924,SHEATH NON-LASR 1   ,995
1414925,SHEATH NON-LASR 2   ,"1,011"
1414926,SHEATH NON-LASR 3   ,"7,582"
1414930,SHEATH NON-LASR 7   ,"48,351"
1314937,"SHIGA-LIKE TOX AG,EI",432
1314829,SICKLE CELL TEST RED,177
2811559,S-ID SENTINEL NODE  ,"2,282"
7210385,SILDENAFIL 20MG TAB ,67
2850047,S-ILIAC REVAS ADD-ON,"16,654"
2850048,S-ILIAC REVAS STNT A,"37,005"
1061514,S-ILIAC REVAS W STNT,"37,005"
1061513,S-ILIAC REVASC      ,"33,306"
1212036,SILODOSIN 8MG CAP   ,17
1218277,SILV SULF 1%CRM 400G,370
1218278,SILV SULF 1%CRM 50GM,58
1218275,SILVER NITRATE APPLI,6
1218280,SIMETH 40MG/.6ML .6M,7
1218279,SIMETHICONE 80MG CHW,3
1913254,SIMPLE PROCEDURE    ,274
7212225,SINCALIDE INJ 5MCG  ,892
2811367,S-INJ CATH HYSTERSO ,969
1061296,S-INJ EXTREMPSEUDOAN,962
2811414,S-INJ SHOULDER ARTH ,857
1061297,S-INJ VENOGRAPHY    ,"3,126"
1061527,S-INS CATH RENART 1B,"12,139"
1061526,S-INS CATH RENART 1U,"12,139"
1061536,S-INS ENDO VENA CAVA,"16,213"
1522138,S-INS PICC WO SQ O5 ,"8,742"
1522136,S-INS PICC WO SQP U5,"8,742"
1061467,S-INS-REP PACE-DEFIB,"100,000"
1061325,S-INTROCATH AORTA   ,975
1061301,S-INTROCATH RHRT-PUL,791
1061299,S-INTROCATH VEN 1ST ,928
1061300,S-INTROCATH VEN 2ND ,925
1061298,S-INTROCATH VENACAVA,"1,491"
1315122,SIROLIMUS           ,212
7211443,SITAGLIPTIN 100MG TB,24
7211519,SITAGLIPTIN 25MG TAB,24
2850073,S-IVUS ADD VESSEL   ,438
1211431,SKIN CREAM 454GM    ,22
1314643,"SKIN TEST, TB INTRA ",130
1315137,SMEAR COMPLEX STN   ,640
1314889,SMEAR FLUORES-ACI ST,189
1314888,"SMEAR,GRAM STAIN    ",189
1314890,"SMEAR,SPECIAL STAIN ",453
1314891,SMEARWET MOUNT SAL-I,145
1218289,SOD ACET 40MEQ/20ML ,109
1218293,SOD BICARB 4.2% 10ML,27
7210179,SOD BICARB 650MG TAB,15
1217902,SOD BICARB 8.4% 10ML,26
1211198,SOD BICARB 8.4% 50ML,172
1218290,SOD BICARB 8.4% 50ML,156
1218299,SOD CHL .9% 3ML NEB ,7
7211412,SOD CHL/POT CHL TAB ,3
1221046,SOD CHLOR .45% 500ML,143
1221044,SOD CHLOR .45%1000ML,143
1219474,SOD CHLOR .9% 1000ML,21
1221150,SOD CHLOR .9% 100ML ,124
1211157,SOD CHLOR .9% 10ML  ,78
1218298,SOD CHLOR .9% 10ML  ,68
7211354,SOD CHLOR .9% 20ML  ,60
7211319,SOD CHLOR .9% 3ML   ,160
1221149,SOD CHLOR .9% 50ML  ,67
1221300,SOD CHLOR .9% 50ML  ,93
7211307,SOD CHLOR .9% 50ML  ,72
1218296,SOD CHLOR 23.4% 30ML,119
1221104,SOD CHLOR 3% 500ML  ,155
1218454,SOD CHLORIDE 1GM TAB,4
7212036,SOD FERRIC 12.5MGINJ,66
1218304,SOD PHOS 45MMOL/15ML,124
1217797,SOD PHOS ENEMA 66ML ,24
1315077,SODIUM OTHER SOURCE ,161
1314470,"SODIUM, URINE RANDOM",110
1314469,"SODIUM,SER PL OR WB ",161
7210533,SOLIFENACIN 5MG TAB ,21
1314471,SOMATOMEDIN         ,520
1213451,SORBITOL SOL 1ML    ,6
1218309,SOTALOL 80MG TAB    ,10
1872200,SP ADAPT TRAIN DEVIC,495
1872206,SP ENDO EVAL SWAL WR,783
1872209,SP ENDOEVAL LNGYLWRE,749
1872196,SP EVAL SP DEV 1STHR,600
1872198,SP EVAL SP DEV AD30M,223
1872202,SP EVAL SWL WO RADOP,680
1872224,SP SOUND LANG COMP  ,657
1612142,SP-CERV SP 2TO3VW CR,724
1612397,SP-CERV SP 4TO5VW CR,"1,231"
1612398,SP-CRV SPNE 6VPLS CR,"1,231"
1321082,SPECIAL STAINS GRP 1,267
1321083,SPECIAL STAINS GRP 2,310
1417115,SPECIALTY BED 2     ,"2,681"
1314474,SPECIFIC GRAVITY    ,88
1314842,SPECIMEN CONCENTRATI,234
1314473,"SPECTROPHOTO, NOS   ",159
1612452,SP-ENT SPN 2OR3 V CR,725
1612453,SP-ENT SPN 4OR5 V CR,"1,449"
1612454,SP-ENT SPNE MIN6V CR,"1,449"
1612451,SP-ENTIRE SPNE 1V CR,725
1872309,SP-HEAR-GROUP-VISIT ,145
1872308,SP-HEAR-TX-INDI VIST,351
1710900,SPIROMETRY          ,475
1218310,SPIRONOLACTON 25MGTB,6
1852108,SPLNT FINGER DYNAM  ,330
1852107,SPLNT FINGER STATIC ,330
1852104,SPLNT LONG ARM S-H  ,330
1852106,SPLNT SHRT ARM DYNAM,330
1852105,SPLNT SHRT ARM STATC,330
1612153,SP-LS SPINE W BND CR,"1,231"
1612151,SP-LS SPN 2 TO 3V CR,724
1612152,SP-LS SPNE 4VPLUS CR,"1,231"
1612126,SP-NECK SOFT TISS CR,724
2850070,S-PRI ART M THRO ADD,"14,789"
1061448,S-PRIM ART MECH THRO,"14,789"
1219927,SPS 15GM/60ML SUSP  ,30
1612157,SP-SCRM COCCYX 2V CR,724
1612156,SP-SI JNTS 3VPLUS CR,724
1612141,SP-SPINE SNGL VW CR ,724
1612146,SP-T SPINE 2 VIEW CR,645
1612147,SP-T SPINE 3 VIEW CR,724
1061537,S-REDO ENDO VENA CAV,"11,186"
1061538,S-REM ENDO VENA CAVA,"11,186"
1061546,S-REM-REP CVD DUAL  ,"99,999"
1061547,S-REM-REP CVD MULT  ,"99,999"
1061545,S-REM-REP CVD SINGLE,"99,999"
1061541,S-REM-REP PM GEN DUL,"49,228"
1061542,S-REM-REP PM GEN MLT,"49,228"
1061540,S-REM-REP PM GEN SNG,"46,120"
2850051,S-REVS OPN-PRQ TIB-P,"27,754"
2811820,S-RMV FOR BDY ST SIM,"1,417"
2850071,S-SEC ART M THRO ADD,"14,789"
2811431,S-SIALOGRAM INJ     ,"1,070"
1417085,STAPLER/RELOAD 1    ,313
1417086,STAPLER/RELOAD 2    ,"1,318"
1417087,STAPLER/RELOAD 3    ,"3,082"
1417088,STAPLER/RELOAD 4    ,"3,288"
1417089,STAPLER/RELOAD 5    ,"8,464"
1417090,STAPLER/RELOAD 6    ,"10,560"
1872332,STD COG TEST PERHOUR,632
7211357,STER WATER IRR1000ML,103
1221028,STERILE WATER 1000ML,103
7210030,STERILE WATER 10ML  ,124
1221029,STERILE WATER 20ML  ,60
1217202,STERILE WATER 50ML  ,124
2811318,S-THYROID CORE BX   ,"1,697"
1061524,S-TIB PER REV STN AT,"51,430"
1061522,S-TIB PER REVAS ATHR,"37,005"
1061523,S-TIB PER REVAS STNT,"44,408"
1061521,S-TIB PER REVAS W TL,"33,306"
2850050,S-TIB-PER REV ATH AD,"29,698"
2850049,S-TIB-PER REVAS ADD ,"16,654"
2850052,S-TIB-PER REVASC STN,"31,457"
1414951,STNT COAT/COV W/DEL1,"12,692"
1414952,STNT COAT/COV W/DEL2,"29,613"
1414953,STNT COAT/COV W/DEL3,"63,460"
1414954,STNT COAT/COV W/DEL4,"97,299"
1414960,STNT COAT/COV W/O 1 ,"16,925"
1414961,STNT COAT/COV W/O 2 ,"50,770"
1414970,STNT NO COCV W/DEL 1,"5,056"
1414971,STNT NO COCV W/DEL 2,"15,165"
1414972,STNT NO COCV W/DEL 3,"42,304"
1414979,STNT NO-COA/COV W/O2,"26,398"
1414985,STNT NON-COR TM DL 1,"1,456"
1413258,STNT NONCOR TM W/O 1,"2,511"
1413259,STNT NONCOR TM W/O 2,"2,387"
