Name,Std Price
BAG URO-CATCHER,27
BAIRHUGGER UPPER/LOWER,23.04
BAIRHUGGER UPPER/LOWER,18.83
BAKRI CERVCAL RIPENG 40CM 18FR,151.2
BAL IN OIL INJ 3CC AMP,583.99
BALLOON ABBOTT TREK,406.5
BALLOON ANGIOSCULPT RX,2255
BALLOON ATLAS 12X4 75CM,903
BALLOON ATLAS 14X4 75CM,903
BALLOON ATLAS 16X4 75CM,903
BALLOON AVE SPRINTER,406.5
BALLOON AVIATOR PLUS 4X20MM,725.8
BALLOON AVIATOR PLUS 4X30MM,725.8
BALLOON AVIATOR PLUS 5.5X20MM,725.8
BALLOON AVIATOR PLUS 5.5X30MM,725.8
BALLOON AVIATOR PLUS 5X20MM,725.8
BALLOON AVIATOR PLUS 5X30MM,725.8
BALLOON AVIATOR PLUS 5X40MM,725.8
BALLOON AVIATOR PLUS 6X20MM,725.8
BALLOON BAKRI POSTPARTUM,772.3
BALLOON BOS SCI NC QUANTUMAPEX,577
BALLOON CONQUEST 10X4 75CM,639
BALLOON CONQUEST 5X4 75CM,639
BALLOON CONQUEST 6X4 75CM,639
BALLOON CONQUEST 6X8 75CM,639
BALLOON CONQUEST 7X4 75CM,639
BALLOON CONQUEST 7X8 75CM,639
BALLOON CONQUEST 8X4 75CM,639
BALLOON CONQUEST 8X6 75CM,639
BALLOON CONQUEST 8X8 75CM,639
BALLOON CONQUEST 9X4 75CM,639
BALLOON CUT 2.5 X 100MM 137CM,3127.5
BALLOON CUT 3.0 X 100MM 137CM,3127.5
BALLOON CUT 3.5 X 100MM 137CM,3127.5
BALLOON CUT 4.0 X 200MM 137CM,3127.5
BALLOON CUT 5.0 X 100MM 137CM,3127.5
BALLOON CUT 5.0 X 200MM 137CM,3303.75
BALLOON CUT 5.0 X 40MM 137CM,2710
BALLOON CUT 6.0 X 100MM 137CM,3127.5
BALLOON CUT 6.0 X 200MM 137CM,3303.75
BALLOON CUT 6.0 X 40MM 137CM,2710
BALLOON CUT FLEXTOME 3X15CM,2255
BALLOON CUT FLEXTOME 4X15CM,2255
BALLOON CUTTING 4X2 137CM,2450
BALLOON CUTTING 6X2 90CM,2426.6
BALLOON CUTTING 8X2 90CM,2426.6
BALLOON DILATIN 14-16MM,2343.4
BALLOON DILATIN 7MM,1878
BALLOON DORADO 9 X 4 80CM,608
BALLOON EMERGE OTW,577
BALLOON EMERGE PUSH,577
BALLOON EMERGE RX,577
BALLOON EUPHORA,406.5
BALLOON HURRICANE RX 8X4,1070.57
BALLOON LUTONIX  7X40 75CM,3715
BALLOON LUTONIX  7X60 75CM,3715
BALLOON LUTONIX 4 X 100 130CM,3715
BALLOON LUTONIX 4 X 120 130CM,4067.5
BALLOON LUTONIX 4 X 150 130CM,4420
BALLOON LUTONIX 4 X 40 130CM,3362.5
BALLOON LUTONIX 4 X 60 130CM,3362.5
BALLOON LUTONIX 4 X 80 130CM,3715
BALLOON LUTONIX 5 X 100 130CM,3362.5
BALLOON LUTONIX 5 X 120 130CM,3715
BALLOON LUTONIX 5 X 150 130CM,4067.5
BALLOON LUTONIX 5 X 40 130CM,3362.5
BALLOON LUTONIX 5 X 60 130CM,3362.5
BALLOON LUTONIX 5 X 80 130CM,3362.5
BALLOON LUTONIX 6 X 100 130CM,3362.5
BALLOON LUTONIX 6 X 120 130CM,3715
BALLOON LUTONIX 6 X 150 130CM,4067.5
BALLOON LUTONIX 6 X 40 130CM,3362.5
BALLOON LUTONIX 6 X 60 130CM,3362.5
BALLOON LUTONIX 6 X 80 130CM,3362.5
BALLOON LUTONIX 7 X 40 130CM,3362.5
BALLOON LUTONIX 7 X 60 130CM,3362.5
BALLOON LUTONIX AV 10X 40 75CM,4067.5
BALLOON LUTONIX AV 12X 40 75CM,4067.5
BALLOON LUTONIX AV 4 X100 75CM,3362.5
BALLOON LUTONIX AV 4X220 130CM,5242.5
BALLOON LUTONIX AV 5 X 40 75CM,3362.5
BALLOON LUTONIX AV 5 X 60 75CM,3362.5
BALLOON LUTONIX AV 5 X 80 75CM,3362.5
BALLOON LUTONIX AV 5 X100 75CM,3362.5
BALLOON LUTONIX AV 5X220 130CM,5242.5
BALLOON LUTONIX AV 6 X 40 75CM,3362.5
BALLOON LUTONIX AV 6 X 60 75CM,3362.5
BALLOON LUTONIX AV 6 X 80 75CM,3362.5
BALLOON LUTONIX AV 6 X100 75CM,3362.5
BALLOON LUTONIX AV 6X220 130CM,5242.5
BALLOON LUTONIX AV 7 X 40 75CM,3362.5
BALLOON LUTONIX AV 7 X 60 75CM,3362.5
BALLOON LUTONIX AV 7X100 130CM,3362.5
BALLOON LUTONIX AV 7X120 130CM,3715
BALLOON LUTONIX AV 7X150 130CM,4067.5
BALLOON LUTONIX AV 7X220 130CM,4067.5
BALLOON LUTONIX AV 7X80 130CM,3362.5
BALLOON LUTONIX AV 8 X 40 75CM,4067.5
BALLOON LUTONIX AV 8 X 60 75CM,4067.5
BALLOON LUTONIX AV 9 X 40 75CM,4067.5
BALLOON LUTONIX AV 9 X 60 75CM,4067.5
BALLOON NOVASURE ABLATION,2970.83
BALLOON OCCL UTERINE RUMI,421.13
BALLOON OCCLUSION CATH 7F,502.48
BALLOON POWERFLEX,352.8
BALLOON POWRFLX PRO 10X20 135,453
BALLOON POWRFLX PRO 10X20 80,453
BALLOON POWRFLX PRO 10X40 135,453
BALLOON POWRFLX PRO 10X40 80,453
BALLOON POWRFLX PRO 12X20 80,453
BALLOON POWRFLX PRO 12X40 135,453
BALLOON POWRFLX PRO 12X40 80,453
BALLOON POWRFLX PRO 4X100 135,453
BALLOON POWRFLX PRO 4X120 135,484
BALLOON POWRFLX PRO 4X150 135,484
BALLOON POWRFLX PRO 4X20 135,453
BALLOON POWRFLX PRO 4X20 80,453
BALLOON POWRFLX PRO 4X220 135,484
BALLOON POWRFLX PRO 4X40 135,453
BALLOON POWRFLX PRO 4X40 80,453
BALLOON POWRFLX PRO 5X100 135,453
BALLOON POWRFLX PRO 5X120 135,484
BALLOON POWRFLX PRO 5X150 135,484
BALLOON POWRFLX PRO 5X20 135,453
BALLOON POWRFLX PRO 5X20 80,453
BALLOON POWRFLX PRO 5X220 135,484
BALLOON POWRFLX PRO 5X40 135,453
BALLOON POWRFLX PRO 5X40 80,453
BALLOON POWRFLX PRO 5X60 135,484
BALLOON POWRFLX PRO 5X60 80,453
BALLOON POWRFLX PRO 5X80 135,453
BALLOON POWRFLX PRO 5X80 80,453
BALLOON POWRFLX PRO 6X100 135,453
BALLOON POWRFLX PRO 6X120 135,484
BALLOON POWRFLX PRO 6X150 135,484
BALLOON POWRFLX PRO 6X20 135,453
BALLOON POWRFLX PRO 6X20 80,453
BALLOON POWRFLX PRO 6X220 135,484
BALLOON POWRFLX PRO 6X40 135,453
BALLOON POWRFLX PRO 6X40 80,453
BALLOON POWRFLX PRO 6X60 135,484
BALLOON POWRFLX PRO 6X60 80,453
BALLOON POWRFLX PRO 6X80 135,453
BALLOON POWRFLX PRO 6X80 80,453
BALLOON POWRFLX PRO 7X100 135,453
BALLOON POWRFLX PRO 7X20 135,453
BALLOON POWRFLX PRO 7X20 80,453
BALLOON POWRFLX PRO 7X40 135,453
BALLOON POWRFLX PRO 7X40 80,453
BALLOON POWRFLX PRO 7X60 135,484
BALLOON POWRFLX PRO 7X60 80,453
BALLOON POWRFLX PRO 7X80 80,453
BALLOON POWRFLX PRO 8X100 135,484
BALLOON POWRFLX PRO 8X20 135,453
BALLOON POWRFLX PRO 8X20 80,453
BALLOON POWRFLX PRO 8X40 135,453
BALLOON POWRFLX PRO 8X40 80,453
BALLOON POWRFLX PRO 8X60 135,484
BALLOON POWRFLX PRO 8X60 80,453
BALLOON POWRFLX PRO 8X80 80,453
BALLOON POWRFLX PRO 9X20 135,453
BALLOON POWRFLX PRO 9X20 80,453
BALLOON POWRFLX PRO 9X40 135,453
BALLOON POWRFLX PRO 9X40 80,453
BALLOON POWRFLX PRO 9X60 135,484
BALLOON POWRFLX PRO 9X60 80,453
BALLOON POWRFLX PRO 9X80 135,484
BALLOON POWRFLX PRO 9X80 80,484
BALLOON RELIANT AAA,1216.3
BALLOON RELIVA SPIN 6X16 F-70,4361.25
BALLOON RELIVA SPIN 6X16 M-110,4361.25
BALLOON SABER 2.0MMX10CM 150CM,747.5
BALLOON SABER 2.0MMX15CM 150CM,890
BALLOON SABER 2.0MMX20CM 150CM,890
BALLOON SABER 2.0MMX25CM 150CM,890
BALLOON SABER 2.0MMX30CM 150CM,890
BALLOON SABER 2.0MMX4CM 150CM,747.5
BALLOON SABER 2.0MMX6CM 150CM,747.5
BALLOON SABER 2.0MMX8CM 150CM,747.5
BALLOON SABER 2.5MMX10CM 150CM,747.5
BALLOON SABER 2.5MMX15CM 150CM,890
BALLOON SABER 2.5MMX20CM 150CM,890
BALLOON SABER 2.5MMX25CM 150CM,890
BALLOON SABER 2.5MMX30CM 150CM,890
BALLOON SABER 2.5MMX4CM 150CM,747.5
BALLOON SABER 2.5MMX6CM 150CM,747.5
BALLOON SABER 2.5MMX8CM 150CM,747.5
BALLOON SABER 3.0MMX10CM 150CM,747.5
BALLOON SABER 3.0MMX15CM 150CM,890
BALLOON SABER 3.0MMX20CM 150CM,890
BALLOON SABER 3.0MMX25CM 150CM,890
BALLOON SABER 3.0MMX2CM 90CM,747.5
BALLOON SABER 3.0MMX30CM 150CM,890
BALLOON SABER 3.0MMX4CM 150CM,747.5
BALLOON SABER 3.0MMX6CM 150CM,747.5
BALLOON SABER 3.0MMX8CM 150CM,747.5
BALLOON SABER 3.5MMX4CM 150CM,747.5
BALLOON SABER 3.5MMX6CM 150CM,747.5
BALLOON SABER 3.5MMX8CM 150CM,747.5
BALLOON SABER 4.0MMX10CM 150CM,747.5
BALLOON SABER 4.0MMX2CM 90CM,747.5
BALLOON SABER 4.0MMX4CM 150CM,747.5
BALLOON SABER 5.0MMX2CM 90CM,890
BALLOON SABER 6.0MMX2CM 90CM,747.5
BALLOON SABER 7.0MMX2CM 90CM,747.5
BALLOON SABER 8.0MMX2CM 90CM,747.5
BALLOON SEEKER 7X7MM STEALTH,1384.83
BALLOON SINUS FRONTAL STEALTH,2659.56
BALLOON SINUS XPRESS LOPRO 6MM,4159.15
BALLOON TREK NC,406.5
BALLOON WOLVERINE,2112
BANALG 2OZ,34.78
BANDAGE CONTACT LENS,153.36
BANDAGE ESMARK STRL 4IN X 3YD,8.75
BANDAGE ESMARK STRL 6IN X 4YD,12.13
BANDAGE STRETCH CONFORM,2.71
BANDAGE TENSOPLAST 3IN X 5YD,13.61
BARIUM SWALLOW MODIFIED,434
BARREL BUR 4.0,169.2
BARTONELLA QUINTANA,45.8
BASE GLENOID HYBRID 4MM,3895
BASE PLATE 15MM,3625
BASEPLATE GLENO MINI 25MM REV,4165
BASIC MET,238.2
BASIC MET NON-FASTING,238.2
BASKET OPTIFLEX 1.3,749.05
BASKET RETRIEVAL 3.7MM,691.61
BASKET ZEROTIP NITINOL STN RET,666.44
BATTERY PACK FOR POWER DRIVER,792.14
BATTERY PACK FOR QUICK DRIVE,712.53
BAYGAM 2ML,301.81
BCID PANEL FOR ORGANISM DETECT,763.8
BEARING TIB 14X79/83 VANGUARD,9481.63
BEARING TIBIAL E1 VANGUARD,5660.8
BEARING TIBIAL E1 VANGUARD,5472.8
BELATACEPT 250 MG VIAL,2448.35
BELT OSTOMY LG 34-65IN,5.4
BEN GAY 85GM,13.3
BENADRYL 25MG CAP,3.5
BENADRYL 50MG/ML VIAL INJ,12.65
BENADRYL CRM 2% 1OZ,3.5
BENADRYL ELIX 10 ML UDC,13.11
BENADRYL UD 295MG/118ML 1MLCHG,0.03
BENAZAMYCIN GEL 47 APPL JAR,345
BENDAMUSTINE 1MG MDV CHA,113.81
BENEFIX 1 IU/ML (FACTOR 9),6.31
BENEMID .5 GM. TAB,3.5
BENLYSTA 80MG/ML 1.5 ML VIAL,1639.86
BENLYSTA 80MG/ML 5ML VIAL,4469.42
BENRALIZUMAB 30 MG/ML SYR,12480.53
BENTYL 10MG CAPS,3.5
BENTYL 10MG/ML 2ML AMP,386.68
BENTYL SYRUP 1ML CHG,3.5
BENZOYL PEROXIDE 2.5% 60GM GEL,61.87
BETA SUB UNIT (HCG),179.9
BETA-2 GP ABS A M OR G,66
BETADINE  SOLN 4OZ (118ML),5.8
BETADINE 5% OPTH SOL 30ML,62.15
BETADINE OINT 1OZ,6.9
BETAGAN OPH. 0.5%  5ML,82.39
BETA-HUDROXYBUTYRATE,100.5
BETALIN S 100MG TAB,3.5
BETAPACE 80 MG TABLET,3.5
BETHANECHOL 10MG TAB,3.5
BETOPTIC OPT 0.5% 2.5ML,234.51
BETOPTIC S 0.25 % 10ML,1042.78
BEVACIZUMAB 100MG INJ,2441.21
BEVACIZUMAB 400MG INJ,8248.33
BIAXIN 125MG/5 ML 1ML CHG,4.93
BIAXIN 250 MG TABLET,4.51
BIAXIN 500 MG TABLET,4.51
BICARB 8.4%/LIDOCAINE 1% 10ML,20
BICEPS REPAIR IMPLANT SYSTEM,2385
BICILLIN CR   900/300 TBX,432.77
"BICILLIN CR 1,200,000 TBX",432.77
"BICILLIN LA 1,200,000 TBX",542.93
"BICILLIN LA 2,400,000 TBX",1077.11
BICITRA LIQUID 30CC,8.33
BI-COAG PROBE (HEATER),696.01
BILE ACIDS,564
BILIRUBIN DIRECT,80
BILIRUBIN TOTAL,66
BINDER ABD 12IN 62-74 WAIST,36.22
BINDER ABDOMINAL 12IN,31.72
BINDER ABDOMINAL 9IN,22.1
BINDER STABILIZER PELVIC,422
BIO IMPDANC SPECTRO>100 FRQ,117
BIO IMPEDANCE CV ANALYSIS,46
BIOFEEDBACK TRAINING,162
BIOGAIA PROTECTIS 10ML BTL,98.67
BIOPSY FORCEP JUMBO,32.08
BIOPSY FORCEPS,1017.14
BIOPSY FORCEPS ENDO,22.75
BIOPSY FORCEPS/NAIR,45.43
BIOPSY FORCEPTS/OTHER,22.75
BIOPSY NEEDLE,962
BIOPSY NEEDLE CT,962
BIOPSY OF BREAST NEEDLE,421
BIOPSY UTERUS LINING,289
BIOPSY VAGINAL,1312
BIOTENE MOUTH SPRAY 45ML,20.57
BIPAP PSV CONT INIT DAY,676
BIPAP PSV CONT SUBQ DAY,562
BIPAP PSV NOCT INIT DAY,338
BIPAP PSV NOCT SUBQ DAY,225
BISACODYL 10MG SUPP,3.5
BISOPROLOL 5MG TAB,4.24
BIT DRILL 1.0 MM,345.28
BIT DRILL 1.0 MM MINI QC,345.28
BIT DRILL 1.5,895.2
BIT DRILL 1.5 W/8MM STOP,546
BIT DRILL 1.5MM FOR MOD-HAND,345.28
BIT DRILL 1.5MM MANDIBLE,552.2
BIT DRILL 1.7 CANNULATED,401.85
BIT DRILL 1.8 DISTAL,599.63
BIT DRILL 11MM,922.24
BIT DRILL 12MM CANN 190M,1834.84
BIT DRILL 2.0 CANNULATED,1578.45
BIT DRILL 2.0 DIST RAD,496.4
BIT DRILL 2.0MM W/DEPTH,644.64
BIT DRILL 2.0X125,376.28
BIT DRILL 2.2 CANNULATED TWIST,1081.1
BIT DRILL 2.4MM SYNAPSE,812.6
BIT DRILL 2.6X135MM SCALED,811.36
BIT DRILL 2.7 DIST RAD,316.8
BIT DRILL 2.7MM QUICK COUPLING,510.44
BIT DRILL 2.7MM REV SHOULDER,595
BIT DRILL 2.7X125,376.28
BIT DRILL 2.8 248MM,739.35
BIT DRILL 2X135MM VARIAX,525.85
BIT DRILL 3.2/4.2 145MM,706.49
BIT DRILL 3.2/4.2 330MM,946.26
BIT DRILL 3.2/4.2 RADLUC,919.64
BIT DRILL 3.2MM CANNULATED,1518.86
BIT DRILL 3.2MM CENTRAL REV,479.5
BIT DRILL 4.3 180MM,539.4
BIT DRILL 4.3-5.0 X 200MM CANN,1312.63
BIT DRILL 4.5MM CANNULTD 165MM,1296.12
BIT DRILL 5.0 CANNULATED,1640.23
BIT DRILL 6.0 CANNULATED,1934.68
BIT DRILL 6MM,834.88
BIT DRILL 7.3MM CANNULATED LG,1576.92
BIT DRILL 8MM,610.48
BIT DRILL ACET HIP,342
BIT DRILL ATLANTIS,986.2
BIT DRILL FLUTED 4.0MM,808.88
BIT DRILL FLUTED 4.0MM X195MM,603.04
BIT DRILL FOR SHOULDER,763
BIT DRILL JLATCH,686.12
BIT DRILL JLATCH 1.255MM MDFCE,630.32
BIT DRILL J-LATCH 2.0MM,325.44
BIT DRILL LCP 110MM,336.1
BIT DRILL LCP 110MM,357.48
BIT DRILL LCP 145MM,330.01
BIT DRILL LCP 165MM,410.47
BIT DRILL LCP 180MM,357.12
BIT DRILL MANDIBLE,563.36
BIT DRILL MANDIBLE,1574.84
BIT DRILL MANDIBLE,372.4
BIT DRILL MANDIBLE,362.88
BIT DRILL MANDIBLE,552.2
BIT DRILL MINI 2.0 MM,345.28
BIT DRILL MINI QC/80MM,336.1
BIT DRILL NAV 2.4,2515
BIT DRILL NAVIGATION,2515
BIT DRILL PRESTIGE DISC,942
BIT DRILL QC 2.5MM  110 LENGTH,272.16
BIT DRILL TWST 5/64X5 EXTERNAL,124.6
BIT HERBERT WHIPPLE,574.52
BIT LEGEND 10BA20D,453.4
BIT LEGEND 10BA40,493.98
BIT LEGEND 14BA25D,522.63
BIT LEGEND 14MH30,498.76
BIT LEGEND 3.0MM T14MH30M,560.82
BIT LEGEND 8TA11,381.79
BIT LEGEND 8TD114,357.59
BIT LEGEND AC60,474.89
BIT LEGEND AC90,505.92
BIT LEGEND F28TA23,419.99
BIT LEGEND MC254,584.69
BIT LEGEND MC30,720.75
BIT LEGEND MH30,496.37
BIT LEGEND T12MH25,505.92
BIT MIDAS 14AC75,513.08
BLADDER INSTILLATION,228
BLADDER IRRIGATION CONTINEOUS,1097
BLADDER IRRIGATION SIMPLE,231
BLADDER SCAN,187
BLADE 60DEGREE SUCTION,780.98
BLADE ARTHRO BUR,187.2
BLADE ARTHRO CUTTER,260.89
BLADE BEAVER 5MM NEEDLE EYE,60.7
BLADE DEBULKING DIEGO,901.31
BLADE DEBULKING DIEGO,907.94
BLADE DERMATOME ZIMMER,132.95
BLADE DIEGO AGGRESIVE 3MM HEMO,637.48
BLADE DIEGO SRRTD/TRBNATE,401.14
BLADE DISSECTOR DIEGO,380.15
BLADE DOUBLE SIDED OFFSET,100.62
BLADE FAN TIP SAGGITAL,96.77
BLADE HELICAL TFN,2003.32
BLADE HELICAL TFNA,3245
BLADE HELIX 100MM-125MM,1331.3
BLADE HELIX 75MM-95MM,1315.85
BLADE INFERIOR TURBINATE,778.07
BLADE LARYNGOSCOPE DISP,18.5
BLADE MICROTOME CARTILAGE,54
BLADE MYRINGOTOMY DISP,19.4
BLADE MYRINGOTOMY DISP STORZ,24.95
BLADE MYRINGOTOMY FLAT,25.49
BLADE NEURO CERVCL DISECT,446.8
BLADE OSTEOTOME,608
BLADE OXFORD FLAT,82.8
BLADE OXFORD RECIP,82.8
BLADE PATELLA REAMING 29MM,592.5
BLADE RASP LG,370.85
BLADE RECIP HVY DUTY AMPUTATIN,99
BLADE SAGITTAL 18.0X90X1.27MM,180
BLADE SAGITTAL 21.0X90X1.27MM,180
BLADE SAW MICRO E,53.42
BLADE SAW OSCILLATING,31.5
BLADE SAW RECIP,225.68
BLADE SET FOR ENDOSCOPIC PLNTR,991.4
BLADE SHAVER 2.9 TRICUT,694.8
BLADE SHAVER ENT 3.5,397.2
BLADE SHAVER ENT SKIMMER,950.66
BLADE SPIRAL FEM NAIL,1851.48
BLADE STERNUM,81
BLADE STR QUADCUT,706.24
BLADE STRQUADCUT TRACKABLE,1010.74
BLADE SYNERGY HOOK,864
BLADE T1.27MM W18MM L90MM ORTH,144
BLADE TI SPIRAL HUMERAL,2008.91
BLADE TREPHINE,173.52
BLADE TREPHINE BARRON VACUUM,266.4
BLADE W/DUAL CUT TEETH,162
BLAKEMORE ESOPHA NG TUBE,1007.81
BLANKET WARM FUL BDY BAIR HUG,16.27
BLEEDING TIME,90
BLEOMYCIN 15 UNIT AMP,228.67
BLEOMYCIN 30 UNIT AMP,366.05
BLEPHAMIDE OPTH OINT 3.5G,501.95
BLOCK AUGMENT TIBIAL SZ 3 10MM,5187.04
BLOCK TIBIAL SIZE 4 10MM,3663.3
BLOOD COLL EST ARTERIAL LINE,151
BLOOD COLL EST CATH VENOUS,76
BLOOD COLL IMP VEN AC DEVIC,76
BLOOD DRAW CAPILLARY,9
BLOOD GLUCOSE CHECK,12.5
BLOOD TRANSFUSION 1-2 UNITS,586
BLOOD TRANSFUSION 3-4 UNITS,836
BLOOD TRANSFUSION 5+ UNITS,1088
BMP (ICA) ER,238.2
BNP (B.NATURIURETIC PDP),105
BOBBIN VENT TUBE 1.02MM ID,19.8
BOBBIN VENT TUBE 1.14MM ID,41.76
BOBBIN VENT TUBE 1MM ID,27.22
BODY ARCOS 13X175MM COLLARED,6222.4
BOLT FOR FEM/TIB NAILS,712.16
BONE AGE STUDY HAND & WR,226
BONE CEMENT SERENOCEM,1157.9
BONE CORTICAL STRUT,954.84
BONE GRAFT CRUSHED 15CC,753.7
BONE GRAFT CRUSHED 30CC,1129.2
BONE GRAFT CRUSHED 7.5CC,577
BONE ILIAC WEDGE 10-12MM,2105.29
BONE ILIAC WEDGE 6MM,1745.37
BONE ILIAC WEDGE 7MM,1777.51
BONE ILIAC WEDGE 8MM,1846.07
BONE ILIAC WEDGE 9MM,1940.35
BONE ILIAC WEDGE13MM-15MM,2325.98
BONE ILIUM TRI CORT 55MM,5238.88
BONE ILIUM TRI-CORT 60 MM,5784.95
BONE IMAGING 3 PHASE,905
BONE IMAGING SPECT,905
BONE IMAGING WHOLE BODY,1507
BONE LENGTH STUDY,226
BONE MARROW ASPIRATION,219
BONE MARROW BIOPSY,659
BONE MARROW BIOPSY & ASPIRATON,879
BONE MARROW MRI,2539
BONE MARROW PREPARATIONS,508.7
BONE MILL,1215
BONE PLIF LUMBAR,4537.5
BONE SURVEY INFANT <12 MO,302
BONE SURVEY METAST COMP,496
BONE SURVEY METAST PART,302
BONE TIBIALIS TENDON,4177.95
BONE TIBIALIS TENDON POSTERIOR,4067.5
BONE TLIF LUMBAR,4537.5
BONE WEDGE  DUO,2060
BONE/JOINT IMAGING LTD AREA,905
BONIVA 3MG/3ML SYRINGE,868.75
BOOT TOTAL CONTACT CASTING LG,298.08
BOOT TOTAL CONTACT CASTING REG,242.35
BOOT TOTAL CONTACT CASTING XLG,302.94
BOOT TRACTION HEEL LIFT,118.01
BOOT WALKER SM- XL,131.22
BOOTIE SUTURE,4.72
BORD PARAPERTUSIS PCR,125.4
BORD PERT/PARAPERT PCR BIOFIRE,65.9
BORD PERTUSSIS PCR,125.4
BOTOX 100 UNIT INJ,1877.88
BOWL CENTRIFUGE BRAT2,278.96
BP MONITOR AMB RECORDING,108
BP MONITOR AMB SCAN ANAL,111
BRA SURGICAL,122.4
BRACE ANKLE AIR,34.09
BRACE KNEE G3 POST OP BLEDSOE,340.88
BRACHIAL PLEXUS MRI  W/O CONT,2331
BRACHIAL PLEXUS MRI W&W/O CONT,3272
BRACHIAL PLEXUS MRI W/CONT,2516
BRACHY ISODOSE PLAN COMPLEX,2394
BRACHY ISODOSE PLAN INTERMED,1126
BRACHY ISODOSE PLAN SIMPLE,1016
BRACHYTX I-125 NON-STRD PER SD,82.8
BRACHYTX I-125 STRND PER SEED,100.8
BRACHYTX PD-103 NON-STRD PERSD,180
BRACHYTX PD-103STRND PER SD,198
BRAIN BIOPSY EXT NAVIGUS,3515.25
BRAIN IMAGE W/FLOW 4 + VIEWS,1365
BRAIN IMAGING TOMO (SPECT),2863
BRAIN MRI W&W/O CONTRAST,4023
BRAIN MRI W/CONTRAST,3095
BRAIN MRI W/O CONTRAST,2864
BRAIN SHUNT TUBE/RES ASP,995
BREAST BIL MRI W&W/O CONT+CAD,2490
BREAST BIL MRI W/O CONT,1774
BREAST IMPL HI PRO XTRA 560CC,3310.8
BREAST IMPL MEMORY SHAPE MH,3762
BREAST IMPL SMTH MOD PLUS,1800
BREAST IMPL SMTH RD HIGH PROFL,1735
BREAST IMPLANT 410 STYLE GEL,2998.25
BREAST IMPLANT MODERATE MEDIUM,3762
BREAST IMPLANT PR LVL 1,2385
BREAST IMPLANT PR LVL 2,2450
BREAST IMPLANT PR LVL 3,2515
BREAST IMPLANT SMOOTH MODERATE,1670
BREAST IMPLANT ULTRA HIGH 535C,2786.75
BREAST IMPLANT ULTRA HIGH 800C,2786.75
BREAST ULTRASOUND BILAT COMPL,658
BREAST ULTRASOUND BILAT LIMTD,634
BREAST ULTRASOUND UNILAT COMPL,445
BREAST ULTRASOUND UNILAT LIMTD,423
BREAST UNI MRI W&W/O CONT+ CAD,2300
BREAST UNI MRI W/O CONT,1689
BREAST US LIMITED ELASTOGRAPHY,308
BRENTIXUMAB VEDOTIN INJ 1MG,19825.43
BRETHINE 1MG AMPS,18.4
BRETHINE 2.5MG TAB,20.01
BREVIBLOC 100MG/10ML VIAL,20.24
BREVIBLOC 2500MG/250ML,1494.58
BREVITAL SOD 500MG VIAL,326.19
BRIDGE LOOP OSTOMY,5.44
BRIDION 200MG/2ML VIAL,344.11
BRIDION 500MG/5ML VIAL,630.32
BRILINTA 60MG TAB,28.71
BRILINTA 90MG TAB,28.66
BRONCH I-LOGIC DELIVERY SYSTEM,316.73
BRONCH I-LOGIC EDGE,3465.9
BRONCH I-LOGIC NAVIGATION KIT,3027.04
BRONCH I-LOGIC NAVIGATION PTCH,13.5
BRONCHOSCOPY,2038
BROVANA 15MCG/2ML NEB,78.94
BRSH CYTO SPRTRX NDL TIP ILOGI,249.26
BRUCELLA ANTIBODIES,111.8
BRUSH CYTO TRPL NDL TIP ILOGI,483.32
BRUSH CYTOLOGY BRONCH 2.2MM,238.36
BRUSH CYTOLOGY V BRUSHMASTER,351
BRUSH CYTOLOGY WIREGUIDED,32.8
BRUSH FEMORAL BONE,86.4
BRUSH FEMORAL CANAL,131.76
BRUSH MICROBIOLOGY 110CM,73.62
BRUSH SUPERTRAX BIOPSY I-LOGIC,91.3
BSS 500ML,132.71
BSS OPTH SOL 15ML,38
BUCK MAINT 1000 ML,785.01
BUCK REPERF 500 ML,805.02
BUCKBERG IND 500ML,660.02
BUMETANIDE  0.5MG TAB,4.01
BUMETANIDE 2MG TABLET,7.46
BUMEX 1 MG CHARGE,5.8
BUMEX 1MG TAB,4.01
BUMEX 1MG/4ML VIAL,9.66
BUN BLOOD UREA NITROGEN,66
BUN BLOOD UREA NITROGEN ISTAT,66
BUPIVICAINE .25% MPF 30ML,17.48
BUPIVICAINE .5% PF 10ML,10.35
BUPIVICAINE .5% PF 30ML,10.22
BUPIVICAINE 0.5% 50ML MDV,0.23
BUPRENORPHINE 2MG SL TAB,3.5
BUPRENORPHINE 8MG SL TAB,6.12
BUPROPION XL 150MG TAB,3.5
BUR ACORN SHORT 6.0MM NSK,499.16
BUR ACORN SHORT 7.5MM NSK,499.16
BUR CARBIDE ENT 4.0MM,471.26
BUR CARBIDE ENT 5.0MM,471.26
BUR CARBIDE ENT 6.0MM,471.26
BUR DIAMOND 2.0MM ENT X-SHORT,434.99
BUR DIAMOND COARSE 1.5MM ENT,471.26
BUR DIAMOND COARSE 2.0MM ENT,446.15
BUR DIAMOND COARSE 3.0MM ENT,446.15
BUR DIAMOND ENT,378.6
BUR HOLE COVER TILP,1150
BUR MASTOID DIAMOND 2.5X65MM,177.37
BUR METAL CUTTING 3MM,546.59
BUR METAL CUTTING CARBIDE 3MM,702.83
BUR METAL CUTTING DIAMOND,837.19
BUR NEURO LONG 3MM NSK,462.89
BUR ROUND CARBIDE XLONG 2-4CM,118.26
BUR ROUND DIAMOND 3.0X65MM,171.43
BUR ROUTER MEDIUM NSK,465.68
