"Description                             ","Price     "
"ABDOM ANEURYSM ENDOVASC RPR  S&I        ","   3385.00"
"PLACE CATH SUBCLAVIAN/INNOM ART W/ANGIO ","   7587.00"
"PLACE CATH CARITID W/EXTRACRANIAL ANGIO ","  12086.00"
"PLACE CATH CAROTID W/EXTRACRANIAL ANGIO ","  12086.00"
"SHEATH GLIDELIGTH LASER 12F 500-301     ","   5023.20"
"PLACE CATH CAROTID W/EXTRACRAN          ","  12086.00"
"DIALYSIS EVENMORE STRAIGHT 28CM         ","    750.00"
"SHEATH GLIDELIGHT LASER 14F 500-302     ","   5023.20"
"CATH INFUSION SYS W/COPPER 5F 90C 124018","    525.00"
"CATH INFUSION SYS W/COPPER 5FR 90CM  124","    525.00"
"CATH (C) ANGIOSCULPT OTW 4.0X20X137 2076","   2250.00"
"CATH (C) ANGIOSCULPT OTW 5X20X137 2076-5","   2250.00"
"SNARE MINI 2-4MM X 175CM (VARIOUS)      ","   1675.00"
"SNARE STANDARD 6-10MM X 120CM(VARIOUS)  ","   1035.00"
"NEEDLE ARTERIAL 18g. SINGLE WALL        ","     13.22"
"CATHETER BALLOON EMBOLECTOMY 5FR/40CM   ","    264.00"
"BALLOON CLEARWAY 6F 2 X 20 X 134        ","   1875.00"
"BALLOON CLEARWAY 7F 3 X 50 X 134        ","   3125.00"
"BALLOON CLEARWAY 6F 2.5 X 20 X 134      ","    330.00"
"SHEATH 7FR  SAFETY 5/BX BARD #808700    ","    312.40"
"INTRODUCER 8FR INPUT PEEL-AWAY          ","    299.20"
"SHEATH 9 FR SAFETY 5/BX BARD #808900    ","    312.40"
"SHEATH SPLIT SAFE 6FR                   ","    299.20"
"CATHETER FASTRACKER 325 (DISCONTINUED)  ","   1341.88"
"CATHETER FASTRACKER 18M                 ","    930.00"
"COIL PUSHER 16 177CM M0014012160        ","    537.56"
"LINE ADULT PRESSURE MONITORING 60 MtoF  ","      9.02"
"DRAIN BILIARY 12 X 35 M001271580        ","    318.47"
"DRAIN BILIARY 10 X 35 M001271570        ","    318.47"
"GLIDEWIRE .035 150CM STR. (5/BOX) M00146","    135.61"
"CATHETER URETERAL STENT 8 X 26          ","    571.65"
"CATHETER URETERAL STENT 6 X 26          ","    571.65"
"GUIDEWIRE AMPLATZ SUPER STIFF .035 260CM","    122.72"
"GUIDEWIRE STR. BENTSON 35-180-1.5 -USE P","     92.28"
"CATHETER BILIARY VTCB 8FR X 35 M00127260","    337.88"
"GLIDE WIRE STR 120CM 32-186             ","    228.92"
"GLIDE WIRE ANGLED 120CM 32-187          ","    228.92"
"SHEATH BANANA PEEL BP/11/30             ","    229.90"
"SHEATH BANANA PEEL BP/12/30             ","    229.90"
"PLACE CATH VERTEBRAL W/ANGIO & S&I      ","  21782.00"
"SHEATH GLIDELIGHT LASER 16F 500-303     ","   5023.20"
"SHEATH VISISHEATH DILATOR 33CM SMALL 501","    717.75"
"SHEATH VISISHEATH DILATOR 33CM MED 501-1","    717.75"
"SHEATH VISISHEATH DILATOR 33CM LARGE 501","    717.75"
"PLACE CATH THORACIC AORTA W/ANGIO UNI/BI","   6660.00"
"STENT (C) OMNILINK ELITE 7.0 X 19 X 135 ","   2250.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 6MM ","    600.00"
"BALLOON (C) ADMIRAL PTA 6 X 250x80      ","    750.00"
"BALLOON (C) ADMIRAL PTA 6 X 250x130     ","    750.00"
"BALLOON (C) ADMIRAL PTA 6 X 300x80      ","    750.00"
"BALLOON (C) ADMIRAL PTA 6 X 300x130     ","    750.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"SHEATH BANANA PEEL BP/14/30             ","    229.90"
"CATH URETERAL STENT & KIT 6FR 28CM      ","    720.00"
"CATH URETERAL STENT & KIT 8FR 24CM      ","    571.65"
"CATH URETERAL STENT & KIT 8FR 28CM      ","    571.65"
"STENT URETERAL 8X22 M001274160          ","    484.23"
"GUIDEWIRE 60CM SUPER STIFF STAINLESS    ","    141.69"
"ADAPTER EP ICE LOCK FLUID DOCK 10/PK    ","    122.72"
"GUIDEWIRE LUGE 182 H74912130012         ","    177.00"
"GUIDEWIRE .014 PLATINUM PLUS 180CM      ","    330.00"
"GUIDEWIRE .014 PLATINUM PLUS 300CM      ","    330.00"
"DILATOR 10FR  JCD10.0-38-15  G01026     ","     34.64"
"INTRODUCER FLEXOR CHECK FLOW 6FR. KCEW-6","    584.00"
"INTRODUCER/SHEATH BALKIN                ","    290.40"
"ADAPTER TUOHY W/ SIDE PORT              ","     91.38"
"INTRODUCER FLEXOR TOUHY BORST SIDE ARM K","    453.00"
"SHEATH ANSEL 6F 90CM                    ","    453.00"
"SHEATH 10FR 40CM                        ","    334.40"
"SHEATH ANSEL 5F 110CM                   ","    516.00"
"CATHETER 4FR RCB  538470                ","     46.26"
"CATH 5FR C1                             ","     42.39"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"CATH 5FR C3  532514                     ","     70.56"
"CATHETER SIMMONS 3 DIAG 6F  455662      ","     70.56"
"559678CATHETER 8FR HOCKEY STICK CORDIS  ","    286.00"
"RDC GUIDING 8FR CORDIS  588846P         ","    286.00"
"CATH SIMMONS 2 5FR                      ","     42.01"
"CATHETER 5FR PIG 65CM  532524V8         ","     70.56"
"CATHETER 5FR SIM 1                      ","     42.39"
"CATHETER 5FR SIM 3                      ","     42.39"
"GUIDEWIRE  SV .018X180CM  503658        ","    330.00"
"CATHETER GUIDING H/S 6FR  67027855      ","    286.00"
"DIALATOR 6FR CORDIS  504506X            ","     45.08"
"DIALATOR 5FR CORDIS  504505X            ","     44.84"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    600.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 7MM ","    600.00"
"BALLOON (C) ADMIRAL PTA 7 X 250x80      ","    750.00"
"BALLOON (C) ADMIRAL PTA 7 X 250x130     ","    750.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"STENT (C) OMNILINK ELITE 7.0 X 29 X 135 ","   2250.00"
"STENT (C) OMNILINK ELITE 7.0 X 39 X 135 ","   2250.00"
"STENT (C) OMNILINK ELITE 7.0 X 59 X 135 ","   2250.00"
"CATHETER 4FR AL3  (482063)  538447      ","     46.26"
"CATHETER 4F MP A2 125CM  538444         ","     46.26"
"INTRODUCER SHEATH 4FR 23CM  504604T     ","    103.60"
"CATHETER MAXI LD  4171440S              ","    975.00"
"INTRODUCER/SHEATH 9FR CORDIS  504609T   ","    103.60"
"SHEATH 9FR 11CM 401911M                 ","     92.04"
"STENT (C) OMNILINK ELITE 8.0 X 19 X 135 ","   2250.00"
"BRITE TIP SHEATH 8FR. 23CM              ","    524.10"
"CATHETER AQUA TEMPO STR 100 SRD6821     ","    235.76"
"CATHETER 5FR STR TEMPO AQUA 125CM 1EA/BX","    235.76"
"CATHETER SIM 1 6FR. SIDEWINDER  455660  ","     70.56"
"CATHETER SIM 2 6FR. SIDEWINDER  455661  ","     70.56"
"GUIDEWIRE STORQ 180CM MOD J.            ","    246.40"
"CATHETER PIGTAIL STR 4FR                ","     46.26"
"FRONT RUNNER XP CTO 140 CM 1EA/BX       ","   2790.00"
"CATHETER MICRO GUIDE  1EA/BX            ","    825.00"
"CATHETER RE-ENTRY OUTBACK LTD 1EA/BX  OT","   4937.50"
"CATHETER 4FR JL 3.5  538418             ","     46.26"
"SHEATH INTRODUCER 6FR/90CM CORDIS  40169","    118.00"
"GUIDEWIRE EMERALD DIAGNOSTIC 0.35 X 260 ","     35.64"
"INTRODUCER SHEATH 7FR. 45CM CORDIS      ","    307.47"
"SHEATH 9FR/55CM -DISCONTINUED NO SUB    ","    118.00"
"SHEATH 8FR 45CM CORDIS  401845M         ","    118.00"
"GUIDEWIRE EMERALD  DGW .035 FC J3MM 150C","     35.64"
"BALLOON MAXI LD 22 X 40  4172240S       ","    975.00"
"CATHETER 4FR JR5 DIAGNOSTIC  538423     ","     46.26"
"CATHETER 4FR JR 3.5 DIAGNOSTIC 538419   ","     46.26"
"CATH CARDIO SUPER TORQUE 4FR  LCB 538472","     46.26"
"GUIDE RDC 7F 55CM  77821255             ","    286.00"
"CATHETER KIMNY GUIDE                    ","     41.30"
"GUIDEWIRE EP EMERALD .032 X 260         ","     26.90"
"SHEATH 8F 35CM CORDIS  401835M          ","    118.00"
"DILATOR 7F  504507X                     ","     45.08"
"STENT (C) OMNILINK ELITE 8.0 X 29 X 135 ","   2250.00"
"STENT (C) OMNILINK ELITE 8.0 X 39 X 135 ","   2250.00"
"STENT (C) OMNILINK ELITE 8.0 X 59 X 135 ","   2250.00"
"STENT (C) OMNILINK ELITE 7.0 X 19 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 7.0 X 29 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 7.0 X 39 X 80 C","   2250.00"
"BALLOON (C) PACIFIC PLUS 6 X 80 X 90 PCP","    750.00"
"BALLOON (C) PACIFIC PLUS 6 X 80 X 130 PC","    750.00"
"NCV MOTOR EACH W/O F WAVE - TECH        ","    334.85"
"EMG - LIMITED STUDY - TECH.             ","     68.00"
"EMG-NEEDLE:THORACIC MUSCLES (NOT T1 OR T","     64.00"
"EMG-NEEDLE EA EXTRMITY 5+ MUSCLES-COMPLE","    348.00"
"EMG - NEEDLE EACH EXTREMITY; LIMITED-TEC","    348.00"
"EMG - NEEDLE NON-EXTRMITY (CRANIAL/AXIAL","    174.00"
"CATHETER (C/R)  1.7MM TURBO ELITE LASER ","   6750.00"
"NCV 1-2 STUDIES - TECH                  ","    262.00"
"NCV 3-4 STUDIES - TECH                  ","    524.00"
"NCV 5-6 STUDIES - TECH                  ","    786.00"
"STENT LIFE 7MMX120MMX130CM EX071203CS   ","   4125.00"
"EMG ONE EXTREMITY-TECH                  ","    334.85"
"EMG TWO EXTREMITIES-TECH                ","    164.00"
"EMG THREE EXTREMITIES-TECH              ","    334.85"
"EMG FOUR EXTREMITIES-TECH               ","    334.85"
"NCV 7-8 STUDIES - TECH                  ","   1048.00"
"CATHETER DIAMONDBACK SOLID ASS. SZS     ","   6987.50"
"CATHETER DIAMONDBACK SOLID ASS. SZS     ","   6987.50"
"CATH GOOSENECK SNARE 5MM                ","    960.00"
"SNARE AMPLATZ GOOSENECK 4FR 120CM GN1000","    960.00"
"CATH GOOSENECK SNARE 15MM               ","    810.00"
"CATH GOOSENECK SNARE 20MM               ","    960.00"
"SNARE AMPLATZ GOOSENECK 6FR 120CM GN2500","    960.00"
"CATH GOOSENECK SNARE 30MM               ","    960.00"
"ADHESIVE SKIN OCTYL LIQUIBAND W/TINT 10/","     65.94"
"CATH SILVERHAWK LSM                     ","   7337.50"
"CATHETER SILVERHAWK SXL                 ","   7337.50"
"SILVERHAWK LX                           ","   7337.50"
"WHOLEY LOC EXT.                         ","    242.57"
"PATCH SYVEK EXCEL                       ","    464.00"
"NEEDLE BONE BIOPSY 16G.                 ","    179.36"
"INTRODUCER CO AXIAL                     ","     59.00"
"DRAPE FEMORAL                           ","     52.53"
"DEVICE THROMBECTOMY DVX                 ","   3787.50"
"EMG ONE EXTREMITY-TECH ONLY             ","     64.00"
"EMG TWO EXTREMITIES-TECH ONLY           ","    334.85"
"DEVICE THROMBECTOMY XPEEDIOR (DISCONTINU","   3287.50"
"DEVICE THROMBECTOMY XVG (DISCONTINUED)  ","   4262.50"
"DEVICE THROMBECTOMY SPIROFLEX           ","   4487.50"
"DEVICE THROMBECTOMY SPIROFLEX VG        ","   4487.50"
"LEAD EASYTRACK  2  4518 BOSTON SCIENTIFI","   5292.80"
"DEVICE BIV PM INSYNC III 8042           ","  13959.70"
"CATHETER DXTERITY 6F DIAGNOSTIC JL6 DXT6","     20.06"
"WIRE COUGAR XT 300CM                    ","    299.20"
"WIRE THUNDER 190 J TIP                  ","    308.00"
"NCV 9-10 STUDIES - TECH                 ","   1310.00"
"GUIDEWIRE CARDIAC (C) CROSSING PROVIA 9P","    325.60"
"GUIDEWIRE CARDIAC (C) CROSSING PROVIA 12","    325.60"
"GUIDEWIRE CARDIAC (C) CROSSING PROVIA 3P","    325.60"
"GUIDEWIRE CARDIAC (C) CROSSING PROVIA 6P","    325.60"
"LEAD COMPASSIONATE 5086                 ","   2375.00"
"NCV 11-12 STUDIES - TECH                ","   1572.00"
"NCV 13 OR MORE STUDIES - TECH           ","   1703.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 8MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 9MM ","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 10MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 10MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 10MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 10MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 12MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 12MM","    560.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 12MM","    560.00"
"PACEMAKER DUAL CHAMBER MRI REVO DR BRADY","  12032.50"
"WIRE PROPEL INTUITION .014 X 180        ","    308.00"
"PACEMAKER  DUAL ENRHYTHM DR GENERATOR P1","  10912.50"
"SYSTEM AICD VIRTUOSO SINGLE  D154VWC    ","  45625.00"
"NEEDLE ONE-WALL 3 1/2                   ","     10.10"
"SNARE EN ASST SIZES                     ","    993.00"
"MANIFOLD KIT (NAMIC)                    ","     97.00"
"CONTROL SYRINGE 10CC                    ","     33.98"
"LINE MONITORING 48                      ","      9.06"
"SYRINGE 20CC CONTROL                    ","     39.27"
"LINE MONITORING 60  MALE TO FEMALE      ","      3.78"
"KIT TRANSDUCER-STANDARD RIGHT HEART KIT ","     72.92"
"CABLE PACING TEMP 5/BX S-101-97         ","     73.02"
"CATHETER LASER 0.9  SPECTRANETICS 110-00","   5500.00"
"CATHETER VITESSE RX 2.0MM ECCENTRIC     ","   5137.50"
"WIRE QUICK CROSS EXTREME                ","    522.00"
"CATHETER (C/R) TANDEM 2.0 OTW           ","   6750.00"
"CATHETER TURBO BOOSTER 7fr. & 8fr.      ","   1312.50"
"CUTTER LLD LEAD                         ","    352.00"
"CATHETER ICF VIEFLEX PLUS               ","   6600.00"
"WIRE TIGER FLOPPY STRAIGHT 150CM C405088","    330.00"
"WIRE TIGER FLOPPY ANGLED 180CM          ","    387.20"
"CATHETER COOL PATH CURL MED 4MM         ","   3500.00"
"CATHETER COOL PATH CURL LG 4MM          ","   1750.00"
"TUBING COOL POINT                       ","    330.00"
"CATHETER INQUIRY DECAPOLAR              ","   1750.00"
"CATHETER EP SAFIRE 5MM LC               ","   1625.00"
"CATHETER EP SAFIRE 5MM MC               ","   1875.00"
"CATHETER EP ENSITE ARRAY                ","   8025.00"
"CATHETER EP DAO QUAD 5F.                ","    600.00"
"INTRODUCER EP AGILIS NXT 71CM ST. JUDE  ","   2287.50"
"EP OPTIMA PLUS                          ","   3750.00"
"EP FAST CATH SAFL 60CM                  ","    615.00"
"BALLOON (C) EVERCROSS 0.035 OTW PTA 12MM","    560.00"
"BALLOON (C) PACIFIC PLUS 6 X 120 X 90 PC","    750.00"
"BALLOON (C) PACIFIC PLUS 7 X 60 X 90 PCP","    750.00"
"BALLOON (C) PACIFIC PLUS 7 X 60 X 130 PC","    750.00"
"PACEMAKER DUAL CHAMBER ACCENT DR PM2110 ","   8500.00"
"PACEMAKER DUAL CHAMBER SYSTEM ACCENT DR ","  10500.00"
"PACEMAKER SINGLE CHAMBER ACCENT SR PM111","   6750.00"
"PACEMAKER SINGLE CHAMBER SYSTEM  ACCENT ","   7750.00"
"DEFIBRILLATOR DUAL CHAMBER FORTIFY ICD-D","  32500.00"
"DEFIBRILLATOR DUAL CHAMBER FORTIFY SYSTE","  38875.00"
"DEFIBRILLATOR DUAL CHAMBER FORTIFY W/SJ4","  27300.00"
"DEFIBRILLATOR DUAL CHAMBER FORTIFY W/SJ4","  40000.00"
"DEFIBRILLATOR SINGLE CHAMBER FORTIFY ICD","  26250.00"
"DEFIBRILLATOR SINGLE CHAMBER FORTIFY ICD","  27755.00"
"DEFIBRILLATOR SINGLE CHAMBER FORTIFY W/S","  23660.00"
"DEFIBRILLATOR BI-VENTRICULAR UNIFY ICD C","  42500.00"
"DEFIBRILLATOR BI-VENTRICULAR UNIFY ICD C","  44135.00"
"DEFIBRILLATOR BI-VENTRICULAR UNIFY W/SJ4","  43125.00"
"LEADS CORONARY LV QUICKFLEX  1258T/75   ","   4000.00"
"LEADS CORONARY LV QUICKFLEX  1258T/86   ","   4000.00"
"LEADS CORONARY LV QUICKFLEX  1258T/92   ","   4875.00"
"BALLOON (C) PACIFIC PLUS 7 X 80 X 90 PCP","    750.00"
"BALLOON (C) PACIFIC PLUS 7 X 120 X 90 PC","    750.00"
"BALLOON (C) PACIFIC PLUS 7 X 120 X 130 P","    750.00"
"LEADS PACING ISOFLEX P  1644/48T        ","   1412.50"
"STENT (C) OMNILINK ELITE 7.0 X 59 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 9.0 X 19 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 9.0 X 29 X 80 C","   2250.00"
"LEADS HI VOL.ICD DURATA SJ4  7120Q SERIE","   9250.00"
"STENT (C) OMNILINK ELITE 9.0 X 39 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 9.0 X 59 X 80 C","   2250.00"
"STENT (C) OMNILINK ELITE 10.0 X 19 X 80 ","   2250.00"
"STENT (C) OMNILINK ELITE 10.0 X 29 X 80 ","   2250.00"
"DEFIBRILLATOR SINGLE CHAMBER INOGEN MINI","  33995.00"
"STENT (C) OMNILINK ELITE 10.0 X 39 X 80 ","   2250.00"
"EP FAST CATH SL2 63CM                   ","    495.00"
"SHEATH EP FAST CATH 10F 12CM            ","    105.26"
"CATHETER IBI-ST.JUDE-INQUIRY STEERABLE D","   1431.00"
"SHEATH SR2 8.5FR                        ","    654.00"
"CATHETER VENTURE OVER THE WIRE 0994-001 ","   1562.50"
"SYSTEM BIV ICD ATLAS DR V-243           ","  43375.00"
"CATHETER CSL (STERLIMED)                ","    231.28"
"CATHETER CRD-2 (STERILMED)              ","    217.40"
"CATHETER JSN (STERLIMED)                ","    217.40"
"CATHETER CRD (STERLIMED)                ","    217.40"
"KIT BONE BIOPSY 10G                     ","    271.35"
"STENT (C) OMNILINK ELITE 10.0 X 59 X 80 ","   2250.00"
"CANNULA CEMENT 11 GAUGE                 ","    323.66"
"STYLET VERTEPORT ACCESS 11G             ","    217.54"
"CANNULA VERTEPORT SHORT STYLET 10GA     ","    221.28"
"GLIDEWIRE .018 / 180 CM ANGLED  5/BX    ","    236.50"
"SHEATH W/O MARKERS 5F 25CM              ","     75.52"
"GLIDECATH STRAIGHT TAPER 5FR 100CM  CG50","    229.16"
"MICRO-CATH(C)PROGREAT 2.8FR MCPE28131YB ","   1300.00"
"STENT PROMUS ELITE MR  2.25 X 8MM H74939","   3375.00"
"SHEATH PINACLE 11F                      ","     40.12"
"SHEATH RO II MARKER 7FR 6CM             ","    147.26"
"DO NOT USE***DEFIBRILLATOR SINGLE SECURA","  30867.20"
"DO NOT USE***DEFIBRILLATOR SINGLE SECURA","  32010.00"
"DO NOT USE***DEFIBRILLATOR DUAL VIRTUOSO","  32536.14"
"DEFIBRILLATOR DUAL VIRTUOSO 2 DR CHAMBER","  26542.88"
"DO NOT USE***DEFIBRILLATOR DUAL SECURA D","  34001.24"
"DO NOT USE***DEFIBRILLATOR BI CRT-D CONS","  48504.82"
"PACEMAKER SYSTEM CRT IPG  CONSULTA-P CRT","  23930.00"
"DO NOT USE***DEFIBRILLATOR DUAL SECURA D","  27338.22"
"DO NOT USE***DEFIBRILLATOR BI CRT-D CONS","  37219.00"
"PACEMAKER CRT CONSULTA -P CRTP C4TR01   ","  18697.50"
"DO NOT USE***REVEAL XT LOOP RECORDER MED","   7098.00"
"DEFIBRILLATOR SINGLE CHAMBER ICDS PROTEC","  27562.50"
"DEFIBRILLATOR DUAL CHAMBER PROTECTA DR D","  31500.00"
"DEFIBRILLATOR SYSTEM DUAL CHAMBER ICD PR","  38720.00"
"DEFIBRILLATOR SYSTEM SINGLE CHAMBER ICD ","  32812.50"
"LEAD CORONARY CRT ADVANCED LV ATTAIN ABI","   4522.50"
"DO NOT USE***LEAD CS  ATTAIN ABILITY STR","   4196.92"
"CATH ANGIO DUALLUMEN PITAIL 6FR 5540 5/P","    472.80"
"CATHETER TWIN PASS                      ","    969.00"
"KIT RADIAL ARTERY ACCESS 5F             ","    184.08"
"BAND D STAT RAD                         ","    228.80"
"CATHETER XTRACT                         ","   1375.00"
"CATH 5FR C1                             ","     57.77"
"CATHETER C2 6FR 65CM                    ","     74.34"
"LEAD CORONARY CRT ADVANCED LV ATTAIN ABI","   4522.50"
"STENT PROMUS ELITE MR  2.25 X 12MM H7493","   3250.00"
"STENT PROMUS ELITE MR 2.25 X 16MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.25 X 20MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.25 X 24MM H74939","   3375.00"
"STENT PROMUS ELITE MR 2.25 X 28MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.25 X 32MM H74939","   3250.00"
"STENT PROMUS ELITE MR  2.50 X 8MM H74939","   3250.00"
"STENT PROMUS ELITE MR  2.50 X 12MM H7493","   3250.00"
"STENT PROMUS ELITE MR 2.50 X 16MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.50 X 20MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.50 X 24MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.50 X 28MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.50 X 32MM H74939","   3375.00"
"STENT PROMUS ELITE MR 2.50 X 38MM H74939","   3375.00"
"STENT PROMUS ELITE MR  2.75 X 8MM H74939","   3250.00"
"STENT PROMUS ELITE MR  2.75 X 12MM H7493","   3250.00"
"STENT PROMUS ELITE MR 2.75 X 16MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.75 X 20MM H74939","   3375.00"
"STENT PROMUS ELITE MR 2.75 X 24MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.75 X 28MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.75 X 32MM H74939","   3250.00"
"STENT PROMUS ELITE MR 2.75 X 38MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 8MM H749394","   3375.00"
"STENT PROMUS ELITE MR  3.00 X 12MM H7493","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 16MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 20MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 24MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 28MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 32MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.00 X 38MM H74939","   3250.00"
"STENT PROMUS ELITE MR  3.50 X 8MM H74939","   3375.00"
"STENT PROMUS ELITE MR  3.50 X 12MM H7493","   3250.00"
"STENT PROMUS ELITE MR 3.50X 16MM H749394","   3250.00"
"STENT PROMUS ELITE MR 3.50 X 20MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.50 X 24MM H74939","   3375.00"
"STENT PROMUS ELITE MR 3.50 X 28MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.50 X 32MM H74939","   3250.00"
"STENT PROMUS ELITE MR 3.50 X 38MM H74939","   3250.00"
"STENT PROMUS ELITE MR  4.00 X 8MM H74939","   3250.00"
