Proc Code Description,Modifier,Price
ASSAY OF TRYPSIN DUODENAL FLUID,,$123.00 
ASSAY OF TRYPSIN FECES QUALITATIVE,,$138.00 
ASSAY OF TYROSINE,,$196.50 
ASSAY OF UREA NITROGEN QUANTITATIVE,,$60.00 
ASSAY OF UREA NITROGEN SEMIQUANTITATIVE,,$72.00 
ASSAY OF UREA NITROGEN URINE,,$90.00 
ASSAY OF URIC ACID OTHER SOURCE,,$76.50 
ASSAY OF URINE SODIUM,,$94.50 
ASSAY OF UROBILINOGEN FECES QUANTITATIVE,,$205.50 
ASSAY OF UROBILINOGEN URINE QUALITATIVE,,$54.00 
ASSAY OF UROBILINOGEN URINE SEMIQUANTITATIVE,,$82.50 
ASSAY OF VANILLYLMANDELIC ACID URINE,,$294.00 
ASSAY OF VASOACTIVE INTESTINAL PEPTIDE,,$633.00 
ASSAY OF VASOPRESSIN ANTI-DIURETIC HORMONE,,$642.00 
ASSAY OF VITAMIN A,,$219.00 
ASSAY OF VITAMIN K,,$259.50 
ASSAY OF VITAMIN NOT OTHERWISE SPECIFIED,,$219.00 
ASSAY OF VOLATILES,,$304.50 
ASSAY OF ZINC,,$216.00 
ASXL1 GENE ANALYSIS FULL GENE SEQUENCE,,"$8,484.00 "
ASXL1 GENE ANALYSIS TARGETED SEQ ANALYSIS,,"$3,583.50 "
ATOMIC ABSRPJ SPECTROSCOPY EA ANALYTE,,$282.00 
AUDITORY EVOKED POTENTIALS COMPREHENSIVE,TC,"$1,350.00 "
AUDITORY EVOKED POTENTIALS LIMITED,,$600.00 
AUTOL BLD/COMPONENT COLLJ STORAGE PREDEPOSITED,,"$2,503.50 "
AUTOL BLD/COMPONENT COLLJ STORAGE SALVAGE,,"$6,178.50 "
AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,,$348.00 
AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,,$651.00 
B CELLS TOTAL COUNT,,$621.00 
BALLOON ANGIOPLASTY INTRACRANIAL PERCUTANEOUS,,"$6,325.50 "
BALLOON DILAT BILIARY DUCT/AMPULLA PRQ EACH DUCT,,"$1,765.50 "
BALLOON DILAT URETERAL STRICTURE W/IMG GID RS&I,,"$3,870.00 "
BASIC METABOLIC PANEL CALCIUM IONIZED,,$120.00 
BASIC METABOLIC PANEL CALCIUM TOTAL,,$157.50 
BASIC RADIATION DOSIMETRY CALCULATION,TC,$672.00 
BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE,,"$2,023.50 "
BCR/ABL1 MINOR BREAKPNT QUALITATIVE/QUANTITATIVE,,"$1,788.00 "
BCR/ABL1 OTHER BREAKPNT QUALITATIVE/QUANTITATIVE,,"$2,647.50 "
BEDSIDE DRAINAGE BAG,,$54.00 
BEHAVIORAL & QUALIT ANALYSIS VOICE AND RESONANCE,,$708.00 
BEKESY AUDIOMETRY DIAGNOSTIC,,$616.85 
BETA 2 GLYCOPROTEIN I ANTIBODY EACH,,$504.00 
BETA-2 MICROGLOBULIN,,$318.00 
BILE ACIDS CHOLYLGLYCINE,,$438.00 
BILE ACIDS TOTAL,,$324.00 
BILIARY NDSC PRQ T-TUBE DILAT STRIX W/STENT,,"$15,886.50 "
BILIARY NDSC PRQ T-TUBE W/BX SINGLE/MULTIPLE,,"$12,169.50 "
BILIARY NDSC PRQ T-TUBE W/DIL DUCT W/O STENT,,"$10,830.00 "
BILIRUBIN DIRECT,,$66.00 
BILIRUBIN FECES QUALITATIVE,,$87.00 
BILIRUBIN TOTAL,,$66.00 
BILIRUBIN TOTAL TRANSCUTANEOUS,,$94.50 
BIOMPEDANCE-DERIVED PHYSIOLOGIC CV ANALYSIS,,$779.00 
BIOPSY BONE OPEN SUPERFICIAL,,"$9,135.00 "
BIOPSY BONE TROCAR/NEEDLE DEEP,,"$5,256.00 "
BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,,"$5,256.00 "
BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,,"$2,830.50 "
BIOPSY EXTERNAL AUDITORY CANAL,,"$4,414.50 "
BIOPSY INTRANASAL,,"$4,414.50 "
BIOPSY LIVER NEEDLE PERCUTANEOUS,,"$3,679.50 "
BIOPSY LUNG/MEDIASTINUM PERCUTANEOUS NEEDLE,,"$3,274.50 "
BIOPSY MUSCLE DEEP,,"$9,135.00 "
BIOPSY MUSCLE PERCUTANEOUS NEEDLE,,"$3,679.50 "
BIOPSY MUSCLE SUPERFICIAL,,"$5,256.00 "
BIOPSY NAIL UNIT SEPARATE PROCEDURE,,"$2,292.00 "
BIOPSY NERVE,,"$6,646.50 "
BIOPSY PANCREA PERCUTANEOUS NEEDLE,,"$4,678.50 "
BIOPSY PENIS SEPARATE PROCEDURE,,"$5,256.00 "
BIOPSY PLEURA PERCUTANEOUS NEEDLE,,"$4,678.50 "
BIOPSY SOFT TISSUE BACK/FLANK DEEP,,"$5,256.00 "
BIOPSY SOFT TISSUE NECK/THORAX,,"$6,066.00 "
BIOPSY SOFT TISSUE THIGH/KNEE AREA SUPERFICIAL,,"$5,256.00 "
BIOPSY SPINAL CORD PERCUTANEOUS NEEDLE,,"$4,678.50 "
BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,,"$2,292.00 "
BIOPSY TONGUE ANTERIOR TWO-THIRDS,,"$1,881.00 "
BIOPSY TONGUE POSTERIOR ONE-THIRD,,"$9,240.00 "
BIOPSY VULVA/PERINEUM 1 LESION SPX,,"$1,171.50 "
BIOTINIDASE EACH SPECIMEN,,$319.50 
BLADDER PRESSURE MEASUREMENT DURING FILLING,TC,"$4,671.00 "
BLD BANK PHYS SVCS AUTHJ DEVIJ STANDARD REPRT,,"$1,413.00 "
BLD BANK PHYS SVCS DIFFC CROSS MATCH&/EVAL REP,,$385.50 
BLD BANK PHYS SVCS INVSTGJ TFUJ RXN REPRT,,"$1,413.00 "
BLD COUNT SMEAR MCRSCP W/O MNL DIFRNTL WBC COUNT,,$61.50 
BLDR IRRIGATION SMPL LAVAGE &/INSTLJ,,$642.00 
BLEEDING TIME TEST,,$81.00 
BLEPHAROPLASTY UPPER EYELID,,"$6,069.00 "
BLEPHAROPLASTY UPPER EYELID W/EXCESSIVE SKIN,,"$6,069.00 "
BLEPHAROTOMY DRAINAGE ABSCESS EYELID,,"$1,141.50 "
BLOOD CLOT RETRACTION,,$73.50 
BLOOD COUNT AUTOMATED DIFFERENTIAL WBC COUNT,,$117.00 
BLOOD COUNT COMPLETE AUTO&AUTO DIFRNTL WBC,,$135.00 
BLOOD COUNT COMPLETE AUTOMATED,,$112.50 
BLOOD COUNT HEMATOCRIT,,$54.00 
BLOOD COUNT HEMOGLOBIN,,$48.00 
BLOOD COUNT LEUKOCYTE WBC AUTOMATED,,$46.50 
BLOOD COUNT MANUAL CELL COUNT EACH,,$78.00 
BLOOD COUNT MANUAL DIFRNTL WBC COUNT BUFFY COAT,,$67.50 
BLOOD COUNT PLATELET AUTOMATED,,$87.00 
BLOOD COUNT RED BLOOD CELL AUTOMATED,,$54.00 
BLOOD COUNT RETICULOCYTE AUTOMATED,,$78.00 
BLOOD COUNT RETICULOCYTE AUTOMATED,,$75.00 
BLOOD COUNT RETICULOCYTES AUTO 1/> CELL MEAS,,$120.00 
BLOOD COUNT SMEAR MCRSCP W/MNL DIFRNTL WBC COUNT,,$43.50 
BLOOD COUNT SPUN MICROHEMATOCRIT,,$43.50 
BLOOD GASES ANY COMBINATION PH PCO2 PO2 CO2 HCO3,,$412.50 
BLOOD OCCULT FECAL HGB DETER IA QUAL FECES 1-3,,$211.50 
BLOOD OCCULT PEROXIDASE ACTV QUAL FECES 1 DETER,,$43.50 
BLOOD OCCULT PEROXIDASE ACTV QUAL FECES 1-3 SPEC,,$54.00 
BLOOD OCCULT PEROXIDASE ACTV QUAL OTHER SOURCES,,$61.50 
BLOOD SPLIT UNIT,,"$1,122.00 "
BLOOD TYPE ANTIGEN DONOR REAGENT SERUM EACH,,$490.50 
BLOOD TYPING ANTIGEN SCREEN PATIENT SERUM/UNIT,,$79.50 
BLOOD TYPING RBC ANTIGENS OTH/THN ABO/RH D EACH,,$483.00 
BLOOD TYPING SEROLOGIC ABO,,$157.50 
BLOOD TYPING SEROLOGIC RH (D),,$105.00 
BLOOD TYPING SEROLOGIC RH PHENOTYPING COMPLETE,,$127.50 
"BLOOD, L/R, FROZ/DEGLY/WASH",,"$2,343.00 "
BONE &/JOINT IMAGING 3 PHASE STUDY,TC,"$2,209.50 "
BONE &/JOINT IMAGING LIMITED AREA,TC,"$1,870.50 "
BONE &/JOINT IMAGING MULTIPLE AREAS,TC,"$1,870.50 "
BONE &/JOINT IMAGING TOMOGRAPHIC SPECT,TC,"$2,572.50 "
BONE &/JOINT IMAGING WHOLE BODY,TC,"$2,209.50 "
BONE AGE STUDIES,TC,$633.00 
BONE GRAFT ANY DONOR AREA MAJOR/LARGE,,"$19,755.00 "
BONE LENGTH STUDIES,TC,$436.50 
BONE MARROW BLOOD SUPPLY,TC,"$4,800.00 "
BONE MARROW IMAGING WHOLE BODY,TC,"$1,870.50 "
BONE MARROW SMEAR INTERPRETATION,,"$6,795.00 "
BRACHYTX ISODOSE PLN CPLX W/DOSIMETRY CAL,TC,"$1,623.00 "
BRACHYTX ISODOSE PLN INTERMED W/DOSIMETRY CAL,TC,"$1,590.00 "
BRACHYTX ISODOSE PLN SMPL W/DOSIMETRY CAL,TC,$828.00 
BRADYKININ,,$114.00 
BRAF GENE ANALYSIS V600 VARIANT(S),,"$1,621.50 "
BRAIN IMAGING MIN 4 STATIC VIEWS W VASCULAR FLOW,TC,"$2,572.50 "
BRAIN IMAGING TOMOGRAPHIC SPECT,TC,"$5,809.50 "
BRAIN IMAGING VASCULAR FLOW ONLY,TC,"$2,572.50 "
BRCA1 GENE ANALYSIS KNOWN FAMILIAL VARIANT,,"$1,462.50 "
BRCA1&BRCA2 ANAL 185DELAG5385INSC/6174DELT,,"$2,131.50 "
BRCA2 GENE ANALYSIS KNOWN FAMILIAL VARIANT,,"$1,462.50 "
BREATH HYDROGEN/METHANE TEST,TC,$540.00 
BREATHING RESPONSE TO CO2,TC,$600.00 
BREATHING RESPONSE TO HYPOXIA,TC,$600.00 
BRNCDILAT RSPSE SPMTRY PRE&POST-BRNCDILAT ADMN,TC,$774.00 
BRNCHSC BRUSHING/PROTECTED BRUSHINGS,,"$5,052.00 "
BRNCHSC INCL FLUOR GDNCE DX W/CELL WASHG SPX,,"$4,804.50 "
BRNCHSC W/BRNCL ALVEOLAR LAVAGE,,"$5,052.00 "
BRNCHSC W/PLACEMENT BRNCL STENT 1ST BRONCHUS,,"$16,506.00 "
BRNCHSC W/PLMT CATH INTRCV RADIOELMNT APPL,,"$5,397.00 "
BRNCSPSM PROVOCATION EVAL MLT SPMTRY W/ADMN AGT,TC,$774.00 
BRONCHOSCOPIC THERMOPLASTY 2/> LOBES,,"$16,506.00 "
BRONCHOSCOPIC THERMOPLASTY ONE LOBE,,"$16,506.00 "
BRONCHOSCOPY BRONCHIAL/ENDOBRNCL BX 1+ SITES,,"$5,052.00 "
BRONCHOSCOPY EACH MAJOR BRONCHUS STENTED,,"$2,211.00 "
BRONCHOSCOPY NEEDLE BX TRACHEA MAIN STEM&/BRON,,"$7,371.00 "
BRONCHOSCOPY W/REMOVAL FOREIGN BODY,,"$4,804.50 "
BRONCHOSCOPY W/THER ASPIR TRACHBRNCL TREE 1ST,,"$4,804.50 "
BRONCHOSCOPY W/THER ASPIR TRACHBRNCL TREE SBSQ,,"$1,369.50 "
BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX 1 LOBE,,"$6,438.00 "
BRONCHOSCOPY W/TRANSBRONCHIAL LUNG BX EACH LOBE,,"$1,642.50 "
BRONCHOSCOPY W/TRANSBRONCL NDL ASPIR BX EA LOBE,,"$1,642.50 "
BRST RCNSTJ IMMT/DLYD W/TISS EXPANDER SBSQ XPNSJ,,"$37,972.50 "
BUNDLE OF HIS RECORDING,TC,"$18,940.50 "
BX ABDL/RETROPERITONEAL MASS PRQ NEEDLE,,"$3,679.50 "
BX ANORECTAL WALL ANAL APPROACH,,"$9,214.50 "
BX BREAST NEEDLE CORE W/O IMAGING GUIDANCE SPX,,"$5,256.00 "
BX BREAST W/DEVICE 1ST LESION MAGNETIC RES GUID,,"$4,678.50 "
BX BREAST W/DEVICE 1ST LESION STEREOTACTIC GUID,,"$5,830.50 "
BX BREAST W/DEVICE 1ST LESION ULTRASOUND GUID,,"$3,838.50 "
BX BREAST W/DEVICE ADDL LESION MAGNET RES GUID,,"$3,196.50 "
BX BREAST W/DEVICE ADDL LESION STEREOTACT GUID,,"$2,226.00 "
BX BREAST W/DEVICE ADDL LESION ULTRASOUND GUID,,"$1,500.00 "
BX INTESTINE CAPSULE TUBE PRORAL 1/> SPECIMENS,,"$2,647.50 "
BX/EXC LYMPH NODE NEEDLE SUPERFICIAL,,"$3,679.50 "
BX/EXC LYMPH NODE OPEN DEEP AXILLARY NODE,,"$6,619.50 "
BX/EXC LYMPH NODE OPEN DEEP CERVICAL NODE,,"$10,624.50 "
BX/EXC LYMPH NODE OPEN SUPERFICIAL,,"$10,624.50 "
CADMIUM,,$438.00 
CALCITONIN,,$507.00 
CALCITONIN STIMULATION PANEL,,"$1,323.00 "
CALCIUM AFTER CALCIUM INFUSION TEST,,$85.50 
CALCIUM IONIZED,,$181.50 
CALCIUM TOTAL,,$69.00 
CALCIUM URINE QUANTITATIVE TIMED SPECIMEN,,$99.00 
CALCULUS INFRARED SPECTROSCOPY,,$202.50 
CALCULUS QUALITATIVE ANALYSIS,,$219.00 
CALCULUS QUANTITATIVE CHEMICAL,,$316.50 
CALCULUS XRAY DIFFRACTION,,$237.00 
CANALITH REPOSITIONING PROCEDURE,,$291.00 
CANTHOPLASTY,,"$6,436.50 "
CARBOHYDRATE DEFICIENT TRANSFERRIN,,$342.00 
CARBON DIOXIDE BICARBONATE,,$64.50 
CARBON DIOXIDE EXP GAS DETER INFRARED ANALYZER,,$774.00 
CARBOXYHEMOGLOBIN QUALITATIVE,,$99.00 
CARBOXYHEMOGLOBIN QUANTITATIVE,,$232.50 
CARCINOEMBRYONIC ANTIGEN CEA,,$259.50 
CARD BL POOL PLANAR 1 STDY WAL MOTN EJECT FRACT,TC,"$2,572.50 "
CARD BLOOD POOL GATED PLANAR 1 STUDY REST/STRESS,TC,"$1,870.50 "
CARDIAC MRI FOR VELOCITY FLOW MAPPING,TC,$475.50 
CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST,TC,"$2,700.00 "
CARDIAC MRI W/O CONTRAST W/STRESS IMAGING,TC,"$3,000.00 "
CARDIAC MRI W/W/O CONTRAST W/STRESS,TC,"$5,100.00 "
CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,TC,"$3,900.00 "
CARDIAC SHUNT DETECTION,TC,"$1,870.50 "
CARDIOLIPIN ANTIBODY EACH IG CLASS,,$504.00 
CARDIOPULMONARY RESUSCITATION,,"$1,230.00 "
CARDIOVASCULAR FUNCTION EVAL W/TILT TABLE W/MNTR,TC,"$2,652.00 "
CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL,,"$2,250.00 "
CARDIOVERSION ELECTIVE ARRHYTHMIA INTERNAL SPX,,"$3,642.00 "
CARNITINE QUANTITATIVE EACH SPECIMEN,,$319.50 
CAROTENE,,$174.00 
CATECHOLAMINES BLOOD,,$412.50 
CATECHOLAMINES FRACTIONATED,,$478.50 
CATECHOLAMINES TOTAL URINE,,$283.50 
CATH & SALINE/CONTRAST SONOHYSTER/HYSTEROSALPI,,$540.00 
CATH PLACEMENT & NJX CORONARY ART ANGIO IMG S&I,TC,"$13,950.00 "
CATH PLMT & NJX CORONARY ART/GRFT ANGIO IMG S&I,TC,"$13,950.00 "
CATH PLMT L HRT & ARTS W/NJX & ANGIO IMG S&I,TC,"$13,950.00 "
CATH PLMT L HRT/ARTS/GRFTS WNJX & ANGIO IMG S&I,TC,"$13,950.00 "
CATH PLMT R HRT & ARTS W/NJX & ANGIO IMG S&I,TC,"$13,950.00 "
CATH PLMT R HRT/ARTS/GRFTS W/NJX& ANGIO IMG S&I,TC,"$13,950.00 "
CATHEPSIN-D,,$342.00 
CATHETER ASPIRATION NASOTRACHEAL SPX,,$688.50 
CATHETERIZE FOR URINE SPEC,,$37.50 
CATHJ UMBILICAL VEIN DX/THER NB,,$255.00 
CELL COUNT MISC BODY FLUIDS W/DIFFERENTIAL COUNT,,$96.00 
CELL COUNT MISCELLANEOUS BODY FLUIDS,,$102.00 
CELLULAR FUNCTION ASSAY STIMUL&DETECT BIOMARKE,,"$2,236.50 "
CEREBROSPINAL FLUID FLOW W/O MATL CISTERNOGRAPHY,TC,"$2,572.50 "
CEREBROSPINAL FLUID FLOW W/O MATL SHUNT EVALTJ,TC,"$2,572.50 "
CEREBROSPINAL FLUID FLOW W/O MATL TOMOG SPECT,TC,"$5,809.50 "
CEREBROSPINAL FLUID LEAK DETECTION&LOCALIZATIO,TC,"$5,809.50 "
CERULOPLASMIN,,$204.00 
CERVICAL LYMPHADENECTOMY,,"$24,540.00 "
CESSATION THROMBOLYTIC THER W/CATHETER REMOVAL,,"$2,587.50 "
CHANGE CYSTOSTOMY TUBE SIMPLE,,$642.00 
CHANGE PRQ TUBE/DRAINAGE CATH W CONTRAST RS&I,TC,$589.50 
CHEMICAL CAUTERIZATION OF GRANULATION TISSUE,,$651.00 
CHEMILUMINESCENT ASSAY,,$267.00 
CHEMODENERVATION 1 EXTREMITY EA ADDL 5/> MUSCLES,,$412.50 
CHEMODNRVTJ MUSC MUSC INNERVATED FACIAL NRV UNIL,,$688.50 
CHEMOTAXIS ASSAY SPECIFY METHOD,,$262.50 
CHEMOTHERAPY ADMIN INTRA-ARTERIAL INFUS </1 HR,,$810.00 
CHEMOTHERAPY ADMIN INTRA-ARTERIAL PUSH TQ,,"$1,050.00 "
CHEMOTHERAPY ADMN INTRAARTERIAL INFUSION EA HR,,$295.50 
CHEMOTHERAPY ADMN IV INFUSION TQ EA HR,,$564.00 
CHEMOTX ADMN CNS REQ SPINAL PUNCTURE,,"$1,425.00 "
CHEMOTX ADMN IA NFS >8 HR PRTBLE IMPLTBL PMP,,"$1,050.00 "
CHEMOTX ADMN IV NFS TQ EA SEQL NFS TO 1 HR,,$316.50 
CHEMOTX ADMN IV NFS TQ UP 1 HR 1/1ST SBST/DRUG,,"$1,069.50 "
CHEMOTX ADMN IV PUSH TQ 1/1ST SBST/DRUG,,$615.00 
CHEMOTX ADMN IV PUSH TQ EA SBST/DRUG,,$465.00 
CHEMOTX ADMN PRTL CAVITY PORT/CATH,,"$1,050.00 "
CHEMOTX ADMN SUBQ/IM HORMONAL ANTI-NEO,,$465.00 
CHEMOTX ADMN SUBQ/IM NON-HORMONAL ANTI-NEO,,$465.00 
CHEMOTX ADMN TQ INIT PROLNG CHEMOTX NFUS PMP,,"$1,365.00 "
CHEMOTX NJX SUBARACHND/INTRAVENTR RSVR 1/MULT,,$810.00 
CHIMERISM W/COMP TO BASELINE W/CELL SELECTION EA,,"$3,219.00 "
CHIMERISM W/COMP TO BASELINE W/O CELL SELECTION,,"$2,560.50 "
CHLAMYDIA TRACHOMATIS,,$198.00 
CHLORAMPHENICOL,,$240.00 
CHLORIDE BLD,,$61.50 
CHLORIDE OTHER SOURCE,,$93.00 
CHLORIDE URINE,,$94.50 
CHLORINATED HYDROCARBONS SCREEN,,$99.00 
CHNG URTROST TUBE/XTRNLLY ACCESSIBLE STENT ILEAL,,"$6,991.50 "
CHOLECYSTOGRAPHY ORAL CONTRST,TC,$633.00 
CHOLECYSTOSTOMY PRQ W/IMAGING & CATHETER PLMT,,"$10,830.00 "
CHOLESTEROL SERUM/WHOLE BLOOD TOTAL,,$108.00 
CHOLINESTERASE INHIBITOR CHALLENGE TEST,,"$1,975.50 "
CHOLINESTERASE RBC,,$145.50 
CHOLINESTERASE SERUM,,$148.50 
CHONDROITIN B SULFATE QUANTITATIVE,,$340.50 
CHORNC GONAD STIMJ PANEL ESTRADIOL RESPONSE,,$919.50 
CHORNC GONAD STIMJ PANEL TSTOSTERONE RESPONSE,,$850.50 
CHRMSM ANALYSIS ADDL HIGH RESOLUTION STUDY,,$192.00 
CHRMSM ANALYSIS ADDL KARYOTYP EACH STUDY,,$289.50 
CHRMSM ANALYZE 20-25 CELLS,,"$1,437.00 "
CHRMSM BREAKAGE SYNDS SCORE 100 CLL,,"$2,850.00 "
CHRMSM COUNT 15-20 CLL 2KARYOTYP BANDING,,"$1,800.00 "
CHRMSM COUNT 5 CELL 1KARYOTYPE BANDING,,"$2,910.00 "
CHRMSM SITU AMNIOTIC CLL 6-12 COLONIES 1KARYOTYP,,"$2,737.50 "
CHROMOGENIC SUBSTRATE ASSAY,,$216.00 
CHROMOTUBATION OVIDUCT W/MATERIALS,,"$16,200.00 "
CIRCUMCISION AGE >28 DAYS,,"$1,162.50 "
CIRCUMCISION NEONATE,,"$1,162.50 "
CIRCUMCISION W/CLAMP/OTH DEV W/BLOCK,,"$1,162.50 "
CISTERNAL/LATERAL C1-C2 PUNCTURE W/INJECTION,,$874.50 
CISTERNAL/LATERAL C1-C2 PUNCTURE W/O INJ SPX,,$874.50 
CLINICAL PATHOLOGY CONSULTATION COMPREHENSIVE,,$540.00 
CLINICAL PATHOLOGY CONSULTATION LIMITED,,$540.00 
CLOSED TREATMENT NASAL FRACTURE W/O MANIPULATION,,$849.00 
CLOSED TREATMENT NASAL FRACTURE W/STABILIZATION,,"$9,240.00 "
CLOSED TREATMENT ULNAR STYLOID FRACTURE,,"$1,174.50 "
CLOSED TX ANKLE DISLOCATION W/O ANESTHESIA,,"$1,333.50 "
CLOSED TX BIMALLEOLAR ANKLE FRACTURE W/MANJ,,"$4,606.50 "
CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ,,"$15,019.00 "
CLOSED TX FEMORAL SHAFT FX W/O MANIPULATION,,"$1,882.50 "
CLOSED TX KNEE DISLOCATION W/ANESTHESIA,,"$5,175.00 "
CLOSED TX KNEE DISLOCATION W/O ANESTHESIA,,"$1,846.50 "
CLOSED TX LUNATE DISLOCATION W/MANIPULATION,,"$15,019.00 "
CLOSED TX MANDIBULAR FRACTURE W/MANIPULATION,,"$6,331.00 "
CLOSED TX MANDIBULAR FX W/INTERDENTAL FIXATION,,"$17,560.50 "
CLOSED TX MONTEGGIA FX DISLOCATION ELBOW W/MANJ,,"$5,175.00 "
CLOSED TX NASAL FRACTURE W/O STABILIZATION,,"$4,414.50 "
CLOSED TX NASAL SEPTAL FRACT W/WO STABILIZATION,,"$9,240.00 "
CLOSED TX NASOMAXILLARY COMPLEX FRACTURE,,"$4,414.50 "
CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA,,"$1,720.50 "
CLOSED TX PATELLAR DISLOCATION W/O ANESTHESIA,,"$1,317.00 "
CLOSED TX RADIAL HEAD/NECK FX W/MANIPULATION,,"$5,175.00 "
CLOSED TX RADIAL SHAFT FRACTURE W/MANIPULATION,,"$5,175.00 "
CLOSED TX RADIAL SHAFT FRACTURE W/O MANIPULATION,,$967.50 
CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ,,"$5,175.00 "
CLOSED TX SCAPULAR FRACTURE W/O MANIPULATION,,$967.50 
CLOSED TX STERNOCLAVICULAR DISLC W/MANIPULATION,,"$1,371.00 "
CLOSED TX TALOTARSAL JOINT DISLC W/O ANES,,$849.00 
CLOSED TX TALOTARSAL JOINT DISLOCATION W/ANES,,"$10,365.00 "
CLOSED TX TARSOMETATARSAL DISLOCATION W/ANES,,"$1,221.00 "
CLOSED TX TARSOMETATARSAL DISLOCATION W/O ANES,,$849.00 
CLOSED TX TEMPOROMANDIBULAR DISLOCATION 1ST/SBSQ,,$849.00 
CLOSED TX ULNAR FRACTURE PROXIMAL END W/MANJ,,"$5,175.00 "
CLOSED TX ULNAR SHAFT FRACTURE W/MANIPULATION,,"$1,782.00 "
CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM/CPL,,"$1,881.00 "
CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM/<,,"$1,035.00 "
CLOT LYSIS TIME WHOLE BLOOD DILUTION,,$91.50 
CLOTTING FACTOR II PROTHROMBIN SPECIFIC,,$235.50 
CLOTTING FACTOR IX PTC/CHRISTMAS,,$345.00 
CLOTTING FACTOR V ACG/PROACCELERIN LABILE FACTOR,,$319.50 
CLOTTING FACTOR VII PROCONVERTIN STABLE FACTOR,,$324.00 
CLOTTING FACTOR VIII AHG 1 STAGE,,$324.00 
CLOTTING FACTOR VIII MULTIMETRIC ANALYSIS,,$415.50 
CLOTTING FACTOR VIII RELATED ANTIGEN,,$336.00 
CLOTTING FACTOR VIII VW FACTOR ANTIGEN,,$415.50 
CLOTTING FACTOR VIII VW FACTOR RISTOCETIN COFACT,,$415.50 
CLOTTING FACTOR X STUART-PROWER,,$324.00 
CLOTTING FACTOR XI PTA,,$324.00 
CLOTTING FACTOR XII HAGEMAN,,$351.00 
CLOTTING FACTOR XIII FIBRIN STABILIZING,,$295.50 
CLOTTING FACTOR XIII FIBRN STABILIZ SCREEN SOLUB,,$160.50 
CLOTTING HI MOLEC WEIGHT KININOGEN ASSAY,,$312.00 
CLOTTING INHIBITORS ANTITHROMBIN III ACTIVITY,,$214.50 
CLOTTING INHIBITORS PROTEIN C ACTIVITY,,$250.50 
CLOTTING INHIBITORS PROTEIN C ANTIGEN,,$217.50 
CLOTTING INHIBITORS PROTEIN S FREE,,$277.50 
CLOTTING INHIBITORS PROTEIN S TOTAL,,$210.00 
CLOTTING INHIBITRS ANTITHROMBN III ANTIGEN ASSAY,,$196.50 
CLOTTING PREKALLIKREIN ASSAY FLETCHER FACT ASSAY,,$312.00 
CLSD TX ACROMIOCLAVICULAR DISLC W/MANIPULATION,,"$1,240.50 "
CLSD TX CLAVICULAR FRACTURE W/MANIPULATION,,"$5,175.00 "
CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES,,"$5,175.00 "
CLSD TX SHOULDER DISLC W/MANIPULATION W/O ANES,,"$1,149.00 "
CLSR ANAL FSTL W/RCT ADVMNT FLAP,,"$8,200.50 "
CLTX ANKLE DISLC REQ ANES W/WO PRQ SKEL FIXJ,,"$5,175.00 "
CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ,,"$5,175.00 "
CLTX CARPAL BONE FX W/MANJ EACH BONE,,"$5,175.00 "
CLTX CARPO/METACARPAL DISLOCATION THUMB W/MANJ,,"$1,372.50 "
CLTX CARPO/METACARPAL FX DISLC THUMB W/MANJ,,"$5,175.00 "
CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES,,"$1,240.50 "
CLTX CARPO/MTCRPL DISLC THUMB MANJ EA JT W/ANES,,"$5,175.00 "
CLTX DSTL FIBULAR FX LAT MALLS W/MANJ,,"$1,540.50 "
CLTX DSTL FIBULAR FX LAT MALLS W/O MANJ,,$967.50 
CLTX DSTL PHLNGL FX FNGR/THMB W/MANJ EA,,"$1,152.00 "
CLTX DSTL RADIAL FX/EPIPHYSL SEP W/O MANJ,,"$1,281.00 "
CLTX DSTL RDL FX/EPIPHYSL SEP W/MANJ WHEN PERF,,"$5,175.00 "
CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANJ,,"$4,606.50 "
CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRACJ,,"$4,606.50 "
CLTX FX GRT TOE PHLX/PHLG W/MANJ,,$967.50 
CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ,,$849.00 
CLTX FX W8 BRG ARTCLR PRTN DSTL TIB W/SKEL TRACJ,,"$4,606.50 "
