Service Description,CPT/HCPCS Code,Charge
ARUP FACTOR VIII FACTOR VW ANTIGEN,85246,256.00
ARUP FACTOR VIII VON WILLEBRAND RISTOCETIN CO-F,85245,292.00
ARUP FACTOR XI PTA,85270,325.00
ARUP FACTOR XII HAGEMAN,85280,301.00
ARUP FAT QUALITATIVE FECES,82705,121.00
ARUP FATTY ACIDS NONESTERIFIED,82725,179.00
"ARUP FISH-RIA, SERUM",83001,326.00
ARUP FOLIC ACID RBC,82747,154.00
ARUP FRUCTOSAMINE-FRUCTOSAMINE,82985,120.00
ARUP FTA/ABS,86780,145.00
"ARUP G, TUMOR MARKER, QUANT",84702,252.00
ARUP G6PD QUANTITATIVE (GLUCOSE 6 PHOSPHATE DEHYDROGENASE),82955,173.00
"ARUP GAMMAGLOBULIN, IgA, QUANT",82784,229.00
"ARUP GAMMAGLOBULIN, IGG SUBCLASSES",82787,294.00
"ARUP GAMMAGLOBULIN, IgG, QUANT",82784,229.00
"ARUP GAMMAGLOBULIN, IgM, QUANT",82784,229.00
ARUP GARDNERELLA NUCLEIC ACID PROBE DIRECT,87510,127.00
ARUP GASTRIN,82941,184.00
ARUP GC AMPLIFIED DETECTION,87591,203.00
"ARUP GIARDIA ANTIGEN, EIA, STOOL",87329,99.00
"ARUP GLIADIN AB, IGA",83516,221.00
"ARUP GLIADIN AB, IGG",83516,221.00
ARUP GLUCAGON,82943,249.00
ARUP GLUTAMIC ACID DECARBOXY AB,83516,226.00
ARUP GROWTH HORMONE (HGH),83003,197.00
ARUP HAPTOGLOBIN QUANT,83010,243.00
ARUP HELICOBACTER PYLORI ANTIGEN INFECTIOUS AGENT TECH STOOL,87338,270.00
ARUP HELICOBACTER PYLORI UREASE ACTIVITY,83013,555.00
ARUP HEP B SURFACE AB,86317,318.00
ARUP HEP C GENOTYP SEQ #55593,87902,701.00
ARUP HEP C VIR NS5A RES #2014139,87902,701.00
ARUP HEPATITIS A (HAAB) ANTIBODY,86708,128.00
ARUP HEPATITIS B CORE ANTIBODY TOTAL,86704,113.00
ARUP HEPATITIS B QUANTATIVE NUCLEIC ACID PROBE,87517,564.00
ARUP HEPATITIS BE ANTIBODY,86707,121.00
ARUP HEPATITIS BE ANTIGEN INFECTIOUS AGENT IMMUNOASSAY TECHNIQUE,87350,126.00
ARUP HEPATITIS C QUANTATIVE NUCLEIC ACID PROBE,87522,666.00
ARUP HEPATITIS DELTA ANTIBODY,86692,261.00
ARUP HERPES (HSV) NUCLEIC ACID PROBE AMPLIFIED,87529,391.00
ARUP HERPES SIMPLEX TYPE 1 ANTIBODY,86695,122.00
ARUP HERPES SIMPLEX TYPE 2 ANTIBODY,86696,161.00
"ARUP HISTONE ANTIBODY,IGG",83516,198.00
ARUP HISTOPLASMA AB BY ID,86698,130.00
"ARUP HISTOPLASMA ANTIGEN INFECTIOUS AGENT IMMUNOASSAY TECHNIQUE, URINE",87385,292.00
ARUP HIV 1 ANTIBODY,86701,218.00
ARUP HIV 1 GENOTYPE ANALYSIS,87901,1275.00
ARUP HIV 2 ANTIBODY,86702,171.00
ARUP HIV-1 NUCLEIC ACID PROBE AMPLIFIED,87535,514.00
ARUP HIV-1 QUANTIFICATION NUCLEIC ACID PROBE,87536,649.00
ARUP HLA TYPING SINGLE ANTIGEN ABC B27,86812,301.00
ARUP HOMOCYSTEINE,83090,224.00
ARUP HOMOVANILLIC ACID (HVA) URINE,83150,160.00
"ARUP HSV-1/2 AB IGM,SERUM",86694,158.00
"ARUP HSV-1/2 AB,IGG",86694,120.00
"ARUP HSV-1/2 AB,IGG,SERUM",86694,156.00
"ARUP HSV-1/2 AB,IGM",86694,156.00
"ARUP HSV-1/2 AB,IGM,CSF",86694,158.00
ARUP HUMAN T-LYMPHTROPHIC VIRUS 1/2,86790,265.00
ARUP HYDROXYPROGESTERONE 17-D,83498,294.00
ARUP HYPERSENSITIVITY PNEUMONITIS I,86331,113.00
ARUP HYPERSENSITIVITY PNEUMONITIS II,86331,113.00
ARUP IFE FLUID,86355,309.00
"ARUP IFE, TOT PROT",84160,59.00
ARUP IGHV MUTATION ANALYSIS,81263,1649.00
ARUP IMMUNOASSAY QN TRYPTASE,83520,287.00
ARUP IMMUNOFIX ELECTROPHORESIS,86334,380.00
ARUP IMMUNOGLOBULIN A,82784,229.00
ARUP IMMUNOGLOBULIN E,82785,256.00
ARUP IMMUNOGLOBULIN G,82784,229.00
ARUP IMMUNOGLOBULIN G CSF,82784,175.00
ARUP IMMUNOGLOBULIN M,82784,229.00
ARUP INFLUENZA A ANTIGEN IMMUNOFLUORESCENT,87276,313.00
ARUP INFLUENZA B ANTIGEN IMMUNOFLUORESCENT,87275,313.00
ARUP INHIBIN A,86336,194.00
ARUP INSULIN,83525,135.00
ARUP INSULIN ANTIBODY,86337,265.00
ARUP INTRINSIC FACTOR ANTIBODY,86340,211.00
"ARUP ISLET CELL AB, IGG",86341,223.00
"ARUP JC VIRUS,DNA,PCR",87798,315.00
ARUP LAMOTRIGINE (LAMICTAL) THERAPUTIC DRUG ANALYSIS,80175,233.00
ARUP LEAD URINE,83655,184.00
"ARUP LEAD, BLOOD",83655,184.00
"ARUP LEGIONELLA AB,IGG",86713,188.00
"ARUP LEGIONELLA PNEUMOPHILA,DFA",87278,179.00
ARUP LEVETIRACETAM (KEPRA) THERAPUTIC DRUG ANALYSIS,80177,233.00
ARUP LIDOCAINE THERAPUTIC DRUG ANALYSIS,80176,180.00
ARUP LIPOPROTEIN (A),83695,247.00
ARUP LIPOPROTEIN NUMBER/SUBCLASS,83704,397.00
"ARUP LPHA FETOPROTEIN, MATERNAL",82105,222.00
ARUP LUTENIZING HORMONE,83002,306.00
ARUP LYME DISEASE ANTIBODY CONFIRM,86617,201.00
ARUP LYSOZYME (MURAMIDASE),85549,181.00
ARUP M PNEUMONIAE IGM,86738,174.00
"ARUP MECONIUM-PREP, DRUG SCREEN",80307,180.00
ARUP MERCURY,83825,252.00
ARUP METANEPHRINES FREE PLASMA,83835,186.00
"ARUP METANEPHRINES, URINE",83835,212.00
ARUP METHYLMALONIC ACID,83921,309.00
"ARUP MITOCHONDRIAL M2 AB,IGG",83516,226.00
ARUP MONONUCLEAR CELL ANTIGEN QN EA NOS,86356,286.00
"ARUP MTHFR (5,10-METHYLENETETRAHYDROFOLATE REDUCTASE) GENE COMMON VARIANTS",81291,559.00
"ARUP MUMPS AB,IGM",86735,212.00
"ARUP MYCOPLASMA PNEUMONIA,IGG",86738,174.00
ARUP MYCOPLASMA PNEUMONIAE NUCLEIC ACID PROBE AMPLIFIED,87581,415.00
"ARUP MYOGLOBIN, URINE",83874,136.00
ARUP N GONNORHEA DNA PROBE,87591,155.00
"ARUP NEPHELOMETRY, EA NOS",83883,119.00
ARUP NEUTROPHIL CYTOPLAS AB IGG EA SCR,86255,195.00
ARUP OLIGOCLONAL BANDS,83916,294.00
"ARUP OMEGA-EVB AB EARLY (D) AG,IGG",86663,174.00
ARUP OMEGA-HIV1-2 W/RFLX HIV1 WEST BLT,86703,259.00
ARUP OSMOLALITY STOOL,84999,143.00
ARUP OVA & PARASITES,87177,192.00
"ARUP OXALATE, URINE",83945,113.00
ARUP OXCARBAZEPINE (TRILEPTAL) THERAPUTIC DRUG ANALYSIS,80183,233.00
ARUP PANCREATIC ELASTASE STOOL,83520,287.00
"ARUP PARIETAL CELL AB,IGG",83516,226.00
ARUP PARTIAL THROMBOPLASTIN,85730,122.00
ARUP PH STOOL,83986,57.00
ARUP PHENOTYPE DNA HIV W CULTURE,87903,2124.00
ARUP PHENOTYPE DNA HIV W CULTURE ADDITIONAL,87904,277.00
ARUP PHENYTOIN (DILANTIN) FREE THERAPUTIC DRUG ANALYSIS,80186,205.00
"ARUP Phenytoin, Total",80185,154.00
ARUP PHOSPHORUS URINE,84105,67.00
"ARUP PLATELET ANTIBODY, INDIRECT",86022,375.00
ARUP PLATELET ASSOC ANTIBODY ID,86023,335.00
ARUP PORPHOBLGN UR QUANT,84110,150.00
ARUP POTASSIUM STOOL,84999,110.00
ARUP PREGNENOLONE 17-OH,84143,139.00
ARUP PRIMIDONE THERAPUTIC DRUG ANALYSIS,80188,151.00
ARUP PROCALCITONIN,84145,275.00
ARUP PROGESTERONE,84144,253.00
ARUP PROINSULIN,84206,318.00
ARUP PROLACTIN,84146,398.00
"ARUP PROSTATE SPEC ANTIGEN (PSA),TOTAL",84153,249.00
ARUP PROSTATE SPECIFIC ANTIGEN FREE,84154,211.00
ARUP PROT ELECTROPHORESIS SERUM,84165,194.00
ARUP PROTEIN C ACTIVITY,85303,426.00
ARUP PROTEIN C ANTIGEN,85302,405.00
"ARUP PROTEIN ELECT, SERUM",84165,221.00
ARUP PROTEIN ELECTROPHORESIS SER,84160,52.00
ARUP PROTEIN S FREE,85306,363.00
ARUP PROTEIN S FUNCTIONAL,85306,363.00
ARUP PROTEIN S TOTAL,85305,405.00
ARUP PROTEIN TOTAL URINE,84156,213.00
ARUP PROTEIN TOTAL XCPT REFRACTOMETRY URINE,84156,100.00
"ARUP PROTEIN, TOTAL, CSF",84157,104.00
ARUP PROTEIN-QUANT,84156,100.00
ARUP PROTHROMBIN TIME,85610,86.00
ARUP PSA ULTRA SENSITIVE,84153,216.00
ARUP PTH RELATED PEPTIDE,82542,371.00
ARUP PYRUVATE KINASE,84220,189.00
ARUP QUINIDINE THERAPUTIC DRUG ANALYSIS,80194,103.00
ARUP RENIN,84244,281.00
ARUP RESP VIRUS RAPID CULT,87254,269.00
ARUP RESPIRATORY SYNCYTIAL VIRUS (RSV) ANTIGEN IMMUNOFLUORESCENT,87280,313.00
ARUP RMSF AB IGG,86757,104.00
ARUP RNP IGG,86235,221.00
ARUP RPR W/RFLX,86592,101.00
ARUP RUBELLA AB. IGM,86762,176.00
"ARUP RUBELOA AB,IGG",86765,161.00
"ARUP RUBELOA AB,IGM",86765,185.00
ARUP RUSSELL VIPER VENOM DILUTED,85613,175.00
ARUP SCREEN MATERNAL QUAD,81511,623.00
ARUP SEX HORMONE BINDING GLOBULIN,84270,255.00
ARUP SIROLIMUS (RAPAMYCIN) THERAPUTIC DRUG ANALYSIS,80195,308.00
ARUP SMITH IGG,86235,221.00
ARUP SMRNP IGG,86235,221.00
ARUP SOL TRANSFERRIN RECEP ASSAY,84238,365.00
ARUP SS-A IGG,86235,220.00
ARUP SS-B IGG,86235,220.00
ARUP SUGARS SINGLE QUALITATIVE EACH SPECIMEN,84376,93.00
ARUP T CELLS CD4 CD8 RATIO,86360,416.00
ARUP T CELLS TOTAL,86359,263.00
ARUP T VAGINALIS BY PCR-CRL,87661,380.00
ARUP T3 (TRIIODOTHYRONINE) REVERSE,84482,344.00
ARUP TACROLIMUS (FK506) THERAPUTIC DRUG ANALYSIS,80197,400.00
ARUP TESTOSTERONE FREE,84402,312.00
ARUP TETANUS ANTIBODY IGG,86317,190.00
ARUP THYROGLOBULIN,84432,101.00
ARUP THYROGLOBULIN ANTIBODY,86800,141.00
ARUP THYROID STIMULATING IMMUNOGLOBULINS,84445,546.00
ARUP THYROXINE BINDING GLOBULIN (TBG),84442,165.00
"ARUP TIS TRANSGLUTAMINASE AB,IGA",83516,221.00
"ARUP TIS TRANSGLUTAMINASE AB,IGG",83516,226.00
"ARUP TOXOPLASMA GONDII, PCR",87798,359.00
ARUP TRICHOMONAS VAGINALIS DIRECT,87660,130.00
"ARUP TRIIODOTHYRONINE, TOTAL",84480,256.00
ARUP TUBERCULOSIS ANTIGEN RESPONSE GAMMA INTERFERON,86480,416.00
ARUP VALIUM LEVEL (DIAZEPAM),80346,202.00
"ARUP Varicella Zoster Ab, IgG",86787,133.00
"ARUP VARICELLA ZOSTER AB,IGG",86787,133.00
ARUP VARICELLA ZOSTER ANTIBODY IGM,86787,133.00
"ARUP VDRL, CSF, QUAL",86592,169.00
ARUP VIRAL CULTURE NON-RESP,87252,313.00
ARUP VIRAL CULTURE RESPIRATORY,87252,324.00
ARUP VISCOSITY,85810,154.00
ARUP VITAMIN A,84590,165.00
ARUP VITAMIN B-1 (THIAMINE),84425,254.00
ARUP VITAMIN B-12 BINDING CAPACITY,82608,165.00
ARUP VITAMIN B-2 (RIBOFLAVIN),84252,265.00
ARUP VITAMIN B6 (PYRIDOXINE),84207,418.00
ARUP VITAMIN C (ASCORBIC ACID),82180,182.00
ARUP VITAMIN D (1 25 DIHYDROXY),82652,348.00
ARUP VITAMIN E (ALPHA-TOCOPHEROL),84446,203.00
ARUP WEST NILE AB CSF,86789,141.00
ARUP WEST NILE AB SER,86789,160.00
ARUP WESTERN BLOT HIV CONFIRM,86689,355.00
ARUP WNV AB IGM,86788,184.00
ARUP ZINC,84630,182.00
ARUP ZONISAMIDE (ZONEGRAN) THERAPUTIC DRUG ANALYSIS,80203,159.00
ARUP-A-2 MACROGLOBULIN,83883,119.00
ARUP-ALT,84460,100.00
ARUP-COENZYME Q10,82542,331.00
ARUP-COMPLEMENT COMP 4,86160,260.00
ARUP-CRYPTOCOCCUS ANTIGEN,87327,244.00
ARUP-DRG SCRN MULT CLASS,80307,342.00
ARUP-EBV AB CAPSID IGG,86665,147.00
ARUP-EBV CAP IGM,86665,147.00
"ARUP-EBV NUCLEAR AG,IGG",86664,146.00
"ARUP-ENCEPH AB,CALIF IGM SER",86651,92.00
"ARUP-ENCEPH AB,E EQUINE IGG SER",86652,93.00
"ARUP-ENCEPH AB,E EQUINE IGM SER",86652,84.00
"ARUP-ENCEPH AB,ST.LOUIS IGG SER",86653,94.00
"ARUP-ENCEPH AB,W EQUINE IGG SER",86654,90.00
"ARUP-ENCEPH AB,W EQUINE IGM SER",86654,90.00
"ARUP-FREE LIGHT CHAIN, SERUM",83883,92.00
ARUP-GGT,82977,118.00
ARUP-HEMOGLOBIN A1C,83036,170.00
ARUP-HIV COMBO AG/AB,87389,211.00
ARUP-HTLV WB INTERP,86689,355.00
ARUP-IGF 1 INSULIN GROWTH FAC 1,84305,250.00
ARUP-IL2 RECEPT (CD25),83520,252.00
ARUP-MARIJUANA CONF MEC,80349,232.00
ARUP-MATERNAL SCREEN INTEG 2,81511,623.00
"ARUP-MUMPS AB,IGG",86735,185.00
ARUP-OPIATES-CONFIRM/QUANT,80361,214.00
ARUP-RPR TITER,86593,136.00
"ARUP-RPR,SERUM",86592,90.00
ARUP-SMOOTH MUSCLE IGG TITER,86256,203.00
ARUP-SOL LIVER ANT ANTIBODY IGG,83516,198.00
ARUP-STONGYLOIDES ANTIBODY,86682,258.00
ARUP-TESTOSTERONE TOTAL,84403,283.00
ARUP-THYROID PEROXIDASE TPO AB,86376,182.00
ARUP-THYROID STIM HORMONE REC AB,83520,286.00
ARUP-TREPONEMA PALLIDUM ANTIBODY,86780,145.00
"ARUP-TRIGLYCERIDES,FLUID",84478,124.00
"ARUP-UREA NITROGEN,URINE 24HR",84540,67.00
ASPERGILLUS ANTIGEN INFECTIOUS AGENT IMMUNOASSAY TECHNIQUE,87305,341.00
ASPIRATION AND/OR INJECTION OF GANGLION CYST(S) ANY LOCATION,20612,335.00
ASPIRATION AND/OR INJECTION THYROID CYST,60300,994.00
ASPIRATION OF BLADDER WITH INSERTION OF SUPRAPUBIC CATHETER,51102,3126.00
ASPIRATION RELEASE OF VITREOUS SUBRETINAL OR CHOROIDAL FLUID,67015,6952.00
ASPIRATION/INJECTION OF RENAL CYST OR PELVIS BY NEEDLE PERCUTANEOUS,50390,2115.00
ASSAY C-D TRANSFER MEASURE,82373,364.00
ASSAY CHONDROITIN SULFATE,82485,170.00
ASSAY OF ANDROSTERONE,82160,206.00
ASSAY OF ANGIOTENSIN II,82163,169.00
ASSESSMENT LEUKOCYTE FECAL,89055,129.00
ASSESSMENT OF APHASIA WITH INTERPRETATION AND REPORT PER HOUR,96105,511.00
ASSISTIVE TECHNOLOGY ASSESS DIRECT CONTACT W/WRITTEN REPORT EA 15 MIN,97755,112.00
AST/SGOT,84450,121.00
ATHERECT CORONARY W/DRUG ELUT STENT W/PLASTY SGL,C9602,28608.00
ATHERECTOMY CORONARY SINGLE MAJOR CORONARY ARTERY OR BRANCH,92924,30420.00
ATHERECTOMY CORONARY W STENT EA ADD BRANCH OF A MAJOR CORONARY ARTERY,92934,24230.00
ATHERECTOMY CORONARY W STENT SINGLE MAJOR CORONARY ARTERY OR BRANCH,92933,24230.00
ATHERECTOMY EACH ADDITIONAL MAJOR CORONARY ARTERY,92925,30420.00
ATHLETIC TRAINING EVALUATION HIGH COMPLEXITY 45 MIN,97171,4009.00
ATHLETIC TRAINING EVALUATION LOW COMPLEXITY 15 MIN,97169,2702.00
ATHLETIC TRAINING EVALUATION MODERATE COMPLEXITY 30 MIN,97170,2490.00
ATOMIC ABSORPTION SPECTROSCOPY,82190,67.00
ATRIAL SEPTECTOMY/SEPTOSTOMY BLADE METHOD,92993,3963.00
ATRIAL SEPTECTOMY/SEPTOSTOMY TRANSVENOUS BALLOON,92992,3882.00
ATTENTION FUNCTIONAL LIMIT CURRENT STATUS AT THERAPY,G9165,0.01
ATTENTION FUNCTIONAL LIMIT DISCHARGE STATUS AT DISCHARGE,G9167,0.01
ATTENTION FUNCTIONAL LIMIT PROJ GOAL STATUS AT THERAPY/DISCHARGE,G9166,0.01
AUDITORY ANALYSIS COCHLEAR IMPLANT 7+YRS REPROGRAM,92604,562.00
AUDITORY EVOKED POTENTIALS RESP AUDMTRY/TEST CENT NERV SYSTEM COMPREHNSV,92585,1240.00
AUDITORY EVOKED POTENTIALS RESP AUDMTRY/TEST CENT NERV SYSTEM LTD,92586,563.00
AUDITORY REHABILITATION POSTLINGUAL HEARING LOSS,92633,758.00
AUDITORY REHABILITATION PRELINGUAL HEARING LOSS,92630,487.00
AUTOGRAFT SPLIT-THICK FACE SCALP NECK EAR ORBIT GENIT HAND FT ADDL 100CM,15121,2258.00
AUTOLOGOUS BLOOD PROCESSING,86890,278.00
AUTOPSY FORENSIC EXAMINATION,88040,945.00
AUTOPSY GROSS AND MICROSCOPIC INFANT WITH BRAIN,88028,475.00
AUTOPSY GROSS AND MICROSCOPIC STILLBORN OR NEWBORN WITH BRAIN,88029,287.00
AUTOPSY GROSS AND MICROSCOPIC WITH BRAIN,88025,173.00
AUTOPSY GROSS AND MICROSCOPIC WITH BRAIN AND SPINAL CORD,88027,163.00
AUTOPSY GROSS AND MICROSCOPIC WITHOUT CNS,88020,710.00
AUTOPSY GROSS EXAMINATION ONLY INFANT WITH BRAIN,88012,3170.00
AUTOPSY GROSS EXAMINATION ONLY MACERATED STILLBORN,88016,1983.00
AUTOPSY GROSS EXAMINATION ONLY STILLBORN OR NEWBORN WITH BRAIN,88014,1464.00
AUTOPSY GROSS EXAMINATION ONLY WITH BRAIN,88005,809.00
AUTOPSY GROSS EXAMINATION ONLY WITH BRAIN AND SPINAL CORD,88007,803.00
AUTOPSY GROSS ONLY WITHOUT CNS,88000,1464.00
AUTOPSY LIMITED GROSS AND/OR MICROSCOPIC REGIONAL,88036,809.00
AUTOPSY SINGLE ORGAN,88037,809.00
AVULSION OF NAIL PLATE PARTIAL OR COMPLETE SIMPLE EACH ADDITIONAL,11732,195.00
AVULSION OF NAIL PLATE PARTIAL OR COMPLETE SIMPLE SINGLE,11730,291.00
AZITHROMYCIN 200 MG/5 ML ORAL SUSPENSION,,33.31
B CELLS TOTAL COUNT,86355,551.00
BACT ID DNA/RNA AMPLIFIED PROBE EA ORGANSM,87150,295.00
BACT ID DNA/RNA SEQUENCING EA ISOLATE,87153,322.00
BALANCED SALT SOLUTION COMBINATION NO.2 INTRAOCULAR IRRIGATION,,19.25
BALLOON DILATION BILIARY DUCT(S) OR AMBULLA PERCUTANEOUS,47542,255.00
BALLOON DILATION URETERAL STRICTURE W/IMAGING GUIDANCE,50706,3801.00
BARBITURATES DEFINITIVE ASSAY,80345,203.00
BARTONELLA ANTIBODY (CAT SCRATCH),86611,125.00
BARTONELLA DNA QUANTITATIVE,87472,353.00
BARTONELLA NUCLEIC ACID PROBE AMPLIFIED,87471,495.00
BASIC METABOLIC PANEL,80048,298.00
BASIC METABOLIC PANEL ICA,80047,454.00
BASIC RADIATION DOSIMETRY CALCULATION,77300,333.00
BASIC VESTIBULAR EVALUATION W/SPONTANEOUS NYSTAGMUS TEST W/RECORDING,92540,679.00
BCR/ABL1 TA MAJOR BREAKPOINT QL/QN,81206,808.00
BCR/ABL1 TA MINOR BREAKPOINT QL/QN,81207,634.00
BEHAVIORAL AND QUALITATIVE ANALYSIS OF VOICE AND RESONANCE,92524,289.00
BENZODIAZEPINES =>13 DEFINITIVE ASSAY,80347,220.00
BENZODIAZEPINES 1-12 DEFINITIVE ASSAY,80346,193.00
BENZOIN (BULK) TOPICAL TINCTURE,,19.60
BETA 2 GLYCOPROTEIN I ANTIBODY,86146,184.00
B-HEXOSAMINIDASE,83080,139.00
BILE ACIDS,82239,259.00
BILE ACIDS CHOLYLGLYCINE,82240,219.00
BILIARY ENDOSCOPY PERCUTANEOUS VIA T-TUBE W/BIOPSY,47553,9633.00
BILIARY ENDOSCOPY PERCUTANEOUS VIA T-TUBE W/SPECIMEN(S) BY BRUSHING/WASH,47552,5325.00
BILIRUBIN DIRECT,82248,102.00
BILIRUBIN TOTAL,82247,105.00
BILIRUBIN TOTAL TRANSCUTANEOUS,88720,28.00
BINOCULAR MICROSCOPY,92504,117.00
BIOFEEDBACK TRAIN PERINL MUSCLES ANORCT/URETHRL SPHNCT W/EMG/MANOMET,90911,421.00
BIOFEEDBACK TRAIN W/O THERAPY,90901,421.00
BIOIMPEDANCE SPECTROSCOPY EXTRACELLULAR FLUID ANALYS LYMPH ASSESSMENT(S),93702,374.00
BIOIMPEDANCE-DERIVED PHYSIOLOGIC CARDIOVASCULAR ANALYSIS,93701,411.00
BIOPSY ABDOMINAL OR RETROPERITONEAL MASS PERCUTANEOUS NEEDLE,49180,2469.00
BIOPSY ANORECTAL WALL ANAL APPROACH,45100,4320.00
BIOPSY BONE TROCAR NEEDLE DEEP,20225,2107.00
BIOPSY BONE TROCAR NEEDLE SUPERFICIAL,20220,1360.00
BIOPSY BREAST PERCUTANEOUS 1ST LESION MRI,19085,2412.00
BIOPSY BREAST PERCUTANEOUS 1ST LESION STEREOTATIC,19081,2727.00
BIOPSY BREAST PERCUTANEOUS 1ST LESION ULTRASOUND,19083,2249.00
BIOPSY BREAST PERCUTANEOUS EACH ADDITIONAL LESION MRI,19086,1165.00
BIOPSY BREAST PERCUTANEOUS EACH ADDITIONAL LESION ULTRASOUND,19084,1437.00
BIOPSY EXTERNAL AUDITORY CANAL,69105,2669.00
BIOPSY EXTERNAL EAR,69100,1115.00
BIOPSY INTRANASAL,30100,1954.00
BIOPSY LUNG OR MEDIASTINUM PERCUTANEOUS NEEDLE,32405,1713.00
BIOPSY MUSCLE PERCUTANEOUS NEEDLE,20206,1884.00
BIOPSY MUSCLE TISSUE DEEP,20205,3247.00
BIOPSY NAIL UNIT SEPARATE PROCEDURE,11755,580.00
BIOPSY NEEDLE BREAST PERCUTANEOUS,19100,1739.00
BIOPSY OF CERVIX OR LOCAL EXCISION OF LESION,57500,2874.00
BIOPSY OF LIP,40490,692.00
BIOPSY OF LIVER NEEDLE PERCUTANEOUS,47000,2725.00
BIOPSY OF LIVER NEEDLE W/PROCEDURE,47001,1986.00
BIOPSY OF PALATE UVULA,42100,2453.00
BIOPSY OF PANCREAS PERCUTANEOUS NEEDLE,48102,2941.00
BIOPSY OF SALIVARY GLAND INCISIONAL,42405,5582.00
BIOPSY OF SALIVARY GLAND NEEDLE,42400,826.00
BIOPSY OF SPINAL CORD PERCUTANEOUS NEEDLE,62269,3083.00
BIOPSY OF TONGUE ANTERIOR TWO-THIRDS,41100,1813.00
BIOPSY OF VAGINAL MUCOSA SIMPLE,57100,784.00
BIOPSY OF VULVA OR PERINEUM 1 LESION,56605,1143.00
BIOPSY OR EXCISION OF LYMPH NODE(S) OPEN DEEP AXILLARY NODE(S),38525,7040.00
BIOPSY OR EXCISION OF LYMPH NODE(S) OPEN SUPERFICIAL,38500,6275.00
BIOPSY OROPHARYNX,42800,3179.00
BIOPSY PROSTATE NEEDLE OR PUNCH,55700,4013.00
BIOPSY SKIN SUBCUTANEOUS TISSUE AND/OR MUCOUS MEMBRANE EA ADD LESION,11101,245.00
BIOPSY SKIN SUBCUTANEOUS TISSUE AND/OR MUCOUS MEMBRANE SINGLE,11100,1398.00
BIOPSY SOFT TISSUE OF FOREARM AND/OR WRIST SUPERFICIAL,25065,3053.00
BIOPSY SOFT TISSUE OF LEG OR ANKLE AREA DEEP,27614,3130.00
BIOPSY SOFT TISSUE OF NECK OR THORAX,21550,2692.00
BIOPSY SOFT TISSUE OF UPPER ARM OR ELBOW AREA SUPERFICIAL,24065,4147.00
BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,60100,918.00
BIOPSY VESTIBULE OF MOUTH,40808,2438.00
BIOPSY VULVA/PERINEUM EACH SEPARATE ADDITIONAL LESION,56606,666.00
BIOPSY/EXCISION LYMPH NODE(S) BY NEEDLE SUPERFICIAL,38505,1850.00
BIOPSY/EXCISION LYMPH NODE(S) OPEN DEEP CERVICAL NODE(S),38510,7545.00
BIOTINIDASE,82261,426.00
BLADDER INSTILLATION OF ANTICARCINOGENIC AGENT,51720,587.00
BLADDER IRRIGATION SIMPLE LAVAGE AND/OR INSTILLATION,51700,318.00
BLASTOMYCES ANTIBODY,86612,117.00
BLD COUNT AUTO DIFF WBC,85004,50.00
BLD SMEAR W MANUAL WBC DIFF,85007,27.00
BLEPHAROPLASTY LOWER EYELID,15820,3695.00
BLEPHAROPLASTY LOWER EYELID WITH EXTENSIVE HERNIATED FAT PAD,15821,4310.00
BLEPHAROPLASTY UPPER EYELID,15822,2816.00
BLEPHAROPLASTY UPPER EYELID WITH EXCESSIVE SKIN WEIGHTING DOWN LID,15823,3522.00
BLEPHAROTOMY EYELID DRAINAGE OF ABSCESS,67700,295.00
BLOOD CULTURE,87040,211.00
BLOOD CULTURE - PEDIATRIC,87040,211.00
BLOOD FREEZE THAW AUTOLOGOUS,86932,190.00
BLOOD GAS O2 SAT ONLY,82810,160.00
BLOOD GAS PH,82800,282.00
BLOOD GAS PH PCO2 PO2,82803,286.00
BLOOD SMEAR PERIPHERAL INTERPRETATION BY PHYSICIAN WITH WRITTEN REPORT,85060,144.00
BLOOD SMEAR WO DIFF,85008,26.00
BLOOD TYPE EACH ADDL ANTIGEN,86911,366.00
BLOOD TYPING ABO,86900,76.00
BLOOD TYPING PATERNITY TEST,86910,137.00
BLOOD TYPING RBC ANTIGEN NON ABO/RH EA,86905,130.00
BLOOD TYPING RH (D),86901,75.00
BLOOD/BLOOD PRODUCTS VOLUME REDUCTION,86960,261.00
BLOOD-DERIVED HEMATOPOIETIC PROGENITR CELL HARV TRNSPLNT/COLLECT ALLOGEN,38205,5862.00
BLOOD-DERIVED HEMATOPOIETIC PROGENITR CELL HARV TRNSPLNT/COLLECT AUTOLOG,38206,6310.00
BONE DENSITY AXIAL DUAL-ENERGY X-RAY ABSORPTIOMETRY FRACTURE ASSESS,77085,497.00
BONE DENSITY DUAL-ENERGY X-RAY ABSORPTIOMETRY (DXA),77081,475.00
BONE DENSITY DUAL-ENERGY X-RAY ABSORPTIOMETRY (DXA) AXIAL,77080,854.00
BONE MARROW SMEAR INTERPRETATION,85097,435.00
BORDETELLA PERTUS ANTIBODY IGG,86615,480.00
BORRELIA ANTIBODY,86619,110.00
BORRLIEA BURGDORFERI (LYME) NUCLEIC ACID PROBE AMPLIFIED,87476,540.00
BRACHYTHERAPY ISODOSE PLAN COMPLEX W/BASIC DOSIMETRY CALCULATION(S),77318,1250.00
BRACHYTHERAPY ISODOSE PLAN INTERMEDIATE W/BASIC DOSIMETRY CALCULATION(S),77317,1646.00
