PROCEDURE,DESCRIPTION,CPT CODE, CHARGE ,REV CODE
LAB8216,T4,84436,37,300
LAB8629,T4-FREE,84439,49,300
LAB8750,TSH,84443,86,300
LAB84445,THYROIDStimulatingIMMglobulin,84445,283,300
LAB8137,VITAMIN E,84446,79,300
LAB8265,AST (SGOT),84450,28,300
LAB8270,ALT (SGPT),84460,29,300
LAB8631,TRANSFERRIN,84466,71,300
LAB8255,TRIGLYCERIDE,84478,40,300
LAB8719,LIPID ELEC-TRIG,84478,40,300
LAB8217,T3 UPTAKE,84479,35,300
LAB8307,T3-TOT,84480,78,300
LAB8641,T3 BY ICMA,84480,99,300
LAB9035,T3 BY ICMA-TBG CORRECTED,84480,99,300
LAB8308,T3-FREE,84481,94,300
LAB8309,REVERSE T3,84482,88,300
LAB8628,TROPONIN,84484,54,300
LAB9143,I STAT TROPONIN,84484,68,300
LAB8175,BUN,84520,22,300
LAB8047,UREA NITROGEN-UR,84540,26,300
LAB8285,URIC ACID-BLOOD,84550,25,300
LAB8306,URIC ACID-UR-RND,84560,26,300
LAB8286,URIC ACID-OTHER,84560,33,300
LAB8048,UROBILINOGEN UR QNT,84578,23,300
LAB8052,VMA UR QNT,84585,86,300
LAB8340,VASOACTIVE INTEST POLYPEPT,84586,197,300
LAB8322,ARGININE VASOPRESSIN HORMO,84588,236,300
LAB8136,VITAMIN A,84590,65,300
LAB8254,VOLATILES,84600,112,300
LAB9043,METHYL ALCOHOL,84600,112,300
LAB8621,ZINC,84630,62,300
LAB8842,ZINC-URINE-QUANT,84630,79,300
LAB8324,C-PEPTIDE,84681,115,300
LAB8028,BETA HCG QUANT-SERUM,84702,83,300
LAB8859,BETA HCG QUANT (TUMOR MARKER),84702,83,300
LAB9155,LHCG,84702,102,300
LAB8829,BETA HCG-QUAL SERUM,84703,42,300
LAB8376,POTASSIUM-STL,84999,92,300
LAB8070,BLEEDING TIME,85002,25,300
LAB9071,BLOOD SMEAR EXAMINE,85008,19,300
LAB8803,DIFFERENTIAL-MANUAL-BUFFY COAT,85009,20,300
LAB8207,HCT-SPUN,85013,16,300
LAB8025,HCT,85014,12,300
LAB8010,HEMOGLOBIN,85018,12,300
LAB8630,CBC WITH AUTO DIFF,85025,43,300
LAB8994,HEMOGRAM,85027,34,300
LAB8809,WBC-MANUAL CELL COUNT,85032,30,300
LAB9072,MANUAL CELLL COUNT-ERYTHROCYTE,85032,30,300
LAB9073,MANUAL CELLL COUNT-LENKOCYTE,85032,30,300
LAB9074,PLATELET-MANUAL CELL COUNT,85032,30,300
LAB8806,RBC-AUTOMATED,85041,21,300
LAB8045,RETICULOCYTE COUNT-MANUAL,85044,24,300
LAB85046,RETICULOCYTE COUNT AUTOMATED,85046,31,300
LAB8006,WBC-AUTOMATED,85048,18,300
LAB8008,PLATELET-AUTOMATED,85049,24,300
LAB8715,IMPRESSION-PTH DIFF,85060,135,300
LAB8267,FACTOR II,85210,90,300
LAB8268,FACTOR V,85220,98,300
LAB8269,FACTOR VII,85230,125,300
LAB8256,FACTOR VIII -COAGULANT ACT,85240,73,300
LAB8257,von WILLIBRAND FACTOR ACTI,85245,160,300
LAB8258,von WILLEBRAND FACTOR AG,85246,160,300
LAB9119,FACTOR IX,85250,133,300
LAB8273,FACTOR X,85260,125,300
LAB8274,FACTOR XI,85270,125,300
LAB8276,FACTOR XII,85280,135,300
LAB8277,FACTOR XIII,85291,62,300
LAB8282,ANTITHROMBINIIIactivity(HYPERC,85300,83,300
LAB8283,ANTITHROMBINIIIantigen(HYPERC),85301,75,300
LAB8284,PROTEIN C AG,85302,84,300
LAB8287,PROTEIN C-ACTIVITY (HYPERC),85303,96,300
LAB8129,PROTEIN S-TOT,85305,81,300
LAB8130,PROTEIN S-FREE,85306,107,300
LAB8289,PROTEIN S-ACTIVITY-(HYPERC),85306,107,300
LAB8288,ACTIVATED PROTC RESIST(HYPERC),85307,107,300
LAB8271,FACTOR VIII INHIBITOR-QNT,85335,90,300
LAB8709,D-DIMER-QUAL OR SEMI-QUANT,85378,50,300
LAB8993,D-DIMER-QUANT,85379,56,300
LAB8077,FIBRINOGEN,85384,59,300
LAB8192,HAM'S ACID HEMOLYSIN,85475,62,300
LAB8278,LOW MOLEC WT HERARIN-ANTI,85520,91,300
LAB8279,HEPARIN ASSAY,85520,91,300
LAB8208,LEUKOCYTE ALKALINE PHOSPHA,85540,60,300
LAB8238,RBC OSMOTIC FRAGILITY,85557,93,300
LAB8233,PLATELET FUNCTION SCREEN,85576,150,300
LAB8281,HEPARIN INDUCED THROMBOPEN,85576,150,300
LAB8687,PRO TIME (HYPERC),85610,22,300
LAB8721,LUPUS ANTICOAGULANT-PROTIME,85610,22,300
LAB9126,PROTHROMBIN.ISTAT.(INR),85610,22,300
LAB8060,PROTHROMBIN.(PROTIME),85610,25,300
LAB8240,DILUTE RUSSELL VIPER VENOM,85613,39,300
LAB8724,LUPUS ANTICOAGULANT-DRVVT,85613,49,300
LAB8035,SED RATE (ESR),85651,19,300
LAB85652,SED RATE (ESR) RBC AUTOMATED,85652,15,300
LAB8266,SICKLE TEST,85660,38,300
LAB8247,THROMBIN TIME,85670,40,300
LAB8689,THROMBIN TIME (REFLEX)(HYPERC),85670,40,300
LAB8723,LUPUS ANTICOAGULANT-THROM TIM,85670,40,300
LAB8065,APTT,85730,39,300
LAB8688,PTT (HYPERC),85730,42,300
LAB8722,LUPUS ANTICOAGULANT-PTT,85730,42,300
LAB81193,PTT MIXING STUDY,85732,45,300
LAB8356,VISCOSITY,85810,81,300
LAB8553,TYPHOID O,86000,45,300
LAB8554,TYPHOID H,86000,45,300
LAB8556,PARATYPHOID A,86000,45,300
LAB8557,PARATYPHOID B,86000,45,300
LAB8558,BRUCELLA,86000,45,300
LAB8559,PROTEUS OX19,86000,45,300
LAB8561,PROTEUS OX2,86000,45,300
LAB8562,PROTEUS OXK,86000,45,300
LAB86003,ALLERGEN IGE,86003,23,300
LAB8903,CO-ANA TITER,86038,54,300
LAB8600,ANA,86038,55,300
LAB86038,ANTINUCLEAR ANTIBODIES,86038,55,300
LAB8107,ANTINUCLEAR FA AB TITER,86038,69,300
LAB8616,ASO TITER,86060,41,300
LAB8686,CRP,86140,28,300
LAB8199,CRP-HIGH SENSITIVITY,86141,69,300
LAB8691,CRP-HIGH SENSITIVITY,86141,90,300
LAB86146,BETA 2 GLYCOPROTEIN-IGG,86146,141,300
LAB86146A,BETA 2 GLYCOPROTEIN-IGM,86146,141,300
LAB8071,CARDIOLIPIN AB-IGG,86147,177,300
LAB8072,CARDIOLIPIN AB-IGM,86147,177,300
LAB8949,CARDIOLIPIN AB-IGA,86147,177,300
LAB8105,COLD AGG TITER,86157,45,300
LAB8113,C3,86160,67,300
LAB8114,C4,86160,67,300
LAB8389,COMPLEMENT C2,86160,84,300
LAB8393,C1 EST INHIB-QNT,86160,84,300
LAB8392,C1 EST INHIB (FUNCT/ID),86161,84,300
LAB8391,COMPLEMENT-TOT (CH50),86162,141,300
LAB86200,CYCLIC CITRUL PEPTIDE AB,86200,72,300
LAB8110,DNA DOUBLE STRANDED IGG,86225,76,300
LAB86225A,DNA DOUBLE STRANDED IGG-a,86225,76,300
LAB86225B,dsDNA.CRITH.IFA.IGG,86225,76,300
LAB8059,RNP,86235,100,300
LAB8061,SMITH AB,86235,100,300
LAB8108,SS-A (RO),86235,100,300
LAB8109,SS-B (LA),86235,100,300
LAB8111,SCLERODERMA AB,86235,100,300
LAB8378,Jo1 AUTO AB-IgG,86235,100,300
LAB8882,RIBOSOMAL P,86235,100,300
LAB8883,CHROMATIN,86235,100,300
LAB8884,SMRNP,86235,100,300
LAB8383,MITOCHONDRIAL AB,86255,60,300
LAB8056,ANCA-TOT,86255,67,300
LAB8388,SMOOTH MUSCLE AB,86255,67,300
LAB86255,CYTOPLASMIC NEUTROPHIL ABserum,86255,67,300
LAB86255B,C-ANCA,86255,67,300
LAB86255C,PHOSPHOLIPASE.A2Recptor.IFA.S,86255,67,300
LAB8387,RETICULIN AB-TOT,86255,84,300
LAB9054,EUDOMYSIAL AB-IgG,86255,360,300
LAB86256B,P-ANCA,86256,67,300
LAB86256C,PHOSPHOLIPASE.A2RecptorELISA.S,86256,67,300
LAB8384,MYOCARDIAL AB,86256,84,300
LAB8386,PARIETAL CELL AB,86256,84,300
LAB9113,ENDOMYSIAL AB TITER-IGA,86256,84,300
LAB8702,CA 27-29,86300,116,300
LAB8344,CA 15-3,86300,145,300
LAB8700,CA 19-9,86301,116,300
LAB8876,CA-125,86304,116,300
LAB8085,MONOSPOT,86308,28,300
LAB86039,ANTINUCLEAR AntibodiesANAtiter,86309,62,300
LAB86316,IMMUNOASSAY TUMOR OTHER,86316,165,300
LAB8178,TETANUS AB,86317,56,300
LAB8734,PNEUMOCOCCAL TYPE 1 - IGG,86317,56,300
LAB8737,PNEUMOCOCCAL TYPE 3 - IGG,86317,56,300
LAB8738,PNEUMOCOCCAL TYPE 4 - IGG,86317,56,300
LAB8739,PNEUMOCOCCAL TYPE 5 - IGG,86317,56,300
LAB8741,PNEUMOCOCCAL TYPE 6B - IGG,86317,56,300
LAB8742,PNEUMOCOCCAL TYPE 7F - IGG,86317,56,300
LAB8743,PNEUMOCOCCAL TYPE 8 - IGG,86317,56,300
LAB8744,PNEUMOCOCCAL TYPE 9N - IGG,86317,56,300
LAB8746,PNEUMOCOCCAL TYPE 9V - IGG,86317,56,300
LAB8747,PNEUMOCOCCAL TYPE 12F - IGG,86317,56,300
LAB8748,PNEUMOCOCCAL TYPE 14 - IGG,86317,56,300
LAB8749,PNEUMOCOCCAL TYPE 18C - IGG,86317,56,300
LAB8752,PNEUMOCOCCAL TYPE 19F - IGG,86317,56,300
LAB8753,PNEUMOCOCCAL TYPE 23F - IGG,86317,56,300
LAB8713,C1Q BINDING ASSAY,86332,169,300
LAB8714,RAJI CELL,86332,169,300
LAB8695,IMMUNOFIXATION-SERUM,86334,124,300
LAB8701,IMMUNOFIXATION-URINE,86335,163,300
LAB8758,PRS4-INHIBIN A,86336,83,300
LAB8259,INTRINSIC FACT BLK AB,86340,83,300
LAB86341,ISLET CELL ANTIBODY,86341,109,300
LAB9004,T&B SUB-CD19,86355,263,300
LAB9005,T&B SUB-CD 3,86359,263,300
LAB8196,HELPER SUPPRESSOR,86360,261,300
LAB9003,T&B SUB-ABS-CD4/CD8,86360,327,300
LAB8148,CD4,86361,149,300
LAB8134,THYROID PEROXIDASE AB,86376,80,300
LAB8249,ANTIBODY THYROID-MICROSOMAL,86376,80,300
LAB8382,MICROSOMAL AB-LIVER & KID,86376,81,300
LAB8080,RA TEST,86430,31,300
LAB8081,RA TITER,86431,40,300
LAB8865,QUANTI FERON-TB GOLD TEST,86480,208,300
LAB86480,QUANTI FERON-TB GOLD PLUS.B,86480,345,300
LAB8090,RPR,86592,24,300
LAB8368,VDRL-CSF,86592,30,300
LAB86593,RPR TITER,86593,24,300
LAB8564,ADENOVIRUS AB,86603,90,300
LAB9012,ADENOVIRUS AB IgG,86603,90,300
LAB9013,ADENOVIRUS AB  IgM,86603,90,300
LAB8594,ASPERGILLUS AB (D),86606,88,300
LAB8062,BLASTOMYCES AB BY CF,86612,88,300
LAB8063,BLASTOMYCES AB (ID),86612,88,300
LAB8211,B BURGDORFERIIGG-WB-IgG,86617,108,300
LAB8212,B BURGDORFERIIGM-WB-IGM,86617,108,300
LAB8904,B BURGDORFERI AB-IgG & Igm,86618,95,300
LAB8144,BORRELIA HERMSII-IGG,86619,93,300
LAB8146,BORRELIA HERMSII-IGM,86619,93,300
LAB8158,COCCIDIOIDES AB BY CF,86635,59,300
LAB8159,COCCIDIOIDES AB BY ID,86635,59,300
LAB8152,COCCIDIOIDES AB-CSF BY ID,86635,74,300
LAB8153,COCCIDIOIDES AB-CSF BY CF,86635,74,300
LAB8154,COCCIDIOIDES AB-IGG-CSF,86635,74,300
LAB8157,COCCIDIOIDES AB-IGM-CSF,86635,74,300
LAB8161,COCCIDIOIDES AB-IGG,86635,74,300
LAB8162,COCCIDIOIDES AB-IGM,86635,74,300
LAB8022,CYTOMEGALOVIRUS AB IGM,86645,63,300
LAB8177,DIPTHERIA AB,86648,101,300
LAB8164,COXSACKIE B VIRUS TYPE 1,86658,91,300
LAB8167,COXSACKIE B VIRUS TYPE 2,86658,91,300
LAB8169,COXSACKIE B VIRUS TYPE 3,86658,91,300
LAB8171,COXSACKIE B VIRUS TYPE 4,86658,91,300
LAB8172,COXSACKIE B VIRUS TYPE 5,86658,91,300
LAB8173,COXSACKIE B VIRUS TYPE 6,86658,91,300
LAB8183,EBV EARLY ANTIGEN AB,86663,91,300
LAB8179,EBV NUCLEAR AB,86664,85,300
LAB8181,EBV CAPSID AB-IGG,86665,98,300
LAB8182,EBV CAPSID AB-IGM,86665,98,300
LAB8552,HELICOBACTER PYLORI AB-IG,86677,80,300
LAB8885,HELICOBACTER ANTIBODY,86677,80,300
LAB9120,HPYM HePYLORi-AB IGM,86677,80,300
LAB8946,HTLV-I/II,86689,107,300
LAB8099,HIV-1 CONFIRMATION,86689,135,300
LAB8947,HTLV-I/II-WESTERN BLOT,86689,135,300
LAB9041,HIV-1 WESTERN BLOT,86689,255,300
LAB8586,HEPATITIS DELTA AB,86692,89,300
LAB8093,HSV AB  IGM,86694,54,300
LAB8091,HSV 1 AB IGG,86695,34,300
LAB8092,HSV 2 AB  IGG,86696,108,300
LAB8096,HISTOPLASMOSIS AB - 1,86698,69,300
LAB8834,HISTOPLASMOSIS AB - 2,86698,69,300
LAB8836,HISTOPLASMOSIS AB - 3,86698,69,300
LAB8097,HISTOPLASMA MYCLE AB CF,86698,87,300
LAB8098,HISTOPLASMA  YEAST AB  CF,86698,87,300
LAB9132,HIV-1.ANTIBODY,86701,49,300
LAB9133,HIV-2.ANTIBODY,86702,68,300
LAB8796,HIV I/II,86703,76,300
LAB8576,HEPATITIS B CORE AB-TOT,86704,67,300
LAB8577,HEPATITIS B CORE AB-IGM,86705,66,300
LAB8707,HEP B SURFACE AB,86706,60,300
LAB8089,HEPATITIS Be AB,86707,64,300
LAB8086,HEPATITIS A VIRUS  TOT,86708,69,300
LAB8084,HEPATITIS A DIAGNOSTIC PAN,86708,86,300
LAB8574,HEPATITIS A AB-IGM,86709,62,300
LAB86709,HEPATITIS A IgM ANTIBODY,86709,63,300
LAB8567,INFLUENZAE A VIRUS AB,86710,69,300
LAB8568,INFLUENZAE B VIRUS AB,86710,69,300
LAB8569,INFLUENZAE B AB-IGG,86710,69,300
LAB8601,LEGION PNEU AB-IGG-IGM-IGA,86713,61,300
LAB8563,LEPTOSPIRA AB,86720,61,300
LAB9052,MUMPS VIRUS AB-IgG,86735,73,300
LAB8219,MYCOPLASMA PNEUMONIAE AB-IGG,86738,73,300
LAB8221,MYCOPLASMA PNEUMONIAE AB-IGM,86738,73,300
LAB8123,PARVOVIRUS B19 AB-IGG,86747,83,300
LAB8124,PARVOVIRUS B19 AB-IGM,86747,83,300
LAB8598,AMEBIASIS (E.HISTOLYTICA),86753,86,300
LAB8591,RESP SYNCYTIAL VIRUS AB,86756,90,300
LAB8239,ROCKY MT SPOT FEVER-IGG,86757,108,300
LAB8824,ROCKY MTN SPOTTED FEVER-IGM,86757,108,300
LAB8119,RUBELLA  IgG,86762,55,300
LAB8075,RUBELLA-EMPLOYEE,86762,68,300
LAB8095,RUBELLA,86762,68,300
LAB8251,RUBELLA AB-IGM,86762,68,300
LAB8572,RUBEOLA (MEASLES) AB-IGG,86765,72,300
LAB8832,RUBEOLA (MEASLES) AB-IgM,86765,90,300
LAB8253,TOXOPLASMA GONDII AB-IGG,86777,54,300
LAB8250,TOXOPLASMA GONDII AB-IGM,86778,59,300
LAB8908,TREPONEMAL ENZYME IMMUNOASSAY,86780,73,300
LAB86780A,SYPHILLIS IgG ANTIBODY,86780,74,300
LAB86780B,SYPHILLIS AB BY TP-PA,86780,74,300
LAB8573,VARICELLA ZOSTER AB-IGG,86787,72,300
LAB9058,VARICELLA ZOSTER AB IgM,86787,90,300
LAB8116,PARAINFLUENZA VIRUS 1 AB,86790,72,300
LAB8117,PARAINFLUENZA VIRUS 2 AB,86790,72,300
LAB8118,PARAINFLUENZA VIRUS 3 AB,86790,72,300
LAB8133,THYROGLOBULIN AB,86800,111,300
LAB8677,HEPATITIS C AB,86803,79,300
LAB8581,HCV CONFIRMATION,86804,108,300
LAB8810,HLA B27,86812,144,300
LAB8843,COOMBS-INDIRECT-ALB,86850,105,300
LAB8844,COOMBS-INDIRECT-AHG,86850,105,300
LAB9017,ANTIBODY SCREEN-IgG GEL,86850,105,300
LAB8390,COOMBS-DIRECT,86880,45,300
LAB8906,RED BLODD CELLS-AUTOLOGOUS,86890,201,300
LAB8385,ABO,86900,57,300
LAB8380,RH,86901,57,300
LAB8401,CROSSMATCH-INCUBATION,86921,105,300
LAB8402,CROSSMATCH-ANTIGLOBULIN,86922,145,300
LAB9016,CROSSMATCH-IgG GEL,86922,145,300
LAB8913,MALARIA EVAL.SPECIMEN CONF.,87015,36,300
LAB8937,CULTURE-CONCERTRATION,87015,36,300
LAB8987,CONCENTRATION,87015,46,300
LAB9135,Confcentration4InfectiousAgent,87015,50,300
LAB8455,CULTURE-BLOOD WITH PRESUMP-ID,87040,57,300
LAB8120,CULTURE-STOOL,87045,52,300
LAB8121,CULTURE-STOOL-CAMPYLOBACT,87046,52,300
LAB8122,CULTURE-E COLI 0157:H7,87046,52,300
LAB8793,CULTURE-YERSINIA SCREEN,87046,66,300
LAB8125,CULTURE-THROAT/NASAL-PRESUMP,87070,48,300
LAB8160,CULTURE-PRESUMP-ID-MISC,87070,48,300
LAB8457,CULTURE-EAR/EYE W/PRESUMP ID,87070,48,300
LAB8486,CULTURE-GENITAL-PRESUMP ID,87070,48,300
LAB8868,CULTURE-WOUND-W/PRESUMP-ID,87070,48,300
LAB8475,CULTURE-SPUTUM W/PRESUMP-ID,87070,60,300
LAB8470,CULTURE-AN02 WITH PRESUM-ID,87075,66,300
LAB8474,CULTURE-AN02-DEFINITIVE ID,87076,45,300
LAB8156,CULTURE-DEFINITIVE-ID-NON UA,87077,45,300
LAB9069,ORGANISM IDENTIFICATION,87077,56,300
LAB9070,ORGANISM IDandSUCEPTIBILITY,87077,56,300
LAB8450,CULTURE-BETA STREP,87081,27,300
LAB9085,CULTURE-MRSA SCREEN,87081,27,300
LAB8948,CULTURE-BORDETELLA-PERTUSSIS,87081,34,300
LAB8165,CULTURE-UA,87086,44,300
LAB8155,CULTURE-DEFINITIVE-ID-UA,87088,44,300
LAB8168,CULTURE-UA-ID-PRESUMPTIVE,87088,56,300
LAB8788,CULTURE-FUNG HAIR SKIN NAILS,87101,54,300
LAB8789,CULTURE-FUNG NO SMEAR,87102,52,300
LAB8811,FUNGUS-ISOLATION,87102,52,300
LAB8790,CULTURE-FUNG BLOOD,87103,63,300
LAB8850,CULTURE-CHLAMYDIAE,87110,136,300
LAB8500,AFB,87116,75,300
LAB8851,FLUORESCENT STAIN,87140,29,300
LAB9160,MECA,87150,150,300
LAB9159,STAPH ID,87150,450,300
LAB8794,PINWORM PREP,87172,30,300
LAB8791,O & P,87177,49,300
LAB8735,O & P NOT INC.TRICHROME,87177,62,300
LAB8490,SENSITIVITY,87184,38,300
LAB8166,BETA LACTAMASE,87185,26,300
LAB8886,ESBL CONFIRMATORY TEST,87185,26,300
LAB87186,MIC.(MinimunInhibitingConcent),87186,48,300
LAB8480,GRAMSTAIN ONLY,87205,23,300
LAB9034,YEAST SCREEN-FUNGUS SMEAR,87205,30,300
LAB8503,AFB STAIN,87206,37,300
LAB9033,FUNGUS SMEAR,87206,37,300
LAB8912,MALARIA EVALUATION.SMEAR,87207,33,300
LAB8795,BLOOD SMEAR FOR PARASITES,87207,42,300
LAB8902,BORRELIA SMEAR,87207,42,300
LAB8848,O & P TRICHROME-STAIN,87209,100,300
LAB8495,WET MOUNT,87210,23,300
LAB8955,KOH PREP,87220,23,300
LAB8889,CLOSTRIDIUM DIFICILE,87230,81,300
LAB9048,ClostridiumDifficleCytotoxinAB,87230,81,300
LAB8984,CULTURE-VIRAL-DFA CULTURE,87252,88,300
LAB8797,HERPES SIMPLEX VIRAL SCREEN,87252,111,300
LAB9139,VIRUS.INOCULATION.TISSUE,87252,182,300
LAB9140,VIRUS.INOCULATION.SHELL,87254,110,300
LAB8985,CULTURE-VIRAL-DFA-SHELL VIAL,87254,136,300
LAB8856,BORDETELLA PERTUSSIS SCREEN,87265,81,300
LAB9136,VARICEILA ZOSTER VIRUS,87290,78,300
LAB8986,CULTURE-VIRAL-DFA-ANTIGEN IF,87300,81,300
LAB9137,HERPES SIMPLEX DFA,87300,85,300
LAB8852,CHLAMYDIAE Ag BY EIA,87320,81,300
LAB9088,CLOSTRIDIUM DIFFICILE ANTIGEN,87324,64,300
LAB85997,CRYPTOCOCCUS AG-CSF,87327,81,300
LAB8942,CRYPTOSPORIDIUM ANTIGEN,87328,64,300
LAB8100,GIARDIA ANTIGEN,87329,64,300
LAB8995,HELICOBAC PYLORI ANTIGEN-STOOL,87338,80,300
LAB8088,HEP B SURF AG CONF,87340,57,300
LAB8706,HEPATITIS B SURFACE AG,87340,57,300
LAB87340,HEPATITIS B SURFACE AG IA,87340,58,300
LAB87341,HEPATITIS B SURFACE AG NEUTRAL,87341,58,300
LAB8578,HEPATITIS Be AG,87350,80,300
LAB9130,HIV-12P,87389,133,300
LAB8588,HIV P24 AG,87390,123,300
LAB87391,HIV P24 AB,87391,98,300
LAB8592,RESP SYNCYTIAL VIRUS AG,87420,64,300
LAB8593,ROTAVIRUS AG,87425,81,300
LAB8935,SHIGA TOXIN 1,87427,64,300
LAB8936,SHIGA TOXIN 2,87427,64,300
CSV001502,STREP A TEST-RAID,87430,12.5,300
LAB8980,STREP ANTIGEN-GROUP A,87430,64,300
LAB9089,C DIFF TOXIN and/or B TOXIN,87449,64,300
LAB8698,CHLAMYDIA BY DNA,87490,140,300
LAB9127,C-DIFF.AMPLIFIED.PROBE,87493,194,300
LAB8023,CYTOMEGALOVIRUS  PCR,87496,244,300
LAB8887,CYTOMEGALOVIRUS-PCR-QUANT,87497,238,300
LAB9051,ENTEROVIRUS DETECTIONbyPT-PCR,87498,244,300
LAB9142,INFLUENZA DNA AMP PROBE,87502,250,300
LAB87505.1,CAMPYLOBACTER BY PCR,87505,56.25,300
LAB87505.2,SALMONELLA BY PCR,87505,56.25,300
LAB87505.3,SHICA LIKE TOXIN ECOLI,87505,56.25,300
LAB87505.4,SHIGELLA BY PCR,87505,56.25,300
LAB87506,ECOLI 0157 BY PCR,87506,375,300
LAB8950,HEPATITIS B VIRUS-DNA-QNT-PCR,87517,238,300
LAB8198,HEPATITIS C RNA-PCR-QLT,87521,244,300
LAB8582,HCV RNA PCR QLT,87521,244,300
LAB8583,HCV RNA PCR QNT,87522,239,300
LAB87529B,HSV-1&2-BLOOD,87529,194,300
LAB9078,HSVRTD-HSV-2-DecByPCR,87529,194,300
LAB87529A,HSV-2-DecByPCR,87529,195,300
LAB9077,HSV-1-DecByPCR,87529,195,300
LAB8587,HIV-1 RNA QNT BY dDNA,87536,592,300
LAB8696,GC BY DNA PROBE,87590,140,300
LAB87624,HPV HIGH-RISK TYPES,87624,192,300
LAB9141,STREP A DNA AMP PROBE,87651,194,300
LAB87661,TRICHOMONAS VAGINALIS AMPLIF,87661,193,300
LAB87798C,AMPLIFIED PROBE TECHNeaORG1-21,87798,24,300
LAB9049,EBV BY PCR,87798,194,300
LAB9147,GBSTEC,87798,194,300
LAB9149,E.COLI.O157:H7,87798,194,300
LAB9067,BK VIRUS-DNA-QUANT VARACOR,87799,238,300
LAB9068,BK VIRUS-PCR-VIRACOR-URINE,87799,238,300
LAB9045,BK VIRUS BY PCR QUANT,87799,298,300
LAB9001,INFLUENZA - A ANTIGEN,87804,64,300
LAB9002,INFLUENZA - B ANTIGEN,87804,64,300
LAB8668,INFLUENZA A AG,87804,81,300
LAB8669,INFLUENZA B AG,87804,81,300
EMD5600,STREP ANTIGEN,87880,15.85,300
LAB8584,HCV RNA GENOTYP BY PCR,87902,774,300
LAB88142,CYTOPATH C/V THIN LAYER,88142,112,300
LAB88175,CYTOPATCH C/V AUTO FLUID REDO,88175,144,300
LAB8768,FLOW CYTOMETRY-1st MARKER,88184,137,300
LAB8769,FLOW CYTOMETRY-2nd MARKER,88185,74,300
LAB8770,FLOW CYTOMETRY-3rd MARKER,88185,74,300
LAB8771,FLOW CYTOMETRY-4th MARKER,88185,74,300
LAB8736,O & P STAIN,88313,137,300
LAB8765,SOURCE STAINS,88319,137,300
LAB8766,COMBINED ESTERASE STAIN,88319,137,300
LAB8555,CELL CNT.-CSF & BODY FLUIDS,89050,26,300
LAB8560,DIFF-CSF & OTHER BODY FLUID,89051,30,300
LAB8013,CRYSTAL-FLD,89060,40,300
LAB8371,FECAL FAT-QLT,89125,24,300
LAB8055,E.O.S. SMEAR,89190,33,300
LAB8293,EOSINOPHILS-UR,89190,33,300
LAB8375,STOOL WEIGHT,89240,74,300
LAB8590,SEMEN EXAM-COMP,89320,64,300
LAB8585,SEMEN SCREEN,89321,64,300
LAB8565,HANDLING FEE #1,99001,15,300
OCH1410,DRUG&ALCOHOLscrnRADMON NON DOT,99001,25,300
OCH1655,COLLECTION ONLY - DOT,99001,25,300
OCH1760,MRO MANAGEMENT FEE,99001,25,300
LAB9148,HANDLING FEE.SPECIAL.2,99001,31,300
LAB9999,LAB HOLD,99999, -   ,300
LAB8009,DIFFERENTIAL-MANUAL,, -   ,300
LAB8866,MISC LAB TEST #8,, VARIED ,300
LAB8867,MISC LAB TEST #7,, VARIED ,300
LAB8869,MISC LAB TEST #6,, VARIED ,300
LAB8871,MISC LAB TEST #2,, VARIED ,300
LAB8872,MISC LAB TEST #3,, VARIED ,300
LAB8873,MISC LAB TEST #4,, VARIED ,300
LAB8874,MISC LAB TEST #5,, VARIED ,300
LAB8988,HIV-1 CONFIRMATION NO CHARGE,, -   ,300
LAB9161,ALDOSTERONE.RENIN.RATIO.CALCUL,, -   ,300
LAB9168,RESP PANELwithMYCOPLASMA,, -   ,300
LAB9097,OXYCODONE SCREEN POSITIVE #1,,9,300
OCH5525,OCH-DOT COLLECTION ONLY,,25.5,300
OCH5535,OCH-NON DOT-COLLECTION ONLY,,25.5,300
EMD4080,COLLECTION ONLY-DOT,,27.05,300
LAB8996,WELLNESS SCREEN-MTN WEST BANK,,42.35,300
LAB9122,HepatitisC.Virus(HCV)SCREENING,,79,300
LAB9020,WELLNESS SCREEN-BORDER PATROL,,102.55,300
LAB9114,FECAL OCCULT BLD(FIT)MDCR SCRN,,111,300
LABG0124,CYTOPATHc/vThinLayerScrnMDCR,,112,300
LAB9128,AMIODARONE-Medicare,,136,300
LABG0123,CYTOpatchCVAutoFludRedoScrnMcr,,144,300
LABG0475,HIV SCREENING (Medicare),,174,300
LABG0476,HPV HIGH-RISK TYPES ScrnMDCR,,192,300
LAB8982,GLUCOSE 2HR PP,82947,22,301
LAB9152,TESTOSTERONE.free.by.LCMS,84402,130,301
LAB9153,TESTOSTERONE.total,84403,130,301
LAB9123,CBC WITH MANUAL DIFF,85027,33,301
LAB87486,CHLAMYDOPHILA PNEUMONIAE,87486,60,306
LAB8511,CHLAMYDIA BY LCR,87491,195,306
LAB87507,GI PANEL,87507,500,306
LAB9032,HIV-1 ULTRASENS VIRAL LOAD,87536,473,306
LAB87581,MYCOPLASMA PNEUMONIAE,87581,60,306
LAB8512,GC BY LCR,87591,195,306
LAB87631,RESPIRATORY VIRUS 3-5 TARGETS,87631,220,306
LAB87798,BORDETELLA PERTUSSISbiof,87798,60,306
LAB87798.1,BORDETELLA PERTUSIS.PCRgb,87798,195,306
