Russellville Hospital,,
Standard Charges,,
,,
SVCCD,LONGDESC,Price
111738,ESTROPIPATE 0.625MG T,$12.00 
111757,FOLIC ACID 1MG T,$4.50 
111759,LEVOTHYROX 0.05MG T,$5.50 
111761,LEVOTHYROX 0.100MG T,$5.50 
111767,MEDROXYPR 10MG T,$10.00 
111768,MEDROXYPR 2.5MG T,$10.00 
111769,MEGESTR AC 40MG T,$12.00 
111771,METHIMA 10MG T,$9.00 
111776,MVI LIQ 5ML OL,$0.50 
111781,MVI MIN FE PRENATAL T,$3.00 
111782,NIACIN 100MG T,$0.50 
111783,NIACIN 250MG SRC,$4.50 
111787,OSMOLITE 240ML,$2.00 
111792,POT CL 20% 15ML OL,$4.50 
111794,POT CL EFF 25MEQ T,$12.00 
111795,POTASSIUM CHL 10EMEQ/100ML,$56.00 
111801,PROPYLTHIOUR 50MG,$4.50 
111803,POT CL 8MEQ T,$12.00 
111816,THIAMINE 100MG T,$0.50 
111818,THYROID 30MG T,$5.50 
111819,THYROID 60MG T,$10.50 
111836,VIT D 50000 UNITS C,$20.00 
111839,VIT E 400 UNITS C,$0.50 
111843,GLYBURIDE 2.5MG T,$5.50 
111846,GLYBURIDE 5MG T,$5.50 
111853,GLIPIZIDE 5MG T,$5.50 
111861,TRINSICON C,$5.50 
111864,GEVRABON 15ML,$0.50 
111871,PULMOCARE 240ML,$2.00 
111874,POT CL 20MEQ SRT,$12.00 
111879,ESTRADIOL TDP 0.1MG,$45.00 
111882,JEVITY 240ML,$4.50 
111884,MAG CL EL 64MG SRT,$0.50 
111887,LEVOTHYROX 0.112MG T,$5.50 
111889,GLUCERNA 240ML,$2.00 
111892,SUPLENA 240ML,$4.50 
111897,OCUVITE T,$0.50 
111898,DESMOPRES 0.1% NAS,$289.50 
111901,CALCIUM ACE 667MG T,$3.50 
111906,LEVOTHYROX 0.088MG T,$5.50 
111908,PHYTONADIOONE 5MG T,$25.50 
111912,WARFARIN SOD 10MG T,$12.00 
111914,WARFARIN SOD 2.5MG T,$12.00 
111916,WARFARIN SOD 2MG T,$12.00 
111917,WARFARIN SOD 5MG T,$12.00 
111918,WARFARIN SOD 7.5MG T,$12.00 
111926,VERAPAMIL 240MG SRT,$4.50 
111927,LABETALOL 100MG T,$4.50 
111928,ALBUTEROL 4MG SRT,$7.50 
111932,ALBUTEROL 0.083 3ML,$13.00 
111933,LABETALOL 200MG T,$14.50 
111938,DIPHENHYRD 12.5\5 5ML,$1.00 
111941,BROMPHEN PSE C,$11.50 
111942,PENTOXIFY 400MG SRT,$5.50 
111943,NTG 0.1MG\HR TDP,$11.00 
111959,ACEBUTOLOL 200MG C,$5.50 
111964,CLONIDINE TTS-1 TDP,$50.00 
111966,CLONIDINE TTS-2 TDP,$92.50 
111967,CLONIDINE TTS-3 TDP,$127.50 
111969,ALBUTEROL 2MG\5ML OL,$4.50 
111971,AMIODARONE 200MG T,$11.00 
111972,FLECAINIDE 100MG T,$7.50 
111976,ENALAPRIL 5MG T,$5.50 
111977,ENALAPRIL 10MG T,$5.50 
111988,GUAIFEN 600MG SRT,$8.50 
111992,NTG 0.3MG\HR TDP,$11.00 
111993,BISOPRO\HCTZ 5\6.25,$7.50 
111996,GUANFACINE 1MG T,$7.50 
111999,PROPRAN 60MG SRC,$26.50 
112002,TERAZOSIN 1G T,$5.50 
112004,TERAZOSIN 5MG T,$7.50 
112006,LISINOPRIL 5MG T,$11.50 
112007,LISINOPRIL 10MG T,$11.50 
112011,TRIAM\HCTZ 37.5\25,$12.00 
112013,GEMFIBROZIL 600MG T,$7.50 
112014,DILTIAZEM 60MG SRC,$5.50 
112018,DILTIAZEM 120MG SRC,$5.50 
112024,NIMODIPINE 30MG C,$16.00 
112026,NIFEDIPINE 30MG SRT,$7.50 
112031,VERAPAMIL 180 SRT,$4.50 
112032,METRONID V GEL 0.75,$76.50 
112034,WARFARIN SOD 1MG T,$12.00 
112037,DILTIAZEM 240 SRC,$5.50 
112041,DILTIAZEM 300MG SRC,$7.50 
112042,TICLOPIDINE 250MG T,$12.00 
112051,WARFARIN SOD 4MG T,$12.00 
112054,TORSEMIDE 20MG T,$4.50 
112055,PIN-X 50MG/ML 30ML BOTTLE,$28.00 
112056,A & D OINT 45GM,$4.50 
112057,ACETAZOLAM 250MG T,$11.00 
112062,MIOCHOL E 1:100 OS 2,$200.00 
112067,TINC BENZ SPRAY APP,$12.00 
112068,EUCERIN CR 120GM,$2.00 
112069,NICOTINE 21MG TDP,$3.50 
112073,ATROP OS 1% 2ML,$36.00 
112074,NICOTINE 7MG TDP,$3.50 
112076,NICOTINE 14MG TDP,$3.50 
112081,BETHANECHOL 25MG T,$5.50 
112086,BSS OS 15ML,$41.50 
112089,CALAMINE LOT 120ML,$2.00 
112091,CAMPHOR MEN OI 45G,$20.00 
112096,ANTI BENZ OXY OT 15ML,$53.00 
112106,CYCLOPEN OS 1% 2ML,$59.50 
112109,CYCLOPEN OS 2% 2ML,$111.00 
112111,CYPROHEPTADINE 4MG T,$4.50 
112122,DIPHENHDR CS 12.5\5ML,$3.00 
112123,DIPHENDYR 25MG C,$0.50 
112126,DIPHENHYDR CR 1% 15GM,$21.00 
112142,FLUORESC STRIP EA,$16.50 
112143,LAMISIL TERBINAF 1% 15GM CR,$20.00 
112151,LUBRIDERM 120ML LOT,$4.50 
112157,FLAVOXATE 100MG T,$4.50 
112173,HALLS COUGH DR RL,$0.50 
112179,PHENYLEPH NSS 0.5 30ML,$4.50 
112182,PHENYLEPH NSS 1% 30ML,$9.50 
112183,PHENYLEPH10% 5ML OS,$28.00 
112189,PILOCARP OS 1% 15ML,$28.00 
112191,PILOCARP OS 2% 15ML,$28.00 
112192,PILOCARP OS 4% 15ML,$28.00 
112199,PROMETH 25MG T,$12.00 
112201,PYRIDOSTIG 180MG,$24.50 
112202,PYRIDOSTIG BR 60MG,$11.00 
112207,SILVER NIT STK APP,$12.00 
112219,TEARS NAT 15ML OS,$4.50 
112222,TETRAHYD 0.05 15ML OS,$3.50 
112223,TIMOLOL OS 0.25% 5ML,$28.00 
112226,TIMOLOL 0.5% 5ML OS,$28.00 
112229,TRYP BALS CAS TS 56GM,$53.50 
112234,ZINC OXIDE 30GM CR,$12.00 
112242,NICOTINE 2MG GUM EA,$0.50 
112247,ISMN 30MG T,$12.00 
112251,DIVALPROEX 500 TBEC,$12.00 
112256,PROPOXY HCL 65MG C,$12.00 
112262,VALPROATE 250\5 5ML,$5.50 
112264,SOD POLYSTRENE 15GM\60ML,$7.50 
112266,MIN OIL ENEMA 120ML,$15.00 
112267,PIROXICAM 10MG C,$9.00 
112268,LAMOTRIGINE 25MG T,$7.50 
112269,LEVOFLOX 250MG T,$41.00 
112271,LEVOFLOX 500MG T,$41.00 
112273,PENTOSAN PSS 100MG,$15.00 
112278,TIZANIDINE 4MG T,$7.50 
112279,CARVEDILOL 3.125MG T,$7.50 
112283,METHADONE 5MG T,$14.50 
112284,METHADONE 10MG T,$14.00 
112289,SERTRALINE 100MG T,$12.00 
112294,ALB/IPRATR 14.7G AERO,$10.50 
112297,BUPROPR 150MG SRT,$5.50 
112299,LEVOTHYROX 0.125MG T,$5.50 
112304,TAMSULOS 0.4MG SRC,$10.00 
112306,VENLAFAXINE 37.5 SRT,$7.50 
112308,VALACYCLOV 500MG T,$23.00 
112318,ZING SULF 220MG C,$10.00 
112321,IRBESARTAN 50MG T,$14.50 
112329,LAMIVUDINE 150MG T,$15.00 
112332,BUPROPR 100MG SRT,$5.50 
112338,OXYCODONE 10MG SRT,$25.50 
112342,AZELASTINE NAS 34G,$253.50 
112352,ONDANSETRON 4MG T,$15.00 
112357,PRAMIPEX 0.25MG T,$7.50 
112358,PRAMIPEX 1MG T,$7.50 
112363,,$11.00 
112366,BRIMONID 0.2% OS 5ML,$120.00 
112368,BRINZOLAM 1% OS 10ML,$124.50 
112369,CLOPIDOGREL 75MG T,$20.00 
112373,QUETIAPINE 100MG T,$20.00 
112376,ROPINIROLE 0.25MG T,$7.00 
112377,ROPINIROLE 1MG T,$8.50 
112383,METFORMIN 850MG T,$7.50 
112387,REPAGLINIDE 0.5MG T,$5.50 
112388,ESTRADIOL 0.05 TP7D,$25.50 
112392,MOMETAS CR 0.1% 15GM,$61.50 
112397,TOLTERODINE 2MG T,$12.00 
112399,HCOD IBUPR 200\\7.5,$14.50 
112402,CITALOPRAM 20MG T,$11.00 
112407,PILOCARP OS 3% 15ML,$10.50 
112413,GLUCOSE 40% 15G GEL,$24.50 
112419,NEO\POLY DEX 3.5GM OO,$52.50 
112422,MIDAZOL 2MG\ML 1ML OL,$41.00 
112424,BISOPR\HCTZ 2.5\6.25,$7.50 
112426,QUININE SULF 325MG T,$13.00 
112432,DORZOL\TIMOL 2\0.5 OS,$124.50 
112444,CELECOXIB 100MG C,$12.00 
112446,MIDODRINE 5MG T,$10.00 
112454,TRANDOLAPR 4MG T,$4.50 
112456,MISOPROS 100 MCG T,$4.50 
112459,SCOPOL 1.5MG TDP,$28.00 
112461,BISOPR\HCTZ 10\6.25 T,$7.50 
112463,RALOXIFENE HCI 60MG T,$11.00 
112466,OLOPATAD 0.1% 5ML OS,$163.00 
112467,CANDESAR 16MG T,$7.50 
112472,REPAGLINIDE 1MG T,$20.00 
112473,FEXOFENAD 60MG T,$7.50 
112482,ROSIGLIT MAL 4MG T,$14.50 
112489,MAGIC MOUTHWASH,$29.00 
112517,RISPERIDO 0.25MG T,$10.00 
112518,MELOXICAM 7.5MG T,$10.00 
112521,PIOGLITAZONE 15MG T,$16.00 
112523,LEVALBUT 0.63\3ML AE,$10.50 
112528,AMILORIDE 5MG T,$4.50 
112532,TACROLIMUS 1MG C,$15.00 
112536,FENOFIBRATE TRICOR 200MG TABLET,$10.50 
112537,OXYBUTYNIN 5MG SRT,$14.50 
112541,CILOSTAZOL 100MG T,$11.00 
112542,COLESTIPOL 1GM T,$4.00 
112546,DIPYR\ASA 25/200 SRC,$17.00 
112547,,$59.00 
112551,OXYCODONE IR 5MG C,$12.00 
112552,VENLAFAX 75MG SRT,$14.50 
112554,CARVEDILOL 6.25MG T,$7.50 
112566,FOLTX TAB 1EA,$3.00 
112584,PERINDOPRIL 4MG T,$7.50 
112587,MYCOPHEN 250MG T,$15.00 
112592,MODAFINIL 100MG T,$18.50 
112597,ZANAMIVIR 5MG AER,$140.50 
112599,OSELTAMIR PHOS 75MG,$42.00 
112603,ANASTROZOLE 1MG T,$25.50 
112604,CEFDINIR 300MG T,$17.50 
112608,OMEGA-3 ACID ETHYL,$0.50 
112614,CIPROFLOX 0.3% 10ML OS,$161.50 
112619,RIVASTIGMINE 1.5MG C,$10.00 
112621,ENTACAPONE 200MG T,$17.50 
112626,LINEZOLID 600MG T,$186.50 
112632,BUDESON .5MG\2 RSP,$36.00 
112633,LEVOTHYROX 0.075MG T,$5.50 
112637,TOPIRAMATE 25MG T,$1.00 
112638,LOTEPREDNOL 0.5% 5ML OL,$4.50 
112639,GALANTAMINE 4MG T,$10.50 
112644,OFLOX 0.3% OTIC 5ML,$161.50 
112647,EPROSART MES 600MG T,$20.00 
112649,MONTELUK 5MG CHEW T,$12.00 
112659,PROTRIPTYLINE 10MG T,$22.00 
112662,ZIPRASIDONE 20MG C,$14.50 
112664,ZIPRASIDONE 40MG C,$14.50 
112666,ZIPRASIDONE 60MG C,$18.00 
112668,CARBAMAZ 100MG SRT,$5.50 
112671,PROPAFENONE 150MG T,$7.50 
112672,LOSARTAN K 50MG T,$7.00 
112678,TERCONAZOLE VS 80MG,$24.50 
112681,TERCONAZ VCR 45GM,$144.00 
112682,TOBRA DEX OO 3.5GM,$97.50 
112683,FLUCONAZ 100MG T,$31.00 
112688,TRAMADOL 50MG T,$11.50 
112689,METFORMIN 500MG T,$5.50 
112693,DONEPEZIL 5MG T,$20.00 
112698,MESALAMINE 250 SRC,$8.50 
112707,TRIMETH 10ML OS,$23.00 
112711,ALENDRONATE 10MG T,$11.00 
112713,MIRTAZAPINE 15MG T,$10.00 
112714,GLIMEPIRIDE 2MG T,$4.50 
112716,GLIMEPIRIDE 4MG T,$4.50 
112718,CETIRIZINE 10MG T,$3.50 
112719,IPRATROP BR NS 0.06,$84.00 
112723,SUMATRIPTAN 25MG T,$15.00 
112726,METRONID 0.75% T GEL,$76.50 
112727,OLANZAPINE 5MG TAB,$35.50 
112729,BICALUTAMIDE 50MG T,$45.00 
112733,OLANZAPINE 10MG TAB,$34.00 
112734,MOEXIPRIL 7.5MG T,$5.50 
112739,ZAFIRLUCAST 20MG T,$7.50 
112742,TERBINAFINE 250MG T,$28.00 
112747,FLUCON 10\ML 35ML,$5.50 
112749,DORZOLAMID 2% OS 5ML,$154.50 
112753,BISOPROLOL 5MG T,$10.00 
112757,LATANOPROST OF 2.5ML,$213.00 
112766,LANSOPRAZOLE 30 SRC,$15.00 
112768,COLLOIDAL OATMEAL,$1.00 
112771,MONTELUKAST 10MG T,$14.50 
112779,METOPROLOL 25MG T,$5.50 
112784,AMOXIL PED 50ML/MG,$4.50 
112793,NATEGLINIDE 120MG T,$5.50 
112797,ANALGESIC BALM 15-15,$4.50 
112799,DOXAZOSIN 2MG T,$5.50 
112802,CARBAMIDE PEROX 6.5%,$3.50 
112807,HYDROCORT 10MG T,$23.00 
112808,PANCRELIPASE C,$5.50 
112809,DEXAMETH 0.5MG ELIX,$12.00 
112816,FLURAZEPAM HCL 15MG,$14.50 
112817,GLIPIZIDE 10MG T,$5.50 
112818,GLIPIZIDE XL 10MG TAB,$7.00 
112824,HCOD APAP 5 500MG T,$12.00 
112827,HYZAAR 50 12.5MG T,$7.50 
112828,LEVETIRACET 500MG T,$7.50 
112829,LACTASE ENZ 3000U T,$0.50 
112831,LEVOTHYROX 0.025MG T,$5.50 
112833,METOCLOP HCL 5MG T,$12.00 
112837,PSYLLIUM PACK,$2.00 
112842,PREDNISONE 5MG(0.2),$4.50 
112844,LISINOPRIL 20MG T,$12.00 
112847,PANTOPRAZOLE 40MG T,$15.00 
112851,THEOPH 300MG TRC,$5.50 
112852,LEVOTHYROX 0.15MG T,$5.50 
112857,METOPROL XL 50MG T,$10.50 
112861,SIMVASTATIN 20MG T,$14.50 
112872,SARNA 7.5OZ LOTION,$10.50 
112873,ZINC OXIDE 40%,$2.00 
112877,CLOTRIMAZOLE 1% CR45,$8.50 
112879,PROPOX\APAP 100\650 T,$12.00 
112881,,$7.50 
112884,ENOXAPARIN10MG (6) J,$44.00 
112888,OXYCODONE 20MG SRT,$25.50 
112891,ROPINIROLE 0.5MG T,$4.50 
112894,LACRILUBE 3.5GM OI,$12.00 
112896,CARB METH OS 0.5%,$4.50 
112907,METFORMIN 500MG XR T,$5.50 
112911,FAMOTIDINE 40MG T,$2.50 
112919,ENTEX PSE T,$10.50 
112937,SIMVASTATIN 40MG T,$14.50 
112938,COLESEVEL HCL 625MG T,$5.50 
112939,ALENDRONATE 70MG T,$46.00 
112944,THEOPH 200MG TRC,$5.50 
112946,CEPHALEX 250\5 100ML,$14.50 
112951,AMLODIPINE 2.5MG T,$5.50 
112954,ESTROG EST 1.25MG T,$8.50 
112964,MOXIFLOX 400MG T,$48.50 
112968,METOPROL XL 25MG T,$10.50 
112983,PEG 3350 17GM POWDER,$2.00 
112993,APAP/COD 5ML,$14.50 
113003,FEXOFEN 180MG T,$7.50 
113004,ALPRAZOLAM 1MG T,$21.00 
113012,AMANTAD 10MG OL,$20.00 
113013,ZOLPIDEM TAR 10MG T,$15.00 
113021,OXCARBEZEP 150MG T,$9.50 
113032,AMOX/CLAV 40MG SUS,$10.50 
113037,ARTIFICIAL TEARS,$7.50 
113041,ASPERCREME 10%,$3.50 
113043,ASPIRIN EC 81MG T,$0.50 
113046,ATENOLOL 100MG TABLET,$5.00 
113047,ATORVAST 20MG T,$25.50 
113057,AMOX/CLAV 875 MG T,$14.50 
113067,MUPIROCIN 22GM OI,$69.50 
113068,MENTHYL SAL\MENTHOL,$8.50 
113076,BETAXOLOL 10MG T,$12.00 
113083,SOD\CIT 30CC OL,$7.50 
113096,CARMEX OINT,$1.00 
113099,CEFPROZIL 250MG,$4.00 
113109,CEPACOL LOZ EACH,$0.50 
113121,CHARCOAL 260MG C,$3.00 
113123,CHLORASEPTIC SPRAY,$3.50 
113126,CHLORPHEN 4MG T,$0.50 
113128,CHOLESTYRAM 4MG POW,$12.00 
113133,CLARITIN-D 120\5 T,$4.50 
113147,NEO BAC PMX HC 15GM O,$193.50 
113172,BROMPHEN EX T,$7.50 
113179,DONEPEZIL HCL 10MG T,$20.00 
113188,ENALAPRIL 2.5MG T,$5.50 
113194,ESTR CONJ 0.9MG T,$12.00 
113196,ETODOLAC 400MG T,$12.00 
113202,FENTANYL TD 100MCG\HR,$133.00 
113217,CALC POLY 625MG T,$0.50 
113236,GENTAM .3% OS 15ML,$45.00 
113251,HOMATROPINE 2% OS,$61.50 
113261,HYDROCORT 1% CR\OI,$4.50 
113267,HYDROCHLORO 25MG T,$4.00 
113269,HYDROXYZINE 10MG T,$8.50 
113318,MEGESTROL 20MG T,$12.00 
113326,METRONID 500MG T,$17.50 
113334,CLARITIN D-24 T,$4.50 
113344,NADOLOL 20MG T,$12.00 
113352,ESOMEPRAZOLE 40MG T,$15.00 
113367,NORVASC 5MG T,$5.50 
113377,BROMOCRIPT 2.5MG C,$20.00 
113389,PHENOBARB 60MG T,$12.00 
113396,PONTOCAINE 2% SOLN,$28.00 
113399,PRAVASTATIN 20MG T,$14.50 
113421,RANITIDINE 15MG OL,$12.00 
113431,QUETIAPINE 25MG T,$16.50 
113453,NACL 1GM T,$4.50 
113463,SUMATRIP 50MG T,$72.00 
113473,TETRACYCLINE 500MG CAP,$5.50 
113476,CLORAZ\DIK 3.75MG T,$9.00 
113484,TRAZODONE 100MG T,$4.50 
113492,EPINEPH 2.25% SOOL,$7.50 
113498,VENLAFAX 75MG T,$12.50 
113536,BIMATOPROST .03% OS,$173.50 
113537,METHIMA 5MG T,$5.50 
113541,MEDROXYPR 5MG T,$10.00 
113548,TRANDO\VERAP 4\240 T,$11.50 
113553,ATORVAST 40MG T,$4.50 
113554,EST\PROG T (ACTIVELLA),$189.50 
113559,GI COCKTAIL,$17.50 
113564,BENZTROP MES 0.5MG T,$5.50 
113568,THROBMIN 20000UNITS SPR,$936.50 
113572,VANCOMYCIN 250MG/10ML SUSPENSION,$20.00 
113583,POT GLUC 595MG,$4.50 
113586,GENTIAN VIOLET SWAB,$3.50 
113589,DOXAZOSIN 4MG T,$5.50 
113607,POLY VI DROPS,$10.50 
113609,TOPIRAMATE 100MG T,$15.00 
113612,VIT A 8000 UNITS,$0.50 
113617,MONTELUK 4MG T,$12.00 
113618,LAMICTAL 100MG T,$28.00 
113621,TRANDOLAPR 2MG T,$11.50 
113633,SEVELAMER 800MG T,$14.50 
113634,ZOLMITRIPTAN 5MG T,$158.00 
113638,DICLOXACILN 250MG C,$3.50 
113643,RID SPRAY,$12.50 
113644,RID SHAMPOO,$11.50 
113649,GABAPENTIN 600MG T,$4.50 
113651,CETIRIZINE 1MG\ML,$7.50 
113654,LANOLIN OI .25OZ,$10.50 
113658,RIZATRIPTAN 10MG T,$51.50 
113662,CARBAMAZ 200MG SRT,$5.50 
113673,LIBRAX 2.5-5MG C,$4.00 
113688,ESTR\METH 0.625-1.25 T,$5.50 
113689,ESTR\METH 1.25-2.5 T,$4.50 
113691,FE SUL EC 325MG T,$0.50 
113692,FE SUL SA 160MG T,$0.50 
113693,GUAIFEN 200MG SRT,$5.50 
113696,HETASTARCH 500ML,$243.50 
113699,HYCODAN SYRUP 5ML OL,$10.00 
113701,ISONIAZID 100MG T,$12.00 
113708,METHOTREX 2.5MG T,$11.00 
113709,METHERGINE .2MG T,$8.50 
113718,,$12.00 
113721,BACITRACIN 0.9GM PKT,$4.50 
113736,PAROXETINE 10MG T,$14.50 
113741,ETODOLAC  500MG T,$9.00 
113746,FLECAINIDE 50MG T,$7.50 
113756,HCOD APAP 10\650MG T,$12.00 
113763,DICLOFEN 1% 2.5ML OS,$75.50 
113772,ZIDOVUDINE 300MG T,$15.00 
113791,LEFLUNOMIDE 20MG T,$26.50 
113796,WARFARIN 3MG T,$12.00 
113797,WARFARIN 6MG T,$12.00 
113811,ANAGRELIDE HCL 0.5MG C,$4.50 
113817,IMODIUM 2MG/10ML,$4.50 
113827,TRAVAPROST 2.5ML OS,$154.50 
113831,ETH EST\NORGES 30\.4 T,$9.00 
113841,ESTR CONJ VAG CR 1.5,$680.00 
113854,AMLODIPINE 10MG T,$5.50 
113856,METOPROL 100MG XR T,$10.50 
113863,MVI T,$0.50 
113864,ENALAPRIL 20MG T,$5.50 
113869,HCOD APAP ELIX 15MG,$27.50 
113878,OXYCODONE 5MG T,$14.50 
113883,LIDODERM 4% PATCH,$10.00 
113888,NATEGLINIDE 60MG T,$10.50 
113893,CARBAMAZ 300MG XRC,$9.50 
113899,INDAPAMIDE 1.25MG T,$3.50 
113903,FER SU 15MG\.6ML 50ML,$26.50 
113906,BROMPH PEP 5ML,$1.00 
113907,FLUPHENAZINE 10MG T,$7.50 
113911,ERYTH 0.5% OO 1GM,$20.00 
113917,SEVELAMER 400MG T,$4.50 
113923,GAVISON 5ML,$5.50 
113933,DRONABINOL 2.5MG C,$14.50 
113949,PRAVASTATIN 40MG T,$14.50 
113961,DOFETILIDE 125MCG T,$15.00 
113968,NEOSPORIN PLUS 15GM,$4.50 
113976,PEG\ELECTR 4000ML,$25.50 
113984,VIT B COMPLEX W\C T,$0.50 
113986,CARBAMAZ 100 MG T,$5.50 
113991,VERAPAMIL 40MG T,$4.50 
114004,BAC POLY B OPHTHALMIC OINT,$53.50 
114006,ETHYL CHL SPY 3.5OZ,$15.00 
114021,PROMETH COD 5ML OL,$12.00 
114033,SORBITOL SOL 70% 30ML,$4.50 
114037,TORSEMIDE 100MG TABLET,$4.50 
114049,HYDROCORT ENEMA 100MG,$28.00 
114059,DIPHENHYDR CR 2%,$7.00 
114068,EYE STREAM 4 OZ,$15.00 
114071,MEPROBAMATE 200MG T,$21.00 
114078,BISMUTH SUBS T,$0.50 
114082,RESINOL 15GM OI,$7.00 
114083,NEFAZOD 150MG T,$4.50 
114084,NEFAZOD 200MG T,$4.50 
114088,FLEXTRA DS 500\50MG T,$4.50 
114094,CARDEC DM DPS 1ML,$4.50 
114097,CARDEX S 4\60\5ML,$3.50 
114098,NA CL .65% ND,$3.50 
114107,BENZO 20% GEL,$7.00 
114116,PROGESTERONE 100MG CAP,$11.00 
114122,BENAZEPRIL 20MG T,$5.50 
114123,CYANCOBAL 100MCG T,$0.50 
114129,EXEMESTANE 25MG T,$29.00 
114134,DIVALPROEX ER 500MG,$9.50 
114136,DIVALPRO SPRNKL 125M,$12.00 
114146,QUETIAPINE 200MG T,$20.00 
114149,RONDEC DROPS 1ML OL,$4.50 
114171,TRIAMCIN 0.1% 80GM,$38.50 
114177,CALCIUM CARB 500MG T,$0.50 
114203,NEO BAC PMX OI PACT,$0.50 
114206,VIT D 5000 UNITS,$4.50 
114208,LIOTHYRONINE 5MCG T,$11.50 
114211,TIAGABINE 4MG T,$20.00 
114221,LEVETIRACETAM 250MG T,$7.50 
114229,KETOTIFEN 0.25% OS 5ML,$71.00 
114246,CO ENZYYME Q10 30MG C,$1.50 
114253,ACIDOPHILUS T,$9.50 
114254,,$3.00 
114263,CHLOROPHYL 100MG T,$0.50 
114264,TELMISARTAN 80MG T,$12.00 
114283,DAKINS SOL .5% 480ML,$11.00 
114293,LETROZOLE 2.5MG T,$11.50 
114297,MELATONIN 3MG T,$7.00 
114304,GLIPIZIDE XL 2.5MG T,$4.50 
114306,SALSALATE 500MG T,$10.50 
114307,VENALFAX 150MG SRC,$16.00 
114308,TRIAMCIN AER 10GM,$154.50 
114319,FLUCONAZ 40MG\ML OL,$95.50 
114322,ZONISAMIDE 100MG C,$23.00 
114327,OXCARBAZEP 300MG T,$7.50 
114354,AMOX\CLAV 600 SUSP,$14.50 
114356,PAROXETIN 12.5MG CR,$14.50 
114379,SERTRALINE 25MG T,$5.50 
114391,FEXOFENADINE 30MG T,$7.50 
114403,,$35.50 
114404,OLMESARTAN 20MG T,$7.00 
114405,VELTASSA 8.4G PACKET,$140.50 
114409,RISEDRONATE 35MG T,$2.00 
114421,CARDEX DM SYRP 5ML,$10.00 
114424,CARBAMAZ 100/5 5ML,$4.50 
114437,ESCITALOPRAM 10MG T,$10.00 
114447,ORPHEN ER 100MG T,$10.00 
114451,BENEFIBER PCKT,$0.50 
114452,MOEXIPRIL 15MG T,$9.00 
114488,ASA/APAP/CAFF C,$0.50 
114499,PIMOZIDE 1MG T,$7.00 
114501,BOUDREAX PASTE 4OZ,$12.50 
114504,AMOX\KCLAV XR 1000MG T,$15.00 
114508,TELMISARTAN 40MG T,$12.00 
114513,TAMIFLU 12MG\ML OL,$24.50 
114514,PIMECROLIMUS 1% CR,$65.00 
114516,,$31.50 
114537,ESCITALOPRAM 20MG T,$10.00 
114547,MORPHINE IR 15MG T,$13.00 
114556,AMYL NITRATE 0.3ML,$11.00 
114566,DANAZOL 100MG C,$16.50 
114568,DILTIAZEM 180MG SRC,$4.50 
114582,HEMOCYTE PLUS T,$7.00 
114592,BENZOCAINE GEL 7.5%,$7.00 
114595,NEW SKIN SPRAY,$4.50 
114597,CAFFEINE 200MG T,$0.50 
114607,ACET 650MG/20.3 SUSP,$1.00 
114608,ACET/COD ELIX 12.5ML,$3.50 
114626,BUDESONIDE 3MG C,$21.00 
114629,PROMETH DM 5ML,$3.00 
114653,DEXTROMETH HBR 5ML,$11.00 
114673,EZETIMIBE 10MG T,$10.00 
114681,A & D OINT 5GM U/D,$2.00 
114692,POT CL 10% 20MEQ 30ML OL,$12.00 
114708,AZITHRO 200/5 30ML,$14.50 
114737,DIVALPRO ER 250MG T,$9.50 
114740,HYDROXYCHLOR 200MG T,$7.50 
114741,TROLAM SAL 10% 60GM,$7.00 
114748,PROVATE ROOM DETOX,"$2,083.00 "
114749,SEMI PRIVATE ROOM DETOX,"$2,083.00 "
114753,K PHOS 500 T,$20.00 
114757,IPRATROPIUM BR 0.2%,$10.50 
114764,DYCLONINE 2MG LOZ 18,$0.50 
114771,DIMETAPP DN ELIX 5ML OL,$0.50 
114793,LACTOBAC ACIDOPHIL C,$4.50 
114795,PRAMOX HC 1% 30GM CR,$92.50 
114796,NYSTATIN 15GM OI,$25.50 
114797,OXYBUTYNIN 3.9MG TDP,$58.50 
114802,PSE\GUAIF\DM\APAP 60/200/20/500 TAB,$7.00 
114804,VIT A&D 5000\400 UNITS C,$0.50 
114809,CARBINOXAMINE 30ML,$31.00 
114813,MVI W\C CHILD T,$0.50 
114828,CLINDAMY 75/5 100ML,$96.50 
114841,FLEET ENEMA PEDI,$4.50 
114844,LACTASE 9000U T,$0.50 
114849,HURRICAINE 20% AE 60,$39.00 
114850,HYDROCORT 2.5% CR 30,$14.00 
114851,DIAZOXIDE 300MG(5) JML J,$76.50 
114865,DOXERCALCIFEROL 2.5MCG C,$76.50 
114876,COLLAGENASE OINT 1GM,$12.00 
114886,VERAPAMIL 100MG C,$10.00 
114890,AMOX\KCLAV 250/5 100,$10.50 
114893,TOBRA DEX OS 2.5ML,$254.50 
114896,SALMET XINA 50MCG 28,$149.00 
114897,RACEPINEPHRINE SOLN NEB,$11.00 
114901,CHLORTHALIDONE 50G T,$9.50 
114940,SILVER SD 1% 50GM CR,$87.00 
114958,MIDRIN C,$12.00 
114968,MOXIFLOX .5% OS 3ML,$166.50 
114969,PHENYELP 2.5% 5ML OS,$28.00 
115003,POV IOD 120ML SOLN OL,$2.00 
115030,DOCUSATE NA 100MG\10M OL,$5.50 
115039,RENACIDIN 500ML SOLN,$213.00 
115054,OXYCO APAP 7.5\325MG T,$7.50 
