CDMCHRG#,CDMDSC,NEWPRICE,STAT
3016904,SIGMOIDOSCOPY,6262,
3016938,TX DISLC W ANES,4047,
3016946,DENTAL PROC/REIMPLANT,2997,
3016961,INCIS/DRAIN/ASP LEVEL 2,1318,
3016995,ER LEVEL 5,4580,
3017001,CATH FOR SPECIMEN COLLECT,34,
3017027,APPLICATION OF CAST,568,
3017035,URINE PREGNANCY VISUAL,42,
3017050,DEBRID/AVUL NAIL EVAC HEM,249,
3017068,ENDOSCOPY PROC COMPLEX,444,
3017084,INCIS/DRAIN/ASP COMPLEX,4247,
3017092,EXPLORE WOUND,899,
3017126,IMP VENTRC CATH CEREB MON,8097,
3017142,BLADDER PROCEDURE LEVEL 2,479,
3017159,DEBR SL SESSION 1ST 20CM,468,
3017175,CV CATH LEVEL 3,11198,
3017183,INS/REPL TEMP PACER ELECT,18927,
3017217,INST/SUPP STERL LVL 1,100,
3017233,INST/SUPP STERL LVL 2,149,
3017241,OB/GYN PROCEDURE LEVEL 1,572,
3017266,INST/SUPP STERL LVL 3,249,
3017274,ADMIN HEP B VACCINE,126,
3017290,INST/SUPP STERL LVL 4,373,
3017308,MOD SEDAT <5YRS 1ST 15M,350,
3017324,INST/SUPP STERL LVL 5,746,
3017332,MOD SEDAT =>5YRS 1ST 15M,350,
3017357,ARTERIAL PUNCTURE,440,
3017365,BLADDER PROCEDURE LEVEL 1,150,
3017381,ARTERIAL CATH/CANN PERC,440,
3017399,LARYNGOSCOPY DIAGNOSTIC,479,
3017415,FETAL NON-STRESS TEST,445,
3017423,ALCOH/SUBST INTERV >30MN,500,
3017449,TRANSFUSION BLOOD/BLOOD COMP,706,
3017456,ALCOH/SUBST INTERV 15-30,100,
3017472,VENIPUNCTURE,44,
3017480,DEBR SELCT SESSION EA ADD 20CM,392,
3017506,COLLECTION CAPILLAR BLOOD,63,
3017514,ECG 12 LEAD TRACING ONLY,865,
3017530,VENIPUNCT CUTDOWN < AGE 1,161,
3017548,EMERGENCY ESRD DIALYSIS TRMT,2422,
3017563,VENIPUNCT CUTDOWN > AGE 1,730,
3017571,EXCISION LEVEL 1,4897,
3017597,EXCISION LEVEL 2,9659,
3017605,CAUT/CNTRL BLEED LEVEL 2,1695,
3017621,FORESKIN MANIPULATION,856,
3017654,INH TX EA SUBSEQUENT TX/DAY,356,
3017688,INH TX INITIAL EA DAY,385,
3017712,MOD SED <5Y 1ST 15 OTH MD,350,
3017746,MOD SED =>5Y 1ST 15 OTH MD,350,
3017779,MOD SEDAT ADD 15M OTH MD,602,
3017803,CANALITH REPOS PER DAY,118,
3017837,SKIN PROCEDURE COMPLEX,9949,
3017860,STRAPPING,494,
3017928,THORACOTOMY,2622,
3017951,SMOKING/TOBACCO COUNSEL >10MIN,116,
3017985,SMOKING/TOBACCO COUNSEL 3-10MN,56,
3018017,WINDOWING/WEDGING OF CAST,872,
3601655,VISIT LEVEL 2 NEW PT FOCUSED,160,
3601663,HEMOGLOBIN,51,
3601671,VISIT LEVEL 4 EST PT DETAILED,188,
3601689,IA STREPTOCOCCUS GROUP A QL,48,
3601705,STOOL-OCCULT BLOOD,26,
3601721,URINE DIPSTICK,14,
3601754,NEBULIZER,55,
3601762,MANTOUX (PPD),13,
3601788,PHLEBOTOMY,15,
3601796,INFLUENZA < 3 YRS,44,
3601804,BLOOD GLUCOSE,10,
3601812,PNEUMOVAX,27.56,
3601838,VISIT LEVEL 3 NEW PT EXPANDED,195,
3601846,PREGNANCY TEST - URINE,22,
3601853,VISIT LEVEL 5 EST PT COMPRE,216,
3601911,CRYOTHERAPY,75,
3601937,SNELLEN,85,
3601952,HEP A ADULT,41,
3601978,INFLUENZA > 3 YRS,24,
3601994,PREVNAR,28,
3602018,VISIT LEVEL 4 NEW PT DETAILED,223,
3602091,EAR IRRIGATION,76,
3602117,IZ ADMIN 1 SHOT,50,
3602125,HEMOGLOBIN A1C,63,
3602141,PULSE OXIMETRY,52,
3602166,PULSE OXIMETRY MULTIPLE,52.09,
3602190,VISIT LEVEL 5 NEW PT COMPRE,250,
3602208,IPRATROPIUM BR 0.02%,24,
3602224,LIPID PANEL,110,
3602240,ALBUTEROL INHAL. SOLN 5%,49,
3602273,I&D ABSCESS SIMPLE,150,
3602299,IZ ADMIN 1+ SHOTS,52,
3602315,HEP B ADULT,49,
3602372,VISIT LEVEL 2 EST PT FOCUSED,138,
3602455,SIMPLE LACERATION REPAIR,134,
3602539,HIB,20,
3602554,VISIT LEVEL 3 EST PT EXPANDED,160,
4000048,P32 NA PHOSPHAT THERA/MCI,3904,
4000071,MERTIATIDE DX TO 15MCI,2505,
4000113,INVASIVE PRESSURE SYSTEM LVL 2,149,
4000139,TB URO LVL 5,746,
4000220,OH LUMBAR LIMITED,1017,
4000295,INSERTION OF T.I.P.SINSERTION OF T.,9142,
4000329,US ND GUIDED BX/ASP/INJ,3141,
4000352,US DUPLEX ABD/PELVIS LIMIT,1357,
4000378,US TRANSVAG LIMITNON OB,1946,
4000402,GWIRE LVL 1,100,
4000444,TUBE URO LVL 4,373,
4000659,IMP PRT LVL 8,2488,
4000683,US PSEUDO ANEURYSM ABLITERA,3143,
4000733,ANGIO EACH ADDL VESSEL,4678,
4000766,ANGIO SUPERIOR VENA CAVA,2581,
4000808,US PELVIC COMP OB FOR TWINS,1169,
4000816,CATH LVL 1,100,
4000832,US PELVIC NON OB COMPLETE,1931,
4000865,US PELVIC COMPLETE OB,1761,
4000915,US EXTREM VENOUS DUPLEX BIL,2984,
4000949,US CAROTID ARTERY DOPPLER,2586,
4000972,ANGIO ABDOMEN AND RUNOFF,8174,
4001004,MONOPTY BIOPSY INSTRUMENT LVL 3,249,
4001012,XR SM BOWEL SERIES GASTROGRAPHIN,1618,
4001046,KT PMP ANGIOJET LVL 6,1244,
4001061,NM LIVER/SPLEEN W/VASC FLOW,3866,
4001095,NM CARD REST/STRESS SPEC MLT,6612,
4001145,CATH NON-VAS VIL LVL 6,1244,
4001269,KT DRNGE DISP LVL 8SET,2488,
4001525,CATH CV INTERV INFUS LVL 5,746,
4001558,GWIRE LVL 6,1244,
4001582,INFUSION SPECIALTY CATH,1418,
4001640,IMP TB GI LVL 4,373,
4001673,GWIRE LVL 3,249,
4001707,GWIRE VASC TORQ,30,
4001756,CATH CV INTERV SZ LVL 4,373,
4001772,TOMO LINEAR 1 PROJECTION,1755,
4001822,TOMO LINEAR AP AND LATERAL,1755,
4001889,US FLUID LOCALIZATION,576,
4001939,KT MICROPUNC DISP LVL 3,249,
4001947,IMP FLTR VENACAVA LVL 10,9950,
4001970,IMP ORTH HIP EXT STEM,20,
4001996,KIT TRANSDUCER DISP,13,
4002002,XR L SPINE 6+ VIEWS WITH BENDING,1820,
4002028,ANGIO PULMONARY BILATERAL,6870,
4002093,ANGIO EXTREMITY UNI RT,6135,
4002119,ANGIO EXTREMITY UNI LT,6135,
4002127,FOOT COMPLETE RIGHT,963,
4002143,ANGIO PULMONARY UNI RT,5818,
4002150,FOOT COMPLETE LEFT,963,
4002176,ANGIO PULMONARY UNI LT,5818,
4002184,FOOT LIMITED RIGHT,732,
4002218,FOOT LIMITED LEFT,732,
4002242,FOREARM RIGHT,827,
4002267,ANKLE ARTHROGRAM RIGHT,1599,
4002275,FOREARM LEFT,827,
4002291,ANKLE ARTHROGRAM LEFT,1599,
4002309,HAND COMPLETE RIGHT,769,
4002325,ANKLE COMPLETE RIGHT,787,
4002333,HAND COMPLETE LEFT,769,
4002358,ANKLE COMPLETE LEFT,787,
4002366,HAND LIMITED RIGHT,714,
4002382,ANKLE LIMITED RIGHT,732,
4002390,HAND LIMITED LEFT,714,
4002416,ANKLE LIMITED LEFT,732,
4002424,HIP ARTHROGRAM RIGHT,2408,
4002440,CLAVICLE RIGHT,650,
4002457,HIP ARTHROGRAM LEFT,2408,
4002473,CLAVICLE LEFT,650,
4002507,ELBOW ARTHROGRAM RIGHT,1343,
4002531,ELBOW ARTHROGRAM LEFT,1343,
4002549,XR HIP W PELVIS 1 VIEW RT,653,
4002564,ELBOW COMPLETE RIGHT,787,
4002572,XR HIP W PELVIS 1 VIEW LT,653,
4002598,ELBOW COMPLETE LEFT,787,
4002622,ELBOW LIMITED RIGHT,732,
4002655,ELBOW LIMITED LEFT,732,
4002689,XR FEMUR 1 VIEW RT,939,
4002713,XR FEMUR 1 VIEW LT,939,
4002721,HUMERUS RIGHT,766,
4002754,HUMERUS LEFT,766,
4002788,KNEE ARTHROGRAM RIGHT,1921,
4002812,KNEE ARTHROGRAM LEFT,1921,
4002846,KNEE LIMITED RIGHT,731,
4002879,KNEE LIMITED LEFT,731,
4002903,KNEE COMPLETE 3 VIEWS RIGHT,860,
4002937,KNEE COMPLETE 3 VIEWS LEFT,860,
4002960,LOWER EXTREMITY INFANT RT,766,
4002994,LOWER EXTREMITY INFANT LT,766,
4003109,MANDIBLE LIMITED,865,
4003117,TMJ ARTHROGRAM LEFT,1642,
4003141,TMJ UNILATERAL RIGHT,772,
4003166,MASTOIDS LTD OR UNILAT RT,500,
4003174,TMJ UNILATERAL LEFT,772,
4003190,MASTOIDS LTD OR UNILAT LT,500,
4003224,NAVICULAR MIN 3 VIEWS RIGHT,781,
4003257,NAVICULAR MIN 3 VIEWS LEFT,781,
4003315,XR UROGRAM ANTEGRADE,3768,
4003505,UPPER EXTREMITY INFANT RT,740,
4003521,OS CALCIS (HEEL) RIGHT,532,
4003539,UPPER EXTREMITY INFANT LEFT,740,
4003554,OS CALCIS (HEEL) LEFT,532,
4003562,VENOGRAM EXTREMITY UNILAT RT,1667,
4003588,RIBS UNILATERAL RIGHT,1101,
4003596,VENOGRAM EXTREMITY UNILAT LT,1667,
4003612,RIBS UNILATERAL LEFT,1101,
4003620,VENOGRAPHY RENAL UNILAT RT,4315,
4003646,RIBS UNILAT W 1V CHEST RT,1326,
4003653,VENOGRAPHY RENAL UNILAT LT,4315,
4003679,RIBS UNILAT W 1V CHEST LEFT,1326,
4003687,WRIST ARTHROGRAM RIGHT,1956,
4003703,SCAPULA RIGHT,769,
4003711,WRIST ARTHROGRAM LEFT,1956,
4003737,SCAPULA LEFT,769,
4003745,WRIST COMPLETE RIGHT,714,
4003760,SHOULDER ARTHROGRAM RIGHT,2286,
4003794,SHOULDER ARTHROGRAM LEFT,2286,
4003802,WRIST LIMITED RIGHT,719,
4003810,EYE FOREIGN BODY,824,
4003828,SHOULDER COMPLETE RIGHT,787,
4003836,WRIST LIMITED LEFT,719,
4003851,SHOULDER COMPLETE LEFT,787,
4003885,SHOULDER LIMITED RIGHT,732,
4003919,SHOULDER LIMITED LEFT,732,
4003935,MANDIBLE COMPLETE,994,
4003943,TIBIA/FIBULA RIGHT,881,
4003976,TIBIA/FIBULA LEFT,881,
4003992,MASTOIDS COMPLETE STUDY,1234,
4004057,FACIAL BONES LIMITED,1019,
4004081,FACIAL BONES COMPLETE,1457,
4004149,NASAL BONES,784,
4004263,ORBITS COMPLETE,868,
4004297,SINUS SERIES LIMITED,584,
4004321,SINUS SERIES COMPLETE,735,
4004388,SKULL LIMITED,768,
4004412,SKULL COMPLETE,977,
4004560,TMJ BILATERAL,1240,
4004651,NECK FOR SOFT TISSUES,656,
4004826,US EXTREM ART DPLX LOW RT,2060,
4004859,US EXTREM ART DPLX  LOW LT,2060,
4004883,US EXTREM ART DPLX UP RT,2060,
4004917,US EXTREM ART DPLX UPPER LT,2060,
4004933,INTRODUCER PERCUTANEOUS,100,
4004974,CATH DRNGE LVL 4,373,
4005021,US EXTREM VENOUS DUPLX RT,1820,
4005039,IMP STENT NONCOR TEMP WO LVL 5,746,
4005054,US EXTREM VENOUS DUPLX LT,1820,
4005062,KIT PARACENTESIS DISP,53,
4005088,KT FLTR REMOVAL DISP LVL 6,1244,
4005112,KIT PNEUMOTHORAX DISP,25,
4005120,XR TOE(S) 2+ VIEWS BIL,556,
4005146,INTRO SHTH PEEL AWY LVL 2,149,
4005153,XR CALCANEUS 2+ VIEWS BIL,805,
4005179,XR FOOT 3+ VIEWS BIL,1185,
4005203,XR FOOT 2 VIEWS BIL,1098,
4005237,XR ANKLE 1 VIEW BIL,1102,
4005245,MOD SEDAT ADD 15M OTH MD,601.51,
4005260,XR ANKLE 2 VIEWS BIL,1181,
4005294,XR ANKLE 3+ VIEWS BIL,1268,
4005328,XR TIBIA & FIBULA 2VW BIL,1322,
4005336,FLUORO FOR SPINE,2660,
4005351,XR TIBIA & FIBULA 1VW BIL,1322,
4005377,RIBS BILATERAL,1368,
4005385,XR KNEE AP STANDING BIL,1100,
4005401,RIBS BILATERAL W/IV CHEST,1791,
4005419,XR KNEE 4+ VIEWS BIL,1480,
4005435,STERNUM,884,
4005443,XR KNEE 3 VIEWS BIL,1291,
4005468,STERNOCLAVICULAR JOINTS,1044,
4005476,XR KNEE 1 OR 2 VIEWS BIL,1100,
4005484,URETHROGRAM ONLY,1018,
4005518,US V DPLX ART UPP EXT BIL,3317,
4005534,XR FEMUR 2+ VIEWS BIL,1878,
4005542,LUMBAR LIMITED FLEX/EXT 2V,1017,
4005559,SPINE SINGLE VIEW,706,
4005567,XR FINGER(S) 1 VW BIL,820,
4005583,CERVICAL AP & LAT,880,
4005591,XR HAND 3+ VIEWS BIL,1154,
4005609,US V DPLX ART LOW EXT BIL,3481,
4005617,CERVICAL COMPLETE,1188,
4005625,XR HAND 2 VIEWS BIL,1077,
4005633,IR FLUORO CVAD PLACEMENT,2670,
4005641,CERVICAL W/FLEX & EXT,1522,
4005666,FINGER(S) LEFT,546,
4005674,THORACIC SPINE LIMITED,1128,
4005682,XR WRIST 3+ VIEWS BIL,1155,
4005708,THORACIC SPINE COMPLT 3VIEW,1264,
4005716,XR WRIST 2 VIEWS BIL,1076,
4005740,XR UPP EXTRM INFANT 2+ BI,1110,
4005765,XR THORACOLUM JUNCT >=2 VIEWS,898,
4005773,XR FOREARM 2 VIEWS BIL,1241,
4005781,FINGER(S) RIGHT,546,
4005807,XR ELBOW 3+ VIEWS BIL,1181,
4005815,TOE(S) LEFT,556,
4005823,LUMBAR LIMITED AP & LATERAL,1017,
4005831,XR ELBOW 2 VIEWS BIL,1102,
4005849,TOE(S) RIGHT,556,
4005856,XR L SPINE 4-5 VIEWS,1394,
4005864,IMP PRT LVL 5,746,
4005906,XR HUMERUS 2+ VIEWS BIL,1151,
4005914,LUMBOSACRAL BEND ONLY 4VW,1148,
4005930,XR SHOULDER 2+ VIEWS BIL,1181,
4005948,PELVIS,703,
4005963,XR SHOULDER 1 VIEW BIL,1102,
4006003,PELVIS COMPLETE 3 VIEW,1047,
4006029,ANGIO EXTREMITY BILATERAL,7362,
4006045,CATH PTA NLASR LVL 5,746,
4006060,SACROILIAC JOINT COMPLETE,995,
4006094,SACRUM & COCCYX,829,
4006102,US KIDNEY TRANSPLANTED,1270,
4006110,ANGIO F/U EXISTING CATHETER,5101,
4006128,MYELOGRAM CERVICAL,4425,
4006136,XR CLAVICLE COMPLETE BIL 2 VIEWS,976,
4006169,XR LOW EXTRM INFANT 2+BIL,1148,
4006185,MYELOGRAM THORACIC,1481,
4006201,D-STAT HEMOSTASIS PADS,249,
4006219,MYELOGRAM LUMBAR,4477,
4006227,D-STAT FLOWABLE HEMOSTAT,746,
4006268,BILIARY STENT PLACEMENT,5365,
4006276,MYELOGRAM 2 OR> REGIONS,3506,
4006300,DISKOGRAM CERV OR THORACIC,4528,
4006367,DISKOGRAM LUMBAR,4528,
4006607,ACROMIO-CLAVICULAR JNTS,740,
4006748,US INTRAOPERATIVE 1-2 HRS,2126,
4006839,FLUOROSCOPY SPINE 1-2 HRS,2660,
4006862,FLUOROSCOPY SPINE 2-3 HRS,2660,
4006888,PET BRAIN METABOLIC EVAL,7408,
4006920,US PELVIS NON OB LIMITED,1294,
4006946,PET ISOTOPE FDG/ 4-40 MCI,2309,
4006987,US FETAL ECHO UMBIL ART,859,
4007001,XR SCOLIOSIS 1 VIEW,471,
4007019,US OB LESS =<14 WKS 1 FETUS,1517,
4007043,US OB =>14 WKS 1 FETUS,1761,
4007076,US OB <14WKS EA ADD FETUS,805,
4007100,US OB =>14 WKS EA ADD FETUS,1169,
4007159,US OB LVL II SNGL FETUS,1832,
4007167,US GUIDED VASCULAR ACCESS,1011,
4007183,US OB LVL II EA ADDL FETUS,439,
4007191,US GUIDED TISSUE ABLATION,1933,
4007217,US OB LIMIT 1+ ELEMENTS,1456,
4007241,US OB RE EVALUATE KNOWN,1881,
4007274,US OB TRANSVAGINAL,1635,
4007316,LOCM 150-199MG/ML IODINE,6.07,
4007431,US EXT VEIN MAPPING UNI LT,1820,
4007456,US EXT VEIN MAPPING UNI RT,1820,
4007464,FLUORO-NEEDLE PLACEMENT,3443,
4007480,US EXT VEIN MAPPING LT NON RAD,1820,
4007498,FLUORO-NEEDLE PLCMNT NON RAD,3443,
4007514,US EXT VEIN MAPPING RT NON RAD,1820,
4007522,US EXT VEIN MAPPING BILAT,2984,
4007548,US EXT VEIN MAP BILAT NON RAD,2984,
4007571,INTRO NON-EP NON-GUID NON-LAS LVL 4,373,
4007670,PET/CT LIMITED AREA,9103,
4007696,PET/CT SKULL BASE-MID THIGH,10114,
4007720,US ND GUIDE INTRAOP 1-2 HOUR,2126,
4007753,PET/CT WHOLE BODY,10317,
4007761,LOCM 100-199MG/ML IODINE,6.07,
4007795,US HIPS INFANT,1946,
4007811,US SPINE,1946,
4008009,XR PANOREX ORTHOPANTOGRAM,666,
4008074,ABDOMEN COMP W/1V CHEST,1133,
4008108,ESOPHAGRAM CERVICAL,1320,
4008132,ESOPHAGRAM,1320,
4008157,CATH CV INTERV INFUS LVL 4,373,
4008165,CINE OF PHARYNX OR ESOPH,1294,
4008173,CATH CV INTERV INFUS LVL 11,14925,
4008181,CATH CV INTERV SZ LVL 2,149,
4008199,UGI NO KUB,1679,
4008215,US JOINT COMPLETE LT,2286,
4008223,UGI WITH KUB,1757,
4008231,CATH VAS ACC INFUS LVL 6,1244,
4008249,US JOINT NONVASCULAR LTD LT,685,
4008264,GWIRE LVL 5,746,
4008272,CATH CV INTERV NON LASER LVL 6,1244,
4008298,CATH CV INTERV GUIDING LVL 5,746,
4008306,GWIRE LVL 7,1741,
4008314,UGI WITH SM BOWEL,2622,
4008322,IMP ANCHOR GI LVL 4,373,
4008330,CATH CV INTERV GUIDING LVL 3,249,
4008348,UGI A/C NO KUB,1909,
4008355,IMP STENT BIL WALL LVL 12,19900,
4008363,CATH CV INTERV THROMB/EMB LVL 4,746,
4008371,UGI A/C WITH KUB,2118,
4008389,IMP STENT BIL WALL LVL 11,14925,
4008405,UGI A/C WITH SM BOWEL,2844,
4008413,IMP VASC LVL 5,746,
4008439,SMALL BOWEL SERIES,1618,
4008447,KT BIL DRNGE DISP LVL 2,149,
4008454,IMP VAS EMB LVL 5 IR,746,
4008470,KT BX DISP LVL 8,2488,
4008488,IMP VAS EMB LVL 9 IR,4975,
4008496,BARIUM ENEMA,2016,
4008504,IMP VASC EMB LVL 5,746,
4008512,IMP VASC CLOSE DV LVL 6,1244,
4008538,CATH CV DIRECTION LVL 5,746,
4008553,BARIUM ENEMA AIR CONTRAST,2819,
4008561,CATH CV INTERV THROMB/EMB LVL 8,2488,
4008587,ORAL CHOLECYSTOGRAM,1246,
4008595,KT ENTEROCLY DISP LVL 4,373,
4008603,CATH CV INTERV NON LASER LVL 9,4975,
4008629,IMP STENT BIL WALL LVL 10,9950,
4008637,CATH CV INTERV THROMB/EMB LVL 10,9950,
4008645,CHOLANGIOGRAM IN OR,1801,
4008652,IMP STENT NONCOR BARE W  LVL 10,9950,
4008660,CATH CV INTERV THROMB/EMB LVL 11,14925,
4008686,IMP VASC EMB LVL 7,1741,
4008694,US JOINT COMPLETE RT,2286,
4008710,CATH VAS ACC LVL 3,149,
4008744,CATH VAS ACC INFUS LVL 5,746,
4008751,US JOINT NONVASCULAR LTD RT,685,
4008777,KT VAS ACC DISP LVL 4,373,
4008819,KIT BONE PREP LVL 12,19900,
4008876,KT CEMENT DEL DISP LVL 6,1244,
4008900,KT BX DISP LVL 5,746,
4008975,ERCP,3049,
4009007,INTRO GASTROINTESTINAL TUBE,1397,
4009064,INTRAVEN PYELOGRAM W/WO TOMO,7537,
4009189,UROGRAPHY RETROGRADE,3768,
4009270,CYSTOGRAPHY,845,
4009353,GWIRE LVL 8,2488,
4009387,GWIRE LVL 10,9950,
4009445,KT INFL DVC DISP LVL 4,373,
4009452,VOIDING CYSTOURETHROGRAM,1018,
4009536,US ABI ART EXT LTD LT,1417,
4009569,US ABI ART EXT LTD RT,1417,
4009577,CYSTOGRAM RENAL TRANSLUMBAR,851,
4009585,US ABI ART EXT MULTI BILAT,1417,
4009627,KT BX DISP LVL 1,100,
4009676,US ABI MULTI LVLS BIL,2180,
4009700,US ABI W STRESS/REST UNI,2725,
4009734,US ABI W STESS/REST BIL,2725,
4009775,TRANSFUSION BLOOD/BLOOD COMP,700,
4009809,XR FLUORO CVAD PL/RPL/REM,2670,
4009890,CATH CV INTERV NON LASER LVL 4,373,
4009924,CATH CV INTERV NON LASER LVL 5,746,
4009957,CATH CV INTERV NON LASER LVL 7,1741,
4009981,CATH CV INTERV NON LASER LVL 8,2488,
4010005,CATH CV INTERV NON LASER LVL 10,9950,
4010013,CATH CV INTERV GUIDING LVL 4,373,
4010047,CATH CV INTERV GUIDING LVL 6,1244,
4010070,CATH CV INTERV GUIDING LVL 7,1741,
4010096,CATH CV INTERV GUIDING LVL 8,2488,
4010112,ANGIO AORTA THORACIC,6778,
4010120,CATH CV INTERV GUIDING LVL 9,4975,
4010138,CATH DIALYS LT LVL 6,1244,
4010161,KT INJ DISP LVL 1,100,
4010211,INS TUNNEL CV CATH WO PORT<5YR,6324,
4010237,ANGIO AORTA ABDOMINAL,6784,
4010245,CHEMO ADMIN INTRATHECAL,1070,
4010252,ASP FINE NDL WO IMAGING,535,
4010278,ARTHROCEN ASP MAJOR JT WO,730,
4010286,LUMBAR PUNCTURE DIAGNOSTC,1279,
4010302,VENOGRAM EXTREMTY INJ,399,
4010310,LUMBAR PUNCTURE THERA,1279,
4010336,CTH PLC ABD/PEL/ 3RD INIT,4538,
4010344,MYELOGRAM/CT LUMBAR INJ,513,
4010369,REPL PICC WO PORT,3071,
4010393,REVAS FEM POP TRANS ANGIO,15939,
4010401,CHEMO ADMIN INTRATHECAL,1259,
4010427,GASTROSTOMY TUBE REPOSIT,2422,
4010435,OCCLUSIVE DEVICE ART/VEIN,1845,
4010450,ABSCES/CYST EXIST CTH INJ,472,
4010484,INJ ANTEGRADE NEPH&/URETER NEW,1556,
4010518,ASP FINE NDL W IMAGING,1486,
4010526,CATH PLC THORC/BRACH 1ST SELEC,3426,
4010542,BX BACK/FLNK SFT TIS DEEP,6275,
4010559,STENT PLC TRANSCATH VEIN INIT,41193,
4010575,VENA CAVA INTRO CATH,1462,
4010583,IMAGE CATH FLUID SOFT TISSUE,723,
4010609,CTH PLC RENAL ART SEL RT,9312,
4010617,ASP ABSC/HEMA/CYST/BULLA,722,
4010633,REM TUN CV CATH WO PORT/P,1686,
4010641,BIOPSY GROIN MASS,7405,
4010666,REVAS FEMORAL POPLT STENT,17692,
4010674,ARTHROGRAM SHOULDER INJ,629,
4010690,RPR INTEST FISTULA W PLUG,6636,
4010708,CTH PLC RENAL ART SELECT BIL,9312,
4010724,PERITN-VEN SHUNT EVAL INJ,505,
4010732,INS TUNNEL CVAD W PUMP,11637,
4010757,NEPHRO TRACT DILAT W GUID,7254,
4010765,INS CVAD PERIPH W PORT=>5YR,8691,
4010781,I&D HEMATOMA/SEROMA/FLUID,3053,
4010799,REMOV INTRALUMIN MATERL CV DEV,3839,
4010815,ARTHROGRM HIP WO ANES INJ,471,
4010823,STENT PLC TRANSCATH ART INIT,41192,
4010849,CATH PLACE VEN 1ST SELECT,354,
4010856,OCC/EMB NON HEMORRHAGE VENOUS,39942,
4010872,INSERT NONTUN CV CATH >5,3071,
4010880,OCC/EMB TUMOR/ORGAN INFARCTION,39942,
4010906,REM TUN CVA DEV W PORT/P,3067,
4010914,PERITONEAL CAVITY AIR/CON INJ,629,
4010930,REVAS TIBIAL PERN ANG INI,15939,
4010948,DUOD/JEJ TUBE PERC PLACE,4576,
4010971,NEPHROSTOLITHOTOMY/PYELO<=2CM,14924,
4010989,ANGIO MESENTERIC,6777,
4010997,GASTRO TUBE PERC PLACE,4112,
4011003,NEPHROSTOLITHOTOMY/PYELO >2CM,14924,
4011029,EXCHNG NEPHROST CTH W IMAG BIL,4719,
4011052,I&D WOUND POSTOP COMPLEX,5671,
4011060,URETERAL STENT REM&REPL,9056,
4011094,RENAL TISSUE ABLAT PERC,359,
4011110,CATH PLACE VEN 2ND ORD,398,
4011144,INS TUN CV CATH WO PORT>5,6952,
4011151,REM&REP NEPHROURETERAL CTH EXT,5899,
4011177,REM PERICATH MATER CV DEV,6952,
4011185,XR SURGICAL SPECIMEN EA,1334,
4011201,ASPIRATION(S) BONE MARROW,2316,
4011219,GANGLION CYST(S) ASP/INJ,914,
4011235,BX LIVER NEEDLE PERC,2738,
4011243,XR SHUNTOGRAM NONVASCULAR,399,
4011268,GASTRO TUBE CHANGE W IMAG,1231,
4011276,OCC/EMB NON HEMORRHAG ARTERIAL,43402,
4011292,RENAL TUMOR(S) ABLAT CRYO,14838,
4011300,PERITONEAL LAVAGE,2201,
4011326,BIOPSY SKIN SINGLE LESION,533,
4011359,BIOPSY LUNG/MEDIASTIN NDL,2738,
4011367,CHEMICAL CAUTERIZ TISSUE,661,
4011383,CATH PLACE PUL ART SEGMNT,2344,
4011417,INS TUNNEL CVAD W PORT>5,8478,
4011425,US BREAST COMPLETE LT,381,
4011441,EVAL CV DVCE W FLUORO INJ,664,
4011458,US BREAST COMPLETE RT,381,
4011474,BIOPSY(IES)BONE MARROW DX,2316,
4011482,US BREAST COMPLETE BILATERAL,644,
4011508,CHOLANG EXIST ACCES INJ W IMAG,8420,
4011516,US BREAST LIMITED LT,381,
4011532,DUOD/JEJ TUBE REPLC PERC,1686,
4011540,US BREAST LIMITED RT,381,
4011565,URETEROGM INJ THRU OSTOM,304,
4011573,US BREAST LIMITED BILATERAL,644,
4011599,BREAST CYST PUNC ASPIRATE,1486,
4011607,ESOPH PLC ENDO STENT,13518,
4011623,REM TUNNEL PLEURAL CATH,1753,
4011631,US ARTHROCEN ASP MAJOR JT/BUR,897,
4011656,INTRO EXTREMITY ARTERY CTH/NDL,3851,
4011664,VENOUS BLOOD SAMPLE SPECIFIC,558,
4011680,INS TUN CVAD 2CATH W PORT,8478,
4011698,ART MECH THROMBECTMY PRIM,13717,
4011722,TRANSCATHETER BIOPSY,9521,
4011748,BX/EXC LYMPH NODE SUPERFI,2536,
4011755,IMAGE CATH FLUID COLL VISCERAL,4484,
4011789,BONE CYST TREAT ASP/INJ,2078,
4011805,JEJUNOSTMY TUBE REPL PERC,2596,
4011813,VERTEBR AUGMENT LUMBAR W IMAG,26924,
4011839,ILEAL CONDUIT/URETPYL INJ,436,
4011847,IMAGE CATH FLUID PERITO/RETROP,4484,
4011862,BREAST LESION EXC OPEN,7133,
4011870,VERTEBR AUGMENT THORAC W IMAG,26924,
4011896,THORACENTESIS W IMAG BIL,5131,
4011904,VERTEBR AUGMENT EA ADD W IMAG,19003,
4011953,INS PICC WO PORT/PUMP>5YR,3071,
4011961,CTH PLC RENAL ART SELECT LT,8793,
4011979,VENOGRAM EXTREMITY BILAT,2084,
4011987,VENOUS MECH THROMBECTOMY,11823,
4011995,PARACENTESIS ABD WO IMAGING,1425,
4012019,SENTINL NDE RAD TR ID INJ,931,
4012027,CATH PTA DC LVL 10,9950,
4012043,DILATE BILE DUCT W STENT,14838,
4012050,LIVER TUMOR ABLAT CRYO PERC,17444,
