Description, Price ,HCPCS Code,,,,,,,,,
MINERIN CREAM,$12.27 ,,,,,,,,,,
LOSARTAN/HCTZ (HYZAAR) 50/12.5MG TB,$12.40 ,,,,,,,,,,
PHENOL (CHLORASEPTIC) SPRAY,$12.40 ,,,,,,,,,,
IRBESARTAN (AVAPRO) 150MG TAB,$12.55 ,,,,,,,,,,
NITROFRANT (MACRODANTIN) 100MG TAB,$12.85 ,,,,,,,,,,
ZOLPIDEM TARTRATE (AMBIEN) 10MG TAB,$13.25 ,,,,,,,,,,
AMIODARONE HCL (PACERONE) 200MG TB,$13.55 ,,,,,,,,,,
AMOXIL/CLAV/K (AUGMENTIN) 600MG LIQ,$13.85 ,,,,,,,,,,
PAXIL(PAROXETINE) 20MG TABLET,$13.95 ,,,,,,,,,,
CLINDAMYCIN PED (CLEOCIN) 75MG LIQ,$14.00 ,,,,,,,,,,
ACYCLOVIR (ZOVIRAX) 800MG TAB,$14.70 ,,,,,,,,,,
ACYCLOVIR (ZOVIRAX) 800MG TAB,$14.70 ,,,,,,,,,,
QUETIAPINE FUM (SEROQUEL) 25MG TAB,$14.75 ,,,,,,,,,,
IRBESART/HCTZ(AVALIDE)300/12.5MG TB,$14.80 ,,,,,,,,,,
CLINDAMYCIN (CLEOCIN) 300MG TAB,$14.90 ,,,,,,,,,,
PHENYLEPHRINE (NEO-SYNEPH ADLT) INH,$15.20 ,,,,,,,,,,
ESICTALOPRA (LEXAPRO) 10MG TAB,$15.40 ,,,,,,,,,,
GLUCOSE (GLUCOSE INSTANT) 15GM GEL,$15.80 ,,,,,,,,,,
ELECTROLYTE (PEDIALYTE) SOLN GRAPE,$16.00 ,,,,,,,,,,
ELECTROLYT (PEDIALYTE) BUBGM 1000ML,$16.00 ,,,,,,,,,,
ELECTROLYT (PEDIALYTE) FRUIT 1000ML,$16.00 ,,,,,,,,,,
OLMESARTAN MEDOX (BENICAR) 40MG TAB,$16.55 ,,,,,,,,,,
TAMSULOSIN HCL (FLOMAX) 0.4MG CAP,$16.85 ,,,,,,,,,,
ATORVASTATIN (LIPITOR) 10MG TAB,$17.00 ,,,,,,,,,,
AMOXIL/CLAV/K (AUGMENTIN) 200MG LIQ,$17.05 ,,,,,,,,,,
PROMETHAZIN (PHENERGAN) 12.5MG SUPP,$17.40 ,,,,,,,,,,
GREEN DRAGON,$17.50 ,,,,,,,,,,
GI COCKTAIL,$17.50 ,,,,,,,,,,
MAGIC MOUTHWASH,$17.50 ,,,,,,,,,,
CLARITHROMYCIN (BIAXIN) 250MG LIQ,$18.05 ,,,,,,,,,,
CLARITHROMYCIN (BIAXIN) 500MG TAB,$18.10 ,,,,,,,,,,
RISPERIDONE (RISPERIDAL) 1MG TAB,$18.20 ,,,,,,,,,,
APIXABAN (ELIQUIS) 5MG TAB,$18.50 ,,,,,,,,,,
ROSIGLITAZONE MAL (AVANDIA) 4MG TAB,$18.75 ,,,,,,,,,,
CELECOXIB (CELEBREX) 200MG CAP,$19.35 ,,,,,,,,,,
SIMVASTATIN (ZOCOR) 20MG TAB,$19.70 ,,,,,,,,,,
CIPROFLOXACIN (CIPRO) 500MG TAB,$19.75 ,,,,,,,,,,
PROMETHAZINE (PHENERGAN) 25MG SUPP,$20.00 ,,,,,,,,,,
OXYBUTYNIN CHLORIDE ER 10MG(DITROPAN ER),$20.00 ,,,,,,,,,,
AMITIZA (LUBIPROSTONE)24 MCG CAPSULE,$20.00 ,,,,,,,,,,
XARELTO (RIVAROXABAN) 10MG TABS,$20.08 ,,,,,,,,,,
OSELTAMIVIR (TAMIFLU) 12MG/ML SUS,$20.55 ,,,,,,,,,,
ROSUVASTIN (CRESTOR) 20MG TAB,$20.95 ,,,,,,,,,,
MONTELUKAST (SINGULAIR) 10MG TAB,$21.40 ,,,,,,,,,,
KETOCONAZOLE (NIZORAL) 200MG TAB,$21.60 ,,,,,,,,,,
TOLTERODINE ER (DETROL LA) 4MG CAP,$21.85 ,,,,,,,,,,
TOLTERODINE ER (DETROL LA) 4MG CAP,$21.85 ,,,,,,,,,,
VENLAFAXINE (EFFEXOR) 75MG CAP,$21.95 ,,,,,,,,,,
AZITHROMY (ZITHROMAX) 200MG/5ML SUS,$22.00 ,,,,,,,,,,
COLCRYS 0.6MG TAB,$23.00 ,,,,,,,,,,
AMOXIL/CLAVU/K (AUGMENTIN) 875MG/125MG,$23.70 ,,,,,,,,,,
AMOXIL/CLAVU/K (AUGMENTIN) 500MG TB,$23.70 ,,,,,,,,,,
PREGABALIN (LYRICA) 75MG CAP,$24.00 ,,,,,,,,,,
LEVALBUTEROL (XOPENEX) 0.31MG INH,$25.00 ,,,,,,,,,,
DIBUCAINE (NUPERCAINAL) 30GM OINT,$25.00 ,,,,,,,,,,
CLOTRIMAZOLE (LOTRIMIN) CREAM,$25.00 ,,,,,,,,,,
AMMONIA INHALANT CAP,$25.00 ,,,,,,,,,,
POLYSPORIN (TRIPLE ANTIBIO) 1/32 OINT,$25.00 ,,,,,,,,,,
NYSTATIN (NYSTOP) 100MU/ML CREAM 15GM,$25.00 ,,,,,,,,,,
THERMAZENE (SILVADENE) 50GM CREAM,$25.00 ,,,,,,,,,,
NITROGLYCERIN 2% (NITROPASTE) OINT,$25.00 ,,,,,,,,,,
ALBUTEROL UD (VENTOLIN) 2.5MG,$25.00 ,,,,,,,,,,
RACEPINEPHRINE UPDRAFT,$25.00 ,,,,,,,,,,
POLYSPORIN (TRIPLE ANTIBIO) 1/32 OINT,$25.00 ,,,,,,,,,,
POLYSPORIN (TRIPLE ANTIBIO) 1/32 OINT,$25.00 ,,,,,,,,,,
BUDESONIDE (PULMICORT) 0.25MG INH,$25.00 ,,,,,,,,,,
IPRATR/BRO/ALB (DUONEB) 0.5/3MG NEB,$25.00 ,,,,,,,,,,
LEVALBUTEROL (XOPENEX) 0.63MG INH,$25.00 ,,,,,,,,,,
SOD CHLORIDE (NS INH) 3ML INH SOLN,$25.00 ,,,,,,,,,,
IPRATR/BRO(ATROVENT) 0.5MG UPDRAFT,$25.00 ,,,,,,,,,,
LEVALBUTEROL (XOPENEX) 1.25MG INH,$25.00 ,,,,,,,,,,
"XOPENEX CONC 1.25 MG/0.5 ML 1.25 mg, 1 each",$25.00 ,,,,,,,,,,
"prednisoLONE AC 1% EYE DROP 1 ea, 5 mL",$25.00 ,,,,,,,,,,
FAMCICLOVIR (FAMVIR) 250MG TAB,$25.30 ,,,,,,,,,,
HYDROCORTISONE (CORTAID) 1% CREAM,$28.80 ,,,,,,,,,,
DIPHENHYDRAMINE (BENADRYL)  CREAM,$28.80 ,,,,,,,,,,
BUDESONIDE (PULMICORT) 0.5MG INH,$29.10 ,,,,,,,,,,
CLOPIDOGREL BISUL (PLAVIX) 75MG TAB,$29.20 ,,,,,,,,,,
RESINOL(RESINOL) OINT 3.3OZ,$30.00 ,,,,,,,,,,
MEPHYTONADIONE (VIT K) 5MG TAB,$30.55 ,,,,,,,,,,
AZITHROMYCIN (ZITHROMAX) 250MG TAB,$31.15 ,,,,,,,,,,
RABERPRAZOLE SOD (ACIPHEX) 20MG TAB,$33.25 ,,,,,,,,,,
ERYTHROMYCIN 3.5GM OPTH OINT,$34.80 ,,,,,,,,,,
FLUCONAZOLE (DIFLUCAN) 100MG TAB,$35.00 ,,,,,,,,,,
PIOGLITAZONE HCL (ACTOS) 30MG TAB,$35.35 ,,,,,,,,,,
ACTIDOSE AQUA (INSTA-CHAR) 25GM BTL,$36.00 ,,,,,,,,,,
ACTIDOSE/SORB (INSTA-CHAR) 25GM BTL,$36.00 ,,,,,,,,,,
ACTIDOSE AQUA (INSTA-CHAR) 50GM BTL,$36.00 ,,,,,,,,,,
DONEPEZIL HCL (ARICEPT) 5MG TAB,$38.50 ,,,,,,,,,,
ACTIDOSE/SORB (INSTA-CHAR) 50GM BTL,$39.40 ,,,,,,,,,,
GRANULEX,$40.00 ,,,,,,,,,,
EXELON 4.6MG/24HR PATCH,$40.00 ,,,,,,,,,,
NITROGLY/DEX 50MG/250ML PREMIX 0.2MG/ML,$40.00 ,,,,,,,,,,
HYDROCORTISON (ANUSOL HC) 25MG SUPP,$40.00 ,,,,,,,,,,
"XYLOCAINE 2%-EPI 1:100,000 1 mL, 20 mL",$40.00 ,,,,,,,,,,
DEXTROSE/0.225NS (D51/4NS) 1000ML,$40.00 ,,,,,,,,,,
1/2 NORMAL SALINE (NS 0.45%) 1000ML,$40.00 ,,,,,,,,,,
NORMAL SALINE (NS) 100ML IV,$40.00 ,,,,,,,,,,
ONGLYZA(SAXAGLIPTIN)2.5MG TAB,$40.08 ,,,,,,,,,,
VANCOMYCIN HCL 125MG CAP,$40.24 ,,,,,,,,,,
OSELTAMIVIR PHOS (TAMIFLU) 75MG CAP,$41.00 ,,,,,,,,,,
OLANZAPINE (ZYPREXA) 2.5MG TAB,$41.50 ,,,,,,,,,,
FENTANYL DURAGESIC PATCH 25MCG TOP,$44.00 ,,,,,,,,,,
CLINDAMYCIN (CLEOCIN) 900MG VIAL,$45.00 ,,,,,,,,,,
LIDOCAINE/EPI 2% (XYLOCAINE)20ML VL,$45.00 ,,,,,,,,,,
STERILE WATER (DRUG DIL) 10ML INJ,$45.00 ,,,,,,,,,,
EPINEPHRINE (ADRENALINE) 1MG/ML AMP,$45.00 ,,,,,,,,,,
ATROPINE SULF (EMERG) 0.1MG/10ML IV,$45.00 ,,,,,,,,,,
METRONIDAZOLE (FLAGYL) IVPB: 500MG,$45.00 ,,,,,,,,,,
CANDIDA ALBICANS SKIN TEST 0.02ML,$45.00 ,,,,,,,,,,
BACTERIOSTATIC WATER 30ML INJ,$45.00 ,,,,,,,,,,
NOREPINEPHRINE (LEVOPHED) 4MG INJ,$45.00 ,,,,,,,,,,
SALINE  (NS DILUENT) 10ML VIAL,$45.00 ,,,,,,,,,,
SODIUM BICARB 4.2MEQ INJ,$45.00 ,,,,,,,,,,
SODIUM BICARB 8.4MEQ INJ,$45.00 ,,,,,,,,,,
FLUMAZENIL (ROMAZICON) 0.5MG INJ,$45.00 ,,,,,,,,,,
FAMOTIDINE (PEPCID) 20MG INJ,$45.00 ,,,,,,,,,,
LABETALOL DRIP 300MG/240ML NS,$45.00 ,,,,,,,,,,
MONISTAT 3 VAG CREAM(MICONAZOLE NITRATE),$45.00 ,,,,,,,,,,
LEVETIRACETAM/NS IVPB 500MG/100ML,$45.00 ,,,,,,,,,,
AMIKACIN (AMIKIN) 500MG/ML 2ML IM,$45.00 ,,,,,,,,,,
NORMODYNE (LABETALOL) 100MG INJ IVP,$45.00 ,,,,,,,,,,
DILTIAZEM HCL (CARDIZEM)  125MG INJ,$45.00 ,,,,,,,,,,
METOPROLOL TAR (LOPRESSOR) 5MG INJ,$45.00 ,,,,,,,,,,
AMPICILLIN (PRINCIPEN) 1GM VL,$45.00 ,,,,,,,,,,
SALINE LOCK (NS FLUSH)  10ML SYRG,$45.00 ,,,,,,,,,,
METHYLSULF (NEOSTIGMINE) 0.5MG INJ,$45.00 ,,,,,,,,,,
CLINDAMYCIN (CLEOCIN) 600MG IM,$45.00 ,,,,,,,,,,
CALCIUM CHLORIDE 1GR/10ML INJ,$45.00 ,,,,,,,,,,
"CLINDAMYCIN 900 MG/6 ML ADDVAN 900 mg, 6 mL",$45.00 ,,,,,,,,,,
SENSORCAINE 0.25% (MARCAINE)5ML INJ,$45.00 ,,,,,,,,,,
LIDOCAINE/EPI 1% (XYLOCAINE)20ML VL,$45.00 ,,,,,,,,,,
"dilTIAZem 25 MG/5 ML VIAL 25 mg, 5 mL",$45.00 ,,,,,,,,,,
DILTIAZEM HCL (CARDIZEM)50MG INJ,$45.00 ,,,,,,,,,,
LIDOCAINE 2% (XYLOCAINE) 20ML VL,$45.00 ,,,,,,,,,,
"hydrOXYzine 100 MG/2 ML VIAL 100 mg, 2 mL",$45.00 ,,,,,,,,,,
LIDOCAINE 1% (XYLOCAINE) 20ML VL,$45.00 ,,,,,,,,,,
DEXTROSE (D50 EMERG ) 25GM INJ 50ML,$45.00 ,,,,,,,,,,
"thiamine 200 MG/2 ML VIAL 200 mg, 2 mL",$45.00 ,,,,,,,,,,
"FAMOTIDINE 20 MG PIGGYBACK 20 mg, 50 mL",$45.00 ,,,,,,,,,,
"HumuLIN 70-30 VIAL 10 unit, 3 mL",$45.00 ,,,,,,,,,,
"hydrOXYzine 50 MG/ML VIAL 50 mg, 1 mL",$45.00 ,,,,,,,,,,
"Dilaudid 1 MG/ML SYRINGE 1 mg, 1 mL",$45.00 ,,,,,,,,,,
VIMPAT(VIMPAT) 200MG CAP,$45.36 ,,,,,,,,,,
SOD POLY SULF (KAYEXALATE) 15GM/60ML LIQ,$46.70 ,,,,,,,,,,
SOD POLY SULF (KAYEXALATE) 15GM/60ML LIQ,$46.70 ,,,,,,,,,,
LEVOFLOXACIN (LEVAQUIN) 500MG TAB,$47.08 ,,,,,,,,,,
HYDROC/APAP(LORTAB) 2.5MG/167MG ELX,$49.15 ,,,,,,,,,,
HYDROC/APAP(LORTAB) 5MG/334MG ELX,$49.15 ,,,,,,,,,,
ALBUTEROL INHALER,$55.00 ,,,,,,,,,,
FLUCONAZOLE (DIFLUCAN) 150MG TAB,$55.75 ,,,,,,,,,,
ROCURONIUM BROMIDE INJ(ZEMURON) 50MG/5ML,$63.05 ,,,,,,,,,,
ETOMIDATE (AMIDATE) 40MG INJ,$63.05 ,,,,,,,,,,
MYCOLOG CREAM (NYSTATIN&TRIAMCINOLONE AC,$64.00 ,,,,,,,,,,
DUBUCAINE 2% (XYLOCAINE) 30ML JELLY,$66.70 ,,,,,,,,,,
MOXIFLOXACIN (AVELOX) 400MG  TAB,$73.20 ,,,,,,,,,,
VENTOLIN (ALBUTEROL) HFA 90MCG INH,$76.35 ,,,,,,,,,,
CLOT/BETAMET (LOTRISONE) 15GM1/.05% CRM,$76.80 ,,,,,,,,,,
SILDENAFIL(REVATIO) 20 MG TAB,$80.00 ,,,,,,,,,,
"VASHE WOUND THERAPY SOLUTION 250 mL, 250 mL",$85.00 ,,,,,,,,,,
ONDANSETRON  (ZOFRAN) 4MG TAB,$89.20 ,,,,,,,,,,
"HEPARIN DRIP 25,000 UNITS/500CC NS",$90.00 ,,,,,,,,,,
CARDIZEM DRIP (125MG IN NS 100CC),$90.00 ,,,,,,,,,,
AMIODARONE LOAD DOSE(150MG/100 CC D5W),$90.00 ,,,,,,,,,,
AMIODARONE MAINT DOSE 450MG/250CC D5W,$90.00 ,,,,,,,,,,
INSULIN DRIP  NOV R 100U/100CC NS,$90.00 ,,,,,,,,,,
ROCEPHIN/NS  IVPB: 2GM/100ML,$90.00 ,,,,,,,,,,
NAFCILLIN 2GM VL/NS 100ML,$90.00 ,,,,,,,,,,
PREPARATION H (ANUSOL HC) 2.5% 1OZ CRM,$99.80 ,,,,,,,,,,
ATROPINE EYE DROPS 1%,$100.00 ,,,,,,,,,,
FENTANYL DURAGESIC PATCH 50MCG,$105.45 ,,,,,,,,,,
VORICONAZOLE(VFEND) 200MG TAB,$106.54 ,,,,,,,,,,
NITROPUSSIDE (NITROPRESS) 50MG INJ,$109.85 ,,,,,,,,,,
NYSTATIN (NYSTOP) 100MU PWDR 15GM,$109.85 ,,,,,,,,,,
BETAMETHASONE DIPROPIONATE CREAM 0.05%,$113.60 ,,,,,,,,,,
GOLYTELY (COLYTE) 4000ML LIQ,$140.25 ,,,,,,,,,,
MUPIROCIN (BACTROBAN) OINT,$154.80 ,,,,,,,,,,
AERO CHAMBER INHALER,$158.50 ,,,,,,,,,,
CLOT/BETAMET (LOTRISONE) 45GM CRM,$161.00 ,,,,,,,,,,
"protamine 10 MG/ML VIAL 250 mg, 25 mL",$180.00 ,,,,,,,,,,
FLONASE NASAL SPRAY,$197.25 ,,,,,,,,,,
MEDROXYPROG (DEPO-PROVERA)150MG INJ,$212.20 ,,,,,,,,,,
"VITAMIN K-1 10 MG/ML AMPUL 10 mg, 1 mL",$215.00 ,,,,,,,,,,
PNEUMOCOCCAL 13 INJ,$240.80 ,,,,,,,,,,
TIOTROPIUM BROM (SPIRIVA)  INH,$276.65 ,,,,,,,,,,
DESMOPRESSION NASAL SPRAY,$282.00 ,,,,,,,,,,
INVANZ/NS  IVPB: 1GM/100ML,$290.68 ,,,,,,,,,,
FLUTICASONE (FLONASE) 50MCG SPRY,$337.30 ,,,,,,,,,,
COLLANGENASE (SANTYL) 30GM OINT,$350.68 ,,,,,,,,,,
FLUTICASONE (ADVAIR) 100/50 INHALER,$391.80 ,,,,,,,,,,
FLUTICASONE (ADVAIR) 250/50 INHALER,$391.80 ,,,,,,,,,,
MYCOLOG  LG (NYSTATIN&TRIAMCINOLONE AC,$400.00 ,,,,,,,,,,
LATANPROST(XALATAN)0.005% SOL 2.5ML,$428.25 ,,,,,,,,,,
MOMETASONE (NASONEX)50MCG 17GM SPRY,$500.45 ,,,,,,,,,,
FLUTICASONE (ADVAIR) 500/50 INHALER,$638.60 ,,,,,,,,,,
DIAZEMPAM (DIASTAT) 2.5MG GEL,"$1,126.40 ",,,,,,,,,,
INJ PROC FOR HYSTPI,$187.00 ,58340,,,,,,,,,
MANDIBLE <4 VIEWS,$71.50 ,70100,,,,,,,,,
MANDIBLE 4 VIEWS,$176.00 ,70110,,,,,,,,,
MASTOID <3 VIEWS,$99.00 ,70120,,,,,,,,,
FACIAL BONES <3 VIEWS,$99.00 ,70140,,,,,,,,,
FACIAL BONES <3VIEWS,$242.00 ,70150,,,,,,,,,
NASAL BONES 3 VIEWS,$165.00 ,70160,,,,,,,,,
SINUSES <3 VIEWS,$82.50 ,70210,,,,,,,,,
SINUSES > 3 VIEWS,$187.00 ,70220,,,,,,,,,
SKULL < 4 VIEWS,$99.00 ,70250,,,,,,,,,
SKULL 4 VIEWS,$242.00 ,70260,,,,,,,,,
T M JOINTS UNIFLAT,$99.00 ,70328,,,,,,,,,
TM JOINTS BILATERAL,$154.00 ,70330,,,,,,,,,
NECK SOFT TISSUES,$99.00 ,70360,,,,,,,,,
CT HEAD W/O CONTRAST,"$1,210.15 ",70450,,,,,,,,,
CT HEAD W/CONTRAST,"$1,168.27 ",70460,,,,,,,,,
CT HEAD W AND W/O CONT,"$1,418.71 ",70470,,,,,,,,,
CT ORBITS W/O CONTRA,$936.46 ,70480,,,,,,,,,
CT ORBITS W/CONTRAST,$500.50 ,70481,,,,,,,,,
CT ORBITS W AND W/O CONT,$654.50 ,70482,,,,,,,,,
CT MAX FAC W/O CONTR,$990.00 ,70486,,,,,,,,,
CT MAX FAC W/CONTRAS,$500.50 ,70487,,,,,,,,,
CT S/TIS NECK W CONT,$990.00 ,70490,,,,,,,,,
CT S/TISSUE NEC W/O CONT,"$1,001.00 ",70491,,,,,,,,,
CT S/TIS NECK W AND W/O CONT,"$1,176.00 ",70492,,,,,,,,,
CTA HEAD,"$1,390.00 ",70498,,,,,,,,,
CTA NECK,"$1,400.00 ",70498,,,,,,,,,
CHEST 1 VIEW,$172.52 ,71010,,,,,,,,,
CHEST 2 VIEWS,$188.83 ,71020,,,,,,,,,
CHEST W/ LORDOTIC,$132.00 ,71021,,,,,,,,,
CHEST W/ OBLIQUES,$132.00 ,71022,,,,,,,,,
CHEST DECUBITUS,$165.00 ,71035,,,,,,,,,
CHEST XRAY SINGLE VIEW,$173.00 ,71045,,,,,,,,,
CHEST XRAY 2 VIEW,$223.00 ,71046,,,,,,,,,
CHEST XRAY 3 VIEW,$273.00 ,71047,,,,,,,,,
CHEST XRAY 4 VIEW,$323.00 ,71048,,,,,,,,,
RIBS BILATERAL,$195.98 ,71100,,,,,,,,,
RIBS UNILATERAL,$195.98 ,71100,,,,,,,,,
RIBS UNI W PA CHEST 3V,$190.00 ,71101,,,,,,,,,
RIB BIL W PA CHEST 4V,$308.00 ,71111,,,,,,,,,
STERNUM 2 VIEWS,$198.00 ,71120,,,,,,,,,
STERNOCLAVICULAR,$93.50 ,71130,,,,,,,,,
CT CHEST WO CONTRAST,"$1,221.55 ",71250,,,,,,,,,
CT CHEST W/CONTRAST,"$1,353.25 ",71260,,,,,,,,,
CT THORAX W CONTRAST,"$2,450.00 ",71260,,,,,,,,,
CT CHEST W AND W/O CONT,"$1,253.10 ",71270,,,,,,,,,
CT THORAX FOR PE,"$1,200.00 ",71275,,,,,,,,,
C SPINE 1 VIEWS,$101.00 ,72020,,,,,,,,,
C SPINE 2 OR 3 VIEWS,$187.00 ,72040,,,,,,,,,
SWIMMERS,$49.50 ,72050,,,,,,,,,
C SPINE/ 5 VIEWS,$296.00 ,72050,,,,,,,,,
C-SPINE FLEX/EXT,$315.37 ,72052,,,,,,,,,
T-SPINE 2 VIEWS,$192.41 ,72070,,,,,,,,,
T-SPINE W/OBLIQUE,$126.50 ,72074,,,,,,,,,
SPINE SURVEY STUDY,$77.00 ,72082,,,,,,,,,
L-SPINE AP/LATERAL,$198.00 ,72100,,,,,,,,,
L-SPINE W/OBLIQUES,$242.00 ,72110,,,,,,,,,
L-SPINE BENDING VIEW,$264.00 ,72114,,,,,,,,,
CT C SPINE WO CONTRAST,"$1,315.57 ",72125,,,,,,,,,
CT T-SPINE W/O CONT,$698.50 ,72128,,,,,,,,,
CT L-SPINE WO CONTRAST,$720.50 ,72131,,,,,,,,,
PELVIS AP ONLY,$142.00 ,72170,,,,,,,,,
PELVIS W/OBLIQUE,$104.50 ,72190,,,,,,,,,
CT PELVIS WO CONTRAST,"$1,398.00 ",72192,,,,,,,,,
CT PELVIS W/CONTRAST,"$1,328.68 ",72193,,,,,,,,,
CT PELVIS W AND W/O CONT,"$1,308.50 ",72194,,,,,,,,,
SACROILIAC JOINTS,$110.00 ,72202,,,,,,,,,
SACRUM & COCCYX 2 VI,$110.00 ,72220,,,,,,,,,
COCCYX,$110.00 ,72220,,,,,,,,,
AC JOINTS,$154.00 ,73050,,,,,,,,,
FINGER OR THUMB,$176.00 ,73140,,,,,,,,,
FINGERS 3 VIEWS,$176.00 ,73140,,,,,,,,,
CT UPR/EXT W AND W/O CONT LT,$720.50 ,73202,,,,,,,,,
CT UPR/EXT W AND W/O CONT RT,$720.50 ,73202,,,,,,,,,
HIP 1 VIEWS,$88.00 ,73501,,,,,,,,,
HIP BILATERAL,$209.00 ,73521,,,,,,,,,
KNEE WITH PATELLAR,$231.00 ,73564,,,,,,,,,
KNEE WITH TUNNEL VIE,$231.00 ,73564,,,,,,,,,
KNEE W/OR STANDING,$231.00 ,73564,,,,,,,,,
KNEE BOTH STANDING,$115.50 ,73565,,,,,,,,,
ABDOMEN/KUB,$154.00 ,74000,,,,,,,,,
X-RAY ABDOMEN 1 VIEW,$154.00 ,74018,,,,,,,,,
ABD 2 VIEWS,$154.00 ,74019,,,,,,,,,
ABD DECUBITUS,$154.00 ,74020,,,,,,,,,
ABD FLAT AND UPR,$323.18 ,74020,,,,,,,,,
X-RAY ABDOMEN 3 OR MORE VIEWS,$323.00 ,74021,,,,,,,,,
ACUTE ABD SERIES,$323.18 ,74022,,,,,,,,,
CT ABD W/O CONTRAST,"$1,309.63 ",74150,,,,,,,,,
CT ABD W/CONTRAST,"$1,451.19 ",74160,,,,,,,,,
CT ABD W AND W/O,"$1,441.00 ",74170,,,,,,,,,
CTA AORTA/RUNOFF,"$1,200.00 ",74175,,,,,,,,,
CT ABD/PELVIS W/O CONTRAST,"$2,050.00 ",74176,,,,,,,,,
CT ABD/PELVIS W/CONTRAST,"$2,150.00 ",74177,,,,,,,,,
CT ABD/PELVIS W AND W/O CONTRAST,"$2,050.00 ",74178,,,,,,,,,
BODY GRAM (CHILD),$77.00 ,76010,,,,,,,,,
ECHOENCEPHALOGRAPHY,$550.00 ,76506,,,,,,,,,
US THYROID,$397.00 ,76536,,,,,,,,,
US NECK/SOFT TISSUE,$397.00 ,76536,,,,,,,,,
US BREAST BILATERAL,$262.28 ,76645,,,,,,,,,
US BREAST UNILATERAL,$262.28 ,76645,,,,,,,,,
US UPPER ABDOMEN,$554.25 ,76700,,,,,,,,,
US PLEURAL EFFUSION,$459.14 ,76705,,,,,,,,,
US GALLBLADDER,$459.14 ,76705,,,,,,,,,
US HEPATIC,$459.14 ,76705,,,,,,,,,
US ADOMINAL LIMITED,$459.14 ,76705,,,,,,,,,
US RENAL NH,$69.04 ,76770,,,,,,,,,
US ABD AORTA,$484.00 ,76770,,,,,,,,,
US RENAL,$510.91 ,76770,,,,,,,,,
US RENAL LIMITED,$275.00 ,76775,,,,,,,,,
US RENAL TRANSPLANT,$220.00 ,76776,,,,,,,,,
US PREGNANCY < 14 WEEKS,$535.96 ,76801,,,,,,,,,
US PREGNANCY > 14 WEEKS,$522.07 ,76805,,,,,,,,,
US PREGNANCY ADDITIONAL,$350.00 ,76810,,,,,,,,,
US PREG LIMITED,$165.00 ,76815,,,,,,,,,
US OB TRANSVAGINAL,$525.00 ,76817,,,,,,,,,
US BIOPHYSICAL SURV,$423.50 ,76818,,,,,,,,,
US FETAL DOPPLER UMB ART,$275.00 ,76820,,,,,,,,,
US TRANSVAG,$484.00 ,76830,,,,,,,,,
US PELVIC LIMITED,$456.07 ,76856,,,,,,,,,
US PELVIS,$456.07 ,76856,,,,,,,,,
US BLADDER,$456.07 ,76857,,,,,,,,,
US EXT NON VASCULAR,$280.00 ,76881,,,,,,,,,
US EXTREMITY NON VASCULAR,$220.00 ,76882,,,,,,,,,
US BILAT INFANT HIPS W MANIP,$375.00 ,76885,,,,,,,,,
US PARACENTESIS,$374.00 ,76934,,,,,,,,,
US THORACENTESIS,$374.00 ,76934,,,,,,,,,
US PSEUDOANEURYSM,$393.00 ,76936,,,,,,,,,
US NEEDLE LOCALIZATION,$324.01 ,76942,,,,,,,,,
US MISC,$220.00 ,76999,,,,,,,,,
FLUORO GUIDE CENTRAL VENOUS ACCESS,$725.00 ,77001,,,,,,,,,
BONE AGE STUDIES,$172.52 ,77072,,,,,,,,,
XRAY BONE SURVEY LIMITED,$75.14 ,77074,,,,,,,,,
L BONE SURVEY,$242.00 ,77074,,,,,,,,,
CAROTID EXTRA CRANIAL ARTERIES,$330.00 ,93880,,,,,,,,,
US CAROTID BILAT,$602.08 ,93880,,,,,,,,,
US CAROTID UNILATERAL,$300.00 ,93882,,,,,,,,,
US ANKLE BRACHIAL INDICES,$410.46 ,93922,,,,,,,,,
US LOWER EXT ART BILAT,$748.00 ,93925,,,,,,,,,
US BYPASS GRAFT PATENCY,$220.00 ,93926,,,,,,,,,
US UPPER EXT ART BILAT,$396.00 ,93930,,,,,,,,,
US LIMITED UPPER EXT ART,$300.00 ,93931,,,,,,,,,
US  LOWER EXT BILAT VENOUS STUDY,$400.00 ,93970,,,,,,,,,
ADB. IMAGE AND DOPPLER,$577.50 ,93975,,,,,,,,,
US SCROTUM WITH DOPPLER,$577.50 ,93975,,,,,,,,,
US RENAL ART DOPPLER,$577.50 ,93975,,,,,,,,,
US AORTIC DOPPLER,$260.00 ,93978,,,,,,,,,
US DIALYSIS GRAFT PATENCY,$185.00 ,93990,,,,,,,,,
ORBITS 4 VIEWS LT,$165.00 ,"70200,LT",,,,,,,,,
ORBITS 4 VIEWS RT,$165.00 ,"70200,RT",,,,,,,,,
CLAVICLE LT,$143.00 ,"73000,LT",,,,,,,,,
CLAVICLE RT,$143.00 ,"73000,RT",,,,,,,,,
SCAPULA LT,$165.00 ,"73010,LT",,,,,,,,,
SCAPULA RT,$165.00 ,"73010,RT",,,,,,,,,
SHOULDER 2 VIEWS LT,$176.00 ,"73030,LT",,,,,,,,,
SHOULDER 2 VIEWS RT,$176.00 ,"73030,RT",,,,,,,,,
HUMERUS 2 VIEWS LT,$143.00 ,"73060,LT",,,,,,,,,
HUMERUS 2 VIEWS RT,$143.00 ,"73060,RT",,,,,,,,,
ELBOW 2 VIEWS LT,$88.00 ,"73070,LT",,,,,,,,,
