Hospital Name:  St Elizabeth Community Hospital,,,,,,,
OSHPD Facility No: 106521041,,,,,,,
"Effective Date of Charges: June 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
0600026,EPIDURAL BLOOD PATCH     ," 1,619.00 ",,,,,
0600027,INSERT CATH BLADDER      , 313.00 ,,,,,
0600028,AMNIOINFUS TRANSAB WWO US, 509.00 ,,,,,
0600029,AMNIOCENTESIS            ," 1,524.00 ",,,,,
0600031,ANESTH GENERAL 1ST 30MIN ," 1,154.00 ",,,,,
0600032,ANESTH GENERAL ADDL 15MIN, 404.00 ,,,,,
0600033,ANESTH MAC/REG 1ST 30MIN , 888.00 ,,,,,
0600034,ANESTH MAC/REG ADDL 15MIN, 404.00 ,,,,,
0600035,LOCAL ANESTHESIA         , 404.00 ,,,,,
0600036,TRANSFUS BLD/BLD COMP    , 941.00 ,,,,,
0600037,US PREG 1 OR >FETUSES LTD," 2,065.00 ",,,,,
0600041,PACU STANDARD 1ST 30MIN  , 791.00 ,,,,,
0600042,PACU STANDARD ADDL 15MIN , 277.00 ,,,,,
0600043,FETAL CONTRAC STRESS TEST, 283.00 ,,,,,
0600044,FETAL NON STRESS TEST    , 702.00 ,,,,,
0600045,EXTERNAL CEPHALIC VERSION," 1,385.00 ",,,,,
0600046,CERCLAGE PLACEMENT       ," 5,210.00 ",,,,,
0600047,INSERT CERVICAL DILATOR  , 338.00 ,,,,,
0600048,FETAL DEMISE <23WK NEW PT," 1,844.00 ",,,,,
0600049,FETAL DEMISE <23WK EST PT," 1,844.00 ",,,,,
0600051,FETAL DEM <23 NEW W PROC ," 1,844.00 ",,,,,
0600052,FETAL DEM <23 EST W PROC ," 1,844.00 ",,,,,
0600054,DELIVERY OF PLACENTA     ," 5,354.00 ",,,,,
0600055,FETAL NS TEST ADDL FETUS , 702.00 ,,,,,
0600056,DELIVERY VAGINAL ROUTINE ," 6,256.00 ",,,,,
0600057,DELIVERY VAGINAL HIGH RSK," 7,823.00 ",,,,,
0600058,CIRCUMCISION             , 186.00 ,,,,,
0600059,OB VISIT/FETAL MONITR NEW, 250.00 ,,,,,
0600060,CATH OTHER 13X-17        , 53.00 ,,,,,
0600061,OB VISIT/FETAL MONITR EST, 90.00 ,,,,,
0600062,OB OBSERV PER HOUR       , 183.00 ,,,,,
0600063,DIRECT ADMISSION FOR OBSV, 688.00 ,,,,,
0600070,CATH OTHER 17X-23        , 70.00 ,,,,,
0600071,INTRO SHTH OTH <10       , 18.00 ,,,,,
0600080,CLOSURE EXTERN 17X-23    , 70.00 ,,,,,
0600090,CLOSURE EXTERN 23X-30    , 93.00 ,,,,,
0600100,INST/SUPP NONST 13X-17   , 53.00 ,,,,,
0600150,CATH INFUSION 51X-67     , 207.00 ,,,,,
0600160,CLOSURE EXTERN 10-13     , 40.00 ,,,,,
0600170,CLOSURE EXTERN 13X-17    , 53.00 ,,,,,
0600180,CLOSURE IMPLNT 115X-150  , 464.00 ,,,,,
0600190,CLOSURE IMPLNT 17X-23    , 70.00 ,,,,,
0600200,CLOSURE IMPLNT 39X-51    , 158.00 ,,,,,
0600210,CLOSURE IMPLNT 51X-67    , 207.00 ,,,,,
0600220,CLOSURE IMPLNT 88X-115   , 355.00 ,,,,,
0600230,GUIDEWIRE <10            , 18.00 ,,,,,
0600240,INST/SUPP STERL 10-13    , 40.00 ,,,,,
0600250,INST/SUPP STERL 13X-17   , 53.00 ,,,,,
0600260,INST/SUPP STERL 17X-23   , 70.00 ,,,,,
0600270,INST/SUPP STERL 23X-30   , 93.00 ,,,,,
0600290,NACL 0.9% 500ML INJ      , 0.09 ,,,,,
0600300,LACTATED RINGERS 500MLINJ, 78.00 ,,,,,
0600310,ADHESION BARR 254X-331   ," 1,024.00 ",,,,,
0600450,LACTATED RINGERS 1L INJ  , 0.09 ,,,,,
0600480,CLOSURE IMPLNT 30X-39    , 121.00 ,,,,,
0600490,INST/SUPP STERL 30X-39   , 121.00 ,,,,,
0600528,PACU COMPLEX 1ST 30MIN   ," 1,028.00 ",,,,,
0600536,PACU COMPLEX ADDL 15MIN  , 359.00 ,,,,,
0600544,INF TX/DX/PRO SEQ 1HR    ," 1,184.00 ",,,,,
0600545,SURGERY LEVEL 4 1ST 30MIN," 7,077.00 ",,,,,
0600546,SURGERY LEVEL 4 ADD 15MIN," 2,465.00 ",,,,,
0600547,ANES PUDENDAL NRV INJ    , 297.00 ,,,,,
0600548,CLOSURE IMPLNT 195X-254  , 786.00 ,,,,,
0600549,CLOSURE IMPLNT 67X-88    , 271.00 ,,,,,
0600550,NON OBV GYN OIB HR NC    , -   ,1,,,,
0600551,DELIVERY VAG EA ADD BABY ," 7,823.00 ",,,,,
0600560,VISIT LEVEL 1 EST PT     , 95.00 ,,,,,
0600563,OB VST/FTL MON EST W/PROC, 90.00 ,,,,,
0600564,OB VST/FTL MON NEW W/PROC, 250.00 ,,,,,
0600565,OB OBSERV PER HR NO HCPCS, 166.00 ,,,,,
0600566,D5% W ELECTROL 148 1000ML, 78.00 ,,,,,
0600567,MOD SEDAT =>5YRS 1ST 15M , 554.00 ,,,,,
0600568,MODERATE SEDAT ADD 15MIN , 465.00 ,,,,,
0600569,PUMP PORTABL REFILL/MAINT, 544.00 ,,,,,
0600570,PUMP IMPLANTD REFIL/MAINT, 544.00 ,,,,,
0600571,INF IV TX/DX PUMP PROLONG, 401.00 ,,,,,
0600572,BLOOD COLLECTION PICC    , 376.00 ,,,,,
0600573,AMNIOTIC FLUID REDUC W/US, 875.00 ,,,,,
0600574,CERCLAGE REMOVAL         ," 6,618.00 ",,,,,
0600575,INF TX/PROPH SUBQ 1ST HR , 606.00 ,,,,,
0600576,INF TX/PROPH SUBQ ADD HR , 118.00 ,,,,,
0600577,CAR SEAT/BED TEST 60MIN  , 90.00 ,,,,,
0600578,CAR SEAT/BED TEST ADD 30 , 45.00 ,,,,,
0600579,NACL 0.9% 250ML INJ      , 0.09 ,,,,,
0600580,D10%W 500ML INJ          , 54.00 ,,,,,
0600581,D5% LR 1000ML INJ        , 54.00 ,,,,,
0600582,NACL 0.9% 1000ML INJ     , 54.00 ,,,,,
0600583,NACL 0.9% 100ML INJ      , 54.00 ,,,,,
0600584,NACL 0.9% 50ML PB        , 54.00 ,,,,,
0600585,INST/SUPP STERL 39X-51   , 158.00 ,,,,,
0600586,INST/SUPP NONST 10-13    , 40.00 ,,,,,
0600587,CLOSURE IMPLNT 23X-30    , 93.00 ,,,,,
0600588,JOINT DEVICE 1234X-1605  ," 4,968.00 ",,,,,
0600589,JOINT DEVICE 2087X-2714  ," 8,402.00 ",,,,,
0600590,ANCHOR/SCREW 115X-150    , 464.00 ,,,,,
1090000,EQ URGENT CARE           , -   ,2,,,,
1090001,EQ CLINIC VISIT LEVEL    , -   ,2,,,,
1090002,EQ TREATMT ROOM VISIT LEV, -   ,2,,,,
1090003,EQ BEHAV HLTH RX NON RHC , -   ,2,,,,
1090016,EQ BEHAV HLTH TREATMT/SVS, -   ,2,,,,
1090017,EQ TELEMEDICINE GENERAL  , -   ,2,,,,
1090018,EQ URGENT CARE PROFEE    , -   ,2,,,,
1090026,EQ PROFEE EKG            , -   ,2,,,,
1090027,EQ EMERGENCY SURG BCAZ   , -   ,2,,,,
1090028,EQ EMERGENCY UC SURG BCAZ, -   ,2,,,,
1090029,EQ RENAL DIALYSIS CRRT   , -   ,2,,,,
1090030,EQ RENAL DIALYSIS CAPD   , -   ,2,,,,
1090031,EQ SURGERY WOUND         , -   ,2,,,,
1090032,EQ ROOM LEAVE OF ABSENCE , -   ,2,,,,
1090033,EQ ROOM SUBACUTE CARE I  , -   ,2,,,,
1090034,EQ ROOM SUBACUTE CARE III, -   ,2,,,,
1090035,EQ ROOM SUBACUTE CARE IV , -   ,2,,,,
1090036,EQ ROOM SUBACUTE CARE OTH, -   ,2,,,,
1090037,EQ ROOM STERILE ENVIR    , -   ,2,,,,
1090038,EQ ROOM WARD GENERAL     , -   ,2,,,,
1090039,EQ ROOM WARD PEDS        , -   ,2,,,,
1090040,EQ ROOM SUBACUTE PEDS I  , -   ,2,,,,
1090041,EQ ROOM SUBACUTE PEDS II , -   ,2,,,,
1090099,EQ EMERGENCY BCAZ 260    , -   ,2,,,,
1091111,EQ PHARM SELF ADMIN & 636, -   ,2,,,,
1091112,EQ PHARM W HCPCS & 250 MC, -   ,2,,,,
1091113,EQ ORGAN ACQU CADAVER DON, -   ,2,,,,
1091114,EQ EMERGENCY MED SCREEN  , -   ,2,,,,
1091115,EQ LAB BACTERIOLOGY RLAB , -   ,2,,,,
1091116,EQ LAB CHEMISTRY RLAB    , -   ,2,,,,
1091117,EQ LAB GENERAL RLAB      , -   ,2,,,,
1091118,EQ LAB HEMATOLOGY RLAB   , -   ,2,,,,
1091119,EQ LAB IMMUNOLOGY RLAB   , -   ,2,,,,
1091120,EQ LAB OTHER RLAB        , -   ,2,,,,
1091121,EQ LAB PATH BIOPSY RLAB  , -   ,2,,,,
1091122,EQ LAB PATH CYTOLOGY RLAB, -   ,2,,,,
1091123,EQ LAB PATH GENERAL RLAB , -   ,2,,,,
1091124,EQ LAB PATH HISTOLOG RLAB, -   ,2,,,,
1091125,EQ LAB UROLOGY RLAB      , -   ,2,,,,
1091126,EQ ROOM ACUTE ADMIN      , -   ,2,,,,
1091127,EQ ROOM ICU BURN         , -   ,2,,,,
1091128,EQ RHC PHARM SELF ADMIN  , -   ,2,,,,
1091129,EQ RHC INFUS/IV THERAPY  , -   ,2,,,,
1091130,EQ RHC ULTRASOUND        , -   ,2,,,,
1091131,EQ RHC CLINIC NON QUALIFY, -   ,2,,,,
1096916,EQ ROOM PVT GENERAL      , -   ,2,,,,
1096924,EQ ROOM SEMI GENERAL     , -   ,2,,,,
1096932,EQ ROOM SEMI M/S/GYN     , -   ,2,,,,
1096940,EQ ROOM SEMI PVT OB      , -   ,2,,,,
1096957,EQ ROOM SEMI PVT PED     , -   ,2,,,,
1096965,EQ ROOM SEMI PVT PSYCH   , -   ,2,,,,
1096973,EQ ROOM SEMI ONCOLOGY    , -   ,2,,,,
1096981,EQ ROOM SEMI PVT REHAB   , -   ,2,,,,
1096999,EQ ROOM NEWBORN LEVEL 1  , -   ,2,,,,
1097005,EQ ROOM NEWBORN NICU II  , -   ,2,,,,
1097013,EQ ROOM NEWBORN NICU III , -   ,2,,,,
1097021,EQ ROOM NEWBORN NICU IV  , -   ,2,,,,
1097039,EQ ROOM SUBACUTE CARE    , -   ,2,,,,
1097047,EQ ROOM ICU GENERAL      , -   ,2,,,,
1097054,EQ ROOM INTER ICU/TEL    , -   ,2,,,,
1097062,EQ ROOM ICU TRAUMA       , -   ,2,,,,
1097070,EQ ROOM CCU GENERAL      , -   ,2,,,,
1097088,EQ ROOM INTER CCU/TEL    , -   ,2,,,,
1097096,EQ PHARM GENERAL         , -   ,2,,,,
1097104,EQ PHARM W HCPCS         , -   ,2,,,,
1097112,EQ PHARM SELF ADMIN      , -   ,2,,,,
1097120,EQ PHARM TAKE HOME       , -   ,2,,,,
1097138,EQ PHARM REL TO RAD      , -   ,2,,,,
1097161,EQ PHARM IV SOLUTION     , -   ,2,,,,
1097187,EQ INFUSION/IV THERAPY   , -   ,2,,,,
1097203,EQ SUPPLY NONSTERILE     , -   ,2,,,,
1097211,EQ SUPPLY STERILE        , -   ,2,,,,
1097229,EQ SUPPLY PROST/ORTHOTIC , -   ,2,,,,
1097237,EQ SUPPY PACEMAKER/LEADS , -   ,2,,,,
1097245,EQ SUPPLY IMPLANT EYE LNS, -   ,2,,,,
1097252,EQ SUPPLY IMPLANT        , -   ,2,,,,
1097260,EQ LAB GENERAL           , -   ,2,,,,
1097278,EQ LAB CHEMISTRY         , -   ,2,,,,
1097286,EQ LAB IMMUNOLOGY        , -   ,2,,,,
1097294,EQ LAB HEMATOLOGY        , -   ,2,,,,
1097302,EQ LAB BACTERIOLOGY      , -   ,2,,,,
1097310,EQ LAB UROLOGY           , -   ,2,,,,
1097328,EQ LAB PATH CYTOLOGY     , -   ,2,,,,
1097336,EQ LAB PATH HISTOLOGY    , -   ,2,,,,
1097344,EQ LAB PATH BIOPSY       , -   ,2,,,,
1097351,EQ RADIOLOGY GENERAL     , -   ,2,,,,
1097369,EQ RADIOLOGY ARTHROGRAPHY, -   ,2,,,,
1097377,EQ RADIOLOGY ARTERIOGRAPH, -   ,2,,,,
1097385,EQ RADIOLOGY CHEST XRAY  , -   ,2,,,,
1097393,EQ RAD THERAP CHEMO ADM  , -   ,2,,,,
1097401,EQ RAD THERAP RADIATION  , -   ,2,,,,
1097419,EQ RAD THERAP CHEMO IV   , -   ,2,,,,
1097427,EQ NUC MED PROC DIAGNOS  , -   ,2,,,,
1097435,EQ NUC MED PROC THERAPEU , -   ,2,,,,
1097443,EQ NUC MED RADIOPHARM DX , -   ,2,,,,
1097450,EQ NUC MED RADIOPHARM TX , -   ,2,,,,
1097468,EQ CT SCAN GENERAL       , -   ,2,,,,
1097476,EQ CT SCAN HEAD          , -   ,2,,,,
1097484,EQ CT SCAN BODY          , -   ,2,,,,
1097492,EQ CT SCAN OTHER         , -   ,2,,,,
1097500,EQ SURGERY GEN           , -   ,2,,,,
1097518,EQ SURGERY MINOR         , -   ,2,,,,
1097526,EQ ANESTH GENERAL        , -   ,2,,,,
1097534,EQ BLOOD COMPONENT GEN   , -   ,2,,,,
1097542,EQ BLOOD ADMINISTRATION  , -   ,2,,,,
1097559,EQ MAMMOGRAPHY DIAGNOSTIC, -   ,2,,,,
1097567,EQ ULTRASOUND            , -   ,2,,,,
1097575,EQ MAMMOGRAPHY SCREENING , -   ,2,,,,
1097583,EQ PET SCAN              , -   ,2,,,,
1097591,EQ RESPIRATORY GENERAL   , -   ,2,,,,
1097609,EQ RESPIRATORY INHAL     , -   ,2,,,,
1097617,EQ HBO HYPERBARIC O2     , -   ,2,,,,
1097625,EQ RESPIRATORY STREN/ENDR, -   ,2,,,,
1097633,EQ PHYSICAL THER GENERAL , -   ,2,,,,
1097641,EQ PHYSICAL THER GEN-OTH , -   ,2,,,,
1097666,EQ PHYSICAL THER GEN-MCAL, -   ,2,,,,
1097674,EQ PHYSICAL THER GROUP   , -   ,2,,,,
1097682,EQ PHYSICAL THER GRP-OTH , -   ,2,,,,
1097708,EQ PHYSICAL THER EVAL    , -   ,2,,,,
1097716,EQ PHYSICAL THER EVAL-OTH, -   ,2,,,,
1097732,EQ PHYSICAL THER EVALMCAL, -   ,2,,,,
1097740,EQ OCCUP THER GENERAL    , -   ,2,,,,
1097757,EQ OCCUP THER GEN-OTH    , -   ,2,,,,
1097773,EQ OCCUP THER GEN - MCAL , -   ,2,,,,
1097781,EQ OCCUP THER GROUP      , -   ,2,,,,
1097799,EQ OCCUP THER GRP - OTH  , -   ,2,,,,
1097815,EQ OCCUP THER EVAL       , -   ,2,,,,
1097823,EQ OCCUP THER EVAL - OTH , -   ,2,,,,
1097849,EQ OCCUP THER EVAL - MCAL, -   ,2,,,,
1097856,EQ SPEECH PATH GENERAL   , -   ,2,,,,
1097864,EQ SPEECH PATH GROUP RATE, -   ,2,,,,
1097872,EQ SPEECH PATH EVAL      , -   ,2,,,,
1097880,EQ SPEECH PATH EVAL-OTH  , -   ,2,,,,
1097898,EQ EMERGENCY DEPARTMENT  , -   ,2,,,,
1097906,EQ PULMONARY FUNCTION GEN, -   ,2,,,,
1097914,EQ AUDIOLOGY DIAGNOSTIC  , -   ,2,,,,
1097915,EQ AUDIOLOGY GENERAL     , -   ,2,,,,
1097922,EQ CARDIO GEN-NON CATHLAB, -   ,2,,,,
1097930,EQ CARDIO CATH LAB/EP LAB, -   ,2,,,,
1097948,EQ CARDIAC STRESS TEST   , -   ,2,,,,
1097955,EQ ECHOCARDIOLOGY        , -   ,2,,,,
1097971,EQ CLINIC                , -   ,2,,,,
1097989,EQ MRI GENERAL           , -   ,2,,,,
1097997,EQ MRI BRAIN             , -   ,2,,,,
1098003,EQ MRI SPINAL CORD       , -   ,2,,,,
1098004,EQ OB DIAGNOSTIC         , -   ,2,,,,
1098011,EQ MRA HEAD AND NECK     , -   ,2,,,,
1098029,EQ MRA LOWER EXTREMITIES , -   ,2,,,,
1098037,EQ MRA NON HEAD/NCK/EXTRM, -   ,2,,,,
1098045,EQ SUPPLY FDA IDE 272    , -   ,2,,,,
1098052,EQ TRAUMA RESPONSE LEV II, -   ,2,,,,
1098060,EQ RECOVERY ROOM GENERAL , -   ,2,,,,
1098078,EQ OB PROCEDURE          , -   ,2,,,,
1098086,EQ EKG/ECG GENERAL       , -   ,2,,,,
1098094,EQ EKG/ECG HOLTER MONITOR, -   ,2,,,,
1098102,EQ EEG GENERAL           , -   ,2,,,,
1098110,EQ ENDOSCOPY/GI          , -   ,2,,,,
1098128,EQ TREATMENT ROOM        , -   ,2,,,,
1098144,EQ OBSERVATION ROOM      , -   ,2,,,,
1098151,EQ VACCINE ADMIN PREVENT , -   ,2,,,,
1098177,EQ OB DELIVERY           , -   ,2,,,,
1098193,EQ RENAL HEMODIALYSIS    , -   ,2,,,,
1098201,EQ RENAL CCPD            , -   ,2,,,,
1098219,EQ BEHAV HLTH TX GENERAL , -   ,2,,,,
1098227,EQ BEHAV HLTH INDIVID RX , -   ,2,,,,
1098235,EQ BEHAV HLTH GROUP RX   , -   ,2,,,,
1098243,EQ BEHAV HLTH TESTING    , -   ,2,,,,
1098250,EQ DIAGNOSTIC SVC OTHER  , -   ,2,,,,
1098268,EQ PERIPHERAL VASCLR LAB , -   ,2,,,,
1098276,EQ ELECTROMYELOGRAM      , -   ,2,,,,
1098284,EQ THERAPEUTIC SVC OTHER , -   ,2,,,,
1098292,EQ EDUCATION/TRAINING    , -   ,2,,,,
1098300,EQ CARDIAC REHAB         , -   ,2,,,,
1098318,EQ STATISTICAL           , -   ,2,,,,
1098326,EQ BEHAV HLTH FAMILY RX  , -   ,2,,,,
1098524,EQ ROOM SUBACUTE/SNF I   , -   ,2,,,,
1098532,EQ ROOM ICU SURGICAL     , -   ,2,,,,
1098540,EQ ROOM ICU MEDICAL      , -   ,2,,,,
1098557,EQ PHARM REL TO DX TEST  , -   ,2,,,,
1098599,EQ SUPPLY IMP W RX HCPCS , -   ,2,,,,
1098623,EQ PHARM OTHER           , -   ,2,,,,
1098649,EQ SUPPLY FDA IDE 275    , -   ,2,,,,
1098656,EQ SUPPLY FDA IDE 278    , -   ,2,,,,
1098664,EQ LAB OTHER             , -   ,2,,,,
1098672,EQ PULMONARY REHAB       , -   ,2,,,,
1098680,EQ IP INFANT AUDIOLOGY DX, -   ,2,,,,
1098698,EQ PHARM VACCINE PREVENT , -   ,2,,,,
1098706,EQ VACCINE ADMIN OTHER   , -   ,2,,,,
1098714,EQ SPEECH PATH EVAL-MCAL , -   ,2,,,,
1098722,EQ MRI OTHER             , -   ,2,,,,
1098730,EQ LAB PATH GENERAL      , -   ,2,,,,
1098748,EQ SPEECH PATH GEN - OTH , -   ,2,,,,
1098755,EQ SUPPLY IMPLANT FDA DEF, -   ,2,,,,
1098763,EQ PHARM EPO UNDER 10000 , -   ,2,,,,
1098771,EQ PHARM EPO OVER 10000  , -   ,2,,,,
1098805,EQ CATH/EP LAB PROCEDURES, -   ,2,,,,
1098813,EQ CATH/EP LAB RAD 320   , -   ,2,,,,
1098821,EQ CATH/EP LAB RAD 323   , -   ,2,,,,
1098847,EQ RENAL DIALYSIS NON HD , -   ,2,,,,
1098854,EQ OTHER DIAG-ALLERGY TST, -   ,2,,,,
1098862,EQ ANESTH INCIDENT TO RAD, -   ,2,,,,
1098888,EQ AMBULANCE             , -   ,2,,,,
1098896,EQ PROFEE SURGERY        , -   ,2,,,,
1098904,EQ PROFEE CLINIC         , -   ,2,,,,
1098912,EQ OB CIRCUMCISION       , -   ,2,,,,
1098920,EQ TRAUMA RESPONSE LEVIII, -   ,2,,,,
1098938,EQ PREVENTIVE CARE       , -   ,2,,,,
1098946,EQ PROFEE HOSPITAL VISIT , -   ,2,,,,
1098953,EQ PHYSICAL THER FUNCCODE, -   ,2,,,,
1098961,EQ OCCUP THER FUNC CODE  , -   ,2,,,,
1098979,EQ SPEECH PATH FUNC CODE , -   ,2,,,,
1098987,EQ ROOM PRIVATE M/S/GYN  , -   ,2,,,,
1098995,EQ ROOM PRIVATE PEDS     , -   ,2,,,,
1099001,EQ ROOM PRIVATE PSYCH    , -   ,2,,,,
1099019,EQ ROOM PRIVATE REHAB    , -   ,2,,,,
1099027,EQ ROOM SEMI DETOX       , -   ,2,,,,
1099035,EQ ROOM SEMI PEDS 3/4    , -   ,2,,,,
1099043,EQ ROOM SEMI PSYCH 3/4   , -   ,2,,,,
1099050,EQ ROOM SEMI REHAB 3/4   , -   ,2,,,,
1099068,EQ ROOM PRIVATE DLX GEN  , -   ,2,,,,
1099076,EQ ROOM PRIVATE DLX M/S/G, -   ,2,,,,
1099084,EQ ROOM ICU PEDS         , -   ,2,,,,
1099092,EQ ROOM ICU PSYCH        , -   ,2,,,,
1099100,EQ EMERGENCY URGENT CARE , -   ,2,,,,
1099118,EQ EMERGENCY OTHER       , -   ,2,,,,
1099126,EQ CLINIC OB             , -   ,2,,,,
1099134,EQ TRAUMA RESPONSE LEV I , -   ,2,,,,
1099142,EQ OB LABOR RM/DELIVERY  , -   ,2,,,,
1099159,EQ DIALYS IP PERITONEAL  , -   ,2,,,,
1099167,EQ BH ELECTROSHOCK       , -   ,2,,,,
1099175,EQ BH ACTIVITY THERAPY   , -   ,2,,,,
1099183,EQ BH PARTIAL HOSPITAL   , -   ,2,,,,
1099191,EQ BH PARTIAL HOSPITL INT, -   ,2,,,,
1099209,EQ PAP SMEAR             , -   ,2,,,,
1099217,EQ ORGAN ACQUISITION     , -   ,2,,,,
1099514,EQ RHC CLINIC            , -   ,2,,,,
1099647,EQ PROFEE LAB            , -   ,2,,,,
1099654,EQ PHARM GENERAL NON RHC , -   ,2,,,,
1099662,EQ PHARM SELF ADM NON RHC, -   ,2,,,,
1099670,EQ PHARM W HCPCS NON RHC , -   ,2,,,,
1099688,EQ INFUS/IV THE NON RHC  , -   ,2,,,,
1099696,EQ LAB GENERAL NON RHC   , -   ,2,,,,
1099704,EQ LAB CHEMISTRY NON RHC , -   ,2,,,,
1099712,EQ LAB IMMUNOLOGY NON RHC, -   ,2,,,,
1099720,EQ LAB HEMATOLOGY NON RHC, -   ,2,,,,
1099738,EQ LAB BACT-MICRO NON RHC, -   ,2,,,,
1099746,EQ LAB UROLOGY NON RHC   , -   ,2,,,,
1099753,EQ LAB OTHER NON RHC     , -   ,2,,,,
1099761,EQ RAD THER CHEMO NON RHC, -   ,2,,,,
1099779,EQ RAD THER/CHEMO NON RHC, -   ,2,,,,
1099787,EQ SURGERY MINOR NON RHC , -   ,2,,,,
1099795,EQ EMERGENCY URGI NON RHC, -   ,2,,,,
1099803,EQ ULTRASOUND NON RHC    , -   ,2,,,,
1099811,EQ CLINIC NON RHC        , -   ,2,,,,
1099829,EQ CLINIC OB NON RHC     , -   ,2,,,,
1099837,EQ PREVENT CARE NON RHC  , -   ,2,,,,
1099845,EQ VAC ADMIN OTH NON RHC , -   ,2,,,,
1099852,EQ BEHAV HLTH TX NON RHC , -   ,2,,,,
1099860,EQ EDUC/TRAIN COM NON RHC, -   ,2,,,,
1099878,EQ PULM FUNC GEN NON RHC , -   ,2,,,,
1099886,EQ EKG/ECG GEN NON RHC   , -   ,2,,,,
1099902,EQ ROOM PRIVATE OB       , -   ,2,,,,
1099910,EQ ROOM STERILE ENVIRONMT, -   ,2,,,,
1099911,EQ IP/OBSV PSYCH SITTER  , -   ,2,,,,
1099912,EQ AUDIOLOGY DIAG NON RHC, -   ,2,,,,
1099928,EQ ROOM NEWBORN GENERAL  , -   ,2,,,,
1099977,EQ PHARM W HCPCS NON-COV , -   ,2,,,,
1099985,EQ SURGERY TRANSPLANT OTK, -   ,2,,,,
1099993,EQ RESPIR INHAL NON RHC  , -   ,2,,,,
1099994,EQ LAB PATH CYTO NON RHC , -   ,2,,,,
1099995,EQ ACUPUNCTURE           , -   ,2,,,,
2000020,PT THERAPY MANUAL EA 15  , 128.00 ,,,,,
2000070,PT THR ACTIVITY EA 15    , 115.00 ,,,,,
2000080,PT THERAPY GROUP 15      , 315.00 ,,,,,
2000090,PT WHIRLPOOL ONE EXTRMITY, 230.00 ,,,,,
2000100,PT ULTRASOUND EA 15      , 75.00 ,,,,,
2000150,PT THERAPY GROUP 30      , 323.00 ,,,,,
2000160,PT THERAPY GROUP 45      , 374.00 ,,,,,
2000170,PT THERAPY GROUP 60      , 420.00 ,,,,,
2000180,PT THERAPY GROUP 75      , 467.00 ,,,,,
2000190,PT THERAPY GROUP 90      , 517.00 ,,,,,
2000230,PT E-STIM ATTEND EA 15   , 59.00 ,,,,,
2000240,PT EXERCISE THR EA 15    , 129.00 ,,,,,
2000250,PT TRAINING GAIT EA 15   , 115.00 ,,,,,
2000270,PT RE-ED NEUROMSCL EA 15 , 107.00 ,,,,,
2000290,PT TRN SLF CARE/HME EA 15, 112.00 ,,,,,
2000300,PT MNGMT WHEELCHAIR EA 15, 127.00 ,,,,,
2000320,PT NON-CPT CLNT SRV 15 NC, -   ,1,,,,
2000330,PT STUDENT PRODUCT/DAY NC, -   ,1,,,,
2000340,PT DEBR SL SESSION 1ST 20, 565.00 ,,,,,
2000350,PT DEBR SL SESSION ADD 20, 271.00 ,,,,,
2000360,PT DEBR SL SESS EA 15 NC , -   ,1,,,,
2000370,PT MC EVALUATION ADD 15  , 0.09 ,,,,,
2000380,PT MC THERAPY COMBO ADD15, 0.09 ,,,,,
2000390,PT MGT/TRN ORTHO INI EA15, 0.09 ,,,,,
2000400,PT E-STIM UNATTENDED OTHR, 0.09 ,,,,,
2000410,PT TRAINING GAIT EA 15   , 0.09 ,,,,,
2000420,PT MASSAGE EA 15         , 0.09 ,,,,,
2000430,PT PARAFFIN BATH         , 0.09 ,,,,,
2000440,PT EXERCISE THR EA 15    , 0.09 ,,,,,
2000450,PT TRACTION MECHANICAL   , 0.09 ,,,,,
2000460,PT ULTRASOUND EA 15      , 0.09 ,,,,,
2000470,PT THR ACTIVITY EA 15    , 0.09 ,,,,,
2000480,PT THERAPY MANUAL EA 15  , 0.09 ,,,,,
2000500,PT IONTOPHORESIS EA 15   , 0.09 ,,,,,
2000510,PT RE-ED NEUROMSCL EA 15 , 0.09 ,,,,,
2000520,PT E-STIM ATTEND EA 15   , 0.09 ,,,,,
2000530,PT MC EVALUATION INI 30  , 0.09 ,,,,,
2000560,PT TEST PERF PHYSCL EA 15, 62.00 ,,,,,
2000570,PT MC THERAPY COMBO ADD15, 70.00 ,,,,,
2000580,PT MGT/TRN ORTHO INI EA15, 74.00 ,,,,,
2000590,PT E-STIM UNATTENDED OTHR, 50.00 ,,,,,
2000600,PT PARAFFIN BATH         , 50.00 ,,,,,
2000610,PT TRACTION MECHANICAL   , 70.00 ,,,,,
2000630,PT IONTOPHORESIS EA 15   , 62.00 ,,,,,
2000640,PT MC EVALUATION INI 30  , 284.00 ,,,,,
2000650,PT TRN SLF CARE/HME EA 15, 0.09 ,,,,,
2000660,PT TRAIN PROSTH INI EA 15, 74.00 ,,,,,
2000670,PT TRAIN PROSTH INI EA 15, 0.09 ,,,,,
2000680,PT MC THERAPY COMBO INI30, 0.09 ,,,,,
2000690,PT NON-CPT CLNT SRV 15 NC, 0.09 ,,,,,
2000700,PT TEST PERF PHYSCL EA 15, 0.09 ,,,,,
2000710,PT MC THERAPY COMBO INI30, 138.00 ,,,,,
2000720,PT STRAPPING UNNA BOOT   , 345.00 ,,,,,
2000730,PT STRAPPING UNNA BOOT   , 0.09 ,,,,,
