Charge Code,Description,Dept,Revenue Code,Proc Code,Modifier 1,Modifier 2,Rate,Zero Charge Explanation
4500002,SENSITIVITY/SUSCEPTIBILTY ON CULTURE / Q,LAB,306,87186,90,,31.15,
4500034,GRAM STAIN / Q,LAB,306,87205,90,,2.35,
4500181,SMR PRIM SRC FLUORESC&/AFS BCT FNGI /Q,LAB,306,87206,90,,4.55,
4508813,MALARIA SMEAR / Q,LAB,306,87207,90,,9.05,
4500203,SMEAR COMPLX STAIN OVA PARASIT /Q,LAB,306,87209,,,6.65,
4508242,WET MOUNT,LAB,306,87210,,,51.80,
4508187,TISSUE KOH FOR FUNGI /Q,LAB,306,87220,90,,14.65,
4508188,KOH PREP WET MOUNT FUNGUS,LAB,306,87220,,,42.75,
4500200,TOXIN/ANTITOXIN ASSAY TISSUE /Q,LAB,306,87230,,,24.60,
4501556,VIRUS TISSUE INOCULATION /Q,LAB,306,87252,90,,14.40,
4501557,VIRUS INOCULATION SHELL STAIN /Q,LAB,306,87254,90,,11.25,
4500410,"HSV CULTURE,SOFP/Q",LAB,302,87255,,,28.15,
4505004,CRYPTOSPORIDIUM AG IF /Q,LAB,306,87272,90,,21.45,
4507290,VARICELLA ZOSTER AG IF,LAB,306,87290,90,,37.00,
4507299,ANTIBODY DETECTION NOS IF,LAB,306,87299,90,,40.30,
4508019,"C. DIFF TOXIN, EIA/ Q",LAB,306,87324,90,,15.15,
4505002,GIARDIA AG STOOL / Q,LAB,306,87328,90,,15.85,
4508732,GIARDIA ANTIGEN / Q,LAB,306,87329,90,,16.91,
4505005,ENTAMOEB HIST GRP AG IA /Q,LAB,306,87337,90,,41.10,
4500121,H. PYLORI ANTIGEN /Q,LAB,301,87338,90,,49.55,
4508698,HEPATITIS B SURF AG / Q,LAB,306,87340,90,,5.70,
4502036,HEPATITIS Be AG EIA / Q,LAB,306,87350,90,,7.90,
4508705,"HIV-1&2, AG & ANTIBODY /Q",LAB,306,87389,90,,36.95,
4500430,"INFLUENZA A&B AG,EIA/Q",LAB,306,87400,,,55.35,
4500216,SHIGA LIKE TOXIN IAAD EIA /Q,LAB,306,87427,,,11.65,
4508020,PCR AG DETECT NOS IIA MULT /Q,LAB,306,87449,90,,9.80,
4507471,IADNA BARTONELLA AMPLIFIED PROBE TECHNIQ,LAB,306,87471,90,,108.30,
4500191,CANDIDA DNA DIR PROBE /Q,LAB,306,87480,90,,25.00,
4500101,CHLAMYDIA PENUMONIAE /Q,LAB,306,87486,90,,67.45,
4508164,"CHLAMYDIA DNA,SDA /Q",LAB,306,87491,90,,12.40,
4500223,CLOSTRIDIUM DIFF AMPLIFIED PROBE /Q,LAB,306,87493,,,45.35,
4500770,CYTOMEGALOVIRUS DNA / Q,LAB,301,87497,90,,62.60,
4500192,GARDNER VAG DNA DIR PROBE /Q,LAB,306,87510,90,,25.00,
4500210,HEATITIS  B IADNA QUANT /Q,LAB,306,87517,,,74.90,
4507521,HCV RNA QUAL / Q,LAB,301,87521,90,,118.05,
4508798,HEP C RNA QUANT / Q,LAB,301,87522,90,,62.90,
4509124,HCV RNA QUANT R-T PCR /Q,LAB,301,87522,90,,83.20,
4502140,HSV 1/2 DNA PCR/Q,LAB,302,87529,,,122.55,
4502038,HIV-1 RNA QUANT BDNA /Q,LAB,301,87536,90,,108.90,
4500066,M. TUBERCULO DNAAMP PROBE /Q,LAB,306,87556,90,,61.75,
4508178,"GC DNA,SDA /Q",LAB,306,87591,90,,22.50,
45002121,HPV IADNA HIGH RISK TYPES /Q,LAB,306,87624,,,39.40,
45002122,HPV TYPES 16 & 18 ONLY /Q,LAB,306,87625,90,,120.35,
4500177,MRSA SCREEN RT PCR / Q,LAB,306,87641,90,,51.25,
4500193,TRICHOMONAS VAGIN DIR PROBE /Q,LAB,306,87660,90,,25.00,
4500168,TRICHOMMONAS AMP PROBE /Q,LAB,301,87661,90,,102.10,
4500229,IADNA AMP PROBE TQ EACH NOT SPECIFIED /Q,LAB,306,87798,90,,108.30,
4508695,DETECT DNA / Q,LAB,302,87799,90,,54.00,
4502010,LYME WEST BLOT / Q,LAB,302,87801,90,,42.75,
4502310,INFLUENZA,LAB,302,87804,,,89.90,
4018202,RAPID STREP SCREEN,ED,302,87880,,,104.60,
4078202,RAPID STREP SCREEN,CL,302,87880,,,165.20,
4508202,RAPID STREP SCREEN,LAB,302,87880,,,165.20,
4508807,HEP C GENOTYPE LIPA/Q,LAB,306,87902,90,,147.95,
4500145,HEP B GENOTYPE DNA /Q,LAB,306,87912,,,181.95,
4500024,CYTOLOGY URINE / Q,LAB,311,88104,90,,15.85,
4500218,CYTOPATH CELL ENHANCE TECHNIQ SLCTV /Q,LAB,311,88112,,,70.25,
4508031,CYTOPATH C/V THIN LAYER,LAB,311,88142,,,31.00,
4508033,CYTOPATH C/V THIN LAYER RESCREEN /Q,LAB,311,88175,90,,31.50,
4500156,FLOW CYTOMETRY TC 1 MARKER /Q,LAB,311,88184,90,,35.95,
4500157,FLOW CYTOMETRY EA ADDL MARKER /Q,LAB,311,88185,90,,9.35,
4508819,"Flow cytometry, interpretation; 16 or >",LAB,311,88189,,,299.85,
4500109,CYSTIC FIBROSIS SCREEN /Q,LAB,300,88299,90,,112.45,
4500271,TISSUE EXAM BY PATHOLOGIST LVL 1 /Q,LAB,312,88300,90,,33.71,
4500272,TISSUE EXAM BY PATHOLOGIST LVL II /Q,LAB,312,88302,90,,67.45,
4500273,TISSUE EXAM BY PATHOLOGIST LVL III /Q,LAB,312,88304,90,,101.15,
4500274,TISSUE EXAM BY PATHOLOGIST LVL  IV /Q,LAB,312,88305,90,,134.85,
4500275,TISSUE EXAM BY PATHOLOGIST LVL V /Q,LAB,312,88307,90,,168.55,
4500276,TISSUE EXAM BY PATHOLOGIST LVL VI /Q,LAB,312,88309,90,,207.90,
4508006,CELL COUNT (BODY FLUID)/Q,LAB,309,89051,90,,58.50,
4500035,WBC SMEAR STOOL / Q,LAB,306,89055,90,,2.35,
4508034,CRYSTALS- SYNOVIAL FLUI/Q,LAB,309,89060,90,,43.90,
4508106,SEMEN ANALYSIS POST,LAB,309,89321,,,66.40,
4710002,RABIES IMM GLOB (Rig=HT),PHAR,636,90375,,,"1,104.00",
4070633,IMMUN ADMIN INFLUENZA,CL,771,90460,,,94.40,
4010012,IMMUN ADMIN 1ST EA COMBO,MM,771,90471,,,111.30,
4070631,IMMUN ADMIN 1ST EA/COMBO,CL,771,90471,,,111.30,
4070635,IMMUN ADMIN VACCINE FOR CHILDREN,CL,771,90471,,,26.03,
4870631,IMMUN ADMIN 1ST EA/COMBO,OPPR,771,90471,,,94.40,
4010011,IMMUN ADMIN ADDL EA COMBO,ED,771,90472,,,60.70,
4070632,IMMUN ADMIN ADDL EA/COMBO,CL,771,90472,,,39.40,
4870632,IMMUN ADMIN ADDL EA/COMBO,OPPR,771,90472,,,36.05,
4717170,BEXSERO,PHAR,636,90620,,,350.00,
4710583,FLU VACCINE INJ MEDICARE,PHAR,636,90630,,,0.00,Used for tracking to report Medicare Flu Vaccines on Cost Report
4711452,HEP A VACCINE,PHAR,636,90632,,,185.00,
4717390,HEPATITIS A PED/ADOLESCENT,PHAR,636,90633,,,101.00,
4717160,HPV-GARDASIL,PHAR,636,90649,,,292.00,
4710584,FLU VACCINE HI DOSE INJ MDCR,PHAR,636,90656,,,0.00,Used for tracking to report Medicare Flu Vaccines on Cost Report
4710585,FLU VACCINE INJ,PHAR,636,90656,,,25.00,
4075157,INJ SC/SQ/IM FLU SPLIT 3+ YRS,CL,983,90658,,,61.85,
4711609,PNEUMO 13 VACC INJ MEDICARE,PHAR,636,90670,,,0.00,Used for tracking to report Medicare Pneumovax Vaccines on Cost Report
4717460,PREVNAR 13,PHAR,636,90670,,,373.00,
4710003,RABIES VACC POST EXPOSURE,PHAR,636,90675,,,482.60,
4710825,MMR VACCINE,PHAR,636,90707,,,104.90,
4717420,IPOL Polio Vaccine,PHAR,636,90713,,,130.00,
4711158,TD VACC PRSV FREE 7 YRS & OLDER,PHAR,636,90714,,,96.30,
4711160,TDAP VACCINE INJ,PHAR,636,90715,,,152.00,
4715683,VARICELLA VACC-PT > 19Y/O,PHAR,636,90716,,,210.80,
4711159,DIPTHERIA & TETNS TXD INJ >7 PRESERV FRE,PHAR,636,90718,,,96.30,
4711606,PNEUMOCOCCAL VAC INJ,PHAR,636,90732,,,274.47,
4711607,PNEUMO 23 VACCINE INJ MEDICARE,PHAR,636,90732,,,0.00,Used for tracking to report Medicare Pneumovax Vaccines on Cost Report
4717400,MENINGOCOCCAL MPSV4,PHAR,636,90733,,,230.00,
4710636,HEPATITUS B ADULT INJ,PHAR,636,90746,,,238.70,
4780001,ST EVAL DYSPHAGIA,PT,444,92506,,,363.00,
4780002,ST DYSPHAGIA INDIVID,PT,440,92507,,,224.70,
4780005,SPEECH SOUND LANG COMPREHENSION,ST,440,92523,,,550.55,
4780006,BEHAVRAL & QUALIT ANALYS VOICE,ST,440,92524,,,255.05,
4780010,TX SWALLOWING DYSFUNCTION,ST,440,92526,,,243.85,
4082551,AUDIOLGC FNCTN SCRNG AIR,CLMD,471,92551,,,38.25,
4080228,TYMPANOMETRY,CLMD,983,92567,,,58.50,
4780018,ORAL SPEECH DEVICE EVAL,ST,444,92597,,,204.55,
4780008,EVAL FOR NONSPEECH DEVICE RX,ST,444,92605,,,252.85,
4780014,THER SERV NONSPEECH DEVICE,ST,440,92606,,,202.25,
4780017,EVAL FOR SPEECH DEVICE RX 1ST HR,ST,444,92607,,,359.55,
4780003,EVAL FOR SPEECH DEVICE RX EA ADDL 30 MIN,ST,444,92608,,,148.40,
4780015,USE OF SPEECH DEVICE SERVICE,ST,440,92609,,,314.60,
4780016,EVAL SWALLOWING FUNCTION,ST,444,92610,,,207.90,
4780019,EVAL FOR NONSPEECH DEV RX ADD 30 MIN,ST,444,92618,,,92.20,
4010505,CARDIOPULMONARY RESUS,ED,450,92950,,,814.60,
4020505,CARDIOPULMONARY RESUS,EDMD,981,92950,,,589.90,
4010504,CARDIOVERSION ELECTIVE EX,ED,450,92960,,,752.75,
4020504,CARDIOVERSION ELECTIVE EX,EDMD,981,92960,,,449.40,
4010001,ECG-12 LEADS TRACING ONLY,ED,730,93005,,,656.15,
4870003,ECG-12 LEADS TRACING ONLY,OPPR,730,93005,,,656.15,
4020001,ECG-12 LEAD INTP REPORT ONLY,EDMD,981,93010,,,63.00,
4010002,ECG-1-3 LEAD TRACING ONLY,ED,730,93041,,,92.20,
4870004,ECG-1-3 LEAD TRACING ONLY,OPPR,730,93041,,,32.75,
4010004,PEAK FLOW MEASURE,ED,460,94150,,,107.95,
4010006,SVN INITIAL TREATMENT,ED,412,94640,,,327.00,
4070159,SVN INITIAL TREATMENT,CL,412,94640,,,223.75,
4070160,SVN SUBSEQUENT (EA),CL,412,94640,76,,55.15,
4010005,POS AIRWAY PRESSURE CPAP,ED,450,94660,,,465.00,
4011415,O2 SAT MEAS SNGL READ,ED,460,94760,,,54.00,
4070638,PRO SVC ALLERGN TX WO EXT,CL,521,95115,,,40.55,
4071117,PRO SVC ALLERGEN > 2,CL,983,95117,,,40.55,
4780013,CONGITIVE TEST BY HC PRO,ST,440,96125,,,333.70,
4010016,INFUSION HYDRATION < 1 HR,ED,260,96360,,,"1,267.45",
4870078,INFUSION/HYDRATE <1HOUR,OPPR,260,96360,,,633.70,
4010015,INFUSION HYDRATION > 1 HR,ED,260,96361,,,652.80,
4870081,INFUSION/HYDRATE >1 HR,OPPR,260,96361,,,127.15,
4010079,INFUSION THER/DX <1 HOUR,ED,260,96365,,,585.40,
4870079,INFUSION THER/DX <1 HOUR,OPPR,260,96365,,,585.40,
4010080,INFUSION THER/DX 1-8HR EA,ED,260,96366,,,430.40,
4870080,INFUSION THER/DX >1HR-8HR,OPPR,260,96366,,,430.40,
4010025,INFUSION 2ND LINE <1 HR,ED,260,96367,,,137.15,
4010024,INFUSION CONCURRENT LINE >1 HR,ED,260,96368,,,237.95,
4010023,INJ THER-PROP-DX SQ-IM,ED,450,96372,,,219.15,
4075158,INJECTION-SC/SQ OR IM,CL,521,96372,,,61.85,
4875158,INJ THER/PROP/DX SQ/IM,OPPR,761,96372,,,219.15,
4070630,INJ THER/PRO/DX INTRA-ART,CL,521,96373,,,87.70,
4010022,IV PUSH SINGLE-INIT DRUG,ED,260,96374,,,272.05,
4870022,IV PUSH-SNGL OR INTL DRUG,OPPR,260,96374,,,211.30,
4010019,IV PUSH ADDL-NEW DRUG,ED,260,96375,,,211.30,
4010017,IV PUSH ADDL-SAME DRUG,ED,260,96376,,,194.50,
4770022,PT ELEC STIM ATTN / 15MIN,PT,420,97032,,,83.20,
4770019,PT ULTRASOUND ATTN / 15MI,PT,420,97035,,,44.95,
4770015,PT THERAPU EX /15MIN,PT,420,97110,,,93.35,
4770012,PT NEURO MSCL RE-ED /15MI,PT,420,97112,,,93.35,
4770006,PT GAIT TRNG/STAIR /15MIN,PT,420,97116,,,82.15,
4770007,"MAN THERAPY 1+ REGIONS, EA 15 MIN",PT,420,97140,,,79.00,
4770003,PT EVAL LOW COMPLEX 20MIN,PT,424,97161,GP,,236.35,
4770004,PT EVAL MOD COMPLEX 30MIN,PT,424,97162,GP,,288.85,
4770005,PT EVAL HIGH COMPLEX 45MIN,PT,424,97163,GP,,367.50,
4770008,PT RE-EVAL EST PLAN CARE,PT,424,97164,GP,,147.00,
4770030,THERAPEUTIC ACTV EA 15MIN,PT,420,97530,,,65.21,
4780012,COGNITIVE SKILLS DEVELOPMENT,ST,440,97532,,,75.30,
4777535,Self Care / Home Mngmt Training,PT,420,97535,,,65.21,
4010760,RMVL DEVITAL TIS 20CM<,ED,450,97597,,,973.05,
4020760,RMVL DEVITAL TIS 20CM<,EDMD,981,97597,,,124.75,
4508434,RAY'S MARKET DRUG SCREEN,LAB,300,99001,,,43.90,
4080998,POST OP FOLLOW-UP GLB SVC,CLMD,965,99024,,,0.00,This is for a global visit in the Clinic- used for tracking
4711092,SILVADENE 1%<50GM TOPICAL,PHAR,250,99070,,,21.40,
4020810,MOD SED SAME PHYS <5 YRS,EDMD,981,99151,,,173.05,
4019141,MOD SED SAME PHYS >5 YRS 1st 30M,ED,450,99152,,,210.00,
4029141,MOD SED SAME PHYS >5 YRS 1st 30M PRO FEE,EDMD,981,99152,,,143.95,
4019142,MOD SED SAME PHYS>5 YRS EA ADDL 15M,ED,450,99153,,,105.00,
4029142,MOD SED SAME PHYS>5 YR EA AD 15M PRO FE,EDMD,981,99153,,,72.55,
4080177,PHLEBOTOMY THERAPEUTIC,CLMD,983,99195,,,86.55,
4080067,E/M NEW PT LIMITED,CLMD,983,99201,,,155.10,
4080066,E/M NEW PT EXPANDED,CLMD,983,99202,,,193.31,
4080065,E/M NEW PT DETAILED,CLMD,983,99203,,,251.70,
4080064,E/M NEW PT COMP/MOD,CLMD,983,99204,,,359.55,
4080063,E/M NEW PT COMP/COMPLEX,CLMD,983,99205,,,485.45,
4080062,E/M EST PT MINIMAL,CLMD,983,99211,,,74.25,
4870060,E/M HBC NURSE ONLY,OPPR,761,99211,,,350.60,
4080061,E/M EST PT LIMITED,CLMD,983,99212,,,105.65,
4870061,E/M HBC FOCUSED-MINOR,OPPR,761,99212,,,254.00,
4080060,E/M EST PT EXPANDED,CLMD,983,99213,,,136.00,
4870062,E/M HBC EXPANDED-MODERATE,OPPR,761,99213,,,242.80,
4080059,E/M EST PT DETAILED,CLMD,983,99214,,,196.70,
4870063,E/M HBC DETAILED-MODERATE,OPPR,761,99214,,,216.95,
4080058,E/M EST PT COMPREHNS,CLMD,983,99215,,,314.60,
4029217,OBSERV DISCH DIFF DAY,EDMD,987,99217,,,152.90,
4029218,OBSRV H&P LOW CMPLX,EDMD,987,99218,,,191.00,
4029219,OBSRV H&P MOD CMPLX,EDMD,987,99219,,,259.60,
4029220,OBSRV H&P HIGH CMPLX,EDMD,987,99220,,,324.80,
4029221,HSP CARE INITIAL LOW,EDMD,987,99221,,,237.10,
4029222,HSP CARE INITIAL / MODERATE,EDMD,987,99222,,,319.10,
4029223,HSP CARE INITIAL / HIGH,EDMD,987,99223,,,392.20,
4029224,OBSERVATION SUBS LOW,EDMD,987,99224,,,104.60,
4029225,OBSERVATION SUBS MODERATE,EDMD,987,99225,,,159.60,
4029226,OBSERVATION SUBS HIGH,EDMD,987,99226,,,235.95,
4029231,HSP CARE SUBQ/FOCUSED/LOW,EDMD,987,99231,,,119.20,
4029232,HSP CARE SUBQ/EXPNDED/MOD,EDMD,987,99232,,,169.70,
4029233,HSP CARE SUBQ / HIGH,EDMD,987,99233,,,230.40,
4029234,OBS/ HSP ADM/DIS SAME DAY LOW,EDMD,987,99234,,,334.85,
4029235,OBS/ HSP ADM/DIS SAME DAY MOD,EDMD,987,99235,,,455.10,
4029236,OBS/ HSP ADM/DIS SAME DAY HIGH,EDMD,987,99236,,,510.10,
4029238,HSP DISCHARG MGMT/MD/<30,EDMD,987,99238,,,201.20,
4029239,HSP DISCHARG MGMT/MD/>31,EDMD,987,99239,,,251.70,
4019111,ED VISIT LEVEL 1,ED,450,99281,,,351.85,
4029111,ED VISIT PROBLEM FOCUSED,EDMD,981,99281,,,155.10,
4029118,MEDICAL SCREENING EXAM,EDMD,981,99281,52,,67.45,
4019112,ED VISIT LEVEL 2,ED,450,99282,,,"1,105.55",
4029112,ED VISIT EXPANDED,EDMD,981,99282,,,210.11,
4019113,ED VISIT LEVEL 3,ED,450,99283,,,"2,067.25",
4029113,ED VISIT EXPANDED/MODER,EDMD,981,99283,,,314.60,
4019114,ED VISIT LEVEL 4,ED,450,99284,,,"3,008.80",
4029114,ED VISIT DETAILED,EDMD,981,99284,,,470.85,
4019115,ED VISIT LEVEL 5,ED,450,99285,,,"5,447.95",
4029115,ED VISIT COMPREHENSIVE,EDMD,981,99285,,,701.10,
4020520,ED MD EMS DIRECTED ALS,EDMD,981,99288,,,437.15,
4019116,ED VISIT LEVEL 6 CC SVCS,ED,450,99291,,,"9,436.45",
4029116,ED CC SVCS 30-74 MIN,EDMD,981,99291,,,698.90,
4019117,ED VISIT CC SVCS ADL 30MN,ED,450,99292,,,812.40,
4029117,ED CC SVCS ADDL 30 MIN ++,EDMD,981,99292,,,349.45,
4089301,SNF E/M INITIAL LOW CMPLX,CLMD,525,99304,,,139.35,
4089302,SNF E/M INITIAL MOD CMPLX,CLMD,525,99305,,,195.55,
4089303,SNF E/M INITIAL HI CMPLX,CLMD,525,99306,,,237.10,
4089311,SNF E/M H&E SUBQ LOW,CLMD,525,99307,,,77.60,
4089312,SNF E/M H&E SUBQ MODER,CLMD,525,99308,,,105.65,
4089313,SNF E/M H&E SUBQ DETAILED,CLMD,525,99309,,,153.95,
4089310,SNF SUBSEQUENT HI CMPLX,CLMD,525,99310,,,209.15,
4089315,SNF DISCHARG MGMNT <30MIN,CLMD,525,99315,,,145.01,
4089316,SNF DISCHARG MGMNT >30MIN,CLMD,525,99316,,,180.95,
4089318,SNF ANNUAL ASSESSMENT,CLMD,525,99318,,,153.95,
4070370,HOME VISIT NEW PT LOW,CL,527,99341,,,155.10,
4070371,HOME VISIT NEW PT MODERATE,CL,527,99342,,,223.75,
4070372,HOME VISIT NEW PT MOD-HI,CL,527,99343,,,367.40,
4070373,HOME VISIT NEW PT HIGH,CL,527,99344,,,513.55,
4070374,HOME VISIT NEW PT HI UNSTABLE,CL,527,99345,,,623.60,
4070380,HOME VISIT EST PT LIMITED,CL,527,99347,,,123.60,
4070381,HOME VISIT EST PT LOW-MOD,CL,527,99348,,,188.80,
4070382,HOME VISIT EST PT MOD-HI,CL,527,99349,,,289.91,
4070383,VISITING NURSE EST PT UNSTABLE,CL,527,99350,,,402.35,
4789366,TEAM CONFERENCE FACE-TO-FACE NON PHYS,ST,988,99366,,,108.00,
4789368,"Medical team conf w/ nonphys, 30min more",ST,988,99368,,,98.60,
4080167,NP INT PREV EXAM/UNDR 1 YR,CLMD,983,99381,,,293.05,
4080161,NP INT PREVENT EXAM 1-4YR,CLMD,983,99382,,,234.90,
4080165,NP INT PREV EXAM 5-11 YRS,CLMD,983,99383,,,287.70,
4080162,NP INT PREV EXAM 12-17 YR,CLMD,983,99384,,,315.75,
4080163,NP INT PREV EXAM 18-39 YR,CLMD,983,99385,,,363.00,
4080164,NP INT PREV EXAM 40-64 YR,CLMD,983,99386,,,411.30,
4080166,NP INT PREV EXAM 65 & OVR,CLMD,983,99387,,,401.10,
4080072,EST PT PRE EXAM/UNDR 1 YR,CLMD,983,99391,,,158.45,
4080073,EST PT PREV EXAM/ 1-4 YRS,CLMD,983,99392,,,196.70,
4080074,EST PT PREV EXAM/ 5-11 YR,CLMD,983,99393,,,206.75,
4080075,EST PT PREV EXAM/12-17 YR,CLMD,983,99394,,,223.75,
4080076,EST PT PREV EXAM/18-39 YR,CLMD,983,99395,,,301.15,
4080077,EST PT PREV EXAM/40-64 YR,CLMD,983,99396,,,341.60,
4080078,EST PT PREV EXAM/65 & OVR,CLMD,983,99397,,,374.25,
4019120,ED NURSE ONLY - NO CHG,ED,450,99999,,,0.00,This is for a global visit in the ED - used for tracking
4470060,SALINE SOL 10CC FOR MDI,MM,258,A4216,,,12.40,
4471001,SOL-IRRIGATION H2O STL 1L,MM,272,A4217,,,12.40,
4471002,SOL-IRRIGATION STL NACL1L,MM,258,A4217,,,12.40,
4473020,TRAY-CENTRAL LINE DRESS,MM,272,A4221,,,30.35,
4470258,TRAY- URINE METER FOLEY,MM,272,A4314,,,104.60,
4471112,TRAY-CATH 'ADD A FOLEY',MM,272,A4314,,,104.60,
4470254,STRAP-CATH LEG,MM,271,A4334,,,88.85,
4470063,"CATH-FOLEY, 18FR, 05CC",MM,272,A4338,,,73.10,
4470067,"CATH-FOLEY, 8FR, 03CC",MM,272,A4338,,,73.10,
4470072,"CATH-FOLEY, 12FR, 05CC",MM,272,A4338,,,73.10,
4470612,CATH- MALE EXTERNAL,MM,272,A4349,,,7.90,
4470253,TRAY-URETHRAL CATH,MM,272,A4353,,,32.75,
4470250,CATH- FEMALE KIT,MM,272,A4354,,,33.71,
4470249,BAG- FOLEY 2000ML,MM,272,A4357,,,33.71,
4470252,BAG-LEG URINARY,MM,272,A4358,,,54.00,
4470157,TRAY- THORENCENT PARACENT,MM,272,A4550,,,383.15,
4470164,TRAY- LUMBAR PUNCTURE ADU,MM,272,A4550,,,130.45,
4470934,IMMOBILIZER-SHOULDER MESH,MM,274,A4565,,,66.40,
4470935,SLING-ARM UNIVERSAL,MM,271,A4565,,,60.70,
4470381,SPLINT-FNGR PLN END 4.25,MM,271,A4570,,,10.20,
4470850,SPLINT-FINGER,MM,271,A4570,,,18.10,
4470920,SPLINT-WRIST,MM,271,A4570,,,89.90,
4475070,CAST LEG SHRT FBRGL >10YO,MM,271,A4590,,,142.70,
4470211,"SANDAL-CAST, LG",MM,271,A4649,,,96.71,
4470212,SANDAL- CAST MED,MM,271,A4649,,,96.71,
4470910,SANDAL-CAST,MM,271,A4649,,,96.71,
4471280,ADHESIVE-SKIN,MM,272,A4649,,,89.90,
4473030,BIOPATCH DISK,MM,272,A6209,,,46.10,
4470407,"DRESS- XEROFORM 1""X8""",MM,272,A6222,,,9.05,
4470410,"DRESS- XEROFORM 5""X9""",MM,272,A6223,,,14.70,
4471036,DRESS-DUODERM CGF 4X4,MM,272,A6234,,,58.50,
4471037,DRESS-DUODERM CGF 2.5X2.5,MM,272,A6234,,,36.05,
4470415,DRESS-TRANS 10CMX14CM,MM,272,A6259,,,14.70,
4470419,"PACKING- IODOFORM 1/4""",MM,272,A6266,,,48.41,
4470820,PACKING,MM,272,A6266,,,48.41,
4470385,"BANDG-ROLL GAUZE 2"" STL",MM,272,A6402,,,7.90,
4470420,"PACKING- PLAIN 1/2""",MM,272,A6407,,,23.65,
4470389,"BANDG-CONFORM 2"" PER YARD",MM,272,A6445,,,10.20,
4470036,"BANDG- ACE ELASTIC 2""",MM,271,A6448,,,23.65,
4470034,"BANDG- ACE ELASTIC 4""",MM,271,A6449,,,32.75,
4470035,"BANDG- ACE ELASTIC 3""",MM,271,A6449,,,23.65,
4470037,"BANDG- ACE ELASTIC 6""",MM,271,A6450,,,23.65,
4470627,TRAY-CV CATH MULTI LUMEN,MM,272,C1751,,,316.90,
4470205,CRUTCH- ADULT TALL ADJ,MM,271,E0114,,,178.75,
4470206,CRUTCH- ADULT ADJ,MM,271,E0114,,,178.75,
4470207,CRUTCH- YOUTH ADJ,MM,271,E0114,,,178.75,
4500610,MCARE SCREENING PSA,LAB,301,G0103,,,219.15,
4680051,CT LOW DOSE CANCER SCREEN,CT,352,G0297,TC,,450.00,
4690051,CT LOW DOSE CANCER SCREEN PRO FEE,CTMD,972,G0297,26,,640.00,
4230001,OBS BED CHARGE PER HOUR,OBS,762,G0378,,,195.55,
4085000,WELCOME TO MEDICARE EXAM,CLMD,521,G0402,,,461.91,
4085002,MCARE 1ST YEARLY WELLNESS,CLMD,521,G0438,,,374.25,
4085003,MCARE EA AD YEARLY EXAM,CLMD,521,G0439,,,394.80,
4509145,Drug test def 1-7 classes,LAB,301,G0480,,,294.10,
4501031,"TOXICOLOGY DRUG SCREEN, MULT CLASSES, /Q",LAB,301,G0483,,,152.45,
4770090,MOBILITY CURRENT STATU CM,PT,424,G8978,CM,,0.00,nonpayable functional G-codes used by Physical Therapy
4770091,MOBILITY GOAL STATUS CL,PT,424,G8979,CL,,0.00,nonpayable functional G-codes used by Physical Therapy
4770092,MOBILITY GOAL STATUS CK,PT,424,G8979,CK,,0.00,nonpayable functional G-codes used by Physical Therapy
4770093,CURRENT MOBIL STAT CJ,PT,424,G8979,CJ,,0.00,nonpayable functional G-codes used by Physical Therapy
4770094,MOBILITY GOAL STATUS CI,PT,424,G8979,CI,,0.00,nonpayable functional G-codes used by Physical Therapy
4711430,ADENOSINE 6MG INJ,PHAR,636,J0153,,,16.00,
4710209,EPINEPHRINE 1ML INJ 1:1K,PHAR,636,J0171,,,21.00,
4710556,EPINEPHRINE 1-10000MINIJT,PHAR,636,J0171,,,97.00,
4710252,AMPICILLIN SOD 1 GM INJ,PHAR,636,J0290,,,25.00,
4711890,AMPICILLIN/SULBACTAM 3 GM,PHAR,636,J0295,,,72.00,
4710264,SUCCINYLCHNE 20MG INJ,PHAR,636,J0330,,,22.50,
4711614,AZITHROMYCIN 500MG IV,PHAR,636,J0456,,,112.00,
4716070,AZITHROMICIN 750MG IV,PHAR,636,J0456,,,409.90,
4710306,ATROPINE 0.1MG INJ,PHAR,636,J0461,,,28.00,
4710338,"PEN G BENZ/LA 100,000 units",PHAR,636,J0561,,,53.50,
4710019,CALCIUM GLUC PER 10ML INJ,PHAR,636,J0610,,,21.50,
4710696,CEFAZOLIN 1 GM,PHAR,636,J0690,,,15.00,
4711238,CEFTRIAXONE SOD 250MG,PHAR,636,J0696,,,23.00,
4711910,CEFTRIAXONE 1 GM,PHAR,636,J0696,,,30.00,
4717040,CELESTONE INJ PER 3MG,PHAR,636,J0702,,,68.00,
4717150,CEFTAZIDIME 500MG,PHAR,636,J0713,,,41.00,
4710431,PROCHLORPERAZINE <=10MG I,PHAR,636,J0780,,,45.00,
4711760,PROLIA 60 MG INJ,PHAR,636,J0897,,,"1,372.90",
4710486,DEPO MEDROL 20MG INJ,PHAR,636,J1020,,,7.50,
4710485,DEPO MEDROL 40MG INJ,PHAR,636,J1030,,,42.00,
4710487,DEPO MEDROL 80MG INJ,PHAR,636,J1040,,,43.00,
4710489,MEDROXYPROGSTRNE 1 MG,PHAR,636,J1050,,,153.00,
4710462,DEXAMTH <4MG/ML INJ,PHAR,636,J1100,,,14.00,
4710463,DEXAMETHASONE PER 1MG INJ,PHAR,636,J1100,,,4.30,
