Wheeling ,,
Item Description,CPT/HCPC ,Price
EXC. MAL(FEENL).5CM OR <,11640,$188.00 
IV HYDRATION UP TO 1 HR,96360,$137.50 
IV HYDRATION EA ADD TO 8,96361,$51.43 
INJECTION SC OR IM,96372,$40.00 
PROTHROMBIN TIME,85610,$30.42 
CLOSED TX DIST RADIAL FX,25600,$350.00 
CLOSE TX DIST FIBULA FX,27786,$300.00 
"INSERT TRAY, FOLEY CATH",A4314,$23.00 
"EXC TUMOR,UP ARM-ELB SUBC",24075,$380.00 
SOLU MEDROL 40MG,J2920,$3.00 
LY CLOSE SATE 2.6-7.5 CM,12032,$286.00 
INJ THERAPY CARPAL TUNNEL,20526,$72.00 
EXC MAL 1.1 TP 2.0 CM FEN,11642,$269.00 
CLOSED TX PATELLAR FX,27520,$334.00 
INSERT BLADDER CATH,51701,$84.00 
ZOSTER VACCINE,90736,$190.00 
EKG TRACING FOR IPPE,G0404,$68.75 
DEST BEN LES UP TO 14,17110,$97.00 
DEST BEN LES 15+,17111,$98.00 
INIT PREV PHYSICAL MEDICA,G0402,$79.52 
NAIL AVULSION,11730,$81.00 
AVULSION NAIL EACH ADDL,11732,$50.00 
PPD,86580,$20.00 
RAPID FLU,86710,$32.00 
UA WO MICROSCOPY,81002,$28.75 
INJECTION SC OR IM,96372,$40.00 
NORFLEX UP TO 60MG,J2360,$29.00 
SOLUMEDROL UP TO 125MG,J2930,$4.75 
GARDISIL,90649,$200.00 
COLPOSCOPY W/BIOPSY,57455,$150.00 
COLPOSCOPY W/ECC,57456,$140.00 
OMT 5-6 REGIONS,98927,$26.00 
OMT 7-8 REGIONS,98928,$30.00 
OMT 9-10 REGIONS,98929,$34.00 
INJ HEP B,90471,$40.00 
IPV SUBQ OR IM,90713,$38.50 
MENINGOCOCCAL VAC IM,90734,$225.00 
VARICELLA VAC,90716,$100.00 
NAIL AVULSION,11730,$81.00 
AFLURIA ADMIN,Q2035,$25.00 
FLULAVAL ADMIN,Q2036,$25.00 
FLUVIRON ADMIN,Q2037,$25.00 
FLUZONE ADMIN,Q2038,$25.00 
INJ ONDANSETRON PER 1 MG,J2405,$8.50 
NOSVLU ADMIN,Q2039,$25.00 
"FLU VACCINE, QUAD,3YR >",90688,$40.00 
SYNVISC PER MG,J7325,$33.37 
EKG IPPE INTERP + REPORT,G0403,$71.69 
PROSTATE SCREEN,G0102,$20.00 
TRIGGER POINT INJ 3/MORE,20553,$77.00 
PUNCTURE ASPIRATION ABSCE,10160,$203.00 
MEASLES MUMPS RUBELLA,90707,$71.00 
LIPID PANEL,80061,$25.00 
AST SGOT,84550,$25.00 
ALT SGPT,84460,$15.00 
HGB A1C,83036,$50.00 
TRANSIT CARE WITHIN 14DAY,99495,$126.00 
TRANSIT CARE WITHIN 7 DAY,99496,$185.00 
FUNDUS PHOTOGRAPHY,92250,$76.80 
RETINAL REMOTE IMAGING,92228,$37.16 
LASIX UP TO 20 MG,J1940,$6.30 
BENADRYL 50MG,J1200,$2.47 
SALINE INFUSION 250CC,J7050,$2.00 
INJECT IRON DEXTRAN 50MG,J1750,$35.00 
5% DEXTROSE/WATER 500ML,J7060,$7.15 
IV PUSH SINGLE DRUG,96374,$40.00 
DEBRIDE NAILS 1-5,11720,$32.00 
DEBRIDE SUBCU TISSUE 20 CM <,11042,$96.00 
DEBRIDE NAILS 6 OR MORE,11721,$45.00 
INJECT SINGLE TENDON,20551,$50.00 
REPAIR SIM FACE 2.6 7.5CM,12002,$206.10 
DEPO PROVERA PER 1MG,J1050,$1.28 
STREPTOCOCCUS GROUP A,87880,$25.00 
EXC MALIG NEOPL .6-1.0 SC,11621,$201.00 
EPINEPHRINE 0.1MG,J0171,$10.55 
BLADDER IRRIGATION SIMPLE,51700,$42.00 
FINGER SPLINT APPLICATION,29130,$42.00 
KOH WET PREP,87210,$10.00 
FINGER SPLINT APPLICATION,29130,$42.00 
"EXC MALIG LESION TK,ARM,L",11603,$238.00 
LARYNGOSCOPY FLEX DX,31575,$175.00 
HEP A & HEP B COMBO ADULT,90636,$132.84 
FLU VACCINE HIGH DOSE,90662,$60.00 
DEPO MEDROL 20MG,J1020,$10.00 
"ALLERGY INJECT, 2 OR MORE",95117,$28.00 
INJ/ASPIRATION GANGLION,20612,$61.00 
SIMPLE REPAIR WOUND 2.5C,12001,$198.00 
RABIES VACCINE,90675,$329.76 
INCISE/ REM FB SUBCU,10120,$140.00 
ZOFRAN 4 MG ORAL,S0119,$2.00 
"I&D HEMATOMA, SEROMA, ETC",10140,$124.00 
EXC LESION MALIG 3.1 - 4.0 CM,11604,$249.00 
"INFLUENZA, INACTIVATED ADJUVANTED ",90653,$70.00 
"INFLUENZA, INACTIVATED ADJUVANTED ",90653,$70.00 
EXC MALIG LESION 2.1 - 3.0 CM,11623,$261.00 
PSYCHIATRIC DIAG EVAL INI,90791,$156.06 
PSYCH DIAG EVAL W MED SER,90792,$221.00 
PSYCHOTHER 30 MIN PT FAM,90832,$119.18 
PSYCHOTHER 30MIN W E/M,90833,$120.00 
PSYCHOTHER 45MIN PT/FM,90834,$147.50 
PSYCHOTHERP 45MIN W E/M,90836,$90.00 
PSYCHOTHER 60 MIN PT/FAM,90837,$295.19 
PSYCHOTHERP 60MIN E/M,90838,$206.00 
PSYCHOTHERP CRISIS 60MIN,90839,$147.00 
PSYCHOTHER EA ADDL 30MIN,90840,$81.00 
FAMILY PSYCHOTHERP WO PT,90846,$147.00 
FAMILY PSYCHOTHERP W PT,90847,$95.00 
MULTP FAMILY GRP THERAPY,90849,$36.00 
GROUP THERP NOT MULTI FAM,90853,$25.00 
HYPNOTHERAPY,90880,$102.00 
NEW PT VISIT LEVEL 1,99201,$27.00 
NEW PT VISIT LVL 1 W/PROC,99201,$27.00 
NEW PT VISIT LVL 2,99202,$44.00 
NEW PT VISIT LVL W/PROC,99202,$44.00 
NEW PT VISIT LVL 3,99203,$70.00 
NEW PT VISIT LVL 3 W/PROC,99203,$70.00 
NEW PT VISIT LVL 4,99204,$89.00 
NEW PT VISIT LEVEL 4 W/PROC,99204,$89.00 
NEW PT VISIT LEVEL 5,99205,$102.00 
NEW PT VISIT LVL 5 W/PROC,99205,$102.00 
AUDIO SCREEN TEST,92551,$25.00 
EAR IRRIGATION,69210,$57.00 
IMMUNIZ ADMIN ORAL 1 VACCINE, ,$50.22 
SHINGRIX,90750,$202.00 
PAIRING/CUTTING 1 LESION,11055,$48.00 
PAIRING/CUTTUNG 2-4 LESIONS,11056,$57.00 
I+D CYST/ABSCESS,10060,$131.00 
INCISION AND DRAINAGE HEMATOMA,10140,$124.00 
EKG,93005,$79.06 
EXC SKIN TAG UP TO 15,11200,$107.00 
EXC MALIG LESION 0.5 CM <,11600,$190.00 
CRYOTHERAPY,17000,$94.00 
GLUCOSE TESTING,82962,$19.84 
UCG,81025,$25.00 
UA COMP,81000,$20.00 
OCCULT BLOOD,82270,$15.00 
TISSUE EXAM KOH SLIDE,87220,$10.00 
STREP SCREEN,87430,$25.00 
NEBULIZER TX,94640,$42.00 
AEROSOL DEMO & EVAL,94664,$42.75 
PULSE OX,94760,$2.00 
"FLU SHOT, SPLIT 3 YR + ",90658,$20.00 
PNEUMOVAX,90732,$71.00 
HEP B ADULT,90746,$95.50 
ALLERGY INJ,95115,$21.00 
ALLERGY INJ 2,95117,$28.00 
KENALOG 10 MG,J3301,$2.75 
VITAMIN B12,J3420,$1.75 
VITAMIN K PER 1 MG,J3430,$4.37 
PRNEUMOCOCCAL 13 VALENT,90670,$225.00 
PHENERGEN PER 50 MG,J2550,$6.25 
DEPOMEDROL 40,J1030,$9.25 
MENINGOCOCAL GRP B,90620,$47.20 
TRIGGER POINT,20550,$85.00 
REM IMPCT CERUMEN IRRIG,69209,$87.00 
TORODOL 15 MG,J1885,$8.00 
ARISTOSPAN 5MG,J3303,$4.50 
NUBAIN 10 MG,J2300,$2.25 
ROCEPHIN 250 MG,J0696,$22.50 
IMITREX 6MG,J3030,$80.00 
BLOOD DRAW,36415,$20.00 
IMMUN ADMIN,90471,$40.00 
IMMUN ADMIN EA ADDITIONAL,90472,$27.50 
PEAK FLOW,A4614,$31.50 
HEP A,90632,$85.25 
HEP A 2 DOSE,90633,$44.50 
HEPATITIS ADMINISTRATION,G0010,$46.00 
PAP SMEAR,Q0091,$60.65 
PELVIC EXAM,G0101,$55.52 
EXC BEN LES TR A/L .5 CM,11400,$146.00 
EXC BEN LES TR A/L .6-1 CM,11401,$166.00 
EXC BEN TR A/L 1.1 - 2 CM,11402,$220.00 
EXC BEN LES SCA FT NEC HA,11420,$137.00 
EXC BEN LES SCA FT NEC HA,11421,$171.00 
EXC BEN LES SCA FT HA,11422,$221.00 
EXC BEN LES FA EAR LIP NO,11440,$193.00 
EXC BEN LES FA EAR LIP EY,11441,$218.00 
EXCISION NAIL,11750,$172.00 
UNNA BOOT,29580,$50.00 
REMOVAL BOOT,29700,$69.00 
PNEUMOVAX ADMIN,G0009,$40.00 
FLU VAC ADMIN,G0008,$40.00 
DEXAMETHASONE 1 MG,J1100,$1.00 
INJECTION MAJOR JOINT,20610,$115.00 
SHAVING LESION SCALP NECK,11305,$68.00 
PREV VISIT < 1 NEW,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 65 + NEW,99387,$59.00 
PREV VIS < 1 EST,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 65 + EST,99397,$42.00 
BIOPSY SKIN ,11100,$128.00 
BIOPSY SKIN EACH ADD + 1,11101,$61.00 
TD OVER 7 YRS,90714,$15.25 
ANTHROCENTESIS ASP INJ,20605,$85.00 
TRIGGER POINT INJ,20552,$72.00 
SPIROMETRY,94010,$47.00 
"ANTIBODY, INFLUENZA VIRUS",87804,$25.00 
SHAVE LESION TAL .5 CM OR LESS,11300,$86.00 
SHAVE LES TAL .6 TP 1.0 CM,11301,$96.00 
SHAVE LES 1.1 TO 2.0 CM,11302,$105.00 
DEPO MEDROL 80 MG,J1040,$17.00 
EXC MAL 1.1 TO 2.0 NECK,11622,$229.00 
REM FOREIGN BODY EAR EXT ,69200,$109.00 
EXC MAL .6 TO 1.0 CM SCALP,11641,$225.00 
EXC MAL 1.1 > 2.0 CM  TRUNK,11602,$213.00 
EXC MAL LES TRUNK 0.6 - 1.0 ,11601,$199.00 
OCCULT BLOOD DIGITAL EXAM,82272,$15.00 
TDAP 7 YRS AND OLDER,90715,$45.00 
EXC MAL (FEENL) .5CM OR <,11640,$188.00 
INJECTION SC OR IM,96372,$40.00 
PROTHROMBIN TIME,85610,$26.45 
SOLU MEDROL 40 MG,J2920,$3.00 
ZOSTER VACCINE,90736,$190.00 
EKG TRACING FOR IPPE,G0404,$68.75 
DEST BEN LES UP TO 14,17110,$97.00 
DEST NED LES 15 +,17111,$98.00 
INIT PREV PHYSICAL MEDICA,G0402,$79.52 
PPD,86580,$20.00 
RAPID FLU,86710,$32.00 
UA WO MICROSCOPY,81002,$28.75 
INJECTION SC OR IM,96372,$40.00 
SOLUMEDROL UP TO 125 MG,J2930,$4.75 
GARDISIL,90649,$200.00 
INJ HEP B,90471,$40.00 
IPV SUBQ OR IM,90713,$38.50 
MENINGOCOCCAL VAC IM,90734,$225.00 
VARICELLA VAC,90716,$100.00 
FLUZONE ADMIN,Q2038,$25.00 
INJ ONDANSETRON PER 1 MG,J2405,$8.50 
NOSVLU ADMIN,Q2039,$25.00 
EKG IPPE INTERP + REPORT,G0403,$71.69 
PROSTATE SCREEN,G0102,$20.00 
MEASLES MUMPS RUBELLA,90707,$71.00 
TRANSIT CARE WITHIN 14 DAY,99495,$126.00 
TRANSIT CARE WITHIN 7 DAY,92250,$185.00 
BENADRYL 50 MG,J1200,$2.47 
DEBRIDE NAILS 1-5,11720,$32.00 
DEPO PROVERA PER 1 MG,J1050,$1.28 
STRETOCOCCUS GROUP A,87880,$25.00 
FINGER SPLINT APPLICATION,29130,$42.00 
KOH WET PREP,87210,$10.00 
HEP A & B COMBO ADULT,90636,$132.84 
SIMPLE REPAIR WOUND 2.5 CM,12001,$198.00 
INCISE/REMOVE FB SUBCU ,10120,$140.00 
ZOFRAN 4 MG ORAL,S0119,$2.00 
"INFLUENZA, INACTIVATED ADJUVANTED ",90653,$70.00 
INJECT IRON DEXTRAN 50 MG,J1750,$35.00 
SHAVE LESION FACE >2.0 CM,11313,$146.00 
"IV PUSH DRUG, SINGLE",96374,$40.00 
NEW PT VISIT LVL 1,99201,$27.00 
NEW PT VISIT LVL 1 + PROC,99201,$27.00 
NEW PT VISIT LVL 2,99202,$44.00 
NEW PT VISIT LVL 2 + PROC,99202,$44.00 
NEW PT VISIT LVL 3,99203,$70.00 
NEW PT VISIT LVL 3 + PROC,99203,$70.00 
NEW PT VISIT LVL 4,99204,$89.00 
NEW PT VISIT LVL 4 + PROC,99204,$89.00 
NEW PT VISIT LVL 5,99205,$102.00 
NEW PT VISIT LVL 5 + PROC,99205,$102.00 
PREV VISIT < 1 YR NEW,99381,$90.00 
PREV VISIT <1 NEW + PROC ,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 1-4 NEW + PROC,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 5-11 NEW + PROC,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 12-17 NEW + PROC,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 18-39 NEW + PROC ,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 40-64 NEW + PROC,99386,$52.00 
PREV VISIT 65+ NEW,99387,$59.00 
PREV VISIT 65+ NEW + RPOC,99387,$59.00 
PREV VISIT <1 EST,99391,$64.00 
PREV VISIT <1 EST + PROC,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 1-4 EST + PROC,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 5-11 EST + PROC,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREV VISIT 12-17 EST + PROC,99394,$72.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 18-39 EST + PROC,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 40-69 EST + PROC,99396,$37.00 
PREV VISIT 65+ EST,99397,$42.00 
PREV VISIT 65+ EST+PROC,99397,$42.00 
TRANSITIONAL CARE < 14 DAYS,99495,$126.00 
TRANSITIONAL CARE < 7 DAY,99496,$185.00 
I&D CYST ABSCESS,10060,$131.00 
ASP ABSCESS,10160,$203.00 
PARE CUT 1 LESION,11055,$48.00 
PARE/CUT 2-4 LESIONS,11056,$57.00 
PARE/CUT 5+ LESIONS,11057,$66.00 
BX SKIN,11100,$128.00 
BX SKIN EA ADDL,11101,$61.00 
EXC SKIN TAG,11200,$107.00 
EXC SKIN TAG 10 ADDL,11201,$46.00 
SHAVE BIOPSY,11300,$86.00 
SHAVE BIOSPY,11301,$96.00 
SHAVE BIOPSY,11302,$105.00 
SHAVE BIOPSY,11303,$121.00 
SHAVE BIOPSY,11305,$68.00 
SHAVE BIOPSY,11306,$91.00 
SHAVE BIOPSY,11307,$103.00 
SHAVE BIOPSY,11308,$118.00 
SHAVE BIOPST,11310,$97.00 
SHAVE BIOPSY,11311,$108.00 
SHAVE BIOPSY,11312,$116.00 
SHAVE BIOPSY,11313,$146.00 
EXC BEN LESION,11400,$146.00 
EXC BEN LESION,11401,$166.00 
EXC BEN LESION,11402,$220.00 
EXC BEN LESION,11403,$243.00 
EXC BEN LESION,11404,$223.00 
EXC BEN LESION,11406,$286.00 
EXC BEN LESION,11420,$137.00 
EXC BEN LESION,11421,$171.00 
EXC BEN LESION,11422,$221.00 
EXC BEN LESION,11423,$220.00 
EXC BEN LESION,11424,$270.00 
EXC BEN LESION,11426,$336.00 
EXC BEN LESION,11440,$193.00 
EXC BEN LESION,11441,$218.00 
EXC BEN LESION,11442,$240.00 
EXC BEN LESION,11443,$273.00 
EXC BEN LESION,11444,$325.00 
EXC BEN LESION,11446,$373.00 
EXC MAL LESION,11601,$199.00 
EXC MAL LESION,11602,$213.00 
EXC MAL LESION,11622,$229.00 
EXC MAL LESION,11640,$188.00 
EXC MAL LESION,11641,$225.00 
EXC MAL LESION,11642,$269.00 
NAIL TRIM,11719,$22.00 
NAIL AVULSION,11730,$81.00 
NAIL EXC,11750,$172.00 
WEDGE EXC NAIL,11765,$92.00 
LAYER CLOSURE,12031,$204.00 
LAYER CLOSURE,12051,$266.00 
DEST LESION,17000,$94.00 
DEST LESION,17003,$21.00 
DEST LESION,17004,$245.00 
DEST LESION UP TO 14,17110,$97.00 
DEST LESION 15+,17111,$98.00 
DEST LESION MAL,17281,$279.00 
INJ CARPAL TUNNEL,20526,$72.00 
TRIG POINT,20550,$85.00 
TRIG POINT,20552,$72.00 
TRIG POINT,20553,$77.00 
VITAMIN B12 1000MCG,J3420,$1.75 
NEW PT COMPLEX + PROC,99205,$102.00 
NEW PT COMPREHENS + PROC,99204,$89.00 
NEW PT DETAILED + PROC,99203,$70.00 
NEW PT EXPANDED + PROC,99202,$44.00 
NEW PT FOCUSED + PROC,99201,$27.00 
NEW PT COMP/COMPLEX,99205,$102.00 
NEW PT COMPREHENSIVE,99204,$89.00 
NEW PT DETAILED,99203,$70.00 
NEW PT EXPANDED FOCUS,99202,$44.00 
NEW PT FOCUSED,99201,$27.00 
IMMUN ADMIN,90471,$40.00 
INFLUENZA VIRUS VACCINE,90658,$20.00 
T D ABSORBED,90714,$15.25 
INJECTION ADMIN,96372,$40.00 
ALLERGY MULTIPLE,95117,$28.00 
ALLERGY SINGLE,95115,$21.00 
PNEUMONIA ADMINISTRATION,G0009,$40.00 
PNEUMONIA VACCINE,90732,$71.00 
HEPATITIS ADMINISTRATION,G0010,$40.00 
HEPATITIS B 720,90746,$95.50 
IMMUN ADMIN EA ADDITIONAL,90472,$25.00 
INFLUENZA ADMINISTRATION,G0008,$40.00 
URINARY CATHETER,A4351,$8.30 
CATHERIZATION URETHA,51701,$84.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 65+ NEW,99387,$59.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 65+ EST,99397,$42.00 
PREV VISIT 12-17 NEW +PRO,99384,$94.00 
PREV VISIT 18-39 NEW +PRO,99385,$99.00 
PREV VISIT 40-64 NEW +PRO,99386,$52.00 
PREV VISIT 65+ NEW +PROC,99387,$59.00 
PREV VISIT 18-39 EST +PRO,99395,$76.00 
PREV VISIT 40-64 EST +PRO,99396,$37.00 
PREV VISIT 65+ EST +PROC,99397,$42.00 
OBTAINING PAP SMEAR,Q0091,$31.63 
INITIAL PREVENTATIVE,G0402,$57.50 
PELVIC EXAM,G0101,$34.16 
BLOOD OCCULT DIGITAL EXAM,82272,$15.00 
PREV VISIT 12-17 EST,99394,$72.00 
ZOSTER VACCINE LIVE,90736,$190.00 
TDAP VACCINE,90715,$45.00 
AFLURIA ADMIN,Q2035,$25.00 
FLULAVAL ADMIN,Q2036,$25.00 
FLUVIRON ADMIN,Q2037,$25.00 
FLUZONE ADMIN,Q2038,$25.00 
NOSVLU ADMIN,Q2039,$25.00 
TRANSIT CARE WITHIN 14DAY,99495,$126.00 
TRANSIT CARE WITHIN 7 DAY,99496,$185.00 
URINALYSIS,81002,$28.75 
FLU QUADRAVAELNT,90686,$20.00 
FLU HIGH DOSE,90662,$60.00 
PREVNAR 13,90670,$225.00 
NEW PT VISIT LVL 1,99201,$27.00 
NEW PT VISIT LVL 1 + PROC,99201,$27.00 
NEW PT VISIT LVL 2,99202,$44.00 
NEW PT VISIT LVL 2 + PROC,99202,$44.00 
NEW PT VISIT LVL 3,99203,$70.00 
NEW PT VISIT LVL 3 + PROC,99203,$70.00 
NEW PT VISIT LVL 4,99204,$89.00 
NEW PT VISIT LVL 4 + PROC,99204,$89.00 
NEW PT VISIT LVL 5,99205,$102.00 
NEW PT VISIT LVL 5 + PROC,99205,$102.00 
PREV VISIT <1 YR NEW,99381,$90.00 
PREV VISIT <1 NEW + PROC,99381,$90.00 
PREV VISIT 1-4 NEW,99382,$92.00 
PREV VISIT 1-4 NEW +PROC,99382,$92.00 
PREV VISIT 5-11 NEW,99383,$88.00 
PREV VISIT 5-11 NEW+PROC,99383,$88.00 
PREV VISIT 12-17 NEW,99384,$94.00 
PREV VISIT 12-17 NEW+PROC,99384,$94.00 
PREV VISIT 18-39 NEW,99385,$99.00 
PREV VISIT 18-39 NEW+PROC,99385,$99.00 
PREV VISIT 40-64 NEW,99386,$52.00 
PREV VISIT 40-64 NEW+PROC,99386,$52.00 
PREV VISIT 65 + NEW,99387,$59.00 
PREV VISIT 65+ NEW + PROC,99387,$59.00 
PREV VISIT <1 EST,99391,$64.00 
PREV VISIT <1 EST + PROC,99391,$64.00 
PREV VISIT 1-4 EST,99392,$68.00 
PREV VISIT 1-4 EST +PROC,99392,$68.00 
PREV VISIT 5-11 EST,99393,$66.00 
PREV VISIT 5-11 EST+ PRO,99393,$66.00 
PREV VISIT 12-17 EST,99394,$72.00 
PREV VISIT 12-17 EST +PRO,99394,$72.00 
PREV VISIT 18-39 EST,99395,$76.00 
PREV VISIT 18-39 EST +PRO,99395,$76.00 
PREV VISIT 40-64 EST,99396,$37.00 
PREV VISIT 40-69 EST+PRO,99396,$37.00 
PREV VISIT 65 + EST,99397,$42.00 
PREV VISIT 65 + EST + PRO,99397,$42.00 
I&D CYST ABSCESS,10060,$131.00 
ASP ABSCESS,10160,$203.00 
PARE CUT 1 LESION,11055,$48.00 
PARE/CUT 2-4 LESIONS,11056,$57.00 
PARE/CUT 5+ LESIONS,11057,$66.00 
BX SKIN,11100,$128.00 
BX SKIN EA ADDL,11101,$61.00 
EXC SKIN TAG,11200,$107.00 
EXC SKIN TAG 10 ADDL,11201,$46.00 
SHAVE BIOPSY,11300,$86.00 
SHAVE BIOPSY,11301,$96.00 
SHAVE BIOPSY,11302,$105.00 
SHAVE BIOPSY,11303,$121.00 
SHAVE BIOPSY,11305,$68.00 
SHAVE BIOPSY,11306,$91.00 
SHAVE BIOPSY,11307,$103.00 
SHAVE BIOPSY,11308,$118.00 
SHAVE BIOPSY,11310,$97.00 
SHAVE BIOPSY,11311,$108.00 
SHAVE BIOPSY,11312,$116.00 
SHAVE BIOPSY,11313,$146.00 
EXC BEN LESION,11400,$146.00 
EXC BEN LEISON,11401,$166.00 
EXC BEN LESION,11402,$220.00 
EXC BEN LESION,11403,$243.00 
EXC BEN LESION,11404,$223.00 
EXC BEN LESION,11406,$286.00 
EXC BEN LESION,11420,$137.00 
EXC BEN LESION,11421,$171.00 
EXC BEN LESION,11422,$221.00 
EXC BEN LESION,11423,$220.00 
EXC BEN LESION,11424,$270.00 
EXC BEN LESION,11426,$336.00 
EXC BEN LESION,11440,$193.00 
EXC BEN LESION,11441,$218.00 
EXC BEN LESION,11442,$240.00 
EXC BEN LESION,11443,$273.00 
EXC BEN LESION,11444,$325.00 
EXC BEN LESION,11446,$373.00 
EXC MAL LESION,11601,$199.00 
EXC MAL LESION,11602,$213.00 
EXC MAL LESION,11622,$229.00 
EXC MAL LESION,11640,$188.00 
EXC MAL LESION,11641,$225.00 
EXC MAL LESION,11642,$269.00 
NAIL TRIM,11719,$22.00 
NAIL AVULSION,11730,$81.00 
NAIL EXC,11750,$172.00 
WEDGE EXC NAIL,11765,$92.00 
LAYER CLOSURE,12031,$204.00 
LAYER CLOSURE,12051,$266.00 
DEST LESION,17000,$94.00 
DEST LESION,17003,$21.00 
DEST LESION,17004,$245.00 
DEST LESION UP TO 14,17110,$97.00 
DEST LESION 15+,17111,$98.00 
DEST LESION MAL,17281,$279.00 
INJ CARPAL TUNNEL,20526,$72.00 
TRIG POINT,20550,$85.00 
TRIG POINT,20552,$72.00 
TRIG POINT,20553,$77.00 
JOINT INJ,20600,$61.00 
JOINT INJ,20605,$85.00 
JOINT INJ,20610,$115.00 
ASP/INJ GANG CYST,20612,$61.00 
EXC TUMOR,24075,$380.00 
CL TX DIST RAD FX,25600,$350.00 
EXC TUMOR,27327,$538.00 
EXC TUMOR,27618,$485.00 
CL TX DIST FIB FX,27786,$300.00 
FLEX SIG W/BX,45331,$195.00 
INSERT BLADDER CATH,51701,$84.00 
INSERT FOLEY CATH,51702,$157.00 
REM FOR BODY EAR EXT,69200,$109.00 
EAR IRRIGATION,69210,$57.00 
UA COMP,81000,$23.00 
UA W/O MICROSCOPY,81002,$28.75 
UCG,81025,$25.00 
OCC BLOOD,82270,$15.00 
OCC BLOOD,82272,$15.00 
GLUCOSE TESTING,82962,$15.00 
PROTHROMBIN TIME,85610,$23.00 
PPD,86580,$20.00 
EKG,93005,$68.75 
SPIROMETRY,94010,$47.00 
NEBULIZER TX,94640,$42.00 
PULSE OX,94760,$2.00 
ALLERGY INJ,95115,$21.00 
ALLERGY INJ,95117,$28.00 
INJECTION,96372,$40.00 
INS TRAY FOLEY CATH,A4314,$23.00 
FOLEY CATH W/BAG,A4344,$32.00 
STRAIGHT CATH,A4351,$8.30 
PEAK FLOW,A4614,$31.50 
FLU VAC,G0008,$40.00 
PNEUMO VAC,G0009,$40.00 
HEP ADMIN,G0010,$46.00 
PELVIC EXAM,G0101,$27.00 
PROSTATE SCREEN,G0102,$20.00 
INIT MEDICARE PREV,G0402,$50.00 
EKG TRACING FOR IPPE,G0404,$68.75 
ROCEPHIN 250 MG,J0696,$22.50 
DEPO MEDROL 40MG,J1030,$9.25 
DEPO MEDROL,J1040,$17.00 
DEXAMETHASONE 1 MG,J1100,$1.00 
TORADOL 15 MG,J1885,$8.00 
DEMEROL 100 MG,J2175,$12.50 
NUBAIN,J2300,$2.25 
NORFLEX 60MG,J2360,$29.00 
PHENERGAN 50MG,J2550,$6.25 
SOLUMEDROL 40 MG,J2920,$3.00 
SOLUMEDROL UP TO 120MG,J2930,$4.75 
IMITREX 6 MG,J3030,$80.00 
KENALOG 10MG,J3301,$2.75 
ARISTOSPAN 5MG,J3303,$4.50 
B12,J3420,$1.75 
SYNVISC PER MG,J7325,$33.37 
PAP SMEAR,Q0091,$25.00 
AFLURIA,Q2035,$25.00 
FLULAVAL,Q2036,$25.00 
FLUVIRON,Q2037,$25.00 
FLUZONE,Q2038,$25.00 
NOSVLU,Q2039,$25.00 
VAC ADMIN,90471,$40.00 
VAC ADMIN,90472,$25.00 
HEP B ADULT,90746,$95.50 
PNEUMOVAX 23,90732,$71.00 
TDAP,90715,$45.00 
TRANSITIONAL CARE <7 DAY,99496,$185.00 
TRANSITIONAL CARE <14DAYS,99495,$126.00 
PREVNAR 13,90670,$225.00 
FLU VAC QUADRAVALENT,90686,$20.00 
NEW PT LEVEL 1,99201,$27.00 
NEW PT LEVEL 1 + PROC,99201,$27.00 
NEW PT LEVEL 2,99202,$44.00 
NEW PT LEVEL 2 + PROC,99202,$44.00 
NEW PT LEVEL 3,99203,$70.00 
NEW PT LEVEL 3 + PROC,99203,$70.00 
NEW PT LEVEL 4,99204,$89.00 
NEW PT LEVEL 4 + PROC,99204,$89.00 
NEW PT LEVEL 5,99205,$102.00 
NEW PT LEVEL 5 + PROC,99205,$102.00 
PREV VISIT < 1 NEW,99381,$90.00 
