Hospital Name:  St Joseph's Medical Center Stockton,,,,,
OSHPD Facility No: 106391042,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char),999 Price  (Default),Zero Price Indicator,,
0330050,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0340001,INSERT CATH BLADDER      , 303.00 ,,,
0340002,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0340003,OBSERVATION PER HOUR     , 168.00 ,,,
0340004,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0340009,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0340010,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0340011,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0340012,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0340013,INF IV TX/DX PUMP PROLONG, 736.00 ,,,
0340014,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0340015,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0340016,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0340018,VENIPUNCTURE NON LAB     , 45.00 ,,,
0340019,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0340020,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0340021,INF TX/DX CONCURRENT     , 594.00 ,,,
0340022,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0340023,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0340025,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0340026,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0340027,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0340029,NON OBV OIB HR NC        ,0,1,,
0340050,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0340051,CHEMO INF EA ADD HR      , 307.00 ,,,
0340052,CHEMO IV PUSH INITIAL    , 648.00 ,,,
0340053,CHEMO INF INIT 1ST HR    ," 1,457.00 ",,,
0340054,CHEMO SQ/IM NONHORMONAL  , 205.00 ,,,
0340055,CHEMO IV PUSH EA ADD     , 333.00 ,,,
0340056,CHEMO IV INF PUMP PROLONG," 1,325.00 ",,,
0340057,CHEMO INF EA SEQ 1ST HR  ," 1,325.00 ",,,
0340058,CHEMO SQ/IM HORMONAL     , 205.00 ,,,
0340059,CHEMO ADMIN PERIT CAV IND, 616.00 ,,,
0370001,OBSERVATION PER HOUR     , 168.00 ,,,
0370002,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0370003,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0370004,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0370005,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0370006,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0370007,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0370008,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0370009,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0370010,NON OBV OIB HR NC        ,0,1,,
0370011,INSERT CATH BLADDER      , 303.00 ,,,
0370012,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0370013,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0370014,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0370015,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0370016,INF IV TX/DX PUMP PROLONG, 677.00 ,,,
0370017,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0370018,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0370019,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0370021,VENIPUNCTURE NON LAB     , 45.00 ,,,
0370022,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0370023,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0370024,INF TX/DX CONCURRENT     , 594.00 ,,,
0400001,INSERT CATH BLADDER      , 303.00 ,,,
0400002,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0400003,OBSERVATION PER HOUR     , 168.00 ,,,
0400004,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0400009,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0400010,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0400011,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0400012,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0400013,INF IV TX/DX PUMP PROLONG, 699.00 ,,,
0400014,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0400015,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0400016,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0400018,VENIPUNCTURE NON LAB     , 45.00 ,,,
0400019,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0400020,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0400021,INF TX/DX CONCURRENT     , 594.00 ,,,
0400022,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0400023,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0400025,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0400026,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0400027,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0400029,NON OBV OIB HR NC        ,0,1,,
0400055,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0400056,INTRO NDL/INTRACATH VEIN , 378.00 ,,,
0400057,RESIDUAL UA POST US WO   , 231.00 ,,,
0400058,OUTPT IN A BED NC        ,0,1,,
0400059,OBSERVATION EA HOUR NC   ,0,1,,
0410001,INSERT CATH BLADDER      , 303.00 ,,,
0410002,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0410003,OBSERVATION PER HOUR     , 168.00 ,,,
0410004,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0410009,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0410010,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0410011,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0410012,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0410013,INF IV TX/DX PUMP PROLONG, 699.00 ,,,
0410014,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0410015,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0410016,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0410018,VENIPUNCTURE NON LAB     , 45.00 ,,,
0410019,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0410020,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0410021,INF TX/DX CONCURRENT     , 594.00 ,,,
0410022,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0410023,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0410025,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0410026,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0410027,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0410029,NON OBV OIB HR NC        ,0,1,,
0410035,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0420001,INSERT CATH BLADDER      , 303.00 ,,,
0420002,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0420003,OBSERVATION PER HOUR     , 171.00 ,,,
0420004,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0420009,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0420010,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0420011,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0420012,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0420013,INF IV TX/DX PUMP PROLONG, 699.00 ,,,
0420014,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0420015,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0420016,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0420018,VENIPUNCTURE NON LAB     , 45.00 ,,,
0420019,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0420020,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0420021,INF TX/DX CONCURRENT     , 594.00 ,,,
0420022,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0420023,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0420025,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0420026,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0420027,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0420029,NON OBV OIB HR NC        ,0,1,,
0430001,INSERT CATH BLADDER      , 0.09 ,,,
0430002,INS/REPL/DECL NONTUN/PIC , 0.09 ,,,
0430003,OBSERVATION PER HOUR     , 0.09 ,,,
0430004,DIRECT ADMISSION FOR OBSV, 0.09 ,,,
0430009,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
0430010,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
0430011,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
0430012,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
0430013,INF IV TX/DX PUMP PROLONG, 0.09 ,,,
0430014,CATH FOR SPECIMEN COLLECT, 0.09 ,,,
0430015,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
0430016,INJ TX/DX/PRO INTRA-ARTER, 0.09 ,,,
0430018,VENIPUNCTURE NON LAB     , 0.09 ,,,
0430019,TRANSFUS BLD/BLD COMP    , 0.09 ,,,
0430020,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
0430021,INF TX/DX CONCURRENT     , 0.09 ,,,
0430022,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
0430023,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
0430025,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
0430026,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
0430027,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
0430029,NON OBV OIB HR NC        , 0.09 ,,,
0440001,INSERT CATH BLADDER      , 0.09 ,,,
0440002,INS/REPL/DECL NONTUN/PIC , 0.09 ,,,
0440003,OBSERVATION PER HOUR     , 0.09 ,,,
0440004,DIRECT ADMISSION FOR OBSV, 0.09 ,,,
0440009,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
0440010,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
0440011,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
0440012,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
0440013,INF IV TX/DX PUMP PROLONG, 0.09 ,,,
0440014,CATH FOR SPECIMEN COLLECT, 0.09 ,,,
0440015,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
0440016,INJ TX/DX/PRO INTRA-ARTER, 0.09 ,,,
0440018,VENIPUNCTURE NON LAB     , 0.09 ,,,
0440019,TRANSFUS BLD/BLD COMP    , 0.09 ,,,
0440020,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
0440021,INF TX/DX CONCURRENT     , 0.09 ,,,
0440022,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
0440023,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
0440025,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
0440026,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
0440027,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
0440029,NON OBV OIB HR NC        , 0.09 ,,,
0450001,INSERT CATH BLADDER      , 0.09 ,,,
0450002,INS/REPL/DECL NONTUN/PIC , 0.09 ,,,
0450003,OBSERVATION PER HOUR     , 0.09 ,,,
0450004,DIRECT ADMISSION FOR OBSV, 0.09 ,,,
0450009,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
0450010,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
0450011,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
0450012,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
0450013,INF IV TX/DX PUMP PROLONG, 0.09 ,,,
0450014,CATH FOR SPECIMEN COLLECT, 0.09 ,,,
0450015,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
0450016,INJ TX/DX/PRO INTRA-ARTER, 0.09 ,,,
0450018,VENIPUNCTURE NON LAB     , 0.09 ,,,
0450019,TRANSFUS BLD/BLD COMP    , 0.09 ,,,
0450020,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
0450021,INF TX/DX CONCURRENT     , 0.09 ,,,
0450022,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
0450023,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
0450025,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
0450026,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
0450027,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
0450029,NON OBV OIB HR NC        , 0.09 ,,,
0450030,OBSERVATION EA HOUR NC   , 0.09 ,,,
0460001,INSERT CATH BLADDER      , 0.09 ,,,
0460002,INS/REPL/DECL NONTUN/PIC , 0.09 ,,,
0460003,OBSERVATION PER HOUR     , 0.09 ,,,
0460004,DIRECT ADMISSION FOR OBSV, 0.09 ,,,
0460009,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
0460010,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
0460011,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
0460012,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
0460013,INF IV TX/DX PUMP PROLONG, 0.09 ,,,
0460014,CATH FOR SPECIMEN COLLECT, 0.09 ,,,
0460015,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
0460016,INJ TX/DX/PRO INTRA-ARTER, 0.09 ,,,
0460018,VENIPUNCTURE NON LAB     , 0.09 ,,,
0460019,TRANSFUS BLD/BLD COMP    , 0.09 ,,,
0460020,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
0460021,INF TX/DX CONCURRENT     , 0.09 ,,,
0460022,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
0460023,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
0460025,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
0460026,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
0460027,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
0460029,NON OBV OIB HR NC        , 0.09 ,,,
0480001,INSERT CATH BLADDER      , 303.00 ,,,
0480002,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0480003,OBSERVATION PER HOUR     , 168.00 ,,,
0480004,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0480009,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0480010,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0480011,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0480012,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0480013,INF IV TX/DX PUMP PROLONG, 736.00 ,,,
0480014,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0480015,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0480016,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0480018,VENIPUNCTURE NON LAB     , 45.00 ,,,
0480019,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0480020,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0480021,INF TX/DX CONCURRENT     , 594.00 ,,,
0480022,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0480023,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0480025,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0480026,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0480027,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0480029,NON OBV OIB HR NC        ,0,1,,
0481002,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0481003,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0481004,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0481005,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0481006,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0481007,INF IV TX/DX PUMP PROLONG, 677.00 ,,,
0481008,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0481009,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0481010,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0481012,VENIPUNCTURE NON LAB     , 45.00 ,,,
0481013,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0481014,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0481015,INF TX/DX CONCURRENT     , 594.00 ,,,
0481016,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0481017,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0481018,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0481019,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0481020,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0481021,NON OBV OIB HR NC        ,0,1,,
0481022,INSERT CATH BLADDER      , 162.00 ,,,
0481023,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0481024,OBSERVATION PER HOUR     , 147.00 ,,,
0490001,OBSERVATION PER HOUR     , 168.00 ,,,
0490002,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
0490003,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
0490004,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
0490005,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
0490006,GLUCOSE BLD BY DEVICE POC, 66.00 ,,,
0490007,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
0490008,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
0490009,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
0490010,NON OBV OIB HR NC        ,0,1,,
0490011,INSERT CATH BLADDER      , 303.00 ,,,
0490012,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
0490013,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
0490014,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
0490015,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
0490016,INF IV TX/DX PUMP PROLONG, 677.00 ,,,
0490017,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
0490018,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
0490019,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
0490021,VENIPUNCTURE NON LAB     , 45.00 ,,,
0490022,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0490023,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
0490024,INF TX/DX CONCURRENT     , 594.00 ,,,
0600001,SURGERY LEVEL 1 1ST 30MIN, 0.09 ,,,
0600002,SURGERY LEVEL 1 ADD 15MIN, 0.09 ,,,
0600003,SURGERY LEVEL 2 1ST 30MIN, 0.09 ,,,
0600004,SURGERY LEVEL 2 ADD 15MIN, 0.09 ,,,
0600005,SURGERY LEVEL 3 1ST 30MIN, 0.09 ,,,
0600006,SURGERY LEVEL 3 ADD 15MIN, 0.09 ,,,
0600007,SURGERY LEVEL 4 1ST 30MIN, 0.09 ,,,
0600008,SURGERY LEVEL 4 ADD 15MIN, 0.09 ,,,
0600009,EPIDURAL BLOOD PATCH     , 0.09 ,,,
0600010,FETAL NON STRESS TEST    , 0.09 ,,,
0600011,CERCLAGE REMOVAL         , 0.09 ,,,
0600012,INSERT CERVICAL DILATOR  , 0.09 ,,,
0600013,DELIVERY VAGINAL ROUTINE , 0.09 ,,,
0600014,DELIVERY VAGINAL HIGH RSK, 0.09 ,,,
0600015,DELIVERY C-SECT L&D NC   , 0.09 ,,,
0600016,OB VISIT/FETAL MONITR NEW, 0.09 ,,,
0600017,OB VISIT/FETAL MONITR EST, 0.09 ,,,
0600018,EXTERNAL CEPHALIC VERSION, 0.09 ,,,
0600019,DELIVERY OF PLACENTA     , 0.09 ,,,
0600020,DELIVERY VAG EA ADD BABY , 0.09 ,,,
0600021,OUTPATIENT PROCEDURE NC  , 0.09 ,,,
0600022,EPIDURAL PLACE VAG DELIV , 0.09 ,,,
0600023,C-SECT L&D CT EA ADD BABY, 0.09 ,,,
0600024,FETAL DEMISE <23WK NEW PT, 0.09 ,,,
0600025,FETAL DEMISE <23WK EST PT, 0.09 ,,,
0600026,FETAL DEM <23 NEW W PROC , 0.09 ,,,
0600027,FETAL DEM <23 EST W PROC , 0.09 ,,,
0600028,PACU STANDARD 1ST 30MIN  , 0.09 ,,,
0600029,PACU STANDARD ADDL 15MIN , 0.09 ,,,
0600030,AMNIOINFUSE TRANSCERVICAL, 0.09 ,,,
0600031,OB VST/FTL MON NEW W/PROC, 0.09 ,,,
0600032,OB VST/FTL MON EST W/PROC, 0.09 ,,,
0600033,CURETTAGE POSTPARTUM     , 0.09 ,,,
0600034,FETAL NS TEST ADDL FETUS , 0.09 ,,,
0600035,TRANSFUS BLD/BLD COMP    , 0.09 ,,,
0600036,INSERT CATH BLADDER      , 0.09 ,,,
0600037,INS/REPL/DECL NONTUN/PIC , 0.09 ,,,
0600038,OB OBSERV PER HOUR       , 0.09 ,,,
0600043,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
0600044,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
0600045,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
0600046,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
0600047,INF IV TX/DX PUMP PROLONG, 0.09 ,,,
0600048,CATH FOR SPECIMEN COLLECT, 0.09 ,,,
0600049,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
0600050,INJ TX/DX/PRO INTRA-ARTER, 0.09 ,,,
0600052,VENIPUNCTURE NON LAB     , 0.09 ,,,
0600054,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
0600055,INF TX/DX CONCURRENT     , 0.09 ,,,
0600056,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
0600057,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
0600059,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
0600060,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
0600061,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
0600062,OB DIRECT ADMISSN FOR OBS, 0.09 ,,,
0600064,NON OBV OIB HR NC        , 0.09 ,,,
0600065,ANESTH GENERAL 1ST 30MIN , 0.09 ,,,
0600066,ANESTH GENERAL ADDL 15MIN, 0.09 ,,,
0600067,ANESTH MAC/REG 1ST 30MIN , 0.09 ,,,
0600068,ANESTH MAC/REG ADDL 15MIN, 0.09 ,,,
0600069,LOCAL ANESTHESIA         , 0.09 ,,,
0600070,M/S/G OBSERV ON OB PER HR, 0.09 ,,,
0600071,CLOSURE EXTERN 10-13     , 0.09 ,,,
0600072,INST/SUPP STERL 23X-30   , 0.09 ,,,
0600073,INST/SUPP STERL 39X-51   , 0.09 ,,,
0600074,INST/SUPP STERL 195X-254 , 0.09 ,,,
0600075,LACTATION CONSULT/SESS OP, 0.09 ,,,
0600076,CLOSURE IMPLNT 195X-254  , 0.09 ,,,
0600077,CAR SEAT/BED TEST 60MIN  , 0.09 ,,,
0600078,CAR SEAT/BED TEST ADD 30 , 0.09 ,,,
0600079,CATH NONVAS DIL 331X-431 , 0.09 ,,,
0600080,CLOSURE EXTERN 13X-17    , 0.09 ,,,
0600081,INST/SUPP STERL 30X-39   , 0.09 ,,,
0600082,ADHESION BARR 254X-331   , 0.09 ,,,
0600083,CLOSURE IMPLNT 39X-51    , 0.09 ,,,
0600084,MICROMATRX 200MG 561X-730, 0.09 ,,,
0600085,CLOSURE IMPLNT 254X-331  , 0.09 ,,,
0600086,INST/SUPP STERL 254X-331 , 0.09 ,,,
0600087,COLLECT CAPILLAR BLOOD   , 0.09 ,,,
0600088,CATH OTHER 17X-23        , 0.09 ,,,
0600089,EPIFIX MSH 3.5 949X-1234 , 0.09 ,,,
0600090,I&D ABSCESS SIMPLE       , 0.09 ,,,
0600091,INST/SUPP STERL 17X-23   , 0.09 ,,,
0600092,INST/SUPP STERL 10-13    , 0.09 ,,,
0600093,BILIRUBIN TOT TRANSCUT   , 0.09 ,,,
0600094,PACU COMPLEX 1ST 30MIN   , 0.09 ,,,
0600095,PACU COMPLEX ADDL 15MIN  , 0.09 ,,,
0600096,CLOSURE EXTERN 67X-88    , 0.09 ,,,
0600097,INPATIENT SURG L&D OR NC , 0.09 ,,,
0610001,CIRCUMCISION             , 0.09 ,,,
0700001,MC INFNT HEAR SCRN INI IP, 173.00 ,,,
0700002,M/S/G OBSERV ON OB PER HR, 335.00 ,,,
0700021,BILIRUBIN TOT TRANSCUT   , 32.00 ,,,
0700022,MC INFNT HEAR SCRN INI OP, 173.00 ,,,
0700023,CIRCUMCISION             ," 2,403.00 ",,,
0700024,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
0700025,MC INFANT HEAR RESCRN OP , 163.00 ,,,
0700026,VISIT LEVEL 1 EST PT     , 216.00 ,,,
0710001,SURGERY LEVEL 1 1ST 30MIN," 1,134.00 ",,,
0710002,SURGERY LEVEL 1 ADD 15MIN, 398.00 ,,,
0710003,SURGERY LEVEL 2 1ST 30MIN, 232.00 ,,,
0710004,SURGERY LEVEL 2 ADD 15MIN, 567.00 ,,,
0710005,SURGERY LEVEL 3 1ST 30MIN," 2,314.00 ",,,
0710006,SURGERY LEVEL 3 ADD 15MIN, 809.00 ,,,
0710007,SURGERY LEVEL 4 1ST 30MIN," 11,774.00 ",,,
0710008,SURGERY LEVEL 4 ADD 15MIN," 4,122.00 ",,,
0710009,FETAL NON STRESS TEST    , 703.00 ,,,
0710010,AMNIOCENTESIS            ," 1,055.00 ",,,
0710011,CERCLAGE REMOVAL         ," 2,372.00 ",,,
0710012,FETAL CONTRAC STRESS TEST, 696.00 ,,,
0710013,INSERT CERVICAL DILATOR  , 556.00 ,,,
0710016,DELIVERY VAGINAL ROUTINE ," 6,196.00 ",,,
0710017,DELIVERY VAGINAL HIGH RSK," 10,047.00 ",,,
0710018,DELIVERY C-SECT L&D NC   ,0,1,,
0710019,OB VISIT/FETAL MONITR NEW, 171.00 ,,,
0710020,OB VISIT/FETAL MONITR EST, 216.00 ,,,
0710021,EXTERNAL CEPHALIC VERSION, 315.00 ,,,
0710022,DELIVERY OF PLACENTA     ," 3,065.00 ",,,
0710023,CIRCUMCISION             ," 2,210.00 ",,,
0710024,DELIVERY VAG EA ADD BABY ," 2,641.00 ",,,
0710025,OUTPATIENT PROCEDURE NC  ,0,1,,
0710026,EPIDURAL PLACE VAG DELIV ," 1,689.00 ",,,
0710027,C-SECT L&D CT EA ADD BABY,0,1,,
0710028,FETAL DEMISE <23WK NEW PT, 410.00 ,,,
0710029,FETAL DEMISE <23WK EST PT, 736.00 ,,,
0710030,FETAL DEM <23 NEW W PROC , 410.00 ,,,
0710031,FETAL DEM <23 EST W PROC , 736.00 ,,,
0710032,US PREG=>14WK SNG 1ST GES," 4,812.00 ",,,
0710034,PACU STANDARD 1ST 30MIN  ," 3,016.00 ",,,
0710035,PACU STANDARD ADDL 15MIN ," 1,056.00 ",,,
0710036,AMNIOINFUSE TRANSCERVICAL, 900.00 ,,,
0710037,OB VST/FTL MON NEW W/PROC, 171.00 ,,,
0710038,OB VST/FTL MON EST W/PROC, 216.00 ,,,
0710039,INPATIENT SURG L&D OR NC ,0,1,,
