CHARGE #,DESCRIPTION,PRICE,ROOM PRICE
5605514,CLIP LIGATING MED/LARGE LT-300,45.08,0
5613732,PLAK VAK,45.14,0
1208156,DIPHENHYDRAMINE,45.15,0
4502191,IV CHEMO INF 1ST HR,45.19,0
1202431,FRUCTOSAMINE,45.2,0
5612429,OTO WICK MENICLE,45.21,0
1208214,TARTRATE RES ACID PHOS,45.25,0
5608526,HY TAPE 1/2INCH,45.28,0
1215235,IGG SUBCLASS 4,45.35,0
1217157,IGG SUBCLASS 1,45.35,0
1217165,IGG SUBCLASS 2,45.35,0
1217173,IGG SUBCLASS 3,45.35,0
7501117,"SUTURE,PROLENE 4",45.4,0
7501273,"SUTURE,PROLENE 3",45.4,0
152082,"SET,Y TYPE EXT 4""",45.52,0
4501193,CONTROL NASAL HEMORRHAGE POST,45.58,0
1219955,NJH FLUORESCENT STAIN,45.6,0
1205475,"PHENOLPHTHALEIN,FECES",45.65,0
5639638,CATH OLIVE 06FR,45.65,0
5639646,CATH OLIVE 07FR,45.65,0
5639653,CATH OLIVE 08FR,45.65,0
1003680,WHITE BLOOD COUNT,45.72,0
1056217,"HEMATOCRIT,FLUID",45.72,0
1103688,WHITE BLOOD COUNT,45.72,0
4502472,IMMUNIZATION ADMIN EA ADDL,45.72,0
1204650,CHLAMYDIA ANTIBODY IGM,45.75,0
1204684,CHLAMYDIA ANTIBODY IGG,45.75,0
1204718,CHLAMYDIA ANTIBODY IGA,45.75,0
1200898,IMMUNOGLOBULIN M,45.9,0
1202571,IMMUNOGLOBULIN G,45.9,0
1202662,IMMUNOGLOBULIN A,45.9,0
152793,"FLANGE,CUT TO FIT",45.92,0
5637939,VACURETTE 16MM CURVED,45.92,0
5656947,VACURETTE 14MM CURVED,45.92,0
1007277,URIC ACID,45.99,0
1107275,URIC ACID,45.99,0
5605134,CAUTERY TIP EXTENDER TEFLON,46.04,0
156752,CUFF BP ADULT 2 TUBE SM,46.05,0
1209246,NEISSERIA GONORRHEA DIR,46.25,0
1209253,CHLAMYDIA TRACHOMAT DIR,46.25,0
1226885,HEROIN MET CONFIRM QNT,46.44,0
5603402,CAST SPLINT 4X15 DELTA LITE,46.49,0
1221498,PROTEUS OX19 AG,46.55,0
1221506,PROTEUS OX2 AG,46.55,0
1221514,PROTEUS OXK AG,46.55,0
5630983,VACURETTE 11 MM CURVED,46.63,0
5630991,VACURETTE 14 MM STRAIGHT,46.63,0
5631023,VACURETTE STRAIGHT 10MM,46.63,0
5631031,VACURETTE STRAIGHT 8MM,46.63,0
5637913,VACURETTE 10 MM CURVED,46.63,0
5637921,VACURETTE 12 MM CURVED,46.63,0
5637954,VACURETTE 9 MM CURVED,46.63,0
5637962,VACURETTE STRAIGHT 11MM,46.63,0
5637970,VACURETTE STRAIGHT 9MM,46.63,0
5640099,COLLAR CERVICAL MEDIUM 79-83095,46.63,0
8507030,PULSE OXIMETRY DETERMINATION,46.63,0
5658760,TRACH CANNULA 7.0 XLT 40XLTIN,46.76,0
4607149,NUTRITION EVAL 15 MIN,46.8,0
1200708,PATERNITY TEST,47,0
5673900,IMP SCREW LVL 01,47.08,0
5677828,SHEATH LVL 01,47.08,0
5678057,STENTS LVL 01,47.08,0
5655675,SUPPORT LUMBRAL SACRAL UNIVERSAL,47.26,0
6201735,OBTURATOR SHEATH SNAP 5X15,47.3,0
6201743,OBTURATOR SHEATH SNAP 6X15,47.3,0
6201750,OBTURATOR SHEATH SNAP 8X15,47.3,0
6201834,SHEATH OBTURATOR 6X26,47.3,0
6201842,SHEATH OBTURATOR 8X26,47.3,0
6202535,MONITOR INTEL II.1.12 SOFT IN6000,47.3,0
6202543,OBTURATOR SHEALTH SNAP 5X15,47.3,0
6202550,ORTURATOR SHEALTH SNAP 6X15,47.3,0
6202568,OBTURATOR SHEALTH SNAP 8X15,47.3,0
6202576,SLEEVE REPOS. 30 CM W/VALVE,47.3,0
8506776,VEST THERAPY,47.32,0
8506784,METANEB THERAPY,47.32,0
5656764,VALVE SALEM SUMP ANTIREFLUX 674291,47.4,0
5608179,GUIDE PIN CALIBRATING,47.46,0
5658208,FIXATOR BALL JURGANS,47.65,0
1211242,EXT NUC AG SM AB,47.8,0
1211259,EXT NUC AG SM/RNP AB,47.8,0
1227214,MICROSPORIDIA SPEC CONCEN,48.05,0
1227404,CRYOPRESERVATION,48.09,0
4604690,SMOKING CESSATION>10,48.14,0
1059179,GLUCOSE BODY FLUID,48.21,0
1060250,GLU TOL EA ADD SPEC,48.21,0
1160258,GLU TOL EA ADD SPEC,48.21,0
5672761,GUIDE ENDOCAVITY NEEDLE 610-604,48.24,0
5609318,KNIFE 15 DEGREE OPTHALMIC #8065-921,48.29,0
7501786,"GAUZE,BURN SHOWER",48.29,0
4604344,ALLERGY TEST PERC SKIN,48.34,0
1216233,PNH FLOW CYTOM EA ADD MRK,48.35,0
1003490,STOOL REDUCING SUBST,48.42,0
5605142,CAUTERY TIP NEEDLE TEFLON,48.43,0
1208123,MIXING STUDIES,48.5,0
1004225,"SPECIFIC GRAVITY,URI",48.56,0
1227677,IF INITIAL SNGLE AB STAIN,48.75,0
1227693,IF ANTIBODY ADDL STAIN,48.75,0
8500092,OXYGEN/HR,48.81,0
4603957,TEGADERM FOAM ADHESIVE DS,48.9,0
125708,"CATH,FOLEY 12F/3C",48.96,0
127738,"CATH,FOLEY 22F/5C",48.96,0
127779,"CATH,FOLEY 24F/2W",48.96,0
1003615,HEMOGRAM,48.96,0
1103613,HEMOGRAM,48.96,0
4604609,PULSE OXIMETRY SINGLE,48.96,0
1201771,CAFFEINE,49.05,0
1207679,INBORN ERR MET AMINO ACID,49.05,0
156760,CUFF BP REG 2 TUBE,49.1,0
158097,DRESSING ALLEVYN BORDER 7X7IN,49.3,0
1217777,OVA&PARASITES DIR SMEAR,49.3,0
1003474,ACETONE QUALITATIVE,49.36,0
4400123,"PT EDUCATION,MS Q30""",49.36,0
4400297,EDU MS 30MIN,49.36,0
1203421,CAT SCRATCH RHEN IGG,49.4,0
1203462,CAT SCRATCH RHEN IGM,49.4,0
1203512,CAT SCRATCH RQUIN IGG,49.4,0
1203561,CAT SCRATCH RQUIN IGM,49.4,0
1058411,URINE PREGNANCY TEST,49.55,0
1061472,POC HCG QUALITATIVE,49.55,0
1158419,URINE PREGNANCY TEST,49.55,0
1227172,SODIUM BODY FLUID,49.73,0
5655071,SHEETING INVOTEC SILICONE  55x75x0.,49.84,0
157859,IODINE CADEXOMER 5GR 21175,50.1,0
5655188,SOLUTION GLYCINE 1.5% 3000CC,50.48,0
1226927,ANTIDEP TRICY CONFIRM QNT,50.5,0
1226349,SUSCEP BETA LACT MAYO,50.51,0
5656756,VALVE ACCUDYNAMIC,50.81,0
1003888,SED RATE,50.91,0
1103886,SED RATE,50.91,0
5672316,PAD HAND TOWER ARTHREX AR-1617,51.06,0
5612361,OSTOMY UROSOTMY OR SET STERILE 2 3/,51.19,0
5630272,TRAY CENTRAL LINE SUBCLAVIAN DRESSI,51.19,0
1213545,RBC AG TYPING NON ABO/RH,51.3,0
1208222,ALLERGEN SPEC IGE MULTI,51.31,0
5676861,CROWN LVL 01,51.36,0
5677729,PEG LVL 01,51.36,0
1224989,CADMIUM URINE,51.44,0
156976,TEGADERM DRESSING,51.46,0
4604542,IMMUNOTHERAPY SNGL INJ,51.51,0
1200013,CERULOPLASMIN,51.56,0
1051465,GLUC UR RAND,51.66,0
1051861,REDUCING SUBS UR,51.66,0
157727,CLIP LIG TITAN MED,51.71,0
1227099,CHLORIDE BODY FLUID,51.77,0
7501810,"GAUZE,BURN BATH/12",51.89,0
1219922,LDL DIRECT,51.95,0
156778,CUFF BP ADULT LG 2 TUBE GE,52.19,0
102194,OSTOMY COLOSTOMY COMBO,52.28,0
154641,"DRESSING,BIOPATCH 1""",52.28,0
1058213,PAP SMEAR ONE SLIDE,52.33,0
156810,CUFF BP THIGH WA,52.47,0
1200260,ALDOLASE,52.5,0
156968,SALINE CANISTER,52.61,0
1209907,PYRUVATE,52.65,0
1224005,PROTEIN TOTAL BF,52.65,0
5636980,SYRINGE RAULERSON,53.06,0
1205483,POTASSIUM RBC,53.1,0
1219591,ALK PHOS BONE SPECIFIC,53.2,0
1222504,BETA-HYDROXYBUTYRATE,53.25,0
1222694,ANTINUCLEAR AB MULTIPLE,53.31,0
1216043,VITAMIN C,53.45,0
1227453,LP A CHOLESTEROL,53.62,0
8502072,TOBACCO CESATION COUNSEL,53.63,0
5605092,CAUTERY SUCTION TONSIL,53.76,0
5673124,ENDO SLEEVE 5MMX100MM BLADELESS CB5,53.88,0
1225259,PSEUDOCHOLINESTERASE,53.9,0
1200542,HEPATITIS B SUR AB,53.95,0
5607023,ENDO DISSECTOR CHERRY BCD10,54.02,0
5612767,PACK QUINTUBE MONITOR,54.08,0
1201045,HEPATITIS A AB IGM,54.15,0
1219575,CHROM ADDL CELLS COUNTED,54.15,0
1004126,STOOL PH,54.22,0
1207869,VIPER VENOM TIME DILUTED,54.3,0
1200385,"INSULIN, SERUM",54.5,0
4700084,1.5% DEXTROSE 2500ML,54.56,0
1223429,PROTHROMBIN TIME REF,54.65,0
4604724,UNLISTED CHEMO ADMIN,54.69,0
4608915,UNLISTED CHEMO ADMIN ENDO PROC,54.69,0
1059302,BASIC METABOLIC PANEL,54.72,0
1159300,BASIC METABOLIC PANEL,54.72,0
158022,COLLECTOR WND DRNG TO 3.75IN,54.83,0
1210103,HISTONE AB,54.95,0
1227289,ALPHA DEFENSINS SF SYNOVA,54.95,0
1059625,PAP SMEAR ONE SLIDE SCRN,54.98,0
1228303,RIBOSOME P AB IGG,54.99,0
5663141,CROWN 1ST PRM MOLR LWR RT,55.04,0
5663166,CROWN 1ST PRM MOLR UPR RT,55.04,0
5663208,CROWN 1ST BICUSPID UPR LT,55.04,0
1214188,SRP AUTOANTIBODIES,55.09,0
1216761,MI 2 AUTOANTIBODIES,55.09,0
1226042,PL 7 AUTOANTIBODY,55.09,0
1226067,PL 12 AUTOANTIBODY,55.09,0
1226083,OJ AUTOANTIBODY,55.09,0
1226109,KU AUTOANTIBODY,55.09,0
1226125,U2 SNRNP AUTOANTIBODY,55.09,0
1226141,EJ AUTOANTIBODY,55.09,0
1216548,CRYOGLOBULIN,55.1,0
1060151,"MICRO ID,FUNGAL",55.23,0
153973,"DRESSING,POLYMEM 4X4 PAD",55.38,0
155853,"BELT,RIB FEMALE",55.38,0
1201235,HEP BE ANTIGEN,55.44,0
1223288,PARIETAL CELL AB ICG,55.51,0
1223668,MITOCHONDRIAL AB M2,55.51,0
1223841,MYELOPEROXIDASE AB,55.51,0
1225598,DESMOGLEIN 1,55.51,0
1225606,DESMOGLEIN 3,55.51,0
1201151,HEP BE ANTIBODY,55.65,0
1223965,PROTEIN S AG TOTAL,55.83,0
1213826,VIT C (ASCORBIC ACID),55.85,0
1215060,LIPOPROTEIN,55.93,0
1208982,RED CROSS COOMBS DIRECT,55.95,0
1153246,SPERM PRESENCE,55.97,0
1219526,CHLORINATED HYDROCARBONS,56.05,0
5646666,OSTOMY GENTLE TOUCH,56.08,0
1206887,PHENOLPHTHALEIN,56.15,0
1059849,SPECIMEN CONCENTRATION,56.24,0
1219856,FUNGAL ID MOLDS,56.25,0
1205269,COXSACKIE A AB,56.4,0
1223171,CHLAMYDIA IGA/IGG AB,56.46,0
6203103,KIT PRESSURE TRANSDUCER,56.49,0
1223403,"CREAT RAND URINE, REF",56.61,0
1201110,HEP B COR AB IGM,56.63,0
129593,"IV SET,4C2194",56.66,0
5646690,OSTOMY STOMAPASTE (910),56.85,0
1212596,E COLI K1 AG,56.95,0
1212604,STREP PNEUMONIAE AG,56.95,0
1212612,N MENINGIT C/W135 AG,56.95,0
1212620,N MENINGIT A/Y AG,56.95,0
1212638,H INFLUENAE AG,56.95,0
1212653,STREP B AG,56.95,0
6201966,OBTURATOR RF 6F 5X10,56.97,0
6202303,CATH 6FR 100CM SEER JUDKINS 3.5,56.97,0
6202311,CATH 6FR 100CM SEER JUDKINS 3.5I,56.97,0
6202329,CATH 6FR 100CM SEER JUDKINS 5.0I,56.97,0
6202345,CATH 6FR 100CM NO TORQUE RIGHT,56.97,0
6202360,CATH  6FR 100CM SEER AMPLATZ RT II,56.97,0
6202378,CATH 6FR 100CM SEER MULTI A-1,56.97,0
6202386,CATH 6F 110CM SITE SEER MULTI A-1,56.97,0
6202394,CATH 6FR 100CM SITE SEER MULTI A-2,56.97,0
6202402,CATH 6FR 110CM SITE SEER MULIT A-3,56.97,0
6202410,CATH 6FR 100CMSEER LT CORNARY BYPAS,56.97,0
6202428,CATH 6FR 100CM SITE SEER RIGHT,56.97,0
6202436,CATH 6FR 100CM SEER INT MAMMARY ART,56.97,0
6202444,CATH 6FR 100CM SEER AMPLATZ LT 1,56.97,0
6202451,CATH 6FR 100CM SEER AMPLATZ LEFT II,56.97,0
6202659,SHEALTH OBTURATOR 6X26,56.97,0
6203160,GUIDE WIRE STERILE 140CM,56.97,0
6203178,GUIDING CATHETER 6F JR4 . 0,56.97,0
6203335,NAMIC TORQUE DEVICE,56.97,0
6203343,THE GRIP TORQUE DEVICE,56.97,0
158915,TUBE GASTRIC LAVAGE 28 FT,56.98,0
1003375,UA AUTO W/O MICRO,56.99,0
1103373,UA AUTO W/O MICRO,56.99,0
1202183,CYCLO LAB O PATH,57,0
157784,DRESSING TEG FOAM ADHESIV,57.07,0
155978,STOCKING XLG WAIST LENGTH,57.12,0
1222967,CRYPTOCOCCUS AG TITER,57.26,0
127761,"CATH,FOLEY 16F/30",57.53,0
1201565,SMOOTH MUSCLE ABS,57.54,0
1227487,ANA AB HEP2 SUBSTRATE,57.58,0
1202613,"LEAD, BLOOD",57.65,0
1213388,PART AGG SCR S PNEUMO,57.65,0
1224401,CRYPTOCOCCAL AG SCREEN,57.72,0
1200575,COMPLEMENT C3,57.75,0
1200583,COMPLEMENT C4,57.75,0
1203223,HEPATITIS B SURF AG,57.75,0
1229541,"PCA-TR,S",57.86,0
1229558,"CRMP-5-IGG,S",57.86,0
1229574,"ANNA-3,S",57.86,0
1229582,"PCA-2,S",57.86,0
1229590,"ANNA-1,S",57.86,0
1229608,"ANNA-2,S",57.86,0
1229616,"PCA-1,S",57.86,0
1229624,"AMPHIPHYSIN,S",57.86,0
1229632,"AGNA-1,S",57.86,0
5639802,CATH WHISTLE TIP 07F,57.94,0
5639810,CATH WHISTLE TIP 08F,57.94,0
5639828,CATH WHISTLE TIP 09F,57.94,0
5639836,CATH WHISTLE TIP 10F,57.94,0
100321,"NUGAUZE,1/4"" IOD",58,0
100511,"NUGAUZE,1/4"" PLAIN",58,0
1223601,ANCA,58,0
1202977,CRYPTOCOCCUS AG,58.05,0
153783,"STOCKING,SURG,THIGH XXLG",58.08,0
156711,PADDING POLARGUARD,58.08,0
156786,CUFF BP THIGH 2 TUBE,58.08,0
5619374,PROSTHESIS BLOOM SINGER INSUFFLATIO,58.2,0
8648707,NEED ELEC W/CHEMODENERVAT,58.23,0
5607528,ERASER BIPOLAR 18G,58.33,0
1005412,"PH,BODY FLUID",58.35,0
1224815,EHRLICHIA CHAFFEENSIS AB,58.36,0
1224849,A PHAGOCYTOPHILIUM IGG,58.38,0
8648705,ELECSTIM W/CHEMODENERVATI,58.53,0
5672795,ENDO SLEEVE 5MMX75MM SHORT CB5STRPR,58.72,0
1202241,EBV-EARLY AG DIF,58.9,0
5658414,FLUID DISPENSING SYSTEM,58.91,0
1200401,OXALATE URINE,58.95,0
154674,"SET,PCA TUBING",59.02,0
1222652,BABESIA MICROTI AB IGG,59.15,0
5604848,CAUTERY HIGH TEMP CORDLESS,59.17,0
158931,SNARE MICRO OVAL 2.3X240 OD,59.41,0
1206879,HEPATITIS A AB,59.55,0
1060680,POC URINE PREGNANCY TEST,59.56,0
5631049,VALVE BRONCH SUCTION DISPOSABLE,59.68,0
1200237,COPPER SERUM,59.71,0
8506883,CLEARANCE AIRWAY SUBSQ,59.75,0
1219757,CHROM INTERP&REPORT,59.77,0
1220953,PHOSPHORUS URINE,59.94,0
1225184,"UREA, URINE",59.94,0
1225903,GOOSE FEATHER IGE,60.05,0
4604146,IMMUN ADMIN 1ST VACCINE,60.38,0
1216290,ANTINUCLEAR AB TITER,60.4,0
1053248,SPERM PRESENCE,60.44,0
1226224,CHLAMYDIA IGM AB,60.59,0
1210616,MICRODEL DNA PROBE EA,60.6,0
4700092,"2.5% DEXTROSE, 2500ML",60.7,0
1225101,HEMOSIDERIN,60.9,0
1004084,FAT STAIN,61.17,0
1009224,RH TYPE,61.17,0
4700100,"4.25% DEXTROSE, 2500MLS",61.26,0
155937,DRESSING ALLEVYN 4X4,61.31,0
1214071,"HTLV 1/2 AB,EIA",61.43,0
100339,"NUGAUZE,1/2"" IOD",61.45,0
100537,"NUGAUZE,1"" PLAIN",61.45,0
1201383,"PORPHOBILIN, UR",61.55,0
1208974,RED CROSS REPORT,61.55,0
6202014,OBTURATOR 6FX25CM,61.6,0
6202022,OBTURATOR 8FX10CM,61.6,0
6202030,OBTURATOR 8FX25CM,61.6,0
1227024,RHEUMATOID FACTOR IGG,61.67,0
1227040,RHEUMATOID FACTOR IGM,61.67,0
1227065,RHEUMATOID FACTOR IGA,61.67,0
1214030,INHIBIN A,61.71,0
1227636,INSULIN FREE,61.74,0
1208107,PARIETAL CELL AB,61.75,0
1226315,MONOSIALO GM1 AB IGG,61.81,0
1226331,MONOSIALO GM1 AB IGM,61.81,0
1226356,ASIALO GM1 AB IGG,61.81,0
1226372,ASIALO GM1 AB IGM,61.81,0
1226398,DISIALO GD1B AB IGG,61.81,0
1226414,DISIALO GD1B AB IGM,61.81,0
7501836,"TUBING,PLUER EVAC",61.87,0
1206408,C1Q BINDING IMMUNE COMP,62,0
1229532,"STRIATIONAL AB,S",62.16,0
1223338,LEGIONELLA AG URINE,62.21,0
1203173,MUMPS AB IGG,62.3,0
1223627,C1 ESTERASE INHIBITOR AG,62.3,0
1223858,IGFBP-3,62.3,0
1227750,C1 ESTERASE INHIBITOR AG,62.3,0
157909,CAPNOLINE SMART H PLUS,62.32,0
5630439,TUBE FLEXIFLO 8FR (164),62.32,0
5637368,TUBE FLEXIFLO 12FR,62.32,0
8502254,SPUTUM COLLECTION AEROSOL INDUCED,62.32,0
1228154,TESTOSTERONE FREE,62.44,0
1058510,INF AGNT STREP GROUP A,62.46,0
1158518,INF AGNT STREP GROUP A,62.46,0
4606331,TRIM NAILS NONDYSTROPHIC,62.46,0
1242635,"PEANUT IGE, COMPLETE",62.5,0
1061159,CA 125,62.77,0
1061225,BETA-HYDROXYBUTYRATE,62.81,0
1223890,"GLUCOSE, BF REF",62.9,0
1060342,NBMS CAPILLARY 2,62.94,0
1060870,NBMS CAPILLARY 3,62.94,0
1160340,NBMS CAPILLARY 2,62.94,0
1160878,NBMS CAPILLARY 3,62.94,0
1219740,CHROM ADD HI RESOL STUDY,62.95,0
1223759,PROTEINASE 3 AB,62.96,0
1200096,"DISOPYRAMIDE, PLASMA",63.05,0
1201698,ETHOSUXIMIDE,63.05,0
1209840,THROMBOPLASTIN INHIBITION,63.05,0
1227081,ANTI DNASE B TITER,63.18,0
1206069,CARBAMAZEPINE FREE,63.21,0
153981,"DRESSING,POLYMEM 4X5",63.27,0
1226802,COCAINE CONFIRM QNT,63.27,0
1231208,COCAINE CONFIRM QNT,63.27,0
1200450,TESTOSTERONE TOTAL,63.31,0
1223635,LEVETIRACETAM,63.32,0
1223742,LAMOTRINGINE,63.32,0
1224039,OXCARBAZEPINE METABOL,63.32,0
1224864,CALIFORNIA ENCEPH IGG,63.44,0
1224872,CALIFORNIA ENCEPH IGM,63.44,0
1224880,ST LOUIS ENCEPH IGG,63.44,0
1224898,ST LOUIS ENCEPH IGM,63.44,0
1224906,EASTERN EQUINE ENCEPH IGG,63.44,0
1224914,EASTERN EQUINE ENCEPH IGM,63.44,0
1224922,WESTERN EQUINE ENCPH IGG,63.44,0
1224930,WESTERN EQUINE ENCPH IGM,63.44,0
1211028,IGG INDEX SERUM,63.5,0
1211036,IGG INDEX CSF,63.5,0
1225879,ASPEN IGE,63.57,0
1225937,PINE MIX IGE,63.57,0
1226091,HADDOCK IGE,63.57,0
1227107,ALLERGEN SPEC IGE EACH,63.57,0
125716,"CATH,FOLEY 14F/5C",63.61,0
125724,"CATH,FOLEY 16F/5C",63.61,0
125732,"CATH,FOLEY 18FR/2SW",63.61,0
125740,"CATH,FOLEY 20FR/5CC",63.61,0
1211978,CPK ISOENZYMES,63.81,0
155085,"CATH,FOLEY 22FR 30CC 2WAY",63.87,0
1214766,FACTOR VIII INHIBITOR,64.2,0
1202548,ZINC,64.35,0
5646377,LUMBAR PUNCTURE TRAY ADULT,64.37,0
1226877,THC CONFIRM QNT,64.46,0
1231265,THC CONFIRM QNT,64.46,0
1209782,TRANSGLUT IGA,64.55,0
1212554,TRANSGLUT IGG,64.55,0
1207950,LAMOTRIGINE,64.6,0
5630249,TRAY CATH PERQ 4FR SL 60CM,64.64,0
1200468,ALPH-1 ANTITRYPSIN,64.65,0
1214733,ZAP70 FLOW CYTOM INTERP,64.75,0
1230218,PHYSICIAN INTERP,64.75,0
1229491,"NEURONAL VGKC AUTOAB,S",64.86,0
1229509,"ACH RECEPTOR BINDING AB,S",64.86,0
1229517,"N TYPE CALC CHANNEL AB,S",64.86,0
1229525,"P/Q TYPE CALC CHANNL AB,S",64.86,0
1229533,"ACHR GANGLI NEURONAL AB,S",64.86,0
1242577,KAPPA TOTAL LIGHT CHAIN,64.89,0
1242585,LAMBDA TOTAL LIGHT CHAIN,64.89,0
1200757,LEGAL ALCOHOL DRAW,64.9,0
5604483,CATH RADIAL ARTERY 20GX1 1/2,64.95,0
1225366,SERPINA1,64.99,0
1230457,DIHYDROTESTOSTERONE,65.16,0
1231414,DIHYDROTESTOSTERONE,65.16,0
1224625,INFLUENZA VIRUS B AB IGG,65.21,0
1224633,INFLUENZA VIRUS B AB IGM,65.21,0
1225234,INFLUENZA VIRUS A AB IGG,65.21,0
1225242,INFLUENZA VIRUS A AB IGM,65.21,0
1226950,AMIODARONE,65.38,0
1216035,ANTINUCLEAR AB SCR,65.4,0
1220300,COMPLEMENT C2 COMPONENT,65.4,0
1216613,LEAD URINE,65.45,0
1223452,FIBRINOGEN REF,65.45,0
1216837,SUCROSE HEMOLYSIS,65.5,0
3502234,PT THERAPY GROUP,65.53,0
3602331,OT THERAPY GROUP,65.53,0
1207562,FERRITIN,65.56,0
1223320,THYROTROPIN RECEPT AB,65.56,0
156331,VALVE CAP HEMOSTASIS ICU,65.57,0
1008937,RA LATEX,65.57,0
1222520,DNA DOUBLE STRN AB IGG,65.59,0
7502099,"GAUZE,BURN/12'",65.59,0
1216746,AB COX BRUNETII IGA,65.6,0
157834,TAPE MEPITAC 1.5X59IN 11549,65.64,0
5646385,LUMBAR PUNCTURE TRAY PEDIATRIC,65.66,0
1205103,COPPER URINE,65.75,0
1060979,POC BASIC METABOLIC PANEL,65.78,0
4400156,BLS RN ESCORT/HOUR,65.78,0
1224823,HERPES 6 AB IGG,65.82,0
1224831,HERPES 6 AB IGM,65.83,0
1210236,RETICULIN AB IGG,65.85,0
1220623,CANDIDA ALBICANS AB IGG,65.9,0
1220631,CANDIDA ALBICANS AB IGA,65.9,0
1220649,CANDIDA ALBICANS AB IGM,65.9,0
1220672,CANDIDA ALBICANS AB,65.9,0
1223981,GABAPENTIN,65.91,0
1224542,NORDOXEPIN,65.91,0
1224518,PHOSPHOLIPIDS,66.29,0
1220706,Q FEVER IGG PHASE I SCRN,66.55,0
1220714,Q FEVER IGG PHASE I TITER,66.55,0
1220722,Q FEVER IGG PHASE II SCRN,66.55,0
1220730,Q FEVER IGG PHASE II TITR,66.55,0
1220748,Q FEVER IGM PHASE I SCRN,66.55,0
1220755,Q FEVER IGM PHASE I TITER,66.55,0
1220763,Q FEVER IGM PHASE II SCRN,66.55,0
1220771,Q FEVER IGM PHASE II TITR,66.55,0
1222983,COAGULOPATHY INTERP/RPT,66.6,0
1225226,IGG CSF,66.6,0
1228089,COAGULOPATHY INTERP,66.6,0
1210855,CMV AG VIRUS ISOLATION,66.7,0
1210871,CMV AG CYTO SM INTERP,66.7,0
1210889,CMV AG INF AGNT NOS,66.7,0
1227032,BUN BODY FLUID,66.93,0
1223650,ENDOMYSIAL AB 'S IGA,66.97,0
1212950,XYLOSE ABSORPTION TEST,67.05,0
4604534,IMMUNOTHERAPY MULT INJ,67.13,0
1224567,C1Q COMPLEMENT FUNCTION,67.21,0
1003987,WET MOUNT,67.25,0
1059575,PINWORM EXAM,67.25,0
1103985,WET MOUNT,67.25,0
8502122,MDI TREATMENT INLINE SUBSQ,67.26,0
5605126,CAUTERY TIP COATED E1455B,67.34,0
1211622,HEPATITIS B CORE AB,67.4,0
4502977,REMOVAL CERUMEN IMPACTED W/INST UNI,67.5,0
1224070,CAFFEINE,67.55,0
1228816,ALPHA-SUBUNIT PITUITARY,67.8,0
1201169,METHANOL,67.85,0
1222215,IGE AB (ANTI IGE IGG),67.9,0
1220862,TRYPANOSOMA CRUZI AB IGM,67.95,0
1223924,PTH RELATED PEPTIDE,67.97,0
1204239,M PNEUMONIAE AB IGG,68,0
1204288,M PNEUMONIAE AB IGM,68,0
1207067,MUSCLE BX HISTOCHEM GT/UW,68,0
1058049,FERN TEST,68.15,0
1212992,ADRENAL ANTIBODY,68.15,0
1216423,KIDNEY STONE DX NH3 UR,68.17,0
1219781,IMMUNOGLOBULIN D,68.23,0
1200120,"ANA,EIA",68.35,0
1221316,CHROM HR ADD HI RES STUDY,68.45,0
5673736,SUTURE LVL 02,68.48,0
5679121,CATH DIAGNOSTIC LVL 01,68.48,0
3502333,PT ASSISTIVE TECHNOLOGY ASSESSMENT,68.49,0
3602471,OT ASSISTIVE TECHNOLOGY ASSESSMENT,68.49,0
1200534,TOXOPLASMA AB IGG,68.53,0
5630975,URINEMETER,68.54,0
1211879,AB COX BRUNETII IGM,68.55,0
1211887,AB COX BRUNETII IGG,68.55,0
1202936,TOXOPLASMA AB IGM,68.6,0
1225218,URIC ACID BF,68.64,0
1222744,HERP SIMP AB IGM BY IFA,68.74,0
1209758,STACHYBOTRYS IGG,68.8,0
1007426,TRICYCLIC,68.82,0
1061282,SALICYLATE SCRN,68.82,0
1107424,TRICYCLIC,68.82,0
157818,DRESSING MEPITAC 1.5X59,68.94,0
5656293,TRACTION BOW STIENMAN,69.01,0
1207844,FLOW CYTOM PI RBC FIRST,69.1,0
1213875,FLOW CYTOM PI WBC FIRST,69.1,0
1213883,FLOW CYTOM PI WBC EA ADD,69.1,0
6200455,GUIDEWIRE FC J .035X145CM,69.15,0
6201768,SLEEVE REPOSITION 30CM W/VALVE,69.15,0
8250156,XR FOOT LT 1 VIEW FY,69.15,0
8250167,XR FOOT RT 1 VIEW FY,69.15,0
8250245,XR ANKLE LT 1 VIEW FY,69.15,0
8250256,XR ANKLE RT 1 VIEW FY,69.15,0
8250278,XR ELBOW RT 1 VIEW FY,69.15,0
8250289,XR ELBOW LT 1 VIEW FY,69.15,0
1212661,E HISTOLYTICA AB IGG,69.25,0
1201482,"RUBELLA AB, IGG",69.27,0
1223411,HSV AB IGM IFA,69.27,0
156943,MEPILEX BORDER 4X4,69.41,0
1227651,CARBAMAZEPINE TOTAL,69.44,0
1226208,THYROPEROXIDASE AB,69.48,0
1242742,THYROID PEROX AB ESOTERIX,69.48,0
1223130,FLOW CYTO 1ST MARKER MAYO,69.54,0
1203835,"COPROPORPYRINS,FECAL 24HR",69.55,0
1203868,"PROTOPORPHYRINS,FECAL 24H",69.55,0
1203900,"UROPORPHYRINS,FECAL 24HR",69.55,0
1222538,NEUTROPHIL SPECIFIC AB'S,69.63,0
