Charge Code,NRV,CPT,Discription,Price,,,,
4308311,0310,88311,DECALCIFICATION,119.00,,,,
4308312,0310,88312,SPEC STAINS GROUP I,54.00,,,,
4308313,0310,88313,SPEC STAINS GROUP II,54.00,,,,
4308314,0310,88342,IMMUN CYT EACH AB,294.00,,,,
4308315,0310,88341,IMMUN CYT EACH SUBSEQUENT AB,294.00,,,,
4308321,0310,88321,CNSLT/RPT REFRD SLIDES,325.00,,,,
4308331,0310,88331,CONSULT/FROZEN SEC *,411.00,,,,
4308332,0310,88332,CONSULT/FROZEN ADD *,95.00,,,,
4308403,0310,88304,GROSS & MICRO EXAM III,128.00,,,,
4308404,0310,88305,LVL IV SURG PATH GROSS,192.00,,,,
4308405,0310,88307,LVL V SURG PATH GROSS,270.00,,,,
4308406,0310,88305,CELL BLOCK-FNA CYTO,0.00,,,,
4309020,0310,88348,ELECTRON MICRO - CEDARS,521.00,,,,
4309021,0310,88342,IMMUNOHISTO ANTB 1ST STAIN - CEDARS,271.00,,,,
4309022,0310,88346,IMMUNOFLUOR ANTB 1ST STAIN - CEDARS,248.00,,,,
4309023,0310,88350,IMMUNOFLUOR ANTB ADDL STAIN - CEDARS,1.00,,,,
4309024,0310,88313,SURGL PATH GROUP II - CEDARS,171.00,,,,
4309025,0310,88305,SURG PATH LEVEL IV - CEDARS,60.00,,,,
4309026,0310,88360,M PHMTRC ALYS TUMOR - CEDARS,95.00,,,,
4309027,0310,88377,M PHMTRC ALYS ISH - CEDARS,903.00,,,,
4400150,0300,82803,ABG W/CALC O2 SAT,262.00,,,,
4400825,0460,94375,FLOW VOLUME LOOPS *,110.00,,,,
4401200,0460,94010,SPIROMETRY,609.00,,,,
4401201,0460,94060,BRONCHOSPASM EVAL PRE/PS,609.00,,,,
4401208,0460,94729,DIFFUSION CAPACITY,332.00,,,,
4401811,0460,94727,NITROGEN WASHOUT CURVE,428.00,,,,
4402010,0460,94726,FUNCTIONAL RESID CAPAC,299.00,,,,
4402205,0460,94760,PULSE OX SINGLE *,345.00,,,,
4404200,0460,94200,MAX VOLUNTRY VENTILATION,174.00,,,,
4404620,0460,94618,PULM STRESS TST SMPL,280.00,,,,
4404621,0460,94621,PULM STRESS TEST CMPLX,290.00,,,,
4500026,0384,P9034,BLD PLATELET PHERESIS,921.17,,,,
4500047,0636,J2790,RH IMMUNEGLOBLIN,89.00,,,,
4501013,0383,P9017,OUTSIDE FEE F/F PLASMA,103.50,,,,
4501014,0389,P9012,OUTSIDE FEE CRYOPRECIP,82.80,,,,
4502110,0309,86890,AUTOLOGS DONOR DRAW ONLY,125.00,,,,
4502262,0302,86022,PLATELET TYPING,208.00,,,,
4504152,0389,P9011,O/S FEE PK RBC/PED A,274.40,,,,
4504154,0399,P9016,OUTSIDE FEE WASH CELLS,"1,009.27",,,,
4504156,0390,P9016,OUTSIDE FEE LEUKO POOR,592.17,,,,
4504161,0383,P9017,O/S F/F PLASMA AB,208.66,,,,
4504165,0381,P9021,O/S FEE AUTOLOGOUS,"1,033.76",,,,
4504166,0381,P9021,OUTSIDE FEE DIR DONOR,482.72,,,,
4504172,0390,P9034,OUTSIDE FEE PHER PLATLET,"1,155.54",,,,
4504177,0390,P9059,FFP QUICK FREEZE 8 24 HR,184.80,,,,
4506125,0300,86945,BLOOD PRODUCT IRRAND EA,82.80,,,,
4506264,0302,86927,FFP THAW EA UNIT,83.65,,,,
4601135,0480,93660,TILT TABLE W/PHARM,"3,372.00",,,,
4603005,0730,93005,EKG TRACE ONLY (FAA),547.00,,,,
4603015,0482,93017,CARDIO STRESS,"1,396.00",,,,
4603210,0480,93307,ECHOCARDIOGRAM M MODE+2D,"3,007.00",,,,
4603274,0731,93225,EKG MNTR 24HRS,509.00,,,,
4603276,0731,93226,EKG MNTR SCAN W REPORT,"1,349.00",,,,
4603325,0483,93320,DOPPLER ECHO PULSE/CONT*,769.00,,,,
4603330,0483,93325,DOPPLER ECHO COLOR FLW*,707.00,,,,
4603350,0480,93350,ECHOCARDIOGRAM EX STRESS,"1,218.00",,,,
4603355,0480,93350,ECHO STRESS W/MED,"2,867.00",,,,
4603400,0480,93312,TRANSESOPHAGEAL ECHO,"2,529.00",,,,
4610130,0360,,APLSTY A-V SHUNT,"1,730.00",,,,
4610145,0360,,PRC ATHRCTMY ILIAC,"7,917.00",,,,
4610158,0320,,ATHRCTMY PERIPH INITL,"1,553.00",,,,
4610160,0360,,ATHR TBIO PERONL & BR,"1,964.00",,,,
4610269,0480,G0269,PLC VASC CLSURE DEV,"1,365.00",,,,
4610270,0320,,RENAL BIL SELECTIVE CATH 1ST ORD MAIN,"1,869.40",,,,
4610272,0320,,RENAL BI SUPERSELECTIVE CATH 1- MORE ORD,"2,151.00",,,,
4610278,0320,G0278,ILIAC ART BIL W CARD CT,"4,778.00",,,,
4610279,0320,G0278,ILIAC ART UNI W CARD CT,"4,778.00",,,,
4610290,0481,,STNT COR DRUG ELUT INITL,"40,791.00",,,,
4610291,0481,,STNT COR DRUG ELUT EA ADDTNL,"40,791.00",,,,
4610394,0360,,A-V FISTULOGRAM,"1,730.00",,,,
4610509,0480,92928,STNT COR W/PTCA,"34,040.70",,,,
4610513,0480,92929,STENT EA ADDL,"34,040.70",,,,
4610518,0480,92924,COR ATHCTMY W/ COR ANGIOPLASTY,"42,735.45",,,,
4610520,0480,92925,COR ATHCTMY W/ COR ANGIOPLASTY EA ADD'L,"42,735.45",,,,
4610784,0940,96374,INJ THER/PROPH/IVP,168.00,,,,
4611110,0480,92960,CARDIOVERSION ELEC,"2,085.00",,,,
4611115,0480,C8925,TRANSESOPHOGEAL ECHO,"2,797.00",,,,
4611117,0480,93615,ESOPH REC ATRIAL E-GRAM,"3,977.00",,,,
4611118,0480,93616,ESOPH RECORD W/PACING,"3,977.00",,,,
4612975,0480,92973,COR THROMB SNGL VESSEL,"16,104.00",,,,
4612977,0480,92973,COR THROMB MULTI VESSELS,"16,104.00",,,,
4612984,0480,92921,PTCA EA ADDL VSL,"22,412.00",,,,
4613010,0761,,"PERICARDIOCENTESIS,INTL","2,297.00",,,,
4613410,0360,,BRACH EMBLCTMY INCSN,636.00,,,,
4613501,0481,93451,"CATH,RT HEART ONLY","15,282.00",,,,
4613509,0481,93456, CATH RT HR COR INJECTION,"15,282.00",,,,
4613510,0481,93452,"CATH,LEFT HEART/RETROGRD","15,282.00",,,,
4613511,0481,93452,"CATH,LT HEART BY CUTDOWN","15,282.00",,,,
4613526,0481,93453,"CATH,RT HRT/LT HRT VGRAM","15,282.00",,,,
4613536,0481,93582,BALLOON PERCV INSERT *,371.00,,,,
4613539,0481,93461,"CATH LT/RT, ART CONDUITS CORONARY  LV GR","15,282.00",,,,
4613540,0320,75774,"ANGIO,ADD VESSEL COMP","1,754.00",,,,
4613541,0481,93568,"CATH,INJ/PULMONARY ANGIO","1,165.00",,,,
4613542,0481,93566,"CATH,INJ/RT VENTR-ANGIO","1,165.00",,,,
4613544,0481,93567,"CATH,INJ/AORTOGRAPHY","1,165.00",,,,
4613545,0481,93458,"CATH,LT CORO WITH/WITHOUT LV GRAM","15,282.00",,,,
4613582,0360,,TMP PM INSRT EA ADD MIN,63.00,,,,
4613585,0300,85347,COAGULATION TIME ACTIVTD,267.00,,,,
4613588,0320,76000,CATH LAB FLUORO *,468.00,,,,
4613592,0360,,TEMP PACEMAKER INSER/BUN,"4,220.00",,,,
4613594,0360,,PRM PM INSRT EA ADD MIN,63.00,,,,
4613595,0360,92953,TMP PM INSRT 1ST HR,"3,868.00",,,,
4613600,0480,93600,BUNDLE HIS REC,"3,977.00",,,,
4613603,0480,93603,VENTRCLR REC RT,"3,977.00",,,,
4613610,0480,92920,PTCA INITL VESL,"22,412.05",,,,
4613640,0481,,CATH INJ AORTCOR VEN BYP,498.00,,,,
4613654,0480,93455,CORO ANGIO BPG S&I,"15,282.00",,,,
4613655,0481,,"IMAGE, CARD CATH","2,693.00",,,,
4613656,0481,93454,CORO ANGIO S&I,"15,282.00",,,,
4613657,0481,93571,INTRVSCLR DPLR VELPRS SNGL,"11,357.00",,,,
4613658,0481,93572,INTRVSCLR DPLR VELPRS ADDL,770.00,,,,
4613659,0480,93457,CORO ANGIO BPG/SI/RHC SI WITH OR WITHOUT,"15,282.00",,,,
4613660,0480,93660,TILT TBLE WO/WDRG,"1,647.00",,,,
4613661,0480,93459,CORO ANGO BPG SI LHC SI w or w/o LV GRAM,"15,282.00",,,,
4613663,0481,93460,CORO ANGIO W/R/L CATH w or w/o LV GRAM,"15,282.00",,,,
4613797,0480,92950,CARIOPULMONARY RESUSC,914.00,,,,
4613969,0360,,IABP INSERT,"3,447.00",,,,
4613990,0921,93990,DPLX SCN AV FIST,540.00,,,,
4614830,0320,,INTRO CATH ABD AORTA,636.00,,,,
4614955,0320,36225,Unilat Angio Cerv Cereb Arch,"12,112.25",,,,
4615627,0320,75625,ABD AORTGRPHY SERIAL,"11,357.00",,,,
4615631,0320,75630,ABD W/BI ILIFEM,"11,357.00",,,,
4615651,0761,36221,CERVICOCEREBRL CATH COM,"18,437.00",,,,
4615659,0320,75710,ANGIO BRACHIAL,"11,357.00",,,,
4615661,0761,36222,EX CAROTID/CERVICAL UNI,"18,437.00",,,,
4615663,0761,36224,ANGIO CAROTID CERV BI,"18,437.00",,,,
4615669,0761,36223,ANGIO  CAR0TID CERVICOCEREBRAL UN,"11,357.00",,,,
4615711,0320,75710,EXTREMITY UNI W/O SERL,"11,357.00",,,,
4615713,0320,75710,ANGIO EXTR UNIL,"11,357.00",,,,
4615718,0320,75716,EXTREMITY BI W/SERIAL,"11,357.00",,,,
4615719,0320,75716,ANGIO EXTR BILAT,"11,357.00",,,,
4615723,0761,36251,RENAL UNI SELCT W/FLUSH,"11,357.00",,,,
4615725,0761,36253,RENAL BI SELECT W/FLUSH,"11,357.00",,,,
4615737,0320,75736,ANGIO PELVIC SLCT/SUP,"11,357.00",,,,
4615744,0320,75743,PULMONARY BI SELECTIVE,"11,357.00",,,,
4615821,0320,75820,VENOGRAM EXTR UNI,"4,028.00",,,,
4615823,0320,75822,VENOGRM EXTREM BIL,"4,028.00",,,,
4615828,0320,75827,VENCAVGRM SUPRIOR,"4,028.00",,,,
4615861,0320,75860,VENOGRM SUBCL/JUG,"4,028.00",,,,
4615898,0320,75898,ANGIO THRU EXISTNG CTH,425.00,,,,
4615945,0480,92978,INTRVSCLR US COR INIT VESSEL,"1,980.00",,,,
4615946,0480,92979,INTRVSCLR US COR ADDTL VESSEL,935.00,,,,
4615993,0320,,ATHRCTMY PERIPH ADDL,"1,553.00",,,,
4615997,0320,77001,FLUORO CVA DEVICE,503.00,,,,
4616003,0320,77002,FLUORO INJ/GUIDE,"1,201.00",,,,
4616013,0360,,PLC CATH RT HRT/PLM ART,636.00,,,,
4616311,0323,75630,ABD W/BI ILIFEM,"11,357.00",,,,
4616481,0360,,INSRT PERMA CATH PREC V,636.00,,,,
4616482,0360,,PLC CATH SUP/INF VNA CAV,636.00,,,,
4616569,0360,,INSRT CV CTH W/O PRT/PMP,"1,020.00",,,,
4616589,0360,,REM CV CTH W/O PRT/PMP,"1,020.00",,,,
4616937,0402,76937,US GUIDE VASCULAR ACC,216.00,,,,
4617001,0320,76001,FLUORO > 1HR,"1,258.00",,,,
4617189,0360,,REVIS ART FISTLA,636.00,,,,
4617690,0360,,INJ EXTR VENOGR,"1,020.00",,,,
4617800,0360,,PLCE CATH AORTA,636.00,,,,
4617821,0360,,VENOGRM INJECTION,"2,082.00",,,,
4617822,0360,,CENTRAL LINE PLCMNT,"2,082.00",,,,
4617823,0360,,ART LINE PLCMNT,"2,336.00",,,,
4617860,0360,,PLCE CATH EXTR ART,636.00,,,,
4617866,0360,,PLCE CATH 3RD ORDER,636.00,,,,
4617867,0360,,ATHRCTMY FEM POP,636.00,,,,
4617868,0360,,PRMRY PERC THRMB INITL V,636.00,,,,
4617896,0360,,PRMRY PERC THRM SBSQ VSL,636.00,,,,
4617897,0360,,SECNDRY PERC THRMBCTMY,636.00,,,,
4617898,0360,,PLCE STNT TRNSCTH INITL,636.00,,,,
4617899,0360,,PLCE STNT TRNSCTH EA AD,636.00,,,,
4617906,0360,,PLCE FILTER VEIN,636.00,,,,
4617907,0360,,INSRT NTUNLED CV CTH,"1,617.00",,,,
4619180,0761,,"BIOPSY ABD/RPERITO,PERC",473.00,,,,
4630020,0921,93978,AORTA/ILIAC DUPLEX SCAN,857.00,,,,
4630030,0921,93979,AORTA/ILIAC DUPLEX LTD,540.00,,,,
4630036,0921,93980,ART/VEN FLOW PENILE COMP,857.00,,,,
4630038,0921,93981,ART/VEN FLOW PENILE LTD,857.00,,,,
4630040,0921,93975,ART INFLOW & VEN OUTFLW,857.00,,,,
4630080,0921,93922,ART STUDY SNGL LVL UE/LE,371.00,,,,
4630086,0921,93924,ART STUDY LE W/EXER,597.00,,,,
4630365,0921,G0365,PREOP VESL MAP,857.00,,,,
4636000,0921,93970,VENOUS DUPLX IMAGE EXTR,857.00,,,,
4636010,0921,93930,DUPLEX UE ARTERY,857.00,,,,
4636015,0921,93880,CAROTID DUPLX IMAGING,857.00,,,,
4636026,0921,93882,CAROTID DOPPLER UNILAT,857.00,,,,
4636040,0921,93925,DUPLEX LE ARTERY,857.00,,,,
4636046,0921,93926,DUPLEX LE ARTERY LTD F/U,540.00,,,,
4636048,0921,93931,DUPLEX UE LTD F/U,535.00,,,,
4636070,0921,,DOPPLER VENOUS FLOW,597.00,,,,
4637006,0921,93923,ART EXT DOPPLER,597.00,,,,
4637012,0921,93971,EXTREMITY VEINS LTD/FU,540.00,,,,
4637014,0921,93990,SCAN HEMODIALYSIS ACCESS,540.00,,,,
4705833,0920,95833,EMG MSCL BDY TST WO HND,166.00,,,,
4705860,0922,95860,EMG 1 EXTREMITY,665.00,,,,
4705861,0922,95861,EMG 2 EXTREMITY,"1,191.00",,,,
4705863,0922,95863,EMG 3 EXTREMITY,"1,296.00",,,,
4705864,0922,95864,EMG 4 EXTREMITY,"1,886.00",,,,
4705870,0922,95869,EMG THOR PARASP 1 OR 12,315.00,,,,
4705872,0922,95867,EMG CRAN MUSC UNI,104.00,,,,
4705873,0922,95868,EMG CRANIAL BIL,315.00,,,,
4705874,0922,95885,EMG-ONE EXTREMITY+UP TO 4 NCV,"1,186.00",,,,
4705875,0922,95886,EMG-ONE EXTREMITY +5 OR MORE NCV,"1,630.00",,,,
4705880,0481,92941,"AMI-REVASC BYPASS GRAFT, PLASTY SNGL VES","34,040.70",,,,
4705882,0480,92943,CTO-REVASC COR BYPASS STENT SNGL VES,"34,040.70",,,,
4705884,0480,92944,CTO-REVASC COR BYPASS STENT EA ADD VES,"34,040.70",,,,
4705886,0480,92937,CORONARY ARTERY BYPAS GRAFT,"34,040.70",,,,
4705888,0480,92938,CORONARY ARTERY BYPAS GRAFT ADD'L,"34,040.70",,,,
4705890,0480,92950,CPR,895.95,,,,
4705892,0922,,IABP INSERTION,"9,140.00",,,,
4705906,0922,95907,NCV ( 1 to 2 nerves),190.76,,,,
4705908,0922,95908,NCV (3 to 4 nerves),323.71,,,,
4705910,0922,95909,NCV (5 to 6 nerves),323.71,,,,
4705912,0922,95910,NCV (7 to 8 nerves ),323.71,,,,
4705913,0922,95911,NCV (9 to 10 nevers),323.71,,,,
4705914,0922,95912,NCV (11 to 12 nerves),323.71,,,,
4705916,0922,95913,NCV (13 or more),323.71,,,,
4802587,0471,92585,AUDITORY EVOK POTENT COM,"1,035.00",,,,
4805817,0740,95816,EEG AWAKE/DROWSY,813.00,,,,
4805818,0740,95819,EEG  AWAKE/SLEEP,"1,004.00",,,,
4805871,0922,95930,VISUAL EVOKED POTENTIAL,"1,035.00",,,,
4900010,0320,,RADIOLOGY NO CHARGE,0.00,,,,
4900021,0320,,FNA NO IMAGE GUIDANCE,0.00,,,,
4900030,0320,70030,"EYE,DETECTION OF FOR/BDY",350.00,,,,
4900100,0320,70100,"MANDIBLE, LTD <4 VWS",395.00,,,,
4900110,0320,70110,MANDIBLE 4VW MIN,640.00,,,,
4900150,0320,70150,"FACIAL BONES,3VW MIN",953.00,,,,
4900152,0320,70200,ORBITS 4VW MIN,640.00,,,,
4900160,0320,70160,"NASAL BONES, 3VW MIN",293.00,,,,
4900210,0320,70210,"SINUSES,2VW MAX",317.00,,,,
4900220,0320,70220,"SINUSES,3VW MIN",426.00,,,,
4900250,0320,70250,SKULL < 4 VIEWS,317.00,,,,
4900260,0320,70260,"SKULL,4VW MIN",524.00,,,,
4900330,0320,70330,"TM JOINTS, BILATERAL",854.00,,,,
4900355,0320,70355,ORTHOPANTOGRAM,293.00,,,,
4900360,0320,70360,NECK FOR SOFT TISSUES,218.00,,,,
4900373,0320,76499,"LARYNGOGRAPHY,CONTRAST",520.00,,,,
4900390,0320,70390,SIALOGRAPHY,510.00,,,,
4901010,0320,71045,"CHEST,SINGLE VIEW PORTABLE",429.00,,,,
4901011,0320,71045,"CHEST,SINGLE VIEW",429.00,,,,
4901020,0320,71046,"CHEST,TWO VIEWS",752.00,,,,
4901021,0320,71047,CHEST W/LORDOTIC,939.00,,,,
4901030,0320,71048,"CHEST, MIN 4 VW","1,881.00",,,,
4901034,0320,71048,CHEST FLUOROSCOPY,"1,414.00",,,,
4901050,0320,76000,FLUORO INDEPENDENT,775.00,,,,
4901056,0320,74330,ERCP,901.00,,,,
4901100,0320,71100,"RIBS,UNILAT 2VW",367.00,,,,
4901101,0320,71101,"RIBS, UNI MIN 3 VWS",648.00,,,,
4901110,0320,71110,"RIBS,BILAT 3VW",540.00,,,,
4901111,0320,71111,"RIBS,BIL W PA CHST 4VW",759.00,,,,
4901120,0320,71120,STERNUM 2VW,551.00,,,,
4901130,0320,71130,STERNCLAVR JNTS 3VW MIN,278.00,,,,
4902020,0320,72020,"SPINE,ANY LEVEL SNGL VW",432.00,,,,
4902040,0320,72040,"SPINE,CERV 2 OR 3 VWS",672.00,,,,
4902050,0320,72050,"SPINE,CERVICAL 4VW MIN","1,208.00",,,,
4902052,0320,72052,"SPINE,CERV,FLEX&EXTEN","1,664.00",,,,
4902070,0320,72070,"SPINE,THORACIC 2 VWS",619.00,,,,
4902071,0320,72072,"SPINE, THORACIC 3VW",714.00,,,,
4902080,0320,72080,"SPINE,THORACO-LUMBAR 2VW",619.00,,,,
4902100,0320,72100,"SPINE,LUMBAR 2 OR 3 VWS",656.00,,,,
4902110,0320,72110,"SPINE,LUMBAR MIN 4VWS","1,074.00",,,,
4902114,0320,72114,"SPINE,AP/LAT/BEND","1,479.00",,,,
4902120,0320,72120,"SPINE,LMBR BENDNG 4 VWS",688.00,,,,
4902170,0320,72170,PELVIS 1-2 VWS,552.00,,,,
4902190,0320,72190,"PELVIS,MIN 3 VWS",648.00,,,,
4902202,0320,72202,SACRO-ILIAC JNTS 3+ VWS,317.00,,,,
4902220,0320,72220,SACRUM & COCCYX 2VW MIN,317.00,,,,
4902275,0320,72275,EPIDUROGRAPHY,348.00,,,,
4903000,0320,73000,CLAVICLE,317.00,,,,
4903010,0320,73010,SCAPULA,613.00,,,,
4903020,0320,73020,"SHOULDER, SNGL VIEW",570.00,,,,
4903030,0320,73030,"SHOULDER, 2VW MIN",660.00,,,,
4903050,0320,73050,"ACROMIO-CLVICULAR JTS,BI",317.00,,,,
4903060,0320,73060,"HUMERUS, 2VW MIN",341.00,,,,
4903070,0320,73070,"ELBOW,2 VWS",546.00,,,,
4903080,0320,73080,"ELBOW, 3VW MIN",641.00,,,,
4903091,0320,73090,FOREARM 2 VWS,532.00,,,,
4903092,0320,73092,UPPR EXTRMTY INFNT 2VWS,190.00,,,,
4903100,0320,73100,"WRIST, 2VWS",540.00,,,,
4903110,0320,73110,"WRIST, 3VW MIN",634.00,,,,
4903120,0320,73120,"HAND,2 VWS",543.00,,,,
4903130,0320,73130,"HAND, 3VW MIN",573.00,,,,
4903140,0320,73140,FINGER(S) 2 VW MIN,420.00,,,,
4903500,0320,73501,"HIP, UNIL w/ PELVIS 1 VIEW",629.00,,,,
4903505,0320,73522,"HIP, UNIL w/ PELVIS 3-4 VIEWs","1,258.00",,,,
4903510,0320,73523,"HIP, UNIL w/ PELVIS 3-4 VIEWs","1,700.00",,,,
4903512,0320,73502,"HIP,UNILATERAL 2VW MIN",665.00,,,,
4903514,0320,73503,"HIP,UNILATERAL 4 Views","1,300.00",,,,
4903520,0320,73521,"HIP,BI,CMPLT 2VW MIN","1,355.00",,,,
4903551,0320,73551,FEMUR 2 VWS,317.00,,,,
4903555,0320,73552,FEMUR 2 VIEWS OR MORE,600.00,,,,
4903560,0320,73560,"KNEE, 1-2 VWS",513.00,,,,
4903562,0320,73562,KNEE 3 VWS,602.00,,,,
4903570,0320,73564,"KNEE, COMP 4 OR MORE VWS",602.00,,,,
4903590,0320,73590,TIB/FIB 2 VWS,341.00,,,,
4903591,0320,73592,LOWER EXT INFANT MIN 2VW,189.00,,,,
4903600,0320,73600,"ANKLE, 2 VWS",607.00,,,,
4903610,0320,73610,"ANKLE, 3VW",642.00,,,,
4903620,0320,73620,"FOOT, 2 VWS",300.00,,,,
4903630,0320,73630,"FOOT, 3VW MIN",317.00,,,,
4903650,0320,73650,OS CALCIS 2 VWS MIN,317.00,,,,
4903660,0320,73660,TOE(S) 2 VWS MIN,169.00,,,,
4904000,0320,74018,"ABDOMEN,SINGLE VIEW(KUB)",303.00,,,,
4904020,0320,74019,ABD W/DECUB OR ERECT,477.00,,,,
4904022,0320,74022,COMP ACUTE ABD,646.00,,,,
4904200,0320,74330,E R C P,"1,562.00",,,,
4904210,0320,74210,PHARYNX &/OR CERV ESOPH,414.00,,,,
4904220,0320,74220,ESOPHAGUS,477.00,,,,
4904230,0320,74230,SWAL FUNC W CINE/VIDEO,726.00,,,,
4904242,0320,74240,UPPER GI W/O KUB,665.00,,,,
4904243,0320,74241,UPPER GI W/KUB,"1,096.00",,,,
4904245,0320,74245,UPPER GI W/SMALL BOWEL,"1,960.00",,,,
4904247,0320,74247,UPPER GI AIR/KUB,"1,411.00",,,,
4904249,0320,74249,UPPER GI AIR/SMALL BOWEL,"2,039.00",,,,
4904250,0320,74250,SMALL BOWEL,"1,251.00",,,,
4904270,0320,74270,"COLON,BARIUM W/WO KUB","1,096.00",,,,
4904280,0320,74280,COLON BE W/AIR,"1,228.00",,,,
4904290,0320,74290,"CHOLECYSTROGRAPHY,ORAL",453.00,,,,
4904301,0320,74301,"CHOLANGIO,INTRAOP ADD SE",358.00,,,,
4904328,0320,74328,ENDO CATH BILIARY SYSTEM,"1,562.00",,,,
4904415,0320,74415,NEPHROTOMOGRAPHY,"1,444.00",,,,
4904486,0320,74485,DILATION NEPHRO/URETER,"1,474.00",,,,
4906040,0320,77073,BONE LENGTH STUDIES,887.00,,,,
4906050,0320,77080,DXA BNE DNSTY AXL SKLT,279.00,,,,
4906060,0320,77074,"BONE SURVEY, LTD",769.00,,,,
4906063,0320,77075,BONE SURVEY COMPLETE,769.00,,,,
4906065,0320,77076,"BONE SURVEY,INFANT",354.00,,,,
4906077,0320,77081,BN DENS - APPENDCAR,96.00,,,,
4906081,0403,77067,COMPTR DETECT SCRN MAMM,153.00,,,,
4906083,0403,77067,SCREENING MAMMOGRAPHY,275.00,,,,
4906088,0320,77053,MAMMO DUCTGRAM SINGLE,591.00,,,,
4906090,0401,77065,MAMMOGRAPHY UNILATERAL,251.00,,,,
4906091,0401,77066,"MAMMOGRAPHY,BILATERAL",378.00,,,,
4906095,0320,76098,SURGICAL SPECIMEN,"2,281.55",,,,
4906099,0761,19281,BREAST BIOPSY LOCAL,"1,052.00",,,,
4906110,0320,76102,TOMO COMPLEX MOTION 2 VW,700.00,,,,
4906170,0320,,SUBTRACTION STUDY,122.00,,,,
4906175,0270,,FILM DUPLICATION *,29.00,,,,
4906655,0320,19081,"STERO LOC BX, EA LESION","1,921.00",,,,
4906657,0320,,FINE NDL ASPIR W/WO SMR,185.00,,,,
4907490,0761,,ASPIR BREAST CYST,774.00,,,,
4907491,0761,,BX BRST NDL UNGUIDED,199.00,,,,
4907492,0761,,BX BRS NEED GUI,348.00,,,,
4907493,0761,,BREAST NEEDLE BB INCISN,675.00,,,,
4907801,0761,,PLC BRS CLP PERC,405.00,,,,
4908902,0361,,BRST PREOP PL NDL 1ST LS,176.00,,,,
4908903,0761,,BRST PREOP PL NDL ADD LS,90.00,,,,
4908921,0320,,RENAL UNI w/ FLUSH & AORTOGRAM,"1,435.50",,,,
4908927,0320,36253,"RENAL UNI, SUPER SELECTIVE CATH","1,933.90",,,,
4908933,0320,,"RENAL BILAT, 1ST ORD MAIN RENAL ARTERY","1,869.40",,,,
4908939,0320,36254,"RENAL BILAT, SUPER SELECTIVE CATH","2,151.00",,,,
4908945,0360,,IVC FILTER PLACEMENT,"1,235.80",,,,
4910161,0761,,ATHERCT TIBIOP,"1,964.00",,,,
4910399,0320,73565,"ATEROPOSTERIOR, BOTH KNEES STANDING",242.80,,,,
4910405,0320,73564,"KNEE COMPLETE, 4 OR MORE VIEWS",242.80,,,,
4910412,0761,,FINE NEEDLE ASPIRATION,381.00,,,,
4910417,0761,19083,BRST BX PERC W/IMAGE,720.00,,,,
4910419,0360,19085,PLC NDL/WIRE BRST,318.00,,,,
4910421,0360,,PLC BRST CLIP PERC,318.00,,,,
4910423,0761,,NEEDLE BX MUSCLE,720.00,,,,
4910424,0761,,BONE BX TROCAR/NDL,"1,254.00",,,,
4910425,0761,,INJ SINUS TRCT,417.00,,,,
4910430,0360,,PERC VRTBRPLSTY THRX,"4,632.00",,,,
4910431,0360,,PER VRTBRPLSTY EA ADD,"4,632.00",,,,
4910432,0360,,PERC KYPHPLSTY THRX,"16,368.00",,,,
4910433,0360,,PERC KYPHPLSTY LMBR,"16,368.00",,,,
4910434,0360,,PERC KYPHLSTY ADD,"16,368.00",,,,
4910445,0360,,INSRT CHEST TUBE,666.00,,,,
4910447,0761,,NDL BX CHST LINING,"1,131.00",,,,
4910448,0761,32405,BX LUNG/MEDIASTINUM,"3,667.00",,,,
4910452,0761,,INJ EXT VENOGRAPHY,381.00,,,,
4910454,0360,,PLCE CATH VEIN,636.00,,,,
4910455,0360,,INSRT HEPATIC SHNT,"5,385.00",,,,
4910456,0360,,REMVE HEPATIC SHNT,"12,624.00",,,,
4910457,0360,,TRANSCTH OCCLSN PERC,"5,385.00",,,,
4910459,0360,,NDL BX LYMPH NDS,720.00,,,,
4910462,0761,,PLCE GASTRST TUBE,"4,533.00",,,,
4910464,0761,,CHNG GASTRST TUBE,432.00,,,,
4910465,0761,,REPOSTIN GASTRST TUBE,432.00,,,,
4910466,0360,,INTRO GASTRST TUBE,432.00,,,,
4910468,0360,,NDL BX LIVER,"1,131.00",,,,
4910469,0360,,PER DRAIN LIVR LESION,"2,124.00",,,,
4910471,0360,,INCISION GLBLDER,"4,191.00",,,,
4910472,0761,,INJ FOR LIVER X-RAYS,381.00,,,,
4910473,0360,,INJ FOR LIVER X-RAY,381.00,,,,
4910474,0761,,INSRT CATH BILE DUCT,"3,735.00",,,,
4910475,0360,,INSRT BILE DUCT DRN,"3,735.00",,,,
4910476,0761,,CHNG BILE DUT CATH,"2,148.00",,,,
4910477,0761,,REVIE/REINSERT BILE TUBE,"2,148.00",,,,
4910478,0761,,PERC BILLIARY BX,"2,148.00",,,,
4910481,0761,,PLCE BILE DCT SPPRT,"3,735.00",,,,
4910482,0360,,NDL BX PANCREAS,"1,131.00",,,,
4910483,0761,,DRN PANCR PSUDOCYST,"1,893.00",,,,
4910484,0761,,DRN ABD ABSCESS,"1,893.00",,,,
4910485,0761,,DRN PERC ABD ABSC,"1,893.00",,,,
4910486,0761,,DRN PRC RTRO PERIT ABSC,"1,893.00",,,,
4910487,0360,,PUNCT PERIT CVITY,666.00,,,,
