Description,Unit Charge,,,,,,,,
BIT DRILL 1.2MM DIAM. 4.5MM, $899.55 ,,,,,,,,
BIT DRILL 1.2MM DIAM. 6MM, $800.82 ,,,,,,,,
BIT DRILL 1.7MM FOOT SYSTEM," $1,008.80 ",,,,,,,,
BIT DRILL 1.8 TO 3.5MM," $1,245.19 ",,,,,,,,
BIT DRILL 1.8/100MM," $1,921.45 ",,,,,,,,
BIT DRILL 1.8MM," $1,253.67 ",,,,,,,,
BIT DRILL 130MM," $1,989.92 ",,,,,,,,
BIT DRILL 2.0MM," $2,030.80 ",,,,,,,,
BIT DRILL 2.0MM CANN W/QC," $2,599.89 ",,,,,,,,
BIT DRILL 2.4MM," $1,223.42 ",,,,,,,,
BIT DRILL 2.4MM QC 100/75MM," $1,921.45 ",,,,,,,,
BIT DRILL 2.5MM," $1,734.42 ",,,,,,,,
BIT DRILL 2.5MM JC-310.24," $1,132.05 ",,,,,,,,
BIT DRILL 2.7MM," $1,272.68 ",,,,,,,,
BIT DRILL 2.7X130MM," $1,072.16 ",,,,,,,,
BIT DRILL 2PIN DRILL TIP," $2,254.68 ",,,,,,,,
BIT DRILL 2X130MM," $1,072.16 ",,,,,,,,
BIT DRILL 3 FLUTD XL 4.5X195MM," $1,983.07 ",,,,,,,,
BIT DRILL 3 FLUTED, $967.92 ,,,,,,,,
BIT DRILL 3 FLUTED 2.7X125MM," $1,723.79 ",,,,,,,,
BIT DRILL 3 FLUTED 3.2MM," $2,487.11 ",,,,,,,,
BIT DRILL 3 FLUTED 3.2X195MM," $1,983.07 ",,,,,,,,
BIT DRILL 3 FLUTED 4.5MM," $1,964.68 ",,,,,,,,
BIT DRILL 3.2," $1,673.10 ",,,,,,,,
BIT DRILL 3.2MM QC," $1,632.22 ",,,,,,,,
BIT DRILL 3.2MM X 200MM," $1,075.23 ",,,,,,,,
BIT DRILL 3.5 QC 3-FLUTD 225MM," $1,780.10 ",,,,,,,,
BIT DRILL 3.5MM," $1,070.12 ",,,,,,,,
BIT DRILL 30MM STOP 1.9X115MM," $1,461.34 ",,,,,,,,
BIT DRILL 3-FLUTED 3.2X145MM," $2,281.54 ",,,,,,,,
BIT DRILL 3-FLUTED 5.0X474MM," $5,254.51 ",,,,,,,,
BIT DRILL 3X30MM LONG," $1,938.82 ",,,,,,,,
BIT DRILL 3X30MM SHORT," $1,938.82 ",,,,,,,,
BIT DRILL 4.0X152M," $2,403.33 ",,,,,,,,
BIT DRILL 4.2 FLUTE 330/100," $2,890.80 ",,,,,,,,
BIT DRILL 4.3MM CANN/QC 200MM," $4,260.41 ",,,,,,,,
BIT DRILL 4.5," $1,530.02 ",,,,,,,,
BIT DRILL 4.8 QC 280MM," $1,636.31 ",,,,,,,,
BIT DRILL 4.8MM," $1,075.23 ",,,,,,,,
BIT DRILL 4.8MM 7.5MM," $1,121.22 ",,,,,,,,
BIT DRILL 4.8X280M," $1,131.44 ",,,,,,,,
BIT DRILL 4/5 CANN ACUTRAK," $2,845.59 ",,,,,,,,
BIT DRILL 4MM STOP HC 1.1X52MM," $1,921.45 ",,,,,,,,
BIT DRILL 5.0 FLUTE 356/126," $2,943.46 ",,,,,,,,
BIT DRILL 5.0MM CANN/QC 200MM," $4,260.41 ",,,,,,,,
BIT DRILL 5.5 LOCK AO 4.8MM," $3,992.19 ",,,,,,,,
BIT DRILL 5.5 NLOCK AO 4.5MM," $3,992.19 ",,,,,,,,
BIT DRILL 5.5 PROF ACUTRAK 2," $2,829.21 ",,,,,,,,
BIT DRILL 5MM STOP 1.5X50MM," $1,264.30 ",,,,,,,,
BIT DRILL 6.4MM," $22,531.36 ",,,,,,,,
BIT DRILL 6MM SHANK 2.7MM," $3,331.67 ",,,,,,,,
BIT DRILL 6MM SHANK 3.8MM," $3,229.05 ",,,,,,,,
BIT DRILL 6MM SHANK 4.8MM," $3,229.05 ",,,,,,,,
BIT DRILL 7/64IN," $1,989.92 ",,,,,,,,
BIT DRILL 7MM STOP 1.5X50MM, $967.92 ,,,,,,,,
BIT DRILL 8MM STOP 1.5X44.5MM," $1,325.62 ",,,,,,,,
BIT DRILL ACUMED 2.0MM," $1,070.12 ",,,,,,,,
BIT DRILL ACUMED QUICK 1.5MM," $1,070.12 ",,,,,,,,
BIT DRILL ACUTRAK," $2,845.59 ",,,,,,,,
BIT DRILL ACUTRAK 1.5MM," $2,919.30 ",,,,,,,,
BIT DRILL ACUTRAK 2.0MM," $2,214.76 ",,,,,,,,
BIT DRILL ACUTRAK FUSION 27/32," $2,796.45 ",,,,,,,,
BIT DRILL ACUTRAK FUSION SW 24," $2,796.45 ",,,,,,,,
BIT DRILL AND ACCESS SET 2X13," $1,912.78 ",,,,,,,,
BIT DRILL ANKEL FRACTURE 2.7MM," $1,070.12 ",,,,,,,,
BIT DRILL ANKLE 205MM," $1,070.12 ",,,,,,,,
BIT DRILL ANKLE 3.5MM," $1,008.80 ",,,,,,,,
BIT DRILL ANKLE FRAC MGMT 2MM," $1,172.32 ",,,,,,,,
BIT DRILL AO 5.0X152MM," $2,403.33 ",,,,,,,,
BIT DRILL AO CONN LNG 3.5MM," $1,601.56 ",,,,,,,,
BIT DRILL AO CONN LNG 4.0MM," $1,601.56 ",,,,,,,,
BIT DRILL AO CONN SHORT 3.5MM," $1,448.26 ",,,,,,,,
BIT DRILL AO LONG 4.0MM," $2,256.40 ",,,,,,,,
BIT DRILL AO PEDIPLATES 2.5MM," $1,636.31 ",,,,,,,,
BIT DRILL AO SHORT 4.0MM," $1,693.64 ",,,,,,,,
BIT DRILL ARTHRO CALIB 8.5X229," $1,663.39 ",,,,,,,,
BIT DRILL ARTHRO CALIB 8X229MM," $2,377.61 ",,,,,,,,
BIT DRILL ARTHRO CALIB 9X229MM," $2,377.61 ",,,,,,,,
BIT DRILL ARTHRO CANN 7.5X229M, $530.09 ,,,,,,,,
BIT DRILL ATLANTIS VISION," $2,220.89 ",,,,,,,,
BIT DRILL BADGER 10.5MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 10MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 12MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 7.5MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 7MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 8.5MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 9.5MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER 9MM," $2,107.14 ",,,,,,,,
BIT DRILL BADGER REUSE 11MM," $2,107.14 ",,,,,,,,
BIT DRILL BN GREY TIP .250X8IN," $2,452.47 ",,,,,,,,
BIT DRILL BONE 2.0MM," $2,845.59 ",,,,,,,,
BIT DRILL BONE GREY TIP 3.2," $2,362.38 ",,,,,,,,
BIT DRILL BRATED CALI 3.2MM," $2,065.24 ",,,,,,,,
BIT DRILL CAL 3.2MM," $2,355.83 ",,,,,,,,
BIT DRILL CALIB 3.1X204MM," $1,805.96 ",,,,,,,,
BIT DRILL CALIB AO 2.5X230MM," $2,747.31 ",,,,,,,,
BIT DRILL CALIB PEDILOC 3.5MM," $1,989.92 ",,,,,,,,
BIT DRILL CALIB PEDINAIL 3.2MM," $2,585.80 ",,,,,,,,
BIT DRILL CALIB PEDINAIL 4.5MM," $3,420.53 ",,,,,,,,
BIT DRILL CALIB POLYAX 3.8MM," $1,908.16 ",,,,,,,,
BIT DRILL CALIB SM FRAG 2.7MM," $1,744.64 ",,,,,,,,
BIT DRILL CALIBRATED 4X180MM," $1,489.14 ",,,,,,,,
BIT DRILL CALIBRATED FT 2.0MM," $2,194.32 ",,,,,,,,
BIT DRILL CALIBRATED LNG 2.5MM," $2,398.42 ",,,,,,,,
BIT DRILL CALIBRATED LT 2.5MM," $1,848.07 ",,,,,,,,
BIT DRILL CAN 2.7MM," $2,346.00 ",,,,,,,,
BIT DRILL CANCELLOUS 3MM," $1,989.92 ",,,,,,,,
BIT DRILL CANN 1.8/3.8MM," $4,860.33 ",,,,,,,,
BIT DRILL CANN 10MM," $1,918.38 ",,,,,,,,
BIT DRILL CANN 13.0/300MM," $6,302.75 ",,,,,,,,
BIT DRILL CANN 2 MINI LNG 1.5M," $2,485.23 ",,,,,,,,
BIT DRILL CANN 2.75MM," $3,476.22 ",,,,,,,,
BIT DRILL CANN 2.7MM," $2,194.32 ",,,,,,,,
BIT DRILL CANN 2.7X155MM," $3,563.28 ",,,,,,,,
BIT DRILL CANN 2.8MM," $2,485.23 ",,,,,,,,
BIT DRILL CANN 3.2MM," $3,267.38 ",,,,,,,,
BIT DRILL CANN 3.2MM IMPLANT," $3,476.22 ",,,,,,,,
BIT DRILL CANN 3.2X200MM," $1,489.14 ",,,,,,,,
BIT DRILL CANN 3.5MM," $1,989.92 ",,,,,,,,
BIT DRILL CANN 4.5MM," $3,377.94 ",,,,,,,,
BIT DRILL CANN 4MM," $2,194.32 ",,,,,,,,
BIT DRILL CANN 5.0MM," $2,804.64 ",,,,,,,,
BIT DRILL CANN 5.2MM," $4,393.17 ",,,,,,,,
BIT DRILL CANN 5.5 SCREW 4.0MM," $3,876.96 ",,,,,,,,
BIT DRILL CANN 5.6MM," $3,476.22 ",,,,,,,,
BIT DRILL CANN 50X300MM," $4,295.14 ",,,,,,,,
BIT DRILL CANN 6.0 PIN 4.8MM," $4,720.36 ",,,,,,,,
BIT DRILL CANN 6.4MM," $3,476.22 ",,,,,,,,
BIT DRILL CANN AC 2.4MM," $2,861.97 ",,,,,,,,
BIT DRILL CANN AC REPAIR 3.0MM," $2,861.97 ",,,,,,,,
BIT DRILL CANN ACUFEX 5MM," $2,977.61 ",,,,,,,,
BIT DRILL CANN ACUFEX 6MM," $2,815.78 ",,,,,,,,
BIT DRILL CANN ACUFEX 7MM," $2,815.78 ",,,,,,,,
BIT DRILL CANN ACUFEX 8MM," $2,815.78 ",,,,,,,,
BIT DRILL CANN ACUTRAK PLUS," $2,845.59 ",,,,,,,,
BIT DRILL CANN BADGER 8MM," $1,223.42 ",,,,,,,,
BIT DRILL CANN CHAR 3.2MM," $3,132.24 ",,,,,,,,
BIT DRILL CANN CHUCK 4.5X233MM," $4,295.22 ",,,,,,,,
BIT DRILL CANN CHUCK END 5MM," $2,649.03 ",,,,,,,,
BIT DRILL CANN COUNTERSINK 2.3," $3,001.20 ",,,,,,,,
BIT DRILL CANN DN ACUTRAK PLUS," $2,845.59 ",,,,,,,,
BIT DRILL CANN ENDO STRL 4.5MM," $1,540.65 ",,,,,,,,
BIT DRILL CANN FASSIER-DUVAL 4," $3,476.22 ",,,,,,,,
BIT DRILL CANN HEADLESS 3.2MM," $4,829.86 ",,,,,,,,
BIT DRILL CANN LG QC 12X270MM," $5,517.74 ",,,,,,,,
BIT DRILL CANN LG STERILE 12MM," $6,145.18 ",,,,,,,,
BIT DRILL CANN LONG 3.8MM," $4,860.33 ",,,,,,,,
BIT DRILL CANN MAC 3.2MM," $4,770.24 ",,,,,,,,
BIT DRILL CANN MAC 4.8MM," $5,622.00 ",,,,,,,,
BIT DRILL CANN ORTHO 4.0MM," $1,636.31 ",,,,,,,,
BIT DRILL CANN ORTHO 4.8MM," $1,636.31 ",,,,,,,,
BIT DRILL CANN ORTHO AO 3.2MM," $4,170.08 ",,,,,,,,
BIT DRILL CANN PEDILOC 3.5MM," $2,441.00 ",,,,,,,,
BIT DRILL CANN PF 2.9MM," $3,420.53 ",,,,,,,,
BIT DRILL CANN PROX 3.5MM," $3,590.88 ",,,,,,,,
BIT DRILL CANN QC 2.7X160MM," $5,236.41 ",,,,,,,,
BIT DRILL CANN QC 3.2X170MM," $5,155.09 ",,,,,,,,
BIT DRILL CANN QC 3.5X160MM," $5,236.41 ",,,,,,,,
BIT DRILL CANN QC 4.5MM," $3,900.13 ",,,,,,,,
BIT DRILL CANN QC 4.5X170MM," $4,729.29 ",,,,,,,,
BIT DRILL CANN QC LG 5X300MM," $5,182.20 ",,,,,,,,
BIT DRILL CANN RATCH SOLID PLA," $1,816.18 ",,,,,,,,
BIT DRILL CANN REAMER 7MM," $1,918.38 ",,,,,,,,
BIT DRILL CANN REAMER 8MM," $1,918.38 ",,,,,,,,
BIT DRILL CANN REAMER 9MM," $1,918.38 ",,,,,,,,
BIT DRILL CANN RETRODRILL 3MM," $1,683.32 ",,,,,,,,
BIT DRILL CANN SHORT 48MM," $4,860.33 ",,,,,,,,
BIT DRILL CANN SM FRAG 2.9MM," $3,091.29 ",,,,,,,,
BIT DRILL CANN SM JOINT 4MM," $2,081.90 ",,,,,,,,
BIT DRILL CANN SS 4.5MM," $2,194.32 ",,,,,,,,
BIT DRILL CANN SS SILVER," $2,780.07 ",,,,,,,,
BIT DRILL CANN W/QC 1.8MM," $2,599.89 ",,,,,,,,
BIT DRILL CANNULA 2MM," $2,886.54 ",,,,,,,,
BIT DRILL CANNULATED 17.0MM," $5,736.66 ",,,,,,,,
BIT DRILL CANNULATED 2.0X150M," $4,992.52 ",,,,,,,,
BIT DRILL CANNULATED 2.7MM," $4,084.90 ",,,,,,,,
BIT DRILL CANNULATED 3.2X150MM," $1,581.12 ",,,,,,,,
BIT DRILL CANNULATED 4.8MM," $4,295.22 ",,,,,,,,
BIT DRILL CANNULATED 4.8X280MM," $1,489.14 ",,,,,,,,
BIT DRILL CANNULATED 4MM," $4,123.23 ",,,,,,,,
BIT DRILL CANNULATED 7.3X300," $5,245.51 ",,,,,,,,
BIT DRILL CENTERPIECE 11MM," $2,346.00 ",,,,,,,,
BIT DRILL CHARLOTTE ANKLE 2MM," $2,730.93 ",,,,,,,,
BIT DRILL CHARLOTTE ANKLE 3MM," $2,649.03 ",,,,,,,,
BIT DRILL CHUCK END 2.4MM," $1,989.92 ",,,,,,,,
BIT DRILL CHUCK END 2.5MM," $2,010.36 ",,,,,,,,
BIT DRILL CHUCK END 3.2MM, $747.17 ,,,,,,,,
BIT DRILL CINCHLOCK SS DISP," $2,133.00 ",,,,,,,,
BIT DRILL CLAVICLE TOP 3MM," $1,785.52 ",,,,,,,,
BIT DRILL CLAW II 2.0MM," $2,845.59 ",,,,,,,,
BIT DRILL CLAW II 2.8MM," $1,867.28 ",,,,,,,,
BIT DRILL COMPRESSION CANN 16," $1,632.22 ",,,,,,,,
BIT DRILL COMPRESSION SCRW 7.0," $3,115.86 ",,,,,,,,
BIT DRILL COMPRSSION CANN 18MM," $1,632.22 ",,,,,,,,
BIT DRILL COMPRSSION CANN 20MM," $1,632.22 ",,,,,,,,
BIT DRILL COMPRSSION CANN 22MM," $1,632.22 ",,,,,,,,
BIT DRILL COMPRSSION CANN 24MM," $1,632.22 ",,,,,,,,
BIT DRILL CORT STRL 3.5MM," $2,929.13 ",,,,,,,,
BIT DRILL COUNTERSINK 3MM," $2,415.62 ",,,,,,,,
BIT DRILL COUNTERSINK 3MM 4MM," $2,415.62 ",,,,,,,,
BIT DRILL COUNTERSINK 4MM," $2,415.62 ",,,,,,,,
BIT DRILL CROSSTHREAD 2.6MM," $1,989.92 ",,,,,,,,
BIT DRILL CROW TIP 3.2MM," $2,558.94 ",,,,,,,,
BIT DRILL DARCO 4.4MM," $2,845.59 ",,,,,,,,
BIT DRILL DARTFIRE ORTHOLC 2.5," $3,058.53 ",,,,,,,,
BIT DRILL DEP MK QC 2.0X110MM," $1,563.34 ",,,,,,,,
BIT DRILL DEPTH MARK 2.8MM," $2,313.24 ",,,,,,,,
BIT DRILL DEPTH MARK 2MM," $2,174.80 ",,,,,,,,
BIT DRILL DHS/DCS REAMER 8MM," $6,402.18 ",,,,,,,,
BIT DRILL DISK ULTRADRIVE 7MM," $6,309.96 ",,,,,,,,
BIT DRILL DISP IMPLATE 3MM," $1,417.60 ",,,,,,,,
BIT DRILL DVRA 2.5MM," $1,458.48 ",,,,,,,,
BIT DRILL DYNA COMPLETE 140MM," $2,354.19 ",,,,,,,,
BIT DRILL DYNA COMPLETE 180MM," $1,775.30 ",,,,,,,,
BIT DRILL DYNA COMPLETE 240MM," $2,102.34 ",,,,,,,,
BIT DRILL DYNAFIX 3.2X200MM," $2,245.42 ",,,,,,,,
BIT DRILL DYNAFIX 3.2X240MM," $1,805.96 ",,,,,,,,
BIT DRILL DYNAFIX 3.2X280MM," $1,570.90 ",,,,,,,,
BIT DRILL DYNAFIX 4.8X180MM," $2,245.42 ",,,,,,,,
BIT DRILL DYNAFIX 4.8X280MM," $1,509.58 ",,,,,,,,
BIT DRILL DYNFIX 4.8X240MM," $2,354.19 ",,,,,,,,
BIT DRILL ELLIPSE 3.5X150MM," $2,403.33 ",,,,,,,,
BIT DRILL ENDO CANN 5MM," $2,977.61 ",,,,,,,,
BIT DRILL ENDO NS 4.5MM," $1,413.61 ",,,,,,,,
BIT DRILL ENTRY CANN 11MM," $4,024.95 ",,,,,,,,
BIT DRILL EVOS 1.5MM," $1,470.74 ",,,,,,,,
BIT DRILL EVOS 2.0MM," $1,470.74 ",,,,,,,,
BIT DRILL EVOS 2.7MM," $1,470.74 ",,,,,,,,
BIT DRILL EVOS LONG 2.0MM," $1,765.08 ",,,,,,,,
BIT DRILL EXT CANN 5.0MM," $3,377.94 ",,,,,,,,
BIT DRILL F.A.S.T. DVRA 2.0MM," $1,601.56 ",,,,,,,,
BIT DRILL FAST LNG 4.0MM," $1,438.04 ",,,,,,,,
BIT DRILL FAST QC 2.0MM, $845.28 ,,,,,,,,
BIT DRILL FAST SHORT 4.0MM," $1,438.04 ",,,,,,,,
BIT DRILL FAST STEP 4.0MM," $1,622.00 ",,,,,,,,
BIT DRILL FIXATOR 4.8X240MM," $1,075.23 ",,,,,,,,
BIT DRILL FLAT TIP ZEPHIR 11MM," $2,902.92 ",,,,,,,,
BIT DRILL FLEX 15.0MM," $7,224.78 ",,,,,,,,
BIT DRILL FLEX OCCIPITAL 3.2MM," $4,585.80 ",,,,,,,,
BIT DRILL FLEX VERTEX 3.2MM," $2,657.22 ",,,,,,,,
BIT DRILL FLEX Y-KNOT DISP 1.3," $1,155.35 ",,,,,,,,
BIT DRILL FLEX Y-KNOT HARD 1.3," $1,155.35 ",,,,,,,,
BIT DRILL FLEXIBLE," $9,610.04 ",,,,,,,,
BIT DRILL FLEXIBLE TWIST DISP," $1,965.80 ",,,,,,,,
BIT DRILL FLTD STER 3.2X145MM," $2,733.31 ",,,,,,,,
BIT DRILL FLU STERILE LG 3.2MM," $3,411.03 ",,,,,,,,
BIT DRILL FLUTED ANCHOR 2.6MM," $1,980.01 ",,,,,,,,
BIT DRILL FOREARM RD 6.1MMX5IN," $1,059.90 ",,,,,,,,
BIT DRILL FPS 1.6MM," $1,274.52 ",,,,,,,,
BIT DRILL GADUATED LASER 2.5MM," $1,070.12 ",,,,,,,,
BIT DRILL GII MINI 2.4MM," $2,000.14 ",,,,,,,,
BIT DRILL GUID FISHMOUTH TIP S," $4,827.57 ",,,,,,,,
BIT DRILL HALF PIN LONG 5MM," $3,005.95 ",,,,,,,,
BIT DRILL HALF PIN SHORT 5MM," $3,005.95 ",,,,,,,,
BIT DRILL HALF PINS SS 3MM," $3,005.95 ",,,,,,,,
BIT DRILL HAND 2.8MM," $1,417.60 ",,,,,,,,
BIT DRILL HEX FIX 2.7MM, $805.22 ,,,,,,,,
BIT DRILL HEX FIX 3.5MM, $781.71 ,,,,,,,,
BIT DRILL HEX FIX 4.8MM, $781.71 ,,,,,,,,
BIT DRILL HI PERF 6.4X200MM," $1,775.30 ",,,,,,,,
BIT DRILL HO 2.5MM," $1,208.09 ",,,,,,,,
BIT DRILL HOFFMAN 3.2MM," $2,153.44 ",,,,,,,,
BIT DRILL HTO 3.2MM, $937.26 ,,,,,,,,
BIT DRILL HUMERAL 2.0MM," $2,029.57 ",,,,,,,,
BIT DRILL HUMERAL 2.7MM," $2,029.57 ",,,,,,,,
BIT DRILL HUMERAL 3.2MM," $2,029.57 ",,,,,,,,
BIT DRILL J 7MM STOP 1.1X50MM," $1,278.61 ",,,,,,,,
BIT DRILL J LATCH 1.8X90MM, $932.15 ,,,,,,,,
BIT DRILL J LATCH 1X4MM," $1,407.38 ",,,,,,,,
BIT DRILL J LATCH 3MM STOP 1.3," $1,721.65 ",,,,,,,,
BIT DRILL J LATCH 44.5MM," $1,921.45 ",,,,,,,,
BIT DRILL J LATCH 5MM .76X8MM," $1,921.45 ",,,,,,,,
BIT DRILL J LATCH 6MM STOP 1.5," $1,921.45 ",,,,,,,,
BIT DRILL J LATCH W 1.1X4MM," $1,921.45 ",,,,,,,,
BIT DRILL J LATCH W 1.1X6MM," $1,921.45 ",,,,,,,,
BIT DRILL J NOTCH 1.5X50MM," $1,139.62 ",,,,,,,,
BIT DRILL J SLOT 1.5X10MM," $1,461.04 ",,,,,,,,
BIT DRILL J SLOT 1.5X20MM," $1,209.11 ",,,,,,,,
BIT DRILL J SLOT XLNG 1.5X20MM," $1,860.64 ",,,,,,,,
BIT DRILL JACOBS GOLD 2.5X95MM, $799.29 ,,,,,,,,
BIT DRILL J-LATCH 1.5/75MM," $1,938.82 ",,,,,,,,
BIT DRILL JSLOT 10MM STOP 1MM," $1,322.04 ",,,,,,,,
BIT DRILL JSLOT 11MM STOP .6MM," $1,322.04 ",,,,,,,,
BIT DRILL JSLOT 5MM STOP .8MM," $1,461.04 ",,,,,,,,
BIT DRILL KIT 4.8X180MM," $1,075.23 ",,,,,,,,
BIT DRILL KIT 4.8X240MM, $974.05 ,,,,,,,,
BIT DRILL LAG," $16,429.23 ",,,,,,,,
BIT DRILL LAG SCREW INTERTAN," $3,237.46 ",,,,,,,,
BIT DRILL LG GRAD 3.2," $2,374.01 ",,,,,,,,
BIT DRILL LINDEMANN 2.2MM, $806.65 ,,,,,,,,
BIT DRILL LINDERMANN 2.2MM, $839.45 ,,,,,,,,
BIT DRILL LISFRANC 2.6MM," $2,845.59 ",,,,,,,,
BIT DRILL LISFRANC 3.2MM," $2,649.03 ",,,,,,,,
BIT DRILL LISFRANC 3.7MM," $2,845.59 ",,,,,,,,
BIT DRILL LISFRANC 4.5MM," $2,649.03 ",,,,,,,,
BIT DRILL LONG 1.8MM," $1,765.08 ",,,,,,,,
BIT DRILL LONG 2.0MM," $1,315.40 ",,,,,,,,
BIT DRILL LONG 2.5MM," $1,272.68 ",,,,,,,,
BIT DRILL LONG 3.5MM," $1,327.26 ",,,,,,,,
BIT DRILL LONG 3-FLUTED 3.2MM," $2,959.27 ",,,,,,,,
BIT DRILL LONG 4.2MM," $3,411.03 ",,,,,,,,
BIT DRILL LONG 4.3MM," $2,403.33 ",,,,,,,,
BIT DRILL LONG 4.5MM," $1,327.26 ",,,,,,,,
BIT DRILL LONG 4.8MM," $3,356.48 ",,,,,,,,
BIT DRILL LONG ACUTRAK2 7.5MM," $2,829.21 ",,,,,,,,
BIT DRILL LONG MICRO AT2," $2,796.45 ",,,,,,,,
BIT DRILL LONG PINS 6MM," $3,005.95 ",,,,,,,,
BIT DRILL LORENZ PLT SYS 5MM," $1,335.84 ",,,,,,,,
BIT DRILL LP 1.1X 4MM," $1,865.24 ",,,,,,,,
BIT DRILL LP 1.1X6MM," $1,865.24 ",,,,,,,,
BIT DRILL LP RAYHACK 2.0MM," $1,366.50 ",,,,,,,,
BIT DRILL LP RAYHACK 2.5MM," $1,335.84 ",,,,,,,,
BIT DRILL LP RAYHACK 2.7MM," $1,366.50 ",,,,,,,,
BIT DRILL LUHR MINI 90DEG SZ 0," $1,197.87 ",,,,,,,,
BIT DRILL MAND UNIV 1.6X26MM," $1,557.21 ",,,,,,,,
BIT DRILL MAX ADJ VERTEX 2.4MM," $3,020.20 ",,,,,,,,
BIT DRILL MAZOR LONG," $1,938.82 ",,,,,,,,
BIT DRILL MAZOR SHORT," $1,938.82 ",,,,,,,,
BIT DRILL META TAN COMPRESSION," $3,418.89 ",,,,,,,,
BIT DRILL META TAN LAG SCREW," $5,499.15 ",,,,,,,,
BIT DRILL META TAN STARTER," $3,058.53 ",,,,,,,,
BIT DRILL MICRO ACUTRAK 2.8MM," $2,845.59 ",,,,,,,,
BIT DRILL MINI 2.1MM," $2,112.56 ",,,,,,,,
BIT DRILL MINI BIOTRAK," $3,042.15 ",,,,,,,,
BIT DRILL MINI FRAG 2.0MM," $2,000.14 ",,,,,,,,
BIT DRILL MINI QC/50MM 2.4MM," $1,159.95 ",,,,,,,,
BIT DRILL MINI QC/65MM 1.5MM," $1,159.95 ",,,,,,,,
BIT DRILL MINI QC/65MM 2.0MM," $1,159.95 ",,,,,,,,
BIT DRILL MINI QK 2.0MM, $845.28 ,,,,,,,,
BIT DRILL MINI QUICKCP 1.1X110," $1,921.45 ",,,,,,,,
BIT DRILL MINI SHORT FAT," $1,345.06 ",,,,,,,,
BIT DRILL MITEK 2.9MM," $1,703.76 ",,,,,,,,
BIT DRILL MMF 1.9X26MM," $1,809.03 ",,,,,,,,
BIT DRILL MQC 1.1MM," $1,385.41 ",,,,,,,,
BIT DRILL MRS FIR HLF PN 6X4.8," $4,639.20 ",,,,,,,,
BIT DRILL NANOTACK," $2,133.00 ",,,,,,,,
BIT DRILL NO STOP 4.8X240MM," $2,245.42 ",,,,,,,,
BIT DRILL NO STOP FLUTED 1.5MM," $1,499.36 ",,,,,,,,
BIT DRILL NON STRL 1.6X40M 5MM," $1,554.55 ",,,,,,,,
BIT DRILL NONCAN 1.6MM," $2,329.62 ",,,,,,,,
BIT DRILL OASYS SCRW 2.5X3.5MM," $2,129.01 ",,,,,,,,
BIT DRILL ORTHO 4.8X36.5MM," $2,415.62 ",,,,,,,,
BIT DRILL ORTHOHELIX 2.4," $2,657.22 ",,,,,,,,
BIT DRILL ORTHOLOC 2.5MM," $2,845.59 ",,,,,,,,
BIT DRILL ORTHOLOC 3.0MM," $2,796.45 ",,,,,,,,
BIT DRILL ORTHOLOC DISP 2.5MM," $2,010.36 ",,,,,,,,
BIT DRILL ORTHOPED 3.2MM," $1,795.74 ",,,,,,,,
BIT DRILL ORTHOPED 4.5MM," $2,029.57 ",,,,,,,,
BIT DRILL OSSTAPLE XSM 1.4MM," $2,821.02 ",,,,,,,,
BIT DRILL OSTEO 4.8MM," $3,312.42 ",,,,,,,,
BIT DRILL PED CALIBRATED 2.0," $2,653.94 ",,,,,,,,
BIT DRILL PEDFLEX 5.0MM," $2,029.57 ",,,,,,,,
BIT DRILL PEDILOC 3.5MM," $1,912.66 ",,,,,,,,
BIT DRILL PEDINAIL 2.9MM," $2,372.86 ",,,,,,,,
BIT DRILL PEDLOC  2.7," $1,912.66 ",,,,,,,,
BIT DRILL PEDLOC 2.0," $1,912.66 ",,,,,,,,
BIT DRILL PEDLOC 3.5," $1,912.66 ",,,,,,,,
BIT DRILL PELV 3 FLUTTED 2.5MM," $2,487.11 ",,,,,,,,
BIT DRILL PERC CAL 2.5X300MM," $2,561.56 ",,,,,,,,
BIT DRILL PERC SMARTPIN 1.5MM, $763.52 ,,,,,,,,
BIT DRILL PF ACUTRAK2 7.5MM," $2,829.21 ",,,,,,,,
BIT DRILL PILOT SHORT 4.0MM," $1,739.02 ",,,,,,,,
BIT DRILL PILOT TWIST 2.3MM," $1,127.05 ",,,,,,,,
BIT DRILL PLUS ASSEMBLY OASYS," $1,782.66 ",,,,,,,,
BIT DRILL POINT GRAY 4.0MM," $1,785.52 ",,,,,,,,
BIT DRILL POINT GRAY 4.5MM," $2,092.12 ",,,,,,,,
BIT DRILL POWEREASE 3.0MM," $3,112.17 ",,,,,,,,
BIT DRILL PRESSFT 2.1," $3,374.50 ",,,,,,,,
BIT DRILL PRESSFT 2.6MM," $3,374.50 ",,,,,,,,
BIT DRILL PROX 3.5MM," $1,611.78 ",,,,,,,,
BIT DRILL PROX CORT 3.0/4.0MM," $2,346.00 ",,,,,,,,
BIT DRILL QC 1.1MM," $1,132.05 ",,,,,,,,
