Hospital Service Code,Service Description,Hospital Charge
06006480,"DRSG GZ AQUAPHOR 3""X8""",14.00
06006498,STOCKING ANTI EM LF MED/REG,94.00
06006506,KIT ADMISSION,36.00
06006514,MASK ISOLATION,32.00
06006522,"CONNECTOR ""Y"" LARGE",42.00
06006530,TUB TRACH CUFFLESS #4,534.00
06006548,APPLICATOR ANTISEPTIC ONE-STEP,176.00
06006555,"BAG COLOSTOMY OPAQUE 2-1/4""45M",247.00
06006563,BAG COLOSTOMY OPEN END STOMA,49.00
06006571,ODOR ELIMINATOR,49.00
06006589,ASTE SKIN BARRIER,96.00
06006597,POWDER STOMAHESIVE PROTECTIVE,78.00
06006605,STATLOCK PICC PLUS,30.00
06006613,"STOMA WAFER W/FLANGE2-1.4""45M",53.00
06006621,"STOMAHESIVE PER14""X4""",49.00
06006639,TRACH TIE ADULT,15.00
06006647,TUBE TRACH INNER CANNULA #4,65.00
06006654,TUBE TRACH NO CUFF #6,534.00
06006662,GOWN CHEMO,59.00
06006670,IV SOL EVACUATED BOTTLE,60.00
06006688,TRAY TRACHEOSTOMY STERILE,78.00
06006704,RESTRAINT JACKET SMALL,53.00
06006720,TRAY TRACHEOSTOMY STERILE,21.00
06006746,IV SOL EVACUATED BOTTLE 1000CC,49.00
06006753,"BANDAGE ELASTIC 6""X5YD""ACE""",19.00
06006779,DRSG CALCIUM ALGINATE 5CM,2.00
06006787,"DRSG NET TUBULAR ELASTIC 5""",35.00
06006795,"ET TUBULAR ELASTIC 7""",57.00
06006803,DRSG TUBULAR ELASTIC #11,247.00
06006811,LAMB'S WOOL 100% 10Z,2.00
06006829,PANT INCONTINENCE LARGE,1.00
06006837,PITCHER WATER DISPOSABLE LID,
06006845,RESTRAINT JACKET XLRG,53.00
06006852,SPECIMEN PAN URINE/STOOL PRNTD,2.00
06006860,"SYRINGE LL SAFE 3CC 23GAX1""",.16
06006878,MASK RESPIRATOR PFR95 SMALL,1.00
06006886,MASK RESPIRATOR N95 SMALL,1.00
06006894,WALL SUCTION SET,
06006902,"SU VICRYL 5-0 RB-127""D",2.00
06006910,"SU SILK 2-0 29""X12",19.00
06006928,SYSTEM L-CATH CONNECT ASSEMBLY,1.00
06006944,HOLDER UMBILICAL CATHETER,2.00
06006951,"ASPIRATIOR GASTRIC 6FR 60""LONG",32.00
06006969,"ASPIRATOR GASTRIC 8FR 60"" LONG",32.00
06006977,PACIFIER WEE SOOTHIE PREEMIE,2.00
06006985,PAD 2 FLUFF 3LBS WEE PEE,1.00
06006993,PAD FLUFF2PLUS3-5LBS5LBSWEEPEE,.33
06007009,SYRINGE EAR 10Z,1.00
06007025,HEARING TEST ALGO-PAK,1409.00
06007041,CREAM LANSINOL 25OZ,1.00
06007058,HOLDER NEO BAR ULTRA ETT,38.00
06007066,HOLDER NEO BAR MICRO ET,38.00
06007074,HOLDER NEO BAR SMALL ET,14.00
06007082,HOLDER NEO BAR LARGE BLUE,38.00
06007090,CANNULA NASALINFANTCAPAP SZ1,65.00
06007108,CANNULA NASAL INFANT CPAP SZ2,65.00
06007116,CANNULA NASAL INFANT CPAP SZ3,65.00
06007124,SUCROSE SWEET EASE SOLUTON,1.00
06007132,INSERT ID BAND MOM/INFANT 4PRT,999.00
06007140,ARMBAND ID OBSTETRICS TRI-BAND,35.00
06007165,BELT QUEEN SIZE,589.00
06007173,BOTTLE PERI,32.00
06007181,CATH DBL LUMAN INTRAN+IUPC,424.00
06007199,CATH RUBBER ROBINSON 14FRU,35.00
06007207,CHART FETAL RECORDING H-P,53.00
06007215,"DRSZ COVERLET 4""X10""",42.00
06007223,"DRSG COVERLET 4""X14""",57.00
06007231,"DRSZ NON-ADHER COTTON STR 3""X8",15.00
06007249,ELECTRODE SPIRAL STERILE DISPO,66.00
06007256,PAD ATTACH ADHERE FETAL SCALP,35.00
06007264,GEL AQUASONIC,42.00
06007272,GLOVE EXAM STERILE SINGLE,32.00
06007298,IV SET STOPCOCK (NEW),45.00
06007306,KIT FETAL BLOOD SAMPLE,214.00
06007314,KIT PARACERVICAL ANEST STERILE,313.00
06007322,"NDL CHEMO/TPN 16GAX11/2""",13.00
06007330,"NDL HYPO 25GAX1""",32.00
06007348,SCALPEL DISP #20,35.00
06007355,"SCOPETTE JUNIOR 8""",14.00
06007363,SPONGE PREP IODOPHOR 2.50Z,38.00
06007371,SYRINGE ORAL AMBER 1CC,32.00
06007389,TRAY AMNIOCENTESIS,178.00
06007397,TRAY VACUUM EXTRACT OB,358.00
06007405,"TUBE FEEDING INFANT 5FR 15""",35.00
06007413,TUBE RECEPTAL LINER TANDEM,42.00
06007421,"PAD PREMOISTENED ""TUCKS""",38.00
06007439,TRAY FOLEY CATH BARD,104.00
06007447,"INST HOLDER NEEDLE SMALL 5""",103.00
06007454,"PACKING GZXRAY 2""X3YDS""VAG""",42.00
06007462,"SU CHORMIC 4-0 SH 27""",38.00
06007470,"SU CHROMIC 3- CT-1 36""",42.00
06007488,SU CHROMIC 2-0 CT-1 27,38.00
06007496,AMNIHOOK STERILEPTION FOR 2,42.00
06007504,BAG DRAINAGE LEG MED,36.00
06007512,"BANDAGE ELASTIC 2""X5YD ""ACE""",32.00
06007520,"BANDAGE ELASTIC 4""X5YD ""ACE""",36.00
06007538,DIAPER LARGE,72.00
06007546,DIAPER LARGE,72.00
06007553,"DIAPER MEDIUM 12""X16""",38.00
06007561,"DRSZ GZ AQUAPHOR 3""X3""",32.00
06007579,"DRSG GZ AQUAPHOR 3""X8""",32.00
06007587,"DRSG NET TUBULAR ELASITIC 4""",87.00
06007595,"DRSG NET TUBULAR ELASTIC 6""",133.00
06007603,"DRSG NET TUBULAR ELASTIC 8""",166.00
06007611,DRSZ OP-SITE 10CMX28CM,42.00
06007629,IV ADMIN SET BURETROL 150CC,60.00
06007637,IV ADMIN SET HEMOSET BLD ADMIN,341.00
06007645,LIMB HOLDER INFANT,65.00
06007652,LINER RECEPTAL 1500CC,36.00
06007660,LINER WATER PITCHER,29.00
06007686,LUBRICANT BACTERIA STATIC PKG,29.00
06007694,MASK DUST AND MIST RESPIRATOR,32.00
06007702,MASK ISOLATION,29.00
06007710,LOCK NEEDLE WITH 18GA NEEDLE,32.00
06007728,"IV SET WING 21 GAX12""",32.00
06007736,"IV SET WING 23GAX3/4X12""",32.00
06007744,SITZ BATH DISPOSABLE,36.00
06007751,SPECIMEN TRAP NEWBORN CATH 8FR,59.00
06007769,"STOCKIETTE BIAS 6"" STR",57.00
06007777,"STOCKINETTE BIAS UNSTERILE 4""",120.00
06007785,"STOCKINETTE BIAS UNSTERILE 6""",163.00
06007793,"STOCKINETTE TUBE 2"" UNSTERILE",72.00
06007801,STOCKINETTE TUBE USTER,92.00
06007819,STOCKING ANTIEM KNEE SMALL,59.00
06007827,STOCKING ANTIEM MED KNEE,59.00
06007835,STOCKING ANTIEM KNEE LARGE PR,59.00
06007843,STOCKING ANTIEM LF SM/REG,86.00
06007850,STOCKING ANTI EM LF MED/REG,86.00
06007884,"TUBE FEEDING 10FRX42""",32.00
06007892,IV SET EXTENSION MICROBORE NEW,53.00
06007900,SITE INJECTION,49.00
06008007,CANNULA NASAL PEDIATRIC,36.00
06008015,IV SOL NS IRRIGATION 1000CC,32.00
06008023,IV SOL WATER IRRIGATION 500CC,32.00
06008031,IV SOL WATER IRRIGATE 1000CC,32.00
06008049,WIRE GUIDE SPRING .25X13 1/8,52.00
06008056,LOE EMERGENCY PSYCH,146.00
06008072,PULSE OXIMETER,644.00
06008080,MONITOR ICP BOLT FITT.,3874.00
06008098,"IV+ SMALL BORE LL 6""""",80.00
06008106,ATOR ANTISEPTIC 3ML,23.00
06008114,NG STATLOCK,15.00
06008122,SOD CHL INJ .95 150C,32.00
06008130,SET DRAIN MONOFLOW 100% SILI 1,86.00
06008148,TRAY FOLEY 100% SILI MONO 16,86.00
06008155,PACK COLD DISP. 4X10,16.00
06008163,TRAY PELVIC EMERGENCY DEPT,66.00
06008171,SHIELD WIN SPLASH ONLY,32.00
06008189,SPECULA VAG DISPO MED,35.00
06008197,SPECULA VAG DISPO SMALL,35.00
06008205,SPECULA VAG DISPO LARGE,35.00
06008213,CONNECTOR VAC 2 WAY,36.00
06008221,KIT DRSG ABDOMINAL OPEN,2552.00
06008239,PAD TRAC PAD ONLY,182.00
06008247,SYR SOD CHL .9% 10ML INJ,29.00
06008254,SU DERMABOND,242.00
06008262,SYR SALINE PREFILL 10ML 12CC,29.00
06008270,LACTATED RINGERS 500CC,.09
06008288,"KNEE REHAB SM 20""""""",3.00
06008296,"COVERLET ADHESIVE 2""""X3""""""",13.00
06008304,NG ANTIEM KNEE SMALL,.16
06008312,G THIHG 30-40MMHG,3.00
06008320,NG ANTIEM KNEE LARGE PR,.16
06008338,NG ANTIEM MED KNEE,.16
06008346,ASPEN ADULT REGULAR SET,17.00
06008361,COMPRESSION THIGH SMALL,2.00
06008379,COMPRESSION THIGH MED,2.00
06008387,OLEY PREC 400 16FR,.42
06008395,SPONGE HIBICLENS STER,14.00
06008403,P-SITE 10CMX28CM,.13
06008437,SPONGE HIBICLENS STER,.09
06008445,"EXTENSION/LEG BAG 18""""""",.11
06008452,OH FOR BREASTFEEDING,.12
06008460,OLEY 3WAY 30CC 16FR,1.00
06008478,DISPO L&D #2 TYPE,.09
06008486,WEL COLLECTION 3000ML,2.00
06008494,NT PROTECTIVE OINT.,17.00
06008502,BARRIER PROTECTIVE,29.00
06008510,DROACTIVE WOUND MOISTURE,38.00
06008528,METER DIGITAL,.28
06008536,ER PERINEAL SPRAY,15.00
06008569,SCALPEL PROTECTED SHIELD #15,17.00
06008577,SCALPEL PROTECTED SHIELD #20,36.00
06008585,CATH TRIPLE LUMEN PICC 6FR,1165.00
06008593,"DRESS.GZ AQUAPHOR 3""X3""",21.00
06008601,"NDL HYPO 25X1 1/2""",14.00
06008619,DRESS.PICC BIOPATCH,72.00
06008627,STOCKING ANTIEM. SM/REG,66.00
06008635,NTROL CATH CELSIUS 10.7,9419.00
06008643,TRO CATH CELSIUS 10.7,272.00
06008650,BLD BD PROTECTED SURG #15,420.00
06008668,BLANKET HUGGER LOWER BODY,76.00
06008676,DRAPE LAP SHEET FEN,113.00
06008684,DRAPE SHEET UTIL FEN 44X60,35.00
06008692,DRSG NON-ADHR COTTON STER 3X4,21.00
06008700,SKIN CLOSURE 1/2X4,23.00
06008718,GLOVE NONALLERGIC STER SZ 71/2,29.00
06008726,GLOVE NONALLERGIC STER SZ 71/2,29.00
06008734,GLOVE NONALLERGIC STR SZ 61/2,29.00
06008742,LABEL MEDICATION STERILE,71.00
06008759,PACK STERITUB MINOR,426.00
06008767,SPONGE GZ 8X4 12PLY X-RAY,23.00
06008775,STRAP TABLE 60,76.00
06008783,SU MONOCRYL 4-0 PS-2 18,57.00
06008791,SU VICRYL 3-0 SH 27 D,35.00
06008809,SYRINGE CONTROL LUERLOCK SAFE,14.00
06008825,DRAPE SHEET SPLIT STR 76X20,71.00
06008833,DRAPE MAYO STAND STR 23 WIDE,23.00
06008841,SPONGE LAP X-RAY STER 18X18,29.00
06008858,IV SOL PLASMA-LYTE 148 1000CC,29.00
06008882,IN-LINE CATH TRACH SUCTION 5FR,118.00
06008890,IN-LINE CATH TRACH SUCTION 6FR,118.00
06008908,IN-LINE CATH TRACH SUCTION 7FR,120.00
06008916,IN-LINE CATH TRACH SUCTION 8FR,121.00
06008924,SET EXT 3 LEAD MICROBORE W/ 0.,25.00
06008932,SET EXTEND MINIBORE NONDEHP 4,23.00
06008940,DEVICE SUCTION PREMIE LITTLE S,16.00
06008957,DEVICE SUCTION STANDARD LITTLE,16.00
06008965,CATH SILICON 3.5FR -FEEDING TU,54.00
06008973,CATH SILICON 5.0FR - FEEDING T,134.00
06008981,CATH SILICON 6.5FR - FEEDING T,134.00
06008999,CATH SILICON 8.0FR - FEEDING T,134.00
06009005,HABERMAN - LARGE,236.00
06009013,HABERMAN  - MINI,249.00
06009021,GRIP ENDOTRACH TUBE NEONATE,82.00
06009039,INTRODUCER SAFETY PICC,167.00
06009047,CATH POLYURETHANE 2FR - PICC,846.00
06009062,GONAD SHIELD - MICROPREMIE,34.00
06009070,GONAD SHIELD - PREMATURE,36.00
06009088,GONAL SHIELD - NEWBORN,27.00
06009096,DETECTOR C2 PEDI-CAP,50.00
06009104,CATH HOLDER UMBILICAL LARGE,21.00
06009112,TAPE NEOBOND HYDROCOLLOID,23.00
06009120,KIT INTRO CATH CELSIUS 14,778.00
06009138,SET CELSIUS CATHETER 14,9245.00
06009146,SET CELSIUS CONTROL 10.7,9245.00
06009153,SET CONTROL CATH CELSIUS 14,8566.00
06009161,KIT COMP.BRAIN IMC PROBE,5677.00
06009179,DRESS DUODERM 5.5X5.5,65.00
06009187,DUAL LUMEN UMB VESSEL CATH 3.5,155.00
06009195,DUAL LUMEN UMB VESSEL CATH 5 F,149.00
06009203,"ANTI IV FEEDING TUBE 5FR 15""",33.00
06009211,"ANTI IV FEEDING TUBE 6FR 15""",33.00
06009229,"ANTI IV FEEDING TUBE 8FR 15""",38.00
06009237,SYR PREFILLED NS 3ML,21.00
06009245,20ML ORAL SYRINGES,21.00
06009252,30 ML ORAL SYRINGES,27.00
06009260,BOTTLE CLEFT LIP,72.00
06009278,GARMENT CALF VASO PRESS MED.,80.00
06009286,GARMENT CALF VASO PRESS LRG.,178.00
06009294,GARMENT FOOT VASO PRES.RT/LT,285.00
06009302,SET CRICOTHYROTOMY CATH,908.00
06009310,TRAY TEMP.SENSING FOLEY 16FR,328.00
06009328,AUTOTRANSF.CHEST BLOOD RECOV.,296.00
06009336,BAG BLOOD AUTOTRANSFUSION,234.00
06009344,PROBE ARGON 2.3MM,915.00
06009351,EXTRACTOR BAL 4 STAGE 8.5 15MM,924.00
06009369,BALLOON INFLAT.DIAMETER 10MM 3,1053.00
06009377,CANNULA TAPERED RX SINGLE USE,412.00
06009385,CANNULA STANDARD SINGLE USE,360.00
06009393,CATH IV PROTECTIVE 20GAX1.25,29.00
06009401,CATH IV PROTECTIVE 22GAX1IN,29.00
06009419,BASKET FLOWER 8WIRE-ROTATABLE,1812.00
06009427,SNARE STAND.OVAL POLYPEC CAPTI,3738.00
06009435,DRSZ IV TRANSPAR STER 2X2.75,21.00
06009443,FRCP BIOPSY MAX 3.3X240CM 5EA-,51.00
06009450,FRCP BIOPSY MAX 3.3X240CM 5EA-,51.00
06009468,SYRINGE 60CC SINGLE-USE GAUGE,292.00
06009476,GUARD BITE BLOCK ADULT,35.00
06009484,IV ADMIN SET ADULT NON-VENTED,38.00
06009492,IV EXT SET 3-WAY STOPCOCK 33IN,29.00
06009500,LIGATOR MULTIBAND SIX SHOOTER,1384.00
06009518,KIT CODE BLUE EASI LAN,402.00
06009526,CLIP RESOLUTION 235CM/2.8MM 20,649.00
06009534,STENT BILIARY RX I,711.00
06009542,AUTOTOME RX,1805.00
06009559,NDL SCLERO 25GA 200 CM,2431.00
06009567,NDL SCLERO 25GA 240CM,2726.00
06009575,GUIDEWIRE STANDARD TIP .035 TH,416.00
06009583,FRCP BIOPSY RADIAL JAW NDL 3 5,2101.00
06009591,EXTRACTOR BAL 4STAGE 12 20MM,924.00
06009609,NDL ULTRASOUND FNA ECHOTIP 22G,1445.00
06009617,CAPSULE 24HR PH,729.00
06009625,BALLOON DILATION WIRE 15-18,1660.00
06009633,BALLOON DILATION WIRE 18-20,1660.00
06009641,GUIDEWIRE SAVARY GILLIARD 250,1388.00
06009658,FRCP HOT BIOPSY DISPOSABLE 5/B,600.00
06009666,BALLOON CRE WIRE 6-7-8,1660.00
06009674,CAPSULE IMAGING GIVEN,1700.00
06009682,NET POLYP 230CM,2567.00
06009690,MARKER SPOT ENDOSCOPIC 5ML,1472.00
06009708,STENT WALL BILIARY 68MM 7.5FR,7511.00
06009716,CANISTER WALLMOUNT 1500CC,80.00
06009724,STRIPS CHEM INDICATOR STERIS 4,681.00
06009732,KIT DUAL PREFILTER REPLACEMENT,926.00
06009740,BRUSH CYTOLOGY FUSION,726.00
06009757,IV SOL SOD CHL INJ .9 PCT 1000,21.00
06009773,SYSTEM BOWEL MANAGEMENT,532.00
06009781,PACK ANGIOPLASTY ACCESS,19.00
06009799,ANGIOSEAL 6FR .035 STS,1509.00
06009807,SYSTEM CLOSED WASTE 500ML,19.00
06009823,TOWEL CLOTH STERILE 18INX30IN,19.00
06009831,PAD ELECTROSURGICALREM GROUNDN,35.00
06009906,BOVIE HND CTRL BLD CORD,77.00
06009948,SNARE 15 CM GN1500,1704.00
06009955,SNARE 20 CM GN2000,1704.00
06009963,SEALANT FLOSEAL MATRIX,5948.00
06009971,CATH BAL OVERWIRE MAV 20MMX9MM,2258.00
06009989,CATH BAL MAV OTW 8.0MM 2.50MM,2258.00
06009997,CATH BAL MAV OTW 8.0MM 3.0MM,2258.00
06010003,CATH BAL MAV OTW 8.0MM 3.50MM,2258.00
06010011,CATH BAL OTW PTCA 8mm 4.5,2258.00
06010029,CATH BAL OTW PTCA 8mm 5.0,2258.00
06010037,CATH BAL MAVERICK OTW 8MMX4.0M,2258.00
06010045,CATH BAL OTW PTCA 15mm 4.5,2258.00
06010052,CATH BAL OTW PTCA 15mm 5.0,2232.00
06010060,BAL RANGER NC 2.5MMX15MM,2258.00
06010078,BAL MAVERICK OTW 15X3.00,2258.00
06010086,BAL MAVERICK OTW 15X3.5MM,2258.00
06010094,BAL CATH MAV OTW 4.0MM 15MM,2258.00
06010102,CATH BAL OVERWIRE MAV 20X1.5MM,2258.00
06010110,CATH BAL MAV OTW 2.0 20MM,2258.00
06010128,CATH OVER WIRE MAVERICK 2.5X20,2258.00
06010136,MAVERICK OTW 20MM X 3.0,2258.00
06010144,CATH BAL MAV OTW 20.0MM 3.5MM,2258.00
06010151,CATH BAL OVERWIRE MAV 20MMX4.0,2258.00
06010169,CATH BAL MAV OTW 30.0MM 2.0MM,2258.00
06010177,CATH BAL MAV OTW 30.0MM 3.0MM,4051.00
06010185,BAL VALUOLOPLASTY 3CMX20MM,2896.00
06010193,CATH 6FR JL FL3.5 100CM,35.00
06010201,CATH ANGIO 6F JL 4.5,35.00
06010219,CATH IMPULSE FL4 SINGLE 100CM,35.00
06010227,CATH D 6F JL5 100CM 5/PACK,80.00
06010235,CATH D 6F IMPULSE FL6 100CM,35.00
06010243,CATH 6FR JR FR3.5 100CM,80.00
06010250,CATH IMPULSE FR4 6FR 100CM,35.00
06010268,CATH 6FR JR5,80.00
06010276,CATH D 6F IMPULSE FR6 100CM,35.00
06010284,CATH 6FR TL3DRC,59.00
06010292,CATH D6F IMPULSE PIG 100OCM,35.00
06010300,CATH 6FR PIGTAIL 145 DEGREES 5,80.00
06010318,CATH HNRB,121.00
06010326,CATH ANGIO 145 DEG. 6F WIREBRA,162.00
06010334,CATHETER DUAL LUMEN PIGTAIL,162.00
06010342,CATH IMPULSE MULTI PIG 6F,83.00
06010359,CATH DIAGNOSTIC CASTILLO-1,32.00
06010367,CATH 6F CASTILLO 2,32.00
06010375,CATH DIAGNOSTIC CASTILLO-3,32.00
06010383,CATH D 6F AR1 100CM,35.00
06010391,CATH 6FR AR2,35.00
06010409,CATH 6F ALI,35.00
06010417,CATH 6F ALII,178.00
06010425,CATH 6F ALIII,178.00
06010433,CATH D6F IMPULSE IM 100CM,80.00
06010441,CATH MPAI 6F,145.00
06010458,CATH D6F IMPULSE MPA-2 100CM,35.00
06010466,CATH D6F IMPULSE LCB 100CM,695.00
06010474,CATH GC 8F .088 JL 4 100CM,700.00
06010482,CATH GC 8F .088 JR 4 100CM,700.00
06010490,CATH GUIDE 6FR AL1,700.00
06010508,CATH GUIDE 6FR AL2 II,700.00
06010516,CATH GUIDE 6FR AL3 I,700.00
06010524,CATH GUIDE JL3 6F,700.00
06010532,CATH GUIDE JR 3.5 6.F,700.00
06010540,CATH GUIDE 6FR JL4,700.00
06010557,CATH GUIDE 6FR JL4.5,700.00
06010565,GUIDE CATH 6FR JL5,700.00
06010573,CATH GUIDE JL6 6F,700.00
06010581,CATH GUIDE XB3 6FR,700.00
06010599,CATH GUIDE 6FR XB3.5,700.00
06010607,GUIDE CATH 6FR XB4,700.00
06010615,CATH GUIDE XB4.5 6F,700.00
06010623,CATH GUIDE H-STK 6FR,700.00
06010631,GUIDE IM 6FR,700.00
06010649,CATH GUIDE 3DRC 6F,700.00
06010656,CATH GUIDE 6FR 3DRCSH,700.00
06010664,CATH 6FR TL3DRC  3-BOX,59.00
06010672,CATH GUIDE FL4 SH 6FR,700.00
06010680,CATH 6F WIREGUIDE FR4 RUNWAY,950.00
06010698,GUIDEWIRE WISE 6FR FR 4.5,950.00
06010706,CATH GUIDE FR4 SH 6FR,700.00
06010714,GUIDE CATH 6FR JR5,700.00
06010722,CATH WISEGUIDE 6F AL1 SH APC,700.00
06010730,GUIDE AR1 6FR,700.00
06010748,GUIDE AR2 6FR,700.00
06010755,GUIDE RCB 6FR,700.00
06010763,GUIDE LCB 6FR,700.00
06010771,CATH WISEGUIDE 6F FR4 SH APC,573.00
06010789,CATH WISEGUIDE 6F KIMNY SH APC,950.00
06010847,DILATOR HYDROPHYLIC COAT 12FR,66.00
06010888,FILTER SYR MICRON  MILLIX 0.22,19.00
06010896,AGENT CLEANING BLOOD GAS,84.00
06010904,DILUENT BLOOD GAS MACHINE,128.00
06010912,SOLUTION ZEROING,195.00
06010920,STANDARD CALDYE REF BLOOD GAS,1382.00
06010938,PROBE WIPER KIT 682,632.00
06010946,KIT PUMP WINDING 682,683.00
06010953,KIT TUBING 682,3565.00
06010961,MULTI 4 COOX LEV1 1.7ML,32.00
06010979,MLT4 COOX CNTRL L2 1.7ML,32.00
06010995,CONTROL CO OXIMETER MULTI 4,45.00
06011001,CUVETTE LOW RANGE,19.00
06011019,HEMOCHROM JR N,196.00
06011027,HEMOCHROM JR A,196.00
06011035,CATH TFE COAT CRV .028INx260CM,160.00
06011043,GUIDEWIRE BALANCE .014X300,659.00
06011050,GUIDEWIRE CNOICE PT 0.014X 300,51.00
06011068,GUIDEWIRE CATH LAB 0.025X180CM,2108.00
06011076,GUIDEWIRE CATH LAB 0.035X150CM,1339.00
06011084,GUIDEWIRE STRAIGHT .035INx145C,85.00
06011092,WIRE STRAIGHT 10001,94.00
06011100,WIRE BENTSON,152.00
06011118,STENT DGW .035 FC J3MM 45CM,101.00
06011126,GUIDEWIRE TFE CV 0.035INx145CM,104.00
06011134,GUIDEWIRE JTIP 0.035INx260CM 0,128.00
06011142,GUIDEWIRE MAILMAN SUP 0.014X30,196.00
06011159,GUIDEWIRE ACS HI-T .014X190CM,783.00
06011167,GUIDEWIRE ACS HI-T .014X190CM,659.00
06011175,GUIDEWIRE ACS .014X190,133.00
06011183,GUIDEWIRE ACS HI-T .014X190CM,133.00
06011191,GUIDEWIRE ACS HI-T .014X300CM,659.00
06011209,GUIDEWIRE WHISPER HIGH TORQUE,659.00
06011217,WIRE EXTENTION DOCKING,659.00
06011225,GUIDEWIRE STIFF 0.35X145CM,47.00
06011233,BALLOON CATH INTRA AORTIC,4102.00
06011241,BALLOON INTRAAORTIC 8FR 34CC,5075.00
06011258,CATH BAL INTRAAORTIC 8FR 40CC,5075.00
06011266,KIT IABP 8FR 25CC W/INSERTION,5075.00
06011274,INFLATER MONARCH,635.00
06011282,SHEATH VASCULAR AVANTI PLUS 5F,19.00
06011290,INTRODUCER SI AVANTI 6F W/GW,29.00
06011308,INTRODUCER SI AVANTI 7F W/GW,644.00
06011316,INTRODUCER SI AVANTI 8F W/GW,78.00
06011324,INTRODUCER 6FR 0.038IN 12CM,151.00
06011332,SHEATH 5F VASCULAR LONG,49.00
06011340,SHEATH 6F VASCULAR LONG,49.00
06011357,SHEATH 7F VASCULAR LONG,49.00
06011365,INTRODUCER CATH 8FR LG SPECIAL,125.00
06011373,BALLOON ANGIO DC-20-3-9-100,2507.00
06011381,DEVICE INFLATION SPEC PROC,399.00
06011399,SHEATH FAST CATH 6FR,160.00
06011407,SHEATH FAST CATH 7FR,38.00
06011415,SHEATH FAST CATH 8FR,160.00
06011423,INTRODUCER TRANSSEPT  8FR 60cm,757.00
06011449,KIT PUNCTURE NITIMOL MICRO 5F,236.00
06011456,FORCEP MYOCARDIAL BIOPSY 7FR I,1481.00
06011464,SYRINGE ANGIOGRAPHIC CONTROL,482.00
06011472,SYRINGE 10CC NITRO,406.00
06011480,ELECTRODE A PACING 5FR,2832.00
06011498,ELECTRODE A PACING 6FR,697.00
06011506,CATH 7FR PACEL BIPOLAR PACING,697.00
06011514,CATH NEPHROSTOMY 12F,577.00
06011522,CATH EXTRACTION PRONTO,2855.00
06011530,KIT BIPOLAR SUBCLAVIAN CATH,840.00
06011548,CATH PACE ELECTRODE 6FR 125CM,876.00
06011563,KIT TRANS ARTERY ACCESS 6FR X4,1605.00
06011571,FORCEP MYOCARDIAL BIOPSY 7FR I,1481.00
06011589,SHEATH TRANSCEPTAL MULLINS 8FR,577.00
06011597,SHEATH CATH TRANSSEPTAL W-HEMO,606.00
06011605,STENT JO 19MMX3.5MM,9308.00
06011613,STENT JO 19MMX3.0MM,9569.00
06011621,STENT DRUG ELUDING 2.50X8MM,9569.00
06011639,STENT DRUG ELUDING 3.00X8MM,9569.00
06011647,STENT DRUG ELUDING 3.50X8MM,9569.00
06011654,STENT DRUG ELUDING 2.5X12MM,9569.00
06011662,STENT DRUG ELUDING 3.00X12MM,9569.00
06011670,STENT DRUG ELUDING 3.50X12MM,9569.00
06011688,STENT DRUG ELUDING 2.5X16MM,9569.00
06011696,STENT DRUG ELUDING 3.0MMX16MM,9569.00
06011704,STENT DRUG ELUDING 3.5MMX16MM,9569.00
06011712,STENT DRUG ELUDING 2.5X20MM,9569.00
06011720,STENT DRUG ELUDING 3.0MMX20MM,9569.00
06011738,STENT DRUG ELUDING 3.5MMX20MM,9569.00
06011746,STENT DRUG ELUDING 2.50X24MM,9569.00
06011753,STENT DRUG ELUDING 3.0MMX24MM,9569.00
06011761,STENT DRUG ELUDING 3.50X24MM,9569.00
06011779,STENT DRUG ELUTING 2.75x28MM,9569.00
06011787,STENT DRUG ELUDING 3.00X28MM,9569.00
06011795,STENT DRUG ELUDING 3.50X28MM,9569.00
06011803,STENT DRUG ELUDING 3.0X32MM,9569.00
06011811,STENT DRUG ELUDING 3.50X32MM,9569.00
06011829,STENT BAL OTW EXP 28mm 3.00,5120.00
06011837,STENT BAL OTW EXP 28mm 3.50,5120.00
06011845,STENT BAL OTW EXP 28mm 4.00,5120.00
06011852,STENT BAL OTW EXP 24mm 3.00,5075.00
06011860,STENT BAL OTW EXP 24mm 3.50,5956.00
06011878,STENT BAL OTW EXP 24mm 4.00,5120.00
06011886,STENT BAL OTW EXP 8mm 3.00,5120.00
06011894,STENT BAL OTW EXP 8mm 3.50,5956.00
06011902,STENT BAL OTW EXP 8mm 4.00,5120.00
06011910,CATH BAL OTW PTCA 8mm 5.0,2258.00
06011928,STENT BAL OTW EXP 16mm 3.00,5120.00
06011936,STENT BAL OTW EXP 16mm 3.50,5120.00
06011944,STENT BAL OTW EXP 16mm 4.00,5120.00
06011951,STENT BAL OTW EXP 16mm 4.50,5120.00
06011969,STENT BAL OTW EXP 16mm 5.00,5120.00
06011977,STENT BAL OTW EXP 20mm 3.00,5120.00
06011985,STENT BAL OTW EXP 20mm 3.50,5120.00
06011993,STENT BAL OTW EXP 20mm 4.00,5120.00
06012009,STENT BAL OTW EXP 20mm 4.50,5120.00
06012017,STENT BAL OTW EXP 20mm 5.00,5956.00
06012025,STENT BAL OTW EXP 8mm 2.50,5120.00
06012033,STENT BAL OTW EXP 12mm 2.50,5120.00
06012041,STENT BAL OTW EXP 16mm 2.50,5120.00
06012058,STENT BAL OTW EXP 20mm 2.50,5120.00
