Hospital,Description,Std Price
UPMC McKeesport,ANTIGEN QUALITATIVE STOOL,172.00
UPMC McKeesport,ANTIGEN TYPING PATIENT,78.50
UPMC McKeesport,ANTIGLIADIN AB IGA PNL 2860,117.00
UPMC McKeesport,ANTIGLIADIN AB IGG PNL 2860,117.00
UPMC McKeesport,ANTIGLIADIN ANTIBODY IGA P2784,117.00
UPMC McKeesport,ANTIGLIADIN ANTIBODY IGG P2784,117.00
UPMC McKeesport,ANTI-GLUTAMATE DECARBOXYLASE,358.00
UPMC McKeesport,ANTI-HMGCR AB,117.00
UPMC McKeesport,ANTI-INHIB COAG HUM-FEIBA VH,23.25
UPMC McKeesport,ANTI-LIVER/KIDNEY MICROSOML AB,354.00
UPMC McKeesport,ANTI-MULLERIAN HORMONE FEMALE,165.00
UPMC McKeesport,ANTIMYELOPEROXIDASE AB(P-ANCA),94.00
UPMC McKeesport,ANTI-NUCLEAR AB BODY FLUID,460.00
UPMC McKeesport,ANTINUCLEAR ANTIBODIES P8130,460.00
UPMC McKeesport,ANTI-PHOSPHATID ANTIBODY P3375,354.00
UPMC McKeesport,ANTIPHOSPHATIDYLSERINE IGG,354.00
UPMC McKeesport,ANTIPHOSPHOLIPID ANTIBODIES,275.00
UPMC McKeesport,ANTIPLASMIN,306.00
UPMC McKeesport,ANTIPLATELET AB INDIRECT IGG,118.00
UPMC McKeesport,ANTIPSYCHOTIC NOS 1-3,181.00
UPMC McKeesport,ANTI-RETICULIN AB IGA PL 2860,109.00
UPMC McKeesport,ANTI-SM ANTIBODY,134.00
UPMC McKeesport,ANTI-SM ANTIBODY PNL 2764,134.00
UPMC McKeesport,ANTI-SM/RNP ANTIBODY PNL 2764,134.00
UPMC McKeesport,ANTITHROMBIN III ANTIGEN,286.00
UPMC McKeesport,ANTITHROMBIN III(A III ACTVY),302.00
UPMC McKeesport,ANTI-THYROGLOBULIN AB PNL 2554,155.00
UPMC McKeesport,ANTI-THYROID PEROXIDASE PL2554,354.00
UPMC McKeesport,AORTA ABD & BILAT FEMORAL XRAY,3382.00
UPMC McKeesport,AORTA ASCENDING CRYOLIFE,15939.00
UPMC McKeesport,AORTOGRAPHY ABDOMINAL,3371.00
UPMC McKeesport,AORTOGRAPHY THOR SERIAL,3371.00
UPMC McKeesport,APC GENE KNOWN FAM VAR (NGS),51.25
UPMC McKeesport,APC RESISTANCE,245.00
UPMC McKeesport,APIXABAN 2.5MG TAB,16.75
UPMC McKeesport,APIXABAN 5MG TAB,16.75
UPMC McKeesport,APL LEUKOREDUCED,606.00
UPMC McKeesport,APL LEUKOREDUCED IRRADIATED,787.00
UPMC McKeesport,APLIGRAF - PER 44SQ CM,7243.00
UPMC McKeesport,APOLIPOPROTEIN A-1,158.00
UPMC McKeesport,APOLIPOPROTEIN A1 PNL 1720,158.00
UPMC McKeesport,APOLIPOPROTEIN B,158.00
UPMC McKeesport,APOLIPOPROTEIN B PNL 1720,158.00
UPMC McKeesport,APOLIPOPROTEIN P9445,158.00
UPMC McKeesport,APOLIPROPROTEIN EACH P4483,158.00
UPMC McKeesport,APP DYNAMIC SPLINT SHORTARM,321.00
UPMC McKeesport,APPARATUS MINI SYNTHES,16242.00
UPMC McKeesport,APPL MLTLYR COMPRS LWR LEG LT,713.00
UPMC McKeesport,APPL MLTLYR COMPRS LWR LEG RT,713.00
UPMC McKeesport,APPL SHORT LEG CAST,737.00
UPMC McKeesport,APPL TISSUE GLUE CORNEA/SCLERA,6014.00
UPMC McKeesport,APPLIC INTERDENTAL DEVICE,3823.00
UPMC McKeesport,APPLICATION OF LONG ARM CAST,1178.00
UPMC McKeesport,APPLICATOR DISSECT RIGID ERBE,1516.00
UPMC McKeesport,APPLICTR SEAL AIR ASSIST AXIOM,742.00
UPMC McKeesport,APPLIER CLIP ENDO 5MM TELEF,438.00
UPMC McKeesport,APPLIER CLP 10MM X-LG WECCLOSY,6080.00
UPMC McKeesport,APPLIER CLP LIGTG ABSRBLE ETHI,14159.00
UPMC McKeesport,APPLIER CLP LIGTG END 5MM WECC,5322.00
UPMC McKeesport,APPLIER CLP LIGTG ENDO USSUR,979.00
UPMC McKeesport,APPLIER CLP OPN 11IN WECCLOSYS,778.00
UPMC McKeesport,APPLIER CLP RNEY SCALP CODMASH,1424.00
UPMC McKeesport,APPLIER ENDO AUTO 5MM WECCLOSY,464.00
UPMC McKeesport,APPLIER RT ANGLED CLIP USSURGI,828.00
UPMC McKeesport,APPLY FINGER SPLINT STATIC,361.00
UPMC McKeesport,APPLY FOREARM SPLINT,511.00
UPMC McKeesport,APPLY INTERSTIT RADIAT COMPL,9515.00
UPMC McKeesport,APPLY LONG ARM SPLINT,713.00
UPMC McKeesport,APPLY LONG LEG SPLINT,1827.00
UPMC McKeesport,APPLY LOWER LEG SPLINT,713.00
UPMC McKeesport,APPLY UNNA BOOT LT,610.00
UPMC McKeesport,APPLY UNNA BOOT RT,610.00
UPMC McKeesport,APREPITANT 10MG INJ,58.25
UPMC McKeesport,APREPITANT 1MG INJ,5.75
UPMC McKeesport,APREPITANT 40MG CAPSULE,396.00
UPMC McKeesport,APT TEST,74.50
UPMC McKeesport,APTT (BASELINE) PNL 5464,280.00
UPMC McKeesport,APTT MIX,117.00
UPMC McKeesport,AQUAPHOR HEALING OINT 50GM TOP,16.00
UPMC McKeesport,ARFORMOTEROL 15MCG/2ML INH,28.50
UPMC McKeesport,ARGATROBAN 100MG/ML 2.5ML VIAL,5789.00
UPMC McKeesport,ARGININE VASOPRESSIN,465.00
UPMC McKeesport,ARIPIPRAZOLE 10MG TAB,120.00
UPMC McKeesport,ARIPIPRAZOLE 15MG TAB,91.00
UPMC McKeesport,ARIPIPRAZOLE 20MG TAB,151.00
UPMC McKeesport,ARIPIPRAZOLE 2MG TABLET,106.00
UPMC McKeesport,ARIPIPRAZOLE 30MG TABLET,198.00
UPMC McKeesport,ARIPIPRAZOLE 400MG INJ SDV,6022.00
UPMC McKeesport,ARIPIPRAZOLE 5MG TAB,276.00
UPMC McKeesport,ARIPIPROZOLE 300MG EX RE  INJ,9454.00
UPMC McKeesport,ARM ARTICULATING OFFSET RRMED,2986.00
UPMC McKeesport,ARM MALE 01810 EBIMED,9644.00
UPMC McKeesport,ARMODAFINIL 150MG TAB,45.50
UPMC McKeesport,ARMODAFINIL 50MG TAB,20.50
UPMC McKeesport,ARSENIC 24HR URINE PNL 5331,209.00
UPMC McKeesport,ARSENIC BLOOD PNL 2787,209.00
UPMC McKeesport,ARSENIC P3896,158.00
UPMC McKeesport,ARSENIC P4966,209.00
UPMC McKeesport,ARSENIC RAND URINE PNL 1750,223.00
UPMC McKeesport,ARSENIC RANDOM URINE,209.00
UPMC McKeesport,ARTERAL LINE PLACEMENT,3969.00
UPMC McKeesport,ARTERIAL CATH/CANNUL PERCUTAN,522.00
UPMC McKeesport,ARTERIAL PUNCTURE,243.00
UPMC McKeesport,ARTERIO FEMORAL UNILAT LT,3371.00
UPMC McKeesport,ARTERIO FEMORAL UNILAT RT,3371.00
UPMC McKeesport,ARTERIO-PULMONARY LT,4341.00
UPMC McKeesport,ARTERIO-PULMONARY RT,4341.00
UPMC McKeesport,ARTERY THORACIC HOMOGRAFT LIFE,20389.00
UPMC McKeesport,ARTH GDRWR KRCH TCR .078X8IN,84.25
UPMC McKeesport,ARTH K-WIRE TRCR THRD .086MM,87.75
UPMC McKeesport,ARTHRO ASP INJ INT J/BU WO US,331.00
UPMC McKeesport,ARTHRO ASP INJ MJR J/BU WO US,331.00
UPMC McKeesport,ARTHRO ASP INJ MJR JO/BU W US,731.00
UPMC McKeesport,ARTHRO ASP INJ SM JO/BU WO US,379.00
UPMC McKeesport,ARTHRO ASP/INJ INTERMED JOINT,331.00
UPMC McKeesport,ARTHRO ASP/INJ MAJOR JOINT,331.00
UPMC McKeesport,ARTHRO ASP/INJ SMALL JOINT,379.00
UPMC McKeesport,ARTHROCENTESIS LG JOINT,331.00
UPMC McKeesport,ARTHROCENTESIS MED JOINT,331.00
UPMC McKeesport,ARTHROGRAM ANKLE,3113.00
UPMC McKeesport,ARTHROGRAM ELBOW,3113.00
UPMC McKeesport,ARTHROGRAM HIP,3113.00
UPMC McKeesport,ARTHROGRAM KNEE,3113.00
UPMC McKeesport,ARTHROGRAM SHOULDER,3113.00
UPMC McKeesport,ARTHROGRAM WRIST,3113.00
UPMC McKeesport,ARTHROSCOPIC ASSISTED REP/REC,7501.00
UPMC McKeesport,ARTICLRSURF LPS ZIMMER VARSZ,8692.00
UPMC McKeesport,ARTICULAR SURF SIZE ZIMMER,11385.00
UPMC McKeesport,ARTICULARSURFACE LPS ZIMMER,8278.00
UPMC McKeesport,ARTICULARSURFACE ZIMMER,6060.00
UPMC McKeesport,ARTICULARSURFACE ZIMMER VARSZ,5393.00
UPMC McKeesport,ARTRX PLT BNE DELT AVUL 5H,2781.00
UPMC McKeesport,ARUP MPL MUTATION,1996.00
UPMC McKeesport,ARUP MYD88 L265P MUTATION,1615.00
UPMC McKeesport,ARYLSULFATASE A LEUK,314.00
UPMC McKeesport,ARZOL SILVER NITRATE APP,1.50
UPMC McKeesport,ASCORBIC ACID 500MG/ML 50ML,24.50
UPMC McKeesport,ASCORBIC ACID 500MG/ML INJ,264.00
UPMC McKeesport,ASENAPINE  5MG SL TAB,43.00
UPMC McKeesport,ASO (ANTI-STREPTOLYSIN O),52.25
UPMC McKeesport,ASP BLADDER W SUPRAPUB CATH,3321.00
UPMC McKeesport,ASP INJ RENAL CYST NDL PERC,2860.00
UPMC McKeesport,ASP/INJ GANGLION CYST,762.00
UPMC McKeesport,ASPERGILLUS AB (IGG) P0218,182.00
UPMC McKeesport,ASPERGILLUS FLAVUS PNL 2775,182.00
UPMC McKeesport,ASPERGILLUS FLAVUS PNL 2968,182.00
UPMC McKeesport,ASPERGILLUS FUMIGATUS AB P2955,182.00
UPMC McKeesport,ASPERGILLUS FUMIGATUS PNL 2775,182.00
UPMC McKeesport,ASPERGILLUS FUMIGATUS PNL 2968,182.00
UPMC McKeesport,ASPERGILLUS NIGER PNL 2775,182.00
UPMC McKeesport,ASPERGILLUS NIGER PNL 2968,182.00
UPMC McKeesport,ASPIR&/OR INJ THYROID CYST,904.00
UPMC McKeesport,ASPIRATION BONE MARROW DIAG,1322.00
UPMC McKeesport,ASPIRATION HEMATOMA,621.00
UPMC McKeesport,ASSAY OF CARNITINE,232.00
UPMC McKeesport,ASSAY OF ESTRADIOL,382.00
UPMC McKeesport,ASSAY URINE CREATININE P2108,109.00
UPMC McKeesport,ASSEMBLY KIT TITON MENTOR,2112.00
UPMC McKeesport,AT III ACTIVITY,302.00
UPMC McKeesport,ATAZANAVIR 300MG CAPSULE,262.00
UPMC McKeesport,ATAZANAVIR SULFATE 150MG CAP,77.50
UPMC McKeesport,ATENOLOL 100MG TABLET,1.00
UPMC McKeesport,ATENOLOL 25MG TAB,4.50
UPMC McKeesport,ATENOLOL 50MG TAB,4.50
UPMC McKeesport,ATEZOLIZUMAB 10MG INJ,272.00
UPMC McKeesport,ATEZOLIZUMAB 10MG/ML INJ,260.00
UPMC McKeesport,ATEZOLIZUMAB 60MG/ML 20ML SDV,31108.00
UPMC McKeesport,ATOMOXETINE 25MG CAPSULE,31.50
UPMC McKeesport,ATOMOXETINE 40MG CAPSULE,34.00
UPMC McKeesport,ATOMOXETINE 60MG CAPSULE,30.75
UPMC McKeesport,ATORVASTATIN 10MG TAB,31.50
UPMC McKeesport,ATORVASTATIN 40 MG TAB,43.25
UPMC McKeesport,ATORVASTATIN 80MG TABLET,14.00
UPMC McKeesport,ATOVAQUONE 750MG/5ML 5ML LIQ,63.50
UPMC McKeesport,ATROPINE 0.01MG INJ,1.00
UPMC McKeesport,ATROPINE 0.4 MG/ML VIAL 1ML,24.75
UPMC McKeesport,ATROPINE 1% OO 3.5GM OPH,4.50
UPMC McKeesport,ATROPINE 1% SOL 5ML OPH,27.00
UPMC McKeesport,ATROPINE 1MG/10ML SYRINGE INJ,100.00
UPMC McKeesport,ATROPINE 1MG/ML 1ML VIAL INJ,100.00
UPMC McKeesport,ATROPINE OPHTH SOL 1% 15ML,15.00
UPMC McKeesport,AUG POST FEM ZIMMER VARS,4187.00
UPMC McKeesport,AUG TIB 5MM ZIMMER,8211.00
UPMC McKeesport,AUGMENT ACETABULAR ZIMMER,19585.00
UPMC McKeesport,AUGMENT BLOCK EXACTECH VAR,5170.00
UPMC McKeesport,AUGMENT DEPUY VARSZ,4088.00
UPMC McKeesport,AUGMENT DISTAL FEMORAL ZIM,1858.00
UPMC McKeesport,AUGMENT FEMORAL BIOMET VARSZ,3864.00
UPMC McKeesport,AUGMENT FEMRL DISTL DEPUYORTHO,4458.00
UPMC McKeesport,AUGMENT TIBIAL 10MM ZIMMER,4187.00
UPMC McKeesport,AUGMENT TIBIAL BIOMET VARSZ,3795.00
UPMC McKeesport,AUGMENTATION POST DEPUY VARSZ,3382.00
UPMC McKeesport,AUGMENTIN 125 MG/5ML 75ML SUS,142.00
UPMC McKeesport,AUGMENTIN 200MG/5ML ORAL,5.25
UPMC McKeesport,AUGMENTIN 250 MG/5ML 75ML SUS,448.00
UPMC McKeesport,AUGMENTIN 250 TAB,7.75
UPMC McKeesport,AUGMENTIN 500 TAB,20.00
UPMC McKeesport,AUGMENTIN 875MG TAB,23.00
UPMC McKeesport,AUGMENTN 600-42.9MG/5ML75ML,436.00
UPMC McKeesport,AUGNERT AUT 50MM ZIMMER,14795.00
UPMC McKeesport,AURALGAN OTIC SOLUTION SOL,73.75
UPMC McKeesport,AUTOMATED CPT INITIAL,364.00
UPMC McKeesport,AUTOMATED CPT SUBSEQUENT,364.00
UPMC McKeesport,AUTOTOME BILIARY RX MICROVASIV,779.00
UPMC McKeesport,AUTOTRANS ZIMMER,451.00
UPMC McKeesport,AV ACCESS,3115.00
UPMC McKeesport,AV ACCESS THROMBECTOMY,5641.00
UPMC McKeesport,AV ACCESS W ANGIOPLASTY REVASC,11215.00
UPMC McKeesport,AVELUMAB (BAVENCIO 10MG/ML),361.00
UPMC McKeesport,AVELUMAB 10MG/ML INJ,254.00
UPMC McKeesport,AVELUMAB(BAVENCIO 200MG/10ML),5428.00
UPMC McKeesport,AVS DEVICE PECK STRYKER,14631.00
UPMC McKeesport,AVULSION ADD NAIL PLATE,436.00
UPMC McKeesport,AZACITIDINE 1MG INJ,28.00
UPMC McKeesport,AZACITIDINE PCI CHARGE,28.00
UPMC McKeesport,AZATHIOPRINE 50MG TAB,17.25
UPMC McKeesport,AZELASTINE HCL .1% 137MCG 30ML,634.00
UPMC McKeesport,AZITHROMYCIN 1GM PKT LIQ,211.00
UPMC McKeesport,AZITHROMYCIN 200MG/5ML 15ML,211.00
UPMC McKeesport,AZITHROMYCIN 200MG/5ML ORAL,16.00
UPMC McKeesport,AZITHROMYCIN 250MG CAP,211.00
UPMC McKeesport,AZITHROMYCIN 500MG VIAL INJ,313.00
UPMC McKeesport,AZITHROMYCIN 600MG TAB,211.00
UPMC McKeesport,AZITHROMYCIN 900MG/22.5ML ORAL,211.00
UPMC McKeesport,AZTREONAM 1GM INJ,186.00
UPMC McKeesport,AZTREONAM 2GM INJ,260.00
UPMC McKeesport,AZTREONAM/D5W 1GM INJ,186.00
UPMC McKeesport,AZTREONAM/D5W 2GM INJ,239.00
UPMC McKeesport,B B MICROPUNCT INTRO SHEATH,219.00
UPMC McKeesport,B BURGDORFERI DNA PCR BLOOD,393.00
UPMC McKeesport,B CELLS TOTAL COUNT P1360,337.00
UPMC McKeesport,B HENSELAE IGG TITER,117.00
UPMC McKeesport,B LACTOGLOBULIN ALLERGEN P5416,73.75
UPMC McKeesport,B PERTUSSIS DNA PCR,1091.00
UPMC McKeesport,B QUINTANA,117.00
UPMC McKeesport,B QUINTANA IGM TITER,117.00
UPMC McKeesport,B. PARAPERTUSSIS AG PNL 5395,265.00
UPMC McKeesport,B. PERTUSSIS AG PNL 5395,265.00
UPMC McKeesport,B2 GLYCOPROTEIN 1 AB IGA,299.00
UPMC McKeesport,B2 GLYCOPROTEIN 1 AB IGG,299.00
UPMC McKeesport,B2 GLYCOPROTEIN I (IGG/A/M),299.00
UPMC McKeesport,B2 GLYCOPROTEIN I AB (IGM),299.00
UPMC McKeesport,BABCOCK ENDO 5MM ETHICON,818.00
UPMC McKeesport,BABESIOSIS ANTIBODY IGG PL5363,161.00
UPMC McKeesport,BABESIOSIS ANTIBODY IGM PL5363,161.00
UPMC McKeesport,BACITRACIN 50000U VIAL INJ,126.00
UPMC McKeesport,BACITRACIN 50000UNITS/NS 500,30.00
UPMC McKeesport,BACITRACIN OINT 3.5GM OPH,214.00
UPMC McKeesport,BACITRACIN/POLY/NS 500ML IRR,59.75
UPMC McKeesport,BACITRACIN/POLYM/NS 1000ML IRR,56.50
UPMC McKeesport,BACLOFEN,147.00
UPMC McKeesport,BACLOFEN 10MG TAB,4.50
UPMC McKeesport,BACLOFEN 20MG TABLET,4.50
UPMC McKeesport,BACTERIAL ID AEROBE,83.00
UPMC McKeesport,BACTERIAL ID ANAEROBIC,172.00
UPMC McKeesport,BACTERIAL PANEL MIC,127.00
UPMC McKeesport,BACTERIAL PANEL MIC PER PLATE,127.00
UPMC McKeesport,BALLOON 9F ARROW,4546.00
UPMC McKeesport,BALLOON ANGIO CATH,1094.00
UPMC McKeesport,BALLOON CUTTING,3499.00
UPMC McKeesport,BALLOON DIL TYSHAK BBRAMED VAR,1936.00
UPMC McKeesport,BALLOON EXTRA VIEW OVAL USSURG,909.00
UPMC McKeesport,BALLOON FUSION EXTRACT WILCO,619.00
UPMC McKeesport,BALLOON HURRICANE DIL MIC VAR,905.00
UPMC McKeesport,BALLOON INFL BONE EX KYPN VARS,6498.00
UPMC McKeesport,BALLOON MENCINI DBL COOK,597.00
UPMC McKeesport,BALLOON OCCLUSION MEDITEC VARS,1055.00
UPMC McKeesport,BALLOON PUMP INSERTION,2660.00
UPMC McKeesport,BALLOON REPL BUTTON BOST VAR,306.00
UPMC McKeesport,BALLOON REPLACEMENT 14FR MICRO,126.00
UPMC McKeesport,BALLOON RETRACTION BSTN SCT,819.00
UPMC McKeesport,BALLOON SDS PTA BOSTON VARSZ,1094.00
UPMC McKeesport,BALLOON SIZING 34MM BARMEDINC,1761.00
UPMC McKeesport,BALLOON WILCOOMED VARSZ,535.00
UPMC McKeesport,BALLOON XXL MEDITECH VARSZ,3319.00
UPMC McKeesport,BALLOON ZMED BBRAMEDICA VARSZ,2402.00
UPMC McKeesport,BALLOONS RETRIEVAL,785.00
UPMC McKeesport,BALSALAZIDE 750MG CAP,1.50
UPMC McKeesport,BANANA IGE,73.75
UPMC McKeesport,BAND ANNUL HRT VALVE STJUD VAR,7807.00
UPMC McKeesport,BAND ANNULOPLASTY EDWARDLIFE,22960.00
UPMC McKeesport,BAR CONNECTING EXT FIX RRMED,1152.00
UPMC McKeesport,BAR LONG ORTHOFIX,1381.00
UPMC McKeesport,BAR SUPPORT GUHL ANKLE SMINE,2472.00
UPMC McKeesport,BAR T SHAPE SPNL SOFDANGROU,855.00
UPMC McKeesport,BAR TIBIAL LOCKING BIOMET,677.00
UPMC McKeesport,BARBITURATES BLOOD QUANTITVE,134.00
UPMC McKeesport,BARBITURATES/URINE,519.00
UPMC McKeesport,BARD UNIV MICROINTRO KIT (5FR),372.00
UPMC McKeesport,BARE METAL STENT,14250.00
UPMC McKeesport,BARIUM,223.00
UPMC McKeesport,BARIUM SULFATE 450ML LIQ,10.50
UPMC McKeesport,BARTONELLA DNA PCR,373.00
UPMC McKeesport,BARTONELLA HENSELAE IGG PL2982,117.00
UPMC McKeesport,BARTONELLA HENSELAE IGM PL2982,117.00
UPMC McKeesport,BARTONELLA QUINTANA IGG PL2982,117.00
UPMC McKeesport,BARTONELLA QUINTANA IGM PL2982,117.00
UPMC McKeesport,BASEMENT MEMB ZONE ABDY P5497,109.00
UPMC McKeesport,BASEPLATE GLEN EQUINX EXACT,5002.00
UPMC McKeesport,BASEPLATE GLENOID REV TORNIER,5466.00
UPMC McKeesport,BASEPLATE PRIM CEM FIX STR VAR,7011.00
UPMC McKeesport,BASEPLATE TIB ATTUN VAR DEPUY,2274.00
UPMC McKeesport,BASEPLATE TIB CEM VARSZ DEPUY,3143.00
UPMC McKeesport,BASEPLATE TIB OPTETRK EXAC VAR,2708.00
UPMC McKeesport,BASEPLATE TIBIAL MOD DEBUYORTH,6808.00
UPMC McKeesport,BASEPLATE TIBIAL PRIM #6 HOWME,8484.00
UPMC McKeesport,BASEPLATE TIBIAL STRYKBIOTE,6074.00
UPMC McKeesport,BASEPLATE TIBL CEMNTD TY DEPUY,10812.00
UPMC McKeesport,BASEPLATE TIBL COBL DEPUYORTHO,13023.00
UPMC McKeesport,BASIC ARM SLING (ADULT),35.50
UPMC McKeesport,BASIC METABOLIC PANEL,265.00
UPMC McKeesport,BASKET EXT WEB WILLCOOMED,765.00
UPMC McKeesport,BASKET GEMINI STONE BOST VARSZ,984.00
UPMC McKeesport,BASKET HELICAL 4 MICROVASIV,984.00
UPMC McKeesport,BASKET LITHO MONO TRAP 3CM BOS,1963.00
UPMC McKeesport,BASKET LITHOTRIPTOR 26MM OLY,1918.00
UPMC McKeesport,BASKET LITHOTRIPTOR OLYMP VARS,1496.00
UPMC McKeesport,BASKET RETRVL TRAPEZ MICR VARS,1265.00
UPMC McKeesport,BASKET SOFT WIRE WILCOOMED,1354.00
UPMC McKeesport,BASKET STNE RETRVL ROTAT OLYMP,1116.00
UPMC McKeesport,BASKET STNE RETRVL URETRL COOK,475.00
UPMC McKeesport,BASKET STONE GEMINI BOSTON,727.00
UPMC McKeesport,BASKET STONE GEMINI BOSTOSCIEN,1097.00
UPMC McKeesport,BASKET STONE MICROVASIVE VARSZ,860.00
UPMC McKeesport,BASKET STONE RETRIEVAL CONMED,896.00
UPMC McKeesport,BASKET STONE RETRIEVAL MICROVA,984.00
UPMC McKeesport,BASKET STONE ZERO TIP BOST SCI,1401.00
UPMC McKeesport,BASKET WEB EXTRACTN 4WIRE WILC,765.00
UPMC McKeesport,BASKET WILCOOMEDI VARSZ,765.00
UPMC McKeesport,BASKET WIRE IMMOB LITHO MICROV,707.00
UPMC McKeesport,BATTERY CASING SYNTHES,6476.00
UPMC McKeesport,BATTERY NICKEL CADMIUM STRYKER,1130.00
UPMC McKeesport,BATTERY PACK STERILE SYNTH,973.00
UPMC McKeesport,BAX LAC RINGERS 0.9% 1000ML BG,3.75
UPMC McKeesport,BAX SOD CHLOR 0.9% 1000ML BG,3.75
UPMC McKeesport,BCR/ABL1 GENE MAJOR BP,1235.00
UPMC McKeesport,BCR/ABL1 GENE MINOR BP,1235.00
UPMC McKeesport,BD BARI LOW AIR LOSS MTRS,89.25
UPMC McKeesport,BEARING BIOMET VARSZ,2637.00
UPMC McKeesport,BEARING KNEE MENISCAL BIOMET,3652.00
UPMC McKeesport,BEARING TIBIAL MENISCAL BIOM,1749.00
UPMC McKeesport,BECLOMETHASONE 40MCG 7.3 GM,245.00
UPMC McKeesport,BECLOMETHASONE 80MCG 8.7GM,545.00
UPMC McKeesport,BED AIR TRNSFR DVC RNTL,146.00
UPMC McKeesport,BED BARI FLUID IMM MATTRS,205.00
UPMC McKeesport,BED BARI LIFT RNTL EACH,204.00
UPMC McKeesport,BED BARI RCLNR RNTL EA,163.00
UPMC McKeesport,BED BARI RENTAL EACH,530.00
UPMC McKeesport,BED BARI SHTTL CHR EACH,147.00
UPMC McKeesport,BED BARI TALL EACH,317.00
UPMC McKeesport,BED CLINITRON RITE-HITE RENTAL,530.00
UPMC McKeesport,BED CRTCL CARE RNTL EA,959.00
UPMC McKeesport,BED FLUID IMM MATTRS,95.50
UPMC McKeesport,BED LOW AIR LOSS MTTRSS RPLC,49.75
UPMC McKeesport,BED LOW AIR LOSS RNTL,227.00
UPMC McKeesport,BED POSEY KCI RNTL,273.00
UPMC McKeesport,BED POSEY NET RENTAL,273.00
UPMC McKeesport,BED ROTOPRONE RNTL,1729.00
UPMC McKeesport,BED SIZEWISE EXTRA TALL RNTL,317.00
UPMC McKeesport,BED VAC ATS KCI RNTL EA,357.00
UPMC McKeesport,BEDAQUILINE 100MG TAB,508.00
UPMC McKeesport,BENADRYL 50 MG INJ,10.75
UPMC McKeesport,BENADRYL ITCH STOPPING CREAM,15.00
UPMC McKeesport,BENADRYL UP TO 50 MG INJ,10.75
UPMC McKeesport,BENAZEPRIL 10 MG TAB,7.25
UPMC McKeesport,BENAZEPRIL 20MG TABLET,13.50
UPMC McKeesport,BENDAMUSTINE 1MG/ML VL,110.00
UPMC McKeesport,BENDAMUSTINE HCL 1MG INJ,79.75
UPMC McKeesport,BENDAMUSTINE(BENDEKA) 1MG/ML,79.75
UPMC McKeesport,BENDEKA 1MG INJ,83.25
UPMC McKeesport,BENDEKA 1MG PCI INJ,79.75
UPMC McKeesport,BENRALIZUMAB 1MG INJ,502.00
UPMC McKeesport,BENZOCAINE 10% 5.3GM ORAL JET,14.50
UPMC McKeesport,BENZOCAINE 20% SGL SPRAY 1ML,1.00
UPMC McKeesport,BENZODIAZEPINE BATTERY,253.00
UPMC McKeesport,BENZODIAZEPINES/URINE,253.00
UPMC McKeesport,BENZONATATE 100MG TAB,1.50
UPMC McKeesport,BENZTROPINE 0.5MG TAB,1.50
UPMC McKeesport,BENZTROPINE 1MG TAB,4.50
UPMC McKeesport,BENZTROPINE 2MG TAB,4.50
UPMC McKeesport,BENZTROPINE 2MG/2ML INJ,79.00
UPMC McKeesport,BERMUDA ALLERGEN,73.75
UPMC McKeesport,BERMUDA ALLERGEN PNL 2515,73.75
UPMC McKeesport,BERMUDA ALLERGEN PNL 5340,73.75
UPMC McKeesport,BERTHOLETIA EXCELSA RECOM IGE,73.75
UPMC McKeesport,BESPONSA 0.9MG SDV INJ,63034.00
UPMC McKeesport,BETA 2 GLYCOPROTEIN I ABS,299.00
UPMC McKeesport,BETA 2 GLYCOPROTEIN P3375,299.00
UPMC McKeesport,BETA 2 MICROGLOBULIN,306.00
UPMC McKeesport,BETA 2 MICROGLOBULIN URINE,306.00
UPMC McKeesport,BETA HYDROXYBUTYRATE POC,78.50
UPMC McKeesport,BETA-2 TRANSFERRIN,222.00
UPMC McKeesport,BETADINE OPHTH PREP 5% 30ML,80.00
UPMC McKeesport,BETA-HCG SERUM QN TUMOR MARKER,236.00
UPMC McKeesport,BETAMETHASONE CR 0.05% 15G TOP,120.00
UPMC McKeesport,BETAMETHASONE MAL.C/0 45GM TOP,112.00
UPMC McKeesport,BETAMETHASONE MAL.C/O 15GM TOP,57.75
UPMC McKeesport,BETAMETHASONE.0.1 OINT 15GM TP,58.00
UPMC McKeesport,BETAXOLOL S 0.25% EYE 10ML,933.00
UPMC McKeesport,BETHANECHOL CL 10 MG TAB,4.50
UPMC McKeesport,BETHANECHOL CL 25 MG TAB,14.50
UPMC McKeesport,BETHKIS INH SLN 300MG/4ML,174.00
UPMC McKeesport,BEVACIZUMAB 100MG/4ML VIAL INJ,3506.00
UPMC McKeesport,BEVACIZUMAB 10MG INJ,352.00
UPMC McKeesport,BEVACIZUMAB INJ 10MG/ML 400MG,313.00
UPMC McKeesport,BEVACIZUYMAB 10MG/.4ML(PCI),352.00
UPMC McKeesport,BEVYXXA 40MG ORAL CAP,48.50
UPMC McKeesport,BEVYXXA 80MG ORAL CAP,48.50
UPMC McKeesport,BHCG TUMOR/PREG QUANT,236.00
UPMC McKeesport,BICALUTAMIDE 50MG TAB,158.00
UPMC McKeesport,BICARBONATE URINE,109.00
UPMC McKeesport,BIKTARVY 50-200-25MG TAB,300.00
UPMC McKeesport,BIL LOW EXT ART FLLW TREADMILL,454.00
UPMC McKeesport,BILE ACIDS FRACTIONATED&TOTAL,216.00
