Standard Hospital Charge, Unit Price 
BIOPSY-BREAST 1ST CLIP PLACEMENT U/S," $3,379.00 "
BIOPSY-BREAST ADDL CLIP PLACEMENT STEREO," $3,450.00 "
BIOPSY-BREAST ADDL CLIP PLACEMENT U/S," $3,049.00 "
BIOPTONE 6F 50CM STRAIGHT C, $528.00 
BIOPTONE LONG 105CM-ARGON, $479.00 
BITHERMAL CALORIC VESTIBULAR TEST, $456.00 
BIV LEAD ONLY," $24,308.00 "
BK ALIGNABLE SYSTEM-L5910, $686.00 
BK CUFF SUSPENSION, $125.00 
BK FLEX SOCKET/FRAME-L5645," $1,511.00 "
BK MOLD SOCKET SHIN SACH FT," $3,945.00 "
BK MOLDED SOCKET EXOSKELE," $4,073.00 "
BK ULTRA-LIGHT MATERIAL-TIT, $801.00 
BLD OCCULT QUAL;FECES 1-3, $41.00 
BLD PRODUCT IRRADIAT EA U, $112.00 
BLINK REFLEX STUDIES, $219.00 
BLOOD COLLECTION/ADMIN SUPPLY L, $174.00 
BLU-BITE HP FAST SET SUPPLY, $37.00 
BLUNT NDLS HAWKINS-AKINS 10-20CM, $116.00 
BOLTON RELAY PRO; G040175," $15,000.00 "
BOLUS DESIGN & FABRICATION, $699.00 
BONE BIOPSY KIT - KYPHON," $4,077.00 "
BONE BIOPSY KIT - KYPHON," $4,535.00 "
"BONE BIOPSY,EXCISIONAL DEEP"," $2,468.00 "
"BONE BIOPSY,EXCISIONAL SUPERF"," $3,012.00 "
"BONE BIOPSY,TROCAR/NEEDLE DEEP"," $2,711.00 "
"BONE BIOPSY,TROCAR/NEEDLE SUPERF"," $1,421.00 "
BONE CONDUCTION DEVICE FITTING, $327.00 
BONE IMAGING (SPECT)," $1,628.00 "
"BONE IMAGING, 3 PHASE"," $1,669.00 "
"BONE IMAGING, WHOLE BODY"," $1,676.00 "
BONE MARROW BIOPSY & ASPIRATION," $1,349.00 "
BONE MARROW BIOSPY SUPPLIES, $492.00 
BONE MARROW COLLECTION SUPPLY, $190.00 
"BONE MARROW IMAGING, LIMITED"," $1,122.00 "
"BONE MARROW/STEM TRANSPLANT,ALLOGENIC"," $30,444.00 "
"BONE MARROW/STEM TRANSPLANT,AUTOLOGOUS"," $3,928.00 "
BONOPTY BIOPSY SET, $319.00 
BOS-P PROSE INITIAL DEVICE," $2,609.00 "
BOS-P PROSE REPLACE DEVICE," $1,539.00 "
BOWEL IMAGING (MECKLES)," $1,096.00 "
BOWEL MANAGEMENT SYSTEM, $249.00 
BRACES/SUPPORT APPARATUS SUPPLY L, $153.00 
BRACHYTHERAPY ISODOSE PLAN COMPLEX," $10,673.00 "
BRACHYTHERAPY ISODOSE PLAN INTERMEDIATE," $9,822.00 "
BRACHYTHERAPY ISODOSE PLAN SIMPLE," $9,397.00 "
BRACHYTHERAPY NEEDLE EACH, $132.00 
BRAF V600E/V600K MUTATIONS, $795.00 
BRAIN IMAGING < 4 STATIC VIEWS W VASCULAR FLOW," $1,754.00 "
BRAIN IMAGING PET METABOLIC," $4,853.00 "
BRAIN IMAGING TOMOGRAPHIC SPECT," $1,854.00 "
BRAIN SHUNT TUBE/RESERVOIR INJECTION, $915.00 
BRAIN STEREOT RADSRG 1-SES," $11,716.00 "
BRCA 1 & 2 DEL/DUP TIER 2 PANEL," $1,323.00 "
BRCA 1 & 2 TIER 1 PANEL," $2,402.00 "
BRCA MUTATION PANEL," $3,651.00 "
BRCA1 DEL/DUP, $668.00 
BRCA1F FAMILIA GENE, $435.00 
BRCA2  GENE SEQUENCING," $1,479.00 "
BRCA2 DEL/DUP, $648.00 
BRCA2F FAMILIA GENE, $435.00 
"BRCAJ 185DELAG, 5385INSC, 6174DELLT VARIANTS", $590.00 
BREAST PROSTHESIS MASTECTOMY FORM, $336.00 
BREAST PROSTHESIS W/OUT ADHESIVE L8030, $577.00 
BREAST PROSTHESIS WITH ADHESIVE L8031, $664.00 
BREATH HYDROGEN TEST, $677.00 
"BRIEF EMOTIONAL/BEHAVIORAL ASSES W/SCORING,DOCUMENT, PER STD INSTRUMENT", $32.00 
BRONCHODIL RESP PRE/PST ADM, $594.00 
BRONCHOSCOPY (EBUS) DIAGNOSTIC/ THERAPEUTIC," $2,756.00 "
BRONCHOSCOPY (EBUS) SAMPLING 1-2 NODES," $4,574.00 "
BRONCHOSCOPY (EBUS) SAMPLING 3 OR MORE NODES," $5,337.00 "
"BRONCHOSCOPY,BIOPSY"," $2,972.00 "
"BRONCHOSCOPY,COMPUTER ASSIST/IMAGE-GUIDED NAVIGATION"," $3,159.00 "
"BRONCHOSCOPY,DIAGNOSTIC"," $1,930.00 "
"BRONCHOSCOPY,DIAGNOSTIC W BRUSH"," $2,600.00 "
"BRONCHOSCOPY,DIAGNOSTIC W LAVAGE"," $2,651.00 "
"BRONCHOSCOPY,PLACEMENT FIDUCIAL MARKERS, 1/MULT"," $4,865.00 "
"BRONCHOSCOPY,REMOVE FOREIGN BODY"," $2,994.00 "
"BRONCHOSCOPY,THERAPUTIC ASPIRATION PULM TREE"," $2,712.00 "
"BRONCHOSCOPY,TRANSBRONCH ASPIRATION BIOPSY"," $3,323.00 "
"BRONCHOSCOPY,TRANSBRONCH BIOPSY"," $2,617.00 "
"BRONCHOSCOPY/LUNG BIOPSY, ADDL"," $1,401.00 "
BRONCHOSCOPY/NEEDLE BIOPSY ADDL," $2,670.00 "
"BRONCO,W/DEST TUMOR,ANY METHOD EXCEPT EXCISION"," $4,585.00 "
BS: RESOLUTION 360 CLIP, $684.00 
BUNDLE OF HIS RECORDING," $5,315.00 "
BURR HOLE(S) FOR IMPLANTING DEVICES," $1,426.00 "
"BX/REMV,LYMPH NODE,DEEP CERV"," $3,531.00 "
CABLE VALVE ACCESSORY SUPPLY M," $3,710.00 "
CABLES/LEADS SUPPLY L, $498.00 
CABLES/LEADS SUPPLY M," $1,433.00 "
CALCIUM ALGINATE CURAS DRES, $3.00 
CANALITH REPOSITIONING, $188.00 
CANNISTER  VACUUM W/FILTER, $34.00 
CANNULA SUPPLY H," $22,500.00 "
CANNULA SUPPLY M," $2,480.00 "
CANNULATION OF A THORACIC DUCT," $1,792.00 "
CANTHOPLASTY; REVISION OF EYELID," $1,927.00 "
CARBON FIDUCIAL MARKER EA, $392.00 
CARDIAC ASSIST (HEARTMATE) EQUIP SURVIVAL RW," $3,139.00 "
CARDIAC ASSIST DEVICE SUPPLY H," $67,050.00 "
CARDIAC ASSIST DEVICE SUPPLY L, $293.00 
CARDIAC BYPASS AND VALVE SUPPLY H," $92,228.00 "
CARDIAC EVAL W/TILT TA EVAL," $1,959.00 "
CARDIAC IMPLANT LOOP RECORD," $16,525.00 "
CARDIAC MRI FOR VELOCITY FLOW MAPPING," $1,120.00 "
CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST," $2,076.00 "
CARDIAC MRI W/O CONTRAST W STRESS IMAGING," $2,444.00 "
CARDIAC MRI W/O THEN W CONTRAST & FURTHER SEQ," $2,462.00 "
"CARDIAC MRI W/O THEN W CONTRAST, W STRESS IMAGING"," $2,613.00 "
CARDIAC OUTPUT CONTINUOUS, $556.00 
CARDIAC REHAB PH 2 STEP DWN, $70.00 
CARDIAC REHAB PHASE 2, $159.00 
CARDIAC REHAB W/O CONTINUOUS ECG, $182.00 
CARDIAC SHUNT IMAGING, $904.00 
CARDIO-DEFIBRILLATOR  DUAL," $65,344.00 "
CARDIOPULMONARY RESUSCITATION (CPR), $911.00 
CARDIOVASCULAR TISSUE/GRAFT SUPPLY H," $76,500.00 "
CARDIOVERSION ELECTIVE EXTE," $1,220.00 "
CAROTID INTIMA-MEDIA THICKNESS EVAL FOR ATHERSCLEROTIC BURDEN, $275.00 
CARTO EXTERNAL REF PATCH," $1,475.00 "
CASE MANAGEMENT, $84.00 
CAST LINER 2 WATERPROOF, $50.00 
CAST LINER 3 WATERPROOF, $76.00 
CAST SHOE  POST OP. MENS, $57.00 
CAST SHOE  POST OP. WOMENS, $60.00 
CAST SPICA, $88.00 
"CAST SUPPLY LONG LEG FIBERGLASS, ADULT", $726.00 
"CAST SUPPLY LONG LEG FIBERGLASS, PEDS", $386.00 
"CAST SUPPLY SHORT LEG FIBERGLASS, ADULT", $413.00 
"CAST SUPPLY SHORT LEG FIBERGLASS, PEDS", $224.00 
CATH  12MM/3CM Z-MED-BBRAUN," $1,854.00 "
CATH  14MM/4CM Z-MED II-BBR," $1,906.00 "
CATH  3FRX65CM PIGTAIL AC, $49.00 
CATH  4F JR 3.5CM CORONARY-, $93.00 
CATH  5F QUAD HRA JOSEPH CU, $379.00 
CATH  5FR 2(30)3 XL INQ DEC," $2,209.00 "
CATH  5FR 2(50)3 XL INQ DEC," $2,209.00 "
CATH  5FRX110CM INQRY DECA," $2,209.00 "
CATH  5FRX115CM LIVEWIRE DE," $2,306.00 "
CATH  6F AMPLTZR R CORNARY-, $69.00 
CATH  6F THERMODILUTION-ARR, $403.00 
CATH  8.5FR AGILIS NXT," $2,569.00 "
CATH  98CM BARD TRANS NDL, $793.00 
CATH  CENTRAL TRIPLE LUMEN, $343.00 
CATH  DIAG CORONARY, $401.00 
CATH  DIAGNOSTIC IMAGING, $61.00 
CATH  DIAGNOSTIC IMAGING, $63.00 
CATH  GUIDING AL1 6FR X 100, $191.00 
CATH  INTRACRANIAL RETR/REP," $8,651.00 "
CATH - MARINER, $151.00 
CATH  THERMODILUTION  BAXTE," $1,188.00 "
CATH  ULSO SOUNDSTAR," $7,692.00 "
CATH  ULSO SOUNDSTAR," $7,709.00 "
CATH  ULTRA ICE," $3,380.00 "
CATH  URODYNAMIC 7F, $233.00 
CATH  VASCULAR DUAL LUMEN, $620.00 
CATH 10MM/3CM TYSHAK II-BBR," $1,621.00 "
CATH 10MM/3CM Z-MED II-BBRA," $1,906.00 "
CATH 12MM/2CM TYSHAK II-BBR," $1,638.00 "
CATH 12MM/4CM TYSHAK II-BBR," $1,670.00 "
CATH 20MM/4CM TYSHAK II-BBR," $1,670.00 "
CATH 3F 5CM SGL LUMEN CVP-M, $180.00 
CATH 4F 50CM CORON ANGIO-AR, $210.00 
CATH 4F 5CM DBL LUMEN ANTI, $180.00 
CATH 4F 65CM PIGTAIL-MERIT, $49.00 
CATH 4F 80CM PIGTAIL-MERIT, $82.00 
CATH 4F CORONARY WEDGE-ARRO, $170.00 
CATH 4F JL 2.5 CORONARY  ME, $80.00 
CATH 4F JL 2.5-CORDIS, $59.00 
CATH 4F JR 2.5 CORONARY MER, $80.00 
CATH 4F NIH CARDIOMAKER-MED, $381.00 
CATH 4F QUAD HRA JOSEPH CV-, $825.00 
CATH 4F SGL LUMEN PICC-MSC, $242.00 
CATH 4FR DUAL LUMEN 5 CM CO, $351.00 
CATH 4FR DUAL LUMEN BARD, $307.00 
CATH 5F .035 80CM MULTITRK-, $143.00 
CATH 5F 50CM CORON ANGIO-AR, $210.00 
CATH 5F 90CM PIGTAIL-MERIT, $82.00 
CATH 5F CORONARY WEDGE-ARRO, $170.00 
CATH 5F DUAL LUMEN PICC-MSC, $291.00 
CATH 5F DUAL LUMEN UMBILIC-, $149.00 
CATH 5F GENSINI-MEDTRONIC, $340.00 
CATH 5F JL 3.5CM CORONAR-ME, $89.00 
CATH 5F JL 4.0CM CORONAR-ME, $89.00 
CATH 5F JR 3.5CM CORONAR-ME, $89.00 
CATH 5F JR 4.0CM CORONAR-ME, $89.00 
CATH 5F NIH CARDIOMAKR-MEDT, $392.00 
CATH 5FRX45CM SPRFLX ARRW, $226.00 
CATH 6F 110CM PIGTAIL-MERIT, $44.00 
CATH 6F 60CM CORON ANGIO-AR, $210.00 
CATH 6F CORONARY WEDGE-ARRO, $176.00 
CATH 6F NIH CARDIOMAKER-MED, $392.00 
CATH 7F CORONARY WEDGE-ARRO, $176.00 
CATH 7F NIH CARDIOMAKR-MEDT, $392.00 
CATH 7MM/2CM TYSHAK II-BBRA," $1,625.00 "
CATH 8F 110CM CORON ANGIO-A, $217.00 
CATH 8F 4MM LG CV THRM ABL," $1,520.00 "
CATH 8F 4MM SM THRM ABL EPT," $3,027.00 "
CATH 8F 4MM STD CV THRM AB," $1,520.00 "
CATH 8MM/2CM TYSHAK II-BBRA," $1,625.00 "
CATH ABL/MAP TEMP D CURVE-B," $7,747.00 "
CATH ABL/MAP TEMP F CURVE-B," $7,747.00 "
CATH ALL PURPOSE DRAINAGE, $215.00 
CATH ATLAS 12X4 & 14X4," $1,133.00 "
CATH BALL DILA 4.5X13MM NON, $768.00 
CATH BALLOON  DILA ADVANCE 18LP, $754.00 
CATH BALLOON  DILA ADVANCE 35LP, $754.00 
CATH BALLOON 12MMX4CM BIB NUMED," $2,325.00 "
CATH BALLOON 20MM/5.5CM BIB NUMED," $2,442.00 "
CATH BALLOON 20MM/5.5CM BIB NUMED," $2,442.00 "
CATH BALLOON 8MM-24MM BIB NUMED," $2,449.00 "
CATH BALLOON DILA Z-MED II 12-25MM," $1,906.00 "
CATH BILIARY DRAINAGE, $405.00 
CATH CELSIUS RMT ABLATION," $3,527.00 "
CATH COOL TIP NAVISTAR," $7,748.00 "
CATH CRYOCATH 9FR 8MM TIP F," $7,044.00 "
CATH CUTTING BALLOON," $3,080.00 "
CATH DORADO BLN 6X4 8X4 10X, $770.00 
CATH DOUBLE LUMEN TEMP  SCH, $343.00 
CATH GUIDING 90CM BALLOON 671, $222.00 
CATH GUIDNG MEDTRONIC 80CM, $343.00 
CATH HEMODIALYSIS LONG TERM, $504.00 
CATH IMPELLA PERC HRT ASST," $67,373.00 "
CATH INTRACARDIAC ECHO ACUN," $8,825.00 "
CATH LEFT HEART W/ VENTRCLG," $9,672.00 "
CATH LT HRT TRANSPT/ TRANSA," $8,541.00 "
CATH MULTITRK 8F .035 100CM, $168.00 
CATH NEPHROSTOMY DRAINAGE, $394.00 
CATH NEURON DELIVERY," $1,816.00 "
CATH OCCLUSION VASC PLUG EM," $3,141.00 "
CATH PACING ESOPHAGEAL PENTAPOLAR 10FR," $1,993.00 "
CATH PLEURX CHEST DRAINAGE," $1,332.00 "
CATH SOFT-VU RIM 4FRX62CM, $72.00 
CATH SUPRAPUBIC CYSTOSCOPIC, $142.00 
CATH TEMP ABL BLAZER II XP, $483.00 
CATH THERMODILUTION 7F-ABBO, $117.00 
CATH THROMBECTOMY SP 6FRX90," $5,300.00 "
CATH TREROTOLA," $2,709.00 "
"CATH, BAL DIL, NON-VASCULAR L", $859.00 
"CATH, BAL DIL, NON-VASCULAR M"," $1,586.00 "
"CATH, EP, COOL-TIP M"," $5,644.00 "
"CATH, EP, OTHR THAN COOL-TIP M"," $4,561.00 "
"CATH, INF, PER/CENT/MIDLINE L", $483.00 
"CATH, INF, PER/CENT/MIDLINE M"," $6,095.00 "
"CATH, INTRA ECHOCARDIOGRAPHY M"," $5,691.00 "
"CATH, INTRAVAS ULTRASOUND M"," $3,230.00 "
"CATH, TRANS ATHERECTOMY, DIR M"," $9,721.00 "
"CATH, TRANSLUMIN ANGIO LASER M"," $9,121.00 "
"CATH, TRANSLUMIN, DRUG-COAT M"," $5,114.00 "
"CATH, UMBILICAL ARTERY", $635.00 
"CATH, VEIN UMBILICAL NEWBORN", $818.00 
"CATH,HEMODIALYSIS,SHORT-TERM  L", $541.00 
CATH/INJECT HYSTEROSALPINGOGRAM, $831.00 
CATH-BERENSTEIN, $88.00 
CATHETER  ANGIOJET," $5,524.00 "
CATHETER  ASPIRATION," $2,863.00 "
CATHETER  ATHERECTOMY," $9,979.00 "
CATHETER  CCO SWAN," $1,705.00 "
CATHETER  CENT LUMEN (LEVEL, $233.00 
CATHETER - CS TRANSSEPTAL," $1,786.00 "
CATHETER  DIAGNOSTIC CORONA, $56.00 
CATHETER  DRAINAGE, $134.00 
CATHETER  FOLEY, $39.00 
CATHETER  FOLEY, $38.00 
CATHETER  GUIDING, $642.00 
CATHETER  GUIDING CORONARY, $355.00 
CATHETER  HALO 360," $4,621.00 "
CATHETER  HALO 90," $4,560.00 "
CATHETER  HOCKEY STICK, $91.00 
CATHETER  IVUS," $2,967.00 "
CATHETER  MAP/ABLATION TEMP," $10,358.00 "
CATHETER  MICROCATHETER," $1,852.00 "
CATHETER  PICC LINE, $584.00 
CATHETER  PICC/ML KIT, $474.00 
CATHETER  ROTABLATOR," $4,125.00 "
CATHETER  SIZING, $141.00 
CATHETER  STRAIGHT/QUICK, $4.00 
CATHETER  STRAIGHT/QUICK, $4.00 
CATHETER  TEMPERATURE TESTE, $136.00 
CATHETER  TEMPERATURE TESTE, $136.00 
CATHETER  TEMPORARY PACING, $388.00 
CATHETER  THERMODILUTION, $206.00 
CATHETER 6F MPA-MEDTRONIC, $36.00 
CATHETER ABLATION 7F(5575MC," $2,239.00 "
CATHETER ANGIOGRAPHIC 5FR*1, $395.00 
CATHETER ARROW CANNON," $1,591.00 "
CATHETER BALLOON DILATATION, $790.00 
CATHETER COOL TIP CHILLI," $5,379.00 "
CATHETER CRYOABLATION," $4,338.00 "
CATHETER DIAGNOSTIC, $757.00 
CATHETER DIAGNOSTIC PERIPHE, $286.00 
CATHETER DUODECAPOLAR," $4,077.00 "
CATHETER DX MULTIPACK 5FR/6, $158.00 
CATHETER DX MULTIPACK 5FR/6, $141.00 
CATHETER EMBOLECTOMY/THROMBECTOMY H," $20,193.00 "
CATHETER EMBOLECTOMY/THROMBECTOMY L, $463.00 
CATHETER EMBOLECTOMY/THROMBECTOMY M," $5,164.00 "
CATHETER EPT ABLATION," $2,997.00 "
CATHETER FOGERTY, $112.00 
CATHETER GUIDE AND/OR INFUS, $474.00 
CATHETER GUIDE CUT AWAY, $546.00 
CATHETER GUIDING PERIPHERAL, $324.00 
CATHETER HI RIGHT ATRIAL BA," $1,098.00 "
CATHETER INFUSION, $541.00 
CATHETER INTRAVASCULAR IVUS," $2,955.00 "
CATHETER KUMPE, $108.00 
CATHETER LASER," $1,209.00 "
CATHETER LASSO," $3,789.00 "
CATHETER MAPPING ENSITE EC1," $8,092.00 "
CATHETER MAPPING ESOPHAGEAL PROBE," $1,455.00 "
CATHETER NAVISTAR 4MM RMT," $8,222.00 "
CATHETER NEOSTAR," $1,451.00 "
CATHETER PICC LINE, $584.00 
CATHETER PIGTAIL 4F-65CM W/, $260.00 
CATHETER PORT (TENCKHOFF), $467.00 
CATHETER PROWLER," $2,214.00 "
CATHETER REPAIR KIT, $297.00 
CATHETER SIZING, $504.00 
CATHETER SUPPLY L, $151.00 
CATHETER SUPPLY M," $4,384.00 "
CATHETER THERMOCOOL," $8,059.00 "
CATHETER THERMOCOOL," $8,059.00 "
CATHETER THROMBECTOMY ANGIO," $5,028.00 "
"CATHETER TRANSLUMINAL ANGIO, NONLASER L", $618.00 
"CATHETER TRANSLUMINAL ANGIO, NONLASER M"," $1,631.00 "
CATHETER TUNNELLED," $1,020.00 "
CATHETER ULTRA ICE," $3,545.00 "
"CATHETER, ABLATION M"," $10,026.00 "
"CATHETER, EP, DIAGNOSTIC, 19 OR FEW ELECT L", $531.00 
"CATHETER, EP, DIAGNOSTIC, OTHER THAN 3D, 20 OR MORE ELEC M"," $3,775.00 "
"CATHETER, EP, DIAGNOSTIC/ABLATION, 3D/VECT M"," $7,995.00 "
"CATHETER, OCCLUSION L", $715.00 
"CATHETER, OCCLUSION M"," $3,118.00 "
"CATHETER, TRANSLUMINAL ATHERECTOMY, ROTATIONAL M"," $10,108.00 "
"CATHETER, URETERAL L", $47.00 
CATHETER. URACIL PIGLET, $219.00 
CATHETER7F MED FREEZOR XTRA," $4,578.00 "
CATHETER7F SHORT FREEZOR XT," $4,578.00 "
CATHETER-ARROW TREROTOLA," $2,398.00 "
CATHETER-DRAINAGE  L, $290.00 
CATHETER-DRAINAGE  M," $2,221.00 "
CATHETER-EP-DIAGNOSTIC 19 OR FEW ELECT M," $2,569.00 "
CATHETER-GUIDING L, $239.00 
CATHETER-GUIDING M," $2,230.00 "
CATHETER-PENTARAY," $5,594.00 "
CATHETER-PENTARAY," $5,594.00 "
CATH-HEMODIALYSIS-LONG-TERM L, $349.00 
CATH-HEMODIALYSIS-LONG-TERM M," $1,344.00 "
CATH-PIGTAIL 5F W/MRK MERIT, $395.00 
CATH-STRAIGHT ARTERIAL, $74.00 
CATH-SUPREME EP," $1,763.00 "
CATH-TEMP PACING-ARROW, $395.00 
CATH-TEMP PACING-MEDTRONIC," $1,047.00 "
"CAUTER TURBINATE MUCOSA,INTRAMURAL"," $1,489.00 "
"CAUTER TURBINATE MUCOSA,SUPERFICIAL"," $2,113.00 "
CAUTERY/ELECTROSURGERY SUPPLY L, $105.00 
CAUTERY/ELECTROSURGERY SUPPLY M," $6,112.00 "
CCPD TRAINING PEDS NOT COMP," $2,170.00 "
CCTV EACH 24 HOURS," $5,061.00 "
CCTV MONITORING TO 12HOURS," $2,976.00 "
CCTV OP 2HR-6HR," $2,877.00 "
CEMENT & MATLS SUPPLY M," $5,995.00 "
CENT MOTR EVOKED STDY:UP LI, $903.00 
CENT MTR EVOKED STDY; UP AND LW LIMB COMBINED, $903.00 
CENTERAL MOTOR EVOKED STUDY:LOWER LIMBS, $904.00 
CENTRAL AXIS DEPTH DOSE, $753.00 
CENTRAL LINE DRESSING CHANGE, $214.00 
CENTRAL LINE DRESSING CHANGE KIT-TRAY AND GRIPLOCK, $19.00 
"CERCLAGE OF UTERINE CERVIX, NON OB"," $2,560.00 "
"CEREBRAL PERFUSION ANALYSIS, CT W/CONTRAST"," $1,440.00 "
CERV COLLAR W/MOLD CHIN-UP, $259.00 
CERV/VAG CA SCREEN;PELV&BRS, $74.00 
CERVICAL COLLAR  SEMI RIGID, $137.00 
CESSATION THROMBOLYTIC THRPY OTHER THAN CORONARY W/CATHETER REMOVAL," $2,557.00 "
CFTR GENE SEQUENCING," $1,988.00 "
CFTR GENE SEQUENCING FAMILIA, $505.00 
CHAIT ACCESS ADAPTER, $113.00 
CHAIT TRAP DOOR, $714.00 
CHANGE EXTERNAL TRANSNEPHRIC URETER CATHETER W/ FLUORO GUIDE," $2,097.00 "
"CHANGE OF BLADDER TUBE,COMPLICATED"," $1,497.00 "
"CHANGE OF BLADDER TUBE,SIMPLE", $555.00 
CHANGE OF URETEROSTOMY TUBE VIA ILEAL CONDUIT," $1,855.00 "
CHANGE PERCUTANEOUS TUBE/DRAIN CATH W/ CONTRAST MONITORING, $694.00 
CHEM CAUTERY GRANULATION TISSUE, $294.00 
CHEM PEEL FACIAL EPIDERMAL, $159.00 
CHEMO ADMIN PERITONEAL CAVI," $1,150.00 "
"CHEMO ADMIN; INTRALESIONAL, UP TO 7 LESIONS", $416.00 
CHEMO EXTEND IV INFUSION W/PUMP," $1,041.00 "
CHEMO IA INFUSION UP TO 1HR," $1,180.00 "
CHEMO INFUS ADMIN >8HRS W/P, $697.00 
CHEMO INTRATHECAL ADMIN, $489.00 
CHEMO IV EA AD HR, $400.00 
CHEMO IV SEQ EA ADL HR, $420.00 
CHEMO IV UP TO 1HR SGL/INIT, $827.00 
CHEMO IVP EA ADL MED, $322.00 
CHEMO IVP SINGLE/INITIAL, $417.00 
CHEMO RESERVIOR ADMIN, $600.00 
CHEMO SQ/IM HORMONAL, $331.00 
CHEMO SQ/IM NON-HRM INJ ADM, $331.00 
CHEMODENERVATION 1 EXTREMITY 5 OR MORE MUSCLES, $687.00 
CHEMODENERVATION 1 EXTREMITY EA ADDL 1-4 MUSCLE, $733.00 
CHEMODENERVATION 1 EXTREMITY EA ADDL 5/< MUSCLES, $655.00 
CHEMODENERVATION ANAL SPHINCTER," $1,212.00 "
CHEMODENERVATION MUSCLE NECK UNILAT FOR DYSTONIA, $392.00 
CHEMODENERVATION OF FACIAL NERVE, $622.00 
CHEMODENERVATION OF TRUNK 6 OR MORE MUSCLES, $701.00 
CHEMODENERVATION OF TRUNK MUSCLE 1-5 MUSCLES, $733.00 
CHEMODENERVATION ONE EXTREMITY 1-4 MUSCLE, $687.00 
"CHEMODENERVATION PAROTID/SUBMANDIBULAR SALIVARY GLANDS,BILATERAL", $627.00 
"CHEMODENERVATION, ECCRINE GLANDS BOTH AXILLAE", $471.00 
"CHEMODENERVATION, HANDS OR FEET", $522.00 
"CHEMODENERVATION, OTHER AREA (SCALP, FACE, NECK), PER DAY", $448.00 
"CHEMODENERVATION/LARYNX MUSCLE, UNILATERAL, PERCUTANEOUS (EG, SPASM", $787.00 
CHEMODERVATE FACIAL/TRIGEM/CERV/MUSC MIGRAINE, $708.00 
CHEST CLOSURE," $1,291.00 "
CHEST OPENING-SUPPLIES," $1,279.00 "
CHEST SUPPORT HEART HUGGER, $398.00 
CHEST TUBE INSERTION - PIGTAIL, $564.00 
CHEST TUBE INSERTION - STANDARD, $258.00 
CHEST VIBRATION WRAP, $322.00 
CHG SET RADN THERAPY FIELD 3D RECON," $6,056.00 "
CHIBA NEEDLE, $28.00 
CHILDS XTRA DPTH GYM SHOES, $121.00 
"CHOLECYSTOSTOMY,PERCUTANEOUS"," $4,102.00 "
CHORIONIC VILLUS BIOPSY," $1,370.00 "
CHROMOSOMAL HYB 10-30 CMA, $437.00 
CI ACTIVATION 1HR W/ASSIST < 7YRS, $672.00 
CI ACTIVATION 2 HR <7 YRS, $787.00 
CI ACTIVATION 2HR > 7YRS, $614.00 
CI ACTIVATION 2HR W/ASSIST < 7YRS," $1,087.00 "
CI DIAGNOSTIC ANALYSIS 1HR W/PROG < 7YRS, $332.00 
CI DIAGNOSTIC ANALYSIS 1HR W/PROG > 7YRS, $357.00 
CI PROGRAM 1/2HR <7YRS, $220.00 
CI PROGRAM 1/2HR > 7YRS, $176.00 
CI PROGRAM 1HR < 7YRS, $393.00 
CI PROGRAM 1HR > 7YRS, $341.00 
CI PROGRAM 1HR W/ASSIST < 7YRS, $895.00 
CI PROGRAM 1HR W/ASSIST > 7YRS, $407.00 
CI PROGRAM 2HR < 7YRS, $602.00 
CI PROGRAM 2HR > 7YRS, $454.00 
CI PROGRAM 2HR W/ASSIST < 7YRS," $1,402.00 "
CIRCUIT PRIME & RECONNECT," $1,617.00 "
CIRCUMCISION SURG EXC LESS 28 DAYS," $2,997.00 "
"CIRCUMCISION, SURGICAL EXCISION OTHER THAN CLAMP, DEVICE, OR DORSAL SLIT (>28 DAYS OF AGE)"," $2,997.00 "
"CIRCUMCISION,CLAMP,NEWBORN W/ ANESTH"," $1,465.00 "
"CIRCUMCISION,CLAMP,NEWBORN W/ ANESTH AND W/HEMOSTAT, SURGICEL FIBRILLAR 1 X 2 IN #1961"," $1,696.00 "
"CIRCUMCISION,CLAMP,NEWBORN W/ REGIONAL OR RING BLOCK"," $2,129.00 "
"CIRCUMCISION,CLAMP,NEWBORN W/ REGIONAL OR RING BLOCK-NICU ONLY"," $1,696.00 "
"CISTERNAL/C1-2 PUNCTURE, WITHOUT INJECTION", $745.00 
"CISTERNAL/LAT (C1-C2) CERV PUNCTURE, WITH INJECTION"," $1,541.00 "
"CISTERNOGRAPHY,POSITIVE CONTRAST", $936.00 
CLINITRON SPEC BED, $521.00 
CLOSE TEAR DUCT OPENING, $643.00 
"CLOSE TEAR DUCT OPENING BY PLUG,EA", $501.00 
CLOSED TREATMENT ACETABULAR FRACTURE, $303.00 
"CLOSED TREATMENT ACETABULAR FRACTURE,MANIPULATION", $267.00 
CLOSED TREATMENT ACROMIOCLAVICAL DISLOCATION, $440.00 
CLOSED TREATMENT ANKLE DISLOCATION, $526.00 
CLOSED TREATMENT BIG TOE FRACTURE, $390.00 
"CLOSED TREATMENT BIG TOE FRACTURE,MANIPULATION", $412.00 
CLOSED TREATMENT BIMALLEOLAR ANKLE FRACTURE W MANIPULATION," $1,667.00 "
CLOSED TREATMENT BIMALLEOLAR ANKLE FRACTURE W/O MANIPULATION, $575.00 
CLOSED TREATMENT CARPAL FRACTURE, $441.00 
