St. Francis Medical Center # 106190754,,,
SFMC Dept#,Charge Number ,Charge Description, 06/01/2018 Default Price 
4470,6142194,ANCHOR SUTURE ARTHRO 5.5MM," $3,064.00 "
4470,6148985,ANCHOR SUTURE CORKSCREW FT II," $1,185.00 "
4470,6199491,ANCHOR SUTURE W/FIBERWIRE 3.0MM," $2,245.00 "
4400,4060448,ANESTHESIA ADULT CIRCUIT W/ MASK, $103.00 
4450,3407004,ANESTHESIA/MINUTE, $26.00 
4450,3407020,ANESTHESIA/MINUTE Z7506, $26.00 
4450,3407053,ANESTHESIA/MINUTE Z7508, $26.00 
4450,3407046,ANESTHESIA/MINUTE Z7510, $26.00 
4470,5174289,ANG MRI SAFE HFMN2 MRI XTRNFX, $534.00 
4573,5958731,ANGIOGRAM EXTREMITY LT," $4,579.00 "
4630,5558408,ANGIOGRAM VISCERAL W OR W/O FLUSH," $4,520.00 "
4573,5950225,ANGIOGRAM VISCERAL W OR W/O FLUSH," $4,520.00 "
4630,5557681,ANGIOGRAPHY EA ADDL VESSEL," $4,150.00 "
4630,5558481,ANGIOGRAPHY EA ADDL VESSEL," $4,150.00 "
4570,5904198,ANGIOGRAPHY EA ADDL VESSEL," $4,150.00 "
4630,5558606,ANGIOGRAPHY EXTREMITY BILAT," $9,672.00 "
4630,5559166,ANGIOGRAPHY EXTREMITY BILAT," $9,672.00 "
4630,5561725,ANGIOGRAPHY EXTREMITY UNILAT," $6,175.00 "
4630,5558739,ANGIOGRAPHY EXTREMITY UNILAT LT," $6,175.00 "
4630,5559059,ANGIOGRAPHY EXTREMITY UNILAT LT," $6,175.00 "
4630,5558721,ANGIOGRAPHY EXTREMITY UNILAT RT," $6,175.00 "
4630,5559042,ANGIOGRAPHY EXTREMITY UNILAT RT," $6,175.00 "
4573,5950233,ANGIOGRAPHY EXTREMITY UNILAT RT," $6,175.00 "
4570,5958723,ANGIOGRAPHY EXTREMITY UNILAT RT," $6,175.00 "
4570,5901889,ANGIOGRAPHY ILIAC DURING CATH," $4,469.00 "
4630,5558168,ANGIOGRAPHY PULMONARY BILAT SELECT," $9,711.00 "
4630,5558184,ANGIOGRAPHY PULMONARY UNI SEL LT," $5,425.00 "
4630,5558176,ANGIOGRAPHY PULMONARY UNI SEL RT," $5,425.00 "
4570,5902390,ANGIOPL GRFT W OR W/O STENT," $17,368.00 "
4570,5902408,"ANGIOPL GRFT W OR W/O STENT,ADL.VES"," $8,684.00 "
4570,5903257,ANGIOPLASTY CORONARY," $17,043.00 "
4570,5902218,"ANGIOPLASTY, CORON STENT ADL.VES"," $8,684.00 "
4570,5902168,"ANGIOPLASTY, CORON, ADL VES"," $11,435.00 "
4570,5902192,"ANGIOPLASTY, CORON, STENT"," $17,368.00 "
4470,5149844,ANGIOSEAL 8F, $881.00 
4509,6685002,ANGIOTENSIN I-CONV ENZYME (ACE) [AP, $15.90 
4630,5566922,ANGLE GLIDE 018X150CM, $673.00 
4570,5966924,ANGLE GLIDE 018X150CM, $673.00 
4630,5566690,ANGLED GLIDWIRE 035/150, $673.00 
4470,5102488,"ANKLE ARTHRODESIS NAIL, RIGHT"," $11,327.00 "
4470,5146634,ANNULOPLASTY RING PHYSIO II SZ 28," $15,551.00 "
4710,9462607,ANORO ELLIPTA 7CAP\14G INH PWD MDI, $284.00 
4509,6681217,ANTIBODY  HELICOBACTER PYLORI [AP, $16.04 
4509,6689376,ANTIBODY BACTERIUM NES [AP, $14.02 
4509,6689384,ANTIBODY BACTERIUM NES [AP, $14.02 
4509,6670038,ANTIBODY BLASTOMYCES [AP, $14.05 
4509,6670046,ANTIBODY BLASTOMYCES [AP, $14.05 
4509,6671879,ANTIBODY BORRELIA BURGORFERI [AP, $18.54 
4509,6687008,ANTIBODY BRUCELLA [AP, $9.61 
4509,6680797,ANTIBODY CHLAMYDIA [AP, $12.87 
4509,6683619,ANTIBODY CHLAMYDIA [AP, $12.87 
4509,6689475,ANTIBODY CHLAMYDIA [AP, $12.87 
4509,6689483,ANTIBODY CHLAMYDIA [AP, $12.87 
4509,6689491,ANTIBODY CHLAMYDIA [AP, $12.87 
4509,6681886,ANTIBODY COCCIDIOIDES [AP, $10.64 
4509,6682868,ANTIBODY COCCIDIOIDES [AP, $10.64 
4509,6687628,ANTIBODY COCCIDIOIDES [AP, $10.64 
4509,6686463,ANTIBODY CYTOMEGALOVIRUS CMV [AP, $12.97 
4509,6680243,ANTIBODY CYTOMEGALOVIRUS IGM [AP, $15.07 
4509,6674055,ANTIBODY ELUTION EBC EA ELUTION [AP, $70.00 
4509,6689277,ANTIBODY ENCEPHALITIS ST LOUIS [AP, $19.84 
4509,6689293,ANTIBODY ENCEPHALITIS WEST EQ [AP, $21.70 
4509,6676605,ANTIBODY ENTEROVIRUS [AP, $14.18 
4509,6661789,ANTIBODY FUNGUS NES [AP, $13.34 
4509,6661797,ANTIBODY FUNGUS NES [AP, $13.34 
4509,6671895,ANTIBODY FUNGUS NES [AP, $13.34 
4509,6671283,ANTIBODY HELMINTH NES [AP, $14.16 
4509,6687818,ANTIBODY HELMINTH NES [AP, $14.16 
4509,6687826,ANTIBODY HELMINTH NES [AP, $14.16 
4509,6681431,ANTIBODY HERPES SIMPLEX TYPE 1 [AP, $11.86 
4509,6681829,ANTIBODY HISTOPLASMA [AP, $13.61 
4509,6688477,ANTIBODY HIV-1 & HIV-2 1 RESULT [AP, $12.33 
4509,6683155,ANTIBODY HTLV/HIV CONFIRM TEST [AP, $17.72 
4509,6671473,ANTIBODY ID PLATELET ANTIBODIES [AP, $20.00 
4509,6682926,ANTIBODY ID PLATELET ANTIBODIES [AP, $20.00 
4509,6684609,ANTIBODY ID PLATELET ANTIBODIES [AP, $20.00 
4509,6685630,ANTIBODY ID PLATELET ANTIBODIES [AP, $20.00 
4509,6685648,ANTIBODY ID PLATELET IMMUNO [AP, $13.56 
4509,6671960,ANTIBODY INFLUENZA VIRUS [AP, $12.15 
4509,6671978,ANTIBODY INFLUENZA VIRUS [AP, $12.15 
4509,6671986,ANTIBODY INFLUENZA VIRUS [AP, $12.15 
4509,6671994,ANTIBODY INFLUENZA VIRUS [AP, $12.15 
4509,6688840,ANTIBODY LEGIONELLA [AP, $16.66 
4509,6672158,ANTIBODY LEPTOSPIRA [AP, $12.23 
4500,6577019,ANTIBODY MUMPS, $79.00 
4509,6688055,ANTIBODY MUMPS [AP, $14.21 
4509,6688154,ANTIBODY MUMPS [AP, $14.21 
4509,6670608,ANTIBODY PARVOVIRUS [AP, $16.37 
4509,6689590,ANTIBODY PARVOVIRUS [AP, $16.37 
4509,6689608,ANTIBODY PARVOVIRUS [AP, $16.37 
4509,6680250,ANTIBODY PROTOZOA NES [AP, $13.49 
4509,6688238,ANTIBODY PROTOZOA NES [AP, $13.49 
4509,6677660,ANTIBODY RICKETTSIA [AP, $21.07 
4509,6677678,ANTIBODY RICKETTSIA [AP, $21.07 
4509,6689954,ANTIBODY RICKETTSIA [AP, $21.07 
4509,6689988,ANTIBODY RICKETTSIA [AP, $21.07 
4500,6522577,ANTIBODY RUBELLA, $188.00 
4509,6680227,ANTIBODY RUBELLA [AP, $12.93 
4500,6577035,ANTIBODY RUBEOLA, $78.00 
4509,6682991,ANTIBODY RUBEOLA [AP, $14.02 
4509,6685143,ANTIBODY RUBEOLA [AP, $14.02 
4509,6674063,ANTIBODY SCREEN RBC EACH SERUM [AP, $159.00 
4500,6548416,ANTIBODY SCREEN RBC EACH SERUM TECH, $175.00 
4509,6681605,ANTIBODY TOXOPLASMA [AP, $12.81 
4509,6682892,ANTIBODY TOXOPLASMA [AP, $12.81 
4509,6680128,ANTIBODY TOXOPLASMA IGM [AP, $12.83 
4509,6680136,ANTIBODY TOXOPLASMA IGM [AP, $12.83 
4500,6560403,ANTIBODY TREPONEMA PALLIDUM, $226.00 
4509,6681175,ANTIBODY TREPONEMA PALLIDUM [AP, $11.69 
4500,6577027,ANTIBODY VARICELLA-ZOSTER, $78.00 
4509,6671598,ANTIBODY VARICELLA-ZOSTER [AP, $11.46 
4509,6683130,ANTIBODY VARICELLA-ZOSTER [AP, $11.46 
4509,6670814,ANTIBODY VIRUS NES [AP, $14.02 
4509,6670822,ANTIBODY VIRUS NES [AP, $14.02 
4509,6682934,ANTIBODY VIRUS NES [AP, $14.02 
4509,6689616,ANTIBODY VIRUS NES [AP, $14.02 
4509,6689624,ANTIBODY VIRUS NES [AP, $14.02 
4509,6680870,ANTIBODY WEST NILE VIRUS [AP, $15.66 
4509,6680904,ANTIBODY WEST NILE VIRUS IGM [AP, $18.34 
4509,6672067,ANTINUCLEAR AB ANA TITER [AP, $10.35 
4509,6673925,ANTINUCLEAR AB ANA TITER [AP, $10.35 
4509,6676845,ANTINUCLEAR AB ANA TITER [AP, $10.35 
4509,6689574,ANTINUCLEAR AB ANA TITER [AP, $10.35 
4509,6676837,ANTINUCLEAR ANTIBODIES ANA [AP, $10.88 
4509,6685804,ANTINUCLEAR ANTIBODIES ANA [AP, $10.88 
4509,6680417,ANTISTREPTOLYSIN O TITER [AP, $6.58 
4509,6686653,ANTISTREPTOLYSIN O TITER [AP, $6.58 
4509,6681274,ANTITHROMBIN III ANTIGEN ASSAY [AP, $11.77 
4710,9426289,ANTITHYMOCYTE GLOB 250MG INJ," $5,350.00 "
4710,9419276,ANTIVENIN CROTALIDAE 10ML INJ," $14,495.00 "
4710,9419284,ANTIVENIN LATRODECT 2.5ML INJ, $511.00 
4470,5198106,AO DRILL SURESHOT SHORT," $2,200.00 "
4470,6134878,AO/JACOBS QUICK RELEASE 4MM CHUCK," $2,341.00 "
4470,6127146,AORTIC GRAFT 29MM MAGNA EASE," $45,887.00 "
4470,5110036,AORTIC PUNCH(SCANLAN)2.7MM, $168.00 
4470,6135396,AORTIC VALVE 23MM PERIMOUNT," $39,759.00 "
4630,5557889,AORTOGRAM ABD BI ILIOFEM LWR EXT," $14,222.00 "
4630,5561246,AORTOGRAM ABD BI ILIOFEM LWR EXT," $14,222.00 "
4570,5904107,AORTOGRAM ABD BI ILIOFEM LWR EXT," $14,222.00 "
4630,5557723,AORTOGRAPHY ABD BY SERIALOGRAPHY," $6,122.00 "
4630,5557806,AORTOGRAPHY THORACIC W/SERIALOGRPHY," $2,636.00 "
4570,5902101,AORTOGRAPHY W/PROC," $2,797.00 "
4710,9463712,APAP (CHILD) 32MG/ML ORAL SOLN 1ML, $2.00 
4710,9421892,APAP 120MG SUPPOSITORY, $1.00 
4710,9421918,APAP 160MG/5ML SUSP, $3.00 
4710,9421926,APAP 325MG SUPPOSITORY, $1.00 
4710,9421934,APAP 325MG TABLET, $1.00 
4710,9421942,APAP 325MG/10.15ML LIQ, $1.00 
4710,9421959,APAP 500MG TABLET, $1.00 
4710,9421967,APAP 650MG SUPPOSITORY, $1.00 
4710,9421983,APAP 650MG/20.3ML SOLN, $3.00 
4710,9461963,APAP-COD 120-12MG/5ML SOL 473ML MDV, $1.00 
4710,9422015,APAP-CODEINE 120-12MG/5 ML, $5.00 
4710,9422023,APAP-CODEINE 300-15 MG TABLET, $1.00 
4710,9422031,APAP-CODEINE 300-30MG TABLET, $2.00 
4710,9422049,APAP-CODEINE 300-60MG TABLET, $4.00 
4710,9422072,APAP-HYDROCODONE 325-10MG TAB, $4.00 
4710,9422080,APAP-HYDROCODONE 325-5MG TAB, $3.00 
4710,9422098,APAP-HYDROCODONE 325-7.5MG TAB, $2.00 
4710,9422130,APAP-OXYCODONE 325-5 MG TAB, $5.00 
4470,5141866,APEX PIN, $648.00 
4470,5143532,APEX PIN 5 X 180, $648.00 
4470,5136494,APEX PIN X 150, $782.00 
4710,9459934,APIXABAN 2.5MG TABLET, $19.00 
4710,9459546,APIXABAN 5MG TABLET, $19.00 
4076,0901173,APPL SHORT LEG SPLINT, $610.00 
4076,0901017,APPLICATION CAST ELBOW TO FINGER, $239.00 
4076,0901058,APPLICATION CAST HAND/LWR FOREARM, $235.00 
4076,0901033,APPLICATION CAST SHOULDER SPICA, $818.00 
4076,0947317,APPLICATION FINGER SPLINT STATIC, $459.00 
4076,0901082,APPLICATION LONG LEG SPLINT, $633.00 
4076,0901025,APPLICATION OF LONG ARM SPLINT, $674.00 
4076,0901090,APPLICATION OF LONG LEG CAST, $188.00 
4076,0901009,APPLICATION SHORT ARM SPLINT STATIC, $574.00 
4076,0901074,APPLICATION SHORT LEG CAST, $478.00 
4470,6110001,APPLICATOR PROGEL EXTENDED TIP 29CM, $990.00 
4470,5134218,APPLICATOR SKINCLS BIOGL STD 27CM D," $2,024.00 "
4470,5177043,APPLICATOR TIPS BIOGLUE SYRINGE, $765.00 
4470,6126486,APPLIER CLIP PREMIUM III S- 9.0 IN," $1,864.00 "
4470,5183520,APPLIER ENDO CLIP 5MM," $1,741.00 "
4470,5133236,APPLIER IN CLIP MED-LG 10MM TI ESCP, $397.00 
4470,5148861,APPLIER IN CLP 30D LG 13.25IN TI ES, $571.00 
4470,5148887,APPLIER IN CLP 30D SM 9 3/8IN TI ES, $571.00 
4470,5148820,APPLIER IN CLP E-CLP 3 5MM STRL DIS, $667.00 
4470,5133228,APPLIER IN CLP LG 12MM TI ESCP LGT, $411.00 
4470,5170279,APPLIER LIGACLIP LARGE MCL20, $317.00 
4470,5153085,"APPLIER,HEMOCLIP,SMALL,DISP,523701", $246.00 
4470,5172952,"APPLIER,LIGACLIP,ENDO,MSM20", $293.00 
4076,0901108,APPLY CYLINDER CAST THIGH/ANKLE, $188.00 
4076,0947333,APPLY OF LONG LEG CAST WALK/AMB, $508.00 
4076,0947366,APPLY PATELLAR TENDON BEARING CAST, $508.00 
4076,0947358,APPLY SHORT LEG CAST WALK/AMB TYPE, $508.00 
4470,6139356,APPROACH 18G CTO MICROWIRE," $1,683.00 "
4470,6134852,APPROACH HYDRY ST MICRO WIRE GUIDE," $1,892.00 "
4470,6128292,APPROACH MICROWIRE GUIDE 25G," $1,683.00 "
4710,9419300,ARGATROBAN 250MG/2.5ML INJ," $7,976.00 "
4710,9419318,ARGININE 10% 300ML INJECTION, $277.00 
4710,9422239,ARGININE 2.5MEQ/1ML SUSP, $3.00 
4710,9422262,ARIPIPRAZOLE 10MG TABLET, $94.00 
4710,9422270,ARIPIPRAZOLE 15MG TABLET, $94.00 
4710,9422288,ARIPIPRAZOLE 20MG TABLET, $132.00 
4710,9450081,ARIPIPRAZOLE 2MG TABLET, $94.00 
4710,9422296,ARIPIPRAZOLE 30MG TABLET, $132.00 
4710,9422254,ARIPIPRAZOLE 5MG TABLET, $94.00 
4710,9422304,AROMATIC AMMONIA INH 0.33ML, $1.00 
4630,5564869,ARROW THROMBOLIC DEVICE, $815.00 
4470,5115688,ARTE GRAFT 6MM X 50CM," $4,605.00 "
4470,5106430,ARTEGRAFT 7MM X 47CM," $8,389.00 "
4470,5179098,ARTEGRAFT 7X40CM," $6,278.00 "
4470,6116255,ARTEGRAFT BOVINE CAROTID 6MMX15CM," $4,733.00 "
4470,5175096,ARTEGRAFT COLLAGEN GRAFT," $6,535.00 "
4720,5203005,ARTERIAL PUNCTURE WITHDRAW BLOOD, $186.00 
4722,5312996,ARTERIAL PUNCTURE WITHDRAW BLOOD, $186.00 
4730,8407850,ARTERIAL PUNCTURE WITHDRAW BLOOD, $186.00 
4470,6139406,ARTHREX PASSPORT BUTTON 8MMX4CM, $416.00 
4076,0900977,ARTHROCENTESIS ASP/INJ JNT NO US," $1,206.00 "
4630,5552757,ARTHROCENTESIS ASP/INJ JNT NO US," $1,206.00 "
4470,6127849,ARTICULAR COMPONENT 56X52MM," $34,126.00 "
4710,9447293,ARTIFICIAL TEARS 15 ML, $14.00 
4710,9448333,"ARTIFICIAL TEARS, 2.5% 15ML", $34.00 
4710,9461872,ASCORB ACID 1G/2ML INJ 50ML SDV, $6.00 
4710,9422312,ASCORBIC ACID 100MG TABLET, $1.00 
4710,9419326,ASCORBIC ACID 1G/2ML INJECTION, $16.00 
4710,9422320,ASCORBIC ACID 250MG TABLET, $1.00 
4710,9422338,ASCORBIC ACID 500MG TABLET, $1.00 
4470,6115174,ASNIS III CANNULATED SCREW 6.5X120M," $1,363.00 "
4470,6117758,ASNIS III CANNULATED SCREW 8X130M," $1,348.00 "
4470,6109813,ASNIS III GUIDEWIRE W/O THREAD," $1,409.00 "
4470,6108641,ASNIS III THREAD GUIDE WIRE 3.2X300," $1,394.00 "
4710,9422387,ASPIRIN 125MG SUPPOSITORY, $1.00 
4710,9422403,ASPIRIN 300MG SUPPOSITORY, $2.00 
4710,9422411,ASPIRIN 325MG EC TABLET, $1.00 
4710,9422429,ASPIRIN 325MG TABLET, $1.00 
4710,9422437,ASPIRIN 600MG SUPPOSITORY, $2.00 
4710,9422452,ASPIRIN 81MG CHEWABLE TABLET, $1.00 
4710,9422460,ASPIRIN 81MG EC TABLET, $1.00 
4509,6688766,ASSAY 17-KETOSTEROIDS TOTAL [AP, $13.94 
4509,6686810,ASSAY ASCORBIC ACID VIT C BLOOD [AP, $10.76 
4509,6685119,ASSAY CATECHOLAMINES FRACTNATED [AP, $27.49 
4509,6687289,ASSAY CATECHOLAMINES FRACTNATED [AP, $27.49 
4509,6680623,ASSAY CATECHOLAMINES TOTAL URINE, $37.00 
4500,6520779,ASSAY CHOLESTEROL BLOOD/SERUM TOTAL, $167.00 
4500,6524409,ASSAY GLUTAMYLTRANSFERASE GAMMA, $243.00 
4509,6688162,ASSAY GROWTH HORMONE HUMAN [AP, $18.16 
4509,6688428,ASSAY HYDROXYINDOLACETIC ACID 5-[AP, $14.04 
4509,6681282,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6681514,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6681522,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6681530,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6681548,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6686026,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6686042,ASSAY IGA/IGD/IGG/IGM EACH [AP, $6.08 
4509,6685499,ASSAY OF ALDOLASE [AP, $8.73 
4509,6680060,ASSAY OF ALDOSTERONE [AP, $44.37 
4509,6685457,ASSAY OF ALDOSTERONE [AP, $44.37 
4509,6685606,ASSAY OF ALUMINUM [AP, $19.72 
4500,6521306,ASSAY OF AMMONIA, $292.00 
4500,6523252,ASSAY OF AMYLASE, $252.00 
4500,6523302,ASSAY OF AMYLASE, $252.00 
4500,6521405,ASSAY OF AMYLASE, $255.00 
4500,6523153,ASSAY OF AMYLASE, $255.00 
4500,6523203,ASSAY OF AMYLASE, $255.00 
4509,6689012,ASSAY OF ARSENIC [AP, $20.66 
4509,6686752,ASSAY OF BETA-2 MICROGLOBULIN [AP, $14.70 
4509,6681985,ASSAY OF BIOTINIDASE EA SPMN [AL, $18.25 
4509,6687248,ASSAY OF CALCITONIN [AP, $29.16 
4500,6523955,ASSAY OF CALCIUM IONIZED, $285.00 
4500,6520555,ASSAY OF CALCIUM TOTAL, $170.00 
4509,6685069,ASSAY OF CAROTENE [AP, $10.04 
4509,6687321,ASSAY OF CERULOPLASMIN [AP, $11.70 
4500,6520654,ASSAY OF CHLORIDE OTHER SOURCE, $99.00 
4500,6520753,ASSAY OF CHLORIDE URINE, $148.00 
4500,6520761,ASSAY OF CHLORIDE URINE, $148.00 
4509,6671671,ASSAY OF CITRATE [AP, $30.27 
4509,6687669,ASSAY OF COPPER [AP, $13.51 
4500,6561658,ASSAY OF C-PEPTIDE, $130.00 
4509,6687057,ASSAY OF C-PEPTIDE [AP, $18.15 
4509,6687701,ASSAY OF CRYOFIBRINOGEN [AP, $9.34 
4509,6687982,ASSAY OF ERYTHROPOIETIN [AP, $20.46 
4509,6688006,ASSAY OF ESTRADIOL [AP, $24.88 
4509,6671317,ASSAY OF ESTROGENS FRACTIONATED [AP, $35.17 
4500,6524003,ASSAY OF FERRITIN, $316.00 
4509,6688170,ASSAY OF FERRITIN [AP, $12.09 
4509,6684252,ASSAY OF FOLIC ACID RBC [AP, $11.49 
4509,6688048,ASSAY OF FOLIC ACID RBC [AP, $11.49 
4500,6524359,ASSAY OF FOLIC ACID SERUM, $358.00 
4509,6683908,ASSAY OF GASTRIN [AP, $19.20 
4509,6685226,ASSAY OF GASTRIN [AP, $19.20 
4509,6688188,ASSAY OF HAPTOGLOBIN QUANT [AP, $10.99 
4509,6671416,ASSAY OF HEMOSIDERIN QUAL [AP, $5.17 
4509,6676050,ASSAY OF HEPARIN [AP, $11.65 
4509,6688527,ASSAY OF HOMOCYSTINE [AP, $15.24 
4509,6681613,ASSAY OF INSULIN TOTAL [AP, $10.29 
4509,6688741,ASSAY OF INSULIN TOTAL [AP, $10.29 
4500,6521827,ASSAY OF IRON, $235.00 
4500,6521876,ASSAY OF LACTATE ACID, $282.00 
4500,6521884,ASSAY OF LACTATE ACID, $282.00 
4509,6681639,ASSAY OF LEAD [AP, $10.75 
4509,6688824,ASSAY OF LEAD [AP, $10.75 
4509,6689020,ASSAY OF LEAD [AP, $10.75 
4500,6523906,ASSAY OF LIPASE, $294.00 
4500,6521959,ASSAY OF MAGNESIUM, $233.00 
4509,6681845,ASSAY OF MAGNESIUM [AP, $6.05 
4509,6689038,ASSAY OF MERCURY QUANTITATIVE [AP, $14.12 
4509,6671309,ASSAY OF METANEPHRINES [AP, $18.44 
4509,6681852,ASSAY OF METANEPHRINES [AP, $18.44 
4509,6685176,ASSAY OF METANEPHRINES [AP, $18.44 
4509,6682058,ASSAY OF MYOGLOBIN [AP, $11.80 
4509,6685473,ASSAY OF MYOGLOBIN [AP, $11.80 
4509,6671945,ASSAY OF NUCLEOTIDASE 5'- [AP, $12.14 
4500,6522056,ASSAY OF OSMOLALITY BLOOD, $220.00 
4500,6522106,ASSAY OF OSMOLALITY URINE, $235.00 
4509,6671333,ASSAY OF OXALATE [AP, $14.02 
4509,6683403,ASSAY OF PARATHORMONE [AP, $34.84 
4509,6683452,ASSAY OF PARATHORMONE [AP, $34.84 
4509,6687933,ASSAY OF PARATHORMONE [AP, $34.84 
4509,6682017,ASSAY OF PHENCYCLIDINE [AP, $15.84 
4509,6682223,ASSAY OF PHENCYCLIDINE [AP, $15.84 
4509,6682470,ASSAY OF PHENCYCLIDINE [AP, $15.84 
4509,6685309,ASSAY OF PHOSPHATASE ACID TOTAL [AP, $7.60 
4500,6522221,ASSAY OF PHOSPHORUS INORGANIC, $184.00 
4509,6682314,ASSAY OF PLASMA HEMOGLOBIN [AP, $7.96 
4509,6671200,ASSAY OF PORPHOBILINOGEN URN QN [AP, $9.12 
4509,6682256,ASSAY OF PORPHOBILINOGEN URN QN [AP, $9.12 
4509,6689905,ASSAY OF PORPHOBILINOGEN URN QN [AP, $9.12 
4500,6522403,ASSAY OF POTASSIUM URINE, $164.00 
4500,6522411,ASSAY OF POTASSIUM URINE, $164.00 
4500,6520027,ASSAY OF PREALBUMIN, $286.00 
4509,6671408,ASSAY OF PROGESTERONE [AP, $18.74 
4509,6680607,ASSAY OF PROGESTERONE 17-D [AL, $18.25 
4509,6671804,ASSAY OF PROGESTERONE 17-D [AP, $24.08 
4509,6685788,ASSAY OF PROLACTIN [AP, $17.37 
4500,6510838,ASSAY OF PSA FREE, $81.00 
4509,6689525,ASSAY OF PSA FREE [AP, $16.42 
4500,6560551,ASSAY OF PSA TOTAL, $267.00 
4509,6689533,ASSAY OF PSA TOTAL [AP, $16.51 
4509,6682397,ASSAY OF PYRUVATE [AP, $11.82 
4509,6685945,ASSAY OF PYRUVATE [AP, $11.82 
4509,6690200,ASSAY OF RECEPTOR ESTROGEN, $107.00 
4509,6682835,ASSAY OF RENIN [AP, $23.94 
4509,6685978,ASSAY OF RENIN [AP, $23.94 
4509,6682918,ASSAY OF SEROTONIN [AP, $33.73 
4500,6522809,ASSAY OF SODIUM URINE, $170.00 
4500,6522817,ASSAY OF SODIUM URINE, $170.00 
4509,6672109,ASSAY OF SOMATOMEDIN [AP, $18.39 
4509,6683957,ASSAY OF TESTOSTERONE TOTAL [AP, $23.16 
4509,6686273,ASSAY OF TESTOSTERONE TOTAL [AP, $23.16 
4509,6670954,ASSAY OF THIAMINE VITAMIN B-1 [AP, $23.11 
4509,6686331,ASSAY OF THIOCYANATE [AP, $12.67 
4500,6523559,ASSAY OF THYROID STIM HORMONE, $321.00 
4509,6680706,ASSAY OF THYROID STIM HORMONE [AL, $18.28 
4500,6523757,ASSAY OF TRANSFERRIN, $205.00 
4509,6688196,ASSAY OF TRANSFERRIN [AP, $11.01 
4500,6523609,ASSAY OF TRIGLYCERIDES, $182.00 
4509,6682546,ASSAY OF TRIIODOTHYRONINE T3 [AP, $12.84 
4500,6521744,ASSAY OF TROPONIN QUANTITATIVE, $400.00 
4509,6682801,ASSAY OF TRYPSIN FECES QUAL [AP, $7.60 
4500,6523070,ASSAY OF URIC ACID BLOOD, $187.00 
4509,6671614,ASSAY OF URIC ACID OTHER SOURCE [AP, $5.17 
4509,6682843,ASSAY OF URIC ACID OTHER SOURCE [AP, $5.17 
4509,6688816,ASSAY OF VITAMIN A [AP, $10.52 
4509,6686935,ASSAY OF ZINC [AP, $10.21 
4500,6522213,ASSAY PH BODY FLUID NOS, $118.00 
4509,6682322,ASSAY PHOSPHATASE ACID PROSTATC [AP, $10.52 
4509,6685200,ASSAY PHOSPHATASE ACID PROSTATC [AP, $10.52 
4509,6682249,ASSAY PHOSPHATASE ALKA HEATE STABLE, $17.00 
4500,6520084,ASSAY PHOSPHATASE ALKALINE, $175.00 
4509,6685515,ASSAY PHOSPHATASE ALKALINE [AP, $4.13 
4509,6682264,ASSAY PHOSPHATASE ALKALINE ISO [AP, $16.10 
4509,6685523,ASSAY PHOSPHATASE ALKALINE ISO [AP, $16.10 
4509,6682298,ASSAY PHOSPHORUS INORGANIC URNE [AP, $5.63 
4500,6522536,ASSAY THYROXINE FREE, $243.00 
4509,6686133,ASSAY TRIIODOTHYRONINE T3 FREE [AP, $15.29 
4500,6523005,ASSAY UREA NITROGEN QUANTITATIVE, $130.00 
4500,6523054,ASSAY UREA NITROGEN URINE, $213.00 
4500,6523062,ASSAY UREA NITROGEN URINE, $213.00 
4710,9422494,ATAZANAVIR 100MG CAPSULE, $66.00 
4710,9422502,ATAZANAVIR 150MG CAPSULE, $72.00 
4710,9422510,ATAZANAVIR 200MG CAPSULE, $72.00 
4710,9422528,ATAZANAVIR 300MG CAPSULE, $141.00 
4710,9422551,ATENOLOL 100MG TABLET, $5.00 
4710,9422536,ATENOLOL 25MG TABLET, $3.00 
4710,9422544,ATENOLOL 50MG TABLET, $3.00 
4470,6134563,ATHERCTMY ORBITAL 1.25MM 360 DEG," $27,160.00 "
4570,5901632,ATHERECTOMY CATHETER," $25,537.00 "
4470,6137426,ATHERECTOMY DIRCTNAL 6F 3.0-7.0MM," $28,360.00 "
4470,6137418,ATHERECTOMY DIRECTNAL 6F 2.0 4.0MM," $28,360.00 "
4710,9422577,ATORVASTATIN 10MG TABLET, $21.00 
4710,9422585,ATORVASTATIN 20MG TABLET, $30.00 
4710,9422593,ATORVASTATIN 40MG TABLET, $30.00 
4710,9453010,ATORVASTATIN 80MG TABLET, $29.00 
4710,9422601,ATOVAQUONE 750 MG/5 ML SUSP, $105.00 
4710,9408857,ATRIPLA 600-300-200MG TABLET, $247.00 
4471,5021001,ATRIUM DRY CHEST DRAIN W/ATS, $210.00 
4470,5165592,ATRIUM IN-LINE ATS BAG, $337.00 
4710,9400722,ATROPINE 0.4MG/1ML INJECTION, $29.00 
4710,9400748,ATROPINE 0.5MG/5ML INJECTION, $19.00 
4710,9422619,ATROPINE 1%  OPHTH OINT 3.5G, $64.00 
4710,9419359,ATROPINE 1%  OPHTH SOL 5ML, $118.00 
