Procedure Code,Procedure Name,Charge
025000000-03878,"NEOMYCIN-POLYMYXIN-DEXAMETH 3.5 MG-10,000 UNIT/G-0.1 % EYE OINTMENT",$90.75 
025000000-03879,"SOD CHLORIDE 0.9% IRRIG SOLN W/ GENTAMICIN 80MG, POLYMIX B 100,000 UNITS",$90.80 
025000000-03925,DOXYCYCLINE HYCLATE 100 MG IV SOLUTION,$92.79 
025000000-04000,DESFLURANE 100 % INHALATION LIQUID,$96.55 
025000000-04003,LACTULOSE ENEMA 200 GM/300 ML,$96.75 
025000000-04086,BALANCED SALT SOLN NON-SURG #3 EYE,$99.70 
025000000-04116,FENTANYL (PF) 750 MCG/30 ML (25 MCG/ML) IN 0.9 % NACL PCA INJ SOLUTION,$100.80 
025000000-04143,BECLOMETHASONE DIPROP 40 MCG/ACTUATION HFA BREATH ACTIVATED AEROSOL,$102.13 
025000000-04150,FENTANYL (PF) 2 MCG/ML-BUPIVACAINE 0.0625 %-NACL INJECTION SOLUTION,$102.59 
025000000-04153,METHOHEXITAL IN S.W. (PF) 100 MG/10 ML (10 MG/ML) SYRINGE (ECT ANES ONLY),$102.83 
025000000-04285,FENTANYL (PF) 2000MCG / 100ML INFUSION (PREMIX),$105.97 
025000000-04317,NICARDIPINE 25 MG/10 ML IV,$107.52 
025000000-04332,PROPOFOL 10 MG/ML IV INFUSION,$108.16 
025000000-04408,MOMETASONE 0.1 % TOPICAL CREAM,$111.41 
025000000-04462,MUPIROCIN 2 % TOPICAL OINTMENT,$113.50 
025000000-04463,SALT AND SODA MOUTHWASH,$113.50 
025000000-04468,CIPROFLOXACIN 0.3 % EYE DROPS,$113.65 
025000000-04613,LIDOCAINE 4 % LARYNGOTRACHEAL SOLN,$117.47 
025000000-04615,PENICILLIN G SODIUM 5 MILLION UNIT SOLUTION FOR INJECTION,$117.53 
025000000-04637,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM EYE OINTMENT",$118.22 
025000000-04705,NAFCILLIN 2 GRAM IV SOLUTION,$119.55 
025000000-04715,CONIVAPTAN 20 MG/100 ML IN 5 % DEXTROSE IV,$119.99 
025000000-04741,KETOCONAZOLE 2 % SHAMPOO,$120.95 
025000000-04823,PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION,$122.90 
025000000-04903,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$126.55 
025000000-04904,AZTREONAM 2 GRAM SOLUTION FOR INJECTION,$126.55 
025000000-04906,NALOXONE 1 MG/ML SYRINGE,$126.75 
025000000-04907,NEOMYCIN-POLYMYXIN-GRAMICIDIN 1.75 MG-10K UNIT-0.025 MG/ML EYE DROPS,$126.75 
025000000-04925,"PREDNISOLONE ACETATE 1 % EYE DROPS, SUSP",$127.36 
025000000-04933,AZTREONAM 1 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) IV PIGGY BACK,$127.70 
025000000-04987,RASAGILINE 1 MG TABLET,$129.90 
025000000-05064,FENTANYL (PF) 2500MCG / 50ML INFUSION (PREMIX),$131.05 
025000000-05137,OLANZAPINE 10 MG IM,$132.76 
025000000-05169,CAFFEINE CITRATE 60 MG/3 ML (20 MG/ML) ORAL SOLUTION,$134.74 
025000000-05260,TRETINOIN (CHEMOTHERAPY) 10 MG CAPSULE,$137.66 
025000000-05300,FAT EMULSION 20 % IV,$138.69 
025000000-05344,ARTIFICIAL TEAR (HYPROMELLOSE) 0.5 % EYE DROPS,$140.85 
025000000-05518,SODIUM HYALURONATE 14 MG/ML INTRAOCULAR SYRINGE,$145.15 
025000000-05588,GELATIN ABSORBABLE 100 CM TOPICAL SPONGE,$149.40 
025000000-05631,CYCLOPENTOLATE-PHENYLEPHRINE 0.2 %-1 % EYE DROPS,$151.65 
025000000-05651,INDOCYANINE GREEN 25 MG INJECTION,$152.37 
025000000-05674,ATROPINE 1 % EYE DROPS,$153.29 
025000000-05877,"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV",$160.48 
025000000-05878,CARBACHOL 0.01 % INTRAOCULAR,$160.55 
025000000-05882,MIDAZOLAM 0.5 MG/ML IN 0.9 % SODIUM CHLORIDE (ED ONLY_PREMIX),$160.73 
025000000-06182,BALSAM PERU-CASTOR OIL 87 MG-788 MG/GRAM TOPICAL OINTMENT,$170.25 
025000000-06373,DEXMEDETOMIDINE 200 MCG/50 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV,$177.45 
025000000-06592,ACETIC ACID 2 % EAR SOLN,$181.65 
025000000-06619,BREXPIPRAZOLE 1 MG TABLET,$183.33 
025000000-06639,ACTIVATED CHARCOAL 50 GRAM/240 ML ORAL SUSP,$184.15 
025000000-06720,METHADONE 10 MG/ML ORAL CONCENTRATE,$187.82 
025000000-06877,VORICONAZOLE 100MCG/0.1ML OPHTH INJECTION,$192.00 
025000000-06882,VORICONAZOLE (1 MG/ML) OPHTHALMIC INJECTION,$192.14 
025000000-06955,CAFFEINE CITRATE 20 MG/ML ORAL SOLUTION (NEONATE_MAINTENANCE),$194.70 
025000000-07013,PROPARACAINE 0.5 % EYE DROPS,$199.20 
025000000-07145,PROPOFOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SYRINGE,$204.30 
025000000-07250,DORZOLAMIDE-TIMOLOL 2 %-0.5 % EYE DROPS,$210.05 
025000000-07426,LIDOCAINE 4 % MUCOSAL SOLN,$217.95 
025000000-07429,CARIPRAZINE 1.5 MG CAPSULE,$218.09 
025000000-07499,VORICONAZOLE (2 MG/ML) OPHTHALMIC INJECTION,$221.70 
025000000-07663,GELATIN ABSORBABLE 100 TOPICAL SPONGE,$226.95 
025000000-07664,PHENYLEPHRINE 10 % EYE DROPS,$227.00 
025000000-07870,REMIFENTANIL 1 MG IV SOLUTION,$235.38 
025000000-07914,METHOHEXITAL 500 MG SOLUTION FOR INJECTION,$238.81 
025000000-07924,BETAMETHASONE DIPROPIONATE 0.05 % TOPICAL CREAM,$239.85 
025000000-08284,AZTREONAM 2 GRAM/50 ML IN DEXTROSE (ISO-OSMOTIC) IV PIGGY BACK,$255.85 
025000000-08337,"NEOMYCIN-BACITRACIN-POLYMYXIN 3.5 MG-400 UNIT-10,000 UNIT/G EYE OINT",$258.55 
025000000-08512,NAFCILLIN 10 GRAM SOLUTION FOR INJECTION,$269.72 
025000000-08633,THROMBI-GEL 10 CM2 TOPICAL PAD,$274.48 
025000000-08655,IODOQUINOL-HC 1 %-1 % TOPICAL CREAM,$275.55 
025000000-08954,DEXAMETHASONE 0.1 % EYE DROPS,$293.65 
025000000-08982,"TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE DROPS, SUSP",$296.30 
025000000-09074,SODIUM TETRADECYL SULFATE 3 % (30 MG/ML) IV,$300.02 
025000000-09111,DORZOLAMIDE 2 % EYE DROPS,$303.05 
025000000-09215,GLYCOPYRROLATE 1 MG/5 ML (0.2 MG/ML) INTRAVENOUS SYRINGE,$308.87 
025000000-09401,DEXMEDETOMIDINE 400 MCG/100 ML (4 MCG/ML) IN 0.9 % SODIUM CHLORIDE IV,$322.60 
025000000-09548,DEXTROSE 5% WITH AMINO ACIDS 4% INFUSION (NEONATE),$331.20 
025000000-09585,SODIUM HYALURONATE 23 MG/ML,$334.66 
025000000-09604,DEXTROSE 10% WITH AMINO ACIDS 4% INFUSION (NEONATE),$335.05 
025000000-10052,"CELLULOSE, OXIDIZED 4"" X 8"" PADS",$347.27 
025000000-10053,MORPHINE 125 MG/25 ML PCA SYRINGE (STANDARD PCA),$347.30 
025000000-10054,ASCORBIC ACID 500 MG/ML INJECTION,$347.55 
025000000-10294,LEVALBUTEROL HFA 45 MCG/ACTUATION AEROSOL INHALER,$360.64 
025000000-10301,ACETYLCHOLINE CHLORIDE 1:100 (20 MG/2 ML) INTRAOCULAR KIT,$361.70 
025000000-10312,MYCOPHENOLATE 500 MG IV SOLUTION,$362.41 
025000000-10325,TADALAFIL 20 MG TABLET,$363.95 
025000000-10335,TRANEXAMIC ACID 10 MG/ML INFUSION,$364.50 
025000000-10358,SUGAMMADEX 100 MG/ML INTRAVENOUS SOLUTION,$365.84 
025000000-10501,ETHANOL (ETHYL ALCOHOL) 98 % INJECTION,$376.00 
025000000-10725,"FLUOROMETHOLONE 0.1 % EYE DROPS, SUSP",$387.10 
025000000-10736,LEVOTHYROXINE 100 MCG IV SOLUTION,$388.28 
025000000-10906,"DEXAMETHASONE 0.1 % EYE DROPS,SUSPENSION",$399.13 
025000000-10964,MOMETASONE 220 MCG (14 DOSES) BREATH ACTIVATED POWDER INHALER,$402.95 
025000000-10966,STERILE TALC 4 GRAM INTRAPLEURAL AEROSOL POWDER,$403.20 
025000000-11193,GELATIN ABSORBABLE MUCOSAL POWDER,$412.55 
025000000-11304,MORPHINE 150 MG/30 ML PCA SYRINGE,$416.65 
025000000-11982,ISAVUCONAZONIUM SULFATE 186 MG CAPSULE,$436.48 
025000000-12401,STERILE TALC 5 GRAM INTRAPLEURAL SUSP,$451.75 
025000000-12460,PILOCARPINE 2 % EYE DROPS,$457.75 
025000000-12640,"THROMBIN (RECOMBINANT) 5,000 UNIT TOPICAL",$468.55 
025000000-12742,SODIUM HYALURONATE 10 MG/ML ,$473.75 
025000000-12787,AZELASTINE 137 MCG (0.1 %) NASAL SPRAY AEROSOL,$477.70 
025000000-12898,SODIUM THIOSULFATE 12.5 GRAM/50 ML (250 MG/ML) IV,$485.80 
025000000-13166,SODIUM HYALURONATE 14 MG/ML ,$500.05 
025000000-13458,INDIGOTINDISULFONATE SODIUM 8 MG/ML INJECTION,$525.00 
025000000-14362,"CELLULOSE, OXIDIZED 2"" X 4"" PADS (FIBRILLAR)",$579.35 
025000000-14380,CLOBETASOL 0.05 % TOPICAL CREAM,$582.20 
025000000-15138,THROMBI-GEL 100 CM2 TOPICAL PAD,$637.35 
025000000-15235,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE NEBULIZATION SOLN,$641.80 
025000000-15638,CEFTAZIDIME (45MG/ML) OPHTHALMIC INJECTION,$673.30 
025000000-16169,RIFAMPIN 600 MG IV SOLUTION,$685.70 
025000000-16188,"GENTAMICIN-PREDNISOLONE 0.3 %-1 % EYE DROPS, SUSP",$690.05 
025000000-16227,METRONIDAZOLE 0.75 % VAGINAL GEL,$693.80 
025000000-16261,OFLOXACIN 0.3 % EAR DROPS,$700.45 
025000000-16379,METHYLENE BLUE (ANTIDOTE) 5 MG/ML (0.5 %) INTRAVENOUS SOLUTION,$715.95 
025000000-16782,BRIMONIDINE 0.1 % EYE DROPS,$726.85 
025000000-16821,MAFENIDE 5% SOLUTION,$729.99 
025000000-16895,IBRUTINIB 140 MG CAPSULE,$737.30 
025000000-17509,MOXIFLOXACIN 0.5 % EYE DROPS,$787.48 
025000000-17677,TRIFLURIDINE 1 % EYE DROPS,$809.45 
025000000-18182,BRIMONIDINE-TIMOLOL 0.2 %-0.5 % EYE DROPS,$877.30 
025000000-18394,"BIMATOPROST 0.03 % DROPS WITH APPLICATOR, EYELASH BASE",$894.90 
025000000-18395,BIMATOPROST 0.01 % EYE DROPS,$894.95 
025000000-18911,VASOPRESSIN 20 UNIT/ML INTRAVENOUS SOLUTION,$928.58 
025000000-19052,DIFLUPREDNATE 0.05 % EYE DROPS,$941.00 
025000000-19060,ERLOTINIB 100 MG TABLET,$942.33 
025000000-19362,COCAINE 4 % TOPICAL SOLN,$963.45 
025000000-21344,CISATRACURIUM 10 MG/ML IV,"$1,093.00 "
025000000-21416,CIPROFLOXACIN 0.3 % EYE OINTMENT,"$1,101.75 "
025000000-21868,METHOXSALEN 20 MCG/ML INJECTION,"$1,152.00 "
025000000-22036,TOBRAMYCIN-DEXAMETHASONE 0.3 %-0.1 % EYE OINTMENT,"$1,172.95 "
025000000-22216,OLOPATADINE 0.1 % EYE DROPS,"$1,213.05 "
025000000-22320,GELATIN ABSORBABLE EYE FILM,"$1,219.16 "
025000000-22681,FLUOROURACIL 5 % TOPICAL CREAM,"$1,290.10 "
025000000-23018,CARBOPROST TROMETHAMINE 250 MCG/ML IM,"$1,361.05 "
025000000-23093,"SULFACETAMIDE-PREDNISOLONE 10 %-0.2 % EYE DROPS, SUSP","$1,380.10 "
025000000-23176,TACROLIMUS 0.03 % TOPICAL OINTMENT,"$1,390.65 "
025000000-23341,ERLOTINIB 150 MG TABLET,"$1,421.10 "
025000000-23729,"BRINZOLAMIDE 1 % EYE DROPS, SUSP","$1,555.65 "
025000000-23754,FLUOCINONIDE 0.05 % TOPICAL GEL,"$1,568.00 "
025000000-24570,DIAZEPAM 5 MG-7.5 MG-10 MG RECTAL KIT,"$1,685.05 "
025000000-25059,"NATAMYCIN 5 % EYE DROPS, SUSP","$1,742.60 "
025000000-25643,"ESMOLOL 2,500 MG/250 ML (10 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV","$1,796.00 "
025000000-25678,GANCICLOVIR 0.15 % EYE GEL,"$1,805.40 "
025000000-25797,TRAMETINIB 2 MG TABLET,"$1,865.55 "
025000000-26025,"ESMOLOL 2,000 MG/100 ML (20 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV","$1,935.05 "
025000000-26026,CONJUGATED ESTROGENS 0.625 MG/GRAM VAGINAL CREAM,"$1,938.30 "
025000000-26329,INDOMETHACIN 1 MG IV SOLUTION,"$2,031.15 "
025000000-26424,INDOMETHACIN (INDOCIN) 1 MG/ML INJECTION (NEONATE),"$2,051.15 "
025000000-26850,PORACTANT ALFA 120 MG/1.5 ML INTRATRACHEAL SUSP,"$2,217.57 "
025000000-28617,NITROPRUSSIDE 25 MG/ML IV,"$2,880.00 "
025000000-28985,DOXEPIN 5 % TOPICAL CREAM,"$2,967.95 "
025000000-29089,STERILE TALC 4 GRAM INTRAPLEURAL PWDR,"$3,050.90 "
025000000-29861,DANTROLENE 250 MG INTRAVENOUS SUSPENSION,"$3,284.01 "
025000000-29959,GLYCINE 1.5 % UROLOGIC SOLUTION FOR IRRIGATION,"$3,378.38 "
025000000-29975,ISOSULFAN BLUE 1 % SUB-Q,"$3,396.25 "
025000000-30965,GENTAMICIN 0.3 % (3 MG/GRAM) EYE OINTMENT,"$3,862.50 "
025000000-32828,ISOPROTERENOL 0.2 MG/ML INJECTION,"$4,992.00 "
025000001-06066,"HC BRACE, NIGHT SPLINT MEDIUM W/ F & A",$165.43 
025000003-19789,FIDAXOMICIN 200 MG TABLET,"$1,002.90 "
025000004-00025,IBUPROFEN 200 MG TABLET,$0.21 
025000004-00033,ACETAMINOPHEN 500 MG TABLET,$0.30 
025000004-00034,THIAMINE 50 MG TABLET,$0.30 
025000004-00035,CALCIUM CARBONATE 300 MG (750 MG) CHEWABLE TABLET,$0.30 
025000004-00041,AL HYD-MG TR-ALG AC-SOD BICARB 80 MG-14.2 MG CHEWABLE TABLET,$0.35 
025000004-00043,DOCUSATE SODIUM 100 MG CAPSULE,$0.37 
025000004-00044,SODIUM BICARBONATE 650 MG TABLET,$0.37 
025000004-00047,"BISACODYL 5 MG TABLET,DELAYED RELEASE",$0.41 
025000004-00048,METOPROLOL TARTRATE 25 MG TABLET,$0.41 
025000004-00050,"METFORMIN 1,000 MG TABLET",$0.42 
025000004-00052,VITAMIN E 400 UNIT CAPSULE,$0.44 
025000004-00053,CALCIUM CARBONATE 500 MG CHEWABLE TABLET,$0.44 
025000004-00054,AMLODIPINE 10 MG TABLET,$0.46 
025000004-00055,FUROSEMIDE 20 MG TABLET,$0.47 
025000004-00056,SENNOSIDES 8.6 MG TABLET,$0.47 
025000004-00058,ASPIRIN 81 MG CHEWABLE TABLET,$0.52 
025000004-00060,ALPRAZOLAM 0.5 MG TABLET,$0.53 
025000004-00061,ASCORBIC ACID 500 MG TABLET,$0.53 
025000004-00062,CITALOPRAM 20 MG TABLET,$0.53 
025000004-00063,ALPRAZOLAM 0.25 MG TABLET,$0.54 
025000004-00064,SODIUM CHLORIDE 1 GRAM TABLET,$0.54 
025000004-00065,METOPROLOL TARTRATE 50 MG TABLET,$0.55 
025000004-00066,BISMUTH SUBSALICYLATE 262 MG CHEWABLE TABLET,$0.55 
025000004-00068,"CALCIUM CARBONATE-VITAMIN D3 500 MG (1,250 MG)-200 UNIT TABLET",$0.55 
025000004-00069,AMLODIPINE 5 MG TABLET,$0.56 
025000004-00071,DIAZEPAM 5 MG TABLET,$0.57 
025000004-00072,THIAMINE 100 MG TABLET,$0.57 
025000004-00073,"VITAMIN A 10,000 UNIT CAPSULE",$0.57 
025000004-00074,CARVEDILOL 12.5 MG TABLET,$0.57 
025000004-00075,CITALOPRAM 10 MG TABLET,$0.57 
025000004-00076,"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TABLET",$0.57 
025000004-00077,"ASPIRIN 81 MG TABLET,DELAYED RELEASE",$0.58 
025000004-00079,CLONIDINE 0.2 MG TABLET,$0.59 
025000004-00080,HYDRALAZINE 10 MG TABLET,$0.59 
025000004-00081,METOPROLOL TARTRATE 100 MG TABLET,$0.59 
025000004-00082,SIMETHICONE 80 MG CHEWABLE TABLET,$0.59 
025000004-00083,VERAPAMIL 80 MG TABLET,$0.59 
025000004-00084,FLUOXETINE 10 MG CAPSULE,$0.59 
025000004-00085,"FERROUS SULFATE 324 MG (65 MG ELEMENTAL) TABLET,DELAYED RELEASE",$0.59 
025000004-00086,ASPIRIN 325 MG TABLET,$0.60 
025000004-00087,"ASPIRIN 325 MG TABLET,DELAYED RELEASE",$0.60 
025000004-00088,B-COMPLEX WITH VITAMIN C TABLET,$0.60 
025000004-00089,CLONIDINE 0.3 MG TABLET,$0.60 
025000004-00090,CLORAZEPATE DIPOTASSIUM 3.75 MG TABLET,$0.60 
025000004-00093,HYDROCHLOROTHIAZIDE 25 MG TABLET,$0.60 
025000004-00094,HYDROCHLOROTHIAZIDE 50 MG TABLET,$0.60 
025000004-00095,NIACIN 100 MG TABLET,$0.60 
025000004-00096,NIACIN 500 MG TABLET,$0.60 
025000004-00097,PSEUDOEPHEDRINE 60 MG TABLET,$0.60 
025000004-00098,THEOPHYLLINE 80 MG/15 ML ORAL SOLN,$0.60 
025000004-00099,VERAPAMIL 120 MG TABLET,$0.60 
025000004-00100,ZINC SULFATE 220 MG (50 MG) CAPSULE,$0.60 
025000004-00101,DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,$0.60 
025000004-00104,CITALOPRAM 40 MG TABLET,$0.60 
025000004-00106,"ASPIRIN, BUFFERED 325 MG TABLET",$0.60 
025000004-00107,FERROUS GLUCONATE 324 MG (37.5 MG IRON) TABLET,$0.60 
025000004-00108,COPPER GLUCONATE 2 MG CAPSULE,$0.60 
025000004-00109,"NEOMYCIN-BACITRACN ZN-POLYMYXN 3.5 MG-400 UNIT-5,000 UNIT TOP OINT PKT",$0.60 
025000004-00110,MULTIVITAMIN-IRON 9 MG-FOLIC ACID 400 MCG-CALCIUM AND MINERALS TABLET,$0.60 
025000004-00112,BENZOCAINE-MENTHOL 15 MG-3.6 MG LOZENGES,$0.60 
025000004-00117,CALCIUM PHOSPHATE (TRIBASIC) POWDER (NEONATE),$0.60 
025000004-00118,SPIRONOLACTONE ORAL SUSPENSION 5 MG/ML,$0.60 
025000004-00119,IBUPROFEN 800 MG TABLET,$0.61 
025000004-00120,FLUOXETINE 20 MG CAPSULE,$0.61 
025000004-00123,IBUPROFEN 400 MG TABLET,$0.65 
025000004-00124,METOCLOPRAMIDE 10 MG TABLET,$0.65 
025000004-00125,MAGNESIUM OXIDE 400 MG TABLET,$0.65 
025000004-00127,TRAZODONE 50 MG TABLET,$0.68 
025000004-00128,HYDRALAZINE 25 MG TABLET,$0.70 
025000004-00129,TERAZOSIN 1 MG CAPSULE,$0.70 
025000004-00130,CALCIUM ACETATE 667 MG TABLET/CAPSULE,$0.70 
025000004-00131,CLONIDINE 0.1 MG TABLET,$0.73 
025000004-00132,CHLOROTHIAZIDE 250MG/5ML ORAL SUSP,$0.73 
025000004-00133,DONEPEZIL 10 MG TABLET,$0.73 
025000004-00135,HYDRALAZINE 50 MG TABLET,$0.75 
025000004-00136,HYDROCORTISONE 1 % TOPICAL CREAM,$0.75 
025000004-00138,PYRIDOXINE 50 MG TABLET,$0.75 
025000004-00139,ACYCLOVIR 200 MG CAPSULE,$0.75 
025000004-00140,DONEPEZIL 5 MG TABLET,$0.75 
025000004-00142,SULFAMETHOXAZOLE-TMP 800MG-160MG TABLET,$0.76 
025000004-00143,GLYCERIN (ADULT) RECTAL SUPPOSITORY,$0.76 
025000004-00144,LORATADINE 10 MG TABLET,$0.77 
025000004-00146,AMLODIPINE 2.5 MG TABLET,$0.80 
025000004-00147,MELOXICAM 7.5 MG TABLET,$0.80 
025000004-00148,MELATONIN 3 MG TABLET,$0.81 
025000004-00150,ESCITALOPRAM 10 MG TABLET,$0.83 
025000004-00151,MIRTAZAPINE 15 MG TABLET,$0.84 
025000004-00152,"CHOLECALCIFEROL (VITAMIN D3) 50,000 UNIT CAPSULE",$0.85 
025000004-00153,MULTIVITAMIN ADULT ORAL LIQUID,$0.85 
025000004-00154,PAROXETINE 30 MG TABLET,$0.87 
025000004-00155,CARVEDILOL 3.125 MG TABLET,$0.87 
025000004-00156,BISACODYL 10 MG RECTAL SUPPOSITORY,$0.89 
025000004-00157,LITHIUM CARBONATE 150 MG CAPSULE,$0.89 
025000004-00158,LEVETIRACETAM 500 MG TABLET,$0.90 
025000004-00159,"CYANOCOBALAMIN (VITAMIN B-12) 1,000 MCG TABLET",$0.93 
025000004-00161,PRENATAL VITAMINS-IRON FUMARATE 27 MG IRON-FOLIC ACID 0.8 MG TABLET,$0.95 
025000004-00162,GLYCERIN ENEMA 80% (NEONATE),$0.95 
025000004-00164,ESCITALOPRAM 20 MG TABLET,$0.96 
025000004-00165,LAMOTRIGINE 100 MG TABLET,$0.97 
025000004-00166,LITHIUM CARBONATE 300 MG CAPSULE,$0.98 
025000004-00168,LISINOPRIL 10 MG TABLET,$0.99 
025000004-00169,"LACTASE 9,000 UNIT CHEWABLE TABLET",$1.00 
025000004-00170,DOXYCYCLINE HYCLATE 100 MG TABLET,$1.01 
025000004-00173,RISPERIDONE 2 MG TABLET,$1.04 
025000004-00174,DIAZEPAM 2 MG TABLET,$1.07 
025000004-00175,FOLIC ACID 1 MG TABLET,$1.07 
025000004-00176,RISPERIDONE 0.5 MG TABLET,$1.07 
025000004-00179,CARBIDOPA 25 MG-LEVODOPA 100 MG TABLET,$1.10 
025000004-00182,PROPRANOLOL 10 MG TABLET,$1.14 
025000004-00186,AMOXICILLIN 250 MG CAPSULE,$1.15 
025000004-00187,B-COMPLEX WITH VITAMIN C CAPSULE,$1.15 
025000004-00188,CIPROFLOXACIN 250 MG TABLET,$1.15 
025000004-00189,IBUPROFEN 600 MG TABLET,$1.19 
025000004-00190,LITHIUM CARBONATE 300 MG TABLET,$1.20 
025000004-00191,FUROSEMIDE 40 MG TABLET,$1.21 
025000004-00193,GABAPENTIN 300 MG CAPSULE,$1.23 
025000004-00194,GABAPENTIN 100 MG CAPSULE,$1.23 
025000004-00195,RISPERIDONE 4 MG TABLET,$1.24 
025000004-00197,PHENYLEPHRINE 0.25 % RECTAL SUPPOSITORY,$1.25 
025000004-00198,POLYSACCHARIDE IRON COMPLEX 150 MG IRON CAPSULE,$1.25 
025000004-00199,SUCRALFATE 1 GRAM TABLET,$1.26 
025000004-00200,SERTRALINE 50 MG TABLET,$1.27 
025000004-00203,CLOPIDOGREL 75 MG TABLET,$1.29 
025000004-00204,GLYBURIDE 1.25 MG TABLET,$1.30 
025000004-00205,PAROXETINE 20 MG TABLET,$1.31 
025000004-00207,"DIVALPROEX 125 MG TABLET,DELAYED RELEASE",$1.34 
025000004-00208,NORTRIPTYLINE 75 MG CAPSULE,$1.35 
025000004-00209,CARBIDOPA 25 MG-LEVODOPA 250 MG TABLET,$1.35 
025000004-00210,ATORVASTATIN 10 MG TABLET,$1.35 
025000004-00211,"CHOLECALCIFEROL (VITAMIN D3) 2,000 UNIT TABLET",$1.35 
025000004-00213,OXYCODONE 5 MG TABLET,$1.37 
025000004-00216,METHADONE 10 MG TABLET,$1.38 
025000004-00218,CYANOCOBALAMIN (VIT B-12) 100 MCG TABLET,$1.40 
025000004-00219,GLYBURIDE 2.5 MG TABLET,$1.40 
025000004-00221,L.ACIDOPHILUS-L.BULGAR-B.BIFID-S.THERMOPH 1 BILLION CELL-250 MG TABLET,$1.42 
025000004-00223,"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAPSULE",$1.44 
025000004-00225,AMITRIPTYLINE 10 MG TABLET,$1.45 
025000004-00226,MEDROXYPROGESTERONE 2.5 MG TABLET,$1.45 
025000004-00229,METHADONE 5 MG TABLET,$1.50 
025000004-00231,"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT TABLET",$1.50 
025000004-00232,TEMAZEPAM 30 MG CAPSULE,$1.53 
025000004-00235,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",$1.55 
025000004-00236,LEVETIRACETAM 750 MG TABLET,$1.55 
025000004-00237,GABAPENTIN 400 MG CAPSULE,$1.57 
025000004-00238,CYCLOBENZAPRINE 10 MG TABLET,$1.58 
025000004-00239,HALOPERIDOL 0.5 MG TABLET,$1.58 
025000004-00240,CARVEDILOL 6.25 MG TABLET,$1.59 
025000004-00241,ACYCLOVIR 400 MG TABLET,$1.60 
025000004-00242,AMIODARONE 200 MG TABLET,$1.60 
025000004-00244,PSYLLIUM HUSK 6 GRAM ORAL POWDER PACKET,$1.60 
025000004-00245,POTASSIUM BICARBONATE-CITRIC ACID 25 MEQ EFFERVESCENT TABLET,$1.62 
025000004-00246,METFORMIN 850 MG TABLET,$1.62 
025000004-00247,RISPERIDONE 1 MG TABLET,$1.63 
025000004-00248,"CHOLECALCIFEROL (VITAMIN D3) 2,000 UNIT CAPSULE",$1.66 
025000004-00249,METHYLDOPA 250 MG TABLET,$1.67 
025000004-00250,MISOPROSTOL 25 MCG TABLET,$1.68 
025000004-00251,HYDROMORPHONE 4 MG TABLET,$1.70 
025000004-00255,LORAZEPAM 2 MG TABLET,$1.76 
025000004-00256,"TAMSULOSIN ER 0.4 MG CAPSULE,EXTENDED RELEASE 24 HR",$1.77 
025000004-00257,GLIPIZIDE 5 MG TABLET,$1.78 
025000004-00258,ALBUTEROL SULFATE HFA 90 MCG/ACTUATION INHALER (RESP),$1.78 
025000004-00259,CARVEDILOL 25 MG TABLET,$1.79 
025000004-00260,LABETALOL 100 MG TABLET,$1.80 
025000004-00263,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSP,$1.83 
025000004-00265,PROPRANOLOL 20 MG TABLET,$1.83 
025000004-00266,TRIHEXYPHENIDYL 2 MG TABLET,$1.83 
025000004-00268,CLINDAMYCIN 150 MG CAPSULE,$1.84 
025000004-00269,SPIRONOLACTONE 25 MG TABLET,$1.84 
025000004-00270,INDOMETHACIN 25 MG CAPSULE,$1.85 
025000004-00271,FLUTICASONE 110 MCG/ACTUATION INHALER (RESP),$1.85 
025000004-00273,"THEOPHYLLINE ER 100 MG TABLET,EXTENDED RELEASE,12 HR",$1.85 
025000004-00274,FLUTICASONE 110 MCG/ACTUATION INHALER (AT BEDSIDE),$1.85 
025000004-00278,ISOSORBIDE MONONITRATE 20 MG TABLET,$1.90 
025000004-00279,ACETAMINOPHEN 300 MG-CODEINE 30 MG TABLET,$1.90 
025000004-00280,OLANZAPINE 2.5 MG TABLET,$1.90 
025000004-00282,OLANZAPINE 5 MG TABLET,$1.91 
025000004-00288,ATORVASTATIN 20 MG TABLET,$1.97 
025000004-00289,ALLOPURINOL 100 MG TABLET,$1.99 
025000004-00290,AMOXICILLIN 500 MG CAPSULE,$1.99 
