Category,Description,Price
Cardiovascular System,HC THRMBC/NFS DIALYSIS CIRCUIT,"$12,399.00 "
Cardiovascular System,HC TRLUML BALN ANGIOP 1ST ART,"$12,399.00 "
Cardiovascular System,HC TRLUML BALN ANGIOP 1ST VEIN,"$12,399.00 "
Cardiovascular System,HC INTRO CATH DIAL CIRC BAL ANGIO,"$12,399.00 "
Cardiovascular System,HC INS/REPL ELECT CARDIAC SGL,"$12,314.00 "
Cardiovascular System,HC REM IAB ASSIST DEVICE PERCUT,"$11,673.00 "
Cardiovascular System,HC RPR TCAT MITRAL VALVE ADD PROS,"$11,259.00 "
Cardiovascular System,HC REV TIPS,"$10,923.00 "
Cardiovascular System,HC ECMO/ECLS INS CANN PRC 6+,"$10,729.00 "
Cardiovascular System,HC INS ELECT TRANVENOUS DUAL CHMB,"$10,661.00 "
Cardiovascular System,HC PHOTOPHERESIS EXTRACORP,"$10,017.00 "
Cardiovascular System,HC ENDOVEN THER CHEM ADHES 1ST,"$9,905.00 "
Cardiovascular System,HC INS ELECT TRANVENOUS SGL CHAMB,"$9,839.00 "
Cardiovascular System,HC PLACE CATH RENAL 2ND+ ORD BIL,"$9,427.00 "
Cardiovascular System,HC PLACE CATH RENAL 2ND+ ORD UNI,"$9,333.00 "
Cardiovascular System,HC PLACE CATH RENAL 1ST ORDER BIL,"$8,909.00 "
Cardiovascular System,HC PRIM PERC THROMB INITAL VESSEL,"$8,850.00 "
Cardiovascular System,HC REMOVAL VENA CAVA FILTER ENDO,"$8,633.00 "
Cardiovascular System,HC PLACE CATH RENAL 1ST ORDER UNI,"$8,486.00 "
Cardiovascular System,HC THROMBECT VEN MECH,"$8,223.00 "
Cardiovascular System,HC REPL DEVICE CV TNL W/PORT,"$8,206.00 "
Cardiovascular System,HC PLACE CATH THORACIC AORTA,"$8,158.00 "
Cardiovascular System,HC PLACE CATH CAROTD ART,"$7,912.00 "
Cardiovascular System,HC REM PACEMAKER PULSE GEN ONLY,"$7,578.00 "
Cardiovascular System,HC REPOSITION PACEMKR RT SIDE,"$7,482.00 "
Cardiovascular System,HC XR PLACEMENT IVC FILTER,"$6,977.00 "
Cardiovascular System,HC INST VENT ASST DEVICE PERC ART,"$6,965.00 "
Cardiovascular System,HC APHERESIS EXTRACORP SELECT,"$6,951.00 "
Cardiovascular System,HC PHLEBECTOMY 10-20 INCISIONS,"$6,939.00 "
Cardiovascular System,HC REPAIR SGL TRANSV ELECTRODE,"$6,853.00 "
Cardiovascular System,HC INS DEVICE CV W/PORT > 5 YRS,"$6,748.00 "
Cardiovascular System,HC THROMBECT VEN MECH EA ADD,"$6,735.00 "
Cardiovascular System,HC INSERT INTRAAORTIC BA DEV PERC,"$6,474.00 "
Cardiovascular System,HC THPY INFS THROM NON-COR INT DY,"$6,473.00 "
Cardiovascular System,HC REM PERICATHETER MAT CV DEV,"$6,461.00 "
Cardiovascular System,HC REPL CATH CV TNL W/O PORT,"$6,461.00 "
Cardiovascular System,HC INS CATH CV TUNLW/O PORT >5YRS,"$6,461.00 "
Cardiovascular System,HC REM LEAD TRANSVENOUS DUAL,"$6,458.00 "
Cardiovascular System,HC BIOPSY TEMP ARTERY,"$6,412.00 "
Cardiovascular System,HC REM LEAD TRANSVENOUS SGL,"$6,407.00 "
Cardiovascular System,HC PLACE CATH CAROTID/INOM ART,"$6,216.00 "
Cardiovascular System,HC REPOS SUBQ DEFIB ELECTRODE,"$6,201.00 "
Cardiovascular System,HC REMOVE SUBQ DEFIB ELECTRODE,"$6,201.00 "
Cardiovascular System,HC INS PICC DEVICE W/PORT 5/>YRS,"$6,168.00 "
Cardiovascular System,HC TRANSCATH RETRV PERC INTRAV FB,"$5,981.00 "
Cardiovascular System,HC SLCTV CATH SUBCLAVIAN ART ANGI,"$5,880.00 "
Cardiovascular System,HC SLCTV CATH CAROTID/INNOM ART,"$5,880.00 "
Cardiovascular System,HC SLCTV CATH VERTEBRAL ART ANGIO,"$5,880.00 "
Cardiovascular System,HC ENDOVENOUS MCHNCHEM 1ST VEIN,"$5,859.00 "
Cardiovascular System,HC IMPLANT TCAT PULM VLV PERQ,"$5,658.00 "
Cardiovascular System,HC REPAIR CVC W/PORT OR PUMP,"$5,422.00 "
Cardiovascular System,HC REM DEFIB LEAD TRANSVENOUS,"$5,322.00 "
Cardiovascular System,HC ABLAT EXTREM LASER 1ST,"$5,254.00 "
Cardiovascular System,HC THPY INFS THROM NON-COR SUB,"$5,064.00 "
Cardiovascular System,HC INSERT TNLD CV W/O PORT,"$5,057.00 "
Cardiovascular System,HC ABLAT EXTREM LASER 2ND,"$4,924.00 "
Cardiovascular System,HC SEC PERC THROMB EA ADD  VESSEL,"$4,916.00 "
Cardiovascular System,HC REM DEFIB PULSE GEN,"$4,889.00 "
Cardiovascular System,HC BIOPSY TRANSCATHETER,"$4,710.00 "
Cardiovascular System,HC NJX NONCMPND SCLRSNT MLT VN,"$4,643.00 "
Cardiovascular System,HC TRNSCTH MITRAL VALV RPR,"$4,542.00 "
Cardiovascular System,HC REPOSITION VENTRIC LEAD,"$4,262.00 "
Cardiovascular System,HC TAVR/TAVI W/PROS VALVE,"$4,189.00 "
Cardiovascular System,HC CARDIAC UNLSTD-LARIAT PROC,"$4,149.00 "
Cardiovascular System,HC PERQ CLSR TCAT L ATR APNDGE,"$4,149.00 "
Cardiovascular System,HC PRIM PERC THROMB EA ADD,"$4,081.00 "
Cardiovascular System,HC REV PCKT SKIN FOR DEFIB,"$4,065.00 "
Cardiovascular System,HC REV PCKT SKIN FOR PACEMKR,"$3,989.00 "
Cardiovascular System,HC REPAIR LEADS DUAL,"$3,838.00 "
Cardiovascular System,HC DIALYSIS CIRCUIT EMBOLJ,"$3,796.00 "
Cardiovascular System,HC THPY INFS THROM VENOUS INT,"$3,778.00 "
Cardiovascular System,HC APHERESIS THERAPEUTIC RBC,"$3,665.00 "
Cardiovascular System,HC ILIAC REVASC ADD-ON,"$3,660.00 "
Cardiovascular System,HC NJX NONCMPND SCLRSNT 1 VEIN,"$3,643.00 "
Cardiovascular System,HC REPOSITION CV CATH W/FLUORO,"$3,623.00 "
Cardiovascular System,HC REM TNL CV ACC W/PORT/PUMP,"$3,474.00 "
Cardiovascular System,HC APHERESIS PLASMA PHERESIS,"$3,463.00 "
Cardiovascular System,HC STENT PLMT CTR DIALYSIS SEG,"$3,422.00 "
Cardiovascular System,HC APHERESIS THERAPEUTIC WBC,"$3,394.00 "
Cardiovascular System,HC ENDOVEN THER CHEM ADHES SBSQ,"$3,337.00 "
Cardiovascular System,HC REPL CATH CV NON-TNL W/O PORT,"$3,331.00 "
Cardiovascular System,HC REPL PICC W/O PORT/PUMP,"$3,331.00 "
Cardiovascular System,HC INS CATH CV NON-TUNL,"$3,331.00 "
Cardiovascular System,HC IVUS NONCORONARY 1ST VESSEL,"$3,310.00 "
Cardiovascular System,HC REVSC ILIAC ART UNI EA ADDL,"$3,308.00 "
Cardiovascular System,HC INS CATH CV NON-TUNL >5YRS,"$3,184.00 "
Cardiovascular System,HC INTRO CATH DIALYSIS CIRCUIT,"$3,159.00 "
Cardiovascular System,HC ENDOVENOUS MCHNCHEM ADD-ON,"$3,052.00 "
Cardiovascular System,HC THPY INFS THROM VEN SUB DAY,"$3,022.00 "
Cardiovascular System,HC THERAPEUTIC APHERESIS PLATELET,"$3,020.00 "
Cardiovascular System,HC INS PER CV CATH W/O PORT,"$2,895.00 "
Cardiovascular System,HC INS PER CV CATH W/O PORT 5>,"$2,895.00 "
Cardiovascular System,HC PLACE CATH VENOUS 2ND ORDER,"$2,825.00 "
Cardiovascular System,HC STENT PLACEMT RETRO CAROTID,"$2,745.00 "
Cardiovascular System,HC PLACE CATH THOR/BRAC 3RD ORDER,"$2,729.00 "
Cardiovascular System,HC REM RECORD CARDIAC EVENT,"$2,609.00 "
Cardiovascular System,HC PLACE CATH VENOUS 1ST ORDER,"$2,598.00 "
Cardiovascular System,HC PLACE CATH THOR/BRAC 2ND ORDER,"$2,563.00 "
Cardiovascular System,HC PERICARDIOSTOMY TUBE,"$2,560.00 "
Cardiovascular System,HC PLACE CATH ABD/PEL 3RD ORDER,"$2,539.00 "
Cardiovascular System,HC INTRO NDL/CATH ARTERY EXTREM,"$2,491.00 "
Cardiovascular System,HC PLACE CATH ARTERY PULM SEG,"$2,486.00 "
Cardiovascular System,HC PLACE CATH ABD/PEL 2ND ORDER,"$2,283.00 "
Cardiovascular System,HC PLACE CATH ARTERY PULM L/R,"$2,260.00 "
Cardiovascular System,HC PLACE CATH THOR/BRAC 1ST ORDER,"$2,260.00 "
Cardiovascular System,HC PLACE CATH ABD/PEL 1ST ORDER,"$2,217.00 "
Cardiovascular System,HC ARTRL CATH - SMPLE/MNTR/TRNSFSE,"$2,087.00 "
Cardiovascular System,HC INTRO CATH VENA CAVA SUP/INF,"$2,075.00 "
Cardiovascular System,HC VASCULAR UNLSTD PROC,"$2,030.00 "
Cardiovascular System,HC BALO ANGIOP CTR DIALYSIS SEG,"$1,993.00 "
Cardiovascular System,HC INTRO CATH AORTA,"$1,991.00 "
Cardiovascular System,HC CATH VEIN PORTAL PERC,"$1,980.00 "
Cardiovascular System,HC TRLUML BALN ANGIOP ADDL ART,"$1,950.00 "
Cardiovascular System,HC REM TNLD CV CATH W/O PORT/PUMP,"$1,779.00 "
Cardiovascular System,HC PLACE CATH ABD/PEL ADD,"$1,629.00 "
Cardiovascular System,HC CATH VENOUS BLOOD SELECT SMPL,"$1,485.00 "
Cardiovascular System,HC PERICARDIOCENTESIS INITIAL,"$1,479.00 "
Cardiovascular System,HC CATH AORTIC-TRANSLUMBAR,"$1,403.00 "
Cardiovascular System,HC EXT CANNULA DECLOT W/O BALLOO,"$1,329.00 "
Cardiovascular System,HC TRLUML BALN ANGIOP ADDL VEIN,"$1,308.00 "
Cardiovascular System,HC RPR CATH CV W/O PORT/PUMP,"$1,230.00 "
Cardiovascular System,HC INJ VENOGRAM EXTREMITY,"$1,218.00 "
Cardiovascular System,HC INTRO CATH ARTERY HEART/PULM,"$1,215.00 "
Cardiovascular System,HC TRANSFUS BLOOD/COMP,"$1,197.00 "
Cardiovascular System,HC INJ TX PSEUDOANEUR EXTREM PER,"$1,052.00 "
Cardiovascular System,HC PLACE CATH THOR/BRAC ADD,$931.00 
Cardiovascular System,HC DECLOT PORT W/THROMB AGENT,$884.00 
Cardiovascular System,HC INJECT VASCULAR UNLSTD PROC,$844.00 
Cardiovascular System,HC TRANSFUS FETAL INTRAUTERINE,$809.00 
Cardiovascular System,HC INJ CONTR W/FLUORO EVAL CV DEV,$768.00 
Cardiovascular System,HC INJ SCLEROSING SINGLE VEIN,$719.00 
Cardiovascular System,HC INJECTION(S) SPIDER VEINS,$709.00 
Cardiovascular System,HC PLACE NDL INFS INTRAOSSEO,$524.00 
Cardiovascular System,HC OPEN/PERQ PLACE STENT 1ST,"$15,287.00 "
Cardiovascular System,HC INJ SCLERO SOLN VEIN MULTI LEG,$488.00 
Cardiovascular System,HC OPEN/PERQ PLACE STENT EA ADD,"$13,002.00 "
Cardiovascular System,HC OPEN/PERQ PLACE STENT SAME,"$15,287.00 "
Cardiovascular System,HC PR REPLACE AORTIC VALVE OPEN AXILLRY ARTRY APPROACH ,"$4,983.00 "
Cardiovascular System,HC COLLECT BLOOD PORT/ACCESS DVC,$217.00 
Cardiovascular System,HC COLLCT BLD CENTRL/PERPH CATH,$170.00 
Cardiovascular System,HC PUNCT ARTERIAL,$148.00 
Cardiovascular System,HC US VASCULAR NON-CORON ADD EA,$135.00 
Cardiovascular System,HC VENIPUNCTURE 3 YEAR OR GREATER,$93.00 
Cardiovascular System,HC REPLACE AORTIC VALVE OPEN,"$4,983.00 "
Cardiovascular System,HC VENIPUNCTURE,$25.00 
Cardiovascular System,HC COLLECT FINGER/HEEL/EAR STICK,$23.00 
Cath EP Supply,HC CATH DIAG EP MAP PACING,"$1,035.00 "
Cath EP Supply,HC CATH TRANSLUM ANGIO NON-LASER,$873.00 
Central Nervous System Assessments/Tests,HC BRIEF EMO ASSESS W/SCORING,$76.00 
Chemistry Procedures,HC CREATININE BLOOD,$67.00 
Chemistry Procedures,HC HEMOGLOBIN GLYCOSYLATED (A1C),$124.00 
Chemistry Procedures,HC ANSER VZD- PROMETHEUS,"$5,103.00 "
Chemistry Procedures,HC ANSER UST-PROMETHEUS,"$5,103.00 "
Chemistry Procedures,HC PROSTAGLANDIN,"$1,232.00 "
Chemistry Procedures,HC PROTEIN WESTERN BLOT,$734.00 
Chemistry Procedures,HC SOMATOSTATIN,$686.00 
Chemistry Procedures,HC RECEPTOR ASSAY ESTROGEN,$685.00 
Chemistry Procedures,HC RECEPTOR ASSAY PROGESTERONE,$685.00 
Chemistry Procedures,HC CALPROTECTIN,$619.00 
Chemistry Procedures,HC FETAL FIBRONECTIN,$547.00 
Chemistry Procedures,HC AMINO ACIDS 6+ ACIDS QN,$484.00 
Chemistry Procedures,"HC REF TRYPSIN, DUODENAL FLUID",$410.00 
Chemistry Procedures,HC AMINO ACIDS QN SINGLE,$407.00 
Chemistry Procedures,HC ETHYLENE GLYCOL,$366.00 
Chemistry Procedures,HC ADRENOCORTICOTROPIC (ACTH),$354.00 
Chemistry Procedures,HC ORGANIC ACIDS URINE QN,$349.00 
Chemistry Procedures,HC HEMOGLOBIN OXYGEN AFFINITY,$346.00 
Chemistry Procedures,HC TRANSCORTIN,$333.00 
Chemistry Procedures,HC SILICA,$330.00 
Chemistry Procedures,HC MYELIN BASIC PROTEIN (CSF),$320.00 
Chemistry Procedures,HC ELECTROPHORETIC TEST,$318.00 
Chemistry Procedures,HC H PYLORI BREATH TEST ANLY C-13,$316.00 
Chemistry Procedures,HC ENZYME ACT NONRAD SUBS,$308.00 
Chemistry Procedures,HC PARATHORMONE (PTH) N TERMINAL,$308.00 
Chemistry Procedures,HC BLOOD GAS PH PO2 &/OR PCO2,$308.00 
Chemistry Procedures,HC PROTEIN WESTERN BLOT BAND ID,$304.00 
Chemistry Procedures,HC ASSAY LIPOPROTEIN PLA2,$301.00 
Chemistry Procedures,HC 1 25 DIHYDROXY INC FRACTION,$297.00 
Chemistry Procedures,HC FATTY ACIDS VERY LONG CHAIN,$281.00 
Chemistry Procedures,HC ESTRADIOL,$267.00 
Chemistry Procedures,HC PROLACTIN,$267.00 
Chemistry Procedures,HC ASSAY OF VOLATILES,$258.00 
Chemistry Procedures,HC ENZYME ACTIVITY RADIOACTIVE,$258.00 
Chemistry Procedures,HC TESTOSTERONE FREE,$255.00 
Chemistry Procedures,HC TESTOSTERONE TOTAL,$253.00 
Chemistry Procedures,HC COL CHROMOTOGRAPHY QUAL/QUANT,$251.00 
Chemistry Procedures,HC THYROID STIMULATING IMMUN GLOB,$239.00 
Chemistry Procedures,HC CORTICOSTERONE OH 18,$236.00 
Chemistry Procedures,HC LACTOFERRIN FECAL QN,$226.00 
Chemistry Procedures,HC IMMUNO QN RIA,$226.00 
Chemistry Procedures,HC HISTAMINE,$225.00 
Chemistry Procedures,HC ACYLCARNITINES QN EA SPEC,$225.00 
Chemistry Procedures,HC PHOSPHOHEXOSE ISOMERASE,$224.00 
Chemistry Procedures,HC GLUCAGON,$223.00 
Chemistry Procedures,HC LUTEINIZING HORMONE (LH),$221.00 
Chemistry Procedures,HC VITAMIN B-2 (RIBOFLAVIN),$218.00 
Chemistry Procedures,HC CARNITINE TOTAL AND FREE QN,$213.00 
Chemistry Procedures,HC MUCOPOLYSACCHARIDES QN,$212.00 
Chemistry Procedures,HC GALACTOKINASE RBC,$211.00 
Chemistry Procedures,HC METANEPHRINES,$211.00 
Chemistry Procedures,HC CYANIDE,$210.00 
Chemistry Procedures,HC ESTROGEN FRACTIONATED,$210.00 
Chemistry Procedures,HC FLM FLUORESCENCE POLAR,$207.00 
Chemistry Procedures,HC ALDOSTERONE BLOOD,$206.00 
Chemistry Procedures,HC VITAMIN K,$204.00 
Chemistry Procedures,HC FOLLICLE STIM HORMONE (FSH),$204.00 
Chemistry Procedures,HC BETA-2 MICROGLOBULIN,$203.00 
Chemistry Procedures,HC SULFHEMOGLOBIN QN,$201.00 
Chemistry Procedures,HC DESOXYCORTICOSTERONE,$201.00 
Chemistry Procedures,HC PYRUVATE KINASE,$200.00 
Chemistry Procedures,HC NATRIURETIC PEPTIDE,$200.00 
Chemistry Procedures,HC PREGNENOLONE 17-HYDROXY,$198.00 
Chemistry Procedures,HC HEMOGLOBIN ELECTROPHORESIS,$197.00 
Chemistry Procedures,HC LACTATE/LACTIC ACID BODY FLUID,$194.00 
Chemistry Procedures,HC PROCALCITONIN (PCT),$190.00 
Chemistry Procedures,HC FAT LIPIDS FECES QN,$190.00 
Chemistry Procedures,HC ESTRONE,$188.00 
Chemistry Procedures,HC CARCINOEMBRYONIC AG (CEA),$188.00 
Chemistry Procedures,HC GAMMAGLOBULIN IGE,$187.00 
Chemistry Procedures,HC PROSTATE SPECIFIC AG TOTAL,$186.00 
Chemistry Procedures,HC DHEA-S,$184.00 
Chemistry Procedures,HC PROINSULIN,$182.00 
Chemistry Procedures,HC CALCIUM IONIZED,$182.00 
Chemistry Procedures,HC FOLIC ACID RBC,$181.00 
Chemistry Procedures,HC SEROTONIN,$181.00 
Chemistry Procedures,HC GALACTOSE TRANSFERASE QN,$179.00 
Chemistry Procedures,HC METHEMOGLOBIN QN,$179.00 
Chemistry Procedures,HC VITAMIN D 25 HYDROXY,$179.00 
Chemistry Procedures,HC BILE ACIDS,$177.00 
Chemistry Procedures,HC CARBON MONOXIDE (CO-OX) QN,$177.00 
Chemistry Procedures,HC HCG QN,$177.00 
Chemistry Procedures,HC PREGNENOLONE,$176.00 
Chemistry Procedures,HC ESTRIOL,$176.00 
Chemistry Procedures,HC OSTEOCALCIN,$173.00 
Chemistry Procedures,HC COLLAGEN CROSS LINKS,$173.00 
Chemistry Procedures,HC CITRATE URINE,$170.00 
Chemistry Procedures,HC VITAMIN C (ASCORBIC ACID),$170.00 
Chemistry Procedures,HC VASOACTIVE INTESTINAL PEPTIDE,$169.00 
Chemistry Procedures,HC DEOXYCORTISOL,$168.00 
Chemistry Procedures,HC H PYLORI DRUG ADMIN,$165.00 
Chemistry Procedures,HC RECEPTOR ASSAY ACETYLCHOLINE,$165.00 
Chemistry Procedures,HC CATECHOLAMINES FRACTION URINE,$165.00 
Chemistry Procedures,HC TRANSFERRIN,$165.00 
Chemistry Procedures,HC PROTOPORPHYRIN RBC QN,$164.00 
Chemistry Procedures,HC SELENIUM,$163.00 
Chemistry Procedures,HC NICKEL,$162.00 
Chemistry Procedures,HC PHENCYCLIDINE (PCP),$162.00 
Chemistry Procedures,HC CATECHOLAMINES TOTAL URINE,$161.00 
Chemistry Procedures,HC LIPOPROTEIN HR FRACTION QN,$160.00 
Chemistry Procedures,HC HYDROXYPROLINE TOTAL,$159.00 
Chemistry Procedures,HC MASS SPECTOMETRY QUAL/QUAN,$158.00 
Chemistry Procedures,HC AMINO ACIDS 2-5 ACIDS QN,$157.00 
Chemistry Procedures,HC CORTISOL TOTAL,$157.00 
Chemistry Procedures,HC ANGIOTENSIN I ENZYME (ACE),$156.00 
Chemistry Procedures,HC VITAMIN B-6 (PYRIDOXAL PHOS),$156.00 
Chemistry Procedures,HC HOMOVANILLIC ACID (HVA),$155.00 
Chemistry Procedures,HC TRIIODOTHYRONINE (T-3) REVERSE,$154.00 
Chemistry Procedures,HC CYSTATIN C,$153.00 
Chemistry Procedures,HC LACTATE DEHYDRO (LDH) ISOENZ,$152.00 
Chemistry Procedures,HC KETOSTEROIDS (17-KS) URINE,$151.00 
Chemistry Procedures,HC CARBOHYD DEFICIENT TRANSFERRIN,$151.00 
Chemistry Procedures,HC CERULOPLASMIN,$151.00 
Chemistry Procedures,HC SOMATOMEDIN,$151.00 
Chemistry Procedures,HC ASSAY OF BREATH ETHANOL,$151.00 
Chemistry Procedures,HC HCG QUALITATIVE,$149.00 
Chemistry Procedures,HC CORTISOL FREE URINE,$149.00 
Chemistry Procedures,HC OLIGOCLONAL BANDS CSF,$148.00 
Chemistry Procedures,HC ALPHA FETOPROTEIN AMNIOTIC,$147.00 
Chemistry Procedures,HC HYDROXYCORTICOSTEROID 17,$147.00 
Chemistry Procedures,HC ANDROSTENEDIONE,$147.00 
Chemistry Procedures,HC ALPHA FETOPROTEIN SERUM,$147.00 
Chemistry Procedures,HC CYCLIC AMP URINE           OUT,$146.00 
Chemistry Procedures,HC CYCLIC AMP BLOOD           OUT,$146.00 
Chemistry Procedures,HC LAMELLAR BODY DENSITY,$146.00 
Chemistry Procedures,HC CALCULUS ANLYS QL,$145.00 
Chemistry Procedures,HC VASOPRESSIN (ADH),$144.00 
Chemistry Procedures,HC CREATINE,$144.00 
Chemistry Procedures,HC RENIN,$144.00 
Chemistry Procedures,HC MYOGLOBIN,$142.00 
Chemistry Procedures,HC CHEMILUMINESCENT ASSAY,$142.00 
Chemistry Procedures,HC C-PEPTIDE,$141.00 
Chemistry Procedures,HC CALCITONIN,$140.00 
Chemistry Procedures,HC INSULIN TOTAL SERUM,$140.00 
Chemistry Procedures,HC BLOOD GAS O2 SAT ONLY,$140.00 
Chemistry Procedures,HC IMMUNO QL/SQ TRANSGLUT IGG,$140.00 
Chemistry Procedures,HC PYRUVATE,$139.00 
Chemistry Procedures,HC AMMONIA BLOOD,$138.00 
Chemistry Procedures,HC FERRITIN,$138.00 
Chemistry Procedures,HC FLM L/S RATIO,$137.00 
Chemistry Procedures,HC IMMUNO QN OTHER,$137.00 
Chemistry Procedures,HC THYROID STIMULATING HORMONE,$136.00 
Chemistry Procedures,HC COPPER BLOOD,$135.00 
Chemistry Procedures,HC DHEA,$134.00 
Chemistry Procedures,HC HEMOGLOBIN FRACT QN,$134.00 
Chemistry Procedures,HC CREATINE KINASE (CPK) MB ONLY,$134.00 
Chemistry Procedures,HC CHONDROITIN SULFATE QN,$133.00 
Chemistry Procedures,HC HOMOCYSTINE,$133.00 
Chemistry Procedures,HC GLUCOSE TOLERANCE 1ST 3 SPEC,$133.00 
Chemistry Procedures,HC VITAMIN A,$133.00 
Chemistry Procedures,HC TRIIODOTHYRONINE (T-3) TOTAL,$132.00 
Chemistry Procedures,HC ORGANIC ACID SINGLE QN METHYL,$131.00 
Chemistry Procedures,HC TROPONIN QN,$131.00 
Chemistry Procedures,HC ANDROSTANEDIOL GLUCURONIDE,$130.00 
Chemistry Procedures,HC CREATININE; CLEARANCE,$130.00 
Chemistry Procedures,HC PROGESTERONE,$130.00 
Chemistry Procedures,HC THYROGLOBULIN,$130.00 
Chemistry Procedures,HC ASSAY OF LIPOPROTEIN A,$129.00 
Chemistry Procedures,HC NEPHELOMETRY EA ANLYSTE,$129.00 
Chemistry Procedures,HC PROSTATE SPECIFIC AG FREE,$128.00 
Chemistry Procedures,HC CHLORAMPHENICOL,$126.00 
Chemistry Procedures,HC GASTRIN SERUM,$124.00 
Chemistry Procedures,HC PROTEIN ELECTROPHORE BDY FLD,$124.00 
Chemistry Procedures,HC VIT B1 (THIAMINE),$124.00 
Chemistry Procedures,HC PORPHOBILINOGEN URINE QN,$123.00 
Chemistry Procedures,HC PREALBUMIN,$123.00 
Chemistry Procedures,HC AMINOLEVULINIC ACID(ALA) URINE,$122.00 
Chemistry Procedures,HC ERYTHROPOIETIN,$122.00 
Chemistry Procedures,HC VANILLYLMAND ACID(VMA) URINE,$121.00 
Chemistry Procedures,HC PROTEIN ELECTROPHORESIS SERUM,$119.00 
Chemistry Procedures,HC THYROID ACTIVITY (TBG),$118.00 
Chemistry Procedures,HC HEMOGLOBIN PLASMA,$118.00 
Chemistry Procedures,HC HAPTOGLOBIN QN,$118.00 
Chemistry Procedures,HC B-HEXOSAMINIDASE EA ASSAY,$116.00 
Chemistry Procedures,HC PORPHYRINS FECES QN,$116.00 
Chemistry Procedures,HC ARSENIC URINE,$116.00 
Chemistry Procedures,HC MANGANESE,$116.00 
Chemistry Procedures,HC VITAMIN E,$116.00 
Chemistry Procedures,HC HEAVY METAL QN EA,$115.00 
Chemistry Procedures,HC VITAMIN OTHER,$115.00 
Chemistry Procedures,HC SPECTROPHOTOMETRY,$114.00 
Chemistry Procedures,HC PHOSPHATASE ALKALINE ISOENZYME,$114.00 
Chemistry Procedures,HC ACETONE KETONES SERUM QN,$113.00 
Chemistry Procedures,HC LACTOFERRIN FECAL QL,$112.00 
Chemistry Procedures,HC HEMOGLOBIN FETAL QL,$111.00 
Chemistry Procedures,HC ONCOPROTEIN DCP,$111.00 
Chemistry Procedures,HC TRIIODOTHYRONINE (T-3) FREE,$111.00 
Chemistry Procedures,HC VITAMIN B-12,$111.00 
Chemistry Procedures,HC CHOLINESTERASE SERUM,$110.00 
Chemistry Procedures,HC HYDROXYPROGESTERONE 17-D,$110.00 
Chemistry Procedures,HC ZINC,$109.00 
Chemistry Procedures,HC LIPASE,$109.00 
Chemistry Procedures,HC ALPHA-1 ANTITRYPSIN TOTAL,$108.00 
Chemistry Procedures,HC SEX HORMONE BINDING GLOBULIN,$108.00 
Chemistry Procedures,HC FOLIC ACID SERUM,$108.00 
Chemistry Procedures,HC THYROXINE (T-4) FREE,$108.00 
Chemistry Procedures,HC AMYLASE BLOOD,$107.00 
Chemistry Procedures,HC BILE ACIDS CHOLYLGLYCINE,$104.00 
Chemistry Procedures,HC LIPOPROTEIN BLD NUC MAG RESON,$103.00 
Chemistry Procedures,HC APOLIPOPROTEIN,$103.00 
Chemistry Procedures,HC GLUCOSE POST DOSE,$103.00 
Chemistry Procedures,HC NUCLEOTIDASE 5,$102.00 
Chemistry Procedures,HC IMMUNOASSAY SCRN BLOOD FECAL,$102.00 
Chemistry Procedures,HC GLUCOSIDASE BETA,$101.00 
Chemistry Procedures,HC CHROMIUM SERUM,$101.00 
Chemistry Procedures,HC CADMIUM BLOOD,$100.00 
Chemistry Procedures,HC HYDROXYINDOLACETIC 5-(HIAA) UR,$100.00 
Chemistry Procedures,HC GAMMAGLOBULIN IGG,$100.00 
Chemistry Procedures,HC MERCURY,$98.00 
Chemistry Procedures,HC CRYOFIBRINOGEN,$97.00 
Chemistry Procedures,HC GROWTH HORMONE (HGH),$95.00 
Chemistry Procedures,HC ALPHA-1 ANTITRYPSIN PHENOTYPE,$94.00 
Chemistry Procedures,HC OSMOLALITY URINE,$93.00 
Chemistry Procedures,HC OSMOLALITY BLOOD,$93.00 
Chemistry Procedures,HC ALDOLASE,$91.00 
Chemistry Procedures,HC ALUMINUM,$89.00 
Chemistry Procedures,HC SUGARS SINGLE QN,$89.00 
Chemistry Procedures,HC IRON BINDING CAPACITY,$89.00 
Chemistry Procedures,HC PHOSPHATASE ACID,$88.00 
Chemistry Procedures,HC FATTY ACIDS NONESTERIFIED,$86.00 
Chemistry Procedures,HC THYROXINE (T-4) TOTAL,$86.00 
Chemistry Procedures,HC HEMOSIDERIN QL,$85.00 
Chemistry Procedures,HC KETONE BODY(S) QL,$85.00 
Chemistry Procedures,HC IMMUNOGLOBULIN SUBCLASSES,$84.00 
Chemistry Procedures,HC GLYCATED PROTEIN FRUCTOSAMINE,$83.00 
Chemistry Procedures,HC PORPHYRINS PLASMA QN FRACT,$82.00 
Chemistry Procedures,HC BLOOD GAS PH VENOUS,$82.00 
Chemistry Procedures,HC LEAD BLOOD,$82.00 
Chemistry Procedures,HC MICROALBUMIN URINE QN,$81.00 
Chemistry Procedures,HC CREATINE KINASE (CPK) ISOENZ,$81.00 
Chemistry Procedures,HC CREATINE KINASE (CPK) TOTAL,$81.00 
Chemistry Procedures,HC GGT/GGTP,$80.00 
Chemistry Procedures,HC MAGNESIUM BLOOD,$79.00 
Chemistry Procedures,HC NEWBORN SCREEN (PKU),$78.00 
Chemistry Procedures,HC G6PD ENZYME QN,$77.00 
